,MPC
2020-09-28,19467500000
2020-09-29,19129500000
2020-09-30,19071000000
2020-10-01,18011500000
2020-10-02,18375500000
2020-10-05,19006000000
2020-10-06,18739500000
2020-10-07,18986500000
2020-10-08,20228000000
2020-10-09,19578000000
2020-10-12,19818500000
2020-10-13,19097000000
2020-10-14,19441500000
2020-10-15,19851000000
2020-10-16,19090500000
2020-10-19,18362500000
2020-10-20,19006000000
2020-10-21,18733000000
2020-10-22,19181500000
2020-10-23,19428500000
2020-10-26,18590000000
2020-10-27,18323500000
2020-10-28,17875000000
2020-10-29,18739500000
2020-10-30,19175000000
2020-11-02,20345000000
2020-11-03,20741500000
2020-11-04,20605000000
2020-11-05,20689500000
2020-11-06,20527000000
2020-11-09,23705500000
2020-11-10,24466000000
2020-11-11,24173500000
2020-11-12,22555000000
2020-11-13,24414000000
2020-11-16,26474499999
2020-11-17,26396500000
2020-11-18,25051000000
2020-11-19,25402000000
2020-11-20,24869000000
2020-11-23,26793000000
2020-11-24,27592500000
2020-11-25,26961999999
2020-11-27,26923000000
2020-11-30,25272000000
2020-12-01,25642500000
2020-12-02,26377000000
2020-12-03,26643500000
2020-12-04,27891499999
2020-12-07,27436500000
2020-12-08,27592500000
2020-12-09,27716000000
2020-12-10,28489500000
2020-12-11,27891499999
2020-12-14,26494000000
2020-12-15,27462500000
2020-12-16,27072500000
2020-12-17,26377000000
2020-12-18,26227500000
2020-12-21,25837500000
2020-12-22,25785500000
2020-12-23,26851500000
2020-12-24,26786500000
2020-12-28,26507000000
2020-12-29,26474499999
2020-12-30,27020500000
2020-12-31,26925360000
2021-01-04,26528250000
2021-01-05,27400590000
2021-01-06,27960450000
2021-01-07,28754670000
2021-01-08,28110180000
2021-01-11,28377090000
2021-01-12,29672580000
2021-01-13,28852320000
2021-01-14,29633520000
2021-01-15,28630979999
2021-01-19,30004590000
2021-01-20,30056670000
2021-01-21,29548890000
2021-01-22,29783250000
2021-01-25,30095729999
2021-01-26,29399159999
2021-01-27,28604940000
2021-01-28,29145270000
2021-01-29,28097159999
2021-02-01,28285950000
2021-02-02,29392650000
2021-02-03,30792300000
2021-02-04,30811830000
2021-02-05,31020150000
2021-02-08,32211479999
2021-02-09,31814370000
2021-02-10,32426310000
2021-02-11,32393760000
2021-02-12,32849460000
2021-02-16,33500460000
2021-02-17,33780390000
2021-02-18,33344220000
2021-02-19,34503000000
2021-02-22,35707350000
2021-02-23,36306270000
2021-02-24,36879150000
2021-02-25,35850570000
2021-02-26,35557620000
2021-03-01,36521100000
2021-03-02,36475530000
2021-03-03,36501570000
2021-03-04,36788010000
2021-03-05,37315320000
2021-03-08,37211160000
2021-03-09,36371370000
2021-03-10,37875180000
2021-03-11,37758000000
2021-03-12,37595250000
2021-03-15,37666860000
2021-03-16,36592710000
2021-03-17,36592710000
2021-03-18,34405350000
2021-03-19,34997760000
2021-03-22,34730850000
2021-03-23,34138440000
2021-03-24,34613670000
2021-03-25,35075880000
2021-03-26,35818020000
2021-03-29,34848030000
2021-03-30,34893600000
2021-03-31,34982460000
2021-04-01,36493200000
2021-04-05,35289840000
2021-04-06,35106720000
2021-04-07,35309460000
2021-04-08,34897440000
2021-04-09,34550820000
2021-04-12,34145340000
2021-04-13,34380780000
2021-04-14,35230980000
2021-04-15,35230980000
2021-04-16,35486040000
2021-04-19,34943220000
2021-04-20,34040700000
2021-04-21,34864740000
2021-04-22,34047240000
2021-04-23,34662000000
2021-04-26,34838580000
2021-04-27,35244060000
2021-04-28,36257760000
2021-04-29,36650160000
2021-04-30,36395100000
2021-05-03,37382640000
2021-05-04,37474200000
2021-05-05,38827980000
2021-05-06,38886840000
2021-05-07,39240000000
2021-05-10,39115740000
2021-05-11,38350560000
2021-05-12,38566380000
2021-05-13,38442120000
2021-05-14,39292320000
2021-05-17,40234080000
2021-05-18,39455820000
2021-05-19,38945700000
2021-05-20,39024180000
2021-05-21,38971860000
2021-05-24,39717420000
2021-05-25,39246540000
2021-05-26,39763200000
2021-05-27,40155600000
2021-05-28,40417200000
2021-06-01,40875000000
2021-06-02,41188920000
2021-06-03,41372040000
2021-06-04,41640180000
2021-06-07,41424360000
2021-06-08,41914860000
2021-06-09,41600940000
2021-06-10,41489760000
2021-06-11,41319720000
2021-06-14,41195460000
2021-06-15,41640180000
2021-06-16,41385120000
2021-06-17,39867840000
2021-06-18,38500980000
2021-06-21,39926700000
2021-06-22,40116360000
2021-06-23,40253700000
2021-06-24,40770360000
2021-06-25,40907700000
2021-06-28,39567000000
2021-06-29,39292320000
2021-06-30,38469247663
2021-07-01,39010440323
2021-07-02,38883100874
2021-07-06,37546036655
2021-07-07,36896605463
2021-07-08,36578256840
2021-07-09,37361394453
2021-07-12,37138550417
2021-07-13,36546421977
2021-07-14,35094752254
2021-07-15,34540825649
2021-07-16,33910495375
2021-07-19,32395155927
2021-07-20,33184660513
2021-07-21,34432587117
2021-07-22,33993266017
2021-07-23,34018733907
2021-07-26,34801871521
2021-07-27,34598128401
2021-07-28,35196623814
2021-07-29,35610477024
2021-07-30,35158421979
2021-08-02,34674532071
2021-08-03,35616843997
2021-08-04,34623596291
2021-08-05,35967027483
2021-08-06,36552788950
2021-08-09,36431816473
2021-08-10,37234055004
2021-08-11,37654275187
2021-08-12,37908954086
2021-08-13,37660642160
2021-08-16,37170385279
2021-08-17,36355412803
2021-08-18,35833321061
2021-08-19,34528091704
2021-08-20,34871908218
2021-08-23,36177137574
2021-08-24,36902972436
2021-08-25,37329559591
2021-08-26,36985743078
2021-08-27,38214568764
2021-08-30,37520568765
2021-08-31,37737045829
2021-09-01,36450917390
2021-09-02,36864770601
2021-09-03,37081247665
2021-09-07,37291357756
2021-09-08,36361779776
2021-09-09,36450917390
2021-09-10,36208972436
2021-09-13,37316825646
2021-09-14,36648293537
2021-09-15,37928055003
2021-09-16,37628807297
2021-09-17,37475999958
2021-09-20,36374513721
2021-09-21,36826568766
2021-09-22,38144532067
2021-09-23,39347889864
2021-09-24,39405192616
2021-09-27,40169229313
2021-09-28,39799944909
2021-09-29,39430660506
2021-09-30,37494353760
2021-10-01,38555915305
2021-10-04,38228347742
2021-10-05,38367867260
2021-10-06,38131290687
2021-10-07,38519518909
2021-10-08,39526485860
2021-10-11,39162521902
2021-10-12,39271711089
2021-10-13,39587146520
2021-10-14,40448527887
2021-10-15,40521320679
2021-10-18,40278678040
2021-10-19,40539518877
2021-10-20,40770029384
2021-10-21,40660840196
2021-10-22,40958077429
2021-10-25,41370569915
2021-10-26,41534353696
2021-10-27,40127026391
2021-10-28,40442461821
2021-10-29,39993572940
2021-11-01,40800359714
2021-11-02,39211050430
2021-11-03,38628708096
2021-11-04,38561981371
2021-11-05,39920780148
2021-11-08,39835855224
2021-11-09,40721500856
2021-11-10,39744864235
2021-11-11,40036035402
2021-11-12,39914714082
2021-11-15,40108828193
2021-11-16,39332371749
2021-11-17,38568047437
2021-11-18,38034233631
2021-11-19,36566245667
2021-11-22,37421560968
2021-11-23,38731831218
2021-11-24,39156455836
2021-11-26,37215314725
2021-11-29,37476155562
2021-11-30,36912011427
2021-12-01,36948407823
2021-12-02,38416395788
2021-12-03,37409428836
2021-12-06,38131290687
2021-12-07,38962341725
2021-12-08,38859218603
2021-12-09,38422461853
2021-12-10,38634774162
2021-12-13,37494353760
2021-12-14,37882581982
2021-12-15,37900780180
2021-12-16,38076696093
2021-12-17,37882581982
2021-12-20,36948407823
2021-12-21,38470990381
2021-12-22,38276876270
2021-12-23,38240479874
2021-12-27,38871350735
2021-12-28,39047266648
2021-12-29,38792491878
2021-12-30,38477056447
2021-12-31,36090360000
2022-01-03,37032240000
2022-01-04,38244840000
2022-01-05,38487360000
2022-01-06,39564600000
2022-01-07,40004520000
2022-01-10,39733800000
2022-01-11,40997160000
2022-01-12,41217120000
2022-01-13,41239680000
2022-01-14,42153360000
2022-01-18,42046200000
2022-01-19,41369400000
2022-01-20,40602360000
2022-01-21,39874800000
2022-01-24,39699960000
2022-01-25,40326000000
2022-01-26,40032720000
2022-01-27,40551600000
2022-01-28,40495200000
2022-01-31,40467000000
2022-02-01,41747280000
2022-02-02,44274000000
2022-02-03,43411080000
2022-02-04,44099160000
2022-02-07,45024120000
2022-02-08,44719560000
2022-02-09,45001560000
2022-02-10,44973360000
2022-02-11,45791160000
2022-02-14,44646240000
2022-02-15,44223240000
2022-02-16,44025840000
2022-02-17,43405440000
2022-02-18,43439280000
2022-02-22,42655320000
2022-02-23,42706080000
2022-02-24,41995440000
2022-02-25,43168560000
2022-02-28,43918680000
2022-03-01,42305640000
2022-03-02,43422360000
2022-03-03,43636680000
2022-03-04,43839720000
2022-03-07,42040560000
2022-03-08,42988080000
2022-03-09,42542520000
2022-03-10,43952520000
2022-03-11,44279640000
2022-03-14,43236240000
2022-03-15,41961600000
2022-03-16,42221040000
2022-03-17,43512600000
2022-03-18,44172479999
2022-03-21,45108720000
2022-03-22,44697000000
2022-03-23,45379440000
2022-03-24,45903960000
2022-03-25,46377720000
2022-03-28,46231080000
2022-03-29,46890960000
2022-03-30,48137400000
2022-03-31,45486000000
2022-04-01,45118920000
2022-04-04,45257240000
2022-04-05,45065720000
2022-04-06,45523240000
2022-04-07,45672200000
2022-04-08,46230800000
2022-04-11,45156160000
2022-04-12,45645600000
2022-04-13,46597880000
2022-04-14,46390400000
2022-04-18,47938520000
2022-04-19,48114080000
2022-04-20,48401360000
2022-04-21,47209680000
2022-04-22,46326560000
2022-04-25,44826320000
2022-04-26,45470040000
2022-04-27,46417000000
2022-04-28,47715080000
2022-04-29,46422320000
2022-05-02,47411840000
2022-05-03,49289800000
2022-05-04,51258200000
2022-05-05,50061200000
2022-05-06,51029440000
2022-05-09,48337520000
2022-05-10,48795040000
2022-05-11,48922720000
2022-05-12,49337680000
2022-05-13,51008160000
2022-05-16,51322040000
2022-05-17,51896600000
2022-05-18,51183720000
2022-05-19,50944320000
2022-05-20,51369920000
2022-05-23,51556120000
2022-05-24,51763600000
2022-05-25,52678640000
2022-05-26,52923360000
2022-05-27,54317200000
2022-05-31,54152280000
2022-06-01,55280120000
2022-06-02,55471640000
2022-06-03,56189840000
2022-06-06,58195480000
2022-06-07,60461800000
2022-06-08,60046840000
2022-06-09,59243520000
2022-06-10,57636880000
2022-06-13,54354440000
2022-06-14,54620440000
2022-06-15,52614800000
2022-06-16,48933360000
2022-06-17,46438280000
2022-06-21,48603520000
2022-06-22,47379920000
2022-06-23,45023160000
2022-06-24,45581760000
2022-06-27,46784080000
2022-06-28,47183080000
2022-06-29,44943360000
2022-06-30,40365110000
2022-07-01,41479680000
2022-07-05,40134340000
2022-07-06,38941210000
2022-07-07,40964130000
2022-07-08,40885570000
2022-07-11,41062330000
2022-07-12,40630250000
2022-07-13,40232540000
2022-07-14,39613880000
2022-07-15,41450220000
2022-07-18,41847930000
2022-07-19,43134350000
2022-07-20,43595890000
2022-07-21,42446950000
2022-07-22,42054150000
2022-07-25,43600800000
2022-07-26,43188360000
2022-07-27,44180180000
2022-07-28,43988690000
2022-07-29,45005060000
2022-08-01,44347120000
2022-08-02,45967420000
2022-08-03,45505880000
2022-08-04,44273470000
2022-08-05,44298020000
2022-08-08,44381490000
2022-08-09,45834850000
2022-08-10,46733380000
2022-08-11,47484610000
2022-08-12,47857770000
2022-08-15,47032890000
2022-08-16,47455150000
2022-08-17,48422420000
2022-08-18,49487890000
2022-08-19,49320950000
2022-08-22,49306220000
2022-08-23,50813590000
2022-08-24,51446980000
2022-08-25,52031270000
2022-08-26,51230940000
2022-08-29,51555000000
2022-08-30,49836500000
2022-08-31,49468250000
2022-09-01,47509160000
2022-09-02,48672830000
2022-09-06,48343860000
2022-09-07,48284940000
2022-09-08,48338950000
2022-09-09,49104910000
2022-09-12,49070540000
2022-09-13,47946150000
2022-09-14,48275120000
2022-09-15,47204740000
2022-09-16,46964150000
2022-09-19,47283300000
2022-09-20,47725200000
2022-09-21,46482970000
2022-09-22,47126180000
2022-09-23,44901950000
2022-09-26,43964140000
2022-09-27,45589350000
2022-09-28,49144190000
2022-09-29,48461700000
2022-09-30,46188450000
2022-10-03,47797350000
2022-10-04,50089800000
2022-10-05,50024700000
2022-10-06,50154900000
2022-10-07,49680600000
2022-10-10,49317900000
2022-10-11,48094950000
2022-10-12,48806400000
2022-10-13,50717550000
2022-10-14,48406500000
2022-10-17,48997050000
2022-10-18,50294400000
2022-10-19,50624550000
2022-10-20,50843100000
2022-10-21,51791700000
2022-10-24,51828900000
2022-10-25,51819600000
2022-10-26,52600800000
2022-10-27,52847250000
2022-10-28,52810050000
2022-10-31,52833300000
2022-11-01,55428000000
2022-11-02,53349450000
2022-11-03,54963000000
2022-11-04,54707250000
2022-11-07,55567500000
2022-11-08,55381500000
2022-11-09,53874900000
2022-11-10,55418700000
2022-11-11,56371950000
2022-11-14,56046450000
2022-11-15,55800000000
2022-11-16,55734900000
2022-11-17,55986000000
2022-11-18,56348700000
2022-11-21,55944150000
2022-11-22,58869000000
2022-11-23,58404000000
2022-11-25,58218000000
2022-11-28,56692800000
2022-11-29,57413550000
2022-11-30,56641650000
2022-12-01,55906950000
2022-12-02,54976950000
2022-12-05,52289250000
2022-12-06,50819850000
2022-12-07,50685000000
2022-12-08,50615250000
2022-12-09,49675950000
2022-12-12,51712650000
2022-12-13,51670800000
2022-12-14,51587100000
2022-12-15,51554550000
2022-12-16,51033750000
2022-12-19,51647550000
2022-12-20,52549650000
2022-12-21,53265750000
2022-12-22,51917250000
2022-12-23,53530800000
2022-12-27,54321300000
2022-12-28,53251800000
2022-12-29,54023700000
2022-12-30,54121350000
2023-01-03,49248480000
2023-01-04,49097520000
2023-01-05,51384120000
2023-01-06,51868080000
2023-01-09,51397440000
2023-01-10,51726000000
2023-01-11,52214400000
2023-01-12,53728440000
2023-01-13,54136920000
2023-01-17,54065880000
2023-01-18,53861640000
2023-01-19,54714120000
2023-01-20,55819680000
2023-01-23,56334720000
2023-01-24,57813240000
2023-01-25,57635640000
2023-01-26,60095400000
2023-01-27,58985400000
2023-01-30,57338159999
2023-01-31,57062880000
2023-02-01,54598680000
2023-02-02,53235600000
2023-02-03,52480800000
2023-02-06,51686040000
2023-02-07,54270120000
2023-02-08,53972640000
2023-02-09,53608560000
2023-02-10,56294760000
2023-02-13,56747640000
2023-02-14,57116159999
2023-02-15,56436840000
2023-02-16,56170440000
2023-02-17,54390000000
2023-02-21,54643080000
2023-02-22,54514320000
2023-02-23,55730880000
2023-02-24,55464480000
2023-02-27,56201520000
2023-02-28,54878400000
2023-03-01,57360360000
2023-03-02,57555720000
2023-03-03,59274000000
2023-03-06,58572479999
2023-03-07,57813240000
2023-03-08,56774280000
2023-03-09,57000720000
2023-03-10,57076200000
2023-03-13,54958320000
2023-03-14,56734320000
2023-03-15,54474360000
2023-03-16,55571040000
2023-03-17,54905040000
2023-03-20,56055000000
2023-03-21,56960760000
2023-03-22,56379120000
2023-03-23,56010600000
2023-03-24,55366800000
2023-03-27,57236040000
2023-03-28,58417080000
2023-03-29,59531520000
2023-03-30,59469360000
2023-03-31,56224110000
2023-04-03,56561879999
2023-04-04,52466940000
2023-04-05,55340070000
2023-04-06,53659560000
2023-04-10,54727080000
2023-04-11,55123230000
2023-04-12,54301740000
2023-04-13,54410159999
2023-04-14,54535260000
2023-04-17,53918100000
2023-04-18,53818020000
2023-04-19,52704630000
2023-04-20,52412730000
2023-04-21,51512010000
2023-04-24,52754670000
2023-04-25,51353550000
2023-04-26,51095010000
2023-04-27,50636310000
2023-04-28,50874000000
2023-05-01,51065820000
2023-05-02,48776490000
2023-05-03,45899190000
2023-05-04,43810020000
2023-05-05,44577300000
2023-05-08,45332070000
2023-05-09,46261980000
2023-05-10,46587240000
2023-05-11,45911700000
2023-05-12,45819960000
2023-05-15,46132710000
2023-05-16,44514750000
2023-05-17,46132710000
2023-05-18,46278660000
2023-05-19,45999270000
2023-05-22,46132710000
2023-05-23,45836640000
2023-05-24,46095180000
2023-05-25,45669840000
2023-05-26,45373770000
2023-05-30,44948430000
2023-05-31,43747470000
2023-06-01,44147790000
2023-06-02,45415470000
2023-06-05,45323730000
2023-06-06,45465510000
2023-06-07,47588040000
2023-06-08,46883310000
2023-06-09,47125170000
2023-06-12,46858290000
2023-06-13,46912500000
2023-06-14,46553880000
2023-06-15,47467110000
2023-06-16,47241930000
2023-06-20,46261980000
2023-06-21,46704000000
2023-06-22,46462140000
2023-06-23,46553880000
2023-06-26,47137680000
2023-06-27,47529660000
2023-06-28,47996700000
2023-06-29,48513780000
2023-06-30,45940400000
2023-07-03,46310760000
2023-07-05,45786740000
2023-07-06,44655960000
2023-07-07,46499880000
2023-07-10,46428960000
2023-07-11,47283940000
2023-07-12,47264240000
2023-07-13,47248480000
2023-07-14,46653540000
2023-07-17,46543220000
2023-07-18,47055420000
2023-07-19,48111340000
2023-07-20,48954500000
2023-07-21,49573080000
2023-07-24,50585659999
2023-07-25,50672340000
2023-07-26,51357900000
2023-07-27,51054520000
2023-07-28,51941020000
2023-07-31,52409880000
2023-08-01,53166360000
2023-08-02,53532780000
2023-08-03,53670680000
2023-08-04,54352299999
2023-08-07,55160000000
2023-08-08,55861320000
2023-08-09,56755700000
2023-08-10,57240320000
2023-08-11,59001500000
2023-08-14,58524760000
2023-08-15,56192280000
2023-08-16,55711600000
2023-08-17,56141060000
2023-08-18,56980280000
2023-08-21,56282900000
2023-08-22,56322299999
2023-08-23,56440500000
2023-08-24,56578400000
2023-08-25,56728119999
2023-08-28,56353820000
2023-08-29,56448380000
2023-08-30,56397159999
2023-08-31,56251380000
2023-09-01,57508240000
2023-09-05,57925880000
2023-09-06,58268659999
2023-09-07,59450659999
2023-09-08,61192140000
2023-09-11,60703580000
2023-09-12,61397020000
2023-09-13,61259119999
2023-09-14,61538860000
2023-09-15,60601140000
2023-09-18,61597960000
2023-09-19,59947100000
2023-09-20,60151979999
2023-09-21,60979380000
2023-09-22,60463240000
2023-09-25,60754799999
2023-09-26,59501880000
2023-09-27,60057420000
2023-09-28,60845420000
2023-09-29,59627960000
2023-10-02,56407520000
2023-10-03,55373520000
2023-10-04,53350639999
2023-10-05,53497280000
2023-10-06,53835680000
2023-10-09,55110320000
2023-10-10,55990160000
2023-10-11,55843520000
2023-10-12,55493840000
2023-10-13,55723199999
2023-10-16,56682000000
2023-10-17,56903840000
2023-10-18,57900240000
2023-10-19,57467840000
2023-10-20,56723360000
2023-10-23,56193199999
2023-10-24,55884880000
2023-10-25,55403600000
2023-10-26,55670560000
2023-10-27,54896000000
2023-10-30,55219360000
2023-10-31,56870000000
2023-11-01,58358960000
2023-11-02,58569520000
2023-11-03,56693280000
2023-11-06,56369919999
2023-11-07,54956160000
2023-11-08,53956000000
2023-11-09,53316800000
2023-11-10,54568880000
2023-11-13,55181760000
2023-11-14,56651919999
2023-11-15,56524080000
2023-11-16,54557600000
2023-11-17,55610400000
2023-11-20,56020240000
2023-11-21,55508880000
2023-11-22,56102960000
2023-11-24,56212000000
2023-11-27,56606800000
2023-11-28,56396240000
2023-11-29,55429919999
2023-11-30,56095440000
2023-12-01,56933919999
2023-12-04,56922639999
2023-12-05,55993919999
2023-12-06,53835680000
2023-12-07,53234080000
2023-12-08,53775520000
2023-12-11,54087600000
2023-12-12,53907120000
2023-12-13,55144160000
2023-12-14,56734639999
2023-12-15,55790880000
2023-12-18,57080560000
2023-12-19,57817520000
2023-12-20,57764880000
2023-12-21,57400160000
2023-12-22,56727120000
2023-12-26,57182080000
2023-12-27,56354880000
2023-12-28,55226880000
2023-12-29,55783360000
2024-01-02,55274790594
2024-01-03,57281023149
2024-01-04,55652092919
2024-01-05,55325581292
2024-01-08,56689674313
2024-01-09,55982232454
2024-01-10,55448930129
2024-01-11,56374046406
2024-01-12,57125023149
2024-01-16,55913302221
2024-01-17,55144185944
2024-01-18,55071627804
2024-01-19,55499720827
2024-01-22,56029395244
2024-01-23,55858883617
2024-01-24,56268837104
2024-01-25,57056092917
2024-01-26,58235162682
2024-01-29,58097302217
2024-01-30,61634511513
2024-01-31,60078139423
2024-02-01,60778325468
2024-02-02,60342976632
2024-02-05,62080744070
2024-02-06,60455441748
2024-02-07,61525674304
2024-02-08,61558325466
2024-02-09,61663534769
2024-02-12,61271720816
2024-02-13,61630883606
2024-02-14,61630883606
2024-02-15,62149674303
2024-02-16,61678046396
2024-02-20,59602883610
2024-02-21,60241395236
2024-02-22,60858139421
2024-02-23,61507534769
2024-02-26,62559627790
2024-02-27,62084371977
2024-02-28,60644092910
2024-02-29,61395069653
2024-03-01,62838976627
2024-03-04,63034883603
2024-03-05,63550046393
2024-03-06,63553674300
2024-03-07,64928651042
2024-03-08,65139069646
2024-03-11,65813860342
2024-03-12,65737674296
2024-03-13,68527534756
2024-03-14,68560185919
2024-03-15,70323348706
2024-03-18,70192744055
2024-03-19,71313767309
2024-03-20,71741860331
2024-03-21,72271534749
2024-03-22,72619813818
2024-03-25,72496464981
2024-03-26,71607627773
2024-03-27,71466139402
2024-03-28,73102325445
2024-04-01,74158046373
2024-04-02,76686697531
2024-04-03,77985488227
2024-04-04,78453488226
2024-04-05,79498325433
2024-04-08,78718325435
2024-04-09,76955162647
2024-04-10,76628651020
2024-04-11,77009581252
2024-04-12,75739813812
2024-04-15,75104930092
2024-04-16,73958511490
2024-04-17,73450604514
2024-04-18,70751441728
2024-04-19,71244837076
2024-04-22,71923255680
2024-04-23,72431162656
2024-04-24,72246139400
2024-04-25,72380371958
2024-04-26,71974046377
2024-04-29,72743162655
2024-04-30,65926325458
2024-05-01,64928651042
2024-05-02,66372558016
2024-05-03,66227441737
2024-05-06,66310883597
2024-05-07,65636092901
2024-05-08,65639720808
2024-05-09,66365302202
2024-05-10,65142697553
2024-05-13,64525953368
2024-05-14,63310604533
2024-05-15,62635813837
2024-05-16,63404930114
2024-05-17,65182604529
2024-05-20,63880185927
2024-05-21,64061581276
2024-05-22,63858418485
2024-05-23,64054325462
2024-05-24,64504185926
2024-05-28,64997581274
2024-05-29,62566883604
2024-05-30,62403627790
2024-05-31,64072464997
2024-06-03,63397674300
2024-06-04,63582697556
2024-06-05,63096558022
2024-06-06,63753209183
2024-06-07,63524651044
2024-06-10,63248930114
2024-06-11,63292464998
2024-06-12,61224558025
2024-06-13,61859441745
2024-06-14,61699813838
2024-06-17,62302046395
2024-06-18,62563255697
2024-06-20,63002232441
2024-06-21,62643069650
2024-06-24,63121953371
2024-06-25,63557302207
2024-06-26,63234418487
2024-06-27,62730139418
2024-06-28,62936930115
2024-07-01,63412185928
2024-07-02,63176371975
2024-07-03,63484744068
2024-07-05,61942883605
2024-07-08,60756558026
2024-07-09,59105860355
2024-07-10,58837395239
2024-07-11,59602883610
2024-07-12,60027348725
2024-07-15,60480837096
2024-07-16,60829116165
2024-07-17,60063627795
2024-07-18,59686325470
2024-07-19,59918511516
2024-07-22,60186976632
2024-07-23,59486790587
2024-07-24,60785581282
2024-07-25,62218604535
2024-07-26,62635813837
2024-07-29,62385488256
2024-07-30,64681953368
2024-07-31,64221209182
2024-08-01,62828092906
2024-08-02,59729860354
2024-08-05,56555450000
2024-08-06,59640609999
2024-08-07,59103150000
2024-08-08,60778350000
2024-08-09,61364670000
