,PVH
2014-05-20,10740973000
2014-05-21,10816689000
2014-05-22,10795290999
2014-05-23,10820804000
2014-05-27,10933555000
2014-05-28,10777185000
2014-05-29,10866069000
2014-05-30,10833149000
2014-06-02,10809282000
2014-06-03,10726159000
2014-06-04,10754964000
2014-06-05,9883407000
2014-06-06,9849664000
2014-06-09,10005211000
2014-06-10,9881761000
2014-06-11,9756665000
2014-06-12,9638976000
2014-06-13,9587950000
2014-06-16,9596180000
2014-06-17,9599472000
2014-06-18,9631569000
2014-06-19,9560791000
2014-06-20,9480137000
2014-06-23,9439810000
2014-06-24,9385492000
2014-06-25,9564906000
2014-06-26,9592065000
2014-06-27,9670250000
2014-06-30,9596180000
2014-07-01,9687533000
2014-07-02,9701524000
2014-07-03,9843080000
2014-07-07,9710577000
2014-07-08,9603587000
2014-07-09,9638153000
2014-07-10,9456270000
2014-07-11,9231591000
2014-07-14,9271918000
2014-07-15,9194556000
2014-07-16,9079336000
2014-07-17,9090858000
2014-07-18,9122955000
2014-07-21,9066991000
2014-07-22,9118840000
2014-07-23,9202786000
2014-07-24,9387961000
2014-07-25,9328705000
2014-07-28,9368209000
2014-07-29,9242290000
2014-07-30,9315537000
2014-07-31,9067814000
2014-08-01,8887577000
2014-08-04,8888488000
2014-08-05,9004672000
2014-08-06,9102728000
2014-08-07,9026096000
2014-08-08,9429032000
2014-08-11,9488360000
2014-08-12,9415848000
2014-08-13,9244456000
2014-08-14,9283184000
2014-08-15,9105200000
2014-08-18,9273296000
2014-08-19,9364760000
2014-08-20,9539448000
2014-08-21,9396896000
2014-08-22,9688592000
2014-08-25,9724848000
2014-08-26,9757808000
2014-08-27,9744624000
2014-08-28,9678704000
2014-08-29,9619376000
2014-09-02,9585592000
2014-09-03,9651512000
2014-09-04,10578512000
2014-09-05,10552144000
2014-09-08,10528248000
2014-09-09,10454088000
2014-09-10,10427720000
2014-09-11,10370040000
2014-09-12,10445848000
2014-09-15,10380752000
2014-09-16,10417832000
2014-09-17,10449968000
2014-09-18,10477984000
2014-09-19,10380752000
2014-09-22,10211008000
2014-09-23,10119544000
2014-09-24,10192880000
2014-09-25,10081640000
2014-09-26,10133552000
2014-09-29,10075872000
2014-09-30,9982760000
2014-10-01,9907776000
2014-10-02,10047032000
2014-10-03,10011600000
2014-10-06,9897888000
2014-10-07,9902008000
2014-10-08,9896240000
2014-10-09,9513904000
2014-10-10,9544392000
2014-10-13,9370528000
2014-10-14,9269176000
2014-10-15,9296368000
2014-10-16,9227976000
2014-10-17,9125800000
2014-10-20,9198312000
2014-10-21,9522968000
2014-10-22,9434800000
2014-10-23,9392776000
2014-10-24,9640800000
2014-10-27,9562520000
2014-10-28,9507312000
2014-10-29,9411728000
2014-10-30,9455400000
2014-10-31,9422440000
2014-11-03,9476775000
2014-11-04,9291975000
2014-11-05,9351375000
2014-11-06,9686325000
2014-11-07,9750675000
2014-11-10,9576600000
2014-11-11,9634350000
2014-11-12,9824100000
2014-11-13,9801000000
2014-11-14,9821625000
2014-11-17,9994875000
2014-11-18,10047675000
2014-11-19,10153275000
2014-11-20,10147500000
2014-11-21,10102125000
2014-11-24,10211025000
2014-11-25,10324875000
2014-11-26,10270425000
2014-11-28,10489050000
2014-12-01,10072425000
2014-12-02,10050150000
2014-12-03,10263000000
2014-12-04,10121100000
2014-12-05,10128525000
2014-12-08,10022925000
2014-12-09,10098000000
2014-12-10,10121100000
2014-12-11,10358700000
2014-12-12,10479975000
2014-12-15,10428000000
2014-12-16,10039425000
2014-12-17,10215150000
2014-12-18,10302600000
2014-12-19,10140075000
2014-12-22,10228350000
2014-12-23,10426350000
2014-12-24,10348800000
2014-12-26,10401600000
2014-12-29,10571549999
2014-12-30,10507200000
2014-12-31,10574024999
2015-01-02,10423050000
2015-01-05,10057575000
2015-01-06,9650850000
2015-01-07,9897525000
2015-01-08,9824925000
2015-01-09,9725100000
2015-01-12,9713550000
2015-01-13,9731700000
2015-01-14,9464400000
2015-01-15,9145125000
2015-01-16,9192150000
2015-01-20,9151725000
2015-01-21,9214425000
2015-01-22,9377775000
2015-01-23,9240825000
2015-01-26,9151725000
2015-01-27,9296100000
2015-01-28,9208650000
2015-01-29,9317550000
2015-01-30,9096450000
2015-02-02,9200814000
2015-02-03,9394924000
2015-02-04,8834896000
2015-02-05,8969534000
2015-02-06,8969534000
2015-02-09,8523494000
2015-02-10,8467326000
2015-02-11,8620136000
2015-02-12,8706866000
2015-02-13,8800204000
2015-02-17,8817550000
2015-02-18,8860502000
2015-02-19,8963752000
2015-02-20,9086000000
2015-02-23,9156210000
2015-02-24,9224768000
2015-02-25,9166948000
2015-02-26,8919148000
2015-02-27,8799378000
2015-03-02,8816724000
2015-03-03,8741558000
2015-03-04,8735776000
2015-03-05,8711822000
2015-03-06,8485498000
2015-03-09,8483845999
2015-03-10,8254218000
2015-03-11,8010548000
2015-03-12,8083236000
2015-03-13,8036980000
2015-03-16,7793310000
2015-03-17,8118754000
2015-03-18,8355816000
2015-03-19,8394638000
2015-03-20,8461544000
2015-03-23,8571402000
2015-03-24,8555708000
2015-03-25,8592878000
2015-03-26,8636656000
2015-03-27,8582966000
2015-03-30,8702736000
2015-03-31,8801856000
2015-04-01,8871240000
2015-04-02,8877022000
2015-04-06,9032310000
2015-04-07,9172730000
2015-04-08,9147950000
2015-04-09,9171078000
2015-04-10,9117388000
2015-04-13,8994314000
2015-04-14,9065350000
2015-04-15,8996792000
2015-04-16,8891064000
2015-04-17,8568924000
2015-04-20,8569750000
2015-04-21,8567272000
2015-04-22,8535058000
2015-04-23,8696954000
2015-04-24,8625918000
2015-04-27,8592878000
2015-04-28,8527624000
2015-04-29,8498714000
2015-04-30,8536710000
2015-05-01,8581314000
2015-05-04,8737255000
2015-05-05,8742217000
2015-05-06,8683500000
2015-05-07,8724850000
2015-05-08,8771162000
2015-05-11,8740563000
2015-05-12,8637188000
2015-05-13,8519754000
2015-05-14,8519754000
2015-05-15,8676057000
2015-05-18,8728985000
2015-05-19,8646285000
2015-05-20,8676884000
2015-05-21,8751314000
2015-05-22,8777778000
2015-05-26,8610724000
2015-05-27,8592530000
2015-05-28,8681019000
2015-05-29,8653728000
2015-06-01,8657036000
2015-06-02,9269843000
2015-06-03,9546061000
2015-06-04,9558466000
2015-06-05,9463361000
2015-06-08,9567563000
2015-06-09,9553504000
2015-06-10,9426973000
2015-06-11,9304577000
2015-06-12,9324425000
2015-06-15,9193759000
2015-06-16,9339311000
2015-06-17,9338484000
2015-06-18,9360813000
2015-06-19,9477420000
2015-06-22,9480728000
2015-06-23,9498922000
2015-06-24,9402163000
2015-06-25,9613875000
2015-06-26,9551850000
2015-06-29,9343446000
2015-06-30,9527040000
2015-07-01,9695748000
2015-07-02,9742887000
2015-07-06,9585757000
2015-07-07,9571698000
2015-07-08,9335176000
2015-07-09,9333522000
2015-07-10,9394720000
2015-07-13,9637031000
2015-07-14,9573352000
2015-07-15,9493960000
2015-07-16,9545234000
2015-07-17,9435243000
2015-07-20,9463361000
2015-07-21,9450956000
2015-07-22,9518770000
2015-07-23,9481555000
2015-07-24,9349235000
2015-07-27,9221050000
2015-07-28,9379007000
2015-07-29,9568390000
2015-07-30,9606432000
2015-07-31,9596508000
2015-08-03,9431504000
2015-08-04,9438096000
2015-08-05,9630912000
2015-08-06,9493304000
2015-08-07,9377120000
2015-08-10,9485888000
2015-08-11,9366408000
2015-08-12,9255992000
2015-08-13,9210672000
2015-08-14,9436448000
2015-08-17,9519672000
2015-08-18,9611960000
2015-08-19,9672112000
2015-08-20,9474352000
2015-08-21,9251872000
2015-08-24,8845640000
2015-08-25,8999728000
2015-08-26,9182656000
2015-08-27,9737208000
2015-08-28,9639152000
2015-08-31,9803952000
2015-09-01,9625144000
2015-09-02,9744624000
2015-09-03,9706720000
2015-09-04,9631736000
2015-09-08,9736384000
2015-09-09,9449632000
2015-09-10,9433976000
2015-09-11,9396072000
2015-09-14,9293896000
2015-09-15,9347456000
2015-09-16,9536976000
2015-09-17,9472704000
2015-09-18,9196664000
2015-09-21,9352400000
2015-09-22,9252696000
2015-09-23,8965944000
2015-09-24,8825040000
2015-09-25,8639640000
2015-09-28,8244120000
2015-09-29,7973024000
2015-09-30,8399856000
2015-10-01,8235056000
2015-10-02,8357832000
2015-10-05,8502032000
2015-10-06,8327344000
2015-10-07,8156776000
2015-10-08,8371840000
2015-10-09,8292736000
2015-10-12,8277903999
2015-10-13,8271312000
2015-10-14,8230112000
2015-10-15,8124640000
2015-10-16,8338056000
2015-10-19,8254832000
2015-10-20,8199624000
2015-10-21,7888152000
2015-10-22,7904632000
2015-10-23,7265208000
2015-10-26,7411880000
2015-10-27,7373976000
2015-10-28,7472856000
2015-10-29,7498400000
2015-10-30,7494280000
2015-11-02,7540324000
2015-11-03,7600856000
2015-11-04,7532144000
2015-11-05,7763638000
2015-11-06,7708832000
2015-11-09,7463432000
2015-11-10,7601674000
2015-11-11,7219668000
2015-11-12,7311284000
2015-11-13,6966088000
2015-11-16,7091242000
2015-11-17,6961180000
2015-11-18,7326825999
2015-11-19,7272838000
2015-11-20,7444618000
2015-11-23,7583677999
2015-11-24,7574680000
2015-11-25,7574680000
2015-11-27,7613125999
2015-11-30,7467522000
2015-12-01,7543596000
2015-12-02,7638484000
2015-12-03,6791036000
2015-12-04,6692875999
2015-12-07,6583264000
2015-12-08,6523550000
2015-12-09,6427025999
2015-12-10,6315777999
2015-12-11,6230706000
2015-12-14,6233977999
2015-12-15,6245430000
2015-12-16,6203712000
2015-12-17,6060562000
2015-12-18,5995122000
2015-12-21,5962402000
2015-12-22,5981216000
2015-12-23,6042566000
2015-12-24,5954222000
2015-12-28,5964856000
2015-12-29,6077740000
2015-12-30,5983670000
2015-12-31,6024570000
2016-01-04,6011482000
2016-01-05,6094100000
2016-01-06,5954222000
2016-01-07,5843792000
2016-01-08,5753812000
2016-01-11,5707186000
2016-01-12,5731725999
2016-01-13,5721910000
2016-01-14,5626204000
2016-01-15,5591030000
2016-01-19,5432338000
2016-01-20,5434792000
2016-01-21,5618024000
2016-01-22,5712094000
2016-01-25,5528044000
2016-01-26,5690825999
2016-01-27,5681010000
2016-01-28,5668740000
2016-01-29,6002484000
2016-02-01,5948721000
2016-02-02,6109695000
2016-02-03,6443838000
2016-02-04,6294246000
2016-02-05,6090996000
2016-02-08,5843844000
2016-02-09,5779617000
2016-02-10,5819454000
2016-02-11,5728397999
2016-02-12,5963355000
2016-02-16,6009696000
2016-02-17,6172296000
2016-02-18,6209694000
2016-02-19,6096687000
2016-02-22,6209694000
2016-02-23,6319449000
2016-02-24,6247905000
2016-02-25,6524325000
2016-02-26,6478797000
2016-02-29,6434895000
2016-03-01,6708063000
2016-03-02,6857655000
2016-03-03,6947085000
2016-03-04,6987735000
2016-03-07,7010499000
2016-03-08,6843834000
2016-03-09,6911313000
2016-03-10,6959280000
2016-03-11,7110497999
2016-03-14,7144644000
2016-03-15,7152774000
2016-03-16,7136514000
2016-03-17,7252772999
2016-03-18,7177164000
2016-03-21,7363340999
2016-03-22,7234887000
2016-03-23,7124319000
2016-03-24,7665777000
2016-03-28,7847076000
2016-03-29,7947075000
2016-03-30,8042196000
2016-03-31,8053578000
2016-04-01,8080407000
2016-04-04,7939758000
2016-04-05,7844637000
2016-04-06,7845450000
2016-04-07,7741386000
2016-04-08,7564965000
2016-04-11,7577972999
2016-04-12,7611306000
2016-04-13,7717809000
2016-04-14,7717809000
2016-04-15,7753581000
2016-04-18,7758459000
2016-04-19,7743825000
2016-04-20,7771467000
2016-04-21,7834881000
2016-04-22,7811304000
2016-04-25,7743012000
2016-04-26,7942197000
2016-04-27,7955205000
2016-04-28,7764963000
2016-04-29,7772280000
2016-05-02,7820637000
2016-05-03,7743165000
2016-05-04,7710078000
2016-05-05,7384050000
2016-05-06,7375980000
2016-05-09,7396155000
2016-05-10,7259771999
2016-05-11,6710205000
2016-05-12,6791712000
2016-05-13,6734415000
2016-05-16,6920025000
2016-05-17,6992655000
2016-05-18,6936971999
2016-05-19,6974094000
2016-05-20,7179071999
2016-05-23,7110477000
2016-05-24,7183914000
2016-05-25,7249281000
2016-05-26,7564011000
2016-05-27,7629378000
2016-05-31,7569660000
2016-06-01,7702815000
2016-06-02,7854531000
2016-06-03,7815795000
2016-06-06,7810953000
2016-06-07,7844040000
2016-06-08,7811760000
2016-06-09,7844846999
2016-06-10,7799655000
2016-06-13,7684254000
2016-06-14,7616466000
2016-06-15,7858566000
2016-06-16,7805304000
2016-06-17,7959441000
2016-06-20,8105508000
2016-06-21,8189436000
2016-06-22,8132139000
2016-06-23,8291118000
2016-06-24,7549485000
2016-06-27,6852237000
2016-06-28,7229106000
2016-06-29,7490573999
2016-06-30,7604361000
2016-07-01,7668921000
2016-07-05,7460715000
2016-07-06,7630185000
2016-07-07,7659237000
2016-07-08,7853723999
2016-07-11,7888425000
2016-07-12,8021580000
2016-07-13,7955406000
2016-07-14,7970739000
2016-07-15,7949757000
2016-07-18,7994948999
2016-07-19,7930389000
2016-07-20,8085333000
2016-07-21,8037720000
2016-07-22,8053860000
2016-07-25,8118420000
2016-07-26,8160384000
2016-07-27,8107929000
2016-07-28,8039334000
2016-07-29,8155542000
2016-08-01,7993600000
2016-08-02,7720800000
2016-08-03,7655200000
2016-08-04,7717600000
2016-08-05,7890400000
2016-08-08,7880000000
2016-08-09,7727200000
2016-08-10,7851200000
2016-08-11,8244000000
2016-08-12,8320000000
2016-08-15,8404000000
2016-08-16,8414400000
2016-08-17,8404000000
2016-08-18,8520000000
2016-08-19,8639200000
2016-08-22,8577600000
2016-08-23,8764000000
2016-08-24,8705600000
2016-08-25,8589600000
2016-08-26,8606400000
2016-08-29,8698400000
2016-08-30,8633600000
2016-08-31,8620800000
2016-09-01,8654400000
2016-09-02,8684800000
2016-09-06,8671200000
2016-09-07,8815200000
2016-09-08,8701600000
2016-09-09,8572000000
2016-09-12,8692000000
2016-09-13,8538400000
2016-09-14,8554400000
2016-09-15,8598400000
2016-09-16,8575200000
2016-09-19,8644000000
2016-09-20,8629600000
2016-09-21,8742400000
2016-09-22,8704800000
2016-09-23,8688000000
2016-09-26,8464000000
2016-09-27,8509600000
2016-09-28,8546400000
2016-09-29,8532800000
2016-09-30,8840000000
2016-10-03,8923200000
2016-10-04,8975200000
2016-10-05,8893600000
2016-10-06,8952800000
2016-10-07,9120000000
2016-10-10,9117600000
2016-10-11,9011200000
2016-10-12,8916800000
2016-10-13,8904800000
2016-10-14,8827200000
2016-10-17,8835200000
2016-10-18,8817600000
2016-10-19,8906400000
2016-10-20,8840800000
2016-10-21,8748800000
2016-10-24,8701600000
2016-10-25,8442400000
2016-10-26,8445599999
2016-10-27,8408000000
2016-10-28,8471200000
2016-10-31,8462118000
2016-11-01,8426523000
2016-11-02,8442343000
2016-11-03,8137017000
2016-11-04,8251711999
2016-11-07,8519070000
2016-11-08,8472401000
2016-11-09,8467655000
2016-11-10,8882930000
2016-11-11,8865528000
2016-11-14,8359288000
2016-11-15,8590260000
2016-11-16,8550710000
2016-11-17,8711283000
2016-11-18,8413867000
2016-11-21,8539635999
2016-11-22,8578395000
2016-11-23,8623482000
2016-11-25,8597379000
2016-11-28,8548336999
2016-11-29,8386973000
2016-11-30,8379854000
2016-12-01,8542009000
2016-12-02,8103795000
2016-12-05,8460535999
2016-12-06,8423359000
2016-12-07,8808576000
2016-12-08,8561784000
2016-12-09,8424150000
2016-12-12,8099840000
2016-12-13,8068991000
2016-12-14,7911582000
2016-12-15,7430654000
2016-12-16,7275618000
2016-12-19,7254260999
2016-12-20,7310422000
2016-12-21,7316750000
2016-12-22,7147476000
2016-12-23,7122164000
2016-12-27,7156177000
2016-12-28,7119791000
2016-12-29,7187817000
2016-12-30,7137984000
2017-01-03,7196518000
2017-01-04,7274827000
2017-01-05,7353135999
2017-01-06,7345226000
2017-01-09,7297766000
2017-01-10,7423535000
2017-01-11,7308049000
2017-01-12,7366583000
2017-01-13,7064421000
2017-01-17,7501053000
2017-01-18,7384776000
2017-01-19,7243186999
2017-01-20,7342061999
2017-01-23,7293020000
2017-01-24,7371329000
2017-01-25,7499471000
2017-01-26,7380030000
2017-01-27,7142730000
2017-01-30,7216296000
2017-01-31,7335942000
2017-02-01,7027834000
2017-02-02,6991080000
2017-02-03,6847973999
2017-02-06,6915226000
2017-02-07,6684536000
2017-02-08,6818258000
2017-02-09,6818258000
2017-02-10,7047384000
2017-02-13,6954326000
2017-02-14,7058332000
2017-02-15,7027052000
2017-02-16,6910534000
2017-02-17,7063023999
2017-02-21,7057550000
2017-02-22,7146698000
2017-02-23,7097432000
2017-02-24,7160773999
2017-02-27,7220206000
2017-02-28,7163120000
2017-03-01,7213168000
2017-03-02,7188144000
2017-03-03,7045038000
2017-03-06,7053640000
2017-03-07,7018450000
2017-03-08,7146698000
2017-03-09,7127148000
2017-03-10,7125584000
2017-03-13,7110726000
2017-03-14,7156864000
2017-03-15,7224898000
2017-03-16,7337506000
2017-03-17,7401630000
2017-03-20,7317956000
2017-03-21,7247576000
2017-03-22,7104470000
2017-03-23,7706610000
2017-03-24,7893508000
2017-03-27,7937300000
2017-03-28,8030358000
2017-03-29,8120288000
2017-03-30,8103084000
2017-03-31,8091354000
2017-04-03,8068676000
2017-04-04,7959196000
2017-04-05,7974836000
2017-04-06,7974054000
2017-04-07,7968580000
2017-04-10,7948248000
2017-04-11,7926352000
2017-04-12,7914621999
2017-04-13,7805142000
2017-04-17,7815308000
2017-04-18,7782464000
2017-04-19,7776990000
2017-04-20,7930262000
2017-04-21,7683932000
2017-04-24,8000642000
2017-04-25,8044434000
2017-04-26,8089790000
2017-04-27,8056164000
2017-04-28,7900546000
2017-05-01,7786224000
2017-05-02,7904480000
2017-05-03,7850798000
2017-05-04,7870248000
2017-05-05,7982280000
2017-05-08,7965942000
2017-05-09,7994728000
2017-05-10,8037518000
2017-05-11,7852354000
2017-05-12,7794782000
2017-05-15,7818122000
2017-05-16,7709202000
2017-05-17,7583166000
2017-05-18,7709202000
2017-05-19,7811898000
2017-05-22,7944936000
2017-05-23,7965164000
2017-05-24,7938712000
2017-05-25,8323044000
2017-05-26,8191562000
2017-05-30,8214902000
2017-05-31,8242910000
2017-06-01,8263137999
2017-06-02,8243687999
2017-06-05,8185337999
2017-06-06,8063970000
2017-06-07,8027404000
2017-06-08,8025848000
2017-06-09,8214902000
2017-06-12,8262360000
2017-06-13,8216458000
2017-06-14,8280254000
2017-06-15,8220348000
2017-06-16,8179114000
2017-06-19,8225016000
2017-06-20,8160442000
2017-06-21,8174445999
2017-06-22,8485645999
2017-06-23,8595344000
2017-06-26,8739274000
2017-06-27,8750944000
2017-06-28,8820186000
2017-06-29,8852084000
2017-06-30,8908100000
2017-07-03,8934552000
2017-07-05,8826410000
2017-07-06,8626464000
2017-07-07,8726826000
2017-07-10,8713600000
2017-07-11,8694928000
2017-07-12,8700374000
2017-07-13,8813962000
2017-07-14,8757168000
2017-07-17,8838858000
2017-07-18,8786732000
2017-07-19,8874646000
2017-07-20,9005350000
2017-07-21,9101044000
2017-07-24,9065256000
2017-07-25,9237194000
2017-07-26,9212298000
2017-07-27,9270648000
2017-07-28,9331332000
2017-07-31,9221117000
2017-08-01,9276773000
2017-08-02,9255129000
2017-08-03,9374171000
2017-08-04,9438330000
2017-08-07,9592157000
2017-08-08,9608390000
2017-08-09,9593703000
2017-08-10,9401999000
2017-08-11,9575924000
2017-08-14,9613801000
2017-08-15,9537274000
2017-08-16,9597568000
2017-08-17,9453790000
2017-08-18,9357165000
2017-08-21,9280638000
2017-08-22,9300736000
2017-08-23,9279092000
2017-08-24,9810916000
2017-08-25,9732070000
2017-08-28,9757579000
2017-08-29,9787726000
2017-08-30,9742892000
2017-08-31,9731297000
2017-09-01,9780769000
2017-09-05,9933050000
2017-09-06,9980203000
2017-09-07,9947737000
2017-09-08,9875848000
2017-09-11,10018080000
2017-09-12,9901357000
2017-09-13,9850339000
2017-09-14,9773039000
2017-09-15,9902130000
2017-09-18,9895173000
2017-09-19,9853431000
2017-09-20,9792364000
2017-09-21,9728205000
2017-09-22,9745211000
2017-09-25,9671776000
2017-09-26,9794683000
2017-09-27,9767628000
2017-09-28,9702696000
2017-09-29,9744438000
2017-10-02,9817100000
2017-10-03,9760671000
2017-10-04,9839517000
2017-10-05,9841836000
2017-10-06,9858069000
2017-10-09,9664819000
2017-10-10,9742892000
2017-10-11,9756033000
2017-10-12,9647040000
2017-10-13,9657862000
2017-10-16,9636991000
2017-10-17,9597568000
2017-10-18,9613028000
2017-10-19,9719702000
2017-10-20,9918363000
2017-10-23,10024264000
2017-10-24,10019626000
2017-10-25,10049000000
2017-10-26,9974792000
2017-10-27,9820965000
2017-10-30,9883136000
2017-10-31,9840456000
2017-11-01,9925816000
2017-11-02,9898656000
2017-11-03,9845888000
2017-11-06,9885464000
2017-11-07,9524624000
2017-11-08,9589032000
2017-11-09,9689912000
2017-11-10,9891672000
2017-11-13,9891672000
2017-11-14,9842008000
2017-11-15,9845888000
2017-11-16,10083344000
2017-11-17,10330112000
2017-11-20,10582312000
2017-11-21,10562136000
2017-11-22,10496952000
2017-11-24,10512472000
2017-11-27,10494624000
2017-11-28,10674656000
2017-11-29,10642063999
2017-11-30,10441080000
2017-12-01,10655256000
2017-12-04,10420128000
2017-12-05,10367360000
2017-12-06,10342528000
2017-12-07,10377448000
2017-12-08,10507040000
2017-12-11,10441856000
2017-12-12,10316144000
2017-12-13,10290536000
2017-12-14,10219144000
2017-12-15,10401504000
2017-12-18,10577656000
2017-12-19,10600160000
2017-12-20,10524112000
2017-12-21,10523336000
2017-12-22,10522560000
2017-12-26,10593952000
2017-12-27,10605591999
2017-12-28,10624216000
2017-12-29,10647496000
2018-01-02,10784072000
2018-01-03,10802696000
2018-01-04,10974191999
2018-01-05,11103784000
2018-01-08,11076624000
2018-01-09,10954016000
2018-01-10,10936944000
2018-01-11,11064208000
2018-01-12,11145688000
2018-01-16,10972640000
2018-01-17,11057224000
2018-01-18,11228720000
2018-01-19,11412632000
2018-01-22,11511960000
2018-01-23,11723808000
2018-01-24,11743984000
2018-01-25,11850296000
2018-01-26,11937984000
2018-01-29,12040416000
2018-01-30,12125000000
2018-01-31,12034208000
2018-02-01,11963591999
2018-02-02,11723032000
2018-02-05,11275875000
2018-02-06,11328303000
2018-02-07,11504091000
2018-02-08,11000628000
2018-02-09,11109339000
2018-02-12,11316738000
2018-02-13,11332158000
2018-02-14,11615886000
2018-02-15,11684505000
2018-02-16,11453205000
2018-02-20,11309028000
2018-02-21,11415426000
2018-02-22,11514114000
2018-02-23,11477106000
2018-02-26,11531076000
2018-02-27,11389212000
2018-02-28,11123988000
2018-03-01,10998315000
2018-03-02,11073102000
2018-03-05,11073873000
2018-03-06,11025300000
2018-03-07,10831779000
2018-03-08,10814046000
2018-03-09,11030697000
2018-03-12,11049972000
2018-03-13,11051514000
2018-03-14,11076956999
2018-03-15,10977498000
2018-03-16,11084667000
2018-03-19,10992147000
2018-03-20,11162538000
2018-03-21,11025300000
2018-03-22,10905795000
2018-03-23,10783206000
2018-03-26,11198775000
2018-03-27,11037636000
2018-03-28,11103942000
2018-03-29,11675253000
2018-04-02,11635931999
2018-04-03,11962836000
2018-04-04,11982111000
2018-04-05,12298221000
2018-04-06,12083883000
2018-04-09,11995989000
2018-04-10,12177945000
2018-04-11,12182571000
2018-04-12,12509475000
2018-04-13,12268923000
2018-04-16,12369153000
2018-04-17,12433917000
2018-04-18,12413871000
2018-04-19,12363756000
2018-04-20,12295908000
2018-04-23,12356046000
2018-04-24,12322893000
2018-04-25,12241167000
2018-04-26,12381489000
2018-04-27,12375321000
2018-04-30,12310556999
2018-05-01,11978256000
2018-05-02,11739246000
2018-05-03,11677566000
2018-05-04,11740017000
2018-05-07,11667040000
2018-05-08,11681670000
2018-05-09,11785620000
2018-05-10,11781000000
2018-05-11,11795630000
2018-05-14,11882640000
2018-05-15,11904970000
2018-05-16,11951170000
2018-05-17,12030480000
2018-05-18,11943470000
2018-05-21,11899580000
2018-05-22,11905740000
2018-05-23,12169080000
2018-05-24,12207580000
2018-05-25,12152140000
2018-05-29,11943470000
2018-05-30,11973500000
2018-05-31,12320000000
2018-06-01,12239920000
2018-06-04,12306910000
2018-06-05,12393920000
2018-06-06,12658800000
2018-06-07,12713470000
2018-06-08,12948320000
2018-06-11,12820500000
2018-06-12,12798170000
2018-06-13,12497100000
2018-06-14,12338480000
2018-06-15,12428570000
2018-06-18,12597970000
2018-06-19,12350029999
2018-06-20,12115950000
2018-06-21,11888800000
2018-06-22,11710160000
2018-06-25,11530750000
2018-06-26,11844910000
2018-06-27,11680900000
2018-06-28,11655490000
2018-06-29,11528440000
2018-07-02,11436810000
2018-07-03,11231990000
2018-07-05,11228140000
2018-07-06,11274339999
2018-07-09,11523820000
2018-07-10,11650870000
2018-07-11,11366740000
2018-07-12,11412170000
2018-07-13,11416790000
2018-07-16,11396000000
2018-07-17,11664730000
2018-07-18,11687060000
2018-07-19,11823350000
2018-07-20,11894190000
2018-07-23,11963490000
2018-07-24,11856460000
2018-07-25,12088230000
2018-07-26,12127500000
2018-07-27,11864160000
2018-07-30,11804100000
2018-07-31,11821040000
2018-08-01,11563089999
2018-08-02,11610830000
2018-08-03,11615450000
2018-08-06,11616620000
2018-08-07,11744972000
2018-08-08,11774004000
2018-08-09,11932152000
2018-08-10,11745736000
2018-08-13,11707536000
2018-08-14,11767128000
2018-08-15,11348456000
2018-08-16,11326300000
2018-08-17,11398116000
2018-08-20,11579184000
2018-08-21,11654820000
2018-08-22,11818316000
2018-08-23,11764072000
2018-08-24,11806092000
2018-08-27,11816024000
2018-08-28,11913816000
2018-08-29,11969587999
2018-08-30,10823587999
2018-08-31,10937424000
2018-09-04,10423252000
2018-09-05,10462216000
2018-09-06,10420960000
2018-09-07,10126820000
2018-09-10,10433184000
2018-09-11,10567648000
2018-09-12,10664676000
2018-09-13,10671552000
2018-09-14,10660856000
2018-09-17,10589804000
2018-09-18,10527920000
2018-09-19,10623420000
2018-09-20,10892348000
2018-09-21,10819768000
2018-09-24,10734200000
2018-09-25,10699056000
2018-09-26,10901516000
2018-09-27,11005420000
2018-09-28,11032160000
2018-10-01,10796848000
2018-10-02,10476732000
2018-10-03,10597444000
2018-10-04,10249060000
2018-10-05,10153560000
2018-10-08,10270452000
2018-10-09,10284968000
2018-10-10,9530900000
2018-10-11,9496520000
2018-10-12,9630220000
2018-10-15,9671476000
2018-10-16,9910608000
2018-10-17,9776144000
2018-10-18,9649320000
2018-10-19,9260444000
2018-10-22,9288712000
2018-10-23,9206964000
2018-10-24,9106116000
2018-10-25,9221480000
2018-10-26,9057220000
2018-10-29,9044996000
2018-10-30,9019784000
2018-10-31,9228356000
2018-11-01,9611884000
2018-11-02,9640916000
2018-11-05,9618588000
2018-11-06,9468144000
2018-11-07,9390276000
2018-11-08,9546768000
2018-11-09,9178596000
2018-11-12,9059904000
2018-11-13,9104508000
2018-11-14,9152892000
2018-11-15,8871660000
2018-11-16,8743140000
2018-11-19,8384040000
2018-11-20,8157996000
2018-11-21,8443764000
2018-11-23,8325072000
2018-11-26,8509536000
2018-11-27,8323560000
2018-11-28,8384796000
2018-11-29,8298612000
2018-11-30,8354556000
2018-12-03,8637300000
2018-12-04,8111124000
2018-12-06,8062740000
2018-12-07,7744464000
2018-12-10,7619724000
2018-12-11,7491204000
2018-12-12,7452648000
2018-12-13,7151004000
2018-12-14,7046676000
2018-12-17,6905304000
2018-12-18,6979391999
2018-12-19,6915132000
2018-12-20,6829704000
2018-12-21,6707232000
2018-12-24,6564348000
2018-12-26,6967296000
2018-12-27,6944616000
2018-12-28,6980904000
2018-12-31,7027020000
2019-01-02,7067844000
2019-01-03,6857676000
2019-01-04,7096572000
