,FRT
2004-10-26,2445481900
2004-10-27,2463116340
2004-10-28,2463635000
2004-10-29,2461041700
2004-11-01,2481788100
2004-11-02,2474008200
2004-11-03,2507721100
2004-11-04,2549732560
2004-11-05,2487493360
2004-11-08,2489568000
2004-11-09,2494754600
2004-11-10,2523280900
2004-11-11,2549213900
2004-11-12,2606266500
2004-11-15,2643610020
2004-11-16,2638423420
2004-11-17,2568404320
2004-11-18,2581889480
2004-11-19,2575146900
2004-11-22,2572034940
2004-11-23,2595893300
2004-11-24,2619233000
2004-11-26,2621826300
2004-11-29,2579296180
2004-11-30,2601079900
2004-12-01,2658132500
2004-12-02,2623382280
2004-12-03,2688214780
2004-12-06,2717778400
2004-12-07,2671099000
2004-12-08,2678878900
2004-12-09,2701181280
2004-12-10,2725558300
2004-12-13,2704293240
2004-12-14,2694438700
2004-12-15,2717778400
2004-12-16,2676285600
2004-12-17,2702218600
2004-12-20,2694957360
2004-12-21,2715185100
2004-12-22,2725039640
2004-12-23,2698587980
2004-12-27,2694438700
2004-12-28,2713629120
2004-12-29,2720371700
2004-12-30,2709479840
2004-12-31,2728153000
2005-01-03,2700686600
2005-01-04,2663184400
2005-01-05,2567052000
2005-01-06,2585539000
2005-01-07,2586595400
2005-01-10,2587123600
2005-01-11,2553318800
2005-01-12,2533247200
2005-01-13,2566523800
2005-01-14,2562298200
2005-01-18,2600856800
2005-01-19,2613533600
2005-01-20,2574975000
2005-01-21,2570221200
2005-01-24,2534831800
2005-01-25,2473032400
2005-01-26,2489406600
2005-01-27,2456130000
2005-01-28,2517929400
2005-01-31,2492047600
2005-02-01,2513175600
2005-02-02,2538001000
2005-02-03,2563354600
2005-02-04,2604026000
2005-02-07,2614590000
2005-02-08,2630436000
2005-02-09,2647338400
2005-02-10,2670051000
2005-02-11,2681671400
2005-02-14,2678502200
2005-02-15,2712307000
2005-02-16,2731322200
2005-02-17,2723399200
2005-02-18,2721286400
2005-02-22,2642056400
2005-02-23,2639943600
2005-02-24,2624625800
2005-02-25,2677974000
2005-02-28,2651035800
2005-03-01,2668994600
2005-03-02,2657902400
2005-03-03,2675333000
2005-03-04,2736076000
2005-03-07,2745583600
2005-03-08,2718645400
2005-03-09,2614061800
2005-03-10,2643641000
2005-03-11,2627795000
2005-03-14,2641000000
2005-03-15,2648923000
2005-03-16,2629907800
2005-03-17,2649979400
2005-03-18,2619872000
2005-03-21,2601385000
2005-03-22,2563882800
2005-03-23,2542754800
2005-03-24,2560713600
2005-03-28,2528493400
2005-03-29,2529549800
2005-03-30,2553847000
2005-03-31,2525481650
2005-04-01,2538539983
2005-04-04,2509811650
2005-04-05,2502498984
2005-04-06,2518691317
2005-04-07,2553165317
2005-04-08,2527570983
2005-04-11,2543763317
2005-04-12,2587116983
2005-04-13,2586072316
2005-04-14,2593907316
2005-04-15,2599130650
2005-04-18,2626291983
2005-04-19,2648752316
2005-04-20,2672257316
2005-04-21,2688971982
2005-04-22,2721878982
2005-04-25,2742249982
2005-04-26,2754263649
2005-04-27,2767844315
2005-04-28,2753741315
2005-04-29,2794483315
2005-05-02,2776201648
2005-05-03,2781424982
2005-05-04,2791871648
2005-05-05,2841493315
2005-05-06,2842015648
2005-05-09,2905740314
2005-05-10,2895815981
2005-05-11,2918276314
2005-05-12,2885369314
2005-05-13,2856118648
2005-05-16,2892681981
2005-05-17,2894248981
2005-05-18,2917231648
2005-05-19,2944915314
2005-05-20,2956406647
2005-05-23,2959018314
2005-05-24,2902083981
2005-05-25,2902083981
2005-05-26,2870743981
2005-05-27,2872833315
2005-05-31,2883279981
2005-06-01,2938124981
2005-06-02,2922977314
2005-06-03,2916709314
2005-06-06,2952750314
2005-06-07,2999237980
2005-06-08,3021698314
2005-06-09,3011251647
2005-06-10,3014907980
2005-06-13,3042591647
2005-06-14,3082811313
2005-06-15,3082811313
2005-06-16,3094302646
2005-06-17,3167951646
2005-06-20,3176831313
2005-06-21,3117285313
2005-06-22,3094302646
2005-06-23,3089079313
2005-06-24,3089601646
2005-06-27,3066096647
2005-06-28,3079677313
2005-06-29,3095347313
2005-06-30,3095941515
2005-07-01,3132673024
2005-07-05,3164157175
2005-07-06,3153662458
2005-07-07,3164157175
2005-07-08,3230798628
2005-07-11,3281173270
2005-07-12,3279599062
2005-07-13,3244966496
2005-07-14,3162582967
2005-07-15,3188819760
2005-07-18,3188819760
2005-07-19,3216630760
2005-07-20,3252312798
2005-07-21,3232372836
2005-07-22,3264381722
2005-07-25,3287994836
2005-07-26,3358309440
2005-07-27,3383496760
2005-07-28,3449088742
2005-07-29,3427049836
2005-08-01,3389793590
2005-08-02,3426000364
2005-08-03,3413406704
2005-08-04,3358834175
2005-08-05,3228699685
2005-08-08,3116406213
2005-08-09,3149464571
2005-08-10,3143167741
2005-08-11,3161533496
2005-08-12,3191443439
2005-08-15,3221353383
2005-08-16,3253362270
2005-08-17,3219779175
2005-08-18,3170454005
2005-08-19,3136870911
2005-08-22,3166780854
2005-08-23,3169404534
2005-08-24,3186720817
2005-08-25,3200888685
2005-08-26,3170454005
2005-08-29,3144217213
2005-08-30,3153662458
2005-08-31,3249164383
2005-09-01,3237620194
2005-09-02,3240243873
2005-09-06,3300588496
2005-09-07,3261758043
2005-09-08,3260708571
2005-09-09,3269104345
2005-09-12,3249689119
2005-09-13,3239719137
2005-09-14,3229749156
2005-09-15,3237620194
2005-09-16,3226600741
2005-09-19,3167830326
2005-09-20,3148415100
2005-09-21,3053437911
2005-09-22,3088595213
2005-09-23,3082298382
2005-09-26,3077051024
2005-09-27,3102238345
2005-09-28,3096466250
2005-09-29,3144217213
2005-09-30,3206596987
2005-10-03,3189229893
2005-10-04,3189756169
2005-10-05,3129760755
2005-10-06,3126603101
2005-10-07,3109236008
2005-10-10,3054503350
2005-10-11,3047661767
2005-10-12,2979772220
2005-10-13,2985034976
2005-10-14,3041872736
2005-10-17,3078712026
2005-10-18,3062923759
2005-10-19,3097131670
2005-10-20,3073449270
2005-10-21,3111867386
2005-10-24,3193966373
2005-10-25,3159758462
2005-10-26,3122392897
2005-10-27,3092921466
2005-10-28,3190808720
2005-10-31,3191861271
2005-11-01,3136602337
2005-11-02,3182914586
2005-11-03,3183967138
2005-11-04,3152390604
2005-11-07,3176073004
2005-11-08,3201860507
2005-11-09,3251856685
2005-11-10,3346586286
2005-11-11,3381320473
2005-11-14,3356585521
2005-11-15,3360269450
2005-11-16,3345533734
2005-11-17,3374478890
2005-11-18,3382899299
2005-11-21,3391845984
2005-11-22,3436579406
2005-11-23,3433421753
2005-11-25,3449736295
2005-11-28,3349743939
2005-11-29,3322903885
2005-11-30,3314483476
2005-12-01,3328692917
2005-12-02,3354480419
2005-12-05,3307641894
2005-12-06,3301852863
2005-12-07,3281854392
2005-12-08,3320798783
2005-12-09,3331324294
2005-12-12,3301852863
2005-12-13,3331324294
2005-12-14,3364479655
2005-12-15,3315536028
2005-12-16,3273433983
2005-12-19,3238699796
2005-12-20,3226595458
2005-12-21,3250277858
2005-12-22,3256593165
2005-12-23,3268171227
2005-12-27,3262908472
2005-12-28,3247120205
2005-12-29,3202386782
2005-12-30,3191861271
2006-01-03,3274762373
2006-01-04,3321521920
2006-01-05,3368812826
2006-01-06,3413978298
2006-01-09,3424074109
2006-01-10,3462331920
2006-01-11,3488368486
2006-01-12,3501121090
2006-01-13,3424605468
2006-01-17,3455424260
2006-01-18,3452767468
2006-01-19,3549474713
2006-01-20,3506434675
2006-01-23,3530345807
2006-01-24,3572854486
2006-01-25,3549474713
2006-01-26,3547349279
2006-01-27,3549474713
2006-01-30,3535128033
2006-01-31,3550537430
2006-02-01,3565415467
2006-02-02,3569666335
2006-02-03,3511216901
2006-02-06,3534596675
2006-02-07,3480398109
2006-02-08,3455424260
2006-02-09,3482523543
2006-02-10,3477741317
2006-02-13,3486243052
2006-02-14,3520249996
2006-02-15,3541504335
2006-02-16,3595171543
2006-02-17,3655746411
2006-02-21,3659465920
2006-02-22,3719509430
2006-02-23,3728542524
2006-02-24,3682314335
2006-02-27,3713664486
2006-02-28,3703037316
2006-03-01,3715258562
2006-03-02,3698255090
2006-03-03,3704100033
2006-03-06,3799213203
2006-03-07,3762018109
2006-03-08,3772645279
2006-03-09,3826312486
2006-03-10,3812497165
2006-03-13,3754579090
2006-03-14,3767331694
2006-03-15,3820467543
2006-03-16,3859256712
2006-03-17,3904953543
2006-03-20,3847035467
2006-03-21,3825781128
2006-03-22,3848629543
2006-03-23,3857662637
2006-03-24,3839065090
2006-03-27,3803464071
2006-03-28,3879979693
2006-03-29,4005380297
2006-03-30,3993159052
2006-03-31,3971794633
2006-04-03,3825493155
2006-04-04,3786937170
2006-04-05,3798028618
2006-04-06,3758944469
2006-04-07,3687114140
2006-04-10,3620565453
2006-04-11,3575671498
2006-04-12,3575143334
2006-04-13,3536059185
2006-04-17,3510179140
2006-04-18,3674438200
2006-04-19,3710353364
2006-04-20,3710353364
2006-04-21,3707712543
2006-04-24,3627431588
2006-04-25,3594157244
2006-04-26,3575671498
2006-04-27,3620565453
2006-04-28,3603664200
2006-05-01,3555601259
2006-05-02,3501728513
2006-05-03,3479545617
2006-05-04,3558242080
2006-05-05,3591516424
2006-05-08,3586234782
2006-05-09,3585178453
2006-05-10,3633769558
2006-05-11,3572502513
2006-05-12,3533418364
2006-05-15,3618980961
2006-05-16,3579896812
2006-05-17,3520214259
2006-05-18,3470038662
2006-05-19,3463700692
2006-05-22,3423560214
2006-05-23,3418278572
2006-05-24,3439933304
2006-05-25,3566692707
2006-05-26,3599438886
2006-05-30,3603664200
2006-05-31,3611586662
2006-06-01,3663346752
2006-06-02,3718275827
2006-06-05,3696621095
2006-06-06,3645389170
2006-06-07,3669684722
2006-06-08,3679719842
2006-06-09,3712994185
2006-06-12,3636410379
2006-06-13,3570918020
2006-06-14,3524967737
2006-06-15,3623206274
2006-06-16,3630072409
2006-06-19,3589931931
2006-06-20,3580424976
2006-06-21,3565636379
2006-06-22,3512819961
2006-06-23,3493806050
2006-06-26,3551904110
2006-06-27,3538700006
2006-06-28,3557185752
2006-06-29,3617924633
2006-06-30,3685833340
2006-07-03,3751125244
2006-07-05,3759023459
2006-07-06,3763235840
2006-07-07,3761656197
2006-07-10,3804833102
2006-07-11,3793249054
2006-07-12,3820629530
2006-07-13,3809045483
2006-07-14,3717952744
2006-07-17,3691098816
2006-07-18,3751651792
2006-07-19,3802200364
2006-07-20,3757443816
2006-07-21,3652660839
2006-07-24,3743227030
2006-07-25,3752178340
2006-07-26,3758496911
2006-07-27,3759550006
2006-07-28,3799041078
2006-07-31,3820102983
2006-08-01,3788510125
2006-08-02,3791142864
2006-08-03,3803780006
2006-08-04,3875390483
2006-08-07,3863806435
2006-08-08,3806939292
2006-08-09,3789036673
2006-08-10,3782718102
2006-08-11,3736908459
2006-08-14,3792722506
2006-08-15,3809045483
2006-08-16,3804306554
2006-08-17,3789036673
2006-08-18,3800620721
2006-08-21,3822735721
2006-08-22,3833793221
2006-08-23,3799041078
2006-08-24,3827474649
2006-08-25,3814837506
2006-08-28,3858540959
2006-08-29,3857487864
2006-08-30,3898032030
2006-08-31,3900138221
2006-09-01,3888554173
2006-09-05,3921200126
2006-09-06,3926465602
2006-09-07,3875917030
2006-09-08,3920147030
2006-09-11,3932784173
2006-09-12,3985965483
2006-09-13,4023876912
2006-09-14,3928045245
2006-09-15,3952266435
2006-09-18,3921726673
2006-09-19,3949107150
2006-09-20,3899611673
2006-09-21,3869071911
2006-09-22,3915408102
2006-09-25,3904350602
2006-09-26,3881709054
2006-09-27,3969115959
2006-09-28,3942262030
2006-09-29,3912248816
2006-10-02,4040850000
2006-10-03,4082650000
2006-10-04,4143150000
2006-10-05,4146450000
2006-10-06,4111250000
2006-10-09,4174500000
2006-10-10,4188800000
2006-10-11,4176700000
2006-10-12,4210800000
2006-10-13,4238300000
2006-10-16,4243250000
2006-10-17,4232250000
2006-10-18,4248199999
2006-10-19,4237750000
2006-10-20,4226200000
2006-10-23,4260850000
2006-10-24,4255899999
2006-10-25,4294950000
2006-10-26,4322450000
2006-10-27,4317500000
2006-10-30,4373600000
2006-10-31,4408250000
2006-11-01,4407700000
2006-11-02,4353250000
2006-11-03,4308700000
2006-11-06,4297150000
2006-11-07,4246000000
2006-11-08,4235000000
2006-11-09,4271850000
2006-11-10,4306500000
2006-11-13,4269649999
2006-11-14,4328500000
2006-11-15,4316950000
2006-11-16,4317500000
2006-11-17,4310900000
2006-11-20,4483600000
2006-11-21,4551250000
2006-11-22,4589200000
2006-11-24,4646400000
2006-11-27,4532000000
2006-11-28,4525400000
2006-11-29,4628800000
2006-11-30,4684900000
2006-12-01,4694250000
2006-12-04,4793250000
2006-12-05,4761900000
2006-12-06,4735500000
2006-12-07,4714050000
2006-12-08,4683250000
2006-12-11,4661800000
2006-12-12,4634850000
2006-12-13,4614500000
2006-12-14,4603500000
2006-12-15,4622200000
2006-12-18,4538600000
2006-12-19,4496250000
2006-12-20,4515500000
2006-12-21,4486350000
2006-12-22,4471500000
2006-12-26,4529800000
2006-12-27,4611750000
2006-12-28,4631550000
2006-12-29,4675000000
2007-01-03,4645300000
2007-01-04,4588100000
2007-01-05,4511650000
2007-01-08,4506150000
2007-01-09,4609000000
2007-01-10,4660150000
2007-01-11,4710750000
2007-01-12,4717900000
2007-01-16,4811400000
2007-01-17,4798200000
2007-01-18,4797650000
2007-01-19,4877400000
2007-01-22,4850450000
2007-01-23,4886750000
2007-01-24,4911500000
2007-01-25,5005000000
2007-01-26,5055600000
2007-01-29,4994550000
2007-01-30,5117750000
2007-01-31,5138100000
2007-02-01,5195300000
2007-02-02,5196950000
2007-02-05,5146900000
2007-02-06,5314100000
2007-02-07,5341600000
2007-02-08,5271200000
2007-02-09,5223350000
2007-02-12,5076500000
2007-02-13,5165600000
2007-02-14,5098500000
2007-02-15,5170000000
2007-02-16,5129850000
2007-02-20,5170000000
2007-02-21,5157350000
2007-02-22,5131500000
2007-02-23,5051200000
2007-02-26,5039650000
2007-02-27,4925250000
2007-02-28,4976950000
2007-03-01,4950550000
2007-03-02,4947250000
2007-03-05,4781700000
2007-03-06,4921950000
2007-03-07,4849900000
2007-03-08,4965400000
2007-03-09,5031950000
2007-03-12,5042950000
2007-03-13,4889500000
2007-03-14,4914250000
2007-03-15,4947250000
2007-03-16,4892250000
2007-03-19,4953850000
2007-03-20,4941200000
2007-03-21,5013250000
2007-03-22,5013800000
2007-03-23,5018200000
2007-03-26,4918650000
2007-03-27,4863100000
2007-03-28,4842750000
2007-03-29,4830650000
2007-03-30,4984100000
2007-04-02,5170264400
2007-04-03,5192731600
2007-04-04,5133193520
2007-04-05,5123644960
2007-04-09,5156784080
2007-04-10,5178127920
2007-04-11,5082080640
2007-04-12,5050626560
2007-04-13,5106232880
2007-04-16,5088820800
2007-04-17,5156222400
2007-04-18,5126453360
2007-04-19,5073655440
2007-04-20,5126453360
2007-04-23,5200595120
2007-04-24,5159030800
2007-04-25,5132070160
2007-04-26,5111849680
2007-04-27,5143303760
2007-04-30,5064668560
2007-05-01,5073093760
2007-05-02,5084889040
2007-05-03,5103986160
2007-05-04,5062983520
2007-05-07,5050064880
2007-05-08,4985471680
2007-05-09,5074778800
2007-05-10,5011308960
2007-05-11,5033776160
2007-05-14,4995020240
2007-05-15,4896726240
2007-05-16,4834379760
2007-05-17,4765854800
2007-05-18,4695644800
2007-05-21,4748442720
2007-05-22,4816406000
2007-05-23,4747319360
2007-05-24,4649025360
2007-05-25,4696768160
2007-05-29,4834379760
2007-05-30,4970306320
2007-05-31,4977608160
2007-06-01,5002322080
2007-06-04,4984348320
2007-06-05,4863025440
2007-06-06,4855723600
2007-06-07,4678794400
2007-06-08,4793377120
2007-06-11,4729345600
2007-06-12,4635545040
2007-06-13,4734400720
2007-06-14,4648463680
2007-06-15,4653518800
2007-06-18,4517030560
2007-06-19,4490069920
2007-06-20,4355266720
2007-06-21,4308085600
2007-06-22,4315949120
2007-06-25,4261466160
2007-06-26,4227765360
2007-06-27,4302468800
2007-06-28,4327744400
2007-06-29,4339539680
2007-07-02,4491773560
2007-07-03,4451236120
2007-07-05,4531747980
2007-07-06,4505286040
2007-07-09,4433219480
2007-07-10,4309918100
2007-07-11,4312170180
2007-07-12,4627461380
2007-07-13,4709662300
2007-07-16,4647167080
2007-07-17,4657301440
2007-07-18,4662931640
2007-07-19,4637595740
2007-07-20,4532874020
2007-07-23,4484454300
2007-07-24,4348766480
2007-07-25,4340884200
2007-07-26,4316111320
2007-07-27,4156213639
2007-07-30,4206885440
2007-07-31,4230532280
2007-08-01,4250801000
2007-08-02,4337506080
2007-08-03,4326245680
2007-08-06,4410698680
2007-08-07,4532311000
2007-08-08,4629713460
2007-08-09,4554268780
2007-08-10,4381984660
2007-08-13,4307103000
2007-08-14,4236162479
2007-08-15,4213078660
2007-08-16,4344825340
2007-08-17,4428715320
2007-08-20,4521050600
2007-08-21,4626335340
2007-08-22,4637032720
2007-08-23,4610007760
2007-08-24,4611133800
2007-08-27,4501344900
2007-08-28,4442790820
2007-08-29,4510353220
2007-08-30,4597621320
2007-08-31,4733309140
2007-09-04,4812694960
2007-09-05,4764275240
2007-09-06,4749073700
2007-09-07,4647167080
2007-09-10,4595932260
2007-09-11,4647167080
2007-09-12,4667435800
2007-09-13,4775535640
2007-09-14,4825081400
2007-09-17,4772157520
2007-09-18,4902215140
2007-09-19,4984979080
2007-09-20,4864492800
2007-09-21,4893206820
2007-09-24,5006373840
2007-09-25,4881946420
2007-09-26,4929240100
2007-09-27,4981600960
2007-09-28,4988357200
2007-10-01,5138667900
2007-10-02,5253991140
2007-10-03,5244380870
2007-10-04,5295824080
2007-10-05,5381185890
2007-10-08,5304303730
2007-10-09,5279995400
2007-10-10,5254556450
2007-10-11,5157323130
2007-10-12,5138667900
2007-10-15,5010342530
2007-10-16,4926111340
2007-10-17,4897280530
2007-10-18,4960029940
2007-10-19,4753691790
2007-10-22,4805135000
2007-10-23,4861100690
2007-10-24,4874668130
2007-10-25,4925546030
2007-10-26,4983207650
2007-10-29,4958899320
2007-10-30,4969074900
2007-10-31,4987164820
2007-11-01,4779696050
2007-11-02,4701117960
2007-11-05,4708466990
2007-11-06,4772912330
2007-11-07,4688115830
2007-11-08,4765563300
2007-11-09,4719207880
2007-11-12,4698856720
2007-11-13,4807961550
2007-11-14,4715250710
2007-11-15,4712989470
2007-11-16,4663807500
2007-11-19,4575619140
2007-11-20,4469906170
2007-11-21,4575619140
2007-11-23,4670025910
2007-11-26,4470471480
2007-11-27,4614060220
2007-11-28,4625366420
2007-11-29,4598231540
2007-11-30,4702813890
2007-12-03,4663807500
2007-12-04,4599927470
2007-12-05,4771216400
2007-12-06,4926111340
2007-12-07,4974728000
2007-12-10,4992252610
2007-12-11,4683593350
2007-12-12,4653066610
2007-12-13,4740124350
2007-12-14,4583533480
2007-12-17,4442205980
2007-12-18,4504390080
2007-12-19,4643456340
2007-12-20,4593143750
2007-12-21,4712424160
2007-12-24,4789306320
2007-12-26,4727687530
2007-12-27,4699987340
2007-12-28,4587490650
2007-12-31,4806021450
2008-01-02,4791395700
2008-01-03,4614131610
2008-01-04,4387139970
2008-01-07,4414636380
2008-01-08,4306990860
2008-01-09,4223331570
2008-01-10,4180039350
2008-01-11,4153713000
2008-01-14,4101060299
2008-01-15,3906830340
2008-01-16,3908585430
2008-01-17,3882259080
2008-01-18,3772273440
2008-01-22,3840721950
2008-01-23,4062448320
2008-01-24,4177699230
2008-01-25,4112760900
2008-01-28,4259603430
2008-01-29,4118026170
2008-01-30,4117441139
2008-01-31,4320446550
2008-02-01,4550363340
2008-02-04,4535152560
2008-02-05,4378364520
2008-02-06,4239712410
2008-02-07,4376609430
2008-02-08,4272474090
2008-02-11,4106910600
2008-02-12,4230936959
2008-02-13,4261358520
2008-02-14,4218066299
2008-02-15,4240882469
2008-02-19,4209290850
2008-02-20,4325126790
2008-02-21,4237957320
2008-02-22,4302895650
2008-02-25,4391820210
2008-02-26,4388895060
2008-02-27,4337412420
2008-02-28,4224501629
2008-02-29,4193495040
2008-03-03,4184134560
2008-03-04,4095210000
2008-03-05,4120951320
2008-03-06,3940762080
2008-03-07,4037877060
2008-03-10,4057183049
2008-03-11,4266038760
2008-03-12,4192910010
2008-03-13,4245562709
2008-03-14,4243807620
2008-03-17,4282419600
2008-03-18,4553873520
2008-03-19,4508241180
2008-03-20,4634022630
2008-03-24,4731137610
2008-03-25,4830592710
2008-03-26,4691355570
2008-03-27,4563234000
2008-03-28,4532812440
2008-03-31,4570676200
2008-04-01,4784111240
2008-04-02,4743066040
2008-04-03,4855060800
2008-04-04,4788215760
2008-04-07,4789974840
2008-04-08,4750102360
2008-04-09,4605857800
2008-04-10,4651593880
2008-04-11,4567744400
2008-04-14,4533149160
2008-04-15,4558362640
2008-04-16,4722543440
2008-04-17,4758311400
2008-04-18,4778834000
2008-04-21,4725475240
2008-04-22,4669184680
2008-04-23,4692052720
2008-04-24,4819879200
2008-04-25,4914283160
2008-04-28,4898451440
2008-04-29,4825156440
2008-04-30,4816947400
2008-05-01,4890242400
2008-05-02,4890242400
2008-05-05,4924837640
2008-05-06,4931287600
2008-05-07,4811670160
2008-05-08,4680911880
2008-05-09,4676221000
2008-05-12,4843333600
2008-05-13,4861510760
2008-05-14,4909592280
2008-05-15,4952396560
2008-05-16,4931287600
2008-05-19,4945946600
2008-05-20,4891415120
2008-05-21,4791147560
2008-05-22,4717266200
2008-05-23,4673289200
2008-05-27,4690880000
2008-05-28,4749516000
2008-05-29,4742479680
2008-05-30,4727234320
2008-06-02,4639866680
2008-06-03,4670357400
2008-06-04,4682084600
2008-06-05,4815188320
2008-06-06,4652766600
2008-06-09,4563053520
2008-06-10,4565398960
2008-06-11,4514972000
2008-06-12,4472167720
2008-06-13,4492690320
2008-06-16,4500313000
2008-06-17,4334959480
2008-06-18,4275737120
2008-06-19,4350791200
2008-06-20,4232346480
2008-06-23,4167846880
2008-06-24,4177228639
2008-06-25,4247005480
2008-06-26,4093965519
2008-06-27,4064061160
2008-06-30,4041330000
2008-07-01,4078229099
2008-07-02,3982174299
2008-07-03,3914233100
2008-07-07,3880262500
2008-07-08,4123328000
2008-07-09,3788893300
2008-07-10,3892562199
2008-07-11,3891390800
2008-07-14,3777765000
2008-07-15,3740280200
2008-07-16,3960503400
2008-07-17,4114542500
2008-07-18,4137384800
2008-07-21,4178969499
2008-07-22,4314851900
2008-07-23,4344722600
2008-07-24,4078229099
2008-07-25,4120399499
2008-07-28,4035473000
2008-07-29,4300209400
2008-07-30,4233439600
2008-07-31,4252767700
2008-08-01,4270924400
2008-08-04,4184240800
2008-08-05,4407978200
2008-08-06,4433163300
2008-08-07,4327737300
2008-08-08,4464205400
2008-08-11,4508718600
2008-08-12,4325980200
2008-08-13,4310166300
2008-08-14,4425549200
2008-08-15,4464791100
2008-08-18,4348822500
2008-08-19,4228754000
2008-08-20,4242810800
2008-08-21,4175455300
2008-08-22,4386893000
2008-08-25,4224068400
2008-08-26,4267995900
2008-08-27,4310166300
2008-08-28,4458934100
2008-08-29,4444291600
2008-09-02,4525703900
2008-09-03,4603016300
2008-09-04,4419692200
2008-09-05,4444291600
2008-09-08,4683257200
2008-09-09,4522189700
2008-09-10,4608287600
2008-09-11,4631715600
2008-09-12,4699071100
2008-09-15,4389821500
2008-09-16,4547960500
2008-09-17,4436091800
2008-09-18,4963807500
2008-09-19,5175830900
2008-09-22,4969664500
2008-09-23,4925737000
2008-09-24,4805668500
2008-09-25,4873024000
2008-09-26,4991921100
2008-09-29,4715470700
2008-09-30,5032252800
2008-10-01,4971113280
2008-10-02,4682464200
2008-10-03,4282705799
2008-10-06,4163954040
2008-10-07,3898820159
2008-10-08,3926450520
2008-10-09,3597825600
2008-10-10,4247433000
2008-10-13,4329736200
2008-10-14,4100463000
2008-10-15,3542564880
2008-10-16,3747735000
2008-10-17,3644268120
2008-10-20,3591946800
2008-10-21,3452031360
2008-10-22,3293303760
2008-10-23,3132812520
2008-10-24,2893545360
2008-10-27,2698369200
2008-10-28,3282721920
2008-10-29,3086370000
2008-10-30,3346800840
2008-10-31,3601940760
2008-11-03,3450267720
2008-11-04,3735977400
2008-11-05,3504940560
2008-11-06,3433219200
2008-11-07,3708934920
2008-11-10,3303297720
2008-11-11,3287424960
2008-11-12,3143982240
2008-11-13,3406764600
2008-11-14,3007594080
2008-11-17,2950569720
2008-11-18,2998188000
2008-11-19,2667211560
2008-11-20,2713066200
2008-11-21,2884139280
2008-11-24,3297418920
2008-11-25,3276843120
2008-11-26,3358558440
2008-11-28,3400297920
2008-12-01,2637817560
2008-12-02,2972321280
2008-12-03,3105182160
2008-12-04,3082842720
2008-12-05,3364437240
2008-12-08,3758316840
2008-12-09,3367376640
2008-12-10,3709522800
2008-12-11,3201006600
2008-12-12,3450855600
2008-12-15,3395594880
2008-12-16,3913517159
2008-12-17,3874129200
2008-12-18,3578425560
2008-12-19,3643680240
2008-12-22,3556086120
2008-12-23,3574310400
2008-12-24,3564904320
2008-12-26,3618401400
2008-12-29,3382073640
2008-12-30,3482601120
2008-12-31,3652849280
2009-01-02,3496332220
2009-01-05,3405128670
2009-01-06,3548700710
2009-01-07,3439256450
2009-01-08,3502216320
2009-01-09,3319220810
2009-01-12,3086210450
2009-01-13,3184474920
2009-01-14,3063850870
2009-01-15,2972647320
2009-01-16,3108570030
2009-01-20,2847904400
2009-01-21,3005009870
2009-01-22,2856730550
2009-01-23,2937342720
2009-01-26,2924986110
2009-01-27,3030899910
2009-01-28,3308041020
2009-01-29,3109746850
2009-01-30,2979119830
2009-02-02,3007363510
2009-02-03,2996183720
2009-02-04,2970882090
2009-02-05,2866145110
2009-02-06,3055613130
2009-02-09,3136813710
2009-02-10,2873206030
2009-02-11,2910275860
2009-02-12,2864968290
2009-02-13,2717865790
2009-02-17,2558406680
2009-02-18,2504861370
2009-02-19,2481913380
2009-02-20,2683738010
2009-02-23,2493093170
2009-02-24,2636076800
2009-02-25,2590769230
2009-02-26,2483090200
2009-02-27,2420130330
2009-03-02,2284207620
2009-03-03,2334222470
2009-03-04,2385414140
2009-03-05,2320689040
2009-03-06,2347755900
2009-03-09,2365408200
2009-03-10,2629604290
2009-03-11,2570763290
2009-03-12,2789651810
2009-03-13,2753758800
2009-03-16,2541931200
2009-03-17,2654905920
2009-03-18,2731987630
2009-03-19,2666085710
2009-03-20,2448962420
2009-03-23,2794359090
2009-03-24,2571351700
2009-03-25,2621366550
2009-03-26,2664320480
2009-03-27,2572528520
2009-03-30,2504272960
2009-03-31,2710182000
2009-04-01,2681312670
2009-04-02,2875738770
2009-04-03,2993572770
2009-04-06,3048365580
2009-04-07,2769099000
2009-04-08,2866901220
2009-04-09,3363571530
2009-04-13,3371819910
2009-04-14,3017728740
2009-04-15,3282266070
2009-04-16,3489064740
2009-04-17,3492599760
2009-04-20,3037171350
2009-04-21,3163253730
2009-04-22,3049543920
2009-04-23,3178572150
2009-04-24,3321151290
2009-04-27,3186231360
2009-04-28,3182696340
2009-04-29,3318794610
2009-04-30,3252218400
2009-05-01,3114941790
2009-05-04,3332934690
2009-05-05,3286979430
2009-05-06,3383014140
2009-05-07,3169734600
2009-05-08,3418364340
2009-05-11,3215689860
2009-05-12,3203317290
2009-05-13,3002410320
2009-05-14,3081948270
2009-05-15,2979432690
2009-05-18,3166788750
2009-05-19,3024209610
2009-05-20,2992394430
2009-05-21,3008891190
2009-05-22,2944671660
2009-05-26,3100801710
2009-05-27,3002410320
2009-05-28,3048954750
2009-05-29,3101980050
2009-06-01,3203317290
2009-06-02,3177982980
2009-06-03,3225116580
2009-06-04,3238667490
2009-06-05,3239845830
2009-06-08,3239845830
2009-06-09,3249861720
2009-06-10,3181518000
2009-06-11,3152648670
2009-06-12,3298173660
