,FRT
2009-06-15,3126725190
2009-06-16,3093142500
2009-06-17,3078413250
2009-06-18,3071343210
2009-06-19,3111406770
2009-06-22,2896948890
2009-06-23,2908732290
2009-06-24,2936423280
2009-06-25,2956455060
2009-06-26,3040117200
2009-06-29,3030101310
2009-06-30,3092024320
2009-07-01,3134635680
2009-07-02,2966590880
2009-07-06,3098626080
2009-07-07,2961789600
2009-07-08,2950386560
2009-07-09,2895171840
2009-07-10,2912576480
2009-07-13,3003200640
2009-07-14,3047012320
2009-07-15,3161642880
2009-07-16,3225259840
2009-07-17,3065017120
2009-07-20,3150239840
2009-07-21,3151440160
2009-07-22,3177847200
2009-07-23,3287076320
2009-07-24,3314683680
2009-07-27,3341090720
2009-07-28,3356694880
2009-07-29,3326686880
2009-07-30,3449719680
2009-07-31,3423912800
2009-08-03,3440117120
2009-08-04,3572152320
2009-08-05,3556548160
2009-08-06,3434715680
2009-08-07,3687383040
2009-08-10,3608161920
2009-08-11,3585956000
2009-08-12,3575753280
2009-08-13,3635169120
2009-08-14,3614763680
2009-08-17,3447319040
2009-08-18,3465924000
2009-08-19,3414910400
2009-08-20,3550546560
2009-08-21,3652573760
2009-08-24,3632768480
2009-08-25,3677180320
2009-08-26,3678380640
2009-08-27,3710789280
2009-08-28,3762403040
2009-08-31,3743197920
2009-09-01,3584155520
2009-09-02,3481528160
2009-09-03,3564950400
2009-09-04,3546345440
2009-09-08,3654374240
2009-09-09,3729394240
2009-09-10,3728794080
2009-09-11,3685582560
2009-09-14,3732395040
2009-09-15,3781008000
2009-09-16,3962856480
2009-09-17,3915443839
2009-09-18,3925646560
2009-09-21,3822419040
2009-09-22,3952653760
2009-09-23,3806214720
2009-09-24,3626766880
2009-09-25,3621965600
2009-09-28,3749199520
2009-09-29,3695185120
2009-09-30,3745042880
2009-10-01,3621774400
2009-10-02,3579057600
2009-10-05,3694392960
2009-10-06,3694392960
2009-10-07,3702326080
2009-10-08,3729176640
2009-10-09,3737109760
2009-10-12,3716971840
2009-10-13,3673644800
2009-10-14,3765791040
2009-10-15,3718802560
2009-10-16,3667542400
2009-10-19,3685849600
2009-10-20,3619943680
2009-10-21,3566242560
2009-10-22,3578447360
2009-10-23,3612620800
2009-10-26,3613841280
2009-10-27,3618112960
2009-10-28,3508269760
2009-10-29,3655337600
2009-10-30,3602246720
2009-11-02,3652286400
2009-11-03,3757247680
2009-11-04,3702936320
2009-11-05,3926284160
2009-11-06,3870142080
2009-11-09,4087387520
2009-11-10,4019650880
2009-11-11,4039178560
2009-11-12,4020871360
2009-11-13,4005005119
2009-11-16,4076403200
2009-11-17,3958016640
2009-11-18,4038568320
2009-11-19,3968390720
2009-11-20,3939709440
2009-11-23,3937268479
2009-11-24,3876244480
2009-11-25,3874413760
2009-11-27,3792031360
2009-11-30,3925063679
2009-12-01,3933607039
2009-12-02,3975103360
2009-12-03,3953744960
2009-12-04,4019040640
2009-12-07,3951914240
2009-12-08,3943370880
2009-12-09,3945811840
2009-12-10,3966560000
2009-12-11,3998902720
2009-12-14,4039178560
2009-12-15,3966560000
2009-12-16,3963508800
2009-12-17,3911638399
2009-12-18,4035517119
2009-12-21,4106304960
2009-12-22,4177092800
2009-12-23,4261916160
2009-12-24,4281443840
2009-12-28,4301581760
2009-12-29,4224691520
2009-12-30,4180144000
2009-12-31,4136947080
2010-01-04,4094795670
2010-01-05,4089908550
2010-01-06,4078912529
2010-01-07,4077690750
2010-01-08,4052033370
2010-01-11,4102737240
2010-01-12,4032484890
2010-01-13,4112511479
2010-01-14,4096017450
2010-01-15,4129005510
2010-01-19,4231024140
2010-01-20,4176044040
2010-01-21,4091741220
2010-01-22,4001329500
2010-01-25,4009271069
2010-01-26,3993387930
2010-01-27,3975061229
2010-01-28,3942684060
2010-01-29,3932909819
2010-02-01,4024543319
2010-02-02,4142445090
2010-02-03,4077690750
2010-02-04,3893201970
2010-02-05,3972006779
2010-02-08,3884038620
2010-02-09,3854715900
2010-02-10,3852883230
2010-02-11,3893812860
2010-02-12,3937796939
2010-02-16,4045313580
2010-02-17,4100904569
2010-02-18,4158939120
2010-02-19,4183985609
2010-02-22,4189483620
2010-02-23,4170546029
2010-02-24,4191927180
2010-02-25,4218195450
2010-02-26,4212697439
2010-03-01,4249961729
2010-03-02,4273786439
2010-03-03,4262790420
2010-03-04,4270731990
2010-03-05,4364809050
2010-03-08,4411236690
2010-03-09,4386801090
2010-03-10,4390466430
2010-03-11,4384968420
2010-03-12,4420400040
2010-03-15,4373972400
2010-03-16,4464995010
2010-03-17,4500426630
2010-03-18,4490041500
2010-03-19,4446057420
2010-03-22,4493095950
2010-03-23,4493706840
2010-03-24,4509589980
2010-03-25,4527305790
2010-03-26,4485765270
2010-03-29,4496150400
2010-03-30,4453998990
2010-03-31,4453714890
2010-04-01,4445151230
2010-04-05,4562595710
2010-04-06,4653125830
2010-04-07,4530787830
2010-04-08,4530176140
2010-04-09,4596850350
2010-04-12,4558925570
2010-04-13,4640892030
2010-04-14,4596850350
2010-04-15,4503261780
2010-04-16,4482464320
2010-04-19,4491639670
2010-04-20,4560760640
2010-04-21,4653125830
2010-04-22,4760783270
2010-04-23,4804824950
2010-04-26,4807883400
2010-04-27,4653125830
2010-04-28,4659242730
2010-04-29,4820117200
2010-04-30,4733868910
2010-05-03,4864158880
2010-05-04,4768735240
2010-05-05,4700225960
2010-05-06,4541798250
2010-05-07,4497756570
2010-05-10,4789532700
2010-05-11,4785862560
2010-05-12,4823787340
2010-05-13,4736315670
2010-05-14,4617647810
2010-05-17,4579723030
2010-05-18,4452491510
2010-05-19,4397439410
2010-05-20,4180901149
2010-05-21,4325871680
2010-05-24,4261644230
2010-05-25,4316696330
2010-05-26,4309356050
2010-05-27,4540574870
2010-05-28,4508155300
2010-06-01,4436587570
2010-06-02,4543021630
2010-06-03,4500815020
2010-06-04,4286723520
2010-06-07,4301404080
2010-06-08,4338717170
2010-06-09,4371748430
2010-06-10,4508155300
2010-06-11,4557090500
2010-06-14,4603578940
2010-06-15,4677593430
2010-06-16,4648232310
2010-06-17,4658019350
2010-06-18,4606637390
2010-06-21,4566265850
2010-06-22,4409673210
2010-06-23,4450656440
2010-06-24,4366854910
2010-06-25,4498979950
2010-06-28,4459220100
2010-06-29,4344834070
2010-06-30,4301578050
2010-07-01,4318106100
2010-07-02,4278316350
2010-07-06,4218325650
2010-07-07,4424008050
2010-07-08,4473592200
2010-07-09,4493793150
2010-07-12,4495017450
2010-07-13,4562353950
2010-07-14,4523788500
2010-07-15,4521952050
2010-07-16,4428905250
2010-07-19,4482162300
2010-07-20,4566026850
2010-07-21,4476040800
2010-07-22,4630302600
2010-07-23,4722125100
2010-07-26,4828639200
2010-07-27,4784564400
2010-07-28,4816396200
2010-07-29,4769260650
2010-07-30,4786400850
2010-08-02,4979840250
2010-08-03,4955966400
2010-08-04,4991471100
2010-08-05,4853125200
2010-08-06,4835372850
2010-08-09,4916788800
2010-08-10,4880671950
2010-08-11,4777218600
2010-08-12,4743550350
2010-08-13,4747835400
2010-08-16,4778442900
2010-08-17,4889242050
2010-08-18,4865368200
2010-08-19,4777218600
2010-08-20,4723961550
2010-08-23,4739877450
2010-08-24,4709882100
2010-08-25,4778442900
2010-08-26,4766812050
2010-08-27,4832312100
2010-08-30,4798031700
2010-08-31,4853737350
2010-09-01,4996980450
2010-09-02,5011672050
2010-09-03,5060644050
2010-09-07,4994531850
2010-09-08,4979840250
2010-09-09,4898424300
2010-09-10,4908218700
2010-09-13,4960251450
2010-09-14,4952905650
2010-09-15,5049013200
2010-09-16,5037994500
2010-09-17,5030036550
2010-09-20,5100433800
2010-09-21,5012284200
2010-09-22,4973106600
2010-09-23,4842106500
2010-09-24,4962087900
2010-09-27,4959639300
2010-09-28,5014120650
2010-09-29,5002489800
2010-09-30,5002001640
2010-10-01,5016702600
2010-10-04,5078569140
2010-10-05,5160649500
2010-10-06,5093270100
2010-10-07,5078569140
2010-10-08,5062643100
2010-10-11,5046717060
2010-10-12,5026503240
2010-10-13,5040591660
2010-10-14,5029565940
2010-10-15,5023440540
2010-10-18,5063868180
2010-10-19,5031403560
2010-10-20,5117771700
2010-10-21,5164324740
2010-10-22,5161874580
2010-10-25,5164937280
2010-10-26,5100620580
2010-10-27,5047329600
2010-10-28,5009352120
2010-10-29,5021602920
2010-11-01,5083469460
2010-11-02,5083469460
2010-11-03,5050392300
2010-11-04,5029565940
2010-11-05,5055905160
2010-11-08,5024665620
2010-11-09,4875205860
2010-11-10,4943810340
2010-11-11,4907670480
2010-11-12,4881331260
2010-11-15,4842741240
2010-11-16,4731258960
2010-11-17,4763111040
2010-11-18,4783937400
2010-11-19,4781487240
2010-11-22,4830490440
2010-11-23,4775361840
2010-11-24,4859892360
2010-11-26,4832940600
2010-11-29,4814564400
2010-11-30,4740447060
2010-12-01,4783324860
2010-12-02,4796800740
2010-12-03,4787612640
2010-12-06,4762498500
2010-12-07,4763723580
2010-12-08,4730033880
2010-12-09,4692056400
2010-12-10,4716558000
2010-12-13,4685931000
2010-12-14,4641828120
2010-12-15,4586086980
2010-12-16,4603238100
2010-12-17,4633865100
2010-12-20,4681643220
2010-12-21,4725133560
2010-12-22,4737996900
2010-12-23,4697569260
2010-12-27,4746572460
2010-12-28,4775974380
2010-12-29,4796800740
2010-12-30,4794350580
2010-12-31,4790435030
2011-01-03,4918294710
2011-01-04,4818711690
2011-01-05,4768920180
2011-01-06,4746175910
2011-01-07,4755396560
2011-01-10,4742487650
2011-01-11,4691466720
2011-01-12,4680401940
2011-01-13,4685934330
2011-01-14,4725275770
2011-01-18,4762158370
2011-01-19,4719128670
2011-01-20,4743717070
2011-01-21,4765231920
2011-01-24,4780599670
2011-01-25,4870347330
2011-01-26,4881412110
2011-01-27,4948415500
2011-01-28,4871576750
2011-01-31,4944112530
2011-02-01,4906000510
2011-02-02,4939809560
2011-02-03,4932433040
2011-02-04,4872806170
2011-02-07,4937965430
2011-02-08,4936736010
2011-02-09,5006198240
2011-02-10,5039392580
2011-02-11,5052301490
2011-02-14,5047998520
2011-02-15,5041236710
2011-02-16,5036319030
2011-02-17,5013574760
2011-02-18,5015418890
2011-02-22,5010501210
2011-02-23,5020336570
2011-02-24,5010501210
2011-02-25,5103937130
2011-02-28,5174628780
2011-03-01,5051072070
2011-03-02,4968700930
2011-03-03,5068283950
2011-03-04,5035089610
2011-03-07,5022795410
2011-03-08,5082422280
2011-03-09,5095945900
2011-03-10,5055375040
2011-03-11,5062751560
2011-03-14,5007427660
2011-03-15,4948415500
2011-03-16,4898623990
2011-03-17,4945956660
2011-03-18,4994518750
2011-03-21,5024639540
2011-03-22,4978536290
2011-03-23,4907844640
2011-03-24,4942268400
2011-03-25,4978536290
2011-03-28,4953333180
2011-03-29,4969930350
2011-03-30,4985912810
2011-03-31,5074173840
2011-04-01,5076040260
2011-04-04,5092215900
2011-04-05,5072307420
2011-04-06,5059864620
2011-04-07,4990184940
2011-04-08,5021914080
2011-04-11,5067330300
2011-04-12,5061731040
2011-04-13,5045555400
2011-04-14,5143231380
2011-04-15,5203578960
2011-04-18,5173094100
2011-04-19,5200468260
2011-04-20,5270147940
2011-04-21,5308098480
2011-04-25,5331739800
2011-04-26,5347293300
2011-04-27,5363468940
2011-04-28,5482297680
2011-04-29,5447457840
2011-05-02,5454301380
2011-05-03,5448702120
2011-05-04,5448079980
2011-05-05,5438125740
2011-05-06,5474209860
2011-05-09,5416972980
2011-05-10,5425682940
2011-05-11,5352270420
2011-05-12,5326140540
2011-05-13,5304987780
2011-05-16,5331739800
2011-05-17,5321163420
2011-05-18,5364091080
2011-05-19,5365335360
2011-05-20,5282590740
2011-05-23,5269525800
2011-05-24,5268903660
2011-05-25,5294411400
2011-05-26,5304365640
2011-05-27,5301254940
2011-05-31,5449946400
2011-06-01,5308720620
2011-06-02,5281968600
2011-06-03,5280102180
2011-06-06,5237174520
2011-06-07,5270147940
2011-06-08,5243395920
2011-06-09,5193624720
2011-06-10,5082261660
2011-06-13,5127677880
2011-06-14,5184914760
2011-06-15,5122078620
2011-06-16,5235308100
2011-06-17,5291300700
2011-06-20,5359113960
2011-06-21,5375289600
2011-06-22,5357869680
2011-06-23,5239040940
2011-06-24,5214155340
2011-06-27,5234063820
2011-06-28,5270770080
2011-06-29,5344182600
2011-06-30,5350837240
2011-07-01,5456371480
2011-07-05,5493434100
2011-07-06,5553739380
2011-07-07,5617813740
2011-07-08,5614672840
2011-07-11,5542432140
2011-07-12,5568187520
2011-07-13,5539919420
2011-07-14,5474588700
2011-07-15,5557508460
2011-07-18,5527984000
2011-07-19,5585776560
2011-07-20,5610275580
2011-07-21,5629120980
2011-07-22,5671837220
2011-07-25,5605878320
2011-07-26,5588917460
2011-07-27,5428731560
2011-07-28,5440666980
2011-07-29,5486524120
2011-08-01,5413027060
2011-08-02,5291160140
2011-08-03,5262892040
2011-08-04,5126576980
2011-08-05,5059361720
2011-08-08,4730823580
2011-08-09,5209496740
2011-08-10,5207612200
2011-08-11,5403604360
2011-08-12,5347696340
2011-08-15,5480870500
2011-08-16,5463909640
2011-08-17,5473960520
2011-08-18,5330107300
2011-08-19,5255353880
2011-08-22,5279224720
2011-08-23,5376592620
2011-08-24,5466422360
2011-08-25,5427475200
2011-08-26,5450089680
2011-08-29,5591430180
2011-08-30,5675606300
2011-08-31,5688169900
2011-09-01,5553739380
2011-09-02,5434385180
2011-09-06,5474588700
2011-09-07,5614672840
2011-09-08,5580751120
2011-09-09,5437526080
2011-09-12,5453858760
2011-09-13,5459512380
2011-09-14,5480242320
2011-09-15,5519817660
2011-09-16,5491549560
2011-09-19,5357747220
2011-09-20,5331991840
2011-09-21,5258494780
2011-09-22,5286762880
2011-09-23,5302467380
2011-09-26,5284250160
2011-09-27,5288019240
2011-09-28,5131602420
2011-09-29,5289903780
2011-09-30,5211278760
2011-10-03,5068365400
2011-10-04,5263132280
2011-10-05,5166381200
2011-10-06,5258705760
2011-10-07,5162587040
2011-10-10,5369368760
2011-10-11,5187249080
2011-10-12,5265029360
2011-10-13,5197999200
2011-10-14,5297912080
2011-10-17,5158160520
2011-10-18,5278941280
2011-10-19,5265029360
2011-10-20,5278308920
2011-10-21,5375060000
2011-10-24,5522399880
2011-10-25,5444619600
2011-10-26,5483825920
2011-10-27,5648871880
2011-10-28,5626106920
2011-10-31,5612827360
2011-11-01,5376957080
2011-11-02,5548326640
2011-11-03,5609665560
2011-11-04,5646342440
2011-11-07,5665313240
2011-11-08,5726652160
2011-11-09,5462958040
2011-11-10,5453472640
2011-11-11,5564768000
2011-11-14,5467384560
2011-11-15,5533782360
2011-11-16,5500267280
2011-11-17,5433237120
2011-11-18,5472443440
2011-11-21,5402883840
2011-11-22,5401619120
2011-11-23,5239734960
2011-11-25,5251117440
2011-11-28,5413633960
2011-11-29,5397824960
2011-11-30,5591959480
2011-12-01,5528091120
2011-12-02,5653298400
2011-12-05,5653298400
2011-12-06,5626739280
2011-12-07,5696931240
2011-12-08,5605871400
2011-12-09,5691240000
2011-12-12,5636224680
2011-12-13,5626739280
2011-12-14,5661519080
2011-12-15,5659622000
2011-12-16,5719696200
2011-12-19,5694401800
2011-12-20,5793682320
2011-12-21,5769020280
2011-12-22,5827829760
2011-12-23,5836682800
2011-12-27,5846168200
2011-12-28,5773446800
2011-12-29,5767755560
2011-12-30,5738667000
2012-01-03,5754548250
2012-01-04,5658163530
2012-01-05,5713965210
2012-01-06,5704453560
2012-01-09,5680357380
2012-01-10,5790692520
2012-01-11,5805911160
2012-01-12,5743768380
2012-01-13,5715233430
2012-01-17,5754548250
2012-01-18,5764694010
2012-01-19,5816056920
2012-01-20,5848396530
2012-01-23,5881370250
2012-01-24,5904832320
2012-01-25,5971413870
2012-01-26,6032922540
2012-01-27,6033556650
2012-01-30,6023410890
2012-01-31,5989803060
2012-02-01,6052579950
2012-02-02,6031654320
2012-02-03,6107113410
2012-02-06,6128039040
2012-02-07,6119795610
2012-02-08,6135648360
2012-02-09,6084919560
2012-02-10,6036093090
2012-02-13,6204132240
2012-02-14,6147062340
2012-02-15,6119795610
2012-02-16,6129307260
2012-02-17,6124868490
2012-02-21,6033556650
2012-02-22,6072871470
2012-02-23,6131843700
2012-02-24,6155305770
2012-02-27,6131209590
2012-02-28,6051945840
2012-02-29,6046238850
2012-03-01,6092528880
2012-03-02,6110283960
2012-03-05,6121697940
2012-03-06,6092528880
2012-03-07,6119161500
2012-03-08,6069700920
2012-03-09,6079212570
2012-03-12,6079846680
2012-03-13,6197157030
2012-03-14,6160378650
2012-03-15,6103942860
2012-03-16,6119795610
2012-03-19,6182572500
2012-03-20,6173694960
2012-03-21,6164183310
2012-03-22,6074773800
2012-03-23,6112820400
2012-03-26,6174963180
2012-03-27,6169256190
2012-03-28,6113454510
2012-03-29,6095699430
2012-03-30,6137550690
2012-04-02,6175715000
2012-04-03,6219668000
2012-04-04,6166797000
2012-04-05,6152146000
2012-04-09,6126666000
2012-04-10,6048315000
2012-04-11,6125392000
2012-04-12,6145776000
2012-04-13,6101186000
2012-04-16,6170619000
2012-04-17,6192914000
2012-04-18,6178900000
2012-04-19,6170619000
2012-04-20,6254703000
2012-04-23,6192914000
2012-04-24,6291012000
2012-04-25,6368089000
2012-04-26,6382740000
2012-04-27,6422871000
2012-04-30,6412042000
2012-05-01,6473194000
2012-05-02,6494852000
2012-05-03,6465550000
2012-05-04,6444529000
2012-05-07,6499311000
2012-05-08,6491030000
2012-05-09,6454721000
2012-05-10,6433700000
2012-05-11,6468098000
2012-05-14,6399939000
2012-05-15,6420960000
2012-05-16,6340698000
2012-05-17,6145139000
2012-05-18,6072521000
2012-05-21,6187818000
2012-05-22,6259162000
2012-05-23,6268717000
2012-05-24,6318403000
2012-05-25,6280183000
2012-05-29,6360445000
2012-05-30,6217120000
2012-05-31,6260436000
2012-06-01,6156605000
2012-06-04,6136221000
2012-06-05,6254703000
2012-06-06,6366815000
2012-06-07,6312670000
2012-06-08,6368089000
2012-06-11,6239415000
2012-06-12,6304389000
2012-06-13,6240689000
2012-06-14,6317766000
2012-06-15,6345157000
2012-06-18,6424782000
2012-06-19,6478290000
2012-06-20,6443892000
2012-06-21,6392295000
2012-06-22,6378918000
2012-06-25,6373185000
2012-06-26,6394206000
2012-06-27,6429241000
2012-06-28,6506318000
2012-06-29,6630533000
2012-07-02,6731072100
2012-07-03,6817491000
2012-07-05,6790605120
2012-07-06,6790605120
2012-07-09,6819411420
2012-07-10,6778442460
2012-07-11,6779082600
2012-07-12,6845017020
2012-07-13,6879584580
2012-07-16,6875103600
2012-07-17,6931435920
2012-07-18,6885345840
2012-07-19,6862940940
2012-07-20,6825812820
2012-07-23,6820691700
2012-07-24,6792525540
2012-07-25,6798926940
2012-07-26,6834774780
2012-07-27,6891747240
2012-07-30,6940397880
2012-07-31,6955761240
2012-08-01,6909671160
2012-08-02,6859100100
2012-08-03,6927595080
2012-08-06,6842456460
2012-08-07,6752836860
2012-08-08,6731712240
2012-08-09,6695224260
2012-08-10,6680501040
2012-08-13,6680501040
2012-08-14,6723390420
2012-08-15,6773961480
2012-08-16,6837335340
2012-08-17,6829653660
2012-08-20,6823252260
2012-08-21,6854619120
2012-08-22,6868702200
2012-08-23,6877024020
2012-08-24,6877024020
2012-08-27,6877664160
2012-08-28,6887906400
2012-08-29,6885345840
2012-08-30,6887906400
2012-08-31,6907750740
2012-09-04,7008892860
2012-09-05,6980726700
2012-09-06,6985207680
2012-09-07,6973045020
2012-09-10,6928875360
2012-09-11,6948079560
2012-09-12,6941038020
2012-09-13,6977526000
2012-09-14,6958961940
2012-09-17,6936557040
2012-09-18,6896868360
2012-09-19,6825172680
2012-09-20,6725950980
2012-09-21,6707386920
2012-09-24,6680501040
2012-09-25,6629929980
2012-09-26,6725310840
2012-09-27,6721470000
2012-09-28,6740674200
2012-10-01,6769425830
2012-10-02,6832529010
2012-10-03,6913661670
2012-10-04,6904646930
2012-10-05,6919456860
2012-10-08,6922032500
2012-10-09,6883397900
2012-10-10,6928471600
2012-10-11,6916237310
2012-10-12,6918812950
2012-10-15,6984491770
2012-10-16,7017975090
2012-10-17,7011535990
2012-10-18,7084941730
2012-10-19,7023126370
2012-10-22,7007672530
2012-10-23,6940705890
2012-10-24,6881466170
2012-10-25,6845407210
2012-10-26,6795826140
2012-10-31,6943281530
2012-11-01,6889837000
2012-11-02,6820938630
2012-11-05,6806772610
2012-11-06,6728215590
2012-11-07,6782304030
2012-11-08,6709542200
2012-11-09,6674127150
2012-11-12,6643863380
2012-11-13,6621970440
2012-11-14,6487393250
2012-11-15,6427509620
2012-11-16,6486749340
2012-11-19,6522164390
2012-11-20,6587199300
2012-11-21,6610380060
2012-11-23,6674771060
2012-11-26,6696664000
2012-11-27,6665112410
2012-11-28,6598789680
2012-11-29,6599433590
2012-11-30,6699239640
2012-12-03,6679922340
2012-12-04,6681210160
2012-12-05,6665756320
2012-12-06,6723064310
2012-12-07,6710830020
2012-12-10,6703747010
2012-12-11,6713405660
2012-12-12,6696664000
2012-12-13,6699883550
2012-12-14,6658029400
2012-12-17,6682497980
2012-12-18,6743025520
2012-12-19,6710186110
2012-12-20,6766206280
2012-12-21,6730147320
2012-12-24,6739805970
2012-12-26,6726927770
2012-12-27,6761698910
2012-12-28,6669619780
2012-12-31,6729261840
2013-01-02,6813361440
2013-01-03,6760314000
2013-01-04,6803657640
2013-01-07,6838591320
2013-01-08,6777780840
2013-01-09,6801716880
2013-01-10,6819183720
2013-01-11,6823712160
2013-01-14,6868996560
2013-01-15,6874171920
2013-01-16,6803010720
2013-01-17,6781662360
2013-01-18,6798482280
2013-01-22,6838591320
2013-01-23,6845060520
2013-01-24,6827593680
2013-01-25,6821771400
2013-01-28,6836650560
2013-01-29,6853470480
2013-01-30,6880641120
2013-01-31,6847648200
2013-02-01,6874818840
2013-02-04,6858645840
2013-02-05,6872231160
2013-02-06,6912340200
2013-02-07,6921397080
2013-02-08,6971209920
2013-02-11,6975091440
2013-02-12,7048193400
2013-02-13,7063072560
2013-02-14,7021022760
2013-02-15,7021022760
2013-02-19,7070835600
2013-02-20,7018435080
2013-02-21,6949214640
2013-02-22,6977032200
2013-02-25,6867055800
2013-02-26,6868996560
2013-02-27,6924631680
2013-02-28,6870937320
2013-03-01,6840532080
2013-03-04,6893579520
2013-03-05,6987382920
2013-03-06,6968622240
2013-03-07,6931747800
2013-03-08,6881288040
2013-03-11,6870290400
2013-03-12,6790719240
2013-03-13,6788131560
2013-03-14,6790719240
2013-03-15,6808833000
2013-03-18,6792660000
2013-03-19,6829534440
2013-03-20,6850882800
2013-03-21,6834709800
2013-03-22,6894873360
2013-03-25,6885816480
2013-03-26,6907811760
2013-03-27,6935629320
2013-03-28,6989323680
2013-04-01,7079741830
2013-04-02,7047167330
2013-04-03,7076484380
2013-04-04,7148799770
2013-04-05,7206130890
2013-04-08,7279749260
2013-04-09,7285612670
2013-04-10,7341640810
2013-04-11,7357928060
2013-04-12,7408744280
2013-04-15,7248477740
2013-04-16,7284309690
2013-04-17,7219160690
2013-04-18,7231539000
2013-04-19,7385942130
2013-04-22,7389199580
2013-04-23,7423077060
2013-04-24,7425031530
2013-04-25,7464120930
2013-04-26,7445227720
2013-04-29,7510376720
2013-04-30,7623084490
2013-05-01,7542951220
2013-05-02,7600282340
2013-05-03,7646538130
2013-05-06,7641326210
2013-05-07,7598979360
2013-05-08,7603539790
2013-05-09,7557935490
2013-05-10,7583995090
2013-05-13,7630250880
2013-05-14,7602888300
2013-05-15,7684976040
2013-05-16,7592464460
2013-05-17,7610706180
2013-05-20,7606797240
2013-05-21,7649795580
2013-05-22,7436106860
2013-05-23,7270628400
2013-05-24,7383987660
2013-05-28,7326656540
2013-05-29,7180722780
2013-05-30,7109058880
2013-05-31,7019804750
2013-06-03,7051727760
2013-06-04,6967685550
2013-06-05,6909702940
2013-06-06,7009380910
2013-06-07,6997002600
2013-06-10,6950746810
2013-06-11,6886900790
2013-06-12,6741618520
2013-06-13,6870613540
2013-06-14,6892764200
2013-06-17,6860189700
2013-06-18,6830872650
2013-06-19,6565064730
2013-06-20,6267985290
2013-06-21,6334437270
2013-06-24,6298605320
2013-06-25,6421736930
2013-06-26,6492097850
2013-06-27,6717513390
2013-06-28,6754648320
2013-07-01,6712849920
2013-07-02,6805210560
2013-07-03,6695163840
2013-07-05,6686648320
2013-07-08,6691888640
2013-07-09,6777698880
2013-07-10,6742326720
2013-07-11,6865474240
2013-07-12,6888400640
2013-07-15,6920497600
2013-07-16,6923117760
2013-07-17,6871369600
2013-07-18,6931633280
2013-07-19,6920497600
2013-07-22,6936873600
2013-07-23,7037749760
2013-07-24,6854993600
2013-07-25,6911327040
2013-07-26,6932288320
2013-07-29,6930978240
2013-07-30,6954559680
2013-07-31,6899536320
2013-08-01,6943424000
2013-08-02,6850408320
2013-08-05,6847788160
2013-08-06,6803900480
2013-08-07,6780319040
2013-08-08,6794074880
2013-08-09,6835342400
2013-08-12,6818966400
2013-08-13,6773113600
2013-08-14,6776388800
2013-08-15,6704989440
2013-08-16,6549089920
2013-08-19,6429217600
2013-08-20,6574636480
2013-08-21,6507167360
2013-08-22,6516337920
2013-08-23,6572016320
2013-08-26,6516337920
2013-08-27,6497996800
2013-08-28,6446248640
2013-08-29,6485551040
2013-08-30,6374194240
2013-09-03,6353232960
2013-09-04,6420047040
2013-09-05,6366333760
2013-09-06,6450833920
2013-09-09,6536644160
2013-09-10,6520268160
2013-09-11,6554330240
2013-09-12,6538609280
2013-09-13,6586427200
2013-09-16,6588392320
2013-09-17,6599528000
2013-09-18,6878575040
2013-09-19,6838617600
2013-09-20,6731191040
2013-09-23,6718745280
2013-09-24,6683373120
2013-09-25,6654551360
2013-09-26,6710229760
2013-09-27,6700404160
2013-09-30,6692149250
2013-10-01,6818802050
2013-10-02,6828037150
2013-10-03,6764051100
2013-10-04,6770647600
2013-10-07,6802970450
2013-10-08,6731068600
2013-10-09,6678296600
2013-10-10,6857721400
2013-10-11,6886086350
2013-10-14,6890044250
2013-10-15,6861679300
2013-10-16,6992290000
2013-10-17,7050998850
2013-10-18,7027251450
2013-10-21,6939518000
2013-10-22,6996247900
2013-10-23,7014718100
2013-10-24,7023293550
2013-10-25,7070128700
2013-10-28,6983054900
2013-10-29,6992949650
2013-10-30,6929623250
2013-10-31,6833974000
2013-11-01,7134114750
2013-11-04,7124879650
2013-11-05,7063532200
2013-11-06,7056276050
2013-11-07,6952711000
2013-11-08,6928303950
2013-11-11,6930942550
2013-11-12,6914451300
2013-11-13,6968542600
2013-11-14,7082662050
2013-11-15,7089918200
2013-11-18,7035826900
2013-11-19,6992290000
2013-11-20,6944135550
2013-11-21,6990970700
2013-11-22,6954030300
2013-11-25,6900598650
2013-11-26,6886086350
2013-11-27,6920388150
2013-11-29,6828696800
2013-12-02,6803630100
2013-12-03,6846507350
2013-12-04,6815503800
2013-12-05,6847167000
2013-12-06,6862998600
2013-12-09,6859040700
2013-12-10,6841889800
2013-12-11,6664443950
2013-12-12,6624205300
2013-12-13,6616289500
2013-12-16,6620907050
2013-12-17,6662465000
2013-12-18,6774605500
2013-12-19,6651910600
2013-12-20,6717215950
2013-12-23,6709959800
2013-12-24,6738324750
2013-12-26,6725791400
2013-12-27,6707980850
2013-12-30,6686872050
2013-12-31,6755427150
2014-01-02,6721453500
2014-01-03,6790066950
2014-01-06,6878664900
2014-01-07,6925961550
2014-01-08,6892654050
2014-01-09,6882661800
2014-01-10,6979919700
2014-01-13,6945946050
2014-01-14,7005233400
2014-01-15,6975922800
2014-01-16,6961267500
2014-01-17,6909307800
2014-01-21,6990578100
2014-01-22,7109152800
2014-01-23,7175101650
2014-01-24,7133134200
2014-01-27,7097828250
2014-01-28,7213072200
2014-01-29,7205078400
2014-01-30,7219733700
