,VLO
2009-04-14,9864750000
2009-04-15,10027500000
2009-04-16,10337250000
2009-04-17,10421250000
2009-04-20,9633750000
2009-04-21,9780750000
2009-04-22,9838500000
2009-04-23,10216500000
2009-04-24,10405500000
2009-04-27,9954000000
2009-04-28,9990750000
2009-04-29,9833250000
2009-04-30,9523500000
2009-05-01,9912000000
2009-05-04,10484250000
2009-05-05,10494750000
2009-05-06,10867500000
2009-05-07,10500000000
2009-05-08,11182500000
2009-05-11,10468500000
2009-05-12,10137750000
2009-05-13,9912000000
2009-05-14,10211250000
2009-05-15,10001250000
2009-05-18,10053750000
2009-05-19,10337250000
2009-05-20,10374000000
2009-05-21,9964500000
2009-05-22,9859500000
2009-05-26,9980250000
2009-05-27,10111500000
2009-05-28,10484250000
2009-05-29,10736250000
2009-06-01,10946250000
2009-06-02,10741500000
2009-06-03,8830500000
2009-06-04,8757000000
2009-06-05,8741250000
2009-06-08,8751750000
2009-06-09,8709750000
2009-06-10,8730750000
2009-06-11,8478749999
2009-06-12,8452500000
2009-06-15,8305500000
2009-06-16,8279250000
2009-06-17,8274000000
2009-06-18,8358000000
2009-06-19,8247750000
2009-06-22,7796250000
2009-06-23,7948500000
2009-06-24,7691250000
2009-06-25,8011500000
2009-06-26,7906500000
2009-06-29,7980000000
2009-06-30,8661840000
2009-07-01,8931120000
2009-07-02,8487930000
2009-07-06,8538420000
2009-07-07,8134500000
2009-07-08,8112060000
2009-07-09,8123280000
2009-07-10,7983030000
2009-07-13,8314020000
2009-07-14,8403780000
2009-07-15,8717940000
2009-07-16,8824530000
2009-07-17,8931120000
2009-07-20,9133080000
2009-07-21,9194790000
2009-07-22,9088200000
2009-07-23,9396750000
2009-07-24,9391140000
2009-07-27,9626760000
2009-07-28,9396750000
2009-07-29,9076980000
2009-07-30,9250890000
2009-07-31,9228450000
2009-08-03,9559440000
2009-08-04,9604320000
2009-08-05,9654810000
2009-08-06,9587490000
2009-08-07,9497730000
2009-08-10,9497730000
2009-08-11,9340650000
2009-08-12,9267720000
2009-08-13,9340650000
2009-08-14,9121860000
2009-08-17,8796480000
2009-08-18,8846970000
2009-08-19,9048930000
2009-08-20,9206010000
2009-08-21,9480900000
2009-08-24,9699690000
2009-08-25,9688470000
2009-08-26,9744570000
2009-08-27,9761400000
2009-08-28,9744570000
2009-08-31,9609930000
2009-09-01,9346260000
2009-09-02,9200400000
2009-09-03,9290160000
2009-09-04,9413580000
2009-09-08,9615540000
2009-09-09,9441629999
2009-09-10,9615540000
2009-09-11,9705300000
2009-09-14,9778230000
2009-09-15,9682860000
2009-09-16,9862379999
2009-09-17,10513140000
2009-09-18,10367280000
2009-09-21,10328010000
2009-09-22,10434600000
2009-09-23,10165320000
2009-09-24,9705300000
2009-09-25,9980190000
2009-09-28,10109220000
2009-09-29,9980190000
2009-09-30,9958640000
2009-10-01,9756320000
2009-10-02,9570860000
2009-10-05,9885580000
2009-10-06,9840620000
2009-10-07,9919300000
2009-10-08,10071040000
2009-10-09,9953020000
2009-10-12,9851860000
2009-10-13,9851860000
2009-10-14,9660780000
2009-10-15,10352040000
2009-10-16,10138480000
2009-10-19,10099140000
2009-10-20,10329560000
2009-10-21,10346420000
2009-10-22,10335180000
2009-10-23,10616180000
2009-10-26,10413860000
2009-10-27,9958640000
2009-10-28,9604580000
2009-10-29,9728220000
2009-10-30,9295480000
2009-11-02,9115640000
2009-11-03,9228040000
2009-11-04,9093160000
2009-11-05,9104400000
2009-11-06,8879600000
2009-11-09,8902080000
2009-11-10,8879600000
2009-11-11,8963900000
2009-11-12,8739100000
2009-11-13,8761580000
2009-11-16,8767200000
2009-11-17,8671660000
2009-11-18,8637940000
2009-11-19,8401900000
2009-11-20,8458100000
2009-11-23,8340080000
2009-11-24,8222060000
2009-11-25,8401900000
2009-11-27,8222060000
2009-11-30,8160240000
2009-12-01,8261400000
2009-12-02,8222060000
2009-12-03,8205200000
2009-12-04,8430000000
2009-12-07,8401900000
2009-12-08,8323220000
2009-12-09,8356940000
2009-12-10,8604220000
2009-12-11,8531160000
2009-12-14,8626700000
2009-12-15,8615460000
2009-12-16,8581740000
2009-12-17,8576120000
2009-12-18,8576120000
2009-12-21,8784060000
2009-12-22,8755960000
2009-12-23,8688520000
2009-12-24,8761580000
2009-12-28,8637940000
2009-12-29,8632320000
2009-12-30,8660420000
2009-12-31,8604220000
2010-01-04,9188700000
2010-01-05,9424740000
2010-01-06,9660780000
2010-01-07,9733840000
2010-01-08,9598959999
2010-01-11,9509040000
2010-01-12,9357300000
2010-01-13,9278620000
2010-01-14,9385400000
2010-01-15,9643920000
2010-01-19,9694500000
2010-01-20,9823760000
2010-01-21,9711360000
2010-01-22,9340440000
2010-01-25,9424740000
2010-01-26,9773180000
2010-01-27,9598959999
2010-01-28,9469700000
2010-01-29,9464080000
2010-02-01,9840620000
2010-02-02,9896820000
2010-02-03,9728220000
2010-02-04,9301100000
2010-02-05,9329200000
2010-02-08,9171840000
2010-02-09,9295480000
2010-02-10,9244900000
2010-02-11,9244900000
2010-02-12,9093160000
2010-02-16,9233660000
2010-02-17,9154980000
2010-02-18,9087540000
2010-02-19,9188700000
2010-02-22,9132500000
2010-02-23,8980760000
2010-02-24,9042580000
2010-02-25,8963900000
2010-02-26,8997620000
2010-03-01,9059440000
2010-03-02,9351680000
2010-03-03,9565240000
2010-03-04,9666400000
2010-03-05,10054180000
2010-03-08,10076660000
2010-03-09,10031700000
2010-03-10,10543120000
2010-03-11,10486920000
2010-03-12,10498160000
2010-03-15,10458820000
2010-03-16,10559980000
2010-03-17,10610560000
2010-03-18,10554360000
2010-03-19,10430720000
2010-03-22,10425100000
2010-03-23,10430720000
2010-03-24,10627420000
2010-03-25,10205920000
2010-03-26,10132860000
2010-03-29,10217160000
2010-03-30,10194680000
2010-03-31,10139630000
2010-04-01,10302900000
2010-04-05,10618180000
2010-04-06,10674480000
2010-04-07,10347940000
2010-04-08,10302900000
2010-04-09,10297270000
2010-04-12,10088960000
2010-04-13,10122740000
2010-04-14,10477430000
2010-04-15,10224080000
2010-04-16,9852500000
2010-04-19,9784940000
2010-04-20,10077700000
2010-04-21,9897539999
2010-04-22,10010140000
2010-04-23,10229710000
2010-04-26,10353570000
2010-04-27,10240970000
2010-04-28,10511210000
2010-04-29,10888420000
2010-04-30,10697000000
2010-05-03,10995390000
2010-05-04,10533730000
2010-05-05,10477430000
2010-05-06,9959470000
2010-05-07,9531590000
2010-05-10,10150890000
2010-05-11,10072070000
2010-05-12,10578770000
2010-05-13,10618180000
2010-05-14,10359200000
2010-05-17,10015770000
2010-05-18,9796200000
2010-05-19,9683600000
2010-05-20,9199420000
2010-05-21,9334539999
2010-05-24,9114970000
2010-05-25,8946070000
2010-05-26,9053039999
2010-05-27,9672340000
2010-05-28,9610410000
2010-06-01,9036150000
2010-06-02,9176900000
2010-06-03,9368320000
2010-06-04,8889770000
2010-06-07,8805320000
2010-06-08,8675830000
2010-06-09,8416850000
2010-06-10,8889770000
2010-06-11,8878510000
2010-06-14,9019260000
2010-06-15,9368320000
2010-06-16,9345800000
2010-06-17,9233200000
2010-06-18,9255720000
2010-06-21,9334539999
2010-06-22,9160010000
2010-06-23,9345800000
2010-06-24,9300760000
2010-06-25,9661080000
2010-06-28,9520330000
2010-06-29,9098080000
2010-06-30,9272160000
2010-07-01,8899920000
2010-07-02,8719440000
2010-07-06,8685600000
2010-07-07,9080400000
2010-07-08,9227040000
2010-07-09,9221400000
2010-07-12,9170640000
2010-07-13,9328560000
2010-07-14,9091680000
2010-07-15,9215760000
2010-07-16,8950680000
2010-07-19,8843520000
2010-07-20,8911200000
2010-07-21,8781480000
2010-07-22,8843520000
2010-07-23,8809680000
2010-07-26,9052200000
2010-07-27,8967600000
2010-07-28,8781480000
2010-07-29,8713800000
2010-07-30,8758920000
2010-08-02,8820960000
2010-08-03,9114240000
2010-08-04,9272160000
2010-08-05,9441360000
2010-08-06,9311640000
2010-08-09,9396240000
2010-08-10,9272160000
2010-08-11,8837880000
2010-08-12,8730720000
2010-08-13,8685600000
2010-08-16,8713800000
2010-08-17,8629200000
2010-08-18,8787120000
2010-08-19,8634840000
2010-08-20,8527680000
2010-08-23,8437440000
2010-08-24,8347200000
2010-08-25,8285160000
2010-08-26,8070840000
2010-08-27,8302080000
2010-08-30,8256960000
2010-08-31,8127240000
2010-09-01,8352840000
2010-09-02,8578440000
2010-09-03,8730720000
2010-09-07,8725080000
2010-09-08,8696880000
2010-09-09,8674320000
2010-09-10,8742000000
2010-09-13,8950680000
2010-09-14,8978880000
2010-09-15,8939400000
2010-09-16,8871720000
2010-09-17,8758920000
2010-09-20,8888640000
2010-09-21,8843520000
2010-09-22,8646120000
2010-09-23,8578440000
2010-09-24,8668680000
2010-09-27,8702520000
2010-09-28,8798400000
2010-09-29,8905560000
2010-09-30,9061660000
2010-10-01,9129580000
2010-10-04,8925820000
2010-10-05,9095620000
2010-10-06,9022040000
2010-10-07,9140900000
2010-10-08,9254100000
2010-10-11,9361640000
2010-10-12,9299380000
2010-10-13,9446540000
2010-10-14,9395600000
2010-10-15,9361640000
2010-10-18,9542760000
2010-10-19,9333340000
2010-10-20,9389940000
2010-10-21,9152220000
2010-10-22,9129580000
2010-10-25,9191840000
2010-10-26,9310700000
2010-10-27,9418240000
2010-10-28,9423900000
2010-10-29,9288060000
2010-11-01,9220140000
2010-11-02,9310700000
2010-11-03,9384279999
2010-11-04,9791800000
2010-11-05,9905000000
2010-11-08,9933300000
2010-11-09,9905000000
2010-11-10,10108760000
2010-11-11,10323840000
2010-11-12,10329500000
2010-11-15,10097440000
2010-11-16,9706900000
2010-11-17,9882360000
2010-11-18,10221960000
2010-11-19,10125740000
2010-11-22,10188000000
2010-11-23,10018200000
2010-11-24,10267240000
2010-11-26,10120080000
2010-11-29,10125740000
2010-11-30,10080460000
2010-12-01,10431380000
2010-12-02,10725700000
2010-12-03,10906820000
2010-12-06,10855880000
2010-12-07,10986060000
2010-12-08,10912480000
2010-12-09,10861540000
2010-12-10,11184160000
2010-12-13,11048320000
2010-12-14,11070960000
2010-12-15,10889840000
2010-12-16,11025680000
2010-12-17,10906820000
2010-12-20,11472820000
2010-12-21,11795440000
2010-12-22,11755820000
2010-12-23,11908640000
2010-12-27,11902980000
2010-12-28,11852040000
2010-12-29,12078440000
2010-12-30,11970900000
2010-12-31,11959580000
2011-01-03,12287860000
2011-01-04,11999200000
2011-01-05,12293520000
2011-01-06,12304840000
2011-01-07,12327480000
2011-01-10,12276540000
2011-01-11,12497279999
2011-01-12,12706700000
2011-01-13,12955740000
2011-01-14,12927440000
2011-01-18,13227420000
2011-01-19,12819900000
2011-01-20,12457660000
2011-01-21,12485960000
2011-01-24,12627460000
2011-01-25,12582180000
2011-01-26,13091580000
2011-01-27,13125540000
2011-01-28,13012340000
2011-01-31,13119880000
2011-02-01,13482120000
2011-02-02,13674560000
2011-02-03,13510420000
2011-02-04,13725500000
2011-02-07,14121700000
2011-02-08,14483940000
2011-02-09,14150000000
2011-02-10,14529220000
2011-02-11,14472620000
2011-02-14,15044279999
2011-02-15,14721660000
2011-02-16,15095220000
2011-02-17,15672540000
2011-02-18,15219740000
2011-02-22,14574500000
2011-02-23,14359420000
2011-02-24,13867000000
2011-02-25,14778260000
2011-02-28,14580160000
2011-03-01,13957560000
2011-03-02,13917940000
2011-03-03,14993340000
2011-03-04,14834860000
2011-03-07,14399040000
2011-03-08,14065100000
2011-03-09,14336779999
2011-03-10,13617960000
2011-03-11,14478279999
2011-03-14,14948060000
2011-03-15,14438660000
2011-03-16,14195279999
2011-03-17,14438660000
2011-03-18,14144340000
2011-03-21,14642420000
2011-03-22,14540540000
2011-03-23,14914100000
2011-03-24,14897120000
2011-03-25,15485760000
2011-03-28,15298980000
2011-03-29,15746120000
2011-03-30,15898940000
2011-03-31,15456420000
2011-04-01,15558480000
2011-04-04,15586830000
2011-04-05,15807960000
2011-04-06,15456420000
2011-04-07,15025500000
2011-04-08,14611590000
2011-04-11,14282730000
2011-04-12,14078609999
2011-04-13,14509530000
2011-04-14,14305410000
2011-04-15,14271390000
2011-04-18,14033250000
2011-04-19,14379120000
2011-04-20,14702310000
2011-04-21,15048180000
2011-04-25,15087870000
2011-04-26,14520870000
2011-04-27,14515200000
2011-04-28,14583240000
2011-04-29,14668290000
2011-05-02,14503859999
2011-05-03,14101290000
2011-05-04,13834800000
2011-05-05,13636350000
2011-05-06,13885830000
2011-05-09,14345100000
2011-05-10,14759010000
2011-05-11,14021910000
2011-05-12,13749750000
2011-05-13,13829130000
2011-05-16,13596660000
2011-05-17,13420890000
2011-05-18,13778100000
2011-05-19,13738410000
2011-05-20,13500270000
2011-05-23,13437900000
2011-05-24,13392540000
2011-05-25,13608000000
2011-05-26,13693050000
2011-05-27,13953870000
2011-05-31,14254380000
2011-06-01,14038920000
2011-06-02,13715730000
2011-06-03,13647690000
2011-06-06,13006980000
2011-06-07,13250790000
2011-06-08,13041000000
2011-06-09,13165740000
2011-06-10,12938940000
2011-06-13,12610080000
2011-06-14,13092030000
2011-06-15,12615750000
2011-06-16,12525030000
2011-06-17,12491010000
2011-06-20,12564720000
2011-06-21,12899250000
2011-06-22,12933270000
2011-06-23,12831210000
2011-06-24,12014730000
2011-06-27,12281220000
2011-06-28,12751830000
2011-06-29,12933270000
2011-06-30,13180680000
2011-07-01,13293480000
2011-07-05,13141200000
2011-07-06,13045320000
2011-07-07,13569840000
2011-07-08,13496520000
2011-07-11,13050960000
2011-07-12,13011480000
2011-07-13,13146840000
2011-07-14,12797160000
2011-07-15,13022760000
2011-07-18,12949440000
2011-07-19,13225800000
2011-07-20,13270920000
2011-07-21,13863119999
2011-07-22,13767240000
2011-07-25,13755960000
2011-07-26,13648800000
2011-07-27,13113000000
2011-07-28,12808440000
2011-07-29,12949440000
2011-08-01,12859200000
2011-08-02,12148560000
2011-08-03,11990640000
2011-08-04,10828800000
2011-08-05,10676520000
2011-08-08,9447000000
2011-08-09,10332480000
2011-08-10,9932040000
2011-08-11,10704720000
2011-08-12,10772400000
2011-08-15,11099520000
2011-08-16,10811880000
2011-08-17,10800600000
2011-08-18,9932040000
2011-08-19,9700800000
2011-08-22,9762840000
2011-08-23,10377600000
2011-08-24,10546800000
2011-08-25,10417080000
2011-08-26,10761119999
2011-08-29,11189760000
2011-08-30,11342040000
2011-08-31,11714280000
2011-09-01,11595840000
2011-09-02,11308200000
2011-09-06,11161560000
2011-09-07,11488680000
2011-09-08,11956800000
2011-09-09,11505600000
2011-09-12,11516880000
2011-09-13,11387160000
2011-09-14,11319480000
2011-09-15,11550720000
2011-09-16,11437920000
2011-09-19,11037480000
2011-09-20,10817520000
2011-09-21,10253520000
2011-09-22,9571080000
2011-09-23,9525960000
2011-09-26,9898200000
2011-09-27,9898200000
2011-09-28,9514680000
2011-09-29,9588000000
2011-09-30,9018750000
2011-10-03,8707950000
2011-10-04,9113100000
2011-10-05,9951150000
2011-10-06,10295250000
2011-10-07,10034400000
2011-10-10,10672650000
2011-10-11,11016750000
2011-10-12,11283150000
2011-10-13,11488500000
2011-10-14,11982450000
2011-10-17,11482950000
2011-10-18,11865900000
2011-10-19,11582850000
2011-10-20,11860350000
2011-10-21,12015750000
2011-10-24,11793750000
2011-10-25,11077800000
2011-10-26,12759450000
2011-10-27,13314450000
2011-10-28,13547550000
2011-10-31,12481950000
2011-11-01,12293250000
2011-11-02,12759450000
2011-11-03,12903750000
2011-11-04,13086900000
2011-11-07,13281150000
2011-11-08,13358850000
2011-11-09,12942600000
2011-11-10,12992550000
2011-11-11,12565200000
2011-11-14,12393150000
2011-11-15,12620700000
2011-11-16,11444100000
2011-11-17,11094450000
2011-11-18,11066700000
2011-11-21,10694850000
2011-11-22,10594950000
2011-11-23,10350750000
2011-11-25,10261950000
2011-11-28,10750350000
2011-11-29,10850250000
2011-11-30,11299800000
2011-12-01,11222100000
2011-12-02,11444100000
2011-12-05,11566200000
2011-12-06,11349750000
2011-12-07,11188800000
2011-12-08,10594950000
2011-12-09,10728150000
2011-12-12,10500600000
2011-12-13,10378500000
2011-12-14,10328550000
2011-12-15,10317450000
2011-12-16,10411800000
2011-12-19,10089900000
2011-12-20,10561650000
2011-12-21,10667100000
2011-12-22,10650450000
2011-12-23,10672650000
2011-12-27,10783650000
2011-12-28,10539450000
2011-12-29,10528350000
2011-12-30,10678200000
2012-01-03,10540630000
2012-01-04,10287170000
2012-01-05,9978610000
2012-01-06,10259620000
2012-01-09,9879430000
2012-01-10,10110850000
2012-01-11,10298190000
2012-01-12,10546140000
2012-01-13,10584710000
2012-01-17,11097140000
2012-01-18,11609570000
2012-01-19,11582020000
2012-01-20,11840990000
2012-01-23,11846500000
2012-01-24,12182610000
2012-01-25,12414030000
2012-01-26,12033840000
2012-01-27,12149550000
2012-01-30,12226690000
2012-01-31,12083430000
2012-02-01,12077920000
2012-02-02,12127510000
2012-02-03,12403010000
2012-02-06,12518720000
2012-02-07,12739120000
2012-02-08,12612390000
2012-02-09,12739120000
2012-02-10,12496680000
2012-02-13,12314850000
2012-02-14,12397500000
2012-02-15,12524230000
2012-02-16,12766670000
2012-02-17,12584840000
2012-02-21,12860340000
2012-02-22,12849320000
2012-02-23,12992580000
2012-02-24,12281790000
2012-02-27,12353420000
2012-02-28,12485660000
2012-02-29,12336890000
2012-03-01,12942990000
2012-03-02,13102780000
2012-03-05,12937480000
2012-03-06,12678510000
2012-03-07,13598680000
2012-03-08,14039480000
2012-03-09,14386610000
2012-03-12,14215800000
2012-03-13,14342530000
2012-03-14,14094580000
2012-03-15,14111110000
2012-03-16,14100090000
2012-03-19,14078050000
2012-03-20,13830100000
2012-03-21,13670310000
2012-03-22,13317670000
2012-03-23,13444400000
2012-03-26,13626230000
2012-03-27,13863160000
2012-03-28,13758470000
2012-03-29,13422360000
2012-03-30,12981560000
2012-04-02,13238500000
2012-04-03,12771000000
2012-04-04,12705000000
2012-04-05,12540000000
2012-04-09,12424500000
2012-04-10,11863500000
2012-04-11,11962500000
2012-04-12,12534500000
2012-04-13,12138500000
2012-04-16,11742500000
2012-04-17,12105500000
2012-04-18,12006500000
2012-04-19,12017500000
2012-04-20,11940500000
2012-04-23,11874500000
2012-04-24,12028500000
2012-04-25,12144000000
2012-04-26,12353000000
2012-04-27,12628000000
2012-04-30,12419000000
2012-05-01,12490500000
2012-05-02,12171500000
2012-05-03,11836000000
2012-05-04,11539000000
2012-05-07,11500500000
2012-05-08,11341000000
2012-05-09,11302500000
2012-05-10,11341000000
2012-05-11,11330000000
2012-05-14,11088000000
2012-05-15,10818500000
2012-05-16,10972500000
2012-05-17,10851500000
2012-05-18,10780000000
2012-05-21,11000000000
2012-05-22,11088000000
2012-05-23,11165000000
2012-05-24,11121000000
2012-05-25,11231000000
2012-05-29,11247500000
2012-05-30,10967000000
2012-05-31,10609500000
2012-06-01,10395000000
2012-06-04,10241000000
2012-06-05,10560000000
2012-06-06,10917500000
2012-06-07,10785500000
2012-06-08,10692000000
2012-06-11,10983500000
2012-06-12,11203500000
2012-06-13,10928500000
2012-06-14,11005500000
2012-06-15,11181500000
2012-06-18,10956000000
2012-06-19,11577500000
2012-06-20,11836000000
2012-06-21,11555500000
2012-06-22,11814000000
2012-06-25,11550000000
2012-06-26,11737000000
2012-06-27,11874500000
2012-06-28,12028500000
2012-06-29,12138500000
2012-07-02,12138390000
2012-07-03,12550140000
2012-07-05,12248190000
2012-07-06,12325050000
2012-07-09,11946240000
2012-07-10,11863890000
2012-07-11,12056040000
2012-07-12,12193290000
2012-07-13,12473280000
2012-07-16,12665430000
2012-07-17,12769740000
2012-07-18,12956400000
2012-07-19,12758760000
2012-07-20,12819150000
2012-07-23,12874050000
2012-07-24,12643470000
2012-07-25,12511710000
2012-07-26,12802680000
2012-07-27,13099140000
2012-07-30,13088160000
2012-07-31,13801860000
2012-08-01,13626180000
2012-08-02,13697550000
2012-08-03,13972050000
2012-08-06,14120280000
2012-08-07,14334390000
2012-08-08,14433210000
2012-08-09,14482620000
2012-08-10,14603400000
2012-08-13,14317920000
2012-08-14,14405760000
2012-08-15,14350860000
2012-08-16,14564970000
2012-08-17,14455170000
2012-08-20,14927310000
2012-08-21,14954760000
2012-08-22,14828490000
2012-08-23,14658300000
2012-08-24,14674770000
2012-08-27,15443370000
2012-08-28,15619050000
2012-08-29,15443370000
2012-08-30,15421410000
2012-08-31,15684930000
2012-09-04,15564150000
2012-09-05,15668460000
2012-09-06,15767280000
2012-09-07,16146090000
2012-09-10,16069230000
2012-09-11,16442550000
2012-09-12,16448040000
2012-09-13,16453530000
2012-09-14,16936650000
2012-09-17,16080210000
2012-09-18,15855120000
2012-09-19,16168050000
2012-09-20,16129620000
2012-09-21,16041780000
2012-09-24,15931980000
2012-09-25,15794730000
2012-09-26,15503760000
2012-09-27,15778260000
2012-09-28,15899040000
2012-10-01,16182870000
2012-10-02,16188380000
2012-10-03,15912880000
2012-10-04,16425310000
2012-10-05,16061650000
2012-10-08,15973490000
2012-10-09,15813700000
2012-10-10,14843940000
2012-10-11,14678640000
2012-10-12,14612520000
2012-10-15,14507830000
2012-10-16,14865980000
2012-10-17,15124950000
2012-10-18,14926590000
2012-10-19,14871490000
2012-10-22,14843940000
2012-10-23,14281920000
2012-10-24,14309470000
2012-10-25,14348040000
2012-10-26,14623540000
2012-10-31,14656600000
2012-11-01,14485790000
2012-11-02,14204780000
2012-11-05,14546400000
2012-11-06,15141480000
2012-11-07,14799860000
2012-11-08,14794350000
2012-11-09,14904550000
2012-11-12,14838430000
2012-11-13,14717210000
2012-11-14,14535380000
2012-11-15,14899040000
2012-11-16,14788840000
2012-11-19,15163520000
2012-11-20,15389430000
2012-11-21,15615340000
2012-11-23,16078180000
2012-11-26,15912880000
2012-11-27,15686970000
2012-11-28,15940430000
2012-11-29,16237970000
2012-11-30,16248990000
2012-12-03,16061650000
2012-12-04,16221440000
2012-12-05,15786150000
2012-12-06,16017570000
2012-12-07,16045120000
2012-12-10,16447350000
2012-12-11,16447350000
2012-12-12,16513470000
2012-12-13,16419800000
2012-12-14,16805500000
2012-12-17,17147120000
2012-12-18,17246300000
2012-12-19,17141610000
2012-12-20,17317930000
2012-12-21,17196710000
2012-12-24,16992840000
2012-12-26,16965290000
2012-12-27,17036920000
2012-12-28,16673260000
2012-12-31,17154500000
2013-01-02,17836500000
2013-01-03,17457000000
2013-01-04,17754000000
2013-01-07,17270000000
2013-01-08,17429500000
2013-01-09,17281000000
2013-01-10,17545000000
2013-01-11,17446000000
2013-01-14,17759500000
2013-01-15,17996000000
2013-01-16,18496500000
2013-01-17,18513000000
2013-01-18,18480000000
2013-01-22,18683500000
2013-01-23,19090500000
2013-01-24,19085000000
2013-01-25,19156500000
2013-01-28,19514000000
2013-01-29,22005500000
2013-01-30,21994500000
2013-01-31,21983500000
2013-02-01,22550000000
2013-02-04,22572000000
2013-02-05,22973500000
2013-02-06,22847000000
2013-02-07,22786500000
2013-02-08,23193500000
2013-02-11,23199000000
2013-02-12,22951500000
2013-02-13,23248500000
2013-02-14,23743500000
2013-02-15,23776500000
2013-02-19,23996500000
2013-02-20,22588500000
2013-02-21,22891000000
2013-02-22,23160500000
2013-02-25,22247500000
2013-02-26,22588500000
2013-02-27,23122000000
2013-02-28,22918500000
2013-03-01,23441000000
2013-03-04,24387000000
2013-03-05,24255000000
2013-03-06,23941500000
2013-03-07,23380500000
2013-03-08,22874500000
2013-03-11,21978000000
2013-03-12,22902000000
2013-03-13,21829500000
2013-03-14,22038500000
2013-03-15,22209000000
2013-03-18,22319000000
2013-03-19,22231000000
2013-03-20,22456500000
2013-03-21,22132000000
2013-03-22,22242000000
2013-03-25,22264000000
2013-03-26,22599500000
2013-03-27,22599500000
2013-03-28,22869000000
2013-04-01,22322730000
2013-04-02,21052110000
2013-04-03,20150730000
2013-04-04,20568840000
2013-04-05,20834910000
2013-04-08,20905500000
2013-04-09,21171570000
2013-04-10,21329040000
2013-04-11,20476530000
2013-04-12,20302770000
2013-04-15,19260210000
2013-04-16,19672890000
2013-04-17,18977850000
2013-04-18,19205910000
2013-04-19,19477410000
2013-04-22,19748910000
2013-04-23,20177880000
2013-04-24,20829480000
2013-04-25,20471100000
2013-04-26,20210460000
2013-04-29,20449380000
2013-04-30,20014980000
2013-05-01,19249350000
2013-05-02,20080140000
2013-05-03,20411370000
2013-05-06,20840340000
2013-05-07,21236730000
2013-05-08,20775180000
2013-05-09,20758890000
2013-05-10,21068400000
2013-05-13,20699160000
2013-05-14,21182430000
2013-05-15,21616830000
2013-05-16,21508230000
2013-05-17,22371600000
2013-05-20,22854870000
2013-05-21,22377030000
2013-05-22,22007790000
2013-05-23,21850320000
2013-05-24,21752580000
2013-05-28,22116390000
2013-05-29,21980640000
2013-05-30,22078380000
2013-05-31,22062090000
2013-06-03,21855750000
2013-06-04,21155280000
2013-06-05,20970660000
2013-06-06,21323610000
2013-06-07,21486510000
2013-06-10,21160710000
2013-06-11,20894640000
2013-06-12,20612280000
2013-06-13,20992380000
2013-06-14,20639430000
2013-06-17,20606850000
2013-06-18,20672010000
2013-06-19,20405940000
2013-06-20,19401390000
2013-06-21,19216770000
2013-06-24,18331680000
2013-06-25,18994140000
2013-06-26,19222200000
2013-06-27,18999570000
2013-06-28,18880110000
2013-07-01,18495000000
2013-07-02,18111600000
2013-07-03,18192600000
2013-07-05,18279000000
2013-07-08,18646200000
2013-07-09,18511200000
2013-07-10,18117000000
2013-07-11,18651600000
2013-07-12,19364400000
2013-07-15,19105200000
2013-07-16,18781200000
2013-07-17,18954000000
2013-07-18,18478800000
2013-07-19,18743400000
2013-07-22,19045800000
2013-07-23,19078200000
2013-07-24,18684000000
2013-07-25,19261800000
2013-07-26,19461600000
2013-07-29,19326600000
2013-07-30,19186200000
2013-07-31,19315800000
2013-08-01,19472400000
2013-08-02,18948600000
2013-08-05,18970200000
2013-08-06,19726200000
2013-08-07,19737000000
2013-08-08,19996200000
2013-08-09,20050200000
2013-08-12,19899000000
2013-08-13,19904400000
2013-08-14,19839600000
2013-08-15,19402200000
2013-08-16,19121400000
2013-08-19,18613800000
2013-08-20,19029600000
2013-08-21,19116000000
2013-08-22,19429200000
2013-08-23,19656000000
2013-08-26,19450800000
2013-08-27,19040400000
2013-08-28,19315800000
2013-08-29,19332000000
2013-08-30,19186200000
2013-09-03,19602000000
2013-09-04,19915200000
2013-09-05,19845000000
2013-09-06,19850400000
2013-09-09,19758600000
2013-09-10,19521000000
2013-09-11,19477800000
2013-09-12,18738000000
2013-09-13,18927000000
2013-09-16,18662400000
2013-09-17,18684000000
2013-09-18,18954000000
2013-09-19,18754200000
2013-09-20,18597600000
2013-09-23,18419400000
2013-09-24,18527400000
2013-09-25,18835200000
2013-09-26,18527400000
2013-09-27,18522000000
2013-09-30,18304400000
2013-10-01,18138240000
2013-10-02,18427680000
2013-10-03,18277600000
2013-10-04,18459840000
2013-10-07,18250800000
2013-10-08,18079280000
2013-10-09,18207920000
2013-10-10,19065520000
2013-10-11,19585440000
2013-10-14,19601520000
2013-10-15,19558640000
2013-10-16,19966000000
2013-10-17,20577040000
2013-10-18,20957600000
2013-10-21,21306000000
2013-10-22,21681200000
2013-10-23,21509680000
2013-10-24,21129120000
2013-10-25,21139840000
2013-10-28,21145200000
2013-10-29,21552560000
2013-10-30,22195760000
2013-10-31,22067120000
2013-11-01,21976000000
2013-11-04,22270800000
2013-11-05,22211840000
2013-11-06,21568640000
2013-11-07,21054080000
2013-11-08,21611520000
2013-11-11,21606160000
2013-11-12,21986720000
2013-11-13,22104640000
2013-11-14,22962240000
2013-11-15,23048000000
2013-11-18,23005120000
2013-11-19,22694240000
2013-11-20,22570960000
2013-11-21,22801440000
2013-11-22,23642960000
2013-11-25,23894880000
2013-11-26,23771600000
