,CME
2012-03-13,18062499000
2012-03-14,18297377650
2012-03-15,18939158750
2012-03-16,19150880350
2012-03-19,19190578150
2012-03-20,19478387200
2012-03-21,19759579950
2012-03-22,19567707250
2012-03-23,19584248000
2012-03-26,19696725100
2012-03-27,19458538300
2012-03-28,19233584100
2012-03-29,19160804800
2012-03-30,19144264050
2012-04-02,19281982720
2012-04-03,19096579040
2012-04-04,18950904720
2012-04-05,19066782020
2012-04-09,18848270540
2012-04-10,18679420760
2012-04-11,18815162740
2012-04-12,19036985000
2012-04-13,18682731540
2012-04-16,18586718920
2012-04-17,18553611120
2012-04-18,18431112260
2012-04-19,18371518220
2012-04-20,18080169580
2012-04-23,18004021640
2012-04-24,18047061780
2012-04-25,18086791140
2012-04-26,18143074400
2012-04-27,17772267040
2012-04-30,17600106480
2012-05-01,17772267040
2012-05-02,17424635140
2012-05-03,17490850740
2012-05-04,17093557140
2012-05-07,16908153460
2012-05-08,17010787640
2012-05-09,17216056000
2012-05-10,17328622520
2012-05-11,17411392020
2012-05-14,17222677560
2012-05-15,17120043380
2012-05-16,17000855300
2012-05-17,16792276160
2012-05-18,17083624800
2012-05-21,17477607620
2012-05-22,17033963100
2012-05-23,16785654600
2012-05-24,16961125939
2012-05-25,17381595000
2012-05-29,17467675280
2012-05-30,17265717700
2012-05-31,17053827780
2012-06-01,17017409200
2012-06-04,17269028480
2012-06-05,17759023920
2012-06-06,17845104200
2012-06-07,17659700520
2012-06-08,17980846180
2012-06-11,18093412700
2012-06-12,18225843900
2012-06-13,17990778520
2012-06-14,18070237240
2012-06-15,18401315240
2012-06-18,18686042320
2012-06-19,18533746440
2012-06-20,18354964320
2012-06-21,17980846180
2012-06-22,18030507880
2012-06-25,17689497540
2012-06-26,17825239520
2012-06-27,17537201660
2012-06-28,17517336980
2012-06-29,17752402360
2012-07-02,17977202250
2012-07-03,17887730460
2012-07-05,17572922310
2012-07-06,17463567900
2012-07-09,17367468570
2012-07-10,17158701060
2012-07-11,17198466300
2012-07-12,17277996780
2012-07-13,17440371510
2012-07-16,17390664960
2012-07-17,17440371510
2012-07-18,17476822980
2012-07-19,17268055470
2012-07-20,17032777800
2012-07-23,16939992240
2012-07-24,16936678470
2012-07-25,16986385020
2012-07-26,17377409880
2012-07-27,17400606270
2012-07-30,17337644640
2012-07-31,17268055470
2012-08-01,16936678470
2012-08-02,16512515910
2012-08-03,16877030610
2012-08-06,17231604000
2012-08-07,17582863620
2012-08-08,17546412150
2012-08-09,17731983270
2012-08-10,17758493430
2012-08-13,17728669500
2012-08-14,17423802660
2012-08-15,17446999050
2012-08-16,17722041960
2012-08-17,17930809470
2012-08-20,17891044230
2012-08-21,17758493430
2012-08-22,17745238350
2012-08-23,17672335410
2012-08-24,17785003590
2012-08-27,17794944900
2012-08-28,17900985540
2012-08-29,18033536340
2012-08-30,18063360270
2012-08-31,18192597300
2012-09-04,18328461870
2012-09-05,18328461870
2012-09-06,18686349030
2012-09-07,19352416800
2012-09-10,19422005970
2012-09-11,19412064660
2012-09-12,19528046610
2012-09-13,19667224950
2012-09-14,19514791530
2012-09-17,19458457440
2012-09-18,19352416800
2012-09-19,19127080440
2012-09-20,19233121080
2012-09-21,19216552230
2012-09-24,19180100760
2012-09-25,18928254240
2012-09-26,18981274560
2012-09-27,19021039800
2012-09-28,18984588330
2012-10-01,18942011400
2012-10-02,18945328740
2012-10-03,18932059380
2012-10-04,19084657020
2012-10-05,19081339680
2012-10-08,19078022340
2012-10-09,18898885980
2012-10-10,18882299280
2012-10-11,18769509720
2012-10-12,18699845580
2012-10-15,18862395240
2012-10-16,19071387660
2012-10-17,19204081260
2012-10-18,19127782440
2012-10-19,18742971000
2012-10-22,18789413760
2012-10-23,18736336320
2012-10-24,18759557700
2012-10-25,18245370000
2012-10-26,18384698280
2012-10-31,18553882620
2012-11-01,18733018980
2012-11-02,18480901140
2012-11-05,18623546760
2012-11-06,18699845580
2012-11-07,18434458380
2012-11-08,18155801820
2012-11-09,18016473540
2012-11-12,18026425560
2012-11-13,17900366640
2012-11-14,17767673040
2012-11-15,17940174720
2012-11-16,17993252160
2012-11-19,18062916300
2012-11-20,18112676400
2012-11-21,18056281620
2012-11-23,18125945760
2012-11-26,18334938180
2012-11-27,18009838860
2012-11-28,18212196600
2012-11-29,18295130100
2012-11-30,18334938180
2012-12-03,18434458380
2012-12-04,18129263100
2012-12-05,18152484480
2012-12-06,18255322020
2012-12-07,18232100640
2012-12-10,17933540040
2012-12-11,17558680620
2012-12-12,17515555200
2012-12-13,16988098140
2012-12-14,16994732819
2012-12-17,17120791740
2012-12-18,17386178940
2012-12-19,17459160420
2012-12-20,17051127600
2012-12-21,16832183160
2012-12-24,16862039220
2012-12-26,16835500500
2012-12-27,16702806900
2012-12-28,16626508080
2012-12-31,16820058510
2013-01-02,17042467020
2013-01-03,17115496680
2013-01-04,17849112810
2013-01-07,17756165970
2013-01-08,17560313700
2013-01-09,17547035580
2013-01-10,17699733960
2013-01-11,17932101060
2013-01-14,18035006490
2013-01-15,18171107220
2013-01-16,18187704870
2013-01-17,18416752440
2013-01-18,18423391500
2013-01-22,18791859330
2013-01-23,18871528050
2013-01-24,19014267840
2013-01-25,19153688100
2013-01-28,19140409980
2013-01-29,19226717760
2013-01-30,19293108360
2013-01-31,19200161520
2013-02-01,19598505120
2013-02-04,19346220840
2013-02-05,19644978540
2013-02-06,18831693690
2013-02-07,18888125700
2013-02-08,19010948310
2013-02-11,18898084290
2013-02-12,18987711600
2013-02-13,19007628780
2013-02-14,19399333320
2013-02-15,19425889560
2013-02-19,19568629350
2013-02-20,19259913060
2013-02-21,19127131860
2013-02-22,19356179430
2013-02-25,19180244340
2013-02-26,19578587940
2013-02-27,19923819060
2013-02-28,19807635510
2013-03-01,19890623760
2013-03-04,20209298640
2013-03-05,20458263390
2013-03-06,20584405530
2013-03-07,20491458690
2013-03-08,20693950020
2013-03-11,20776938270
2013-03-12,20747062500
2013-03-13,20753701560
2013-03-14,20939595240
2013-03-15,20959512420
2013-03-18,20773618740
2013-03-19,20295606420
2013-03-20,20591044590
2013-03-21,20225896290
2013-03-22,20454943860
2013-03-25,20345399370
2013-03-26,20435026680
2013-03-27,20368636080
2013-03-28,20385233730
2013-04-01,20249537130
2013-04-02,20139864600
2013-04-03,19953753640
2013-04-04,19943783410
2013-04-05,19754349040
2013-04-08,20023545250
2013-04-09,19927166360
2013-04-10,20013575020
2013-04-11,20203009390
2013-04-12,20099983680
2013-04-15,19554944440
2013-04-16,19757672450
2013-04-17,19518386930
2013-04-18,19451918730
2013-04-19,19611442410
2013-04-22,20033515480
2013-04-23,19893932260
2013-04-24,19996957970
2013-04-25,20282771230
2013-04-26,20196362570
2013-04-29,20219626440
2013-04-30,20226273260
2013-05-01,19983664330
2013-05-02,20073396400
2013-05-03,20153158240
2013-05-06,20259507360
2013-05-07,20099983680
2013-05-08,20173098700
2013-05-09,20193039160
2013-05-10,20777959320
2013-05-13,20894278670
2013-05-14,21173445110
2013-05-15,21283117640
2013-05-16,21346262430
2013-05-17,21658662970
2013-05-20,21688573660
2013-05-21,21376173119
2013-05-22,20960746870
2013-05-23,21313028330
2013-05-24,21449288140
2013-05-28,21765012090
2013-05-29,22472898420
2013-05-30,23190754980
2013-05-31,22575924130
2013-06-03,22855090570
2013-06-04,22988026970
2013-06-05,23021261070
2013-06-06,22904941720
2013-06-07,23928552000
2013-06-10,24264216410
2013-06-11,24058164990
2013-06-12,24021607480
2013-06-13,24639761740
2013-06-14,24689612890
2013-06-17,25387528990
2013-06-18,25683312480
2013-06-19,25244622359
2013-06-20,25620167690
2013-06-21,25520465390
2013-06-24,25277856460
2013-06-25,25384205580
2013-06-26,25360941710
2013-06-27,25430733320
2013-06-28,25241298950
2013-07-01,25459697130
2013-07-02,25023777600
2013-07-03,25193486729
2013-07-05,25825736430
2013-07-08,25719252270
2013-07-09,25522922100
2013-07-10,25439731350
2013-07-11,25539560250
2013-07-12,25735890420
2013-07-15,25662682560
2013-07-16,25386489270
2013-07-17,25299970890
2013-07-18,25423093200
2013-07-19,24874034250
2013-07-22,24531288360
2013-07-23,24517977840
2013-07-24,24501339690
2013-07-25,24571219920
2013-07-26,24557909400
2013-07-29,24740929050
2013-07-30,24671048820
2013-07-31,24644427780
2013-08-01,24015505710
2013-08-02,24058764900
2013-08-05,23978901780
2013-08-06,24088713570
2013-08-07,23919004440
2013-08-08,24032143860
2013-08-09,24012178080
2013-08-12,23809192650
2013-08-13,24770877720
2013-08-14,24607823850
2013-08-15,24900655290
2013-08-16,24408166050
2013-08-19,24058764900
2013-08-20,24088713570
2013-08-21,24055437270
2013-08-22,24178559580
2013-08-23,24151938540
2013-08-26,23938970220
2013-08-27,23459791500
2013-08-28,23549637510
2013-08-29,23449808610
2013-08-30,23662776930
2013-09-03,24068747790
2013-09-04,24507994950
2013-09-05,24414821310
2013-09-06,24102024090
2013-09-09,24135300390
2013-09-10,24368234490
2013-09-11,24188542470
2013-09-12,24198525360
2013-09-13,24075403050
2013-09-16,23869089990
2013-09-17,23942297850
2013-09-18,23586241440
2013-09-19,24577875180
2013-09-20,24807481650
2013-09-23,24494684430
2013-09-24,24301681890
2013-09-25,24810809280
2013-09-26,25060381530
2013-09-27,24900655290
2013-09-30,24649027680
2013-10-01,24955972800
2013-10-02,24679054920
2013-10-03,24665709480
2013-10-04,25022700000
2013-10-07,24819182040
2013-10-08,24168591840
2013-10-09,24035137440
2013-10-10,24855882000
2013-10-11,24939291000
2013-10-14,25139472600
2013-10-15,25079418120
2013-10-16,25519817640
2013-10-17,25609899360
2013-10-18,25633253880
2013-10-21,25569863040
2013-10-22,25933526280
2013-10-23,25763371920
2013-10-24,25679962920
2013-10-25,25523154000
2013-10-28,25079418120
2013-10-29,25026036360
2013-10-30,25006018200
2013-10-31,24759127559
2013-11-01,24922609200
2013-11-04,24629009519
2013-11-05,24575627760
2013-11-06,24932618280
2013-11-07,24909263760
2013-11-08,25960217160
2013-11-11,26003589840
2013-11-12,26213780519
2013-11-13,26233798680
2013-11-14,26303862240
2013-11-15,26544080160
2013-11-18,26614143720
2013-11-19,27071225040
2013-11-20,27164643120
2013-11-21,27885296880
2013-11-22,27975378600
2013-11-25,27454906440
2013-11-26,27341470200
2013-11-27,27461579160
2013-11-29,27341470200
2013-12-02,27154634040
2013-12-03,27014506920
2013-12-04,26710898160
2013-12-05,26393943960
2013-12-06,26680870920
2013-12-09,27034525080
2013-12-10,26604134640
2013-12-11,26333889480
2013-12-12,26727579960
2013-12-13,27194670360
2013-12-16,27478260960
2013-12-17,27655088040
2013-12-18,28238951040
2013-12-19,27918660480
2013-12-20,27955360440
2013-12-23,27731824320
2013-12-24,26700889080
2013-12-26,26650843680
2013-12-27,26327216760
2013-12-30,26170407840
2013-12-31,26198186299
2014-01-02,26031233799
2014-01-03,26445276000
2014-01-06,26178152000
2014-01-07,25984487099
2014-01-08,25730719300
2014-01-09,25744075500
2014-01-10,25540393450
2014-01-13,24715648100
2014-01-14,25139707450
2014-01-15,25296642800
2014-01-16,25209827500
2014-01-17,25206488450
2014-01-21,25286625650
2014-01-22,25326694250
2014-01-23,25213166550
2014-01-24,24849210100
2014-01-27,24351691650
2014-01-28,24441846000
2014-01-29,24154687700
2014-01-30,24815819599
2014-01-31,24962737800
2014-02-03,24435167900
2014-02-04,24578747050
2014-02-05,24562051800
2014-02-06,25370101900
2014-02-07,25273269450
2014-02-10,25229861800
2014-02-11,25560427750
2014-02-12,25643904000
2014-02-13,25707345950
2014-02-14,25747414550
2014-02-18,25450239100
2014-02-19,24966076850
2014-02-20,24628832800
2014-02-21,24612137549
2014-02-24,24815819599
2014-02-25,24461880300
2014-02-26,24234824900
2014-02-27,24428489800
2014-02-28,24648867099
2014-03-03,24745699550
2014-03-04,25376780000
2014-03-05,25517020100
2014-03-06,25630547800
2014-03-07,25700667850
2014-03-10,25620530650
2014-03-11,25346728550
2014-03-12,25393475250
2014-03-13,24969415900
2014-03-14,25163080800
2014-03-17,25463595300
2014-03-18,25346728550
2014-03-19,25279947549
2014-03-20,25683972600
2014-03-21,25860942250
2014-03-24,25724041200
2014-03-25,25557088700
2014-03-26,25049553100
2014-03-27,24682257600
2014-03-28,24652206150
2014-03-31,24729859940
2014-04-01,24275488020
2014-04-02,24145190190
2014-04-03,24115121460
2014-04-04,23587248200
2014-04-07,22581616230
2014-04-08,23096125610
2014-04-09,23229764410
2014-04-10,22842211890
2014-04-11,22367794150
2014-04-14,22468023250
2014-04-15,22648435630
2014-04-16,22962486810
2014-04-17,23152922100
2014-04-21,23196354710
2014-04-22,23767660580
2014-04-23,23854525800
2014-04-24,23687477300
2014-04-25,23517087830
2014-04-28,23637362750
2014-04-29,23664090510
2014-04-30,23517087830
2014-05-01,23613975960
2014-05-02,23243128289
2014-05-05,23303265750
2014-05-06,22902349350
2014-05-07,23507064920
2014-05-08,23109489490
2014-05-09,23249810230
2014-05-12,23690818270
2014-05-13,23583907230
2014-05-14,23323311570
2014-05-15,23213059560
2014-05-16,22945781960
2014-05-19,23503723950
2014-05-20,22892326440
2014-05-21,23393471940
2014-05-22,23834479980
2014-05-23,23720887000
2014-05-27,23944731990
2014-05-28,24031597210
2014-05-29,24208668619
2014-05-30,24054984000
2014-06-02,24038279150
2014-06-03,23717546030
2014-06-04,23473655220
2014-06-05,23223082470
2014-06-06,23326652539
2014-06-09,23590589170
2014-06-10,23396812910
2014-06-11,23540474619
2014-06-12,23684136330
2014-06-13,23871230650
2014-06-16,23687477300
2014-06-17,24095075640
2014-06-18,24148531160
2014-06-19,23964777810
2014-06-20,23971459750
2014-06-23,24118462430
2014-06-24,23644044690
2014-06-25,23613975960
2014-06-26,23553838500
2014-06-27,23527110740
2014-06-30,23727382800
2014-07-01,23740759760
2014-07-02,23764169440
2014-07-03,24198920640
2014-07-07,24125347360
2014-07-08,23760825200
2014-07-09,23938069920
2014-07-10,23453155120
2014-07-11,23573547760
2014-07-14,23837742720
2014-07-15,23837742720
2014-07-16,23750792480
2014-07-17,23787579120
2014-07-18,24232363039
2014-07-21,24540033120
2014-07-22,24937997679
2014-07-23,25041669120
2014-07-24,25202192640
2014-07-25,25098521200
2014-07-28,25128619360
2014-07-29,25249012000
2014-07-30,25359371920
2014-07-31,24727310560
2014-08-01,24807572320
2014-08-04,24804228080
2014-08-05,24630327600
2014-08-06,24610262160
2014-08-07,24486525280
2014-08-08,24530000400
2014-08-11,24536688880
2014-08-12,24483181039
2014-08-13,24593540960
2014-08-14,24610262160
2014-08-15,24533344640
2014-08-18,24683835440
2014-08-19,24583508240
2014-08-20,24804228080
2014-08-21,24961407360
2014-08-22,25034980640
2014-08-25,25299175600
2014-08-26,25536616640
2014-08-27,25570059039
2014-08-28,25610189920
2014-08-29,25600157200
2014-09-02,25667042000
2014-09-03,25590124480
2014-09-04,25620222640
2014-09-05,25566714800
2014-09-08,25396158560
2014-09-09,25309208320
2014-09-10,25419568240
2014-09-11,25924548480
2014-09-12,26529855920
2014-09-15,26693723679
2014-09-16,26710444880
2014-09-17,26984672560
2014-09-18,27743815039
2014-09-19,27703684160
2014-09-22,27613389679
2014-09-23,27131819120
2014-09-24,27181982720
2014-09-25,26486380800
2014-09-26,26763952720
2014-09-29,26586708000
2014-09-30,26802352119
2014-10-01,26614641800
2014-10-02,26956542740
2014-10-03,27134197150
2014-10-06,27268275950
2014-10-07,26731960750
2014-10-08,27204588520
2014-10-09,27144253060
2014-10-10,27355427170
2014-10-13,26483914970
2014-10-14,26765480450
2014-10-15,26584474070
2014-10-16,26524138610
2014-10-17,26232517220
2014-10-20,26611289830
2014-10-21,26829167880
2014-10-22,26644809530
2014-10-23,27217996400
2014-10-24,27590065070
2014-10-27,27479450060
2014-10-28,27261572010
2014-10-29,27429170510
2014-10-30,27338667320
2014-10-31,28092860570
2014-11-03,28421353630
2014-11-04,28582248190
2014-11-05,28749846690
2014-11-06,28917445190
2014-11-07,28692863200
2014-11-10,28810182150
2014-11-11,28924149130
2014-11-12,28692863200
2014-11-13,28538672580
2014-11-14,28431409539
2014-11-17,28186715730
2014-11-18,28059340869
2014-11-19,28082804660
2014-11-20,28019117230
2014-11-21,27868278580
2014-11-24,27942021920
2014-11-25,27999005410
2014-11-26,28052636930
2014-11-28,28371074080
2014-12-01,28361018170
2014-12-02,28696215170
2014-12-03,29074987780
2014-12-04,29242586280
2014-12-05,29745381780
2014-12-08,29809069210
2014-12-09,29691750260
2014-12-10,29842588910
2014-12-11,29658230560
2014-12-12,29188954760
2014-12-15,29477224180
2014-12-16,29329737500
2014-12-17,30147618180
2014-12-18,30931979160
2014-12-19,30958794920
2014-12-22,31143153270
2014-12-23,31079465840
2014-12-24,30362144260
2014-12-26,30298456830
2014-12-29,30228065460
2014-12-30,30117450450
2014-12-31,29758032000
2015-01-02,29586835200
2015-01-05,29754675200
2015-01-06,29301507200
2015-01-07,29640544000
2015-01-08,29778172799
2015-01-09,29805027200
2015-01-12,29408924800
2015-01-13,29247798400
2015-01-14,28536156800
2015-01-15,28489161600
2015-01-16,28546227200
2015-01-20,28717424000
2015-01-21,28717424000
2015-01-22,29731177599
2015-01-23,29714393600
2015-01-26,29805027200
2015-01-27,29328361600
2015-01-28,28589865600
2015-01-29,28942329600
2015-01-30,28633504000
2015-02-02,29231014400
2015-02-03,29294793600
2015-02-04,29959440000
2015-02-05,30493171200
2015-02-06,31624412799
2015-02-09,31493497599
2015-02-10,31762041600
2015-02-11,31825820800
2015-02-12,31993660800
2015-02-13,31527065600
2015-02-17,31621056000
2015-02-18,31473356800
2015-02-19,31614342400
2015-02-20,31637840000
2015-02-23,31886243200
2015-02-24,32282345600
2015-02-25,32403190400
2015-02-26,32231993600
2015-02-27,32201782400
2015-03-02,32601241600
2015-03-03,32594527999
2015-03-04,32389763200
2015-03-05,32500537599
2015-03-06,32030585600
2015-03-09,32416617599
2015-03-10,31990304000
2015-03-11,32322627200
2015-03-12,32671734400
2015-03-13,32503894400
2015-03-16,33588140800
2015-03-17,33484080000
2015-03-18,33228963200
2015-03-19,33457225600
2015-03-20,33484080000
2015-03-23,33148400000
2015-03-24,32675091200
2015-03-25,31644553600
2015-03-26,31819107200
2015-03-27,31775468800
2015-03-30,31986947200
2015-03-31,31825969559
2015-04-01,31755402000
2015-04-02,31221104760
2015-04-06,30948915599
2015-04-07,30438140880
2015-04-08,30364212960
2015-04-09,30528870599
2015-04-10,31006041720
2015-04-13,30925393080
2015-04-14,30646483200
2015-04-15,30629681400
2015-04-16,30754014720
2015-04-17,30212996760
2015-04-20,30508708440
2015-04-21,30323888640
2015-04-22,30468384120
2015-04-23,30347411160
2015-04-24,30206276040
2015-04-27,29860158960
2015-04-28,30078582360
2015-04-29,29974411200
2015-04-30,30549032760
2015-05-01,30505348080
2015-05-04,30518789519
2015-05-05,30549032760
2015-05-06,30344050800
2015-05-07,31049726400
2015-05-08,31711717320
2015-05-11,32057834400
2015-05-12,31940221800
2015-05-13,31970465040
2015-05-14,32289699240
2015-05-15,31920059640
2015-05-18,31896537120
2015-05-19,31926780360
2015-05-20,31567221840
2015-05-21,31385762400
2015-05-22,31580663280
2015-05-26,31405924559
2015-05-27,31547059680
2015-05-28,31597465080
2015-05-29,31654591200
2015-06-01,31631068680
2015-06-02,31688194800
2015-06-03,31762122720
2015-06-04,31668032640
2015-06-05,32242654200
2015-06-08,31980546120
2015-06-09,32360266800
2015-06-10,33129789240
2015-06-11,33223879320
2015-06-12,32571969480
2015-06-15,32340104640
2015-06-16,32437555080
2015-06-17,32410672200
2015-06-18,32262816360
2015-06-19,31584023640
2015-06-22,31812528120
2015-06-23,31852852440
2015-06-24,31473131760
2015-06-25,31587384000
2015-06-26,31530257880
2015-06-29,31019483160
2015-06-30,31298218380
2015-07-01,31516828329
2015-07-02,31705169210
2015-07-06,31809429340
2015-07-07,32031402520
2015-07-08,31954048230
2015-07-09,32613241310
2015-07-10,33131178730
2015-07-13,32989923070
2015-07-14,32697322060
2015-07-15,32895752630
2015-07-16,33353151910
2015-07-17,33541492790
2015-07-20,33578488320
2015-07-21,33195080100
2015-07-22,33275797620
2015-07-23,32495528260
2015-07-24,32508981180
2015-07-27,32135662650
2015-07-28,32340819680
2015-07-29,32626694230
2015-07-30,32626694230
2015-07-31,32300460920
2015-08-03,32613241310
2015-08-04,32519070870
2015-08-05,32922658470
2015-08-06,32653600070
2015-08-07,32704048520
2015-08-10,32959654000
2015-08-11,32707411750
2015-08-12,32630057460
2015-08-13,32865483560
2015-08-14,33013465680
2015-08-17,33043734750
2015-08-18,33057187670
2015-08-19,32700685290
2015-08-20,32307187380
2015-08-21,30820639720
2015-08-24,29845303020
2015-08-25,29966379299
2015-08-26,30854272020
2015-08-27,31537007710
2015-08-28,31822882260
2015-08-31,31762344120
2015-09-01,30645751760
2015-09-02,31130056880
2015-09-03,31550460630
2015-09-04,31086334890
2015-09-08,31890146859
2015-09-09,30941716000
2015-09-10,31436110810
2015-09-11,31775797040
2015-09-14,31762344120
2015-09-15,32031402520
2015-09-16,32075124510
2015-09-17,31049339359
2015-09-18,30403599200
2015-09-21,30924899850
2015-09-22,30507859329
2015-09-23,30686110520
2015-09-24,30322881680
2015-09-25,31069518740
2015-09-28,30443957960
2015-09-29,30400235970
2015-09-30,31238912560
2015-10-01,31589230320
2015-10-02,30507961079
2015-10-05,30730278120
2015-10-06,30265433399
2015-10-07,30548382360
2015-10-08,30275538720
2015-10-09,29743325200
2015-10-12,30167748640
2015-10-13,29729851440
2015-10-14,29413218079
2015-10-15,30043116360
2015-10-16,30282275600
2015-10-19,30787541600
2015-10-20,30834699760
2015-10-21,30430486960
2015-10-22,31144596239
2015-10-23,31646493800
2015-10-26,31629651600
2015-10-27,31626283160
2015-10-28,32316813360
2015-10-29,32815342480
2015-10-30,31821652680
2015-11-02,32481866920
2015-11-03,32340392440
2015-11-04,32131549160
2015-11-05,32171970440
2015-11-06,32603130760
2015-11-09,32747973680
2015-11-10,32892816600
2015-11-11,32977027600
2015-11-12,32454919399
2015-11-13,32151759800
2015-11-16,32283128960
2015-11-17,32074285680
2015-11-18,32394287480
2015-11-19,32734499920
2015-11-20,32886079720
2015-11-23,32781658079
2015-11-24,32390919040
2015-11-25,32313444920
2015-11-27,32555972600
2015-11-30,32892816600
2015-12-01,32960185399
2015-12-02,33088186120
2015-12-03,32145022920
2015-12-04,33573241480
2015-12-07,33529451760
2015-12-08,32946711640
2015-12-09,31680178200
2015-12-10,31973232480
2015-12-11,31040174600
2015-12-14,31895758360
2015-12-15,32050706600
2015-12-16,32175338880
2015-12-17,31990074680
2015-12-18,31174912200
2015-12-21,31137859360
2015-12-22,31895758360
2015-12-23,30649435560
2015-12-24,30955963600
2015-12-28,30952595160
2015-12-29,31097438079
2015-12-30,30827962880
2015-12-31,30533468399
2016-01-04,29883031380
2016-01-05,30118941180
2016-01-06,29970655020
2016-01-07,29498835420
2016-01-08,29060717220
2016-01-11,29303367300
2016-01-12,29404471500
2016-01-13,28366468380
2016-01-14,28545085800
2016-01-15,28548455939
2016-01-19,29020275540
2016-01-20,28376578800
2016-01-21,27631777860
2016-01-22,28568676780
2016-01-25,28524864960
2016-01-26,29107899180
2016-01-27,29225854080
2016-01-28,29350549260
2016-01-29,30280707899
2016-02-01,30142532160
2016-02-02,30031317540
2016-02-03,30129051600
2016-02-04,29094418620
2016-02-05,29842589700
2016-02-08,30395292660
2016-02-09,31446776340
2016-02-10,30509877420
2016-02-11,30102090479
2016-02-12,30718826100
2016-02-16,30570539939
2016-02-17,31055840100
2016-02-18,30769378200
2016-02-19,31450146479
2016-02-22,30995177580
2016-02-23,30971586600
2016-02-24,31106392200
2016-02-25,31406334660
2016-02-26,31399594380
2016-02-29,30816560160
2016-03-01,31194015840
2016-03-02,31443406200
2016-03-03,31793900760
2016-03-04,31948927200
2016-03-07,31537770120
2016-03-08,31440036060
2016-03-09,31645614600
2016-03-10,31588322220
2016-03-11,31878154260
2016-03-14,32484779460
2016-03-15,32592623939
2016-03-16,32481409320
2016-03-17,32494889880
2016-03-18,32336493300
2016-03-21,32285941200
2016-03-22,32211798120
2016-03-23,32474669040
2016-03-24,32073622380
2016-03-28,32087102939
2016-03-29,32016330000
2016-03-30,32208427979
2016-03-31,32396608450
2016-04-01,32700168550
2016-04-04,32629337860
2016-04-05,31883929170
2016-04-06,31833335820
2016-04-07,31104791580
2016-04-08,30049077010
2016-04-11,30254823300
2016-04-12,30372874450
2016-04-13,30447078030
2016-04-14,30683180330
2016-04-15,30841706160
2016-04-18,30855197720
2016-04-19,31239707180
2016-04-20,31401605899
2016-04-21,31384741450
2016-04-22,31772623800
2016-04-25,31603979300
2016-04-26,31745640680
2016-04-27,31860318939
2016-04-28,31141893370
2016-04-29,31000231990
2016-05-02,31576996180
2016-05-03,31310537870
2016-05-04,31138520479
2016-05-05,31344266770
2016-05-06,31327402320
2016-05-09,31705166000
2016-05-10,31954759860
2016-05-11,31597233520
2016-05-12,32076183899
2016-05-13,31816471370
2016-05-16,32055946560
2016-05-17,31853573160
2016-05-18,32646202310
2016-05-19,32305540420
2016-05-20,32531524050
2016-05-23,32592236070
2016-05-24,33037457550
2016-05-25,32959881080
2016-05-26,32875558830
2016-05-27,33260068290
2016-05-31,33017220210
2016-06-01,33057694890
2016-06-02,32899169060
2016-06-03,32652948090
2016-06-06,32642829420
2016-06-07,32393235560
2016-06-08,32173997710
2016-06-09,32052573670
2016-06-10,32120031470
2016-06-13,32130150140
2016-06-14,31981742979
2016-06-15,31765878020
2016-06-16,32096421240
2016-06-17,31735522010
2016-06-20,31715284670
2016-06-21,31533148610
2016-06-22,31722030450
2016-06-23,32433710240
2016-06-24,32690049880
2016-06-27,31357758330
2016-06-28,31779369580
2016-06-29,32410100010
2016-06-30,32881460800
2016-07-01,32520237360
2016-07-05,33043504960
2016-07-06,33124527040
2016-07-07,33134654800
2016-07-08,33387848800
2016-07-11,33543141120
2016-07-12,33678177920
2016-07-13,33654546480
2016-07-14,34194693680
2016-07-15,34376993360
2016-07-18,34265588000
2016-07-19,34532285680
2016-07-20,34258836160
2016-07-21,34106919760
2016-07-22,34363489680
2016-07-25,34285843520
2016-07-26,34265588000
2016-07-27,34677450240
2016-07-28,34414128480
2016-07-29,34515406080
2016-08-01,34802359280
2016-08-02,34869877680
2016-08-03,34863125840
2016-08-04,34893509120
2016-08-05,35295243600
2016-08-08,35170334560
2016-08-09,35031921840
2016-08-10,35021794080
2016-08-11,34880005440
2016-08-12,35045425520
2016-08-15,35416776720
2016-08-16,35102816160
2016-08-17,35720609520
2016-08-18,35896157360
2016-08-19,35750992800
2016-08-22,35713857680
2016-08-23,35794879760
2016-08-24,35723985440
2016-08-25,35656467040
2016-08-26,35744240960
2016-08-29,36240501200
2016-08-30,36405921280
2016-08-31,36578093200
2016-09-01,36696250400
2016-09-02,36632107920
2016-09-06,36358658400
2016-09-07,36058201520
2016-09-08,35946796160
2016-09-09,35801631600
2016-09-12,36520702560
2016-09-13,36385665760
2016-09-14,36308019600
2016-09-15,36892053760
2016-09-16,37016962800
2016-09-19,37054097920
2016-09-20,36777272480
2016-09-21,36767144720
2016-09-22,36601724640
2016-09-23,35950172080
2016-09-26,35538309840
2016-09-27,35686850320
2016-09-28,35892781440
2016-09-29,35352634240
2016-09-30,35336435160
2016-10-03,35184297810
2016-10-04,35136966190
2016-10-05,35180916980
2016-10-06,35224867770
2016-10-07,35099777060
2016-10-10,35197821130
2016-10-11,35136966190
2016-10-12,35251914410
2016-10-13,35133585360
2016-10-14,35647471520
2016-10-17,35069349590
2016-10-18,35191059470
2016-10-19,35136966190
2016-10-20,35042302950
2016-10-21,35191059470
2016-10-24,35005113820
2016-10-25,34934116390
2016-10-26,34768455720
2016-10-27,33848869960
