,HRB
2009-04-09,5138439800
2009-04-13,5168122700
2009-04-14,5230786600
2009-04-15,5270363800
2009-04-16,5412182100
2009-04-17,5405585900
2009-04-20,5240680900
2009-04-21,5356114399
2009-04-22,5263767600
2009-04-23,5174718900
2009-04-24,5026304400
2009-04-27,5016410100
2009-04-28,4874591800
2009-04-29,4996621500
2009-04-30,5064829620
2009-05-01,5017995000
2009-05-04,5185261500
2009-05-05,5081556270
2009-05-06,5131736220
2009-05-07,5104973580
2009-05-08,5104973580
2009-05-11,5051448300
2009-05-12,4984541700
2009-05-13,4777131240
2009-05-14,4676771340
2009-05-15,4663390020
2009-05-18,4823965860
2009-05-19,4730296620
2009-05-20,4834001850
2009-05-21,4673426010
2009-05-22,4736987280
2009-05-26,4967815050
2009-05-27,4743677940
2009-05-28,4834001850
2009-05-29,4884181800
2009-06-01,5028030990
2009-06-02,5061484290
2009-06-03,5181916170
2009-06-04,5272240080
2009-06-05,5399362620
2009-06-08,5252168100
2009-06-09,5272240080
2009-06-10,5272240080
2009-06-11,5255513430
2009-06-12,5248822770
2009-06-15,5078210940
2009-06-16,5061484290
2009-06-17,5115009570
2009-06-18,5171880180
2009-06-19,5145117540
2009-06-22,5064829620
2009-06-23,5017995000
2009-06-24,5044757640
2009-06-25,5181916170
2009-06-26,5158498860
2009-06-29,5242132110
2009-06-30,5764003590
2009-07-01,5797456889
2009-07-02,5650262370
2009-07-06,5747276940
2009-07-07,5559938460
2009-07-08,5546557139
2009-07-09,5479650540
2009-07-10,5472959880
2009-07-13,5516449169
2009-07-14,5556593130
2009-07-15,5760658260
2009-07-16,5837600850
2009-07-17,5804147550
2009-07-20,5770694250
2009-07-21,5693751660
2009-07-22,5723859630
2009-07-23,5626845060
2009-07-24,5549902470
2009-07-27,5462923889
2009-07-28,5549902470
2009-07-29,5670334350
2009-07-30,5586701100
2009-07-31,5596924740
2009-08-03,5657287020
2009-08-04,5660640480
2009-08-05,5653933560
2009-08-06,5660640480
2009-08-07,5687468160
2009-08-10,5774658120
2009-08-11,5694175080
2009-08-12,5757890820
2009-08-13,5747830440
2009-08-14,5781365039
2009-08-17,5788071960
2009-08-18,5744476980
2009-08-19,5814899640
2009-08-20,5865201539
2009-08-21,5905443060
2009-08-24,5908796520
2009-08-25,5942331120
2009-08-26,5945684580
2009-08-27,5902089600
2009-08-28,5828313480
2009-08-31,5794778880
2009-09-01,5667347400
2009-09-02,5610338580
2009-09-03,5704235460
2009-09-04,5573450520
2009-09-08,5606985120
2009-09-09,5754537360
2009-09-10,5798132340
2009-09-11,5828313480
2009-09-14,5808192720
2009-09-15,5848434240
2009-09-16,5915503440
2009-09-17,5878615380
2009-09-18,5895382679
2009-09-21,5801485800
2009-09-22,5875261920
2009-09-23,5985926100
2009-09-24,5949038039
2009-09-25,6022814160
2009-09-28,6123417960
2009-09-29,6227375220
2009-09-30,6163659480
2009-10-01,6207254460
2009-10-02,6059702220
2009-10-05,6056348760
2009-10-06,6163659480
2009-10-07,6311211720
2009-10-08,6488945100
2009-10-09,6522479700
2009-10-12,6488945100
2009-10-13,6452057039
2009-10-14,6639850800
2009-10-15,6646557720
2009-10-16,6626436960
2009-10-19,6633143880
2009-10-20,6592902360
2009-10-21,6589548900
2009-10-22,6666678480
2009-10-23,6525833160
2009-10-26,6411815520
2009-10-27,6304504800
2009-10-28,6234082140
2009-10-29,6358160160
2009-10-30,6150245640
2009-11-02,6173801460
2009-11-03,6103871669
2009-11-04,6057251810
2009-11-05,6233741280
2009-11-06,6307001060
2009-11-09,6466840580
2009-11-10,6440200660
2009-11-11,6506800460
2009-11-12,6446860640
2009-11-13,6530110390
2009-11-16,6829809490
2009-11-17,6886419320
2009-11-18,6916389230
2009-11-19,6793179600
2009-11-20,6786519620
2009-11-23,6876429350
2009-11-24,6913059240
2009-11-25,6823149509
2009-11-27,6789849610
2009-11-30,6759879700
2009-12-01,6883089330
2009-12-02,6876429350
2009-12-03,6729909790
2009-12-04,6733239780
2009-12-07,6819819520
2009-12-08,6626680100
2009-12-09,6570070270
2009-12-10,6616690130
2009-12-11,6866439380
2009-12-14,7009628950
2009-12-15,6982989030
2009-12-16,6909729250
2009-12-17,6709929850
2009-12-18,6803169570
2009-12-21,6849789430
2009-12-22,6849789430
2009-12-23,6936369169
2009-12-24,7189448410
2009-12-28,7302668070
2009-12-29,7492477500
2009-12-30,7542427350
2009-12-31,7532437380
2010-01-04,7545757340
2010-01-05,7439197660
2010-01-06,7262708190
2010-01-07,7296008090
2010-01-08,7325978000
2010-01-11,7359277900
2010-01-12,7315988030
2010-01-13,7415887730
2010-01-14,7682286930
2010-01-15,7565737280
2010-01-19,7629007090
2010-01-20,7599037180
2010-01-21,7549087330
2010-01-22,7399237780
2010-01-25,7405897759
2010-01-26,7236068270
2010-01-27,7332637980
2010-01-28,7252718220
2010-01-29,7166138480
2010-02-01,7040539739
2010-02-02,7076427570
2010-02-03,7069902510
2010-02-04,6883938300
2010-02-05,6812162640
2010-02-08,6838262880
2010-02-09,6890463360
2010-02-10,6786062400
2010-02-11,6779537340
2010-02-12,6802375050
2010-02-16,6812162640
2010-02-17,6864363120
2010-02-18,6949188900
2010-02-19,6890463360
2010-02-22,6577260480
2010-02-23,6436971690
2010-02-24,5650701960
2010-02-25,5657227020
2010-02-26,5637651840
2010-03-01,5595238950
2010-03-02,5507150640
2010-03-03,5516938230
2010-03-04,5487575460
2010-03-05,5445162570
2010-03-08,5461475219
2010-03-09,5441900040
2010-03-10,5406012210
2010-03-11,5500625580
2010-03-12,5484312930
2010-03-15,5494100520
2010-03-16,5526725820
2010-03-17,5503888110
2010-03-18,5543038469
2010-03-19,5516938230
2010-03-22,5588713890
2010-03-23,5748577860
2010-03-24,5696377380
2010-03-25,5663752080
2010-03-26,5768153040
2010-03-29,5800778340
2010-03-30,5830141110
2010-03-31,5807303400
2010-04-01,5888866650
2010-04-05,5918229420
2010-04-06,5875816530
2010-04-07,5905179300
2010-04-08,5970429900
2010-04-09,5980217489
2010-04-12,6016105320
2010-04-13,5963904840
2010-04-14,5872554000
2010-04-15,5813828460
2010-04-16,5852978820
2010-04-19,5872554000
2010-04-20,5908441830
2010-04-21,5781203160
2010-04-22,5764890510
2010-04-23,5895391710
2010-04-26,5794253280
2010-04-27,5895391710
2010-04-28,5983480020
2010-04-29,6169444230
2010-04-30,5853523900
2010-05-03,6048534800
2010-05-04,5927052600
2010-05-05,5863114600
2010-05-06,5562606000
2010-05-07,5492274200
2010-05-10,5754420000
2010-05-11,5543424600
2010-05-12,5559409100
2010-05-13,5521046300
2010-05-14,5425139300
2010-05-17,5447517600
2010-05-18,5354807500
2010-05-19,5380382699
2010-05-20,5134221400
2010-05-21,5233325300
2010-05-24,5134221400
2010-05-25,5079874100
2010-05-26,5067086500
2010-05-27,5191765599
2010-05-28,5140615199
2010-06-01,5060692700
2010-06-02,5159796600
2010-06-03,5220537699
2010-06-04,5028723700
2010-06-07,4971179500
2010-06-08,4964785700
2010-06-09,4849697300
2010-06-10,5073480300
2010-06-11,5070283400
2010-06-14,5031920600
2010-06-15,5111843100
2010-06-16,5073480300
2010-06-17,5092661700
2010-06-18,5051102000
2010-06-21,5019133000
2010-06-22,4881666300
2010-06-23,4913635300
2010-06-24,4782562400
2010-06-25,4971179500
2010-06-28,5194962500
2010-06-29,5022329900
2010-06-30,5015936100
2010-07-01,4964785700
2010-07-02,4872075600
2010-07-06,4891257000
2010-07-07,4951998100
2010-07-08,4545991800
2010-07-09,4667474000
2010-07-12,4593945300
2010-07-13,4661080200
2010-07-14,4622717400
2010-07-15,4670670900
2010-07-16,4469266200
2010-07-19,4670670900
2010-07-20,4696246100
2010-07-21,4744199600
2010-07-22,4811334500
2010-07-23,4868878700
2010-07-26,4961588800
2010-07-27,4996754700
2010-07-28,4948801200
2010-07-29,4939210500
2010-07-30,5012739200
2010-08-02,4856707320
2010-08-03,4780006320
2010-08-04,4727849640
2010-08-05,4605128040
2010-08-06,4562175480
2010-08-09,4534563120
2010-08-10,4519222920
2010-08-11,4359684840
2010-08-12,4365820920
2010-08-13,4335140520
2010-08-16,4313664240
2010-08-17,4298324040
2010-08-18,4273779720
2010-08-19,4209350880
2010-08-20,4132649880
2010-08-23,4190942640
2010-08-24,4098901440
2010-08-25,4111173600
2010-08-26,4132649880
2010-08-27,4169466360
2010-08-30,4101969479
2010-08-31,3936295320
2010-09-01,3970043760
2010-09-02,3856526280
2010-09-03,4080493200
2010-09-07,3838118040
2010-09-08,3951635520
2010-09-09,3966975720
2010-09-10,3966975720
2010-09-13,3948567479
2010-09-14,3939363360
2010-09-15,4037540640
2010-09-16,3979247880
2010-09-17,3982315920
2010-09-20,4059016920
2010-09-21,3957771600
2010-09-22,3960839640
2010-09-23,3908682960
2010-09-24,4009928280
2010-09-27,3908682960
2010-09-28,3924023159
2010-09-29,3890274720
2010-09-30,3973111800
2010-10-01,3862662360
2010-10-04,3807437640
2010-10-05,3899478840
2010-10-06,3960839640
2010-10-07,3945499440
2010-10-08,4240031280
2010-10-11,4359684840
2010-10-12,4338208560
2010-10-13,4200146760
2010-10-14,3776757240
2010-10-15,3792097440
2010-10-18,3356435760
2010-10-19,3328823400
2010-10-20,3292006920
2010-10-21,3258258479
2010-10-22,3307347120
2010-10-25,3307347120
2010-10-26,3442340880
2010-10-27,3522109920
2010-10-28,3571198560
2010-10-29,3614151120
2010-11-01,3542721840
2010-11-02,3539670400
2010-11-03,3554927600
2010-11-04,3588493440
2010-11-05,3728859680
2010-11-08,3768528400
2010-11-09,3738014000
2010-11-10,3741065440
2010-11-11,3905843200
2010-11-12,3921100400
2010-11-15,3911946080
2010-11-16,3802094240
2010-11-17,3777682720
2010-11-18,3823454320
2010-11-19,3832608640
2010-11-22,3893637440
2010-11-23,3866174480
2010-11-24,3911946080
2010-11-26,3896688880
2010-11-29,3914997520
2010-11-30,3841762960
2010-12-01,3872277360
2010-12-02,4079775279
2010-12-03,4015695040
2010-12-06,3972974880
2010-12-07,4134701200
2010-12-08,3881431680
2010-12-09,3985180640
2010-12-10,3979077759
2010-12-13,4058415200
2010-12-14,4006540720
2010-12-15,3979077759
2010-12-16,3957717680
2010-12-17,3963820560
2010-12-20,3948563360
2010-12-21,3918048960
2010-12-22,3936357600
2010-12-23,3872277360
2010-12-27,3600699200
2010-12-28,3609853520
2010-12-29,3591544880
2010-12-30,3597647759
2010-12-31,3634265040
2011-01-03,3811248560
2011-01-04,3753271200
2011-01-05,3841762960
2011-01-06,3841762960
2011-01-07,3899740320
2011-01-10,3863123040
2011-01-11,3890586000
2011-01-12,3853968720
2011-01-13,3823454320
2011-01-14,3908894640
2011-01-18,4003489279
2011-01-19,3985180640
2011-01-20,4030952240
2011-01-21,4204884320
2011-01-24,4030952240
2011-01-25,3988232080
2011-01-26,3988232080
2011-01-27,4000437840
2011-01-28,3814300000
2011-01-31,3822130640
2011-02-01,3867922940
2011-02-02,3913715240
2011-02-03,3892345500
2011-02-04,3913715240
2011-02-07,3907609600
2011-02-08,3898451140
2011-02-09,4038880860
2011-02-10,4011405480
2011-02-11,4044986500
2011-02-14,4029722400
2011-02-15,4252578260
2011-02-16,4295317740
2011-02-17,4341110040
2011-02-18,4438800280
2011-02-22,4319740300
2011-02-23,4328898760
2011-02-24,4551754620
2011-02-25,4634180760
2011-02-28,4637233580
2011-03-01,4493751040
2011-03-02,4447958740
2011-03-03,4487645400
2011-03-04,4417430540
2011-03-07,4463222840
2011-03-08,4585335640
2011-03-09,4637233580
2011-03-10,4835666880
2011-03-11,4829561240
2011-03-14,4902828920
2011-03-15,4857036620
2011-03-16,4829561240
2011-03-17,4850930980
2011-03-18,4905881740
2011-03-21,4954726860
2011-03-22,4918093020
2011-03-23,4963885320
2011-03-24,5027994540
2011-03-25,5055469920
2011-03-28,5082945300
2011-03-29,5128737600
2011-03-30,5116526320
2011-03-31,5110420679
2011-04-01,5324118080
2011-04-04,5394332940
2011-04-05,5430966780
2011-04-06,5348540640
2011-04-07,5485917540
2011-04-08,5318012440
2011-04-11,5311906800
2011-04-12,5284431420
2011-04-13,5376016020
2011-04-14,5372963200
2011-04-15,5391280120
2011-04-18,5394332940
2011-04-19,5400438580
2011-04-20,5443178059
2011-04-21,5388227300
2011-04-25,5458442160
2011-04-26,5437072420
2011-04-27,5345487820
2011-04-28,5372963200
2011-04-29,5278325780
2011-05-02,5339982680
2011-05-03,5266664839
2011-05-04,5184182270
2011-05-05,5254445200
2011-05-06,5266664839
2011-05-09,4866471630
2011-05-10,4777879240
2011-05-11,4845087260
2011-05-12,4875636360
2011-05-13,4832867620
2011-05-16,4848142170
2011-05-17,4903130550
2011-05-18,5037546589
2011-05-19,4997832760
2011-05-20,4988668029
2011-05-23,4967283660
2011-05-24,5074205510
2011-05-25,4866471630
2011-05-26,4857306900
2011-05-27,4878691270
2011-05-31,4948954200
2011-06-01,4958118930
2011-06-02,4933679650
2011-06-03,4921460010
2011-06-06,4854251990
2011-06-07,4866471630
2011-06-08,4762604690
2011-06-09,4817593070
2011-06-10,4701506490
2011-06-13,4701506490
2011-06-14,4820647980
2011-06-15,4710671220
2011-06-16,4698451580
2011-06-17,4704561400
2011-06-20,4750385050
2011-06-21,4887856000
2011-06-22,4906185460
2011-06-23,4909240370
2011-06-24,4842032350
2011-06-27,4869526540
2011-06-28,4964228750
2011-06-29,4939789470
2011-06-30,4900075640
2011-07-01,4982558210
2011-07-05,4909240370
2011-07-06,4964228750
2011-07-07,5000887670
2011-07-08,4924514920
2011-07-11,4817593070
2011-07-12,4814538160
2011-07-13,4817593070
2011-07-14,4716781040
2011-07-15,4695396670
2011-07-18,4625133740
2011-07-19,4652627930
2011-07-20,4667902480
2011-07-21,4725945770
2011-07-22,4738165410
2011-07-25,4722890860
2011-07-26,4686231940
2011-07-27,4591529730
2011-07-28,4573200270
2011-07-29,4570145360
2011-08-01,4366471200
2011-08-02,4264506900
2011-08-03,4294496400
2011-08-04,4177537350
2011-08-05,4114559400
2011-08-08,3817663350
2011-08-09,3994601400
2011-08-10,3853650750
2011-08-11,4111560450
2011-08-12,4048582500
2011-08-15,4198530000
2011-08-16,4201528950
2011-08-17,4210525799
2011-08-18,4024590900
2011-08-19,3976607700
2011-08-22,4018593000
2011-08-23,4315489050
2011-08-24,4303493250
2011-08-25,4063577250
2011-08-26,4186534200
2011-08-29,4483430250
2011-08-30,4519417650
2011-08-31,4534412400
2011-09-01,4552406100
2011-09-02,4021591950
2011-09-06,4045583550
2011-09-07,4240515300
2011-09-08,4075573050
2011-09-09,3937621350
2011-09-12,3976607700
2011-09-13,3955615050
2011-09-14,4093566750
2011-09-15,4258509000
2011-09-16,4237516350
2011-09-19,4225520550
2011-09-20,4225520550
2011-09-21,3946618200
2011-09-22,3937621350
2011-09-23,3997600350
2011-09-26,4126555200
2011-09-27,4126555200
2011-09-28,4051581450
2011-09-29,4117558350
2011-09-30,3991602450
2011-10-03,3934622400
2011-10-04,4051581450
2011-10-05,4108561500
2011-10-06,4156544700
2011-10-07,4141549950
2011-10-10,4321486950
2011-10-11,4411455450
2011-10-12,4444443900
2011-10-13,4414454400
2011-10-14,4462437600
2011-10-17,4258509000
2011-10-18,4309491150
2011-10-19,4249512150
2011-10-20,4261507950
2011-10-21,4321486950
2011-10-24,4489428150
2011-10-25,4363472250
2011-10-26,4465436550
2011-10-27,4582395600
2011-10-28,4630378800
2011-10-31,4479404270
2011-11-01,4362219070
2011-11-02,4400304260
2011-11-03,4496982050
2011-11-04,4485263530
2011-11-07,4514559830
2011-11-08,4549715390
2011-11-09,4494052420
2011-11-10,4549715390
2011-11-11,4661041330
2011-11-14,4573152430
2011-11-15,4666900590
2011-11-16,4540926500
2011-11-17,4514559830
2011-11-18,4532137610
2011-11-21,4417882040
2011-11-22,4435459820
2011-11-23,4265541280
2011-11-25,4221596830
2011-11-28,4376867220
2011-11-29,4447178340
2011-11-30,4608307990
2011-12-01,4704985780
2011-12-02,4403233890
2011-12-05,4362219070
2011-12-06,4432530190
2011-12-07,4561433910
2011-12-08,4561433910
2011-12-09,4663970960
2011-12-12,4643463550
2011-12-13,4605378360
2011-12-14,4502841310
2011-12-15,4499911680
2011-12-16,4499911680
2011-12-19,4444248710
2011-12-20,4505770940
2011-12-21,4567293170
2011-12-22,4658111700
2011-12-23,4710845039
2011-12-27,4687408000
2011-12-28,4649322810
2011-12-29,4766508010
2011-12-30,4784085789
2012-01-03,4757719120
2012-01-04,4725493190
2012-01-05,4757719120
2012-01-06,4763578380
2012-01-09,4763578380
2012-01-10,4760648750
2012-01-11,4792874680
2012-01-12,4801663570
2012-01-13,4804593200
2012-01-17,4748930230
2012-01-18,4760648750
2012-01-19,4760648750
2012-01-20,4830959870
2012-01-23,4956933960
2012-01-24,4942285810
2012-01-25,4951074700
2012-01-26,4956933960
2012-01-27,4912989510
2012-01-30,4857326539
2012-01-31,4795165080
2012-02-01,4982751000
2012-02-02,4932923489
2012-02-03,5041371600
2012-02-06,5038440570
2012-02-07,5023785420
2012-02-08,5029647480
2012-02-09,4988613060
2012-02-10,4924130400
2012-02-13,4815682290
2012-02-14,4751199630
2012-02-15,4721889330
2012-02-16,4762923750
2012-02-17,4748268600
2012-02-21,4771716840
2012-02-22,4745337570
2012-02-23,4724820360
2012-02-24,4801027140
2012-02-27,4830337440
2012-02-28,4844992590
2012-02-29,4777578900
2012-03-01,4818613320
2012-03-02,4783440960
2012-03-05,4748268600
2012-03-06,4686716970
2012-03-07,4651544610
2012-03-08,4680854910
2012-03-09,4660337700
2012-03-12,4762923750
2012-03-13,4868440830
2012-03-14,4836199500
2012-03-15,4906544220
2012-03-16,4956371730
2012-03-19,4956371730
2012-03-20,5026716450
2012-03-21,4953440700
2012-03-22,4947578640
2012-03-23,4924130400
2012-03-26,5017923360
2012-03-27,4979819970
2012-03-28,4929992460
2012-03-29,4894820100
2012-03-30,4827406410
2012-04-02,4888958040
2012-04-03,5017923360
2012-04-04,4979819970
2012-04-05,4991544090
2012-04-09,4912406280
2012-04-10,4883095980
2012-04-11,4927061430
2012-04-12,4979819970
2012-04-13,4947578640
2012-04-16,4894820100
2012-04-17,4959302760
2012-04-18,4979819970
2012-04-19,4947578640
2012-04-20,4924130400
2012-04-23,4827406410
2012-04-24,4862578770
2012-04-25,4906544220
2012-04-26,4381889850
2012-04-27,4384820880
2012-04-30,4074178500
2012-05-01,4063092300
2012-05-02,4046463000
2012-05-03,4049234550
2012-05-04,4029833700
2012-05-07,4013204400
2012-05-08,4010432850
2012-05-09,4024290600
2012-05-10,4040919900
2012-05-11,4038148350
2012-05-14,4043691450
2012-05-15,4043691450
2012-05-16,4071406950
2012-05-17,4013204400
2012-05-18,4024290600
2012-05-21,4096350900
2012-05-22,4082493150
2012-05-23,4165639650
2012-05-24,4154553450
2012-05-25,4209984450
2012-05-29,4270958550
2012-05-30,4262643900
2012-05-31,4232156850
2012-06-01,4173954300
2012-06-04,4254329250
2012-06-05,4304217150
2012-06-06,4362419700
2012-06-07,4273730100
2012-06-08,4282044750
2012-06-11,4221070650
2012-06-12,4190583600
2012-06-13,4201669800
2012-06-14,4257100800
2012-06-15,4323618000
2012-06-18,4295902500
2012-06-19,4284816300
2012-06-20,4312531800
2012-06-21,4246014600
2012-06-22,4287587850
2012-06-25,4215527550
2012-06-26,4182268950
2012-06-27,4343018850
2012-06-28,4392906750
2012-06-29,4428936900
2012-07-02,4431708450
2012-07-03,4428936900
2012-07-05,4476053250
2012-07-06,4476053250
2012-07-09,4456652400
2012-07-10,4445566200
2012-07-11,4462195500
2012-07-12,4514854950
2012-07-13,4578600600
2012-07-16,4561971300
2012-07-17,4622945400
2012-07-18,4639574700
2012-07-19,4595229900
2012-07-20,4586915250
2012-07-23,4525941150
2012-07-24,4451109300
2012-07-25,4445566200
2012-07-26,4462195500
2012-07-27,4492682550
2012-07-30,4528712700
2012-07-31,4373568850
2012-08-01,4338320000
2012-08-02,4229862000
2012-08-03,4313916950
2012-08-06,4322051300
2012-08-07,4322051300
2012-08-08,4335608550
2012-08-09,4370857400
2012-08-10,4368145950
2012-08-13,4395260450
2012-08-14,4406106250
2012-08-15,4411529150
2012-08-16,4468469600
2012-08-17,4468469600
2012-08-20,4598619200
2012-08-21,4538967300
2012-08-22,4495584100
2012-08-23,4438643650
2012-08-24,4433220750
2012-08-27,4403394800
2012-08-28,4389837550
2012-08-29,4430509300
2012-08-30,4487449750
2012-08-31,4490161200
2012-09-04,4473892500
2012-09-05,4400683350
2012-09-06,4406106250
2012-09-07,4427797850
2012-09-10,4473892500
2012-09-11,4476603950
2012-09-12,4465758150
2012-09-13,4541678750
2012-09-14,4590484850
2012-09-17,4530832950
2012-09-18,4576927600
2012-09-19,4617599350
2012-09-20,4612176450
2012-09-21,4609465000
2012-09-24,4636579500
2012-09-25,4595907750
2012-09-26,4612176450
2012-09-27,4698942850
2012-09-28,4698942850
2012-10-01,4782997800
2012-10-02,4780286350
2012-10-03,4812823750
2012-10-04,4850784050
2012-10-05,4869764200
2012-10-08,4831803900
2012-10-09,4777574900
2012-10-10,4519987150
2012-10-11,4598619200
2012-10-12,4587773400
2012-10-15,4617599350
2012-10-16,4642002400
2012-10-17,4660982550
2012-10-18,4688097050
2012-10-19,4639290950
2012-10-22,4810112300
2012-10-23,4793843600
2012-10-24,4755883300
2012-10-25,4829092450
2012-10-26,4812823750
2012-10-31,4806293400
2012-11-01,4923056460
2012-11-02,4866032640
2012-11-05,4906763940
2012-11-06,4963787760
2012-11-07,4885040580
2012-11-08,4830732180
2012-11-09,4825301340
2012-11-12,4838878440
2012-11-13,4838878440
2012-11-14,4790000880
2012-11-15,4784570040
2012-11-16,4847024700
2012-11-19,4895902260
2012-11-20,4879609740
2012-11-21,4882325160
2012-11-23,4950210660
2012-11-26,4912194780
2012-11-27,4920341040
2012-11-28,4912194780
2012-11-29,4931202720
2012-11-30,4895902260
2012-12-03,4876894320
2012-12-04,4847024700
2012-12-05,4770992940
2012-12-06,4958356920
2012-12-07,5047965780
2012-12-10,5009949900
2012-12-11,4993657380
2012-12-12,5077835400
2012-12-13,5072404560
2012-12-14,5050681200
2012-12-17,5175590520
2012-12-18,5210890980
2012-12-19,5170159680
2012-12-20,5145720900
2012-12-21,5061542880
2012-12-24,5053396620
2012-12-26,4971934020
2012-12-27,5015380740
2012-12-28,4952926080
2012-12-31,5042534940
2013-01-02,5175590520
2013-01-03,5197313880
2013-01-04,5227183500
2013-01-07,5210890980
2013-01-08,5175590520
2013-01-09,5284207320
2013-01-10,5376531600
2013-01-11,5425409160
2013-01-14,5270630220
2013-01-15,5235329760
2013-01-16,5265199380
2013-01-17,5523164280
2013-01-18,5582903520
2013-01-22,5672512380
2013-01-23,5772982920
2013-01-24,5897892240
2013-01-25,6063532860
2013-01-28,6153141720
2013-01-29,6223742640
2013-01-30,6264473940
2013-01-31,6202183680
2013-02-01,6226698240
2013-02-04,6488186880
2013-02-05,6466396160
2013-02-06,6537216000
2013-02-07,6561730560
2013-02-08,6646169600
2013-02-11,6659788800
2013-02-12,6738780160
2013-02-13,6766018560
2013-02-14,6771466240
2013-02-15,6836838400
2013-02-19,6809600000
2013-02-20,6659788800
2013-02-21,6684303360
2013-02-22,6716989440
2013-02-25,6610759680
2013-02-26,6703370240
2013-02-27,6776913920
2013-02-28,6771466240
2013-03-01,6749675520
2013-03-04,6929448960
2013-03-05,6842286080
2013-03-06,6880419840
2013-03-07,6804152320
2013-03-08,7430635520
2013-03-11,7446978560
2013-03-12,7547760640
2013-03-13,7678504960
2013-03-14,7607685120
2013-03-15,7493283840
2013-03-18,7523246080
2013-03-19,7517798400
2013-03-20,7580446720
2013-03-21,7599513600
2013-03-22,7713914880
2013-03-25,7752048640
2013-03-26,7874621440
2013-03-27,7942717440
2013-03-28,8013537280
2013-04-01,7972679680
2013-04-02,7964508160
2013-04-03,7825592320
2013-04-04,7743877120
2013-04-05,7703019520
2013-04-08,7716638720
2013-04-09,7708467200
2013-04-10,7885516800
2013-04-11,7833763840
2013-04-12,7784734720
2013-04-15,7457873920
2013-04-16,7531417600
2013-04-17,7272652800
2013-04-18,7327129600
2013-04-19,7555932160
2013-04-22,7550484480
2013-04-23,7722086400
2013-04-24,7686676480
2013-04-25,7634923520
2013-04-26,7806525440
2013-04-29,7613132800
2013-04-30,7485308755
2013-05-01,7536577993
2013-05-02,7595942374
2013-05-03,7722766278
2013-05-06,7679592183
2013-05-07,7544673136
2013-05-08,7474515231
2013-05-09,7428642755
2013-05-10,7506895802
2013-05-13,7436737898
2013-05-14,7536577993
2013-05-15,7763241993
2013-05-16,7779432278
2013-05-17,7998001135
2013-05-20,7989905992
2013-05-21,7998001135
2013-05-22,7876573993
2013-05-23,7865780469
2013-05-24,7876573993
2013-05-28,8008794659
2013-05-29,7984509231
2013-05-30,8008794659
2013-05-31,7898161040
2013-06-03,7801019326
2013-06-04,7771337136
2013-06-05,7636418088
2013-06-06,7860383707
2013-06-07,8051968754
2013-06-10,8068159040
2013-06-11,7933239993
2013-06-12,7779432278
2013-06-13,7801019326
2013-06-14,7725464659
2013-06-17,7790225802
2013-06-18,7884669135
2013-06-19,7849590183
2013-06-20,7617529421
2013-06-21,7671497040
2013-06-24,7415150850
2013-06-25,7525784469
2013-06-26,7652608374
2013-06-27,7633719707
2013-06-28,7488007136
2013-07-01,7593243993
2013-07-02,7558165040
2013-07-03,7533879612
2013-07-05,7636418088
2013-07-08,7811812850
2013-07-09,7881970754
2013-07-10,7981810850
2013-07-11,8078952564
2013-07-12,8265140849
2013-07-15,8154507230
2013-07-16,8046571992
2013-07-17,8213871611
2013-07-18,8297521421
2013-07-19,8370377706
2013-07-22,8343393897
2013-07-23,8354187421
2013-07-24,8265140849
2013-07-25,8270537611
2013-07-26,8227363516
2013-07-29,8221966754
2013-07-30,8427043706
2013-07-31,8528034220
2013-08-01,8679981377
2013-08-02,8652847956
2013-08-05,8595867772
2013-08-06,8576874378
2013-08-07,8552454299
2013-08-08,8557880983
2013-08-09,8511754167
2013-08-12,8517180851
2013-08-13,8503614141
2013-08-14,8389653773
2013-08-15,8039632642
2013-08-16,8053199352
2013-08-19,7844272011
2013-08-20,7852412037
2013-08-21,7776438458
2013-08-22,7895825511
2013-08-23,7860552063
2013-08-26,7868692090
2013-08-27,7678758143
2013-08-28,7646198037
2013-08-29,7640771353
2013-08-30,7572937801
2013-09-03,7564797774
2013-09-04,7515957617
2013-09-05,7336877038
2013-09-06,7301603591
2013-09-09,7345017064
2013-09-10,7391143880
2013-09-11,7350443748
2013-09-12,7339590380
2013-09-13,7391143880
2013-09-16,7372150485
2013-09-17,7434557354
2013-09-18,7578364485
2013-09-19,7562084432
2013-09-20,7355870433
2013-09-23,7301603591
2013-09-24,7320596985
2013-09-25,7258190117
2013-09-26,7068256170
2013-09-27,7152369775
2013-09-30,7233770038
2013-10-01,7559371090
2013-10-02,7581077827
2013-10-03,7581077827
2013-10-04,7735738327
2013-10-07,7534951011
2013-10-08,7396570564
2013-10-09,7380290512
2013-10-10,7551231064
2013-10-11,7524097643
2013-10-14,7524097643
2013-10-15,7499677564
2013-10-16,7830705300
2013-10-17,7890398826
2013-10-18,7936525642
2013-10-21,7893112168
2013-10-22,7977225774
2013-10-23,7833418642
2013-10-24,7787291827
2013-10-25,7727598300
2013-10-28,7689611511
2013-10-29,7833418642
2013-10-30,7711318248
2013-10-31,7760437361
2013-11-01,7883229091
2013-11-04,8030579168
2013-11-05,8082424565
2013-11-06,7815011463
2013-11-07,7465737208
2013-11-08,7599443759
2013-11-11,7585800233
2013-11-12,7476652028
2013-11-13,7662203976
2013-11-14,7686762323
2013-11-15,7776809592
2013-11-18,7724964194
2013-11-19,7735879015
2013-11-20,7741336425
2013-11-21,7885957796
2013-11-22,7834112399
