,HRB
2004-08-23,8231006279
2004-08-24,8438510640
2004-08-25,7980683560
2004-08-26,8079495160
2004-08-27,8053145400
2004-08-30,7937865200
2004-08-31,7947746360
2004-09-01,7918102880
2004-09-02,8043264240
2004-09-03,8059732840
2004-09-07,8033383080
2004-09-08,7967508680
2004-09-09,7934571480
2004-09-10,7951040080
2004-09-13,7951040080
2004-09-14,7990564720
2004-09-15,7845641040
2004-09-16,7895046840
2004-09-17,7951040080
2004-09-20,7855522200
2004-09-21,7987271000
2004-09-22,8010327040
2004-09-23,8227712560
2004-09-24,8240887440
2004-09-27,8168425600
2004-09-28,8076201440
2004-09-29,8000445880
2004-09-30,8138782120
2004-10-01,8316643000
2004-10-04,8204656520
2004-10-05,8105844920
2004-10-06,8092670040
2004-10-07,8000445880
2004-10-08,7881871960
2004-10-11,7842347320
2004-10-12,7815997560
2004-10-13,7717185960
2004-10-14,7575556000
2004-10-15,7628255520
2004-10-18,7862109640
2004-10-19,7720479680
2004-10-20,7562381120
2004-10-21,7526150200
2004-10-22,7489919279
2004-10-25,7578849720
2004-10-26,7628255520
2004-10-27,7648017840
2004-10-28,7621668080
2004-10-29,7832466160
2004-11-01,7877193660
2004-11-02,7975905359
2004-11-03,7998938090
2004-11-04,8087778619
2004-11-05,8123972910
2004-11-08,8160167200
2004-11-09,8225975000
2004-11-10,8147005640
2004-11-11,8193071100
2004-11-12,8255588510
2004-11-15,8239136560
2004-11-16,8222684609
2004-11-17,8258878900
2004-11-18,8209523050
2004-11-19,8015390040
2004-11-22,7995647700
2004-11-23,7972614970
2004-11-24,7798224300
2004-11-26,7702802990
2004-11-29,7738997280
2004-11-30,7847580150
2004-12-01,7972614970
2004-12-02,7900226390
2004-12-03,7952872630
2004-12-06,7952872630
2004-12-07,7919968730
2004-12-08,7926549510
2004-12-09,7966034190
2004-12-10,7896936000
2004-12-13,8097649790
2004-12-14,8143715250
2004-12-15,8041713160
2004-12-16,8002228480
2004-12-17,7972614970
2004-12-20,7979195750
2004-12-21,7943001460
2004-12-22,7989066920
2004-12-23,8002228480
2004-12-27,7913387950
2004-12-28,7972614970
2004-12-29,8002228480
2004-12-30,8104230570
2004-12-31,8061455500
2005-01-03,8012099650
2005-01-04,7913387950
2005-01-05,7719254940
2005-01-06,7860741710
2005-01-07,7686351040
2005-01-10,7650156750
2005-01-11,7623833630
2005-01-12,7893645609
2005-01-13,7748868450
2005-01-14,7788353130
2005-01-18,7778481960
2005-01-19,7719254940
2005-01-20,7696222210
2005-01-21,7719254940
2005-01-24,7722545330
2005-01-25,7785062740
2005-01-26,7870612880
2005-01-27,7880484050
2005-01-28,7831128200
2005-01-31,7882049000
2005-02-01,7882049000
2005-02-02,7852687062
2005-02-03,7741764187
2005-02-04,7705877375
2005-02-07,7735239312
2005-02-08,7709139812
2005-02-09,7666728125
2005-02-10,7666728125
2005-02-11,7751551500
2005-02-14,7722189562
2005-02-15,7816800250
2005-02-16,7846162187
2005-02-17,7829850000
2005-02-18,7793963187
2005-02-22,7725452000
2005-02-23,7771126125
2005-02-24,7673253000
2005-02-25,8400776562
2005-02-28,8694395937
2005-03-01,8609572562
2005-03-02,8576948187
2005-03-03,8534536500
2005-03-04,8563898437
2005-03-07,8606310125
2005-03-08,8622622312
2005-03-09,8518224312
2005-03-10,8560635999
2005-03-11,8505174562
2005-03-14,8479075062
2005-03-15,8335527812
2005-03-16,8188718125
2005-03-17,8250704437
2005-03-18,8178930812
2005-03-21,8159356187
2005-03-22,8129994250
2005-03-23,8143044000
2005-03-24,8139781562
2005-03-28,8143044000
2005-03-29,8097369875
2005-03-30,8221342500
2005-03-31,8250704437
2005-04-01,8214817625
2005-04-04,8267016625
2005-04-05,8244179562
2005-04-06,8312690750
2005-04-07,8420351187
2005-04-08,8253966875
2005-04-11,8247442000
2005-04-12,8355102437
2005-04-13,8296378562
2005-04-14,8169143500
2005-04-15,8051695750
2005-04-18,8094107437
2005-04-19,8198505437
2005-04-20,8015808937
2005-04-21,8293116125
2005-04-22,8218080062
2005-04-25,8289853687
2005-04-26,8208292750
2005-04-27,8221342500
2005-04-28,8077795250
2005-04-29,8126731812
2005-05-02,8241392880
2005-05-03,8231471460
2005-05-04,8383599900
2005-05-05,8532421200
2005-05-06,8314149960
2005-05-09,8327378520
2005-05-10,8274464280
2005-05-11,8307535680
2005-05-12,8254621440
2005-05-13,8165328660
2005-05-16,8201707200
2005-05-17,8135564400
2005-05-18,8304228540
2005-05-19,8419978440
2005-05-20,8310842820
2005-05-23,8367064200
2005-05-24,8350528500
2005-05-25,8287692840
2005-05-26,8310842820
2005-05-27,8327378520
2005-05-31,8254621440
2005-06-01,8416671300
2005-06-02,8509271220
2005-06-03,8443128420
2005-06-06,8357142780
2005-06-07,8456356980
2005-06-08,8373678480
2005-06-09,9289756260
2005-06-10,9293063400
2005-06-13,9349284780
2005-06-14,9385663320
2005-06-15,9557634600
2005-06-16,9802362960
2005-06-17,9789134400
2005-06-20,9709763040
2005-06-21,9719684460
2005-06-22,9749448720
2005-06-23,9577477440
2005-06-24,9620470260
2005-06-27,9613855980
2005-06-28,9666770220
2005-06-29,9673384500
2005-06-30,9650234520
2005-07-01,9673384500
2005-07-05,9713070180
2005-07-06,9656848800
2005-07-07,9689920200
2005-07-08,9769291560
2005-07-11,9838741500
2005-07-12,9765984420
2005-07-13,9779212980
2005-07-14,9845355780
2005-07-15,9858584340
2005-07-18,9822205800
2005-07-19,9802362960
2005-07-20,9752755860
2005-07-21,9567556020
2005-07-22,9570863160
2005-07-25,9584091720
2005-07-26,9531177480
2005-07-27,9570863160
2005-07-28,9580784580
2005-07-29,9418734720
2005-08-01,9227130100
2005-08-02,9406455950
2005-08-03,9367330310
2005-08-04,9116274120
2005-08-05,9028241430
2005-08-08,9090190360
2005-08-09,9116274120
2005-08-10,8976073910
2005-08-11,9145618350
2005-08-12,9148878820
2005-08-15,9246692920
2005-08-16,9210827750
2005-08-17,9194525400
2005-08-18,9096711300
2005-08-19,8985855320
2005-08-22,8946729680
2005-08-23,8897822630
2005-08-24,8966292500
2005-08-25,8819571350
2005-08-26,8685892080
2005-08-29,8754361950
2005-08-30,8721757250
2005-08-31,8786966650
2005-09-01,8943469210
2005-09-02,8738059600
2005-09-06,8689152550
2005-09-07,8467440590
2005-09-08,8151175000
2005-09-09,8121830770
2005-09-12,8134872650
2005-09-13,8033798080
2005-09-14,7962067740
2005-09-15,7994672440
2005-09-16,7978370090
2005-09-19,7929463040
2005-09-20,7799044240
2005-09-21,7711011550
2005-09-22,7854472230
2005-09-23,7727313900
2005-09-26,7789262830
2005-09-27,7789262830
2005-09-28,7799044240
2005-09-29,7753397660
2005-09-30,7818607060
2005-10-03,7782741890
2005-10-04,7740355779
2005-10-05,7668625440
2005-10-06,7580592750
2005-10-07,7583853220
2005-10-10,7587113690
2005-10-11,7616457920
2005-10-12,7574071810
2005-10-13,7531685700
2005-10-14,7645802150
2005-10-17,7596895100
2005-10-18,7727313900
2005-10-19,7779481420
2005-10-20,7613197450
2005-10-21,7854472230
2005-10-24,7942504920
2005-10-25,7831648940
2005-10-26,7903379279
2005-10-27,7834909410
2005-10-28,8007714320
2005-10-31,8136404540
2005-11-01,8097129859
2005-11-02,7887664900
2005-11-03,7760022190
2005-11-04,7753476410
2005-11-07,7769840859
2005-11-08,7596377690
2005-11-09,7773113750
2005-11-10,7890937790
2005-11-11,7946576920
2005-11-14,7802569760
2005-11-15,7818934210
2005-11-16,7674927050
2005-11-17,7805842650
2005-11-18,8329505050
2005-11-21,8221499680
2005-11-22,8460420650
2005-11-23,8555334460
2005-11-25,8480057990
2005-11-28,8221499680
2005-11-29,8218226790
2005-11-30,7998943160
2005-12-01,8293503260
2005-12-02,8267320140
2005-12-05,8329505050
2005-12-06,8185497890
2005-12-07,8231318350
2005-12-08,8074219630
2005-12-09,8005488940
2005-12-12,8012034720
2005-12-13,7890937790
2005-12-14,7897483570
2005-12-15,7874573340
2005-12-16,7910575130
2005-12-19,7926939580
2005-12-20,7756749300
2005-12-21,7838571550
2005-12-22,8025126280
2005-12-23,7953122700
2005-12-27,7805842650
2005-12-28,7926939580
2005-12-29,7985851600
2005-12-30,8034944950
2006-01-03,8002216050
2006-01-04,7936758250
2006-01-05,8142950320
2006-01-06,8113494310
2006-01-09,8362233950
2006-01-10,8381871290
2006-01-11,8391689960
2006-01-12,8345869500
2006-01-13,8391689960
2006-01-17,8319686380
2006-01-18,8218226790
2006-01-19,8247682800
2006-01-20,8169133440
2006-01-23,8178952109
2006-01-24,8149496100
2006-01-25,8093856970
2006-01-26,8152768990
2006-01-27,8093856970
2006-01-30,8031672060
2006-01-31,7975109620
2006-02-01,7874035050
2006-02-02,7769700009
2006-02-03,7795783770
2006-02-06,7750137190
2006-02-07,7737095310
2006-02-08,7860993170
2006-02-09,7825128000
2006-02-10,7916421160
2006-02-13,8020756200
2006-02-14,8167477350
2006-02-15,8190300640
2006-02-16,8151175000
2006-02-17,8248989100
2006-02-21,8219644870
2006-02-22,8314198500
2006-02-23,8213123930
2006-02-24,7502341470
2006-02-27,7336057500
2006-02-28,7270848100
2006-03-01,7231722460
2006-03-02,7218680580
2006-03-03,7205638700
2006-03-06,7316494680
2006-03-07,7316494680
2006-03-08,7221941050
2006-03-09,7228461990
2006-03-10,7381704080
2006-03-13,7244764340
2006-03-14,7173034000
2006-03-15,6726349610
2006-03-16,6980666270
2006-03-17,6938280160
2006-03-20,6944801100
2006-03-21,6889373110
2006-03-22,6879591700
2006-03-23,6873070759
2006-03-24,7176294470
2006-03-27,7088261779
2006-03-28,7088261779
2006-03-29,7244764340
2006-03-30,7195857290
2006-03-31,7058917550
2006-04-03,7058917550
2006-04-04,7101303660
2006-04-05,7058917550
2006-04-06,7098043190
2006-04-07,7254545750
2006-04-10,7212159640
2006-04-11,7228461990
2006-04-12,7215420110
2006-04-13,7277369040
2006-04-17,7205638700
2006-04-18,7270848100
2006-04-19,7254545750
2006-04-20,7283889980
2006-04-21,7323015620
2006-04-24,7254545750
2006-04-25,7257806220
2006-04-26,7378443610
2006-04-27,7459955360
2006-04-28,7443653009
2006-05-01,7402355770
2006-05-02,7412065900
2006-05-03,7340858280
2006-05-04,7395882350
2006-05-05,7590084950
2006-05-08,7515640620
2006-05-09,7444433000
2006-05-10,7324674730
2006-05-11,7318201310
2006-05-12,7208153170
2006-05-15,7272887370
2006-05-16,7123998710
2006-05-17,6975110050
2006-05-18,6958926500
2006-05-19,6968636630
2006-05-22,6975110050
2006-05-23,7043080960
2006-05-24,7081921480
2006-05-25,7240520270
2006-05-26,7282597500
2006-05-30,7302017760
2006-05-31,7363515250
2006-06-01,7337621570
2006-06-02,7431486160
2006-06-05,7318201310
2006-06-06,7250230400
2006-06-07,7282597500
2006-06-08,7418539320
2006-06-09,7596558370
2006-06-12,7593321660
2006-06-13,7531824170
2006-06-14,7544771010
2006-06-15,7606268500
2006-06-16,7567427980
2006-06-19,7622452050
2006-06-20,7615978630
2006-06-21,7735736900
2006-06-22,7832838200
2006-06-23,7823128070
2006-06-26,7829601490
2006-06-27,7722790060
2006-06-28,7690422960
2006-06-29,7732500190
2006-06-30,7722790060
2006-07-03,7748683740
2006-07-05,7713079929
2006-07-06,7693659670
2006-07-07,7612741920
2006-07-10,7619215340
2006-07-11,7658055860
2006-07-12,7622452050
2006-07-13,7560954560
2006-07-14,7596558370
2006-07-17,7596558370
2006-07-18,7541534300
2006-07-19,7651582440
2006-07-20,7512403910
2006-07-21,7331148150
2006-07-24,7444433000
2006-07-25,7467089970
2006-07-26,7428249450
2006-07-27,7366751960
2006-07-28,7412065900
2006-07-31,7319630500
2006-08-01,7329282760
2006-08-02,7351804700
2006-08-03,7351804700
2006-08-04,7316413079
2006-08-07,7277804040
2006-08-08,7248847260
2006-08-09,7126585300
2006-08-10,7213455640
2006-08-11,7174846600
2006-08-14,7133020140
2006-08-15,7223107900
2006-08-16,7223107900
2006-08-17,7303543400
2006-08-18,7293891140
2006-08-21,7329282760
2006-08-22,7264934359
2006-08-23,7335717600
2006-08-24,7332500180
2006-08-25,6695451020
2006-08-28,6637537460
2006-08-29,6631102620
2006-08-30,6724407800
2006-08-31,6756582000
2006-09-01,6862756859
2006-09-05,6843452340
2006-09-06,6859539440
2006-09-07,6746929740
2006-09-08,6804843300
2006-09-11,6882061380
2006-09-12,6888496220
2006-09-13,6927105260
2006-09-14,6904583320
2006-09-15,6997888500
2006-09-18,7023627859
2006-09-19,6956062040
2006-09-20,6985018820
2006-09-21,6856322020
2006-09-22,6875626540
2006-09-25,6927105260
2006-09-26,7026845280
2006-09-27,6956062040
2006-09-28,7001105920
2006-09-29,6994671079
2006-10-02,6988236240
2006-10-03,6882061380
2006-10-04,6888496220
2006-10-05,7004323340
2006-10-06,6920670420
2006-10-09,6920670420
2006-10-10,6946409780
2006-10-11,6917453000
2006-10-12,7084758840
2006-10-13,7081541420
2006-10-16,7094411100
2006-10-17,7030062700
2006-10-18,7059019480
2006-10-19,7039714960
2006-10-20,6991453660
2006-10-23,7052584640
2006-10-24,7023627859
2006-10-25,7062236900
2006-10-26,7004323340
2006-10-27,6894931060
2006-10-30,6943192359
2006-10-31,7046571000
2006-11-01,6994995000
2006-11-02,6985324500
2006-11-03,6927301499
2006-11-06,7056241500
2006-11-07,7504308000
2006-11-08,7494637500
2006-11-09,7462402500
2006-11-10,7478520000
2006-11-13,7507531500
2006-11-14,7604236500
2006-11-15,7623577500
2006-11-16,7665483000
2006-11-17,7697718000
2006-11-20,7623577500
2006-11-21,7681600499
2006-11-22,7739623500
2006-11-24,7704165000
2006-11-27,7601012999
2006-11-28,7671930000
2006-11-29,7717059000
2006-11-30,7736400000
2006-12-01,7655812500
2006-12-04,7713835500
2006-12-05,7684824000
2006-12-06,7700941500
2006-12-07,7707388500
2006-12-08,7607460000
2006-12-11,7607460000
2006-12-12,7568778000
2006-12-13,7584895500
2006-12-14,7601012999
2006-12-15,7591342500
2006-12-18,7542990000
2006-12-19,7546213500
2006-12-20,7478520000
2006-12-21,7478520000
2006-12-22,7397932500
2006-12-26,7417273500
2006-12-27,7475296500
2006-12-28,7472073000
2006-12-29,7426944000
2007-01-03,7478520000
2007-01-04,7504308000
2007-01-05,7397932500
2007-01-08,7501084500
2007-01-09,7568778000
2007-01-10,7726729500
2007-01-11,7875010500
2007-01-12,7939480500
2007-01-16,7955598000
2007-01-17,7962045000
2007-01-18,7968492000
2007-01-19,7910469000
2007-01-22,7933033500
2007-01-23,7897575000
2007-01-24,7923362999
2007-01-25,7910469000
2007-01-26,7891128000
2007-01-29,7962045000
2007-01-30,7920139500
2007-01-31,7914853200
2007-02-01,7966331920
2007-02-02,7934157720
2007-02-05,7895548680
2007-02-06,7992071280
2007-02-07,7992071280
2007-02-08,7889113840
2007-02-09,7660677020
2007-02-12,7657459600
2007-02-13,7641372500
2007-02-14,7676764120
2007-02-15,7667111859
2007-02-16,7577024100
2007-02-20,7390413740
2007-02-21,7174846600
2007-02-22,7213455640
2007-02-23,7351804700
2007-02-26,7190933700
2007-02-27,7065454320
2007-02-28,7020410440
2007-03-01,7013975600
2007-03-02,6933540100
2007-03-05,6692233600
2007-03-06,6917453000
2007-03-07,6911018160
2007-03-08,6911018160
2007-03-09,6827365240
2007-03-12,6705103280
2007-03-13,6450927100
2007-03-14,6479883880
2007-03-15,6721190380
2007-03-16,6717972960
2007-03-19,6772669100
2007-03-20,6779103940
2007-03-21,6894931060
2007-03-22,6956062040
2007-03-23,6898148480
2007-03-26,6933540100
2007-03-27,6788756200
2007-03-28,6779103940
2007-03-29,6705103280
2007-03-30,6769451680
2007-04-02,6840234920
2007-04-03,6875626540
2007-04-04,6840234920
2007-04-05,6814495560
2007-04-09,6766234260
2007-04-10,6759799420
2007-04-11,6717972960
2007-04-12,6711538120
2007-04-13,6730842640
2007-04-16,6862756859
2007-04-17,6997888500
2007-04-18,7017193020
2007-04-19,7023627859
2007-04-20,7258499520
2007-04-23,7293891140
2007-04-24,7284238880
2007-04-25,7329282760
2007-04-26,7393631160
2007-04-27,7319630500
2007-04-30,7322565040
2007-05-01,7400292400
2007-05-02,7338758240
2007-05-03,7332280960
2007-05-04,7345235520
2007-05-07,7358190080
2007-05-08,7345235520
2007-05-09,7406769680
2007-05-10,7251314960
2007-05-11,7377621920
2007-05-14,7377621920
2007-05-15,7390576480
2007-05-16,7419724240
2007-05-17,7484497040
2007-05-18,7513644800
2007-05-21,7597849440
2007-05-22,7552508480
2007-05-23,7581656240
2007-05-24,7461826560
2007-05-25,7542792560
2007-05-29,7623758560
2007-05-30,7643190400
2007-05-31,7672338160
2007-06-01,7737110960
2007-06-04,7659383600
2007-06-05,7584894880
2007-06-06,7468303840
2007-06-07,7144439840
2007-06-08,7293417280
2007-06-11,7636713119
2007-06-12,7380860560
2007-06-13,7377621920
2007-06-14,7358190080
2007-06-15,7484497040
2007-06-18,7555747119
2007-06-19,7523360720
2007-06-20,7377621920
2007-06-21,7137962560
2007-06-22,7299894560
2007-06-25,7193019440
2007-06-26,7125008000
2007-06-27,7455349280
2007-06-28,7542792560
2007-06-29,7568701680
2007-07-02,7490974320
2007-07-03,7458587920
2007-07-05,7303133200
2007-07-06,7290178640
2007-07-09,7296655920
2007-07-10,7238360400
2007-07-11,7267508160
2007-07-12,7264269520
2007-07-13,7248076320
2007-07-16,7286940000
2007-07-17,7270746800
2007-07-18,7261030880
2007-07-19,7286940000
2007-07-20,7079667040
2007-07-23,7108814800
2007-07-24,6924212320
2007-07-25,6843246320
2007-07-26,6736371200
2007-07-27,6623018800
2007-07-30,6509666400
2007-07-31,6477645300
2007-08-01,6571806559
2007-08-02,6571806559
2007-08-03,6425694260
2007-08-06,6383484040
2007-08-07,6474398360
2007-08-08,6662720880
2007-08-09,6406212620
2007-08-10,6396471800
2007-08-13,6195161519
2007-08-14,6250359500
2007-08-15,5935406320
2007-08-16,5974369600
2007-08-17,6263347260
2007-08-20,6234124800
2007-08-21,6425694260
2007-08-22,6312051360
2007-08-23,6234124800
2007-08-24,6269841140
2007-08-27,6204902340
2007-08-28,6117234960
2007-08-29,6331533000
2007-08-30,6441928960
2007-08-31,6441928960
2007-09-04,6545831040
2007-09-05,6552324920
2007-09-06,6490633059
2007-09-07,6432188140
2007-09-10,6380237100
2007-09-11,6432188140
2007-09-12,6376990160
2007-09-13,6458163660
2007-09-14,6532843280
2007-09-17,6704931100
2007-09-18,6886759740
2007-09-19,6851043400
2007-09-20,6753635200
2007-09-21,6714671920
2007-09-24,6743894380
2007-09-25,6766622960
2007-09-26,6890006680
2007-09-27,6941957720
2007-09-28,6877018920
2007-10-01,7049106740
2007-10-02,6935463840
2007-10-03,7078329200
2007-10-04,7211453740
2007-10-05,7279639480
2007-10-08,7269898660
2007-10-09,7211453740
2007-10-10,7292627240
2007-10-11,7201712920
2007-10-12,7302368059
2007-10-15,7286133360
2007-10-16,7084823080
2007-10-17,7143268000
2007-10-18,7156255760
2007-10-19,6984167940
2007-10-22,6941957720
2007-10-23,6990661820
2007-10-24,6877018920
2007-10-25,6902994440
2007-10-26,7104304720
2007-10-29,7068588380
2007-10-30,7062094500
2007-10-31,7086613200
2007-11-01,6878565840
2007-11-02,6693273660
2007-11-05,6481975560
2007-11-06,6465721860
2007-11-07,6205662660
2007-11-08,6381202620
2007-11-09,6176406000
2007-11-12,6397456320
2007-11-13,6638011080
2007-11-14,6472223340
2007-11-15,6449468160
2007-11-16,6338943000
2007-11-19,6199161180
2007-11-20,6280429680
2007-11-21,6176406000
2007-11-23,6293432640
2007-11-26,6127644900
2007-11-27,6163403040
2007-11-28,6247922280
2007-11-29,6277178940
2007-11-30,6397456320
2007-12-03,6325940040
2007-12-04,6273928200
2007-12-05,6527485919
2007-12-06,6657515520
2007-12-07,6507981480
2007-12-10,6485226300
2007-12-11,6273928200
2007-12-12,6312937080
2007-12-13,5987863080
2007-12-14,5955355680
2007-12-17,5721302400
2007-12-18,6069131580
2007-12-19,6004116780
2007-12-20,6052877880
2007-12-21,6108140460
2007-12-24,6030122700
2007-12-26,6000866040
2007-12-27,5828576820
2007-12-28,5880588660
2007-12-31,6036624180
2008-01-02,6049627140
2008-01-03,5770063500
2008-01-04,5584771320
2008-01-07,5669290560
2008-01-08,5526258000
2008-01-09,5831827560
2008-01-10,5822075340
2008-01-11,5877337919
2008-01-14,5815573860
2008-01-15,5714800919
2008-01-16,5922848280
2008-01-17,5799320160
2008-01-18,5870836440
2008-01-22,5734305360
2008-01-23,6098388240
2008-01-24,5971609380
2008-01-25,5890340880
2008-01-28,5997615300
2008-01-29,6208913400
2008-01-30,6095137500
2008-01-31,6247112559
2008-02-01,6448422840
2008-02-04,6370496280
2008-02-05,6175679880
2008-02-06,6091259440
2008-02-07,6126975780
2008-02-08,6088012500
2008-02-11,6091259440
2008-02-12,6094506380
2008-02-13,6204902340
2008-02-14,6126975780
2008-02-15,6055543100
2008-02-19,5997098180
2008-02-20,6042555340
2008-02-21,6010085940
2008-02-22,5971122660
2008-02-25,6019826760
2008-02-26,6195161519
2008-02-27,6308804420
2008-02-28,6269841140
2008-02-29,6055543100
2008-03-03,5951641019
2008-03-04,5786047080
2008-03-05,5597724559
2008-03-06,5789294019
2008-03-07,5747083800
2008-03-10,5691885820
2008-03-11,5792540960
2008-03-12,5714614400
2008-03-13,5747083800
2008-03-14,5672404180
2008-03-17,5961381840
2008-03-18,6415953440
2008-03-19,6597782080
2008-03-20,6847796460
2008-03-24,7120539420
2008-03-25,7156255760
2008-03-26,7042612860
2008-03-27,6812080120
2008-03-28,6805586240
2008-03-31,6740647440
2008-04-01,6941957720
2008-04-02,6902994440
2008-04-03,6867278100
2008-04-04,6961439360
2008-04-07,6951698540
2008-04-08,7049106740
2008-04-09,7032872040
2008-04-10,6925723019
2008-04-11,6779610720
2008-04-14,6633498420
2008-04-15,6675708640
2008-04-16,6877018920
2008-04-17,6938710780
2008-04-18,6967933240
2008-04-21,6928969960
2008-04-22,6828314820
2008-04-23,6906241380
2008-04-24,7169243519
2008-04-25,7159502700
2008-04-28,7133527180
2008-04-29,7039365920
2008-04-30,7154573670
2008-05-01,7491528900
2008-05-02,7377029550
2008-05-05,7334501220
2008-05-06,7367215320
2008-05-07,7141488029
2008-05-08,7151302260
2008-05-09,7710713370
2008-05-12,7854655410
2008-05-13,7972426170
2008-05-14,7920083610
2008-05-15,7782684390
2008-05-16,7746698880
2008-05-19,7746698880
2008-05-20,7556957100
2008-05-21,7501343130
2008-05-22,7498071720
2008-05-23,7403200830
2008-05-27,7435914930
2008-05-28,7390115190
2008-05-29,7556957100
2008-05-30,7635470940
2008-06-02,7635470940
2008-06-03,7720527600
2008-06-04,7753241700
2008-06-05,7802312850
2008-06-06,7517700180
2008-06-09,7439186339
2008-06-10,7442457750
2008-06-11,7233087510
2008-06-12,7210187640
2008-06-13,7301787120
2008-06-16,7674727860
2008-06-17,7658370810
2008-06-18,7566771330
2008-06-19,7563499920
2008-06-20,6784904339
2008-06-23,6987731760
2008-06-24,6915760740
2008-06-25,7059702779
2008-06-26,6804532800
2008-06-27,6811075620
2008-06-30,7000817400
2008-07-01,7056431370
2008-07-02,7157845080
2008-07-03,7134945210
2008-07-07,7442457750
2008-07-08,7700899140
2008-07-09,7805584260
2008-07-10,7484986080
2008-07-11,7354129680
2008-07-14,7259258790
2008-07-15,7354129680
2008-07-16,7704170550
2008-07-17,7877555279
2008-07-18,7884098100
2008-07-21,7674727860
2008-07-22,7962611940
2008-07-23,7877555279
2008-07-24,7766327339
2008-07-25,7772870160
2008-07-28,7583128380
2008-07-29,7959340529
2008-07-30,7880826690
2008-07-31,8024277299
2008-08-01,8007786800
2008-08-04,8050662100
2008-08-05,8235355700
2008-08-06,8162797500
2008-08-07,8047364000
2008-08-08,8195778500
2008-08-11,8380472100
2008-08-12,8146307000
2008-08-13,8073748800
2008-08-14,8133114600
2008-08-15,8241951899
2008-08-18,8192480400
2008-08-19,8182586100
2008-08-20,8222163300
2008-08-21,8334298700
2008-08-22,8314510100
2008-08-25,8113326000
2008-08-26,8215567100
2008-08-27,8245250000
2008-08-28,8433241700
2008-08-29,8423347400
2008-09-02,8429943600
2008-09-03,8739965000
2008-09-04,7892353300
2008-09-05,7994594399
2008-09-08,8156201300
2008-09-09,7938526700
2008-09-10,7786814100
2008-09-11,7968209600
2008-09-12,7938526700
2008-09-15,7859372299
2008-09-16,7800006500
2008-09-17,7493283200
2008-09-18,7915440000
2008-09-19,8265038600
2008-09-22,7582331899
2008-09-23,7803304600
2008-09-24,7625207200
2008-09-25,7644995800
2008-09-26,7585630000
2008-09-29,7417426899
2008-09-30,7503177500
2008-10-01,7836285600
2008-10-02,7984700100
2008-10-03,7823093200
2008-10-06,7170069399
2008-10-07,6408208300
2008-10-08,6358736800
2008-10-09,5560596600
2008-10-10,5732097800
2008-10-13,6744614500
2008-10-14,6276284300
2008-10-15,5725501600
2008-10-16,5953070500
2008-10-17,5939878100
2008-10-20,5929983800
2008-10-21,5926685700
2008-10-22,5586981400
2008-10-23,5530913700
2008-10-24,5118651200
2008-10-27,5098862600
2008-10-28,6052013500
2008-10-29,6177341300
2008-10-30,6180639399
2008-10-31,6652305360
2008-11-03,6648931980
2008-11-04,6935669280
2008-11-05,6200272440
2008-11-06,6028230060
2008-11-07,6355447920
2008-11-10,6254246520
2008-11-11,6075457380
2008-11-12,5879801340
2008-11-13,6338581020
2008-11-14,5964135840
2008-11-17,5866307820
2008-11-18,6014736539
2008-11-19,5603184180
2008-11-20,5319820260
2008-11-21,5856187680
2008-11-24,6220512720
2008-11-25,6402675240
2008-11-26,6392555100
2008-11-28,6453275940
2008-12-01,5876427960
2008-12-02,6139551600
2008-12-03,6611824800
2008-12-04,6675919020
2008-12-05,6807480840
2008-12-08,6864828300
2008-12-09,6611824800
2008-12-10,6844588020
2008-12-11,6912055619
2008-12-12,7094218140
2008-12-15,7006510260
2008-12-16,7384328820
2008-12-17,7438302900
2008-12-18,7374208680
2008-12-19,7353968400
2008-12-22,7084098000
2008-12-23,7303367699
2008-12-24,7391075580
2008-12-26,7445049660
2008-12-29,7323607980
2008-12-30,7532757539
2008-12-31,7664319360
2009-01-02,7593478380
2009-01-05,7785761039
2009-01-06,7671066119
2009-01-07,7445049660
2009-01-08,7283127420
2009-01-09,7165059119
2009-01-12,7057110960
2009-01-13,6999763500
2009-01-14,6925549140
2009-01-15,7080724619
2009-01-16,7043617440
2009-01-20,6753506760
2009-01-21,6905308860
2009-01-22,6939042660
2009-01-23,7006510260
2009-01-26,7073977860
2009-01-27,7269633900
2009-01-28,7256140380
2009-01-29,7057110960
2009-01-30,6993016740
2009-02-02,6962289100
2009-02-03,7044741600
2009-02-04,7011760600
2009-02-05,7199752299
2009-02-06,7519668000
2009-02-09,7486687000
2009-02-10,7084318800
2009-02-11,7199752299
2009-02-12,7216242800
2009-02-13,7107405500
2009-02-17,6949096700
2009-02-18,6820470800
2009-02-19,6658863900
2009-02-20,6731422100
2009-02-23,6451083600
2009-02-24,6625882900
2009-02-25,6642373400
2009-02-26,6447785500
2009-02-27,6299371000
2009-03-02,6091590700
2009-03-03,5992647700
2009-03-04,5966262900
2009-03-05,5712309200
2009-03-06,6160850800
2009-03-09,5877214200
2009-03-10,6015734399
2009-03-11,5995945800
2009-03-12,6263091899
2009-03-13,6213620400
2009-03-16,6213620400
2009-03-17,6404910200
2009-03-18,6408208300
2009-03-19,6424698800
2009-03-20,6309265300
2009-03-23,5732097800
2009-03-24,5455057400
2009-03-25,5623260500
2009-03-26,5745290200
2009-03-27,5712309200
2009-03-30,5732097800
2009-03-31,5999243900
2009-04-01,5837637000
2009-04-02,5943176200
2009-04-03,5870618000
2009-04-06,5699116800
2009-04-07,5491336500
2009-04-08,5402287800
