,CNX
2009-05-08,7213134805
2009-05-11,6750684890
2009-05-12,6842813584
2009-05-13,6311718760
2009-05-14,6472492363
2009-05-15,6212364286
2009-05-18,6815716909
2009-05-19,7059586981
2009-05-20,7187844575
2009-05-21,6691072205
2009-05-22,6788620234
2009-05-26,7023458082
2009-05-27,7046941866
2009-05-28,7312489279
2009-05-29,7435327537
2009-06-01,7870680777
2009-06-02,7659326715
2009-06-03,7254683039
2009-06-04,7489520887
2009-06-05,7305263499
2009-06-08,7240231479
2009-06-09,7572617356
2009-06-10,7505778891
2009-06-11,7733390959
2009-06-12,7552746461
2009-06-15,7083070766
2009-06-16,6763330005
2009-06-17,6604362846
2009-06-18,6591717732
2009-06-19,6653136861
2009-06-22,5964881323
2009-06-23,6239460960
2009-06-24,6163590271
2009-06-25,6472492363
2009-06-26,6297267200
2009-06-29,6279202750
2009-06-30,6137427588
2009-07-01,6121162320
2009-07-02,5674771091
2009-07-06,5466937118
2009-07-07,5376574521
2009-07-08,5383803529
2009-07-09,5490431393
2009-07-10,5385610781
2009-07-13,5494045897
2009-07-14,5394647040
2009-07-15,5747061169
2009-07-16,6045257739
2009-07-17,6083210030
2009-07-20,6347068813
2009-07-21,6030799723
2009-07-22,5902484836
2009-07-23,6132005832
2009-07-24,6272971483
2009-07-27,6292851255
2009-07-28,6254898964
2009-07-29,6054293999
2009-07-30,6189837894
2009-07-31,6421166142
2009-08-03,6755507751
2009-08-04,6721169964
2009-08-05,6661530650
2009-08-06,6677795918
2009-08-07,6891051647
2009-08-10,6923582182
2009-08-11,6845870348
2009-08-12,6968763480
2009-08-13,7476601275
2009-08-14,7272381806
2009-08-17,6894666151
2009-08-18,6948883709
2009-08-19,7019366534
2009-08-20,7022981038
2009-08-21,7310334097
2009-08-24,7397082190
2009-08-25,7196477225
2009-08-26,7088042108
2009-08-27,6954305465
2009-08-28,7017559283
2009-08-31,6760929507
2009-09-01,6591047825
2009-09-02,6536830266
2009-09-03,6706711949
2009-09-04,6999486763
2009-09-08,7292261577
2009-09-09,7429612725
2009-09-10,7552505857
2009-09-11,7474794023
2009-09-14,7848895175
2009-09-15,8199502051
2009-09-16,8687460075
2009-09-17,8380227245
2009-09-18,8436252055
2009-09-21,8490469614
2009-09-22,8906137560
2009-09-23,8474204346
2009-09-24,8201309303
2009-09-25,8004318842
2009-09-28,8260948617
2009-09-29,8190465792
2009-09-30,8157023328
2009-10-01,7826113271
2009-10-02,7782715230
2009-10-05,8231161647
2009-10-06,8598236738
2009-10-07,8589195480
2009-10-08,8952654067
2009-10-09,8887557007
2009-10-12,8990627352
2009-10-13,9050299658
2009-10-14,9231124826
2009-10-15,9225700071
2009-10-16,8977969591
2009-10-19,9236549581
2009-10-20,9178685527
2009-10-21,9236549581
2009-10-22,8860433232
2009-10-23,8574729466
2009-10-26,8395712550
2009-10-27,8326998986
2009-10-28,7920142358
2009-10-29,8283600946
2009-10-30,7741125442
2009-11-02,7838771032
2009-11-03,7990664173
2009-11-04,8046719976
2009-11-05,8270943184
2009-11-06,8220312137
2009-11-09,8627168765
2009-11-10,8770020648
2009-11-11,8779061906
2009-11-12,8486125134
2009-11-13,8469850869
2009-11-16,8826076450
2009-11-17,8992435604
2009-11-18,8954462319
2009-11-19,8598236738
2009-11-20,8317957728
2009-11-23,8189571858
2009-11-24,8370397026
2009-11-25,8581962473
2009-11-27,8298066959
2009-11-30,8303491714
2009-12-01,8491549889
2009-12-02,8372205278
2009-12-03,8126283049
2009-12-04,7912909351
2009-12-07,7898443338
2009-12-08,7817072012
2009-12-09,8015979697
2009-12-10,8108200533
2009-12-11,7972581657
2009-12-14,8146173818
2009-12-15,8307108217
2009-12-16,8411986815
2009-12-17,8330615489
2009-12-18,8585578976
2009-12-21,8755554634
2009-12-22,9109971963
2009-12-23,9560226632
2009-12-24,9522253346
2009-12-28,9462581041
2009-12-29,9236549581
2009-12-30,9142520494
2009-12-31,9049978704
2010-01-04,9622417116
2010-01-05,9909544954
2010-01-06,10238469883
2010-01-07,10078550580
2010-01-08,10214845440
2010-01-11,10016763577
2010-01-12,9867747864
2010-01-13,9909544954
2010-01-14,9780519153
2010-01-15,9613330792
2010-01-19,9742356592
2010-01-20,9596975408
2010-01-21,9040892380
2010-01-22,8933673756
2010-01-25,9068151352
2010-01-26,9088141264
2010-01-27,9091775794
2010-01-28,8966384523
2010-01-29,8470271232
2010-02-01,9080872205
2010-02-02,9100862118
2010-02-03,8930039227
2010-02-04,8235844073
2010-02-05,8368504403
2010-02-08,8101366478
2010-02-09,8457550379
2010-02-10,8323072783
2010-02-11,8811917015
2010-02-12,8970019052
2010-02-16,9177187240
2010-02-17,9109948442
2010-02-18,9026354261
2010-02-19,9069968616
2010-02-22,9075420411
2010-02-23,8570220796
2010-02-24,8755581806
2010-02-25,9013633408
2010-02-26,9151745532
2010-03-01,9502477639
2010-03-02,9784153683
2010-03-03,9805960860
2010-03-04,9640589764
2010-03-05,10004042724
2010-03-08,9760529240
2010-03-09,9675117795
2010-03-10,9755077446
2010-03-11,9800509066
2010-03-12,9873199658
2010-03-15,8877338548
2010-03-16,8848262311
2010-03-17,8828272398
2010-03-18,8619286946
2010-03-19,8277641163
2010-03-22,8121356391
2010-03-23,8154067157
2010-03-24,8304900136
2010-03-25,7808786845
2010-03-26,7723375400
2010-03-29,7752451636
2010-03-30,7683395574
2010-03-31,9629024893
2010-04-01,9917940783
2010-04-05,10218142450
2010-04-06,10369371861
2010-04-07,10202342362
2010-04-08,10150427788
2010-04-09,10362600395
2010-04-12,10441600834
2010-04-13,10308428666
2010-04-14,10188799430
2010-04-15,10017255620
2010-04-16,9631282049
2010-04-19,9640310670
2010-04-20,9667396535
2010-04-21,9739625507
2010-04-22,9841197500
2010-04-23,10157199255
2010-04-26,10220399605
2010-04-27,9782511460
2010-04-28,9954055269
2010-04-29,10148170633
2010-04-30,10084970282
2010-05-03,10055627262
2010-05-04,9538738678
2010-05-05,9292708740
2010-05-06,8881906459
2010-05-07,8653933765
2010-05-10,9412337976
2010-05-11,8870620682
2010-05-12,9274651497
2010-05-13,9281422963
2010-05-14,9076021823
2010-05-17,8746477136
2010-05-18,8480132800
2010-05-19,8134788025
2010-05-20,7613385130
2010-05-21,8008387323
2010-05-24,7667556859
2010-05-25,7857157912
2010-05-26,7913586797
2010-05-27,8374046496
2010-05-28,8234102862
2010-06-01,7723985744
2010-06-02,8374046496
2010-06-03,8561390394
2010-06-04,7931644040
2010-06-07,7805243338
2010-06-08,8247645795
2010-06-09,8121245093
2010-06-10,8708105494
2010-06-11,8775820156
2010-06-14,8825477574
2010-06-15,9078278978
2010-06-16,8936078189
2010-06-17,8728419893
2010-06-18,8827734730
2010-06-21,8829991885
2010-06-22,8396618050
2010-06-23,8482389955
2010-06-24,8335674855
2010-06-25,8434989692
2010-06-28,8193474065
2010-06-29,7755585920
2010-06-30,7622384756
2010-07-01,7683345772
2010-07-02,7547876848
2010-07-06,7644962910
2010-07-07,8123619773
2010-07-08,8231994911
2010-07-09,8374237281
2010-07-12,8297471558
2010-07-13,8371979466
2010-07-14,8279409035
2010-07-15,8252315250
2010-07-16,7922674203
2010-07-19,7974603957
2010-07-20,8428424850
2010-07-21,8505190574
2010-07-22,8855151959
2010-07-23,8809995651
2010-07-26,8846120698
2010-07-27,8651948574
2010-07-28,8717425220
2010-07-29,8301987189
2010-07-30,8462292081
2010-08-02,8760323713
2010-08-03,8733229928
2010-08-04,8846120698
2010-08-05,8791933128
2010-08-06,8785159682
2010-08-09,8764839343
2010-08-10,8633886051
2010-08-11,8272635588
2010-08-12,8259088696
2010-08-13,8200385496
2010-08-16,8141682296
2010-08-17,8198127681
2010-08-18,7974603957
2010-08-19,7760111495
2010-08-20,7701408295
2010-08-23,7638189464
2010-08-24,7396603217
2010-08-25,7258876478
2010-08-26,7046641832
2010-08-27,7401118848
2010-08-30,7202431094
2010-08-31,7270165555
2010-09-01,7620126941
2010-09-02,7656251987
2010-09-03,7726244264
2010-09-07,7647220725
2010-09-08,7773658387
2010-09-09,7784947464
2010-09-10,7775916203
2010-09-13,7850424111
2010-09-14,7766884941
2010-09-15,7676572326
2010-09-16,7967830511
2010-09-17,7859455372
2010-09-20,7970088326
2010-09-21,7999439926
2010-09-22,8073947834
2010-09-23,8055885311
2010-09-24,8218448019
2010-09-27,8137166665
2010-09-28,8137166665
2010-09-29,8322307527
2010-09-30,8352019922
2010-10-01,8657085585
2010-10-04,8489864407
2010-10-05,8695501261
2010-10-06,8878540658
2010-10-07,8745215665
2010-10-08,8905657606
2010-10-11,8948592774
2010-10-12,8919216080
2010-10-13,9068359293
2010-10-14,9061580056
2010-10-15,9084177513
2010-10-18,9115813952
2010-10-19,8700020752
2010-10-20,8898878369
2010-10-21,8747475411
2010-10-22,8819787271
2010-10-25,8706799989
2010-10-26,8776852104
2010-10-27,8639007619
2010-10-28,8681942787
2010-10-29,8306825009
2010-11-01,8340721194
2010-11-02,8286487298
2010-11-03,8327162720
2010-11-04,8688722024
2010-11-05,8880800404
2010-11-08,9199424541
2010-11-09,9366645719
2010-11-10,9527087660
2010-11-11,9884127473
2010-11-12,9603919012
2010-11-15,9472853764
2010-11-16,9009605906
2010-11-17,9072878784
2010-11-18,9276255893
2010-11-19,9619737232
2010-11-22,9597139775
2010-11-23,9393762667
2010-11-24,9592620284
2010-11-26,9470594019
2010-11-29,9671711382
2010-11-30,9481892747
2010-12-01,9872828744
2010-12-02,10040049922
2010-12-03,10263764742
2010-12-06,10381271516
2010-12-07,10101063055
2010-12-08,9929322386
2010-12-09,9945140605
2010-12-10,9940621114
2010-12-13,9841192305
2010-12-14,9716906295
2010-12-15,9644594434
2010-12-16,9719166040
2010-12-17,9696568584
2010-12-20,9994855009
2010-12-21,10304440164
2010-12-22,10430985920
2010-12-23,10564310913
2010-12-27,10541713457
2010-12-28,10643402011
2010-12-29,11002701569
2010-12-30,11029818517
2010-12-31,11032327951
2011-01-03,11582359894
2011-01-04,11473711609
2011-01-05,11611785472
2011-01-06,11414860455
2011-01-07,11521245234
2011-01-10,11552934317
2011-01-11,12005635505
2011-01-12,12222932076
2011-01-13,12236513111
2011-01-14,11711379733
2011-01-18,11595940930
2011-01-19,11299421652
2011-01-20,11446549538
2011-01-21,11369590336
2011-01-24,11448813044
2011-01-25,11353745795
2011-01-26,11661582602
2011-01-27,10966686279
2011-01-28,10848983970
2011-01-31,11249624521
2011-02-01,11614048978
2011-02-02,11367326830
2011-02-03,11247361015
2011-02-04,11165874802
2011-02-07,10925943172
2011-02-08,11179455837
2011-02-09,10801450345
2011-02-10,10941787713
2011-02-11,10638477918
2011-02-14,10731281661
2011-02-15,10461924454
2011-02-16,10661112977
2011-02-17,10590944293
2011-02-18,10387228758
2011-02-22,10296688521
2011-02-23,11002902374
2011-02-24,11054963010
2011-02-25,11274523087
2011-02-28,11478238621
2011-03-01,11206617908
2011-03-02,11539353282
2011-03-03,11926412797
2011-03-04,11878879173
2011-03-07,11509927704
2011-03-08,11514454716
2011-03-09,11317529700
2011-03-10,10824085405
2011-03-11,11002902374
2011-03-14,11514454716
2011-03-15,11657055591
2011-03-16,11856244113
2011-03-17,12523978366
2011-03-18,12207087534
2011-03-21,12376850479
2011-03-22,12182188969
2011-03-23,12551140437
2011-03-24,12560194461
2011-03-25,12557930955
2011-03-28,12044115106
2011-03-29,11939993833
2011-03-30,12066750166
2011-03-31,12155118939
2011-04-01,12041795063
2011-04-04,11996465513
2011-04-05,11908072890
2011-04-06,11552235919
2011-04-07,11756218896
2011-04-08,11903539935
2011-04-11,11409447835
2011-04-12,11080808595
2011-04-13,11434379088
2011-04-14,11395848970
2011-04-15,11522771711
2011-04-18,11221330201
2011-04-19,11060410297
2011-04-20,11391316015
2011-04-21,11617963767
2011-04-25,11520505234
2011-04-26,11556768874
2011-04-27,11556768874
2011-04-28,12032729153
2011-04-29,12259376905
2011-05-02,12277508725
2011-05-03,11844611519
2011-05-04,11565834784
2011-05-05,11105739848
2011-05-06,11135204055
2011-05-09,11389049538
2011-05-10,11277992139
2011-05-11,10806564815
2011-05-12,10849627888
2011-05-13,10713639237
2011-05-16,10815630725
2011-05-17,10976550629
2011-05-18,11139737010
2011-05-19,11040011999
2011-05-20,11105739848
2011-05-23,10781633562
2011-05-24,10917622213
2011-05-25,11223596679
2011-05-26,11309722824
2011-05-27,11502373414
2011-05-31,11620230245
2011-06-01,11323321689
2011-06-02,11368651240
2011-06-03,11389049538
2011-06-06,11121605190
2011-06-07,11157868830
2011-06-08,11092140982
2011-06-09,11321055212
2011-06-10,11067209730
2011-06-13,10686441506
2011-06-14,10944819944
2011-06-15,10527788080
2011-06-16,10403131816
2011-06-17,10394065906
2011-06-20,10450727844
2011-06-21,10917622213
2011-06-22,10838295500
2011-06-23,10790699472
2011-06-24,10622980136
2011-06-27,10681908551
2011-06-28,10867759708
2011-06-29,10883625051
2011-06-30,10992549653
2011-07-01,10960805491
2011-07-05,10967607812
2011-07-06,11099119338
2011-07-07,11541270159
2011-07-08,11393886552
2011-07-11,11053770536
2011-07-12,10899584608
2011-07-13,11049235656
2011-07-14,11539002719
2011-07-15,11867781535
2011-07-18,12139874348
2011-07-19,12262316114
2011-07-20,12282723075
2011-07-21,12341676518
2011-07-22,12430106683
2011-07-25,12307664917
2011-07-26,12117199947
2011-07-27,11997025622
2011-07-28,12124002268
2011-07-29,12153478989
2011-08-01,11811095532
2011-08-02,11300921508
2011-08-03,11228363424
2011-08-04,9888306319
2011-08-05,9430283417
2011-08-08,8373656326
2011-08-09,8877028030
2011-08-10,8697900261
2011-08-11,9228481247
2011-08-12,9201271966
2011-08-15,9607143746
2011-08-16,9455225258
2011-08-17,9618480946
2011-08-18,9657027428
2011-08-19,9457492698
2011-08-22,9210341726
2011-08-23,9543655422
2011-08-24,9704643670
2011-08-25,9711445991
2011-08-26,9842957517
2011-08-29,10139992171
2011-08-30,10312317620
2011-08-31,10353131542
2011-09-01,10291910659
2011-09-02,10153596812
2011-09-06,9897376080
2011-09-07,10330457141
2011-09-08,9954062082
2011-09-09,9777201754
2011-09-12,9802143595
2011-09-13,9632085587
2011-09-14,9632085587
2011-09-15,9795341275
2011-09-16,9768131993
2011-09-19,9566329824
2011-09-20,9153655724
2011-09-21,8598132897
2011-09-22,7858947421
2011-09-23,7729703334
2011-09-26,8428074888
2011-09-27,8602667777
2011-09-28,8076621671
2011-09-29,7940575265
2011-09-30,7701254896
2011-10-03,7195101096
2011-10-04,7814742295
2011-10-05,8139316256
2011-10-06,8377639794
2011-10-07,8175632223
2011-10-10,8670437283
2011-10-11,8727180983
2011-10-12,8838398634
2011-10-13,8863365861
2011-10-14,9401296133
2011-10-17,9010899480
2011-10-18,9321854953
2011-10-19,9181130579
2011-10-20,9169781839
2011-10-21,9410375125
2011-10-24,9728139842
2011-10-25,9251492766
2011-10-26,9305966718
2011-10-27,10270609609
2011-10-28,10611071806
2011-10-31,9705442362
2011-11-01,9285538986
2011-11-02,9762186061
2011-11-03,10043634811
2011-11-04,10177549942
2011-11-07,10014128087
2011-11-08,10238833137
2011-11-09,9512513784
2011-11-10,9530671768
2011-11-11,9734949086
2011-11-14,9510244036
2011-11-15,9476197816
2011-11-16,9076722172
2011-11-17,8643200307
2011-11-18,8686325519
2011-11-21,8545601144
2011-11-22,8434383493
2011-11-23,8030368353
2011-11-25,8009940621
2011-11-28,8477508705
2011-11-29,8509285177
2011-11-30,9451230588
2011-12-01,9285538986
2011-12-02,9242413774
2011-12-05,9283269238
2011-12-06,9260571758
2011-12-07,9124386879
2011-12-08,8736259975
2011-12-09,9051754944
2011-12-12,8622772576
2011-12-13,8416225509
2011-12-14,8384449038
2011-12-15,8273231387
2011-12-16,8243724663
2011-12-19,7966815409
2011-12-20,8248264159
2011-12-21,8196059955
2011-12-22,8711292747
2011-12-23,8636391063
2011-12-27,8497936437
2011-12-28,8334514582
2011-12-29,8205138947
2011-12-30,8329975086
2012-01-03,8895319188
2012-01-04,8947591120
2012-01-05,8779411861
2012-01-06,8765775705
2012-01-09,8565778748
2012-01-10,8456689499
2012-01-11,8181693684
2012-01-12,8297601011
2012-01-13,7802154004
2012-01-17,7583975506
2012-01-18,7765790921
2012-01-19,7665792443
2012-01-20,7504431262
2012-01-23,7761245536
2012-01-24,7883970941
2012-01-25,8152148679
2012-01-26,8213511381
2012-01-27,8286237547
2012-01-30,8229420230
2012-01-31,8122603674
2012-02-01,8147603293
2012-02-02,8604414524
2012-02-03,8561233363
2012-02-06,8493052582
2012-02-07,8349872943
2012-02-08,8236238308
2012-02-09,8474871041
2012-02-10,8188511762
2012-02-13,8145330600
2012-02-14,8145330600
2012-02-15,8379417948
2012-02-16,8504416045
2012-02-17,8468052962
2012-02-21,8497597967
2012-02-22,8129421752
2012-02-23,8038514044
2012-02-24,8256692542
2012-02-27,8254419850
2012-02-28,8249874464
2012-02-29,8140785215
2012-03-01,8013514424
2012-03-02,7711246297
2012-03-05,7579430121
2012-03-06,7477158950
2012-03-07,7488522413
2012-03-08,7477158950
2012-03-09,7583975506
2012-03-12,7368069700
2012-03-13,7418068940
2012-03-14,7208981212
2012-03-15,7358978930
2012-03-16,7738518609
2012-03-19,7933970180
2012-03-20,7852153243
2012-03-21,7836244395
2012-03-22,7486249720
2012-03-23,7672610521
2012-03-26,7668065136
2012-03-27,7724882453
2012-03-28,7574884735
2012-03-29,7695337448
2012-03-30,7749882072
2012-04-02,7932337014
2012-04-03,7748022815
2012-04-04,7727543460
2012-04-05,7691135717
2012-04-09,7668380877
2012-04-10,7670656361
2012-04-11,7677482813
2012-04-12,7907306691
2012-04-13,7668380877
2012-04-16,7738920879
2012-04-17,7998326049
2012-04-18,7779879590
2012-04-19,7836766689
2012-04-20,7672931845
2012-04-23,7609218295
2012-04-24,7634248618
2012-04-25,7859521528
2012-04-26,7556882164
2012-04-27,7436281515
2012-04-30,7563708616
2012-05-01,7757124751
2012-05-02,7563708616
2012-05-03,7631973134
2012-05-04,7595565391
2012-05-07,7686584749
2012-05-08,7766226687
2012-05-09,7993775081
2012-05-10,7868623464
2012-05-11,7795807978
2012-05-14,7629697650
2012-05-15,7113162796
2012-05-16,6965256340
2012-05-17,6860584079
2012-05-18,6680820847
2012-05-21,6926573113
2012-05-22,6792319560
2012-05-23,6899267306
2012-05-24,6728606010
2012-05-25,6733156978
2012-05-29,6856033111
2012-05-30,6562495682
2012-05-31,6389558903
2012-06-01,6405487291
2012-06-04,6416864710
2012-06-05,6350875676
2012-06-06,6523812455
2012-06-07,6462374389
2012-06-08,6428242130
2012-06-11,6205244704
2012-06-12,6191591800
2012-06-13,6098296959
2012-06-14,6275784706
2012-06-15,6380456967
2012-06-18,6355426644
2012-06-19,6608005361
2012-06-20,6658066008
2012-06-21,6387283419
2012-06-22,6430517614
2012-06-25,6221173091
2012-06-26,6157459541
2012-06-27,6503333100
2012-06-28,6669443428
2012-06-29,6881063434
2012-07-02,6920838400
2012-07-03,7091358400
2012-07-05,7084537600
2012-07-06,7061801600
2012-07-09,6898102400
2012-07-10,6741224000
2012-07-11,6886734400
2012-07-12,6977678400
2012-07-13,7198217600
2012-07-16,6925385600
2012-07-17,7002688000
2012-07-18,6977678400
2012-07-19,6886734400
2012-07-20,7025424000
2012-07-23,7004961600
2012-07-24,6700299200
2012-07-25,6334249600
2012-07-26,6470665600
2012-07-27,6686657600
2012-07-30,6704846400
2012-07-31,6588892800
2012-08-01,6754865600
2012-08-02,6327428800
2012-08-03,6622996800
2012-08-06,6859451200
2012-08-07,6991320000
2012-08-08,7070896000
2012-08-09,7521068800
2012-08-10,7473323199
2012-08-13,7373284800
2012-08-14,7218680000
2012-08-15,7252784000
2012-08-16,7320992000
2012-08-17,7270972800
2012-08-20,7516521600
2012-08-21,7605192000
2012-08-22,7682494400
2012-08-23,7500606400
2012-08-24,7475596800
2012-08-27,7323265600
2012-08-28,7186849600
2012-08-29,7164113600
2012-08-30,6982225600
2012-08-31,6866272000
2012-09-04,6554788800
2012-09-05,6577524800
2012-09-06,6632091200
2012-09-07,7095905600
2012-09-10,7050433600
2012-09-11,7098179200
2012-09-12,7116368000
2012-09-13,7389200000
2012-09-14,7461955200
2012-09-17,7318718399
2012-09-18,7232321600
2012-09-19,7180028800
2012-09-20,7095905600
2012-09-21,7079990400
2012-09-24,6850356800
2012-09-25,6645732800
2012-09-26,6643459200
2012-09-27,6863998400
2012-09-28,6832168000
2012-10-01,6939494739
2012-10-02,6880241253
2012-10-03,6770850203
2012-10-04,7151439898
2012-10-05,7144602958
2012-10-08,7231204206
2012-10-09,7545703475
2012-10-10,7486449989
2012-10-11,8085821785
2012-10-12,8008336457
2012-10-15,7830576001
2012-10-16,7928572150
2012-10-17,8165586092
2012-10-18,8222560597
2012-10-19,8024289319
2012-10-22,8341067568
2012-10-23,8110890567
2012-10-24,7892108467
2012-10-25,7844249882
2012-10-26,8019731358
2012-10-31,8012894418
2012-11-01,8325114707
2012-11-02,8022010339
2012-11-05,8104053626
2012-11-06,8106332606
2012-11-07,7584446138
2012-11-08,7468218148
2012-11-09,7509239791
2012-11-12,7545703475
2012-11-13,7486449989
2012-11-14,7374779959
2012-11-15,7096744373
2012-11-16,7235762166
2012-11-19,7477334069
2012-11-20,7340595256
2012-11-21,7356548117
2012-11-23,7449986306
2012-11-26,7244878087
2012-11-27,7165113780
2012-11-28,7285899731
2012-11-29,7281341770
2012-11-30,7144602958
2012-12-03,7183345621
2012-12-04,7167392760
2012-12-05,7516076732
2012-12-06,7557098376
2012-12-07,7529750613
2012-12-10,7582167158
2012-12-11,7709790050
2012-12-12,7805507219
2012-12-13,7705232090
2012-12-14,7680163307
2012-12-17,7673326367
2012-12-18,7814623140
2012-12-19,7755369654
2012-12-20,7673326367
2012-12-21,7554819396
2012-12-24,7445428346
2012-12-26,7422638543
2012-12-27,7342874236
2012-12-28,7238041146
2012-12-31,7329011748
2013-01-02,7080144994
2013-01-03,7290197667
2013-01-04,7404356728
2013-01-07,7255949948
2013-01-08,7139507706
2013-01-09,7039047732
2013-01-10,7055030000
2013-01-11,6892924133
2013-01-14,6828995058
2013-01-15,6986534563
2013-01-16,6915755945
2013-01-17,6984251382
2013-01-18,7278781761
2013-01-22,7475135347
2013-01-23,7374675372
2013-01-24,7344994016
2013-01-25,7324445385
2013-01-28,7102976806
2013-01-29,7265082673
2013-01-30,7112109531
2013-01-31,7155489974
2013-02-01,7176038605
2013-02-04,7029915007
2013-02-05,7075578631
2013-02-06,7148640431
2013-02-07,7039047732
2013-02-08,7244534042
2013-02-11,7481984890
2013-02-12,7477418528
2013-02-13,7536781240
2013-02-14,7790214356
2013-02-15,7781081631
2013-02-19,7849577068
2013-02-20,7523082152
2013-02-21,7456869897
2013-02-22,7422622178
2013-02-25,7114392712
2013-02-26,7171472243
2013-02-27,7344994016
2013-02-28,7340427654
2013-03-01,6995667288
2013-03-04,6849543690
2013-03-05,6897490495
2013-03-06,6934021395
2013-03-07,7164622699
2013-03-08,7333578110
2013-03-11,7472852165
2013-03-12,7436321266
2013-03-13,7406639910
2013-03-14,7696603926
2013-03-15,7742267550
2013-03-18,7943187499
2013-03-19,7783364813
2013-03-20,7826745256
2013-03-21,7710303013
2013-03-22,7685188020
2013-03-25,7685188020
2013-03-26,7637241214
2013-03-27,7863276156
2013-03-28,7682904838
2013-04-01,7440326009
2013-04-02,7424315470
2013-04-03,7415166591
2013-04-04,7319103360
2013-04-05,7545538120
2013-04-08,7600431395
2013-04-09,7678196868
2013-04-10,7726228484
2013-04-11,7746813462
2013-04-12,7678196868
2013-04-15,7371709415
2013-04-16,7392294393
2013-04-17,7165859633
2013-04-18,7588995296
2013-04-19,7383145514
2013-04-22,7458623767
2013-04-23,7355698876
2013-04-24,7630165252
2013-04-25,7545538120
2013-04-26,7438038789
2013-04-29,7607293054
2013-04-30,7694207407
2013-05-01,7659899110
2013-05-02,7980109882
2013-05-03,8137928048
2013-05-06,8094470872
2013-05-07,7975535442
2013-05-08,8185959664
2013-05-09,8030428717
2013-05-10,7970961003
2013-05-13,7787983418
2013-05-14,7765111221
2013-05-15,7767398440
2013-05-16,7694207407
2013-05-17,7769685660
2013-05-20,8018992618
2013-05-21,8105906971
2013-05-22,8064737014
2013-05-23,8160800246
2013-05-24,8110481410
2013-05-28,8137928048
2013-05-29,8048726476
2013-05-30,8105906971
2013-05-31,7932078266
2013-06-03,7945801585
2013-06-04,7840589474
2013-06-05,7707930726
2013-06-06,7659899110
2013-06-07,7691920187
2013-06-10,7659899110
2013-06-11,7399156053
2013-06-12,7275646183
2013-06-13,7419741031
2013-06-14,7307667261
2013-06-17,7309954480
2013-06-18,7305380041
2013-06-19,7122402457
2013-06-20,6893680477
2013-06-21,6813627784
2013-06-24,6415651539
2013-06-25,6388204901
2013-06-26,6198365658
2013-06-27,6255546153
2013-06-28,6198365658
2013-07-01,6296388003
2013-07-02,6207126232
2013-07-03,6078955484
2013-07-05,6067511667
2013-07-08,6307831820
2013-07-09,6369628430
2013-07-10,6257479026
2013-07-11,6461178965
2013-07-12,6333008217
2013-07-15,6424558751
2013-07-16,6545863209
2013-07-17,6571039606
2013-07-18,6758718202
2013-07-19,6639702507
2013-07-22,6587060950
2013-07-23,6694632828
2013-07-24,6477200308
2013-07-25,6978439484
2013-07-26,7175273133
2013-07-29,7147807973
2013-07-30,7102032706
2013-07-31,7102032706
2013-08-01,7138652919
2013-08-02,7099743942
2013-08-05,7159251790
2013-08-06,7129497866
2013-08-07,6950974324
2013-08-08,7056257438
2013-08-09,7337775332
2013-08-12,7227914690
2013-08-13,7175273133
2013-08-14,7214182110
2013-08-15,7172984370
2013-08-16,7037947332
2013-08-19,6923509164
2013-08-20,7262246141
2013-08-21,7205027057
2013-08-22,7502566294
2013-08-23,7605560645
2013-08-26,7571229194
2013-08-27,7301155118
2013-08-28,7349219148
2013-08-29,7145519209
2013-08-30,7147807973
2013-09-03,7335486568
2013-09-04,7477389897
2013-09-05,7623870752
2013-09-06,7655913439
2013-09-09,7944297622
2013-09-10,7891656065
2013-09-11,8049580737
2013-09-12,7909966172
2013-09-13,7736020156
2013-09-16,7761196553
2013-09-17,7887078538
2013-09-18,8138842508
2013-09-19,8088489714
2013-09-20,7985495363
2013-09-23,7955741439
2013-09-24,7813838111
2013-09-25,7683378599
2013-09-26,7729153866
2013-09-27,7667357256
2013-09-30,7705501015
2013-10-01,7783357489
2013-10-02,7907011889
2013-10-03,8110812659
2013-10-04,8319193221
2013-10-07,8090203592
2013-10-08,8037535977
2013-10-09,8030666289
2013-10-10,8424528450
2013-10-11,8740534138
2013-10-14,8797781546
2013-10-15,8781752272
2013-10-16,8644358494
2013-10-17,8648938287
2013-10-18,8701605902
2013-10-21,8699316005
2013-10-22,8786332064
2013-10-23,8635198909
2013-10-24,8756563412
2013-10-25,8733664450
2013-10-28,8690156420
2013-10-29,8642068598
2013-10-30,8435977932
2013-10-31,8358121458
2013-11-01,8390180006
2013-11-04,8646648391
2013-11-05,8417658762
2013-11-06,8236756955
2013-11-07,8181799444
2013-11-08,8337512391
2013-11-11,8287134673
2013-11-12,8126841933
2013-11-13,8248206436
2013-11-14,8170349962
2013-11-15,8239046851
2013-11-18,7913881578
2013-11-19,7854344274
2013-11-20,7916171474
2013-11-21,7916171474
2013-11-22,8085623799
2013-11-25,8019216807
2013-11-26,8032956185
2013-11-27,8115392451
2013-11-29,8147450999
2013-12-02,8280264984
2013-12-03,8353541665
2013-12-04,8415368865
2013-12-05,8536733369
2013-12-06,8378730525
2013-12-09,8495515235
2013-12-10,8685576627
2013-12-11,8465746584
2013-12-12,8435977932
2013-12-13,8513834406
2013-12-16,8536733369
2013-12-17,8571081813
2013-12-18,8600850465
2013-12-19,8793201753
2013-12-20,8664967561
2013-12-23,8589400983
