,ALB
2013-12-31,5054401650
2014-01-02,5034467900
2014-01-03,5043238750
2014-01-06,5032075850
2014-01-07,5066361900
2014-01-08,5172409450
2014-01-09,5248955050
2014-01-10,5301580150
2014-01-13,5242576250
2014-01-14,5311148350
2014-01-15,5321513900
2014-01-16,5292011950
2014-01-17,5262510000
2014-01-21,5274470250
2014-01-22,5286430500
2014-01-23,5224237200
2014-01-24,5048022850
2014-01-27,5070348650
2014-01-28,5039252000
2014-01-29,5202708750
2014-01-30,5152475700
2014-01-31,5117392300
2014-02-03,4961909050
2014-02-04,4960314350
2014-02-05,4982640150
2014-02-06,5013736800
2014-02-07,5061577800
2014-02-10,5079916850
2014-02-11,5111013500
2014-02-12,5140515450
2014-02-13,5167625350
2014-02-14,5203506100
2014-02-18,5141312800
2014-02-19,5135731350
2014-02-20,5138123400
2014-02-21,5095863850
2014-02-24,5090282400
2014-02-25,5125365800
2014-02-26,5227426600
2014-02-27,5229021300
2014-02-28,5261712650
2014-03-03,5241778900
2014-03-04,5265699400
2014-03-05,5265699400
2014-03-06,5308756300
2014-03-07,5306364250
2014-03-10,5260117950
2014-03-11,5225831900
2014-03-12,5183572350
2014-03-13,5118987000
2014-03-14,5065564550
2014-03-17,5130947250
2014-03-18,5163638600
2014-03-19,5126960500
2014-03-20,5109418800
2014-03-21,5155665100
2014-03-24,5136528700
2014-03-25,5170814750
2014-03-26,5131744600
2014-03-27,5174004150
2014-03-28,5190748500
2014-03-31,5224730040
2014-04-01,5227089900
2014-04-02,5264061040
2014-04-03,5254621600
2014-04-04,5200344820
2014-04-07,5115389860
2014-04-08,5142134940
2014-04-09,5197198339
2014-04-10,5123256060
2014-04-11,5102017320
2014-04-14,5159440580
2014-04-15,5161800440
2014-04-16,5213717360
2014-04-17,5245182160
2014-04-21,5286086400
2014-04-22,5328563880
2014-04-23,5275860339
2014-04-24,5257768080
2014-04-25,5179892700
2014-04-28,5193265240
2014-04-29,5238102580
2014-04-30,5273500480
2014-05-01,5328563880
2014-05-02,5356882200
2014-05-05,5393853339
2014-05-06,5367894880
2014-05-07,5388347000
2014-05-08,5360028680
2014-05-09,5370254740
2014-05-12,5455996320
2014-05-13,5433184339
2014-05-14,5426104760
2014-05-15,5323057540
2014-05-16,5326990640
2014-05-19,5340363180
2014-05-20,5307325140
2014-05-21,5354522339
2014-05-22,5354522339
2014-05-23,5400932920
2014-05-27,5394639960
2014-05-28,5383627280
2014-05-29,5453636460
2014-05-30,5442623780
2014-06-02,5479594920
2014-06-03,5507913240
2014-06-04,5573202700
2014-06-05,5621973140
2014-06-06,5677823160
2014-06-09,5681756260
2014-06-10,5680969640
2014-06-11,5632199200
2014-06-12,5571629460
2014-06-13,5585002000
2014-06-16,5540951280
2014-06-17,5611747080
2014-06-18,5591294960
2014-06-19,5610173839
2014-06-20,5625906240
2014-06-23,5599947780
2014-06-24,5549604100
2014-06-25,5602307640
2014-06-26,5590508339
2014-06-27,5651864700
2014-06-30,5594446000
2014-07-01,5642957280
2014-07-02,5628090920
2014-07-03,5669560239
2014-07-07,5650781680
2014-07-08,5653911440
2014-07-09,5639827520
2014-07-10,5602270400
2014-07-11,5633568000
2014-07-14,5682079280
2014-07-15,5479427320
2014-07-16,5404313079
2014-07-17,5432480920
2014-07-18,5492728800
2014-07-21,5409007720
2014-07-22,5358931560
2014-07-23,5351107160
2014-07-24,5284599760
2014-07-25,5404313079
2014-07-28,5389446720
2014-07-29,5261909000
2014-07-30,5219657239
2014-07-31,4799486960
2014-08-01,4831567000
2014-08-04,4848780680
2014-08-05,4808876240
2014-08-06,4794792320
2014-08-07,4741586400
2014-08-08,4766624480
2014-08-11,4764277160
2014-08-12,4735326880
2014-08-13,4803399160
2014-08-14,4747063480
2014-08-15,4785403040
2014-08-18,4824525040
2014-08-19,4848780680
2014-08-20,4845650920
2014-08-21,4844868480
2014-08-22,4836261640
2014-08-25,4874601200
2014-08-26,4877730960
2014-08-27,4882425600
2014-08-28,4945803240
2014-08-29,4974753520
2014-09-02,5001356480
2014-09-03,4973188640
2014-09-04,4971623760
2014-09-05,4985707680
2014-09-08,4995879400
2014-09-09,4962234480
2014-09-10,5062386800
2014-09-11,5035001400
2014-09-12,4991184760
2014-09-15,5030306760
2014-09-16,5084295120
2014-09-17,5081165360
2014-09-18,5088989760
2014-09-19,5011528200
2014-09-22,4949715440
2014-09-23,4934066640
2014-09-24,4942673480
2014-09-25,4743933720
2014-09-26,4763494720
2014-09-29,4696987320
2014-09-30,4602681600
2014-10-01,4515941760
2014-10-02,4601118720
2014-10-03,4608933120
2014-10-06,4650349440
2014-10-07,4568298240
2014-10-08,4586271360
2014-10-09,4399507200
2014-10-10,4300264320
2014-10-13,4154135039
2014-10-14,4181485440
2014-10-15,4197895680
2014-10-16,4211180160
2014-10-17,4265880960
2014-10-20,4326051840
2014-10-21,4417480320
2014-10-22,4316674560
2014-10-23,4438579200
2014-10-24,4469836800
2014-10-27,4417480320
2014-10-28,4531570560
2014-10-29,4469055360
2014-10-30,4481558400
2014-10-31,4562046720
2014-11-03,4589397120
2014-11-04,4594867200
2014-11-05,4747248000
2014-11-06,4755843840
2014-11-07,4780849920
2014-11-10,4801948800
2014-11-11,4848053760
2014-11-12,4810544640
2014-11-13,4835550720
2014-11-14,4824610560
2014-11-17,4813670400
2014-11-18,4820703360
2014-11-19,4809763200
2014-11-20,4809763200
2014-11-21,4827736320
2014-11-24,4833206400
2014-11-25,4791790080
2014-11-26,4819140480
2014-11-28,4613621760
2014-12-01,4558920960
2014-12-02,4601118720
2014-12-03,4798041600
2014-12-04,4829299200
2014-12-05,4874622720
2014-12-08,4831643520
2014-12-09,4871496960
2014-12-10,4610496000
2014-12-11,4522193280
2014-12-12,4344806400
2014-12-15,4279165440
2014-12-16,4295575680
2014-12-17,4469836800
2014-12-18,4597992960
2014-12-19,4586271360
2014-12-22,4688640000
2014-12-23,4752718080
2014-12-24,4726149120
2014-12-26,4758188160
2014-12-29,4762095360
2014-12-30,4751155200
2014-12-31,6501856900
2015-01-02,6521320300
2015-01-05,6305060300
2015-01-06,6181792100
2015-01-07,6156922200
2015-01-08,6350474900
2015-01-09,6381832600
2015-01-12,6455361000
2015-01-13,6594848700
2015-01-14,6435897600
2015-01-15,6280190400
2015-01-16,6327767600
2015-01-20,6249914000
2015-01-21,6337499300
2015-01-22,6439141500
2015-01-23,6146109200
2015-01-26,6178548200
2015-01-27,6095288100
2015-01-28,5987158100
2015-01-29,5165370100
2015-01-30,5218353800
2015-02-02,5181589600
2015-02-03,5339459400
2015-02-04,5282150500
2015-02-05,5379467500
2015-02-06,5523280400
2015-02-09,5637898200
2015-02-10,5641142100
2015-02-11,5750353400
2015-02-12,5834694800
2015-02-13,5902816700
2015-02-17,5924442700
2015-02-18,5932011800
2015-02-19,5885515900
2015-02-20,5997971100
2015-02-23,6007702800
2015-02-24,6063930400
2015-02-25,6090962900
2015-02-26,6087719000
2015-02-27,6116914100
2015-03-02,6128808400
2015-03-03,6135296200
2015-03-04,5990402000
2015-03-05,5977426400
2015-03-06,5928767900
2015-03-09,5936337000
2015-03-10,5875784200
2015-03-11,5789280200
2015-03-12,5801174500
2015-03-13,5724402200
2015-03-16,5708182700
2015-03-17,5675743700
2015-03-18,5703857500
2015-03-19,5587077100
2015-03-20,5649792500
2015-03-23,5613028300
2015-03-24,5622760000
2015-03-25,5534093400
2015-03-26,5514630000
2015-03-27,5574101500
2015-03-30,5669255900
2015-03-31,5928066760
2015-04-01,5897775730
2015-04-02,5933676210
2015-04-06,6170395000
2015-04-07,6198442250
2015-04-08,6269121320
2015-04-09,6620272890
2015-04-10,6591103750
2015-04-13,6549593820
2015-04-14,6615785330
2015-04-15,6653929590
2015-04-16,6589981860
2015-04-17,6624760450
2015-04-20,6640466910
2015-04-21,6591103750
2015-04-22,6612419660
2015-04-23,6613541550
2015-04-24,6619151000
2015-04-27,6565300280
2015-04-28,6669636050
2015-04-29,6759387250
2015-04-30,6697683300
2015-05-01,6780703160
2015-05-04,6744802680
2015-05-05,6731340000
2015-05-06,6731340000
2015-05-07,7048834870
2015-05-08,7085857240
2015-05-11,7095954250
2015-05-12,7032006520
2015-05-13,7016300060
2015-05-14,7138586070
2015-05-15,7222727819
2015-05-18,7097076140
2015-05-19,7034250300
2015-05-20,7016300060
2015-05-21,7035372190
2015-05-22,6941133430
2015-05-26,6861479240
2015-05-27,6879429480
2015-05-28,6797531510
2015-05-29,6748168350
2015-06-01,6714511650
2015-06-02,6805384740
2015-06-03,6894014050
2015-06-04,6873820030
2015-06-05,6858113570
2015-06-08,6808750410
2015-06-09,6798653400
2015-06-10,6862601130
2015-06-11,6895135940
2015-06-12,6706658420
2015-06-15,6497986880
2015-06-16,6504718220
2015-06-17,6557447050
2015-06-18,6690951960
2015-06-19,6574275400
2015-06-22,6620272890
2015-06-23,6614663440
2015-06-24,6466573960
2015-06-25,6537253030
2015-06-26,6630369900
2015-06-29,6309509360
2015-06-30,6201404540
2015-07-01,6110520920
2015-07-02,6174476060
2015-07-06,6086958500
2015-07-07,6086958500
2015-07-08,5954560140
2015-07-09,5996074880
2015-07-10,6058908000
2015-07-13,6213746760
2015-07-14,6208136660
2015-07-15,6089202540
2015-07-16,6106032840
2015-07-17,5947828020
2015-07-20,5918655500
2015-07-21,5844602180
2015-07-22,5801965420
2015-07-23,5758206640
2015-07-24,5588781620
2015-07-27,5588781620
2015-07-28,5697617560
2015-07-29,5824405820
2015-07-30,5991586800
2015-07-31,6081348400
2015-08-03,5979244580
2015-08-04,6017393260
2015-08-05,5975878520
2015-08-06,5808697540
2015-08-07,5749230480
2015-08-10,5911923380
2015-08-11,5834504000
2015-08-12,5735766240
2015-08-13,5657224840
2015-08-14,5734644220
2015-08-17,5808697540
2015-08-18,5734644220
2015-08-19,5596635760
2015-08-20,5533802640
2015-08-21,5252175620
2015-08-24,4975036680
2015-08-25,4802245600
2015-08-26,4832540140
2015-08-27,5063676260
2015-08-28,5082750600
2015-08-31,5072652420
2015-09-01,4807855700
2015-09-02,4794391460
2015-09-03,4810099740
2015-09-04,4760730860
2015-09-08,4826930040
2015-09-09,4828052060
2015-09-10,4802245600
2015-09-11,4712484000
2015-09-14,4699019760
2015-09-15,4967182540
2015-09-16,5019917480
2015-09-17,5054700100
2015-09-18,5128753420
2015-09-21,5206172800
2015-09-22,5128753420
2015-09-23,5083872620
2015-09-24,5073774440
2015-09-25,5063676260
2015-09-28,4687799560
2015-09-29,4771951060
2015-09-30,4948328700
2015-10-01,5068390190
2015-10-02,5178353050
2015-10-05,5321978010
2015-10-06,5342175270
2015-10-07,5488044370
2015-10-08,5674307990
2015-10-09,5691139040
2015-10-12,5667575570
2015-10-13,5639523820
2015-10-14,5771928080
2015-10-15,5775294290
2015-10-16,5885257150
2015-10-19,5863937820
2015-10-20,5845984700
2015-10-21,5742754260
2015-10-22,5878524730
2015-10-23,5899844060
2015-10-26,5911064760
2015-10-27,5826909510
2015-10-28,6012051060
2015-10-29,6091718030
2015-10-30,6005318640
2015-11-02,6086107680
2015-11-03,6134356690
2015-11-04,6083863540
2015-11-05,5546392010
2015-11-06,5686650760
2015-11-09,5601373440
2015-11-10,5563223060
2015-11-11,5486922300
2015-11-12,5264752440
2015-11-13,5343297340
2015-11-16,5383691860
2015-11-17,5444283640
2015-11-18,5701237670
2015-11-19,5687772830
2015-11-20,5797735690
2015-11-23,5847106770
2015-11-24,5948093070
2015-11-25,5935750300
2015-11-27,5959313770
2015-11-30,6009806920
2015-12-01,5941360650
2015-12-02,5866181960
2015-12-03,5927895810
2015-12-04,5945848930
2015-12-07,5733777700
2015-12-08,5585664460
2015-12-09,5612594140
2015-12-10,5521706470
2015-12-11,5380325650
2015-12-14,5359006320
2015-12-15,5462236760
2015-12-16,5815688810
2015-12-17,5881890940
2015-12-18,5742754260
2015-12-21,5774172220
2015-12-22,6093962170
2015-12-23,6316132030
2015-12-24,6277981650
2015-12-28,6367747250
2015-12-29,6365503110
2015-12-30,6321742380
2015-12-31,6287682600
2016-01-04,6236043000
2016-01-05,6140622000
2016-01-06,5872320600
2016-01-07,5607387000
2016-01-08,5501862600
2016-01-11,5392970400
2016-01-12,5495127000
2016-01-13,5355924600
2016-01-14,5489514000
2016-01-15,5378376600
2016-01-19,5435629200
2016-01-20,5389602600
2016-01-21,5549011800
2016-01-22,5757815400
2016-01-25,5610754800
2016-01-26,5824048800
2016-01-27,5717401800
2016-01-28,5810577600
2016-01-29,5909366400
2016-02-01,5929573200
2016-02-02,5821803600
2016-02-03,6008155200
2016-02-04,5831907000
2016-02-05,5785880400
2016-02-08,5477165400
2016-02-09,5600651400
2016-02-10,5623103400
2016-02-11,5623103400
2016-02-12,5767918800
2016-02-16,5873443200
2016-02-17,5923960200
2016-02-18,6121537800
2016-02-19,6115924800
2016-02-22,6155215800
2016-02-23,5911611600
2016-02-24,5984580600
2016-02-25,6223694400
2016-02-26,6349425600
2016-02-29,6311257200
2016-03-01,6585171600
2016-03-02,6478524600
2016-03-03,6423517200
2016-03-04,6642424200
2016-03-07,6600888000
2016-03-08,6564964800
2016-03-09,6762542400
2016-03-10,6665998800
2016-03-11,6874802400
2016-03-14,6737845200
2016-03-15,6644669400
2016-03-16,6917461200
2016-03-17,7008391800
2016-03-18,6890518800
2016-03-21,6919706400
2016-03-22,6978081600
2016-03-23,6891641400
2016-03-24,6951139200
2016-03-28,6973591200
2016-03-29,7067889600
2016-03-30,7183517400
2016-03-31,7181832270
2016-04-01,7324502800
2016-04-04,7339106870
2016-04-05,7245865500
2016-04-06,7417744170
2016-04-07,7267209910
2016-04-08,7285184149
2016-04-11,7330119750
2016-04-12,7335736700
2016-04-13,7302035000
2016-04-14,7352587550
2016-04-15,7343600430
2016-04-18,7357081109
2016-04-19,7340230260
2016-04-20,7375055350
2016-04-21,7373931960
2016-04-22,7441335359
2016-04-25,7480654010
2016-04-26,7612090640
2016-04-27,7623324540
2016-04-28,7461556380
2016-04-29,7432348240
2016-05-02,7627818100
2016-05-03,7563784870
2016-05-04,7480654010
2016-05-05,7537946899
2016-05-06,7709825569
2016-05-09,7558167920
2016-05-10,7623324540
2016-05-11,8386106350
2016-05-12,8523159930
2016-05-13,8555738240
2016-05-16,8741097590
2016-05-17,8556861630
2016-05-18,8556861630
2016-05-19,8511926030
2016-05-20,8578206040
2016-05-23,8579329430
2016-05-24,8575959260
2016-05-25,8860176930
2016-05-26,8879274560
2016-05-27,8997230510
2016-05-31,8818611500
2016-06-01,8951171520
2016-06-02,8969145760
2016-06-03,8987120000
2016-06-06,9094965440
2016-06-07,9132037310
2016-06-08,9123050190
2016-06-09,9016328140
2016-06-10,8968022370
2016-06-13,8779292850
2016-06-14,8807377600
2016-06-15,8954541690
2016-06-16,8985996610
2016-06-17,9301669200
2016-06-20,9325260390
2016-06-21,9393787180
2016-06-22,9360085480
2016-06-23,9481411600
2016-06-24,8872534220
2016-06-27,8463620260
2016-06-28,8795020310
2016-06-29,8888261680
2016-06-30,8916743990
2016-07-01,9142726280
2016-07-05,8983077100
2016-07-06,9091008940
2016-07-07,9142726280
2016-07-08,9396815820
2016-07-11,9402437270
2016-07-12,9581199380
2016-07-13,9618300950
2016-07-14,9673391160
2016-07-15,9708244150
2016-07-18,9692504090
2016-07-19,9659899680
2016-07-20,9738599980
2016-07-21,9474391830
2016-07-22,9557589290
2016-07-25,9691379800
2016-07-26,9614928080
2016-07-27,9536227780
2016-07-28,9568832190
2016-07-29,9463148930
2016-08-01,9433917390
2016-08-02,9485634730
2016-08-03,9442911710
2016-08-04,9232669480
2016-08-05,9256279570
2016-08-08,9238290930
2016-08-09,9220302290
2016-08-10,9229296610
2016-08-11,9284386820
2016-08-12,9332731290
2016-08-15,9453030320
2016-08-16,9188822170
2016-08-17,9056155950
2016-08-18,9138229120
2016-08-19,9302375460
2016-08-22,9427171650
2016-08-23,9463148930
2016-08-24,9240539510
2016-08-25,9283262530
2016-08-26,9195567910
2016-08-29,9303499750
2016-08-30,9188822170
2016-08-31,8990947130
2016-09-01,9140477700
2016-09-02,9214680840
2016-09-06,9336104160
2016-09-07,9325985550
2016-09-08,9097754680
2016-09-09,8636795780
2016-09-12,8706501760
2016-09-13,8554722610
2016-09-14,8513123880
2016-09-15,8685140250
2016-09-16,8626677170
2016-09-19,8728987560
2016-09-20,8633422910
2016-09-21,9015681510
2016-09-22,9129234800
2016-09-23,9078641750
2016-09-26,9185449300
2016-09-27,9303499750
2016-09-28,9541849230
2016-09-29,9348471350
2016-09-30,9616513630
2016-10-03,9542272210
2016-10-04,9293675940
2016-10-05,9385915280
2016-10-06,9408412680
2016-10-07,9265554190
2016-10-10,9390414760
2016-10-11,9192437640
2016-10-12,9128320050
2016-10-13,9048454280
2016-10-14,9095698820
2016-10-17,9140693620
2016-10-18,9185688420
2016-10-19,9290301330
2016-10-20,9338670740
2016-10-21,9246431400
2016-10-24,9376916320
2016-10-25,9235182700
2016-10-26,9121570830
2016-10-27,9229558350
2016-10-28,9326297170
2016-10-31,9398288850
2016-11-01,9325172300
2016-11-02,9252055750
2016-11-03,9426410600
2016-11-04,9390414760
2016-11-07,9705378360
2016-11-08,9308299250
2016-11-09,9046204540
2016-11-10,9169940240
2016-11-11,9047329410
2016-11-14,8670497960
2016-11-15,9012458440
2016-11-16,9173314850
2016-11-17,9333046390
2016-11-18,9275678020
2016-11-21,9432034950
2016-11-22,9482654100
2016-11-23,9435409560
2016-11-25,9448908000
2016-11-28,9444408520
2016-11-29,9668257650
2016-11-30,9874108860
2016-12-01,9634511550
2016-12-02,9545646820
2016-12-05,9705378360
2016-12-06,9709877840
2016-12-07,9988845600
2016-12-08,10326306600
2016-12-09,10201446030
2016-12-12,10272312840
2016-12-13,10249815440
2016-12-14,10117080780
2016-12-15,10103582340
2016-12-16,10037215010
2016-12-19,10011343000
2016-12-20,10049588580
2016-12-21,10042839360
2016-12-22,9946100540
2016-12-23,9991095340
2016-12-27,10012467870
2016-12-28,9739124460
2016-12-29,9794243090
2016-12-30,9682880960
2017-01-03,9860367300
2017-01-04,10157130200
2017-01-05,10122414540
2017-01-06,10169448660
2017-01-09,10132493280
2017-01-10,10065301680
2017-01-11,10448293800
2017-01-12,10498687500
2017-01-13,10526684000
2017-01-17,10565879100
2017-01-18,10369903600
2017-01-19,10420297300
2017-01-20,10455012960
2017-01-23,10493088200
2017-01-24,10700262300
2017-01-25,10526684000
2017-01-26,10692423280
2017-01-27,10685704120
2017-01-30,10590516020
2017-01-31,10374383040
2017-02-01,10460612260
2017-02-02,10404619260
2017-02-03,10556920220
2017-02-06,10559159940
2017-02-07,10392300800
2017-02-08,10565879100
2017-02-09,10516605260
2017-02-10,10493088200
2017-02-13,10610673500
2017-02-14,10212003340
2017-02-15,10387821360
2017-02-16,10348626260
2017-02-17,10293753120
2017-02-21,10502047080
2017-02-22,10351985840
2017-02-23,10348626260
2017-02-24,10406858980
2017-02-27,10354225560
2017-02-28,11367698860
2017-03-01,11496482760
2017-03-02,11541277160
2017-03-03,11732773220
2017-03-06,11434890460
2017-03-07,11623026940
2017-03-08,11505441640
2017-03-09,11478565000
2017-03-10,11540157300
2017-03-13,11702537000
2017-03-14,11640944700
2017-03-15,11783166920
2017-03-16,11647663860
2017-03-17,11894033060
2017-03-20,11878355020
2017-03-21,11674540500
2017-03-22,11783166920
2017-03-23,11775327900
2017-03-24,11696937700
2017-03-27,11713735600
2017-03-28,11745091680
2017-03-29,11763009440
2017-03-30,11774208040
2017-03-31,11692869040
2017-04-03,11625350580
2017-04-04,11677373000
2017-04-05,11645274060
2017-04-06,11736036580
2017-04-07,11726074840
2017-04-10,11606533960
2017-04-11,11689548460
2017-04-12,11524626320
2017-04-13,11469283320
2017-04-17,11581076180
2017-04-18,11707258220
2017-04-19,11715006240
2017-04-20,11679586720
2017-04-21,11633098600
2017-04-24,11824585380
2017-04-25,11964049740
2017-04-26,11987293800
2017-04-27,11974011480
2017-04-28,12054812260
2017-05-01,12107941540
2017-05-02,11996148680
2017-05-03,11915347900
2017-05-04,12032675060
2017-05-05,12176566860
2017-05-08,12126758160
2017-05-09,12101300380
2017-05-10,12238551020
2017-05-11,12257367640
2017-05-12,12217520680
2017-05-15,12402366300
2017-05-16,12437785820
2017-05-17,12235230440
2017-05-18,12175460000
2017-05-19,12210879520
2017-05-22,12239657880
2017-05-23,12364733060
2017-05-24,12402366300
2017-05-25,12462136740
2017-05-26,12492021960
2017-05-30,12447747560
2017-05-31,12573929600
2017-06-01,12547364960
2017-06-02,12628165740
2017-06-05,12575036460
2017-06-06,12472098480
2017-06-07,12485380800
2017-06-08,12648089220
2017-06-09,12773164400
2017-06-12,12307176340
2017-06-13,12469884760
2017-06-14,12094659220
2017-06-15,11738250300
2017-06-16,11964049740
2017-06-19,11990614380
2017-06-20,11925309640
2017-06-21,11753746340
2017-06-22,11644167200
2017-06-23,11605427100
2017-06-26,11624243720
2017-06-27,11563366420
2017-06-28,11834547120
2017-06-29,11585503620
2017-06-30,11659637040
2017-07-03,11713770280
2017-07-05,11933617520
2017-07-06,11936931800
2017-07-07,12151255240
2017-07-10,12300397840
2017-07-11,12478264200
2017-07-12,12874873040
2017-07-13,13000815680
2017-07-14,12988663320
2017-07-17,12910225360
2017-07-18,13006339480
2017-07-19,13164320160
2017-07-20,13026225160
2017-07-21,13073729840
2017-07-24,13102453600
2017-07-25,13124548800
2017-07-26,12947787200
2017-07-27,12856092120
2017-07-28,12870454000
2017-07-31,12793120800
2017-08-01,12973196680
2017-08-02,13196358200
2017-08-03,13124548800
2017-08-04,13212929600
2017-08-07,13597386080
2017-08-08,12750035160
2017-08-09,12501464160
2017-08-10,12257312200
2017-08-11,12081655360
2017-08-14,12244055080
2017-08-15,12360054880
2017-08-16,12530187920
2017-08-17,12385464360
2017-08-18,12438492840
2017-08-21,12536816480
2017-08-22,12795330320
2017-08-23,12747825640
2017-08-24,12689273360
2017-08-25,12699216200
2017-08-28,12752244680
2017-08-29,12645082960
2017-08-30,12723520920
2017-08-31,12843939760
2017-09-01,13105767880
2017-09-05,12889234920
2017-09-06,13109082160
2017-09-07,13046110840
2017-09-08,13067101280
2017-09-11,13682452600
2017-09-12,13769728640
2017-09-13,13875785600
2017-09-14,13919976000
2017-09-15,14062490040
2017-09-18,14474565520
2017-09-19,14875593400
2017-09-20,15033574080
2017-09-21,14902107639
2017-09-22,14835822040
2017-09-25,14239251639
2017-09-26,14187327919
2017-09-27,14364089520
2017-09-28,14618184320
2017-09-29,15058983560
2017-10-02,15097876200
2017-10-03,15186284199
2017-10-04,15274692200
2017-10-05,15433826600
2017-10-06,15160866900
2017-10-09,15090140500
2017-10-10,15224962700
2017-10-11,15186284199
2017-10-12,15173023000
2017-10-13,15354259400
2017-10-16,15489081600
2017-10-17,15406199100
2017-10-18,15433826600
2017-10-19,15415039900
2017-10-20,15557597800
2017-10-23,15308950300
2017-10-24,15329947200
2017-10-25,15308950300
2017-10-26,15365310400
2017-10-27,15369730800
2017-10-30,15417250099
2017-10-31,15569753899
2017-11-01,15728888300
2017-11-02,15129924100
2017-11-03,15475820400
2017-11-06,15689104700
2017-11-07,15817296300
2017-11-08,15977535800
2017-11-09,15564228400
2017-11-10,15539916200
2017-11-13,15843818700
2017-11-14,15211701500
2017-11-15,14868015400
2017-11-16,14955318300
2017-11-17,15052567100
2017-11-20,14963054000
2017-11-21,15106716999
2017-11-22,14946477500
2017-11-24,15146500600
2017-11-27,15054777299
2017-11-28,15127713899
2017-11-29,14581794499
2017-11-30,14843703200
2017-12-01,14603896500
2017-12-04,14294468500
2017-12-05,14144174900
2017-12-06,14087814800
2017-12-07,14264630800
2017-12-08,14432606000
2017-12-11,14492281399
2017-12-12,14406083600
2017-12-13,14377351000
2017-12-14,14098865800
2017-12-15,14318780700
2017-12-18,14596160800
2017-12-19,14589530200
2017-12-20,14513278300
2017-12-21,14217111500
2017-12-22,14287837900
2017-12-26,14260210400
2017-12-27,14192799300
2017-12-28,14195009499
2017-12-29,14133123900
2018-01-02,14557871930
2018-01-03,14586648990
2018-01-04,14412879820
2018-01-05,14578901320
2018-01-08,15213103449
2018-01-09,14990634640
2018-01-10,14716145760
2018-01-11,14907623890
2018-01-12,14778127120
2018-01-16,14167168000
2018-01-17,14050952950
2018-01-18,13050396710
2018-01-19,12840102810
2018-01-22,12565613930
2018-01-23,12506953000
2018-01-24,12440544400
2018-01-25,12938608900
2018-01-26,12663013210
2018-01-29,12360854080
2018-01-30,12326542970
2018-01-31,12350892790
2018-02-01,12086365200
2018-02-02,11677952310
2018-02-05,11638107150
2018-02-06,11902634740
2018-02-07,11801915030
2018-02-08,11641427580
2018-02-09,11922557320
2018-02-12,12350892790
2018-02-13,12003354450
2018-02-14,12365281320
2018-02-15,12685149410
2018-02-16,12422835440
2018-02-20,12681828980
2018-02-21,12508059810
2018-02-22,12582216080
2018-02-23,13143368750
2018-02-26,12185978100
2018-02-27,12348679170
2018-02-28,11115692830
2018-03-01,10626482810
2018-03-02,10516908620
2018-03-05,10674075640
2018-03-06,11083595340
2018-03-07,11073634050
2018-03-08,10988409680
2018-03-09,11262898560
2018-03-12,11399036190
2018-03-13,11414531530
2018-03-14,11104624730
2018-03-15,10854485670
2018-03-16,10887689970
2018-03-19,10726095710
2018-03-20,10550112920
2018-03-21,10788077070
2018-03-22,10416188910
2018-03-23,10319896440
2018-03-26,10443859160
2018-03-27,10340925830
2018-03-28,9912590360
2018-03-29,10264555940
2018-04-02,9756332160
2018-04-03,9916451820
2018-04-04,10045863600
2018-04-05,10503191670
2018-04-06,10067797800
2018-04-09,10004188620
2018-04-10,10125923430
2018-04-11,10233401010
2018-04-12,10242174690
2018-04-13,10473580500
2018-04-16,10623829770
2018-04-17,10597508730
2018-04-18,10834398090
2018-04-19,10812463890
2018-04-20,10720340250
2018-04-23,10675375140
2018-04-24,10504288380
2018-04-25,10469193660
2018-04-26,10588735050
2018-04-27,10632603450
2018-04-30,10633700160
2018-05-01,10706083020
2018-05-02,10730210640
2018-05-03,10735694190
2018-05-04,10973680260
2018-05-07,10979163810
2018-05-08,11046063120
2018-05-09,11159024250
2018-05-10,10790529690
2018-05-11,10806980340
2018-05-14,10883750040
2018-05-15,11055933510
2018-05-16,11224826850
2018-05-17,11493520800
2018-05-18,11506681320
2018-05-21,11413460970
2018-05-22,11223730140
2018-05-23,11168894640
2018-05-24,10420938420
2018-05-25,10399004220
2018-05-29,10202693130
2018-05-30,10264108890
2018-05-31,10250948370
2018-06-01,10337588460
2018-06-04,10357329240
2018-06-05,10380360150
2018-06-06,10492224570
2018-06-07,10442872620
2018-06-08,10459323270
2018-06-11,10459323270
2018-06-12,10499901540
2018-06-13,10328814780
2018-06-14,10271785860
2018-06-15,10235594430
2018-06-18,10185145770
2018-06-19,10023929400
2018-06-20,10046960310
2018-06-21,10086441870
2018-06-22,10249851660
2018-06-25,10085345160
2018-06-26,10146760920
2018-06-27,10244368110
2018-06-28,10269592440
2018-06-29,10345265430
2018-07-02,10031806200
2018-07-03,10368775300
2018-07-05,10171315700
2018-07-06,10252875100
2018-07-09,10300093700
2018-07-10,10281850150
2018-07-11,10160584200
2018-07-12,10232485250
2018-07-13,10256094550
2018-07-16,10190632400
2018-07-17,10406335550
2018-07-18,10381653100
2018-07-19,10324776150
2018-07-20,10076878500
2018-07-23,9757079800
2018-07-24,9754933500
2018-07-25,9850443850
2018-07-26,9986733900
2018-07-27,10008196900
2018-07-30,9918052300
2018-07-31,10109073000
2018-08-01,9766738150
2018-08-02,9875126300
2018-08-03,9938442150
2018-08-06,9943807900
2018-08-07,9959905150
2018-08-08,10599502550
2018-08-09,10813059400
2018-08-10,10570527500
2018-08-13,10262533450
2018-08-14,10444968950
2018-08-15,10252875100
2018-08-16,10415993900
