,EOG
2009-04-13,15383869860
2009-04-14,15021487640
2009-04-15,14703782680
2009-04-16,14539966060
2009-04-17,14912276560
2009-04-20,13894627860
2009-04-21,14127942440
2009-04-22,13988946520
2009-04-23,14922204840
2009-04-24,15681718260
2009-04-27,15493080940
2009-04-28,15736323800
2009-04-29,16317128179
2009-04-30,15756180360
2009-05-01,16401518560
2009-05-04,17880832280
2009-05-05,17622697000
2009-05-06,19241006640
2009-05-07,18248178640
2009-05-08,19082154160
2009-05-11,18302784180
2009-05-12,18183644820
2009-05-13,17453916240
2009-05-14,17712051520
2009-05-15,16942609820
2009-05-18,17637589420
2009-05-19,17875868140
2009-05-20,17980115080
2009-05-21,17314920320
2009-05-22,17175924400
2009-05-26,17195780960
2009-05-27,16947573960
2009-05-28,18024792340
2009-05-29,18168752400
2009-06-01,19042441040
2009-06-02,18918337540
2009-06-03,18014864060
2009-06-04,18173716540
2009-06-05,18243214500
2009-06-08,18292855900
2009-06-09,18526170480
2009-06-10,18680058820
2009-06-11,19136759700
2009-06-12,19265827340
2009-06-15,18928265820
2009-06-16,18332569020
2009-06-17,18183644820
2009-06-18,17895724700
2009-06-19,17354633440
2009-06-22,16749008360
2009-06-23,16699366960
2009-06-24,16709295239
2009-06-25,17036928480
2009-06-26,16768864920
2009-06-29,16619940719
2009-06-30,16948417200
2009-07-01,16728826400
2009-07-02,16030128399
2009-07-06,15630872400
2009-07-07,15116830300
2009-07-08,15416272300
2009-07-09,15625881700
2009-07-10,15595937500
2009-07-13,15930314400
2009-07-14,16139923800
2009-07-15,16589086800
2009-07-16,17282794100
2009-07-17,17367636000
2009-07-20,18041380500
2009-07-21,18116241000
2009-07-22,17816799000
2009-07-23,18420673700
2009-07-24,18640264500
2009-07-27,18540450500
2009-07-28,18325850400
2009-07-29,17692031500
2009-07-30,18191101500
2009-07-31,18475571400
2009-08-03,19124362400
2009-08-04,19328981100
2009-08-05,19468720700
2009-08-06,19518627700
2009-08-07,18650245900
2009-08-10,19014567000
2009-08-11,18405701600
2009-08-12,18515497000
2009-08-13,18859855300
2009-08-14,18640264500
2009-08-17,17926594400
2009-08-18,18051361900
2009-08-19,18420673700
2009-08-20,18355794600
2009-08-21,18909762300
2009-08-24,18924734400
2009-08-25,18570394700
2009-08-26,18460599300
2009-08-27,18206073600
2009-08-28,18280934100
2009-08-31,17966520000
2009-09-01,17622161700
2009-09-02,17447487200
2009-09-03,17407561600
2009-09-04,17587226800
2009-09-08,18375757400
2009-09-09,18575385400
2009-09-10,19169278700
2009-09-11,18954678600
2009-09-14,19239148500
2009-09-15,19927865100
2009-09-16,20771293400
2009-09-17,20606600300
2009-09-18,20426935100
2009-09-21,20282204800
2009-09-22,20970921400
2009-09-23,20516767700
2009-09-24,19977772100
2009-09-25,19698292900
2009-09-28,19997734900
2009-09-29,20372037400
2009-09-30,20836172500
2009-10-01,20227307100
2009-10-02,20152446600
2009-10-05,20586637500
2009-10-06,21105670300
2009-10-07,21140605200
2009-10-08,22383289500
2009-10-09,22358336000
2009-10-12,22602880300
2009-10-13,22368317400
2009-10-14,22817480400
2009-10-15,23241689900
2009-10-16,23161838700
2009-10-19,23546122600
2009-10-20,23561094700
2009-10-21,23191782900
2009-10-22,22822471100
2009-10-23,22248540600
2009-10-26,21674610100
2009-10-27,21654647300
2009-10-28,21030809800
2009-10-29,21420084400
2009-10-30,20377028100
2009-11-02,20456879300
2009-11-03,20711405000
2009-11-04,21285335500
2009-11-05,21969061400
2009-11-06,22547982600
2009-11-09,23057034000
2009-11-10,22752601300
2009-11-11,22523029100
2009-11-12,22173680100
2009-11-13,22083847500
2009-11-16,22592898900
2009-11-17,22453159300
2009-11-18,22143735900
2009-11-19,21689582200
2009-11-20,21579786800
2009-11-23,22003996300
2009-11-24,22098819600
2009-11-25,22388280200
2009-11-27,21769433400
2009-11-30,21584777500
2009-12-01,22028949800
2009-12-02,21734498500
2009-12-03,21674610100
2009-12-04,21729507800
2009-12-07,21779414800
2009-12-08,21275354100
2009-12-09,21385149500
2009-12-10,21629693800
2009-12-11,21474982100
2009-12-14,22557964000
2009-12-15,22907313000
2009-12-16,23286606200
2009-12-17,23091968900
2009-12-18,23196773600
2009-12-21,23630964500
2009-12-22,24399532300
2009-12-23,24928546500
2009-12-24,25098230300
2009-12-28,24933537200
2009-12-29,24773834800
2009-12-30,24659048700
2009-12-31,24361001000
2010-01-04,25132140600
2010-01-05,24821681800
2010-01-06,24906807600
2010-01-07,24676467200
2010-01-08,24801652200
2010-01-11,24571311800
2010-01-12,23890305400
2010-01-13,24476171200
2010-01-14,24536260000
2010-01-15,24255845600
2010-01-19,24376023200
2010-01-20,24120645800
2010-01-21,24185742000
2010-01-22,23549802200
2010-01-25,23780142600
2010-01-26,23319461800
2010-01-27,23134188000
2010-01-28,22908855000
2010-01-29,22638455400
2010-02-01,23925357200
2010-02-02,24295904800
2010-02-03,24335964000
2010-02-04,23259373000
2010-02-05,23249358200
2010-02-08,22928884600
2010-02-09,23669979800
2010-02-10,22092648800
2010-02-11,22798692200
2010-02-12,22778662600
2010-02-16,23239343400
2010-02-17,23249358200
2010-02-18,23619905800
2010-02-19,23695016800
2010-02-22,23064084400
2010-02-23,22513270400
2010-02-24,23204291600
2010-02-25,23339491400
2010-02-26,23549802200
2010-03-01,23695016800
2010-03-02,23745090800
2010-03-03,23990453400
2010-03-04,23835224000
2010-03-05,24381030600
2010-03-08,24381030600
2010-03-09,24551282200
2010-03-10,24746570800
2010-03-11,24481178600
2010-03-12,24431104600
2010-03-15,24260853000
2010-03-16,24155697600
2010-03-17,23990453400
2010-03-18,23354513600
2010-03-19,22958929000
2010-03-22,22908855000
2010-03-23,23569831800
2010-03-24,23179254600
2010-03-25,22388085400
2010-03-26,22433152000
2010-03-29,23274395200
2010-03-30,23369535800
2010-03-31,23309352000
2010-04-01,23971464000
2010-04-05,24523224000
2010-04-06,24422904000
2010-04-07,26017992000
2010-04-08,26825568000
2010-04-09,26278824000
2010-04-12,26880744000
2010-04-13,26930904000
2010-04-14,27407424000
2010-04-15,27713400000
2010-04-16,26955984000
2010-04-19,27086400000
2010-04-20,27964200000
2010-04-21,28059504000
2010-04-22,28340400000
2010-04-23,28520976000
2010-04-26,28209984000
2010-04-27,27246912000
2010-04-28,27442536000
2010-04-29,27904008000
2010-04-30,28119696000
2010-05-03,28480848000
2010-05-04,27648192000
2010-05-05,26379144000
2010-05-06,25676904000
2010-05-07,25290672000
2010-05-10,26710200000
2010-05-11,26268792000
2010-05-12,27181704000
2010-05-13,27106464000
2010-05-14,26609880000
2010-05-17,25892592000
2010-05-18,25792272000
2010-05-19,25641792000
2010-05-20,24147024000
2010-05-21,25230480000
2010-05-24,24417888000
2010-05-25,24758976000
2010-05-26,25014792000
2010-05-27,26710200000
2010-05-28,26293872000
2010-06-01,25290672000
2010-06-02,27026208000
2010-06-03,27522792000
2010-06-04,25832400000
2010-06-07,25365912000
2010-06-08,26424288000
2010-06-09,26038056000
2010-06-10,27282024000
2010-06-11,27552888000
2010-06-14,27327168000
2010-06-15,27678288000
2010-06-16,27688320000
2010-06-17,27603048000
2010-06-18,27643176000
2010-06-21,27743496000
2010-06-22,26700168000
2010-06-23,26795472000
2010-06-24,26233680000
2010-06-25,27532824000
2010-06-28,26439336000
2010-06-29,25140192000
2010-06-30,24693380000
2010-07-01,24869080000
2010-07-02,24683340000
2010-07-06,25064860000
2010-07-07,26053800000
2010-07-08,26661220000
2010-07-09,26500580000
2010-07-12,26490540000
2010-07-13,26811820000
2010-07-14,26766640000
2010-07-15,26656200000
2010-07-16,25672280000
2010-07-19,25602000000
2010-07-20,26139140000
2010-07-21,25707420000
2010-07-22,25903200000
2010-07-23,25687340000
2010-07-26,26033720000
2010-07-27,25240560000
2010-07-28,25240560000
2010-07-29,25245580000
2010-07-30,24472500000
2010-08-02,25727500000
2010-08-03,25526700000
2010-08-04,25853000000
2010-08-05,25712440000
2010-08-06,24914260000
2010-08-09,25084940000
2010-08-10,25275700000
2010-08-11,24382140000
2010-08-12,23935360000
2010-08-13,23639180000
2010-08-16,23619100000
2010-08-17,23885160000
2010-08-18,23433360000
2010-08-19,22971520000
2010-08-20,22946420000
2010-08-23,23026740000
2010-08-24,22243620000
2010-08-25,21952460000
2010-08-26,21741620000
2010-08-27,22439400000
2010-08-30,21977560000
2010-08-31,21806880000
2010-09-01,22574940000
2010-09-02,22464500000
2010-09-03,22675340000
2010-09-07,22268720000
2010-09-08,22660280000
2010-09-09,22434380000
2010-09-10,23142200000
2010-09-13,23162280000
2010-09-14,23142200000
2010-09-15,22986580000
2010-09-16,22841000000
2010-09-17,22369120000
2010-09-20,22022740000
2010-09-21,22494620000
2010-09-22,22680360000
2010-09-23,22509680000
2010-09-24,23122120000
2010-09-27,22906260000
2010-09-28,23036780000
2010-09-29,23548820000
2010-09-30,23337980000
2010-10-01,24141180000
2010-10-04,24025720000
2010-10-05,24432340000
2010-10-06,24728520000
2010-10-07,24738560000
2010-10-08,24964460000
2010-10-11,24989560000
2010-10-12,24828920000
2010-10-13,24788760000
2010-10-14,24849000000
2010-10-15,25110040000
2010-10-18,25436340000
2010-10-19,24969480000
2010-10-20,25130120000
2010-10-21,24798800000
2010-10-22,24427320000
2010-10-25,24462460000
2010-10-26,24035760000
2010-10-27,24035760000
2010-10-28,23829940000
2010-10-29,24025720000
2010-11-01,24116080000
2010-11-02,24532740000
2010-11-03,22248640000
2010-11-04,22158280000
2010-11-05,22243620000
2010-11-08,22454460000
2010-11-09,23092000000
2010-11-10,23563880000
2010-11-11,23624120000
2010-11-12,23107060000
2010-11-15,23197420000
2010-11-16,22856060000
2010-11-17,22635180000
2010-11-18,23122120000
2010-11-19,23332960000
2010-11-22,23217500000
2010-11-23,22263700000
2010-11-24,22539800000
2010-11-26,22318920000
2010-11-29,22394220000
2010-11-30,22328960000
2010-12-01,23001640000
2010-12-02,23558860000
2010-12-03,23528740000
2010-12-06,23689380000
2010-12-07,23272720000
2010-12-08,23142200000
2010-12-09,23152240000
2010-12-10,22780760000
2010-12-13,22765700000
2010-12-14,23001640000
2010-12-15,22620120000
2010-12-16,22715500000
2010-12-17,23011680000
2010-12-20,22956460000
2010-12-21,23001640000
2010-12-22,23142200000
2010-12-23,22956460000
2010-12-27,22620120000
2010-12-28,22584980000
2010-12-29,22891200000
2010-12-30,23031760000
2010-12-31,23330384000
2011-01-03,23570272000
2011-01-04,23514128000
2011-01-05,23565168000
2011-01-06,23687664000
2011-01-07,24055152000
2011-01-10,24233792000
2011-01-11,24688048000
2011-01-12,25137200000
2011-01-13,24973872000
2011-01-14,25668016000
2011-01-18,26254976000
2011-01-19,25887488000
2011-01-20,25867072000
2011-01-21,25958944000
2011-01-24,25964048000
2011-01-25,25489376000
2011-01-26,26101856000
2011-01-27,26351952000
2011-01-28,26168208000
2011-01-31,27153280000
2011-02-01,27403376000
2011-02-02,27367648000
2011-02-03,27321712000
2011-02-04,27250256000
2011-02-07,26949120000
2011-02-08,26734752000
2011-02-09,26530592000
2011-02-10,26602048000
2011-02-11,26362160000
2011-02-14,26770480000
2011-02-15,26428512000
2011-02-16,26285600000
2011-02-17,26596944000
2011-02-18,27791280000
2011-02-22,27643264000
2011-02-23,29194880000
2011-02-24,28117936000
2011-02-25,28521152000
2011-02-28,28664064000
2011-03-01,27541184000
2011-03-02,27740240000
2011-03-03,28352720000
2011-03-04,27913776000
2011-03-07,27709616000
2011-03-08,27102240000
2011-03-09,27000160000
2011-03-10,26244768000
2011-03-11,26959328000
2011-03-14,27189008000
2011-03-15,26908288000
2011-03-16,26668400000
2011-03-17,27735136000
2011-03-18,27541184000
2011-03-21,28429280000
2011-03-22,28929472000
2011-03-23,29113216000
2011-03-24,29490912000
2011-03-25,29996208000
2011-03-28,30225888000
2011-03-29,30542336000
2011-03-30,30419840000
2011-03-31,31500855000
2011-04-01,31474272000
2011-04-04,31468955400
2011-04-05,31080843600
2011-04-06,30522600600
2011-04-07,30480067800
2011-04-08,30480067800
2011-04-11,29953724400
2011-04-12,29039269200
2011-04-13,29406114600
2011-04-14,29432697600
2011-04-15,29517763200
2011-04-18,29209400400
2011-04-19,29103068400
2011-04-20,29725110600
2011-04-21,29741060400
2011-04-25,29331682200
2011-04-26,29698527600
2011-04-27,29709160800
2011-04-28,29767643400
2011-04-29,30054739800
2011-05-02,29491180200
2011-05-03,28746856200
2011-05-04,28252412400
2011-05-05,27742018800
2011-05-06,28560775200
2011-05-09,29592195600
2011-05-10,29469913800
2011-05-11,28364061000
2011-05-12,28050381600
2011-05-13,28029115200
2011-05-16,27832401000
2011-05-17,28076964600
2011-05-18,28342794600
2011-05-19,28177980000
2011-05-20,28406593800
2011-05-23,27715435800
2011-05-24,28193929800
2011-05-25,28496976000
2011-05-26,28507609200
2011-05-27,28746856200
2011-05-31,29012686200
2011-06-01,28762806000
2011-06-02,29485863600
2011-06-03,29390164800
2011-06-06,28991419800
2011-06-07,28725589800
2011-06-08,28959520200
2011-06-09,29448647400
2011-06-10,28624574400
2011-06-13,27837717600
2011-06-14,27922783200
2011-06-15,27348590400
2011-06-16,27013644600
2011-06-17,27183775800
2011-06-20,26822247000
2011-06-21,27167826000
2011-06-22,26939212200
2011-06-23,26625532800
2011-06-24,26125772400
2011-06-27,26673382200
2011-06-28,27226308600
2011-06-29,27407073000
2011-06-30,27818501680
2011-07-01,27424743240
2011-07-05,27467311720
2011-07-06,27211900840
2011-07-07,27552448680
2011-07-08,27116121760
2011-07-11,26339247000
2011-07-12,26312641700
2011-07-13,26323283820
2011-07-14,25732646160
2011-07-15,26924563600
2011-07-18,27009700560
2011-07-19,27680154120
2011-07-20,27621622460
2011-07-21,28084554680
2011-07-22,28355928740
2011-07-25,28260149660
2011-07-26,28355928740
2011-07-27,27690796240
2011-07-28,27515201260
2011-07-29,27137406000
2011-08-01,27036305860
2011-08-02,26397778660
2011-08-03,26067872940
2011-08-04,24514123420
2011-08-05,25519803760
2011-08-08,23572295800
2011-08-09,24173575580
2011-08-10,23146611000
2011-08-11,24780176420
2011-08-12,25046229420
2011-08-15,25615582840
2011-08-16,25163292740
2011-08-17,25008982000
2011-08-18,23316884920
2011-08-19,23300921740
2011-08-22,22976337080
2011-08-23,23673395940
2011-08-24,23923485760
2011-08-25,23481837780
2011-08-26,23907522580
2011-08-29,24359812680
2011-08-30,24530086600
2011-08-31,24636507800
2011-09-01,24322565260
2011-09-02,23508443080
2011-09-06,23135968880
2011-09-07,24125686040
2011-09-08,23747890780
2011-09-09,22699641960
2011-09-12,22912484360
2011-09-13,23082758280
2011-09-14,23348811280
2011-09-15,24051191200
2011-09-16,23987338480
2011-09-19,23348811280
2011-09-20,23178537360
2011-09-21,22194141260
2011-09-22,20422228280
2011-09-23,19613427160
2011-09-26,20400944040
2011-09-27,20917086860
2011-09-28,19762416840
2011-09-29,19629390340
2011-09-30,9327092500
2011-10-03,8988164350
2011-10-04,9676530050
2011-10-05,10089024000
2011-10-06,10317603450
2011-10-07,9839425750
2011-10-10,10433206850
2011-10-11,10527791450
2011-10-12,10635512800
2011-10-13,10538300850
2011-10-14,11032242650
2011-10-17,10695941850
2011-10-18,11300232350
2011-10-19,11544575900
2011-10-20,11473637450
2011-10-21,11904522850
2011-10-24,11964951900
2011-10-25,11497283600
2011-10-26,11484146850
2011-10-27,12196158700
2011-10-28,12503558650
2011-10-31,11746881850
2011-11-01,11281840900
2011-11-02,12616534700
2011-11-03,13142004700
2011-11-04,13357447400
2011-11-07,13291763650
2011-11-08,13388975600
2011-11-09,12905543200
2011-11-10,13142004700
2011-11-11,13662220000
2011-11-14,13633319150
2011-11-15,13446777300
2011-11-16,13228707250
2011-11-17,12745274850
2011-11-18,12852996200
2011-11-21,12611280000
2011-11-22,12477285150
2011-11-23,12035890350
2011-11-25,11938678400
2011-11-28,12558733000
2011-11-29,12905543200
2011-11-30,13628064450
2011-12-01,13470423450
2011-12-02,13473050800
2011-12-05,13415249100
2011-12-06,13780450750
2011-12-07,13536107200
2011-12-08,13220825200
2011-12-09,13630691800
2011-12-12,13275999550
2011-12-13,12939698750
2011-12-14,12240823650
2011-12-15,12406346700
2011-12-16,12831977400
2011-12-19,12556105650
2011-12-20,12871387650
2011-12-21,12897661150
2011-12-22,12918679950
2011-12-23,12910797900
2011-12-27,13005382500
2011-12-28,12669081700
2011-12-29,12881897050
2011-12-30,26267389000
2012-01-03,27056744040
2012-01-04,27094078400
2012-01-05,27238082360
2012-01-06,27312751080
2012-01-09,27248749320
2012-01-10,28139440480
2012-01-11,27515423320
2012-01-12,27702095120
2012-01-13,27478088960
2012-01-17,27659427280
2012-01-18,28102106120
2012-01-19,28022103920
2012-01-20,27510089840
2012-01-23,28160774400
2012-01-24,27883433440
2012-01-25,28486116680
2012-01-26,27936768240
2012-01-27,27766096880
2012-01-30,28086105680
2012-01-31,28304778360
2012-02-01,28240776600
2012-02-02,28395447520
2012-02-03,29094133400
2012-02-06,29350140440
2012-02-07,29638148360
2012-02-08,29712817080
2012-02-09,29990158040
2012-02-10,29824820160
2012-02-13,30235498120
2012-02-14,30336834240
2012-02-15,30624842160
2012-02-16,31366195880
2012-02-17,30496838640
2012-02-21,30838181360
2012-02-22,30843514840
2012-02-23,31067521000
2012-02-24,31350195440
2012-02-27,30832847880
2012-02-28,31099521880
2012-02-29,30363501640
2012-03-01,31179524080
2012-03-02,30374168600
2012-03-05,30187496800
2012-03-06,30059493280
2012-03-07,30171496360
2012-03-08,30512839080
2012-03-09,30662176520
2012-03-12,30331500760
2012-03-13,31163523640
2012-03-14,30582174320
2012-03-15,30838181360
2012-03-16,31142189720
2012-03-19,31307527600
2012-03-20,30592841280
2012-03-21,30352834680
2012-03-22,29430142640
2012-03-23,29798152760
2012-03-26,29910155840
2012-03-27,29675482720
2012-03-28,29238137360
2012-03-29,29072799480
2012-03-30,29627481400
2012-04-02,30252836640
2012-04-03,30306211440
2012-04-04,29494914480
2012-04-05,29137303320
2012-04-09,28672942560
2012-04-10,27754896000
2012-04-11,27477347040
2012-04-12,28080482280
2012-04-13,27578759160
2012-04-16,27429309720
2012-04-17,27968395200
2012-04-18,27802933320
2012-04-19,27744221040
2012-04-20,27498696960
2012-04-23,27648146400
2012-04-24,27877658040
2012-04-25,28400731080
2012-04-26,28961166480
2012-04-27,29094603480
2012-04-30,29308102680
2012-05-01,29687063760
2012-05-02,29163990720
2012-05-03,28747667280
2012-05-04,28096494720
2012-05-07,27963057720
2012-05-08,27754896000
2012-05-09,28048457400
2012-05-10,28422081000
2012-05-11,27818945760
2012-05-14,26964948960
2012-05-15,26479238280
2012-05-16,26409851040
2012-05-17,25977515160
2012-05-18,25705303680
2012-05-21,26740774800
2012-05-22,27045011160
2012-05-23,27141085800
2012-05-24,26895561720
2012-05-25,27157098240
2012-05-29,27984407640
2012-05-30,26954274000
2012-05-31,26500588200
2012-06-01,24467008320
2012-06-04,24125409600
2012-06-05,24520383120
2012-06-06,25331680080
2012-06-07,25475792040
2012-06-08,25054131120
2012-06-11,24531058080
2012-06-12,25134193320
2012-06-13,24739219800
2012-06-14,25208918040
2012-06-15,25790703360
2012-06-18,25283642760
2012-06-19,25609229040
2012-06-20,24803269560
2012-06-21,23079263520
2012-06-22,23383499880
2012-06-25,22657602600
2012-06-26,22406741040
2012-06-27,22881776760
2012-06-28,22726989840
2012-06-29,24050684880
2012-07-02,23830672540
2012-07-03,25427600900
2012-07-05,24650572000
2012-07-06,24286172240
2012-07-09,24516601500
2012-07-10,23943207760
2012-07-11,24618419080
2012-07-12,24398707460
2012-07-13,24897077720
2012-07-16,24982818840
2012-07-17,25518700840
2012-07-18,25909894700
2012-07-19,26327882660
2012-07-20,26590464840
2012-07-23,26043865200
2012-07-24,25588365500
2012-07-25,25641953700
2012-07-26,26102812220
2012-07-27,27062041000
2012-07-30,26676205960
2012-07-31,26258218000
2012-08-01,26917352860
2012-08-02,25754488920
2012-08-03,28605381160
2012-08-06,28332081340
2012-08-07,29135904340
2012-08-08,28910833900
2012-08-09,29318104220
2012-08-10,29473510000
2012-08-13,29285951300
2012-08-14,29569968760
2012-08-15,29425280620
2012-08-16,29741451000
2012-08-17,29795039200
2012-08-20,29360974780
2012-08-21,29146621980
2012-08-22,29184133720
2012-08-23,28669687000
2012-08-24,29184133720
2012-08-27,29253798380
2012-08-28,29157339620
2012-08-29,28953704460
2012-08-30,28374951900
2012-08-31,29018010300
2012-09-04,29291310120
2012-09-05,29082316140
2012-09-06,30121927220
2012-09-07,30245180080
2012-09-10,30116568400
2012-09-11,30121927220
2012-09-12,30271974180
2012-09-13,30861444380
2012-09-14,31515220420
2012-09-17,31188332400
2012-09-18,31049003080
2012-09-19,30432738780
2012-09-20,30427379960
2012-09-21,30534556360
2012-09-24,30336280020
2012-09-25,30121927220
2012-09-26,29634274600
2012-09-27,30330921200
2012-09-28,30025468460
2012-10-01,30708380000
2012-10-02,30961146000
2012-10-03,29869412000
2012-10-04,29960838000
2012-10-05,29557488000
2012-10-08,29530598000
2012-10-09,29864034000
2012-10-10,29444550000
2012-10-11,29535976000
2012-10-12,29250942000
2012-10-15,29648914000
2012-10-16,30584686000
2012-10-17,30988036000
2012-10-18,30858964000
2012-10-19,30407212000
2012-10-22,30149068000
2012-10-23,29622024000
2012-10-24,29767230000
2012-10-25,30229738000
2012-10-26,30681490000
2012-10-31,31326850000
2012-11-01,31429032000
2012-11-02,30977280000
2012-11-05,31412898000
2012-11-06,32800422000
2012-11-07,32268000000
2012-11-08,31133242000
2012-11-09,30794428000
2012-11-12,30858964000
2012-11-13,30998792000
2012-11-14,30482504000
2012-11-15,31235424000
2012-11-16,31375252000
2012-11-19,31896918000
2012-11-20,31568860000
2012-11-21,31767846000
2012-11-23,31999100000
2012-11-26,31364496000
2012-11-27,30945012000
2012-11-28,31289204000
2012-11-29,31633396000
2012-11-30,31628018000
2012-12-03,31525836000
2012-12-04,31509702000
2012-12-05,31923808000
2012-12-06,31827004000
2012-12-07,31558104000
2012-12-10,31660286000
2012-12-11,31929186000
2012-12-12,32466986000
2012-12-13,31864650000
2012-12-14,31999100000
2012-12-17,32531522000
2012-12-18,33322088000
2012-12-19,32929494000
2012-12-20,33445782000
2012-12-21,33230662000
2012-12-24,33015542000
2012-12-26,32687484000
2012-12-27,32708996000
2012-12-28,31896918000
2012-12-31,32533119630
2013-01-02,33314259280
2013-01-03,33448938530
2013-01-04,33885299300
2013-01-07,33939171000
2013-01-08,33438164190
2013-01-09,33572843440
2013-01-10,33966106850
2013-01-11,33842201940
2013-01-14,33578230610
2013-01-15,33696748350
2013-01-16,33772168730
2013-01-17,33949945340
2013-01-18,34149270630
2013-01-22,34073850250
2013-01-23,33605166460
2013-01-24,33669812500
2013-01-25,33745232880
2013-01-28,33454325700
2013-01-29,34192367990
2013-01-30,34025365720
2013-01-31,33664425330
2013-02-01,34639503100
2013-02-04,34283949880
2013-02-05,34698761970
2013-02-06,34925023110
2013-02-07,34957346130
2013-02-08,35900100880
2013-02-11,35916262390
2013-02-12,36120974850
2013-02-13,35986295600
2013-02-14,35916262390
2013-02-15,34801118200
2013-02-19,35393706900
2013-02-20,34316272900
2013-02-21,33411228340
2013-02-22,33761394390
2013-02-25,32802478130
2013-02-26,33265774750
2013-02-27,34186980820
2013-02-28,33863750620
2013-03-01,33131095500
2013-03-04,32802478130
2013-03-05,33589004950
2013-03-06,33831427600
2013-03-07,34359370260
2013-03-08,34661051780
2013-03-11,34655664610
2013-03-12,35038153680
2013-03-13,34984281980
2013-03-14,35512224640
2013-03-15,35129735570
2013-03-18,34725697820
2013-03-19,34283949880
2013-03-20,34003817040
2013-03-21,33373518150
2013-03-22,33664425330
2013-03-25,33378905320
2013-03-26,34720310650
2013-03-27,34531759700
2013-03-28,34499436680
2013-04-01,34697120250
2013-04-02,34848329490
2013-04-03,34049080650
2013-04-04,33174227190
2013-04-05,33687258540
2013-04-08,34265093850
2013-04-09,34632316290
2013-04-10,34729522230
2013-04-11,34632316290
2013-04-12,33519848310
2013-04-15,31375917300
2013-04-16,32169765810
2013-04-17,31003294530
2013-04-18,31138302780
2013-04-19,30630671760
2013-04-22,31429920600
2013-04-23,31591930500
2013-04-24,32380378680
2013-04-25,32904210690
2013-04-26,32164365480
2013-04-29,32920411680
2013-04-30,32715199140
2013-05-01,32088760860
2013-05-02,32315574720
2013-05-03,33476645670
2013-05-06,34032879660
2013-05-07,36641239050
2013-05-08,37235275350
2013-05-09,36743845320
2013-05-10,36068804070
2013-05-13,36090405390
2013-05-14,36900454890
2013-05-15,36371222550
2013-05-16,35971598130
2013-05-17,36522431790
2013-05-20,36619637730
2013-05-21,36257815620
2013-05-22,35350560180
2013-05-23,35480168100
2013-05-24,35328958860
2013-05-28,35404563480
2013-05-29,35868991860
2013-05-30,35831189550
2013-05-31,34859130150
2013-06-03,35577374040
2013-06-04,35685380640
2013-06-05,34702520580
2013-06-06,35274955560
2013-06-07,35825789220
2013-06-10,35539571730
2013-06-11,34864530480
2013-06-12,35004939060
2013-06-13,36004000110
2013-06-14,35571973710
2013-06-17,36004000110
2013-06-18,36457627830
2013-06-19,36614237400
2013-06-20,35372161500
2013-06-21,35210151600
2013-06-24,34405502430
2013-06-25,35139947310
2013-06-26,35604375690
2013-06-27,35372161500
2013-06-28,35555772720
2013-07-01,36600068060
2013-07-02,37292472540
2013-07-03,37373613690
2013-07-05,37974058200
2013-07-08,37800957080
2013-07-09,38466314510
2013-07-10,38482542740
2013-07-11,38828744980
2013-07-12,39142490760
2013-07-15,38823335570
2013-07-16,39099215480
2013-07-17,39445417720
2013-07-18,39759163500
2013-07-19,40208144530
2013-07-22,40435339750
2013-07-23,40202735120
2013-07-24,38969389640
2013-07-25,39861942290
2013-07-26,39418370670
2013-07-29,39142490760
2013-07-30,38974799050
2013-07-31,39353457750
2013-08-01,41133153640
2013-08-02,41392805320
2013-08-05,41701141690
2013-08-06,41441490010
2013-08-07,42252901510
2013-08-08,42891211890
2013-08-09,42961534220
2013-08-12,42939896580
2013-08-13,42799251920
2013-08-14,42301586200
2013-08-15,42355680300
2013-08-16,42058162750
2013-08-19,41300845350
2013-08-20,41820148710
2013-08-21,41068240720
2013-08-22,41760645200
2013-08-23,42361089710
2013-08-26,42496324960
2013-08-27,42269129740
2013-08-28,43129225930
2013-08-29,42490915550
2013-08-30,42480096730
2013-09-03,42847936610
2013-09-04,43421334070
2013-09-05,43659348110
2013-09-06,43740489260
2013-09-09,44259792620
2013-09-10,44221926750
2013-09-11,45206439370
2013-09-12,45439044000
2013-09-13,45017110020
2013-09-16,44844008900
2013-09-17,45379540490
2013-09-18,46461422490
2013-09-19,46180133170
2013-09-20,45677058040
2013-09-23,45671648630
2013-09-24,46547973050
2013-09-25,46353234290
2013-09-26,46547973050
2013-09-27,46180133170
2013-09-30,45785330880
2013-10-01,46558877940
2013-10-02,46618381560
2013-10-03,46466917800
2013-10-04,47224236600
2013-10-07,46748207640
2013-10-08,46374957660
2013-10-09,46391185920
2013-10-10,47294559060
2013-10-11,48414309000
2013-10-14,48971479260
2013-10-15,48679370580
2013-10-16,49301453880
2013-10-17,49063439400
2013-10-18,49707160380
2013-10-21,49853214720
2013-10-22,50075000940
2013-10-23,48262845240
2013-10-24,49068848820
2013-10-25,49615200240
2013-10-28,49339319820
2013-10-29,50058772680
2013-10-30,48776740140
2013-10-31,48252026400
2013-11-01,48408899580
2013-11-04,49620609660
2013-11-05,48614457540
2013-11-06,47775997440
2013-11-07,46407414180
2013-11-08,46239722160
2013-11-11,46374957660
2013-11-12,45195704100
2013-11-13,45834015660
2013-11-14,45893519280
2013-11-15,46353319980
2013-11-18,45579772920
2013-11-19,45412080900
2013-11-20,45147019320
2013-11-21,45796149720
2013-11-22,46023345360
2013-11-25,45763693200
