,ODFL
2014-07-02,5560124160
2014-07-03,5588690888
2014-07-07,5490005826
2014-07-08,5430275394
2014-07-09,5443260270
2014-07-10,5380932863
2014-07-11,5336784282
2014-07-14,5378335887
2014-07-15,5391320764
2014-07-16,5357560085
2014-07-17,5313411504
2014-07-18,5352366134
2014-07-21,5362754035
2014-07-22,5474423974
2014-07-23,5469230023
2014-07-24,5510781629
2014-07-25,5479617925
2014-07-28,5432872369
2014-07-29,5341978233
2014-07-30,5430275394
2014-07-31,5495199777
2014-08-01,5508184653
2014-08-04,5521169530
2014-08-05,5495199777
2014-08-06,5474423974
2014-08-07,5505587678
2014-08-08,5544542308
2014-08-11,5591287863
2014-08-12,5596481814
2014-08-13,5601675765
2014-08-14,5653615271
2014-08-15,5625048543
2014-08-18,5765285210
2014-08-19,5832806568
2014-08-20,5806836815
2014-08-21,5757494284
2014-08-22,5770479161
2014-08-25,5840597494
2014-08-26,5778270087
2014-08-27,5770479161
2014-08-28,5754897309
2014-08-29,5770479161
2014-09-02,5897730951
2014-09-03,5962655334
2014-09-04,6040564594
2014-09-05,6037967619
2014-09-08,6056146446
2014-09-09,6024982742
2014-09-10,6032773668
2014-09-11,6079519224
2014-09-12,6105488977
2014-09-15,6048355520
2014-09-16,6092504100
2014-09-17,6188592187
2014-09-18,6245725644
2014-09-19,6191189162
2014-09-22,6100295026
2014-09-23,6069131322
2014-09-24,6066534347
2014-09-25,5967849285
2014-09-26,6108085952
2014-09-29,6165219409
2014-09-30,6094129442
2014-10-01,5905224368
2014-10-02,5946628220
2014-10-03,6024260442
2014-10-06,5977681109
2014-10-07,5871583739
2014-10-08,5915575331
2014-10-09,5799126998
2014-10-10,5615397405
2014-10-13,5395439442
2014-10-14,5522238739
2014-10-15,5617985146
2014-10-16,5718907035
2014-10-17,5858645035
2014-10-20,5879346961
2014-10-21,6094129442
2014-10-22,5964742405
2014-10-23,6050137850
2014-10-24,6060488813
2014-10-27,6117419109
2014-10-28,6169173924
2014-10-29,6132945553
2014-10-30,6241630664
2014-10-31,6285622257
2014-11-03,6347728035
2014-11-04,6438298961
2014-11-05,6402070590
2014-11-06,6490053775
2014-11-07,6479702812
2014-11-10,6619440812
2014-11-11,6632379516
2014-11-12,6596151146
2014-11-13,6668607886
2014-11-14,6640142738
2014-11-17,6565098257
2014-11-18,6622028553
2014-11-19,6606502109
2014-11-20,6694485294
2014-11-21,6756591072
2014-11-24,6852337479
2014-11-25,6810933627
2014-11-26,6805758146
2014-11-28,6989487738
2014-12-01,6790231701
2014-12-02,6844574257
2014-12-03,6885978109
2014-12-04,6929969701
2014-12-05,6896329072
2014-12-08,6795407183
2014-12-09,6712599479
2014-12-10,6689309812
2014-12-11,6779880738
2014-12-12,6715187220
2014-12-15,6676371109
2014-12-16,6572861479
2014-12-17,6645318220
2014-12-18,6735889146
2014-12-19,6663432405
2014-12-22,6707423998
2014-12-23,6782468479
2014-12-24,6844574257
2014-12-26,6800582664
2014-12-29,6772117516
2014-12-30,6735889146
2014-12-31,6674783807
2015-01-02,6664467294
2015-01-05,6494244832
2015-01-06,6373025806
2015-01-07,6336918011
2015-01-08,6504561345
2015-01-09,6373025806
2015-01-12,6303389345
2015-01-13,6303389345
2015-01-14,6249227652
2015-01-15,6197645088
2015-01-16,6223436370
2015-01-20,6254385909
2015-01-21,6177012062
2015-01-22,6349813653
2015-01-23,6434924883
2015-01-26,6383342319
2015-01-27,6311126729
2015-01-28,6244069396
2015-01-29,6128008626
2015-01-30,6027422626
2015-02-02,6125429498
2015-02-03,6189907704
2015-02-04,6135746011
2015-02-05,6334338883
2015-02-06,6378184063
2015-02-09,6318864114
2015-02-10,6378184063
2015-02-11,6409133601
2015-02-12,6473611807
2015-02-13,6556143909
2015-02-17,6576776935
2015-02-18,6612884730
2015-02-19,6679942063
2015-02-20,6687679448
2015-02-23,6687679448
2015-02-24,6741841140
2015-02-25,6752157653
2015-02-26,6736682884
2015-02-27,6716049858
2015-03-02,6821794115
2015-03-03,6708312474
2015-03-04,6674783807
2015-03-05,6674783807
2015-03-06,6664467294
2015-03-09,6685100320
2015-03-10,6602568217
2015-03-11,6695416833
2015-03-12,6741841140
2015-03-13,6721208115
2015-03-16,6816635859
2015-03-17,6857901910
2015-03-18,6909484474
2015-03-19,6909484474
2015-03-20,6888851448
2015-03-23,6816635859
2015-03-24,6721208115
2015-03-25,6599989089
2015-03-26,6618042986
2015-03-27,6625780371
2015-03-30,6661888166
2015-03-31,6627562745
2015-04-01,6478397576
2015-04-02,6293227022
2015-04-06,6205785372
2015-04-07,6216072625
2015-04-08,6162064547
2015-04-09,6144061854
2015-04-10,6185210866
2015-04-13,6172351800
2015-04-14,6190354492
2015-04-15,6221216251
2015-04-16,6257221637
2015-04-17,6239218944
2015-04-20,6365237793
2015-04-21,6411530432
2015-04-22,6385812299
2015-04-23,6455251257
2015-04-24,6372953233
2015-04-27,6385812299
2015-04-28,6419245872
2015-04-29,6270080703
2015-04-30,6097769215
2015-05-01,6172351800
2015-05-04,6162064547
2015-05-05,6043761137
2015-05-06,6066907456
2015-05-07,6151777294
2015-05-08,6205785372
2015-05-11,6185210866
2015-05-12,6172351800
2015-05-13,6105484655
2015-05-14,6074622896
2015-05-15,6082338336
2015-05-18,6198069932
2015-05-19,6164636360
2015-05-20,6066907456
2015-05-21,6174923613
2015-05-22,6105484655
2015-05-26,6018043005
2015-05-27,6136346414
2015-05-28,6120915535
2015-05-29,5830300637
2015-06-01,5866306023
2015-06-02,5786579812
2015-06-03,5838016077
2015-06-04,5879165089
2015-06-05,6033473884
2015-06-08,5925457728
2015-06-09,5917742288
2015-06-10,5969178553
2015-06-11,6048904764
2015-06-12,6023186631
2015-06-15,5989753059
2015-06-16,5984609432
2015-06-17,6046332950
2015-06-18,6126059161
2015-06-19,6146633667
2015-06-22,6128630974
2015-06-23,6077194709
2015-06-24,5946032234
2015-06-25,5917742288
2015-06-26,5904883222
2015-06-29,5832872451
2015-06-30,5848836761
2015-07-01,5882083319
2015-07-02,5856509043
2015-07-06,5777228790
2015-07-07,5777228790
2015-07-08,5687718826
2015-07-09,5746539659
2015-07-10,5769556507
2015-07-13,5800245638
2015-07-14,5743982232
2015-07-15,5677489116
2015-07-16,5792573355
2015-07-17,5787458500
2015-07-20,5843721906
2015-07-21,5917887304
2015-07-22,5879525891
2015-07-23,5769556507
2015-07-24,5718407957
2015-07-27,5687718826
2015-07-28,5797688210
2015-07-29,6015069550
2015-07-30,6199204332
2015-07-31,6235008318
2015-08-03,6314288571
2015-08-04,6286156868
2015-08-05,6319403426
2015-08-06,6255467738
2015-08-07,6165957774
2015-08-10,6229893463
2015-08-11,6227336035
2015-08-12,6191532050
2015-08-13,6181302340
2015-08-14,6235008318
2015-08-17,6250352883
2015-08-18,6214548897
2015-08-19,6119924079
2015-08-20,6020184405
2015-08-21,5813032775
2015-08-24,5616110855
2015-08-25,5511256327
2015-08-26,5646799986
2015-08-27,5741424804
2015-08-28,5743982232
2015-08-31,5667259406
2015-09-01,5488239479
2015-09-02,5575192015
2015-09-03,5651914841
2015-09-04,5631455421
2015-09-08,5761884225
2015-09-09,5690276254
2015-09-10,5807917920
2015-09-11,5779786217
2015-09-14,5736309949
2015-09-15,5833492195
2015-09-16,5820705058
2015-09-17,5779786217
2015-09-18,5575192015
2015-09-21,5626340566
2015-09-22,5460107776
2015-09-23,5419188936
2015-09-24,5183905603
2015-09-25,5237611581
2015-09-28,5183905603
2015-09-29,5222267016
2015-09-30,5158857142
2015-10-01,5169007377
2015-10-02,5257821937
2015-10-05,5341561379
2015-10-06,5308573114
2015-10-07,5267972172
2015-10-08,5232446348
2015-10-09,5344098938
2015-10-12,5311110673
2015-10-13,5179157612
2015-10-14,5214683436
2015-10-15,5252746819
2015-10-16,5257821937
2015-10-19,5270509731
2015-10-20,5394850115
2015-10-21,5430375939
2015-10-22,5470976880
2015-10-23,5486202233
2015-10-26,5526803175
2015-10-27,5298422878
2015-10-28,5138556671
2015-10-29,5331411143
2015-10-30,5240059025
2015-11-02,5283197525
2015-11-03,5394850115
2015-11-04,5440526174
2015-11-05,5476051998
2015-11-06,5544566087
2015-11-09,5402462791
2015-11-10,5473514439
2015-11-11,5511577822
2015-11-12,5333948702
2015-11-13,5313648231
2015-11-16,5382162320
2015-11-17,5372012085
2015-11-18,5382162320
2015-11-19,5455751527
2015-11-20,5460826645
2015-11-23,5394850115
2015-11-24,5445601292
2015-11-25,5458289086
2015-11-27,5531878293
2015-11-30,5389774997
2015-12-01,5356786732
2015-12-02,5326336026
2015-12-03,5295885319
2015-12-04,5331411143
2015-12-07,5237521466
2015-12-08,5148706906
2015-12-09,5161394700
2015-12-10,5171544936
2015-12-11,4993915816
2015-12-14,4933014404
2015-12-15,5011678728
2015-12-16,5166469818
2015-12-17,5085267935
2015-12-18,4841662285
2015-12-21,4859425197
2015-12-22,4966002669
2015-12-23,4971077787
2015-12-24,4966002669
2015-12-28,4966002669
2015-12-29,5004066052
2015-12-30,4966002669
2015-12-31,4960888549
2016-01-04,4905459627
2016-01-05,4948291067
2016-01-06,4829874732
2016-01-07,4645951490
2016-01-08,4610678540
2016-01-11,4577925085
2016-01-12,4648470987
2016-01-13,4449430766
2016-01-14,4441872276
2016-01-15,4366287382
2016-01-19,4278105006
2016-01-20,4247871048
2016-01-21,4315897453
2016-01-22,4416677311
2016-01-25,4310858460
2016-01-26,4472106234
2016-01-27,4419196808
2016-01-28,4388962850
2016-01-29,4605639547
2016-02-01,4759328831
2016-02-02,4645951490
2016-02-03,4650990483
2016-02-04,5044031932
2016-02-05,5001200492
2016-02-08,5028914954
2016-02-09,5122136323
2016-02-10,5028914954
2016-02-11,4948291067
2016-02-12,5119616827
2016-02-16,5245591650
2016-02-17,5248111147
2016-02-18,5278345104
2016-02-19,5293462083
2016-02-22,5361488488
2016-02-23,5331254530
2016-02-24,5326215537
2016-02-25,5348891005
2016-02-26,5442112375
2016-02-29,5421956403
2016-03-01,5643672092
2016-03-02,5605879645
2016-03-03,5646191589
2016-03-04,5719256986
2016-03-07,5769646916
2016-03-08,5656269575
2016-03-09,5651230582
2016-03-10,5699101015
2016-03-11,5779724902
2016-03-14,5676425546
2016-03-15,5651230582
2016-03-16,5691542525
2016-03-17,5837673320
2016-03-18,5865387782
2016-03-21,5825075838
2016-03-22,5782244398
2016-03-23,5749490944
2016-03-24,5752010441
2016-03-28,5691542525
2016-03-29,5855309796
2016-03-30,5847751306
2016-03-31,5803944056
2016-04-01,5788940323
2016-04-04,5738927880
2016-04-05,5668910459
2016-04-06,5663909215
2016-04-07,5593891794
2016-04-08,5588890549
2016-04-11,5638902993
2016-04-12,5666409837
2016-04-13,5743929124
2016-04-14,5723924147
2016-04-15,5776437212
2016-04-18,5793941567
2016-04-19,5831450900
2016-04-20,5881463343
2016-04-21,5681413570
2016-04-22,5751430991
2016-04-25,5653906726
2016-04-26,5813946545
2016-04-27,6013996318
2016-04-28,5551381217
2016-04-29,5506370018
2016-05-02,5501368774
2016-05-03,5433851975
2016-05-04,5321323977
2016-05-05,5243804690
2016-05-06,5321323977
2016-05-09,5393842020
2016-05-10,5438853219
2016-05-11,5371336421
2016-05-12,5313822111
2016-05-13,5183789758
2016-05-16,5158783536
2016-05-17,5186290380
2016-05-18,5136277937
2016-05-19,5198793491
2016-05-20,5276312778
2016-05-23,5303819622
2016-05-24,5323824599
2016-05-25,5343829577
2016-05-26,5328825844
2016-05-27,5361333932
2016-05-31,5363834554
2016-06-01,5293817133
2016-06-02,5223799713
2016-06-03,5211296602
2016-06-06,5243804690
2016-06-07,5213797224
2016-06-08,5243804690
2016-06-09,5103769848
2016-06-10,5006245584
2016-06-13,4953732518
2016-06-14,4853707631
2016-06-15,4868711364
2016-06-16,4873712609
2016-06-17,4941229407
2016-06-20,5118773581
2016-06-21,4988741229
2016-06-22,5006245584
2016-06-23,5086265493
2016-06-24,4906220697
2016-06-27,4763685233
2016-06-28,4813697677
2016-06-29,4951231896
2016-06-30,5010713945
2016-07-01,5092979397
2016-07-05,5018192622
2016-07-06,5000742375
2016-07-07,4990770805
2016-07-08,5165273280
2016-07-11,5230088485
2016-07-12,5279946336
2016-07-13,5284932121
2016-07-14,5407083854
2016-07-15,5419548316
2016-07-18,5404590961
2016-07-19,5389633606
2016-07-20,5382154929
2016-07-21,5389633606
2016-07-22,5596543684
2016-07-25,5579093437
2016-07-26,5653880212
2016-07-27,5631444180
2016-07-28,5788496408
2016-07-29,5788496408
2016-08-01,5766060375
2016-08-02,5708723847
2016-08-03,5741131450
2016-08-04,5758581698
2016-08-05,5870761861
2016-08-08,5888212108
2016-08-09,5838354258
2016-08-10,5795975085
2016-08-11,5823396903
2016-08-12,5763567483
2016-08-15,5795975085
2016-08-16,5788496408
2016-08-17,5776031945
2016-08-18,5773539053
2016-08-19,5813425333
2016-08-22,5773539053
2016-08-23,5800960870
2016-08-24,5835861365
2016-08-25,5773539053
2016-08-26,5746117235
2016-08-29,5798467978
2016-08-30,5880733431
2016-08-31,5910648141
2016-09-01,5905662356
2016-09-02,5890705001
2016-09-06,5823396903
2016-09-07,5863283183
2016-09-08,5830875580
2016-09-09,5596543684
2016-09-12,5711216740
2016-09-13,5596543684
2016-09-14,5623965502
2016-09-15,5731159880
2016-09-16,5708723847
2016-09-19,5738638558
2016-09-20,5621472610
2016-09-21,5666344675
2016-09-22,5626458395
2016-09-23,5566628974
2016-09-26,5581586329
2016-09-27,5566628974
2016-09-28,5591557899
2016-09-29,5594050792
2016-09-30,5667657419
2016-10-03,5704830511
2016-10-04,5709786923
2016-10-05,5796524138
2016-10-06,5828740817
2016-10-07,5831219023
2016-10-10,5915478032
2016-10-11,5868392115
2016-10-12,5853522879
2016-10-13,5759351046
2016-10-14,5744481809
2016-10-17,5764307458
2016-10-18,5784133107
2016-10-19,5803958756
2016-10-20,5759351046
2016-10-21,5789089519
2016-10-24,5865913909
2016-10-25,5883261352
2016-10-26,6083996049
2016-10-27,6334294868
2016-10-28,6212862767
2016-10-31,6168255057
2016-11-01,6103821698
2016-11-02,6069126812
2016-11-03,6074083224
2016-11-04,6031953720
2016-11-07,6175689675
2016-11-08,6215340974
2016-11-09,6388815403
2016-11-10,6686200138
2016-11-11,6780371971
2016-11-14,6993497698
2016-11-15,7038105409
2016-11-16,7085191325
2016-11-17,7171928540
2016-11-18,7122364417
2016-11-21,7157059303
2016-11-22,7157059303
2016-11-23,7288404228
2016-11-25,7360272206
2016-11-28,7186797777
2016-11-29,7149624685
2016-11-30,7211579838
2016-12-01,7382576061
2016-12-02,7280969609
2016-12-05,7266100373
2016-12-06,7342924763
2016-12-07,7523833810
2016-12-08,7556050490
2016-12-09,7362750412
2016-12-12,7328055526
2016-12-13,7256187548
2016-12-14,7216536250
2016-12-15,7251231136
2016-12-16,7231405487
2016-12-19,7241318311
2016-12-20,7315664495
2016-12-21,7233883693
2016-12-22,7181841364
2016-12-23,7176884952
2016-12-27,7204145219
2016-12-28,7077756707
2016-12-29,7122364417
2016-12-30,7087669531
2017-01-03,7147088398
2017-01-04,7176734116
2017-01-05,7090267440
2017-01-06,7090267440
2017-01-09,7050739816
2017-01-10,7139676969
2017-01-11,7171793163
2017-01-12,7164381734
2017-01-13,7265671268
2017-01-17,7124854110
2017-01-18,7243436980
2017-01-19,7154499828
2017-01-20,7211320786
2017-01-23,7186616022
2017-01-24,7324962703
2017-01-25,7520130344
2017-01-26,7423781762
2017-01-27,7455897956
2017-01-30,7369431280
2017-01-31,7270612221
2017-02-01,7223673169
2017-02-02,7127324587
2017-02-03,7337315086
2017-02-06,7366960803
2017-02-07,7243436980
2017-02-08,7322492227
2017-02-09,7463309385
2017-02-10,7601656067
2017-02-13,7623890355
2017-02-14,7564598920
2017-02-15,7631301784
2017-02-16,7611537973
2017-02-17,7606597020
2017-02-21,7594244638
2017-02-22,7549776061
2017-02-23,7470720815
2017-02-24,7554717014
2017-02-27,7614008449
2017-02-28,7557187491
2017-03-01,7786941801
2017-03-02,7586833208
2017-03-03,7520130344
2017-03-06,7483073197
2017-03-07,7416370332
2017-03-08,7384254138
2017-03-09,7295316986
2017-03-10,7366960803
2017-03-13,7354608421
2017-03-14,7238496027
2017-03-15,7275553174
2017-03-16,7231084598
2017-03-17,7194027451
2017-03-20,7122383634
2017-03-21,6991448381
2017-03-22,6998859811
2017-03-23,7023564575
2017-03-24,6976625523
2017-03-27,6961802664
2017-03-28,7082856010
2017-03-29,7033446481
2017-03-30,7072974104
2017-03-31,7075594734
2017-04-03,6986281477
2017-04-04,6993724248
2017-04-05,6919296533
2017-04-06,6941624848
2017-04-07,6884563600
2017-04-10,6986281477
2017-04-11,6944105772
2017-04-12,6785326647
2017-04-13,6666242304
2017-04-17,6797731266
2017-04-18,6755555561
2017-04-19,6765479257
2017-04-20,6906891914
2017-04-21,6973876858
2017-04-24,7135136906
2017-04-25,7117770439
2017-04-26,7204602773
2017-04-27,7460137926
2017-04-28,7321206192
2017-05-01,7296396954
2017-05-02,7306320649
2017-05-03,7254221249
2017-05-04,7214526468
2017-05-05,7147541525
2017-05-08,7063190115
2017-05-09,7040861801
2017-05-10,7018533486
2017-05-11,6946586696
2017-05-12,6946586696
2017-05-15,6988762400
2017-05-16,7053266420
2017-05-17,6894487295
2017-05-18,7043342724
2017-05-19,7110327668
2017-05-22,7177312611
2017-05-23,7261664021
2017-05-24,7355939126
2017-05-25,7422924069
2017-05-26,7365862821
2017-05-30,7400595755
2017-05-31,7385710212
2017-06-01,7442771460
2017-06-02,7465099774
2017-06-05,7556893955
2017-06-06,7601550584
2017-06-07,7738001394
2017-06-08,7752886937
2017-06-09,7765291556
2017-06-12,7849642966
2017-06-13,7894299595
2017-06-14,7787619870
2017-06-15,7792581718
2017-06-16,7832276499
2017-06-19,7849642966
2017-06-20,7663573679
2017-06-21,7621397975
2017-06-22,7561855803
2017-06-23,7618917051
2017-06-26,7646207213
2017-06-27,7678459222
2017-06-28,7916627909
2017-06-29,7857085737
2017-06-30,7859834229
2017-07-03,7988562223
2017-07-05,8055401758
2017-07-06,7993513299
2017-07-07,8072730526
2017-07-10,8099961448
2017-07-11,8052926220
2017-07-12,8171752060
2017-07-13,8189080828
2017-07-14,8250969287
2017-07-17,8198982982
2017-07-18,8112339140
2017-07-19,8097485910
2017-07-20,8015793144
2017-07-21,8040548528
2017-07-24,8139570061
2017-07-25,8246018210
2017-07-26,8285626823
2017-07-27,7953904686
2017-07-28,8090059295
2017-07-31,7914296072
2017-08-01,7792994694
2017-08-02,7780617002
2017-08-03,7805372386
2017-08-04,7939051456
2017-08-07,7953904686
2017-08-08,7983611146
2017-08-09,8008366529
2017-08-10,7862309767
2017-08-11,7944002533
2017-08-14,8065303911
2017-08-15,8052926220
2017-08-16,7993513299
2017-08-17,7874687459
2017-08-18,7822701154
2017-08-21,7741008389
2017-08-22,7844980999
2017-08-23,7736057312
2017-08-24,7723679620
2017-08-25,7874687459
2017-08-28,8023219759
2017-08-29,8181654213
2017-08-30,8263346978
2017-08-31,8243542672
2017-09-01,8268298055
2017-09-05,8270773593
2017-09-06,8260871440
2017-09-07,8270773593
2017-09-08,8411879279
2017-09-11,8414354817
2017-09-12,8401977125
2017-09-13,8302955592
2017-09-14,8250969287
2017-09-15,8278200208
2017-09-18,8374746204
2017-09-19,8453963431
2017-09-20,8575264809
2017-09-21,8614873423
2017-09-22,8731223725
2017-09-25,8812916490
2017-09-26,8874804948
2017-09-27,8981253097
2017-09-28,8973826482
2017-09-29,9085225707
2017-10-02,9024692099
2017-10-03,8967917505
2017-10-04,8888926764
2017-10-05,8886458304
2017-10-06,8950638280
2017-10-09,8953106741
2017-10-10,8916079831
2017-10-11,8921016752
2017-10-12,9002475954
2017-10-13,8844494473
2017-10-16,8906205989
2017-10-17,8881521382
2017-10-18,9022223639
2017-10-19,9103682840
2017-10-20,9256727400
2017-10-23,9199952805
2017-10-24,9241916636
2017-10-25,9135772828
2017-10-26,9646744181
2017-10-27,10189805521
2017-10-30,9923211772
2017-10-31,9967644064
2017-11-01,9871374099
2017-11-02,9992328670
2017-11-03,9957770221
2017-11-06,9925680233
2017-11-07,9975049446
2017-11-08,9952833300
2017-11-09,9799788740
2017-11-10,9782509516
2017-11-13,9728203382
2017-11-14,9794851819
2017-11-15,9654149563
2017-11-16,9799788740
2017-11-17,9789914898
2017-11-20,9908401008
2017-11-21,10137967848
2017-11-22,10142904769
2017-11-24,10125625545
2017-11-27,10147841691
2017-11-28,10273733183
2017-11-29,10453930810
2017-11-30,10634128437
2017-12-01,10483552338
2017-12-04,10510705405
2017-12-05,10473678495
2017-12-06,10579822303
2017-12-07,10666218425
2017-12-08,10737803784
2017-12-11,10582290763
2017-12-12,10619317673
2017-12-13,10614380752
2017-12-14,10540326932
2017-12-15,10648939200
2017-12-18,10639065358
2017-12-19,10678560728
2017-12-20,10641533819
2017-12-21,10661281504
2017-12-22,10918001410
2017-12-26,10910596028
2017-12-27,10994523690
2017-12-28,10925406792
2017-12-29,10824199906
2018-01-02,11057346563
2018-01-03,11069684598
2018-01-04,11133842377
2018-01-05,11235014261
2018-01-08,11348524179
2018-01-09,11471904524
2018-01-10,11341121358
2018-01-11,11580479228
2018-01-12,11728535643
2018-01-16,11693989146
2018-01-17,11893865306
2018-01-18,11999972403
2018-01-19,12170237280
2018-01-22,12264006342
2018-01-23,12273876770
2018-01-24,12197380956
2018-01-25,12226992239
2018-01-26,12330631729
2018-01-29,12170237280
2018-01-30,12074000610
2018-01-31,12046856934
2018-02-01,12111014714
2018-02-02,11933347016
2018-02-05,11454631276
2018-02-06,11548400338
2018-02-07,11681651111
2018-02-08,10832794334
2018-02-09,10704478775
2018-02-12,10862405617
2018-02-13,11153583233
2018-02-14,11392941103
2018-02-15,11222676226
2018-02-16,11239949475
2018-02-20,11123971950
2018-02-21,11235014261
2018-02-22,11444760848
2018-02-23,11474372131
2018-02-26,11580479228
2018-02-27,11420084779
2018-02-28,11427487600
2018-03-01,11336186144
2018-03-02,11415149565
2018-03-05,11375667855
2018-03-06,11471904524
2018-03-07,11681651111
2018-03-08,11721132822
2018-03-09,12140625997
2018-03-12,12165302066
2018-03-13,12209718990
2018-03-14,12004907617
2018-03-15,12101144286
2018-03-16,12098676679
2018-03-19,12162834459
2018-03-20,12335566943
2018-03-21,12384919081
2018-03-22,12061662576
2018-03-23,11822304705
2018-03-26,12145561211
2018-03-27,11740873677
2018-03-28,11689053932
2018-03-29,12088806252
2018-04-02,11627394018
2018-04-03,11871325361
2018-04-04,12014234632
2018-04-05,11913212561
2018-04-06,11568259147
2018-04-09,11511588229
2018-04-10,11708704465
2018-04-11,11735807948
2018-04-12,11940316044
2018-04-13,11831902113
2018-04-16,12130040422
2018-04-17,12285269458
2018-04-18,12401075247
2018-04-19,12309908988
2018-04-20,12196567152
2018-04-23,12194103199
2018-04-24,11691456795
2018-04-25,11647105641
2018-04-26,10917775565
2018-04-27,11004013919
2018-04-30,10994158107
2018-05-01,10821681400
2018-05-02,10927631377
2018-05-03,10937487189
2018-05-04,11031117401
2018-05-07,11329255710
2018-05-08,11615074253
2018-05-09,11891036984
2018-05-10,11915676514
2018-05-11,12080761362
2018-05-14,12014234632
2018-05-15,11881181173
2018-05-16,11962491620
2018-05-17,12021626491
2018-05-18,12095545080
2018-05-21,12410931059
2018-05-22,12179319481
2018-05-23,12312372941
2018-05-24,12610511249
2018-05-25,12664718214
2018-05-29,12706605414
2018-05-30,13012135581
2018-05-31,12810091439
2018-06-01,13088518123
2018-06-04,12657326355
2018-06-05,12679501932
2018-06-06,12940680945
2018-06-07,12992423958
2018-06-08,13194468100
2018-06-11,13280706454
2018-06-12,13403904102
2018-06-13,13300418078
2018-06-14,13164900665
2018-06-15,13273314595
2018-06-18,13221571583
2018-06-19,13108229747
2018-06-20,13394048290
2018-06-21,13206787865
2018-06-22,12960392569
2018-06-25,12588335672
2018-06-26,12558768237
2018-06-27,12329620611
2018-06-28,12312372941
2018-06-29,12233526446
2018-07-02,12211561151
2018-07-03,12073993776
2018-07-05,11983101045
2018-07-06,12069080655
2018-07-09,12440021257
2018-07-10,12120668421
2018-07-11,11946252641
2018-07-12,12076450336
2018-07-13,12142777464
2018-07-16,11705509734
2018-07-17,11936426400
2018-07-18,12140320903
2018-07-19,12214017712
2018-07-20,12209104591
2018-07-23,12366324449
2018-07-24,11671117890
2018-07-25,12115755300
2018-07-26,11806228705
2018-07-27,11779206542
2018-07-30,11707966294
2018-07-31,12019949450
2018-08-01,11811141826
2018-08-02,12105929059
2018-08-03,11933969840
2018-08-06,11995383847
2018-08-07,12000296967
2018-08-08,12054341293
2018-08-09,12044515052
2018-08-10,12002753528
2018-08-13,11813598386
2018-08-14,11899577996
2018-08-15,11867642712
2018-08-16,11970818244
2018-08-17,12019949450
2018-08-20,12167343066
2018-08-21,12248409556
2018-08-22,12194365229
2018-08-23,12098559379
2018-08-24,12010123208
2018-08-27,12216474272
2018-08-28,12216474272
2018-08-29,12526000867
2018-08-30,12543196789
2018-08-31,12479326222
2018-09-04,12651285442
2018-09-05,13002573562
2018-09-06,13540560263
2018-09-07,13525820901
2018-09-10,13722345724
2018-09-11,13759194128
2018-09-12,13643735795
2018-09-13,13624083312
2018-09-14,13584778348
2018-09-17,13275251753
2018-09-18,13334209199
2018-09-19,13196641824
2018-09-20,12953442356
2018-09-21,12837984023
2018-09-24,12948529235
2018-09-25,13100835973
2018-09-26,13226120547
2018-09-27,13157336859
2018-09-28,13204011505
2018-10-01,13208750601
2018-10-02,12779576565
2018-10-03,12816362911
2018-10-04,12627526335
2018-10-05,12414165529
2018-10-08,12323425876
2018-10-09,12132136877
2018-10-10,11362076036
2018-10-11,11143810384
2018-10-12,11163429769
2018-10-15,11082499808
2018-10-16,11362076036
2018-10-17,11084952231
2018-10-18,10802923579
2018-10-19,10795566310
2018-10-22,10719541195
2018-10-23,10498823119
2018-10-24,10096625738
2018-10-25,10194722660
2018-10-26,10167746006
2018-10-29,9858740701
2018-10-30,10317343813
2018-10-31,10660683041
2018-11-01,10920639886
2018-11-02,10920639886
2018-11-05,10932902001
2018-11-06,11178144307
2018-11-07,11472435074
2018-11-08,11276241229
2018-11-09,11035903770
2018-11-12,10824995386
2018-11-13,10751422695
2018-11-14,10891210809
2018-11-15,11126643423
2018-11-16,11006474693
2018-11-19,10979498039
2018-11-20,10378654389
2018-11-21,10601824888
2018-11-23,10550324004
2018-11-26,10903472924
2018-11-27,10844614771
2018-11-28,11224740345
2018-11-29,11035903770
2018-11-30,11178144307
2018-12-03,11075142538
2018-12-04,10599372465
2018-12-06,10969688347
2018-12-07,10525799773
2018-12-10,10606729734
2018-12-11,10601824888
2018-12-12,10645968503
2018-12-13,10341868044
2018-12-14,10089268468
2018-12-17,10170198429
2018-12-18,10248675967
2018-12-19,9964194892
2018-12-20,9871002816
2018-12-21,9755738932
2018-12-24,9449186050
2018-12-26,9846478585
2018-12-27,10077006353
2018-12-28,10023053046
2018-12-31,10005989249
2019-01-02,10001127253
2019-01-03,9634046500
2019-01-04,9967093276
2019-01-07,10081350198
2019-01-08,10380362997
2019-01-09,10385224993
2019-01-10,10377931998
2019-01-11,10358484011
2019-01-14,10202900116
2019-01-15,10198038120
2019-01-16,10266106074
2019-01-17,10552963880
2019-01-18,11070766531
2019-01-22,10769322734
2019-01-23,10611307841
2019-01-24,10662358806
2019-01-25,10903027644
2019-01-28,10992974583
2019-01-29,11065904534
2019-01-30,11304142374
2019-01-31,11014853569
2019-02-01,11182592456
2019-02-04,11457295270
2019-02-05,11486467251
2019-02-06,11262815401
2019-02-07,11586138183
2019-02-08,11486467251
2019-02-11,11391658314
2019-02-12,11496191244
2019-02-13,11668792128
2019-02-14,11739291080
2019-02-15,11860840998
2019-02-19,12116095826
