,SIG
2004-08-24,3283845500
2004-08-25,3373089850
2004-08-26,3289044200
2004-08-27,3224926900
2004-08-30,3292510000
2004-08-31,3229259150
2004-09-01,3234457850
2004-09-02,3263050699
2004-09-03,3317637050
2004-09-07,3350562150
2004-09-08,3464933550
2004-09-09,3461467750
2004-09-10,3437207150
2004-09-13,3437207150
2004-09-14,3548112750
2004-09-15,3465800000
2004-09-16,3548112750
2004-09-17,3551578550
2004-09-20,3473598050
2004-09-21,3407747850
2004-09-22,3506523150
2004-09-23,3509122500
2004-09-24,3489194150
2004-09-27,3494392850
2004-09-28,3465800000
2004-09-29,3546379850
2004-09-30,3592301700
2004-10-01,3584503650
2004-10-04,3667682850
2004-10-05,3581037850
2004-10-06,3483129000
2004-10-07,3480529650
2004-10-08,3483129000
2004-10-11,3390418850
2004-10-12,3437207150
2004-10-13,3385220150
2004-10-14,3433741350
2004-10-15,3436340699
2004-10-18,3393884650
2004-10-19,3386086600
2004-10-20,3342764100
2004-10-21,3349695699
2004-10-22,3427676200
2004-10-25,3450203900
2004-10-26,3464067099
2004-10-27,3509122500
2004-10-28,3465800000
2004-10-29,3363558900
2004-11-01,3489173999
2004-11-02,3463200000
2004-11-03,3503026800
2004-11-04,3541122000
2004-11-05,3596533200
2004-11-08,3539390400
2004-11-09,3480516000
2004-11-10,3380083200
2004-11-11,3428568000
2004-11-12,3549780000
2004-11-15,3509953200
2004-11-16,3471858000
2004-11-17,3478784400
2004-11-18,3428568000
2004-11-19,3437226000
2004-11-22,3428568000
2004-11-23,3437226000
2004-11-24,3480516000
2004-11-26,3496100400
2004-11-29,3497832000
2004-11-30,3544585200
2004-12-01,3554974800
2004-12-02,3548048399
2004-12-03,3586143600
2004-12-06,3619043999
2004-12-07,3625970400
2004-12-08,3625970400
2004-12-09,3617312400
2004-12-10,3532463999
2004-12-13,3594801600
2004-12-14,3539390400
2004-12-15,3601728000
2004-12-16,3636360000
2004-12-17,3643286400
2004-12-20,3670992000
2004-12-21,3629433600
2004-12-22,3643286400
2004-12-23,3669260400
2004-12-27,3722940000
2004-12-28,3714282000
2004-12-29,3677918399
2004-12-30,3769693200
2004-12-31,3752377200
2005-01-03,3738524400
2005-01-04,3662333999
2005-01-05,3726403200
2005-01-06,3651944400
2005-01-07,3591338399
2005-01-10,3608654400
2005-01-11,3619043999
2005-01-12,3572290800
2005-01-13,3688308000
2005-01-14,3638091600
2005-01-18,3565364400
2005-01-19,3558438000
2005-01-20,3617312400
2005-01-21,3636360000
2005-01-24,3613849200
2005-01-25,3598264800
2005-01-26,3610386000
2005-01-27,3657139200
2005-01-28,3653676000
2005-01-31,3684844800
2005-02-01,3732185000
2005-02-02,3746072199
2005-02-03,3739128600
2005-02-04,3723505500
2005-02-07,3758223499
2005-02-08,3747808100
2005-02-09,3728713200
2005-02-10,3732185000
2005-02-11,3770374800
2005-02-14,3831131300
2005-02-15,3818980000
2005-02-16,3799885100
2005-02-17,3806828700
2005-02-18,3812036400
2005-02-22,3789469699
2005-02-23,3796413300
2005-02-24,3787733800
2005-02-25,3796413300
2005-02-28,3818980000
2005-03-01,3818980000
2005-03-02,3768638900
2005-03-03,3742600400
2005-03-04,3775582500
2005-03-07,3714825999
2005-03-08,3775582500
2005-03-09,3706146500
2005-03-10,3740864500
2005-03-11,3712222150
2005-03-14,3676636200
2005-03-15,3681843900
2005-03-16,3714825999
2005-03-17,3711354200
2005-03-18,3725241400
2005-03-21,3697467000
2005-03-22,3695731100
2005-03-23,3638446400
2005-03-24,3645390000
2005-03-28,3652333600
2005-03-29,3648861800
2005-03-30,3621087400
2005-03-31,3615879699
2005-04-01,3575954000
2005-04-04,3589841200
2005-04-05,3669692600
2005-04-06,3805092800
2005-04-07,3697467000
2005-04-08,3723505500
2005-04-11,3737392700
2005-04-12,3758223499
2005-04-13,3678372100
2005-04-14,3610672000
2005-04-15,3650597700
2005-04-18,3567274500
2005-04-19,3607200200
2005-04-20,3584633499
2005-04-21,3560330900
2005-04-22,3525612900
2005-04-25,3530820600
2005-04-26,3480479500
2005-04-27,3383269099
2005-04-28,3362438300
2005-04-29,3407571700
2005-05-02,3401607600
2005-05-03,3399871199
2005-05-04,3332151600
2005-05-05,3300896400
2005-05-06,3224494800
2005-05-09,3247068000
2005-05-10,3170666400
2005-05-11,3165457200
2005-05-12,3262695600
2005-05-13,3264432000
2005-05-16,3309578400
2005-05-17,3342570000
2005-05-18,3304369200
2005-05-19,3346042800
2005-05-20,3306105600
2005-05-23,3344306400
2005-05-24,3358197600
2005-05-25,3359934000
2005-05-26,3359934000
2005-05-27,3385980000
2005-05-31,3306105600
2005-06-01,3307842000
2005-06-02,3304369200
2005-06-03,3351252000
2005-06-06,3425917200
2005-06-07,3412025999
2005-06-08,3307842000
2005-06-09,3340833599
2005-06-10,3326942400
2005-06-13,3358197600
2005-06-14,3373825200
2005-06-15,3385980000
2005-06-16,3377298000
2005-06-17,3412025999
2005-06-20,3391189200
2005-06-21,3385980000
2005-06-22,3403344000
2005-06-23,3385980000
2005-06-24,3401607600
2005-06-27,3337360800
2005-06-28,3358197600
2005-06-29,3359934000
2005-06-30,3413762400
2005-07-01,3471063599
2005-07-05,3342570000
2005-07-06,3385980000
2005-07-07,3318260400
2005-07-08,3368615999
2005-07-11,3453699600
2005-07-12,3516210000
2005-07-13,3531837600
2005-07-14,3509264400
2005-07-15,3519682800
2005-07-18,3505791600
2005-07-19,3446754000
2005-07-20,3491900400
2005-07-21,3543992400
2005-07-22,3533574000
2005-07-25,3511000800
2005-07-26,3509264400
2005-07-27,3559620000
2005-07-28,3585665999
2005-07-29,3583929600
2005-08-01,3617337799
2005-08-02,3662489400
2005-08-03,3660752799
2005-08-04,3563503200
2005-08-05,3533981000
2005-08-08,3615601200
2005-08-09,3560030000
2005-08-10,3577396000
2005-08-11,3594762000
2005-08-12,3553083600
2005-08-15,3586078999
2005-08-16,3586078999
2005-08-17,3539190800
2005-08-18,3499248999
2005-08-19,3507932000
2005-08-22,3521824800
2005-08-23,3533981000
2005-08-24,3499248999
2005-08-25,3485356200
2005-08-26,3462780400
2005-08-29,3469726800
2005-08-30,3421102000
2005-08-31,3450624200
2005-09-01,3422838600
2005-09-02,3389843200
2005-09-06,3457570600
2005-09-07,3494039200
2005-09-08,3466253600
2005-09-09,3487092799
2005-09-12,3438468000
2005-09-13,3384633399
2005-09-14,3398526200
2005-09-15,3290857000
2005-09-16,3303013200
2005-09-19,3275227600
2005-09-20,3233549200
2005-09-21,3210973399
2005-09-22,3268281200
2005-09-23,3238758999
2005-09-26,3238758999
2005-09-27,3245705400
2005-09-28,3219656400
2005-09-29,3162348600
2005-09-30,3174504800
2005-10-03,3134563000
2005-10-04,3120670200
2005-10-05,3144982600
2005-10-06,3105040800
2005-10-07,3045996400
2005-10-10,3049469600
2005-10-11,3044259800
2005-10-12,3077255200
2005-10-13,3019947400
2005-10-14,3045996400
2005-10-17,3026893800
2005-10-18,3018210800
2005-10-19,2934853999
2005-10-20,3002581400
2005-10-21,3044259800
2005-10-24,3028630400
2005-10-25,3085938200
2005-10-26,3108513999
2005-10-27,3039050000
2005-10-28,3073782000
2005-10-31,3141509400
2005-11-01,3153665600
2005-11-02,3150192400
2005-11-03,2992161800
2005-11-04,2993898399
2005-11-07,3039050000
2005-11-08,2997371600
2005-11-09,3030367000
2005-11-10,3082465000
2005-11-11,3026893800
2005-11-14,3033840200
2005-11-15,2983478800
2005-11-16,2948746800
2005-11-17,2960903000
2005-11-18,2952220000
2005-11-21,2965244500
2005-11-22,2957429800
2005-11-23,3030367000
2005-11-25,3056416000
2005-11-28,3075518600
2005-11-29,3082465000
2005-11-30,3129353200
2005-12-01,3160612000
2005-12-02,3132826400
2005-12-05,3134563000
2005-12-06,3077255200
2005-12-07,3153665600
2005-12-08,3092884600
2005-12-09,3223129600
2005-12-12,3289120400
2005-12-13,3303013200
2005-12-14,3301276600
2005-12-15,3320379200
2005-12-16,3348164800
2005-12-19,3315169400
2005-12-20,3278700800
2005-12-21,3290857000
2005-12-22,3280437400
2005-12-23,3245705400
2005-12-27,3308223000
2005-12-28,3273491000
2005-12-29,3289120400
2005-12-30,3245705400
2006-01-03,3367267400
2006-01-04,3395053000
2006-01-05,3478409800
2006-01-06,3464517000
2006-01-09,3445414400
2006-01-10,3434994800
2006-01-11,3360321000
2006-01-12,3263071400
2006-01-13,3245705400
2006-01-17,3125880000
2006-01-18,3177978000
2006-01-19,3202290400
2006-01-20,3151928999
2006-01-23,3103304200
2006-01-24,3177978000
2006-01-25,3167558399
2006-01-26,3117197000
2006-01-27,3200553800
2006-01-30,3160612000
2006-01-31,3160612000
2006-02-01,3177701100
2006-02-02,3165526000
2006-02-03,3163786700
2006-02-06,3148133000
2006-02-07,3069864499
2006-02-08,3102911200
2006-02-09,3047253600
2006-02-10,3094214700
2006-02-13,3035078500
2006-02-14,3061168000
2006-02-15,3075082400
2006-02-16,3099432600
2006-02-17,3139436500
2006-02-21,3078561000
2006-02-22,3101171899
2006-02-23,3109868400
2006-02-24,3118564900
2006-02-27,3151611600
2006-02-28,3155090200
2006-03-01,3120304200
2006-03-02,3144654399
2006-03-03,3146393700
2006-03-06,3090736100
2006-03-07,3122043500
2006-03-08,3061168000
2006-03-09,3062907300
2006-03-10,3130740000
2006-03-13,3204660250
2006-03-14,3297712800
2006-03-15,3318584399
2006-03-16,3320323700
2006-03-17,3356849000
2006-03-20,3313366500
2006-03-21,3287276999
2006-03-22,3360327600
2006-03-23,3295973500
2006-03-24,3316845100
2006-03-27,3287276999
2006-03-28,3262926800
2006-03-29,3337716700
2006-03-30,3311627200
2006-03-31,3301191400
2006-04-03,3377720600
2006-04-04,3297712800
2006-04-05,3374241999
2006-04-06,3409028000
2006-04-07,3396852900
2006-04-10,3379459900
2006-04-11,3346413199
2006-04-12,3339456000
2006-04-13,3334238100
2006-04-17,3344673900
2006-04-18,3365545500
2006-04-19,3375981300
2006-04-20,3349891800
2006-04-21,3344673900
2006-04-24,3330759499
2006-04-25,3351631100
2006-04-26,3346413199
2006-04-27,3358588300
2006-04-28,3349891800
2006-05-01,3363999899
2006-05-02,3390104400
2006-05-03,3376181999
2006-05-04,3428391000
2006-05-05,3456235800
2006-05-08,3463196999
2006-05-09,3451014899
2006-05-10,3438832800
2006-05-11,3438832800
2006-05-12,3357038700
2006-05-15,3355298400
2006-05-16,3344856600
2006-05-17,3297868500
2006-05-18,3306570000
2006-05-19,3256101300
2006-05-22,3219555000
2006-05-23,3264802800
2006-05-24,3183008700
2006-05-25,3235217700
2006-05-26,3210853500
2006-05-30,3188229600
2006-05-31,3069889200
2006-06-01,3089032500
2006-06-02,3163865400
2006-06-05,3087292199
2006-06-06,3069889200
2006-06-07,3031602600
2006-06-08,2993316000
2006-06-09,3042044400
2006-06-12,3151683300
2006-06-13,3028121999
2006-06-14,3062928000
2006-06-15,3055966800
2006-06-16,3062928000
2006-06-19,3068148900
2006-06-20,3082071300
2006-06-21,3092513100
2006-06-22,3029862300
2006-06-23,3021160800
2006-06-26,3015939899
2006-06-27,2958510000
2006-06-28,2982874200
2006-06-29,3028121999
2006-06-30,3092513100
2006-07-03,3061187700
2006-07-05,3014199600
2006-07-06,3042044400
2006-07-07,3047265300
2006-07-10,3036823500
2006-07-11,3095993700
2006-07-12,3055966800
2006-07-13,3012459300
2006-07-14,3022901100
2006-07-17,2991575700
2006-07-18,3017680200
2006-07-19,3120357900
2006-07-20,3115136999
2006-07-21,3202151999
2006-07-24,3207372900
2006-07-25,3228256500
2006-07-26,3275244600
2006-07-27,3268283400
2006-07-28,3285686400
2006-07-31,3289166999
2006-08-01,3235707400
2006-08-02,3301424600
2006-08-03,3856562000
2006-08-04,3808138800
2006-08-07,3700915999
2006-08-08,3787385999
2006-08-09,3771821400
2006-08-10,3778739000
2006-08-11,3702645400
2006-08-14,3754527400
2006-08-15,3804680000
2006-08-16,3813327000
2006-08-17,3813327000
2006-08-18,3761445000
2006-08-21,3801221200
2006-08-22,3764903800
2006-08-23,3794303600
2006-08-24,3768362600
2006-08-25,3747609800
2006-08-28,3700915999
2006-08-29,3481282200
2006-08-30,3531434800
2006-08-31,3507223200
2006-09-01,3546999400
2006-09-05,3507223200
2006-09-06,3476094000
2006-09-07,3417294400
2006-09-08,3429400199
2006-09-11,3493388000
2006-09-12,3545270000
2006-09-13,3560834600
2006-09-14,3583316800
2006-09-15,3604069600
2006-09-18,3552187600
2006-09-19,3510682000
2006-09-20,3524517200
2006-09-21,3562564000
2006-09-22,3626551800
2006-09-25,3635198800
2006-09-26,3614445999
2006-09-27,3659410400
2006-09-28,3593693200
2006-09-29,3591963800
2006-10-02,3583316800
2006-10-03,3605799000
2006-10-04,3586775599
2006-10-05,3605799000
2006-10-06,3662869200
2006-10-09,3726857000
2006-10-10,3723398200
2006-10-11,3783927200
2006-10-12,3839268000
2006-10-13,3792574200
2006-10-16,3783927200
2006-10-17,3802950599
2006-10-18,3801221200
2006-10-19,3799491800
2006-10-20,3870397200
2006-10-23,3846185599
2006-10-24,3936114400
2006-10-25,3975890599
2006-10-26,4012208000
2006-10-27,3955137800
2006-10-30,3913632200
2006-10-31,3981078800
2006-11-01,3913013999
2006-11-02,3947566000
2006-11-03,3899193200
2006-11-06,3968297200
2006-11-07,4012351000
2006-11-08,4040856400
2006-11-09,4018397600
2006-11-10,4039128800
2006-11-13,4087501600
2006-11-14,4068498000
2006-11-15,4123781200
2006-11-16,4166971200
2006-11-17,4128963999
2006-11-20,4187702399
2006-11-21,4134146800
2006-11-22,4103050000
2006-11-24,4020125200
2006-11-27,3983845600
2006-11-28,3970024800
2006-11-29,4030490799
2006-11-30,4027035600
2006-12-01,4040856400
2006-12-04,4040856400
2006-12-05,3999393999
2006-12-06,4001121600
2006-12-07,4085773999
2006-12-08,4104777600
2006-12-11,4092684400
2006-12-12,4127236400
2006-12-13,4087501600
2006-12-14,4118598400
2006-12-15,4087501600
2006-12-18,4030490799
2006-12-19,4108232800
2006-12-20,4042583999
2006-12-21,4025308000
2006-12-22,4068498000
2006-12-26,4078863600
2006-12-27,4073680799
2006-12-28,4090956800
2006-12-29,4059860000
2007-01-03,4123781200
2007-01-04,4121189800
2007-01-05,4144512399
2007-01-08,4163516000
2007-01-09,4170426400
2007-01-10,4097867200
2007-01-11,4103050000
2007-01-12,4149695200
2007-01-16,4104777600
2007-01-17,4128963999
2007-01-18,4130691600
2007-01-19,4149695200
2007-01-22,4135874400
2007-01-23,4168698800
2007-01-24,4085773999
2007-01-25,4137602000
2007-01-26,4106505200
2007-01-29,4070225600
2007-01-30,4136738200
2007-01-31,4132419200
2007-02-01,4139505000
2007-02-02,4141208500
2007-02-05,4161650500
2007-02-06,4204238000
2007-02-07,4195720500
2007-02-08,4185499500
2007-02-09,4154836500
2007-02-12,4144615499
2007-02-13,4071364999
2007-02-14,4163354000
2007-02-15,4115656000
2007-02-16,4079882500
2007-02-20,4059440499
2007-02-21,4078179000
2007-02-22,4037295000
2007-02-23,4011742500
2007-02-26,4028777499
2007-02-27,3907829000
2007-02-28,3957230500
2007-03-01,3875462500
2007-03-02,3797101500
2007-03-05,3752810500
2007-03-06,3855020500
2007-03-07,3873758999
2007-03-08,3881424750
2007-03-09,3943602499
2007-03-12,3979376000
2007-03-13,3826061000
2007-03-14,3868648500
2007-03-15,3931677999
2007-03-16,3909532500
2007-03-19,3955527000
2007-03-20,4035591500
2007-03-21,4130987500
2007-03-22,4110545500
2007-03-23,4102027999
2007-03-26,4045812500
2007-03-27,4187202999
2007-03-28,4122470000
2007-03-29,4148022500
2007-03-30,4267267500
2007-04-02,4320076000
2007-04-03,4299634000
2007-04-04,4284302499
2007-04-05,4255343000
2007-04-09,4240011500
2007-04-10,4251936000
2007-04-11,4255343000
2007-04-12,4286006000
2007-04-13,4234901000
2007-04-16,4265564000
2007-04-17,4332000500
2007-04-18,4221273000
2007-04-19,4296227000
2007-04-20,4291116500
2007-04-23,4265564000
2007-04-24,4156539999
2007-04-25,4258750000
2007-04-26,4205941500
2007-04-27,4260453500
2007-04-30,4240011500
2007-05-01,4346227200
2007-05-02,4261107200
2007-05-03,4278131200
2007-05-04,4358144000
2007-05-07,4395596800
2007-05-08,4321542400
2007-05-09,4296857600
2007-05-10,4143641600
2007-05-11,4157260800
2007-05-14,4111295999
2007-05-15,4130022400
2007-05-16,4186201600
2007-05-17,4135129600
2007-05-18,4143641600
2007-05-21,4138534400
2007-05-22,4167475200
2007-05-23,4109593600
2007-05-24,4072140800
2007-05-25,4056819199
2007-05-29,3958080000
2007-05-30,3903603200
2007-05-31,3857638400
2007-06-01,3937651200
2007-06-04,3976806400
2007-06-05,3952972800
2007-06-06,3847424000
2007-06-07,3718041600
2007-06-08,3764006400
2007-06-11,3631219199
2007-06-12,3578444800
2007-06-13,3607385600
2007-06-14,3683993600
2007-06-15,3733363200
2007-06-18,3697612800
2007-06-19,3687398400
2007-06-20,3701017599
2007-06-21,3646540800
2007-06-22,3644838400
2007-06-25,3576742400
2007-06-26,3506944000
2007-06-27,3525670400
2007-06-28,3568230400
2007-06-29,3605683200
2007-07-02,3573337599
2007-07-03,3627814400
2007-07-05,3609088000
2007-07-06,3617600000
2007-07-09,3714636800
2007-07-10,3719744000
2007-07-11,3741875200
2007-07-12,3758899199
2007-07-13,3815078400
2007-07-16,3750387200
2007-07-17,3760601600
2007-07-18,3673779199
2007-07-19,3701017599
2007-07-20,3782732800
2007-07-23,3757196800
2007-07-24,3592064000
2007-07-25,3573337599
2007-07-26,3382668800
2007-07-27,3375859199
2007-07-30,3447360000
2007-07-31,3394585600
2007-08-01,3468529600
2007-08-02,3431050400
2007-08-03,3374831600
2007-08-06,3366313600
2007-08-07,3437864800
2007-08-08,3599706800
2007-08-09,3425939600
2007-08-10,3432753999
2007-08-13,3560523999
2007-08-14,3344166800
2007-08-15,3407200000
2007-08-16,3211286000
2007-08-17,3296466000
2007-08-20,3352684800
2007-08-21,3298169600
2007-08-22,3369720800
2007-08-23,3414014400
2007-08-24,3381646000
2007-08-27,3379942400
2007-08-28,3241950800
2007-08-29,3337352400
2007-08-30,3247061600
2007-08-31,3274319200
2007-09-04,3298169600
2007-09-05,3177213999
2007-09-06,3223211200
2007-09-07,3061369200
2007-09-10,3074998000
2007-09-11,3134623999
2007-09-12,3074998000
2007-09-13,3097144800
2007-09-14,2959153200
2007-09-17,2869714200
2007-09-18,2919970400
2007-09-19,2916563200
2007-09-20,2846715600
2007-09-21,2926784800
2007-09-24,2817754400
2007-09-25,2919970400
2007-09-26,2848419200
2007-09-27,2965967600
2007-09-28,2945524400
2007-10-01,2955746000
2007-10-02,3023890000
2007-10-03,3039222400
2007-10-04,3042629600
2007-10-05,3098848400
2007-10-08,3018779200
2007-10-09,3166992400
2007-10-10,3306687600
2007-10-11,3323723600
2007-10-12,3337352400
2007-10-15,3306687600
2007-10-16,3284540800
2007-10-17,3320316399
2007-10-18,3349277600
2007-10-19,3184028400
2007-10-22,3204471600
2007-10-23,3277726399
2007-10-24,3226618400
2007-10-25,3204471600
2007-10-26,3168696000
2007-10-29,3195953600
2007-10-30,3204471600
2007-10-31,3228322000
2007-11-01,3208255399
2007-11-02,3226997200
2007-11-05,3186106000
2007-11-06,3218478200
2007-11-07,2996984200
2007-11-08,3017429800
2007-11-09,2889644800
2007-11-12,2828308000
2007-11-13,3024245000
2007-11-14,2908386600
2007-11-15,2881125800
2007-11-16,2889644800
2007-11-19,2690300200
2007-11-20,2734599000
2007-11-21,2688596400
2007-11-23,2785713000
2007-11-26,2717561000
2007-11-27,2112712000
2007-11-28,2352947800
2007-11-29,2289907200
2007-11-30,2197902000
2007-12-03,2220051400
2007-12-04,2218347600
2007-12-05,2172345000
2007-12-06,2235385600
2007-12-07,2381912400
2007-12-10,2414284600
2007-12-11,2375097200
2007-12-12,2419396000
2007-12-13,2383616200
2007-12-14,2271165400
2007-12-17,2279684400
2007-12-18,2257535000
2007-12-19,2298426200
2007-12-20,2281388200
2007-12-21,2317168000
2007-12-24,2359763000
2007-12-26,2313760400
2007-12-27,2455175800
2007-12-28,2398950400
2007-12-31,2402358000
2008-01-02,2320575600
2008-01-03,2148491800
2008-01-04,2024114400
2008-01-07,1993445999
2008-01-08,2010484000
2008-01-09,1880995199
2008-01-10,1899737000
2008-01-11,2019003000
2008-01-14,2000261200
2008-01-15,1921886400
2008-01-16,2054782800
2008-01-17,2180864000
2008-01-18,2162122200
2008-01-22,2427915000
2008-01-23,2393839000
2008-01-24,2385320000
2008-01-25,2175752600
2008-01-28,2163826000
2008-01-29,2231978000
2008-01-30,2221755200
2008-01-31,2359763000
2008-02-01,2453760000
2008-02-04,2308920000
2008-02-05,2121479999
2008-02-06,2135112000
2008-02-07,2090808000
2008-02-08,2092512000
2008-02-11,2162376000
2008-02-12,2114664000
2008-02-13,2182824000
2008-02-14,2177712000
2008-02-15,2138520000
2008-02-19,2208384000
2008-02-20,2242464000
2008-02-21,2283360000
2008-02-22,2235648000
2008-02-25,2322552000
2008-02-26,2240760000
2008-02-27,2266320000
2008-02-28,2213496000
2008-02-29,2073768000
2008-03-03,2014128000
2008-03-04,2003904000
2008-03-05,2005608000
2008-03-06,1959600000
2008-03-07,1891440000
2008-03-10,1888032000
2008-03-11,1966415999
2008-03-12,1961304000
2008-03-13,1917000000
2008-03-14,1899960000
2008-03-17,1721040000
2008-03-18,1813056000
2008-03-19,1818168000
2008-03-20,1824984000
2008-03-24,1894847999
2008-03-25,2036279999
2008-03-26,2097624000
2008-03-27,2150448000
2008-03-28,2078879999
2008-03-31,2101032000
2008-04-01,2172600000
2008-04-02,2176008000
2008-04-03,2182824000
2008-04-04,2181120000
2008-04-07,2160672000
2008-04-08,2075472000
2008-04-09,2242464000
2008-04-10,2187936000
2008-04-11,2095920000
2008-04-14,2048208000
2008-04-15,2002200000
2008-04-16,2060136000
2008-04-17,2080584000
2008-04-18,2216904000
2008-04-21,2150448000
2008-04-22,2147040000
2008-04-23,2162376000
2008-04-24,2167488000
2008-04-25,2271432000
2008-04-28,2268024000
2008-04-29,2247576000
2008-04-30,2360040000
2008-05-01,2274840000
2008-05-02,2399232000
2008-05-05,2400936000
2008-05-06,2370264000
2008-05-07,2373672000
2008-05-08,2569632000
2008-05-09,2479320000
2008-05-12,2590080000
2008-05-13,2535552000
2008-05-14,2424792000
2008-05-15,2407752000
2008-05-16,2353224000
2008-05-19,2315736000
2008-05-20,2262912000
2008-05-21,2124888000
2008-05-22,2184528000
2008-05-23,2199864000
2008-05-27,2181120000
2008-05-28,2145336000
2008-05-29,2097624000
2008-05-30,2118072000
2008-06-02,2083992000
2008-06-03,2068656000
2008-06-04,2048208000
2008-06-05,2157264000
2008-06-06,2007312000
2008-06-09,1923815999
2008-06-10,1889736000
2008-06-11,1850544000
2008-06-12,1806240000
2008-06-13,1867584000
2008-06-16,1850544000
2008-06-17,1833504000
2008-06-18,1770456000
2008-06-19,1760232000
2008-06-20,1729560000
2008-06-23,1717632000
2008-06-24,1659696000
2008-06-25,1729560000
2008-06-26,1705704000
2008-06-27,1738079999
2008-06-30,1697184000
2008-07-01,1685256000
2008-07-02,1620504000
2008-07-03,1640952000
2008-07-07,1618800000
2008-07-08,1574496000
2008-07-09,1572792000
2008-07-10,1548936000
2008-07-11,1514856000
2008-07-14,1526784000
2008-07-15,1508040000
2008-07-16,1535304000
2008-07-17,1707408000
2008-07-18,1763640000
2008-07-21,1712520000
2008-07-22,1726152000
2008-07-23,1785792000
2008-07-24,1763640000
2008-07-25,1830096000
2008-07-28,1729560000
2008-07-29,1712520000
2008-07-30,1748304000
2008-07-31,1743192000
2008-08-01,1666512000
2008-08-04,1676736000
2008-08-05,1848840000
2008-08-06,1784088000
2008-08-07,1840320000
2008-08-08,1966415999
2008-08-11,2135112000
2008-08-12,2065247999
2008-08-13,2032872000
2008-08-14,2089104000
2008-08-15,2005608000
2008-08-18,1954488000
2008-08-19,1888032000
2008-08-20,1930632000
2008-08-21,1932336000
2008-08-22,1934040000
2008-08-25,1906776000
2008-08-26,1857360000
2008-08-27,1876104000
2008-08-28,1954488000
2008-08-29,1963008000
2008-09-02,1973232000
2008-09-03,2012424000
2008-09-04,1910184000
2008-09-05,1876104000
2008-09-08,1896552000
2008-09-09,1714224000
2008-09-10,1917000000
2008-09-11,1969824000
2008-09-12,1943412000
2008-09-15,1941708000
2008-09-16,1966415999
2008-09-17,1874400000
2008-09-18,1979196000
2008-09-19,2176860000
2008-09-22,2108700000
2008-09-23,2087400000
2008-09-24,2150448000
2008-09-25,2040540000
2008-09-26,1987715999
2008-09-29,1797720000
2008-09-30,1991976000
2008-10-01,1754268000
2008-10-02,1710815999
2008-10-03,1577904000
2008-10-06,1533600000
2008-10-07,1431360000
2008-10-08,1383647999
2008-10-09,1316340000
2008-10-10,1252440000
2008-10-13,1287372000
2008-10-14,1260960000
2008-10-15,1205580000
2008-10-16,1198764000
2008-10-17,1107600000
2008-10-20,1166388000
2008-10-21,1096524000
2008-10-22,1037736000
2008-10-23,1041996000
2008-10-24,968723999
2008-10-27,874152000
2008-10-28,942312000
2008-10-29,916752000
2008-10-30,930384000
2008-10-31,867336000
2008-11-03,878412000
2008-11-04,1041144000
2008-11-05,993432000
2008-11-06,968723999
2008-11-07,1081188000
2008-11-10,1002804000
2008-11-11,974688000
2008-11-12,868188000
2008-11-13,889488000
2008-11-14,816216000
2008-11-17,777023999
2008-11-18,813660000
2008-11-19,732720000
2008-11-20,676488000
2008-11-21,781284000
2008-11-24,772764000
2008-11-25,723348000
2008-11-26,666264000
2008-11-28,667116000
2008-12-01,605772000
2008-12-02,716532000
2008-12-03,699492000
2008-12-04,685860000
2008-12-05,725052000
2008-12-08,755723999
2008-12-09,705456000
2008-12-10,717384000
2008-12-11,725904000
2008-12-12,723348000
2008-12-15,739536000
2008-12-16,768504000
2008-12-17,761688000
2008-12-18,731868000
2008-12-19,702900000
2008-12-22,707160000
2008-12-23,708864000
2008-12-24,717384000
2008-12-26,713976000
2008-12-29,719088000
2008-12-30,708012000
2008-12-31,738684000
2009-01-02,716532000
2009-01-05,746352000
2009-01-06,794916000
2009-01-07,759132000
2009-01-08,776172000
2009-01-09,763392000
2009-01-12,781284000
2009-01-13,790656000
2009-01-14,781284000
2009-01-15,817068000
2009-01-16,802584000
2009-01-20,708864000
2009-01-21,704604000
2009-01-22,656040000
2009-01-23,621108000
2009-01-26,621108000
2009-01-27,641556000
2009-01-28,662856000
2009-01-29,627924000
2009-01-30,599808000
2009-02-02,516311999
2009-02-03,531648000
2009-02-04,523128000
2009-02-05,534203999
2009-02-06,607476000
2009-02-09,648372000
2009-02-10,603216000
2009-02-11,682452000
2009-02-12,680748000
2009-02-13,682452000
2009-02-17,643260000
2009-02-18,656892000
2009-02-19,679896000
2009-02-20,631332000
2009-02-23,600660000
2009-02-24,629628000
2009-02-25,614292000
2009-02-26,616848000
2009-02-27,630480000
2009-03-02,635592000
2009-03-03,618552000
2009-03-04,639852000
2009-03-05,629628000
2009-03-06,616848000
2009-03-09,598956000
2009-03-10,627072000
2009-03-11,628776000
2009-03-12,628776000
2009-03-13,654336000
2009-03-16,782988000
2009-03-17,807696000
2009-03-18,843480000
2009-03-19,880116000
2009-03-20,952536000
2009-03-23,989172000
2009-03-24,961056000
2009-03-25,1065000000
2009-03-26,1105896000
2009-03-27,1059888000
2009-03-30,992580000
2009-03-31,975539999
2009-04-01,1078632000
2009-04-02,1132308000
2009-04-03,1168092000
2009-04-06,1182576000
2009-04-07,1143384000
2009-04-08,1135716000
2009-04-09,1169796000
2009-04-13,1203024000
2009-04-14,1231992000
2009-04-15,1257552000
2009-04-16,1281408000
2009-04-17,1309524000
2009-04-20,1279704000
2009-04-21,1366608000
2009-04-22,1296744000
