,DVA
2009-05-08,4900093521
2009-05-11,4808832520
2009-05-12,4812980748
2009-05-13,4708238008
2009-05-14,4712386235
2009-05-15,4616977007
2009-05-18,4674015132
2009-05-19,4797424895
2009-05-20,4710312121
2009-05-21,4558901824
2009-05-22,4648088712
2009-05-26,4715497406
2009-05-27,4723793860
2009-05-28,4652236939
2009-05-29,4678163360
2009-06-01,4826462486
2009-06-02,4931205226
2009-06-03,4912538203
2009-06-04,4886611782
2009-06-05,4850314793
2009-06-08,4845129509
2009-06-09,4776683758
2009-06-10,4767350247
2009-06-11,4808832520
2009-06-12,4887648839
2009-06-15,4753868508
2009-06-16,4794313725
2009-06-17,4963353988
2009-06-18,5076393182
2009-06-19,4991354522
2009-06-22,4943649908
2009-06-23,4901130578
2009-06-24,4970613386
2009-06-25,5080541410
2009-06-26,5139653649
2009-06-29,5134468365
2009-06-30,5150137939
2009-07-01,5295916207
2009-07-02,5102239366
2009-07-06,5344856054
2009-07-07,5388589534
2009-07-08,5282379653
2009-07-09,5198036513
2009-07-10,5128271199
2009-07-13,5202201606
2009-07-14,5177211046
2009-07-15,5116817192
2009-07-16,5114734646
2009-07-17,5008524765
2009-07-20,4984575478
2009-07-21,5051216972
2009-07-22,4975204018
2009-07-23,5108487006
2009-07-24,5181376139
2009-07-27,5150137939
2009-07-28,5126188652
2009-07-29,5212614340
2009-07-30,5192830146
2009-07-31,5175128499
2009-08-03,5279255833
2009-08-04,5314659127
2009-08-05,5332360774
2009-08-06,5260512913
2009-08-07,5405249907
2009-08-10,5500005781
2009-08-11,5450024661
2009-08-12,5433364288
2009-08-13,5397960994
2009-08-14,5350062420
2009-08-17,5388589534
2009-08-18,5320906767
2009-08-19,5419827734
2009-08-20,5388589534
2009-08-21,5454189754
2009-08-24,5415662641
2009-08-25,5412538821
2009-08-26,5418786461
2009-08-27,5466685035
2009-08-28,5385465714
2009-08-31,5384424441
2009-09-01,5366722794
2009-09-02,5412538821
2009-09-03,5494799415
2009-09-04,5543739262
2009-09-08,5607256935
2009-09-09,5637453862
2009-09-10,5663485696
2009-09-11,5646825322
2009-09-14,5636412589
2009-09-15,5648907869
2009-09-16,5845708530
2009-09-17,5818635423
2009-09-18,5786355950
2009-09-21,5836337070
2009-09-22,5855079990
2009-09-23,5874864184
2009-09-24,5839460890
2009-09-25,5830089430
2009-09-28,5881111824
2009-09-29,5849873624
2009-09-30,5816998007
2009-10-01,5753323240
2009-10-02,5722512869
2009-10-05,5776944525
2009-10-06,5808781908
2009-10-07,5822133068
2009-10-08,5795430747
2009-10-09,5740999092
2009-10-12,5786187636
2009-10-13,5795430747
2009-10-14,5814943982
2009-10-15,5818025019
2009-10-16,5781052574
2009-10-19,5723539882
2009-10-20,5680405363
2009-10-21,5648567980
2009-10-22,5670135239
2009-10-23,5582839188
2009-10-26,5496570150
2009-10-27,5495543138
2009-10-28,5483218990
2009-10-29,5509921311
2009-10-30,5446246545
2009-11-02,5521218447
2009-11-03,5586947238
2009-11-04,5949482601
2009-11-05,5987482058
2009-11-06,5953590650
2009-11-09,5973103885
2009-11-10,6032670602
2009-11-11,6013157367
2009-11-12,5977211935
2009-11-13,5980292972
2009-11-16,6023427491
2009-11-17,6039859689
2009-11-18,6011103343
2009-11-19,5984401021
2009-11-20,6054237862
2009-11-23,6158993122
2009-11-24,6172344283
2009-11-25,6158993122
2009-11-27,6093264331
2009-11-30,6084021220
2009-12-01,6177479345
2009-12-02,6225748926
2009-12-03,6221640876
2009-12-04,6175425320
2009-12-07,6137425863
2009-12-08,5968995836
2009-12-09,6002887244
2009-12-10,6091210307
2009-12-11,6114831591
2009-12-14,6201100629
2009-12-15,6321261075
2009-12-16,6242181124
2009-12-17,6147695986
2009-12-18,6120993665
2009-12-21,6086075245
2009-12-22,6106615492
2009-12-23,6152831048
2009-12-24,6131263789
2009-12-28,6112777566
2009-12-29,6123047690
2009-12-30,6093264331
2009-12-31,6071652405
2010-01-04,6193622950
2010-01-05,6140906867
2010-01-06,6104729163
2010-01-07,6157445246
2010-01-08,6305257009
2010-01-11,6386915255
2010-01-12,6332131874
2010-01-13,6426193905
2010-01-14,6424126608
2010-01-15,6373477822
2010-01-19,6480977286
2010-01-20,6455136069
2010-01-21,6428261203
2010-01-22,6277348494
2010-01-25,6263911061
2010-01-26,6263911061
2010-01-27,6271146602
2010-01-28,6212228626
2010-01-29,6177084571
2010-02-01,6246339033
2010-02-02,6356939443
2010-02-03,6309391603
2010-02-04,6177084571
2010-02-05,6246339033
2010-02-08,6208094032
2010-02-09,6325929982
2010-02-10,6286651332
2010-02-11,6200858491
2010-02-12,6096459973
2010-02-16,6150209705
2010-02-17,6238069844
2010-02-18,6324896334
2010-02-19,6368309579
2010-02-22,6367275930
2010-02-23,6317660793
2010-02-24,6374511471
2010-02-25,6355905794
2010-02-26,6368309579
2010-03-01,6522323233
2010-03-02,6567803776
2010-03-03,6514054044
2010-03-04,6565736478
2010-03-05,6630856346
2010-03-08,6466506204
2010-03-09,6459270663
2010-03-10,6294920522
2010-03-11,6485111881
2010-03-12,6446866879
2010-03-15,6468573502
2010-03-16,6477876340
2010-03-17,6552299045
2010-03-18,6582274857
2010-03-19,6550231748
2010-03-22,6634990941
2010-03-23,6596745939
2010-03-24,6533693369
2010-03-25,6506818503
2010-03-26,6472708096
2010-03-29,6521289585
2010-03-30,6555399991
2010-03-31,6530429698
2010-04-01,6555150567
2010-04-05,6590171799
2010-04-06,6589141763
2010-04-07,6655064082
2010-04-08,6646823792
2010-04-09,6804419335
2010-04-12,6764247922
2010-04-13,6821929951
2010-04-14,6716866255
2010-04-15,6669484589
2010-04-16,6643733683
2010-04-19,6694205458
2010-04-20,6760127777
2010-04-21,6743647197
2010-04-22,6659184226
2010-04-23,6678754915
2010-04-26,6680814987
2010-04-27,6632403284
2010-04-28,6544850205
2010-04-29,6588111727
2010-04-30,6430516183
2010-05-03,6519099299
2010-05-04,6499528611
2010-05-05,6552060459
2010-05-06,6445966727
2010-05-07,6298671546
2010-05-10,6593261908
2010-05-11,6557210640
2010-05-12,6561330785
2010-05-13,6544850205
2010-05-14,6494378430
2010-05-17,6564420893
2010-05-18,6536609915
2010-05-19,6561330785
2010-05-20,6317212198
2010-05-21,6312062017
2010-05-24,6224508937
2010-05-25,6271890604
2010-05-26,6237899408
2010-05-27,6506738864
2010-05-28,6533519806
2010-06-01,6489228249
2010-06-02,6672574697
2010-06-03,6734376871
2010-06-04,6485108104
2010-06-07,6452146944
2010-06-08,6456267089
2010-06-09,6420215821
2010-06-10,6577811364
2010-06-11,6666394480
2010-06-14,6714806183
2010-06-15,6757037668
2010-06-16,6778668429
2010-06-17,6857981219
2010-06-18,6863131400
2010-06-21,6686995205
2010-06-22,6552060459
2010-06-23,6513949118
2010-06-24,6463477343
2010-06-25,6522189408
2010-06-28,6564420893
2010-06-29,6461417270
2010-06-30,6406896219
2010-07-01,6333017851
2010-07-02,6269400368
2010-07-06,6196548089
2010-07-07,6234513361
2010-07-08,6153452374
2010-07-09,6169869789
2010-07-12,6207835062
2010-07-13,6312496082
2010-07-14,6293000402
2010-07-15,6282739518
2010-07-16,6156530640
2010-07-19,6136008871
2010-07-20,6161661082
2010-07-21,5991330401
2010-07-22,5952339040
2010-07-23,5831260604
2010-07-26,6244774245
2010-07-27,6209887238
2010-07-28,6081626183
2010-07-29,6006721727
2010-07-30,5881538938
2010-08-02,5940025979
2010-08-03,6269400368
2010-08-04,6321730878
2010-08-05,6483852852
2010-08-06,6527974655
2010-08-09,6526948566
2010-08-10,6531052920
2010-08-11,6469487614
2010-08-12,6545418158
2010-08-13,6575174723
2010-08-16,6597748669
2010-08-17,6644948737
2010-08-18,6631609587
2010-08-19,6533105097
2010-08-20,6548496424
2010-08-23,6582357342
2010-08-24,6587487784
2010-08-25,6644948737
2010-08-26,6577226900
2010-08-27,6714722751
2010-08-30,6694200982
2010-08-31,6630583499
2010-09-01,6554652954
2010-09-02,6565939927
2010-09-03,6597748669
2010-09-07,6621348703
2010-09-08,6632635676
2010-09-09,6659313975
2010-09-10,6673679213
2010-09-13,6626479145
2010-09-14,6484878940
2010-09-15,6696253159
2010-09-16,6639818295
2010-09-17,6662392240
2010-09-20,6771157615
2010-09-21,6827592479
2010-09-22,6781418499
2010-09-23,6801940268
2010-09-24,6939436119
2010-09-27,6913783908
2010-09-28,7026653637
2010-09-29,7074879793
2010-09-30,6645090252
2010-10-01,6629688043
2010-10-04,6569041848
2010-10-05,6662417736
2010-10-06,6693222153
2010-10-07,6893450861
2010-10-08,6944470676
2010-10-11,6924255277
2010-10-12,6818365095
2010-10-13,6817402457
2010-10-14,6896338775
2010-10-15,6959872884
2010-10-18,6972387178
2010-10-19,6856870616
2010-10-20,6956022332
2010-10-21,6923292639
2010-10-22,6897301413
2010-10-25,6908853069
2010-10-26,6862646444
2010-10-27,6817402457
2010-10-28,6851094788
2010-10-29,6906927793
2010-11-01,6995490491
2010-11-02,7065763066
2010-11-03,6936769572
2010-11-04,6962760798
2010-11-05,6908853069
2010-11-08,6933881658
2010-11-09,6940620124
2010-11-10,6937732210
2010-11-11,7085978465
2010-11-12,7016668527
2010-11-15,6933881658
2010-11-16,6858795892
2010-11-17,6869384910
2010-11-18,6961798160
2010-11-19,7036883926
2010-11-22,7054211410
2010-11-23,6964686074
2010-11-24,7021481717
2010-11-26,6972387178
2010-11-29,6957947608
2010-11-30,6998378405
2010-12-01,7127371900
2010-12-02,7134110366
2010-12-03,7132185090
2010-12-06,7065763066
2010-12-07,6951209142
2010-12-08,6901151965
2010-12-09,6892488223
2010-12-10,6865534358
2010-12-13,6807776077
2010-12-14,6862646444
2010-12-15,6809701353
2010-12-16,6710549637
2010-12-17,6739428778
2010-12-20,6655679270
2010-12-21,6674932030
2010-12-22,6743279330
2010-12-23,6682633134
2010-12-27,6693222153
2010-12-28,6687446324
2010-12-29,6646052890
2010-12-30,6718250741
2010-12-31,6689371600
2011-01-03,6672044116
2011-01-04,6769270556
2011-01-05,6686483686
2011-01-06,6648940804
2011-01-07,6663380374
2011-01-10,6679745220
2011-01-11,6738466140
2011-01-12,6710549637
2011-01-13,6758681538
2011-01-14,6854945340
2011-01-18,6859758530
2011-01-19,6847244236
2011-01-20,6819327733
2011-01-21,6805850801
2011-01-24,6802962887
2011-01-25,7068650980
2011-01-26,7076352085
2011-01-27,7249626928
2011-01-28,7150475212
2011-01-31,7109081777
2011-02-01,7195719199
2011-02-02,7182242267
2011-02-03,7206308217
2011-02-04,7369956681
2011-02-07,7312198399
2011-02-08,7389209441
2011-02-09,7315086313
2011-02-10,7332413798
2011-02-11,7557671095
2011-02-14,7562484285
2011-02-15,7615429376
2011-02-16,7710730540
2011-02-17,7704954712
2011-02-18,7669337105
2011-02-22,7538418334
2011-02-23,7471033673
2011-02-24,7462369931
2011-02-25,7564409561
2011-02-28,7640457964
2011-03-01,7655860173
2011-03-02,7763675631
2011-03-03,7778115201
2011-03-04,8063056055
2011-03-07,7939838388
2011-03-08,8001447222
2011-03-09,7924436180
2011-03-10,7786778943
2011-03-11,7872453727
2011-03-14,7851275691
2011-03-15,7752123975
2011-03-16,7640457964
2011-03-17,7755011889
2011-03-18,7678963485
2011-03-21,7674150295
2011-03-22,7857051519
2011-03-23,7977381271
2011-03-24,7974493357
2011-03-25,8007223050
2011-03-28,7990858204
2011-03-29,7990858204
2011-03-30,8098673662
2011-03-31,8165217273
2011-04-01,8262615491
2011-04-04,8285532719
2011-04-05,8237788495
2011-04-06,8300810871
2011-04-07,8303675525
2011-04-08,8275983874
2011-04-11,8272164336
2011-04-12,8254021531
2011-04-13,8278848528
2011-04-14,8302720640
2011-04-15,8311314600
2011-04-18,8223465227
2011-04-19,8285532719
2011-04-20,8344735558
2011-04-21,8376246746
2011-04-25,8400118858
2011-04-26,8385795591
2011-04-27,8388660244
2011-04-28,8420171432
2011-04-29,8411577472
2011-05-02,8514704997
2011-05-03,8202457769
2011-05-04,8154713544
2011-05-05,8065909287
2011-05-06,8055405557
2011-05-09,8001932026
2011-05-10,8158533082
2011-05-11,8188134501
2011-05-12,8271209452
2011-05-13,8172856349
2011-05-16,8153758660
2011-05-17,8215826151
2011-05-18,8274074105
2011-05-19,8277893643
2011-05-20,8175721003
2011-05-23,8067819056
2011-05-24,7987608758
2011-05-25,7968511069
2011-05-26,8015300409
2011-05-27,7984744105
2011-05-31,8025804138
2011-06-01,8011480871
2011-06-02,8061134864
2011-06-03,7992383181
2011-06-06,7918857075
2011-06-07,7896894732
2011-06-08,7950368263
2011-06-09,8022939484
2011-06-10,7928405920
2011-06-13,7943684072
2011-06-14,8004796679
2011-06-15,7945593841
2011-06-16,8042992059
2011-06-17,8027713907
2011-06-20,8110788858
2011-06-21,8091691168
2011-06-22,8118427933
2011-06-23,8058270211
2011-06-24,8017210178
2011-06-27,8106014435
2011-06-28,8165217273
2011-06-29,8168081927
2011-06-30,8092978708
2011-07-01,8148109264
2011-07-05,8227534641
2011-07-06,8269583370
2011-07-07,8349943163
2011-07-08,8285468445
2011-07-11,8129420940
2011-07-12,8178010582
2011-07-13,8147174847
2011-07-14,8129420940
2011-07-15,8138765101
2011-07-18,8021963076
2011-07-19,8092978708
2011-07-20,8067749470
2011-07-21,8101388454
2011-07-22,8025700741
2011-07-25,7933193538
2011-07-26,7864981155
2011-07-27,7722949893
2011-07-28,7761260957
2011-07-29,7806112934
2011-08-01,7444493865
2011-08-02,7449165946
2011-08-03,7328626256
2011-08-04,7270692452
2011-08-05,7314610013
2011-08-08,6688551159
2011-08-09,6949253279
2011-08-10,6622207609
2011-08-11,6765173288
2011-08-12,6799746687
2011-08-15,6976351349
2011-08-16,6923089625
2011-08-17,6862352572
2011-08-18,6596043955
2011-08-19,6507274416
2011-08-22,6474569849
2011-08-23,6699764154
2011-08-24,6688551159
2011-08-25,6497930254
2011-08-26,6722190142
2011-08-29,6929630539
2011-08-30,6912811047
2011-08-31,6875434399
2011-09-01,6849270746
2011-09-02,6667994003
2011-09-06,6731534304
2011-09-07,6984761095
2011-09-08,6854877243
2011-09-09,6667994003
2011-09-12,6707239483
2011-09-13,6715649229
2011-09-14,6823107092
2011-09-15,6915614296
2011-09-16,6816566179
2011-09-19,6818435011
2011-09-20,6860483740
2011-09-21,6762370039
2011-09-22,6462422439
2011-09-23,6348423662
2011-09-26,6479241930
2011-09-27,6682010246
2011-09-28,6445602947
2011-09-29,5880281146
2011-09-30,5857895942
2011-10-03,5668147598
2011-10-04,5698993388
2011-10-05,5856961222
2011-10-06,6026145706
2011-10-07,5766293293
2011-10-10,5893415337
2011-10-11,5965388847
2011-10-12,5941086103
2011-10-13,5879394523
2011-10-14,5894350058
2011-10-17,5761619689
2011-10-18,6112140030
2011-10-19,6239262074
2011-10-20,6261695376
2011-10-21,6469203418
2011-10-24,6430879860
2011-10-25,6355167467
2011-10-26,6431814581
2011-10-27,6729990552
2011-10-28,6795421015
2011-10-31,6543046370
2011-11-01,6376666048
2011-11-02,6556132462
2011-11-03,6872068130
2011-11-04,6914130571
2011-11-07,6926281943
2011-11-08,6959931895
2011-11-09,6793551573
2011-11-10,6859916758
2011-11-11,6948715244
2011-11-14,6901044478
2011-11-15,6885154223
2011-11-16,6856177874
2011-11-17,6660821204
2011-11-18,6858047316
2011-11-21,6793551573
2011-11-22,6826266805
2011-11-23,6763640504
2011-11-25,6809441829
2011-11-28,6959931895
2011-11-29,6932824989
2011-11-30,7120703892
2011-12-01,7161831612
2011-12-02,7179591309
2011-12-05,7142202473
2011-12-06,7071163684
2011-12-07,7049665103
2011-12-08,6909456966
2011-12-09,6973952709
2011-12-12,6849634828
2011-12-13,6801029341
2011-12-14,6787008527
2011-12-15,6901979199
2011-12-16,6930955547
2011-12-19,6834679293
2011-12-20,6980495755
2011-12-21,7005733220
2011-12-22,7095466427
2011-12-23,7149680240
2011-12-27,7143137194
2011-12-28,7043122056
2011-12-29,7099205311
2011-12-30,7086119218
2012-01-03,7232410065
2012-01-04,7251163884
2012-01-05,7273668466
2012-01-06,7297110739
2012-01-09,7294297666
2012-01-10,7372126013
2012-01-11,7366499867
2012-01-12,7396505976
2012-01-13,7356185267
2012-01-17,7382440613
2012-01-18,7356185267
2012-01-19,7478085087
2012-01-20,7479960468
2012-01-23,7542785760
2012-01-24,7583106470
2012-01-25,7675937871
2012-01-26,7585919542
2012-01-27,7609361815
2012-01-30,7632804088
2012-01-31,7671249416
2012-02-01,7866289127
2012-02-02,7770644654
2012-02-03,7869102200
2012-02-06,7898170619
2012-02-07,7856912218
2012-02-08,7848473000
2012-02-09,7877541418
2012-02-10,7873790655
2012-02-13,7872852964
2012-02-14,7946930547
2012-02-15,8053827311
2012-02-16,8015381984
2012-02-17,8037886566
2012-02-21,8064141912
2012-02-22,8056640384
2012-02-23,8061328839
2012-02-24,8139157185
2012-02-27,8083833421
2012-02-28,8135406421
2012-02-29,8115714912
2012-03-01,8141032567
2012-03-02,8132593349
2012-03-05,8120403367
2012-03-06,8050076548
2012-03-07,8117590294
2012-03-08,8232926277
2012-03-09,8084771112
2012-03-12,8087584185
2012-03-13,8174789440
2012-03-14,8244178568
2012-03-15,8245116259
2012-03-16,8307003860
2012-03-19,8261994696
2012-03-20,8209484004
2012-03-21,8252617786
2012-03-22,8196356331
2012-03-23,8120403367
2012-03-26,8294813878
2012-03-27,8305128478
2012-03-28,8275122369
2012-03-29,8371704533
2012-03-30,8455159025
2012-04-02,8449074426
2012-04-03,8420822951
2012-04-04,8183510562
2012-04-05,8191986005
2012-04-09,8050728630
2012-04-10,7981983375
2012-04-11,8065796083
2012-04-12,8168443109
2012-04-13,8077096673
2012-04-16,8059204073
2012-04-17,8159967666
2012-04-18,8172209972
2012-04-19,8211762037
2012-04-20,8251314102
2012-04-23,8119473886
2012-04-24,8135483055
2012-04-25,8279565577
2012-04-26,8308758768
2012-04-27,8397280056
2012-04-30,8341718822
2012-05-01,8440598984
2012-05-02,8138308202
2012-05-03,8030952598
2012-05-04,7946198173
2012-05-07,7971624500
2012-05-08,8046020051
2012-05-09,8052612062
2012-05-10,7926422141
2012-05-11,7805882514
2012-05-14,7721128090
2012-05-15,7743729270
2012-05-16,7794581924
2012-05-17,7659916561
2012-05-18,7610005622
2012-05-21,7985750238
2012-05-22,7557269535
2012-05-23,7570453557
2012-05-24,7723953237
2012-05-25,7699468626
2012-05-29,7787989914
2012-05-30,7689109751
2012-05-31,7651441118
2012-06-01,7555386104
2012-06-04,7633548517
2012-06-05,7773864176
2012-06-06,7894403802
2012-06-07,7938664446
2012-06-08,8061087504
2012-06-11,7997992544
2012-06-12,8094047558
2012-06-13,8191044289
2012-06-14,8297458178
2012-06-15,8417056088
2012-06-18,8616699844
2012-06-19,8808809873
2012-06-20,8832352769
2012-06-21,8649659898
2012-06-22,8908631751
2012-06-25,8880380276
2012-06-26,8857779096
2012-06-27,8975493575
2012-06-28,9107333791
2012-06-29,9248591166
2012-07-02,9271933737
2012-07-03,9280481925
2012-07-05,9267184745
2012-07-06,9177903678
2012-07-09,9247238974
2012-07-10,9187401664
2012-07-11,9251038169
2012-07-12,9287130515
2012-07-13,9401106344
2012-07-16,9393507956
2012-07-17,9457144461
2012-07-18,9369762991
2012-07-19,9345068228
2012-07-20,9232042197
2012-07-23,9035433891
2012-07-24,9004090538
2012-07-25,9090522209
2012-07-26,9281431723
2012-07-27,9365963797
2012-07-30,9478989828
2012-07-31,9347917624
2012-08-01,9367863394
2012-08-02,9248188773
2012-08-03,9430550100
2012-08-06,9092421806
2012-08-07,9213046226
2012-08-08,9235841391
2012-08-09,9144660728
2012-08-10,9182652671
2012-08-13,9154158714
2012-08-14,9295678702
2012-08-15,9320373465
2012-08-16,9335570242
2012-08-17,9272883536
2012-08-20,9307076285
2012-08-21,9119016166
2012-08-22,9165556297
2012-08-23,9135162742
2012-08-24,9215895621
2012-08-27,9256736960
2012-08-28,9260536155
2012-08-29,9243439780
2012-08-30,9213046226
2012-08-31,9238690787
2012-09-04,9273833335
2012-09-05,9525529958
2012-09-06,9578718679
2012-09-07,9553074117
2012-09-10,9351716818
2012-09-11,9270034140
2012-09-12,9352666617
2012-09-13,9459044058
2012-09-14,9350767020
2012-09-17,9467592245
2012-09-18,9451445669
2012-09-19,9362164603
2012-09-20,9370712790
2012-09-21,9640455587
2012-09-24,9533128347
2012-09-25,9526479757
2012-09-26,9589166463
2012-09-27,9725937459
2012-09-28,9840863087
2012-10-01,10458588763
2012-10-02,10526330975
2012-10-03,10889307906
2012-10-04,10960083352
2012-10-05,10959072274
2012-10-08,10961094429
2012-10-09,10901440839
2012-10-10,11077368376
2012-10-11,11068268676
2012-10-12,11164321067
2012-10-15,11020748020
2012-10-16,11108711788
2012-10-17,11176454001
2012-10-18,11432256684
2012-10-19,11194653401
2012-10-22,11324071360
2012-10-23,11261384536
2012-10-24,11204764179
2012-10-25,11264417769
2012-10-26,11224985735
2012-10-31,11376647405
2012-11-01,11360470160
2012-11-02,11273517470
2012-11-05,11285650403
2012-11-06,11625372544
2012-11-07,11406979739
2012-11-08,11305871959
2012-11-09,11367547705
2012-11-12,11415068362
2012-11-13,11385747105
2012-11-14,11329126749
2012-11-15,11414057284
2012-11-16,11427201295
2012-11-19,11526286920
2012-11-20,11473710874
2012-11-21,11122866877
2012-11-23,11266439925
2012-11-26,11121855800
2012-11-27,11050069276
2012-11-28,10960083352
2012-11-29,10879197128
2012-11-30,10919640240
2012-12-03,10773033959
2012-12-04,10730568691
2012-12-05,10749779169
2012-12-06,10714391446
2012-12-07,10766967492
2012-12-10,10766967492
2012-12-11,10873130661
2012-12-12,10859986649
2012-12-13,10817521382
2012-12-14,11027825564
2012-12-17,11092534543
2012-12-18,11190609090
2012-12-19,11209819568
2012-12-20,11388780339
2012-12-21,11316993815
2012-12-24,11242174058
2012-12-26,11130955500
2012-12-27,11114778255
2012-12-28,11097589932
2012-12-31,11548669132
2013-01-02,11409704779
2013-01-03,11485978446
2013-01-04,11476574843
2013-01-07,11314623906
2013-01-08,11458812482
2013-01-09,11455677948
2013-01-10,11459857327
2013-01-11,11409704779
2013-01-14,11438960432
2013-01-15,11525682547
2013-01-16,11714799449
2013-01-17,11770176221
2013-01-18,11830777217
2013-01-22,11986459086
2013-01-23,11902871505
2013-01-24,11945710141
2013-01-25,11966607036
2013-01-28,11874660697
2013-01-29,12013625050
2013-01-30,12003176602
2013-01-31,12058553375
2013-02-01,12195428038
2013-02-04,12004221447
2013-02-05,12180800212
2013-02-06,12350065063
2013-02-07,12426338730
2013-02-08,12425293885
2013-02-11,12412755748
2013-02-12,12374096492
2013-02-13,12406486680
2013-02-14,12455594383
2013-02-15,12272746550
2013-02-19,12109750768
2013-02-20,12139006421
2013-02-21,12078405425
2013-02-22,12125423439
2013-02-25,12060643064
2013-02-26,12143185800
2013-02-27,12357378976
2013-02-28,12498433019
2013-03-01,12541271654
2013-03-04,12727254021
2013-03-05,12888160114
2013-03-06,12741881848
2013-03-07,12424249041
2013-03-08,12404396990
2013-03-11,12370961958
2013-03-12,12262298103
2013-03-13,12245580587
2013-03-14,12386634629
2013-03-15,12350065063
2013-03-18,12253939345
2013-03-19,12316630030
2013-03-20,12437832023
2013-03-21,12302002204
2013-03-22,12305136738
2013-03-25,12318719720
2013-03-26,12362603200
2013-03-27,12350065063
2013-03-28,12390814008
2013-04-01,12578399159
2013-04-02,13343110442
2013-04-03,13144851961
2013-04-04,13146949935
2013-04-05,13152194868
2013-04-08,13191007375
2013-04-09,13186811428
2013-04-10,13147998921
2013-04-11,13327375642
2013-04-12,13312689828
2013-04-15,13027365454
2013-04-16,13269681375
2013-04-17,13094500601
2013-04-18,12743090067
2013-04-19,12862674547
2013-04-22,12832253934
2013-04-23,12904634014
2013-04-24,12790294467
2013-04-25,12677003906
2013-04-26,12607770786
2013-04-29,12485039346
2013-04-30,12446226839
2013-05-01,12420002172
2013-05-02,12367552839
2013-05-03,12306711612
2013-05-06,12407414332
2013-05-07,12331887292
2013-05-08,13570740549
2013-05-09,13488919589
2013-05-10,13761656123
2013-05-13,13630532789
2013-05-14,13732284496
2013-05-15,13666198336
2013-05-16,13433323296
2013-05-17,13441715189
2013-05-20,13329473615
2013-05-21,13281220228
2013-05-22,13228770895
2013-05-23,13171076628
2013-05-24,13124921215
2013-05-28,13372482069
2013-05-29,13072471881
2013-05-30,13267583402
2013-05-31,13014777614
2013-06-03,13165831695
2013-06-04,13108137428
2013-06-05,12915123881
2013-06-06,13138558041
2013-06-07,13261289482
2013-06-10,13385069909
2013-06-11,13574936496
2013-06-12,13637875696
2013-06-13,13622140896
2013-06-14,13514095269
2013-06-17,13653610496
2013-06-18,13584377376
2013-06-19,13303248948
2013-06-20,12890997187
2013-06-21,12954985374
2013-06-24,12906731987
2013-06-25,12792392440
2013-06-26,12794490413
2013-06-27,12825960014
2013-06-28,12671758973
2013-07-01,12744650472
2013-07-02,11992489920
2013-07-03,11981970192
2013-07-05,12051400396
2013-07-08,12295458086
2013-07-09,12202884480
2013-07-10,12244963392
2013-07-11,12677324212
2013-07-12,12753066254
2013-07-15,12651024892
2013-07-16,12409071148
2013-07-17,12453254006
2013-07-18,12341744889
2013-07-19,12409071148
2013-07-22,12477449380
2013-07-23,12457461897
2013-07-24,12370148155
2013-07-25,12368044209
2013-07-26,12383823801
2013-07-29,12295458086
2013-07-30,12230235772
2013-07-31,12246015364
2013-08-01,12327017270
2013-08-02,12360680400
2013-08-05,12349108699
2013-08-06,12238651555
2013-08-07,11985126110
2013-08-08,11955670872
2013-08-09,12029308968
2013-08-12,12069283934
2013-08-13,12060868152
2013-08-14,12055608288
2013-08-15,11918851824
2013-08-16,11792615088
2013-08-19,11692677672
2013-08-20,11776835496
2013-08-21,11623247467
2013-08-22,11568544881
2013-08-23,11609571820
2013-08-26,11661118488
2013-08-27,11439152227
2013-08-28,11363410185
2013-08-29,11363410185
2013-08-30,11309759572
2013-09-03,11423372635
2013-09-04,11512790323
2013-09-05,11734756584
2013-09-06,11633767195
2013-09-09,11790511142
2013-09-10,11742120393
2013-09-11,11718976992
2013-09-12,11782095360
2013-09-13,11729496720
2013-09-16,11910436041
2013-09-17,12434318496
2013-09-18,12339640944
2013-09-19,12314393596
2013-09-20,12301769923
2013-09-23,12192364752
2013-09-24,12118726656
2013-09-25,12070335907
2013-09-26,12118726656
2013-09-27,11988282028
2013-09-30,11981682392
2013-10-01,12164882105
2013-10-02,12200679751
2013-10-03,12143824667
2013-10-04,12291226735
2013-10-07,12213314214
2013-10-08,12110132766
2013-10-09,12078546608
2013-10-10,12238583139
2013-10-11,12202785494
2013-10-14,12118555741
2013-10-15,12040643219
2013-10-16,12179622312
2013-10-17,12183833800
2013-10-18,12225948676
2013-10-21,12002739831
2013-10-22,11956413466
2013-10-23,11806905654
2013-10-24,11754262059
2013-10-25,11674243793
2013-10-28,11840597556
2013-10-29,11895346895
2013-10-30,11787953960
2013-10-31,11836386068
2013-11-01,11912192846
2013-11-04,11950096235
2013-11-05,11903769870
2013-11-06,11587908296
2013-11-07,11741627596
2013-11-08,11855337762
2013-11-11,11994316855
2013-11-12,12303861198
2013-11-13,12276486528
2013-11-14,12358610538
2013-11-15,12400725414
2013-11-18,12480743680
2013-11-19,12276486528
2013-11-20,12179622312
2013-11-21,11979576648
2013-11-22,11905875614
2013-11-25,12960853273
2013-11-26,12756596122
2013-11-27,12609194054
2013-11-29,12539704507
2013-12-02,12463897729
2013-12-03,12318601405
2013-12-04,12059594914
2013-12-05,12028008756
2013-12-06,12268063553
2013-12-09,13091409391
2013-12-10,12937690091
2013-12-11,12767124841
2013-12-12,12674472112
2013-12-13,12697635294
2013-12-16,12638674467
2013-12-17,12680789344
2013-12-18,13112466829
2013-12-19,12990333687
2013-12-20,13190379351
2013-12-23,13320935468
