,DVA
2004-09-21,3083162033
2004-09-22,3085145412
2004-09-23,3074236830
2004-09-24,3111921023
2004-09-27,3053411354
2004-09-28,3078203587
2004-09-29,3074236830
2004-09-30,3052388562
2004-10-01,3075906162
2004-10-04,3081785562
2004-10-05,3137639864
2004-10-06,3116082063
2004-10-07,3097463963
2004-10-08,3080805662
2004-10-11,3081785562
2004-10-12,3075906162
2004-10-13,3067087062
2004-10-14,3035730261
2004-10-15,3062187562
2004-10-18,3101383563
2004-10-19,3037690062
2004-10-20,3077865962
2004-10-21,3114122263
2004-10-22,3125881063
2004-10-25,3161157464
2004-10-26,2880906058
2004-10-27,2959298060
2004-10-28,2891684959
2004-10-29,2902463859
2004-11-01,2964197560
2004-11-02,3007313161
2004-11-03,3085705162
2004-11-04,3125881063
2004-11-05,3155278064
2004-11-08,3184675065
2004-11-09,3180755464
2004-11-10,3223871065
2004-11-11,3233670066
2004-11-12,3266006766
2004-11-15,3281685166
2004-11-16,3238569566
2004-11-17,3225830865
2004-11-18,3233670066
2004-11-19,3211132365
2004-11-22,3228770565
2004-11-23,3213092165
2004-11-24,3213092165
2004-11-26,3210152465
2004-11-29,3209172565
2004-11-30,3255227866
2004-12-01,3257187666
2004-12-02,3292464067
2004-12-03,3282665067
2004-12-06,3607991873
2004-12-07,3696182875
2004-12-08,3683444175
2004-12-09,3707941675
2004-12-10,3753017076
2004-12-13,3763795976
2004-12-14,3878444279
2004-12-15,3811811077
2004-12-16,3811811077
2004-12-17,3714800975
2004-12-20,3708921575
2004-12-21,3712841175
2004-12-22,3801032177
2004-12-23,3775554777
2004-12-27,3763795976
2004-12-28,3828469378
2004-12-29,3880404079
2004-12-30,3882363879
2004-12-31,3929266662
2005-01-03,3912368728
2005-01-04,3927278670
2005-01-05,3906404751
2005-01-06,3902428767
2005-01-07,3963062530
2005-01-10,4144963820
2005-01-11,4144963820
2005-01-12,4115143936
2005-01-13,4095264014
2005-01-14,4174783704
2005-01-18,4173789707
2005-01-19,4167825731
2005-01-20,4118125925
2005-01-21,4074390095
2005-01-24,3977972472
2005-01-25,4022702297
2005-01-26,4035624247
2005-01-27,4099239998
2005-01-28,4115143936
2005-01-31,4170807719
2005-02-01,4189693645
2005-02-02,4141981832
2005-02-03,4115143936
2005-02-04,4110173956
2005-02-07,4100233995
2005-02-08,4129059882
2005-02-09,4232435478
2005-02-10,4299033219
2005-02-11,4328853102
2005-02-14,4353703005
2005-02-15,4285117273
2005-02-16,4268219339
2005-02-17,4199633607
2005-02-18,4191681638
2005-02-22,4114149940
2005-02-23,4137011851
2005-02-24,4194663626
2005-02-25,4213549552
2005-02-28,4198639610
2005-03-01,4235417467
2005-03-02,4294063238
2005-03-03,4383522889
2005-03-04,4378552908
2005-03-07,4184723665
2005-03-08,4145957816
2005-03-09,4145957816
2005-03-10,4149933801
2005-03-11,4077372084
2005-03-14,4190687641
2005-03-15,4201621599
2005-03-16,4151921793
2005-03-17,4165837738
2005-03-18,4170807719
2005-03-21,4181741676
2005-03-22,4157885769
2005-03-23,4179753684
2005-03-24,4164843742
2005-03-28,4110173956
2005-03-29,4101227991
2005-03-30,4159873762
2005-03-31,4204945165
2005-04-01,4220016654
2005-04-04,4226045249
2005-04-05,4245135800
2005-04-06,4289345499
2005-04-07,4346617153
2005-04-08,4346617153
2005-04-11,4387812554
2005-04-12,4415945998
2005-04-13,4340588558
2005-04-14,4232073844
2005-04-15,4178821253
2005-04-18,4197911804
2005-04-19,4210973761
2005-04-20,4140640150
2005-04-21,4119540067
2005-04-22,4082363729
2005-04-25,4114516237
2005-04-26,4099444749
2005-04-27,4151692574
2005-04-28,4020068245
2005-04-29,4049206456
2005-05-02,4035139733
2005-05-03,4042173095
2005-05-04,4140640150
2005-05-05,4169778360
2005-05-06,4169778360
2005-05-09,4271259713
2005-05-10,4278293074
2005-05-11,4284321669
2005-05-12,4232073844
2005-05-13,4185854614
2005-05-16,4212983292
2005-05-17,4245135800
2005-05-18,4294369328
2005-05-19,4330540899
2005-05-20,4370731534
2005-05-23,4405898339
2005-05-24,4389822086
2005-05-25,4388817320
2005-05-26,4531494073
2005-05-27,4630965894
2005-05-31,4627951597
2005-06-01,4662113636
2005-06-02,4683213720
2005-06-03,4647042148
2005-06-06,4621923002
2005-06-07,4650056446
2005-06-08,4680199422
2005-06-09,4632975426
2005-06-10,4586756196
2005-06-13,4626946831
2005-06-14,4623932533
2005-06-15,4603837216
2005-06-16,4579722835
2005-06-17,4632975426
2005-06-20,4694266144
2005-06-21,4639004021
2005-06-22,4606851513
2005-06-23,4530489307
2005-06-24,4462165228
2005-06-27,4500346331
2005-06-28,4615894406
2005-06-29,4596803855
2005-06-30,4607463326
2005-07-01,4613541773
2005-07-05,4639881713
2005-07-06,4629750967
2005-07-07,4673313175
2005-07-08,4703705414
2005-07-11,4737136876
2005-07-12,4661156280
2005-07-13,4572005714
2005-07-14,4565927267
2005-07-15,4544652700
2005-07-18,4526417357
2005-07-19,4507168939
2005-07-20,4555796521
2005-07-21,4455502134
2005-07-22,4417005299
2005-07-25,4384586912
2005-07-26,4440306015
2005-07-27,4474750552
2005-07-28,4757398368
2005-07-29,4785764457
2005-08-01,4802986726
2005-08-02,4840470486
2005-08-03,4811091322
2005-08-04,4787790606
2005-08-05,4703705414
2005-08-08,4688509295
2005-08-09,4751319920
2005-08-10,4816156695
2005-08-11,4827300516
2005-08-12,4779686009
2005-08-15,4816156695
2005-08-16,4814130546
2005-08-17,4767529114
2005-08-18,4776646786
2005-08-19,4746254547
2005-08-22,4746254547
2005-08-23,4677365474
2005-08-24,4558835745
2005-08-25,4574031864
2005-08-26,4513247387
2005-08-29,4566940341
2005-08-30,4588214908
2005-08-31,4651025534
2005-09-01,4659130131
2005-09-02,4695600817
2005-09-06,4837431262
2005-09-07,4802986726
2005-09-08,4746254547
2005-09-09,4803999800
2005-09-12,4793869054
2005-09-13,4731058428
2005-09-14,4708770787
2005-09-15,4773607562
2005-09-16,4660143206
2005-09-19,4675339325
2005-09-20,4727006130
2005-09-21,4687496220
2005-09-22,4660143206
2005-09-23,4793869054
2005-09-26,4740176100
2005-09-27,4692561593
2005-09-28,4655077832
2005-09-29,4680404698
2005-09-30,4692150904
2005-10-03,4908069287
2005-10-04,5133154017
2005-10-05,5101581046
2005-10-06,5064915660
2005-10-07,5044546001
2005-10-10,4947790122
2005-10-11,4961030400
2005-10-12,4898902941
2005-10-13,4876496316
2005-10-14,4924365014
2005-10-17,4947790122
2005-10-18,4971215230
2005-10-19,5024176343
2005-10-20,4960011917
2005-10-21,4919272600
2005-10-24,4933531361
2005-10-25,4911124736
2005-10-26,4919272600
2005-10-27,4882607214
2005-10-28,4887699629
2005-10-31,5008899098
2005-11-01,5082229870
2005-11-02,5194262994
2005-11-03,5291018873
2005-11-04,5257408936
2005-11-07,5245187141
2005-11-08,5266575282
2005-11-09,5210558721
2005-11-10,5255371970
2005-11-11,5305277634
2005-11-14,5294074322
2005-11-15,5268612248
2005-11-16,5240094726
2005-11-17,5350090883
2005-11-18,5316480946
2005-11-21,5334813639
2005-11-22,5364349644
2005-11-23,5347035435
2005-11-25,5369442059
2005-11-28,5296111288
2005-11-29,5458050075
2005-11-30,5346016952
2005-12-01,5425458621
2005-12-02,5437680416
2005-12-05,5378608406
2005-12-06,5415273791
2005-12-07,5438698899
2005-12-08,5397959582
2005-12-09,5351109366
2005-12-12,5350090883
2005-12-13,5279815560
2005-12-14,5252316521
2005-12-15,5201392374
2005-12-16,5241113209
2005-12-19,5174911818
2005-12-20,5150468227
2005-12-21,5169819403
2005-12-22,5185096647
2005-12-23,5185096647
2005-12-27,5137227949
2005-12-28,5149449744
2005-12-29,5184078164
2005-12-30,5157597608
2006-01-03,5284996561
2006-01-04,5315770998
2006-01-05,5565043933
2006-01-06,5681986792
2006-01-09,5606076515
2006-01-10,5543501828
2006-01-11,5549656715
2006-01-12,5556837417
2006-01-13,5564018119
2006-01-17,5486056213
2006-01-18,5496314358
2006-01-19,5621463734
2006-01-20,5627618621
2006-01-23,5610179773
2006-01-24,5750716367
2006-01-25,5633773508
2006-01-26,5659418872
2006-01-27,5631721879
2006-01-30,5645057468
2006-01-31,5616334661
2006-02-01,5558889046
2006-02-02,5516830649
2006-02-03,5507598318
2006-02-06,5867659226
2006-02-07,5665573759
2006-02-08,5662496316
2006-02-09,5709683785
2006-02-10,5669677017
2006-02-13,5691219123
2006-02-14,5675831905
2006-02-15,6073847950
2006-02-16,6066667248
2006-02-17,6027686295
2006-02-21,6051280030
2006-02-22,6041021884
2006-02-23,6033841183
2006-02-24,6064615619
2006-02-27,6059486546
2006-02-28,5989731157
2006-03-01,5967163237
2006-03-02,5986653713
2006-03-03,6003066746
2006-03-06,5966137422
2006-03-07,5978447197
2006-03-08,5994860230
2006-03-09,5939466244
2006-03-10,5965111608
2006-03-13,6001015117
2006-03-14,6062563990
2006-03-15,6165145445
2006-03-16,6182584292
2006-03-17,6156938929
2006-03-20,6131293565
2006-03-21,6138474267
2006-03-22,6077951208
2006-03-23,6015376521
2006-03-24,6060512361
2006-03-27,6098467499
2006-03-28,6157964743
2006-03-29,6164119630
2006-03-30,6149758227
2006-03-31,6230474323
2006-04-03,6079394892
2006-04-04,6012133502
2006-04-05,6034898895
2006-04-06,5984194155
2006-04-07,5811384121
2006-04-10,5734809616
2006-04-11,5698591944
2006-04-12,5752401056
2006-04-13,5701696316
2006-04-17,5707905059
2006-04-18,5647887203
2006-04-19,5696522363
2006-04-20,5876575930
2006-04-21,5962463552
2006-04-24,5915897974
2006-04-25,5846567003
2006-04-26,5882784674
2006-04-27,5854845327
2006-04-28,5821732028
2006-05-01,5789653518
2006-05-02,5672722178
2006-05-03,5612704322
2006-05-04,5272258208
2006-05-05,5518538376
2006-05-08,5544408141
2006-05-09,5501981726
2006-05-10,5485425076
2006-05-11,5412989733
2006-05-12,5401607036
2006-05-15,5375737270
2006-05-16,5433685545
2006-05-17,5410920151
2006-05-18,5429546383
2006-05-19,5344693552
2006-05-22,5307441089
2006-05-23,5301232346
2006-05-24,5218449096
2006-05-25,5304336718
2006-05-26,5307441089
2006-05-30,5312615043
2006-05-31,5480251123
2006-06-01,5454381358
2006-06-02,5453346567
2006-06-05,5297093183
2006-06-06,5206031609
2006-06-07,5191544540
2006-06-08,5060126131
2006-06-09,5071508828
2006-06-12,4924568560
2006-06-13,4925603351
2006-06-14,4988725579
2006-06-15,5078752362
2006-06-16,5059091341
2006-06-19,4960786232
2006-06-20,4939055629
2006-06-21,5178092262
2006-06-22,5136700637
2006-06-23,5049778225
2006-06-26,5021838878
2006-06-27,4965960185
2006-06-28,4946299163
2006-06-29,5008386600
2006-06-30,5158090147
2006-07-03,5187149809
2006-07-05,5208944556
2006-07-06,5208944556
2006-07-07,5121765568
2006-07-10,5075062539
2006-07-11,5026283819
2006-07-12,5046002876
2006-07-13,5014867523
2006-07-14,5066759778
2006-07-17,5140446780
2006-07-18,5106197892
2006-07-19,5278480178
2006-07-20,5290934319
2006-07-21,5293010010
2006-07-24,5377075463
2006-07-25,5456989535
2006-07-26,5349053645
2006-07-27,5198566105
2006-07-28,5206868866
2006-07-31,5191301190
2006-08-01,5086478835
2006-08-02,5637574583
2006-08-03,5708148050
2006-08-04,5800516263
2006-08-07,5764191685
2006-08-08,5789099967
2006-08-09,5749661854
2006-08-10,5877316801
2006-08-11,5817121785
2006-08-14,5792213503
2006-08-15,5733056332
2006-08-16,5798440573
2006-08-17,5769380910
2006-08-18,5770418756
2006-08-21,5822311011
2006-08-22,5887695252
2006-08-23,5893922322
2006-08-24,5955155183
2006-08-25,5984214846
2006-08-28,6101491342
2006-08-29,6093188582
2006-08-30,6052712623
2006-08-31,6056864003
2006-09-01,6002896058
2006-09-05,5951003803
2006-09-06,5812970405
2006-09-07,5797402728
2006-09-08,5845143603
2006-09-11,5908452154
2006-09-12,6078658750
2006-09-13,6085923666
2006-09-14,6029880031
2006-09-15,5931284746
2006-09-18,5879392491
2006-09-19,5963457944
2006-09-20,6008085283
2006-09-21,5926095521
2006-09-22,5913641379
2006-09-25,5965533634
2006-09-26,6058939693
2006-09-27,5987328381
2006-09-28,5985252691
2006-09-29,6006009593
2006-10-02,5985932603
2006-10-03,5952590594
2006-10-04,6087000569
2006-10-05,6184942721
2006-10-06,6094294133
2006-10-09,5982806790
2006-10-10,5872361384
2006-10-11,5874445260
2006-10-12,5880696886
2006-10-13,5875487197
2006-10-16,5926542149
2006-10-17,5855690379
2006-10-18,5866109757
2006-10-19,5902577580
2006-10-20,5960926096
2006-10-23,6006771359
2006-10-24,6014064923
2006-10-25,5886948513
2006-10-26,5902577580
2006-10-27,5882780762
2006-10-30,5918206647
2006-10-31,5796299925
2006-11-01,5765041792
2006-11-02,5736909471
2006-11-03,5642093132
2006-11-06,5668141577
2006-11-07,5616044688
2006-11-08,5518102535
2006-11-09,5480592775
2006-11-10,5475383086
2006-11-13,5652512510
2006-11-14,5699399711
2006-11-15,5812970930
2006-11-16,5531647727
2006-11-17,5547276793
2006-11-20,5518102535
2006-11-21,5496221842
2006-11-22,5530605789
2006-11-24,5543109042
2006-11-27,5491012153
2006-11-28,5406615192
2006-11-29,5445166890
2006-11-30,5544150980
2006-12-01,5642093132
2006-12-04,5674393204
2006-12-05,5602499496
2006-12-06,5779628921
2006-12-07,5793174112
2006-12-08,5828599997
2006-12-11,5829641935
2006-12-12,5808803179
2006-12-13,5777545045
2006-12-14,5774419232
2006-12-15,5701483586
2006-12-18,5786922485
2006-12-19,5743161098
2006-12-20,5790048299
2006-12-21,5855690379
2006-12-22,5871319446
2006-12-26,5897367891
2006-12-27,5910913082
2006-12-28,5908829207
2006-12-29,5926542149
2007-01-03,5820878350
2007-01-04,5827179138
2007-01-05,5759970729
2007-01-08,5721115867
2007-01-09,5575147602
2007-01-10,5495337616
2007-01-11,5543643660
2007-01-12,5654957589
2007-01-16,5618202990
2007-01-17,5566746551
2007-01-18,5570947077
2007-01-19,5643406143
2007-01-22,5596150230
2007-01-23,5518440507
2007-01-24,5487986696
2007-01-25,5460683280
2007-01-26,5439680652
2007-01-29,5499538141
2007-01-30,5624503778
2007-01-31,5733717444
2007-02-01,5764171254
2007-02-02,5671759691
2007-02-05,5778873094
2007-02-06,5775722700
2007-02-07,5784123751
2007-02-08,5765221386
2007-02-09,5779923225
2007-02-12,5891237154
2007-02-13,5939543198
2007-02-14,6033004893
2007-02-15,6147469215
2007-02-16,6100213302
2007-02-20,6098113039
2007-02-21,6044556338
2007-02-22,5994150031
2007-02-23,5963696220
2007-02-26,5959495695
2007-02-27,5770472043
2007-02-28,5723216130
2007-03-01,5716915341
2007-03-02,5587749179
2007-03-05,5561495894
2007-03-06,5641305880
2007-03-07,5618202990
2007-03-08,5621353384
2007-03-09,5565696420
2007-03-12,5412377235
2007-03-13,5470134462
2007-03-14,5473284856
2007-03-15,5501638404
2007-03-16,5540493266
2007-03-19,5561495894
2007-03-20,5539443135
2007-03-21,5603501150
2007-03-22,5605601413
2007-03-23,5597200362
2007-03-26,5590899573
2007-03-27,5608751807
2007-03-28,5559395631
2007-03-29,5532092215
2007-03-30,5599300624
2007-04-02,5549902234
2007-04-03,5638481331
2007-04-04,5713351759
2007-04-05,5902109596
2007-04-09,5902109596
2007-04-10,5912654727
2007-04-11,5955889762
2007-04-12,6004397363
2007-04-13,6061341068
2007-04-16,6001233824
2007-04-17,5922145344
2007-04-18,5828293682
2007-04-19,5799821830
2007-04-20,5795603777
2007-04-23,5787167673
2007-04-24,5790331212
2007-04-25,5758695820
2007-04-26,5814585012
2007-04-27,5743932637
2007-04-30,5758695820
2007-05-01,5766077412
2007-05-02,5830402708
2007-05-03,5788222186
2007-05-04,5826184656
2007-05-07,5866256152
2007-05-08,5812475986
2007-05-09,5866256152
2007-05-10,5737605559
2007-05-11,5683825393
2007-05-14,5643753897
2007-05-15,5578374087
2007-05-16,5586810191
2007-05-17,5623718148
2007-05-18,5589973731
2007-05-21,5602627887
2007-05-22,5677498315
2007-05-23,5705970167
2007-05-24,5697534063
2007-05-25,5715460785
2007-05-29,5805094395
2007-05-30,5835675274
2007-05-31,5824075630
2007-06-01,5900000570
2007-06-04,5897891544
2007-06-05,5857820048
2007-06-06,5790331212
2007-06-07,5758695820
2007-06-08,5738660072
2007-06-11,5811421473
2007-06-12,5759750333
2007-06-13,5777677055
2007-06-14,5754477768
2007-06-15,5740769098
2007-06-18,5658517079
2007-06-19,5654299027
2007-06-20,5598409835
2007-06-21,5610009479
2007-06-22,5665898671
2007-06-25,5556229313
2007-06-26,5552011260
2007-06-27,5542520643
2007-06-28,5606845940
2007-06-29,5681716367
2007-07-02,5789530422
2007-07-03,5829875582
2007-07-05,5893578466
2007-07-06,5919059619
2007-07-09,5820320149
2007-07-10,5727950968
2007-07-11,5726889253
2007-07-12,5712025247
2007-07-13,5859603594
2007-07-16,5803332714
2007-07-17,5768296128
2007-07-18,5689729238
2007-07-19,5632396642
2007-07-20,5722642394
2007-07-23,5673803517
2007-07-24,5611162348
2007-07-25,5681235520
2007-07-26,5618594351
2007-07-27,5635581786
2007-07-30,5747061833
2007-07-31,5620717780
2007-08-01,5603730344
2007-08-02,5645137219
2007-08-03,5940293914
2007-08-06,6117600274
2007-08-07,6119723703
2007-08-08,6024169378
2007-08-09,6046465387
2007-08-10,5980639074
2007-08-13,5928615052
2007-08-14,5892516751
2007-08-15,5757678980
2007-08-16,5709901817
2007-08-17,5757678980
2007-08-20,5789530422
2007-08-21,5834122441
2007-08-22,5868097312
2007-08-23,5891455036
2007-08-24,5951972776
2007-08-27,5937108770
2007-08-28,5970021926
2007-08-29,5982762503
2007-08-30,6076193399
2007-08-31,6106983126
2007-09-04,6256684903
2007-09-05,6263055192
2007-09-06,6249252900
2007-09-07,6206784311
2007-09-10,6122908847
2007-09-11,6386214100
2007-09-12,6598557046
2007-09-13,6582631326
2007-09-14,6589001614
2007-09-17,6558211887
2007-09-18,6534854163
2007-09-19,6441423266
2007-09-20,6426559260
2007-09-21,6541224451
2007-09-24,6447793555
2007-09-25,6531669018
2007-09-26,6542286166
2007-09-27,6529545589
2007-09-28,6707913664
2007-10-01,6781520304
2007-10-02,6826416876
2007-10-03,6834968604
2007-10-04,6775106508
2007-10-05,6869175516
2007-10-08,6919416918
2007-10-09,6937589340
2007-10-10,7008141096
2007-10-11,6892692768
2007-10-12,6843520332
2007-10-15,6947210033
2007-10-16,6965382456
2007-10-17,7080830783
2007-10-18,7111830798
2007-10-19,7034865246
2007-10-22,6975003150
2007-10-23,7049830770
2007-10-24,7006003164
2007-10-25,7066934226
2007-10-26,6859554822
2007-10-29,6863830685
2007-10-30,6820003080
2007-10-31,6968589354
2007-11-01,6996382470
2007-11-02,6360347700
2007-11-05,6226726950
2007-11-06,6406313238
2007-11-07,6318658026
2007-11-08,6424485660
2007-11-09,6397761510
2007-11-12,6316520094
2007-11-13,6311175264
2007-11-14,6341106312
2007-11-15,6234209712
2007-11-16,6364623564
2007-11-19,6200002800
2007-11-20,6201071766
2007-11-21,6173278650
2007-11-23,6233140746
2007-11-26,6382795986
2007-11-27,6349658040
2007-11-28,6474727062
2007-11-29,6627589200
2007-11-30,6623313336
2007-12-03,6622244370
2007-12-04,6464037402
2007-12-05,6397761510
2007-12-06,6534589158
2007-12-07,6532451226
2007-12-10,6360347700
2007-12-11,6150830364
2007-12-12,6084554472
2007-12-13,6114485520
2007-12-14,5946657858
2007-12-17,5956278552
2007-12-18,6092037234
2007-12-19,6108071724
2007-12-20,6030037206
2007-12-21,6070657914
2007-12-24,6092037234
2007-12-26,6171140718
2007-12-27,6014002716
2007-12-28,5987278566
2007-12-31,6050150510
2008-01-02,5957814584
2008-01-03,5970698667
2008-01-04,5897688865
2008-01-07,6076992349
2008-01-08,6294948082
2008-01-09,6312126859
2008-01-10,6359368495
2008-01-11,6343263392
2008-01-14,6301390123
2008-01-15,6198317461
2008-01-16,6166107255
2008-01-17,6022234998
2008-01-18,5961035605
2008-01-22,5846152534
2008-01-23,5766700690
2008-01-24,5663628029
2008-01-25,5601354962
2008-01-28,5719459054
2008-01-29,5758111302
2008-01-30,5709795992
2008-01-31,5736637831
2008-02-01,5826826410
2008-02-04,5820384368
2008-02-05,5650743946
2008-02-06,5690469868
2008-02-07,5647522925
2008-02-08,5647522925
2008-02-11,5647522925
2008-02-12,5797837224
2008-02-13,5818237021
2008-02-14,5422051478
2008-02-15,5474661482
2008-02-19,5456409031
2008-02-20,5413462089
2008-02-21,5458556379
2008-02-22,5476808829
2008-02-25,5469293114
2008-02-26,5487545565
2008-02-27,5382325556
2008-02-28,5408093721
2008-02-29,5328641878
2008-03-03,5204095745
2008-03-04,5244895340
2008-03-05,5105317777
2008-03-06,5078475938
2008-03-07,4942119396
2008-03-10,4899172454
2008-03-11,4691953457
2008-03-12,4912056537
2008-03-13,4834752040
2008-03-14,4710205907
2008-03-17,4560965282
2008-03-18,4724163664
2008-03-19,4638269779
2008-03-20,4859446532
2008-03-24,4744563461
2008-03-25,4976476950
2008-03-26,5063444508
2008-03-27,5107465124
2008-03-28,5151485740
2008-03-31,5005955659
2008-04-01,5089807513
2008-04-02,5011196400
2008-04-03,5009100104
2008-04-04,5041592697
2008-04-07,5046833438
2008-04-08,5075133439
2008-04-09,5121251958
2008-04-10,5180996404
2008-04-11,5204055664
2008-04-14,5147455662
2008-04-15,5194622330
2008-04-16,5285811221
2008-04-17,5238644553
2008-04-18,5338218629
2008-04-21,5240740850
2008-04-22,5212440849
2008-04-23,5197766775
2008-04-24,5250174183
2008-04-25,5230259368
2008-04-28,5267992702
2008-04-29,5320400110
2008-04-30,5493344558
2008-05-01,5497537151
2008-05-02,5474477891
2008-05-05,5581389005
2008-05-06,5473429743
2008-05-07,5406348260
2008-05-08,5430455668
2008-05-09,5436744557
2008-05-12,5397963075
2008-05-13,5276377887
2008-05-14,5299437147
2008-05-15,5354989000
2008-05-16,5432551965
2008-05-19,5449322335
2008-05-20,5407396409
2008-05-21,5447226039
2008-05-22,5456659373
2008-05-23,5386433445
2008-05-27,5463996410
2008-05-28,5437792705
2008-05-29,5422070483
2008-05-30,5437792705
2008-06-02,5461900113
2008-06-03,5458755669
2008-06-04,5434648261
2008-06-05,5428359372
2008-06-06,5284763073
2008-06-09,5217681590
2008-06-10,5208248256
2008-06-11,5197766775
2008-06-12,5171563070
2008-06-13,5290003813
2008-06-16,5267992702
2008-06-17,5247029739
2008-06-18,5185188996
2008-06-19,5349748259
2008-06-20,5424166779
2008-06-23,5431503816
2008-06-24,5479718632
2008-06-25,5544703819
2008-06-26,5635892710
2008-06-27,5645326043
2008-06-30,5555101190
2008-07-01,5555101190
2008-07-02,5580194814
2008-07-03,5515369617
2008-07-07,5503868372
2008-07-08,5540463242
2008-07-09,5538372106
2008-07-10,5925232155
2008-07-11,5593787195
2008-07-14,5617835252
2008-07-15,5607379575
2008-07-16,5590650491
2008-07-17,5544645513
2008-07-18,5556146757
2008-07-21,5541508810
2008-07-22,5567648002
2008-07-23,5542554377
2008-07-24,5521643023
2008-07-25,5850996849
2008-07-28,5879227177
2008-07-29,5924186588
2008-07-30,5855179120
2008-07-31,5839495604
2008-08-01,5869817067
2008-08-04,5843677875
2008-08-05,6191851919
2008-08-06,6186624080
2008-08-07,6094614123
2008-08-08,6203353164
2008-08-11,6220082247
2008-08-12,6193943054
2008-08-13,6189760784
2008-08-14,6209626570
2008-08-15,6274451767
2008-08-18,6122844451
2008-08-19,6112388774
2008-08-20,6104024232
2008-08-21,6092522987
2008-08-22,6112388774
2008-08-25,6008877571
2008-08-26,6023515519
2008-08-27,6049654712
2008-08-28,6069520498
2008-08-29,6000513030
2008-09-02,6059064821
2008-09-03,6013059842
2008-09-04,5911639775
2008-09-05,5923141020
2008-09-08,6060110389
2008-09-09,5968100431
2008-09-10,5928368859
2008-09-11,6062201524
2008-09-12,6129117857
2008-09-15,5999467462
2008-09-16,6026652222
2008-09-17,5764214730
2008-09-18,5860406958
2008-09-19,5987966217
2008-09-22,5898047395
2008-09-23,5857270255
2008-09-24,5768397000
2008-09-25,5880272744
2008-09-26,5895956260
2008-09-29,5750622350
2008-09-30,5922108553
2008-10-01,5756941870
2008-10-02,5595930323
2008-10-03,5558534093
2008-10-06,5090042433
2008-10-07,5149253130
2008-10-08,5260403036
2008-10-09,4985125231
2008-10-10,4876052893
2008-10-13,5244821274
2008-10-14,5366359022
2008-10-15,5107701763
2008-10-16,5181455439
2008-10-17,5229239511
2008-10-20,5292605346
2008-10-21,5354932396
2008-10-22,5099391490
2008-10-23,5162757324
2008-10-24,5066150397
2008-10-27,4831385174
2008-10-28,5291566561
2008-10-29,5292605346
2008-10-30,5604240597
2008-10-31,5895100164
2008-11-03,5480625280
2008-11-04,5508672453
2008-11-05,5230278295
2008-11-06,5215735317
2008-11-07,5415181878
2008-11-10,5584503697
2008-11-11,5481664065
2008-11-12,5399600115
2008-11-13,5480625280
2008-11-14,5335195497
2008-11-17,5389212273
2008-11-18,5420375799
2008-11-19,4885401951
2008-11-20,4431453269
2008-11-21,4648559160
2008-11-24,5048491066
2008-11-25,4998629426
2008-11-26,5055762555
2008-11-28,5219890454
2008-12-01,4844889368
2008-12-02,4918643044
2008-12-03,4854238426
2008-12-04,4736855815
2008-12-05,4934224807
2008-12-08,5010056051
2008-12-09,5070305533
2008-12-10,5004862131
2008-12-11,4982008879
2008-12-12,4974737390
2008-12-15,5012133620
2008-12-16,5277023583
2008-12-17,5202231123
2008-12-18,5224045590
2008-12-19,5195998418
2008-12-22,5121205958
2008-12-23,5033948087
2008-12-24,4985125231
2008-12-26,5067189181
2008-12-29,5051607418
2008-12-30,5099391490
2008-12-31,5149253130
2009-01-02,5100430274
2009-01-05,4934224807
2009-01-06,4870858973
2009-01-07,4905138850
2009-01-08,4934224807
2009-01-09,4911371555
2009-01-12,4831385174
2009-01-13,4877091678
2009-01-14,4873975325
2009-01-15,4860471131
2009-01-16,5003823346
2009-01-20,4857354778
2009-01-21,4934224807
2009-01-22,4953961706
2009-01-23,4884363167
2009-01-26,4973698605
2009-01-27,5095236353
2009-01-28,4996551857
2009-01-29,4926953318
2009-01-30,4882285599
2009-02-02,4975776174
2009-02-03,5041219577
2009-02-04,4983047663
2009-02-05,5000706994
2009-02-06,4875014109
2009-02-09,4772174476
2009-02-10,4926953318
2009-02-11,5509711237
2009-02-12,5494129475
2009-02-13,5462965950
2009-02-17,5302993187
2009-02-18,5371552943
2009-02-19,5305070756
2009-02-20,5286372641
2009-02-23,5246898842
2009-02-24,5387134705
2009-02-25,5284295072
2009-02-26,5199114770
2009-02-27,4873975325
2009-03-02,4805415570
2009-03-03,4797105297
2009-03-04,4935263591
2009-03-05,4769058124
2009-03-06,4749321225
2009-03-09,4595581168
2009-03-10,4573766700
2009-03-11,4500013024
2009-03-12,4658947002
2009-03-13,4775290829
2009-03-16,4762825419
2009-03-17,4773213261
2009-03-18,4785678671
2009-03-19,4671412412
2009-03-20,4398212175
2009-03-23,4480276125
2009-03-24,4471965851
2009-03-25,4591426031
2009-03-26,4626744693
2009-03-27,4530137765
2009-03-30,4547797096
2009-03-31,4557864767
2009-04-01,4601421154
2009-04-02,4710312121
2009-04-03,4625273461
2009-04-06,4651199882
2009-04-07,4692682155
2009-04-08,4687496871
2009-04-09,4691645098
2009-04-13,4620088177
2009-04-14,4609717609
2009-04-15,4660533394
2009-04-16,4593124700
2009-04-17,4474900221
2009-04-20,4517419551
2009-04-21,4565124165
2009-04-22,4520530721
2009-04-23,4392972731
2009-04-24,4532975403
2009-04-27,4618014063
2009-04-28,4717571519
2009-04-29,4910464090
2009-04-30,4808832520
2009-05-01,4759053792
2009-05-04,4870018873
2009-05-05,4767350247
2009-05-06,4728979144
2009-05-07,4823351316
