,WDC
2014-02-04,19622500000
2014-02-05,19443900000
2014-02-06,19587250000
2014-02-07,19899800000
2014-02-10,19902150000
2014-02-11,19944450000
2014-02-12,20226450000
2014-02-13,20367450000
2014-02-14,20376850000
2014-02-18,20289900000
2014-02-19,20080750000
2014-02-20,20266400000
2014-02-21,20682350000
2014-02-24,20821000000
2014-02-25,20630650000
2014-02-26,20980800000
2014-02-27,20778700000
2014-02-28,20442650000
2014-03-03,20656500000
2014-03-04,20858600000
2014-03-05,20757550000
2014-03-06,20379200000
2014-03-07,19798750000
2014-03-10,20000850000
2014-03-11,19554350000
2014-03-12,19777600000
2014-03-13,19789350000
2014-03-14,19978525000
2014-03-17,20007900000
2014-03-18,20285200000
2014-03-19,20179450000
2014-03-20,20677650000
2014-03-21,20825700000
2014-03-24,20675300000
2014-03-25,21114750000
2014-03-26,20992550000
2014-03-27,21079500000
2014-03-28,20921940000
2014-03-31,21485880000
2014-04-01,21888360000
2014-04-02,22028760000
2014-04-03,21869640000
2014-04-04,21177000000
2014-04-07,20966400000
2014-04-08,21289320000
2014-04-09,21352500000
2014-04-10,20631780000
2014-04-11,20641140000
2014-04-14,21141900000
2014-04-15,20912580000
2014-04-16,21125520000
2014-04-17,21305700000
2014-04-21,21588840000
2014-04-22,21549060000
2014-04-23,21162960000
2014-04-24,21013200000
2014-04-25,20538180000
2014-04-28,20482020000
2014-04-29,20463300000
2014-04-30,20610720000
2014-05-01,19253520000
2014-05-02,19581120000
2014-05-05,19632600000
2014-05-06,19751940000
2014-05-07,19503900000
2014-05-08,19560060000
2014-05-09,19176300000
2014-05-12,19295640000
2014-05-13,19328400000
2014-05-14,19967220000
2014-05-15,19960200000
2014-05-16,20102940000
2014-05-19,19962540000
2014-05-20,19618560000
2014-05-21,19576440000
2014-05-22,19571760000
2014-05-23,19850220000
2014-05-27,20456280000
2014-05-28,20404800000
2014-05-29,20388420000
2014-05-30,20556900000
2014-06-02,20512440000
2014-06-03,20566260000
2014-06-04,20861100000
2014-06-05,21516300000
2014-06-06,21565440000
2014-06-09,21443760000
2014-06-10,21242520000
2014-06-11,21223800000
2014-06-12,20999160000
2014-06-13,21556080000
2014-06-16,21401640000
2014-06-17,21602880000
2014-06-18,21759660000
2014-06-19,21359520000
2014-06-20,21401640000
2014-06-23,21432060000
2014-06-24,21205080000
2014-06-25,21513960000
2014-06-26,21502260000
2014-06-27,21738600000
2014-06-30,21598200000
2014-07-01,22103640000
2014-07-02,22445280000
2014-07-03,22590360000
2014-07-07,22400820000
2014-07-08,22080240000
2014-07-09,22066200000
2014-07-10,22325940000
2014-07-11,22878180000
2014-07-14,23032620000
2014-07-15,23098140000
2014-07-16,23687820000
2014-07-17,22967100000
2014-07-18,23273640000
2014-07-21,23173020000
2014-07-22,23437440000
2014-07-23,23306400000
2014-07-24,23306400000
2014-07-25,23250240000
2014-07-28,23589540000
2014-07-29,23584860000
2014-07-30,23673780000
2014-07-31,23374236600
2014-08-01,23470200000
2014-08-04,23891400000
2014-08-05,23786100000
2014-08-06,23839920000
2014-08-07,23774400000
2014-08-08,23704200000
2014-08-11,23619960000
2014-08-12,23285340000
2014-08-13,23493600000
2014-08-14,23484240000
2014-08-15,23545080000
2014-08-18,23596560000
2014-08-19,23402340000
2014-08-20,23456160000
2014-08-21,23563800000
2014-08-22,23634000000
2014-08-25,23846940000
2014-08-26,23856300000
2014-08-27,24034140000
2014-08-28,23884380000
2014-08-29,24104340000
2014-09-02,23868000000
2014-09-03,23807160000
2014-09-04,23622300000
2014-09-05,23615280000
2014-09-08,23502960000
2014-09-09,23364900000
2014-09-10,23374260000
2014-09-11,23414040000
2014-09-12,23374260000
2014-09-15,22826700000
2014-09-16,22955400000
2014-09-17,22889880000
2014-09-18,23301720000
2014-09-19,23053680000
2014-09-22,22978800000
2014-09-23,22702680000
2014-09-24,23013900000
2014-09-25,22508460000
2014-09-26,22765860000
2014-09-29,22522500000
2014-09-30,22772880000
2014-10-01,22131720000
2014-10-02,22255740000
2014-10-03,22228200000
2014-10-06,22065100000
2014-10-07,21741230000
2014-10-08,22288780000
2014-10-09,21759870000
2014-10-10,21077180000
2014-10-13,20147510000
2014-10-14,20007710000
2014-10-15,19828300000
2014-10-16,19940140000
2014-10-17,20233720000
2014-10-20,20464390000
2014-10-21,21128440000
2014-10-22,20799910000
2014-10-23,21107470000
2014-10-24,21361440000
2014-10-27,21657350000
2014-10-28,21687640000
2014-10-29,22319070000
2014-10-30,22179270000
2014-10-31,22920210000
2014-11-03,23474750000
2014-11-04,23300000000
2014-11-05,23598240000
2014-11-06,22802545000
2014-11-07,22764100000
2014-11-10,22750120000
2014-11-11,22589350000
2014-11-12,22747790000
2014-11-13,22794390000
2014-11-14,22929530000
2014-11-17,22959820000
2014-11-18,23390870000
2014-11-19,23277865000
2014-11-20,23712410000
2014-11-21,23696100000
2014-11-24,23943080000
2014-11-25,23912790000
2014-11-26,24155110000
2014-11-28,24061910000
2014-12-01,23800950000
2014-12-02,23933760000
2014-12-03,24031620000
2014-12-04,24166760000
2014-12-05,24481310000
2014-12-08,24476650000
2014-12-09,25117400000
2014-12-10,24984590000
2014-12-11,25173320000
2014-12-12,24611790000
2014-12-15,24558200000
2014-12-16,24346170000
2014-12-17,25152350000
2014-12-18,26179880000
2014-12-19,26534040000
2014-12-22,26627240000
2014-12-23,26397735000
2014-12-24,26354630000
2014-12-26,26349970000
2014-12-29,26337155000
2014-12-30,26168230000
2014-12-31,25793100000
2015-01-02,25509330000
2015-01-05,25172070000
2015-01-06,24610740000
2015-01-07,24980340000
2015-01-08,25497780000
2015-01-09,25922820000
2015-01-12,25483920000
2015-01-13,25266780000
2015-01-14,25125870000
2015-01-15,24185700000
2015-01-16,24571470000
2015-01-20,24622290000
2015-01-21,24631530000
2015-01-22,24321990000
2015-01-23,24509100000
2015-01-26,23326380000
2015-01-27,22552530000
2015-01-28,23060730000
2015-01-29,23344860000
2015-01-30,22460130000
2015-02-02,22735020000
2015-02-03,23258235000
2015-02-04,24033240000
2015-02-05,24049410000
2015-02-06,23885400000
2015-02-09,23700600000
2015-02-10,24042480000
2015-02-11,24506790000
2015-02-12,24760890000
2015-02-13,24857910000
2015-02-17,24663870000
2015-02-18,25179000000
2015-02-19,25373040000
2015-02-20,25712610000
2015-02-23,25661790000
2015-02-24,25172070000
2015-02-25,24520650000
2015-02-26,24795540000
2015-02-27,24712380000
2015-03-02,25128180000
2015-03-03,24386670000
2015-03-04,24338160000
2015-03-05,24342780000
2015-03-06,23684430000
2015-03-09,23695980000
2015-03-10,22959090000
2015-03-11,22612590000
2015-03-12,22767360000
2015-03-13,22450890000
2015-03-16,22684200000
2015-03-17,22319220000
2015-03-18,22610280000
2015-03-19,22938300000
2015-03-20,23201640000
2015-03-23,23016840000
2015-03-24,22624140000
2015-03-25,21857220000
2015-03-26,21630840000
2015-03-27,21420630000
2015-03-30,21466830000
2015-03-31,21023310000
2015-04-01,21332850000
2015-04-02,21483000000
2015-04-06,21526890000
2015-04-07,21739410000
2015-04-08,21693210000
2015-04-09,21718620000
2015-04-10,22150590000
2015-04-13,22060500000
2015-04-14,22212960000
2015-04-15,22877085000
2015-04-16,22598730000
2015-04-17,22970640000
2015-04-20,23464980000
2015-04-21,23026080000
2015-04-22,23171610000
2015-04-23,23162370000
2015-04-24,23042250000
2015-04-27,22845900000
2015-04-28,22614900000
2015-04-29,22136730000
2015-04-30,22577940000
2015-05-01,22945230000
2015-05-04,22985655000
2015-05-05,22358490000
2015-05-06,21914970000
2015-05-07,21908040000
2015-05-08,22298430000
2015-05-11,22186395000
2015-05-12,22166760000
2015-05-13,22166760000
2015-05-14,22732710000
2015-05-15,22561770000
2015-05-18,22607970000
2015-05-19,22081290000
2015-05-20,21905730000
2015-05-21,22002750000
2015-05-22,21998130000
2015-05-26,21528045000
2015-05-27,21799470000
2015-05-28,22922130000
2015-05-29,22490160000
2015-06-01,22437030000
2015-06-02,22395450000
2015-06-03,22670340000
2015-06-04,22037400000
2015-06-05,21914970000
2015-06-08,21390600000
2015-06-09,21261240000
2015-06-10,21621600000
2015-06-11,21820260000
2015-06-12,21485310000
2015-06-15,21194250000
2015-06-16,21032550000
2015-06-17,21256620000
2015-06-18,21349020000
2015-06-19,21025620000
2015-06-22,21159600000
2015-06-23,20471220000
2015-06-24,20265630000
2015-06-25,19854450000
2015-06-26,19507950000
2015-06-29,18932760000
2015-06-30,18115020000
2015-07-01,18350640000
2015-07-02,18680970000
2015-07-06,18437265000
2015-07-07,18438420000
2015-07-08,18089610000
2015-07-09,17867850000
2015-07-10,17810100000
2015-07-13,17951010000
2015-07-14,18101160000
2015-07-15,18177390000
2015-07-16,18223590000
2015-07-17,18232830000
2015-07-20,18105780000
2015-07-21,18177390000
2015-07-22,18138120000
2015-07-23,17994900000
2015-07-24,17847060000
2015-07-27,17669190000
2015-07-28,17957940000
2015-07-29,18191250000
2015-07-30,19967640000
2015-07-31,19879860000
2015-08-03,19831350000
2015-08-04,19494090000
2015-08-05,19563390000
2015-08-06,19447890000
2015-08-07,19290810000
2015-08-10,19625760000
2015-08-11,19216890000
2015-08-12,19209960000
2015-08-13,18842670000
2015-08-14,19057500000
2015-08-17,19311600000
2015-08-18,19244610000
2015-08-19,18875010000
2015-08-20,18431490000
2015-08-21,18350640000
2015-08-24,17768520000
2015-08-25,17361960000
2015-08-26,18163530000
2015-08-27,18805710000
2015-08-28,18775680000
2015-08-31,18932760000
2015-09-01,18583950000
2015-09-02,18745650000
2015-09-03,18895800000
2015-09-04,18484620000
2015-09-08,19380900000
2015-09-09,19032090000
2015-09-10,18766440000
2015-09-11,18602430000
2015-09-14,18627840000
2015-09-15,18650940000
2015-09-16,18747960000
2015-09-17,18648630000
2015-09-18,17525970000
2015-09-21,17616060000
2015-09-22,16643550000
2015-09-23,16502640000
2015-09-24,16493400000
2015-09-25,16278570000
2015-09-28,15765750000
2015-09-29,16024470000
2015-09-30,18350640000
2015-10-01,17992590000
2015-10-02,18430080000
2015-10-05,19056480000
2015-10-06,19260640000
2015-10-07,19601680000
2015-10-08,19782640000
2015-10-09,19952000000
2015-10-12,19722320000
2015-10-13,19573840000
2015-10-14,19300080000
2015-10-15,18819840000
2015-10-16,18448640000
2015-10-19,18671360000
2015-10-20,17367520000
2015-10-21,16574080000
2015-10-22,16230719999
2015-10-23,16086880000
2015-10-26,15581120000
2015-10-27,15583440000
2015-10-28,15664640000
2015-10-29,15734239999
2015-10-30,15502239999
2015-11-02,15738880000
2015-11-03,15898960000
2015-11-04,15903600000
2015-11-05,15741199999
2015-11-06,15750480000
2015-11-09,15453520000
2015-11-10,14750560000
2015-11-11,14523200000
2015-11-12,14476800000
2015-11-13,13973360000
2015-11-16,14302800000
2015-11-17,14490720000
2015-11-18,14903679999
2015-11-19,14386320000
2015-11-20,14316720000
2015-11-23,14226240000
2015-11-24,14344560000
2015-11-25,14298160000
2015-11-27,14321360000
2015-11-30,14479120000
2015-12-01,14831760000
2015-12-02,14476800000
2015-12-03,14759840000
2015-12-04,14982560000
2015-12-07,14701840000
2015-12-08,14848000000
2015-12-09,14604400000
2015-12-10,14697200000
2015-12-11,14402560000
2015-12-14,13775000000
2015-12-15,14124160000
2015-12-16,14142720000
2015-12-17,13780800000
2015-12-18,13655520000
2015-12-21,13701920000
2015-12-22,13848080000
2015-12-23,13994240000
2015-12-24,14203040000
2015-12-28,13989600000
2015-12-29,14165920000
2015-12-30,14172880000
2015-12-31,13931600000
2016-01-04,14073200000
2016-01-05,14012620000
2016-01-06,13700400000
2016-01-07,13474390000
2016-01-08,12905870000
2016-01-11,12302400000
2016-01-12,12199880000
2016-01-13,11647670000
2016-01-14,11475250000
2016-01-15,11006920000
2016-01-19,10822850000
2016-01-20,10669070000
2016-01-21,10238020000
2016-01-22,10426750000
2016-01-25,9895510000
2016-01-26,10564220000
2016-01-27,10175110000
2016-01-28,10645770000
2016-01-29,11179340000
2016-02-01,11461270000
2016-02-02,10925370000
2016-02-03,11193320000
2016-02-04,11449620000
2016-02-05,10685380000
2016-02-08,9765030000
2016-02-09,9361940000
2016-02-10,9373590000
2016-02-11,9343300000
2016-02-12,9571640000
2016-02-16,9967740000
2016-02-17,10086570000
2016-02-18,10347530000
2016-02-19,10279960000
2016-02-22,10741300000
2016-02-23,9965410000
2016-02-24,10233360000
2016-02-25,10249670000
2016-02-26,10226370000
2016-02-29,10142490000
2016-03-01,10741300000
2016-03-02,11032550000
2016-03-03,11337780000
2016-03-04,11384380000
2016-03-07,11666310000
2016-03-08,10820520000
2016-03-09,11053520000
2016-03-10,11158370000
2016-03-11,11622040000
2016-03-14,11228270000
2016-03-15,10627130000
2016-03-16,10748290000
2016-03-17,10718000000
2016-03-18,11421660000
2016-03-21,11484570000
2016-03-22,11962220000
2016-03-23,11351760000
2016-03-24,11211960000
2016-03-28,11202640000
2016-03-29,11258560000
2016-03-30,10750620000
2016-03-31,11006920000
2016-04-01,12149325663
2016-04-04,12063289666
2016-04-05,11505359260
2016-04-06,11659181194
2016-04-07,11275929934
2016-04-08,11236822663
2016-04-11,11531430774
2016-04-12,11463644837
2016-04-13,11680038406
2016-04-14,10903107280
2016-04-15,10556356140
2016-04-18,10697142317
2016-04-19,10772749708
2016-04-20,11283751389
2016-04-21,11302001449
2016-04-22,11382823143
2016-04-25,11299394297
2016-04-26,11612252469
2016-04-27,12013753789
2016-04-28,12008539486
2016-04-29,10654124318
2016-05-02,10650213591
2016-05-03,10261748028
2016-05-04,10324319662
2016-05-05,9941068402
2016-05-06,9716853379
2016-05-09,9636031685
2016-05-10,10003640036
2016-05-11,9578674353
2016-05-12,9479602599
2016-05-13,9239744667
2016-05-16,9273637636
2016-05-17,9581281505
2016-05-18,10027104399
2016-05-19,10003640036
2016-05-20,10313891057
2016-05-23,10548534685
2016-05-24,11023036246
2016-05-25,11510573563
2016-05-26,11570538046
2016-05-27,11729574283
2016-05-31,12133682755
2016-06-01,12417862261
2016-06-02,12613398618
2016-06-03,12454362381
2016-06-06,12519541166
2016-06-07,12967971212
2016-06-08,12842827944
2016-06-09,12558648438
2016-06-10,12214504449
2016-06-13,12065896818
2016-06-14,12097182635
2016-06-15,12060682515
2016-06-16,12102396938
2016-06-17,12146718512
2016-06-20,12412647958
2016-06-21,12741149038
2016-06-22,12605577164
2016-06-23,13246936415
2016-06-24,12472612441
2016-06-27,10996964731
2016-06-28,11500144957
2016-06-29,11888610520
2016-06-30,12321397658
2016-07-01,13243950000
2016-07-05,12745200000
2016-07-06,12956100000
2016-07-07,13583099999
2016-07-08,14064750000
2016-07-11,14101800000
2016-07-12,14774400000
2016-07-13,14822850000
2016-07-14,14748750000
2016-07-15,14723099999
2016-07-18,14854200000
2016-07-19,14592000000
2016-07-20,14782950000
2016-07-21,14720250000
2016-07-22,14934000000
2016-07-25,14839950000
2016-07-26,15315900000
2016-07-27,15230400000
2016-07-28,15304500000
2016-07-29,13540350000
2016-08-01,13129950000
2016-08-02,12839250000
2016-08-03,12762300000
2016-08-04,12625500000
2016-08-05,12944700000
2016-08-08,12924750000
2016-08-09,12904800000
2016-08-10,12303450000
2016-08-11,12508650000
2016-08-12,12628350000
2016-08-15,13064400000
2016-08-16,13047300000
2016-08-17,12748050000
2016-08-18,13055850000
2016-08-19,13281000000
2016-08-22,13149900000
2016-08-23,13252500000
2016-08-24,12941849999
2016-08-25,13235400000
2016-08-26,13375050000
2016-08-29,13417800000
2016-08-30,13423500000
2016-08-31,13300950000
2016-09-01,13201200000
2016-09-02,13386450000
2016-09-06,13551750000
2016-09-07,15190500000
2016-09-08,15238950000
2016-09-09,14703150000
2016-09-12,14908350000
2016-09-13,14925450000
2016-09-14,14817150000
2016-09-15,15184800000
2016-09-16,15657900000
2016-09-19,15569550000
2016-09-20,15509700000
2016-09-21,15997050000
2016-09-22,15979950000
2016-09-23,15940050000
2016-09-26,16247850000
2016-09-27,16775100000
2016-09-28,16532850000
2016-09-29,16606950000
2016-09-30,16722420000
2016-10-03,16833960000
2016-10-04,16785340000
2016-10-05,16942640000
2016-10-06,16602300000
2016-10-07,16779620000
2016-10-10,16948360000
2016-10-11,16193320000
2016-10-12,16138980000
2016-10-13,15810080000
2016-10-14,15684240000
2016-10-17,15209480000
2016-10-18,15441140000
2016-10-19,15329600000
2016-10-20,15403960000
2016-10-21,15178020000
2016-10-24,15306720000
2016-10-25,15338180000
2016-10-26,16164720000
2016-10-27,17039880000
2016-10-28,16934060000
2016-10-31,16713840000
2016-11-01,16370640000
2016-11-02,15787200000
2016-11-03,15770040000
2016-11-04,15735720000
2016-11-07,16493620000
2016-11-08,16376360000
2016-11-09,16439280000
2016-11-10,16256240000
2016-11-11,16842540000
2016-11-14,17011280000
2016-11-15,17077060000
2016-11-16,17025580000
2016-11-17,16816800000
2016-11-18,17425980000
2016-11-21,17494620000
2016-11-22,17500340000
2016-11-23,17457440000
2016-11-25,17614740000
2016-11-28,17809220000
2016-11-29,17923620000
2016-11-30,18206760000
2016-12-01,17620460000
2016-12-02,18118100000
2016-12-05,17757740000
2016-12-06,18261100000
2016-12-07,19776900000
2016-12-08,19519500000
2016-12-09,19365060000
2016-12-12,18958940000
2016-12-13,19419400000
2016-12-14,19210620000
2016-12-15,19416540000
2016-12-16,19213480000
2016-12-19,19550960000
2016-12-20,19719700000
2016-12-21,19796920000
2016-12-22,20074340000
2016-12-23,20120100000
2016-12-27,20068620000
2016-12-28,19794060000
2016-12-29,19570980000
2016-12-30,19637550000
2017-01-03,20065270000
2017-01-04,20386060000
2017-01-05,20388950000
2017-01-06,20339820000
2017-01-09,20767540000
2017-01-10,20472760000
2017-01-11,20649050000
2017-01-12,20446750000
2017-01-13,20519000000
2017-01-17,20698180000
2017-01-18,21166360000
2017-01-19,20712630000
2017-01-20,20990070000
2017-01-23,20995850000
2017-01-24,21966890000
2017-01-25,23125780000
2017-01-26,22677830000
2017-01-27,22981280000
2017-01-30,22894580000
2017-01-31,23041970000
2017-02-01,22877240000
2017-02-02,22897470000
2017-02-03,22868570000
2017-02-06,22813660000
2017-02-07,22845450000
2017-02-08,22276120000
2017-02-09,22556450000
2017-02-10,22357040000
2017-02-13,22677830000
2017-02-14,22082490000
2017-02-15,21966890000
2017-02-16,21949550000
2017-02-17,21648990000
2017-02-21,21646100000
2017-02-22,21521830000
2017-02-23,21556510000
2017-02-24,21573850000
2017-02-27,21992900000
2017-02-28,22218320000
2017-03-01,22634479999
2017-03-02,22044920000
2017-03-03,22409060000
2017-03-06,22195200000
2017-03-07,22195200000
2017-03-08,22094050000
2017-03-09,21461140000
2017-03-10,21675000000
2017-03-13,21877300000
2017-03-14,21877300000
2017-03-15,22172080000
2017-03-16,22293460000
2017-03-17,22215430000
2017-03-20,22085380000
2017-03-21,21160580000
2017-03-22,21654770000
2017-03-23,22018910000
2017-03-24,22594020000
2017-03-27,22706729999
2017-03-28,23281840000
2017-03-29,23521710000
2017-03-30,24203750000
2017-03-31,24098760000
2017-04-03,23984880000
2017-04-04,24233080000
2017-04-05,24148400000
2017-04-06,24554280000
2017-04-07,24869640000
2017-04-10,24755760000
2017-04-11,25126600000
2017-04-12,24589320000
2017-04-13,24382000000
2017-04-17,24574720000
2017-04-18,24198040000
2017-04-19,24177600000
2017-04-20,24647720000
2017-04-21,24268120000
2017-04-24,25044840000
2017-04-25,25368960000
2017-04-26,24706120000
2017-04-27,25027320000
2017-04-28,26008439999
2017-05-01,25608400000
2017-05-02,25488680000
2017-05-03,26052240000
2017-05-04,26037640000
2017-05-05,26490240000
2017-05-08,26250800000
2017-05-09,25952960000
2017-05-10,26145680000
2017-05-11,26186560000
2017-05-12,26177800000
2017-05-15,25993840000
2017-05-16,25976320000
2017-05-17,24884240000
2017-05-18,25144120000
2017-05-19,25304720000
2017-05-22,25690160000
2017-05-23,25704760000
2017-05-24,26192400000
2017-05-25,26066840000
2017-05-26,26282920000
2017-05-30,26656680000
2017-05-31,26297520000
2017-06-01,26744280000
2017-06-02,26723840000
2017-06-05,26110640000
2017-06-06,26262480000
2017-06-07,26259560000
2017-06-08,26577840000
2017-06-09,25114920000
2017-06-12,25298880000
2017-06-13,26294600000
2017-06-14,25637600000
2017-06-15,25494520000
2017-06-16,25439040000
2017-06-19,25882880000
2017-06-20,25763160000
2017-06-21,26580760000
2017-06-22,26353000000
2017-06-23,27255280000
2017-06-26,27056720000
2017-06-27,26820200000
2017-06-28,27351640000
2017-06-29,26761800000
2017-06-30,26137000000
2017-07-03,25160550000
2017-07-05,25490950000
2017-07-06,25405400000
2017-07-07,25647300000
2017-07-10,26334650000
2017-07-11,27066250000
2017-07-12,27768350000
2017-07-13,27376000000
2017-07-14,27859800000
2017-07-17,27898149999
2017-07-18,27809650000
2017-07-19,27871600000
2017-07-20,28027950000
2017-07-21,27971899999
2017-07-24,27912900000
2017-07-25,27656250000
2017-07-26,27423200000
2017-07-27,27110500000
2017-07-28,25066150000
2017-07-31,25110400000
2017-08-01,25272650000
2017-08-02,24889150000
2017-08-03,24930450000
2017-08-04,23945150000
2017-08-07,23886150000
2017-08-08,23995300000
2017-08-09,23892050000
2017-08-10,23361050000
2017-08-11,23570500000
2017-08-14,24434850000
2017-08-15,24726899999
2017-08-16,25325750000
2017-08-17,24331600000
2017-08-18,24544000000
2017-08-21,24738700000
2017-08-22,25561750000
2017-08-23,26051450000
2017-08-24,26387750000
2017-08-25,26623750000
2017-08-28,26715200000
2017-08-29,26570649999
2017-08-30,26638500000
2017-08-31,26039650000
2017-09-01,26670950000
2017-09-05,26402500000
2017-09-06,26420200000
2017-09-07,26083900000
2017-09-08,25665000000
2017-09-11,25777100000
2017-09-12,26190100000
2017-09-13,25293300000
2017-09-14,25308050000
2017-09-15,26113400000
2017-09-18,26308100000
2017-09-19,26526400000
2017-09-20,25479150000
2017-09-21,25219550000
2017-09-22,25511600000
2017-09-25,25396550000
2017-09-26,25452600000
2017-09-27,26172400000
2017-09-28,25579450000
2017-09-29,25574400000
2017-10-02,24683440000
2017-10-03,24568000000
2017-10-04,24967600000
2017-10-05,24739680000
2017-10-06,24819600000
2017-10-09,24943920000
2017-10-10,25458960000
2017-10-11,25343520000
2017-10-12,25384960000
2017-10-13,25988800000
2017-10-16,25701680000
2017-10-17,25390880000
2017-10-18,25308000000
2017-10-19,25302080000
2017-10-20,25577360000
2017-10-23,26045040000
2017-10-24,26015440000
2017-10-25,25837840000
2017-10-26,26456480000
2017-10-27,25784560000
2017-10-30,25393840000
2017-10-31,26423920000
2017-11-01,26415040000
2017-11-02,26225600000
2017-11-03,25754960000
2017-11-06,26003600000
2017-11-07,25482640000
2017-11-08,25787520000
2017-11-09,25938480000
2017-11-10,26320320000
2017-11-13,26178240000
2017-11-14,27107680000
2017-11-15,26746560000
2017-11-16,26998160000
2017-11-17,27024800000
2017-11-20,26900480000
2017-11-21,27335600000
2017-11-22,27501360000
2017-11-24,27462880000
2017-11-27,25618800000
2017-11-28,25719440000
2017-11-29,23976000000
2017-11-30,23342560000
2017-12-01,23490560000
2017-12-04,22824560000
2017-12-05,23253760000
2017-12-06,23046560000
2017-12-07,23191600000
2017-12-08,24115120000
2017-12-11,24035200000
2017-12-12,24203920000
2017-12-13,24754480000
2017-12-14,24461440000
2017-12-15,24159520000
2017-12-18,24751520000
2017-12-19,24935040000
2017-12-20,24499920000
2017-12-21,23925680000
2017-12-22,23881280000
2017-12-26,23680000000
2017-12-27,23964160000
2017-12-28,23869440000
2017-12-29,23699940000
2018-01-02,24251240000
2018-01-03,24635660000
2018-01-04,24486660000
2018-01-05,24641620000
2018-01-08,24269120000
2018-01-09,24024760000
2018-01-10,24111180000
2018-01-11,24510500000
2018-01-12,24769760000
2018-01-16,24996240000
2018-01-17,25377680000
2018-01-18,25747200000
2018-01-19,25508800000
2018-01-22,25699520000
2018-01-23,26027320000
2018-01-24,25917060000
2018-01-25,26221020000
2018-01-26,26700800000
2018-01-29,26060100000
2018-01-30,25949840000
2018-01-31,26516040000
2018-02-01,26119700000
2018-02-02,25404500000
2018-02-05,24272100000
2018-02-06,25106500000
2018-02-07,24945580000
2018-02-08,23866820000
2018-02-09,24015820000
2018-02-12,24537320000
2018-02-13,24725060000
2018-02-14,24832340000
2018-02-15,25192920000
2018-02-16,25303180000
2018-02-20,25765080000
2018-02-21,25529660000
2018-02-22,25487940000
2018-02-23,26563720000
2018-02-26,26587560000
2018-02-27,25982620000
2018-02-28,25937920000
2018-03-01,26006460000
2018-03-02,26298500000
2018-03-05,26805100000
2018-03-06,27952400000
2018-03-07,28390460000
2018-03-08,28971560000
2018-03-09,29665900000
2018-03-12,30652280000
2018-03-13,30667180000
2018-03-14,30753600000
2018-03-15,30464540000
2018-03-16,31722100000
2018-03-19,30741680000
2018-03-20,30893660000
2018-03-21,30646320000
2018-03-22,30047340000
2018-03-23,27517320000
2018-03-26,28092460000
2018-03-27,27469640000
2018-03-28,27058400000
2018-03-29,27496460000
2018-04-02,26907010000
2018-04-03,27271790000
2018-04-04,27660490000
2018-04-05,27068470000
2018-04-06,26243230000
2018-04-09,26479440000
2018-04-10,27125280000
2018-04-11,26799370000
2018-04-12,27059500000
2018-04-13,26889070000
2018-04-16,27065480000
2018-04-17,27319630000
2018-04-18,27418300000
2018-04-19,26763490000
2018-04-20,26778440000
2018-04-23,26013000000
2018-04-24,25842570000
2018-04-25,25690080000
2018-04-26,26285090000
2018-04-27,24183120000
2018-04-30,23558210000
2018-05-01,23857210000
2018-05-02,22954230000
2018-05-03,23017020000
2018-05-04,23106720000
2018-05-07,23477480000
2018-05-08,23241270000
2018-05-09,23456550000
2018-05-10,23632960000
2018-05-11,23561200000
2018-05-14,24254880000
2018-05-15,24811020000
2018-05-16,26018980000
2018-05-17,25869480000
2018-05-18,25340250000
2018-05-21,25872470000
2018-05-22,26273130000
2018-05-23,26461500000
2018-05-24,26150540000
2018-05-25,25818650000
2018-05-29,25860510000
2018-05-30,25872470000
2018-05-31,24969490000
2018-06-01,25675130000
2018-06-04,25370150000
2018-06-05,25684100000
2018-06-06,25331280000
2018-06-07,24697400000
2018-06-08,24703380000
2018-06-11,24817000000
2018-06-12,24553880000
2018-06-13,24775140000
2018-06-14,24682450000
2018-06-15,24099400000
2018-06-18,24000730000
2018-06-19,24072490000
2018-06-20,23985780000
2018-06-21,24186110000
2018-06-22,23824320000
2018-06-25,23360870000
2018-06-26,23474490000
2018-06-27,23112700000
2018-06-28,23002070000
2018-06-29,22603720000
2018-07-02,22787680000
2018-07-03,22446040000
2018-07-05,22618320000
2018-07-06,22755560000
2018-07-09,23266560000
2018-07-10,23383360000
2018-07-11,22832939999
2018-07-12,23024200000
2018-07-13,23219840000
2018-07-16,22901560000
2018-07-17,23065080000
2018-07-18,23003760000
2018-07-19,22618320000
2018-07-20,22378880000
2018-07-23,22302960000
2018-07-24,21932120000
2018-07-25,22083960000
2018-07-26,22510280000
2018-07-27,20769960000
2018-07-30,20448760000
2018-07-31,20483800000
2018-08-01,20215160000
2018-08-02,20007840000
2018-08-03,19844320000
2018-08-06,19943600000
2018-08-07,19783000000
2018-08-08,19578600000
2018-08-09,19304120000
2018-08-10,18918680000
2018-08-13,18752240000
2018-08-14,18977080000
2018-08-15,18673400000
2018-08-16,18997520000
2018-08-17,18871960000
2018-08-20,18693840000
2018-08-21,18947880000
2018-08-22,18693840000
2018-08-23,18498200000
2018-08-24,18632520000
2018-08-27,18825240000
2018-08-28,18883640000
2018-08-29,18509880000
2018-08-30,18477760000
2018-08-31,18466080000
2018-09-04,17590080000
2018-09-05,17522920000
2018-09-06,16874680000
2018-09-07,16845480000
2018-09-10,16658600000
2018-09-11,16054160000
2018-09-12,16518440000
2018-09-13,16673200000
2018-09-14,16632320000
2018-09-17,16696560000
2018-09-18,16965200000
2018-09-19,17049880000
