,ORCL
2009-04-13,95204700000
2009-04-14,94255650000
2009-04-15,92857050000
2009-04-16,95804100000
2009-04-17,95204700000
2009-04-20,94005900000
2009-04-21,97552350000
2009-04-22,96653250000
2009-04-23,98301600000
2009-04-24,98851050000
2009-04-27,98751150000
2009-04-28,98601299999
2009-04-29,97902000000
2009-04-30,96603300000
2009-05-01,96603300000
2009-05-04,94755150000
2009-05-05,94954950000
2009-05-06,95204700000
2009-05-07,92007900000
2009-05-08,91508400000
2009-05-11,92707200000
2009-05-12,91808100000
2009-05-13,90259650000
2009-05-14,92207700000
2009-05-15,92007900000
2009-05-18,94505400000
2009-05-19,94755150000
2009-05-20,94605300000
2009-05-21,92757150000
2009-05-22,93156750000
2009-05-26,95254650000
2009-05-27,94855049999
2009-05-28,95953950000
2009-05-29,97852050000
2009-06-01,99779280000
2009-06-02,101933150000
2009-06-03,101883060000
2009-06-04,103235490000
2009-06-05,103736390000
2009-06-08,104537830000
2009-06-09,105138909999
2009-06-10,103886659999
2009-06-11,104888460000
2009-06-12,104437650000
2009-06-15,101281980000
2009-06-16,98627210000
2009-06-17,99879460000
2009-06-18,101432250000
2009-06-19,103485940000
2009-06-22,100029730000
2009-06-23,99528830000
2009-06-24,106491340000
2009-06-25,108344670000
2009-06-26,106391159999
2009-06-29,107693500000
2009-06-30,107292780000
2009-07-01,108895659999
2009-07-02,105389360000
2009-07-06,103536030000
2009-07-07,101081620000
2009-07-08,103035130000
2009-07-09,101782880000
2009-07-10,102634409999
2009-07-13,103786480000
2009-07-14,103335670000
2009-07-15,107743590000
2009-07-16,108394760000
2009-07-17,108895659999
2009-07-20,107743590000
2009-07-21,109847370000
2009-07-22,108945750000
2009-07-23,111199800000
2009-07-24,111850969999
2009-07-27,110097820000
2009-07-28,111400159999
2009-07-29,110248090000
2009-07-30,110899260000
2009-07-31,110849170000
2009-08-03,111700700000
2009-08-04,109647010000
2009-08-05,107392960000
2009-08-06,106240890000
2009-08-07,107342870000
2009-08-10,106441250000
2009-08-11,106591520000
2009-08-12,109596920000
2009-08-13,110147909999
2009-08-14,109997640000
2009-08-17,107192600000
2009-08-18,108094219999
2009-08-19,109096020000
2009-08-20,109897460000
2009-08-21,110748990000
2009-08-24,111800880000
2009-08-25,111350070000
2009-08-26,111199800000
2009-08-27,110999440000
2009-08-28,110999440000
2009-08-31,109618800000
2009-09-01,109919400000
2009-09-02,109067700000
2009-09-03,108015600000
2009-09-04,110069700000
2009-09-08,109618800000
2009-09-09,112825200000
2009-09-10,114027600000
2009-09-11,114528600000
2009-09-14,113827200000
2009-09-15,113526600000
2009-09-16,110871300000
2009-09-17,107815200000
2009-09-18,108316200000
2009-09-21,108065700000
2009-09-22,107264100000
2009-09-23,105861300000
2009-09-24,106061700000
2009-09-25,104508600000
2009-09-28,106061700000
2009-09-29,105811200000
2009-09-30,104408400000
2009-10-01,102003600000
2009-10-02,101903400000
2009-10-05,102153900000
2009-10-06,102905400000
2009-10-07,103055700000
2009-10-08,104208000000
2009-10-09,103907399999
2009-10-12,103807200000
2009-10-13,104759100000
2009-10-14,106161900000
2009-10-15,106813200000
2009-10-16,109268100000
2009-10-19,112324200000
2009-10-20,111171900000
2009-10-21,110370300000
2009-10-22,111171900000
2009-10-23,110470500000
2009-10-26,110169899999
2009-10-27,109568700000
2009-10-28,106713000000
2009-10-29,107464500000
2009-10-30,105711000000
2009-11-02,105660900000
2009-11-03,104658900000
2009-11-04,104709000000
2009-11-05,106813200000
2009-11-06,107314200000
2009-11-09,109368299999
2009-11-10,109218000000
2009-11-11,109719000000
2009-11-12,110420400000
2009-11-13,111923400000
2009-11-16,114378299999
2009-11-17,114228000000
2009-11-18,114228000000
2009-11-19,112173900000
2009-11-20,111923400000
2009-11-23,113226000000
2009-11-24,110921400000
2009-11-25,113226000000
2009-11-27,110670900000
2009-11-30,110731199999
2009-12-01,112536600000
2009-12-02,113639900000
2009-12-03,113539600000
2009-12-04,114492449999
2009-12-07,112737200000
2009-12-08,109878650000
2009-12-09,110079250000
2009-12-10,113288850000
2009-12-11,114241700000
2009-12-14,116899650000
2009-12-15,116147400000
2009-12-16,115946800000
2009-12-17,114743200000
2009-12-18,122065100000
2009-12-21,122516450000
2009-12-22,122666900000
2009-12-23,124020950000
2009-12-24,125124250000
2009-12-28,125224550000
2009-12-29,125425150000
2009-12-30,125023950000
2009-12-31,123017950000
2010-01-04,124622750000
2010-01-05,124472300000
2010-01-06,122666900000
2010-01-07,122265700000
2010-01-08,123770200000
2010-01-11,123820350000
2010-01-12,123168400000
2010-01-13,124372000000
2010-01-14,127080100000
2010-01-15,126578599999
2010-01-19,127029949999
2010-01-20,125675900000
2010-01-21,124522449999
2010-01-22,121112250000
2010-01-25,120510450000
2010-01-26,119758200000
2010-01-27,119657900000
2010-01-28,117702050000
2010-01-29,115645900000
2010-02-01,116448300000
2010-02-02,119156400000
2010-02-03,119106250000
2010-02-04,115896650000
2010-02-05,118103250000
2010-02-08,115946800000
2010-02-09,117902650000
2010-02-10,115896650000
2010-02-11,117100250000
2010-02-12,117401150000
2010-02-16,119407150000
2010-02-17,121262700000
2010-02-18,122967800000
2010-02-19,121964800000
2010-02-22,124422150000
2010-02-23,122767200000
2010-02-24,124221550000
2010-02-25,124723050000
2010-02-26,123619750000
2010-03-01,124194799999
2010-03-02,123391599999
2010-03-03,122990000000
2010-03-04,124295200000
2010-03-05,125249000000
2010-03-08,123994000000
2010-03-09,124897600000
2010-03-10,124847400000
2010-03-11,126202800000
2010-03-12,125751000000
2010-03-15,126905600000
2010-03-16,126554200000
2010-03-17,127859400000
2010-03-18,127407600000
2010-03-19,126453800000
2010-03-22,128311200000
2010-03-23,130469799999
2010-03-24,129315200000
2010-03-25,130720800000
2010-03-26,128963800000
2010-03-29,128361400000
2010-03-30,128210800000
2010-03-31,129064200000
2010-04-01,127809200000
2010-04-05,128411599999
2010-04-06,129666599999
2010-04-07,130068200000
2010-04-08,129666599999
2010-04-09,131172600000
2010-04-12,131524000000
2010-04-13,132277000000
2010-04-14,132427600000
2010-04-15,131524000000
2010-04-16,130269000000
2010-04-19,131473800000
2010-04-20,131273000000
2010-04-21,131975800000
2010-04-22,131724799999
2010-04-23,132929600000
2010-04-26,132879400000
2010-04-27,130419600000
2010-04-28,129817200000
2010-04-29,130369400000
2010-04-30,129867400000
2010-05-03,130570200000
2010-05-04,125349400000
2010-05-05,125198800000
2010-05-06,120028200000
2010-05-07,117518200000
2010-05-10,122437800000
2010-05-11,121433800000
2010-05-12,123492000000
2010-05-13,121684799999
2010-05-14,119375600000
2010-05-17,119174799999
2010-05-18,117618600000
2010-05-19,116413800000
2010-05-20,112197000000
2010-05-21,111243200000
2010-05-24,111845600000
2010-05-25,111444000000
2010-05-26,109988200000
2010-05-27,113351599999
2010-05-28,113301400000
2010-06-01,111577200000
2010-06-02,113788640000
2010-06-03,114793840000
2010-06-04,111225380000
2010-06-07,109064200000
2010-06-08,109365760000
2010-06-09,108260040000
2010-06-10,111627460000
2010-06-11,114039940000
2010-06-14,114039940000
2010-06-15,116603200000
2010-06-16,116502680000
2010-06-17,115949820000
2010-06-18,116603200000
2010-06-21,116050340000
2010-06-22,115045140000
2010-06-23,113989680000
2010-06-24,111677720000
2010-06-25,113889160000
2010-06-28,112833700000
2010-06-29,109315500000
2010-06-30,107857960000
2010-07-01,108310300000
2010-07-02,109717579999
2010-07-06,112180320000
2010-07-07,116050340000
2010-07-08,116703720000
2010-07-09,117457620000
2010-07-12,117507880000
2010-07-13,119166460000
2010-07-14,120322440000
2010-07-15,119769579999
2010-07-16,116955020000
2010-07-19,118563340000
2010-07-20,120221920000
2010-07-21,118412560000
2010-07-22,122182060000
2010-07-23,123137000000
2010-07-26,123840640000
2010-07-27,123488820000
2010-07-28,122031280000
2010-07-29,119116200000
2010-07-30,118814640000
2010-08-02,122081540000
2010-08-03,121679460000
2010-08-04,123086739999
2010-08-05,122081540000
2010-08-06,122533880000
2010-08-09,121930760000
2010-08-10,122081540000
2010-08-11,118915160000
2010-08-12,115296440000
2010-08-13,113889160000
2010-08-16,114190720000
2010-08-17,115849300000
2010-08-18,116050340000
2010-08-19,115598000000
2010-08-20,115698520000
2010-08-23,114793840000
2010-08-24,112632660000
2010-08-25,112682920000
2010-08-26,111828500000
2010-08-27,113135260000
2010-08-30,110672520000
2010-08-31,110211400000
2010-09-01,114095280000
2010-09-02,113389120000
2010-09-03,115608480000
2010-09-07,122417880000
2010-09-08,121762160000
2010-09-09,122720519999
2010-09-10,126352200000
2010-09-13,126654840000
2010-09-14,128016720000
2010-09-15,129832559999
2010-09-16,127915840000
2010-09-17,138609120000
2010-09-20,138659560000
2010-09-21,135280080000
2010-09-22,137196800000
2010-09-23,136793280000
2010-09-24,135986240000
2010-09-27,135935800000
2010-09-28,137146360000
2010-09-29,137045480000
2010-09-30,135431400000
2010-10-01,137398559999
2010-10-04,135683600000
2010-10-05,137701200000
2010-10-06,139113520000
2010-10-07,139668360000
2010-10-08,141232000000
2010-10-11,140475400000
2010-10-12,140979800000
2010-10-13,144258400000
2010-10-14,142896520000
2010-10-15,145771600000
2010-10-18,147436120000
2010-10-19,146931720000
2010-10-20,144460160000
2010-10-21,145368080000
2010-10-22,146225560000
2010-10-25,145468960000
2010-10-26,144409720000
2010-10-27,144762800000
2010-10-28,148091840000
2010-10-29,148192720000
2010-11-01,146931720000
2010-11-02,148949320000
2010-11-03,147284800000
2010-11-04,148646680000
2010-11-05,147537000000
2010-11-08,146477760000
2010-11-09,144964560000
2010-11-10,144712360000
2010-11-11,144107080000
2010-11-12,142846080000
2010-11-15,143249600000
2010-11-16,139113520000
2010-11-17,140778040000
2010-11-18,142795640000
2010-11-19,141988600000
2010-11-22,141484200000
2010-11-23,137146360000
2010-11-24,139920560000
2010-11-26,138659560000
2010-11-29,137297680000
2010-11-30,136791850000
2010-12-01,139826050000
2010-12-02,142101700000
2010-12-03,145692170000
2010-12-06,145287610000
2010-12-07,146905850000
2010-12-08,147816110000
2010-12-09,147967820000
2010-12-10,151457150000
2010-12-13,153783370000
2010-12-14,154289070000
2010-12-15,154187930000
2010-12-16,153075390000
2010-12-17,159093220000
2010-12-20,160205760000
2010-12-21,160610320000
2010-12-22,160104620000
2010-12-23,159497780000
2010-12-27,160104620000
2010-12-28,159649490000
2010-12-29,159295500000
2010-12-30,158233530000
2010-12-31,158284100000
2011-01-03,159902340000
2011-01-04,159194360000
2011-01-05,156969280000
2011-01-06,157626690000
2011-01-07,156918710000
2011-01-10,156969280000
2011-01-11,156716430000
2011-01-12,156514150000
2011-01-13,157677260000
2011-01-14,158031250000
2011-01-18,159447210000
2011-01-19,159801200000
2011-01-20,163341100000
2011-01-21,164403070000
2011-01-24,163846800000
2011-01-25,163290530000
2011-01-26,164655920000
2011-01-27,166476440000
2011-01-28,161824000000
2011-01-31,161975710000
2011-02-01,168094680000
2011-02-02,167588980000
2011-02-03,166830430000
2011-02-04,164959340000
2011-02-07,166779859999
2011-02-08,167032710000
2011-02-09,166324730000
2011-02-10,168195820000
2011-02-11,169257790000
2011-02-14,168347530000
2011-02-15,165667320000
2011-02-16,167437270000
2011-02-17,166931570000
2011-02-18,170319760000
2011-02-22,164504210000
2011-02-23,162734260000
2011-02-24,163088250000
2011-02-25,166628150000
2011-02-28,166539800000
2011-03-01,160262920000
2011-03-02,162591440000
2011-03-03,167197860000
2011-03-04,165881740000
2011-03-07,162490200000
2011-03-08,165729880000
2011-03-09,165982980000
2011-03-10,160971600000
2011-03-11,161528420000
2011-03-14,159908580000
2011-03-15,157782540000
2011-03-16,152872400000
2011-03-17,154644100000
2011-03-18,155707120000
2011-03-21,159048040000
2011-03-22,157580060000
2011-03-23,158997420000
2011-03-24,162692680000
2011-03-25,165223680000
2011-03-28,164768100000
2011-03-29,167855919999
2011-03-30,167299100000
2011-03-31,169222660000
2011-04-01,172209240000
2011-04-04,172816680000
2011-04-05,171703040000
2011-04-06,169981960000
2011-04-07,170690640000
2011-04-08,169779480000
2011-04-11,170994360000
2011-04-12,169070800000
2011-04-13,170589400000
2011-04-14,171095600000
2011-04-15,173019160000
2011-04-18,170235060000
2011-04-19,170437540000
2011-04-20,172664820000
2011-04-21,175904500000
2011-04-25,176309460000
2011-04-26,177018140000
2011-04-27,178435500000
2011-04-28,178637980000
2011-04-29,182029520000
2011-05-02,184104940000
2011-05-03,182940680000
2011-05-04,178435500000
2011-05-05,175499540000
2011-05-06,176511940000
2011-05-09,178182400000
2011-05-10,180308440000
2011-05-11,177068759999
2011-05-12,180865259999
2011-05-13,178131780000
2011-05-16,173019160000
2011-05-17,171804280000
2011-05-18,171652419999
2011-05-19,174639000000
2011-05-20,173474740000
2011-05-23,167855919999
2011-05-24,167248480000
2011-05-25,166995380000
2011-05-26,169070800000
2011-05-27,170589400000
2011-05-31,173221640000
2011-06-01,166438560000
2011-06-02,165628640000
2011-06-03,163654460000
2011-06-06,162945780000
2011-06-07,161174080000
2011-06-08,158187500000
2011-06-09,160111060000
2011-06-10,157833160000
2011-06-13,160111060000
2011-06-14,162388960000
2011-06-15,157731920000
2011-06-16,155909600000
2011-06-17,157883780000
2011-06-20,161528420000
2011-06-21,165274300000
2011-06-22,162996400000
2011-06-23,164312520000
2011-06-24,157630680000
2011-06-27,159857960000
2011-06-28,163705080000
2011-06-29,164160660000
2011-06-30,166590419999
2011-07-01,167299100000
2011-07-05,167349720000
2011-07-06,168109020000
2011-07-07,172563580000
2011-07-08,171804280000
2011-07-11,167754680000
2011-07-12,165021200000
2011-07-13,165476780000
2011-07-14,162237100000
2011-07-15,162439580000
2011-07-18,159402380000
2011-07-19,165223680000
2011-07-20,162388960000
2011-07-21,164363140000
2011-07-22,164768100000
2011-07-25,163047020000
2011-07-26,162743300000
2011-07-27,155454020000
2011-07-28,155200920000
2011-07-29,154795960000
2011-08-01,152416820000
2011-08-02,149582100000
2011-08-03,152821780000
2011-08-04,146190560000
2011-08-05,143507700000
2011-08-08,131713240000
2011-08-09,139711200000
2011-08-10,134041760000
2011-08-11,140217400000
2011-08-12,138648180000
2011-08-15,139913680000
2011-08-16,139559340000
2011-08-17,139053140000
2011-08-18,127511780000
2011-08-19,125436360000
2011-08-22,126853720000
2011-08-23,132624400000
2011-08-24,135054160000
2011-08-25,131105800000
2011-08-26,134902300000
2011-08-29,141280420000
2011-08-30,141077940000
2011-08-31,141500870000
2011-09-01,140391850000
2011-09-02,135955770000
2011-09-06,133536089999
2011-09-07,139282830000
2011-09-08,134695520000
2011-09-09,131066000000
2011-09-12,134846750000
2011-09-13,139736520000
2011-09-14,141904150000
2011-09-15,145936950000
2011-09-16,147348430000
2011-09-19,146289820000
2011-09-20,142912350000
2011-09-21,148911140000
2011-09-22,142861940000
2011-09-23,145684900000
2011-09-26,149768110000
2011-09-27,151885330000
2011-09-28,148507860000
2011-09-29,149465650000
2011-09-30,144878340000
2011-10-03,140845540000
2011-10-04,144626290000
2011-10-05,148759910000
2011-10-06,151582870000
2011-10-07,150776310000
2011-10-10,156119770000
2011-10-11,155918130000
2011-10-12,156825510000
2011-10-13,156976740000
2011-10-14,160555850000
2011-10-17,157430430000
2011-10-18,160707080000
2011-10-19,158741090000
2011-10-20,158942730000
2011-10-21,161916920000
2011-10-24,165697670000
2011-10-25,163177170000
2011-10-26,163328400000
2011-10-27,169680059999
2011-10-28,169831290000
2011-10-31,165193570000
2011-11-01,159749290000
2011-11-02,162723480000
2011-11-03,166907510000
2011-11-04,164084550000
2011-11-07,165697670000
2011-11-08,169428010000
2011-11-09,159245190000
2011-11-10,159950930000
2011-11-11,163177170000
2011-11-14,162824300000
2011-11-15,166151360000
2011-11-16,161261590000
2011-11-17,155363620000
2011-11-18,154254600000
2011-11-21,150776310000
2011-11-22,150272210000
2011-11-23,146189000000
2011-11-25,144878340000
2011-11-28,150574670000
2011-11-29,149919340000
2011-11-30,156969450000
2011-12-01,158571690000
2011-12-02,156218400000
2011-12-05,159723300000
2011-12-06,158872110000
2011-12-07,157920780000
2011-12-08,153915180000
2011-12-09,158671830000
2011-12-12,156819240000
2011-12-13,154365810000
2011-12-14,149559090000
2011-12-15,145353210000
2011-12-16,146254470000
2011-12-19,143300340000
2011-12-20,146054190000
2011-12-21,129030390000
2011-12-22,128629830000
2011-12-23,130482420000
2011-12-27,128329410000
2011-12-28,127728570000
2011-12-29,129180600000
2011-12-30,128429550000
2012-01-03,129531090000
2012-01-04,130232070000
2012-01-05,133136130000
2012-01-06,134838510000
2012-01-09,135339210000
2012-01-10,135038790000
2012-01-11,134638230000
2012-01-12,136040190000
2012-01-13,136891380000
2012-01-17,138493620000
2012-01-18,141898380000
2012-01-19,142999920000
2012-01-20,143750970000
2012-01-23,142148730000
2012-01-24,142749570000
2012-01-25,142749570000
2012-01-26,141648030000
2012-01-27,142298940000
2012-01-30,143200200000
2012-01-31,141247470000
2012-02-01,144602160000
2012-02-02,144251670000
2012-02-03,145753770000
2012-02-06,145203000000
2012-02-07,144952650000
2012-02-08,143851110000
2012-02-09,144652230000
2012-02-10,142699500000
2012-02-13,142349010000
2012-02-14,141397680000
2012-02-15,140095860000
2012-02-16,144952650000
2012-02-17,144151530000
2012-02-21,143901180000
2012-02-22,142949850000
2012-02-23,144251670000
2012-02-24,146454750000
2012-02-27,146504820000
2012-02-28,147155730000
2012-02-29,142408420000
2012-03-01,145182610000
2012-03-02,145815320000
2012-03-05,147178080000
2012-03-06,145766650000
2012-03-07,147080740000
2012-03-08,146350690000
2012-03-09,146642710000
2012-03-12,144598570000
2012-03-13,146642710000
2012-03-14,145231280000
2012-03-15,146302020000
2012-03-16,144744580000
2012-03-19,144841920000
2012-03-20,146496700000
2012-03-21,143138470000
2012-03-22,139342210000
2012-03-23,138952850000
2012-03-26,141921720000
2012-03-27,142846450000
2012-03-28,142895120000
2012-03-29,142603100000
2012-03-30,141921720000
2012-04-02,143722510000
2012-04-03,143041130000
2012-04-04,141921720000
2012-04-05,143868520000
2012-04-09,141191670000
2012-04-10,137979450000
2012-04-11,136957380000
2012-04-12,139682900000
2012-04-13,138709500000
2012-04-16,139342210000
2012-04-17,142505760000
2012-04-18,141775710000
2012-04-19,141191670000
2012-04-20,140558960000
2012-04-23,138612160000
2012-04-24,139634230000
2012-04-25,140510290000
2012-04-26,141240340000
2012-04-27,142311080000
2012-04-30,143089800000
2012-05-01,143917190000
2012-05-02,144598570000
2012-05-03,142992460000
2012-05-04,138271470000
2012-05-07,135886640000
2012-05-08,135935310000
2012-05-09,135205260000
2012-05-10,131506340000
2012-05-11,131409000000
2012-05-14,131214320000
2012-05-15,131701020000
2012-05-16,130046240000
2012-05-17,127758750000
2012-05-18,124643870000
2012-05-21,127807420000
2012-05-22,128294120000
2012-05-23,129851560000
2012-05-24,127126040000
2012-05-25,127223380000
2012-05-29,128780820000
2012-05-30,127369390000
2012-05-31,128829490000
2012-06-01,126542000000
2012-06-04,127515400000
2012-06-05,129997570000
2012-06-06,133988510000
2012-06-07,132285060000
2012-06-08,132187720000
2012-06-11,130484270000
2012-06-12,131555010000
2012-06-13,131506340000
2012-06-14,130970970000
2012-06-15,134815900000
2012-06-18,131993040000
2012-06-19,136081320000
2012-06-20,138660830000
2012-06-21,135351270000
2012-06-22,136276000000
2012-06-25,134426540000
2012-06-26,135448609999
2012-06-27,137103390000
2012-06-28,137103390000
2012-06-29,144549900000
2012-07-02,145036600000
2012-07-03,145863990000
2012-07-05,144647240000
2012-07-06,142019060000
2012-07-09,141629700000
2012-07-10,141386350000
2012-07-11,142262410000
2012-07-12,140266940000
2012-07-13,143965860000
2012-07-16,143673840000
2012-07-17,145620640000
2012-07-18,148443500000
2012-07-19,150244290000
2012-07-20,146594040000
2012-07-23,144306550000
2012-07-24,142700440000
2012-07-25,142408420000
2012-07-26,146010000000
2012-07-27,149757590000
2012-07-30,148832860000
2012-07-31,146983400000
2012-08-01,147567440000
2012-08-02,145620640000
2012-08-03,149514240000
2012-08-06,150877000000
2012-08-07,153310500000
2012-08-08,151655720000
2012-08-09,152677790000
2012-08-10,153845870000
2012-08-13,152629120000
2012-08-14,152580450000
2012-08-15,153553850000
2012-08-16,155890010000
2012-08-17,156717400000
2012-08-20,155938680000
2012-08-21,154527250000
2012-08-22,154283900000
2012-08-23,153748530000
2012-08-24,155500650000
2012-08-27,154916610000
2012-08-28,153699860000
2012-08-29,153261830000
2012-08-30,151704390000
2012-08-31,154072200000
2012-09-04,153682760000
2012-09-05,156116760000
2012-09-06,158842840000
2012-09-07,158696800000
2012-09-10,157285080000
2012-09-11,157333760000
2012-09-12,157041680000
2012-09-13,158794160000
2012-09-14,160400600000
2012-09-17,161130800000
2012-09-18,160741360000
2012-09-19,159573040000
2012-09-20,157041680000
2012-09-21,158063960000
2012-09-24,156895640000
2012-09-25,152368400000
2012-09-26,149593640000
2012-09-27,151978960000
2012-09-28,153147280000
2012-10-01,154169560000
2012-10-02,154072200000
2012-10-03,154899760000
2012-10-04,155289200000
2012-10-05,152806520000
2012-10-08,151784240000
2012-10-09,149204200000
2012-10-10,148863440000
2012-10-11,149544960000
2012-10-12,150908000000
2012-10-15,152368400000
2012-10-16,155143160000
2012-10-17,152027640000
2012-10-18,151492160000
2012-10-19,148376640000
2012-10-22,149934400000
2012-10-23,148912120000
2012-10-24,148960800000
2012-10-25,150226480000
2012-10-26,150859320000
2012-10-31,151297440000
2012-11-01,153244640000
2012-11-02,151930280000
2012-11-05,152125000000
2012-11-06,153974840000
2012-11-07,149885720000
2012-11-08,148084560000
2012-11-09,147743800000
2012-11-12,147500400000
2012-11-13,146137360000
2012-11-14,143995440000
2012-11-15,145796600000
2012-11-16,146040000000
2012-11-19,146721520000
2012-11-20,147013600000
2012-11-21,147987200000
2012-11-23,150518560000
2012-11-26,150713280000
2012-11-27,151978960000
2012-11-28,154802400000
2012-11-29,154997120000
2012-11-30,154802040000
2012-12-03,155475720000
2012-12-04,155812560000
2012-12-05,153984000000
2012-12-06,154128360000
2012-12-07,153599040000
2012-12-10,154320840000
2012-12-11,155620080000
2012-12-12,153695280000
2012-12-13,152107320000
2012-12-14,153791520000
2012-12-17,155523840000
2012-12-18,158218560000
2012-12-19,164041080000
2012-12-20,163319280000
2012-12-21,162453120000
2012-12-24,161731320000
2012-12-26,161731320000
2012-12-27,160095240000
2012-12-28,158892240000
2012-12-31,160335840000
2013-01-02,166928280000
2013-01-03,165099720000
2013-01-04,166543320000
2013-01-07,165677160000
2013-01-08,165725280000
2013-01-09,165821520000
2013-01-10,167986919999
2013-01-11,167746320000
2013-01-14,168227520000
2013-01-15,166976400000
2013-01-16,166687680000
2013-01-17,166591440000
2013-01-18,168949320000
2013-01-22,168083160000
2013-01-23,166928280000
2013-01-24,168131280000
2013-01-25,170248560000
2013-01-28,171018480000
2013-01-29,172173360000
2013-01-30,170248560000
2013-01-31,170874120000
2013-02-01,174242520000
2013-02-04,169045560000
2013-02-05,170729760000
2013-02-06,168901200000
2013-02-07,166302720000
2013-02-08,167938800000
2013-02-11,168227520000
2013-02-12,168949320000
2013-02-13,168371880000
2013-02-14,167938800000
2013-02-15,167505720000
2013-02-19,170344800000
2013-02-20,168468120000
2013-02-21,164955360000
2013-02-22,167217000000
2013-02-25,164955360000
2013-02-26,165147840000
2013-02-27,166880160000
2013-02-28,161704431923
2013-03-01,163546275628
2013-03-04,165529799618
2013-03-05,167466096846
2013-03-06,169355167312
2013-03-07,169732981406
2013-03-08,168646765887
2013-03-11,169449620836
2013-03-12,167324416561
2013-03-13,168032817986
2013-03-14,171433144825
2013-03-15,171622051872
2013-03-18,170205249022
2013-03-19,168552312364
2013-03-20,168930126457
2013-03-21,152542440161
2013-03-22,151031183788
2013-03-25,147583630187
2013-03-26,148953206275
2013-03-27,150889503503
2013-03-28,152684120446
2013-04-01,153061934540
2013-04-02,154620417674
2013-04-03,153014707778
2013-04-04,152873027493
2013-04-05,151267317596
2013-04-08,152825800731
2013-04-09,156037220524
2013-04-10,159295867079
2013-04-11,158776372700
2013-04-12,158020744514
2013-04-15,154903778244
2013-04-16,157784610706
2013-04-17,153439748633
2013-04-18,151692358451
2013-04-19,152873027493
2013-04-22,153581428918
2013-04-23,153298068348
2013-04-24,153534202156
2013-04-25,152400759876
2013-04-26,152825800731
2013-04-29,152259079591
2013-04-30,154809324721
2013-05-01,156603941664
2013-05-02,159106960032
2013-05-03,157642930421
2013-05-06,158256878322
2013-05-07,157076209281
2013-05-08,158020744514
2013-05-09,159154186794
2013-05-10,160665443167
2013-05-13,159532000887
2013-05-14,159012506509
2013-05-15,160523762882
2013-05-16,162318379825
2013-05-17,165435346094
2013-05-20,164821398193
2013-05-21,165765933426
2013-05-22,161137710783
2013-05-23,161657205162
2013-05-24,160807123452
2013-05-28,163074008011
2013-05-29,162460060110
2013-05-30,162176699540
2013-05-31,157472297850
2013-06-03,160315936147
2013-06-04,159243744658
2013-06-05,159057276573
2013-06-06,155467765935
2013-06-07,157658765935
2013-06-10,158730957424
2013-06-11,156493340403
2013-06-12,156260255297
2013-06-13,159663297849
2013-06-14,157425680828
2013-06-17,159756531892
2013-06-18,160362553168
2013-06-19,158917425509
2013-06-20,154815127637
2013-06-21,140457085086
2013-06-24,140643553171
2013-06-25,139664595724
2013-06-26,140503702107
2013-06-27,141948829767
2013-06-28,143160872320
2013-07-01,140363851043
2013-07-02,140317234022
2013-07-03,143114255298
2013-07-05,145398489341
2013-07-08,147542872319
2013-07-09,146936851043
2013-07-10,145584957426
2013-07-11,148521829766
2013-07-12,145678191468
2013-07-15,149221085085
2013-07-16,149174468064
2013-07-17,149920340404
2013-07-18,149221085085
2013-07-19,148521829766
2013-07-22,148568446787
2013-07-23,149500787212
2013-07-24,150992531893
2013-07-25,150899297850
2013-07-26,151691787212
2013-07-29,151412085084
2013-07-30,151738404233
2013-07-31,150806063808
2013-08-01,152670744659
2013-08-02,151831638276
2013-08-05,152810595723
2013-08-06,153836170191
2013-08-07,152997063808
2013-08-08,153929404233
2013-08-09,153463234020
2013-08-12,155001595722
2013-08-13,155001595722
2013-08-14,156493340403
2013-08-15,152577510616
2013-08-16,151085765936
2013-08-19,149454170191
2013-08-20,150106808489
2013-08-21,150572978702
2013-08-22,151039148914
2013-08-23,148102276574
2013-08-26,150759446787
2013-08-27,148148893596
2013-08-28,147589489340
2013-08-29,147775957425
2013-08-30,148521829766
2013-09-03,145976892843
2013-09-04,147344571414
2013-09-05,147071035700
2013-09-06,146797499986
2013-09-09,149304910700
2013-09-10,149806392843
2013-09-11,150535821414
2013-09-12,149487267843
2013-09-13,147982821414
2013-09-16,150307874985
2013-09-17,151629964271
2013-09-18,154410910699
2013-09-19,154502089271
2013-09-20,155231517842
2013-09-23,154730035699
2013-09-24,153362357128
2013-09-25,154410910699
2013-09-26,154137374985
2013-09-27,154000607128
2013-09-30,151219660700
2013-10-01,152724107128
2013-10-02,153544714271
2013-10-03,151538785700
2013-10-04,151402017842
2013-10-07,149715214271
2013-10-08,147572517843
2013-10-09,146751910700
2013-10-10,150399053557
2013-10-11,151629964271
2013-10-14,151721142842
2013-10-15,149304910700
2013-10-16,150535821414
2013-10-17,149851982128
2013-10-18,149988749985
2013-10-21,150216696414
2013-10-22,149988749985
2013-10-23,149076964271
2013-10-24,150763767842
2013-10-25,151128482128
2013-10-28,151082892842
2013-10-29,153681482128
2013-10-30,152860874985
2013-10-31,152724107128
2013-11-01,152860874985
2013-11-04,153681482128
2013-11-05,152724107128
2013-11-06,155322696413
2013-11-07,155003571414
2013-11-08,156599196413
2013-11-11,156690374985
2013-11-12,158194821413
2013-11-13,159562499985
2013-11-14,156735964270
2013-11-15,159197785699
2013-11-18,159243374985
2013-11-19,158468357127
2013-11-20,158422767842
2013-11-21,159288964270
2013-11-22,158787482127
2013-11-25,158559535699
