,AVY
2009-04-13,2594000000
2009-04-14,2540000000
2009-04-15,2706000000
2009-04-16,2742000000
2009-04-17,2784000000
2009-04-20,2679000000
2009-04-21,2787000000
2009-04-22,2835000000
2009-04-23,2866000000
2009-04-24,2976000000
2009-04-27,2945000000
2009-04-28,2803000000
2009-04-29,2839000000
2009-04-30,2874000000
2009-05-01,2848000000
2009-05-04,2842000000
2009-05-05,2825000000
2009-05-06,2835000000
2009-05-07,2761000000
2009-05-08,2909000000
2009-05-11,2806000000
2009-05-12,2773000000
2009-05-13,2642000000
2009-05-14,2714000000
2009-05-15,2668000000
2009-05-18,2758000000
2009-05-19,2745000000
2009-05-20,2723000000
2009-05-21,2645000000
2009-05-22,2661000000
2009-05-26,2773000000
2009-05-27,2694000000
2009-05-28,2729000000
2009-05-29,2756000000
2009-06-01,2818000000
2009-06-02,2787000000
2009-06-03,2735000000
2009-06-04,2799000000
2009-06-05,2821000000
2009-06-08,2794000000
2009-06-09,2810000000
2009-06-10,2767000000
2009-06-11,2794000000
2009-06-12,2794000000
2009-06-15,2702000000
2009-06-16,2575000000
2009-06-17,2541000000
2009-06-18,2588000000
2009-06-19,2594000000
2009-06-22,2491000000
2009-06-23,2465000000
2009-06-24,2489000000
2009-06-25,2554000000
2009-06-26,2539000000
2009-06-29,2570000000
2009-06-30,2568000000
2009-07-01,2619000000
2009-07-02,2490000000
2009-07-06,2593836000
2009-07-07,2514120000
2009-07-08,2486526000
2009-07-09,2495724000
2009-07-10,2476306000
2009-07-13,2498790000
2009-07-14,2531494000
2009-07-15,2617342000
2009-07-16,2679684000
2009-07-17,2687860000
2009-07-20,2755312000
2009-07-21,2726696000
2009-07-22,2728740000
2009-07-23,2859556000
2009-07-24,2917810000
2009-07-27,2975042000
2009-07-28,3024098000
2009-07-29,3046582000
2009-07-30,2723630000
2009-07-31,2731806000
2009-08-03,2778818000
2009-08-04,2782906000
2009-08-05,2772686000
2009-08-06,2771664000
2009-08-07,2808456000
2009-08-10,2807434000
2009-08-11,2779840000
2009-08-12,2817654000
2009-08-13,2803346000
2009-08-14,2903502000
2009-08-17,2885106000
2009-08-18,2983218000
2009-08-19,3036362000
2009-08-20,3101770000
2009-08-21,3198860000
2009-08-24,3188640000
2009-08-25,3206014000
2009-08-26,3213168000
2009-08-27,3228498000
2009-08-28,3217256000
2009-08-31,3157980000
2009-09-01,3070088000
2009-09-02,3053736000
2009-09-03,3066000000
2009-09-04,3092572000
2009-09-08,3134474000
2009-09-09,3200904000
2009-09-10,3260180000
2009-09-11,3332742000
2009-09-14,3531009999
2009-09-15,3580066000
2009-09-16,3634232000
2009-09-17,3612770000
2009-09-18,3626055999
2009-09-21,3598462000
2009-09-22,3643430000
2009-09-23,3612770000
2009-09-24,3612770000
2009-09-25,3538163999
2009-09-28,3715992000
2009-09-29,3736432000
2009-09-30,3680222000
2009-10-01,3549405999
2009-10-02,3469690000
2009-10-05,3674462144
2009-10-06,3730407704
2009-10-07,3713518478
2009-10-08,3773686345
2009-10-09,3830687481
2009-10-12,3842298824
2009-10-13,3885577464
2009-10-14,3985857241
2009-10-15,4023857999
2009-10-16,3990079547
2009-10-19,4034413765
2009-10-20,4074525676
2009-10-21,4020691269
2009-10-22,4044969531
2009-10-23,3989023971
2009-10-26,3888744194
2009-10-27,3903522266
2009-10-28,3758908272
2009-10-29,3852854590
2009-10-30,3763130579
2009-11-02,3821187292
2009-11-03,3866577085
2009-11-04,3845465553
2009-11-05,3962634556
2009-11-06,3984801665
2009-11-09,4137860272
2009-11-10,4093526054
2009-11-11,4146304884
2009-11-12,4084025865
2009-11-13,4138915848
2009-11-16,4213861787
2009-11-17,4224417553
2009-11-18,4167416416
2009-11-19,4053414144
2009-11-20,4014357809
2009-11-23,4085081442
2009-11-24,4062914333
2009-11-25,4147360461
2009-11-27,3978468205
2009-11-30,3964745709
2009-12-01,4006968773
2009-12-02,3993246277
2009-12-03,3999579737
2009-12-04,4111470857
2009-12-07,4055525297
2009-12-08,3995357431
2009-12-09,3980579358
2009-12-10,3984801665
2009-12-11,3999579737
2009-12-14,4050247414
2009-12-15,3971079169
2009-12-16,3933078411
2009-12-17,3844409977
2009-12-18,3831743057
2009-12-21,3903522266
2009-12-22,3920411492
2009-12-23,3926744952
2009-12-24,3928856105
2009-12-28,3921467069
2009-12-29,3959467826
2009-12-30,3898244383
2009-12-31,3851799013
2010-01-04,3889799771
2010-01-05,3915133609
2010-01-06,3906688996
2010-01-07,3943634177
2010-01-08,4018580116
2010-01-11,4086137018
2010-01-12,4043913954
2010-01-13,4195916985
2010-01-14,4200139291
2010-01-15,4167416416
2010-01-19,4229695436
2010-01-20,4181138912
2010-01-21,4080859135
2010-01-22,4076636829
2010-01-25,4072414522
2010-01-26,4051302990
2010-01-27,4057636450
2010-01-28,4021746846
2010-01-29,3431679526
2010-02-01,3519292384
2010-02-02,3540403916
2010-02-03,3498180852
2010-02-04,3452791058
2010-02-05,3459124518
2010-02-08,3431679526
2010-02-09,3434846256
2010-02-10,3395789922
2010-02-11,3413734724
2010-02-12,3387345309
2010-02-16,3441179716
2010-02-17,3388400886
2010-02-18,3383123002
2010-02-19,3356733588
2010-02-22,3382067426
2010-02-23,3327177443
2010-02-24,3349344551
2010-02-25,3326121866
2010-02-26,3335622056
2010-03-01,3360955894
2010-03-02,3343011092
2010-03-03,3317677253
2010-03-04,3250120351
2010-03-05,3288121109
2010-03-08,3312399370
2010-03-09,3385234156
2010-03-10,3415845877
2010-03-11,3487625086
2010-03-12,3516125654
2010-03-15,3547792952
2010-03-16,3594238322
2010-03-17,3655461765
2010-03-18,3672350991
2010-03-19,3697684829
2010-03-22,3735685587
2010-03-23,3772630768
2010-03-24,3700851559
2010-03-25,3692406946
2010-03-26,3742019047
2010-03-29,3808520372
2010-03-30,3818020562
2010-03-31,3843354400
2010-04-01,3842298824
2010-04-05,3852369999
2010-04-06,3913502000
2010-04-07,3932474000
2010-04-08,3922988000
2010-04-09,3940906000
2010-04-12,3939852000
2010-04-13,3948284000
2010-04-14,3992552000
2010-04-15,4013632000
2010-04-16,3937744000
2010-04-19,3897691999
2010-04-20,3969363999
2010-04-21,4015740000
2010-04-22,4065278000
2010-04-23,4144328000
2010-04-26,4142219999
2010-04-27,4362506000
2010-04-28,4244458000
2010-04-29,4258160000
2010-04-30,4113762000
2010-05-03,4127463999
2010-05-04,4021010000
2010-05-05,4032604000
2010-05-06,3846046000
2010-05-07,3757510000
2010-05-10,3972525999
2010-05-11,3968310000
2010-05-12,3969363999
2010-05-13,3892422000
2010-05-14,3778590000
2010-05-17,3830236000
2010-05-18,3754347999
2010-05-19,3734322000
2010-05-20,3553034000
2010-05-21,3595194000
2010-05-24,3578330000
2010-05-25,3545656000
2010-05-26,3518252000
2010-05-27,3651056000
2010-05-28,3602572000
2010-06-01,3483469999
2010-06-02,3559358000
2010-06-03,3594140000
2010-06-04,3383340000
2010-06-07,3301128000
2010-06-08,3307452000
2010-06-09,3338018000
2010-06-10,3501388000
2010-06-11,3588869999
2010-06-14,3625760000
2010-06-15,3749078000
2010-06-16,3765941999
2010-06-17,3711134000
2010-06-18,3709025999
2010-06-21,3641569999
2010-06-22,3587816000
2010-06-23,3578330000
2010-06-24,3553034000
2010-06-25,3622597999
2010-06-28,3603625999
2010-06-29,3413906000
2010-06-30,3386502000
2010-07-01,3384394000
2010-07-02,3359098000
2010-07-06,3351737855
2010-07-07,3541179306
2010-07-08,3597270909
2010-07-09,3663945834
2010-07-12,3678762483
2010-07-13,3700987458
2010-07-14,3691462469
2010-07-15,3669237494
2010-07-16,3551762628
2010-07-19,3584570924
2010-07-20,3645954187
2010-07-21,3601504238
2010-07-22,3720037436
2010-07-23,3930645530
2010-07-26,4025895422
2010-07-27,4012137104
2010-07-28,3827987314
2010-07-29,3831162310
2010-07-30,3794120686
2010-08-02,3908420556
2010-08-03,3869262267
2010-08-04,3869262267
2010-08-05,3855503949
2010-08-06,3829045646
2010-08-09,3858678945
2010-08-10,3816345660
2010-08-11,3671354158
2010-08-12,3644895855
2010-08-13,3613145891
2010-08-16,3616320888
2010-08-17,3689345805
2010-08-18,3692520801
2010-08-19,3603620902
2010-08-20,3578220931
2010-08-23,3531654317
2010-08-24,3463921061
2010-08-25,3421587776
2010-08-26,3403596130
2010-08-27,3491437696
2010-08-30,3427937769
2010-08-31,3441696086
2010-09-01,3575045935
2010-09-02,3626904209
2010-09-03,3692520801
2010-09-07,3631137538
2010-09-08,3644895855
2010-09-09,3650187516
2010-09-10,3662887501
2010-09-13,3745437408
2010-09-14,3738029083
2010-09-15,3753904065
2010-09-16,3771895711
2010-09-17,3825870649
2010-09-20,3904187227
2010-09-21,3869262267
2010-09-22,3812112332
2010-09-23,3760254057
2010-09-24,3858678945
2010-09-27,3848095624
2010-09-28,3887253913
2010-09-29,3934878859
2010-09-30,3928528866
2010-10-01,3941228852
2010-10-04,3902752000
2010-10-05,4014471999
2010-10-06,4015536000
2010-10-07,3999576000
2010-10-08,4047456000
2010-10-11,4074056000
2010-10-12,4062352000
2010-10-13,4087888000
2010-10-14,4059160000
2010-10-15,4068736000
2010-10-18,4072992000
2010-10-19,4042136000
2010-10-20,4151728000
2010-10-21,4147471999
2010-10-22,4138960000
2010-10-25,4203864000
2010-10-26,4166623999
2010-10-27,4042136000
2010-10-28,3913392000
2010-10-29,3867640000
2010-11-01,3809119999
2010-11-02,3863384000
2010-11-03,3870832000
2010-11-04,4020856000
2010-11-05,4042136000
2010-11-08,3982552000
2010-11-09,3937864000
2010-11-10,3943184000
2010-11-11,3947440000
2010-11-12,3877215999
2010-11-15,3909136000
2010-11-16,3834656000
2010-11-17,3858064000
2010-11-18,3944248000
2010-11-19,4013408000
2010-11-22,4013408000
2010-11-23,3992128000
2010-11-24,4086823999
2010-11-26,4061288000
2010-11-29,4019792000
2010-11-30,3994256000
2010-12-01,4105976000
2010-12-02,4221952000
2010-12-03,4240040000
2010-12-06,4254936000
2010-12-07,4335800000
2010-12-08,4336864000
2010-12-09,4373040000
2010-12-10,4402832000
2010-12-13,4403896000
2010-12-14,4436880000
2010-12-15,4440072000
2010-12-16,4489016000
2010-12-17,4500720000
2010-12-20,4483696000
2010-12-21,4491144000
2010-12-22,4518808000
2010-12-23,4514552000
2010-12-27,4520936000
2010-12-28,4494336000
2010-12-29,4517744000
2010-12-30,4515616000
2010-12-31,4504976000
2011-01-03,4475810000
2011-01-04,4482230000
2011-01-05,4452270000
2011-01-06,4399840000
2011-01-07,4384860000
2011-01-10,4385930000
2011-01-11,4393420000
2011-01-12,4475810000
2011-01-13,4441570000
2011-01-14,4503630000
2011-01-18,4536800000
2011-01-19,4447990000
2011-01-20,4430870000
2011-01-21,4439430000
2011-01-24,4481160000
2011-01-25,4495070000
2011-01-26,4529310000
2011-01-27,4507910000
2011-01-28,4428730000
2011-01-31,4503630000
2011-02-01,4472600000
2011-02-02,4398770000
2011-02-03,4189050000
2011-02-04,4149460000
2011-02-07,4194400000
2011-02-08,4214730000
2011-02-09,4290700000
2011-02-10,4254320000
2011-02-11,4309960000
2011-02-14,4323870000
2011-02-15,4334570000
2011-02-16,4381650000
2011-02-17,4395560000
2011-02-18,4397700000
2011-02-22,4276790000
2011-02-23,4197609999
2011-02-24,4185839999
2011-02-25,4211520000
2011-02-28,4271440000
2011-03-01,4256460000
2011-03-02,4335640000
2011-03-03,4462970000
2011-03-04,4440500000
2011-03-07,4409470000
2011-03-08,4439430000
2011-03-09,4445850000
2011-03-10,4363460000
2011-03-11,4449060000
2011-03-14,4460830000
2011-03-15,4385930000
2011-03-16,4287490000
2011-03-17,4298190000
2011-03-18,4397700000
2011-03-21,4464040000
2011-03-22,4437290000
2011-03-23,4421240000
2011-03-24,4408400000
2011-03-25,4408400000
2011-03-28,4382720000
2011-03-29,4390210000
2011-03-30,4506840000
2011-03-31,4489720000
2011-04-01,4503630000
2011-04-04,4506904000
2011-04-05,4541112000
2011-04-06,4555009000
2011-04-07,4544319000
2011-04-08,4495145000
2011-04-11,4483386000
2011-04-12,4414970000
2011-04-13,4395728000
2011-04-14,4397866000
2011-04-15,4473765000
2011-04-18,4385038000
2011-04-19,4393590000
2011-04-20,4457730000
2011-04-21,4445971000
2011-04-25,4450247000
2011-04-26,4608459000
2011-04-27,4607390000
2011-04-28,4543250000
2011-04-29,4462006000
2011-05-02,4513318000
2011-05-03,4504766000
2011-05-04,4459868000
2011-05-05,4491938000
2011-05-06,4525077000
2011-05-09,4548595000
2011-05-10,4574251000
2011-05-11,4524008000
2011-05-12,4526146000
2011-05-13,4468420000
2011-05-16,4479110000
2011-05-17,4467351000
2011-05-18,4509042000
2011-05-19,4546457000
2011-05-20,4439557000
2011-05-23,4380762000
2011-05-24,4360451000
2011-05-25,4402142000
2011-05-26,4452385000
2011-05-27,4459868000
2011-05-31,4526146000
2011-06-01,4419246000
2011-06-02,4423522000
2011-06-03,4312346000
2011-06-06,4109235999
2011-06-07,3955300000
2011-06-08,3984163000
2011-06-09,3953161999
2011-06-10,3889022000
2011-06-13,3923230000
2011-06-14,3983094000
2011-06-15,3898643000
2011-06-16,3883677000
2011-06-17,3917885000
2011-06-20,3933919999
2011-06-21,3995922000
2011-06-22,3960644999
2011-06-23,4038682000
2011-06-24,3975610999
2011-06-27,4002335999
2011-06-28,4055785999
2011-06-29,4071821000
2011-06-30,4129547000
2011-07-01,4171238000
2011-07-05,4111562000
2011-07-06,4098770000
2011-07-07,4220294000
2011-07-08,4170191999
2011-07-11,4103034000
2011-07-12,4083846000
2011-07-13,4085978000
2011-07-14,4069988000
2011-07-15,4094505999
2011-07-18,4030546000
2011-07-19,3480490000
2011-07-20,3502876000
2011-07-21,3565770000
2011-07-22,3591353999
2011-07-25,3554044000
2011-07-26,3520998000
2011-07-27,3373890000
2011-07-28,3362164000
2011-07-29,3363230000
2011-08-01,3352570000
2011-08-02,3209726000
2011-08-03,3196934000
2011-08-04,3090334000
2011-08-05,3104192000
2011-08-08,2803580000
2011-08-09,2877134000
2011-08-10,2773732000
2011-08-11,2886728000
2011-08-12,2922972000
2011-08-15,2948556000
2011-08-16,2904850000
2011-08-17,2926170000
2011-08-18,2800382000
2011-08-19,2776930000
2011-08-22,2696980000
2011-08-23,2828098000
2011-08-24,2913378000
2011-08-25,2869672000
2011-08-26,2922972000
2011-08-29,3070080000
2011-08-30,3097796000
2011-08-31,3103126000
2011-09-01,3024242000
2011-09-02,2889926000
2011-09-06,2804646000
2011-09-07,2922972000
2011-09-08,2863276000
2011-09-09,2766270000
2011-09-12,2748148000
2011-09-13,2812108000
2011-09-14,2883530000
2011-09-15,2951754000
2011-09-16,2961348000
2011-09-19,2919774000
2011-09-20,2909114000
2011-09-21,2763072000
2011-09-22,2671396000
2011-09-23,2756676000
2011-09-26,2795052000
2011-09-27,2812108000
2011-09-28,2738554000
2011-09-29,2822768000
2011-09-30,2673528000
2011-10-03,2559996000
2011-10-04,2707380000
2011-10-05,2819520000
2011-10-06,2838744000
2011-10-07,2819520000
2011-10-10,2890008000
2011-10-11,2852628000
2011-10-12,2895348000
2011-10-13,2871852000
2011-10-14,2941272000
2011-10-17,2784276000
2011-10-18,2886804000
2011-10-19,2716992000
2011-10-20,2728740000
2011-10-21,2819520000
2011-10-24,2910300000
2011-10-25,2805636000
2011-10-26,2712720000
2011-10-27,2969040000
2011-10-28,2930592000
2011-10-31,2840880000
2011-11-01,2734080000
2011-11-02,2792820000
2011-11-03,2875056000
2011-11-04,2841948000
2011-11-07,2813112000
2011-11-08,2833404000
2011-11-09,2715924000
2011-11-10,2737284000
2011-11-11,2780004000
2011-11-14,2834472000
2011-11-15,2886804000
2011-11-16,2821656000
2011-11-17,2783208000
2011-11-18,2782140000
2011-11-21,2693496000
2011-11-22,2656116000
2011-11-23,2571744000
2011-11-25,2589900000
2011-11-28,2659320000
2011-11-29,2700972000
2011-11-30,2799228000
2011-12-01,2872920000
2011-12-02,2880396000
2011-12-05,2915640000
2011-12-06,2960496000
2011-12-07,2971176000
2011-12-08,2894280000
2011-12-09,3050208000
2011-12-12,2996808000
2011-12-13,2930592000
2011-12-14,2896416000
2011-12-15,2913504000
2011-12-16,2933796000
2011-12-19,2862240000
2011-12-20,2980788000
2011-12-21,2985060000
2011-12-22,3027780000
2011-12-23,3058752000
2011-12-27,3056616000
2011-12-28,3032052000
2011-12-29,3072636000
2011-12-30,3063024000
2012-01-03,3112722000
2012-01-04,3125466000
2012-01-05,3104226000
2012-01-06,3142458000
2012-01-09,3128652000
2012-01-10,3148830000
2012-01-11,3164760000
2012-01-12,3158388000
2012-01-13,3058560000
2012-01-17,3018204000
2012-01-18,3069180000
2012-01-19,3115908000
2012-01-20,3103164000
2012-01-23,3072366000
2012-01-24,3038382000
2012-01-25,3047940000
2012-01-26,3105288000
2012-01-27,3056436000
2012-01-30,3047940000
2012-01-31,2883330000
2012-02-01,3029886000
2012-02-02,3057498000
2012-02-03,3033072000
2012-02-06,3062808000
2012-02-07,3126528000
2012-02-08,3161574000
2012-02-09,3159450000
2012-02-10,3101040000
2012-02-13,3174318000
2012-02-14,3116970000
2012-02-15,3098916000
2012-02-16,3169008000
2012-02-17,3211488000
2012-02-21,3221046000
2012-02-22,3224232000
2012-02-23,3276270000
2012-02-24,3270960000
2012-02-27,3295386000
2012-02-28,3277332000
2012-02-29,3239100000
2012-03-01,3176442000
2012-03-02,3182814000
2012-03-05,3131838000
2012-03-06,3026700000
2012-03-07,3006522000
2012-03-08,3055374000
2012-03-09,3095730000
2012-03-12,3086172000
2012-03-13,3145644000
2012-03-14,3121218000
2012-03-15,3165822000
2012-03-16,3176442000
2012-03-19,3175380000
2012-03-20,3123342000
2012-03-21,3108474000
2012-03-22,3045816000
2012-03-23,3091482000
2012-03-26,3165822000
2012-03-27,3224232000
2012-03-28,3200868000
2012-03-29,3204054000
2012-03-30,3199806000
2012-04-02,3072234401
2012-04-03,3058930255
2012-04-04,3046649504
2012-04-05,3055860067
2012-04-09,3037438942
2012-04-10,2947380105
2012-04-11,3037438942
2012-04-12,3135684945
2012-04-13,3102936277
2012-04-16,3110100048
2012-04-17,3189924926
2012-04-18,3186854739
2012-04-19,3161269842
2012-04-20,3179690968
2012-04-23,3159223050
2012-04-24,3201182281
2012-04-25,3226767178
2012-04-26,3310685639
2012-04-27,3314779222
2012-04-30,3272819992
2012-05-01,3311709035
2012-05-02,3317849410
2012-05-03,3302498472
2012-05-04,3218580011
2012-05-07,3202205677
2012-05-08,3172527197
2012-05-09,3150012487
2012-05-10,3139778529
2012-05-11,3144895508
2012-05-14,3090655527
2012-05-15,3058930255
2012-05-16,3020041212
2012-05-17,2958637460
2012-05-18,2935099355
2012-05-21,2977058585
2012-05-22,2967848023
2012-05-23,3009807253
2012-05-24,3001620086
2012-05-25,3013900837
2012-05-29,3114193632
2012-05-30,2988315940
2012-05-31,2979105377
2012-06-01,2877789186
2012-06-04,2800011100
2012-06-05,2801034496
2012-06-06,2886999749
2012-06-07,2874718998
2012-06-08,2898257103
2012-06-11,2847087310
2012-06-12,2834806559
2012-06-13,2765215640
2012-06-14,2769309224
2012-06-15,2846063914
2012-06-18,2840946935
2012-06-19,2905420874
2012-06-20,2871648811
2012-06-21,2804104683
2012-06-22,2815362038
2012-06-25,2717116034
2012-06-26,2699718305
2012-06-27,2725303201
2012-06-28,2735537160
2012-06-29,2797964308
2012-07-02,2781884000
2012-07-03,2838094000
2012-07-05,2801302000
2012-07-06,2797214000
2012-07-09,2803346000
2012-07-10,2811522000
2012-07-11,2841160000
2012-07-12,2797214000
2012-07-13,2863644000
2012-07-16,2875908000
2012-07-17,2921898000
2012-07-18,2976064000
2012-07-19,2995482000
2012-07-20,2937228000
2012-07-23,2886128000
2012-07-24,3097682000
2012-07-25,3056802000
2012-07-26,3097682000
2012-07-27,3154914000
2012-07-30,3200904000
2012-07-31,3146738000
2012-08-01,3139584000
2012-08-02,3121188000
2012-08-03,3180464000
2012-08-06,3191706000
2012-08-07,3217256000
2012-08-08,3231564000
2012-08-09,3226454000
2012-08-10,3246894000
2012-08-13,3225432000
2012-08-14,3215212000
2012-08-15,3197838000
2012-08-16,3254048000
2012-08-17,3274488000
2012-08-20,3266312000
2012-08-21,3259158000
2012-08-22,3230542000
2012-08-23,3201926000
2012-08-24,3219300000
2012-08-27,3170244000
2012-08-28,3175354000
2012-08-29,3206014000
2012-08-30,3168200000
2012-08-31,3191706000
2012-09-04,3025120000
2012-09-05,3051692000
2012-09-06,3148782000
2012-09-07,3143672000
2012-09-10,3128342000
2012-09-11,3136518000
2012-09-12,3131408000
2012-09-13,3163090000
2012-09-14,3254048000
2012-09-17,3213168000
2012-09-18,3185574000
2012-09-19,3196816000
2012-09-20,3152870000
2012-09-21,3184552000
2012-09-24,3196816000
2012-09-25,3188640000
2012-09-26,3194772000
2012-09-27,3236674000
2012-09-28,3252004000
2012-10-01,3186303923
2012-10-02,3178310687
2012-10-03,3142341122
2012-10-04,3004457791
2012-10-05,3002459482
2012-10-08,2999462019
2012-10-09,2987472164
2012-10-10,2985473855
2012-10-11,3001460328
2012-10-12,2952501754
2012-10-15,3005456946
2012-10-16,3038429047
2012-10-17,3109369021
2012-10-18,3081392693
2012-10-19,3031434965
2012-10-22,3005456946
2012-10-23,2972484845
2012-10-24,3222273488
2012-10-25,3243255734
2012-10-26,3222273488
2012-10-31,3235262497
2012-11-01,3283221917
2012-11-02,3317193172
2012-11-05,3368150055
2012-11-06,3403120465
2012-11-07,3330182181
2012-11-08,3295211771
2012-11-09,3295211771
2012-11-12,3277226989
2012-11-13,3252248125
2012-11-14,3220275179
2012-11-15,3173314914
2012-11-16,3196295469
2012-11-19,3234263343
2012-11-20,3303205008
2012-11-21,3320190636
2012-11-23,3376143292
2012-11-26,3382138219
2012-11-27,3362155128
2012-11-28,3367150900
2012-11-29,3360156818
2012-11-30,3342172036
2012-12-03,3307201626
2012-12-04,3326185563
2012-12-05,3322188945
2012-12-06,3345169500
2012-12-07,3352163582
2012-12-10,3385135683
2012-12-11,3406117929
2012-12-12,3399123847
2012-12-13,3389132301
2012-12-14,3397125538
2012-12-17,3406117929
2012-12-18,3473061285
2012-12-19,3470063821
2012-12-20,3494043531
2012-12-21,3474060439
2012-12-24,3473061285
2012-12-26,3473061285
2012-12-27,3486050294
2012-12-28,3437091720
2012-12-31,3496812220
2013-01-02,3552889392
2013-01-03,3577923844
2013-01-04,3649021687
2013-01-07,3673054760
2013-01-08,3601956917
2013-01-09,3624988613
2013-01-10,3609967942
2013-01-11,3590941759
2013-01-14,3600955539
2013-01-15,3600955539
2013-01-16,3589940380
2013-01-17,3602958295
2013-01-18,3597951405
2013-01-22,3584933490
2013-01-23,3603959673
2013-01-24,3598952783
2013-01-25,3604961052
2013-01-28,3605962430
2013-01-29,3618980344
2013-01-30,3849297301
2013-01-31,3856306947
2013-02-01,3876334508
2013-02-04,3842287654
2013-02-05,3881341399
2013-02-06,3924400656
2013-02-07,3915388253
2013-02-08,3930408924
2013-02-11,3926403412
2013-02-12,3948433730
2013-02-13,3966458535
2013-02-14,3974469559
2013-02-15,3978475072
2013-02-19,4012521926
2013-02-20,3969462669
2013-02-21,3936417193
2013-02-22,3965457157
2013-02-25,3885346911
2013-02-26,3987487474
2013-02-27,4077611501
2013-02-28,4090629415
2013-03-01,4093633550
2013-03-04,4118668001
2013-03-05,4185760332
2013-03-06,4175746551
2013-03-07,4183757576
2013-03-08,4221809943
2013-03-11,4268874712
2013-03-12,4293909164
2013-03-13,4306927079
2013-03-14,4364005629
2013-03-15,4332962908
2013-03-18,4345980823
2013-03-19,4295911920
2013-03-20,4315939481
2013-03-21,4281892627
2013-03-22,4300918810
2013-03-25,4290905029
2013-03-26,4296913298
2013-03-27,4284896761
2013-03-28,4312935347
2013-04-01,4174751384
2013-04-02,4156039359
2013-04-03,4093994221
2013-04-04,4118615307
2013-04-05,4088085160
2013-04-08,4181645288
2013-04-09,4241720739
2013-04-10,4246644956
2013-04-11,4276190259
2013-04-12,4216114809
2013-04-15,4062479231
2013-04-16,4102857812
2013-04-17,4016191589
2013-04-18,3952176764
2013-04-19,4019146119
2013-04-22,4027024867
2013-04-23,4066418605
2013-04-24,4160963576
2013-04-25,4092024534
2013-04-26,4082176100
2013-04-29,4107782029
2013-04-30,4082176100
2013-05-01,4007327998
2013-05-02,4067403448
2013-05-03,4174751384
2013-05-06,4189524036
2013-05-07,4236796521
2013-05-08,4281114477
2013-05-09,4225963243
2013-05-10,4278159946
2013-05-13,4222023870
2013-05-14,4285053850
2013-05-15,4368765544
2013-05-16,4352023205
2013-05-17,4360886796
2013-05-20,4378613978
2013-05-21,4361871640
2013-05-22,4276190259
2013-05-23,4301796189
2013-05-24,4299826502
2013-05-28,4369750387
2013-05-29,4310659780
2013-05-30,4334296023
2013-05-31,4284069007
2013-06-03,4260432764
2013-06-04,4244675269
2013-06-05,4165887793
2013-06-06,4214145122
2013-06-07,4273235729
2013-06-10,4288993224
2013-06-11,4231872304
2013-06-12,4204296688
2013-06-13,4254523704
2013-06-14,4238766208
2013-06-17,4278159946
2013-06-18,4344144457
2013-06-19,4274220573
2013-06-20,4123539525
2013-06-21,4103842656
2013-06-24,4045736892
2013-06-25,4145206081
2013-06-26,4152099985
2013-06-27,4208236061
2013-06-28,4211190592
2013-07-01,4231264988
2013-07-02,4217653382
2013-07-03,4233209503
2013-07-05,4320712685
2013-07-08,4368353306
2013-07-09,4375159110
2013-07-10,4316823655
2013-07-11,4350852670
2013-07-12,4345991382
2013-07-15,4351824928
2013-07-16,4283766897
2013-07-17,4302239791
2013-07-18,4375159110
2013-07-19,4354741700
2013-07-22,4316823655
2013-07-23,4338213321
2013-07-24,4271127548
2013-07-25,4297378503
2013-07-26,4292517215
2013-07-29,4293489473
2013-07-30,4310990109
2013-07-31,4348908155
2013-08-01,4482107443
2013-08-02,4446133913
2013-08-05,4416966185
2013-08-06,4347935897
2013-08-07,4361547503
2013-08-08,4462662292
2013-08-09,4458773261
2013-08-12,4424744246
2013-08-13,4486968731
2013-08-14,4401410064
2013-08-15,4283766897
2013-08-16,4304184306
2013-08-19,4307101079
2013-08-20,4311962367
2013-08-21,4274044321
2013-08-22,4317795912
2013-08-23,4300295276
2013-08-26,4321684943
2013-08-27,4198208230
2013-08-28,4205986291
2013-08-29,4240015306
2013-08-30,4157373412
2013-09-03,4170012760
2013-09-04,4180707594
2013-09-05,4196263715
2013-09-06,4178763078
2013-09-09,4259460457
2013-09-10,4350852670
2013-09-11,4353769443
2013-09-12,4274044321
2013-09-13,4291544958
2013-09-16,4303212049
2013-09-17,4295433988
2013-09-18,4320712685
2013-09-19,4304184306
2013-09-20,4291544958
2013-09-23,4247793367
2013-09-24,4254599170
2013-09-25,4226403700
2013-09-26,4267238518
2013-09-27,4236126276
2013-09-30,4185684446
2013-10-01,4162601628
2013-10-02,4127015616
2013-10-03,4118359559
2013-10-04,4140480593
2013-10-07,4106818149
2013-10-08,4066423217
2013-10-09,4066423217
2013-10-10,4171257685
2013-10-11,4142404161
2013-10-14,4150098434
2013-10-15,4119321343
2013-10-16,4163563412
2013-10-17,4242429709
2013-10-18,4293404267
2013-10-21,4231850084
2013-10-22,4240506140
2013-10-23,4210690833
2013-10-24,4236659004
2013-10-25,4591557341
2013-10-28,4601175182
2013-10-29,4548277056
2013-10-30,4543468135
2013-10-31,4531926726
2013-11-01,4555971329
2013-11-04,4573283443
2013-11-05,4515576396
2013-11-06,4519423532
2013-11-07,4440557235
2013-11-08,4575207011
2013-11-11,4549238840
2013-11-12,4559818465
2013-11-13,4602136966
2013-11-14,4613678375
2013-11-15,4643493683
2013-11-18,4643493683
2013-11-19,4620410864
2013-11-20,4626181569
2013-11-21,4724283548
2013-11-22,4748328151
2013-11-25,4708895002
