,STT
2009-04-14,14923140870
2009-04-15,15424468509
2009-04-16,14819417910
2009-04-17,14741625690
2009-04-20,13246286350
2009-04-21,15623270850
2009-04-22,14689764210
2009-04-23,15904187199
2009-04-24,16068415220
2009-04-27,15165161110
2009-04-28,14477996500
2009-04-29,14823739699
2009-04-30,14750269270
2009-05-01,14836705070
2009-05-04,16141885650
2009-05-05,15217022590
2009-05-06,16911164270
2009-05-07,16349331570
2009-05-08,18907831250
2009-05-11,16803119520
2009-05-12,16595673600
2009-05-13,15917152570
2009-05-14,16954382169
2009-05-15,16643213290
2009-05-18,18060760410
2009-05-19,18674454590
2009-05-20,17883567020
2009-05-21,18713350700
2009-05-22,18527513730
2009-05-26,19167138650
2009-05-27,18683098170
2009-05-28,19314079510
2009-05-29,20074714550
2009-06-01,20126576030
2009-06-02,20312413000
2009-06-03,19849981470
2009-06-04,21155162050
2009-06-05,20429101330
2009-06-08,20489606390
2009-06-09,20856958540
2009-06-10,20260551520
2009-06-11,20558755030
2009-06-12,20554433240
2009-06-15,19996922330
2009-06-16,19452376790
2009-06-17,19556099750
2009-06-18,20130897820
2009-06-19,20727304840
2009-06-22,19188747600
2009-06-23,19378906360
2009-06-24,20113610660
2009-06-25,20519858920
2009-06-26,20887211070
2009-06-29,20960681500
2009-06-30,20398848800
2009-07-01,21182969500
2009-07-02,20681915100
2009-07-06,20842968300
2009-07-07,20055597100
2009-07-08,19849806900
2009-07-09,20203229200
2009-07-10,19532174200
2009-07-13,20816126100
2009-07-14,20646125500
2009-07-15,21263496100
2009-07-16,21370864900
2009-07-17,21522970700
2009-07-20,21836129700
2009-07-21,20995074100
2009-07-22,21182969500
2009-07-23,21777971600
2009-07-24,21845077100
2009-07-27,21630339500
2009-07-28,21326127900
2009-07-29,21630339500
2009-07-30,21983761800
2009-07-31,22502711000
2009-08-03,23424293200
2009-08-04,24189295900
2009-08-05,24359296500
2009-08-06,23656925600
2009-08-07,24095348200
2009-08-10,23518240900
2009-08-11,22668237900
2009-08-12,23249818900
2009-08-13,23312450700
2009-08-14,22815870000
2009-08-17,22028498800
2009-08-18,22941133600
2009-08-19,22936659900
2009-08-20,24184822200
2009-08-21,23943242400
2009-08-24,23844821000
2009-08-25,24260875100
2009-08-26,23920873900
2009-08-27,23902979100
2009-08-28,23701662600
2009-08-31,23477977600
2009-09-01,22431131800
2009-09-02,22372973700
2009-09-03,22730869700
2009-09-04,23137976400
2009-09-08,23401924700
2009-09-09,23795610300
2009-09-10,24131137800
2009-09-11,23589820100
2009-09-14,23844821000
2009-09-15,23791136600
2009-09-16,24471139000
2009-09-17,24064032300
2009-09-18,24332454300
2009-09-21,23379556200
2009-09-22,23831399900
2009-09-23,22659290500
2009-09-24,22941133600
2009-09-25,23003765400
2009-09-28,23634557100
2009-09-29,23558504200
2009-09-30,23531662000
2009-10-01,24922379840
2009-10-02,25134674280
2009-10-05,25855487960
2009-10-06,26072719480
2009-10-07,26280076840
2009-10-08,26561490400
2009-10-09,27237870360
2009-10-12,27213184960
2009-10-13,26413378000
2009-10-14,26507182520
2009-10-15,27030513000
2009-10-16,26127027360
2009-10-19,25796243000
2009-10-20,23618990720
2009-10-21,22651323040
2009-10-22,23046289440
2009-10-23,22562455600
2009-10-26,21970006000
2009-10-27,21352871000
2009-10-28,21022086640
2009-10-29,21979880160
2009-10-30,20725861840
2009-11-02,20957904600
2009-11-03,20839414680
2009-11-04,20064293120
2009-11-05,21135639480
2009-11-06,20464196600
2009-11-09,21589850840
2009-11-10,21180073200
2009-11-11,20849288840
2009-11-12,20074167280
2009-11-13,19970488600
2009-11-16,20088978520
2009-11-17,20666616880
2009-11-18,21096142840
2009-11-19,20582686520
2009-11-20,20143286400
2009-11-23,20607371920
2009-11-24,20518504480
2009-11-25,20390140400
2009-11-27,19847061600
2009-11-30,20390140400
2009-12-01,21091205760
2009-12-02,21249192320
2009-12-03,20316084200
2009-12-04,20577749440
2009-12-07,20163034720
2009-12-08,20113663920
2009-12-09,20242028000
2009-12-10,20024796480
2009-12-11,19452095200
2009-12-14,19713760440
2009-12-15,19649578400
2009-12-16,19842124520
2009-12-17,19615018840
2009-12-18,20538252800
2009-12-21,20864100080
2009-12-22,21654032880
2009-12-23,22039125120
2009-12-24,22211922920
2009-12-28,21905823960
2009-12-29,21703403680
2009-12-30,21668844120
2009-12-31,21496046320
2010-01-04,21989382480
2010-01-05,22033895400
2010-01-06,21667900280
2010-01-07,22058624800
2010-01-08,22508699880
2010-01-11,21939923680
2010-01-12,21860789600
2010-01-13,22063570680
2010-01-14,21658008520
2010-01-15,21104069960
2010-01-19,21366201600
2010-01-20,22889532640
2010-01-21,22488916360
2010-01-22,21445335680
2010-01-25,21732196720
2010-01-26,21306851040
2010-01-27,22014111880
2010-01-28,21677792040
2010-01-29,21207933440
2010-02-01,21841006080
2010-02-02,22043787160
2010-02-03,21959707200
2010-02-04,21301905160
2010-02-05,21440389800
2010-02-08,21267284000
2010-02-09,21870681360
2010-02-10,22078408320
2010-02-11,22281189400
2010-02-12,22068516560
2010-02-16,22488916360
2010-02-17,22177325920
2010-02-18,22370215240
2010-02-19,23067584320
2010-02-22,23136826640
2010-02-23,22681805680
2010-02-24,22444403440
2010-02-25,22251514120
2010-02-26,22211947080
2010-03-01,22241622360
2010-03-02,22271297640
2010-03-03,22216892960
2010-03-04,22305918800
2010-03-05,22572996320
2010-03-08,22498808120
2010-03-09,22642238640
2010-03-10,22409782280
2010-03-11,22271297640
2010-03-12,22083354200
2010-03-15,22024003640
2010-03-16,22300972920
2010-03-17,22884586760
2010-03-18,22869749120
2010-03-19,22726318600
2010-03-22,22597725720
2010-03-23,22830182080
2010-03-24,22439457560
2010-03-25,22780723280
2010-03-26,22830182080
2010-03-29,22884586760
2010-03-30,22642238640
2010-03-31,22371654840
2010-04-01,22783007820
2010-04-05,22971338100
2010-04-06,23100195660
2010-04-07,23001074460
2010-04-08,22986206280
2010-04-09,23273657760
2010-04-12,23823780420
2010-04-13,23714747100
2010-04-14,23714747100
2010-04-15,23764307700
2010-04-16,23045679000
2010-04-19,23417383500
2010-04-20,22441039680
2010-04-21,21643114020
2010-04-22,21999950340
2010-04-23,22044554880
2010-04-26,21682762500
2010-04-27,21202024680
2010-04-28,21578685240
2010-04-29,21965257920
2010-04-30,21558861000
2010-05-03,21702586740
2010-05-04,21117771660
2010-05-05,21514256460
2010-05-06,20874924720
2010-05-07,20488352040
2010-05-10,21449827680
2010-05-11,21216892860
2010-05-12,21211936800
2010-05-13,20770847460
2010-05-14,20632077780
2010-05-17,20587473240
2010-05-18,20111691480
2010-05-19,20121603600
2010-05-20,19333590060
2010-05-21,19650777900
2010-05-24,19125435540
2010-05-25,19269161280
2010-05-26,18976753740
2010-05-27,19398018840
2010-05-28,18917281020
2010-06-01,18347334120
2010-06-02,19021358280
2010-06-03,19284029460
2010-06-04,18079706880
2010-06-07,17980585680
2010-06-08,18268037160
2010-06-09,18089619000
2010-06-10,18610005300
2010-06-11,18674434080
2010-06-14,18352290180
2010-06-15,19075874940
2010-06-16,18907368900
2010-06-17,18619917420
2010-06-18,18436543200
2010-06-21,18421675020
2010-06-22,18045014460
2010-06-23,17747650860
2010-06-24,17276825160
2010-06-25,17757562980
2010-06-28,17499847860
2010-06-29,16825823700
2010-06-30,16761394920
2010-07-01,16497861120
2010-07-02,16264868490
2010-07-06,16527604860
2010-07-07,18158553270
2010-07-08,18034621020
2010-07-09,18446076090
2010-07-12,18401460480
2010-07-13,19006249860
2010-07-14,18629495820
2010-07-15,18758385360
2010-07-16,18297357390
2010-07-19,18515478150
2010-07-20,19596167370
2010-07-21,18778214520
2010-07-22,19363174740
2010-07-23,19725056910
2010-07-26,19680441300
2010-07-27,19333431000
2010-07-28,19268986230
2010-07-29,19343345580
2010-07-30,19293772680
2010-08-02,19883690190
2010-08-03,19759757940
2010-08-04,19814288130
2010-08-05,19804373550
2010-08-06,19373089320
2010-08-09,19625911110
2010-08-10,19407790350
2010-08-11,18515478150
2010-08-12,18490691700
2010-08-13,18480777120
2010-08-16,18396503190
2010-08-17,18981463410
2010-08-18,19040950890
2010-08-19,18346930290
2010-08-20,18287442810
2010-08-23,18059407470
2010-08-24,17509148280
2010-08-25,17553763890
2010-08-26,17286070230
2010-08-27,17771884650
2010-08-30,17295984810
2010-08-31,17390173320
2010-09-01,18094108500
2010-09-02,18059407470
2010-09-03,18798043680
2010-09-07,18193254300
2010-09-08,18490691700
2010-09-09,18966591540
2010-09-10,18803000970
2010-09-13,19244199780
2010-09-14,18951719670
2010-09-15,19259071650
2010-09-16,19154968560
2010-09-17,18941805090
2010-09-20,19591210080
2010-09-21,19154968560
2010-09-22,18713769750
2010-09-23,18431204220
2010-09-24,18996335280
2010-09-27,18926933220
2010-09-28,18822830130
2010-09-29,18510520860
2010-09-30,18669154140
2010-10-01,18938404400
2010-10-04,18606325600
2010-10-05,19181268000
2010-10-06,19349785600
2010-10-07,19166398800
2010-10-08,19325003600
2010-10-11,19577780000
2010-10-12,19657082400
2010-10-13,19904902400
2010-10-14,19746297600
2010-10-15,19850382000
2010-10-18,20425324400
2010-10-19,19974292000
2010-10-20,20088289200
2010-10-21,19944553600
2010-10-22,20023856000
2010-10-25,19954466400
2010-10-26,20311327200
2010-10-27,20529408800
2010-10-28,20375760400
2010-10-29,20697926400
2010-11-01,20702882800
2010-11-02,20782185200
2010-11-03,20955659200
2010-11-04,21783378000
2010-11-05,22536750800
2010-11-08,22179890000
2010-11-09,21793290800
2010-11-10,22140238800
2010-11-11,22283974400
2010-11-12,21753639600
2010-11-15,21743726800
2010-11-16,21376953200
2010-11-17,21317476400
2010-11-18,21783378000
2010-11-19,21530601600
2010-11-22,21213392000
2010-11-23,20866444000
2010-11-24,21654511600
2010-11-26,21728857600
2010-11-29,21659468000
2010-11-30,21411648000
2010-12-01,22204672000
2010-12-02,22611096800
2010-12-03,22655704400
2010-12-06,22680486400
2010-12-07,22556576400
2010-12-08,22888655200
2010-12-09,22670573600
2010-12-10,22764745200
2010-12-13,22482230400
2010-12-14,22402928000
2010-12-15,22482230400
2010-12-16,22650748000
2010-12-17,22536750800
2010-12-20,22749876000
2010-12-21,23136475200
2010-12-22,23676722800
2010-12-23,23404120800
2010-12-27,23379338800
2010-12-28,23195952000
2010-12-29,23126562400
2010-12-30,22933262800
2010-12-31,22967957600
2011-01-03,23689569020
2011-01-04,23221946280
2011-01-05,23520428880
2011-01-06,23540327720
2011-01-07,23192098020
2011-01-10,23082654400
2011-01-11,23455757650
2011-01-12,23769164380
2011-01-13,24162166470
2011-01-14,24868575290
2011-01-18,24903398260
2011-01-19,23878608000
2011-01-20,23659720760
2011-01-21,24002975750
2011-01-24,23784088510
2011-01-25,23724391990
2011-01-26,23585100110
2011-01-27,23669670180
2011-01-28,23087629110
2011-01-31,23241845120
2011-02-01,23704493150
2011-02-02,23515454170
2011-02-03,23152300340
2011-02-04,23067730270
2011-02-07,23540327720
2011-02-08,23535353010
2011-02-09,23455757650
2011-02-10,23769164380
2011-02-11,23371187580
2011-02-14,23177173890
2011-02-15,22734424700
2011-02-16,22983160200
2011-02-17,22903564840
2011-02-18,22943362520
2011-02-22,22147408920
2011-02-23,22003142330
2011-02-24,22023041170
2011-02-25,22286700800
2011-02-28,22246903120
2011-03-01,22062838850
2011-03-02,21903648130
2011-03-03,21968319360
2011-03-04,21794204510
2011-03-07,21809128640
2011-03-08,22182231890
2011-03-09,22147408920
2011-03-10,21585266690
2011-03-11,21560393140
2011-03-14,21575317270
2011-03-15,21256935830
2011-03-16,21376328870
2011-03-17,21590241400
2011-03-18,22072788270
2011-03-21,21848926320
2011-03-22,21704659730
2011-03-23,21774305670
2011-03-24,21928521680
2011-03-25,21908622840
2011-03-28,21759381540
2011-03-29,21933496390
2011-03-30,22421017970
2011-03-31,22326461640
2011-04-01,22589768820
2011-04-04,22674225840
2011-04-05,22748746740
2011-04-06,23036894220
2011-04-07,23036894220
2011-04-08,22882884360
2011-04-11,22947469140
2011-04-12,22932564960
2011-04-13,22644417480
2011-04-14,22430790900
2011-04-15,22559960460
2011-04-18,22192324020
2011-04-19,22699066140
2011-04-20,22863012120
2011-04-21,23012053920
2011-04-25,22833203760
2011-04-26,23339945880
2011-04-27,23131287360
2011-04-28,23111415120
2011-04-29,23126319300
2011-05-02,23295233340
2011-05-03,23200840200
2011-05-04,23036894220
2011-05-05,22793459280
2011-05-06,23126319300
2011-05-09,23096510940
2011-05-10,23389626480
2011-05-11,23290265280
2011-05-12,23111415120
2011-05-13,22629513300
2011-05-16,22748746740
2011-05-17,23056766460
2011-05-18,23389626480
2011-05-19,23583380820
2011-05-20,23270393040
2011-05-23,22679193900
2011-05-24,22336397760
2011-05-25,22445695080
2011-05-26,22525184040
2011-05-27,22450663140
2011-05-31,22738810620
2011-06-01,21635901300
2011-06-02,21854495940
2011-06-03,21611061000
2011-06-06,21382530240
2011-06-07,21193743960
2011-06-08,20940372900
2011-06-09,21551444280
2011-06-10,21218584260
2011-06-13,21357689940
2011-06-14,21919080720
2011-06-15,21198712020
2011-06-16,21437178900
2011-06-17,21566348460
2011-06-20,21566348460
2011-06-21,21973729380
2011-06-22,21879336240
2011-06-23,21924048780
2011-06-24,21516667860
2011-06-27,21968761320
2011-06-28,21864432060
2011-06-29,22435758960
2011-06-30,22400982540
2011-07-01,22554098000
2011-07-05,22151609200
2011-07-06,22603182000
2011-07-07,22990945600
2011-07-08,22745525600
2011-07-11,21881647200
2011-07-12,21827654800
2011-07-13,21911097600
2011-07-14,21695128000
2011-07-15,21513517200
2011-07-18,21081578000
2011-07-19,20625096800
2011-07-20,20909784000
2011-07-21,21322089600
2011-07-22,20919600800
2011-07-25,20924509200
2011-07-26,20821432800
2011-07-27,20423852400
2011-07-28,20497478400
2011-07-29,20355134800
2011-08-01,20306050800
2011-08-02,19898653600
2011-08-03,20055722400
2011-08-04,18941515600
2011-08-05,19015141600
2011-08-08,17100865600
2011-08-09,17503354400
2011-08-10,16315521600
2011-08-11,17464087200
2011-08-12,17022331200
2011-08-15,17105774000
2011-08-16,16978155600
2011-08-17,17086140400
2011-08-18,16035742800
2011-08-19,15662704400
2011-08-22,15593986800
2011-08-23,16232078800
2011-08-24,16727827200
2011-08-25,16487315600
2011-08-26,16708193600
2011-08-29,17341377200
2011-08-30,17228484000
2011-08-31,17434636800
2011-09-01,17081231999
2011-09-02,16359697200
2011-09-06,15991567200
2011-09-07,16786728000
2011-09-08,16344971999
2011-09-09,15731421999
2011-09-12,15903216000
2011-09-13,16079918399
2011-09-14,16305704800
2011-09-15,16914346400
2011-09-16,16899621200
2011-09-19,16094643600
2011-09-20,16035742800
2011-09-21,15451643200
2011-09-22,15324024800
2011-09-23,15186589600
2011-09-26,15814864800
2011-09-27,16423506400
2011-09-28,15814864800
2011-09-29,16232078800
2011-09-30,15785414399
2011-10-03,14732537960
2011-10-04,15547240520
2011-10-05,15746066740
2011-10-06,15818808039
2011-10-07,15319317780
2011-10-10,16114622659
2011-10-11,16051580200
2011-10-12,16391039599
2011-10-13,16109773240
2011-10-14,16439533800
2011-10-17,16424985539
2011-10-18,18180475580
2011-10-19,17899209220
2011-10-20,18515085560
2011-10-21,18806050760
2011-10-24,19106714800
2011-10-25,18791502500
2011-10-26,18844846120
2011-10-27,20314220380
2011-10-28,20372413420
2011-10-31,19586807380
2011-11-01,18796351920
2011-11-02,19509216660
2011-11-03,19577108540
2011-11-04,19392830580
2011-11-07,19688645200
2011-11-08,20241479080
2011-11-09,19126112480
2011-11-10,19451023620
2011-11-11,19999008080
2011-11-14,19834127800
2011-11-15,19882622000
2011-11-16,19363734060
2011-11-17,18689664680
2011-11-18,18670267000
2011-11-21,18034992980
2011-11-22,18064089500
2011-11-23,17617942860
2011-11-25,17574298080
2011-11-28,17899209220
2011-11-29,17768274880
2011-11-30,19227950300
2011-12-01,19019425240
2011-12-02,19387981160
2011-12-05,19480120140
2011-12-06,19528614340
2011-12-07,20047502280
2011-12-08,19305541020
2011-12-09,19848676060
2011-12-12,19431625940
2011-12-13,19179456100
2011-12-14,19024274660
2011-12-15,18966081620
2011-12-16,19417077680
2011-12-19,18927286260
2011-12-20,19630452160
2011-12-21,19698344040
2011-12-22,19926266780
2011-12-23,20071749380
2011-12-27,19969911560
2011-12-28,19543162600
2011-12-29,19775934760
2011-12-30,19548012020
2012-01-03,20280274440
2012-01-04,20028104600
2012-01-05,20251177920
2012-01-06,20251177920
2012-01-09,20256027340
2012-01-10,20934946140
2012-01-11,20876753100
2012-01-12,21148320620
2012-01-13,20823409480
2012-01-17,20731270500
2012-01-18,19373432900
2012-01-19,19911718520
2012-01-20,20125093000
2012-01-23,20265726180
2012-01-24,20032954020
2012-01-25,19354035220
2012-01-26,18806050760
2012-01-27,18941834520
2012-01-30,18830297860
2012-01-31,19000027560
2012-02-01,19494668400
2012-02-02,19872923160
2012-02-03,20643980940
2012-02-06,20285123860
2012-02-07,20192984880
2012-02-08,20275425020
2012-02-09,19931116200
2012-02-10,19717741720
2012-02-13,19509216660
2012-02-14,19135811320
2012-02-15,19164907840
2012-02-16,19572259120
2012-02-17,19518915500
2012-02-21,19402529420
2012-02-22,19213402040
2012-02-23,19814730120
2012-02-24,19654699260
2012-02-27,20105695320
2012-02-28,20377262840
2012-02-29,20479100660
2012-03-01,20571239640
2012-03-02,20357865160
2012-03-05,20251177920
2012-03-06,19843826640
2012-03-07,20086297640
2012-03-08,20251177920
2012-03-09,20416058200
2012-03-12,20212382560
2012-03-13,21274405540
2012-03-14,21764196960
2012-03-15,22229741280
2012-03-16,22190945920
2012-03-19,22287934320
2012-03-20,22258837800
2012-03-21,22079409260
2012-03-22,21827239420
2012-03-23,22127903460
2012-03-26,22447965180
2012-03-27,22060011580
2012-03-28,22050312740
2012-03-29,21851486520
2012-03-30,22064861000
2012-04-02,22086815520
2012-04-03,22096443600
2012-04-04,21470618400
2012-04-05,21451362240
2012-04-09,21095123280
2012-04-10,20700372000
2012-04-11,20854421280
2012-04-12,21268428720
2012-04-13,20791838760
2012-04-16,21027726720
2012-04-17,21446548200
2012-04-18,21634295760
2012-04-19,21677622120
2012-04-20,21720948480
2012-04-23,21456176280
2012-04-24,21769088880
2012-04-25,22120513800
2012-04-26,22317889440
2012-04-27,22298633280
2012-04-30,22250492880
2012-05-01,22409356200
2012-05-02,22221608640
2012-05-03,22178282280
2012-05-04,21754646760
2012-05-07,21793159080
2012-05-08,21538014960
2012-05-09,21018098640
2012-05-10,21133635600
2012-05-11,20974772280
2012-05-14,20430785760
2012-05-15,20594463120
2012-05-16,20122687200
2012-05-17,19978266000
2012-05-18,19785704400
2012-05-21,20045662560
2012-05-22,19949381760
2012-05-23,20170827600
2012-05-24,20088988920
2012-05-25,20113059120
2012-05-29,20493368280
2012-05-30,20040848520
2012-05-31,19838658840
2012-06-01,19198391520
2012-06-04,19025086080
2012-06-05,19188763440
2012-06-06,19795332480
2012-06-07,20146757400
2012-06-08,20295992640
2012-06-11,20599277160
2012-06-12,20902561680
2012-06-13,20854421280
2012-06-14,20844793200
2012-06-15,21109565400
2012-06-18,20994028440
2012-06-19,21383965680
2012-06-20,21133635600
2012-06-21,20767768560
2012-06-22,21138449640
2012-06-25,20459670000
2012-06-26,20459670000
2012-06-27,20695557960
2012-06-28,20782210680
2012-06-29,21489874560
2012-07-02,21123715600
2012-07-03,21213463050
2012-07-05,21161504000
2012-07-06,20802514200
2012-07-09,20627742850
2012-07-10,20396288900
2012-07-11,20405736000
2012-07-12,20216794000
2012-07-13,20835579050
2012-07-16,20849749700
2012-07-17,19522432150
2012-07-18,19654691550
2012-07-19,19621626700
2012-07-20,18931988400
2012-07-23,18761940600
2012-07-24,18620234100
2012-07-25,18502145350
2012-07-26,18747769950
2012-07-27,19068971350
2012-07-30,18979223900
2012-07-31,19073694900
2012-08-01,19007565200
2012-08-02,18686363800
2012-08-03,19224848500
2012-08-06,19125653950
2012-08-07,19512985050
2012-08-08,19546049900
2012-08-09,19749162550
2012-08-10,19768056750
2012-08-13,19739715450
2012-08-14,19470473100
2012-08-15,19531879250
2012-08-16,19635797350
2012-08-17,19796398050
2012-08-20,19796398050
2012-08-21,19768056750
2012-08-22,19687756400
2012-08-23,19470473100
2012-08-24,19574391200
2012-08-27,19413790500
2012-08-28,19413790500
2012-08-29,19475196650
2012-08-30,19451578900
2012-08-31,19649968000
2012-09-04,19706650600
2012-09-05,19815292250
2012-09-06,20245135300
2012-09-07,20311265000
2012-09-10,20264029500
2012-09-11,20358500500
2012-09-12,20396288900
2012-09-13,20826131950
2012-09-14,20745831600
2012-09-17,20741108050
2012-09-18,20637189950
2012-09-19,20523824750
2012-09-20,20514377650
2012-09-21,20646637050
2012-09-24,20495483450
2012-09-25,20008957800
2012-09-26,19701927050
2012-09-27,19857804200
2012-09-28,19820015800
2012-10-01,19324391730
2012-10-02,19328985120
2012-10-03,19264677660
2012-10-04,19425446310
2012-10-05,19287644610
2012-10-08,19269271050
2012-10-09,19057975110
2012-10-10,19044194940
2012-10-11,19301424780
2012-10-12,19007447820
2012-10-15,19099315620
2012-10-16,19995026670
2012-10-17,20527859910
2012-10-18,20638101270
2012-10-19,20514079740
2012-10-22,20537046690
2012-10-23,20174168880
2012-10-24,20330344140
2012-10-25,20527859910
2012-10-26,20385464820
2012-10-31,20472739230
2012-11-01,20693221950
2012-11-02,20541640080
2012-11-05,21097440270
2012-11-06,21281175870
2012-11-07,20541640080
2012-11-08,20385464820
2012-11-09,20353311090
2012-11-12,20390058210
2012-11-13,20339530920
2012-11-14,20201729220
2012-11-15,20275223460
2012-11-16,20307377190
2012-11-19,20803463310
2012-11-20,20803463310
2012-11-21,20853990600
2012-11-23,21028539420
2012-11-26,20624321100
2012-11-27,20458959060
2012-11-28,20514079740
2012-11-29,20486519400
2012-11-30,20413025160
2012-12-03,20537046690
2012-12-04,20394651600
2012-12-05,20500299570
2012-12-06,20472739230
2012-12-07,20739155850
2012-12-10,20642694660
2012-12-11,20831023650
2012-12-12,20858583990
2012-12-13,20831023650
2012-12-14,20876957550
2012-12-17,21327109770
2012-12-18,21575152830
2012-12-19,21359263500
2012-12-20,21382230450
2012-12-21,21317922990
2012-12-24,21304142820
2012-12-26,21345483330
2012-12-27,21276582480
2012-12-28,21152560950
2012-12-31,21593526390
2013-01-02,21952500800
2013-01-03,21834378900
2013-01-04,22438617850
2013-01-07,22461333600
2013-01-08,22311409650
2013-01-09,22493135650
2013-01-10,22829328750
2013-01-11,22979252700
2013-01-14,23174608150
2013-01-15,23079202000
2013-01-16,22647602750
2013-01-17,22888389700
2013-01-18,24242248400
2013-01-22,25100903750
2013-01-23,25137248950
2013-01-24,25223568800
2013-01-25,25646081750
2013-01-28,25618822850
2013-01-29,25459812600
2013-01-30,25405294800
2013-01-31,25282629750
2013-02-01,25605193400
2013-02-04,25414381100
2013-02-05,25518873550
2013-02-06,25614279700
2013-02-07,25546132450
2013-02-08,25691513250
2013-02-11,25714229000
2013-02-12,25864152950
2013-02-13,25927757050
2013-02-14,25986818000
2013-02-15,26004990600
2013-02-19,26141285100
2013-02-20,25773289950
2013-02-21,25482528350
2013-02-22,25982274850
2013-02-25,25532503000
2013-02-26,25850523500
2013-02-27,25882325550
2013-02-28,25709685850
2013-03-01,25582477650
2013-03-04,25941386500
2013-03-05,26123112500
2013-03-06,26650117900
2013-03-07,26650117900
2013-03-08,26895448000
2013-03-11,26977224700
2013-03-12,26863645950
2013-03-13,27172580150
2013-03-14,27236184250
2013-03-15,27272529450
2013-03-18,26945422650
2013-03-19,26922706900
2013-03-20,27499686950
2013-03-21,26804585000
2013-03-22,27154407550
2013-03-25,26949965800
2013-03-26,27149864400
2013-03-27,26990854150
2013-03-28,26845473350
2013-04-01,26330208480
2013-04-02,26547252960
2013-04-03,25733336160
2013-04-04,25850901920
2013-04-05,26031772320
2013-04-08,26208120960
2013-04-09,26443252480
2013-04-10,27103429440
2013-04-11,27347604480
2013-04-12,27017516000
2013-04-15,26072468160
2013-04-16,26366382560
2013-04-17,25905163040
2013-04-18,25552465760
2013-04-19,25742379680
2013-04-22,25887076000
2013-04-23,26343773760
2013-04-24,26348295520
2013-04-25,26361860800
2013-04-26,26162903360
2013-04-29,26294034400
2013-04-30,26438730720
2013-05-01,25986554720
2013-05-02,26045337600
2013-05-03,26881863200
2013-05-06,26918037280
2013-05-07,26985863680
2013-05-08,27383778560
2013-05-09,27230038720
2013-05-10,27279778080
2013-05-13,27885693920
2013-05-14,28753871840
2013-05-15,28762915360
2013-05-16,28853350560
2013-05-17,29463788160
2013-05-20,29477353440
2013-05-21,29432135840
2013-05-22,29463788160
2013-05-23,29210569599
2013-05-24,29160830239
2013-05-28,30363618400
2013-05-29,30227965599
2013-05-30,30381705440
2013-05-31,29925007680
2013-06-03,29983790560
2013-06-04,29911442400
2013-06-05,29337178879
2013-06-06,29631093280
2013-06-07,30494749440
2013-06-10,30458575360
2013-06-11,29897877120
2013-06-12,29350744160
2013-06-13,30029008160
2013-06-14,29870746560
2013-06-17,30227965599
2013-06-18,30440488319
2013-06-19,30151095680
2013-06-20,29830050720
2013-06-21,29368831200
2013-06-24,28979959840
2013-06-25,29319091840
2013-06-26,29386918239
2013-06-27,29640136800
2013-06-28,29486396959
2013-07-01,29122473600
2013-07-02,29171188200
2013-07-03,29144616600
2013-07-05,30008193600
2013-07-08,30030336600
2013-07-09,30482053800
2013-07-10,30371338800
2013-07-11,30335910000
2013-07-12,30535197000
2013-07-15,30668055000
2013-07-16,30420053400
2013-07-17,30734484000
2013-07-18,31044485999
2013-07-19,30681340800
2013-07-22,31009057200
2013-07-23,31531632000
2013-07-24,30854056200
2013-07-25,30712340999
2013-07-26,30535197000
2013-07-29,30349195800
2013-07-30,30397910400
2013-07-31,30854056200
2013-08-01,31310202000
2013-08-02,31252630199
2013-08-05,31155200999
2013-08-06,31288059000
2013-08-07,30707912400
2013-08-08,30783198600
2013-08-09,30699055199
2013-08-12,30358053000
2013-08-13,30659197800
2013-08-14,30672483600
2013-08-15,30025908000
2013-08-16,30048050999
2013-08-19,29857621200
2013-08-20,30229623600
2013-08-21,30207480599
2013-08-22,30880627800
2013-08-23,30854056200
2013-08-26,30787627200
2013-08-27,29614048200
2013-08-28,29578619400
2013-08-29,29760192000
2013-08-30,29547619200
2013-09-03,29919621600
2013-09-04,30229623600
2013-09-05,30251766600
2013-09-06,29950621799
2013-09-09,30163194600
2013-09-10,30402339000
2013-09-11,30242909400
2013-09-12,30025908000
2013-09-13,30136623000
2013-09-16,30482053800
2013-09-17,30601625999
2013-09-18,30570625800
2013-09-19,30393481799
2013-09-20,29955050400
2013-09-23,29490047400
2013-09-24,29445761399
2013-09-25,29552047800
2013-09-26,29658334200
2013-09-27,29321760599
2013-09-30,29118045000
2013-10-01,29072595700
2013-10-02,28741333740
2013-10-03,28658518250
2013-10-04,28950551820
2013-10-07,28745692450
2013-10-08,28205212409
2013-10-09,28235723380
2013-10-10,29251302810
2013-10-11,29299248620
2013-10-14,29321042170
2013-10-15,29216433130
2013-10-16,29870239630
2013-10-17,30301751920
2013-10-18,30410719670
2013-10-21,30428154510
2013-10-22,29438727340
2013-10-23,29482314440
2013-10-24,29613075740
2013-10-25,29961772539
2013-10-28,29892033180
2013-10-29,30624296460
2013-10-30,30611220330
2013-10-31,30541480969
2013-11-01,30663524849
2013-11-04,30911971320
2013-11-05,30859666800
2013-11-06,31025297780
2013-11-07,30445589349
2013-11-08,31321690060
2013-11-11,31299896510
2013-11-12,30467382900
2013-11-13,30894536479
2013-11-14,30781210020
2013-11-15,30789927440
2013-11-18,30942482289
2013-11-19,30903253900
2013-11-20,30981710680
2013-11-21,31404505550
2013-11-22,31687821700
2013-11-25,31430657810
2013-11-26,31622441050
