,HPQ
2009-04-13,37513980000
2009-04-14,37083060000
2009-04-15,37873080000
2009-04-16,39788280000
2009-04-17,39453120000
2009-04-20,37681560000
2009-04-21,38519460000
2009-04-22,37681560000
2009-04-23,37777320000
2009-04-24,38902500000
2009-04-27,38519460000
2009-04-28,38495519999
2009-04-29,39620700000
2009-04-30,38921880000
2009-05-01,39493559999
2009-05-04,40160520000
2009-05-05,39803220000
2009-05-06,39279180000
2009-05-07,37349760000
2009-05-08,37492680000
2009-05-11,37873800000
2009-05-12,37849980000
2009-05-13,36992460000
2009-05-14,37778520000
2009-05-15,37849980000
2009-05-18,38636040000
2009-05-19,39565020000
2009-05-20,37492680000
2009-05-21,37016280000
2009-05-22,36921000000
2009-05-26,37278300000
2009-05-27,37135380000
2009-05-28,37516500000
2009-05-29,37159200000
2009-06-01,38921880000
2009-06-02,38755140000
2009-06-03,38540760000
2009-06-04,39040980000
2009-06-05,40398720000
2009-06-08,40446360000
2009-06-09,39850860000
2009-06-10,39779400000
2009-06-11,40255800000
2009-06-12,40827480000
2009-06-15,40089059999
2009-06-16,39850860000
2009-06-17,40470180000
2009-06-18,40613100000
2009-06-19,41470620000
2009-06-22,40803660000
2009-06-23,40398720000
2009-06-24,40255800000
2009-06-25,41232420000
2009-06-26,40684559999
2009-06-29,42161400000
2009-06-30,41804100000
2009-07-01,41827920000
2009-07-02,40922760000
2009-07-06,40803660000
2009-07-07,39850860000
2009-07-08,40231980000
2009-07-09,40327260000
2009-07-10,40279620000
2009-07-13,40327260000
2009-07-14,40160520000
2009-07-15,41970840000
2009-07-16,42899820000
2009-07-17,43233300000
2009-07-20,43733520000
2009-07-21,43876440000
2009-07-22,44114640000
2009-07-23,45019800000
2009-07-24,45115080000
2009-07-27,45258000000
2009-07-28,45400920000
2009-07-29,45615300000
2009-07-30,46186980000
2009-07-31,46358280000
2009-08-03,46429020000
2009-08-04,46476180000
2009-08-05,46311120000
2009-08-06,45179280000
2009-08-07,46617660000
2009-08-10,46759139999
2009-08-11,46452600000
2009-08-12,47301480000
2009-08-13,47490120000
2009-08-14,47207160000
2009-08-17,46146060000
2009-08-18,47065680000
2009-08-19,46924200000
2009-08-20,47089260000
2009-08-21,47938139999
2009-08-24,47938139999
2009-08-25,47820240000
2009-08-26,47608020000
2009-08-27,47961720000
2009-08-28,47914560000
2009-08-31,48056040000
2009-09-01,46971360000
2009-09-02,47372220000
2009-09-03,47584440000
2009-09-04,48291840000
2009-09-08,48669120000
2009-09-09,49235040000
2009-09-10,49777380000
2009-09-11,49352940000
2009-09-14,48928500000
2009-09-15,48857760000
2009-09-16,48857760000
2009-09-17,48928500000
2009-09-18,49400100000
2009-09-21,49612320000
2009-09-22,50319720000
2009-09-23,50248980000
2009-09-24,50178240000
2009-09-25,50343300000
2009-09-28,51262920000
2009-09-29,50791320000
2009-09-30,50531940000
2009-10-01,49211460000
2009-10-02,48480480000
2009-10-05,49329360000
2009-10-06,50319720000
2009-10-07,49848120000
2009-10-08,49730220000
2009-10-09,50720580000
2009-10-12,50366880000
2009-10-13,49989600000
2009-10-14,51262920000
2009-10-15,51380820000
2009-10-16,51781680000
2009-10-19,51899580000
2009-10-20,52182540000
2009-10-21,51616620000
2009-10-22,51734520000
2009-10-23,51993900000
2009-10-26,51239340000
2009-10-27,50626260000
2009-10-28,50248980000
2009-10-29,51758100000
2009-10-30,50814900000
2009-11-02,51545880000
2009-11-03,50862060000
2009-11-04,51121440000
2009-11-05,52300440000
2009-11-06,52630560000
2009-11-09,53526600000
2009-11-10,53479440000
2009-11-11,53526600000
2009-11-12,53196480000
2009-11-13,53432280000
2009-11-16,54399060000
2009-11-17,54941400000
2009-11-18,54045360000
2009-11-19,53337960000
2009-11-20,53573760000
2009-11-23,54611280000
2009-11-24,53738820000
2009-11-25,53573760000
2009-11-27,52536240000
2009-11-30,52512660000
2009-12-01,53078580000
2009-12-02,52441920000
2009-12-03,52418340000
2009-12-04,53290800000
2009-12-07,52677720000
2009-12-08,52394760000
2009-12-09,53479440000
2009-12-10,53668080000
2009-12-11,53573760000
2009-12-14,54257580000
2009-12-15,54587700000
2009-12-16,54988560000
2009-12-17,54116100000
2009-12-18,55130040000
2009-12-21,55648800000
2009-12-22,56167560000
2009-12-23,56191139999
2009-12-24,56592000000
2009-12-28,56474100000
2009-12-29,56285460000
2009-12-30,56662740000
2009-12-31,55153620000
2010-01-04,56143980000
2010-01-05,56379780000
2010-01-06,55861020000
2010-01-07,55884600000
2010-01-08,56309040000
2010-01-11,56120400000
2010-01-12,55625220000
2010-01-13,55908180000
2010-01-14,56214720000
2010-01-15,56167560000
2010-01-19,56474100000
2010-01-20,55884600000
2010-01-21,54917820000
2010-01-22,52772040000
2010-01-25,53597340000
2010-01-26,53243639999
2010-01-27,52937100000
2010-01-28,51168600000
2010-01-29,50390460000
2010-02-01,50933400000
2010-02-02,51730700000
2010-02-03,51871400000
2010-02-04,50065750000
2010-02-05,50370600000
2010-02-08,50675450000
2010-02-09,51238250000
2010-02-10,51121000000
2010-02-11,51754150000
2010-02-12,51590000000
2010-02-16,52645250000
2010-02-17,53348750000
2010-02-18,54099150000
2010-02-19,54075700000
2010-02-22,53817750000
2010-02-23,53348750000
2010-02-24,54075700000
2010-02-25,54216400000
2010-02-26,54075700000
2010-03-01,54873000000
2010-03-02,54427450000
2010-03-03,54404000000
2010-03-04,54849550000
2010-03-05,55388900000
2010-03-08,55084050000
2010-03-09,55224750000
2010-03-10,55130950000
2010-03-11,55388900000
2010-03-12,55740650000
2010-03-15,55811000000
2010-03-16,55740650000
2010-03-17,55599950000
2010-03-18,56139300000
2010-03-19,55881349999
2010-03-22,56373800000
2010-03-23,56584850000
2010-03-24,56491050000
2010-03-25,56960050000
2010-03-26,56866250000
2010-03-29,56397250000
2010-03-30,56702100000
2010-03-31,56584850000
2010-04-01,56678650000
2010-04-05,57358700000
2010-04-06,57335250000
2010-04-07,56725550000
2010-04-08,57100750000
2010-04-09,57358700000
2010-04-12,57358700000
2010-04-13,57264900000
2010-04-14,58038750000
2010-04-15,57733900000
2010-04-16,57218000000
2010-04-19,57100750000
2010-04-20,57030400000
2010-04-21,57171100000
2010-04-22,56749000000
2010-04-23,57382150000
2010-04-26,57757350000
2010-04-27,56702100000
2010-04-28,56725550000
2010-04-29,56303450000
2010-04-30,54775980000
2010-05-03,55565460000
2010-05-04,53382780000
2010-05-05,53684640000
2010-05-06,50944680000
2010-05-07,49272840000
2010-05-10,51757380000
2010-05-11,51037560000
2010-05-12,52245000000
2010-05-13,51362640000
2010-05-14,49992660000
2010-05-17,50085540000
2010-05-18,49319280000
2010-05-19,49551480000
2010-05-20,48436920000
2010-05-21,49110300000
2010-05-24,48158280000
2010-05-25,48344040000
2010-05-26,48204720000
2010-05-27,49481820000
2010-05-28,48506580000
2010-06-01,48042180000
2010-06-02,49830120000
2010-06-03,50062320000
2010-06-04,48553020000
2010-06-07,47693880000
2010-06-08,48367259999
2010-06-09,47879640000
2010-06-10,49017420000
2010-06-11,49737240000
2010-06-14,49412160000
2010-06-15,50573160000
2010-06-16,50619600000
2010-06-17,50851800000
2010-06-18,50573160000
2010-06-21,50085540000
2010-06-22,49296060000
2010-06-23,49435380000
2010-06-24,48367259999
2010-06-25,48413700000
2010-06-28,48576240000
2010-06-29,46695420000
2010-06-30,45627300000
2010-07-01,45209340000
2010-07-02,45139680000
2010-07-06,45511200000
2010-07-07,47392020000
2010-07-08,47949300000
2010-07-09,47693880000
2010-07-12,48158280000
2010-07-13,49296060000
2010-07-14,49899780000
2010-07-15,49992660000
2010-07-16,48715560000
2010-07-19,49203180000
2010-07-20,49133520000
2010-07-21,47949300000
2010-07-22,48576240000
2010-07-23,48645900000
2010-07-26,49087080000
2010-07-27,50155200000
2010-07-28,49690800000
2010-07-29,48924540000
2010-07-30,48529800000
2010-08-02,47109380000
2010-08-03,46913000000
2010-08-04,46323860000
2010-08-05,45909280000
2010-08-06,45865640000
2010-08-09,42199880000
2010-08-10,41938040000
2010-08-11,40388820000
2010-08-12,39756040000
2010-08-13,40061520000
2010-08-16,40170620000
2010-08-17,40432460000
2010-08-18,40977960000
2010-08-19,40388820000
2010-08-20,39472380000
2010-08-23,38665040000
2010-08-24,38032260000
2010-08-25,37879520000
2010-08-26,37857700000
2010-08-27,37639500000
2010-08-30,38206820000
2010-08-31,38097720000
2010-09-01,38839600000
2010-09-02,39297820000
2010-09-03,39952420000
2010-09-07,39537840000
2010-09-08,38446840000
2010-09-09,38446840000
2010-09-10,37923160000
2010-09-13,37923160000
2010-09-14,38926880000
2010-09-15,39254180000
2010-09-16,39974240000
2010-09-17,38774140000
2010-09-20,39014160000
2010-09-21,39537840000
2010-09-22,39188720000
2010-09-23,39777860000
2010-09-24,40607020000
2010-09-27,40868860000
2010-09-28,41239800000
2010-09-29,42134420000
2010-09-30,41676200000
2010-10-01,40388820000
2010-10-04,40257900000
2010-10-05,40432460000
2010-10-06,40367000000
2010-10-07,40432460000
2010-10-08,40759760000
2010-10-11,40825220000
2010-10-12,40956140000
2010-10-13,41807120000
2010-10-14,41741660000
2010-10-15,42418080000
2010-10-18,42919940000
2010-10-19,42439900000
2010-10-20,42418080000
2010-10-21,42003500000
2010-10-22,42461720000
2010-10-25,42483540000
2010-10-26,42549000000
2010-10-27,42003500000
2010-10-28,42265340000
2010-10-29,41654380000
2010-11-01,42090780000
2010-11-02,42505360000
2010-11-03,43399980000
2010-11-04,43661820000
2010-11-05,43312700000
2010-11-08,43836380000
2010-11-09,43705460000
2010-11-10,43749100000
2010-11-11,42701740000
2010-11-12,41807120000
2010-11-15,42134420000
2010-11-16,41414360000
2010-11-17,40585200000
2010-11-18,41305260000
2010-11-19,42090780000
2010-11-22,42854480000
2010-11-23,43770920000
2010-11-24,43334520000
2010-11-26,42789020000
2010-11-29,42199880000
2010-11-30,41545280000
2010-12-01,42178060000
2010-12-02,42701740000
2010-12-03,42636280000
2010-12-06,42439900000
2010-12-07,41785300000
2010-12-08,42265340000
2010-12-09,42134420000
2010-12-10,42221700000
2010-12-13,41261620000
2010-12-14,41152520000
2010-12-15,40847040000
2010-12-16,41567100000
2010-12-17,41567100000
2010-12-20,41501640000
2010-12-21,41523460000
2010-12-22,41087060000
2010-12-23,41348900000
2010-12-27,41436180000
2010-12-28,41850760000
2010-12-29,41916220000
2010-12-30,41872580000
2010-12-31,41698020000
2011-01-03,42330800000
2011-01-04,43225420000
2011-01-05,43792740000
2011-01-06,44469160000
2011-01-07,44665540000
2011-01-10,44447340000
2011-01-11,45014660000
2011-01-12,45211040000
2011-01-13,45232860000
2011-01-14,45822000000
2011-01-18,45909280000
2011-01-19,45887460000
2011-01-20,46345680000
2011-01-21,46782080000
2011-01-24,47109380000
2011-01-25,46629340000
2011-01-26,46432960000
2011-01-27,46302040000
2011-01-28,45080120000
2011-01-31,44591000000
2011-02-01,45408000000
2011-02-02,45773500000
2011-02-03,46182000000
2011-02-04,46289500000
2011-02-07,46999000000
2011-02-08,46999000000
2011-02-09,47773000000
2011-02-10,47386000000
2011-02-11,47472000000
2011-02-14,47149500000
2011-02-15,46848500000
2011-02-16,47816000000
2011-02-17,47450500000
2011-02-18,47515000000
2011-02-22,47085000000
2011-02-23,42548500000
2011-02-24,41172500000
2011-02-25,41667000000
2011-02-28,42591500000
2011-03-01,41882000000
2011-03-02,42204500000
2011-03-03,42161500000
2011-03-04,41602500000
2011-03-07,40979000000
2011-03-08,41387500000
2011-03-09,41043500000
2011-03-10,40484500000
2011-03-11,40742500000
2011-03-14,40506000000
2011-03-15,39947000000
2011-03-16,39173000000
2011-03-17,40441500000
2011-03-18,40334000000
2011-03-21,40764000000
2011-03-22,40742500000
2011-03-23,41065000000
2011-03-24,42075500000
2011-03-25,41516500000
2011-03-28,41129500000
2011-03-29,40119000000
2011-03-30,40312500000
2011-03-31,39990000000
2011-04-01,40011500000
2011-04-04,39366500000
2011-04-05,39323500000
2011-04-06,40205000000
2011-04-07,40097500000
2011-04-08,39732000000
2011-04-11,40076000000
2011-04-12,40097500000
2011-04-13,40140500000
2011-04-14,39388000000
2011-04-15,39302000000
2011-04-18,38807500000
2011-04-19,39044000000
2011-04-20,39904000000
2011-04-21,40011500000
2011-04-25,39560000000
2011-04-26,39710500000
2011-04-27,40054500000
2011-04-28,39560000000
2011-04-29,39409500000
2011-05-02,37382800000
2011-05-03,37608740000
2011-05-04,38183860000
2011-05-05,38040080000
2011-05-06,38060620000
2011-05-09,38245480000
2011-05-10,38758980000
2011-05-11,38286560000
2011-05-12,38122240000
2011-05-13,37690900000
2011-05-16,37115780000
2011-05-17,34425040000
2011-05-18,34034780000
2011-05-19,33685599999
2011-05-20,33562360000
2011-05-23,33398040000
2011-05-24,33541819999
2011-05-25,33582900000
2011-05-26,34075860000
2011-05-27,34466120000
2011-05-31,34856380000
2011-06-01,34158019999
2011-06-02,33973160000
2011-06-03,33665060000
2011-06-06,33541819999
2011-06-07,33172099999
2011-06-08,32966700000
2011-06-09,33069400000
2011-06-10,32864000000
2011-06-13,32309420000
2011-06-14,32391580000
2011-06-15,31939700000
2011-06-16,32617520000
2011-06-17,32638060000
2011-06-20,32638060000
2011-06-21,32925620000
2011-06-22,32740760000
2011-06-23,32843460000
2011-06-24,32535360000
2011-06-27,32617520000
2011-06-28,32720220000
2011-06-29,33151560000
2011-06-30,33952620000
2011-07-01,34548280000
2011-07-05,34014239999
2011-07-06,33767760000
2011-07-07,33993700000
2011-07-08,33973160000
2011-07-11,32905080000
2011-07-12,32884540000
2011-07-13,33048860000
2011-07-14,32761300000
2011-07-15,32720220000
2011-07-18,32658600000
2011-07-19,33213180000
2011-07-20,32905080000
2011-07-21,33788300000
2011-07-22,34219640000
2011-07-25,34589360000
2011-07-26,34938540000
2011-07-27,34322340000
2011-07-28,33788300000
2011-07-29,32802380000
2011-08-01,31656380000
2011-08-02,30903600000
2011-08-03,30824360000
2011-08-04,29259370000
2011-08-05,29338610000
2011-08-08,27714190000
2011-08-09,28348110000
2011-08-10,26862360000
2011-08-11,27932100000
2011-08-12,29061270000
2011-08-15,29160320000
2011-08-16,29338610000
2011-08-17,28229250000
2011-08-18,26545400000
2011-08-19,21216510000
2011-08-22,21989100000
2011-08-23,22068340000
2011-08-24,22682450000
2011-08-25,22504160000
2011-08-26,22325870000
2011-08-29,23494660000
2011-08-30,23435230000
2011-08-31,23415420000
2011-09-01,23078650000
2011-09-02,21890050000
2011-09-06,21256130000
2011-09-07,21711760000
2011-09-08,21474040000
2011-09-09,20364680000
2011-09-12,20305250000
2011-09-13,20424110000
2011-09-14,20622210000
2011-09-15,20919360000
2011-09-16,21157080000
2011-09-19,20602400000
2011-09-20,20206200000
2011-09-21,21573090000
2011-09-22,20503350000
2011-09-23,20067530000
2011-09-26,20424110000
2011-09-27,21216510000
2011-09-28,20859930000
2011-09-29,21394800000
2011-09-30,20186390000
2011-10-03,19968480000
2011-10-04,20701450000
2011-10-05,21454230000
2011-10-06,22523970000
2011-10-07,22385300000
2011-10-10,23157890000
2011-10-11,23316370000
2011-10-12,23276750000
2011-10-13,23058840000
2011-10-14,23474850000
2011-10-17,22365490000
2011-10-18,23039030000
2011-10-19,22464540000
2011-10-20,22246630000
2011-10-21,22821120000
2011-10-24,23395610000
2011-10-25,22523970000
2011-10-26,23157890000
2011-10-27,24267250000
2011-10-28,25119080000
2011-10-31,23930480000
2011-11-01,23058840000
2011-11-02,23296560000
2011-11-03,24148390000
2011-11-04,24247440000
2011-11-07,25079460000
2011-11-08,25039840000
2011-11-09,23672950000
2011-11-10,24069150000
2011-11-11,24802120000
2011-11-14,24564400000
2011-11-15,25396420000
2011-11-16,25119080000
2011-11-17,24544590000
2011-11-18,25178510000
2011-11-21,24148390000
2011-11-22,23970100000
2011-11-23,23177700000
2011-11-25,22840930000
2011-11-28,23851240000
2011-11-29,24188010000
2011-11-30,25138890000
2011-12-01,25376610000
2011-12-02,24901170000
2011-12-05,25297370000
2011-12-06,25336990000
2011-12-07,25554900000
2011-12-08,24881360000
2011-12-09,25099270000
2011-12-12,24584210000
2011-12-13,24108770000
2011-12-14,23732380000
2011-12-15,23534280000
2011-12-16,23237130000
2011-12-19,22603210000
2011-12-20,23296560000
2011-12-21,22880550000
2011-12-22,23256940000
2011-12-23,23276750000
2011-12-27,23078650000
2011-12-28,22662640000
2011-12-29,23039030000
2011-12-30,23177700000
2012-01-03,23950290000
2012-01-04,23930480000
2012-01-05,23831430000
2012-01-06,23752190000
2012-01-09,23772000000
2012-01-10,24009720000
2012-01-11,23950290000
2012-01-12,24247440000
2012-01-13,23831430000
2012-01-17,23791810000
2012-01-18,24287060000
2012-01-19,24425730000
2012-01-20,25297370000
2012-01-23,25792620000
2012-01-24,25653950000
2012-01-25,25475660000
2012-01-26,25178510000
2012-01-27,25079460000
2012-01-30,25079460000
2012-01-31,25133300000
2012-02-01,25845740000
2012-02-02,25608260000
2012-02-03,26122800000
2012-02-06,25845740000
2012-02-07,26004060000
2012-02-08,26479020000
2012-02-09,26162380000
2012-02-10,25786370000
2012-02-13,25825950000
2012-02-14,26122800000
2012-02-15,26162380000
2012-02-16,26855030000
2012-02-17,26577970000
2012-02-21,26380070000
2012-02-22,26004060000
2012-02-23,24302120000
2012-02-24,23926110000
2012-02-27,23589680000
2012-02-28,23530310000
2012-02-29,22738710000
2012-03-01,22679340000
2012-03-02,22758500000
2012-03-05,22461650000
2012-03-06,21709630000
2012-03-07,21887740000
2012-03-08,22145010000
2012-03-09,21729420000
2012-03-12,21590890000
2012-03-13,22065850000
2012-03-14,21867950000
2012-03-15,21927320000
2012-03-16,22006480000
2012-03-19,21867950000
2012-03-20,21551310000
2012-03-21,21076350000
2012-03-22,20700340000
2012-03-23,21234670000
2012-03-26,21472150000
2012-03-27,21214880000
2012-03-28,21195090000
2012-03-29,21115930000
2012-03-30,21412780000
2012-04-02,21452360000
2012-04-03,21076350000
2012-04-04,20898240000
2012-04-05,20759710000
2012-04-09,20799290000
2012-04-10,20898240000
2012-04-11,21036770000
2012-04-12,22560600000
2012-04-13,22065850000
2012-04-16,21848160000
2012-04-17,22204380000
2012-04-18,22402280000
2012-04-19,22204380000
2012-04-20,22026270000
2012-04-23,21808580000
2012-04-24,21966900000
2012-04-25,22303330000
2012-04-26,22342910000
2012-04-27,22243960000
2012-04-30,22154040000
2012-05-01,22528530000
2012-05-02,22587660000
2012-05-03,21897810000
2012-05-04,21720420000
2012-05-07,21365640000
2012-05-08,20872890000
2012-05-09,20872890000
2012-05-10,21030570000
2012-05-11,20715210000
2012-05-14,20557530000
2012-05-15,20045070000
2012-05-16,19710000000
2012-05-17,19749420000
2012-05-18,19197540000
2012-05-21,19591740000
2012-05-22,19493190000
2012-05-23,18862470000
2012-05-24,19473480000
2012-05-25,19985940000
2012-05-29,20399850000
2012-05-30,20340720000
2012-05-31,20301300000
2012-06-01,19020150000
2012-06-04,18842760000
2012-06-05,19394640000
2012-06-06,20005650000
2012-06-07,19749420000
2012-06-08,19966230000
2012-06-11,19158120000
2012-06-12,19414350000
2012-06-13,19217250000
2012-06-14,19315800000
2012-06-15,19355220000
2012-06-18,18842760000
2012-06-19,18625950000
2012-06-20,18941310000
2012-06-21,18152910000
2012-06-22,18231750000
2012-06-25,17482770000
2012-06-26,17325090000
2012-06-27,17463060000
2012-06-28,17325090000
2012-06-29,17995230000
2012-07-02,18034650000
2012-07-03,18212040000
2012-07-05,18152910000
2012-07-06,17502480000
2012-07-09,17384220000
2012-07-10,17108280000
2012-07-11,17620740000
2012-07-12,17325090000
2012-07-13,16990019999
2012-07-16,16832339999
2012-07-17,16891470000
2012-07-18,17265960000
2012-07-19,17088570000
2012-07-20,16654949999
2012-07-23,16379010000
2012-07-24,16103070000
2012-07-25,15905970000
2012-07-26,16122780000
2012-07-27,16615530000
2012-07-30,16339589999
2012-07-31,16170839999
2012-08-01,15663060000
2012-08-02,15565410000
2012-08-03,16190369999
2012-08-06,16580970000
2012-08-07,16815329999
2012-08-08,17205930000
2012-08-09,17205930000
2012-08-10,17459820000
2012-08-13,17401230000
2012-08-14,17166869999
2012-08-15,17108280000
2012-08-16,17303580000
2012-08-17,17303580000
2012-08-20,17811360000
2012-08-21,17674650000
2012-08-22,17030160000
2012-08-23,15643530000
2012-08-24,15584940000
2012-08-27,15252930000
2012-08-28,14979510000
2012-08-29,15018570000
2012-08-30,14881860000
2012-08-31,14959980000
2012-09-04,15057630000
2012-09-05,15311520000
2012-09-06,15604470000
2012-09-07,15448230000
2012-09-10,15448230000
2012-09-11,15916950000
2012-09-12,15956010000
2012-09-13,16170839999
2012-09-14,16112250000
2012-09-17,16151310000
2012-09-18,16190369999
2012-09-19,16053660000
2012-09-20,15741180000
2012-09-21,15604470000
2012-09-24,15252930000
2012-09-25,14823270000
2012-09-26,15174810000
2012-09-27,15272460000
2012-09-28,15135750000
2012-10-01,15252930000
2012-10-02,15194340000
2012-10-03,13221810000
2012-10-04,13241340000
2012-10-05,13065570000
2012-10-08,12811680000
2012-10-09,12733560000
2012-10-10,12577320000
2012-10-11,12635910000
2012-10-12,12772620000
2012-10-15,12831210000
2012-10-16,12909330000
2012-10-17,13046040000
2012-10-18,13124160000
2012-10-19,12831210000
2012-10-22,13046040000
2012-10-23,12635910000
2012-10-24,12440610000
2012-10-25,12577320000
2012-10-26,12499200000
2012-10-31,12284370000
2012-11-01,12421080000
2012-11-02,12206250000
2012-11-05,12421080000
2012-11-06,12772620000
2012-11-07,12147660000
2012-11-08,12245310000
2012-11-09,12069540000
2012-11-12,11893770000
2012-11-13,11659410000
2012-11-14,11639880000
2012-11-15,11600820000
2012-11-16,11385990000
2012-11-19,11796120000
2012-11-20,10389960000
2012-11-21,10585260000
2012-11-23,11034450000
2012-11-26,11288340000
2012-11-27,10956330000
2012-11-28,11288340000
2012-11-29,11425050000
2012-11-30,11522700000
2012-12-03,11405520000
2012-12-04,11991420000
2012-12-05,12245310000
2012-12-06,12264840000
2012-12-07,12362490000
2012-12-10,12557790000
2012-12-11,12635910000
2012-12-12,12889800000
2012-12-13,12850740000
2012-12-14,13085100000
2012-12-17,12596850000
2012-12-18,12889800000
2012-12-19,12753090000
2012-12-20,12792150000
2012-12-21,12714030000
2012-12-24,12421080000
2012-12-26,12518730000
2012-12-27,12440610000
2012-12-28,12128130000
2012-12-31,12635910000
2013-01-02,13319460000
2013-01-03,13417110000
2013-01-04,13417110000
2013-01-07,13456170000
2013-01-08,13651470000
2013-01-09,14061600000
2013-01-10,14432670000
2013-01-11,14335020000
2013-01-14,15038100000
2013-01-15,14647500000
2013-01-16,15252930000
2013-01-17,15174810000
2013-01-18,15174810000
2013-01-22,15291990000
2013-01-23,15077160000
2013-01-24,15077160000
2013-01-25,15057630000
2013-01-28,15096690000
2013-01-29,14608440000
2013-01-30,14549850000
2013-01-31,14512500000
2013-02-01,14454450000
2013-02-04,14222250000
2013-02-05,14589900000
2013-02-06,14667300000
2013-02-07,14435100000
2013-02-08,14822100000
2013-02-11,14783400000
2013-02-12,15015600000
2013-02-13,14938200000
2013-02-14,14957550000
2013-02-15,14744700000
2013-02-19,14841450000
2013-02-20,14667300000
2013-02-21,15015600000
2013-02-22,16873200000
2013-02-25,16757100000
2013-02-26,17376300000
2013-02-27,17376300000
2013-02-28,17685900000
2013-03-01,17705250000
2013-03-04,17550450000
2013-03-05,17898750000
2013-03-06,18382500000
2013-03-07,18324450000
2013-03-08,18440550000
2013-03-11,18479250000
2013-03-12,18808200000
2013-03-13,18730800000
2013-03-14,19272600000
2013-03-15,19485450000
2013-03-18,20046600000
2013-03-19,20298150000
2013-03-20,20143350000
2013-03-21,19601550000
2013-03-22,20240100000
2013-03-25,20298150000
2013-03-26,20762550000
2013-03-27,20723850000
2013-03-28,20936700000
2013-04-01,20472300000
2013-04-02,19408050000
2013-04-03,19253250000
2013-04-04,19582200000
2013-04-05,19291950000
2013-04-08,19272600000
2013-04-09,19524150000
2013-04-10,19601550000
2013-04-11,18343800000
2013-04-12,18363150000
2013-04-15,18169650000
2013-04-16,18479250000
2013-04-17,17995500000
2013-04-18,17763300000
2013-04-19,17182800000
2013-04-22,17356950000
2013-04-23,17260200000
2013-04-24,17434350000
2013-04-25,17202150000
2013-04-26,17550450000
2013-04-29,18014850000
2013-04-30,18036150000
2013-05-01,17823960000
2013-05-02,17901120000
2013-05-03,18074730000
2013-05-06,18074730000
2013-05-07,17958990000
2013-05-08,18460530000
2013-05-09,18556980000
2013-05-10,18865620000
2013-05-13,18692010000
2013-05-14,18846330000
2013-05-15,18364080000
2013-05-16,18711300000
2013-05-17,18634140000
2013-05-20,18556980000
2013-05-21,18479820000
2013-05-22,18595560000
2013-05-23,21778410000
2013-05-24,21199710000
2013-05-28,21585510000
2013-05-29,22106340000
2013-05-30,22125630000
2013-05-31,21392610000
2013-06-03,21797700000
2013-06-04,21566220000
2013-06-05,21180420000
2013-06-06,21238290000
2013-06-07,21720540000
2013-06-10,21450480000
2013-06-11,21238290000
2013-06-12,21816990000
2013-06-13,21836280000
2013-06-14,21662670000
2013-06-17,22029180000
2013-06-18,22279950000
2013-06-19,22279950000
2013-06-20,21643380000
2013-06-21,21141840000
2013-06-24,20524560000
2013-06-25,20891070000
2013-06-26,21026100000
2013-06-27,21701250000
2013-06-28,21720540000
2013-07-01,21836280000
2013-07-02,21913440000
2013-07-03,22048470000
2013-07-05,22395690000
2013-07-08,22048470000
2013-07-09,22299240000
2013-07-10,22704330000
2013-07-11,23109420000
2013-07-12,22935810000
2013-07-15,23109420000
2013-07-16,23167290000
2013-07-17,23032260000
2013-07-18,23051550000
2013-07-19,22009890000
2013-07-22,22337820000
2013-07-23,22530720000
2013-07-24,22858650000
2013-07-25,22974390000
2013-07-26,22762200000
2013-07-29,22472850000
2013-07-30,22569300000
2013-07-31,22363880000
2013-08-01,22843380000
2013-08-02,23514680000
2013-08-05,23533860000
2013-08-06,23016000000
2013-08-07,23246160000
2013-08-08,23399600000
2013-08-09,23303700000
2013-08-12,23284520000
2013-08-13,23764020000
2013-08-14,23668120000
2013-08-15,22594040000
2013-08-16,22996820000
2013-08-19,22536500000
2013-08-20,22498140000
2013-08-21,22095360000
2013-08-22,19352620000
2013-08-23,19506060000
2013-08-26,19390980000
2013-08-27,19141640000
2013-08-28,19697860000
2013-08-29,19601960000
2013-08-30,19448520000
2013-09-03,19486880000
2013-09-04,19390980000
2013-09-05,19256720000
2013-09-06,19525240000
2013-09-09,19467700000
2013-09-10,19390980000
2013-09-11,19390980000
2013-09-12,19122460000
2013-09-13,19218360000
2013-09-16,18930660000
2013-09-17,18873120000
2013-09-18,18988200000
2013-09-19,18547060000
2013-09-20,18470340000
2013-09-23,18451160000
2013-09-24,18489520000
2013-09-25,18642960000
2013-09-26,18547060000
2013-09-27,18431980000
2013-09-30,18278540000
2013-10-01,18547060000
2013-10-02,18642960000
2013-10-03,18221000000
2013-10-04,18508700000
2013-10-07,18221000000
2013-10-08,18067560000
2013-10-09,19678680000
2013-10-10,19429340000
2013-10-11,19851300000
2013-10-14,19947200000
2013-10-15,19851300000
2013-10-16,20273260000
2013-10-17,20369160000
2013-10-18,20445880000
2013-10-21,20503420000
2013-10-22,20944560000
2013-10-23,20695220000
2013-10-24,20791120000
2013-10-25,20906200000
2013-10-28,20771940000
2013-10-29,20752760000
2013-10-30,21078820000
2013-10-31,21091420000
2013-11-01,22445390000
2013-11-04,22311900000
2013-11-05,22044920000
2013-11-06,22178410000
2013-11-07,22235620000
2013-11-08,22464460000
2013-11-11,22807720000
2013-11-12,22693300000
2013-11-13,22941210000
2013-11-14,21701660000
2013-11-15,21835150000
2013-11-18,21644450000
2013-11-19,21644450000
2013-11-20,21587240000
2013-11-21,21663520000
2013-11-22,21873290000
2013-11-25,21930500000
