,CCEP
2009-04-13,7051760000
2009-04-14,6861830000
2009-04-15,6998190000
2009-04-16,7324480000
2009-04-17,7251430000
2009-04-20,7436490000
2009-04-21,7192990000
2009-04-22,7402400000
2009-04-23,7499800000
2009-04-24,7509540000
2009-04-27,7368310000
2009-04-28,7743300000
2009-04-29,8210820000
2009-04-30,8308219999
2009-05-01,8279000000
2009-05-04,8439709999
2009-05-05,8279000000
2009-05-06,8347180000
2009-05-07,8434840000
2009-05-08,8473799999
2009-05-11,8444580000
2009-05-12,8556590000
2009-05-13,8205950000
2009-05-14,8244910000
2009-05-15,8147510000
2009-05-18,8376400000
2009-05-19,8444580000
2009-05-20,8376400000
2009-05-21,8191340000
2009-05-22,8108549999
2009-05-26,8264389999
2009-05-27,8123160000
2009-05-28,8137770000
2009-05-29,8113420000
2009-06-01,8327700000
2009-06-02,8580940000
2009-06-03,8420230000
2009-06-04,8561459999
2009-06-05,8488410000
2009-06-08,8507889999
2009-06-09,8468930000
2009-06-10,8444580000
2009-06-11,8498150000
2009-06-12,8366660000
2009-06-15,8298480000
2009-06-16,8464059999
2009-06-17,8391010000
2009-06-18,8585809999
2009-06-19,8537110000
2009-06-22,8434840000
2009-06-23,8235170000
2009-06-24,8123160000
2009-06-25,8181600000
2009-06-26,8181600000
2009-06-29,8152379999
2009-06-30,8108549999
2009-07-01,8381460000
2009-07-02,8166300000
2009-07-06,8088060000
2009-07-07,8357010000
2009-07-08,8249430000
2009-07-09,8171190000
2009-07-10,8063609999
2009-07-13,8151630000
2009-07-14,8229869999
2009-07-15,8562390000
2009-07-16,8650410000
2009-07-17,8484150000
2009-07-20,8503710000
2009-07-21,8518380000
2009-07-22,8577060000
2009-07-23,8753100000
2009-07-24,8860680000
2009-07-27,8929140000
2009-07-28,9002490000
2009-07-29,9222540000
2009-07-30,9110070000
2009-07-31,9188310000
2009-08-03,9305670000
2009-08-04,9511050000
2009-08-05,9442590000
2009-08-06,9442590000
2009-08-07,9496380000
2009-08-10,9506160000
2009-08-11,9467040000
2009-08-12,9413250000
2009-08-13,9647970000
2009-08-14,9633300000
2009-08-17,9618630000
2009-08-18,9721320000
2009-08-19,9677310000
2009-08-20,9814230000
2009-08-21,9980490000
2009-08-24,9985380000
2009-08-25,10034280000
2009-08-26,10151640000
2009-08-27,10220100000
2009-08-28,10097850000
2009-08-31,9882690000
2009-09-01,9701760000
2009-09-02,9799560000
2009-09-03,9926700000
2009-09-04,9936480000
2009-09-08,10024500000
2009-09-09,9828900000
2009-09-10,9960930000
2009-09-11,10000050000
2009-09-14,10146750000
2009-09-15,10205430000
2009-09-16,10151640000
2009-09-17,10264110000
2009-09-18,10342350000
2009-09-21,10254330000
2009-09-22,10239660000
2009-09-23,10322790000
2009-09-24,10273890000
2009-09-25,10220100000
2009-09-28,10278780000
2009-09-29,10283670000
2009-09-30,10469490000
2009-10-01,10074400000
2009-10-02,10084200000
2009-10-05,10270400000
2009-10-06,10265500000
2009-10-07,10255700000
2009-10-08,10216500000
2009-10-09,10260600000
2009-10-12,10245900000
2009-10-13,10250800000
2009-10-14,10314500000
2009-10-15,10343900000
2009-10-16,10260600000
2009-10-19,10353700000
2009-10-20,10064600000
2009-10-21,10064600000
2009-10-22,10069500000
2009-10-23,9790200000
2009-10-26,9770600000
2009-10-27,9809800000
2009-10-28,9319800000
2009-10-29,9604000000
2009-10-30,9344300000
2009-11-02,9280600000
2009-11-03,9305100000
2009-11-04,9363900000
2009-11-05,9662800000
2009-11-06,9662800000
2009-11-09,9849000000
2009-11-10,9814700000
2009-11-11,9932300000
2009-11-12,9868600000
2009-11-13,9912700000
2009-11-16,10113600000
2009-11-17,10157700000
2009-11-18,10103800000
2009-11-19,9912700000
2009-11-20,10005800000
2009-11-23,10094000000
2009-11-24,9947000000
2009-11-25,9981300000
2009-11-27,9765700000
2009-11-30,9628500000
2009-12-01,9677500000
2009-12-02,9785300000
2009-12-03,9731400000
2009-12-04,9755900000
2009-12-07,9755900000
2009-12-08,9618700000
2009-12-09,9702000000
2009-12-10,9716700000
2009-12-11,9682400000
2009-12-14,9755900000
2009-12-15,9770600000
2009-12-16,9824500000
2009-12-17,9966600000
2009-12-18,10010700000
2009-12-21,10147900000
2009-12-22,10304700000
2009-12-23,10446800000
2009-12-24,10490900000
2009-12-28,10392900000
2009-12-29,10402700000
2009-12-30,10500700000
2009-12-31,10388000000
2010-01-04,10655580000
2010-01-05,10729680000
2010-01-06,10714860000
2010-01-07,10601240000
2010-01-08,10462920000
2010-01-11,10438220000
2010-01-12,10364120000
2010-01-13,10537020000
2010-01-14,10492560000
2010-01-15,10497500000
2010-01-19,10487620000
2010-01-20,10453040000
2010-01-21,10299900000
2010-01-22,10349300000
2010-01-25,10334480000
2010-01-26,10265320000
2010-01-27,10131940000
2010-01-28,9988680000
2010-01-29,9973860000
2010-02-01,10107240000
2010-02-02,10304840000
2010-02-03,10309780000
2010-02-04,9963980000
2010-02-05,9929400000
2010-02-08,9855300000
2010-02-09,10047960000
2010-02-10,9608300000
2010-02-11,9484800000
2010-02-12,9524320000
2010-02-16,9534200000
2010-02-17,9642880000
2010-02-18,9815780000
2010-02-19,9751560000
2010-02-22,9677460000
2010-02-23,9519380000
2010-02-24,9474920000
2010-02-25,12587120000
2010-02-26,12621700000
2010-03-01,12646400000
2010-03-02,12957620000
2010-03-03,13011960000
2010-03-04,12804480000
2010-03-05,12774840000
2010-03-08,12927980000
2010-03-09,12893400000
2010-03-10,12873640000
2010-03-11,13184860000
2010-03-12,13342940000
2010-03-15,13288600000
2010-03-16,13501020000
2010-03-17,13451620000
2010-03-18,13417040000
2010-03-19,13318240000
2010-03-22,13575120000
2010-03-23,13510900000
2010-03-24,13436800000
2010-03-25,13392340000
2010-03-26,13634400000
2010-03-29,13876460000
2010-03-30,13733200000
2010-03-31,13664040000
2010-04-01,13972890000
2010-04-05,14158260000
2010-04-06,14118180000
2010-04-07,14098140000
2010-04-08,14043030000
2010-04-09,14158260000
2010-04-12,14223390000
2010-04-13,14218380000
2010-04-14,14428800000
2010-04-15,14293530000
2010-04-16,14213370000
2010-04-19,14103150000
2010-04-20,14083110000
2010-04-21,14078100000
2010-04-22,14043030000
2010-04-23,14153250000
2010-04-26,14103150000
2010-04-27,14108160000
2010-04-28,14022990000
2010-04-29,14153250000
2010-04-30,13892730000
2010-05-03,14022990000
2010-05-04,13897740000
2010-05-05,13506960000
2010-05-06,13026000000
2010-05-07,12945840000
2010-05-10,13722390000
2010-05-11,13562070000
2010-05-12,13952850000
2010-05-13,13872690000
2010-05-14,13311570000
2010-05-17,13191330000
2010-05-18,12930810000
2010-05-19,12905760000
2010-05-20,12550050000
2010-05-21,12705360000
2010-05-24,12645240000
2010-05-25,12745440000
2010-05-26,12530010000
2010-05-27,13316580000
2010-05-28,13076100000
2010-06-01,12975900000
2010-06-02,12990930000
2010-06-03,13076100000
2010-06-04,12760470000
2010-06-07,12459870000
2010-06-08,12700350000
2010-06-09,12700350000
2010-06-10,13036020000
2010-06-11,13161270000
2010-06-14,13151250000
2010-06-15,13281510000
2010-06-16,13466880000
2010-06-17,13687320000
2010-06-18,13547040000
2010-06-21,13516980000
2010-06-22,13351650000
2010-06-23,13361670000
2010-06-24,13181310000
2010-06-25,12965880000
2010-06-28,13281510000
2010-06-29,13005960000
2010-06-30,12955860000
2010-07-01,8798289845
2010-07-02,8818617046
2010-07-06,8943968114
2010-07-07,9167567317
2010-07-08,9316633452
2010-07-09,9377615053
2010-07-12,9374227186
2010-07-13,9540232655
2010-07-14,9492802521
2010-07-15,9479251054
2010-07-16,9381002919
2010-07-19,9448760254
2010-07-20,9506353988
2010-07-21,9384390786
2010-07-22,9560559855
2010-07-23,9658807990
2010-07-26,9780771191
2010-07-27,9648644390
2010-07-28,9726565324
2010-07-29,9746892524
2010-07-30,9723177457
2010-08-02,9821425592
2010-08-03,9909510126
2010-08-04,9963715994
2010-08-05,9872243592
2010-08-06,9882407193
2010-08-09,9956940260
2010-08-10,9872243592
2010-08-11,9641868656
2010-08-12,9665583723
2010-08-13,9726565324
2010-08-16,9682523057
2010-08-17,9757056124
2010-08-18,9940000927
2010-08-19,9770607591
2010-08-20,9831589192
2010-08-23,9702850257
2010-08-24,9557171988
2010-08-25,9526681188
2010-08-26,9597826389
2010-08-27,9713013857
2010-08-30,9580887055
2010-08-31,9641868656
2010-09-01,9875631459
2010-09-02,9824813459
2010-09-03,9950164527
2010-09-07,10014533994
2010-09-08,10058576261
2010-09-09,10082291328
2010-09-10,10221193864
2010-09-13,10305890531
2010-09-14,10197478797
2010-09-15,10278787598
2010-09-16,10251684664
2010-09-17,10227969597
2010-09-20,10183927330
2010-09-21,10248296797
2010-09-22,10160212263
2010-09-23,10099230662
2010-09-24,10231357464
2010-09-27,10360096399
2010-09-28,10505774667
2010-09-29,10529489734
2010-09-30,10502386801
2010-10-01,10575493096
2010-10-04,7319704498
2010-10-05,7422798928
2010-10-06,7485985836
2010-10-07,7429450181
2010-10-08,7499288343
2010-10-11,7542521491
2010-10-12,7599057146
2010-10-13,7662244055
2010-10-14,7944922329
2010-10-15,8014760491
2010-10-18,8034714252
2010-10-19,8028062998
2010-10-20,8044691132
2010-10-21,8107878040
2010-10-22,8191018709
2010-10-25,8018086118
2010-10-26,8041365505
2010-10-27,7825199766
2010-10-28,8031388625
2010-10-29,7984829850
2010-11-01,7998132357
2010-11-02,8001457984
2010-11-03,7931619822
2010-11-04,8114529294
2010-11-05,8184367456
2010-11-08,8230926231
2010-11-09,8257531245
2010-11-10,8337346287
2010-11-11,8370602554
2010-11-12,8294113139
2010-11-15,8343997540
2010-11-16,8151111188
2010-11-17,8107878040
2010-11-18,8447091970
2010-11-19,8483673864
2010-11-22,8427138209
2010-11-23,8067970519
2010-11-24,8264182498
2010-11-26,8204321216
2010-11-29,8001457984
2010-11-30,8031388625
2010-12-01,8240903111
2010-12-02,8437115090
2010-12-03,8477022611
2010-12-06,8420486956
2010-12-07,8510278878
2010-12-08,8490325118
2010-12-09,8616698935
2010-12-10,8623350188
2010-12-13,8610047681
2010-12-14,8560163280
2010-12-15,8473696984
2010-12-16,8437115090
2010-12-17,8397207569
2010-12-20,8363951301
2010-12-21,8324043780
2010-12-22,8314066900
2010-12-23,8403858822
2010-12-27,8393881942
2010-12-28,8367276928
2010-12-29,8320718153
2010-12-30,8334020660
2010-12-31,8324043780
2011-01-03,8376340000
2011-01-04,8162490000
2011-01-05,8106560000
2011-01-06,7997990000
2011-01-07,7856520000
2011-01-10,8109850000
2011-01-11,8113140000
2011-01-12,8267770000
2011-01-13,8333569999
2011-01-14,8386209999
2011-01-18,8392790000
2011-01-19,8205260000
2011-01-20,8241450000
2011-01-21,8225000000
2011-01-24,8264480000
2011-01-25,8277640000
2011-01-26,8300670000
2011-01-27,8428980000
2011-01-28,8234870000
2011-01-31,8277640000
2011-02-01,8478330000
2011-02-02,8382920000
2011-02-03,8379630000
2011-02-04,8491490000
2011-02-07,8521100000
2011-02-08,8636250000
2011-02-09,8521100000
2011-02-10,8554000000
2011-02-11,8632960000
2011-02-14,8530970000
2011-02-15,8613220000
2011-02-16,8688890000
2011-02-17,8873130000
2011-02-18,8932350000
2011-02-22,8866550000
2011-02-23,8790880000
2011-02-24,8554000000
2011-02-25,8741530000
2011-02-28,8652700000
2011-03-01,8465170000
2011-03-02,8458590000
2011-03-03,8603350000
2011-03-04,8498069999
2011-03-07,8540840000
2011-03-08,8731660000
2011-03-09,8830360000
2011-03-10,8616510000
2011-03-11,8665860000
2011-03-14,8655990000
2011-03-15,8596770000
2011-03-16,8386209999
2011-03-17,8399370000
2011-03-18,8491490000
2011-03-21,8764560000
2011-03-22,8695470000
2011-03-23,8655990000
2011-03-24,8754690000
2011-03-25,8718500000
2011-03-28,8810620000
2011-03-29,8879710000
2011-03-30,8988280000
2011-03-31,8981700000
2011-04-01,8905110000
2011-04-04,8927720000
2011-04-05,8953560000
2011-04-06,8911570000
2011-04-07,8905110000
2011-04-08,8879270000
2011-04-11,8921260000
2011-04-12,8921260000
2011-04-13,8992320000
2011-04-14,9027850000
2011-04-15,9098910000
2011-04-18,8882500000
2011-04-19,9002010000
2011-04-20,9144130000
2011-04-21,9241030000
2011-04-25,9221650000
2011-04-26,9134440000
2011-04-27,9208730000
2011-04-28,9189350000
2011-04-29,9176430000
2011-05-02,9331470000
2011-05-03,9218420000
2011-05-04,9124750000
2011-05-05,8863120000
2011-05-06,8918030000
2011-05-09,9034310000
2011-05-10,9276560000
2011-05-11,9318550000
2011-05-12,9302400000
2011-05-13,9354080000
2011-05-16,9247490000
2011-05-17,9289480000
2011-05-18,9431600000
2011-05-19,9560800000
2011-05-20,9518810000
2011-05-23,9408990000
2011-05-24,9415450000
2011-05-25,9266870000
2011-05-26,9263640000
2011-05-27,9241030000
2011-05-31,9331470000
2011-06-01,9383150000
2011-06-02,9247490000
2011-06-03,9173200000
2011-06-06,9044000000
2011-06-07,9173200000
2011-06-08,8998780000
2011-06-09,9085990000
2011-06-10,9040770000
2011-06-13,9092450000
2011-06-14,9283020000
2011-06-15,9005240000
2011-06-16,9115060000
2011-06-17,9241030000
2011-06-20,9292710000
2011-06-21,9415450000
2011-06-22,9421910000
2011-06-23,9253950000
2011-06-24,9153820000
2011-06-27,9270100000
2011-06-28,9383150000
2011-06-29,9454210000
2011-06-30,9425140000
2011-07-01,9390150000
2011-07-05,9374400000
2011-07-06,9267300000
2011-07-07,9207450000
2011-07-08,9131850000
2011-07-11,8971200000
2011-07-12,8927100000
2011-07-13,8993250000
2011-07-14,8870400000
2011-07-15,8873550000
2011-07-18,8797950000
2011-07-19,9188550000
2011-07-20,9254700000
2011-07-21,9393300000
2011-07-22,9393300000
2011-07-25,9377550000
2011-07-26,9368100000
2011-07-27,9238950000
2011-07-28,8917650000
2011-07-29,8854650000
2011-08-01,8842050000
2011-08-02,8608950000
2011-08-03,8716050000
2011-08-04,8199450000
2011-08-05,8246700000
2011-08-08,7736400000
2011-08-09,7966350000
2011-08-10,7815150000
2011-08-11,8174250000
2011-08-12,8435700000
2011-08-15,8520750000
2011-08-16,8438850000
2011-08-17,8712900000
2011-08-18,8322300000
2011-08-19,8183700000
2011-08-22,8328600000
2011-08-23,8671950000
2011-08-24,8382150000
2011-08-25,8114400000
2011-08-26,8309700000
2011-08-29,8467200000
2011-08-30,8583750000
2011-08-31,8700300000
2011-09-01,8659350000
2011-09-02,8473500000
2011-09-06,8460900000
2011-09-07,8505000000
2011-09-08,8495550000
2011-09-09,7982100000
2011-09-12,8038800000
2011-09-13,8334900000
2011-09-14,8492400000
2011-09-15,8545950000
2011-09-16,8605800000
2011-09-19,8460900000
2011-09-20,8388450000
2011-09-21,8086050000
2011-09-22,7827750000
2011-09-23,7812000000
2011-09-26,8041950000
2011-09-27,8133300000
2011-09-28,7837200000
2011-09-29,7941150000
2011-09-30,7837200000
2011-10-03,7319100000
2011-10-04,7508200000
2011-10-05,7334600000
2011-10-06,7529900000
2011-10-07,7474100000
2011-10-10,7700400000
2011-10-11,7715900000
2011-10-12,7895700000
2011-10-13,7926700000
2011-10-14,8066200000
2011-10-17,7886400000
2011-10-18,7936000000
2011-10-19,7914300000
2011-10-20,7920500000
2011-10-21,7926700000
2011-10-24,7982500000
2011-10-25,7768600000
2011-10-26,7967000000
2011-10-27,8056899999
2011-10-28,8233600000
2011-10-31,8314200000
2011-11-01,8081700000
2011-11-02,8004200000
2011-11-03,8091000000
2011-11-04,8109600000
2011-11-07,8202600000
2011-11-08,8283200000
2011-11-09,8032100000
2011-11-10,8168500000
2011-11-11,8289399999
2011-11-14,8149900000
2011-11-15,8149900000
2011-11-16,8069300000
2011-11-17,7988700000
2011-11-18,8050700000
2011-11-21,7821300000
2011-11-22,7728300000
2011-11-23,7548500000
2011-11-25,7508200000
2011-11-28,7657000000
2011-11-29,7669399999
2011-11-30,8097200000
2011-12-01,8001100000
2011-12-02,8004200000
2011-12-05,8153000000
2011-12-06,8122000000
2011-12-07,8165400000
2011-12-08,7979399999
2011-12-09,8103400000
2011-12-12,7960800000
2011-12-13,7787200000
2011-12-14,7830600000
2011-12-15,7911200000
2011-12-16,7991800000
2011-12-19,7799600000
2011-12-20,7988700000
2011-12-21,8069300000
2011-12-22,8060000000
2011-12-23,8075500000
2011-12-27,8087900000
2011-12-28,7861600000
2011-12-29,8038300000
2011-12-30,7991800000
2012-01-03,7812740000
2012-01-04,7867100000
2012-01-05,7876159999
2012-01-06,7688920000
2012-01-09,7770460000
2012-01-10,7767440000
2012-01-11,7806700000
2012-01-12,7782540000
2012-01-13,7728180000
2012-01-17,7815760000
2012-01-18,7852000000
2012-01-19,8075480000
2012-01-20,8030180000
2012-01-23,8033200000
2012-01-24,8030180000
2012-01-25,8253659999
2012-01-26,8117760000
2012-01-27,8150980000
2012-01-30,8054340000
2012-01-31,8090580000
2012-02-01,8135880000
2012-02-02,8208360000
2012-02-03,8301980000
2012-02-06,8184200000
2012-02-07,8226480000
2012-02-08,8289900000
2012-02-09,8413720000
2012-02-10,8283860000
2012-02-13,8504320000
2012-02-14,8486200000
2012-02-15,8558680000
2012-02-16,8658340000
2012-02-17,8758000000
2012-02-21,8640220000
2012-02-22,8712700000
2012-02-23,8640220000
2012-02-24,8670420000
2012-02-27,8534520000
2012-02-28,8531500000
2012-02-29,8727800000
2012-03-01,8631160000
2012-03-02,8555659999
2012-03-05,8483180000
2012-03-06,8226480000
2012-03-07,8317080000
2012-03-08,8199300000
2012-03-09,8308020000
2012-03-12,8317080000
2012-03-13,8407680000
2012-03-14,8311040000
2012-03-15,8392580000
2012-03-16,8398620000
2012-03-19,8440900000
2012-03-20,8552640000
2012-03-21,8525460000
2012-03-22,8531500000
2012-03-23,8546600000
2012-03-26,8585860000
2012-03-27,8564720000
2012-03-28,8474120000
2012-03-29,8501300000
2012-03-30,8637200000
2012-04-02,8618160000
2012-04-03,8674780000
2012-04-04,8487040000
2012-04-05,8531740000
2012-04-09,8352940000
2012-04-10,8159240000
2012-04-11,8174140000
2012-04-12,8209900000
2012-04-13,8278440000
2012-04-16,8338040000
2012-04-17,8498960000
2012-04-18,8478100000
2012-04-19,8522800000
2012-04-20,8630080000
2012-04-23,8501940000
2012-04-24,8573460000
2012-04-25,8680740000
2012-04-26,8868480000
2012-04-27,8862520000
2012-04-30,8975760000
2012-05-01,8907220000
2012-05-02,8826760000
2012-05-03,8782060000
2012-05-04,8695640000
2012-05-07,8662860000
2012-05-08,8695640000
2012-05-09,8662860000
2012-05-10,8871460000
2012-05-11,8755240000
2012-05-14,8591340000
2012-05-15,8451280000
2012-05-16,8564520000
2012-05-17,8299300000
2012-05-18,8096660000
2012-05-21,8221820000
2012-05-22,8165200000
2012-05-23,8111560000
2012-05-24,8189040000
2012-05-25,8215860000
2012-05-29,8314200000
2012-05-30,8197980000
2012-05-31,8153280000
2012-06-01,7852300000
2012-06-04,7822500000
2012-06-05,7843360000
2012-06-06,7986400000
2012-06-07,7947660000
2012-06-08,8028120000
2012-06-11,7876140000
2012-06-12,7941700000
2012-06-13,7834420000
2012-06-14,7825480000
2012-06-15,8001300000
2012-06-18,8007260000
2012-06-19,8224800000
2012-06-20,8150300000
2012-06-21,8034080000
2012-06-22,8031100000
2012-06-25,7905940000
2012-06-26,7894020000
2012-06-27,7923820000
2012-06-28,7929780000
2012-06-29,8355920000
2012-07-02,8241120000
2012-07-03,8369160000
2012-07-05,8249850000
2012-07-06,8188740000
2012-07-09,8191650000
2012-07-10,8133450000
2012-07-11,7938480000
2012-07-12,7871550000
2012-07-13,7950120000
2012-07-16,7929750000
2012-07-17,7845360000
2012-07-18,7912290000
2012-07-19,7985040000
2012-07-20,7810440000
2012-07-23,8011230000
2012-07-24,8028690000
2012-07-25,8156730000
2012-07-26,8465190000
2012-07-27,8642700000
2012-07-30,8633970000
2012-07-31,8532120000
2012-08-01,8476830000
2012-08-02,8296410000
2012-08-03,8537940000
2012-08-06,8587410000
2012-08-07,8654340000
2012-08-08,8657250000
2012-08-09,8599050000
2012-08-10,8564130000
2012-08-13,8488470000
2012-08-14,8500110000
2012-08-15,8503020000
2012-08-16,8555400000
2012-08-17,8633970000
2012-08-20,8613600000
2012-08-21,8663070000
2012-08-22,8633970000
2012-08-23,8517570000
2012-08-24,8607780000
2012-08-27,8689260000
2012-08-28,8721270000
2012-08-29,8715450000
2012-08-30,8555400000
2012-08-31,8593230000
2012-09-04,8677620000
2012-09-05,8639790000
2012-09-06,8919150000
2012-09-07,8939520000
2012-09-10,8863860000
2012-09-11,8890050000
2012-09-12,8933700000
2012-09-13,9038460000
2012-09-14,9070470000
2012-09-17,9006450000
2012-09-18,9041370000
2012-09-19,9131580000
2012-09-20,9140310000
2012-09-21,9114120000
2012-09-24,9079200000
2012-09-25,8959890000
2012-09-26,8860950000
2012-09-27,9079200000
2012-09-28,9099570000
2012-10-01,8977240000
2012-10-02,9019840000
2012-10-03,9002800000
2012-10-04,9034040000
2012-10-05,9076640000
2012-10-08,9116400000
2012-10-09,9042560000
2012-10-10,8954520000
2012-10-11,8999960000
2012-10-12,8943160000
2012-10-15,9062440000
2012-10-16,9105040000
2012-10-17,9127760000
2012-10-18,9156160000
2012-10-19,8860800000
2012-10-22,8909080000
2012-10-23,8855120000
2012-10-24,8758560000
2012-10-25,8804000000
2012-10-26,8795480000
2012-10-31,8928960000
2012-11-01,9011320000
2012-11-02,8886360000
2012-11-05,8744360000
2012-11-06,8838080000
2012-11-07,8636440000
2012-11-08,8539880000
2012-11-09,8613720000
2012-11-12,8664840000
2012-11-13,8548400000
2012-11-14,8440480000
2012-11-15,8446160000
2012-11-16,8417760000
2012-11-19,8548400000
2012-11-20,8562600000
2012-11-21,8619400000
2012-11-23,8679040000
2012-11-26,8670520000
2012-11-27,8667680000
2012-11-28,8804000000
2012-11-29,8880680000
2012-11-30,8855120000
2012-12-03,8869320000
2012-12-04,8911920000
2012-12-05,9005640000
2012-12-06,8991440000
2012-12-07,9088000000
2012-12-10,9056760000
2012-12-11,9099360000
2012-12-12,8940320000
2012-12-13,8840920000
2012-12-14,8795480000
2012-12-17,8829560000
2012-12-18,9090840000
2012-12-19,9017000000
2012-12-20,9079480000
2012-12-21,8994280000
2012-12-24,9042560000
2012-12-26,8971560000
2012-12-27,8974400000
2012-12-28,8886360000
2012-12-31,9011320000
2013-01-02,9136241352
2013-01-03,9060827559
2013-01-04,9180931007
2013-01-07,9180931007
2013-01-08,9180931007
2013-01-09,9203275834
2013-01-10,9261931007
2013-01-11,9354103420
2013-01-14,9395999972
2013-01-15,9443482730
2013-01-16,9454655144
2013-01-17,9544034454
2013-01-18,9574758592
2013-01-22,9636206868
2013-01-23,9625034454
2013-01-24,9591517212
2013-01-25,9630620661
2013-01-28,9625034454
2013-01-29,9689275833
2013-01-30,9697655143
2013-01-31,9739551695
2013-02-01,9879206867
2013-02-04,9708827557
2013-02-05,9675310316
2013-02-06,9747931005
2013-02-07,9753517212
2013-02-08,9884793074
2013-02-11,9901551694
2013-02-12,9912724108
2013-02-13,9876413763
2013-02-14,10032827556
2013-02-15,10127793073
2013-02-19,10194827556
2013-02-20,10108241349
2013-02-21,9918310315
2013-02-22,10041206866
2013-02-25,9812172384
2013-02-26,9767482729
2013-02-27,9870827556
2013-02-28,9993724108
2013-03-01,9935068936
2013-03-04,9968586177
2013-03-05,10060758590
2013-03-06,9923896522
2013-03-07,10030034453
2013-03-08,10130586176
2013-03-11,10074724108
2013-03-12,10077517211
2013-03-13,10094275832
2013-03-14,10077517211
2013-03-15,10099862039
2013-03-18,10133379280
2013-03-19,10172482728
2013-03-20,10362413762
2013-03-21,10300965486
2013-03-22,10384758589
2013-03-25,10323310314
2013-03-26,10331689624
2013-03-27,10359620658
2013-03-28,10312137900
2013-04-01,10164103418
2013-04-02,10281413762
2013-04-03,10122206866
2013-04-04,10116620659
2013-04-05,10055172384
2013-04-08,10256275831
2013-04-09,10289793072
2013-04-10,10448999969
2013-04-11,10488103417
2013-04-12,10409896520
2013-04-15,10172482728
2013-04-16,10443413762
2013-04-17,10197620659
2013-04-18,10214379280
2013-04-19,10334482728
2013-04-22,10289793072
2013-04-23,10326103417
2013-04-24,10250689624
2013-04-25,10027241349
2013-04-26,10055172384
2013-04-29,10186448245
2013-04-30,10231137900
2013-05-01,10166896521
2013-05-02,10273034452
2013-05-03,10395931003
2013-05-06,10345655141
2013-05-07,10493689624
2013-05-08,10479724106
2013-05-09,10379172383
2013-05-10,10407103417
2013-05-13,10440620658
2013-05-14,10647310313
2013-05-15,10932206864
2013-05-16,10795344795
2013-05-17,10672448244
2013-05-20,10711551692
2013-05-21,10691999968
2013-05-22,10630551692
2013-05-23,10574689623
2013-05-24,10599827554
2013-05-28,10627758589
2013-05-29,10543965486
2013-05-30,10535586175
2013-05-31,10379172383
2013-06-03,10440620658
2013-06-04,10510448244
2013-06-05,10286999969
2013-06-06,10259068935
2013-06-07,10345655141
2013-06-10,10379172383
2013-06-11,10032827556
2013-06-12,10027241349
2013-06-13,10127793073
2013-06-14,10094275832
2013-06-17,10108241349
2013-06-18,10192034452
2013-06-19,9996517211
2013-06-20,9658551695
2013-06-21,9633413764
2013-06-24,9583137902
2013-06-25,9513310316
2013-06-26,9722793074
2013-06-27,9879206867
2013-06-28,9820551695
2013-07-01,9433283959
2013-07-02,9371994261
2013-07-03,9212108092
2013-07-05,9318698871
2013-07-08,9409301033
2013-07-09,9526550891
2013-07-10,9587840589
2013-07-11,9785033530
2013-07-12,9830334611
2013-07-15,9899618618
2013-07-16,9859647076
2013-07-17,9878300462
2013-07-18,9870306153
2013-07-19,9904948157
2013-07-22,9952914007
2013-07-23,9990220780
2013-07-24,9992885550
2013-07-25,10176754644
2013-07-26,10086152481
2013-07-29,10000879858
2013-07-30,9968902624
2013-07-31,10003544627
2013-08-01,10160766027
2013-08-02,10158101257
2013-08-05,10179419413
2013-08-06,10107470637
2013-08-07,10086152481
2013-08-08,10216726186
2013-08-09,10174089874
2013-08-12,10192743261
2013-08-13,10222055725
2013-08-14,10224720494
2013-08-15,10131453562
2013-08-16,10016868475
2013-08-19,9976896933
2013-08-20,10006209397
2013-08-21,9896953848
2013-08-22,9984891241
2013-08-23,10016868475
2013-08-26,9918272004
2013-08-27,9883630001
2013-08-28,9806351686
2013-08-29,9982226472
2013-08-30,9966237855
2013-09-03,10270021575
2013-09-04,10323316965
2013-09-05,10240709111
2013-09-06,10341970351
2013-09-09,10544492832
2013-09-10,10568475757
2013-09-11,10581799605
2013-09-12,10499191751
2013-09-13,10581799605
2013-09-16,10768333468
2013-09-17,10872259478
2013-09-18,11024151338
2013-09-19,10952202562
2013-09-20,10880253786
2013-09-23,10810969780
2013-09-24,10717702848
2013-09-25,10685725614
2013-09-26,10826958397
2013-09-27,10810969780
2013-09-30,10715038079
2013-10-01,10872259478
2013-10-02,10850941322
2013-10-03,10728361926
2013-10-04,10712373309
2013-10-07,10603117760
2013-10-08,10576470066
2013-10-09,10531168984
2013-10-10,10808305010
2013-10-11,10893577634
2013-10-14,10936213945
2013-10-15,10792316394
2013-10-16,10952202562
2013-10-17,11168048890
2013-10-18,11242662436
2013-10-21,11226673819
2013-10-22,11399883835
2013-10-23,11317275981
2013-10-24,10778992546
2013-10-25,10973520718
2013-10-28,11205355663
2013-10-29,11343923676
2013-10-30,11189367046
2013-10-31,11120083040
2013-11-01,11130742117
2013-11-04,11128077348
2013-11-05,10957532101
2013-11-06,11090770575
2013-11-07,10909566251
2013-11-08,11010827491
2013-11-11,11029480877
2013-11-12,11120083040
2013-11-13,11178707968
2013-11-14,11247991975
2013-11-15,11208020432
2013-11-18,11181372738
2013-11-19,11104094423
2013-11-20,11008162721
2013-11-21,11192031816
2013-11-22,11077446728
2013-11-25,11037475186
