,DDS
2009-05-18,751558860
2009-05-19,741223079
2009-05-20,696188610
2009-05-21,698403420
2009-05-22,697665150
2009-05-26,782566200
2009-05-27,744914430
2009-05-28,685114560
2009-05-29,697665150
2009-06-01,826862400
2009-06-02,832768560
2009-06-03,764847720
2009-06-04,712430550
2009-06-05,704309579
2009-06-08,686591100
2009-06-09,718336710
2009-06-10,727195950
2009-06-11,713907090
2009-06-12,741223079
2009-06-15,713907090
2009-06-16,678470130
2009-06-17,680684940
2009-06-18,662966460
2009-06-19,663704730
2009-06-22,628267770
2009-06-23,607596210
2009-06-24,624576420
2009-06-25,660013380
2009-06-26,670349160
2009-06-29,676255320
2009-06-30,679208400
2009-07-01,697665150
2009-07-02,662966460
2009-07-06,651154140
2009-07-07,626791230
2009-07-08,611287560
2009-07-09,612025829
2009-07-10,585448110
2009-07-13,613502370
2009-07-14,609811020
2009-07-15,645986250
2009-07-16,624576420
2009-07-17,603166590
2009-07-20,630482579
2009-07-21,605381400
2009-07-22,612764100
2009-07-23,668134350
2009-07-24,678470130
2009-07-27,713168820
2009-07-28,733102110
2009-07-29,750082320
2009-07-30,774445230
2009-07-31,783304470
2009-08-03,816966000
2009-08-04,823608000
2009-08-05,809586000
2009-08-06,800730000
2009-08-07,855342000
2009-08-10,848700000
2009-08-11,831726000
2009-08-12,854604000
2009-08-13,836154000
2009-08-14,771948000
2009-08-17,737262000
2009-08-18,782280000
2009-08-19,746118000
2009-08-20,772686000
2009-08-21,794088000
2009-08-24,803682000
2009-08-25,864198000
2009-08-26,851651999
2009-08-27,852390000
2009-08-28,861984000
2009-08-31,842058000
2009-09-01,816966000
2009-09-02,817704000
2009-09-03,818442000
2009-09-04,852390000
2009-09-08,874530000
2009-09-09,918810000
2009-09-10,945378000
2009-09-11,947592000
2009-09-14,979326000
2009-09-15,1002204000
2009-09-16,1049436000
2009-09-17,1060506000
2009-09-18,1061982000
2009-09-21,1081908000
2009-09-22,1098144000
2009-09-23,1079694000
2009-09-24,1063458000
2009-09-25,1047222000
2009-09-28,1081170000
2009-09-29,1070100000
2009-09-30,1040580000
2009-10-01,980801999
2009-10-02,966780000
2009-10-05,1040580000
2009-10-06,1070100000
2009-10-07,1079694000
2009-10-08,1090764000
2009-10-09,1095192000
2009-10-12,1089288000
2009-10-13,1112904000
2009-10-14,1122498000
2009-10-15,1103310000
2009-10-16,1074528000
2009-10-19,1121760000
2009-10-20,1129140000
2009-10-21,1105524000
2009-10-22,1138734000
2009-10-23,1101096000
2009-10-26,1072314000
2009-10-27,1039842000
2009-10-28,998514000
2009-10-29,1040580000
2009-10-30,1005156000
2009-11-02,1003376880
2009-11-03,1001161920
2009-11-04,975320720
2009-11-05,982703920
2009-11-06,987133840
2009-11-09,1046199440
2009-11-10,1052844320
2009-11-11,1012975040
2009-11-12,956124400
2009-11-13,973844080
2009-11-16,984180560
2009-11-17,1071302320
2009-11-18,1074255600
2009-11-19,1054320960
2009-11-20,1156209120
2009-11-23,1212321440
2009-11-24,1204938240
2009-11-25,1265480480
2009-11-27,1247022480
2009-11-30,1254405680
2009-12-01,1269910400
2009-12-02,1256620640
2009-12-03,1235947680
2009-12-04,1264003840
2009-12-07,1284676800
2009-12-08,1297228240
2009-12-09,1287630080
2009-12-10,1297228240
2009-12-11,1326761040
2009-12-14,1357770480
2009-12-15,1357032160
2009-12-16,1388779920
2009-12-17,1402069680
2009-12-18,1390994880
2009-12-21,1418312720
2009-12-22,1422742640
2009-12-23,1457443680
2009-12-24,1459658640
2009-12-28,1478116640
2009-12-29,1466303520
2009-12-30,1400593040
2009-12-31,1362200400
2010-01-04,1379920080
2010-01-05,1388041600
2010-01-06,1400593040
2010-01-07,1365892000
2010-01-08,1337097520
2010-01-11,1324546080
2010-01-12,1289845040
2010-01-13,1305349760
2010-01-14,1275078640
2010-01-15,1275816960
2010-01-19,1308303040
2010-01-20,1276555280
2010-01-21,1243330880
2010-01-22,1221919600
2010-01-25,1247760800
2010-01-26,1227826160
2010-01-27,1216751360
2010-01-28,1199770000
2010-01-29,1222657920
2010-02-01,1235607000
2010-02-02,1215363000
2010-02-03,1248621000
2010-02-04,1172706000
2010-02-05,1147401000
2010-02-08,1128603000
2010-02-09,1157523000
2010-02-10,1147401000
2010-02-11,1183551000
2010-02-12,1187166000
2010-02-16,1249344000
2010-02-17,1237776000
2010-02-18,1234161000
2010-02-19,1242114000
2010-02-22,1229823000
2010-02-23,1192227000
2010-02-24,1211025000
2010-02-25,1230546000
2010-02-26,1219701000
2010-03-01,1448169000
2010-03-02,1396113000
2010-03-03,1442385000
2010-03-04,1544328000
2010-03-05,1600722000
2010-03-08,1600722000
2010-03-09,1584093000
2010-03-10,1627473000
2010-03-11,1646994000
2010-03-12,1652055000
2010-03-15,1663623000
2010-03-16,1693266000
2010-03-17,1705557000
2010-03-18,1687482000
2010-03-19,1651332000
2010-03-22,1725078000
2010-03-23,1763397000
2010-03-24,1735200000
2010-03-25,1740261000
2010-03-26,1711341000
2010-03-29,1711341000
2010-03-30,1710618000
2010-03-31,1706280000
2010-04-01,1739538000
2010-04-05,1855218000
2010-04-06,1853772000
2010-04-07,1875462000
2010-04-08,1861725000
2010-04-09,1946316000
2010-04-12,1901490000
2010-04-13,1908720000
2010-04-14,1988250000
2010-04-15,2031630000
2010-04-16,1975236000
2010-04-19,1997649000
2010-04-20,2008494000
2010-04-21,2038137000
2010-04-22,2126343000
2010-04-23,2210211000
2010-04-26,2236239000
2010-04-27,2141526000
2010-04-28,2122728000
2010-04-29,2167554000
2010-04-30,2030183999
2010-05-03,2012044000
2010-05-04,1913879000
2010-05-05,1932835000
2010-05-06,1662712000
2010-05-07,1569963000
2010-05-10,1815037000
2010-05-11,1800820000
2010-05-12,1841440000
2010-05-13,1741244000
2010-05-14,1879352000
2010-05-17,1877998000
2010-05-18,1796081000
2010-05-19,1806236000
2010-05-20,1731089000
2010-05-21,1846856000
2010-05-24,1840086000
2010-05-25,1871228000
2010-05-26,1844148000
2010-05-27,1928773000
2010-05-28,1942313000
2010-06-01,1861073000
2010-06-02,1847533000
2010-06-03,1876644000
2010-06-04,1714841000
2010-06-07,1664743000
2010-06-08,1699270000
2010-06-09,1699947000
2010-06-10,1797435000
2010-06-11,1776448000
2010-06-14,1846179000
2010-06-15,1867166000
2010-06-16,1854980000
2010-06-17,1859042000
2010-06-18,1819099000
2010-06-21,1756815000
2010-06-22,1689115000
2010-06-23,1693177000
2010-06-24,1603136000
2010-06-25,1614645000
2010-06-28,1558454000
2010-06-29,1428470000
2010-06-30,1455550000
2010-07-01,1476537000
2010-07-02,1419669000
2010-07-06,1372279000
2010-07-07,1421023000
2010-07-08,1429147000
2010-07-09,1452165000
2010-07-12,1446749000
2010-07-13,1517157000
2010-07-14,1496847000
2010-07-15,1479922000
2010-07-16,1400713000
2010-07-19,1408160000
2010-07-20,1442687000
2010-07-21,1431178000
2010-07-22,1513095000
2010-07-23,1567932000
2010-07-26,1619384000
2010-07-27,1578087000
2010-07-28,1527312000
2010-07-29,1553715000
2010-07-30,1566578000
2010-08-02,1581600000
2010-08-03,1540083000
2010-08-04,1578305000
2010-08-05,1495930000
2010-08-06,1458367000
2010-08-09,1491976000
2010-08-10,1463639000
2010-08-11,1401693000
2010-08-12,1377969000
2010-08-13,1308115000
2010-08-16,1274506000
2010-08-17,1279778000
2010-08-18,1383900000
2010-08-19,1381264000
2010-08-20,1423440000
2010-08-23,1406965000
2010-08-24,1407624000
2010-08-25,1418168000
2010-08-26,1405647000
2010-08-27,1421463000
2010-08-30,1383241000
2010-08-31,1441233000
2010-09-01,1488681000
2010-09-02,1540083000
2010-09-03,1548650000
2010-09-07,1520313000
2010-09-08,1530198000
2010-09-09,1532834000
2010-09-10,1550627000
2010-09-13,1551286000
2010-09-14,1576328000
2010-09-15,1580941000
2010-09-16,1575010000
2010-09-17,1566443000
2010-09-20,1590826000
2010-09-21,1569079000
2010-09-22,1547991000
2010-09-23,1534152000
2010-09-24,1573033000
2010-09-27,1564466000
2010-09-28,1573692000
2010-09-29,1565784000
2010-09-30,1557876000
2010-10-01,1580941000
2010-10-04,1551286000
2010-10-05,1578964000
2010-10-06,1573692000
2010-10-07,1690335000
2010-10-08,1821476000
2010-10-11,1787208000
2010-10-12,1743714000
2010-10-13,1765461000
2010-10-14,1750304000
2010-10-15,1756894000
2010-10-18,1792480000
2010-10-19,1745691000
2010-10-20,1756235000
2010-10-21,1737124000
2010-10-22,1740419000
2010-10-25,1801706000
2010-10-26,1809614000
2010-10-27,1743055000
2010-10-28,1708787000
2010-10-29,1681109000
2010-11-01,1574230840
2010-11-02,1582880460
2010-11-03,1608829320
2010-11-04,1700268160
2010-11-05,1758344180
2010-11-08,1754637200
2010-11-09,1740427110
2010-11-10,1766375970
2010-11-11,1735484470
2010-11-12,1904152060
2010-11-15,1882528010
2010-11-16,1835572930
2010-11-17,1936279220
2010-11-18,1946782330
2010-11-19,1967170720
2010-11-22,1970877700
2010-11-23,1991883920
2010-11-24,2021539760
2010-11-26,1973966850
2010-11-29,1916508660
2010-11-30,1926393940
2010-12-01,1980762980
2010-12-02,2132749160
2010-12-03,2147577080
2010-12-06,2192060840
2010-12-07,2185264710
2010-12-08,2227277150
2010-12-09,2225423660
2010-12-10,2248283370
2010-12-13,2234073280
2010-12-14,2216156210
2010-12-15,2221716680
2010-12-16,2307595050
2010-12-17,2306977220
2010-12-20,2311302030
2010-12-21,2381116820
2010-12-22,2356403620
2010-12-23,2372467200
2010-12-27,2369378050
2010-12-28,2346518340
2010-12-29,2369378050
2010-12-30,2374320690
2010-12-31,2344047020
2011-01-03,2399033890
2011-01-04,2327983440
2011-01-05,2355785790
2011-01-06,2448460290
2011-01-07,2452785100
2011-01-10,2447842460
2011-01-11,2443517650
2011-01-12,2433632370
2011-01-13,2442899820
2011-01-14,2476880470
2011-01-18,2413861810
2011-01-19,2319333820
2011-01-20,2592414680
2011-01-21,2516421590
2011-01-24,2525071210
2011-01-25,2463906040
2011-01-26,2494797540
2011-01-27,2570172800
2011-01-28,2484294430
2011-01-31,2283900000
2011-02-01,2297700000
2011-02-02,2220650000
2011-02-03,2336225000
2011-02-04,2305750000
2011-02-07,2325875000
2011-02-08,2417300000
2011-02-09,2381650000
2011-02-10,2377625000
2011-02-11,2419600000
2011-02-14,2394300000
2011-02-15,2371300000
2011-02-16,2425350000
2011-02-17,2451225000
2011-02-18,2413275000
2011-02-22,2325875000
2011-02-23,2390850000
2011-02-24,2438000000
2011-02-25,2412700000
2011-02-28,2434550000
2011-03-01,2396025000
2011-03-02,2416150000
2011-03-03,2262625000
2011-03-04,2291375000
2011-03-07,2274700000
2011-03-08,2359225000
2011-03-09,2398325000
2011-03-10,2356350000
2011-03-11,2398900000
2011-03-14,2341400000
2011-03-15,2328175000
2011-03-16,2333925000
2011-03-17,2323000000
2011-03-18,2258025000
2011-03-21,2306325000
2011-03-22,2280450000
2011-03-23,2248250000
2011-03-24,2265500000
2011-03-25,2282750000
2011-03-28,2217200000
2011-03-29,2226975000
2011-03-30,2324725000
2011-03-31,2306900000
2011-04-01,2327025000
2011-04-04,2306325000
2011-04-05,2376475000
2011-04-06,2461000000
2011-04-07,2447775000
2011-04-08,2450650000
2011-04-11,2455250000
2011-04-12,2444900000
2011-04-13,2469625000
2011-04-14,2513325000
2011-04-15,2605325000
2011-04-18,2551275000
2011-04-19,2577150000
2011-04-20,2622000000
2011-04-21,2641550000
2011-04-25,2634075000
2011-04-26,2713425000
2011-04-27,2783575000
2011-04-28,2771500000
2011-04-29,2761150000
2011-05-02,2554272000
2011-05-03,2522235000
2011-05-04,2517348000
2011-05-05,2617803000
2011-05-06,2614002000
2011-05-09,2612916000
2011-05-10,2636265000
2011-05-11,2596083000
2011-05-12,2638437000
2011-05-13,3040800000
2011-05-16,2993559000
2011-05-17,2875728000
2011-05-18,2928399000
2011-05-19,2914824000
2011-05-20,2892018000
2011-05-23,2875185000
2011-05-24,2892561000
2011-05-25,3016365000
2011-05-26,3057090000
2011-05-27,3051660000
2011-05-31,3051117000
2011-06-01,3028311000
2011-06-02,3008220000
2011-06-03,2944146000
2011-06-06,2835546000
2011-06-07,2782332000
2011-06-08,2745951000
2011-06-09,2751924000
2011-06-10,2673189000
2011-06-13,2661786000
2011-06-14,2732919000
2011-06-15,2691651000
2011-06-16,2694366000
2011-06-17,2716086000
2011-06-20,2786133000
2011-06-21,2862153000
2011-06-22,2801337000
2011-06-23,2835003000
2011-06-24,2752467000
2011-06-27,2804595000
2011-06-28,2821971000
2011-06-29,2782332000
2011-06-30,2831202000
2011-07-01,2895276000
2011-07-05,2935458000
2011-07-06,2956092000
2011-07-07,3235737000
2011-07-08,3189039000
2011-07-11,3080439000
2011-07-12,3098901000
2011-07-13,3203157000
2011-07-14,3217818000
2011-07-15,3228135000
2011-07-18,3193383000
2011-07-19,3273204000
2011-07-20,3231393000
2011-07-21,3245511000
2011-07-22,3266145000
2011-07-25,3204243000
2011-07-26,3170577000
2011-07-27,3076638000
2011-07-28,3060348000
2011-07-29,3054918000
2011-08-01,2949902000
2011-08-02,2865500000
2011-08-03,2842055000
2011-08-04,2805064000
2011-08-05,2729519000
2011-08-08,2408062000
2011-08-09,2544564000
2011-08-10,2453389000
2011-08-11,2644075000
2011-08-12,2162671000
2011-08-15,2328349000
2011-08-16,2281980000
2011-08-17,2236132000
2011-08-18,2072017000
2011-08-19,2049093000
2011-08-22,2120470000
2011-08-23,2237695000
2011-08-24,2344500000
2011-08-25,2311156000
2011-08-26,2370550000
2011-08-29,2473187000
2011-08-30,2452347000
2011-08-31,2411188000
2011-09-01,2390348000
2011-09-02,2286148000
2011-09-06,2303341000
2011-09-07,2375239000
2011-09-08,2377323000
2011-09-09,2335643000
2011-09-12,2397121000
2011-09-13,2466414000
2011-09-14,2472145000
2011-09-15,2488817000
2011-09-16,2511220000
2011-09-19,2558631000
2011-09-20,2482565000
2011-09-21,2391911000
2011-09-22,2273644000
2011-09-23,2350752000
2011-09-26,2421087000
2011-09-27,2471103000
2011-09-28,2433070000
2011-09-29,2352315000
2011-09-30,2265308000
2011-10-03,2163192000
2011-10-04,2238216000
2011-10-05,2251762000
2011-10-06,2285106000
2011-10-07,2303341000
2011-10-10,2397642000
2011-10-11,2489338000
2011-10-12,2546127000
2011-10-13,2533102000
2011-10-14,2606563000
2011-10-17,2593017000
2011-10-18,2681066000
2011-10-19,2627403000
2011-10-20,2605521000
2011-10-21,2609689000
2011-10-24,2708679000
2011-10-25,2626361000
2011-10-26,2624277000
2011-10-27,2739939000
2011-10-28,2699822000
2011-10-31,2586806000
2011-11-01,2570240000
2011-11-02,2637006000
2011-11-03,2709294000
2011-11-04,2781080000
2011-11-07,2758490000
2011-11-08,2779574000
2011-11-09,2732888000
2011-11-10,2769534000
2011-11-11,2419640000
2011-11-14,2468836000
2011-11-15,2537610000
2011-11-16,2503474000
2011-11-17,2431186000
2011-11-18,2465824000
2011-11-21,2486406000
2011-11-22,2496948000
2011-11-23,2451768000
2011-11-25,2433194000
2011-11-28,2494438000
2011-11-29,2323758000
2011-11-30,2359400000
2011-12-01,2321248000
2011-12-02,2378978000
2011-12-05,2447250000
2011-12-06,2444238000
2011-12-07,2435704000
2011-12-08,2393034000
2011-12-09,2405082000
2011-12-12,2354882000
2011-12-13,2319742000
2011-12-14,2222856000
2011-12-15,2215828000
2011-12-16,2217836000
2011-12-19,2164624000
2011-12-20,2214824000
2011-12-21,2265526000
2011-12-22,2219844000
2011-12-23,2256490000
2011-12-27,2312714000
2011-12-28,2278076000
2011-12-29,2278076000
2011-12-30,2252976000
2012-01-03,2212314000
2012-01-04,2160106000
2012-01-05,2242936000
2012-01-06,2242434000
2012-01-09,2239924000
2012-01-10,2255486000
2012-01-11,2285606000
2012-01-12,2291128000
2012-01-13,2264522000
2012-01-17,2282092000
2012-01-18,2323758000
2012-01-19,2344340000
2012-01-20,2319742000
2012-01-23,2300666000
2012-01-24,2302172000
2012-01-25,2300666000
2012-01-26,2249462000
2012-01-27,2316228000
2012-01-30,2229422000
2012-01-31,2185950000
2012-02-01,2168166000
2012-02-02,2233868000
2012-02-03,2369718000
2012-02-06,2417636000
2012-02-07,2440854000
2012-02-08,2439866000
2012-02-09,2408744000
2012-02-10,2420106000
2012-02-13,2418130000
2012-02-14,2387008000
2012-02-15,2413684000
2012-02-16,2420600000
2012-02-17,2543112000
2012-02-21,2567318000
2012-02-22,2578680000
2012-02-23,2856802000
2012-02-24,2907684000
2012-02-27,2931890000
2012-02-28,3003520000
2012-02-29,3020316000
2012-03-01,2985242000
2012-03-02,3019328000
2012-03-05,3055884000
2012-03-06,3019822000
2012-03-07,3062800000
2012-03-08,3071692000
2012-03-09,3103802000
2012-03-12,3112200000
2012-03-13,3118622000
2012-03-14,3140358000
2012-03-15,3143816000
2012-03-16,3114176000
2012-03-19,3110718000
2012-03-20,3127514000
2012-03-21,3119116000
2012-03-22,3095404000
2012-03-23,3070704000
2012-03-26,3156166000
2012-03-27,3130478000
2012-03-28,3104296000
2012-03-29,3111212000
2012-03-30,3113188000
2012-04-02,3143322000
2012-04-03,3156166000
2012-04-04,3139370000
2012-04-05,3137888000
2012-04-09,3117140000
2012-04-10,3014388000
2012-04-11,3081078000
2012-04-12,3119610000
2012-04-13,3126526000
2012-04-16,3146286000
2012-04-17,3174938000
2012-04-18,3175926000
2012-04-19,3143322000
2012-04-20,3131960000
2012-04-23,3097380000
2012-04-24,3092934000
2012-04-25,3155672000
2012-04-26,3198155999
2012-04-27,3210505999
2012-04-30,3118248000
2012-05-01,3107622000
2012-05-02,3187800000
2012-05-03,3158337000
2012-05-04,3168479999
2012-05-07,3211950000
2012-05-08,3168479999
2012-05-09,3162684000
2012-05-10,3196977000
2012-05-11,3401769000
2012-05-14,3333666000
2012-05-15,3324005999
2012-05-16,3322074000
2012-05-17,3157854000
2012-05-18,3149642999
2012-05-21,3260250000
2012-05-22,3299855999
2012-05-23,3323040000
2012-05-24,3371823000
2012-05-25,3356366999
2012-05-29,3395490000
2012-05-30,3303720000
2012-05-31,3247691999
2012-06-01,3197942999
2012-06-04,3180554999
2012-06-05,3186834000
2012-06-06,3241896000
2012-06-07,3179105999
2012-06-08,3283434000
2012-06-11,3193596000
2012-06-12,3228372000
2012-06-13,3138051000
2012-06-14,3190698000
2012-06-15,3201807000
2012-06-18,3237549000
2012-06-19,3344291999
2012-06-20,3337047000
2012-06-21,3190215000
2012-06-22,3152541000
2012-06-25,3120663000
2012-06-26,3165099000
2012-06-27,3051594000
2012-06-28,3068499000
2012-06-29,3075744000
2012-07-02,3071880000
2012-07-03,3062703000
2012-07-05,3135636000
2012-07-06,3118248000
2012-07-09,3122595000
2012-07-10,3173310000
2012-07-11,3053526000
2012-07-12,2996049000
2012-07-13,3020199000
2012-07-16,2979144000
2012-07-17,3001362000
2012-07-18,3050145000
2012-07-19,3144813000
2012-07-20,3127908000
2012-07-23,3086370000
2012-07-24,3022614000
2012-07-25,3039519000
2012-07-26,3061254000
2012-07-27,3158337000
2012-07-30,3149106000
2012-07-31,3072333000
2012-08-01,3076571999
2012-08-02,3054906000
2012-08-03,3137802000
2012-08-06,3238125000
2012-08-07,3269211000
2012-08-08,3311601000
2012-08-09,3494349000
2012-08-10,3492936000
2012-08-13,3477864000
2012-08-14,3481161000
2012-08-15,3494349000
2012-08-16,3535326000
2012-08-17,3532971000
2012-08-20,3538152000
2012-08-21,3505182000
2012-08-22,3528732000
2012-08-23,3475509000
2012-08-24,3507537000
2012-08-27,3513659999
2012-08-28,3547571999
2012-08-29,3572064000
2012-08-30,3549927000
2012-08-31,3536268000
2012-09-04,3558405000
2012-09-05,3526848000
2012-09-06,3613512000
2012-09-07,3656373000
2012-09-10,3670974000
2012-09-11,3648365999
2012-09-12,3683690999
2012-09-13,3685103999
2012-09-14,3727023000
2012-09-17,3685103999
2012-09-18,3645540000
2012-09-19,3709596000
2012-09-20,3642714000
2012-09-21,3631409999
2012-09-24,3547101000
2012-09-25,3498588000
2012-09-26,3435474000
2012-09-27,3418518000
2012-09-28,3406271999
2012-10-01,3410511000
2012-10-02,3443009999
2012-10-03,3469386000
2012-10-04,3522138000
2012-10-05,3585252000
2012-10-08,3525906000
2012-10-09,3518370000
2012-10-10,3463263000
2012-10-11,3528261000
2012-10-12,3517899000
2012-10-15,3604092000
2012-10-16,3640359000
2012-10-17,3697821000
2012-10-18,3696408000
2012-10-19,3626228999
2012-10-22,3626228999
2012-10-23,3571121999
2012-10-24,3537209999
2012-10-25,3548984999
2012-10-26,3564999000
2012-10-31,3672900000
2012-11-01,3821247000
2012-11-02,3779271000
2012-11-05,3876102000
2012-11-06,3903291000
2012-11-07,3854637000
2012-11-08,4004415000
2012-11-09,3981041999
2012-11-12,3952422000
2012-11-13,4008708000
2012-11-14,3935250000
2012-11-15,3939066000
2012-11-16,3984381000
2012-11-19,4049730000
2012-11-20,4084551000
2012-11-21,4102200000
2012-11-23,4123188000
2012-11-26,4094568000
2012-11-27,4184244000
2012-11-28,4244346000
2012-11-29,4247685000
2012-11-30,4241007000
2012-12-03,4245777000
2012-12-04,4241484000
2012-12-05,3961008000
2012-12-06,3976749000
2012-12-07,4039713000
2012-12-10,4028265000
2012-12-11,4017771000
2012-12-12,3998213999
2012-12-13,3954330000
2012-12-14,3925710000
2012-12-17,4005846000
2012-12-18,3994875000
2012-12-19,4021110000
2012-12-20,3991536000
2012-12-21,3947652000
2012-12-24,3963393000
2012-12-26,3906630000
2012-12-27,3869901000
2012-12-28,3838419000
2012-12-31,3995829000
2013-01-02,3888981000
2013-01-03,3878010000
2013-01-04,3874671000
2013-01-07,3826494000
2013-01-08,3812184000
2013-01-09,3818862000
2013-01-10,3836511000
2013-01-11,3830787000
2013-01-14,3792150000
2013-01-15,3896613000
2013-01-16,3878010000
2013-01-17,3886596000
2013-01-18,3914738999
2013-01-22,3871809000
2013-01-23,3865608000
2013-01-24,4022063999
2013-01-25,4038282000
2013-01-28,4008231000
2013-01-29,4032558000
2013-01-30,4018247999
2013-01-31,4026357000
2013-02-01,4074057000
2013-02-04,3945697000
2013-02-05,4042311000
2013-02-06,4081238000
2013-02-07,4100467000
2013-02-08,4112192000
2013-02-11,4076548000
2013-02-12,4097184000
2013-02-13,4093901000
2013-02-14,4137987000
2013-02-15,4102343000
2013-02-19,4121572000
2013-02-20,4054505000
2013-02-21,4009012000
2013-02-22,3982748000
2013-02-25,3607548000
2013-02-26,3645537000
2013-02-27,3705569000
2013-02-28,3736992000
2013-03-01,3764663000
2013-03-04,3768884000
2013-03-05,3752469000
2013-03-06,3766070000
2013-03-07,3762318000
2013-03-08,3781078000
2013-03-11,3777795000
2013-03-12,3769822000
2013-03-13,3761848999
2013-03-14,3753876000
2013-03-15,3762787000
2013-03-18,3744496000
2013-03-19,3685871000
2013-03-20,3733709000
2013-03-21,3682588000
2013-03-22,3695720000
2013-03-25,3710259000
2013-03-26,3722453000
2013-03-27,3702286000
2013-03-28,3683995000
2013-04-01,3727143000
2013-04-02,3728080999
2013-04-03,3698064999
2013-04-04,3756221000
2013-04-05,3772167000
2013-04-08,3795148000
2013-04-09,3752938000
2013-04-10,3812970000
2013-04-11,3820473999
2013-04-12,3878161000
2013-04-15,3689154000
2013-04-16,3718701000
2013-04-17,3716355999
2013-04-18,3654448000
2013-04-19,3708852000
2013-04-22,3710259000
2013-04-23,3769353000
2013-04-24,3798430999
2013-04-25,3895514000
2013-04-26,3907239000
2013-04-29,3876285000
2013-04-30,3865029000
2013-05-01,3846738000
2013-05-02,3888010000
2013-05-03,3955546000
2013-05-06,3937352000
2013-05-07,3994764000
2013-05-08,4009117000
2013-05-09,3988745000
2013-05-10,4036897000
2013-05-13,4020229000
2013-05-14,4060972999
2013-05-15,4124867000
2013-05-16,4215615000
2013-05-17,4260063000
2013-05-20,4267934000
2013-05-21,4337847000
2013-05-22,4316549000
2013-05-23,4337384000
2013-05-24,4323957000
2013-05-28,4330902000
2013-05-29,4317475000
2013-05-30,4288306000
2013-05-31,4272101000
2013-06-03,4233672000
2013-06-04,4019303000
2013-06-05,3931333000
2013-06-06,3945222999
2013-06-07,3952631000
2013-06-10,3939667000
2013-06-11,3862809000
2013-06-12,3843826000
2013-06-13,3919295000
2013-06-14,3880865999
2013-06-17,3933647999
2013-06-18,3986429999
2013-06-19,3919295000
2013-06-20,3758171000
2013-06-21,3725297999
2013-06-24,3712334000
2013-06-25,3796137000
2013-06-26,3805397000
2013-06-27,3792433000
2013-06-28,3795211000
2013-07-01,3804471000
2013-07-02,3809564000
2013-07-03,3820213000
2013-07-05,3889200000
2013-07-08,3991522999
2013-07-09,3976707000
2013-07-10,3924851000
2013-07-11,3905868000
2013-07-12,3887811000
2013-07-15,3869290999
2013-07-16,3810027000
2013-07-17,3805860000
2013-07-18,3814657000
2013-07-19,3826695000
2013-07-22,3849845000
2013-07-23,3826232000
2013-07-24,3833640000
2013-07-25,3787340000
2013-07-26,3789192000
2013-07-29,3776228000
2013-07-30,3833177000
2013-07-31,3909109000
2013-08-01,3968836000
2013-08-02,3947075000
2013-08-05,3826437242
2013-08-06,3712646566
2013-08-07,3651687276
2013-08-08,3647171773
2013-08-09,3618724104
2013-08-12,3648526424
2013-08-13,3605177595
2013-08-14,3565441168
2013-08-15,3815148484
2013-08-16,3668394637
2013-08-19,3567247370
2013-08-20,3602468293
2013-08-21,3545572955
2013-08-22,3564086517
2013-08-23,3513512884
2013-08-26,3508997381
2013-08-27,3425460575
2013-08-28,3421396623
2013-08-29,3435394682
2013-08-30,3443522587
2013-09-03,3453908244
2013-09-04,3491386919
2013-09-05,3521189239
2013-09-06,3502224126
2013-09-09,3560925665
2013-09-10,3577181476
2013-09-11,3562731867
2013-09-12,3553700861
2013-09-13,3580342328
2013-09-16,3677425643
2013-09-17,3672007039
2013-09-18,3720774472
2013-09-19,3726193075
2013-09-20,3714001217
2013-09-23,3635883015
2013-09-24,3613305500
2013-09-25,3570859772
2013-09-26,3576278376
2013-09-27,3572665973
2013-09-30,3535638849
2013-10-01,3571762872
2013-10-02,3557764813
2013-10-03,3566795819
2013-10-04,3572214423
2013-10-07,3487774517
2013-10-08,3475582659
2013-10-09,3453908244
2013-10-10,3486419866
2013-10-11,3463842351
2013-10-14,3474679558
2013-10-15,3461133049
2013-10-16,3574472174
2013-10-17,3636334565
2013-10-18,3677877193
2013-10-21,3619627204
2013-10-22,3610596198
2013-10-23,3641753169
2013-10-24,3694133004
2013-10-25,3730257028
2013-10-28,3773605857
2013-10-29,3756446945
2013-10-30,3750125241
2013-10-31,3701809359
2013-11-01,3710840365
2013-11-04,3598483000
2013-11-05,3607263000
2013-11-06,3630968999
2013-11-07,3627457000
2013-11-08,3619993999
2013-11-11,3662577000
2013-11-12,3687600000
2013-11-13,3931245000
2013-11-14,4031776000
2013-11-15,3943976000
2013-11-18,3958024000
2013-11-19,3917197000
2013-11-20,3916758000
2013-11-21,4046263000
2013-11-22,4003241000
2013-11-25,4030020000
2013-11-26,4066896000
2013-11-27,4027825000
2013-11-29,4016850000
2013-12-02,3989193000
2013-12-03,3995778000
2013-12-04,3994022000
2013-12-05,3971193999
2013-12-06,3991827000
2013-12-09,4088407000
2013-12-10,4012899000
2013-12-11,4027825000
2013-12-12,3994900000
2013-12-13,4048458000
2013-12-16,4064262000
2013-12-17,4038800000
2013-12-18,4055921000
2013-12-19,4058116000
2013-12-20,4195962000
2013-12-23,4227131000
2013-12-24,4247325000
2013-12-26,4198157000
2013-12-27,4228009000
2013-12-30,4241618000
2013-12-31,4267518999
2014-01-02,4251714999
2014-01-03,4244252000
2014-01-06,4206497999
2014-01-07,4147672000
2014-01-08,4062506000
2014-01-09,4091480000
2014-01-10,4092797000
2014-01-13,3963731000
