,CMI
2009-04-21,5524713000
2009-04-22,5875551000
2009-04-23,6208650000
2009-04-24,6579198000
2009-04-27,6281577000
2009-04-28,6159375000
2009-04-29,6600879000
2009-04-30,6701400000
2009-05-01,6701400000
2009-05-04,6728994000
2009-05-05,6701400000
2009-05-06,6679719000
2009-05-07,6021405000
2009-05-08,6705342000
2009-05-11,6409692000
2009-05-12,6220476000
2009-05-13,5796711000
2009-05-14,5913000000
2009-05-15,5824305000
2009-05-18,6210621000
2009-05-19,6449112000
2009-05-20,6474735000
2009-05-21,6348591000
2009-05-22,6319026000
2009-05-26,6596937000
2009-05-27,6451082999
2009-05-28,6391953000
2009-05-29,6391953000
2009-06-01,7044354000
2009-06-02,7184295000
2009-06-03,6922151999
2009-06-04,7140932999
2009-06-05,7142904000
2009-06-08,7083774000
2009-06-09,7093629000
2009-06-10,7058151000
2009-06-11,7146846000
2009-06-12,6995079000
2009-06-15,6705342000
2009-06-16,6614676000
2009-06-17,6429401999
2009-06-18,6307200000
2009-06-19,6354504000
2009-06-22,6029289000
2009-06-23,6200766000
2009-06-24,6403779000
2009-06-25,6752646000
2009-06-26,6878790000
2009-06-29,7124166000
2009-06-30,6950454000
2009-07-01,7096530000
2009-07-02,6760950000
2009-07-06,6753054000
2009-07-07,6366150000
2009-07-08,6332592000
2009-07-09,6425369999
2009-07-10,6344436000
2009-07-13,6549732000
2009-07-14,6451032000
2009-07-15,6952428000
2009-07-16,7139958000
2009-07-17,7189308000
2009-07-20,7597926000
2009-07-21,7850598000
2009-07-22,7803222000
2009-07-23,8140776000
2009-07-24,8217762000
2009-07-27,8119062000
2009-07-28,7953246000
2009-07-29,7842701999
2009-07-30,8154594000
2009-07-31,8490174000
2009-08-03,8798118000
2009-08-04,8851416000
2009-08-05,8867208000
2009-08-06,8892870000
2009-08-07,9305436000
2009-08-10,9340968000
2009-08-11,8886948000
2009-08-12,9163308000
2009-08-13,9571926000
2009-08-14,9244242000
2009-08-17,8709288000
2009-08-18,8867208000
2009-08-19,8780352000
2009-08-20,8965908000
2009-08-21,9283722000
2009-08-24,9226476000
2009-08-25,9475200000
2009-08-26,9104088000
2009-08-27,9040920000
2009-08-28,8997492000
2009-08-31,8946168000
2009-09-01,8701392000
2009-09-02,8782326000
2009-09-03,9080400000
2009-09-04,9252138000
2009-09-08,9188970000
2009-09-09,9317280000
2009-09-10,9260034000
2009-09-11,9372552000
2009-09-14,9368604000
2009-09-15,9404136000
2009-09-16,9449538000
2009-09-17,9248190000
2009-09-18,9092244000
2009-09-21,8843520000
2009-09-22,9011310000
2009-09-23,8883000000
2009-09-24,8673756000
2009-09-25,8707314000
2009-09-28,8838492163
2009-09-29,8828567964
2009-09-30,8894067681
2009-10-01,8548705535
2009-10-02,8443509019
2009-10-05,8749174367
2009-10-06,8905976721
2009-10-07,9003233877
2009-10-08,9356535382
2009-10-09,9392262501
2009-10-12,9471656098
2009-10-13,9374398942
2009-10-14,9723730768
2009-10-15,9777321445
2009-10-16,9670140090
2009-10-19,10033365795
2009-10-20,10023441596
2009-10-21,9938093479
2009-10-22,9926184439
2009-10-23,9644337171
2009-10-26,9608610052
2009-10-27,9233475307
2009-10-28,8872234442
2009-10-29,9114384912
2009-10-30,8546720695
2009-11-02,8753144047
2009-11-03,8886128321
2009-11-04,8991324837
2009-11-05,9342641503
2009-11-06,9165990750
2009-11-09,9330732463
2009-11-10,9316838584
2009-11-11,9406156380
2009-11-12,9251338867
2009-11-13,9322793104
2009-11-16,9693958169
2009-11-17,9628458451
2009-11-18,9555019374
2009-11-19,9364474742
2009-11-20,9229505628
2009-11-23,9287065985
2009-11-24,9146142351
2009-11-25,9197748189
2009-11-27,8999264197
2009-11-30,8911931240
2009-12-01,9360505062
2009-12-02,8618174932
2009-12-03,8544735855
2009-12-04,8673750450
2009-12-07,8947658359
2009-12-08,8923840280
2009-12-09,9078657794
2009-12-10,9199733029
2009-12-11,9048885195
2009-12-14,9241414667
2009-12-15,9152096871
2009-12-16,9283096305
2009-12-17,9229505628
2009-12-18,9350580863
2009-12-21,9366459582
2009-12-22,9281111465
2009-12-23,9398217021
2009-12-24,9433944139
2009-12-28,9410126060
2009-12-29,9296990185
2009-12-30,9207672388
2009-12-31,9098624000
2010-01-04,9312896000
2010-01-05,9533120000
2010-01-06,9620416000
2010-01-07,10108480000
2010-01-08,10648128000
2010-01-11,10912000000
2010-01-12,10584640000
2010-01-13,10471552000
2010-01-14,10493376000
2010-01-15,10263232000
2010-01-19,10503296000
2010-01-20,10211648000
2010-01-21,9814848000
2010-01-22,9477568000
2010-01-25,9449792000
2010-01-26,9382336000
2010-01-27,9207744000
2010-01-28,9037120000
2010-01-29,8959744000
2010-02-01,9312896000
2010-02-02,10136256000
2010-02-03,10285056000
2010-02-04,9939840000
2010-02-05,10015232000
2010-02-08,9941824000
2010-02-09,10364416000
2010-02-10,10312832000
2010-02-11,10884224000
2010-02-12,10902080000
2010-02-16,11330624000
2010-02-17,11201664000
2010-02-18,11406016000
2010-02-19,11493312000
2010-02-22,11344512000
2010-02-23,11038976000
2010-02-24,11100480000
2010-02-25,11116352000
2010-02-26,11265152000
2010-03-01,11697664000
2010-03-02,11753216000
2010-03-03,11741312000
2010-03-04,11850432000
2010-03-05,12042880000
2010-03-08,11907968000
2010-03-09,12128192000
2010-03-10,11949632000
2010-03-11,11792896000
2010-03-12,11977408000
2010-03-15,11947648000
2010-03-16,12042880000
2010-03-17,11937728000
2010-03-18,11771072000
2010-03-19,11538944000
2010-03-22,11894080000
2010-03-23,12370240000
2010-03-24,12263104000
2010-03-25,12213504000
2010-03-26,12372224000
2010-03-29,12420452000
2010-03-30,12237335000
2010-03-31,12197955000
2010-04-01,12274746000
2010-04-05,12922547000
2010-04-06,12822128000
2010-04-07,12741398999
2010-04-08,12804407000
2010-04-09,13009182999
2010-04-12,12824097000
2010-04-13,13007214000
2010-04-14,13334068000
2010-04-15,13194269000
2010-04-16,12977679000
2010-04-19,12981617000
2010-04-20,13200176000
2010-04-21,13141105999
2010-04-22,13401014000
2010-04-23,13735744000
2010-04-26,13844039000
2010-04-27,14255560000
2010-04-28,14533189000
2010-04-29,14923051000
2010-04-30,14222087000
2010-05-03,14422925000
2010-05-04,13910985000
2010-05-05,13863729000
2010-05-06,13239555999
2010-05-07,12859539000
2010-05-10,14202397000
2010-05-11,14129544000
2010-05-12,14785221000
2010-05-13,14578476000
2010-05-14,14088195000
2010-05-17,14033063000
2010-05-18,13773155000
2010-05-19,13481743000
2010-05-20,12542530000
2010-05-21,12969803000
2010-05-24,12646887000
2010-05-25,12786686000
2010-05-26,12991462000
2010-05-27,13702271000
2010-05-28,13385262000
2010-06-01,13013121000
2010-06-02,13739682000
2010-06-03,13889326000
2010-06-04,13064314999
2010-06-07,12392886000
2010-06-08,12835911000
2010-06-09,12973741000
2010-06-10,13877512000
2010-06-11,14220118000
2010-06-14,14257529000
2010-06-15,14840353000
2010-06-16,14671019000
2010-06-17,14533189000
2010-06-18,14629670000
2010-06-21,14761593000
2010-06-22,14218148999
2010-06-23,14403235000
2010-06-24,14050784000
2010-06-25,14292971000
2010-06-28,13796067999
2010-06-29,12969791999
2010-06-30,12752454000
2010-07-01,12691755999
2010-07-02,12578191999
2010-07-06,12447006000
2010-07-07,13198878000
2010-07-08,13498452000
2010-07-09,14005574000
2010-07-12,13835228000
2010-07-13,14436334000
2010-07-14,14614512000
2010-07-15,14234660000
2010-07-16,13608100000
2010-07-19,13835228000
2010-07-20,14203332000
2010-07-21,14322770000
2010-07-22,14861220000
2010-07-23,15070726000
2010-07-26,15243029999
2010-07-27,15552394000
2010-07-28,15617008000
2010-07-29,15495612000
2010-07-30,15587638000
2010-08-02,15940078000
2010-08-03,15671832000
2010-08-04,15955741999
2010-08-05,15985112000
2010-08-06,15885254000
2010-08-09,15883296000
2010-08-10,15953784000
2010-08-11,15235198000
2010-08-12,15266526000
2010-08-13,15223450000
2010-08-16,15227366000
2010-08-17,15775605999
2010-08-18,16022314000
2010-08-19,15906791999
2010-08-20,15568058000
2010-08-23,14978700000
2010-08-24,14639966000
2010-08-25,14387384000
2010-08-26,14209205999
2010-08-27,14918002000
2010-08-30,14453955999
2010-08-31,14569478000
2010-09-01,15640504000
2010-09-02,16016440000
2010-09-03,16282728000
2010-09-07,15836304000
2010-09-08,16047767999
2010-09-09,15945952000
2010-09-10,16039936000
2010-09-13,16605798000
2010-09-14,16646916000
2010-09-15,16314055999
2010-09-16,16462864000
2010-09-17,16670412000
2010-09-20,17220610000
2010-09-21,17451654000
2010-09-22,17306762000
2010-09-23,17291098000
2010-09-24,17790388000
2010-09-27,17543377152
2010-09-28,17809660555
2010-09-29,17876231406
2010-09-30,17735257839
2010-10-01,17878189372
2010-10-04,17560998847
2010-10-05,18060280228
2010-10-06,18252160916
2010-10-07,18068112093
2010-10-08,18191463964
2010-10-11,18220833457
2010-10-12,18064196161
2010-10-13,18173842268
2010-10-14,18357891091
2010-10-15,18334395496
2010-10-18,17886021237
2010-10-19,17654981225
2010-10-20,18023078871
2010-10-21,18355933125
2010-10-22,18332437530
2010-10-25,18500822623
2010-10-26,17425899180
2010-10-27,17476806301
2010-10-28,17427857146
2010-10-29,17249682222
2010-11-01,17269261884
2010-11-02,17889937169
2010-11-03,17909516831
2010-11-04,18725988736
2010-11-05,18872836201
2010-11-08,18678997548
2010-11-09,18267824646
2010-11-10,18508654488
2010-11-11,18602636866
2010-11-12,18416630077
2010-11-15,18400966347
2010-11-16,17880147338
2010-11-17,18017204972
2010-11-18,18367680922
2010-11-19,18465579232
2010-11-22,18716198905
2010-11-23,18583057204
2010-11-24,19315336563
2010-11-26,19227228084
2010-11-29,19045137227
2010-11-30,19015767734
2010-12-01,19681476242
2010-12-02,20356974581
2010-12-03,20135724400
2010-12-06,20550813235
2010-12-07,20750525787
2010-12-08,20574308829
2010-12-09,20411797635
2010-12-10,20564518998
2010-12-13,20889541387
2010-12-14,21202815979
2010-12-15,21267428864
2010-12-16,21245891236
2010-12-17,21138203095
2010-12-20,21365327174
2010-12-21,21770626177
2010-12-22,21782373975
2010-12-23,21715803124
2010-12-27,21502384808
2010-12-28,21549375997
2010-12-29,21563081760
2010-12-30,21568955659
2010-12-31,21506955000
2011-01-03,21847125000
2011-01-04,21817800000
2011-01-05,22089545000
2011-01-06,21536280000
2011-01-07,21461990000
2011-01-10,21708320000
2011-01-11,21802160000
2011-01-12,21862765000
2011-01-13,22073905000
2011-01-14,22005480000
2011-01-18,22257675000
2011-01-19,21784565000
2011-01-20,21117910000
2011-01-21,20537275000
2011-01-24,20748415000
2011-01-25,20932185000
2011-01-26,21428755000
2011-01-27,21489360000
2011-01-28,20601790000
2011-01-31,20699540000
2011-02-01,20998655000
2011-02-02,20896995000
2011-02-03,21045575000
2011-02-04,21444395000
2011-02-07,21858855000
2011-02-08,21837350000
2011-02-09,21856900000
2011-02-10,21727870000
2011-02-11,21837350000
2011-02-14,22197070000
2011-02-15,22023075000
2011-02-16,21698545000
2011-02-17,21860810000
2011-02-18,21512820000
2011-02-22,20152140000
2011-02-23,19684895000
2011-02-24,19720085000
2011-02-25,20005515000
2011-02-28,19768960000
2011-03-01,19534360000
2011-03-02,19608650000
2011-03-03,20320270000
2011-03-04,20038750000
2011-03-07,19491350000
2011-03-08,19567595000
2011-03-09,19563685000
2011-03-10,19286075000
2011-03-11,19301715000
2011-03-14,19071025000
2011-03-15,19536315000
2011-03-16,19340815000
2011-03-17,19544135000
2011-03-18,19534360000
2011-03-21,20052435000
2011-03-22,19882350000
2011-03-23,20073940000
2011-03-24,20287035000
2011-03-25,20437570000
2011-03-28,20333496000
2011-03-29,20858694000
2011-03-30,21234666000
2011-03-31,21244356000
2011-04-01,21569940000
2011-04-04,21478854000
2011-04-05,21502110000
2011-04-06,21368388000
2011-04-07,21350946000
2011-04-08,21102882000
2011-04-11,20817996000
2011-04-12,20488536000
2011-04-13,20521482000
2011-04-14,20411016000
2011-04-15,20374194000
2011-04-18,19926516000
2011-04-19,20412954000
2011-04-20,20959470000
2011-04-21,21112572000
2011-04-25,20969160000
2011-04-26,22556382000
2011-04-27,23077704000
2011-04-28,22819950000
2011-04-29,23290884000
2011-05-02,22924602000
2011-05-03,22467234000
2011-05-04,21833508000
2011-05-05,22459482000
2011-05-06,22721112000
2011-05-09,22788942000
2011-05-10,22947858000
2011-05-11,22100952000
2011-05-12,21922656000
2011-05-13,21374202000
2011-05-16,21341256000
2011-05-17,20637762000
2011-05-18,20967222000
2011-05-19,21223038000
2011-05-20,20622258000
2011-05-23,20186208000
2011-05-24,19899384000
2011-05-25,20370318000
2011-05-26,20513730000
2011-05-27,20343186000
2011-05-31,20395512000
2011-06-01,19504032000
2011-06-02,19978842000
2011-06-03,19651320000
2011-06-06,19370310000
2011-06-07,19569924000
2011-06-08,18649374000
2011-06-09,18717204000
2011-06-10,17998206000
2011-06-13,18110610000
2011-06-14,18579606000
2011-06-15,17914872000
2011-06-16,18009834000
2011-06-17,18143556000
2011-06-20,18116424000
2011-06-21,18899376000
2011-06-22,18620304000
2011-06-23,19060230000
2011-06-24,18734646000
2011-06-27,18708619000
2011-06-28,19344470000
2011-06-29,19409784000
2011-06-30,19880429000
2011-07-01,20635382000
2011-07-05,20295365000
2011-07-06,20512438000
2011-07-07,20904322000
2011-07-08,20510517000
2011-07-11,19911165000
2011-07-12,19847772000
2011-07-13,20306891000
2011-07-14,20072529000
2011-07-15,20109028000
2011-07-18,19882350000
2011-07-19,20474018000
2011-07-20,20506675000
2011-07-21,20664197000
2011-07-22,20512438000
2011-07-25,20489386000
2011-07-26,21288522000
2011-07-27,20456729000
2011-07-28,20312654000
2011-07-29,20147448000
2011-08-01,19938059000
2011-08-02,19046715000
2011-08-03,19505834000
2011-08-04,17896036000
2011-08-05,17723146000
2011-08-08,16073007000
2011-08-09,17502231000
2011-08-10,16568625000
2011-08-11,17648227000
2011-08-12,18147687000
2011-08-15,18476178000
2011-08-16,17995928000
2011-08-17,17659753000
2011-08-18,16009614000
2011-08-19,15350711000
2011-08-22,15358395000
2011-08-23,16165215000
2011-08-24,16632018000
2011-08-25,16353473000
2011-08-26,16802987000
2011-08-29,17377366000
2011-08-30,17477258000
2011-08-31,17849932000
2011-09-01,17434996000
2011-09-02,16678121999
2011-09-06,16432234000
2011-09-07,17385050000
2011-09-08,17290921000
2011-09-09,16935536000
2011-09-12,16724226000
2011-09-13,17711620000
2011-09-14,18090057000
2011-09-15,18798906000
2011-09-16,18795064000
2011-09-19,18639463000
2011-09-20,18105425000
2011-09-21,17598281000
2011-09-22,16378446000
2011-09-23,16570546000
2011-09-26,17044941761
2011-09-27,17507829652
2011-09-28,16563004985
2011-09-29,16467760563
2011-09-30,15555319001
2011-10-03,15431501252
2011-10-04,16214410401
2011-10-05,16823974702
2011-10-06,17147805736
2011-10-07,17176379063
2011-10-10,17921190443
2011-10-11,18239306813
2011-10-12,18231687259
2011-10-13,18187874825
2011-10-14,18591711174
2011-10-17,17595454520
2011-10-18,17860234013
2011-10-19,17237335493
2011-10-20,17494495432
2011-10-21,17947858881
2011-10-24,18824107564
2011-10-25,17869758455
2011-10-26,18073581518
2011-10-27,19374620323
2011-10-28,19572728721
2011-10-31,18940305758
2011-11-01,18292643689
2011-11-02,18814583121
2011-11-03,19666068254
2011-11-04,19694641581
2011-11-07,19239373244
2011-11-08,19368905657
2011-11-09,18353600119
2011-11-10,18530754744
2011-11-11,18805058679
2011-11-14,18936495982
2011-11-15,18902207990
2011-11-16,18673621377
2011-11-17,18054532634
2011-11-18,17909761112
2011-11-21,17353533688
2011-11-22,17063990645
2011-11-23,16542051212
2011-11-25,16389660137
2011-11-28,17229715939
2011-11-29,16852548028
2011-11-30,18349790342
2011-12-01,18347885454
2011-12-02,18235497036
2011-12-05,18231687259
2011-12-06,18420271214
2011-12-07,18016434865
2011-12-08,17504019875
2011-12-09,18117393952
2011-12-12,17595454520
2011-12-13,16999224438
2011-12-14,16669678738
2011-12-15,16540146324
2011-12-16,16629676081
2011-12-19,16347752592
2011-12-20,17147805736
2011-12-21,16757303606
2011-12-22,16791591598
2011-12-23,16966841335
2011-12-27,16921124012
2011-12-28,16734444945
2011-12-29,16949697339
2011-12-30,16766828048
2012-01-03,17335920000
2012-01-04,17573920000
2012-01-05,18030880000
2012-01-06,17808112000
2012-01-09,18318384000
2012-01-10,18798192000
2012-01-11,18767728000
2012-01-12,18893392000
2012-01-13,18613504000
2012-01-17,18897200000
2012-01-18,19291328000
2012-01-19,20089104000
2012-01-20,19950112000
2012-01-23,20087200000
2012-01-24,20334720000
2012-01-25,20745984000
2012-01-26,20420400000
2012-01-27,20277600000
2012-01-30,20058640000
2012-01-31,19801600000
2012-02-01,20148128000
2012-02-02,21574224000
2012-02-03,22865136000
2012-02-06,22809920000
2012-02-07,22762320000
2012-02-08,22768032000
2012-02-09,23084096000
2012-02-10,22905120000
2012-02-13,23396352000
2012-02-14,23133600000
2012-02-15,23051728000
2012-02-16,23426816000
2012-02-17,23242128000
2012-02-21,23476320000
2012-02-22,23301152000
2012-02-23,23335424000
2012-02-24,23186912000
2012-02-27,23114560000
2012-02-28,23173584000
2012-02-29,22956528000
2012-03-01,23162160000
2012-03-02,22745184000
2012-03-05,22901312000
2012-03-06,21966448000
2012-03-07,22413888000
2012-03-08,22844192000
2012-03-09,22644272000
2012-03-12,22381520000
2012-03-13,23668624000
2012-03-14,23586752000
2012-03-15,24178896000
2012-03-16,24283616000
2012-03-19,24371200000
2012-03-20,23499168000
2012-03-21,23531536000
2012-03-22,22870848000
2012-03-23,23137408000
2012-03-26,23592464000
2012-03-27,23325904000
2012-03-28,22463392000
2012-03-29,22783264000
2012-03-30,22855616000
2012-04-02,23100558000
2012-04-03,22745632000
2012-04-04,21944676000
2012-04-05,21929492000
2012-04-09,21929492000
2012-04-10,21212048000
2012-04-11,21221538000
2012-04-12,22026290000
2012-04-13,21640996000
2012-04-16,21656180000
2012-04-17,22030086000
2012-04-18,22170538000
2012-04-19,21789040000
2012-04-20,22022494000
2012-04-23,21764366000
2012-04-24,22024392000
2012-04-25,21845980000
2012-04-26,22031984000
2012-04-27,22451442000
2012-04-30,21984534000
2012-05-01,21094372000
2012-05-02,21350602000
2012-05-03,20961512000
2012-05-04,20329478000
2012-05-07,20023900000
2012-05-08,20287722000
2012-05-09,20259252000
2012-05-10,20094126000
2012-05-11,20208006000
2012-05-14,19674668000
2012-05-15,19543706000
2012-05-16,19095778000
2012-05-17,18361252000
2012-05-18,18448560000
2012-05-21,18883202000
2012-05-22,19158412000
2012-05-23,19268496000
2012-05-24,19029348000
2012-05-25,18780710000
2012-05-29,19181188000
2012-05-30,18790200000
2012-05-31,18401110000
2012-06-01,17757688000
2012-06-04,17400864000
2012-06-05,17524234000
2012-06-06,18173350000
2012-06-07,18465642000
2012-06-08,18372640000
2012-06-11,17552704000
2012-06-12,18359354000
2012-06-13,17774770000
2012-06-14,17679870000
2012-06-15,17972162000
2012-06-18,17909528000
2012-06-19,18342272000
2012-06-20,18106920000
2012-06-21,17362904000
2012-06-22,17156022000
2012-06-25,17047835999
2012-06-26,17015570000
2012-06-27,17201574000
2012-06-28,17510948000
2012-06-29,18393518000
2012-07-02,18120688000
2012-07-03,18886404000
2012-07-05,18729866000
2012-07-06,18160294000
2012-07-09,17999984000
2012-07-10,16391226000
2012-07-11,15753758000
2012-07-12,16176222000
2012-07-13,16715618000
2012-07-16,16325216000
2012-07-17,16319558000
2012-07-18,16510044000
2012-07-19,16728820000
2012-07-20,16236574000
2012-07-23,16494955999
2012-07-24,16381796000
2012-07-25,16423288000
2012-07-26,16802374000
2012-07-27,17468132000
2012-07-30,17064528000
2012-07-31,18086740000
2012-08-01,17656732000
2012-08-02,17981124000
2012-08-03,18671400000
2012-08-06,18535608000
2012-08-07,19050486000
2012-08-08,19048600000
2012-08-09,19101408000
2012-08-10,19107066000
2012-08-13,18995792000
2012-08-14,19029740000
2012-08-15,19003336000
2012-08-16,19391852000
2012-08-17,19461634000
2012-08-20,19371106000
2012-08-21,19389966000
2012-08-22,19148558000
2012-08-23,18935440000
2012-08-24,18876974000
2012-08-27,18592188000
2012-08-28,18282884000
2012-08-29,18426220000
2012-08-30,18056564000
2012-08-31,18314946000
2012-09-04,17971694000
2012-09-05,17979238000
2012-09-06,18563898000
2012-09-07,18967502000
2012-09-10,18367754000
2012-09-11,18529950000
2012-09-12,18577100000
2012-09-13,18895834000
2012-09-14,19354132000
2012-09-17,18854342000
2012-09-18,18684602000
2012-09-19,18707234000
2012-09-20,18284770000
2012-09-21,18137662000
2012-09-24,17952834000
2012-09-25,17428526000
2012-09-26,17402122000
2012-09-27,17513396000
2012-09-28,17390806000
2012-10-01,17386337786
2012-10-02,17280863307
2012-10-03,17071797821
2012-10-04,17329833600
2012-10-05,17348668329
2012-10-08,17354318747
2012-10-09,17109467278
2012-10-10,16535008062
2012-10-11,16290156593
2012-10-12,16478503877
2012-10-15,16774209113
2012-10-16,17211174811
2012-10-17,17405172514
2012-10-18,17538899086
2012-10-19,17314765818
2012-10-22,17610471054
2012-10-23,17601053689
2012-10-24,17378803894
2012-10-25,17714062060
2012-10-26,17670742184
2012-10-31,17625538836
2012-11-01,18599294295
2012-11-02,18840378818
2012-11-05,19023075684
2012-11-06,19194471712
2012-11-07,18476868560
2012-11-08,18186813743
2012-11-09,18288521276
2012-11-12,18587993457
2012-11-13,18371394081
2012-11-14,17774333191
2012-11-15,17868506833
2012-11-16,18039902861
2012-11-19,18593643876
2012-11-20,18474985087
2012-11-21,18510771071
2012-11-23,18766923377
2012-11-26,18761272959
2012-11-27,18781991160
2012-11-28,18849796182
2012-11-29,18806476307
2012-11-30,18488169397
2012-12-03,18339375043
2012-12-04,18328074206
2012-12-05,19081463342
2012-12-06,18911950786
2012-12-07,19153035309
2012-12-10,19444973600
2012-12-11,19866871516
2012-12-12,19942210429
2012-12-13,19866871516
2012-12-14,20021316289
2012-12-17,19917725283
2012-12-18,20467699352
2012-12-19,20332089307
2012-12-20,20298186796
2012-12-21,20354690981
2012-12-24,20183294953
2012-12-26,20183294953
2012-12-27,20115489931
2012-12-28,19930909592
2012-12-31,20413140000
2013-01-02,21358908000
2013-01-03,21509628000
2013-01-04,21451224000
2013-01-07,21200652000
2013-01-08,20942544000
2013-01-09,21311808000
2013-01-10,21183696000
2013-01-11,20835156000
2013-01-14,21016020000
2013-01-15,21066888000
2013-01-16,21112104000
2013-01-17,21515280000
2013-01-18,21777156000
2013-01-22,21807300000
2013-01-23,21716868000
2013-01-24,21752664000
2013-01-25,22039032000
2013-01-28,21837444000
2013-01-29,21863820000
2013-01-30,21763968000
2013-01-31,21633972000
2013-02-01,21918456000
2013-02-04,21933528000
2013-02-05,22116276000
2013-02-06,22679592000
2013-02-07,22412064000
2013-02-08,22508148000
2013-02-11,22468584000
2013-02-12,22455396000
2013-02-13,22427136000
2013-02-14,22368732000
2013-02-15,22459164000
2013-02-19,22395108000
2013-02-20,21633972000
2013-02-21,21200652000
2013-02-22,21249636000
2013-02-25,20959500000
2013-02-26,21360792000
2013-02-27,21811068000
2013-02-28,21829908000
2013-03-01,21675420000
2013-03-04,21502092000
2013-03-05,21939180000
2013-03-06,22018308000
2013-03-07,22095552000
2013-03-08,22538292000
2013-03-11,22536408000
2013-03-12,22349892000
2013-03-13,22187868000
2013-03-14,22095552000
2013-03-15,22110624000
2013-03-18,21912804000
2013-03-19,21681072000
2013-03-20,21901500000
2013-03-21,21479484000
2013-03-22,21383400000
2013-03-25,21159204000
2013-03-26,21317460000
2013-03-27,21462528000
2013-03-28,21818604000
2013-04-01,21166938000
2013-04-02,21003552000
2013-04-03,21135012000
2013-04-04,21422346000
2013-04-05,21210132000
2013-04-08,21189474000
2013-04-09,21593244000
2013-04-10,22179180000
2013-04-11,22194204000
2013-04-12,21993258000
2013-04-15,20611050000
2013-04-16,20905896000
2013-04-17,20284278000
2013-04-18,19910556000
2013-04-19,20105868000
2013-04-22,20220426000
2013-04-23,20186622000
2013-04-24,20673024000
2013-04-25,21063648000
2013-04-26,20883360000
2013-04-29,21268350000
2013-04-30,19980042000
2013-05-01,19467348000
2013-05-02,19983798000
2013-05-03,20770680000
2013-05-06,20817630000
2013-05-07,21217644000
2013-05-08,21598878000
2013-05-09,21454272000
2013-05-10,21480564000
2013-05-13,21296520000
2013-05-14,21559440000
2013-05-15,21536904000
2013-05-16,21471174000
2013-05-17,21865554000
2013-05-20,22188570000
2013-05-21,22316274000
2013-05-22,22066500000
2013-05-23,21961332000
2013-05-24,21843018000
2013-05-28,22023306000
2013-05-29,22107816000
2013-05-30,22102182000
2013-05-31,22466514000
2013-06-03,22243032000
2013-06-04,22199838000
2013-06-05,21784800000
2013-06-06,22036452000
2013-06-07,22261812000
2013-06-10,22282470000
2013-06-11,22053354000
2013-06-12,21735972000
2013-06-13,22211106000
2013-06-14,21809214000
2013-06-17,21796068000
2013-06-18,22042086000
2013-06-19,21709680000
2013-06-20,21112476000
2013-06-21,20868336000
2013-06-24,19895532000
2013-06-25,20177232000
2013-06-26,20162208000
2013-06-27,20378178000
2013-06-28,20368788000
2013-07-01,20521380000
2013-07-02,20497200000
2013-07-03,20255400000
2013-07-05,20606940000
2013-07-08,20614380000
2013-07-09,20947320000
2013-07-10,21148200000
2013-07-11,21442080000
2013-07-12,21464400000
2013-07-15,21815940000
2013-07-16,21574140000
2013-07-17,21665280000
2013-07-18,21765720000
2013-07-19,21974040000
2013-07-22,21949860000
2013-07-23,21886620000
2013-07-24,21620640000
2013-07-25,21683880000
2013-07-26,21553680000
2013-07-29,21657840000
2013-07-30,21990780000
2013-07-31,22541340000
2013-08-01,22866840000
2013-08-02,22887300000
2013-08-05,22827780000
2013-08-06,22708740000
2013-08-07,22727340000
2013-08-08,23008200000
2013-08-09,23067720000
2013-08-12,23406240000
2013-08-13,23718720000
2013-08-14,23716860000
2013-08-15,23197920000
2013-08-16,23238840000
2013-08-19,23032380000
2013-08-20,22984020000
2013-08-21,22957980000
2013-08-22,23540160000
2013-08-23,23289060000
2013-08-26,23170020000
2013-08-27,22697580000
2013-08-28,22833360000
2013-08-29,22959840000
2013-08-30,22915200000
2013-09-03,23088180000
2013-09-04,23622000000
2013-09-05,23642460000
2013-09-06,23579220000
2013-09-09,24064680000
2013-09-10,24505500000
2013-09-11,24615240000
2013-09-12,24747300000
2013-09-13,24864480000
2013-09-16,24896100000
2013-09-17,24544560000
2013-09-18,24871920000
2013-09-19,25156500000
2013-09-20,25030020000
2013-09-23,24851460000
2013-09-24,24910980000
2013-09-25,24868199999
2013-09-26,24959340000
2013-09-27,24838440000
2013-09-30,24541089000
2013-10-01,24515231000
2013-10-02,24868007999
2013-10-03,24336072000
2013-10-04,24603887000
2013-10-07,24223405000
2013-10-08,23913109000
2013-10-09,23889098000
2013-10-10,24500455000
2013-10-11,24437657000
2013-10-14,24762729000
2013-10-15,24476444000
2013-10-16,24618663000
2013-10-17,24746106000
2013-10-18,25200468000
2013-10-21,25287277000
2013-10-22,25521846000
2013-10-23,25034238000
2013-10-24,25462742000
2013-10-25,25043473000
2013-10-28,24917877000
2013-10-29,23623130000
2013-10-30,23168768000
2013-10-31,23460594000
2013-11-01,23798595000
2013-11-04,23994377000
2013-11-05,24328684000
2013-11-06,24469056000
2013-11-07,23805982999
2013-11-08,24140289999
2013-11-11,24029470000
2013-11-12,24029470000
2013-11-13,24297285000
2013-11-14,24470903000
2013-11-15,24387788000
2013-11-18,24489373000
2013-11-19,24011000000
2013-11-20,23778278000
2013-11-21,23874322000
2013-11-22,24079339000
2013-11-25,24158760000
2013-11-26,24192006000
2013-11-27,24496761000
2013-11-29,24446892000
2013-12-02,24561406000
2013-12-03,24016541000
2013-12-04,23829994000
