,CMI
2004-09-01,2943232469
2004-09-02,3035690033
2004-09-03,3039114388
2004-09-07,3100752764
2004-09-08,3051099627
2004-09-09,3064797044
2004-09-10,3051099627
2004-09-13,3011719554
2004-09-14,3008295199
2004-09-15,2980900365
2004-09-16,3008295199
2004-09-17,3039114388
2004-09-20,3064797044
2004-09-21,3095616232
2004-09-22,3119586712
2004-09-23,3090479701
2004-09-24,3069933576
2004-09-27,3025416971
2004-09-28,3088767524
2004-09-29,3128147598
2004-09-30,3162391140
2004-10-01,3224029516
2004-10-04,3213756454
2004-10-05,3210332100
2004-10-06,3213756454
2004-10-07,3162391140
2004-10-08,3138420660
2004-10-11,3167527672
2004-10-12,3170952026
2004-10-13,3114450181
2004-10-14,3066509221
2004-10-15,3093904055
2004-10-18,3121298889
2004-10-19,3152118077
2004-10-20,3112738004
2004-10-21,2900428041
2004-10-22,2835365310
2004-10-25,2893579332
2004-10-26,2953505532
2004-10-27,2987749074
2004-10-28,2960354240
2004-10-29,2999734314
2004-11-01,2996309960
2004-11-02,2980900365
2004-11-03,3032265679
2004-11-04,3172664203
2004-11-05,3179512911
2004-11-08,3148693723
2004-11-09,3200059037
2004-11-10,3218892985
2004-11-11,3253136528
2004-11-12,3277107007
2004-11-15,3277107007
2004-11-16,3277107007
2004-11-17,3347306269
2004-11-18,3347306269
2004-11-19,3294228778
2004-11-22,3393535051
2004-11-23,3371276749
2004-11-24,3424354240
2004-11-26,3408944645
2004-11-29,3414081177
2004-11-30,3408944645
2004-12-01,3407232468
2004-12-02,3384974166
2004-12-03,3419217708
2004-12-06,3325047967
2004-12-07,3285667893
2004-12-08,3299365310
2004-12-09,3304501841
2004-12-10,3318199258
2004-12-13,3335321029
2004-12-14,3383261989
2004-12-15,3513387450
2004-12-16,3496265679
2004-12-17,3501402210
2004-12-20,3525372690
2004-12-21,3557904055
2004-12-22,3583586712
2004-12-23,3559616232
2004-12-27,3533933575
2004-12-28,3614405900
2004-12-29,3610981546
2004-12-30,3588723243
2004-12-31,3678820000
2005-01-03,3613847999
2005-01-04,3527804000
2005-01-05,3375032000
2005-01-06,3359228000
2005-01-07,3294256000
2005-01-10,3262647999
2005-01-11,3304792000
2005-01-12,3317084000
2005-01-13,3318839999
2005-01-14,3353960000
2005-01-18,3389080000
2005-01-19,3378543999
2005-01-20,3322352000
2005-01-21,3281964000
2005-01-24,3245088000
2005-01-25,3227528000
2005-01-26,3243332000
2005-01-27,3262647999
2005-01-28,3281964000
2005-01-31,3410152000
2005-02-01,3469856000
2005-02-02,3194164000
2005-02-03,3171336000
2005-02-04,3248600000
2005-02-07,3288988000
2005-02-08,3318839999
2005-02-09,3236308000
2005-02-10,3246843999
2005-02-11,3271428000
2005-02-14,3276696000
2005-02-15,3238064000
2005-02-16,3264404000
2005-02-17,3195920000
2005-02-18,3162556000
2005-02-22,3095828000
2005-02-23,3169580000
2005-02-24,3204700000
2005-02-25,3257380000
2005-02-28,3222260000
2005-03-01,3287232000
2005-03-02,3297768000
2005-03-03,3262647999
2005-03-04,3338156000
2005-03-07,3364496000
2005-03-08,3345180000
2005-03-09,3287232000
2005-03-10,3296012000
2005-03-11,3297768000
2005-03-14,3320596000
2005-03-15,3327620000
2005-03-16,3248600000
2005-03-17,3253868000
2005-03-18,3216992000
2005-03-21,3234552000
2005-03-22,3187139999
2005-03-23,3160800000
2005-03-24,3199432000
2005-03-28,3156637500
2005-03-29,3036787500
2005-03-30,3073800000
2005-03-31,3100237500
2005-04-01,3119625000
2005-04-04,3086137500
2005-04-05,3116100000
2005-04-06,3066749999
2005-04-07,3013875000
2005-04-08,2948662500
2005-04-11,2943375000
2005-04-12,3024450000
2005-04-13,2966287499
2005-04-14,2915175000
2005-04-15,2812950000
2005-04-18,2871112500
2005-04-19,2922224999
2005-04-20,2908125000
2005-04-21,3160162500
2005-04-22,3140775000
2005-04-25,3123150000
2005-04-26,3086137500
2005-04-27,3035025000
2005-04-28,3001537500
2005-04-29,2996250000
2005-05-02,3056175000
2005-05-03,2915175000
2005-05-04,3010349999
2005-05-05,2987437500
2005-05-06,3008587500
2005-05-09,2985675000
2005-05-10,2952187500
2005-05-11,2955712500
2005-05-12,2853487500
2005-05-13,2821762500
2005-05-16,2886975000
2005-05-17,2922224999
2005-05-18,2987437500
2005-05-19,3029737500
2005-05-20,3013875000
2005-05-23,3049125000
2005-05-24,3026212500
2005-05-25,2996250000
2005-05-26,3035025000
2005-05-27,3036787500
2005-05-31,2994487499
2005-06-01,3045600000
2005-06-02,3154874999
2005-06-03,3144300000
2005-06-06,3126674999
2005-06-07,3149587500
2005-06-08,3128437500
2005-06-09,3124912500
2005-06-10,3147825000
2005-06-13,3174262500
2005-06-14,3167212500
2005-06-15,3139012500
2005-06-16,3190125000
2005-06-17,3262387500
2005-06-20,3271200000
2005-06-21,3304687500
2005-06-22,3299400000
2005-06-23,3216562500
2005-06-24,3186599999
2005-06-27,3245871567
2005-06-28,3348746185
2005-06-29,3334556582
2005-06-30,3307951078
2005-07-01,3315045879
2005-07-05,3318593280
2005-07-06,3315045879
2005-07-07,3304403677
2005-07-08,3325688081
2005-07-11,3416146797
2005-07-12,3380672790
2005-07-13,3398409793
2005-07-14,3503058112
2005-07-15,3469357806
2005-07-18,3462263005
2005-07-19,3513700314
2005-07-20,3589969427
2005-07-21,3705259947
2005-07-22,3818776767
2005-07-25,3769113158
2005-07-26,3781529060
2005-07-27,3722996950
2005-07-28,3799266064
2005-07-29,3788623862
2005-08-01,3804587164
2005-08-02,3809908265
2005-08-03,3786850161
2005-08-04,3785076461
2005-08-05,3733639152
2005-08-08,3754923556
2005-08-09,3790397562
2005-08-10,3871987776
2005-08-11,3848929672
2005-08-12,3797492363
2005-08-15,3824097868
2005-08-16,3728318051
2005-08-17,3726544351
2005-08-18,3744281354
2005-08-19,3777981660
2005-08-22,3751376155
2005-08-23,3731865452
2005-08-24,3721223250
2005-08-25,3811681966
2005-08-26,3756697256
2005-08-29,3809908265
2005-08-30,3765565758
2005-08-31,3834740070
2005-09-01,3832966369
2005-09-02,3820550467
2005-09-06,3884403678
2005-09-07,3971314994
2005-09-08,3923425085
2005-09-09,3932293587
2005-09-12,4134495422
2005-09-13,4088379214
2005-09-14,4020978602
2005-09-15,3999694199
2005-09-16,4079510713
2005-09-19,4019204902
2005-09-20,3964220192
2005-09-21,4003241599
2005-09-22,3971314994
2005-09-23,3980183495
2005-09-26,4478976000
2005-09-27,4483072000
2005-09-28,4433920000
2005-09-29,4448256000
2005-09-30,4505600000
2005-10-03,4503552000
2005-10-04,4417536000
2005-10-05,4276224000
2005-10-06,4243456000
2005-10-07,4255744000
2005-10-10,4198400000
2005-10-11,4145151999
2005-10-12,4118528000
2005-10-13,4118528000
2005-10-14,4169728000
2005-10-17,4171776000
2005-10-18,4128768000
2005-10-19,4186112000
2005-10-20,4128768000
2005-10-21,4003840000
2005-10-24,4128768000
2005-10-25,4149248000
2005-10-26,4147200000
2005-10-27,4147200000
2005-10-28,4270080000
2005-10-31,4370432000
2005-11-01,4409344000
2005-11-02,4427776000
2005-11-03,4448256000
2005-11-04,4429824000
2005-11-07,4526080000
2005-11-08,4562944000
2005-11-09,4524032000
2005-11-10,4499456000
2005-11-11,4458496000
2005-11-14,4448256000
2005-11-15,4401152000
2005-11-16,4399104000
2005-11-17,4411392000
2005-11-18,4468736000
2005-11-21,4497408000
2005-11-22,4554752000
2005-11-23,4540416000
2005-11-25,4538368000
2005-11-28,4528128000
2005-11-29,4521984000
2005-11-30,4556800000
2005-12-01,4675584000
2005-12-02,4610048000
2005-12-05,4651008000
2005-12-06,4595712000
2005-12-07,4534272000
2005-12-08,4435968000
2005-12-09,4485120000
2005-12-12,4489216000
2005-12-13,4501504000
2005-12-14,4521984000
2005-12-15,4526080000
2005-12-16,4556800000
2005-12-19,4497408000
2005-12-20,4440064000
2005-12-21,4528128000
2005-12-22,4587520000
2005-12-23,4661248000
2005-12-27,4630528000
2005-12-28,4689920000
2005-12-29,4689920000
2005-12-30,4593664000
2006-01-03,4025984000
2006-01-04,4233308000
2006-01-05,4173060000
2006-01-06,4222675999
2006-01-09,4263432000
2006-01-10,4252800000
2006-01-11,4295328000
2006-01-12,4320136000
2006-01-13,4277608000
2006-01-17,4212044000
2006-01-18,4266975999
2006-01-19,4242168000
2006-01-20,4151796000
2006-01-23,4137620000
2006-01-24,4185464000
2006-01-25,4164200000
2006-01-26,4160656000
2006-01-27,4426456000
2006-01-30,4360892000
2006-01-31,4311276000
2006-02-01,4426456000
2006-02-02,4334312000
2006-02-03,4435316000
2006-02-06,4518600000
2006-02-07,4406964000
2006-02-08,4415824000
2006-02-09,4417596000
2006-02-10,4424684000
2006-02-13,4408736000
2006-02-14,4458352000
2006-02-15,4603656000
2006-02-16,4624920000
2006-02-17,4628464000
2006-02-21,4655044000
2006-02-22,4763136000
2006-02-23,4729468000
2006-02-24,4764908000
2006-02-27,4825156000
2006-02-28,4796804000
2006-03-01,4842876000
2006-03-02,4789716000
2006-03-03,4810980000
2006-03-06,4686940000
2006-03-07,4669220000
2006-03-08,4635552000
2006-03-09,4582392000
2006-03-10,4637324000
2006-03-13,4633780000
2006-03-14,4695800000
2006-03-15,4791488000
2006-03-16,4786172000
2006-03-17,4775540000
2006-03-20,4791488000
2006-03-21,4665676000
2006-03-22,4740100000
2006-03-23,4640868000
2006-03-24,4656816000
2006-03-27,4697572000
2006-03-28,4635552000
2006-03-29,4658588000
2006-03-30,4608972000
2006-03-31,4656816000
2006-04-03,4803333324
2006-04-04,4845499991
2006-04-05,4893166657
2006-04-06,4808833324
2006-04-07,4828999991
2006-04-10,4949999991
2006-04-11,4900499991
2006-04-12,4861999991
2006-04-13,4893166657
2006-04-17,4907833324
2006-04-18,5028833324
2006-04-19,5122333324
2006-04-20,5041666657
2006-04-21,5026999990
2006-04-24,5072833324
2006-04-25,5052666657
2006-04-26,5155333323
2006-04-27,4986666657
2006-04-28,4790499991
2006-05-01,4937166657
2006-05-02,4849166657
2006-05-03,4876666657
2006-05-04,4860166657
2006-05-05,4962833324
2006-05-08,4960999990
2006-05-09,5058166657
2006-05-10,5265333323
2006-05-11,5349666656
2006-05-12,5215833323
2006-05-15,5164499990
2006-05-16,5151666657
2006-05-17,4997666657
2006-05-18,4948166657
2006-05-19,5028833324
2006-05-22,4883999991
2006-05-23,4935333324
2006-05-24,4968333324
2006-05-25,4992166657
2006-05-26,5043499990
2006-05-30,4915166657
2006-05-31,5050833324
2006-06-01,5164499990
2006-06-02,5138833323
2006-06-05,5003166657
2006-06-06,4922499991
2006-06-07,4847333324
2006-06-08,4768499991
2006-06-09,4790499991
2006-06-12,4638333324
2006-06-13,4625499991
2006-06-14,4797833324
2006-06-15,4913333324
2006-06-16,4872999991
2006-06-19,4904166657
2006-06-20,4993999990
2006-06-21,5087499990
2006-06-22,5069166657
2006-06-23,5070999990
2006-06-26,5127833324
2006-06-27,5081999990
2006-06-28,5180999990
2006-06-29,5455999990
2006-06-30,5602666656
2006-07-03,6117776483
2006-07-05,5999082365
2006-07-06,6005117659
2006-07-07,5916600012
2006-07-10,5950800012
2006-07-11,5993047071
2006-07-12,5978964718
2006-07-13,5811988247
2006-07-14,5751635305
2006-07-17,5653058835
2006-07-18,5701341188
2006-07-19,5850211776
2006-07-20,5647023540
2006-07-21,5500164717
2006-07-24,5731517658
2006-07-25,5711400011
2006-07-26,5693294129
2006-07-27,5616847070
2006-07-28,5814000011
2006-07-31,5884411776
2006-08-01,5864294129
2006-08-02,5874352953
2006-08-03,5999082365
2006-08-04,6049376482
2006-08-07,6153988247
2006-08-08,6023223541
2006-08-09,5884411776
2006-08-10,5940741188
2006-08-11,5820035306
2006-08-14,5809976482
2006-08-15,5993047071
2006-08-16,6059435306
2006-08-17,6234458836
2006-08-18,6141917659
2006-08-21,6093635306
2006-08-22,6049376482
2006-08-23,6007129424
2006-08-24,5914588247
2006-08-25,5749623541
2006-08-28,5793882364
2006-08-29,5783823541
2006-08-30,5719447070
2006-08-31,5775776482
2006-09-01,5809976482
2006-09-05,5930682365
2006-09-06,5763705894
2006-09-07,5723470599
2006-09-08,5721458835
2006-09-11,5580635305
2006-09-12,5677200011
2006-09-13,5761694129
2006-09-14,5663117658
2006-09-15,5645011776
2006-09-18,5657082364
2006-09-19,5667141188
2006-09-20,5725482364
2006-09-21,5667141188
2006-09-22,5608800011
2006-09-25,5721458835
2006-09-26,5940741188
2006-09-27,5910564717
2006-09-28,6057423541
2006-09-29,5997070600
2006-10-02,5982550350
2006-10-03,5986552056
2006-10-04,6078591292
2006-10-05,6492767855
2006-10-06,6568800267
2006-10-09,6734871063
2006-10-10,6674845474
2006-10-11,6598813062
2006-10-12,6796897505
2006-10-13,6758881298
2006-10-16,6900941859
2006-10-17,6828911152
2006-10-18,6894939300
2006-10-19,6866927358
2006-10-20,6622823297
2006-10-23,6704858268
2006-10-24,6738872769
2006-10-25,6686850592
2006-10-26,6708859974
2006-10-27,6550792591
2006-10-30,6622823297
2006-10-31,6352708148
2006-11-01,6230656117
2006-11-02,6134615175
2006-11-03,6052580204
2006-11-06,6104602380
2006-11-07,6012563144
2006-11-08,6032571674
2006-11-09,5940532438
2006-11-10,5974546938
2006-11-13,5968544379
2006-11-14,6068587027
2006-11-15,6150621999
2006-11-16,6150621999
2006-11-17,6082592998
2006-11-20,6042575939
2006-11-21,6094598116
2006-11-22,6196641617
2006-11-24,6210647587
2006-11-27,6044576792
2006-11-28,5914521349
2006-11-29,6002558880
2006-11-30,5998557174
2006-12-01,5934529879
2006-12-04,6112605792
2006-12-05,6164627969
2006-12-06,6164627969
2006-12-07,6142618587
2006-12-08,6136616028
2006-12-11,6080592145
2006-12-12,6038574233
2006-12-13,6064585321
2006-12-14,6164627969
2006-12-15,6026569115
2006-12-18,6002558880
2006-12-19,5972546085
2006-12-20,6002558880
2006-12-21,5966543526
2006-12-22,5914521349
2006-12-26,5940532438
2006-12-27,6010562291
2006-12-28,5964542673
2006-12-29,5912520496
2007-01-03,5896000000
2007-01-04,5902000000
2007-01-05,5802000000
2007-01-08,5800000000
2007-01-09,5864000000
2007-01-10,5716000000
2007-01-11,5794000000
2007-01-12,5838000000
2007-01-16,5936000000
2007-01-17,6002000000
2007-01-18,5988000000
2007-01-19,6036000000
2007-01-22,5916000000
2007-01-23,6052000000
2007-01-24,6114000000
2007-01-25,6080000000
2007-01-26,6254000000
2007-01-29,6362000000
2007-01-30,6498000000
2007-01-31,6728000000
2007-02-01,6836000000
2007-02-02,6966000000
2007-02-05,6984000000
2007-02-06,6973999999
2007-02-07,7002000000
2007-02-08,6902000000
2007-02-09,6776000000
2007-02-12,6868000000
2007-02-13,6934000000
2007-02-14,7236000000
2007-02-15,7170000000
2007-02-16,7222000000
2007-02-20,7176000000
2007-02-21,7284000000
2007-02-22,7212000000
2007-02-23,7231999999
2007-02-26,7142000000
2007-02-27,6808000000
2007-02-28,6730000000
2007-03-01,6806000000
2007-03-02,6692000000
2007-03-05,6681999999
2007-03-06,6712000000
2007-03-07,6730000000
2007-03-08,6859999999
2007-03-09,6998000000
2007-03-12,6902000000
2007-03-13,6720000000
2007-03-14,6822000000
2007-03-15,6816000000
2007-03-16,6923999999
2007-03-19,7114000000
2007-03-20,7192000000
2007-03-21,7348000000
2007-03-22,7400000000
2007-03-23,7509999999
2007-03-26,7438000000
2007-03-27,7294000000
2007-03-28,7172000000
2007-03-29,7245999999
2007-03-30,7236000000
2007-04-02,7260368000
2007-04-03,7324336000
2007-04-04,7258369000
2007-04-05,7380308000
2007-04-09,7370312999
2007-04-10,7340328000
2007-04-11,7340328000
2007-04-12,7330333000
2007-04-13,7362317000
2007-04-16,7492251999
2007-04-17,7516240000
2007-04-18,7416290000
2007-04-19,7376310000
2007-04-20,7738129000
2007-04-23,8471762000
2007-04-24,8551722000
2007-04-25,8429783000
2007-04-26,8593701000
2007-04-27,9609193000
2007-04-30,9211392000
2007-05-01,9187404000
2007-05-02,9135430000
2007-05-03,9089453000
2007-05-04,9021487000
2007-05-07,8915540000
2007-05-08,8861567000
2007-05-09,9025485000
2007-05-10,8913541000
2007-05-11,9157419000
2007-05-14,8985505000
2007-05-15,8835580000
2007-05-16,8891552000
2007-05-17,8857569000
2007-05-18,8737629000
2007-05-21,8779608000
2007-05-22,8751622000
2007-05-23,8743626000
2007-05-24,8605695000
2007-05-25,8769613000
2007-05-29,8835580000
2007-05-30,8993501000
2007-05-31,9419288000
2007-06-01,9403296000
2007-06-04,9457269000
2007-06-05,10086954000
2007-06-06,9539228000
2007-06-07,9335330000
2007-06-08,9375310000
2007-06-11,9553221000
2007-06-12,9529233000
2007-06-13,9655170000
2007-06-14,9753121000
2007-06-15,9743126000
2007-06-18,9647174000
2007-06-19,10110942000
2007-06-20,10394800000
2007-06-21,10302846000
2007-06-22,10208893000
2007-06-25,10010992000
2007-06-26,9843076000
2007-06-27,10128933000
2007-06-28,10292851000
2007-06-29,10116939000
2007-07-02,10395010733
2007-07-03,10535483851
2007-07-05,10412817185
2007-07-06,10533505356
2007-07-09,11637505354
2007-07-10,11043956968
2007-07-11,11311053742
2007-07-12,11419870946
2007-07-13,11738408580
2007-07-16,11669161268
2007-07-17,11791827935
2007-07-18,11722580623
2007-07-19,11809634386
2007-07-20,11483182774
2007-07-23,11346666645
2007-07-24,11063741915
2007-07-25,10861935463
2007-07-26,11491096752
2007-07-27,11536602129
2007-07-30,11829419332
2007-07-31,11742365569
2007-08-01,11876903203
2007-08-02,12367569869
2007-08-03,11855139763
2007-08-06,12347784923
2007-08-07,12335913955
2007-08-08,11795784924
2007-08-09,10759053743
2007-08-10,11283354817
2007-08-13,11766107505
2007-08-14,11081548366
2007-08-15,10687827937
2007-08-16,10412817185
2007-08-17,10497892453
2007-08-20,10654193528
2007-08-21,10968774173
2007-08-22,11457462344
2007-08-23,11136946215
2007-08-24,11522752666
2007-08-27,11378322559
2007-08-28,10812473098
2007-08-29,11045935463
2007-08-30,11038021484
2007-08-31,11714666645
2007-09-04,12007483848
2007-09-05,11675096752
2007-09-06,11712688150
2007-09-07,11311053742
2007-09-10,11180473097
2007-09-11,11597935462
2007-09-12,11447569871
2007-09-13,11849204279
2007-09-14,11859096752
2007-09-17,12045075246
2007-09-18,13305376319
2007-09-19,13048172018
2007-09-20,12876042986
2007-09-21,13012559115
2007-09-24,12739526858
2007-09-25,13242064491
2007-09-26,12972989223
2007-09-27,12945290298
2007-09-28,12652473094
2007-10-01,13048099410
2007-10-02,13292173075
2007-10-03,13095339474
2007-10-04,13427988260
2007-10-05,13656315237
2007-10-08,13465386644
2007-10-09,13776383733
2007-10-10,13683871941
2007-10-11,13471291652
2007-10-12,13780320406
2007-10-15,13794098758
2007-10-16,13471291652
2007-10-17,13575613460
2007-10-18,13559866772
2007-10-19,12855202481
2007-10-22,13154389554
2007-10-23,13272489715
2007-10-24,13160294562
2007-10-25,10979378263
2007-10-26,11508860650
2007-10-29,11754902651
2007-10-30,11695852571
2007-10-31,11806079387
2007-11-01,11951736252
2007-11-02,11959609596
2007-11-05,12006849661
2007-11-06,12587508783
2007-11-07,12286353374
2007-11-08,12288321710
2007-11-09,11865129468
2007-11-12,11188021880
2007-11-13,11687979227
2007-11-14,11768681003
2007-11-15,11083700072
2007-11-16,11083700072
2007-11-19,10412497492
2007-11-20,10650666150
2007-11-21,10573901045
2007-11-23,10463674229
2007-11-26,10390845796
2007-11-27,10709716230
2007-11-28,11251008633
2007-11-29,11369108793
2007-11-30,11504923978
2007-12-03,11589562426
2007-12-04,11562005722
2007-12-05,12006849661
2007-12-06,12534363711
2007-12-07,12298163390
2007-12-10,12178094893
2007-12-11,11632865819
2007-12-12,12272575022
2007-12-13,12217461614
2007-12-14,11998976316
2007-12-17,11424222202
2007-12-18,11459652250
2007-12-19,11203768568
2007-12-20,11723409275
2007-12-21,12180063229
2007-12-24,12451693599
2007-12-26,12746944000
2007-12-27,12581603775
2007-12-28,12674115568
2007-12-31,12425919000
2008-01-02,12053278000
2008-01-03,12267888000
2008-01-04,11546018000
2008-01-07,11192887000
2008-01-08,10648558000
2008-01-09,10141298000
2008-01-10,10277868000
2008-01-11,9669156000
2008-01-14,10088621000
2008-01-15,9353094000
2008-01-16,8980453000
2008-01-17,8412711999
2008-01-18,8373692000
2008-01-22,8315161999
2008-01-23,8843883000
2008-01-24,9013620000
2008-01-25,9563802000
2008-01-28,9854501000
2008-01-29,9425281000
2008-01-30,9466252000
2008-01-31,9433085000
2008-02-01,9157994000
2008-02-04,9751098000
2008-02-05,9290662000
2008-02-06,9173602000
2008-02-07,9392114000
2008-02-08,9604773000
2008-02-11,9942296000
2008-02-12,9780363000
2008-02-13,10221289000
2008-02-14,10028140000
2008-02-15,9985218000
2008-02-19,10192024000
2008-02-20,10295427000
2008-02-21,10139347000
2008-02-22,10426144000
2008-02-25,10359810000
2008-02-26,10418340000
2008-02-27,10320790000
2008-02-28,10303231000
2008-02-29,9829138000
2008-03-03,9952051000
2008-03-04,9542341000
2008-03-05,9669156000
2008-03-06,9407722000
2008-03-07,9001914000
2008-03-10,8935580000
2008-03-11,9663303000
2008-03-12,9856452000
2008-03-13,9959855000
2008-03-14,9626234000
2008-03-17,9394065000
2008-03-18,10012532000
2008-03-19,9600871000
2008-03-20,9571606000
2008-03-24,9967659000
2008-03-25,10158857000
2008-03-26,9766706000
2008-03-27,9339437000
2008-03-28,9271152000
2008-03-31,9139264000
2008-04-01,9650688000
2008-04-02,9834176000
2008-04-03,9830272000
2008-04-04,10085984000
2008-04-07,10044992000
2008-04-08,10000096000
2008-04-09,9654592000
2008-04-10,9859552000
2008-04-11,9408640000
2008-04-14,9264192000
2008-04-15,9293472000
2008-04-16,9605792000
2008-04-17,9631168000
2008-04-18,10780896000
2008-04-21,10618880000
2008-04-22,10540800000
2008-04-23,10605216000
2008-04-24,10646208000
2008-04-25,10942912000
2008-04-28,11325504000
2008-04-29,11222048000
2008-04-30,12229280000
2008-05-01,12824640000
2008-05-02,13103776000
2008-05-05,13238463999
2008-05-06,13552736000
2008-05-07,13285312000
2008-05-08,13297024000
2008-05-09,13074496000
2008-05-12,13275552000
2008-05-13,13800640000
2008-05-14,14050496000
2008-05-15,14302304000
2008-05-16,14278880000
2008-05-19,13806496000
2008-05-20,13624960000
2008-05-21,13523456000
2008-05-22,13537119999
2008-05-23,13246272000
2008-05-27,13185760000
2008-05-28,13839680000
2008-05-29,13634719999
2008-05-30,13745984000
2008-06-02,13812352000
2008-06-03,13775263999
2008-06-04,13720608000
2008-06-05,13660096000
2008-06-06,13094016000
2008-06-09,12803168000
2008-06-10,12785600000
2008-06-11,12322976000
2008-06-12,13542976000
2008-06-13,14130528000
2008-06-16,14419424000
2008-06-17,14259360000
2008-06-18,14029024000
2008-06-19,14126624000
2008-06-20,13792832000
2008-06-23,14362816000
2008-06-24,13829919999
2008-06-25,14165663999
2008-06-26,13019840000
2008-06-27,12559168000
2008-06-30,12769848000
2008-07-01,12686041000
2008-07-02,12038973000
2008-07-03,12029228000
2008-07-07,12483345000
2008-07-08,12810777000
2008-07-09,12693837000
2008-07-10,12882889999
2008-07-11,12853655000
2008-07-14,13120667999
2008-07-15,12370303000
2008-07-16,12672398000
2008-07-17,13120667999
2008-07-18,12925767999
2008-07-21,13508519000
2008-07-22,13652745000
2008-07-23,13592325999
2008-07-24,12740613000
2008-07-25,12869247000
2008-07-28,12553509000
2008-07-29,12867298000
2008-07-30,13740450000
2008-07-31,12929666000
2008-08-01,13183036000
2008-08-04,12896533000
2008-08-05,13186934000
2008-08-06,13689775999
2008-08-07,13360395000
2008-08-08,13598173000
2008-08-11,14270578000
2008-08-12,13742399000
2008-08-13,13808664999
2008-08-14,13835950999
2008-08-15,13643000000
2008-08-18,13407171000
2008-08-19,12984238000
2008-08-20,13157699000
2008-08-21,12756205000
2008-08-22,12958900999
2008-08-25,12853655000
2008-08-26,12586642000
2008-08-27,12615877000
2008-08-28,13130413000
2008-08-29,12699684000
2008-09-02,12397589000
2008-09-03,12029228000
2008-09-04,11323690000
2008-09-05,11588754000
2008-09-08,11738827000
2008-09-09,10425201000
2008-09-10,11039136000
2008-09-11,11313945000
2008-09-12,11391905000
2008-09-15,10571376000
2008-09-16,11179464000
2008-09-17,10413507000
2008-09-18,10604509000
2008-09-19,11436732000
2008-09-22,11255475000
2008-09-23,11234036000
2008-09-24,10347241000
2008-09-25,9481885000
2008-09-26,8971247000
2008-09-29,8110100781
2008-09-30,8505003745
2008-10-01,8320196939
2008-10-02,7419506927
2008-10-03,7215246773
2008-10-06,7018767958
2008-10-07,6796999791
2008-10-08,6876758518
2008-10-09,6351518122
2008-10-10,6223126025
2008-10-13,7596532393
2008-10-14,6808671800
2008-10-15,5849621743
2008-10-16,6361244796
2008-10-17,6265923390
2008-10-20,6711405060
2008-10-21,6343736782
2008-10-22,5923544466
2008-10-23,5592837550
2008-10-24,5242677286
2008-10-27,5203770590
2008-10-28,5925489800
2008-10-29,6057772567
2008-10-30,6162820646
2008-10-31,5087050502
2008-11-03,5141519876
2008-11-04,5616181567
2008-11-05,5215442598
2008-11-06,4487887383
2008-11-07,4783578273
2008-11-10,4365331291
2008-11-11,4244720533
2008-11-12,3853708238
2008-11-13,4394511313
2008-11-14,4199977833
2008-11-17,4007389688
2008-11-18,4094929754
2008-11-19,3822582881
2008-11-20,3458805274
2008-11-21,4003499018
2008-11-24,4375057965
2008-11-25,4594880797
2008-11-26,4777742268
2008-11-28,4976166418
2008-12-01,4378948634
2008-12-02,4559864771
2008-12-03,4779687603
2008-12-04,4378948634
2008-12-05,4511231401
2008-12-08,4900298361
2008-12-09,5227114607
2008-12-10,5219333268
2008-12-11,4847774321
2008-12-12,4838047647
2008-12-15,4674639524
2008-12-16,4939205057
2008-12-17,5067597154
2008-12-18,4933369052
2008-12-19,5157082554
2008-12-22,4834156978
2008-12-23,4832211643
2008-12-24,4861391665
2008-12-26,4886681017
2008-12-29,4721327559
2008-12-30,4966439744
2008-12-31,5260464000
2009-01-02,5754432000
2009-01-05,5907936000
2009-01-06,6220848000
2009-01-07,5498592000
2009-01-08,5821344000
2009-01-09,5575344000
2009-01-12,5152224000
2009-01-13,5199456000
2009-01-14,4825536000
2009-01-15,5136480000
2009-01-16,5179776000
2009-01-20,4733040000
2009-01-21,5144352000
2009-01-22,4988880000
2009-01-23,5030208000
2009-01-26,4855056000
2009-01-27,4858992000
2009-01-28,5221104000
2009-01-29,4951488000
2009-01-30,4719264000
2009-02-02,4782240000
2009-02-03,4819632000
2009-02-04,5022336000
2009-02-05,5211264000
2009-02-06,5559600000
2009-02-09,5402160000
2009-02-10,5028240000
2009-02-11,5095152000
2009-02-12,4904256000
2009-02-13,4845216000
2009-02-17,4363056000
2009-02-18,4374864000
2009-02-19,4199712000
2009-02-20,4199712000
2009-02-23,4014719999
2009-02-24,4319760000
2009-02-25,4036368000
2009-02-26,4059984000
2009-02-27,4093440000
2009-03-02,3630960000
2009-03-03,3896640000
2009-03-04,4317792000
2009-03-05,3833664000
2009-03-06,3806112000
2009-03-09,3859248000
2009-03-10,4205616000
2009-03-11,4380768000
2009-03-12,4506720000
2009-03-13,4431936000
2009-03-16,4429968000
2009-03-17,4581504000
2009-03-18,4817664000
2009-03-19,4772400000
2009-03-20,4620864000
2009-03-23,5368704000
2009-03-24,5185680000
2009-03-25,5087280000
2009-03-26,5299824000
2009-03-27,5164032000
2009-03-30,4834863000
2009-03-31,5016195000
2009-04-01,5193585000
2009-04-02,5700132000
2009-04-03,5853870000
2009-04-06,5792769000
2009-04-07,5343381000
2009-04-08,5260599000
2009-04-09,5916942000
2009-04-13,5944536000
2009-04-14,5678451000
2009-04-15,5646915000
2009-04-16,5920884000
2009-04-17,5871609000
2009-04-20,5369004000
