,VZ
2013-11-26,143493350000
2013-11-27,143149310000
2013-11-29,142260540000
2013-12-02,141228420000
2013-12-03,142203200000
2013-12-04,141543790000
2013-12-05,140224970000
2013-12-06,141859160000
2013-12-09,142117190000
2013-12-10,140626350000
2013-12-11,139020830000
2013-12-12,137988710000
2013-12-13,137157280000
2013-12-16,138361420000
2013-12-17,136354520000
2013-12-18,138963490000
2013-12-19,138848810000
2013-12-20,137845360000
2013-12-23,139278860000
2013-12-24,140425660000
2013-12-26,140999060000
2013-12-27,140970390000
2013-12-30,140913050000
2013-12-31,168304500000
2014-01-02,167825000000
2014-01-03,165838500000
2014-01-06,166763250000
2014-01-07,168852500000
2014-01-08,166112500000
2014-01-09,162687500000
2014-01-10,163543750000
2014-01-13,161077750000
2014-01-14,161249000000
2014-01-15,165324750000
2014-01-16,166215250000
2014-01-17,165598750000
2014-01-21,163372500000
2014-01-22,162105250000
2014-01-23,163920500000
2014-01-24,163132750000
2014-01-27,163338250000
2014-01-28,162208000000
2014-01-29,163338250000
2014-01-30,163132750000
2014-01-31,164468500000
2014-02-03,158954250000
2014-02-04,160358500000
2014-02-05,159913250000
2014-02-06,159879000000
2014-02-07,160324250000
2014-02-10,160666750000
2014-02-11,161694250000
2014-02-12,162242250000
2014-02-13,162036750000
2014-02-14,159296750000
2014-02-18,157481500000
2014-02-19,159365250000
2014-02-20,164811000000
2014-02-21,161899750000
2014-02-24,158337750000
2014-02-25,158543250000
2014-02-26,158748750000
2014-02-27,162687500000
2014-02-28,162961500000
2014-03-03,162036750000
2014-03-04,164057500000
2014-03-05,162276500000
2014-03-06,162550500000
2014-03-07,161488750000
2014-03-10,161077750000
2014-03-11,159947500000
2014-03-12,158783000000
2014-03-13,157652750000
2014-03-14,157824000000
2014-03-17,158611750000
2014-03-18,159947500000
2014-03-19,158783000000
2014-03-20,161694250000
2014-03-21,160666750000
2014-03-24,161009250000
2014-03-25,161728500000
2014-03-26,161009250000
2014-03-27,163338250000
2014-03-28,162413500000
2014-03-31,197272790000
2014-04-01,198019250000
2014-04-02,198309540000
2014-04-03,199553640000
2014-04-04,199221880000
2014-04-07,199553640000
2014-04-08,199926870000
2014-04-09,198973060000
2014-04-10,196858090000
2014-04-11,195199290000
2014-04-14,196028690000
2014-04-15,194577240000
2014-04-16,195323700000
2014-04-17,197397200000
2014-04-21,198973060000
2014-04-22,198724240000
2014-04-23,196692210000
2014-04-24,191923160000
2014-04-25,190513180000
2014-04-28,193250200000
2014-04-29,193955190000
2014-04-30,193789310000
2014-05-01,195821340000
2014-05-02,195406640000
2014-05-05,196526330000
2014-05-06,196858090000
2014-05-07,199470700000
2014-05-08,201088030000
2014-05-09,201046560000
2014-05-12,199719520000
2014-05-13,198433950000
2014-05-14,199097470000
2014-05-15,198890120000
2014-05-16,203493290000
2014-05-19,203825050000
2014-05-20,201751550000
2014-05-21,203907990000
2014-05-22,205069150000
2014-05-23,206271780000
2014-05-27,205774140000
2014-05-28,206271780000
2014-05-29,206188840000
2014-05-30,207184120000
2014-06-02,207557350000
2014-06-03,204405630000
2014-06-04,203825050000
2014-06-05,204364160000
2014-06-06,204944740000
2014-06-09,205566790000
2014-06-10,205359440000
2014-06-11,204737390000
2014-06-12,203368880000
2014-06-13,203949460000
2014-06-16,204488570000
2014-06-17,204073870000
2014-06-18,204944740000
2014-06-19,205152090000
2014-06-20,204820330000
2014-06-23,206230310000
2014-06-24,204364160000
2014-06-25,204903270000
2014-06-26,204073870000
2014-06-27,204530040000
2014-06-30,203157360000
2014-07-01,204984240000
2014-07-02,206188320000
2014-07-03,206395920000
2014-07-07,206562000000
2014-07-08,202451520000
2014-07-09,203032800000
2014-07-10,206105280000
2014-07-11,208928640000
2014-07-14,209800560000
2014-07-15,210547920000
2014-07-16,211585920000
2014-07-17,208928640000
2014-07-18,210714000000
2014-07-21,210506400000
2014-07-22,211668960000
2014-07-23,211378320000
2014-07-24,211959600000
2014-07-25,212914560000
2014-07-28,214160160000
2014-07-29,215779440000
2014-07-30,214907520000
2014-07-31,209343840000
2014-08-01,206894160000
2014-08-04,208471920000
2014-08-05,206188320000
2014-08-06,203987760000
2014-08-07,201994800000
2014-08-08,202202400000
2014-08-11,202077840000
2014-08-12,202783680000
2014-08-13,203115840000
2014-08-14,203448000000
2014-08-15,202617600000
2014-08-18,202534560000
2014-08-19,202202400000
2014-08-20,202700640000
2014-08-21,202908240000
2014-08-22,201953280000
2014-08-25,204070800000
2014-08-26,204486000000
2014-08-27,205233360000
2014-08-28,205150320000
2014-08-29,206852640000
2014-09-02,206645040000
2014-09-03,207101760000
2014-09-04,206437440000
2014-09-05,207350880000
2014-09-08,205648560000
2014-09-09,203032800000
2014-09-10,202410000000
2014-09-11,203489520000
2014-09-12,200956800000
2014-09-15,201621120000
2014-09-16,203281920000
2014-09-17,204319920000
2014-09-18,206312880000
2014-09-19,209053200000
2014-09-22,208347360000
2014-09-23,207226320000
2014-09-24,207890640000
2014-09-25,205980720000
2014-09-26,206645040000
2014-09-29,206562000000
2014-09-30,206922847102
2014-10-01,204604847614
2014-10-02,204025347742
2014-10-03,205763847358
2014-10-06,207295382733
2014-10-07,205639668814
2014-10-08,206426132926
2014-10-09,202535205215
2014-10-10,202576598063
2014-10-13,200217205727
2014-10-14,199596313007
2014-10-15,198354527568
2014-10-16,197319706368
2014-10-17,198975420287
2014-10-20,200672527055
2014-10-21,201541776863
2014-10-22,199968848639
2014-10-23,199596313007
2014-10-24,201872919647
2014-10-27,204563454766
2014-10-28,206798668558
2014-10-29,206260561534
2014-10-30,206550311470
2014-10-31,207999061149
2014-11-03,208578561021
2014-11-04,208330203933
2014-11-05,208371596781
2014-11-06,208123239693
2014-11-07,210524024877
2014-11-10,209944525005
2014-11-11,209489203677
2014-11-12,210358453485
2014-11-13,211931381708
2014-11-14,213173167148
2014-11-17,212759238668
2014-11-18,212014167404
2014-11-19,208992489501
2014-11-20,207750704061
2014-11-21,207833489757
2014-11-24,204894597550
2014-11-25,204232311982
2014-11-26,207129811341
2014-11-28,209406417981
2014-12-01,207088418493
2014-12-02,203280276478
2014-12-03,201955705343
2014-12-04,201914312495
2014-12-05,201210634079
2014-12-08,202411026671
2014-12-09,194215242769
2014-12-10,191152172017
2014-12-11,191897243281
2014-12-12,188668601138
2014-12-15,188006315570
2014-12-16,188461636898
2014-12-17,192228386065
2014-12-18,194753349792
2014-12-19,194629171248
2014-12-22,196657420800
2014-12-23,197319706368
2014-12-24,197319706368
2014-12-26,198106170480
2014-12-29,196822992192
2014-12-30,195912349536
2014-12-31,192546480000
2015-01-02,193287360000
2015-01-05,191682120000
2015-01-06,193616640000
2015-01-07,190118040000
2015-01-08,194192880000
2015-01-09,192464160000
2015-01-12,193781280000
2015-01-13,194192880000
2015-01-14,193328520000
2015-01-15,193863600000
2015-01-16,197526840000
2015-01-20,198308880000
2015-01-21,198597000000
2015-01-22,196744800000
2015-01-23,194069400000
2015-01-26,193287360000
2015-01-27,190776600000
2015-01-28,189541800000
2015-01-29,189788760000
2015-01-30,188142360000
2015-02-02,193369680000
2015-02-03,196868280000
2015-02-04,196744800000
2015-02-05,196991760000
2015-02-06,203042280000
2015-02-09,202054440000
2015-02-10,203783160000
2015-02-11,205017960000
2015-02-12,203824320000
2015-02-13,202959960000
2015-02-17,202424880000
2015-02-18,201437040000
2015-02-19,201313560000
2015-02-20,201560520000
2015-02-23,200737320000
2015-02-24,202589520000
2015-02-25,202507200000
2015-02-26,203206920000
2015-02-27,203536200000
2015-03-02,203618520000
2015-03-03,203947800000
2015-03-04,201972120000
2015-03-05,201354720000
2015-03-06,198761640000
2015-03-09,198514680000
2015-03-10,195551160000
2015-03-11,196250880000
2015-03-12,200572680000
2015-03-13,201025440000
2015-03-16,202795320000
2015-03-17,201478200000
2015-03-18,203906640000
2015-03-19,202918800000
2015-03-20,203988960000
2015-03-23,204318240000
2015-03-24,203371560000
2015-03-25,200572680000
2015-03-26,199296720000
2015-03-27,199872960000
2015-03-30,202177920000
2015-03-31,198361770000
2015-04-01,199544680000
2015-04-02,201788130000
2015-04-06,202440770000
2015-04-07,200972330000
2015-04-08,200401270000
2015-04-09,199911790000
2015-04-10,200768380000
2015-04-13,200034160000
2015-04-14,200605220000
2015-04-15,201461810000
2015-04-16,200972330000
2015-04-17,199463100000
2015-04-20,201421020000
2015-04-21,200564430000
2015-04-22,202196030000
2015-04-23,204153950000
2015-04-24,204072370000
2015-04-27,204276320000
2015-04-28,206193450000
2015-04-29,205867130000
2015-04-30,205744760000
2015-05-01,205622390000
2015-05-04,206071080000
2015-05-05,204317110000
2015-05-06,202481560000
2015-05-07,202848670000
2015-05-08,204521060000
2015-05-11,203134200000
2015-05-12,202399980000
2015-05-13,202848670000
2015-05-14,203827630000
2015-05-15,203093410000
2015-05-18,202318400000
2015-05-19,202114450000
2015-05-20,202685510000
2015-05-21,203542100000
2015-05-22,202359190000
2015-05-26,201584180000
2015-05-27,202196030000
2015-05-28,202073660000
2015-05-29,201665760000
2015-06-01,200768380000
2015-06-02,200442060000
2015-06-03,200197320000
2015-06-04,196199900000
2015-06-05,192651170000
2015-06-08,193507760000
2015-06-09,193099860000
2015-06-10,193630130000
2015-06-11,194813040000
2015-06-12,192732750000
2015-06-15,191713000000
2015-06-16,193426180000
2015-06-17,192814330000
2015-06-18,194853830000
2015-06-19,193589340000
2015-06-22,193874870000
2015-06-23,194853830000
2015-06-24,192895910000
2015-06-25,193507760000
2015-06-26,194241980000
2015-06-29,190774830000
2015-06-30,189795920000
2015-07-01,191384000000
2015-07-02,192198400000
2015-07-06,191546880000
2015-07-07,192402000000
2015-07-08,189673760000
2015-07-09,188370720000
2015-07-10,191384000000
2015-07-13,192198400000
2015-07-14,193053520000
2015-07-15,192727760000
2015-07-16,194763760000
2015-07-17,193786480000
2015-07-20,195863200000
2015-07-21,191261840000
2015-07-22,189144400000
2015-07-23,188737200000
2015-07-24,187474880000
2015-07-27,186619760000
2015-07-28,186864080000
2015-07-29,189592320000
2015-07-30,190040240000
2015-07-31,190528880000
2015-08-03,191261840000
2015-08-04,190040240000
2015-08-05,189918080000
2015-08-06,189877360000
2015-08-07,188777920000
2015-08-10,192320560000
2015-08-11,193827200000
2015-08-12,194845200000
2015-08-13,194071520000
2015-08-14,193379280000
2015-08-17,193501440000
2015-08-18,193257120000
2015-08-19,193175680000
2015-08-20,190895360000
2015-08-21,187719200000
2015-08-24,182181280000
2015-08-25,177132000000
2015-08-26,183891520000
2015-08-27,188085680000
2015-08-28,187597040000
2015-08-31,187352720000
2015-09-01,182832800000
2015-09-02,184665200000
2015-09-03,186171840000
2015-09-04,182507040000
2015-09-08,186823360000
2015-09-09,184828080000
2015-09-10,185113120000
2015-09-11,186212560000
2015-09-14,185886800000
2015-09-15,188818640000
2015-09-16,188085680000
2015-09-17,184176560000
2015-09-18,181489040000
2015-09-21,182425600000
2015-09-22,180918960000
2015-09-23,179086560000
2015-09-24,179534480000
2015-09-25,180063840000
2015-09-28,178109280000
2015-09-29,177254160000
2015-09-30,177346760000
2015-10-01,175104960000
2015-10-02,174615840000
2015-10-05,179344000000
2015-10-06,179588560000
2015-10-07,178732600000
2015-10-08,180281480000
2015-10-09,179996160000
2015-10-12,180566800000
2015-10-13,180811360000
2015-10-14,179303240000
2015-10-15,182074920000
2015-10-16,182197200000
2015-10-19,182197200000
2015-10-20,184398240000
2015-10-21,182849360000
2015-10-22,187047640000
2015-10-23,188148160000
2015-10-26,188963360000
2015-10-27,188188920000
2015-10-28,189452480000
2015-10-29,189126400000
2015-10-30,191082880000
2015-11-02,190675280000
2015-11-03,189330200000
2015-11-04,188066640000
2015-11-05,188311200000
2015-11-06,186599280000
2015-11-09,184642800000
2015-11-10,183827600000
2015-11-11,184724320000
2015-11-12,182727080000
2015-11-13,180281480000
2015-11-16,183583040000
2015-11-17,183746080000
2015-11-18,184968880000
2015-11-19,186517760000
2015-11-20,185009640000
2015-11-23,183379240000
2015-11-24,184194440000
2015-11-25,183093920000
2015-11-27,184357480000
2015-11-30,185254200000
2015-12-01,185784080000
2015-12-02,183093920000
2015-12-03,181626560000
2015-12-04,186313960000
2015-12-07,187740560000
2015-12-08,186273200000
2015-12-09,184887360000
2015-12-10,184724320000
2015-12-11,182686320000
2015-12-14,185254200000
2015-12-15,185661800000
2015-12-16,189574760000
2015-12-17,187903600000
2015-12-18,185702560000
2015-12-21,187088400000
2015-12-22,188881840000
2015-12-23,191368200000
2015-12-24,190389960000
2015-12-28,190553000000
2015-12-29,192427960000
2015-12-30,190634520000
2015-12-31,188577600000
2016-01-04,187149600000
2016-01-05,189720000000
2016-01-06,185721600000
2016-01-07,184701600000
2016-01-08,182906400000
2016-01-11,183967200000
2016-01-12,183314400000
2016-01-13,180132000000
2016-01-14,183069600000
2016-01-15,181274400000
2016-01-19,183069600000
2016-01-20,181233600000
2016-01-21,187149600000
2016-01-22,191923200000
2016-01-25,191882400000
2016-01-26,196860000000
2016-01-27,200042400000
2016-01-28,199960800000
2016-01-29,203877600000
2016-02-01,207100800000
2016-02-02,203632800000
2016-02-03,206529600000
2016-02-04,205754400000
2016-02-05,207957600000
2016-02-08,207019200000
2016-02-09,204612000000
2016-02-10,203918400000
2016-02-11,201511200000
2016-02-12,204448800000
2016-02-16,204979200000
2016-02-17,205305600000
2016-02-18,207835200000
2016-02-19,207508800000
2016-02-22,208365600000
2016-02-23,206570400000
2016-02-24,207345600000
2016-02-25,208528800000
2016-02-26,208161600000
2016-02-29,206978400000
2016-03-01,209956800000
2016-03-02,212649600000
2016-03-03,211711200000
2016-03-04,211384800000
2016-03-07,213016800000
2016-03-08,214036800000
2016-03-09,213547200000
2016-03-10,213465600000
2016-03-11,214322400000
2016-03-14,214363200000
2016-03-15,214893600000
2016-03-16,217096800000
2016-03-17,218810400000
2016-03-18,217219200000
2016-03-21,218035200000
2016-03-22,217096800000
2016-03-23,215872800000
2016-03-24,218524800000
2016-03-28,217872000000
2016-03-29,220524000000
2016-03-30,220483200000
2016-03-31,220592320000
2016-04-01,220306790000
2016-04-04,221979180000
2016-04-05,220633110000
2016-04-06,218308080000
2016-04-07,212108000000
2016-04-08,212842220000
2016-04-11,210517190000
2016-04-12,211904050000
2016-04-13,209211910000
2016-04-14,209497440000
2016-04-15,209456650000
2016-04-18,211006670000
2016-04-19,212434320000
2016-04-20,211088250000
2016-04-21,204072370000
2016-04-22,206193450000
2016-04-25,207050040000
2016-04-26,205744760000
2016-04-27,210843510000
2016-04-28,208110580000
2016-04-29,207784260000
2016-05-02,209334280000
2016-05-03,206723720000
2016-05-04,207376360000
2016-05-05,207376360000
2016-05-06,208518480000
2016-05-09,208355320000
2016-05-10,210231660000
2016-05-11,208640850000
2016-05-12,209946130000
2016-05-13,207784260000
2016-05-16,208967170000
2016-05-17,207621100000
2016-05-18,205540810000
2016-05-19,202440770000
2016-05-20,202563140000
2016-05-23,200442060000
2016-05-24,202236820000
2016-05-25,203338150000
2016-05-26,204602640000
2016-05-27,206478980000
2016-05-31,207621100000
2016-06-01,205703970000
2016-06-02,207090830000
2016-06-03,207702680000
2016-06-06,206846090000
2016-06-07,211088250000
2016-06-08,210150080000
2016-06-09,211904050000
2016-06-10,214840930000
2016-06-13,214433030000
2016-06-14,216146210000
2016-06-15,215534360000
2016-06-16,218063340000
2016-06-17,219368620000
2016-06-20,219287040000
2016-06-21,220673900000
2016-06-22,220388370000
2016-06-23,222998930000
2016-06-24,222019970000
2016-06-27,223284460000
2016-06-28,223610780000
2016-06-29,224589740000
2016-06-30,227771360000
2016-07-01,229362170000
2016-07-05,230585870000
2016-07-06,229484540000
2016-07-07,225895020000
2016-07-08,228016100000
2016-07-11,228138470000
2016-07-12,226262130000
2016-07-13,228424000000
2016-07-14,227771360000
2016-07-15,227771360000
2016-07-18,228138470000
2016-07-19,227200300000
2016-07-20,226873980000
2016-07-21,225854230000
2016-07-22,228831900000
2016-07-25,227893730000
2016-07-26,223569990000
2016-07-27,225650280000
2016-07-28,223773940000
2016-07-29,226017390000
2016-08-01,222305500000
2016-08-02,220266000000
2016-08-03,219858100000
2016-08-04,219980470000
2016-08-05,218797560000
2016-08-08,218593610000
2016-08-09,218879140000
2016-08-10,219490990000
2016-08-11,219694940000
2016-08-12,218838350000
2016-08-15,218675190000
2016-08-16,215208040000
2016-08-17,216880430000
2016-08-18,215656730000
2016-08-19,213943550000
2016-08-22,214351450000
2016-08-23,214677770000
2016-08-24,214269870000
2016-08-25,215167250000
2016-08-26,212393530000
2016-08-29,214147500000
2016-08-30,213209330000
2016-08-31,213454070000
2016-09-01,214392240000
2016-09-02,215697520000
2016-09-06,218267290000
2016-09-07,219083090000
2016-09-08,218634400000
2016-09-09,211373780000
2016-09-12,214433030000
2016-09-13,209864550000
2016-09-14,210027710000
2016-09-15,212026420000
2016-09-16,211618520000
2016-09-19,208844800000
2016-09-20,209130330000
2016-09-21,211577730000
2016-09-22,213535650000
2016-09-23,214392240000
2016-09-26,212719850000
2016-09-27,214106710000
2016-09-28,212352740000
2016-09-29,212597480000
2016-09-30,212130380000
2016-10-03,211722280000
2016-10-04,209192060000
2016-10-05,205151870000
2016-10-06,205111060000
2016-10-07,203723520000
2016-10-10,204825390000
2016-10-11,203641900000
2016-10-12,205274300000
2016-10-13,205233490000
2016-10-14,205192680000
2016-10-17,205804830000
2016-10-18,205151870000
2016-10-19,205600780000
2016-10-20,200540340000
2016-10-21,196704200000
2016-10-24,196745010000
2016-10-25,195235040000
2016-10-26,194378030000
2016-10-27,198091740000
2016-10-28,196745010000
2016-10-31,196296100000
2016-11-01,194500460000
2016-11-02,191562140000
2016-11-03,191276470000
2016-11-04,192133480000
2016-11-07,193684260000
2016-11-08,194459650000
2016-11-09,195316660000
2016-11-10,190541890000
2016-11-11,190541890000
2016-11-14,188460580000
2016-11-15,193316970000
2016-11-16,195602330000
2016-11-17,195235040000
2016-11-18,196173670000
2016-11-21,197153110000
2016-11-22,201968690000
2016-11-23,204988630000
2016-11-25,206784270000
2016-11-28,208620720000
2016-11-29,207967760000
2016-11-30,203641900000
2016-12-01,203519470000
2016-12-02,203274610000
2016-12-05,203029750000
2016-12-06,205519160000
2016-12-07,209681780000
2016-12-08,208661530000
2016-12-09,210130690000
2016-12-12,211232560000
2016-12-13,213681160000
2016-12-14,210702030000
2016-12-15,211436610000
2016-12-16,213313870000
2016-12-19,215925710000
2016-12-20,216782720000
2016-12-21,216170570000
2016-12-22,218945650000
2016-12-23,219068080000
2016-12-27,218904840000
2016-12-28,218088640000
2016-12-29,219312940000
2016-12-30,217843780000
2017-01-03,222795560000
2017-01-04,222550640000
2017-01-05,223040480000
2017-01-06,217407320000
2017-01-09,215039760000
2017-01-10,215366320000
2017-01-11,214141720000
2017-01-12,215039760000
2017-01-13,214509100000
2017-01-17,215284680000
2017-01-18,213284500000
2017-01-19,213733520000
2017-01-20,215203040000
2017-01-23,213937620000
2017-01-24,204589840000
2017-01-25,203161140000
2017-01-26,200507840000
2017-01-27,202467200000
2017-01-30,201528340000
2017-01-31,200058820000
2017-02-01,197527980000
2017-02-02,197078960000
2017-02-03,198303560000
2017-02-06,196058460000
2017-02-07,196099280000
2017-02-08,197446340000
2017-02-09,199242420000
2017-02-10,199936360000
2017-02-13,198181100000
2017-02-14,197038140000
2017-02-15,196262560000
2017-02-16,197813720000
2017-02-17,200793580000
2017-02-21,201773260000
2017-02-22,202752940000
2017-02-23,205365420000
2017-02-24,206549200000
2017-02-27,203855080000
2017-02-28,202589660000
2017-03-01,203324420000
2017-03-02,204018360000
2017-03-03,204467380000
2017-03-06,204222460000
2017-03-07,201814080000
2017-03-08,200671120000
2017-03-09,201160960000
2017-03-10,201446700000
2017-03-13,201936540000
2017-03-14,201487520000
2017-03-15,204671480000
2017-03-16,204263280000
2017-03-17,205691980000
2017-03-20,205079680000
2017-03-21,204753120000
2017-03-22,202916220000
2017-03-23,202630480000
2017-03-24,202793760000
2017-03-27,200589480000
2017-03-28,201242600000
2017-03-29,200548660000
2017-03-30,200262920000
2017-03-31,198997500000
2017-04-03,200752760000
2017-04-04,201283420000
2017-04-05,200099640000
2017-04-06,197691260000
2017-04-07,198630120000
2017-04-10,198140280000
2017-04-11,198793400000
2017-04-12,199691440000
2017-04-13,198466840000
2017-04-17,199242420000
2017-04-18,200916040000
2017-04-19,199773080000
2017-04-20,197609620000
2017-04-21,192874500000
2017-04-24,192058100000
2017-04-25,190629400000
2017-04-26,193323520000
2017-04-27,190506940000
2017-04-28,187404620000
2017-05-01,187282160000
2017-05-02,187404620000
2017-05-03,188384300000
2017-05-04,187282160000
2017-05-05,190588580000
2017-05-08,190343660000
2017-05-09,189486440000
2017-05-10,189323160000
2017-05-11,187853640000
2017-05-12,187118880000
2017-05-15,185241160000
2017-05-16,184955420000
2017-05-17,181567360000
2017-05-18,183853280000
2017-05-19,185404440000
2017-05-22,185649360000
2017-05-23,185649360000
2017-05-24,183853280000
2017-05-25,184955420000
2017-05-26,184996240000
2017-05-30,188588400000
2017-05-31,190384480000
2017-06-01,189853820000
2017-06-02,189568080000
2017-06-05,189282340000
2017-06-06,189568080000
2017-06-07,189813000000
2017-06-08,188547580000
2017-06-09,190711040000
2017-06-12,192629580000
2017-06-13,189649720000
2017-06-14,190588580000
2017-06-15,190384480000
2017-06-16,190343660000
2017-06-19,190098740000
2017-06-20,187527080000
2017-06-21,185363620000
2017-06-22,185404440000
2017-06-23,185281980000
2017-06-26,186751500000
2017-06-27,183036880000
2017-06-28,183036880000
2017-06-29,181281620000
2017-06-30,182391440000
2017-07-03,183780000000
2017-07-05,182350600000
2017-07-06,177735680000
2017-07-07,177572320000
2017-07-10,176428800000
2017-07-11,175162760000
2017-07-12,176510480000
2017-07-13,177613160000
2017-07-14,177899040000
2017-07-17,178307440000
2017-07-18,177082240000
2017-07-19,177449800000
2017-07-20,180594480000
2017-07-21,180635320000
2017-07-24,178511640000
2017-07-25,179614320000
2017-07-26,181329600000
2017-07-27,195256040000
2017-07-28,195786960000
2017-07-31,197665600000
2017-08-01,199666760000
2017-08-02,196889640000
2017-08-03,198523240000
2017-08-04,199748440000
2017-08-07,199544240000
2017-08-08,198482400000
2017-08-09,196930480000
2017-08-10,196113680000
2017-08-11,196277040000
2017-08-14,199217520000
2017-08-15,197992320000
2017-08-16,197706440000
2017-08-17,195582760000
2017-08-18,194765960000
2017-08-21,196603760000
2017-08-22,197461400000
2017-08-23,197175520000
2017-08-24,197298040000
2017-08-25,198809120000
2017-08-28,198523240000
2017-08-29,198114840000
2017-08-30,196522080000
2017-08-31,195909480000
2017-09-01,195705280000
2017-09-05,193418240000
2017-09-06,191580440000
2017-09-07,188680800000
2017-09-08,188313240000
2017-09-11,189089200000
2017-09-12,191090360000
2017-09-13,192969000000
2017-09-14,192683120000
2017-09-15,195460240000
2017-09-18,196399560000
2017-09-19,201504560000
2017-09-20,202076320000
2017-09-21,199870960000
2017-09-22,203791600000
2017-09-25,203791600000
2017-09-26,202198840000
2017-09-27,202198840000
2017-09-28,201790440000
2017-09-29,202117160000
2017-10-02,201734320000
2017-10-03,203736950000
2017-10-04,203941300000
2017-10-05,203409990000
2017-10-06,199486470000
2017-10-09,200467350000
2017-10-10,200835180000
2017-10-11,199690820000
2017-10-12,197606450000
2017-10-13,195603820000
2017-10-16,196543830000
2017-10-17,197810800000
2017-10-18,198832550000
2017-10-19,201121270000
2017-10-20,202429110000
2017-10-23,200222130000
2017-10-24,200017780000
2017-10-25,198791680000
2017-10-26,199813430000
2017-10-27,199731690000
2017-10-30,195481210000
2017-10-31,195644690000
2017-11-01,195481210000
2017-11-02,193969020000
2017-11-03,193805540000
2017-11-06,186081110000
2017-11-07,186244590000
2017-11-08,185795020000
2017-11-09,184201090000
2017-11-10,183424560000
2017-11-13,182893250000
2017-11-14,180727140000
2017-11-15,180277570000
2017-11-16,182974990000
2017-11-17,185631540000
2017-11-20,188819400000
2017-11-21,188737660000
2017-11-22,192497700000
2017-11-24,192129870000
2017-11-27,194786420000
2017-11-28,199527340000
2017-11-29,203941300000
2017-11-30,207987430000
2017-12-01,209458750000
2017-12-04,211379640000
2017-12-05,208110040000
2017-12-06,207129160000
2017-12-07,206066540000
2017-12-08,208804830000
2017-12-11,211870080000
2017-12-12,217387530000
2017-12-13,216161430000
2017-12-14,213913580000
2017-12-15,215262290000
2017-12-18,217632750000
2017-12-19,215916210000
2017-12-20,215670990000
2017-12-21,216651870000
2017-12-22,217387530000
2017-12-26,217510140000
2017-12-27,217755360000
2017-12-28,218368410000
2017-12-29,216324910000
2018-01-02,219687120000
2018-01-03,215172720000
2018-01-04,215870400000
2018-01-05,215377920000
2018-01-08,215008560000
2018-01-09,211807440000
2018-01-10,212135760000
2018-01-11,213859440000
2018-01-12,212833440000
2018-01-16,212012640000
2018-01-17,212258880000
2018-01-18,211561200000
2018-01-19,213038640000
2018-01-22,219399840000
2018-01-23,218455920000
2018-01-24,222518880000
2018-01-25,222806160000
2018-01-26,224570880000
2018-01-29,222149520000
2018-01-30,221205600000
2018-01-31,221903280000
2018-02-01,222847200000
2018-02-02,217429920000
2018-02-05,207252000000
2018-02-06,208606320000
2018-02-07,209345040000
2018-02-08,201260160000
2018-02-09,204707520000
2018-02-12,205651440000
2018-02-13,205528320000
2018-02-14,203189040000
2018-02-15,204132960000
2018-02-16,205815600000
2018-02-20,200767680000
2018-02-21,196827840000
2018-02-22,196458480000
2018-02-23,198182160000
2018-02-26,201465360000
2018-02-27,197156160000
2018-02-28,195924960000
2018-03-01,196827840000
2018-03-02,198059040000
2018-03-05,199905840000
2018-03-06,200644560000
2018-03-07,200439360000
2018-03-08,201137040000
2018-03-09,201137040000
2018-03-12,200275200000
2018-03-13,199659600000
2018-03-14,198838800000
2018-03-15,198182160000
2018-03-16,199290240000
2018-03-19,198264240000
2018-03-20,195719760000
2018-03-21,194037120000
2018-03-22,192395520000
2018-03-23,189974160000
2018-03-26,193175280000
2018-03-27,194160240000
2018-03-28,196992000000
2018-03-29,196253280000
2018-04-02,195006600000
2018-04-03,196412500000
2018-04-04,198190550000
2018-04-05,199472400000
2018-04-06,196329800000
2018-04-09,194014200000
2018-04-10,199596450000
2018-04-11,196743300000
2018-04-12,197404900000
2018-04-13,197074100000
2018-04-16,200092650000
2018-04-17,201994750000
2018-04-18,201043700000
2018-04-19,200258050000
2018-04-20,198066500000
2018-04-23,201209100000
2018-04-24,205385450000
2018-04-25,207163500000
2018-04-26,205757600000
2018-04-27,213241950000
2018-04-30,204062250000
2018-05-01,201870700000
2018-05-02,197446250000
2018-05-03,197818400000
2018-05-04,199265650000
2018-05-07,197363550000
2018-05-08,194427700000
2018-05-09,191781300000
2018-05-10,195172000000
2018-05-11,201043700000
2018-05-14,200506150000
2018-05-15,197611650000
2018-05-16,197901100000
2018-05-17,197859750000
2018-05-18,197404900000
2018-05-21,200258050000
2018-05-22,201829350000
2018-05-23,200919650000
2018-05-24,201126400000
2018-05-25,200630200000
2018-05-29,199307000000
2018-05-30,200961000000
2018-05-31,197115450000
2018-06-01,197694350000
2018-06-04,197735700000
2018-06-05,198355950000
2018-06-06,200175350000
2018-06-07,202656350000
2018-06-08,203359300000
2018-06-11,203855500000
2018-06-12,201829350000
2018-06-13,195999000000
2018-06-14,197735700000
2018-06-15,198728100000
2018-06-18,196247100000
2018-06-19,200547500000
2018-06-20,198852150000
2018-06-21,201085050000
2018-06-22,205757600000
2018-06-25,205096000000
2018-06-26,203855500000
2018-06-27,203896850000
2018-06-28,210306100000
2018-06-29,208031850000
2018-07-02,208537120000
2018-07-03,209695200000
2018-07-05,212094080000
2018-07-06,212921280000
2018-07-09,209860640000
2018-07-10,212342240000
2018-07-11,212342240000
2018-07-12,211928640000
2018-07-13,212631760000
2018-07-16,213376240000
