,EFX
2011-11-17,4215600000
2011-11-18,4183200000
2011-11-21,4108800000
2011-11-22,4122000000
2011-11-23,4022400000
2011-11-25,4027200000
2011-11-28,4175999999
2011-11-29,4239600000
2011-11-30,4458000000
2011-12-01,4442400000
2011-12-02,4464000000
2011-12-05,4524000000
2011-12-06,4530000000
2011-12-07,4486800000
2011-12-08,4446000000
2011-12-09,4562400000
2011-12-12,4483200000
2011-12-13,4470000000
2011-12-14,4482000000
2011-12-15,4527600000
2011-12-16,4527600000
2011-12-19,4494000000
2011-12-20,4632000000
2011-12-21,4591200000
2011-12-22,4654800000
2011-12-23,4690800000
2011-12-27,4695600000
2011-12-28,4604400000
2011-12-29,4654800000
2011-12-30,4648800000
2012-01-03,4659600000
2012-01-04,4611600000
2012-01-05,4610400000
2012-01-06,4672800000
2012-01-09,4675200000
2012-01-10,4749600000
2012-01-11,4722000000
2012-01-12,4690800000
2012-01-13,4672800000
2012-01-17,4695600000
2012-01-18,4700400000
2012-01-19,4779600000
2012-01-20,4744800000
2012-01-23,4730400000
2012-01-24,4723200000
2012-01-25,4772400000
2012-01-26,4711200000
2012-01-27,4718400000
2012-01-30,4706400000
2012-01-31,4676400000
2012-02-01,4742400000
2012-02-02,4692000000
2012-02-03,4756800000
2012-02-06,4766400000
2012-02-07,4760400000
2012-02-08,4728000000
2012-02-09,5089200000
2012-02-10,5115600000
2012-02-13,5142000000
2012-02-14,5142000000
2012-02-15,5044800000
2012-02-16,5107200000
2012-02-17,5115600000
2012-02-21,5064000000
2012-02-22,5082000000
2012-02-23,5088000000
2012-02-24,5086800000
2012-02-27,5088000000
2012-02-28,5094000000
2012-02-29,5044800000
2012-03-01,5108400000
2012-03-02,5020800000
2012-03-05,5042400000
2012-03-06,4966800000
2012-03-07,5020800000
2012-03-08,5103600000
2012-03-09,5115600000
2012-03-12,5290800000
2012-03-13,5311200000
2012-03-14,5268000000
2012-03-15,5304000000
2012-03-16,5274000000
2012-03-19,5264400000
2012-03-20,5236800000
2012-03-21,5226000000
2012-03-22,5234400000
2012-03-23,5270400000
2012-03-26,5344800000
2012-03-27,5295600000
2012-03-28,5220000000
2012-03-29,5222400000
2012-03-30,5311200000
2012-04-02,5390643000
2012-04-03,5361771000
2012-04-04,5279967000
2012-04-05,5271546000
2012-04-09,5198163000
2012-04-10,5112750000
2012-04-11,5227035000
2012-04-12,5299215000
2012-04-13,5269140000
2012-04-16,5276358000
2012-04-17,5367786000
2012-04-18,5325681000
2012-04-19,5282373000
2012-04-20,5347335000
2012-04-23,5310042000
2012-04-24,5257110000
2012-04-25,5289591000
2012-04-26,5573499000
2012-04-27,5551845000
2012-04-30,5512146000
2012-05-01,5526582000
2012-05-02,5502522000
2012-05-03,5581920000
2012-05-04,5498913000
2012-05-07,5569890000
2012-05-08,5489289000
2012-05-09,5459214000
2012-05-10,5543424000
2012-05-11,5563875000
2012-05-14,5548236000
2012-05-15,5561469000
2012-05-16,5555454000
2012-05-17,5458011000
2012-05-18,5353350000
2012-05-21,5445981000
2012-05-22,5413500000
2012-05-23,5427936000
2012-05-24,5470041000
2012-05-25,5491695000
2012-05-29,5545830000
2012-05-30,5441169000
2012-05-31,5433951000
2012-06-01,5213802000
2012-06-04,5247486000
2012-06-05,5308839000
2012-06-06,5459214000
2012-06-07,5500116000
2012-06-08,5636055000
2012-06-11,5532597000
2012-06-12,5577108000
2012-06-13,5575905000
2012-06-14,5747934000
2012-06-15,5705829000
2012-06-18,5676957000
2012-06-19,5654100000
2012-06-20,5633649000
2012-06-21,5545830000
2012-06-22,5595153000
2012-06-25,5439966000
2012-06-26,5458011000
2012-06-27,5489289000
2012-06-28,5455605000
2012-06-29,5605980000
2012-07-02,5718069000
2012-07-03,5739615000
2012-07-05,5691735000
2012-07-06,5624703000
2012-07-09,5633082000
2012-07-10,5661810000
2012-07-11,5682159000
2012-07-12,5695326000
2012-07-13,5837769000
2012-07-16,5787495000
2012-07-17,5865300000
2012-07-18,5858118000
2012-07-19,5871285000
2012-07-20,5803056000
2012-07-23,5785101000
2012-07-24,5775525000
2012-07-25,5805450000
2012-07-26,5622309000
2012-07-27,5633082000
2012-07-30,5661810000
2012-07-31,5606748000
2012-08-01,5500215000
2012-08-02,5455926000
2012-08-03,5548095000
2012-08-06,5552883000
2012-08-07,5604354000
2012-08-08,5555277000
2012-08-09,5472684000
2012-08-10,5493033000
2012-08-13,5448744000
2012-08-14,5471487000
2012-08-15,5497821000
2012-08-16,5566050000
2012-08-17,5621112000
2012-08-20,5600763000
2012-08-21,5598369000
2012-08-22,5568444000
2012-08-23,5586399000
2012-08-24,5634279000
2012-08-27,5575626000
2012-08-28,5525352000
2012-08-29,5519367000
2012-08-30,5448744000
2012-08-31,5479866000
2012-09-04,5526549000
2012-09-05,5516973000
2012-09-06,5646249000
2012-09-07,5606748000
2012-09-10,5563656000
2012-09-11,5609142000
2012-09-12,5525352000
2012-09-13,5605551000
2012-09-14,5667795000
2012-09-17,5701311000
2012-09-18,5753979000
2012-09-19,5696523000
2012-09-20,5664204000
2012-09-21,5624703000
2012-09-24,5580414000
2012-09-25,5499018000
2012-09-26,5470290000
2012-09-27,5560065000
2012-09-28,5575626000
2012-10-01,5633160000
2012-10-02,5672628000
2012-10-03,5756348000
2012-10-04,5831696000
2012-10-05,5884320000
2012-10-08,5862792000
2012-10-09,5832892000
2012-10-10,5837676000
2012-10-11,5861596000
2012-10-12,5891496000
2012-10-15,5953688000
2012-10-16,6043388000
2012-10-17,6045780000
2012-10-18,6106776000
2012-10-19,6031428000
2012-10-22,6052956000
2012-10-23,5916612000
2012-10-24,5867576000
2012-10-25,5910632000
2012-10-26,5948904000
2012-10-31,5984784000
2012-11-01,6023056000
2012-11-02,5989568000
2012-11-05,5975216000
2012-11-06,6052956000
2012-11-07,5976412000
2012-11-08,5976412000
2012-11-09,6024252000
2012-11-12,6019468000
2012-11-13,6151028000
2012-11-14,5993156000
2012-11-15,5954884000
2012-11-16,6015880000
2012-11-19,6009900000
2012-11-20,6039800000
2012-11-21,6068504000
2012-11-23,6103188000
2012-11-26,6098404000
2012-11-27,6093620000
2012-11-28,6133088000
2012-11-29,6104384000
2012-11-30,6128304000
2012-12-03,6384248000
2012-12-04,6488300000
2012-12-05,6461988000
2012-12-06,6482320000
2012-12-07,6497868000
2012-12-10,6482320000
2012-12-11,6478732000
2012-12-12,6458400000
2012-12-13,6372288000
2012-12-14,6338800000
2012-12-17,6566040000
2012-12-18,6569628000
2012-12-19,6497868000
2012-12-20,6518200000
2012-12-21,6417736000
2012-12-24,6434480000
2012-12-26,6353152000
2012-12-27,6428500000
2012-12-28,6381856000
2012-12-31,6521460000
2013-01-02,6596170000
2013-01-03,6567250000
2013-01-04,6694980000
2013-01-07,6673290000
2013-01-08,6680520000
2013-01-09,6746795000
2013-01-10,6761255000
2013-01-11,6769690000
2013-01-14,6817890000
2013-01-15,6875730000
2013-01-16,6825120000
2013-01-17,6861270000
2013-01-18,7043225000
2013-01-22,7019125000
2013-01-23,7007075000
2013-01-24,7115525000
2013-01-25,7093835000
2013-01-28,7078170000
2013-01-29,7104680000
2013-01-30,7082990000
2013-01-31,7073350000
2013-02-01,7143240000
2013-02-04,7102270000
2013-02-05,7172160000
2013-02-06,7196260000
2013-02-07,6727515000
2013-02-08,6694980000
2013-02-11,6625090000
2013-02-12,6545560000
2013-02-13,6508205000
2013-02-14,6537125000
2013-02-15,6647985000
2013-02-19,6723900000
2013-02-20,6513025000
2013-02-21,6504590000
2013-02-22,6525075000
2013-02-25,6402165000
2013-02-26,6426265000
2013-02-27,6556405000
2013-02-28,6641960000
2013-03-01,6731130000
2013-03-04,6781740000
2013-03-05,6828735000
2013-03-06,6846810000
2013-03-07,6808250000
2013-03-08,6846810000
2013-03-11,6834760000
2013-03-12,6813070000
2013-03-13,6808250000
2013-03-14,6807045000
2013-03-15,6799815000
2013-03-18,6768485000
2013-03-19,6775715000
2013-03-20,6851630000
2013-03-21,6821505000
2013-03-22,6797405000
2013-03-25,6776920000
2013-03-26,6803430000
2013-03-27,6823915000
2013-03-28,6939595000
2013-04-01,6865540000
2013-04-02,6940560000
2013-04-03,6801410000
2013-04-04,6859490000
2013-04-05,6809880000
2013-04-08,6893370000
2013-04-09,7013160000
2013-04-10,7119640000
2013-04-11,7153520000
2013-04-12,7132950000
2013-04-15,6998640000
2013-04-16,7076080000
2013-04-17,7089390000
2013-04-18,7109960000
2013-04-19,7093020000
2013-04-22,7170460000
2013-04-23,7252740000
2013-04-24,7250320000
2013-04-25,7457230000
2013-04-26,7420930000
2013-04-29,7371320000
2013-04-30,7405200000
2013-05-01,7422140000
2013-05-02,7433030000
2013-05-03,7518940000
2013-05-06,7572180000
2013-05-07,7621790000
2013-05-08,7601220000
2013-05-09,7668980000
2013-05-10,7721010000
2013-05-13,7683500000
2013-05-14,7705280000
2013-05-15,7707700000
2013-05-16,7641150000
2013-05-17,7608480000
2013-05-20,7535880000
2013-05-21,7583070000
2013-05-22,7453600000
2013-05-23,7403990000
2013-05-24,7406410000
2013-05-28,7460860000
2013-05-29,7436660000
2013-05-30,7460860000
2013-05-31,7368900000
2013-06-03,7416090000
2013-06-04,7371320000
2013-06-05,7234590000
2013-06-06,7235800000
2013-06-07,7302350000
2013-06-10,7302350000
2013-06-11,7257580000
2013-06-12,7220070000
2013-06-13,7349540000
2013-06-14,7356800000
2013-06-17,7297510000
2013-06-18,7417300000
2013-06-19,7326550000
2013-06-20,7187400000
2013-06-21,7072450000
2013-06-24,7020420000
2013-06-25,7089390000
2013-06-26,7096650000
2013-06-27,7163200000
2013-06-28,7130530000
2013-07-01,7224256000
2013-07-02,7209664000
2013-07-03,7178048000
2013-07-05,7240064000
2013-07-08,7254656000
2013-07-09,7275328000
2013-07-10,7344640000
2013-07-11,7423680000
2013-07-12,7428544000
2013-07-15,7466240000
2013-07-16,7423680000
2013-07-17,7423680000
2013-07-18,7490560000
2013-07-19,7471104000
2013-07-22,7501504000
2013-07-23,7477184000
2013-07-24,7384768000
2013-07-25,7523392000
2013-07-26,7513664000
2013-07-29,7652288000
2013-07-30,7721600000
2013-07-31,7688768000
2013-08-01,7843200000
2013-08-02,7927104000
2013-08-05,7948992000
2013-08-06,7923456000
2013-08-07,7873600000
2013-08-08,7956288000
2013-08-09,7923456000
2013-08-12,7908864000
2013-08-13,7914944000
2013-08-14,7816448000
2013-08-15,7623104000
2013-08-16,7578112000
2013-08-19,7552576000
2013-08-20,7614592000
2013-08-21,7542848000
2013-08-22,7606080000
2013-08-23,7591488000
2013-08-26,7597568000
2013-08-27,7439488000
2013-08-28,7348288000
2013-08-29,7342208000
2013-08-30,7185344000
2013-09-03,7204800000
2013-09-04,7227904000
2013-09-05,7244928000
2013-09-06,7215744000
2013-09-09,7261952000
2013-09-10,7251008000
2013-09-11,7246144000
2013-09-12,7223040000
2013-09-13,7289920000
2013-09-16,7381120000
2013-09-17,7421248000
2013-09-18,7486912000
2013-09-19,7582976000
2013-09-20,7482048000
2013-09-23,7424896000
2013-09-24,7332480000
2013-09-25,7257088000
2013-09-26,7264384000
2013-09-27,7272896000
2013-09-30,7289730000
2013-10-01,7292166000
2013-10-02,7231266000
2013-10-03,7183764000
2013-10-04,7258062000
2013-10-07,7247100000
2013-10-08,7206906000
2013-10-09,7238574000
2013-10-10,7407876000
2013-10-11,7417620000
2013-10-14,7448070000
2013-10-15,7325052000
2013-10-16,7379862000
2013-10-17,7505316000
2013-10-18,7572306000
2013-10-21,7532112000
2013-10-22,7510188000
2013-10-23,7466340000
2013-10-24,7762314000
2013-10-25,7980335999
2013-10-28,8025402000
2013-10-29,7927962000
2013-10-30,7882896000
2013-10-31,7876806000
2013-11-01,7938924000
2013-11-04,7935270000
2013-11-05,7835394000
2013-11-06,7834175999
2013-11-07,7742826000
2013-11-08,7880460000
2013-11-11,7874370000
2013-11-12,7925525999
2013-11-13,8013222000
2013-11-14,8064377999
2013-11-15,8089956000
2013-11-18,8107008000
2013-11-19,8136240000
2013-11-20,8153292000
2013-11-21,8215410000
2013-11-22,8264129999
2013-11-25,8273874000
2013-11-26,8226372000
2013-11-27,8216627999
2013-11-29,8200794000
2013-12-02,8197140000
2013-12-03,8165472000
2013-12-04,8155727999
2013-12-05,8119188000
2013-12-06,8320158000
2013-12-09,8293362000
2013-12-10,8211756000
2013-12-11,8120406000
2013-12-12,8136240000
2013-12-13,8131368000
2013-12-16,8286054000
2013-12-17,8172779999
2013-12-18,8189831999
2013-12-19,8169125999
2013-12-20,8244642000
2013-12-23,8321375999
2013-12-24,8404200000
2013-12-26,8424906000
2013-12-27,8416379999
2013-12-30,8446829999
2013-12-31,8428980000
2014-01-02,8350900000
2014-01-03,8405800000
2014-01-06,8327720000
2014-01-07,8385060000
2014-01-08,8386279999
2014-01-09,8388720000
2014-01-10,8393600000
2014-01-13,8228900000
2014-01-14,8313080000
2014-01-15,8431420000
2014-01-16,8432640000
2014-01-17,8629060000
2014-01-21,8572939999
2014-01-22,8716900000
2014-01-23,8574160000
2014-01-24,8511939999
2014-01-27,8419220000
2014-01-28,8402140000
2014-01-29,8347240000
2014-01-30,8630280000
2014-01-31,8547320000
2014-02-03,8310640000
2014-02-04,8461920000
2014-02-05,8310640000
2014-02-06,8569279999
2014-02-07,8655900000
2014-02-10,8681520000
2014-02-11,8690060000
2014-02-12,8708360000
2014-02-13,8763260000
2014-02-14,8515600000
2014-02-18,8513160000
2014-02-19,8535119999
2014-02-20,8508279999
2014-02-21,8404580000
2014-02-24,8519260000
2014-02-25,8481439999
2014-02-26,8520480000
2014-02-27,8542439999
2014-02-28,8547320000
2014-03-03,8486320000
2014-03-04,8621740000
2014-03-05,8526580000
2014-03-06,8587580000
2014-03-07,8632720000
2014-03-10,8692500000
2014-03-11,8692500000
2014-03-12,8779120000
2014-03-13,8743740000
2014-03-14,8665660000
2014-03-17,8727880000
2014-03-18,8882820000
2014-03-19,8730320000
2014-03-20,8784000000
2014-03-21,8688840000
2014-03-24,8609540000
2014-03-25,8547320000
2014-03-26,8439960000
2014-03-27,8377740000
2014-03-28,8319180000
2014-03-31,8299660000
2014-04-01,8507060000
2014-04-02,8466800000
2014-04-03,8433859999
2014-04-04,8259400000
2014-04-07,8139840000
2014-04-08,8172779999
2014-04-09,8286240000
2014-04-10,8053220000
2014-04-11,7934880000
2014-04-14,7981240000
2014-04-15,8069080000
2014-04-16,8235000000
2014-04-17,8370420000
2014-04-21,8331380000
2014-04-22,8350900000
2014-04-23,8547320000
2014-04-24,8427760000
2014-04-25,8404580000
2014-04-28,8479000000
2014-04-29,8531460000
2014-04-30,8638820000
2014-05-01,8614420000
2014-05-02,8651020000
2014-05-05,8641260000
2014-05-06,8633940000
2014-05-07,8670540000
2014-05-08,8646140000
2014-05-09,8690060000
2014-05-12,8741300000
2014-05-13,8672980000
2014-05-14,8665660000
2014-05-15,8587580000
2014-05-16,8629060000
2014-05-19,8618080000
2014-05-20,8474119999
2014-05-21,8465580000
2014-05-22,8472900000
2014-05-23,8482660000
2014-05-27,8583920000
2014-05-28,8581480000
2014-05-29,8585140000
2014-05-30,8636380000
2014-06-02,8608320000
2014-06-03,8541220000
2014-06-04,8632720000
2014-06-05,8676640000
2014-06-06,8770580000
2014-06-09,8835240000
2014-06-10,8782780000
2014-06-11,8755940000
2014-06-12,8692500000
2014-06-13,8744960000
2014-06-16,8698600000
2014-06-17,8732760000
2014-06-18,8725440000
2014-06-19,8875500000
2014-06-20,8936500000
2014-06-23,8879160000
2014-06-24,8846220000
2014-06-25,8784000000
2014-06-26,8827920000
2014-06-27,8865740000
2014-06-30,8784594000
2014-07-01,8762796000
2014-07-02,8755530000
2014-07-03,8803970000
2014-07-07,8823346000
2014-07-08,8802759000
2014-07-09,8857254000
2014-07-10,8887529000
2014-07-11,8880263000
2014-07-14,8914171000
2014-07-15,8943235000
2014-07-16,8952923000
2014-07-17,8919015000
2014-07-18,8880263000
2014-07-21,8851199000
2014-07-22,9029216000
2014-07-23,9011051000
2014-07-24,9277471000
2014-07-25,9298058000
2014-07-28,9318645000
2014-07-29,9312590000
2014-07-30,9347709000
2014-07-31,9214499000
2014-08-01,9155160000
2014-08-04,9190279000
2014-08-05,9135784000
2014-08-06,8995308000
2014-08-07,9011051000
2014-08-08,9156371000
2014-08-11,9208444000
2014-08-12,9225398000
2014-08-13,9305324000
2014-08-14,9361030000
2014-08-15,9354975000
2014-08-18,9440956000
2014-08-19,9473653000
2014-08-20,9514827000
2014-08-21,9502717000
2014-08-22,9468809000
2014-08-25,9540258000
2014-08-26,9508772000
2014-08-27,9453066000
2014-08-28,9500295000
2014-08-29,9537836000
2014-09-02,9530570000
2014-09-03,9551157000
2014-09-04,9558423000
2014-09-05,9671046000
2014-09-08,9543891000
2014-09-09,9459121000
2014-09-10,9518460000
2014-09-11,9496662000
2014-09-12,9453066000
2014-09-15,9460332000
2014-09-16,9437323000
2014-09-17,9416736000
2014-09-18,9419158000
2014-09-19,9296847000
2014-09-22,9187857000
2014-09-23,9113986000
2014-09-24,9136995000
2014-09-25,8991675000
2014-09-26,9034060000
2014-09-29,8998941000
2014-09-30,8923956000
2014-10-01,8763960000
2014-10-02,8759184000
2014-10-03,8840376000
2014-10-06,8855898000
2014-10-07,8674410000
2014-10-08,8814108000
2014-10-09,8632620000
2014-10-10,8556204000
2014-10-13,8442773999
2014-10-14,8503668000
2014-10-15,8402178000
2014-10-16,8566950000
2014-10-17,8701872000
2014-10-20,8710230000
2014-10-21,8923956000
2014-10-22,8818884000
2014-10-23,8689932000
2014-10-24,8822466000
2014-10-27,8931120000
2014-10-28,9045744000
2014-10-29,8938284000
2014-10-30,9021864000
2014-10-31,9043356000
2014-11-03,9068430000
2014-11-04,9019476000
2014-11-05,9125742000
2014-11-06,9258276000
2014-11-07,9285738000
2014-11-10,9344244000
2014-11-11,9340662000
2014-11-12,9390810000
2014-11-13,9352602000
2014-11-14,9337080000
2014-11-17,9328722000
2014-11-18,9403944000
2014-11-19,9349020000
2014-11-20,9335886000
2014-11-21,9376482000
2014-11-24,9505434000
2014-11-25,9512598000
2014-11-26,9474390000
2014-11-28,9498270000
2014-12-01,9480360000
2014-12-02,9550806000
2014-12-03,9717966000
2014-12-04,9660654000
2014-12-05,9664236000
2014-12-08,9670206000
2014-12-09,9710802000
2014-12-10,9624834000
2014-12-11,9677370000
2014-12-12,9507822000
2014-12-15,9535284000
2014-12-16,9504240000
2014-12-17,9444540000
2014-12-18,9676176000
2014-12-19,9678564000
2014-12-22,9710802000
2014-12-23,9783636000
2014-12-24,9808710000
2014-12-26,9782442000
2014-12-29,9762144000
2014-12-30,9738264000
2014-12-31,9655878000
2015-01-02,9709608000
2015-01-05,9628416000
2015-01-06,9552000000
2015-01-07,9713190000
2015-01-08,9920946000
2015-01-09,9879156000
2015-01-12,9864828000
2015-01-13,9928110000
2015-01-14,9907812000
2015-01-15,9873186000
2015-01-16,9948408000
2015-01-20,9981840000
2015-01-21,10078554000
2015-01-22,10227804000
2015-01-23,10177656000
2015-01-26,10170492000
2015-01-27,10200342000
2015-01-28,10175268000
2015-01-29,10174074000
2015-01-30,10084524000
2015-02-02,10084524000
2015-02-03,10184820000
2015-02-04,10152582000
2015-02-05,10201536000
2015-02-06,10180044000
2015-02-09,10153776000
2015-02-10,10205118000
2015-02-11,10205118000
2015-02-12,11073156000
2015-02-13,11051664000
2015-02-17,11046888000
2015-02-18,11104200000
2015-02-19,11101812000
2015-02-20,11178228000
2015-02-23,11144796000
2015-02-24,11112558000
2015-02-25,11113752000
2015-02-26,11129274000
2015-02-27,11148378000
2015-03-02,11323896000
2015-03-03,11303598000
2015-03-04,11218824000
2015-03-05,11248674000
2015-03-06,11149572000
2015-03-09,11100618000
2015-03-10,10985994000
2015-03-11,10927488000
2015-03-12,10984800000
2015-03-13,10944204000
2015-03-16,11006292000
2015-03-17,10982412000
2015-03-18,11065992000
2015-03-19,11079126000
2015-03-20,11113752000
2015-03-23,11082708000
2015-03-24,11007486000
2015-03-25,10894056000
2015-03-26,10964502000
2015-03-27,10981218000
2015-03-30,11143602000
2015-03-31,11029800000
2015-04-01,11028614000
2015-04-02,11085542000
2015-04-06,11125866000
2015-04-07,10985918000
2015-04-08,11013196000
2015-04-09,11022684000
2015-04-10,11078426000
2015-04-13,11089100000
2015-04-14,11136540000
2015-04-15,11128238000
2015-04-16,11068938000
2015-04-17,10892224000
2015-04-20,11070124000
2015-04-21,11205328000
2015-04-22,11170934000
2015-04-23,11670240000
2015-04-24,11680914000
2015-04-27,11629916000
2015-04-28,11588406000
2015-04-29,11552826000
2015-04-30,11495898000
2015-05-01,11654822000
2015-05-04,11833908000
2015-05-05,11685658000
2015-05-06,11686844000
2015-05-07,11615684000
2015-05-08,11728354000
2015-05-11,11788840000
2015-05-12,11669054000
2015-05-13,11648892000
2015-05-14,11813746000
2015-05-15,11729540000
2015-05-18,11901510000
2015-05-19,11886092000
2015-05-20,11813746000
2015-05-21,11865930000
2015-05-22,11892022000
2015-05-26,11743772000
2015-05-27,11905068000
2015-05-28,11894394000
2015-05-29,11899138000
2015-06-01,11864744000
2015-06-02,11652450000
2015-06-03,11715308000
2015-06-04,11572988000
2015-06-05,11601452000
2015-06-08,11538594000
2015-06-09,11638218000
2015-06-10,11720052000
2015-06-11,11785282000
2015-06-12,11686844000
2015-06-15,11569430000
2015-06-16,11563500000
2015-06-17,11581290000
2015-06-18,11776980000
2015-06-19,11825606000
2015-06-22,11929974000
2015-06-23,11886092000
2015-06-24,11776980000
2015-06-25,11816118000
2015-06-26,11848140000
2015-06-29,11556384000
2015-06-30,11495456000
2015-07-01,11650560000
2015-07-02,11628064000
2015-07-06,11579520000
2015-07-07,11597280000
2015-07-08,11400736000
2015-07-09,11420864000
2015-07-10,11575968000
2015-07-13,11757120000
2015-07-14,11669504000
2015-07-15,11677792000
2015-07-16,11855392000
2015-07-17,11668320000
2015-07-20,11692000000
2015-07-21,11613856000
2015-07-22,11702656000
2015-07-23,11855392000
2015-07-24,11844736000
2015-07-27,11663584000
2015-07-28,11861312000
2015-07-29,12101664000
2015-07-30,12095744000
2015-07-31,12092192000
2015-08-03,12076800000
2015-08-04,12150208000
2015-08-05,12256768000
2015-08-06,12113504000
2015-08-07,12205856000
2015-08-10,12389376000
2015-08-11,12257952000
2015-08-12,12156128000
2015-08-13,12297024000
2015-08-14,12370432000
2015-08-17,12487648000
2015-08-18,12456864000
2015-08-19,12400032000
2015-08-20,12055488000
2015-08-21,11764224000
2015-08-24,11109472000
2015-08-25,10975680000
2015-08-26,11410208000
2015-08-27,11703840000
2015-08-28,11656480000
2015-08-31,11591360000
2015-09-01,11276416000
2015-09-02,11553472000
2015-09-03,11639904000
2015-09-04,11485984000
2015-09-08,11773696000
2015-09-09,11662400000
2015-09-10,11586624000
2015-09-11,11603200000
2015-09-14,11583072000
2015-09-15,11772512000
2015-09-16,11747648000
2015-09-17,11645824000
2015-09-18,11489536000
2015-09-21,11617408000
2015-09-22,11571232000
2015-09-23,11620960000
2015-09-24,11530976000
2015-09-25,11538080000
2015-09-28,11287072000
2015-09-29,11342720000
2015-09-30,11525548000
2015-10-01,11667868000
2015-10-02,11779352000
2015-10-05,11972670000
2015-10-06,11971484000
2015-10-07,12183778000
2015-10-08,12417420000
2015-10-09,12509928000
2015-10-12,12545508000
2015-10-13,12343888000
2015-10-14,12355748000
2015-10-15,12551438000
2015-10-16,12614296000
2015-10-19,12673596000
2015-10-20,12769662000
2015-10-21,12559740000
2015-10-22,12250194000
2015-10-23,12575158000
2015-10-26,12649876000
2015-10-27,12680712000
2015-10-28,12672410000
2015-10-29,12649876000
2015-10-30,12639202000
2015-11-02,12769662000
2015-11-03,12656992000
2015-11-04,12613110000
2015-11-05,12582274000
2015-11-06,12578716000
2015-11-09,12442326000
2015-11-10,12505184000
2015-11-11,12656992000
2015-11-12,12565670000
2015-11-13,12413862000
2015-11-16,12684270000
2015-11-17,12753058000
2015-11-18,13112416000
2015-11-19,13031768000
2015-11-20,13072092000
2015-11-23,13169344000
2015-11-24,13051930000
2015-11-25,13162228000
2015-11-27,13321152000
2015-11-30,13223900000
2015-12-01,13344872000
2015-12-02,13278456000
2015-12-03,12968910000
2015-12-04,13255922000
2015-12-07,13215598000
2015-12-08,13278456000
2015-12-09,13035326000
2015-12-10,13161042000
2015-12-11,12782708000
2015-12-14,12856240000
2015-12-15,12955864000
2015-12-16,13395870000
2015-12-17,13425520000
2015-12-18,13002118000
2015-12-21,13163414000
2015-12-22,13240504000
2015-12-23,13388754000
2015-12-24,13372150000
2015-12-28,13410102000
2015-12-29,13474146000
2015-12-30,13374522000
2015-12-31,13230756000
2016-01-04,13002660000
2016-01-05,13081068000
2016-01-06,12976524000
2016-01-07,12508452000
2016-01-08,12146112000
2016-01-11,12097404000
2016-01-12,12167496000
2016-01-13,12003552000
2016-01-14,12291048000
2016-01-15,12219768000
2016-01-19,12338568000
2016-01-20,12079584000
2016-01-21,12191256000
2016-01-22,12454992000
2016-01-25,12371832000
2016-01-26,12456180000
2016-01-27,12234024000
2016-01-28,12090276000
2016-01-29,12569040000
2016-02-01,12702096000
2016-02-02,12325500000
2016-02-03,12256596000
2016-02-04,12315996000
2016-02-05,11865744000
2016-02-08,11155320000
2016-02-09,11074536000
2016-02-10,11228976000
2016-02-11,11101860000
2016-02-12,11579436000
2016-02-16,11781396000
2016-02-17,12092652000
2016-02-18,11985732000
2016-02-19,11997612000
2016-02-22,12279168000
2016-02-23,12253032000
2016-02-24,12407472000
2016-02-25,12655764000
2016-02-26,12636756000
2016-02-29,12459744000
2016-03-01,12651012000
2016-03-02,12711600000
2016-03-03,12727044000
2016-03-04,12790008000
2016-03-07,12602304000
2016-03-08,12592800000
2016-03-09,12683088000
2016-03-10,12685464000
2016-03-11,12883860000
2016-03-14,13033548000
2016-03-15,13008600000
2016-03-16,13083444000
2016-03-17,13223628000
2016-03-18,13366188000
2016-03-21,13331736000
2016-03-22,13366188000
2016-03-23,13250952000
2016-03-24,13214124000
2016-03-28,13299660000
2016-03-29,13406580000
2016-03-30,13531320000
2016-03-31,13623368000
2016-04-01,13897528000
2016-04-04,13758064000
2016-04-05,13656744000
2016-04-06,13761640000
2016-04-07,13562576000
2016-04-08,13710384000
2016-04-11,13551848000
2016-04-12,13526816000
2016-04-13,13702040000
2016-04-14,13823624000
2016-04-15,13848656000
2016-04-18,13916600000
2016-04-19,13876072000
2016-04-20,13985736000
2016-04-21,13816472000
2016-04-22,13792632000
2016-04-25,13864152000
2016-04-26,13967856000
2016-04-27,14138312000
2016-04-28,14342144000
2016-04-29,14333800000
2016-05-02,14449424000
2016-05-03,14314728000
2016-05-04,14220560000
2016-05-05,14308768000
2016-05-06,14294464000
2016-05-09,14419624000
2016-05-10,14851128000
2016-05-11,14563856000
2016-05-12,14619880000
2016-05-13,14612728000
2016-05-16,14743848000
2016-05-17,14654448000
2016-05-18,14591272000
2016-05-19,14607960000
2016-05-20,14647296000
2016-05-23,14588888000
2016-05-24,14919072000
2016-05-25,14886888000
2016-05-26,14908344000
2016-05-27,15053768000
2016-05-31,14987016000
2016-06-01,14958408000
2016-06-02,15056152000
2016-06-03,14923840000
2016-06-06,14997744000
2016-06-07,14920264000
2016-06-08,15014432000
2016-06-09,15012048000
2016-06-10,14768880000
2016-06-13,14708088000
2016-06-14,14586504000
2016-06-15,14491144000
2016-06-16,14584120000
2016-06-17,14619880000
2016-06-20,14803448000
2016-06-21,14895232000
2016-06-22,14917880000
2016-06-23,15133632000
2016-06-24,14553128000
2016-06-27,14140696000
2016-06-28,14541208000
2016-06-29,14983440000
2016-06-30,15343800000
2016-07-01,15352165000
2016-07-05,15403550000
2016-07-06,15539780000
2016-07-07,15583995000
2016-07-08,15802680000
