,EFX
2016-07-11,15827774999
2016-07-12,15937715000
2016-07-13,15943689999
2016-07-14,15967590000
2016-07-15,16018975000
2016-07-18,16004635000
2016-07-19,16077530000
2016-07-20,16214955000
2016-07-21,16112185000
2016-07-22,16225710000
2016-07-25,16303385000
2016-07-26,16256780000
2016-07-27,16177910000
2016-07-28,15952055000
2016-07-29,15828970000
2016-08-01,15766830000
2016-08-02,15632990000
2016-08-03,15579215000
2016-08-04,15687960000
2016-08-05,15874380000
2016-08-08,15697520000
2016-08-09,15800290000
2016-08-10,15820604999
2016-08-11,15856455000
2016-08-12,15817020000
2016-08-15,15721420000
2016-08-16,15572045000
2016-08-17,15652109999
2016-08-18,15703495000
2016-08-19,15704689999
2016-08-22,15722615000
2016-08-23,15689155000
2016-08-24,15585189999
2016-08-25,15593555000
2016-08-26,15710665000
2016-08-29,15760854999
2016-08-30,15785950000
2016-08-31,15762050000
2016-09-01,15904255000
2016-09-02,16032120000
2016-09-06,16144450000
2016-09-07,16155205000
2016-09-08,16094260000
2016-09-09,15665255000
2016-09-12,15903060000
2016-09-13,15709470000
2016-09-14,15762050000
2016-09-15,16054825000
2016-09-16,15799095000
2016-09-19,15720225000
2016-09-20,15756075000
2016-09-21,15907840000
2016-09-22,15972370000
2016-09-23,15789535000
2016-09-26,15691545000
2016-09-27,15851675000
2016-09-28,16063189999
2016-09-29,15932935000
2016-09-30,16122684000
2016-10-03,16049606000
2016-10-04,15965746000
2016-10-05,15819590000
2016-10-06,15838758000
2016-10-07,15590771999
2016-10-10,15706978000
2016-10-11,15412270000
2016-10-12,15577594000
2016-10-13,15453002000
2016-10-14,15615930000
2016-10-17,15517694000
2016-10-18,15607544000
2016-10-19,15599158000
2016-10-20,15517694000
2016-10-21,15545247999
2016-10-24,15716562000
2016-10-25,15625514000
2016-10-26,15419458000
2016-10-27,14755766000
2016-10-28,14615600000
2016-10-31,14851606000
2016-11-01,14812072000
2016-11-02,14667114000
2016-11-03,14731806000
2016-11-04,14808478000
2016-11-07,15105582000
2016-11-08,15222986000
2016-11-09,14679094000
2016-11-10,13924354000
2016-11-11,13660794000
2016-11-14,13793772000
2016-11-15,14154370000
2016-11-16,14316100000
2016-11-17,14592838000
2016-11-18,14562888000
2016-11-21,14567680000
2016-11-22,14404752000
2016-11-23,14384386000
2016-11-25,14383188000
2016-11-28,14278962000
2016-11-29,14294536000
2016-11-30,13711110000
2016-12-01,13362492000
2016-12-02,13660794000
2016-12-05,13696734000
2016-12-06,13597300000
2016-12-07,13895602000
2016-12-08,14088480000
2016-12-09,14035768000
2016-12-12,14020194000
2016-12-13,13954304000
2016-12-14,13878830000
2016-12-15,14032174000
2016-12-16,14013006000
2016-12-19,13899196000
2016-12-20,13907582000
2016-12-21,14214270000
2016-12-22,14245418000
2016-12-23,14334070000
2016-12-27,14207082000
2016-12-28,14193904000
2016-12-29,14216666000
2016-12-30,14163954000
2017-01-03,14251200000
2017-01-04,14320800000
2017-01-05,14397600000
2017-01-06,14520000000
2017-01-09,14380800000
2017-01-10,14404800000
2017-01-11,14462400000
2017-01-12,14503200000
2017-01-13,14437200000
2017-01-17,14479200000
2017-01-18,14431200000
2017-01-19,14421600000
2017-01-20,14169600000
2017-01-23,14181600000
2017-01-24,14264400000
2017-01-25,14235600000
2017-01-26,14140800000
2017-01-27,14170800000
2017-01-30,14080800000
2017-01-31,14073600000
2017-02-01,14065200000
2017-02-02,14166000000
2017-02-03,14442000000
2017-02-06,14463600000
2017-02-07,14536800000
2017-02-08,14638800000
2017-02-09,15375600000
2017-02-10,15667200000
2017-02-13,15614400000
2017-02-14,15638400000
2017-02-15,15607200000
2017-02-16,15591600000
2017-02-17,15616799999
2017-02-21,15523200000
2017-02-22,15487200000
2017-02-23,15506400000
2017-02-24,15525600000
2017-02-27,15697200000
2017-02-28,15733200000
2017-03-01,15981600000
2017-03-02,15949200000
2017-03-03,15936000000
2017-03-06,15847200000
2017-03-07,15764400000
2017-03-08,15817200000
2017-03-09,15906000000
2017-03-10,15991199999
2017-03-13,16005600000
2017-03-14,16018800000
2017-03-15,16222800000
2017-03-16,16204799999
2017-03-17,16334400000
2017-03-20,16283999999
2017-03-21,16212000000
2017-03-22,16437599999
2017-03-23,16276799999
2017-03-24,16311600000
2017-03-27,16266000000
2017-03-28,16354799999
2017-03-29,16281600000
2017-03-30,16387200000
2017-03-31,16449822000
2017-04-03,16372830000
2017-04-04,16337943000
2017-04-05,16408920000
2017-04-06,16369221000
2017-04-07,16387266000
2017-04-10,16311477000
2017-04-11,16329522000
2017-04-12,16277793000
2017-04-13,16223658000
2017-04-17,16484709000
2017-04-18,16515986999
2017-04-19,16408920000
2017-04-20,16518393000
2017-04-21,16520799000
2017-04-24,16750572000
2017-04-25,16778241000
2017-04-26,16690422000
2017-04-27,16383657000
2017-04-28,16277793000
2017-05-01,16240500000
2017-05-02,16418543999
2017-05-03,16370424000
2017-05-04,16464258000
2017-05-05,16698843000
2017-05-08,16508768999
2017-05-09,16345161000
2017-05-10,16349973000
2017-05-11,16318695000
2017-05-12,16246515000
2017-05-15,16436589000
2017-05-16,16322304000
2017-05-17,16147868999
2017-05-18,16272981000
2017-05-19,16405311000
2017-05-22,16517190000
2017-05-23,16452227999
2017-05-24,16407716999
2017-05-25,16496739000
2017-05-26,16412529000
2017-05-30,16446213000
2017-05-31,16457040000
2017-06-01,16588166999
2017-06-02,16554483000
2017-06-05,16620648000
2017-06-06,16496739000
2017-06-07,16526814000
2017-06-08,16294634999
2017-06-09,16303056000
2017-06-12,16460649000
2017-06-13,16882902000
2017-06-14,16963502999
2017-06-15,17036886000
2017-06-16,17152374000
2017-06-19,17058540000
2017-06-20,16789068000
2017-06-21,16725309000
2017-06-22,16713279000
2017-06-23,16768616999
2017-06-26,16773429000
2017-06-27,16643505000
2017-06-28,16783052999
2017-06-29,16499145000
2017-06-30,16504141999
2017-07-03,16575000999
2017-07-05,16759955000
2017-07-06,16480122000
2017-07-07,16618237000
2017-07-10,16693900000
2017-07-11,16685493000
2017-07-12,16789980000
2017-07-13,16709513000
2017-07-14,16786377000
2017-07-17,16821206000
2017-07-18,16996552000
2017-07-19,17140672000
2017-07-20,17173099000
2017-07-21,17281189000
2017-07-24,17356852000
2017-07-25,17390480000
2017-07-26,17559821000
2017-07-27,17135868000
2017-07-28,17425309000
2017-07-31,17467344000
2017-08-01,17565826000
2017-08-02,17473349000
2017-08-03,17407294000
2017-08-04,17466143000
2017-08-07,17470947000
2017-08-08,17098637000
2017-08-09,17167094000
2017-08-10,17061406000
2017-08-11,16976135000
2017-08-14,17151481000
2017-08-15,17159888000
2017-08-16,17174300000
2017-08-17,16889663000
2017-08-18,16800788999
2017-08-21,16794784000
2017-08-22,17080622000
2017-08-23,16931697999
2017-08-24,16859638000
2017-08-25,16898069999
2017-08-28,16888462000
2017-08-29,16910080000
2017-08-30,16984541999
2017-08-31,17110647000
2017-09-01,17004959000
2017-09-05,16946110000
2017-09-06,16980938999
2017-09-07,17140672000
2017-09-08,14799923000
2017-09-11,13585712000
2017-09-12,13926796000
2017-09-13,11888699000
2017-09-14,11608866000
2017-09-15,11166898000
2017-09-18,11335038000
2017-09-19,11393887000
2017-09-20,11529600000
2017-09-21,11799825000
2017-09-22,12615304000
2017-09-25,12621309000
2017-09-26,12736605000
2017-09-27,12783444000
2017-09-28,12775037000
2017-09-29,12729399000
2017-10-02,12947981000
2017-10-03,13265045000
2017-10-04,13442793000
2017-10-05,13567697000
2017-10-06,13371934000
2017-10-09,13481225000
2017-10-10,13636154000
2017-10-11,13271050000
2017-10-12,13068081000
2017-10-13,13150950000
2017-10-16,13054870000
2017-10-17,13040458000
2017-10-18,13285462000
2017-10-19,13272251000
2017-10-20,13207397000
2017-10-23,13134136000
2017-10-24,13066880000
2017-10-25,12915554000
2017-10-26,13084895000
2017-10-27,13137739000
2017-10-30,13092101000
2017-10-31,13034453000
2017-11-01,13186980000
2017-11-02,13081292000
2017-11-03,13054870000
2017-11-06,12974403000
2017-11-07,12901142000
2017-11-08,12874720000
2017-11-09,13084895000
2017-11-10,13059674000
2017-11-13,13065679000
2017-11-14,13128131000
2017-11-15,13236221000
2017-11-16,13160558000
2017-11-17,13375537000
2017-11-20,13320291000
2017-11-21,13296271000
2017-11-22,13188181000
2017-11-24,13198990000
2017-11-27,13271050000
2017-11-28,13462009000
2017-11-29,13529265000
2017-11-30,13705812000
2017-12-01,13562893000
2017-12-04,13619340000
2017-12-05,13738239000
2017-12-06,13894369000
2017-12-07,14031283000
2017-12-08,14099740000
2017-12-11,14234252000
2017-12-12,14198222000
2017-12-13,14099740000
2017-12-14,14194619000
2017-12-15,14353151000
2017-12-18,14211433000
2017-12-19,14344744000
2017-12-20,14278689000
2017-12-21,14360357000
2017-12-22,14379573000
2017-12-26,14289498000
2017-12-27,14385578000
2017-12-28,14379573000
2017-12-29,14162192000
2018-01-02,14368708000
2018-01-03,14443232000
2018-01-04,14621128000
2018-01-05,14764166000
2018-01-08,14663198000
2018-01-09,14694450000
2018-01-10,14565836000
2018-01-11,14603098000
2018-01-12,14766570000
2018-01-16,14683632000
2018-01-17,14811044000
2018-01-18,14765368000
2018-01-19,14968506000
2018-01-22,15025000000
2018-01-23,15023798000
2018-01-24,15112746000
2018-01-25,15235350000
2018-01-26,15324298000
2018-01-29,14997354000
2018-01-30,14794216000
2018-01-31,15016586000
2018-02-01,14922830000
2018-02-02,14603098000
2018-02-05,14231680000
2018-02-06,14232882000
2018-02-07,14135520000
2018-02-08,13702800000
2018-02-09,13486440000
2018-02-12,13750880000
2018-02-13,13768910000
2018-02-14,13708810000
2018-02-15,14083834000
2018-02-16,14118692000
2018-02-20,13889110000
2018-02-21,13682366000
2018-02-22,13848242000
2018-02-23,13871080000
2018-02-26,13827808000
2018-02-27,13725638000
2018-02-28,13582600000
2018-03-01,13402300000
2018-03-02,14091046000
2018-03-05,14586270000
2018-03-06,14591078000
2018-03-07,14558624000
2018-03-08,14539392000
2018-03-09,15015384000
2018-03-12,15009374000
2018-03-13,14873548000
2018-03-14,14807438000
2018-03-15,14862730000
2018-03-16,14839892000
2018-03-19,14695652000
2018-03-20,14795418000
2018-03-21,14552614000
2018-03-22,14139126000
2018-03-23,13925170000
2018-03-26,14179994000
2018-03-27,13993684000
2018-03-28,14308608000
2018-03-29,14160762000
2018-04-02,13828485000
2018-04-03,14241114000
2018-04-04,14325324000
2018-04-05,14390286000
2018-04-06,14144874000
2018-04-09,14057055000
2018-04-10,14192994000
2018-04-11,14112393000
2018-04-12,14064273000
2018-04-13,13954800000
2018-04-16,14034198000
2018-04-17,14303670000
2018-04-18,14243520000
2018-04-19,14289234000
2018-04-20,14301264000
2018-04-23,14390286000
2018-04-24,14331339000
2018-04-25,14416752000
2018-04-26,13951191000
2018-04-27,13747884000
2018-04-30,13479615000
2018-05-01,13597509000
2018-05-02,13559013000
2018-05-03,13533750000
2018-05-04,13528938000
2018-05-07,13593900000
2018-05-08,13384578000
2018-05-09,13697358000
2018-05-10,13812846000
2018-05-11,13800816000
2018-05-14,13652847000
2018-05-15,13716606000
2018-05-16,13770741000
2018-05-17,13794801000
2018-05-18,13799613000
2018-05-21,14013747000
2018-05-22,13911492000
2018-05-23,13924725000
2018-05-24,13793598000
2018-05-25,13859763000
2018-05-29,13703373000
2018-05-30,13776756000
2018-05-31,13709388000
2018-06-01,13749087000
2018-06-04,14049837000
2018-06-05,14137656000
2018-06-06,15003816000
2018-06-07,15216747000
2018-06-08,15376746000
2018-06-11,14970132000
2018-06-12,14995395000
2018-06-13,15047124000
2018-06-14,15078402000
2018-06-15,14918403000
2018-06-18,15012237000
2018-06-19,15160206000
2018-06-20,15402009000
2018-06-21,15304566000
2018-06-22,15229980000
2018-06-25,14986974000
2018-06-26,14972538000
2018-06-27,14795697000
2018-06-28,15177048000
2018-06-29,15050733000
2018-07-02,14969715000
2018-07-03,14957665000
2018-07-05,15203485000
2018-07-06,15332420000
2018-07-09,15487865000
2018-07-10,15499915000
2018-07-11,15503530000
2018-07-12,15490275000
2018-07-13,15302295000
2018-07-16,15260120000
2018-07-17,15168540000
2018-07-18,15207100000
2018-07-19,15166130000
2018-07-20,15244455000
2018-07-23,15313140000
2018-07-24,15326395000
2018-07-25,15387850000
2018-07-26,14851625000
2018-07-27,14880545000
2018-07-30,15128775000
2018-07-31,15122750000
2018-08-01,15089010000
2018-08-02,15156490000
2018-08-03,15395080000
2018-08-06,15430025000
2018-08-07,15372185000
2018-08-08,15361340000
2018-08-09,15472200000
2018-08-10,15467380000
2018-08-13,15525220000
2018-08-14,15607160000
2018-08-15,15548115000
2018-08-16,15636079999
2018-08-17,16037345000
2018-08-20,16008425000
2018-08-21,16180740000
2018-08-22,16181944999
2018-08-23,16291599999
2018-08-24,15974685000
2018-08-27,15942150000
2018-08-28,15978300000
2018-08-29,16133744999
2018-08-30,16072290000
2018-08-31,16143385000
2018-09-04,16221710000
2018-09-05,16212069999
2018-09-06,16359079999
2018-09-07,16377155000
2018-09-10,16214480000
2018-09-11,16248220000
2018-09-12,16345825000
2018-09-13,16375950000
2018-09-14,16469940000
2018-09-17,16380770000
2018-09-18,16636230000
2018-09-19,16185560000
2018-09-20,16090365000
2018-09-21,16075905000
2018-09-24,15892744999
2018-09-25,15874670000
2018-09-26,15768630000
2018-09-27,15711994999
2018-09-28,15733685000
2018-10-01,15786352999
2018-10-02,15979472999
2018-10-03,15907052999
2018-10-04,15480981999
2018-10-05,15596854000
2018-10-08,15389250000
2018-10-09,15365110000
2018-10-10,14760403000
2018-10-11,14305364000
2018-10-12,14852135000
2018-10-15,14858170000
2018-10-16,15022322000
2018-10-17,14999389000
2018-10-18,14888345000
2018-10-19,14913692000
2018-10-22,14840065000
2018-10-23,14368128000
2018-10-24,13923952000
2018-10-25,11866017000
2018-10-26,11730833000
2018-10-29,11662034000
2018-10-30,11952921000
2018-10-31,12243808000
2018-11-01,12642118000
2018-11-02,12535902000
2018-11-05,12543144000
2018-11-06,12499692000
2018-11-07,12537109000
2018-11-08,12310193000
2018-11-09,12325884000
2018-11-12,12115866000
2018-11-13,12115866000
2018-11-14,11796011000
2018-11-15,12025341000
2018-11-16,12181044000
2018-11-19,12253464000
2018-11-20,12177423000
2018-11-21,12190700000
2018-11-23,12197942000
2018-11-26,12342782000
2018-11-27,12432100000
2018-11-28,12765232000
2018-11-29,12407960000
2018-11-30,12392269000
2018-12-03,12429686000
2018-12-04,11983096000
2018-12-06,12108624000
2018-12-07,11992752000
2018-12-10,11881708000
2018-12-11,11712728000
2018-12-12,11834635000
2018-12-13,11722384000
2018-12-14,11729626000
2018-12-17,11736868000
2018-12-18,11480984000
2018-12-19,11373561000
2018-12-20,11017496000
2018-12-21,10983700000
2018-12-24,10863000000
2018-12-26,11188890000
2018-12-27,11361491000
2018-12-28,11208202000
2018-12-31,11240791000
2019-01-02,11229928000
2019-01-03,11024738000
2019-01-04,11375975000
2019-01-07,11307176000
2019-01-08,11392873000
2019-01-09,11587200000
2019-01-10,11666862000
2019-01-11,11665655000
2019-01-14,11607719000
2019-01-15,11757387000
2019-01-16,11878087000
2019-01-17,12196735000
2019-01-18,12581768000
2019-01-22,12506934000
2019-01-23,12555214000
2019-01-24,12531074000
2019-01-25,12749541000
2019-01-28,12698847000
2019-01-29,12662637000
2019-01-30,12782130000
2019-01-31,12917314000
2019-02-01,13028358000
2019-02-04,13007839000
2019-02-05,13009046000
2019-02-06,12923349000
2019-02-07,12866620000
2019-02-08,12900416000
2019-02-11,12945075000
2019-02-12,13086294000
2019-02-13,13095950000
2019-02-14,13147851000
2019-02-15,13193717000
2019-02-19,13194924000
2019-02-20,13051291000
2019-02-21,13336143000
2019-02-22,13368732000
2019-02-25,13324073000
2019-02-26,13391665000
2019-02-27,13124918000
2019-02-28,13217857000
2019-03-01,13332522000
2019-03-04,13303554000
2019-03-05,13266137000
2019-03-06,13202166000
2019-03-07,13121297000
2019-03-08,13099571000
2019-03-11,13281828000
2019-03-12,13408563000
2019-03-13,13466499000
2019-03-14,13315624000
2019-03-15,13400114000
2019-03-18,13604097000
2019-03-19,13691001000
2019-03-20,13572715000
2019-03-21,13880500000
2019-03-22,13624616000
2019-03-25,13563059000
2019-03-26,13682552000
2019-03-27,13870844000
2019-03-28,14095346000
2019-03-29,14302950000
2019-04-01,14438016000
2019-04-02,14523784000
2019-04-03,14778672000
2019-04-04,14871688000
2019-04-05,14952624000
2019-04-08,14891016000
2019-04-09,14800416000
2019-04-10,14872896000
2019-04-11,15037184000
2019-04-12,15107248000
2019-04-15,15241336000
2019-04-16,15253416000
2019-04-17,15155568000
2019-04-18,15184560000
2019-04-22,15078256000
2019-04-23,15116912000
2019-04-24,15150736000
2019-04-25,15042016000
2019-04-26,15131408000
2019-04-29,15240128000
2019-04-30,15214760000
2019-05-01,15035976000
2019-05-02,14894640000
2019-05-03,14999736000
2019-05-06,14965912000
2019-05-07,14644584000
2019-05-08,14496000000
2019-05-09,14380032000
2019-05-10,14423520000
2019-05-13,14064744000
2019-05-14,14337752000
2019-05-15,14341376000
2019-05-16,14683240000
2019-05-17,14631296000
2019-05-20,14650624000
2019-05-21,14831824000
2019-05-22,14959872000
2019-05-23,14624048000
2019-05-24,14703776000
2019-05-28,14906720000
2019-05-29,14778672000
2019-05-30,14876520000
2019-05-31,14604720000
2019-06-03,14560024000
2019-06-04,15002152000
2019-06-05,15462400000
2019-06-06,15595280000
2019-06-07,15724535999
2019-06-10,15729368000
2019-06-11,15540920000
2019-06-12,15823592000
2019-06-13,16021704000
2019-06-14,15950431999
2019-06-17,16018080000
2019-06-18,16037407999
2019-06-19,16171496000
2019-06-20,16305583999
2019-06-21,16195656000
2019-06-24,16085728000
2019-06-25,15822383999
2019-06-26,15836880000
2019-06-27,15997544000
2019-06-28,16336992000
2019-07-01,16435430000
2019-07-02,16469310000
2019-07-03,16771810000
2019-07-05,16705260000
2019-07-08,16480199999
2019-07-09,16599990000
2019-07-10,16365250000
2019-07-11,16537069999
2019-07-12,16656860000
2019-07-15,16602410000
2019-07-16,16627819999
2019-07-17,16696790000
2019-07-18,16848040000
2019-07-19,16613300000
2019-07-22,16678640000
2019-07-23,16999290000
2019-07-24,17212250000
2019-07-25,16648390000
2019-07-26,17223140000
2019-07-29,17269120000
2019-07-30,17109400000
2019-07-31,16829890000
2019-08-01,16722199999
2019-08-02,16706470000
2019-08-05,16296280000
2019-08-06,16626610000
2019-08-07,16970250000
2019-08-08,17425210000
2019-08-09,17145699999
2019-08-12,16923060000
2019-08-13,17273960000
2019-08-14,16932740000
2019-08-15,17096089999
2019-08-16,17392540000
2019-08-19,17424000000
2019-08-20,17272750000
2019-08-21,17450620000
2019-08-22,17413110000
2019-08-23,17151750000
2019-08-26,17353820000
2019-08-27,17509910000
2019-08-28,17531690000
2019-08-29,17673260000
2019-08-30,17711980000
2019-09-03,17620020000
2019-09-04,17716820000
2019-09-05,17760380000
2019-09-06,17757960000
2019-09-09,17484500000
2019-09-10,16940000000
2019-09-11,17077939999
2019-09-12,17174740000
2019-09-13,17097300000
2019-09-16,16937579999
2019-09-17,17132390000
2019-09-18,17136020000
2019-09-19,17102140000
2019-09-20,17067050000
2019-09-23,17054949999
2019-09-24,17042850000
2019-09-25,17283640000
2019-09-26,17328410000
2019-09-27,17098510000
2019-09-30,17035136999
2019-10-01,16744497000
2019-10-02,16278261999
2019-10-03,16530150000
2019-10-04,16716643999
2019-10-07,16682735999
2019-10-08,16478077000
2019-10-09,16895872000
2019-10-10,17136860999
2019-10-11,17429923000
2019-10-14,17357263000
2019-10-15,17554656000
2019-10-16,17581298000
2019-10-17,17765370000
2019-10-18,17520748000
2019-10-21,17621261000
2019-10-22,16872863000
2019-10-23,16877707000
2019-10-24,16674259000
2019-10-25,16699690000
2019-10-28,16553159000
2019-10-29,16450224000
2019-10-30,16349710999
2019-10-31,16555581000
2019-11-01,16796569999
2019-11-04,16324280000
2019-11-05,16136575000
2019-11-06,16370298000
2019-11-07,16214078999
2019-11-08,16222556000
2019-11-11,16341234000
2019-11-12,16361821000
2019-11-13,16464756000
2019-11-14,16670626000
2019-11-15,16760240000
2019-11-18,16892239000
2019-11-19,17116274000
2019-11-20,16941890000
2019-11-21,16710589000
2019-11-22,16726332000
2019-11-25,16813524000
2019-11-26,17111430000
2019-11-27,17115063000
2019-11-29,16910403999
2019-12-02,16739652999
2019-12-03,16488976000
2019-12-04,16520461999
2019-12-05,16704534000
2019-12-06,16772350000
2019-12-09,16670626000
2019-12-10,16532572000
2019-12-11,16463544999
2019-12-12,16775983000
2019-12-13,16796569999
2019-12-16,16742075000
2019-12-17,16488976000
2019-12-18,16669415000
2019-12-19,16685158000
2019-12-20,16785671000
2019-12-23,16886184000
2019-12-24,16893450000
2019-12-26,16979431000
2019-12-27,16979431000
2019-12-30,16823211999
2019-12-31,16996556000
2020-01-02,17271907000
2020-01-03,17330131000
2020-01-06,17404124000
2020-01-07,17371373000
2020-01-08,17743764000
2020-01-09,17949974000
2020-01-10,17797136000
2020-01-13,18023967000
2020-01-14,17852934000
2020-01-15,18167101000
2020-01-16,18318726000
2020-01-17,18562539000
2020-01-21,18721442000
2020-01-22,18771175000
2020-01-23,18795435000
2020-01-24,18681413000
2020-01-27,18562539000
2020-01-28,18759045000
2020-01-29,18731146000
2020-01-30,18526149000
2020-01-31,18182870000
2020-02-03,18470351000
2020-02-04,18842742000
2020-02-05,18909457000
2020-02-06,18919161000
2020-02-07,18875493000
2020-02-10,18767536000
2020-02-11,18596503000
2020-02-12,18743276000
2020-02-13,19682138000
2020-02-14,19767048000
2020-02-18,19363119000
2020-02-19,19636044000
2020-02-20,19581459000
2020-02-21,19350989000
2020-02-24,18886410000
2020-02-25,18460647000
2020-02-26,18606207000
2020-02-27,17599417000
2020-02-28,17229452000
2020-03-02,18300531000
2020-03-03,18349051000
2020-03-04,19756131000
2020-03-05,19195725000
2020-03-06,18702034000
2020-03-09,17186997000
2020-03-10,18541918000
2020-03-11,17646724000
2020-03-12,16432511000
2020-03-13,17068123000
2020-03-16,15639209000
2020-03-17,16254200000
2020-03-18,15054543000
2020-03-19,13999233000
2020-03-20,12815345000
2020-03-23,12690406000
2020-03-24,13786958000
2020-03-25,14036836000
2020-03-26,14756145000
2020-03-27,14501415000
2020-03-30,14810730000
2020-03-31,14501230000
2020-04-01,13775258000
2020-04-02,13270234000
2020-04-03,12943668000
2020-04-06,13821390000
2020-04-07,14111536000
2020-04-08,14893352000
2020-04-09,15080308000
2020-04-13,14740388000
2020-04-14,15756505999
2020-04-15,15085164000
2020-04-16,14810800000
2020-04-17,15535558000
2020-04-20,15273334000
2020-04-21,15786855999
2020-04-22,16084286000
2020-04-23,15942248000
2020-04-24,15954387999
2020-04-27,16764126000
2020-04-28,17078552000
2020-04-29,17420900000
2020-04-30,16862460000
2020-05-01,16739845999
2020-05-04,17203594000
2020-05-05,17799668000
2020-05-06,17755964000
2020-05-07,18004834000
2020-05-08,18134732000
2020-05-11,17911356000
2020-05-12,17660058000
2020-05-13,17348060000
2020-05-14,17607856000
2020-05-15,17532588000
2020-05-18,17736540000
2020-05-19,17749894000
2020-05-20,18150514000
2020-05-21,17809380000
2020-05-22,17849442000
2020-05-26,18361750000
2020-05-27,18319260000
2020-05-28,18695600000
2020-05-29,18642184000
2020-06-01,18823070000
2020-06-02,20288368000
2020-06-03,21124814000
2020-06-04,21435598000
2020-06-05,21489014000
2020-06-08,21785230000
2020-06-09,21248642000
2020-06-10,21249856000
2020-06-11,20474110000
2020-06-12,20392772000
2020-06-15,20511744000
2020-06-16,20606436000
2020-06-17,20695058000
2020-06-18,20739976000
2020-06-19,20383060000
2020-06-22,20804318000
2020-06-23,20835882000
2020-06-24,20173038000
2020-06-25,20387916000
2020-06-26,20338142000
2020-06-29,20361208000
2020-06-30,20883420000
2020-07-01,21088755000
2020-07-02,20885850000
2020-07-06,20843325000
2020-07-07,20497050000
2020-07-08,20545650000
2020-07-09,19657485000
2020-07-10,19817865000
2020-07-13,19882260000
2020-07-14,19857960000
2020-07-15,20040210000
2020-07-16,20073015000
2020-07-17,20266200000
2020-07-20,20387700000
2020-07-21,20209095000
2020-07-22,20413215000
2020-07-23,21461760000
2020-07-24,20309940000
2020-07-27,20091240000
2020-07-28,19729170000
2020-07-29,20124045000
2020-07-30,19856745000
2020-07-31,19751040000
2020-08-03,19787490000
2020-08-04,19531125000
2020-08-05,19758330000
2020-08-06,19777770000
2020-08-07,20246760000
2020-08-10,20007405000
2020-08-11,19986750000
2020-08-12,20273490000
2020-08-13,20258910000
2020-08-14,20015910000
2020-08-17,19970955000
2020-08-18,20023200000
2020-08-19,19661130000
2020-08-20,19617390000
2020-08-21,19358595000
2020-08-24,19364670000
2020-08-25,19461870000
2020-08-26,19594305000
2020-08-27,20192085000
2020-08-28,20456955000
2020-08-31,20444805000
2020-09-01,20495835000
2020-09-02,21156795000
2020-09-03,20515275000
2020-09-04,20216385000
2020-09-08,19904130000
2020-09-09,20375550000
2020-09-10,19645335000
2020-09-11,19749825000
2020-09-14,19843380000
2020-09-15,19467945000
2020-09-16,19333080000
2020-09-17,19337940000
2020-09-18,18944280000
2020-09-21,18844650000
2020-09-22,18964935000
2020-09-23,18487440000
2020-09-24,18460710000
2020-09-25,19003815000
2020-09-28,19210365000
2020-09-29,19177560000
2020-09-30,19094730000
2020-10-01,19229817000
2020-10-02,19345432000
2020-10-05,19456179000
2020-10-06,19139759000
2020-10-07,19602219000
2020-10-08,19689843000
2020-10-09,19992876000
2020-10-12,20026952000
2020-10-13,20067113000
2020-10-14,19979489000
2020-10-15,19761646000
2020-10-16,19878478000
2020-10-19,19299186000
2020-10-20,19436707000
2020-10-21,19757995000
2020-10-22,18973030000
2020-10-23,18614015000
2020-10-26,18365747000
2020-10-27,17988477000
2020-10-28,17146312999
2020-10-29,16984452000
2020-10-30,16624220000
2020-11-02,17263145000
2020-11-03,18255000000
2020-11-04,18492315000
2020-11-05,18455805000
2020-11-06,18263519000
2020-11-09,18486230000
2020-11-10,18816037000
2020-11-11,19373423000
2020-11-12,19778684000
2020-11-13,20091453000
2020-11-16,20872767000
2020-11-17,20926315000
2020-11-18,20926315000
2020-11-19,21128337000
2020-11-20,20888588000
2020-11-23,21004203000
2020-11-24,20177860000
2020-11-25,20202200000
2020-11-27,20048858000
2020-11-30,20311730000
2020-12-01,20316598000
2020-12-02,20033037000
2020-12-03,20110925000
2020-12-04,20263050000
2020-12-07,20790011000
2020-12-08,22420791000
2020-12-09,21903566000
2020-12-10,22318563000
2020-12-11,22896638000
2020-12-14,23015904000
2020-12-15,23558686000
2020-12-16,23518525000
2020-12-17,23579375000
2020-12-18,23752189000
2020-12-21,23676735000
2020-12-22,23613451000
2020-12-23,23472279000
2020-12-24,23604932000
2020-12-28,23568422000
2020-12-29,23214275000
2020-12-30,23265389000
2020-12-31,23487912000
2021-01-04,22893528000
2021-01-05,23127384000
2021-01-06,22162728000
2021-01-07,22081122000
2021-01-08,22662108000
2021-01-11,22495242000
2021-01-12,22400238000
2021-01-13,22185870000
2021-01-14,21635334000
2021-01-15,21558600000
2021-01-19,21439236000
2021-01-20,21697452000
2021-01-21,21740082000
2021-01-22,21770532000
2021-01-25,21771750000
2021-01-26,21983682000
2021-01-27,21766878000
2021-01-28,22062852000
2021-01-29,21571998000
2021-02-01,21961758000
2021-02-02,21980028000
2021-02-03,21776622000
2021-02-04,22032402000
2021-02-05,21758352000
2021-02-08,21852138000
2021-02-09,22314978000
2021-02-10,22289400000
2021-02-11,21552510000
2021-02-12,21581742000
2021-02-16,21294294000
2021-02-17,21508662000
2021-02-18,21626808000
2021-02-19,21502572000
2021-02-22,20697474000
2021-02-23,20933766000
2021-02-24,20791260000
2021-02-25,19914300000
