,PLD
2018-07-17,36436058400
2018-07-18,36177524400
2018-07-19,36482020000
2018-07-20,35873028800
2018-07-23,35947716400
2018-07-24,35827067200
2018-07-25,36631395200
2018-07-26,37424232800
2018-07-27,37343800000
2018-07-30,37343800000
2018-07-31,37700002400
2018-08-01,37981517200
2018-08-02,37832142000
2018-08-03,38383681200
2018-08-06,38194089600
2018-08-07,37722983200
2018-08-08,37745964000
2018-08-09,37556372400
2018-08-10,37096756399
2018-08-13,37016323600
2018-08-14,36798006000
2018-08-15,37062285200
2018-08-16,37717238000
2018-08-17,38739883600
2018-08-20,38923730000
2018-08-21,37774690000
2018-08-22,37435723200
2018-08-23,37073775600
2018-08-24,37970026800
2018-08-27,37895339200
2018-08-28,38688176800
2018-08-29,38613489200
2018-08-30,38423897600
2018-08-31,38596253600
2018-09-04,38050459600
2018-09-05,38630724800
2018-09-06,38596253600
2018-09-07,37918320000
2018-09-10,38228560800
2018-09-11,38142382800
2018-09-12,38165363600
2018-09-13,38831806800
2018-09-14,38624979600
2018-09-17,38791590400
2018-09-18,38337719600
2018-09-19,37889594000
2018-09-20,38699667200
2018-09-21,38774354800
2018-09-24,38102166399
2018-09-25,38136637600
2018-09-26,37912574800
2018-09-27,38182599200
2018-09-28,38946710800
2018-10-01,38149757080
2018-10-02,37684516140
2018-10-03,37463243010
2018-10-04,37179559510
2018-10-05,37015023080
2018-10-08,37559695400
2018-10-09,38047631020
2018-10-10,37196580520
2018-10-11,35653342280
2018-10-12,35483132180
2018-10-15,35783836690
2018-10-16,36232056620
2018-10-17,35664689620
2018-10-18,35783836690
2018-10-19,36078867530
2018-10-22,35891636420
2018-10-23,36334182680
2018-10-24,37032044090
2018-10-25,37383811630
2018-10-26,36555455810
2018-10-29,37049065100
2018-10-30,37230622540
2018-10-31,36578150490
2018-11-01,36742686920
2018-11-02,36510066450
2018-11-05,36918570689
2018-11-06,37395158970
2018-11-07,38058978360
2018-11-08,38081673040
2018-11-09,38336988189
2018-11-12,38444787920
2018-11-13,38325640850
2018-11-14,38331314520
2018-11-15,37854726240
2018-11-16,38189472770
2018-11-19,38410745900
2018-11-20,37843378900
2018-11-21,37968199640
2018-11-23,37990894320
2018-11-26,37650474120
2018-11-27,37820684220
2018-11-28,38212167450
2018-11-29,38115715060
2018-11-30,38206493780
2018-12-03,38949744550
2018-12-04,37934157620
2018-12-06,38853292160
2018-12-07,37922810280
2018-12-10,37412179980
2018-12-11,37712884490
2018-12-12,36674602880
2018-12-13,36946939040
2018-12-14,36771055270
2018-12-17,34904417840
2018-12-18,35534195210
2018-12-19,34751228750
2018-12-20,34251945790
2018-12-21,33400895290
2018-12-24,31738509980
2018-12-26,32890264990
2018-12-27,32907286000
2018-12-28,33185295830
2018-12-31,36974574720
2019-01-02,35910422280
2019-01-03,35620771320
2019-01-04,36521208000
2019-01-07,37113103440
2019-01-08,38347268400
2019-01-09,38605435560
2019-01-10,39279188880
2019-01-11,39266595360
2019-01-14,39260298600
2019-01-15,39801819960
2019-01-16,40009613040
2019-01-17,40330747800
2019-01-18,40740037200
2019-01-22,40790411280
2019-01-23,40973017319
2019-01-24,40758927480
2019-01-25,41564912760
2019-01-28,42005685959
2019-01-29,42528317040
2019-01-30,43063541640
2019-01-31,43548392160
2019-02-01,43705811160
2019-02-04,43856933400
2019-02-05,44039539440
2019-02-06,43749888480
2019-02-07,44348080680
2019-02-08,44599951080
2019-02-11,44732183040
2019-02-12,44455125600
2019-02-13,44593654319
2019-02-14,44612544600
2019-02-15,44826634440
2019-02-19,44946272880
2019-02-20,44278816319
2019-02-21,44725886280
2019-02-22,45097395120
2019-02-25,44870711760
2019-02-26,44732183040
2019-02-27,44178068160
2019-02-28,44115100560
2019-03-01,44001758880
2019-03-04,44291409840
2019-03-05,44291409840
2019-03-06,44184364920
2019-03-07,43775075520
2019-03-08,44039539440
2019-03-11,44700699240
2019-03-12,45097395120
2019-03-13,45575948880
2019-03-14,45198143280
2019-03-15,45109988640
2019-03-18,44612544600
2019-03-19,44348080680
2019-03-20,44656621920
2019-03-21,45374452560
2019-03-22,44751073319
2019-03-25,44675512200
2019-03-26,45437420160
2019-03-27,45078504840
2019-03-28,45412233120
2019-03-29,45305188200
2019-04-01,45511868909
2019-04-02,46098020940
2019-04-03,46104323650
2019-04-04,45915242350
2019-04-05,46047599260
2019-04-08,45940453190
2019-04-09,45619014980
2019-04-10,46362734760
2019-04-11,46362734760
2019-04-12,46911070530
2019-04-15,46469880830
2019-04-16,45864820670
2019-04-17,45543382460
2019-04-18,46369037469
2019-04-22,45965664030
2019-04-23,46766108200
2019-04-24,47465709010
2019-04-25,47560249659
2019-04-26,47963623100
2019-04-29,47509827980
2019-04-30,48322877570
2019-05-01,48909029600
2019-05-02,48108585430
2019-05-03,48385904670
2019-05-06,48051861040
2019-05-07,46841740719
2019-05-08,46885859690
2019-05-09,47043427440
2019-05-10,47623276760
2019-05-13,47308141260
2019-05-14,47459406300
2019-05-15,47906898710
2019-05-16,48448931770
2019-05-17,48285061310
2019-05-20,47642184890
2019-05-21,48423720930
2019-05-22,48247245050
2019-05-23,48171612530
2019-05-24,47528736110
2019-05-28,46873254270
2019-05-29,46104323650
2019-05-30,46211469719
2019-05-31,46432064570
2019-06-03,47333352100
2019-06-04,47270325000
2019-06-05,48827094370
2019-06-06,49249375940
2019-06-07,49280889490
2019-06-10,49419549110
2019-06-11,49684262930
2019-06-12,49671657510
2019-06-13,50377561030
2019-06-14,50396469159
2019-06-17,51001529320
2019-06-18,50724210080
2019-06-19,51385994630
2019-06-20,51984752080
2019-06-21,51259940430
2019-06-24,50799842600
2019-06-25,50283020380
2019-06-26,49249375940
2019-06-27,50018306560
2019-06-28,50484707100
2019-07-01,50423845680
2019-07-02,51477497110
2019-07-03,52114735400
2019-07-05,52007477470
2019-07-08,51931765990
2019-07-09,52127353980
2019-07-10,52379725580
2019-07-11,51117867580
2019-07-12,50493247870
2019-07-15,50436464260
2019-07-16,51395476339
2019-07-17,51490115690
2019-07-18,52007477470
2019-07-19,50941207460
2019-07-22,51218816220
2019-07-23,52108426110
2019-07-24,51900219540
2019-07-25,51389167050
2019-07-26,51805580190
2019-07-29,52133663270
2019-07-30,51742487290
2019-07-31,50859186690
2019-08-01,50966444620
2019-08-02,50796093790
2019-08-05,49616256560
2019-08-06,50442773550
2019-08-07,50789784500
2019-08-08,51843435930
2019-08-09,51628920070
2019-08-12,51540590010
2019-08-13,51622610779
2019-08-14,50638361540
2019-08-15,51237744089
2019-08-16,51982240310
2019-08-19,52909705940
2019-08-20,52020096050
2019-08-21,52556385700
2019-08-22,52991726710
2019-08-23,51666775810
2019-08-26,52133663270
2019-08-27,51742487290
2019-08-28,52266158360
2019-08-29,52821375880
2019-08-30,52758282980
2019-09-03,53357665529
2019-09-04,53862408730
2019-09-05,53370284110
2019-09-06,53496469910
2019-09-09,53395521270
2019-09-10,52537457830
2019-09-11,52045333210
2019-09-12,53023273160
2019-09-13,53117912510
2019-09-16,53767769380
2019-09-17,54537502760
2019-09-18,53994903820
2019-09-19,53641583580
2019-09-20,53218861150
2019-09-23,53389211980
2019-09-24,53136840380
2019-09-25,53698367190
2019-09-26,54430244830
2019-09-27,54121089620
2019-09-30,53738027600
2019-10-01,53126365000
2019-10-02,53126365000
2019-10-03,53920895800
2019-10-04,54349690200
2019-10-07,54078540800
2019-10-08,53687581200
2019-10-09,53908284200
2019-10-10,54110069800
2019-10-11,54128987200
2019-10-14,54393830800
2019-10-15,56190983800
2019-10-16,56146843200
2019-10-17,56222512800
2019-10-18,56506273800
2019-10-21,57143159600
2019-10-22,57262969800
2019-10-23,57931384600
2019-10-24,58070112200
2019-10-25,57294498800
2019-10-28,54160516200
2019-10-29,54639757000
2019-10-30,55289254400
2019-10-31,55339700800
2019-11-01,55137915200
2019-11-04,55346006600
2019-11-05,54166822000
2019-11-06,55219890599
2019-11-07,55024410800
2019-11-08,54904600599
2019-11-11,55062245599
2019-11-12,54627145400
2019-11-13,55446899400
2019-11-14,56197289600
2019-11-15,56184678000
2019-11-18,56682836200
2019-11-19,57401697400
2019-11-20,57729599000
2019-11-21,57288193000
2019-11-22,57105324800
2019-11-25,57294498800
2019-11-26,58221451400
2019-11-27,58265592000
2019-11-29,57729599000
2019-12-02,56758505800
2019-12-03,57212523400
2019-12-04,57445838000
2019-12-05,57603483000
2019-12-06,57653929400
2019-12-09,57622400400
2019-12-10,57471061200
2019-12-11,56626084000
2019-12-12,56071173600
2019-12-13,55831553200
2019-12-16,55718048800
2019-12-17,55055939800
2019-12-18,55207279000
2019-12-19,55055939800
2019-12-20,55509957400
2019-12-23,55238808000
2019-12-24,55402758800
2019-12-26,55749577800
2019-12-27,55913528600
2019-12-30,56033338800
2019-12-31,62243966080
2020-01-02,61727244800
2020-01-03,62418534080
2020-01-06,62174138880
2020-01-07,61776123840
2020-01-08,62111294400
2020-01-09,62118277119
2020-01-10,62453447680
2020-01-13,64101369600
2020-01-14,63284391360
2020-01-15,64387661119
2020-01-16,65183691199
2020-01-17,65826101440
2020-01-21,66733855039
2020-01-22,65595671680
2020-01-23,66824630400
2020-01-24,67138852800
2020-01-27,66328857280
2020-01-28,66726872320
2020-01-29,67383248000
2020-01-30,67180749119
2020-01-31,64855503360
2020-02-03,64150248640
2020-02-04,65232570240
2020-02-05,64757745280
2020-02-06,65016105920
2020-02-07,65037054080
2020-02-10,66098427520
2020-02-11,67180749119
2020-02-12,67585746880
2020-02-13,67362299840
2020-02-14,68116433600
2020-02-18,68675051199
2020-02-19,68270053440
2020-02-20,69094014400
2020-02-21,69289530560
2020-02-24,67020146560
2020-02-25,64031542400
2020-02-26,63724302720
2020-02-27,60547165119
2020-02-28,58850364160
2020-03-02,61636469440
2020-03-03,62418534080
2020-03-04,65895928640
2020-03-05,62641981119
2020-03-06,59967599360
2020-03-09,54304613440
2020-03-10,56462273920
2020-03-11,51455663680
2020-03-12,49004728960
2020-03-13,54339527039
2020-03-16,44954751360
2020-03-17,49360847680
2020-03-18,47342841600
2020-03-19,44626563520
2020-03-20,43865447040
2020-03-23,44249496640
2020-03-24,49263089600
2020-03-25,50408255680
2020-03-26,54248751680
2020-03-27,55282194240
2020-03-30,57872783360
2020-03-31,59312417040
2020-04-01,54065293920
2020-04-02,55725775920
2020-04-03,54308831280
2020-04-06,59209098160
2020-04-07,59740452400
2020-04-08,63600150560
2020-04-09,67696006160
2020-04-13,63769888720
2020-04-14,65791986800
2020-04-15,63865827680
2020-04-16,65090894400
2020-04-17,66581638240
2020-04-20,65312292000
2020-04-21,65681288000
2020-04-22,64847357040
2020-04-23,64020806000
2020-04-24,65710807680
2020-04-27,67777185280
2020-04-28,66116703280
2020-04-29,66537358720
2020-04-30,65851026160
2020-05-01,64094605199
2020-05-04,64301242960
2020-05-05,64751418080
2020-05-06,64161024480
2020-05-07,64994955439
2020-05-08,66397140240
2020-05-11,65592728960
2020-05-12,62153686240
2020-05-13,61135257280
2020-05-14,62050367360
2020-05-15,61459973760
2020-05-18,64079845360
2020-05-19,62493162560
2020-05-20,64293863040
2020-05-21,63762508800
2020-05-22,64611199600
2020-05-26,66434039840
2020-05-27,67718145920
2020-05-28,68670155600
2020-05-29,67526268000
2020-06-01,69149850400
2020-06-02,70448716320
2020-06-03,71821381440
2020-06-04,68891553200
2020-06-05,70633214320
2020-06-08,72153477840
2020-06-09,71828761360
2020-06-10,71149808720
2020-06-11,67090852720
2020-06-12,69710724320
2020-06-15,69659064880
2020-06-16,71511424800
2020-06-17,71363826400
2020-06-18,70175659280
2020-06-19,67799325040
2020-06-22,68308539520
2020-06-23,67489368400
2020-06-24,66271681600
2020-06-25,67504128240
2020-06-26,66293821360
2020-06-29,67282730640
2020-06-30,68895646020
2020-07-01,70239159100
2020-07-02,70534436700
2020-07-06,70541818640
2020-07-07,70002937020
2020-07-08,70689457440
2020-07-09,71287394580
2020-07-10,69995555080
2020-07-13,69072812580
2020-07-14,68932555720
2020-07-15,69198305560
2020-07-16,67987667399
2020-07-17,70379415960
2020-07-20,69929117620
2020-07-21,72291338420
2020-07-22,72623525720
2020-07-23,73007386600
2020-07-24,73752962540
2020-07-27,75118621440
2020-07-28,75694412760
2020-07-29,78374056980
2020-07-30,77650626860
2020-07-31,77820411480
2020-08-03,77495606120
2020-08-04,77945904460
2020-08-05,77436550600
2020-08-06,77421786720
2020-08-07,77562043580
2020-08-10,76572863620
2020-08-11,74195878940
2020-08-12,75945398720
2020-08-13,75768232160
2020-08-14,75532010080
2020-08-17,76927196740
2020-08-18,76513808100
2020-08-19,75103857560
2020-08-20,75805141860
2020-08-21,76063509760
2020-08-24,75295788000
2020-08-25,75281024120
2020-08-26,74579739820
2020-08-27,75221968600
2020-08-28,75657503060
2020-08-31,75192440840
2020-09-01,74926691000
2020-09-02,77200328520
2020-09-03,75007892340
2020-09-04,74380427440
2020-09-08,72933567200
2020-09-09,74542830120
2020-09-10,73826781940
2020-09-11,73974420740
2020-09-14,75258878300
2020-09-15,75834669620
2020-09-16,75325315760
2020-09-17,74631413400
2020-09-18,73465066880
2020-09-21,71272630700
2020-09-22,73221462860
2020-09-23,70349888200
2020-09-24,70394179840
2020-09-25,72099407980
2020-09-28,73841545820
2020-09-29,73531504340
2020-09-30,73283860260
2020-10-01,74405477680
2020-10-02,75905823060
2020-10-05,76612296370
2020-10-06,76095187040
2020-10-07,77027440480
2020-10-08,77814029320
2020-10-09,77865011930
2020-10-12,78870097670
2020-10-13,77661081490
2020-10-14,75767441690
2020-10-15,76459348540
2020-10-16,75934955980
2020-10-19,75031835460
2020-10-20,75403280190
2020-10-21,74762355950
2020-10-22,74871604400
2020-10-23,75192066520
2020-10-26,73174611810
2020-10-27,72205942220
2020-10-28,71018775730
2020-10-29,72963398140
2020-10-30,72249641600
2020-11-02,74194264010
2020-11-03,76029637970
2020-11-04,77063856630
2020-11-05,77114839240
2020-11-06,76393799470
2020-11-09,72548254030
2020-11-10,72788600620
2020-11-11,74303512460
2020-11-12,74740506260
2020-11-13,75403280190
2020-11-16,75206632980
2020-11-17,75891256600
2020-11-18,73851952200
2020-11-19,72825016770
2020-11-20,73028947210
2020-11-23,72511837880
2020-11-24,71965595630
2020-11-25,72111260230
2020-11-27,73269293800
2020-11-30,72868716150
2020-12-01,72977964600
2020-12-02,71026058960
2020-12-03,70720163300
2020-12-04,71856347180
2020-12-07,71033342190
2020-12-08,70581781930
2020-12-09,70232186890
2020-12-10,70778429140
2020-12-11,70916810510
2020-12-14,70552649010
2020-12-15,72504554650
2020-12-16,72723051550
2020-12-17,73254727340
2020-12-18,71426636610
2020-12-21,70829411750
2020-12-22,71120740950
2020-12-23,70057389370
2020-12-24,70822128520
2020-12-28,71535885060
2020-12-29,71171723560
2020-12-30,71972878860
2020-12-31,73648540680
2021-01-04,70973367920
2021-01-05,71084217620
2021-01-06,69399302180
2021-01-07,70441289360
2021-01-08,71387206800
2021-01-11,69953550680
2021-01-12,69990500580
2021-01-13,70507799180
2021-01-14,70574309000
2021-01-15,72185324640
2021-01-19,72429193980
2021-01-20,74151059320
2021-01-21,74217569140
2021-01-22,74801377560
2021-01-25,75895094600
2021-01-26,78370737900
2021-01-27,76323713440
2021-01-28,76412393200
2021-01-29,76264593600
2021-02-01,78267278180
2021-02-02,78984106240
2021-02-03,78363347920
2021-02-04,78636777180
2021-02-05,78851086600
2021-02-08,79131905840
2021-02-09,79383165160
2021-02-10,79457064960
2021-02-11,79634424480
2021-02-12,79567914660
2021-02-16,78762406840
2021-02-17,78208158340
2021-02-18,78171208440
2021-02-19,77816489400
2021-02-22,77387870560
2021-02-23,77262240900
2021-02-24,76294153520
2021-02-25,74927007220
2021-02-26,73212531860
2021-03-01,73478571140
2021-03-02,73227311820
2021-03-03,71025097780
2021-03-04,70677768720
2021-03-05,71956235260
2021-03-08,70906858100
2021-03-09,72658283360
2021-03-10,72214884560
2021-03-11,73574640880
2021-03-12,74853107420
2021-03-15,75954214440
2021-03-16,77025761540
2021-03-17,75451695800
2021-03-18,75459085780
2021-03-19,74180619240
2021-03-22,76597142700
2021-03-23,77742589600
2021-03-24,76722772360
2021-03-25,77173561140
2021-03-26,78910206440
2021-03-29,78902816460
2021-03-30,78895426480
2021-03-31,78354140000
2021-04-01,80202115000
2021-04-05,80106020300
2021-04-06,80808250800
2021-04-07,81037399700
2021-04-08,80157763600
2021-04-09,80948696900
2021-04-12,81192629600
2021-04-13,81887468200
2021-04-14,81059575400
2021-04-15,83055388400
2021-04-16,83203226400
2021-04-19,82974077500
2021-04-20,84822052500
2021-04-21,84792484900
2021-04-22,84770309200
2021-04-23,84910755300
2021-04-26,85169471800
2021-04-27,84895971500
2021-04-28,85080769000
2021-04-29,85945621300
2021-04-30,86137810700
2021-05-03,85753431900
2021-05-04,85450364000
2021-05-05,83535861900
2021-05-06,84799876800
2021-05-07,85760823800
2021-05-10,85893878000
2021-05-11,84903363400
2021-05-12,83062780300
2021-05-13,83898065000
2021-05-14,84748133500
2021-05-17,84408106100
2021-05-18,84992066200
2021-05-19,85265566500
2021-05-20,86751338400
2021-05-21,86877000700
2021-05-24,87335298500
2021-05-25,87357474200
2021-05-26,86862216900
2021-05-27,86381743400
2021-05-28,87106149600
2021-06-01,88577137700
2021-06-02,89988990600
2021-06-03,90085085300
2021-06-04,90469464100
2021-06-07,90683829200
2021-06-08,91408235400
2021-06-09,91371275900
2021-06-10,93344913200
2021-06-11,92184384900
2021-06-14,93256210400
2021-06-15,91023856600
2021-06-16,89752449800
2021-06-17,90632085900
2021-06-18,88384948300
2021-06-21,90617302100
2021-06-22,90166396200
2021-06-23,89530692800
2021-06-24,89641571300
2021-06-25,90181180000
2021-06-28,89900287800
2021-06-29,89774625500
2021-06-30,88385143670
2021-07-01,88717891220
2021-07-02,89494302170
2021-07-06,90610855060
2021-07-07,91165434310
2021-07-08,91032335290
2021-07-09,92718256210
2021-07-12,94211922990
2021-07-13,92880932790
2021-07-14,93339384970
2021-07-15,93856992270
2021-07-16,94115795920
2021-07-19,93746076420
2021-07-20,94640797610
2021-07-21,93834809100
2021-07-22,94034457630
2021-07-23,94566853710
2021-07-26,94633403220
2021-07-27,95528124410
2021-07-28,94374599570
2021-07-29,94566853710
2021-07-30,94677769560
2021-08-02,94988333940
2021-08-03,95883055129
2021-08-04,95313687100
2021-08-05,96459817549
2021-08-06,95912632690
2021-08-09,96134464390
2021-08-10,95646434650
2021-08-11,95313687100
2021-08-12,96178830730
2021-08-13,97591159220
2021-08-16,98855599910
2021-08-17,99143981120
2021-08-18,97975667500
2021-08-19,98456302850
2021-08-20,99269685750
2021-08-23,98633768209
2021-08-24,96681649250
2021-08-25,96518972670
2021-08-26,96585522180
2021-08-27,97095735090
2021-08-30,98885177470
2021-08-31,99572855740
2021-09-01,101887299810
2021-09-02,102390118330
2021-09-03,102774626610
2021-09-07,101783778350
2021-09-08,102441879060
2021-09-09,99617222080
2021-09-10,98811233570
2021-09-13,98182710420
2021-09-14,98012639450
2021-09-15,98559824310
2021-09-16,98034822620
2021-09-17,96208408290
2021-09-20,95431997340
2021-09-21,95276715150
2021-09-22,96134464390
2021-09-23,95269320760
2021-09-24,94574248100
2021-09-27,93309807410
2021-09-28,92858749620
2021-09-29,93494667160
2021-09-30,92738301090
2021-10-01,93477664090
2021-10-04,93773409290
2021-10-05,93477664090
2021-10-06,94483197770
2021-10-07,95658784940
2021-10-08,95030326390
2021-10-11,95333465220
2021-10-12,97810331270
2021-10-13,99000705700
2021-10-14,100353739990
2021-10-15,101277943740
2021-10-18,103355553770
2021-10-19,102860180560
2021-10-20,106039441459
2021-10-21,107163273220
2021-10-22,106468272000
2021-10-25,107281571300
2021-10-26,108117051490
2021-10-27,106364761180
2021-10-28,108442371209
2021-10-29,107178060480
2021-11-01,107008006990
2021-11-02,108708541890
2021-11-03,109166946950
2021-11-04,109329606810
2021-11-05,108457158470
2021-11-08,109477479410
2021-11-09,109758437349
2021-11-10,109995033510
2021-11-11,110098544330
2021-11-12,110024608030
2021-11-15,111052322599
2021-11-16,110512587610
2021-11-17,111185407940
2021-11-18,111333280540
2021-11-19,111067109860
2021-11-22,111569876700
2021-11-23,112812006540
2021-11-24,114238977130
2021-11-26,110815726440
2021-11-29,113329560640
2021-11-30,111458972250
2021-12-01,112161367099
2021-12-02,114172434459
2021-12-03,114349881580
2021-12-06,115747277650
2021-12-07,117780525900
2021-12-08,117884036720
2021-12-09,116494034280
2021-12-10,117617866040
2021-12-13,119096592040
2021-12-14,117359088990
2021-12-15,120190849280
2021-12-16,120701009750
2021-12-17,119170528340
2021-12-20,119325794569
2021-12-21,118882176770
2021-12-22,119969040380
2021-12-23,119591965250
2021-12-27,122652928069
2021-12-28,122578991770
2021-12-29,123976387840
2021-12-30,124190803110
2021-12-31,124648356480
2022-01-03,122086683200
2022-01-04,119199248000
2022-01-05,116719015200
2022-01-06,115919417760
2022-01-07,113816772640
2022-01-10,113291111360
2022-01-11,113268900320
2022-01-12,113453992320
2022-01-13,113387359200
2022-01-14,113083808320
2022-01-18,113594662240
2022-01-19,113713121120
2022-01-20,114120323519
2022-01-21,115075398240
2022-01-24,113505818080
2022-01-25,113987057280
2022-01-26,112328632960
2022-01-27,110026088480
2022-01-28,114808865760
2022-01-31,116104509760
2022-02-01,113661295360
2022-02-02,116482097440
2022-02-03,115823169920
2022-02-04,113639084320
2022-02-07,112572954400
2022-02-08,111936237920
2022-02-09,115030976160
2022-02-10,109892822240
2022-02-11,108323242080
2022-02-14,107605085120
2022-02-15,107812388160
2022-02-16,106894331840
2022-02-17,106079927040
2022-02-18,105539458400
2022-02-22,105406192160
2022-02-23,104214199680
2022-02-24,106116945440
2022-02-25,109907629599
2022-02-28,107982672800
2022-03-01,107916039680
2022-03-02,109307931519
2022-03-03,110744245440
2022-03-04,111677109120
2022-03-07,110248198880
2022-03-08,108826692320
2022-03-09,111410576640
2022-03-10,111854797440
2022-03-11,109448601440
2022-03-14,110440694559
2022-03-15,112417477120
2022-03-16,114438681760
2022-03-17,115986050880
2022-03-18,118577338880
2022-03-21,117659282559
2022-03-22,117474190559
2022-03-23,116408060640
2022-03-24,115415967519
2022-03-25,116482097440
2022-03-28,118718008800
2022-03-29,121938609599
2022-03-30,121524003519
2022-03-31,119598062760
2022-04-01,122797614600
2022-04-04,121301527860
2022-04-05,123153120360
2022-04-06,125989760070
2022-04-07,125041744710
2022-04-08,124908430050
2022-04-11,122745770010
2022-04-12,122449515210
2022-04-13,122205105000
2022-04-14,120501639899
2022-04-18,120723831000
2022-04-19,125582409720
2022-04-20,127885790789
2022-04-21,126485986860
2022-04-22,124967681010
2022-04-25,124227044010
2022-04-26,122671706310
2022-04-27,124182605789
2022-04-28,128137607370
2022-04-29,118716704730
2022-05-02,113413743810
2022-05-03,112843453320
2022-05-04,112784202360
2022-05-05,107377552260
2022-05-06,104340940560
2022-05-09,98038119690
2022-05-10,92883286170
2022-05-11,91646422380
2022-05-12,91787143410
2022-05-13,95060758950
2022-05-16,92764784250
2022-05-17,93246198300
2022-05-18,88528340610
2022-05-19,88669061640
2022-05-20,88669061640
2022-05-23,89231945760
2022-05-24,88935690960
2022-05-25,88898659110
2022-05-26,90624343320
2022-05-27,94253464620
2022-05-31,94416404760
2022-06-01,93216572820
2022-06-02,95942116980
2022-06-03,94490468460
2022-06-06,94705253190
2022-06-07,96045806160
2022-06-08,92409278490
2022-06-09,90483622290
2022-06-10,86832281880
2022-06-13,80307269910
2022-06-14,81958890420
2022-06-15,85239912330
2022-06-16,82795810230
2022-06-17,81736699320
2022-06-21,83217973320
2022-06-22,85513948020
2022-06-23,87572918880
2022-06-24,90794689830
2022-06-27,89031973770
2022-06-28,88106177520
2022-06-29,87624763470
2022-06-30,87145590350
2022-07-01,88908501570
2022-07-05,89945508170
2022-07-06,89967729740
2022-07-07,90789927830
2022-07-08,90056616020
2022-07-11,90204759820
2022-07-12,89560334290
2022-07-13,89449226440
2022-07-14,87501135470
2022-07-15,89634406190
2022-07-18,88293704800
2022-07-19,92671354090
2022-07-20,92271365830
2022-07-21,93093563920
2022-07-22,93997241100
2022-07-25,94449079690
2022-07-26,94508337210
2022-07-27,94360193410
2022-07-28,98071195600
2022-07-29,98189710640
2022-08-01,97019374620
2022-08-02,95826817030
2022-08-03,96826787680
2022-08-04,96849009250
2022-08-05,97323069409
2022-08-08,97197147180
2022-08-09,98441555100
2022-08-10,99560040790
2022-08-11,99426711370
2022-08-12,101656275560
2022-08-15,102500695220
2022-08-16,101559982090
2022-08-17,101767383409
2022-08-18,101204436970
2022-08-19,99315603520
2022-08-22,96989745860
2022-08-23,95152762740
2022-08-24,97123075280
2022-08-25,98352668820
2022-08-26,95071283650
2022-08-29,94286121510
2022-08-30,93071342350
2022-08-31,92226922690
2022-09-01,92071371700
2022-09-02,90286238910
2022-09-06,91701012200
2022-09-07,93797246970
2022-09-08,94745367290
2022-09-09,96019403970
2022-09-12,96441613799
2022-09-13,92649132520
2022-09-14,89686256520
2022-09-15,86086362180
2022-09-16,84197528730
2022-09-19,83553103200
2022-09-20,82167958670
2022-09-21,80405047450
2022-09-22,80397640260
2022-09-23,80442083400
2022-09-26,77153291040
2022-09-27,75760739320
2022-09-28,76982925670
2022-09-29,74953355610
2022-09-30,93417847200
2022-10-03,95955576120
2022-10-04,97454307330
2022-10-05,96948600480
2022-10-06,93712076640
2022-10-07,92277708120
2022-10-10,90935286300
2022-10-11,92525964210
2022-10-12,92342070810
2022-10-13,94263756840
2022-10-14,91514550510
2022-10-17,96755512410
2022-10-18,97325581950
2022-10-19,93794828670
2022-10-20,94208588820
2022-10-21,94778658360
2022-10-24,95045303790
2022-10-25,99605860110
2022-10-26,101021839290
2022-10-27,102070031670
2022-10-28,103881381660
2022-10-31,101830970250
2022-11-01,99808142850
2022-11-02,98143907580
2022-11-03,99311630670
2022-11-04,98953038540
2022-11-07,100157540310
2022-11-08,100911503250
2022-11-09,100028814930
2022-11-10,108809724780
2022-11-11,106777702710
2022-11-14,103440037500
2022-11-15,103669904250
2022-11-16,104497424550
2022-11-17,103265338770
2022-11-18,105334139520
2022-11-21,105692731650
2022-11-22,106455889260
2022-11-23,106226022510
2022-11-25,107016764130
2022-11-28,102483791820
2022-11-29,104644539270
2022-11-30,108304017930
2022-12-01,107669585700
2022-12-02,107522470980
2022-12-05,105058299420
2022-12-06,105370918200
2022-12-07,106658172000
2022-12-08,108129319200
2022-12-09,106952401440
2022-12-12,108524690010
2022-12-13,111338259030
2022-12-14,111788797860
2022-12-15,109039591530
2022-12-16,103200976080
2022-12-19,103044666690
2022-12-20,103145808060
2022-12-21,104764069980
2022-12-22,104148027090
2022-12-23,104469840540
2022-12-27,104166416430
2022-12-28,101555130150
2022-12-29,104791653990
2022-12-30,103651514910
2023-01-03,106782790200
2023-01-04,110828956800
2023-01-05,106934403000
2023-01-06,110535207000
2023-01-09,109976134800
2023-01-10,109966659000
2023-01-11,114609801000
2023-01-12,115718469600
2023-01-13,115510002000
2023-01-17,115055163600
2023-01-18,116220687000
2023-01-19,114931978200
2023-01-20,116381775600
2023-01-23,119461410600
2023-01-24,119774112000
2023-01-25,119101330200
2023-01-26,121347094800
2023-01-27,123033787200
2023-01-30,121091248200
2023-01-31,122503142400
2023-02-01,124038222000
2023-02-02,127440034200
2023-02-03,124720479600
2023-02-06,124549915200
2023-02-07,123441246600
2023-02-08,122995884000
2023-02-09,121328143200
2023-02-10,121375522200
2023-02-13,122512618200
2023-02-14,121034393400
2023-02-15,120844877400
2023-02-16,119196088200
2023-02-17,118750725600
2023-02-21,117007178400
2023-02-22,116457582000
2023-02-23,117509395800
2023-02-24,115017260400
2023-02-27,116467057800
2023-02-28,116931372000
2023-03-01,114780365400
2023-03-02,118087419600
2023-03-03,120295281000
