,MCO
2004-08-23,10024992000
2004-08-24,10033848000
2004-08-25,10036800000
2004-08-26,10086984000
2004-08-27,10113552000
2004-08-30,9980712000
2004-08-31,10119456000
2004-09-01,10210968000
2004-09-02,10267056000
2004-09-03,10275912000
2004-09-07,10287720000
2004-09-08,10169640000
2004-09-09,10154880000
2004-09-10,10249344000
2004-09-13,10438272000
2004-09-14,10503216000
2004-09-15,10497312000
2004-09-16,10612440000
2004-09-17,10479600000
2004-09-20,10523880000
2004-09-21,10674431999
2004-09-22,10606536000
2004-09-23,10641960000
2004-09-24,10777752000
2004-09-27,10892880000
2004-09-28,10774800000
2004-09-29,10730520000
2004-09-30,10879110000
2004-10-01,11048400000
2004-10-04,11128590000
2004-10-05,11122650000
2004-10-06,11087010000
2004-10-07,10932570000
2004-10-08,10864260000
2004-10-11,10885050000
2004-10-12,10956330000
2004-10-13,10694970000
2004-10-14,10715760000
2004-10-15,10810800000
2004-10-18,10816740000
2004-10-19,10784070000
2004-10-20,10837530000
2004-10-21,10840500000
2004-10-22,10795950000
2004-10-25,10953360000
2004-10-26,11137500000
2004-10-27,11401830000
2004-10-28,11568150000
2004-10-29,11553300000
2004-11-01,11633490000
2004-11-02,11710710000
2004-11-03,11847330000
2004-11-04,11850300000
2004-11-05,11787930000
2004-11-08,11844360000
2004-11-09,11853269999
2004-11-10,11820600000
2004-11-11,11844360000
2004-11-12,11924550000
2004-11-15,11998800000
2004-11-16,12058200000
2004-11-17,12093840000
2004-11-18,12058200000
2004-11-19,11909700000
2004-11-22,11963160000
2004-11-23,11992860000
2004-11-24,12090870000
2004-11-26,12078990000
2004-11-29,11954250000
2004-11-30,11992860000
2004-12-01,12301740000
2004-12-02,12381930000
2004-12-03,12334410000
2004-12-06,12286890000
2004-12-07,12111660000
2004-12-08,12093840000
2004-12-09,12283920000
2004-12-10,12375990000
2004-12-13,12390840000
2004-12-14,12310650000
2004-12-15,12471030000
2004-12-16,12471030000
2004-12-17,12497760000
2004-12-20,12572010000
2004-12-21,12652200000
2004-12-22,12672990000
2004-12-23,12631410000
2004-12-27,12586860000
2004-12-28,12672990000
2004-12-29,12809610000
2004-12-30,12949200000
2004-12-31,12982580000
2005-01-03,12692550000
2005-01-04,12501190000
2005-01-05,12447370000
2005-01-06,12411490000
2005-01-07,12408500000
2005-01-10,12528100000
2005-01-11,12420460000
2005-01-12,12483250000
2005-01-13,12432420000
2005-01-14,12572950000
2005-01-18,12587900000
2005-01-19,12758330000
2005-01-20,12758330000
2005-01-21,12659660000
2005-01-24,12474280000
2005-01-25,12270960000
2005-01-26,12417470000
2005-01-27,12572950000
2005-01-28,12543050000
2005-01-31,12525110000
2005-02-01,12635740000
2005-02-02,12773280000
2005-02-03,12898860000
2005-02-04,12907830000
2005-02-07,12827100000
2005-02-08,12859990000
2005-02-09,12689560000
2005-02-10,12755339999
2005-02-11,12892880000
2005-02-14,12854010000
2005-02-15,13230750000
2005-02-16,12830089999
2005-02-17,12758330000
2005-02-18,12599860000
2005-02-22,12486240000
2005-02-23,12510160000
2005-02-24,12507170000
2005-02-25,12755339999
2005-02-28,12546040000
2005-03-01,12797200000
2005-03-02,12800190000
2005-03-03,12830089999
2005-03-04,12886900000
2005-03-07,12871950000
2005-03-08,12892880000
2005-03-09,12593880000
2005-03-10,12644710000
2005-03-11,12602850000
2005-03-14,12746370000
2005-03-15,12779260000
2005-03-16,12662650000
2005-03-17,12534080000
2005-03-18,12513150000
2005-03-21,12405510000
2005-03-22,12270960000
2005-03-23,12103520000
2005-03-24,12109500000
2005-03-28,12154350000
2005-03-29,12106510000
2005-03-30,12223120000
2005-03-31,12145172000
2005-04-01,12082088000
2005-04-04,12478616000
2005-04-05,12499644000
2005-04-06,12484624000
2005-04-07,12511660000
2005-04-08,12388496000
2005-04-11,12349444000
2005-04-12,12511660000
2005-04-13,12217268000
2005-04-14,12205252000
2005-04-15,12082088000
2005-04-18,12100112000
2005-04-19,12238296000
2005-04-20,12019004000
2005-04-21,12271340000
2005-04-22,12256320000
2005-04-25,12490632000
2005-04-26,12451580000
2005-04-27,12628816000
2005-04-28,12157188000
2005-04-29,12337428000
2005-05-02,12373476000
2005-05-03,12448576000
2005-05-04,12676880000
2005-05-05,12767000000
2005-05-06,12646840000
2005-05-09,12721940000
2005-05-10,12649844000
2005-05-11,12649844000
2005-05-12,12607788000
2005-05-13,12346440000
2005-05-16,12469604000
2005-05-17,12613796000
2005-05-18,12854116000
2005-05-19,12911192000
2005-05-20,12980284000
2005-05-23,13109456000
2005-05-24,13193568000
2005-05-25,12965263999
2005-05-26,12992300000
2005-05-27,13139496000
2005-05-31,12998308000
2005-06-01,13076412000
2005-06-02,13037360000
2005-06-03,12995304000
2005-06-06,13103448000
2005-06-07,13187560000
2005-06-08,13103448000
2005-06-09,13241632000
2005-06-10,13190563999
2005-06-13,13169536000
2005-06-14,13352780000
2005-06-15,13427880000
2005-06-16,13560056000
2005-06-17,13851444000
2005-06-20,13830416000
2005-06-21,13998640000
2005-06-22,13770336000
2005-06-23,13436892000
2005-06-24,13412860000
2005-06-27,13424876000
2005-06-28,13629148000
2005-06-29,13593100000
2005-06-30,13470016000
2005-07-01,13568884000
2005-07-05,13607832000
2005-07-06,13482000000
2005-07-07,13535928000
2005-07-08,13757632000
2005-07-11,13754635999
2005-07-12,13898444000
2005-07-13,13955368000
2005-07-14,13961360000
2005-07-15,14039256000
2005-07-18,13946380000
2005-07-19,14162092000
2005-07-20,14416752000
2005-07-21,14305900000
2005-07-22,14242984000
2005-07-25,14284928000
2005-07-26,14650440000
2005-07-27,14560560000
2005-07-28,14809228000
2005-07-29,14174076000
2005-08-01,14117152000
2005-08-02,14111160000
2005-08-03,14266952000
2005-08-04,14260960000
2005-08-05,14078204000
2005-08-08,13883464000
2005-08-09,13904435999
2005-08-10,13916420000
2005-08-11,14003304000
2005-08-12,13982332000
2005-08-15,14006300000
2005-08-16,13958364000
2005-08-17,14078204000
2005-08-18,14090188000
2005-08-19,14228004000
2005-08-22,14566552000
2005-08-23,14425740000
2005-08-24,14431732000
2005-08-25,14740320000
2005-08-26,14614488000
2005-08-29,14641452000
2005-08-30,14620480000
2005-08-31,14713356000
2005-09-01,14965020000
2005-09-02,15090852000
2005-09-06,15072876000
2005-09-07,14893116000
2005-09-08,15060892000
2005-09-09,15405432000
2005-09-12,15219680000
2005-09-13,15282596000
2005-09-14,15483328000
2005-09-15,15432396000
2005-09-16,15180732000
2005-09-19,15105832000
2005-09-20,14821212000
2005-09-21,14806232000
2005-09-22,14782264000
2005-09-23,14809228000
2005-09-26,14824208000
2005-09-27,14848176000
2005-09-28,14902104000
2005-09-29,15219680000
2005-09-30,14838740000
2005-10-03,14908460000
2005-10-04,14856170000
2005-10-05,14821310000
2005-10-06,14716729999
2005-10-07,14818405000
2005-10-10,14702205000
2005-10-11,14603435000
2005-10-12,14440755000
2005-10-13,14501760000
2005-10-14,14527905000
2005-10-17,14728350000
2005-10-18,14844550000
2005-10-19,14975275000
2005-10-20,14809690000
2005-10-21,14870695000
2005-10-24,14995610000
2005-10-25,15239630000
2005-10-26,15727670000
2005-10-27,15800295000
2005-10-28,15373260000
2005-10-31,15472030000
2005-11-01,15242535000
2005-11-02,15535940000
2005-11-03,15477840000
2005-11-04,15524320000
2005-11-07,15736385000
2005-11-08,15904875000
2005-11-09,15777055000
2005-11-10,16265095000
2005-11-11,16236045000
2005-11-14,16262190000
2005-11-15,16302860000
2005-11-16,16326100000
2005-11-17,16962295000
2005-11-18,16892575000
2005-11-21,17110450000
2005-11-22,17139500000
2005-11-23,17165645000
2005-11-25,17232460000
2005-11-28,17560725000
2005-11-29,17435810000
2005-11-30,17473575000
2005-12-01,17473575000
2005-12-02,17467765000
2005-12-05,17444525000
2005-12-06,17444525000
2005-12-07,17331230000
2005-12-08,17479385000
2005-12-09,17613015000
2005-12-12,17488100000
2005-12-13,17807650000
2005-12-14,17920945000
2005-12-15,17854130000
2005-12-16,17865750000
2005-12-19,17842510000
2005-12-20,17973235000
2005-12-21,18098150000
2005-12-22,18048765000
2005-12-23,18045860000
2005-12-27,17961615000
2005-12-28,17976140000
2005-12-29,17918040000
2005-12-30,17842510000
2006-01-03,18289880000
2006-01-04,18269545000
2006-01-05,18336360000
2006-01-06,18429320000
2006-01-09,18728535000
2006-01-10,18891215000
2006-01-11,19071325000
2006-01-12,18894120000
2006-01-13,18653005000
2006-01-17,18327645000
2006-01-18,18135915000
2006-01-19,18164965000
2006-01-20,17778600000
2006-01-23,18284070000
2006-01-24,18530995000
2006-01-25,18310215000
2006-01-26,18432225000
2006-01-27,18568760000
2006-01-30,18737250000
2006-01-31,18394460000
2006-02-01,18475800000
2006-02-02,18577475000
2006-02-03,18560045000
2006-02-06,18592000000
2006-02-07,18019715000
2006-02-08,18292785000
2006-02-09,18493230000
2006-02-10,18621050000
2006-02-13,18298595000
2006-02-14,18708200000
2006-02-15,18882500000
2006-02-16,18911550000
2006-02-17,18885405000
2006-02-21,18897025000
2006-02-22,19501265000
2006-02-23,19539030000
2006-02-24,19742380000
2006-02-27,19849865000
2006-02-28,19463500000
2006-03-01,19867295000
2006-03-02,19754000000
2006-03-03,19652325000
2006-03-06,19631990000
2006-03-07,19495455000
2006-03-08,19419925000
2006-03-09,19419925000
2006-03-10,19623275000
2006-03-13,19620370000
2006-03-14,20088075000
2006-03-15,20297235000
2006-03-16,20061930000
2006-03-17,20291425000
2006-03-20,20236230000
2006-03-21,20029975000
2006-03-22,20195560000
2006-03-23,20253660000
2006-03-24,20500584999
2006-03-27,20471535000
2006-03-28,20215895000
2006-03-29,20671980000
2006-03-30,20581925000
2006-03-31,20466144000
2006-04-03,20709584000
2006-04-04,20749680000
2006-04-05,20400272000
2006-04-06,20334400000
2006-04-07,20297168000
2006-04-10,20162560000
2006-04-11,19976400000
2006-04-12,19950624000
2006-04-13,19962080000
2006-04-17,20191200000
2006-04-18,20374496000
2006-04-19,20300032000
2006-04-20,20437504000
2006-04-21,20325808000
2006-04-24,20345856000
2006-04-25,20171152000
2006-04-26,17756800000
2006-04-27,17756800000
2006-04-28,17759664000
2006-05-01,17163952000
2006-05-02,16914784000
2006-05-03,16826000000
2006-05-04,16791632000
2006-05-05,16783040000
2006-05-08,16493776000
2006-05-09,15883744000
2006-05-10,16221696000
2006-05-11,16089952000
2006-05-12,16568240000
2006-05-15,16800223999
2006-05-16,16800223999
2006-05-17,16367760000
2006-05-18,15869423999
2006-05-19,15591616000
2006-05-22,15608800000
2006-05-23,15471328000
2006-05-24,15368223999
2006-05-25,15442688000
2006-05-26,15416912000
2006-05-30,15050320000
2006-05-31,14978720000
2006-06-01,15073232000
2006-06-02,15156288000
2006-06-05,14844112000
2006-06-06,15176336000
2006-06-07,14878480000
2006-06-08,14947216000
2006-06-09,15107600000
2006-06-12,14867023999
2006-06-13,14443152000
2006-06-14,14563440000
2006-06-15,14930032000
2006-06-16,15101872000
2006-06-19,15076096000
2006-06-20,15076096000
2006-06-21,15199248000
2006-06-22,15093280000
2006-06-23,15282304000
2006-06-26,15190656000
2006-06-27,15121920000
2006-06-28,15339584000
2006-06-29,15468464000
2006-06-30,15286922000
2006-07-03,15480605000
2006-07-05,15418851000
2006-07-06,15385167000
2006-07-07,15090432000
2006-07-10,15093239000
2006-07-11,14902363000
2006-07-12,14568330000
2006-07-13,14161315000
2006-07-14,14127631000
2006-07-17,14119210000
2006-07-18,14329735000
2006-07-19,14635698000
2006-07-20,14346577000
2006-07-21,14186578000
2006-07-24,14582365000
2006-07-25,14877100000
2006-07-26,15371132000
2006-07-27,15340255000
2006-07-28,15741656000
2006-07-31,15404816000
2006-08-01,15188677000
2006-08-02,16872877000
2006-08-03,16673580000
2006-08-04,16648317000
2006-08-07,16609019000
2006-08-08,16314284000
2006-08-09,16182355000
2006-08-10,16277793000
2006-08-11,16056040000
2006-08-14,16008321000
2006-08-15,16603405000
2006-08-16,16696036000
2006-08-17,16794281000
2006-08-18,16738141000
2006-08-21,16653931000
2006-08-22,16757790000
2006-08-23,16614633000
2006-08-24,16418143000
2006-08-25,16561300000
2006-08-28,16856035000
2006-08-29,17035683000
2006-08-30,17299541000
2006-08-31,17173226000
2006-09-01,17560592000
2006-09-05,17625153000
2006-09-06,17226559000
2006-09-07,17007613000
2006-09-08,17361295000
2006-09-11,17451119000
2006-09-12,17451119000
2006-09-13,17787959000
2006-09-14,17740240000
2006-09-15,18152869000
2006-09-18,17790766000
2006-09-19,17608311000
2006-09-20,17754275000
2006-09-21,17810415000
2006-09-22,17717784000
2006-09-25,17874976000
2006-09-26,17889011000
2006-09-27,17807608000
2006-09-28,17675679000
2006-09-29,18352166000
2006-10-02,17700875000
2006-10-03,17020390000
2006-10-04,17342725000
2006-10-05,17356500000
2006-10-06,17072735000
2006-10-09,16780705000
2006-10-10,16957025000
2006-10-11,16921210000
2006-10-12,16970800000
2006-10-13,17290380000
2006-10-16,17463945000
2006-10-17,17315175000
2006-10-18,17541085000
2006-10-19,18064535000
2006-10-20,17954335000
2006-10-23,18218815000
2006-10-24,17750465000
2006-10-25,17940560000
2006-10-26,18306975000
2006-10-27,18160960000
2006-10-30,18100350000
2006-10-31,18265650000
2006-11-01,18155450000
2006-11-02,18059025000
2006-11-03,18122390000
2006-11-06,18199530000
2006-11-07,18188510000
2006-11-08,18202285000
2006-11-09,18229835000
2006-11-10,18249120000
2006-11-13,18725735000
2006-11-14,18882770000
2006-11-15,18951645000
2006-11-16,19092150000
2006-11-17,18976440000
2006-11-20,19213370000
2006-11-21,19127965000
2006-11-22,19268470000
2006-11-24,19210615000
2006-11-27,18667880000
2006-11-28,18871750000
2006-11-29,19086640000
2006-11-30,19141740000
2006-12-01,19092150000
2006-12-04,19320815000
2006-12-05,19337345000
2006-12-06,19695495000
2006-12-07,19287755000
2006-12-08,19136230000
2006-12-11,19188575000
2006-12-12,19169290000
2006-12-13,19362140000
2006-12-14,19318060000
2006-12-15,19235410000
2006-12-18,19199595000
2006-12-19,19257450000
2006-12-20,19384180000
2006-12-21,19414485000
2006-12-22,19307040000
2006-12-26,19373160000
2006-12-27,19296020000
2006-12-28,19298775000
2006-12-29,19026030000
2007-01-03,19527864000
2007-01-04,19386237000
2007-01-05,19100206000
2007-01-08,19094652000
2007-01-09,18939140000
2007-01-10,19139084000
2007-01-11,19380683000
2007-01-12,19264049000
2007-01-16,19261272000
2007-01-17,19588958000
2007-01-18,19627836000
2007-01-19,19811118000
2007-01-22,19924975000
2007-01-23,20094372000
2007-01-24,20099926000
2007-01-25,19944414000
2007-01-26,19647275000
2007-01-29,19783348000
2007-01-30,19605620000
2007-01-31,19872212000
2007-02-01,20163797000
2007-02-02,20124919000
2007-02-05,20019393000
2007-02-06,20163797000
2007-02-07,20535915000
2007-02-08,20783068000
2007-02-09,20469267000
2007-02-12,19947191000
2007-02-13,19702815000
2007-02-14,19905536000
2007-02-15,19938860000
2007-02-16,20183236000
2007-02-20,20188790000
2007-02-21,19775017000
2007-02-22,19102983000
2007-02-23,18725311000
2007-02-26,18153249000
2007-02-27,18017176000
2007-02-28,17972744000
2007-03-01,18369855000
2007-03-02,18355970000
2007-03-05,17911650000
2007-03-06,18247667000
2007-03-07,18053277000
2007-03-08,18136587000
2007-03-09,18003291000
2007-03-12,17653389000
2007-03-13,16539812000
2007-03-14,16725871000
2007-03-15,17636727000
2007-03-16,17550640000
2007-03-19,17850556000
2007-03-20,17892211000
2007-03-21,18430949000
2007-03-22,18422618000
2007-03-23,18208789000
2007-03-26,17911650000
2007-03-27,17475661000
2007-03-28,17084104000
2007-03-29,17242393000
2007-03-30,17234062000
2007-04-02,16521088000
2007-04-03,16550744000
2007-04-04,16459080000
2007-04-05,16475256000
2007-04-09,16655888000
2007-04-10,16224528000
2007-04-11,16340456000
2007-04-12,16720592000
2007-04-13,16930880000
2007-04-16,17718112000
2007-04-17,18440640000
2007-04-18,18305840000
2007-04-19,18327408000
2007-04-20,18354368000
2007-04-23,18087464000
2007-04-24,18330104000
2007-04-25,18456816000
2007-04-26,18316624000
2007-04-27,18092856000
2007-04-30,17825952000
2007-05-01,17650712000
2007-05-02,17820560000
2007-05-03,17890656000
2007-05-04,18047024000
2007-05-07,17674976000
2007-05-08,18394808000
2007-05-09,18494560000
2007-05-10,18041632000
2007-05-11,18359760000
2007-05-14,18322016000
2007-05-15,18030848000
2007-05-16,18378632000
2007-05-17,18092856000
2007-05-18,18243832000
2007-05-21,18402896000
2007-05-22,18343584000
2007-05-23,19440856000
2007-05-24,18847736000
2007-05-25,18826168000
2007-05-29,19103856000
2007-05-30,19562176000
2007-05-31,18777640000
2007-06-01,18634752000
2007-06-04,19146992000
2007-06-05,18969056000
2007-06-06,19068808000
2007-06-07,18518824000
2007-06-08,18516128000
2007-06-11,18454120000
2007-06-12,18009280000
2007-06-13,18014672000
2007-06-14,18055112000
2007-06-15,18243832000
2007-06-18,18063200000
2007-06-19,18063200000
2007-06-20,17319104000
2007-06-21,17251704000
2007-06-22,17084552000
2007-06-25,16477952000
2007-06-26,16731376000
2007-06-27,16868872000
2007-06-28,16858088000
2007-06-29,16769120000
2007-07-02,16266888000
2007-07-03,15965358000
2007-07-05,16106946000
2007-07-06,16332438000
2007-07-09,16125300000
2007-07-10,15834258000
2007-07-11,15965358000
2007-07-12,16041396000
2007-07-13,16416342000
2007-07-16,16025664000
2007-07-17,15936516000
2007-07-18,15616632000
2007-07-19,15595656000
2007-07-20,15396384000
2007-07-23,15443580000
2007-07-24,14667468000
2007-07-25,15039792000
2007-07-26,14504904000
2007-07-27,14423622000
2007-07-30,14297766000
2007-07-31,14106360000
2007-08-01,14523258000
2007-08-02,15010950000
2007-08-03,13964772000
2007-08-06,14192886000
2007-08-07,14649114000
2007-08-08,15301992000
2007-08-09,14879850000
2007-08-10,14342340000
2007-08-13,13741902000
2007-08-14,13104756000
2007-08-15,12894996000
2007-08-16,12900240000
2007-08-17,13104756000
2007-08-20,12032358000
2007-08-21,12268338000
2007-08-22,12213276000
2007-08-23,12124128000
2007-08-24,12179190000
2007-08-27,12100530000
2007-08-28,11754426000
2007-08-29,12071688000
2007-08-30,11822598000
2007-08-31,12021870000
2007-09-04,12121506000
2007-09-05,11785890000
2007-09-06,12069066000
2007-09-07,11610216000
2007-09-10,11576130000
2007-09-11,11673144000
2007-09-12,11604972000
2007-09-13,11746560000
2007-09-14,11636436000
2007-09-17,11240514000
2007-09-18,12375840000
2007-09-19,12769140000
2007-09-20,12501696000
2007-09-21,12674748000
2007-09-24,12349620000
2007-09-25,12079554000
2007-09-26,12425658000
2007-09-27,13207014000
2007-09-28,13214880000
2007-10-01,13018188000
2007-10-02,13109726000
2007-10-03,13339808000
2007-10-04,12926650000
2007-10-05,13062720000
2007-10-08,12750996000
2007-10-09,12790580000
2007-10-10,12535758000
2007-10-11,12162184000
2007-10-12,12221560000
2007-10-15,11927154000
2007-10-16,11820772000
2007-10-17,11702020000
2007-10-18,11652540000
2007-10-19,11469464000
2007-10-22,11563476000
2007-10-23,11721812000
2007-10-24,11363082000
2007-10-25,10719842000
2007-10-26,10734686000
2007-10-29,10709946000
2007-10-30,10700050000
2007-10-31,10816328000
2007-11-01,10395748000
2007-11-02,10155770000
2007-11-05,10123608000
2007-11-06,10168140000
2007-11-07,9648600000
2007-11-08,9411096000
2007-11-09,9562010000
2007-11-12,9797040000
2007-11-13,10252256000
2007-11-14,9846520000
2007-11-15,9364090000
2007-11-16,9428414000
2007-11-19,9131534000
2007-11-20,9069684000
2007-11-21,8854446000
2007-11-23,9213176000
2007-11-26,8859394000
2007-11-27,8755486000
2007-11-28,9349246000
2007-11-29,9044944000
2007-11-30,9317084000
2007-12-03,9062262000
2007-12-04,9010308000
2007-12-05,9381408000
2007-12-06,9764878000
2007-12-07,9878682000
2007-12-10,10135978000
2007-12-11,9698080000
2007-12-12,9500160000
2007-12-13,9515004000
2007-12-14,9519952000
2007-12-17,9245338000
2007-12-18,9475420000
2007-12-19,9403674000
2007-12-20,9225546000
2007-12-21,9190910000
2007-12-24,9334402000
2007-12-26,9087002000
2007-12-27,8928666000
2007-12-28,8871764000
2007-12-31,8832180000
2008-01-02,8673844000
2008-01-03,8478398000
2008-01-04,8223576000
2008-01-07,8483346000
2008-01-08,8238419999
2008-01-09,8208732000
2008-01-10,8634260000
2008-01-11,8661474000
2008-01-14,8898978000
2008-01-15,8847024000
2008-01-16,9027626000
2008-01-17,8626838000
2008-01-18,8320062000
2008-01-22,8500664000
2008-01-23,8807440000
2008-01-24,9064736000
2008-01-25,8908874000
2008-01-28,8750538000
2008-01-29,8901452000
2008-01-30,8668896000
2008-01-31,8599624000
2008-02-01,8901452000
2008-02-04,8708480000
2008-02-05,8401704000
2008-02-06,8290373999
2008-02-07,9153800000
2008-02-08,8916296000
2008-02-11,8988042000
2008-02-12,9552114000
2008-02-13,9777248000
2008-02-14,9539744000
2008-02-15,9596646000
2008-02-19,9500160000
2008-02-20,9670866000
2008-02-21,9522426000
2008-02-22,9475420000
2008-02-25,9626334000
2008-02-26,10467494000
2008-02-27,10163192000
2008-02-28,10019700000
2008-02-29,9396252000
2008-03-03,9275026000
2008-03-04,9267604000
2008-03-05,9299766000
2008-03-06,8898978000
2008-03-07,8898978000
2008-03-10,8782700000
2008-03-11,8706006000
2008-03-12,8517982000
2008-03-13,8569936000
2008-03-14,8122142000
2008-03-17,7931644000
2008-03-18,8735694000
2008-03-19,8325010000
2008-03-20,8827232000
2008-03-24,9069684000
2008-03-25,9059788000
2008-03-26,9124112000
2008-03-27,8901452000
2008-03-28,8666422000
2008-03-31,8519418000
2008-04-01,9055092000
2008-04-02,9194514000
2008-04-03,9089336000
2008-04-04,9282570000
2008-04-07,9353504000
2008-04-08,9333936000
2008-04-09,9104012000
2008-04-10,9072214000
2008-04-11,8727328000
2008-04-14,8546323999
2008-04-15,8688192000
2008-04-16,8915670000
2008-04-17,9157824000
2008-04-18,9319260000
2008-04-21,9138256000
2008-04-22,8930346000
2008-04-23,9162716000
2008-04-24,9077106000
2008-04-25,9140702000
2008-04-28,9064876000
2008-04-29,9267894000
2008-04-30,9040416000
2008-05-01,9439114000
2008-05-02,9632348000
2008-05-05,9512494000
2008-05-06,9774216000
2008-05-07,9754648000
2008-05-08,9617672000
2008-05-09,9647024000
2008-05-12,10026154000
2008-05-13,10451758000
2008-05-14,10618086000
2008-05-15,10906714000
2008-05-16,11007000000
2008-05-19,11195342000
2008-05-20,10737940000
2008-05-21,9028186000
2008-05-22,8441145999
2008-05-23,8355535999
2008-05-27,8529201999
2008-05-28,8854520000
2008-05-29,9157824000
2008-05-30,9069768000
2008-06-02,8964590000
2008-06-03,9404870000
2008-06-04,9693498000
2008-06-05,10121548000
2008-06-06,9571198000
2008-06-09,9321706000
2008-06-10,9683714000
2008-06-11,9404870000
2008-06-12,9610334000
2008-06-13,9717958000
2008-06-16,9678822000
2008-06-17,9321706000
2008-06-18,9260556000
2008-06-19,9417100000
2008-06-20,9275232000
2008-06-23,8932792000
2008-06-24,8697976000
2008-06-25,8940130000
2008-06-26,8563445999
2008-06-27,8494957999
2008-06-30,8310371999
2008-07-01,8187309000
2008-07-02,8071485000
2008-07-03,8189721999
2008-07-07,7979791000
2008-07-08,8071485000
2008-07-09,7832598000
2008-07-10,7943596000
2008-07-11,7480300000
2008-07-14,7521321000
2008-07-15,7473061000
2008-07-16,8018398999
2008-07-17,8394827000
2008-07-18,8479282000
2008-07-21,8240395000
2008-07-22,8616823000
2008-07-23,8679561000
2008-07-24,8254873000
2008-07-25,8233155999
2008-07-28,8095614999
2008-07-29,8722995000
2008-07-30,8503412000
2008-07-31,8399653000
2008-08-01,8592693000
2008-08-04,8754364000
2008-08-05,9166987000
2008-08-06,9275572000
2008-08-07,9135618000
2008-08-08,9497568000
2008-08-11,9746107000
2008-08-12,9319006000
2008-08-13,9234551000
2008-08-14,9502394000
2008-08-15,9659239000
2008-08-18,9343136000
2008-08-19,9068054000
2008-08-20,8899144000
2008-08-21,9002903000
2008-08-22,9439656000
2008-08-25,9176639000
2008-08-26,9253855000
2008-08-27,9543415000
2008-08-28,9777476000
2008-08-29,9811258000
2008-09-02,9917430000
2008-09-03,9953625000
2008-09-04,9606153000
2008-09-05,9458960000
2008-09-08,10018776000
2008-09-09,9545828000
2008-09-10,9415526000
2008-09-11,9463786000
2008-09-12,9319006000
2008-09-15,8735060000
2008-09-16,8976360000
2008-09-17,8230743000
2008-09-18,8831580000
2008-09-19,8720582000
2008-09-22,8303132999
2008-09-23,8279003000
2008-09-24,8293480999
2008-09-25,8180070000
2008-09-26,8011160000
2008-09-29,7485126000
2008-09-30,8003600000
2008-10-01,7532800000
2008-10-02,7090248000
2008-10-03,7062000000
2008-10-06,6657112000
2008-10-07,6492332000
2008-10-08,6355800000
2008-10-09,5630768000
2008-10-10,5475404000
2008-10-13,5842628000
2008-10-14,6485270000
2008-10-15,5748468000
2008-10-16,5889708000
2008-10-17,5875584000
2008-10-20,6179250000
2008-10-21,5720220000
2008-10-22,5086994000
2008-10-23,4976356000
2008-10-24,4540866000
2008-10-27,4227784000
2008-10-28,4851594000
2008-10-29,4955170000
2008-10-30,5642538000
2008-10-31,6026240000
2008-11-03,6002700000
2008-11-04,5972098000
2008-11-05,5449510000
2008-11-06,5329456000
2008-11-07,5416554000
2008-11-10,5042268000
2008-11-11,4875134000
2008-11-12,4498494000
2008-11-13,5214110000
2008-11-14,4550282000
2008-11-17,4444352000
2008-11-18,4498494000
2008-11-19,4060650000
2008-11-20,3679302000
2008-11-21,4183058000
2008-11-24,4708000000
2008-11-25,4703292000
2008-11-26,5014020000
2008-11-28,5110534000
2008-12-01,4432582000
2008-12-02,4799806000
2008-12-03,5051684000
2008-12-04,4950462000
2008-12-05,5209402000
2008-12-08,5454218000
2008-12-09,5228234000
2008-12-10,5275314000
2008-12-11,4981064000
2008-12-12,4978710000
2008-12-15,4745664000
2008-12-16,5077578000
2008-12-17,5157614000
2008-12-18,5119950000
2008-12-19,5418908000
2008-12-22,5143490000
2008-12-23,4926922000
2008-12-24,4908090000
2008-12-26,4839824000
2008-12-29,4670336000
2008-12-30,4724478000
2008-12-31,4729186000
2009-01-02,5216464000
2009-01-05,5218818000
2009-01-06,5409492000
2009-01-07,5357704000
2009-01-08,5331810000
2009-01-09,5421262000
2009-01-12,5411846000
2009-01-13,5421262000
2009-01-14,5602520000
2009-01-15,5287084000
2009-01-16,5035206000
2009-01-20,4599716000
2009-01-21,4875134000
2009-01-22,4957524000
2009-01-23,5004604000
2009-01-26,4952816000
2009-01-27,5188216000
2009-01-28,5510714000
2009-01-29,5174092000
2009-01-30,5042268000
2009-02-02,5068162000
2009-02-03,5122304000
2009-02-04,5207048000
2009-02-05,5458926000
2009-02-06,5849690000
2009-02-09,5880292000
2009-02-10,5826150000
2009-02-11,5842628000
2009-02-12,5640184000
2009-02-13,5618998000
2009-02-17,5390660000
2009-02-18,5249420000
2009-02-19,5195278000
2009-02-20,4510264000
2009-02-23,4211306000
2009-02-24,4354900000
2009-02-25,4253678000
2009-02-26,4239554000
2009-02-27,4225430000
2009-03-02,3893516000
2009-03-03,3799356000
2009-03-04,3950012000
2009-03-05,3851144000
2009-03-06,3775816000
2009-03-09,3797002000
2009-03-10,4246616000
2009-03-11,4208952000
2009-03-12,4279572000
2009-03-13,4298404000
2009-03-16,4260740000
2009-03-17,4439644000
2009-03-18,4632672000
2009-03-19,4486724000
2009-03-20,4420812000
2009-03-23,4861010000
2009-03-24,5150552000
2009-03-25,5235296000
2009-03-26,5510714000
2009-03-27,5484820000
2009-03-30,5155260000
2009-03-31,5411412000
2009-04-01,5085594000
2009-04-02,5227254000
2009-04-03,5557794000
2009-04-06,5446827000
2009-04-07,5241420000
2009-04-08,5368914000
