,SSP
2009-05-07,90644840
2009-05-08,101908400
2009-05-11,105126560
2009-05-12,101908400
2009-05-13,89035760
2009-05-14,97617520
2009-05-15,90108480
2009-05-18,100299320
2009-05-19,100835680
2009-05-20,99762960
2009-05-21,94935720
2009-05-22,95472080
2009-05-26,108881079
2009-05-27,124435519
2009-05-28,128190040
2009-05-29,104590200
2009-06-01,119071920
2009-06-02,107272000
2009-06-03,109417440
2009-06-04,112099239
2009-06-05,120144640
2009-06-08,127117320
2009-06-09,122826440
2009-06-10,119608280
2009-06-11,119608280
2009-06-12,112099239
2009-06-15,112635600
2009-06-16,101372040
2009-06-17,104590200
2009-06-18,104053840
2009-06-19,104053840
2009-06-22,106735640
2009-06-23,92790280
2009-06-24,95472080
2009-06-25,116390120
2009-06-26,134090000
2009-06-29,117462840
2009-06-30,112830739
2009-07-01,114990180
2009-07-02,101493680
2009-07-06,113370600
2009-07-07,110671299
2009-07-08,112830739
2009-07-09,113910460
2009-07-10,109591579
2009-07-13,122548220
2009-07-14,125247519
2009-07-15,133345420
2009-07-16,131725840
2009-07-17,137664300
2009-07-20,131185980
2009-07-21,132805560
2009-07-22,138744020
2009-07-23,152240520
2009-07-24,186791560
2009-07-27,200288060
2009-07-28,202987360
2009-07-29,199748200
2009-07-30,214864280
2009-07-31,217023719
2009-08-03,252654479
2009-08-04,251034900
2009-08-05,245636300
2009-08-06,242397140
2009-08-07,294763560
2009-08-10,418931360
2009-08-11,312578940
2009-08-12,325535580
2009-08-13,344430680
2009-08-14,353608300
2009-08-17,369264240
2009-08-18,369264240
2009-08-19,370343960
2009-08-20,385999900
2009-08-21,385460040
2009-08-24,393557940
2009-08-25,411913180
2009-08-26,403815280
2009-08-27,408134160
2009-08-28,391398500
2009-08-31,375742560
2009-09-01,364405500
2009-09-02,362246060
2009-09-03,365485220
2009-09-04,378981720
2009-09-08,383840460
2009-09-09,391938360
2009-09-10,412453040
2009-09-11,411913180
2009-09-14,408134160
2009-09-15,429188700
2009-09-16,476696380
2009-09-17,445384500
2009-09-18,430268420
2009-09-21,415152340
2009-09-22,417851640
2009-09-23,395177520
2009-09-24,377362140
2009-09-25,370883820
2009-09-28,388699200
2009-09-29,427569120
2009-09-30,408045000
2009-10-01,376489520
2009-10-02,359623660
2009-10-05,397163800
2009-10-06,400972220
2009-10-07,402060340
2009-10-08,400972220
2009-10-09,416205900
2009-10-12,424366800
2009-10-13,417838080
2009-10-14,442320780
2009-10-15,428719280
2009-10-16,423278680
2009-10-19,458642580
2009-10-20,434159880
2009-10-21,435792060
2009-10-22,442320780
2009-10-23,415117780
2009-10-26,408045000
2009-10-27,385738540
2009-10-28,356903360
2009-10-29,378121700
2009-10-30,346022160
2009-11-02,344934040
2009-11-03,354727120
2009-11-04,343301860
2009-11-05,369960800
2009-11-06,369416740
2009-11-09,372137040
2009-11-10,365064260
2009-11-11,365608320
2009-11-12,362343960
2009-11-13,361255840
2009-11-16,378665760
2009-11-17,377033580
2009-11-18,367784560
2009-11-19,348742460
2009-11-20,348742460
2009-11-23,362343960
2009-11-24,360711780
2009-11-25,356903360
2009-11-27,342213740
2009-11-30,342757800
2009-12-01,346022160
2009-12-02,332420660
2009-12-03,330244420
2009-12-04,328612240
2009-12-07,331332540
2009-12-08,337861260
2009-12-09,338949380
2009-12-10,341125620
2009-12-11,369960800
2009-12-14,377577640
2009-12-15,385738540
2009-12-16,377033580
2009-12-17,364520200
2009-12-18,359079600
2009-12-21,370504860
2009-12-22,369960800
2009-12-23,382474180
2009-12-24,377033580
2009-12-28,375401400
2009-12-29,381930120
2009-12-30,382474180
2009-12-31,383328960
2010-01-04,410316200
2010-01-05,404257840
2010-01-06,400953280
2010-01-07,405359360
2010-01-08,391039600
2010-01-11,394894920
2010-01-12,377821360
2010-01-13,372313760
2010-01-14,377821360
2010-01-15,362950840
2010-01-19,369009200
2010-01-20,359095520
2010-01-21,346428040
2010-01-22,342572720
2010-01-25,357994000
2010-01-26,362950840
2010-01-27,382778200
2010-01-28,377270600
2010-01-29,374516800
2010-02-01,384981240
2010-02-02,399301000
2010-02-03,384430480
2010-02-04,356892480
2010-02-05,357994000
2010-02-08,357994000
2010-02-09,361849320
2010-02-10,372313760
2010-02-11,370110720
2010-02-12,370661480
2010-02-16,392141120
2010-02-17,394894920
2010-02-18,384430480
2010-02-19,386082760
2010-02-22,384430480
2010-02-23,402054800
2010-02-24,417476080
2010-02-25,425737480
2010-02-26,419679120
2010-03-01,476958160
2010-03-02,498437800
2010-03-03,505046920
2010-03-04,501191600
2010-03-05,534237199
2010-03-08,528729600
2010-03-09,519917440
2010-03-10,530932640
2010-03-11,529831119
2010-03-12,518265160
2010-03-15,498988560
2010-03-16,495133240
2010-03-17,500090080
2010-03-18,485770320
2010-03-19,468696760
2010-03-22,479161199
2010-03-23,491828680
2010-03-24,481915000
2010-03-25,473653600
2010-03-26,483567279
2010-03-29,483567279
2010-03-30,479161199
2010-03-31,481658449
2010-04-01,490778609
2010-04-05,507308900
2010-04-06,522699170
2010-04-07,516429060
2010-04-08,524409199
2010-04-09,526689240
2010-04-12,527259250
2010-04-13,556899770
2010-04-14,564309900
2010-04-15,560889840
2010-04-16,574570080
2010-04-19,567159950
2010-04-20,575710100
2010-04-21,596800470
2010-04-22,585970280
2010-04-23,591100370
2010-04-26,574000070
2010-04-27,598510500
2010-04-28,651521430
2010-04-29,652661450
2010-04-30,623590940
2010-05-03,651521430
2010-05-04,611620730
2010-05-05,576850120
2010-05-06,526119230
2010-05-07,526689240
2010-05-10,510158949
2010-05-11,523839190
2010-05-12,526689240
2010-05-13,521559150
2010-05-14,504458850
2010-05-17,505598869
2010-05-18,504458850
2010-05-19,489068580
2010-05-20,461708100
2010-05-21,467978210
2010-05-24,464558150
2010-05-25,470258250
2010-05-26,467978210
2010-05-27,508448920
2010-05-28,503318830
2010-06-01,461708100
2010-06-02,484508500
2010-06-03,477668380
2010-06-04,454867980
2010-06-07,433777610
2010-06-08,435487640
2010-06-09,428077510
2010-06-10,448027860
2010-06-11,454867980
2010-06-14,468548220
2010-06-15,491348619
2010-06-16,483938490
2010-06-17,485648520
2010-06-18,483938490
2010-06-21,495908699
2010-06-22,476528359
2010-06-23,470828260
2010-06-24,446887840
2010-06-25,466838190
2010-06-28,463418130
2010-06-29,432067580
2010-06-30,426742050
2010-07-01,418126800
2010-07-02,412957650
2010-07-06,404916750
2010-07-07,411808950
2010-07-08,431336850
2010-07-09,437080350
2010-07-12,423870300
2010-07-13,474413100
2010-07-14,464649150
2010-07-15,445695600
2010-07-16,406065450
2010-07-19,407214150
2010-07-20,412383300
2010-07-21,391706700
2010-07-22,396301500
2010-07-23,421572900
2010-07-26,453162150
2010-07-27,454310850
2010-07-28,448567350
2010-07-29,454310850
2010-07-30,451439100
2010-08-02,465797849
2010-08-03,452013450
2010-08-04,459480000
2010-08-05,457182600
2010-08-06,443398200
2010-08-09,484177050
2010-08-10,458905650
2010-08-11,422147250
2010-08-12,426167700
2010-08-13,416403750
2010-08-16,415255050
2010-08-17,419849850
2010-08-18,423870300
2010-08-19,420998550
2010-08-20,425593350
2010-08-23,404916750
2010-08-24,393429750
2010-08-25,412383300
2010-08-26,402045000
2010-08-27,420424200
2010-08-30,393429750
2010-08-31,391132350
2010-09-01,423870300
2010-09-02,432485550
2010-09-03,436506000
2010-09-07,421572900
2010-09-08,425593350
2010-09-09,435357300
2010-09-10,441100800
2010-09-13,453736500
2010-09-14,446269950
2010-09-15,446269950
2010-09-16,441100800
2010-09-17,436506000
2010-09-20,457182600
2010-09-21,441100800
2010-09-22,437080350
2010-09-23,433634250
2010-09-24,452587800
2010-09-27,454310850
2010-09-28,452587800
2010-09-29,461777399
2010-09-30,456188960
2010-10-01,452715440
2010-10-04,446926240
2010-10-05,464293840
2010-10-06,459083560
2010-10-07,448663000
2010-10-08,467767360
2010-10-11,471240880
2010-10-12,474135480
2010-10-13,494976600
2010-10-14,494976600
2010-10-15,484556039
2010-10-18,487450640
2010-10-19,464872759
2010-10-20,475872240
2010-10-21,468346280
2010-10-22,471240880
2010-10-25,476451160
2010-10-26,517554480
2010-10-27,507133920
2010-10-28,511765280
2010-10-29,505976080
2010-11-01,504818240
2010-11-02,545921560
2010-11-03,530869640
2010-11-04,525080440
2010-11-05,529132880
2010-11-08,530869640
2010-11-09,511765280
2010-11-10,521606920
2010-11-11,509449600
2010-11-12,503660399
2010-11-15,507133920
2010-11-16,492660920
2010-11-17,507133920
2010-11-18,525659360
2010-11-19,524501520
2010-11-22,525080440
2010-11-23,506555000
2010-11-24,530290720
2010-11-26,526817200
2010-11-29,535501000
2010-11-30,522764759
2010-12-01,554605360
2010-12-02,553447520
2010-12-03,563289160
2010-12-06,565604840
2010-12-07,566762680
2010-12-08,565604840
2010-12-09,574288640
2010-12-10,577762160
2010-12-13,576025400
2010-12-14,577183240
2010-12-15,580656760
2010-12-16,578920000
2010-12-17,580656760
2010-12-20,580077840
2010-12-21,580656760
2010-12-22,593393000
2010-12-23,593393000
2010-12-27,593971920
2010-12-28,594550840
2010-12-29,593393000
2010-12-30,591077320
2010-12-31,595693350
2011-01-03,612126270
2011-01-04,598627800
2011-01-05,613886940
2011-01-06,601562250
2011-01-07,602149140
2011-01-10,593345790
2011-01-11,594519570
2011-01-12,601562250
2011-01-13,600388470
2011-01-14,603322920
2011-01-18,592758900
2011-01-19,568109520
2011-01-20,556958610
2011-01-21,544633920
2011-01-24,549915930
2011-01-25,544633920
2011-01-26,555784830
2011-01-27,549329040
2011-01-28,534656789
2011-01-31,532896120
2011-02-01,537004350
2011-02-02,538765020
2011-02-03,553437270
2011-02-04,555784830
2011-02-07,570457080
2011-02-08,566935740
2011-02-09,559306170
2011-02-10,558719280
2011-02-11,555197940
2011-02-14,560479950
2011-02-15,550502820
2011-02-16,562827510
2011-02-17,558132390
2011-02-18,561066840
2011-02-22,544047030
2011-02-23,534069900
2011-02-24,534069900
2011-02-25,551089710
2011-02-28,561653730
2011-03-01,555784830
2011-03-02,573391530
2011-03-03,592172010
2011-03-04,577499760
2011-03-07,565761960
2011-03-08,552850380
2011-03-09,549915930
2011-03-10,529961669
2011-03-11,532896120
2011-03-14,544047030
2011-03-15,533483010
2011-03-16,524679660
2011-03-17,525853440
2011-03-18,537591240
2011-03-21,564001290
2011-03-22,558719280
2011-03-23,560479950
2011-03-24,559306170
2011-03-25,564588180
2011-03-28,568109520
2011-03-29,582781770
2011-03-30,594519570
2011-03-31,581199300
2011-04-01,572980320
2011-04-04,586482930
2011-04-05,584134650
2011-04-06,577676880
2011-04-07,570044970
2011-04-08,558890640
2011-04-11,565348410
2011-04-12,548910450
2011-04-13,551845800
2011-04-14,541865610
2011-04-15,547736310
2011-04-18,542452680
2011-04-19,546562170
2011-04-20,551258730
2011-04-21,553019940
2011-04-25,557716500
2011-04-26,567109620
2011-04-27,564174270
2011-04-28,560064780
2011-04-29,557716500
2011-05-02,553019940
2011-05-03,544213890
2011-05-04,541278540
2011-05-05,543626820
2011-05-06,543039750
2011-05-09,548323380
2011-05-10,535994910
2011-05-11,534233700
2011-05-12,534233700
2011-05-13,537169050
2011-05-16,531885420
2011-05-17,528950070
2011-05-18,531298350
2011-05-19,538343190
2011-05-20,535994910
2011-05-23,523666440
2011-05-24,508402620
2011-05-25,517208670
2011-05-26,520731089
2011-05-27,521905230
2011-05-31,503706060
2011-06-01,479636190
2011-06-02,491964660
2011-06-03,487855170
2011-06-06,493138800
2011-06-07,496074149
2011-06-08,488442240
2011-06-09,492551730
2011-06-10,476700839
2011-06-13,474352560
2011-06-14,481397399
2011-06-15,483158610
2011-06-16,490790519
2011-06-17,494900010
2011-06-20,513099180
2011-06-21,528950070
2011-06-22,524253510
2011-06-23,534820769
2011-06-24,531298350
2011-06-27,537756120
2011-06-28,548323380
2011-06-29,547736310
2011-06-30,549584780
2011-07-01,552994820
2011-07-05,555836520
2011-07-06,548448100
2011-07-07,554131500
2011-07-08,541628020
2011-07-11,527987859
2011-07-12,525714500
2011-07-13,529124540
2011-07-14,497297500
2011-07-15,495024140
2011-07-18,477405600
2011-07-19,491614100
2011-07-20,483089000
2011-07-21,497865840
2011-07-22,497297500
2011-07-25,495024140
2011-07-26,488204060
2011-07-27,481383980
2011-07-28,487635720
2011-07-29,489909079
2011-08-01,482520660
2011-08-02,468312160
2011-08-03,475700579
2011-08-04,448988600
2011-08-05,448420260
2011-08-08,402384720
2011-08-09,464333780
2011-08-10,413751520
2011-08-11,445010220
2011-08-12,431938400
2011-08-15,454672000
2011-08-16,445578560
2011-08-17,449556940
2011-08-18,418866580
2011-08-19,404089740
2011-08-22,405226420
2011-08-23,436485120
2011-08-24,451830300
2011-08-25,431370060
2011-08-26,442736860
2011-08-29,479678960
2011-08-30,483657340
2011-08-31,477405600
2011-09-01,459787060
2011-09-02,429096700
2011-09-06,417729900
2011-09-07,450693620
2011-09-08,432506740
2011-09-09,412046500
2011-09-12,414888200
2011-09-13,420003260
2011-09-14,434780100
2011-09-15,442168520
2011-09-16,444441880
2011-09-19,435916780
2011-09-20,425118320
2011-09-21,401248040
2011-09-22,385902860
2011-09-23,399543020
2011-09-26,416593220
2011-09-27,427391680
2011-09-28,399543020
2011-09-29,410909820
2011-09-30,382585000
2011-10-03,368374700
2011-10-04,362909200
2011-10-05,356897150
2011-10-06,362909200
2011-10-07,353071300
2011-10-10,368921250
2011-10-11,367281600
2011-10-12,376572950
2011-10-13,390236700
2011-10-14,391329800
2011-10-17,380945350
2011-10-18,399528050
2011-10-19,387503950
2011-10-20,396248750
2011-10-21,408819400
2011-10-24,434507250
2011-10-25,421936600
2011-10-26,440519300
2011-10-27,467300250
2011-10-28,463474400
2011-10-31,455822700
2011-11-01,431774500
2011-11-02,450357200
2011-11-03,467846800
2011-11-04,462927850
2011-11-07,463474400
2011-11-08,486976050
2011-11-09,452543399
2011-11-10,454183050
2011-11-11,467300250
2011-11-14,471126099
2011-11-15,488615700
2011-11-16,471672650
2011-11-17,461834749
2011-11-18,468939900
2011-11-21,440519300
2011-11-22,439972750
2011-11-23,424122800
2011-11-25,415378000
2011-11-28,434507250
2011-11-29,432321050
2011-11-30,464567500
2011-12-01,455822700
2011-12-02,466753699
2011-12-05,479324350
2011-12-06,463474400
2011-12-07,466207149
2011-12-08,436146900
2011-12-09,461288200
2011-12-12,447624450
2011-12-13,437240000
2011-12-14,424122800
2011-12-15,421936600
2011-12-16,434507250
2011-12-19,413191800
2011-12-20,436693450
2011-12-21,448717550
2011-12-22,452543399
2011-12-23,458008900
2011-12-27,455276150
2011-12-28,439972750
2011-12-29,445984800
2011-12-30,437786550
2012-01-03,462301000
2012-01-04,457918999
2012-01-05,465587500
2012-01-06,457918999
2012-01-09,449154999
2012-01-10,456275750
2012-01-11,455728000
2012-01-12,461205500
2012-01-13,454084749
2012-01-17,448059500
2012-01-18,454632500
2012-01-19,455180250
2012-01-20,454084749
2012-01-23,457918999
2012-01-24,460110000
2012-01-25,462848749
2012-01-26,459562250
2012-01-27,466135250
2012-01-30,459562250
2012-01-31,463944250
2012-02-01,479281250
2012-02-02,481472249
2012-02-03,489140750
2012-02-06,499000249
2012-02-07,497904750
2012-02-08,492975000
2012-02-09,489140750
2012-02-10,475994750
2012-02-13,480924499
2012-02-14,487497500
2012-02-15,491879500
2012-02-16,499000249
2012-02-17,502286750
2012-02-21,513241749
2012-02-22,507764250
2012-02-23,515432750
2012-02-24,528031000
2012-02-27,527483250
2012-02-28,534056250
2012-02-29,521458000
2012-03-01,511050750
2012-03-02,500643500
2012-03-05,509955250
2012-03-06,500095750
2012-03-07,496261500
2012-03-08,502286750
2012-03-09,509407500
2012-03-12,509407500
2012-03-13,519267000
2012-03-14,512146250
2012-03-15,536795000
2012-03-16,535151750
2012-03-19,540081500
2012-03-20,524196750
2012-03-21,534056250
2012-03-22,526935499
2012-03-23,541724750
2012-03-26,546106750
2012-03-27,547202250
2012-03-28,543915750
2012-03-29,542272500
2012-03-30,540629250
2012-04-02,548702700
2012-04-03,537122040
2012-04-04,531607440
2012-04-05,533261820
2012-04-09,524989920
2012-04-10,509549040
2012-04-11,522232620
2012-04-12,524989920
2012-04-13,518923860
2012-04-16,521129699
2012-04-17,524438460
2012-04-18,515063640
2012-04-19,511203420
2012-04-20,513960720
2012-04-23,502380059
2012-04-24,501277140
2012-04-25,506240280
2012-04-26,511203420
2012-04-27,508446120
2012-04-30,505137360
2012-05-01,502931519
2012-05-02,500174220
2012-05-03,499071300
2012-05-04,477012900
2012-05-07,474807059
2012-05-08,487490640
2012-05-09,499622760
2012-05-10,529953059
2012-05-11,514512180
2012-05-14,510651960
2012-05-15,517269480
2012-05-16,515063640
2012-05-17,504585900
2012-05-18,501828600
2012-05-21,518372400
2012-05-22,504585900
2012-05-23,503482980
2012-05-24,509549040
2012-05-25,507343199
2012-05-29,512857800
2012-05-30,501828600
2012-05-31,495762540
2012-06-01,469292460
2012-06-04,469292460
2012-06-05,467638080
2012-06-06,483078960
2012-06-07,474807059
2012-06-08,488593559
2012-06-11,467086620
2012-06-12,481424580
2012-06-13,468189540
2012-06-14,485836260
2012-06-15,502380059
2012-06-18,511754879
2012-06-19,518923860
2012-06-20,517820940
2012-06-21,505688820
2012-06-22,516718019
2012-06-25,516718019
2012-06-26,520026780
2012-06-27,526092839
2012-06-28,523887000
2012-06-29,529953059
2012-07-02,540906300
2012-07-03,540906300
2012-07-05,534349859
2012-07-06,526154310
2012-07-09,522329720
2012-07-10,520690609
2012-07-11,513041430
2012-07-12,510309580
2012-07-13,531618010
2012-07-16,519597870
2012-07-17,516866020
2012-07-18,516866020
2012-07-19,507577729
2012-07-20,502114030
2012-07-23,501567660
2012-07-24,489001149
2012-07-25,487362040
2012-07-26,503206770
2012-07-27,522329720
2012-07-30,513587800
2012-07-31,507577729
2012-08-01,499928550
2012-08-02,499382180
2012-08-03,526154310
2012-08-06,525607939
2012-08-07,538174450
2012-08-08,543091780
2012-08-09,541452670
2012-08-10,542545410
2012-08-13,543091780
2012-08-14,545277260
2012-08-15,554019180
2012-08-16,558936510
2012-08-17,560575620
2012-08-20,559482880
2012-08-21,561668360
2012-08-22,556751030
2012-08-23,555658290
2012-08-24,555658290
2012-08-27,563307470
2012-08-28,569317540
2012-08-29,573142130
2012-08-30,568224800
2012-08-31,566585690
2012-09-04,593904190
2012-09-05,614666250
2012-09-06,609202550
2012-09-07,609202550
2012-09-10,605924330
2012-09-11,600460630
2012-09-12,598821520
2012-09-13,601007000
2012-09-14,599367890
2012-09-17,599914260
2012-09-18,598821520
2012-09-19,593357820
2012-09-20,588986860
2012-09-21,590625970
2012-09-24,586801380
2012-09-25,578605830
2012-09-26,576420350
2012-09-27,590079600
2012-09-28,581884050
2012-10-01,590371840
2012-10-02,593125440
2012-10-03,596429760
2012-10-04,604690560
2012-10-05,599734080
2012-10-08,595879040
2012-10-09,589270400
2012-10-10,593676160
2012-10-11,595879040
2012-10-12,595879040
2012-10-15,606342720
2012-10-16,605792000
2012-10-17,610748480
2012-10-18,606893440
2012-10-19,604139840
2012-10-22,612951360
2012-10-23,598081920
2012-10-24,593125440
2012-10-25,592574720
2012-10-26,592024000
2012-10-31,584313920
2012-11-01,592574720
2012-11-02,582661760
2012-11-05,573299520
2012-11-06,580458880
2012-11-07,562285120
2012-11-08,560082240
2012-11-09,583212480
2012-11-12,576053120
2012-11-13,571647360
2012-11-14,533647680
2012-11-15,518778240
2012-11-16,505010240
2012-11-19,519879680
2012-11-20,518778240
2012-11-21,525386879
2012-11-23,530343360
2012-11-26,545763520
2012-11-27,550720000
2012-11-28,561183680
2012-11-29,565038720
2012-11-30,560632960
2012-12-03,570545920
2012-12-04,571096640
2012-12-05,580458880
2012-12-06,582111040
2012-12-07,584313920
2012-12-10,572748800
2012-12-11,573299520
2012-12-12,590922560
2012-12-13,574951680
2012-12-14,575502400
2012-12-17,577705280
2012-12-18,588168960
2012-12-19,584864640
2012-12-20,590371840
2012-12-21,588719680
2012-12-24,574400960
2012-12-26,569995200
2012-12-27,571647360
2012-12-28,573850240
2012-12-31,608927300
2013-01-02,618503400
2013-01-03,607800700
2013-01-04,608927300
2013-01-07,604420900
2013-01-08,608364000
2013-01-09,616250200
2013-01-10,617940100
2013-01-11,618503400
2013-01-14,619630000
2013-01-15,619066700
2013-01-16,609490600
2013-01-17,611180500
2013-01-18,612870400
2013-01-22,612870400
2013-01-23,613997000
2013-01-24,620193300
2013-01-25,619066700
2013-01-28,621319900
2013-01-29,621319900
2013-01-30,618503400
2013-01-31,619066700
2013-02-01,636529000
2013-02-04,640472100
2013-02-05,640472100
2013-02-06,650611500
2013-02-07,638218900
2013-02-08,644415200
2013-02-11,643851900
2013-02-12,644978500
2013-02-13,643288600
2013-02-14,656244500
2013-02-15,653991300
2013-02-19,656244500
2013-02-20,648358300
2013-02-21,639345500
2013-02-22,639908800
2013-02-25,639345500
2013-02-26,604420900
2013-02-27,584142100
2013-02-28,608927300
2013-03-01,611743800
2013-03-04,634839100
2013-03-05,623573100
2013-03-06,612870400
2013-03-07,615123600
2013-03-08,629769400
2013-03-11,635965700
2013-03-12,632022600
2013-03-13,641598700
2013-03-14,651738100
2013-03-15,647795000
2013-03-18,648358300
2013-03-19,650048200
2013-03-20,661877500
2013-03-21,650611500
2013-03-22,661314200
2013-03-25,678213200
2013-03-26,678213200
2013-03-27,677649900
2013-03-28,677649900
2013-04-01,679035360
2013-04-02,683056720
2013-04-03,685354640
2013-04-04,697418720
2013-04-05,700865600
2013-04-08,718100000
2013-04-09,716376560
2013-04-10,743377120
2013-04-11,756590160
2013-04-12,753717760
2013-04-15,747972960
2013-04-16,774399040
2013-04-17,770377680
2013-04-18,751419840
2013-04-19,793931360
2013-04-22,792782400
2013-04-23,800825120
2013-04-24,795654800
2013-04-25,801974080
2013-04-26,793356880
2013-04-29,795654800
2013-04-30,797952720
2013-05-01,791633440
2013-05-02,807718880
2013-05-03,828400160
2013-05-06,808867840
2013-05-07,815187120
2013-05-08,781867280
2013-05-09,772101120
2013-05-10,792207920
2013-05-13,784165200
2013-05-14,787612080
2013-05-15,780143840
2013-05-16,780718320
2013-05-17,785888640
2013-05-20,785314160
2013-05-21,781292800
2013-05-22,758313600
2013-05-23,761760480
2013-05-24,768079760
2013-05-28,783590720
2013-05-29,781292800
2013-05-30,781867280
2013-05-31,784165200
2013-06-03,776696960
2013-06-04,792782400
2013-06-05,788761040
2013-06-06,776696960
2013-06-07,793356880
2013-06-10,788186560
2013-06-11,780143840
2013-06-12,768654240
2013-06-13,867464800
2013-06-14,861720000
2013-06-17,881252320
2013-06-18,887571600
2013-06-19,884124720
2013-06-20,855975200
2013-06-21,865741360
2013-06-24,865741360
2013-06-25,888146080
2013-06-26,902508080
2013-06-27,903657040
2013-06-28,895039840
2013-07-01,912206187
2013-07-02,903355187
2013-07-03,905567937
2013-07-05,900589250
2013-07-08,949269750
2013-07-09,950376125
2013-07-10,959227125
2013-07-11,962546249
2013-07-12,979141875
2013-07-15,996290687
2013-07-16,975822750
2013-07-17,981354624
2013-07-18,983014187
2013-07-19,970844062
2013-07-22,968078125
2013-07-23,957014375
2013-07-24,951482500
2013-07-25,948163375
2013-07-26,939865562
2013-07-29,918844437
2013-07-30,918291250
2013-07-31,918844437
2013-08-01,922716750
2013-08-02,923269937
2013-08-05,822589812
2013-08-06,799355937
2013-08-07,798802750
2013-08-08,806547375
2013-08-09,807100562
2013-08-12,834206750
2013-08-13,843610937
2013-08-14,829228062
2013-08-15,798802750
2013-08-16,807653750
2013-08-19,810972875
2013-08-20,833100375
2013-08-21,837525875
2013-08-22,880674500
2013-08-23,882334062
2013-08-26,856887437
2013-08-27,812632437
2013-08-28,818717500
2013-08-29,855781062
2013-08-30,841398187
2013-09-03,857440625
2013-09-04,859100187
2013-09-05,860206562
2013-09-06,856334250
2013-09-09,867951187
2013-09-10,855781062
2013-09-11,864632062
2013-09-12,854674687
2013-09-13,860206562
2013-09-16,850249187
2013-09-17,899482875
2013-09-18,921057187
2013-09-19,926589062
2013-09-20,929355000
2013-09-23,947610187
2013-09-24,973610000
2013-09-25,982461000
2013-09-26,994631125
2013-09-27,1009013999
2013-09-30,1027233000
2013-10-01,1038988799
2013-10-02,1023874200
2013-10-03,1017156600
2013-10-04,1027233000
2013-10-07,1014357600
2013-10-08,1009879200
2013-10-09,988606800
2013-10-10,1011558600
2013-10-11,1059141600
2013-10-14,1067538600
2013-10-15,1055782800
2013-10-16,1082653200
2013-10-17,1077055200
2013-10-18,1123518600
2013-10-21,1118480400
2013-10-22,1118480400
2013-10-23,1109523600
2013-10-24,1113442200
2013-10-25,1116801000
2013-10-28,1091610000
2013-10-29,1088811000
2013-10-30,1077055200
2013-10-31,1109523600
2013-11-01,1107844200
2013-11-04,1099447200
2013-11-05,1086571800
2013-11-06,1074816000
2013-11-07,1061380800
2013-11-08,1044026999
2013-11-11,1021635000
2013-11-12,1004281200
2013-11-13,1042907400
2013-11-14,1027233000
2013-11-15,1045706400
2013-11-18,1022194800
2013-11-19,991405800
2013-11-20,976851000
2013-11-21,1063060199
2013-11-22,1078174800
2013-11-25,1075375800
2013-11-26,1093849200
2013-11-27,1087691400
2013-11-29,1134714600
2013-12-02,1109523600
2013-12-03,1107284400
2013-12-04,1114561800
2013-12-05,1106164800
2013-12-06,1093289400
2013-12-09,1090490400
2013-12-10,1064179800
2013-12-11,1073136600
2013-12-12,1090490400
2013-12-13,1088811000
2013-12-16,1131915600
2013-12-17,1140872400
2013-12-18,1163824200
2013-12-19,1159905600
2013-12-20,1174460400
2013-12-23,1206928800
2013-12-24,1209727800
2013-12-26,1219244400
2013-12-27,1201890600
2013-12-30,1213646400
2013-12-31,1218144480
2014-01-02,1182250720
2014-01-03,1181689880
2014-01-06,1142991920
2014-01-07,1141309400
2014-01-08,1137383520
2014-01-09,1115510760
2014-01-10,1110463200
2014-01-13,1079056160
2014-01-14,1091955480
2014-01-15,1082982040
2014-01-16,1086347080
2014-01-17,1068961039
2014-01-21,1030263080
2014-01-22,1010633680
2014-01-23,1017363760
2014-01-24,987078400
2014-01-27,967449000
2014-01-28,998295200
2014-01-29,1035310640
2014-01-30,1049331640
2014-01-31,1032506440
2014-02-03,1011755360
2014-02-04,1013437880
2014-02-05,1017924599
2014-02-06,1037554000
2014-02-07,1039797360
2014-02-10,1020728800
2014-02-11,1029702240
2014-02-12,1058865920
2014-02-13,1066717680
2014-02-14,1038675680
2014-02-18,1043162400
2014-02-19,1030823920
2014-02-20,1072886920
2014-02-21,1083542880
2014-02-24,1098124720
2014-02-25,1102611440
2014-02-26,1099807240
2014-02-27,1098685560
2014-02-28,1100368080
2014-03-03,1094198840
2014-03-04,1200197600
2014-03-05,1171033920
2014-03-06,1114949920
2014-03-07,1027458880
2014-03-10,1030263080
2014-03-11,1009512000
2014-03-12,987078400
2014-03-13,941089520
2014-03-14,961840599
2014-03-17,906878280
2014-03-18,915851719
2014-03-19,945576240
2014-03-20,965205640
2014-03-21,990443440
2014-03-24,991004280
2014-03-25,994930159
2014-03-26,980909159
2014-03-27,970253200
2014-03-28,971935719
2014-03-31,993081959
2014-04-01,985796370
2014-04-02,1021103459
2014-04-03,969543900
2014-04-04,941522400
2014-04-07,900050579
2014-04-08,924149069
2014-04-09,943203689
2014-04-10,937599390
2014-04-11,926390790
2014-04-14,947126699
2014-04-15,935357670
2014-04-16,939280680
2014-04-17,943203689
2014-04-21,938720250
2014-04-22,942643260
2014-04-23,933115949
2014-04-24,939280680
2014-04-25,933115949
2014-04-28,942643260
2014-04-29,958895730
2014-04-30,960016590
2014-05-01,981873360
2014-05-02,1009334430
2014-05-05,1011576150
2014-05-06,1031751630
2014-05-07,1051366680
2014-05-08,982994220
2014-05-09,1062014850
