,HUM
2009-04-23,4594085405
2009-04-24,4577355305
2009-04-27,4893554191
2009-04-28,4850055932
2009-04-29,4823287772
2009-04-30,4814922722
2009-05-01,4838344862
2009-05-04,4828306802
2009-05-05,4958801580
2009-05-06,4980550710
2009-05-07,5193022977
2009-05-08,5457358554
2009-05-11,5199715017
2009-05-12,5196368997
2009-05-13,5131121608
2009-05-14,5318498726
2009-05-15,5283365516
2009-05-18,5256597357
2009-05-19,5208080067
2009-05-20,5229829197
2009-05-21,5146178698
2009-05-22,5090969369
2009-05-26,5208080067
2009-05-27,5214772107
2009-05-28,5246559297
2009-05-29,5241540267
2009-06-01,5378727085
2009-06-02,5377054075
2009-06-03,5186330938
2009-06-04,5188003947
2009-06-05,5179638898
2009-06-08,5003972850
2009-06-09,4885189141
2009-06-10,4927014391
2009-06-11,4868459041
2009-06-12,4920322351
2009-06-15,4717888143
2009-06-16,4731272223
2009-06-17,4741310283
2009-06-18,5126102578
2009-06-19,5285038526
2009-06-22,4975531680
2009-06-23,4987242750
2009-06-24,5104353448
2009-06-25,5278346486
2009-06-26,5305114646
2009-06-29,5251578327
2009-06-30,5400452975
2009-07-01,5443978014
2009-07-02,5219656657
2009-07-06,5179479698
2009-07-07,5353579856
2009-07-08,5161065258
2009-07-09,5224678777
2009-07-10,5082385379
2009-07-13,5120888298
2009-07-14,4734185063
2009-07-15,4774362022
2009-07-16,4914981381
2009-07-17,4851367862
2009-07-20,4863086141
2009-07-21,4928373701
2009-07-22,4918329461
2009-07-23,5117540218
2009-07-24,5278248056
2009-07-27,5197894137
2009-07-28,5519309814
2009-07-29,5482480934
2009-07-30,5539398293
2009-07-31,5499221334
2009-08-03,5651558972
2009-08-04,5608033933
2009-08-05,5477458814
2009-08-06,5505917494
2009-08-07,5608033933
2009-08-10,5758697531
2009-08-11,5713498451
2009-08-12,5658255132
2009-08-13,5844073570
2009-08-14,5807244690
2009-08-17,5947864048
2009-08-18,5859139930
2009-08-19,5845747610
2009-08-20,5971300608
2009-08-21,6034914127
2009-08-24,6182229646
2009-08-25,6220732565
2009-08-26,6051654527
2009-08-27,6197296005
2009-08-28,6065046847
2009-08-31,5976322728
2009-09-01,5912709209
2009-09-02,6210688325
2009-09-03,6217384485
2009-09-04,6326197084
2009-09-08,6138704606
2009-09-09,6373070203
2009-09-10,6619154080
2009-09-11,6610783881
2009-09-14,6604087721
2009-09-15,6491927042
2009-09-16,6808320598
2009-09-17,6731314759
2009-09-18,6677745480
2009-09-21,6654308920
2009-09-22,6614131960
2009-09-23,6532104001
2009-09-24,6393158683
2009-09-25,6294390324
2009-09-28,6366374043
2009-09-29,6364700003
2009-09-30,6255433725
2009-10-01,6252079605
2009-10-02,6151456006
2009-10-05,6230277825
2009-10-06,6248725485
2009-10-07,6356057324
2009-10-08,6022322388
2009-10-09,6253756665
2009-10-12,6389598523
2009-10-13,6317484944
2009-10-14,6376182043
2009-10-15,6248725485
2009-10-16,6196736626
2009-10-19,6226923705
2009-10-20,6379536163
2009-10-21,6215184285
2009-10-22,6337609664
2009-10-23,6295683164
2009-10-26,6072634187
2009-10-27,6283943745
2009-10-28,6151456006
2009-10-29,6495253302
2009-10-30,6302391404
2009-11-02,6206798985
2009-11-03,6317484944
2009-11-04,6515378022
2009-11-05,6693146380
2009-11-06,6783707619
2009-11-09,6961475976
2009-11-10,7011787776
2009-11-11,6995017176
2009-11-12,6842404718
2009-11-13,6892716517
2009-11-16,6934643017
2009-11-17,6894393577
2009-11-18,6867560618
2009-11-19,6847435898
2009-11-20,6782030559
2009-11-23,6956444797
2009-11-24,7020173076
2009-11-25,7060422515
2009-11-27,6998371296
2009-11-30,6961475976
2009-12-01,7120796675
2009-12-02,7134213154
2009-12-03,6797124098
2009-12-04,6760228779
2009-12-07,6810540578
2009-12-08,6793769978
2009-12-09,6855821198
2009-12-10,7050360155
2009-12-11,7016818956
2009-12-14,7114088435
2009-12-15,7236513813
2009-12-16,7352230952
2009-12-17,7291856793
2009-12-18,7300242092
2009-12-21,7553478149
2009-12-22,7592050529
2009-12-23,7672549408
2009-12-24,7620560549
2009-12-28,7617206429
2009-12-29,7529999310
2009-12-30,7442792191
2009-12-31,7382297912
2010-01-04,7683375908
2010-01-05,7680011908
2010-01-06,7733835908
2010-01-07,8093783903
2010-01-08,7991181904
2010-01-11,7896989906
2010-01-12,7767475907
2010-01-13,7910445905
2010-01-14,8076963903
2010-01-15,8159381902
2010-01-19,8736307896
2010-01-20,8623613897
2010-01-21,8707713896
2010-01-22,8578199898
2010-01-25,8335991900
2010-01-26,8119013903
2010-01-27,8245163901
2010-01-28,8206477902
2010-01-29,8177883902
2010-02-01,8193021902
2010-02-02,8460459899
2010-02-03,8238435902
2010-02-04,7933993905
2010-02-05,7908763905
2010-02-08,7863349906
2010-02-09,8060143904
2010-02-10,7922219905
2010-02-11,7875123906
2010-02-12,7728789908
2010-02-16,7738881907
2010-02-17,7844847906
2010-02-18,7770839907
2010-02-19,7627869909
2010-02-22,8051733904
2010-02-23,7875123906
2010-02-24,7890261906
2010-02-25,7927265905
2010-02-26,7960905905
2010-03-01,7986135905
2010-03-02,7987817905
2010-03-03,7987817905
2010-03-04,7925583905
2010-03-05,8097147903
2010-03-08,8065189904
2010-03-09,8063507904
2010-03-10,8127423903
2010-03-11,8241799902
2010-03-12,8068553904
2010-03-15,7989499905
2010-03-16,8023139904
2010-03-17,8112285903
2010-03-18,8425137899
2010-03-19,8409999900
2010-03-22,8295623901
2010-03-23,8245163901
2010-03-24,8056779904
2010-03-25,8051733904
2010-03-26,7939039905
2010-03-29,7977725905
2010-03-30,7962587905
2010-03-31,7879435346
2010-04-01,7904706146
2010-04-05,7936715825
2010-04-06,8058015664
2010-04-07,7832263187
2010-04-08,7801938227
2010-04-09,7603141269
2010-04-12,7498688630
2010-04-13,7426245671
2010-04-14,7412767912
2010-04-15,7412767912
2010-04-16,7400974872
2010-04-19,7523959430
2010-04-20,7609880149
2010-04-21,7488580311
2010-04-22,7493634471
2010-04-23,7670530068
2010-04-26,7338640232
2010-04-27,7340324952
2010-04-28,7697485588
2010-04-29,7950193585
2010-04-30,7702539748
2010-05-03,7810361827
2010-05-04,7724441108
2010-05-05,7845740946
2010-05-06,7680638388
2010-05-07,7471733111
2010-05-10,7741288308
2010-05-11,7682323108
2010-05-12,7748027188
2010-05-13,7716017508
2010-05-14,7707593908
2010-05-17,7731179988
2010-05-18,7783406307
2010-05-19,7790145187
2010-05-20,7470048391
2010-05-21,7532383030
2010-05-24,7549230230
2010-05-25,7448147031
2010-05-26,7503742790
2010-05-27,7700855028
2010-05-28,7758135507
2010-06-01,7668845348
2010-06-02,7990626865
2010-06-03,8125404463
2010-06-04,7983887985
2010-06-07,7849110386
2010-06-08,7855849266
2010-06-09,7891228386
2010-06-10,7963671345
2010-06-11,8078232304
2010-06-14,8103503103
2010-06-15,8251758462
2010-06-16,8226487662
2010-06-17,8337679181
2010-06-18,8297245901
2010-06-21,8298930621
2010-06-22,8155729423
2010-06-23,8194477982
2010-06-24,8073178144
2010-06-25,8103503103
2010-06-28,8096764223
2010-06-29,7744657748
2010-06-30,7653104488
2010-07-01,7472124570
2010-07-02,7430231071
2010-07-06,7450339951
2010-07-07,7606183769
2010-07-08,7698349468
2010-07-09,7741918707
2010-07-12,7694997988
2010-07-13,7768730547
2010-07-14,7855869026
2010-07-15,7850841806
2010-07-16,7651428748
2010-07-19,7795542386
2010-07-20,7792190907
2010-07-21,7659807448
2010-07-22,7763703327
2010-07-23,7711755387
2010-07-26,7860896246
2010-07-27,7813975526
2010-07-28,7664834668
2010-07-29,7736891487
2010-07-30,7879329385
2010-08-02,8165880922
2010-08-03,8192692762
2010-08-04,8331779180
2010-08-05,8373672680
2010-08-06,8480920038
2010-08-09,8497677438
2010-08-10,8492650218
2010-08-11,8199395722
2010-08-12,8263073841
2010-08-13,8266425321
2010-08-16,8211125902
2010-08-17,8323400480
2010-08-18,8398808779
2010-08-19,8179286842
2010-08-20,8129014642
2010-08-23,8127338903
2010-08-24,7991603964
2010-08-25,8155826482
2010-08-26,8097175583
2010-08-27,8201071462
2010-08-30,8040200424
2010-08-31,8008361364
2010-09-01,8303291600
2010-09-02,8346860840
2010-09-03,8559679817
2010-09-07,8526165018
2010-09-08,8521137798
2010-09-09,8687036056
2010-09-10,8844555614
2010-09-13,8814392294
2010-09-14,8723902335
2010-09-15,8678657356
2010-09-16,8620006457
2010-09-17,8440702279
2010-09-20,8542922418
2010-09-21,8546273898
2010-09-22,8418917659
2010-09-23,8375348420
2010-09-24,8420593399
2010-09-27,8383727119
2010-09-28,8477568558
2010-09-29,8402160259
2010-09-30,8384151579
2010-10-01,8365794559
2010-10-04,8225613681
2010-10-05,8427540899
2010-10-06,8275678280
2010-10-07,8325742880
2010-10-08,8485949598
2010-10-11,8559377677
2010-10-12,8711240295
2010-10-13,8978251492
2010-10-14,9063361311
2010-10-15,9151808770
2010-10-18,9250269149
2010-10-19,9031653731
2010-10-20,9342054248
2010-10-21,9390450027
2010-10-22,9507267426
2010-10-25,9589039605
2010-10-26,9547319105
2010-10-27,9574020225
2010-10-28,9652454764
2010-10-29,9727551663
2010-11-01,9792635642
2010-11-02,10119724358
2010-11-03,9941160620
2010-11-04,9889427201
2010-11-05,9939491800
2010-11-08,9949504720
2010-11-09,9866063721
2010-11-10,9954511180
2010-11-11,10007913420
2010-11-12,9879414281
2010-11-15,9770940982
2010-11-16,9605727804
2010-11-17,9687499983
2010-11-18,9480566306
2010-11-19,9350398347
2010-11-22,9735895763
2010-11-23,9493916866
2010-11-24,9507267426
2010-11-26,9477228666
2010-11-29,9412144687
2010-11-30,9352067167
2010-12-01,9527293265
2010-12-02,9590708425
2010-12-03,9518949165
2010-12-06,9413813507
2010-12-07,9363748907
2010-12-08,9417151147
2010-12-09,9358742447
2010-12-10,9430501706
2010-12-13,9435508166
2010-12-14,9350398347
2010-12-15,9108419450
2010-12-16,9185185169
2010-12-17,9238587409
2010-12-20,9151808770
2010-12-21,9145133490
2010-12-22,9320359588
2010-12-23,9250269149
2010-12-27,9185185169
2010-12-28,9145133490
2010-12-29,9123438830
2010-12-30,9110088270
2010-12-31,9156414430
2011-01-03,9216631989
2011-01-04,9250086189
2011-01-05,9206595729
2011-01-06,9544483145
2011-01-07,9506010816
2011-01-10,9335394398
2011-01-11,9587973605
2011-01-12,9522737916
2011-01-13,9594664445
2011-01-14,9927533731
2011-01-18,9917497471
2011-01-19,9761935443
2011-01-20,9668263684
2011-01-21,9703390593
2011-01-24,9668263684
2011-01-25,9700045174
2011-01-26,9802080482
2011-01-27,10049641559
2011-01-28,9731826663
2011-01-31,9696699754
2011-02-01,9959315220
2011-02-02,9860625332
2011-02-03,10238657787
2011-02-04,10126586218
2011-02-07,9825498422
2011-02-08,9753571893
2011-02-09,9797062352
2011-02-10,9798735062
2011-02-11,9753571893
2011-02-14,9822153002
2011-02-15,9945933541
2011-02-16,10128258928
2011-02-17,10334002256
2011-02-18,10277130117
2011-02-22,10696980322
2011-02-23,10524691194
2011-02-24,10491236994
2011-02-25,10471164474
2011-02-28,10874287579
2011-03-01,10581563333
2011-03-02,10589926883
2011-03-03,10762216011
2011-03-04,10799015630
2011-03-07,10544763713
2011-03-08,10568181653
2011-03-09,10814070020
2011-03-10,10670216962
2011-03-11,10780615821
2011-03-14,10625053792
2011-03-15,10707016581
2011-03-16,10519673064
2011-03-17,10725416391
2011-03-18,10857560480
2011-03-21,10912759909
2011-03-22,10837487960
2011-03-23,11004758958
2011-03-24,11090067167
2011-03-25,11053267547
2011-03-28,11056612967
2011-03-29,11163666406
2011-03-30,11503226532
2011-03-31,11681448600
2011-04-01,11689799650
2011-04-04,11855150438
2011-04-05,11754937839
2011-04-06,11629672090
2011-04-07,11663076290
2011-04-08,11713182589
2011-04-11,11582906211
2011-04-12,11788342038
2011-04-13,11810054768
2011-04-14,11890224847
2011-04-15,11821746238
2011-04-18,11628001880
2011-04-19,11783331408
2011-04-20,11925299257
2011-04-21,12082298995
2011-04-25,12139086134
2011-04-26,12808840336
2011-04-27,12663532068
2011-04-28,12919074195
2011-04-29,12713638367
2011-05-02,12773765927
2011-05-03,12596723669
2011-05-04,12570000309
2011-05-05,12566659889
2011-05-06,12852265796
2011-05-09,12875648735
2011-05-10,13057701623
2011-05-11,13111148343
2011-05-12,13111148343
2011-05-13,13082754773
2011-05-16,13117829182
2011-05-17,12970850704
2011-05-18,13370030889
2011-05-19,13268148081
2011-05-20,13326605430
2011-05-23,13234743881
2011-05-24,13027637844
2011-05-25,12947467764
2011-05-26,13241424721
2011-05-27,13261467241
2011-05-31,13450200968
2011-06-01,13346647950
2011-06-02,13363350049
2011-06-03,13030978263
2011-06-06,12878989155
2011-06-07,12909052935
2011-06-08,12979201754
2011-06-09,13360009630
2011-06-10,13059371833
2011-06-13,13064382463
2011-06-14,13313243750
2011-06-15,13072733513
2011-06-16,13061042043
2011-06-17,12945797554
2011-06-20,13405105299
2011-06-21,13635594276
2011-06-22,13632253856
2011-06-23,13605530497
2011-06-24,13425147819
2011-06-27,13515339158
2011-06-28,13787583384
2011-06-29,13623902806
2011-06-30,13218305178
2011-07-01,13641737353
2011-07-05,13625325253
2011-07-06,13712309382
2011-07-07,13415250376
2011-07-08,13264259058
2011-07-11,13108344110
2011-07-12,13195328239
2011-07-13,13277388738
2011-07-14,13290518418
2011-07-15,13219946388
2011-07-18,13206816709
2011-07-19,13087008380
2011-07-20,13039413291
2011-07-21,13101779270
2011-07-22,13062390230
2011-07-25,12981970941
2011-07-26,12981970941
2011-07-27,12271327020
2011-07-28,12309074850
2011-07-29,12240144030
2011-08-01,11875795415
2011-08-02,11992321323
2011-08-03,12025145523
2011-08-04,11503240749
2011-08-05,11639461178
2011-08-08,10774543518
2011-08-09,11775681606
2011-08-10,11440874770
2011-08-11,12159724741
2011-08-12,12179419261
2011-08-15,12151518691
2011-08-16,12231937980
2011-08-17,12192548941
2011-08-18,11823276695
2011-08-19,11449080820
2011-08-22,11432668720
2011-08-23,11795376126
2011-08-24,11926672924
2011-08-25,11618125448
2011-08-26,12028427943
2011-08-29,12291021540
2011-08-30,12604492646
2011-08-31,12742354284
2011-09-01,12530638197
2011-09-02,12174495631
2011-09-06,12149877481
2011-09-07,12551973927
2011-09-08,12381288089
2011-09-09,11892207515
2011-09-12,12062893353
2011-09-13,12571668446
2011-09-14,12771896064
2011-09-15,12844109303
2011-09-16,13031207241
2011-09-19,13004947881
2011-09-20,12615981116
2011-09-21,12309074850
2011-09-22,12517508517
2011-09-23,12650446525
2011-09-26,12904834072
2011-09-27,13032848451
2011-09-28,12527355777
2011-09-29,12320563319
2011-09-30,11872299594
2011-10-03,11289539941
2011-10-04,11170376203
2011-10-05,11351570380
2011-10-06,11488690299
2011-10-07,11444616039
2011-10-10,11810269155
2011-10-11,11722120636
2011-10-12,12205305110
2011-10-13,12082876611
2011-10-14,12270600309
2011-10-17,12115524211
2011-10-18,12007787132
2011-10-19,12094303271
2011-10-20,12126950871
2011-10-21,12453426867
2011-10-24,13047613180
2011-10-25,13010068440
2011-10-26,13147188358
2011-10-27,13210851178
2011-10-28,13116173139
2011-10-31,13857273650
2011-11-01,13672814712
2011-11-02,14025408788
2011-11-03,14139675386
2011-11-04,14133145866
2011-11-07,14226191525
2011-11-08,14226191525
2011-11-09,14089071607
2011-11-10,14131513486
2011-11-11,14382900003
2011-11-14,14319237184
2011-11-15,14472680902
2011-11-16,13880126969
2011-11-17,13840949850
2011-11-18,13894818389
2011-11-21,13702197552
2011-11-22,13783816551
2011-11-23,13387148215
2011-11-25,13204321658
2011-11-28,13738109911
2011-11-29,13953584069
2011-11-30,14475945662
2011-12-01,14533078961
2011-12-02,14546138001
2011-12-05,14180484886
2011-12-06,14129881106
2011-12-07,14172322986
2011-12-08,13935627889
2011-12-09,14177220126
2011-12-12,14126616346
2011-12-13,14038467828
2011-12-14,13800140350
2011-12-15,13808302250
2011-12-16,13834420330
2011-12-19,13821361290
2011-12-20,14141307766
2011-12-21,14353517164
2011-12-22,14409018083
2011-12-23,14626124620
2011-12-27,14663669360
2011-12-28,14304545764
2011-12-29,14405753323
2011-12-30,14301281004
2012-01-03,14461122433
2012-01-04,14723069630
2012-01-05,15009574376
2012-01-06,15102893065
2012-01-09,15266610063
2012-01-10,15440150081
2012-01-11,15474530650
2012-01-12,15371388942
2012-01-13,15505636880
2012-01-17,15634973309
2012-01-18,15474530650
2012-01-19,15543291790
2012-01-20,15086521365
2012-01-23,15025946076
2012-01-24,14868777758
2012-01-25,14660857170
2012-01-26,14261387695
2012-01-27,14449662243
2012-01-30,14438202053
2012-01-31,14574087161
2012-02-01,15004662866
2012-02-02,14780370579
2012-02-03,14754175859
2012-02-06,13956874079
2012-02-07,14107493717
2012-02-08,13940502379
2012-02-09,13942139549
2012-02-10,14037095408
2012-02-13,14225369956
2012-02-14,14505326022
2012-02-15,14325237325
2012-02-16,14372715254
2012-02-17,14506963192
2012-02-21,14757450199
2012-02-22,14597007541
2012-02-23,14371078084
2012-02-24,14570812822
2012-02-27,14513511872
2012-02-28,14500414512
2012-02-29,14259750525
2012-03-01,14361255064
2012-03-02,14282670905
2012-03-05,14321962985
2012-03-06,14032183898
2012-03-07,14151697307
2012-03-08,14374352424
2012-03-09,14253201845
2012-03-12,14122228247
2012-03-13,14236830146
2012-03-14,14292493925
2012-03-15,14246653165
2012-03-16,14184440706
2012-03-19,14271210715
2012-03-20,13971608609
2012-03-21,13965059929
2012-03-22,13965059929
2012-03-23,14064927298
2012-03-26,14405458654
2012-03-27,14423467523
2012-03-28,14511874702
2012-03-29,14986653996
2012-03-30,15140547975
2012-04-02,14954649416
2012-04-03,14816255818
2012-04-04,14785320778
2012-04-05,14860216137
2012-04-09,14524815181
2012-04-10,14301757264
2012-04-11,14544353101
2012-04-12,14629017420
2012-04-13,14427125582
2012-04-16,14239887185
2012-04-17,14386421583
2012-04-18,14397818703
2012-04-19,14612735820
2012-04-20,14653439820
2012-04-23,14529699661
2012-04-24,14464573262
2012-04-25,14446663502
2012-04-26,14518302541
2012-04-27,14298500944
2012-04-30,13135994718
2012-05-01,13730273111
2012-05-02,13670031192
2012-05-03,13251594077
2012-05-04,13062727519
2012-05-07,13223915357
2012-05-08,13251594077
2012-05-09,12880373601
2012-05-10,12927590241
2012-05-11,12751748963
2012-05-14,12662200164
2012-05-15,12533575526
2012-05-16,12383784807
2012-05-17,12321914728
2012-05-18,12134676330
2012-05-21,12333311848
2012-05-22,12509153126
2012-05-23,12531947366
2012-05-24,12587304805
2012-05-25,12582420325
2012-05-29,12642662244
2012-05-30,12507524966
2012-05-31,12437514087
2012-06-01,12357734248
2012-06-04,12556369765
2012-06-05,12662200164
2012-06-06,12860835682
2012-06-07,12549857125
2012-06-08,12929218401
2012-06-11,12787568482
2012-06-12,12820131682
2012-06-13,12764774243
2012-06-14,12865720161
2012-06-15,12813619042
2012-06-18,12914564961
2012-06-19,12997601120
2012-06-20,13023651680
2012-06-21,12777799523
2012-06-22,12956897120
2012-06-25,12870604641
2012-06-26,12761517923
2012-06-27,12950384480
2012-06-28,12953640800
2012-06-29,12608470885
2012-07-02,12365990066
2012-07-03,12374022015
2012-07-05,12251936377
2012-07-06,12285670567
2012-07-09,12258361937
2012-07-10,12182861608
2012-07-11,11967605351
2012-07-12,11824636642
2012-07-13,12113786839
2012-07-16,11967605351
2012-07-17,11806966353
2012-07-18,11792508843
2012-07-19,11810179132
2012-07-20,11826243032
2012-07-23,11636689015
2012-07-24,11578858975
2012-07-25,11255974589
2012-07-26,10955579663
2012-07-27,11328262138
2012-07-30,11333081308
2012-07-31,9895362276
2012-08-01,10266438362
2012-08-02,10100980194
2012-08-03,10072065174
2012-08-06,10160416623
2012-08-07,10388524000
2012-08-08,10865621824
2012-08-09,10737110626
2012-08-10,10862409044
2012-08-13,10754780916
2012-08-14,10713014776
2012-08-15,10878472944
2012-08-16,10912207134
2012-08-17,10891324064
2012-08-20,10962005223
2012-08-21,10962005223
2012-08-22,11066420572
2012-08-23,11121037831
2012-08-24,11236697910
2012-08-27,11247942639
2012-08-28,11230272350
2012-08-29,11361996328
2012-08-30,11074452522
2012-08-31,11257580979
2012-09-04,11199750940
2012-09-05,11312198239
2012-09-06,11512996986
2012-09-07,11602954825
2012-09-10,11260793759
2012-09-11,11260793759
2012-09-12,11058388622
2012-09-13,11149952851
2012-09-14,11424645537
2012-09-17,11345932428
2012-09-18,11217421230
2012-09-19,11214208450
2012-09-20,11231878740
2012-09-21,11289708779
2012-09-24,11292921559
2012-09-25,11368421888
2012-09-26,11191718990
2012-09-27,11308985459
2012-09-28,11268825709
2012-10-01,11323048337
2012-10-02,11543730294
2012-10-03,11761236971
2012-10-04,11883485250
2012-10-05,11756474051
2012-10-08,11783463931
2012-10-09,11873959410
2012-10-10,11835856050
2012-10-11,11959691969
2012-10-12,11878722330
2012-10-15,11864433570
2012-10-16,11924763889
2012-10-17,11877134690
2012-10-18,12021609928
2012-10-19,11904124570
2012-10-22,12097816647
2012-10-23,11859670650
2012-10-24,11962867249
2012-10-25,11994620048
2012-10-26,11823154931
2012-10-31,11791402131
2012-11-01,12056538008
2012-11-02,11940640289
2012-11-05,11989857128
2012-11-06,12091466087
2012-11-07,11138882099
2012-11-08,10975355181
2012-11-09,10918200142
2012-11-12,10980118101
2012-11-13,10841993423
2012-11-14,10576857546
2012-11-15,10495887907
2012-11-16,10399041869
2012-11-19,10629249666
2012-11-20,10583208106
2012-11-21,10567331706
2012-11-23,10587971026
2012-11-26,10497475547
2012-11-27,10222813831
2012-11-28,10341886829
2012-11-29,10435557588
2012-11-30,10384753109
2012-12-03,10329185709
2012-12-04,10341886829
2012-12-05,10329185709
2012-12-06,10349825029
2012-12-07,10581620466
2012-12-10,10637187866
2012-12-11,10765786704
2012-12-12,10732446264
2012-12-13,10616548546
2012-12-14,10495887907
2012-12-17,10605435066
2012-12-18,10848343983
2012-12-19,10765786704
2012-12-20,10832467583
2012-12-21,10857869823
2012-12-24,10815003543
2012-12-26,10859457463
2012-12-27,10795951864
2012-12-28,10718157504
2012-12-31,10906473572
2013-01-02,10876279343
2013-01-03,10528251117
2013-01-04,10722129855
2013-01-07,10691935625
2013-01-08,10490111037
2013-01-09,10633136336
2013-01-10,11003412941
2013-01-11,11054266380
2013-01-14,11162329939
2013-01-15,11375278716
2013-01-16,11244966778
2013-01-17,11364154526
2013-01-18,11346673657
2013-01-22,11430899666
2013-01-23,11534195714
2013-01-24,11737609472
2013-01-25,11907650660
2013-01-28,11880634770
2013-01-29,11842494690
2013-01-30,11818657141
2013-01-31,11817067971
2013-02-01,11974395799
2013-02-04,12532194462
2013-02-05,12813477548
2013-02-06,12910416917
2013-02-07,12954913676
2013-02-08,12927897787
2013-02-11,12741964899
2013-02-12,12586226241
2013-02-13,12409828373
2013-02-14,12368509954
2013-02-15,12393936674
2013-02-19,11602530023
2013-02-20,11537374054
2013-02-21,11545319904
2013-02-22,11221129228
2013-02-25,11070158080
2013-02-26,10958916182
2013-02-27,10998645431
2013-02-28,10847674283
2013-03-01,10787285824
2013-03-04,10623601316
2013-03-05,10717362345
2013-03-06,10647438866
2013-03-07,10709416495
2013-03-08,10811123373
2013-03-11,10858798473
2013-03-12,10892171042
2013-03-13,10939846142
2013-03-14,11001823771
2013-03-15,11090817290
2013-03-18,11181399979
2013-03-19,11167097449
2013-03-20,11036785511
2013-03-21,10863565983
2013-03-22,10663330565
2013-03-25,10599763766
2013-03-26,10599763766
2013-03-27,10920776102
2013-03-28,10982753731
2013-04-01,11851284349
2013-04-02,12497402091
2013-04-03,12607984590
2013-04-04,12574809840
2013-04-05,12364703093
2013-04-08,12269918094
2013-04-09,12326789093
2013-04-10,12453169092
2013-04-11,12451589342
2013-04-12,12252540844
2013-04-15,11996621348
2013-04-16,12045593597
2013-04-17,11777036100
2013-04-18,11407374605
2013-04-19,11540073603
2013-04-22,11424751855
2013-04-23,11513217854
2013-04-24,11389997355
2013-04-25,11540073603
2013-04-26,11609582603
2013-04-29,11551131853
2013-04-30,11707527101
2013-05-01,12252540844
2013-05-02,11897097099
2013-05-03,11679091602
2013-05-06,11925532599
2013-05-07,12145117846
2013-05-08,12437371592
2013-05-09,12331528343
2013-05-10,12652217589
2013-05-13,12601665590
2013-05-14,12557432591
2013-05-15,12559012341
2013-05-16,12535316091
2013-05-17,12709088589
2013-05-20,12577969340
2013-05-21,12562171840
2013-05-22,12506880591
2013-05-23,12612723840
2013-05-24,12468966592
2013-05-28,12724886088
2013-05-29,12830729337
2013-05-30,13116664083
2013-05-31,12761220338
2013-06-03,12737524088
2013-06-04,12666435339
2013-06-05,12511619841
2013-06-06,12634840340
2013-06-07,12799134337
2013-06-10,12917615586
2013-06-11,12857585087
2013-06-12,12781757088
2013-06-13,12868643337
2013-06-14,12784916588
2013-06-17,12991863835
2013-06-18,13206709832
2013-06-19,13295175831
2013-06-20,13211449082
2013-06-21,13413657080
2013-06-24,13364684830
2013-06-25,13334669581
2013-06-26,13295175831
2013-06-27,13454730579
2013-06-28,13329930331
2013-07-01,13390760359
2013-07-02,13035517744
2013-07-03,13054380183
2013-07-05,13153407992
2013-07-08,13246148321
2013-07-09,13389188489
2013-07-10,13349891740
2013-07-11,13549519227
2013-07-12,13444203938
2013-07-15,13376613529
2013-07-16,13386044749
2013-07-17,13428485239
2013-07-18,13885899403
2013-07-19,14002217781
2013-07-22,14145257950
2013-07-23,14239570148
2013-07-24,14393613406
2013-07-25,14203417139
2013-07-26,14105961200
2013-07-29,14247429498
2013-07-30,14030511441
2013-07-31,14344885437
2013-08-01,14352744787
2013-08-02,14129539250
2013-08-05,14343313567
2013-08-06,14426622676
2013-08-07,14437625766
2013-08-08,14742568542
2013-08-09,14679693743
2013-08-12,14665546913
2013-08-13,14676550003
2013-08-14,14568090974
2013-08-15,14365319747
2013-08-16,14387325926
2013-08-19,14415619586
2013-08-20,14412475846
2013-08-21,14384182186
2013-08-22,14693840573
2013-08-23,14827449521
2013-08-26,14751999762
2013-08-27,14571234714
2013-08-28,14590097154
2013-08-29,14648256343
2013-08-30,14473778775
2013-09-03,14830593261
2013-09-04,14885608710
2013-09-05,15130820427
2013-09-06,15033364488
2013-09-09,15001927089
2013-09-10,15261285635
2013-09-11,15399610194
2013-09-12,15361885314
2013-09-13,15442050683
2013-09-16,15649537520
2013-09-17,15655825000
2013-09-18,15239279456
2013-09-19,14887180580
2013-09-20,15016073918
2013-09-23,14978349039
2013-09-24,15089951808
2013-09-25,14891896190
2013-09-26,14740996672
2013-09-27,14756715372
2013-09-30,14553226703
2013-10-01,14868211359
2013-10-02,14793363520
2013-10-03,14716956351
2013-10-04,15053771626
2013-10-07,14768414240
2013-10-08,14501768814
2013-10-09,14534514743
2013-10-10,14932143888
2013-10-11,14914991258
2013-10-14,14918109918
2013-10-15,14785566870
2013-10-16,15067805596
2013-10-17,14634311862
2013-10-18,14225767407
2013-10-21,14267869317
2013-10-22,14473700874
2013-10-23,14325564526
2013-10-24,14241360707
2013-10-25,14274106636
2013-10-28,14283462616
2013-10-29,14291259266
2013-10-30,14222648747
2013-10-31,14369225765
2013-11-01,14503328143
2013-11-04,14677973101
2013-11-05,14649905162
2013-11-06,14949296518
2013-11-07,14888482649
2013-11-08,14843262079
2013-11-11,14992957757
2013-11-12,15028822347
2013-11-13,15058449616
2013-11-14,15197229985
2013-11-15,15323535713
2013-11-18,15381230922
2013-11-19,15381230922
2013-11-20,15636961039
2013-11-21,15549638560
2013-11-22,15788216047
2013-11-25,16135946633
2013-11-26,16199879162
2013-11-27,16182726532
2013-11-29,16215472462
2013-12-02,16411948039
2013-12-03,16335540870
2013-12-04,16179607872
2013-12-05,15891131826
2013-12-06,16217031792
