,ALGN
2006-01-30,513272780
2006-01-31,511397240
2006-02-01,492641840
2006-02-02,492016660
2006-02-03,494517380
2006-02-06,505145440
2006-02-07,493892200
2006-02-08,500769180
2006-02-09,525776380
2006-02-10,515773500
2006-02-13,507646159
2006-02-14,510772060
2006-02-15,520774940
2006-02-16,519524580
2006-02-17,525776380
2006-02-21,500144000
2006-02-22,513272780
2006-02-23,521400120
2006-02-24,523900840
2006-02-27,515773500
2006-02-28,510146880
2006-03-01,528902280
2006-03-02,536404440
2006-03-03,527026740
2006-03-06,518899400
2006-03-07,508271340
2006-03-08,504520260
2006-03-09,500769180
2006-03-10,513272780
2006-03-13,525151200
2006-03-14,516398680
2006-03-15,526401560
2006-03-16,528277099
2006-03-17,565787900
2006-03-20,577041140
2006-03-21,548282860
2006-03-22,547657680
2006-03-23,542031060
2006-03-24,560786460
2006-03-27,562662000
2006-03-28,563912360
2006-03-29,575790780
2006-03-30,583292940
2006-03-31,577398220
2006-04-03,568582980
2006-04-04,569212640
2006-04-05,565434680
2006-04-06,561027060
2006-04-07,561027060
2006-04-10,561656720
2006-04-11,550322840
2006-04-12,567323660
2006-04-13,569842300
2006-04-17,567323660
2006-04-18,593769380
2006-04-19,599436320
2006-04-20,595658360
2006-04-21,576138900
2006-04-24,576768560
2006-04-25,580546520
2006-04-26,537729640
2006-04-27,538988960
2006-04-28,553471140
2006-05-01,559767740
2006-05-02,552211820
2006-05-03,526395759
2006-05-04,528284740
2006-05-05,541507600
2006-05-08,535840660
2006-05-09,522617800
2006-05-10,511283919
2006-05-11,502468680
2006-05-12,487986500
2006-05-15,489245820
2006-05-16,491449630
2006-05-17,488616160
2006-05-18,482319560
2006-05-19,471615340
2006-05-22,474133980
2006-05-23,452725540
2006-05-24,462800100
2006-05-25,476652620
2006-05-26,479800920
2006-05-30,464059420
2006-05-31,465318740
2006-06-01,469096700
2006-06-02,490505140
2006-06-05,476652620
2006-06-06,484208540
2006-06-07,494283100
2006-06-08,499320380
2006-06-09,482319560
2006-06-12,469096700
2006-06-13,481060240
2006-06-14,465318740
2006-06-15,476652620
2006-06-16,477911940
2006-06-19,478541600
2006-06-20,479800920
2006-06-21,475393300
2006-06-22,468467040
2006-06-23,472245000
2006-06-26,471615340
2006-06-27,450836560
2006-06-28,443910300
2006-06-29,455873840
2006-06-30,467269700
2006-07-03,479915700
2006-07-05,474225000
2006-07-06,464740500
2006-07-07,455256000
2006-07-10,441345400
2006-07-11,441977700
2006-07-12,433125500
2006-07-13,421111800
2006-07-14,421744100
2006-07-17,414156500
2006-07-18,417318000
2006-07-19,432493200
2006-07-20,418582600
2006-07-21,411627300
2006-07-24,421744100
2006-07-25,426170200
2006-07-26,435654700
2006-07-27,419214900
2006-07-28,427434800
2006-07-31,427434800
2006-08-01,429964000
2006-08-02,417950300
2006-08-03,412259600
2006-08-04,400878200
2006-08-07,386335300
2006-08-08,381909200
2006-08-09,376850800
2006-08-10,377483100
2006-08-11,367998600
2006-08-14,369263200
2006-08-15,374321600
2006-08-16,372424700
2006-08-17,376218500
2006-08-18,375586200
2006-08-21,371792400
2006-08-22,372424700
2006-08-23,367366300
2006-08-24,357881800
2006-08-25,359778700
2006-08-28,380012300
2006-08-29,388232200
2006-08-30,383173800
2006-08-31,395187500
2006-09-01,386335300
2006-09-05,404039700
2006-09-06,403407400
2006-09-07,393922900
2006-09-08,388864500
2006-09-11,395187500
2006-09-12,407833500
2006-09-13,423641000
2006-09-14,427434800
2006-09-15,427434800
2006-09-18,424273300
2006-09-19,414788800
2006-09-20,419847200
2006-09-21,415421100
2006-09-22,424273300
2006-09-25,441345400
2006-09-26,483709500
2006-09-27,493194000
2006-09-28,730938800
2006-09-29,719557400
2006-10-02,740047230
2006-10-03,744627540
2006-10-04,768183420
2006-10-05,846703020
2006-10-06,890543130
2006-10-09,875493540
2006-10-10,899049420
2006-10-11,908210040
2006-10-12,959247780
2006-10-13,983457990
2006-10-16,978877680
2006-10-17,963173760
2006-10-18,918679320
2006-10-19,924568290
2006-10-20,923913960
2006-10-23,923913960
2006-10-24,924568290
2006-10-25,930457260
2006-10-26,940926540
2006-10-27,948778500
2006-10-30,950741490
2006-10-31,906901380
2006-11-01,845394360
2006-11-02,849974670
2006-11-03,850629000
2006-11-06,849974670
2006-11-07,865024260
2006-11-08,861752610
2006-11-09,834925080
2006-11-10,839505390
2006-11-13,829036110
2006-11-14,840814050
2006-11-15,848011680
2006-11-16,847357350
2006-11-17,847357350
2006-11-20,851283330
2006-11-21,860443950
2006-11-22,873530550
2006-11-24,865024260
2006-11-27,850629000
2006-11-28,855863640
2006-11-29,866987250
2006-11-30,858480960
2006-12-01,855863640
2006-12-04,883999830
2006-12-05,930457260
2006-12-06,920642310
2006-12-07,919333650
2006-12-08,926531280
2006-12-11,917370660
2006-12-12,897086430
2006-12-13,883345500
2006-12-14,890543130
2006-12-15,884654160
2006-12-18,859135290
2006-12-19,848011680
2006-12-20,883999830
2006-12-21,913444680
2006-12-22,914099010
2006-12-26,921950970
2006-12-27,923259630
2006-12-28,915407670
2006-12-29,914099010
2007-01-03,873530550
2007-01-04,889888800
2007-01-05,892506120
2007-01-08,895123440
2007-01-09,896432100
2007-01-10,908864370
2007-01-11,922605300
2007-01-12,949432830
2007-01-16,938963550
2007-01-17,933728910
2007-01-18,938963550
2007-01-19,944852520
2007-01-22,916062000
2007-01-23,923259630
2007-01-24,927185610
2007-01-25,916062000
2007-01-26,915407670
2007-01-29,901012410
2007-01-30,1092076770
2007-01-31,1083570480
2007-02-01,1086842130
2007-02-02,1077681510
2007-02-05,1061323259
2007-02-06,1068520889
2007-02-07,1074409860
2007-02-08,1080953160
2007-02-09,1061323259
2007-02-12,1096002750
2007-02-13,1111706670
2007-02-14,1109743680
2007-02-15,1142460180
2007-02-16,1149003480
2007-02-20,1169942040
2007-02-21,1150312140
2007-02-22,1145731830
2007-02-23,1129373580
2007-02-26,1111052340
2007-02-27,1068520889
2007-02-28,1074409860
2007-03-01,1067212229
2007-03-02,1077027180
2007-03-05,1061977590
2007-03-06,1073101199
2007-03-07,1051508310
2007-03-08,1080953160
2007-03-09,1085533470
2007-03-12,1098620070
2007-03-13,1061323259
2007-03-14,1092731100
2007-03-15,1084879140
2007-03-16,1046928000
2007-03-19,1071792539
2007-03-20,1050853979
2007-03-21,1076372850
2007-03-22,1075064190
2007-03-23,1075064190
2007-03-26,1063286250
2007-03-27,1061323259
2007-03-28,1063286250
2007-03-29,1056742949
2007-03-30,1037767380
2007-04-02,1049795040
2007-04-03,1105152720
2007-04-04,1103151840
2007-04-05,1113823200
2007-04-09,1108487520
2007-04-10,1147838160
2007-04-11,1121826720
2007-04-12,1113156240
2007-04-13,1128496320
2007-04-16,1137833760
2007-04-17,1129163280
2007-04-18,1104485760
2007-04-19,1063801200
2007-04-20,1117158000
2007-04-23,1163845200
2007-04-24,1154507760
2007-04-25,1179852240
2007-04-26,1573958904
2007-04-27,1592033520
2007-04-30,1511331360
2007-05-01,1594034400
2007-05-02,1560686400
2007-05-03,1596035280
2007-05-04,1567356000
2007-05-07,1565355120
2007-05-08,1556017680
2007-05-09,1555350720
2007-05-10,1505995680
2007-05-11,1540677600
2007-05-14,1507996560
2007-05-15,1489988640
2007-05-16,1507329600
2007-05-17,1481985120
2007-05-18,1491322560
2007-05-21,1512665280
2007-05-22,1501326960
2007-05-23,1511998320
2007-05-24,1487320800
2007-05-25,1509997440
2007-05-29,1507329600
2007-05-30,1530006240
2007-05-31,1520001840
2007-06-01,1513999200
2007-06-04,1558685520
2007-06-05,1548681120
2007-06-06,1536008880
2007-06-07,1483986000
2007-06-08,1541344560
2007-06-11,1563354240
2007-06-12,1536008880
2007-06-13,1579361280
2007-06-14,1630050240
2007-06-15,1634718960
2007-06-18,1656061680
2007-06-19,1644056400
2007-06-20,1638720720
2007-06-21,1659396480
2007-06-22,1618044960
2007-06-25,1573358640
2007-06-26,1576693440
2007-06-27,1592700480
2007-06-28,1628049360
2007-06-29,1611375360
2007-07-02,1651671000
2007-07-03,1653710100
2007-07-05,1665265000
2007-07-06,1668663500
2007-07-09,1678859000
2007-07-10,1661186800
2007-07-11,1749547800
2007-07-12,1748188400
2007-07-13,1753626000
2007-07-16,1765180900
2007-07-17,1784212500
2007-07-18,1765860600
2007-07-19,1767899700
2007-07-20,1768579400
2007-07-23,1767899700
2007-07-24,1757704200
2007-07-25,1882089300
2007-07-26,1877331400
2007-07-27,1840627600
2007-07-30,1833150900
2007-07-31,1774017000
2007-08-01,1763821500
2007-08-02,1805283200
2007-08-03,1742750800
2007-08-06,1828393000
2007-08-07,1837229100
2007-08-08,1854901300
2007-08-09,1830432100
2007-08-10,1799845600
2007-08-13,1769259100
2007-08-14,1807322300
2007-08-15,1778774900
2007-08-16,1698570300
2007-08-17,1753626000
2007-08-20,1735953800
2007-08-21,1775376400
2007-08-22,1784212500
2007-08-23,1752946300
2007-08-24,1583021300
2007-08-27,1628561200
2007-08-28,1544958100
2007-08-29,1532723500
2007-08-30,1541559600
2007-08-31,1542239300
2007-09-04,1594576200
2007-09-05,1631959700
2007-09-06,1666624400
2007-09-07,1620404800
2007-09-10,1629240900
2007-09-11,1647592800
2007-09-12,1678179300
2007-09-13,1667983800
2007-09-14,1624483000
2007-09-17,1604092000
2007-09-18,1638756700
2007-09-19,1648952200
2007-09-20,1663905600
2007-09-21,1737313200
2007-09-24,1739352300
2007-09-25,1717601900
2007-09-26,1765860600
2007-09-27,1759063600
2007-09-28,1721680100
2007-10-01,1868574180
2007-10-02,1846477220
2007-10-03,1872026830
2007-10-04,1915530220
2007-10-05,1965248380
2007-10-08,1967319970
2007-10-09,1922435520
2007-10-10,1947985130
2007-10-11,1867193120
2007-10-12,1907243860
2007-10-15,1848548810
2007-10-16,1875479480
2007-10-17,1943151420
2007-10-18,1939698770
2007-10-19,1867883650
2007-10-22,1904481740
2007-10-23,1966629440
2007-10-24,1981821100
2007-10-25,1316840710
2007-10-26,1301649050
2007-10-29,1391417950
2007-10-30,1374845230
2007-10-31,1429397100
2007-11-01,1372083110
2007-11-02,1347224030
2007-11-05,1318221770
2007-11-06,1335485020
2007-11-07,1291981630
2007-11-08,1176663120
2007-11-09,1217404390
2007-11-12,1181496830
2007-11-13,1194616900
2007-11-14,1205665380
2007-11-15,1116587010
2007-11-16,1095871110
2007-11-19,1072393090
2007-11-20,1097942700
2007-11-21,1014388570
2007-11-23,1021984400
2007-11-26,1053748780
2007-11-27,1079988920
2007-11-28,1127635490
2007-11-29,1117968070
2007-11-30,1166305170
2007-12-03,1128326020
2007-12-04,1140755560
2007-12-05,1162852520
2007-12-06,1211880150
2007-12-07,1285766860
2007-12-10,1300267990
2007-12-11,1251240360
2007-12-12,1266432020
2007-12-13,1242954000
2007-12-14,1227071810
2007-12-17,1197379020
2007-12-18,1190473720
2007-12-19,1179425240
2007-12-20,1225690750
2007-12-21,1216713860
2007-12-24,1239501350
2007-12-26,1253311950
2007-12-27,1183568420
2007-12-28,1184258950
2007-12-31,1151804040
2008-01-02,1137302910
2008-01-03,1142827150
2008-01-04,1139374500
2008-01-07,1114515420
2008-01-08,1059273020
2008-01-09,1100014290
2008-01-10,1053748780
2008-01-11,1019912810
2008-01-14,1015079100
2008-01-15,963979880
2008-01-16,981933660
2008-01-17,932215500
2008-01-18,925310200
2008-01-22,897689000
2008-01-23,930834440
2008-01-24,905975360
2008-01-25,957765110
2008-01-28,896998470
2008-01-29,966742000
2008-01-30,823802290
2008-01-31,813444340
2008-02-01,832779180
2008-02-04,876973100
2008-02-05,877663630
2008-02-06,924619670
2008-02-07,908737480
2008-02-08,898379530
2008-02-11,903903770
2008-02-12,914952250
2008-02-13,910809070
2008-02-14,891474230
2008-02-15,899070060
2008-02-19,911499600
2008-02-20,897689000
2008-02-21,884568930
2008-02-22,885259460
2008-02-25,894236350
2008-02-26,899070060
2008-02-27,926000730
2008-02-28,886640520
2008-02-29,852804550
2008-03-03,831398120
2008-03-04,825873880
2008-03-05,821730700
2008-03-06,800324270
2008-03-07,766488300
2008-03-10,751987170
2008-03-11,774774660
2008-03-12,782370490
2008-03-13,791347380
2008-03-14,754058760
2008-03-17,714008020
2008-03-18,796181090
2008-03-19,772012540
2008-03-20,786513670
2008-03-24,866615150
2008-03-25,832779180
2008-03-26,801014800
2008-03-27,802395860
2008-03-28,772703070
2008-03-31,761934910
2008-04-01,850404400
2008-04-02,838059820
2008-04-03,772907870
2008-04-04,796225410
2008-04-07,784566640
2008-04-08,763992340
2008-04-09,733130890
2008-04-10,708441730
2008-04-11,682380950
2008-04-14,683752570
2008-04-15,683752570
2008-04-16,690610670
2008-04-17,678266090
2008-04-18,687867430
2008-04-21,692668100
2008-04-22,674837040
2008-04-23,685124190
2008-04-24,677580280
2008-04-25,685810000
2008-04-28,713242400
2008-04-29,707755920
2008-04-30,842174680
2008-05-01,836688200
2008-05-02,836002390
2008-05-05,833944960
2008-05-06,840803060
2008-05-07,825029430
2008-05-08,840803060
2008-05-09,853147640
2008-05-12,875093560
2008-05-13,855890880
2008-05-14,857262500
2008-05-15,884009090
2008-05-16,860005740
2008-05-19,886752330
2008-05-20,884009090
2008-05-21,874407750
2008-05-22,890181380
2008-05-23,872350320
2008-05-27,888809760
2008-05-28,875093560
2008-05-29,901840150
2008-05-30,903211770
2008-06-02,895667860
2008-06-03,895667860
2008-06-04,899096910
2008-06-05,904583390
2008-06-06,884694900
2008-06-09,864806410
2008-06-10,829830100
2008-06-11,800340270
2008-06-12,824343620
2008-06-13,843546300
2008-06-16,840117250
2008-06-17,886752330
2008-06-18,848346970
2008-06-19,874407750
2008-06-20,831201720
2008-06-23,801711890
2008-06-24,759191670
2008-06-25,775651110
2008-06-26,748218710
2008-06-27,734502510
2008-06-30,706679830
2008-07-01,730258280
2008-07-02,755857740
2008-07-03,751815720
2008-07-07,749794710
2008-07-08,761247100
2008-07-09,732279290
2008-07-10,689164410
2008-07-11,719479560
2008-07-14,708027170
2008-07-15,726889930
2008-07-16,758552420
2008-07-17,819182720
2008-07-18,771352150
2008-07-21,743731680
2008-07-22,782804540
2008-07-23,788193900
2008-07-24,786172890
2008-07-25,776067840
2008-07-28,758552420
2008-07-29,753836730
2008-07-30,685122390
2008-07-31,674343670
2008-08-01,710048180
2008-08-04,708027170
2008-08-05,737668650
2008-08-06,764615450
2008-08-07,789541240
2008-08-08,829287770
2008-08-11,864992280
2008-08-12,867686960
2008-08-13,863644940
2008-08-14,862971270
2008-08-15,877118340
2008-08-18,863644940
2008-08-19,827940430
2008-08-20,830635110
2008-08-21,836024470
2008-08-22,873076320
2008-08-25,850171540
2008-08-26,851518880
2008-08-27,855560900
2008-08-28,885202380
2008-08-29,878465680
2008-09-02,904065140
2008-09-03,908107160
2008-09-04,885202380
2008-09-05,873076320
2008-09-08,895981100
2008-09-09,896654770
2008-09-10,897328440
2008-09-11,901370460
2008-09-12,888570730
2008-09-15,864318610
2008-09-16,892612750
2008-09-17,838719150
2008-09-18,850171540
2008-09-19,875771000
2008-09-22,821877400
2008-09-23,786172890
2008-09-24,747100030
2008-09-25,749794710
2008-09-26,756531410
2008-09-29,703985150
2008-09-30,714595890
2008-10-01,691501840
2008-10-02,645313740
2008-10-03,601105130
2008-10-06,561515330
2008-10-07,543040090
2008-10-08,553597370
2008-10-09,462540830
2008-10-10,446704910
2008-10-13,457262190
2008-10-14,426250180
2008-10-15,401176640
2008-10-16,426250180
2008-10-17,401176640
2008-10-20,406455280
2008-10-21,381381740
2008-10-22,361586840
2008-10-23,329915000
2008-10-24,370824460
2008-10-27,361586840
2008-10-28,394578340
2008-10-29,446045080
2008-10-30,454622870
2008-10-31,457262190
2008-11-03,461881000
2008-11-04,462540830
2008-11-05,455282700
2008-11-06,451983550
2008-11-07,454622870
2008-11-10,452643380
2008-11-11,445385250
2008-11-12,429549330
2008-11-13,472438280
2008-11-14,453303210
2008-11-17,448024570
2008-11-18,461221170
2008-11-19,403815960
2008-11-20,404475790
2008-11-21,421631370
2008-11-24,462540830
2008-11-25,461881000
2008-11-26,484315220
2008-11-28,461881000
2008-12-01,453303210
2008-12-02,450663890
2008-12-03,489593860
2008-12-04,462540830
2008-12-05,487614370
2008-12-08,502790460
2008-12-09,501470800
2008-12-10,545019580
2008-12-11,506089610
2008-12-12,517966550
2008-12-15,499491310
2008-12-16,539740940
2008-12-17,548978560
2008-12-18,543699920
2008-12-19,558876010
2008-12-22,538421280
2008-12-23,537761450
2008-12-24,543699920
2008-12-26,541720430
2008-12-29,531822980
2008-12-30,545679410
2008-12-31,577351250
2009-01-02,586588870
2009-01-05,610342750
2009-01-06,633436800
2009-01-07,617600880
2009-01-08,594506830
2009-01-09,581970060
2009-01-12,607703430
2009-01-13,607703430
2009-01-14,595826490
2009-01-15,610342750
2009-01-16,610342750
2009-01-20,551617880
2009-01-21,583289720
2009-01-22,576031590
2009-01-23,554917030
2009-01-26,558876010
2009-01-27,537761450
2009-01-28,515987060
2009-01-29,505429780
2009-01-30,519946040
2009-02-02,529183660
2009-02-03,545679410
2009-02-04,540400770
2009-02-05,563494820
2009-02-06,583949550
2009-02-09,568113630
2009-02-10,563494820
2009-02-11,566134140
2009-02-12,568113630
2009-02-13,583949550
2009-02-17,555576860
2009-02-18,529843489
2009-02-19,523245190
2009-02-20,515327230
2009-02-23,515987060
2009-02-24,531822980
2009-02-25,498171650
2009-02-26,476397260
2009-02-27,451983550
2009-03-02,414373240
2009-03-03,447364740
2009-03-04,464520320
2009-03-05,423610860
2009-03-06,422951030
2009-03-09,415692900
2009-03-10,453963040
2009-03-11,442745930
2009-03-12,495532330
2009-03-13,500810970
2009-03-16,481016070
2009-03-17,504769950
2009-03-18,525884510
2009-03-19,497511820
2009-03-20,455942530
2009-03-23,505429780
2009-03-24,498171650
2009-03-25,521925530
2009-03-26,541060600
2009-03-27,540400770
2009-03-30,527204170
2009-03-31,525640050
2009-04-01,520337250
2009-04-02,539559900
2009-04-03,536245650
2009-04-06,536245650
2009-04-07,518348700
2009-04-08,544199850
2009-04-09,575353800
2009-04-13,585296550
2009-04-14,617776200
2009-04-15,641638800
2009-04-16,653570100
2009-04-17,662850000
2009-04-20,642964500
2009-04-21,660198600
2009-04-22,674118450
2009-04-23,685386900
2009-04-24,803374200
2009-04-27,788128650
2009-04-28,784151550
2009-04-29,825911100
2009-04-30,822596850
2009-05-01,799397100
2009-05-04,817294050
2009-05-05,823922550
2009-05-06,790780050
2009-05-07,796745700
2009-05-08,831213900
2009-05-11,812654100
2009-05-12,767580300
2009-05-13,742392000
2009-05-14,764928900
2009-05-15,766254600
2009-05-18,786802950
2009-05-19,799397100
2009-05-20,790117200
2009-05-21,782825850
2009-05-22,793431450
2009-05-26,807351300
2009-05-27,796082850
2009-05-28,775534500
2009-05-29,784151550
2009-06-01,831876750
2009-06-02,842482350
2009-06-03,801385650
2009-06-04,782163000
2009-06-05,734437800
2009-06-08,727146450
2009-06-09,751009050
2009-06-10,747031950
2009-06-11,738414900
2009-06-12,727809300
2009-06-15,693341100
2009-06-16,650255850
2009-06-17,646278750
2009-06-18,651581550
2009-06-19,656884350
2009-06-22,629044650
2009-06-23,678758400
2009-06-24,701958150
2009-06-25,717203700
2009-06-26,716540850
2009-06-29,726483600
2009-06-30,736996800
2009-07-01,750207120
2009-07-02,724481760
2009-07-06,702928080
2009-07-07,673031040
2009-07-08,652867920
2009-07-09,644524560
2009-07-10,650086800
2009-07-13,678593280
2009-07-14,673726320
2009-07-15,695280000
2009-07-16,709880880
2009-07-17,716138400
2009-07-20,725177040
2009-07-21,650782080
2009-07-22,649391520
2009-07-23,657734880
2009-07-24,796790880
2009-07-27,803743680
2009-07-28,767589120
2009-07-29,766198560
2009-07-30,771760800
2009-07-31,758550480
2009-08-03,778018320
2009-08-04,773846640
2009-08-05,723091200
2009-08-06,683460240
2009-08-07,704318640
2009-08-10,723786480
2009-08-11,693194160
2009-08-12,759245760
2009-08-13,721700640
2009-08-14,704318640
2009-08-17,903864000
2009-08-18,876748080
2009-08-19,917074320
2009-08-20,916379040
2009-08-21,925417680
2009-08-24,945546036
2009-08-25,956705280
2009-08-26,958095840
2009-08-27,956010000
2009-08-28,938628000
2009-08-31,931675200
2009-09-01,897606480
2009-09-02,908730960
2009-09-03,907340400
2009-09-04,909426240
2009-09-08,914988480
2009-09-09,927503520
2009-09-10,935151600
2009-09-11,946971360
2009-09-14,953924160
2009-09-15,946276080
2009-09-16,940713840
2009-09-17,939323280
2009-09-18,951143040
2009-09-21,975477840
2009-09-22,973392000
2009-09-23,973392000
2009-09-24,1015804080
2009-09-25,1013022960
2009-09-28,1017194640
2009-09-29,997726800
2009-09-30,1068860520
2009-10-01,1097423600
2009-10-02,1132751620
2009-10-05,1184616160
2009-10-06,1221447500
2009-10-07,1224454140
2009-10-08,1197394380
2009-10-09,1221447500
2009-10-12,1204159320
2009-10-13,1209420940
2009-10-14,1196642720
2009-10-15,1189126120
2009-10-16,1174844580
2009-10-19,1172589600
2009-10-20,1144026520
2009-10-21,1122980040
2009-10-22,1156053080
2009-10-23,1330438200
2009-10-26,1280076980
2009-10-27,1263540460
2009-10-28,1206414300
2009-10-29,1198146040
2009-10-30,1181609520
2009-11-02,1206414300
2009-11-03,1228964100
2009-11-04,1262037140
2009-11-05,1283835279
2009-11-06,1241742320
2009-11-09,1247755600
2009-11-10,1217689200
2009-11-11,1207917620
2009-11-12,1171837940
2009-11-13,1186119480
2009-11-16,1262037140
2009-11-17,1259030500
2009-11-18,1237232360
2009-11-19,1191381100
2009-11-20,1168079640
2009-11-23,1188374460
2009-11-24,1194387740
2009-11-25,1239487340
2009-11-27,1208669279
2009-11-30,1229715760
2009-12-01,1285338600
2009-12-02,1323673260
2009-12-03,1304881760
2009-12-04,1352988000
2009-12-07,1352988000
2009-12-08,1344719740
2009-12-09,1329686540
2009-12-10,1327431560
2009-12-11,1307888400
2009-12-14,1349229700
2009-12-15,1337203140
2009-12-16,1351484680
2009-12-17,1289848560
2009-12-18,1272560380
2009-12-21,1291351880
2009-12-22,1309391720
2009-12-23,1334948160
2009-12-24,1339458120
2009-12-28,1346974720
2009-12-29,1347726380
2009-12-30,1343968080
2009-12-31,1339458120
2010-01-04,1390571000
2010-01-05,1353739660
2010-01-06,1313901680
2010-01-07,1310143380
2010-01-08,1327431560
2010-01-11,1318411640
2010-01-12,1295110180
2010-01-13,1321418279
2010-01-14,1287593580
2010-01-15,1272560380
2010-01-19,1303378440
2010-01-20,1328934880
2010-01-21,1266547100
2010-01-22,1242493980
2010-01-25,1255272200
2010-01-26,1237232360
2010-01-27,1254520540
2010-01-28,1355242980
2010-01-29,1409362500
2010-02-01,1396584279
2010-02-02,1362007920
2010-02-03,1361256260
2010-02-04,1314653340
2010-02-05,1328934880
2010-02-08,1298868480
2010-02-09,1292855200
2010-02-10,1297365160
2010-02-11,1311646700
2010-02-12,1317659980
2010-02-16,1349229700
2010-02-17,1346974720
2010-02-18,1352236340
2010-02-19,1348478040
2010-02-22,1346974720
2010-02-23,1346974720
2010-02-24,1352988000
2010-02-25,1362007920
2010-02-26,1360504600
2010-03-01,1411617480
2010-03-02,1425147360
2010-03-03,1409362500
2010-03-04,1415375779
2010-03-05,1440932220
2010-03-08,1448448820
2010-03-09,1461227040
2010-03-10,1463482020
2010-03-11,1460475380
2010-03-12,1441683880
2010-03-15,1393577640
2010-03-16,1420637400
2010-03-17,1452207120
2010-03-18,1443187200
2010-03-19,1440180560
2010-03-22,1474005260
2010-03-23,1495051740
2010-03-24,1477763560
2010-03-25,1454462100
2010-03-26,1462730360
2010-03-29,1467240320
2010-03-30,1466488660
2010-03-31,1464096020
2010-04-01,1482264739
2010-04-05,1547369320
2010-04-06,1395963320
2010-04-07,1375523510
2010-04-08,1324045470
2010-04-09,1330101710
2010-04-12,1339943100
2010-04-13,1369467270
2010-04-14,1388393020
2010-04-15,1413375010
2010-04-16,1415646100
2010-04-19,1410346890
2010-04-20,1424730460
2010-04-21,1423216400
2010-04-22,1333886860
2010-04-23,1277866640
2010-04-26,1297549420
2010-04-27,1286951000
2010-04-28,1253641680
2010-04-29,1357354790
2010-04-30,1286951000
2010-05-03,1317232200
2010-05-04,1327073590
2010-05-05,1324045470
2010-05-06,1306633780
2010-05-07,1250613560
2010-05-10,1306633780
2010-05-11,1299820510
2010-05-12,1321774380
2010-05-13,1310418930
2010-05-14,1288465060
2010-05-17,1310418930
2010-05-18,1309661900
2010-05-19,1280137730
2010-05-20,1212005030
2010-05-21,1200649580
2010-05-24,1199135520
2010-05-25,1154470750
2010-05-26,1116619250
2010-05-27,1149928570
2010-05-28,1129488760
2010-06-01,1088609140
2010-06-02,1118133310
2010-06-03,1092394290
2010-06-04,1043944369
2010-06-07,1074225570
2010-06-08,1022747530
2010-06-09,1004578810
2010-06-10,1037131100
2010-06-11,1100721620
2010-06-14,1121161430
2010-06-15,1135545000
2010-06-16,1124189550
2010-06-17,1126460640
2010-06-18,1116619250
2010-06-21,1150685600
2010-06-22,1132516880
2010-06-23,1116619250
2010-06-24,1096936470
2010-06-25,1132516880
2010-06-28,1135545000
2010-06-29,1128731730
2010-06-30,1131324470
2010-07-01,1087958300
2010-07-02,1079969795
2010-07-06,1072742100
2010-07-07,1132085280
2010-07-08,1132085280
2010-07-09,1098609640
2010-07-12,1085675870
2010-07-13,1129042040
2010-07-14,1188385220
2010-07-15,1161756870
2010-07-16,1108500170
2010-07-19,1087197490
2010-07-20,1098609640
2010-07-21,1102413690
2010-07-22,1128281230
2010-07-23,1302506720
2010-07-26,1396086350
2010-07-27,1373262050
2010-07-28,1321526970
2010-07-29,1329135070
2010-07-30,1320005350
2010-08-02,1361849900
2010-08-03,1353480990
2010-08-04,1351198560
2010-08-05,1342829650
2010-08-06,1356524229
2010-08-09,1377826910
2010-08-10,1366414760
2010-08-11,1309354010
2010-08-12,1318483729
2010-08-13,1293377000
2010-08-16,1304789150
2010-08-17,1342829650
2010-08-18,1335221550
2010-08-19,1317722920
2010-08-20,1311636440
2010-08-23,1265607435
2010-08-24,1232892604
2010-08-25,1239359490
2010-08-26,1235555440
2010-08-27,1240120300
2010-08-30,1202079800
2010-08-31,1216535190
2010-09-01,1289572950
2010-09-02,1313158060
2010-09-03,1310114820
2010-09-07,1266748650
2010-09-08,1290333760
2010-09-09,1297181050
2010-09-10,1355763420
2010-09-13,1421193080
2010-09-14,1401412020
2010-09-15,1440213330
2010-09-16,1439452520
2010-09-17,1467602490
2010-09-20,1513251090
2010-09-21,1489665979
2010-09-22,1467602490
2010-09-23,1437930900
2010-09-24,1495752460
2010-09-27,1502599750
2010-09-28,1501078130
2010-09-29,1510207850
2010-09-30,1504605519
2010-10-01,1509984600
2010-10-04,1484626080
2010-10-05,1498458000
2010-10-06,1513058360
2010-10-07,1523816519
2010-10-08,1508447720
2010-10-11,1503837080
2010-10-12,1527658720
2010-10-13,1575302000
2010-10-14,1589133920
2010-10-15,1573765120
2010-10-18,1613724000
2010-10-19,1558396320
2010-10-20,1619871519
2010-10-21,1591439240
2010-10-22,1394718600
2010-10-25,1343233120
2010-10-26,1279452600
2010-10-27,1297895160
2010-10-28,1310958640
2010-10-29,1307884880
2010-11-01,1317874600
2010-11-02,1334011840
2010-11-03,1337085600
2010-11-04,1367823200
2010-11-05,1421614000
2010-11-08,1401634559
2010-11-09,1402403000
2010-11-10,1416234920
2010-11-11,1421614000
2010-11-12,1407013640
2010-11-15,1403939880
2010-11-16,1373970720
2010-11-17,1358601920
2010-11-18,1376276040
2010-11-19,1344770000
2010-11-22,1337085600
2010-11-23,1340927800
2010-11-24,1371665400
2010-11-26,1350149080
2010-11-29,1352454400
2010-11-30,1344001559
2010-12-01,1380886680
2010-12-02,1344770000
2010-12-03,1353991280
