,ALGN
2015-07-27,4866691840
2015-07-28,4884249600
2015-07-29,4995980800
2015-07-30,4976826880
2015-07-31,5003961600
2015-08-03,4996778880
2015-08-04,4903403520
2015-08-05,4953682560
2015-08-06,4863499520
2015-08-07,4846739840
2015-08-10,4924153600
2015-08-11,4880259200
2015-08-12,4854720640
2015-08-13,4804441600
2015-08-14,4833970560
2015-08-17,4858711040
2015-08-18,4829980160
2015-08-19,4766931840
2015-08-20,4630460160
2015-08-21,4505161600
2015-08-24,4353526400
2015-08-25,4327987840
2015-08-26,4465257600
2015-08-27,4534690560
2015-08-28,4570604160
2015-08-31,4517132800
2015-09-01,4304843520
2015-09-02,4397420800
2015-09-03,4399815040
2015-09-04,4331978240
2015-09-08,4421363200
2015-09-09,4387045760
2015-09-10,4404603520
2015-09-11,4433334400
2015-09-14,4438122880
2015-09-15,4510748160
2015-09-16,4517132800
2015-09-17,4664777600
2015-09-18,4582575360
2015-09-21,4549854080
2015-09-22,4538680960
2015-09-23,4565815680
2015-09-24,4545863680
2015-09-25,4521123200
2015-09-28,4415776640
2015-09-29,4462065280
2015-09-30,4531207560
2015-10-01,4425830640
2015-10-02,4543182210
2015-10-05,4667718570
2015-10-06,4450578250
2015-10-07,4514443050
2015-10-08,4488897130
2015-10-09,4501670090
2015-10-12,4571123060
2015-10-13,4487300510
2015-10-14,4510451500
2015-10-15,4841750150
2015-10-16,4841750150
2015-10-19,4877674100
2015-10-20,4947925380
2015-10-21,4916791290
2015-10-22,4852128180
2015-10-23,5426113070
2015-10-26,5450062370
2015-10-27,5355861790
2015-10-28,5292795300
2015-10-29,5244896700
2015-10-30,5225737259
2015-11-02,5298383470
2015-11-03,5343088830
2015-11-04,5311156430
2015-11-05,5299980090
2015-11-06,5362248270
2015-11-09,5355063480
2015-11-10,5276829100
2015-11-11,5236115290
2015-11-12,5109184000
2015-11-13,5082839770
2015-11-16,5200989650
2015-11-17,5211367680
2015-11-18,5295190230
2015-11-19,5379811090
2015-11-20,5363844890
2015-11-23,5365441509
2015-11-24,5368634750
2015-11-25,5409348560
2015-11-27,5400567150
2015-11-30,5327920940
2015-12-01,5355861790
2015-12-02,5422919830
2015-12-03,5254476419
2015-12-04,5233720360
2015-12-07,5306366570
2015-12-08,5315147980
2015-12-09,5176242040
2015-12-10,5191409930
2015-12-11,5196199790
2015-12-14,5192208240
2015-12-15,5256073040
2015-12-16,5249686560
2015-12-17,5170653870
2015-12-18,5121956960
2015-12-21,5125948509
2015-12-22,5222544020
2015-12-23,5198594720
2015-12-24,5220149090
2015-12-28,5295988540
2015-12-29,5298383470
2015-12-30,5276829100
2015-12-31,5256871350
2016-01-04,5130738370
2016-01-05,5185023450
2016-01-06,5178636970
2016-01-07,5069268500
2016-01-08,5151494430
2016-01-11,4869691000
2016-01-12,4931160870
2016-01-13,4698852660
2016-01-14,4789061690
2016-01-15,4778683660
2016-01-19,4771498870
2016-01-20,4816204230
2016-01-21,4848136630
2016-01-22,4865699450
2016-01-25,4820994090
2016-01-26,4966286510
2016-01-27,4903220020
2016-01-28,4750742810
2016-01-29,5280022340
2016-02-01,5392584050
2016-02-02,5391785740
2016-02-03,5362248270
2016-02-04,5379012780
2016-02-05,5258467970
2016-02-08,4682088150
2016-02-09,4682886460
2016-02-10,4800238030
2016-02-11,4693264490
2016-02-12,4692466180
2016-02-16,4939143970
2016-02-17,5037336100
2016-02-18,5019773280
2016-02-19,5052503990
2016-02-22,5135528230
2016-02-23,5024563140
2016-02-24,5054898920
2016-02-25,5145906259
2016-02-26,5220947400
2016-02-29,5271240930
2016-03-01,5417331660
2016-03-02,5469221810
2016-03-03,5543464640
2016-03-04,5619304090
2016-03-07,5711908050
2016-03-08,5636068600
2016-03-09,5643253390
2016-03-10,5621699020
2016-03-11,5771781300
2016-03-14,5764596509
2016-03-15,5671194240
2016-03-16,5798923840
2016-03-17,5466028570
2016-03-18,5500355900
2016-03-21,5492372800
2016-03-22,5573800419
2016-03-23,5570607180
2016-03-24,5606531130
2016-03-28,5616110850
2016-03-29,5785352570
2016-03-30,5748630310
2016-03-31,5811638190
2016-04-01,5838022020
2016-04-04,5863606340
2016-04-05,5770863180
2016-04-06,5880396050
2016-04-07,5795647990
2016-04-08,5841220060
2016-04-11,5862007319
2016-04-12,5843618590
2016-04-13,5843618590
2016-04-14,5846816630
2016-04-15,5873999970
2016-04-18,5886792130
2016-04-19,5828427900
2016-04-20,5880396050
2016-04-21,5860408300
2016-04-22,5905980370
2016-04-25,5938760280
2016-04-26,5972339700
2016-04-27,5978735780
2016-04-28,5892388700
2016-04-29,5771662690
2016-05-02,6004320100
2016-05-03,5988329900
2016-05-04,5980334800
2016-05-05,6041097560
2016-05-06,5972339700
2016-05-09,6042696580
2016-05-10,6121048560
2016-05-11,6102659830
2016-05-12,6053889720
2016-05-13,6082672080
2016-05-16,6154627980
2016-05-17,6073077959
2016-05-18,6078674530
2016-05-19,6073877470
2016-05-20,6190605930
2016-05-23,6186608380
2016-05-24,6298539780
2016-05-25,6316129000
2016-05-26,6295341740
2016-05-27,6330520180
2016-05-31,6302537330
2016-06-01,6333718220
2016-06-02,6366498130
2016-06-03,6268158400
2016-06-06,6292143700
2016-06-07,6303336840
2016-06-08,6345710870
2016-06-09,6371295190
2016-06-10,6302537330
2016-06-13,6256165750
2016-06-14,6312930959
2016-06-15,6336116750
2016-06-16,6344111850
2016-06-17,6329720670
2016-06-20,6369696170
2016-06-21,6343312340
2016-06-22,6429659420
2016-06-23,6541590819
2016-06-24,6316129000
2016-06-27,6173016709
2016-06-28,6285747620
2016-06-29,6384087350
2016-06-30,6442147350
2016-07-01,6601301580
2016-07-05,6467739990
2016-07-06,6498131250
2016-07-07,6549316530
2016-07-08,6632492610
2016-07-11,6667682490
2016-07-12,6747659490
2016-07-13,6642889620
2016-07-14,6658085250
2016-07-15,6591704340
2016-07-18,6627693990
2016-07-19,6636491460
2016-07-20,6670881570
2016-07-21,6615697440
2016-07-22,6765254430
2016-07-25,6731664090
2016-07-26,6846830970
2016-07-27,6810041550
2016-07-28,6820438560
2016-07-29,7129949550
2016-08-01,7173137130
2016-08-02,7228321260
2016-08-03,7353885150
2016-08-04,7335490440
2016-08-05,7344287910
2016-08-08,7341888600
2016-08-09,7450657320
2016-08-10,7467452490
2016-08-11,7568223510
2016-08-12,7649800050
2016-08-15,7677792000
2016-08-16,7574621669
2016-08-17,7440260310
2016-08-18,7574621669
2016-08-19,7583419139
2016-08-22,7549828800
2016-08-23,7486646970
2016-08-24,7390674570
2016-08-25,7359483540
2016-08-26,7411468590
2016-08-29,7473850650
2016-08-30,7453056630
2016-08-31,7429863300
2016-09-01,7498643520
2016-09-02,7660197060
2016-09-06,7618609020
2016-09-07,7700985330
2016-09-08,7629805800
2016-09-09,7341088830
2016-09-12,7447458240
2016-09-13,7356284460
2016-09-14,7385875950
2016-09-15,7432262610
2016-09-16,7505041680
2016-09-19,7528235010
2016-09-20,7493844900
2016-09-21,7625007180
2016-09-22,7651399590
2016-09-23,7528235010
2016-09-26,7445058930
2016-09-27,7553027880
2016-09-28,7565824200
2016-09-29,7390674570
2016-09-30,7491000000
2016-10-03,7208139839
2016-10-04,7148211839
2016-10-05,7149809920
2016-10-06,7146613760
2016-10-07,7165790720
2016-10-10,7277656320
2016-10-11,7160197440
2016-10-12,7212135040
2016-10-13,7267268800
2016-10-14,7261675520
2016-10-17,7174580160
2016-10-18,7224120640
2016-10-19,7272063040
2016-10-20,7313613120
2016-10-21,7151408000
2016-10-24,7132231040
2016-10-25,6991600000
2016-10-26,6753486080
2016-10-27,6723122560
2016-10-28,6805423680
2016-10-31,6865351680
2016-11-01,6756682240
2016-11-02,6808619839
2016-11-03,6878136320
2016-11-04,6850169920
2016-11-07,7020365440
2016-11-08,7094676160
2016-11-09,7261675520
2016-11-10,7239302400
2016-11-11,7314412160
2016-11-14,7208938880
2016-11-15,7506980800
2016-11-16,7514172160
2016-11-17,7769864960
2016-11-18,7578095360
2016-11-21,7685166720
2016-11-22,7547731839
2016-11-23,7634827200
2016-11-25,7685965760
2016-11-28,7618047360
2016-11-29,7631631040
2016-11-30,7435067200
2016-12-01,7394316160
2016-12-02,7387923839
2016-12-05,7511775040
2016-12-06,7689960960
2016-12-07,7841778560
2016-12-08,7934467200
2016-12-09,7880132480
2016-12-12,7872941120
2016-12-13,7922481600
2016-12-14,7878534400
2016-12-15,8011974080
2016-12-16,8081490560
2016-12-19,8010376000
2016-12-20,7941658560
2016-12-21,7887323839
2016-12-22,7847371839
2016-12-23,7870544000
2016-12-27,7883328640
2016-12-28,7734707200
2016-12-29,7747491839
2016-12-30,7681171520
2017-01-03,7747491839
2017-01-04,7812214080
2017-01-05,7576497279
2017-01-06,7517368320
2017-01-09,7574100160
2017-01-10,7681171520
2017-01-11,7670784000
2017-01-12,7634827200
2017-01-13,7671583040
2017-01-17,7618047360
2017-01-18,7544535680
2017-01-19,7235307200
2017-01-20,7327196800
2017-01-23,7354364160
2017-01-24,7323201600
2017-01-25,7463832640
2017-01-26,7369545920
2017-01-27,7265670720
2017-01-30,7189761920
2017-01-31,7326397760
2017-02-01,7770664000
2017-02-02,7601267520
2017-02-03,7656401279
2017-02-06,7498990400
2017-02-07,7483009600
2017-02-08,7524559680
2017-02-09,7669185920
2017-02-10,7748290880
2017-02-13,7799429440
2017-02-14,7861754560
2017-02-15,7987203839
2017-02-16,8023959680
2017-02-17,8131430560
2017-02-21,8139021440
2017-02-22,8077495360
2017-02-23,8083088640
2017-02-24,8221322560
2017-02-27,8170983040
2017-02-28,8210935040
2017-03-01,8296432320
2017-03-02,8319604480
2017-03-03,8313212160
2017-03-06,8209336960
2017-03-07,8242097600
2017-03-08,8287642880
2017-03-09,8418685440
2017-03-10,8415489279
2017-03-13,8628832960
2017-03-14,8588081920
2017-03-15,8814210240
2017-03-16,8826994880
2017-03-17,8937262400
2017-03-20,9047529920
2017-03-21,8874138240
2017-03-22,8948448960
2017-03-23,8993195200
2017-03-24,9098668480
2017-03-27,9110654080
2017-03-28,9101065600
2017-03-29,9127433920
2017-03-30,9105859840
2017-03-31,9198365480
2017-04-03,9330675680
2017-04-04,9270534680
2017-04-05,9205582400
2017-04-06,9236855720
2017-04-07,9200771120
2017-04-10,9199969240
2017-04-11,9217610600
2017-04-12,9150252680
2017-04-13,9119781240
2017-04-17,9236053840
2017-04-18,9327468160
2017-04-19,9426099400
2017-04-20,9531947560
2017-04-21,9497466720
2017-04-24,9649823920
2017-04-25,9524730640
2017-04-26,9601711120
2017-04-27,9629776920
2017-04-28,10794908560
2017-05-01,10719531840
2017-05-02,10754814560
2017-05-03,10582410360
2017-05-04,11377875319
2017-05-05,11068349640
2017-05-08,10985756000
2017-05-09,11079575959
2017-05-10,10986557880
2017-05-11,11022642480
2017-05-12,11119669959
2017-05-15,11102830480
2017-05-16,11114858680
2017-05-17,10911983040
2017-05-18,11041085720
2017-05-19,11100424840
2017-05-22,11073962800
2017-05-23,11083585360
2017-05-24,11118066200
2017-05-25,11337781319
2017-05-26,11394714800
2017-05-30,11493346040
2017-05-31,11643297600
2017-06-01,11700231080
2017-06-02,12004143600
2017-06-05,11934380040
2017-06-06,11917540560
2017-06-07,11958436440
2017-06-08,12174142160
2017-06-09,11935983800
2017-06-12,11499761080
2017-06-13,11577543440
2017-06-14,11571128400
2017-06-15,11548675760
2017-06-16,11648108880
2017-06-19,12004143600
2017-06-20,11786834120
2017-06-21,11981690959
2017-06-22,12003341720
2017-06-23,12308858000
2017-06-26,12162113959
2017-06-27,11975275920
2017-06-28,12207821120
2017-06-29,11917540560
2017-06-30,12034069560
2017-07-03,11946691890
2017-07-05,12179966220
2017-07-06,12003607620
2017-07-07,12180767850
2017-07-10,12151107540
2017-07-11,12151909170
2017-07-12,12225659130
2017-07-13,12200006970
2017-07-14,12369150900
2017-07-17,12522262230
2017-07-18,12507031260
2017-07-19,12768362640
2017-07-20,12839707709
2017-07-21,12735495810
2017-07-24,12921473970
2017-07-25,12710645280
2017-07-26,12721066470
2017-07-27,12606433380
2017-07-28,13873008780
2017-07-31,13405658490
2017-08-01,13582017090
2017-08-02,13466582370
2017-08-03,13664584980
2017-08-04,13571595900
2017-08-07,13949163630
2017-08-08,13917900060
2017-08-09,14090250510
2017-08-10,13726310490
2017-08-11,13913090280
2017-08-14,13961188080
2017-08-15,14266609110
2017-08-16,14305888980
2017-08-17,13576405680
2017-08-18,13516283430
2017-08-21,13465780740
2017-08-22,13832125650
2017-08-23,13856174550
2017-08-24,14053375530
2017-08-25,13832125650
2017-08-28,14037342930
2017-08-29,13947560370
2017-08-30,14018905440
2017-08-31,14168008620
2017-09-01,14139149940
2017-09-05,14375630790
2017-09-06,14159190690
2017-09-07,14428538370
2017-09-08,14544774720
2017-09-11,14759611560
2017-09-12,14883062580
2017-09-13,14715521910
2017-09-14,14818932180
2017-09-15,14790073500
2017-09-18,15097899420
2017-09-19,15004910340
2017-09-20,15133171140
2017-09-21,14935970160
2017-09-22,15070644000
2017-09-25,14821337069
2017-09-26,14766024600
2017-09-27,14812519140
2017-09-28,14673035520
2017-09-29,14931962010
2017-10-02,14992577600
2017-10-03,14930916000
2017-10-04,14893278400
2017-10-05,14943728800
2017-10-06,14978163200
2017-10-09,15065450400
2017-10-10,15108693599
2017-10-11,15412196800
2017-10-12,15405790400
2017-10-13,15440224800
2017-10-16,15485069600
2017-10-17,15557141600
2017-10-18,15553938400
2017-10-19,15763748000
2017-10-20,16086470400
2017-10-23,16237020800
2017-10-24,16313897600
2017-10-25,16156140000
2017-10-26,16254638400
2017-10-27,18894075200
2017-10-30,18864445600
2017-10-31,19137518400
2017-11-01,18814796000
2017-11-02,18696277600
2017-11-03,19327308000
2017-11-06,19579560000
2017-11-07,19736516800
2017-11-08,20239419200
2017-11-09,19990370400
2017-11-10,19976756800
2017-11-13,20318698400
2017-11-14,20341921600
2017-11-15,19955135200
2017-11-16,20413993600
2017-11-17,20331511200
2017-11-20,20461240800
2017-11-21,20534914400
2017-11-22,20370750400
2017-11-24,20401180800
2017-11-27,21014593600
2017-11-28,21159538400
2017-11-29,20690269600
2017-11-30,20891270400
2017-12-01,20345925600
2017-12-04,18082064000
2017-12-05,18206988800
2017-12-06,18659440800
2017-12-07,19329710400
2017-12-08,19093474400
2017-12-11,18711492800
2017-12-12,18768349600
2017-12-13,18869250400
2017-12-14,18722704000
2017-12-15,18702684000
2017-12-18,18856437600
2017-12-19,18822804000
2017-12-20,18710692000
2017-12-21,17518300800
2017-12-22,17867449600
2017-12-26,17901083200
2017-12-27,18134116000
2017-12-28,18136518400
2017-12-29,17792975200
2018-01-02,17977686320
2018-01-03,18504323200
2018-01-04,18672398800
2018-01-05,19294278520
2018-01-08,19920960400
2018-01-09,20124251840
2018-01-10,19873739160
2018-01-11,20241904760
2018-01-12,20683703480
2018-01-16,21119899680
2018-01-17,21789801000
2018-01-18,21665745200
2018-01-19,21566500560
2018-01-22,21377615600
2018-01-23,21782597760
2018-01-24,21792202079
2018-01-25,21894648160
2018-01-26,22727822920
2018-01-29,22151563720
2018-01-30,21616122880
2018-01-31,20969432000
2018-02-01,20454800520
2018-02-02,20599665680
2018-02-05,19400726400
2018-02-06,19324692200
2018-02-07,18754835880
2018-02-08,17664745560
2018-02-09,18357857320
2018-02-12,18658792680
2018-02-13,18706814280
2018-02-14,19716068240
2018-02-15,20230699720
2018-02-16,20129054000
2018-02-20,20445196200
2018-02-21,20180277040
2018-02-22,20783748480
2018-02-23,21215142520
2018-02-26,21335996880
2018-02-27,21119099320
2018-02-28,21011050720
2018-03-01,19652839800
2018-03-02,20305933560
2018-03-05,20448397640
2018-03-06,20486814920
2018-03-07,21041464400
2018-03-08,21464054480
2018-03-09,21748982640
2018-03-12,22058721960
2018-03-13,21586509560
2018-03-14,21808209280
2018-03-15,21839423320
2018-03-16,21642534760
2018-03-19,21240754040
2018-03-20,21641734400
2018-03-21,21620925040
2018-03-22,20819764680
2018-03-23,20082633120
2018-03-26,20931014720
2018-03-27,19872938800
2018-03-28,19562399120
2018-03-29,20099440680
2018-04-02,19467621040
2018-04-03,19542221920
2018-04-04,19968168880
2018-04-05,20483155600
2018-04-06,19671369680
2018-04-09,19978596960
2018-04-10,20717386320
2018-04-11,20617116320
2018-04-12,21157772160
2018-04-13,20994131520
2018-04-16,21297348000
2018-04-17,21870892400
2018-04-18,22223842800
2018-04-19,20277000480
2018-04-20,19818967120
2018-04-23,19829395200
2018-04-24,19224566560
2018-04-25,19703456080
2018-04-26,20847336240
2018-04-27,20687706400
2018-04-30,20041967600
2018-05-01,20161489440
2018-05-02,20011485520
2018-05-03,20466310240
2018-05-04,20773537520
2018-05-07,21259646479
2018-05-08,21294139360
2018-05-09,21497888000
2018-05-10,22278389680
2018-05-11,22981081840
2018-05-14,22975466720
2018-05-15,22762894320
2018-05-16,23098999360
2018-05-17,23480827520
2018-05-18,23904368000
2018-05-21,24262131360
2018-05-22,23893137760
2018-05-23,24722571200
2018-05-24,25431680640
2018-05-25,25552004640
2018-05-29,26164854880
2018-05-30,26587593200
2018-05-31,26627701200
2018-06-01,26719147439
2018-06-04,27530131200
2018-06-05,27761153280
2018-06-06,27784415920
2018-06-07,27218893120
2018-06-08,27808480720
2018-06-11,27950463040
2018-06-12,28416518000
2018-06-13,29157713840
2018-06-14,29380714320
2018-06-15,29091134560
2018-06-18,29687941600
2018-06-19,29298091840
2018-06-20,29254775200
2018-06-21,28845673600
2018-06-22,28337906320
2018-06-25,27778800800
2018-06-26,28269722720
2018-06-27,27496440479
2018-06-28,27578260800
2018-06-29,27445102240
2018-07-02,27260171079
2018-07-03,27131993480
2018-07-05,27348293180
2018-07-06,27836169170
2018-07-09,27956335670
2018-07-10,28155010950
2018-07-11,27948324570
2018-07-12,29065873020
2018-07-13,29116342950
2018-07-16,29022613079
2018-07-17,29683528829
2018-07-18,29826126410
2018-07-19,29666705520
2018-07-20,30072067180
2018-07-23,30241902500
2018-07-24,29848557489
2018-07-25,30583976470
2018-07-26,29081895220
2018-07-27,28340868470
2018-07-30,27925092380
2018-07-31,28571588150
2018-08-01,28335260700
2018-08-02,29474439120
2018-08-03,29121149610
2018-08-06,29605020050
2018-08-07,29286979380
2018-08-08,29337449310
2018-08-09,29390322570
2018-08-10,29202862829
2018-08-13,29022613079
2018-08-14,29533721260
2018-08-15,28074899950
2018-08-16,28134983200
2018-08-17,28623660300
2018-08-20,28221503079
2018-08-21,28510703790
2018-08-22,28948910960
2018-08-23,29127558489
2018-08-24,29448803600
2018-08-27,30591987570
2018-08-28,30622429750
2018-08-29,30877182730
2018-08-30,31006962550
2018-08-31,30962100390
2018-09-04,30869171630
2018-09-05,29874193010
2018-09-06,29706761020
2018-09-07,29532119040
2018-09-10,30024000579
2018-09-11,30666490800
2018-09-12,30588783130
2018-09-13,30413340040
2018-09-14,31256107760
2018-09-17,30311599070
2018-09-18,30919641560
2018-09-19,30437373340
2018-09-20,30429362239
2018-09-21,30509473239
2018-09-24,31159974560
2018-09-25,31482020780
2018-09-26,31181604530
2018-09-27,31240886670
2018-09-28,31341025420
2018-10-01,31278924320
2018-10-02,30052597470
2018-10-03,29979896660
2018-10-04,28592189990
2018-10-05,28210311010
2018-10-08,27392227170
2018-10-09,27240434270
2018-10-10,25247952729
2018-10-11,24994698260
2018-10-12,26164302500
2018-10-15,25359800130
2018-10-16,26758691540
2018-10-17,26590121530
2018-10-18,25809586460
2018-10-19,24989105890
2018-10-22,25103350020
2018-10-23,24901225790
2018-10-24,23234699530
2018-10-25,18540304370
2018-10-26,18385315830
2018-10-29,17411444540
2018-10-30,17816491910
2018-10-31,17671889200
2018-11-01,18450826450
2018-11-02,18354957250
2018-11-05,18224734920
2018-11-06,18324598670
2018-11-07,19598061210
2018-11-08,19626821970
2018-11-09,18851080360
2018-11-12,17359515390
2018-11-13,17521694120
2018-11-14,17575221090
2018-11-15,17797318070
2018-11-16,18008230310
2018-11-19,16332117130
2018-11-20,16785099100
2018-11-21,17234086520
2018-11-23,17485743170
2018-11-26,17846051580
2018-11-27,17632742610
2018-11-28,18821520690
2018-11-29,18271071700
2018-11-30,18366141990
2018-12-03,18830308700
2018-12-04,17651916450
2018-12-06,17523291940
2018-12-07,16799479480
2018-12-10,17309184060
2018-12-11,17597590570
2018-12-12,17519297390
2018-12-13,17354721930
2018-12-14,17222102870
2018-12-17,16535040270
2018-12-18,16737164500
2018-12-19,16102829960
2018-12-20,15800841980
2018-12-21,15911890469
2018-12-24,15476484520
2018-12-26,16856202090
2018-12-27,16883365030
2018-12-28,16640496390
2018-12-31,16725079800
2019-01-02,16141303200
2019-01-03,14756530800
2019-01-04,14910660600
2019-01-07,15167011199
2019-01-08,15408987000
2019-01-09,15997555200
2019-01-10,16182830399
2019-01-11,15832245000
2019-01-14,15488048400
2019-01-15,15576693000
2019-01-16,16514249400
2019-01-17,16983826199
2019-01-18,17576387400
2019-01-22,17262537600
2019-01-23,17347189200
2019-01-24,17622706200
2019-01-25,18145789200
2019-01-28,17688191400
2019-01-29,17731315800
2019-01-30,18593803800
2019-01-31,19881147000
2019-02-01,19485840000
2019-02-04,19528964400
2019-02-05,19446708600
2019-02-06,19489034400
2019-02-07,19122477000
2019-02-08,19267023600
2019-02-11,19531360200
2019-02-12,20309995200
2019-02-13,20112741000
2019-02-14,20024895000
2019-02-15,20361105600
2019-02-19,20383466400
2019-02-20,20267669400
2019-02-21,19983367800
2019-02-22,20283641400
2019-02-25,20951271000
2019-02-26,20746829400
2019-02-27,20623845000
2019-02-28,20681344200
2019-03-01,21031131000
2019-03-04,20468916600
2019-03-05,19104109200
2019-03-06,18483597000
2019-03-07,18427695000
2019-03-08,18434882400
2019-03-11,19434729600
2019-03-12,20032082400
2019-03-13,20135101800
2019-03-14,19772537400
2019-03-15,20151073800
2019-03-18,20262877800
2019-03-19,20706899400
2019-03-20,21217204800
2019-03-21,22419097800
2019-03-22,21531853200
2019-03-25,21643657200
2019-03-26,21903202200
2019-03-27,21479145600
2019-03-28,21874452600
2019-03-29,22706593800
2019-04-01,22795746450
2019-04-02,23345754289
2019-04-03,23125111610
2019-04-04,23020386280
2019-04-05,23653534840
2019-04-08,23400115530
2019-04-09,22803740750
2019-04-10,23193063160
2019-04-11,23156289380
2019-04-12,23429694440
2019-04-15,23387324650
2019-04-16,23053962340
2019-04-17,21878800240
2019-04-18,22503155070
2019-04-22,23233834090
2019-04-23,23669523440
2019-04-24,23749466440
2019-04-25,23722285820
2019-04-26,25420275140
2019-04-29,25381902500
2019-04-30,25955893240
2019-05-01,25688883619
2019-05-02,26051824840
2019-05-03,26467528440
2019-05-06,26338020780
2019-05-07,26022245930
2019-05-08,25811196410
2019-05-09,25841574750
2019-05-10,25736049990
2019-05-13,24794321450
2019-05-14,25588954869
2019-05-15,26038234530
2019-05-16,26450740410
2019-05-17,25790411230
2019-05-20,25556178240
2019-05-21,25556178240
2019-05-22,25487427260
2019-05-23,24610452550
2019-05-24,24899846210
2019-05-28,24367425830
2019-05-29,23775847630
2019-05-30,23717489240
2019-05-31,22731792050
2019-06-03,22649450760
2019-06-04,23762257320
2019-06-05,24188353510
2019-06-06,24491337480
2019-06-07,24595263380
2019-06-10,25184443289
2019-06-11,24692793840
2019-06-12,24942216000
2019-06-13,24867869010
2019-06-14,24438575100
2019-06-17,23077945240
2019-06-18,23188266580
2019-06-19,23730280119
2019-06-20,23636746810
2019-06-21,22668637080
2019-06-24,22556716880
2019-06-25,22065866860
2019-06-26,21431119440
2019-06-27,21580612850
2019-06-28,21880399100
2019-07-01,21552917760
2019-07-02,21491038800
2019-07-03,21816300000
2019-07-05,21680642280
2019-07-08,21597343680
2019-07-09,21848826120
2019-07-10,22740517800
2019-07-11,22418429879
2019-07-12,22523148120
2019-07-15,22554087600
2019-07-16,22297845240
2019-07-17,22523148120
2019-07-18,22480308840
2019-07-19,22308951720
2019-07-22,21774254040
2019-07-23,21654462720
2019-07-24,21828993120
2019-07-25,15937798800
2019-07-26,15774374880
2019-07-29,15553038600
2019-07-30,16124229000
2019-07-31,16586734560
2019-08-01,16052830200
2019-08-02,15817214160
2019-08-05,14943768840
2019-08-06,14949322080
2019-08-07,14589154800
2019-08-08,14936628960
2019-08-09,14543935560
2019-08-12,14254373760
2019-08-13,14438424000
2019-08-14,13826774280
2019-08-15,13833120840
2019-08-16,14064770280
2019-08-19,14090949840
2019-08-20,13843434000
2019-08-21,13993371479
2019-08-22,14198048040
2019-08-23,13886273280
2019-08-26,13898173080
2019-08-27,13787901600
2019-08-28,14066356920
2019-08-29,14275793400
2019-08-30,14526482520
2019-09-03,14113956120
2019-09-04,13992578160
2019-09-05,14050490520
2019-09-06,13887859920
2019-09-09,13737129120
2019-09-10,14105229600
2019-09-11,14261513640
2019-09-12,13852953840
2019-09-13,14079050040
2019-09-16,14229780840
2019-09-17,14093329800
2019-09-18,13946565600
2019-09-19,14308319520
2019-09-20,14798591280
2019-09-23,14588361479
2019-09-24,14521722600
2019-09-25,14567735160
2019-09-26,14199634680
2019-09-27,13949738880
2019-09-30,14216331759
2019-10-01,14324769400
2019-10-02,14124395500
2019-10-03,14518857060
2019-10-04,14268979020
2019-10-07,14498426780
2019-10-08,14481925400
2019-10-09,14867743380
2019-10-10,15257490259
2019-10-11,15728172480
2019-10-14,16120276700
2019-10-15,16442446500
2019-10-16,16623961680
2019-10-17,16809405759
2019-10-18,16806262640
2019-10-21,16504523120
2019-10-22,16784260800
2019-10-23,17090715000
2019-10-24,19602853660
2019-10-25,19124313640
2019-10-28,19677502760
2019-10-29,20125397360
2019-10-30,19857446380
2019-10-31,19824443620
2019-11-01,20197689120
2019-11-04,20333629060
2019-11-05,20266051980
2019-11-06,20128540480
2019-11-07,20346987320
2019-11-08,20423993760
2019-11-11,20320270800
2019-11-12,20349344660
2019-11-13,20401206140
2019-11-14,20464854320
2019-11-15,20738305760
2019-11-18,21098978780
2019-11-19,21341784800
2019-11-20,21119409060
2019-11-21,21384216920
2019-11-22,21561803200
2019-11-25,21850184460
2019-11-26,21821110600
2019-11-27,21971980360
2019-11-29,21792822519
2019-12-02,21557088519
2019-12-03,21715816080
2019-12-04,21821896380
2019-12-05,21572018339
2019-12-06,21665526160
2019-12-09,21487939880
2019-12-10,21502869700
2019-12-11,21627022940
2019-12-12,21089549420
2019-12-13,20906462680
2019-12-16,21216845780
2019-12-17,21081691620
2019-12-18,21421148580
2019-12-19,21510727500
2019-12-20,21443150420
2019-12-23,21855684920
2019-12-24,21836040420
2019-12-26,21865114280
2019-12-27,21816395920
2019-12-30,21658454140
2019-12-31,21930311680
2020-01-02,22294978560
2020-01-03,22040340480
2020-01-06,22467880960
2020-01-07,22246251520
2020-01-08,22477312000
2020-01-09,23305671680
2020-01-10,23053391360
2020-01-13,23425917440
2020-01-14,22603845120
2020-01-15,21542067200
2020-01-16,22401077759
2020-01-17,22060774400
2020-01-21,21468976640
2020-01-22,21951531520
2020-01-23,21281141759
2020-01-24,21218268160
2020-01-27,20505438720
2020-01-28,21048509440
2020-01-29,20559667200
2020-01-30,20661050880
2020-01-31,20206003200
2020-02-03,19885347840
2020-02-04,20160419840
2020-02-05,21023360000
2020-02-06,20965201920
2020-02-07,20329392640
2020-02-10,20357685759
2020-02-11,20784440320
2020-02-12,21503557120
2020-02-13,21453258240
2020-02-14,21608870400
2020-02-18,21214338560
2020-02-19,21781772800
2020-02-20,21415534080
2020-02-21,20454353920
2020-02-24,18870725120
2020-02-25,18045509120
2020-02-26,17882823680
2020-02-27,17602250240
2020-02-28,17160563200
2020-03-02,18093450240
2020-03-03,17648619520
2020-03-04,18445542400
2020-03-05,18130388480
2020-03-06,17696560640
2020-03-09,17041889280
2020-03-10,17931550720
2020-03-11,15889730560
2020-03-12,14155991040
