,PEG
2009-04-13,14876106000
2009-04-14,14597811500
2009-04-15,14754668400
2009-04-16,14724309000
2009-04-17,14946944600
2009-04-20,14714189200
2009-04-21,14557332300
2009-04-22,14375175900
2009-04-23,14334696700
2009-04-24,14213259100
2009-04-27,14339756600
2009-04-28,14314457100
2009-04-29,14967184200
2009-04-30,15098741600
2009-05-01,15761588500
2009-05-04,15888086000
2009-05-05,15791947900
2009-05-06,15943744900
2009-05-07,16029763200
2009-05-08,16186620100
2009-05-11,16186620100
2009-05-12,16459854700
2009-05-13,16080362200
2009-05-14,16034823100
2009-05-15,16034823100
2009-05-18,15807127600
2009-05-19,16323237399
2009-05-20,16125901300
2009-05-21,15877966200
2009-05-22,15999403800
2009-05-26,16343476999
2009-05-27,15999403800
2009-05-28,16151200800
2009-05-29,16125901300
2009-06-01,17016443700
2009-06-02,16834287300
2009-06-03,16302997800
2009-06-04,16606591800
2009-06-05,16389016100
2009-06-08,16151200800
2009-06-09,16186620100
2009-06-10,16363716600
2009-06-11,16581292300
2009-06-12,16464914600
2009-06-15,16060122600
2009-06-16,15943744900
2009-06-17,15994343900
2009-06-18,16262518600
2009-06-19,16161320600
2009-06-22,16151200800
2009-06-23,16055062700
2009-06-24,16039883000
2009-06-25,16206859700
2009-06-26,16308057699
2009-06-29,16576232399
2009-06-30,16510388440
2009-07-01,16738083040
2009-07-02,16242214800
2009-07-06,16292813600
2009-07-07,15812125000
2009-07-08,15812125000
2009-07-09,15802005240
2009-07-10,15680568120
2009-07-13,15898142960
2009-07-14,15938622000
2009-07-15,16414250719
2009-07-16,16429430360
2009-07-17,16247274680
2009-07-20,16343412399
2009-07-21,16394011200
2009-07-22,16409190840
2009-07-23,16874699800
2009-07-24,17132753680
2009-07-27,17061915360
2009-07-28,16652065079
2009-07-29,16621705800
2009-07-30,16915178840
2009-07-31,16419310600
2009-08-03,16717843520
2009-08-04,16419310600
2009-08-05,16090418400
2009-08-06,15893083080
2009-08-07,16024639960
2009-08-10,16110657920
2009-08-11,15888023200
2009-08-12,16019580080
2009-08-13,16161256720
2009-08-14,16252334559
2009-08-17,15837424400
2009-08-18,15817184880
2009-08-19,16125837560
2009-08-20,16242214800
2009-08-21,16631825559
2009-08-24,16560987239
2009-08-25,16338352520
2009-08-26,16292813600
2009-08-27,16323172879
2009-08-28,16252334559
2009-08-31,16024639960
2009-09-01,15948741760
2009-09-02,15705867520
2009-09-03,15736226800
2009-09-04,15452873520
2009-09-08,15624909440
2009-09-09,15741286680
2009-09-10,15751406440
2009-09-11,15624909440
2009-09-14,15948741760
2009-09-15,15974041160
2009-09-16,16156196840
2009-09-17,16060059120
2009-09-18,16186556120
2009-09-21,15862723800
2009-09-22,15715987280
2009-09-23,15766586080
2009-09-24,15786825600
2009-09-25,15832364520
2009-09-28,15968981280
2009-09-29,15999340560
2009-09-30,15907068000
2009-10-01,15547843500
2009-10-02,15355582500
2009-10-05,15492189000
2009-10-06,15729985500
2009-10-07,15750223500
2009-10-08,15694569000
2009-10-09,15861532500
2009-10-12,15810937500
2009-10-13,15633855000
2009-10-14,15517486500
2009-10-15,15552903000
2009-10-16,15755283000
2009-10-19,16018377000
2009-10-20,15633855000
2009-10-21,15552903000
2009-10-22,15633855000
2009-10-23,15335344500
2009-10-26,15016596000
2009-10-27,15057072000
2009-10-28,14869870500
2009-10-29,15411237000
2009-10-30,15077310000
2009-11-02,14966001000
2009-11-03,14839513500
2009-11-04,15127905000
2009-11-05,15502308000
2009-11-06,15471951000
2009-11-09,15745164000
2009-11-10,15902008500
2009-11-11,15841294500
2009-11-12,15740104500
2009-11-13,15871651500
2009-11-16,16048734000
2009-11-17,15998139000
2009-11-18,15861532500
2009-11-19,15527605500
2009-11-20,15709747500
2009-11-23,15846354000
2009-11-24,15810937500
2009-11-25,15988020000
2009-11-27,15633855000
2009-11-30,15866592000
2009-12-01,16028496000
2009-12-02,16342184999
2009-12-03,16357363500
2009-12-04,16286530499
2009-12-07,16195459499
2009-12-08,16154983500
2009-12-09,16306768499
2009-12-10,16590100500
2009-12-11,16913908500
2009-12-14,16944265500
2009-12-15,17065693499
2009-12-16,17045455499
2009-12-17,16898730000
2009-12-18,16903789499
2009-12-21,17025217500
2009-12-22,16853194500
2009-12-23,16797540000
2009-12-24,17010038999
2009-12-28,17090991000
2009-12-29,16979682000
2009-12-30,17075812500
2009-12-31,16822837500
2010-01-04,17015098500
2010-01-05,16999920000
2010-01-06,16908849000
2010-01-07,16681171500
2010-01-08,16635636000
2010-01-11,16716588000
2010-01-12,16610338500
2010-01-13,16721647499
2010-01-14,16605279000
2010-01-15,16504088999
2010-01-19,16655874000
2010-01-20,16306768499
2010-01-21,16063912500
2010-01-22,15805878000
2010-01-25,15907068000
2010-01-26,15831175500
2010-01-27,15613617000
2010-01-28,15466891500
2010-01-29,15477010500
2010-02-01,15497248500
2010-02-02,15628795500
2010-02-03,15456772500
2010-02-04,14996358000
2010-02-05,14935644000
2010-02-08,14915406000
2010-02-09,15122845500
2010-02-10,15143083500
2010-02-11,15446653500
2010-02-12,15264511500
2010-02-16,15563022000
2010-02-17,15552903000
2010-02-18,15608557500
2010-02-19,15775521000
2010-02-22,15466891500
2010-02-23,15259452000
2010-02-24,15264511500
2010-02-25,15138024000
2010-02-26,15036834000
2010-03-01,15401118000
2010-03-02,15497248500
2010-03-03,15466891500
2010-03-04,15633855000
2010-03-05,15785640000
2010-03-08,15537724500
2010-03-09,15456772500
2010-03-10,15456772500
2010-03-11,15517486500
2010-03-12,15466891500
2010-03-15,15608557500
2010-03-16,15750223500
2010-03-17,15664212000
2010-03-18,15679390500
2010-03-19,15643974000
2010-03-22,15477010500
2010-03-23,15446653500
2010-03-24,15224035500
2010-03-25,14849632500
2010-03-26,14728204500
2010-03-29,14920465500
2010-03-30,14900227500
2010-03-31,14940337680
2010-04-01,15244003080
2010-04-05,15598279380
2010-04-06,15739989900
2010-04-07,15527424120
2010-04-08,15426202320
2010-04-09,15532485210
2010-04-12,15704562270
2010-04-13,15613462650
2010-04-14,15800722980
2010-04-15,15537546300
2010-04-16,15309797250
2010-04-19,15314858340
2010-04-20,15583096110
2010-04-21,15603340470
2010-04-22,15724806630
2010-04-23,15967738950
2010-04-26,15886761510
2010-04-27,15724806630
2010-04-28,15922189140
2010-04-29,16114510560
2010-04-30,16261282170
2010-05-03,16585191930
2010-05-04,16271404350
2010-05-05,16139816010
2010-05-06,15689379000
2010-05-07,15537546300
2010-05-10,15901944780
2010-05-11,15932311320
2010-05-12,16271404350
2010-05-13,16246098900
2010-05-14,16099327290
2010-05-17,16129693830
2010-05-18,15977861130
2010-05-19,15907005870
2010-05-20,15431263410
2010-05-21,15314858340
2010-05-24,15249064170
2010-05-25,15208575450
2010-05-26,15127598010
2010-05-27,15486935400
2010-05-28,15502118670
2010-06-01,15324980520
2010-06-02,15750112080
2010-06-03,15937372410
2010-06-04,15522363030
2010-06-07,15593218290
2010-06-08,15982922220
2010-06-09,16124632740
2010-06-10,16316954160
2010-06-11,16251159990
2010-06-14,16357442880
2010-06-15,16762330079
2010-06-16,16802818800
2010-06-17,17025506760
2010-06-18,17015384579
2010-06-21,16742085720
2010-06-22,16291648709
2010-06-23,16048716390
2010-06-24,16104388380
2010-06-25,16397931600
2010-06-28,16413114870
2010-06-29,15998105490
2010-06-30,15851256850
2010-07-01,15760186750
2010-07-02,15876554100
2010-07-06,16043515950
2010-07-07,16554520400
2010-07-08,16777136199
2010-07-09,16868206300
2010-07-12,16923860250
2010-07-13,16933979150
2010-07-14,16959276400
2010-07-15,17070584300
2010-07-16,16681006650
2010-07-19,16847968499
2010-07-20,16939038599
2010-07-21,16696185000
2010-07-22,17045287049
2010-07-23,17085762650
2010-07-26,17227427250
2010-07-27,17596767100
2010-07-28,17399448550
2010-07-29,17111059900
2010-07-30,16645590500
2010-08-02,16853027950
2010-08-03,16731601150
2010-08-04,16645590500
2010-08-05,16392618000
2010-08-06,16564639300
2010-08-09,16529223150
2010-08-10,16453331400
2010-08-11,16058694300
2010-08-12,15967624200
2010-08-13,16043515950
2010-08-16,15957505300
2010-08-17,16235775050
2010-08-18,16281310100
2010-08-19,16018218700
2010-08-20,16053634850
2010-08-23,16291429000
2010-08-24,16256012850
2010-08-25,16063753750
2010-08-26,15881613550
2010-08-27,16225656150
2010-08-30,16018218700
2010-08-31,16170002200
2010-09-01,16610174350
2010-09-02,16503925899
2010-09-03,16660768850
2010-09-07,16433093599
2010-09-08,16250953399
2010-09-09,16372380200
2010-09-10,16149764400
2010-09-13,16190240000
2010-09-14,16154823850
2010-09-15,15911970250
2010-09-16,15982802550
2010-09-17,16119407700
2010-09-20,16321785699
2010-09-21,16412855799
2010-09-22,16392618000
2010-09-23,16220596700
2010-09-24,16630412149
2010-09-27,16726541700
2010-09-28,16767017300
2010-09-29,16675947200
2010-09-30,16736395960
2010-10-01,16736395960
2010-10-04,16736395960
2010-10-05,16984305090
2010-10-06,16711099110
2010-10-07,16898295800
2010-10-08,16953948869
2010-10-11,16908414540
2010-10-12,16781930290
2010-10-13,16893236430
2010-10-14,16751574070
2010-10-15,16822405250
2010-10-18,17065255009
2010-10-19,16857820840
2010-10-20,16979245720
2010-10-21,17100670599
2010-10-22,16822405250
2010-10-25,16862880210
2010-10-26,16893236430
2010-10-27,16508724310
2010-10-28,16417655650
2010-10-29,16362002580
2010-11-01,16281052660
2010-11-02,16630149189
2010-11-03,16660505410
2010-11-04,16827464619
2010-11-05,16706039740
2010-11-08,16448011869
2010-11-09,16422715020
2010-11-10,16316468250
2010-11-11,16220340220
2010-11-12,16017965420
2010-11-15,16169746520
2010-11-16,15906659280
2010-11-17,15805471880
2010-11-18,15764996920
2010-11-19,15562622120
2010-11-22,15592978340
2010-11-23,15501909680
2010-11-24,15648631410
2010-11-26,15496850310
2010-11-29,15603097080
2010-11-30,15598037710
2010-12-01,15916778020
2010-12-02,15931956130
2010-12-03,16058440380
2010-12-06,15906659280
2010-12-07,15820649990
2010-12-08,15749818810
2010-12-09,15830768730
2010-12-10,15744759440
2010-12-13,15775115660
2010-12-14,15916778020
2010-12-15,15780175030
2010-12-16,16124212190
2010-12-17,16007846680
2010-12-20,15926896760
2010-12-21,15805471880
2010-12-22,15987609200
2010-12-23,15901599910
2010-12-27,15901599910
2010-12-28,15957252980
2010-12-29,15866184320
2010-12-30,15881362430
2010-12-31,16095191990
2011-01-03,16090132200
2011-01-04,15978816820
2011-01-05,15847262280
2011-01-06,15811843750
2011-01-07,15983876610
2011-01-10,15988936400
2011-01-11,16140730100
2011-01-12,16272284639
2011-01-13,15983876610
2011-01-14,15999055980
2011-01-18,15847262280
2011-01-19,16074952830
2011-01-20,16277344430
2011-01-21,16424078340
2011-01-24,16545513300
2011-01-25,16444317500
2011-01-26,16479736030
2011-01-27,16510094770
2011-01-28,16408898970
2011-01-31,16408898970
2011-02-01,16758024479
2011-02-02,16489855610
2011-02-03,16570812250
2011-02-04,16302643380
2011-02-07,16499975190
2011-02-08,16565752460
2011-02-09,16707426580
2011-02-10,16641649310
2011-02-11,16631529729
2011-02-14,16484795820
2011-02-15,16419018550
2011-02-16,16252045479
2011-02-17,16226746530
2011-02-18,16059773460
2011-02-22,16307703169
2011-02-23,16343121699
2011-02-24,16307703169
2011-02-25,16403839180
2011-02-28,16545513300
2011-03-01,16145789890
2011-03-02,16135670310
2011-03-03,16166029050
2011-03-04,15993996190
2011-03-07,15923159130
2011-03-08,16029414720
2011-03-09,16449377289
2011-03-10,16216626949
2011-03-11,16383600020
2011-03-14,15943398290
2011-03-15,15735946900
2011-03-16,15341283280
2011-03-17,15417180130
2011-03-18,15396940970
2011-03-21,15563914040
2011-03-22,15685349000
2011-03-23,15761245850
2011-03-24,15771365430
2011-03-25,15730887110
2011-03-28,15675229420
2011-03-29,15842202490
2011-03-30,16034474510
2011-03-31,15943681880
2011-04-01,15938622000
2011-04-04,15629969320
2011-04-05,15589490280
2011-04-06,15968981280
2011-04-07,15867783680
2011-04-08,15796945360
2011-04-11,15462993280
2011-04-12,15473113040
2011-04-13,15665388480
2011-04-14,15619849560
2011-04-15,15786825600
2011-04-18,15635029200
2011-04-19,15442753760
2011-04-20,15564190880
2011-04-21,15650208840
2011-04-25,15589490280
2011-04-26,15807065120
2011-04-27,16090418400
2011-04-28,16237154920
2011-04-29,16277633960
2011-05-02,16282693840
2011-05-03,16302933360
2011-05-04,16363651920
2011-05-05,16216915399
2011-05-06,16343412399
2011-05-09,16363651920
2011-05-10,16692544120
2011-05-11,16824101000
2011-05-12,17051795600
2011-05-13,16925298600
2011-05-16,16965777640
2011-05-17,17112514160
2011-05-18,17168172840
2011-05-19,17294669840
2011-05-20,17259250680
2011-05-23,17107454280
2011-05-24,16899999200
2011-05-25,16920238719
2011-05-26,16808921360
2011-05-27,16869639920
2011-05-31,16950598000
2011-06-01,16647005200
2011-06-02,16636885440
2011-06-03,16434490239
2011-06-06,16383891440
2011-06-07,16186556120
2011-06-08,16146077080
2011-06-09,16211855520
2011-06-10,16065119000
2011-06-13,15989220800
2011-06-14,16130897440
2011-06-15,15756466320
2011-06-16,15893083080
2011-06-17,15968981280
2011-06-20,16019580080
2011-06-21,16070178880
2011-06-22,16085358520
2011-06-23,15979101040
2011-06-24,15726107040
2011-06-27,16146077080
2011-06-28,16237154920
2011-06-29,16313053120
2011-06-30,16512869760
2011-07-01,16659583370
2011-07-05,16517928850
2011-07-06,16492633400
2011-07-07,16608992470
2011-07-08,16462278860
2011-07-11,16219442540
2011-07-12,16254856170
2011-07-13,16204265270
2011-07-14,16189088000
2011-07-15,16108142560
2011-07-18,15976606220
2011-07-19,16128378920
2011-07-20,16168851640
2011-07-21,16502751579
2011-07-22,16598874290
2011-07-25,16796178800
2011-07-26,16841710610
2011-07-27,16816415160
2011-07-28,16740528810
2011-07-29,16568519750
2011-08-01,16522987939
2011-08-02,16315565250
2011-08-03,16052492570
2011-08-04,15313865430
2011-08-05,15344219970
2011-08-08,14590415560
2011-08-09,15081147290
2011-08-10,14656183730
2011-08-11,15617410830
2011-08-12,15718592630
2011-08-15,16376274329
2011-08-16,16376274329
2011-08-17,16442042500
2011-08-18,16204265270
2011-08-19,15996842580
2011-08-22,16133438010
2011-08-23,16340860699
2011-08-24,16917596959
2011-08-25,16775942439
2011-08-26,16694997000
2011-08-29,17069369660
2011-08-30,17044074209
2011-08-31,17266674170
2011-09-01,16947951500
2011-09-02,16735469720
2011-09-06,16639347010
2011-09-07,16811356069
2011-09-08,16826533339
2011-09-09,16330742520
2011-09-12,16522987939
2011-09-13,16791119709
2011-09-14,16998542400
2011-09-15,17226201450
2011-09-16,17438683230
2011-09-19,17372915060
2011-09-20,17610692290
2011-09-21,17109842380
2011-09-22,16715233360
2011-09-23,17003601490
2011-09-26,17200906000
2011-09-27,17246437810
2011-09-28,16963128770
2011-09-29,17180669640
2011-09-30,16882517029
2011-10-03,16356361270
2011-10-04,16133756910
2011-10-05,16174230430
2011-10-06,16472722640
2011-10-07,16351302080
2011-10-10,16604261580
2011-10-11,16589084010
2011-10-12,16508136970
2011-10-13,16513196160
2011-10-14,16725682140
2011-10-17,16796510800
2011-10-18,16710504570
2011-10-19,16715563760
2011-10-20,16902753789
2011-10-21,17287252230
2011-10-24,17413731980
2011-10-25,17175950050
2011-10-26,17358080890
2011-10-27,17418791170
2011-10-28,17196186810
2011-10-31,17049470300
2011-11-01,16477781830
2011-11-02,16993819210
2011-11-03,17393495220
2011-11-04,17140535720
2011-11-07,17287252230
2011-11-08,17292311420
2011-11-09,16730741330
2011-11-10,17008996779
2011-11-11,17216423570
2011-11-14,16998878400
2011-11-15,16826865939
2011-11-16,16578965630
2011-11-17,16487900210
2011-11-18,16538492109
2011-11-21,16290591800
2011-11-22,16047750680
2011-11-23,15774554420
2011-11-25,15789731990
2011-11-28,15981981210
2011-11-29,16164112050
2011-11-30,16664971859
2011-12-01,16518255350
2011-12-02,16346242890
2011-12-05,16482841020
2011-12-06,16518255350
2011-12-07,16224822330
2011-12-08,15951626070
2011-12-09,16042691490
2011-12-12,15895974980
2011-12-13,15931389310
2011-12-14,15708784950
2011-12-15,16108460960
2011-12-16,15830205510
2011-12-19,15501358160
2011-12-20,15825146320
2011-12-21,16022454730
2011-12-22,16265295850
2011-12-23,16462604260
2011-12-27,16604261580
2011-12-28,16452485880
2011-12-29,16664971859
2011-12-30,16700386189
2012-01-03,16096178100
2012-01-04,16020276600
2012-01-05,16192320000
2012-01-06,16126538700
2012-01-09,16010156400
2012-01-10,15974735700
2012-01-11,15762211500
2012-01-12,15772331700
2012-01-13,15635709000
2012-01-17,15529446900
2012-01-18,15438365100
2012-01-19,15306802500
2012-01-20,15281502000
2012-01-23,15590168100
2012-01-24,15362463600
2012-01-25,15650889300
2012-01-26,15752091300
2012-01-27,15347283300
2012-01-30,15286562100
2012-01-31,15352343400
2012-02-01,15357403500
2012-02-02,15180300000
2012-02-03,15316922700
2012-02-06,15296682300
2012-02-07,15488966100
2012-02-08,15620528700
2012-02-09,15372583800
2012-02-10,15438365100
2012-02-13,15519326700
2012-02-14,15574987800
2012-02-15,15514266600
2012-02-16,15863413500
2012-02-17,15853293300
2012-02-21,15645829200
2012-02-22,15666069600
2012-02-23,15433305000
2012-02-24,15397884300
2012-02-27,15524386800
2012-02-28,15509206500
2012-02-29,15574987800
2012-03-01,15585108000
2012-03-02,15701490300
2012-03-05,15666069600
2012-03-06,15494026200
2012-03-07,15301742400
2012-03-08,15443425200
2012-03-09,15327042900
2012-03-12,15433305000
2012-03-13,15428244900
2012-03-14,15230901000
2012-03-15,15246081300
2012-03-16,15241021200
2012-03-19,15170179800
2012-03-20,15068977800
2012-03-21,15068977800
2012-03-22,15084158100
2012-03-23,15013316700
2012-03-26,15170179800
2012-03-27,15301742400
2012-03-28,15235961100
2012-03-29,15306802500
2012-03-30,15488966100
2012-04-02,15490749860
2012-04-03,15374392170
2012-04-04,15283329630
2012-04-05,15030378130
2012-04-09,14939315590
2012-04-10,14716718270
2012-04-11,14853312080
2012-04-12,14878607230
2012-04-13,15020260070
2012-04-16,15187208060
2012-04-17,15338978960
2012-04-18,15227680300
2012-04-19,15217562240
2012-04-20,15384510230
2012-04-23,15354156050
2012-04-24,15379451200
2012-04-25,15455336650
2012-04-26,15657697850
2012-04-27,15779114570
2012-04-30,15758878450
2012-05-01,15920767410
2012-05-02,15880295170
2012-05-03,15935944500
2012-05-04,16006770920
2012-05-07,15900531290
2012-05-08,15844881960
2012-05-09,15941003530
2012-05-10,16183836970
2012-05-11,16199014060
2012-05-14,16097833460
2012-05-15,16006770920
2012-05-16,15996652860
2012-05-17,16006770920
2012-05-18,16027007040
2012-05-21,15672874940
2012-05-22,15647579790
2012-05-23,15531222100
2012-05-24,15516045010
2012-05-25,15414864410
2012-05-29,15571694340
2012-05-30,15556517250
2012-05-31,15779114570
2012-06-01,15784173600
2012-06-04,15789232630
2012-06-05,15839822930
2012-06-06,15880295170
2012-06-07,16011829950
2012-06-08,16153482790
2012-06-11,16102892490
2012-06-12,16072538310
2012-06-13,16021948010
2012-06-14,16219250180
2012-06-15,16355843990
2012-06-18,16239486300
2012-06-19,16279958540
2012-06-20,16193955029
2012-06-21,15956180620
2012-06-22,16011829950
2012-06-25,15991593830
2012-06-26,15834763900
2012-06-27,16123128610
2012-06-28,16128187640
2012-06-29,16441847500
2012-07-02,16492796400
2012-07-03,16442205000
2012-07-05,16356199620
2012-07-06,16285371659
2012-07-09,16224661980
2012-07-10,16239839400
2012-07-11,16366317900
2012-07-12,16320785639
2012-07-13,16548446940
2012-07-16,16492796400
2012-07-17,16492796400
2012-07-18,16664807159
2012-07-19,16649629739
2012-07-20,16614215760
2012-07-23,16513032960
2012-07-24,16457382420
2012-07-25,16437145860
2012-07-26,16826699639
2012-07-27,17074597500
2012-07-30,17201076000
2012-07-31,16816581360
2012-08-01,16492796400
2012-08-02,16341022199
2012-08-03,16513032960
2012-08-06,16523151239
2012-08-07,16411850159
2012-08-08,16462441560
2012-08-09,16472559840
2012-08-10,16593979199
2012-08-13,16477618980
2012-08-14,16502914679
2012-08-15,16543387800
2012-08-16,16421968440
2012-08-17,16528210380
2012-08-20,16351140480
2012-08-21,16406791020
2012-08-22,16346081340
2012-08-23,16158893160
2012-08-24,16255016820
2012-08-27,16214543699
2012-08-28,16179129720
2012-08-29,16093124340
2012-08-30,16002059820
2012-08-31,16017237240
2012-09-04,16027355520
2012-09-05,15819930780
2012-09-06,16047592080
2012-09-07,16017237240
2012-09-10,16077946920
2012-09-11,15956527560
2012-09-12,15809812500
2012-09-13,16123479180
2012-09-14,16118420040
2012-09-17,15997000680
2012-09-18,15880640460
2012-09-19,15961586700
2012-09-20,16057710360
2012-09-21,16037473800
2012-09-24,16158893160
2012-09-25,16098183480
2012-09-26,16113360900
2012-09-27,16113360900
2012-09-28,16280312520
2012-10-01,16043420820
2012-10-02,16159787480
2012-10-03,16255916460
2012-10-04,16387461380
2012-10-05,16357104860
2012-10-08,16397580219
2012-10-09,16422877320
2012-10-10,16432996159
2012-10-11,16544303400
2012-10-12,16438055580
2012-10-15,16503828039
2012-10-16,16534184560
2012-10-17,16731501940
2012-10-18,16857987440
2012-10-19,16549362820
2012-10-22,16407699060
2012-10-23,16281213560
2012-10-24,16129430960
2012-10-25,16195203419
2012-10-26,16058599080
2012-10-31,16210381680
2012-11-01,15755033880
2012-11-02,15724677360
2012-11-05,15542538240
2012-11-06,15446409260
2012-11-07,15158022320
2012-11-08,15152962900
2012-11-09,15127665800
2012-11-12,14975883200
2012-11-13,15092249860
2012-11-14,14920229580
2012-11-15,14813981760
2012-11-16,14899991900
2012-11-19,15066952760
2012-11-20,14991061460
2012-11-21,14874694800
2012-11-23,14793744080
2012-11-26,15031536820
2012-11-27,15066952760
2012-11-28,15158022320
2012-11-29,15122606380
2012-11-30,15223794780
2012-12-03,15102368700
2012-12-04,15036596240
2012-12-05,15183319420
2012-12-06,15158022320
2012-12-07,15208616520
2012-12-10,15223794780
2012-12-11,15314864340
2012-12-12,15319923760
2012-12-13,15244032460
2012-12-14,15208616520
2012-12-17,15502062880
2012-12-18,15674083160
2012-12-19,15552657080
2012-12-20,15588073020
2012-12-21,15552657080
2012-12-24,15451468680
2012-12-26,15345220860
2012-12-27,15319923760
2012-12-28,15147903480
2012-12-31,15481825200
2013-01-02,15648786060
2013-01-03,15648786060
2013-01-04,15714558520
2013-01-07,15491944040
2013-01-08,15410993320
2013-01-09,15228854200
2013-01-10,15249091880
2013-01-11,15238973040
2013-01-14,15183319420
2013-01-15,15163081740
2013-01-16,15066952760
2013-01-17,15072012180
2013-01-18,15092249860
2013-01-22,15355339700
2013-01-23,15249091880
2013-01-24,15319923760
2013-01-25,15446409260
2013-01-28,15522300560
2013-01-29,15643726640
2013-01-30,15623488960
2013-01-31,15775271560
2013-02-01,15770212140
2013-02-04,15760093300
2013-02-05,15679142580
2013-02-06,15785390400
2013-02-07,15957410680
2013-02-08,15901757060
2013-02-11,15957410680
2013-02-12,15942232420
2013-02-13,15937173000
2013-02-14,15744915040
2013-02-15,15729736780
2013-02-19,15891638220
2013-02-20,15830925180
2013-02-21,16058599080
2013-02-22,16271094719
2013-02-25,16174965740
2013-02-26,16271094719
2013-02-27,16529125140
2013-02-28,16488649780
2013-03-01,16620194700
2013-03-04,16802333820
2013-03-05,16923759900
2013-03-06,16670788900
2013-03-07,16529125140
2013-03-08,16539243979
2013-03-11,16625254120
2013-03-12,16574659919
2013-03-13,16599957020
2013-03-14,16670788900
2013-03-15,16837749760
2013-03-18,16756799039
2013-03-19,16771977300
2013-03-20,16979413520
2013-03-21,16908581640
2013-03-22,16903522219
2013-03-25,16837749760
2013-03-26,16994591780
2013-03-27,17045185979
2013-03-28,17374048280
2013-04-01,17291662000
2013-04-02,17316957000
2013-04-03,17332134000
2013-04-04,17478845000
2013-04-05,17458609000
2013-04-08,17473786000
2013-04-09,17483904000
2013-04-10,17681205000
2013-04-11,17686264000
2013-04-12,17736854000
2013-04-15,17559789000
2013-04-16,17726736000
2013-04-17,17762149000
2013-04-18,17898742000
2013-04-19,18161810000
2013-04-22,18111220000
2013-04-23,18116279000
2013-04-24,18156751000
2013-04-25,18262990000
2013-04-26,18273108000
2013-04-29,18429937000
2013-04-30,18520999000
2013-05-01,18510881000
2013-05-02,18450173000
2013-05-03,18359111000
2013-05-06,17924037000
2013-05-07,18116279000
2013-05-08,17863329000
2013-05-09,17615438000
2013-05-10,17610379000
2013-05-13,17488963000
2013-05-14,17580025000
2013-05-15,17650851000
2013-05-16,17529435000
2013-05-17,17741913000
2013-05-20,17625556000
2013-05-21,17590143000
2013-05-22,17352370000
2013-05-23,17225895000
2013-05-24,17144951000
2013-05-28,17210718000
2013-05-29,16846469999
2013-05-30,16871765000
2013-05-31,16714936000
2013-06-03,16740231000
2013-06-04,16613756000
2013-06-05,16249507999
2013-06-06,16542930000
2013-06-07,16532812000
2013-06-10,16441750000
2013-06-11,16391160000
2013-06-12,16224213000
2013-06-13,16482222000
2013-06-14,16507517000
2013-06-17,16684581999
2013-06-18,16790820999
2013-06-19,16365865000
2013-06-20,15789139000
2013-06-21,16021853000
2013-06-24,16112915000
2013-06-25,16330452000
2013-06-26,16644110000
2013-06-27,16517635000
2013-06-28,16522693999
2013-07-01,16111577300
2013-07-02,16106518720
2013-07-03,16086284400
2013-07-05,16015464280
2013-07-08,16324037660
2013-07-09,16324037660
2013-07-10,16394857779
2013-07-11,16708489740
2013-07-12,16774251279
2013-07-15,17153644779
2013-07-16,17022121700
2013-07-17,17027180279
2013-07-18,17280109280
2013-07-19,17310460760
2013-07-22,17295285020
2013-07-23,17436925260
2013-07-24,17108117560
2013-07-25,17249757800
2013-07-26,17361046560
2013-07-29,17325636500
2013-07-30,17320577920
2013-07-31,17092941820
2013-08-01,17371163720
2013-08-02,17467276740
2013-08-05,17275050700
2013-08-06,17052473180
2013-08-07,17082824660
2013-08-08,17234582060
2013-08-09,17158703360
2013-08-12,17148586200
2013-08-13,16946243000
2013-08-14,16829895660
2013-08-15,16642728200
2013-08-16,16480853640
2013-08-19,16318979079
2013-08-20,16465677899
2013-08-21,16253217540
2013-08-22,16445443579
2013-08-23,16571908079
2013-08-26,16440385000
2013-08-27,16440385000
2013-08-28,16541556600
2013-08-29,16374623459
2013-08-30,16399916360
2013-09-03,16258276120
2013-09-04,16222866060
2013-09-05,16172280260
2013-09-06,16268393279
2013-09-09,16248158959
2013-09-10,16344271980
2013-09-11,16207690320
2013-09-12,16101460140
2013-09-13,16354389140
2013-09-16,16399916360
2013-09-17,16612376720
2013-09-18,17148586200
2013-09-19,17148586200
2013-09-20,16819778500
2013-09-23,17062590339
2013-09-24,17138469040
2013-09-25,16971535899
2013-09-26,16860247140
2013-09-27,16703431160
2013-09-30,16657936870
2013-10-01,16799577390
2013-10-02,16880514829
2013-10-03,16642761100
2013-10-04,16652878280
2013-10-07,16556765069
2013-10-08,16693347000
2013-10-09,16804635980
2013-10-10,17087917020
2013-10-11,17153678689
2013-10-14,17067682660
2013-10-15,16834987520
2013-10-16,16885573420
2013-10-17,17163795870
2013-10-18,17153678689
2013-10-21,17052506890
2013-10-22,17340846520
2013-10-23,17224498950
2013-10-24,17189088820
2013-10-25,17361080880
2013-10-28,17168854459
2013-10-29,17113209970
2013-10-30,16784401620
2013-10-31,16946276500
2013-11-01,17108151380
2013-11-04,17214381770
2013-11-05,17017096760
2013-11-06,17087917020
2013-11-07,16931100730
2013-11-08,16951335089
2013-11-11,16941217910
2013-11-12,16789460209
2013-11-13,16981686630
2013-11-14,17072741250
2013-11-15,17239674720
2013-11-18,17270026260
2013-11-19,17204264590
2013-11-20,16931100730
2013-11-21,17037331120
2013-11-22,17001920990
2013-11-25,16905807780
