,MTD
2009-04-13,1843526594
2009-04-14,1848917023
2009-04-15,1870141836
2009-04-16,1931457962
2009-04-17,1987383659
2009-04-20,1900799899
2009-04-21,1890019041
2009-04-22,1926404435
2009-04-23,1835104050
2009-04-24,1902147506
2009-04-27,1908885542
2009-04-28,1958410105
2009-04-29,2061838954
2009-04-30,2076325731
2009-05-01,2547314434
2009-05-04,2560453604
2009-05-05,2541924005
2009-05-06,2547314434
2009-05-07,2548325139
2009-05-08,2582352220
2009-05-11,2516319469
2009-05-12,2468479415
2009-05-13,2423334575
2009-05-14,2428725004
2009-05-15,2444559388
2009-05-18,2505201710
2009-05-19,2489704228
2009-05-20,2476228156
2009-05-21,2421650066
2009-05-22,2378526637
2009-05-26,2464773495
2009-05-27,2421313164
2009-05-28,2416259637
2009-05-29,2398403843
2009-06-01,2539902594
2009-06-02,2636256506
2009-06-03,2602229425
2009-06-04,2605261542
2009-06-05,2592796175
2009-06-08,2574603479
2009-06-09,2599534211
2009-06-10,2587742648
2009-06-11,2616042399
2009-06-12,2604250836
2009-06-15,2532827657
2009-06-16,2503517201
2009-06-17,2515308764
2009-06-18,2524405112
2009-06-19,2544282318
2009-06-22,2483639995
2009-06-23,2432430923
2009-06-24,2501495790
2009-06-25,2563485720
2009-06-26,2555063175
2009-06-29,2584710532
2009-06-30,2602187026
2009-07-01,2645022769
2009-07-02,2599488712
2009-07-06,2556315680
2009-07-07,2563398756
2009-07-08,2544510554
2009-07-09,2540800372
2009-07-10,2548558026
2009-07-13,2561037730
2009-07-14,2569132674
2009-07-15,2657502473
2009-07-16,2701012794
2009-07-17,2753967216
2009-07-20,2856165877
2009-07-21,2873030342
2009-07-22,2866959135
2009-07-23,2874379499
2009-07-24,2820413210
2009-07-27,2823111524
2009-07-28,2827833575
2009-07-29,2820750499
2009-07-30,2840650568
2009-07-31,2835253939
2009-08-03,2871343896
2009-08-04,2893267701
2009-08-05,2841662436
2009-08-06,2844698040
2009-08-07,2868645581
2009-08-10,2839638700
2009-08-11,2814342002
2009-08-12,2882811732
2009-08-13,2923961028
2009-08-14,2885172757
2009-08-17,2867633713
2009-08-18,2882474443
2009-08-19,2895291437
2009-08-20,2908445720
2009-08-21,2951956041
2009-08-24,2947233990
2009-08-25,2944198386
2009-08-26,2952630619
2009-08-27,2960725563
2009-08-28,2987371418
2009-08-31,2947908569
2009-09-01,2914516927
2009-09-02,2918564399
2009-09-03,2925310185
2009-09-04,2928345789
2009-09-08,2954317066
2009-09-09,2964773034
2009-09-10,2994454494
2009-09-11,3021100349
2009-09-14,3043024154
2009-09-15,3076415796
2009-09-16,3115541356
2009-09-17,3134092268
2009-09-18,3132405821
2009-09-21,3094966708
2009-09-22,3068658142
2009-09-23,3058876752
2009-09-24,2973879846
2009-09-25,2937789890
2009-09-28,3003224016
2009-09-29,3023124085
2009-09-30,3058062483
2009-10-01,3032069458
2009-10-02,3020592019
2009-10-05,3028018597
2009-10-06,3022955021
2009-10-07,3011140010
2009-10-08,3089794227
2009-10-09,3114436965
2009-10-12,3136041557
2009-10-13,3130977981
2009-10-14,3186339748
2009-10-15,3198492331
2009-10-16,3148194140
2009-10-19,3179588313
2009-10-20,3158658864
2009-10-21,3088106369
2009-10-22,3149206855
2009-10-23,3131653124
2009-10-26,3117137539
2009-10-27,3105660100
2009-10-28,3063801203
2009-10-29,3159671580
2009-10-30,3291324562
2009-11-02,3268032111
2009-11-03,3272082972
2009-11-04,3273433259
2009-11-05,3362889773
2009-11-06,3355125623
2009-11-09,3390233085
2009-11-10,3390233085
2009-11-11,3362214630
2009-11-12,3338247035
2009-11-13,3343985755
2009-11-16,3397997235
2009-11-17,3356475910
2009-11-18,3376730215
2009-11-19,3358163769
2009-11-20,3353100192
2009-11-23,3383144078
2009-11-24,3375379928
2009-11-25,3366603062
2009-11-27,3339934894
2009-11-30,3358163769
2009-12-01,3370316352
2009-12-02,3360864343
2009-12-03,3324406594
2009-12-04,3339934894
2009-12-07,3332845887
2009-12-08,3287948845
2009-12-09,3284235555
2009-12-10,3323393878
2009-12-11,3352087477
2009-12-14,3421627258
2009-12-15,3470912733
2009-12-16,3446945139
2009-12-17,3408799531
2009-12-18,3478001740
2009-12-21,3502982049
2009-12-22,3578935693
2009-12-23,3567795825
2009-12-24,3586362272
2009-12-28,3569146112
2009-12-29,3575897547
2009-12-30,3577247834
2009-12-31,3544165803
2010-01-04,3566107967
2010-01-05,3476989025
2010-01-06,3450320856
2010-01-07,3390570657
2010-01-08,3447957854
2010-01-11,3478676883
2010-01-12,3429391408
2010-01-13,3475976309
2010-01-14,3504669908
2010-01-15,3412512820
2010-01-19,3433104697
2010-01-20,3403398383
2010-01-21,3381456219
2010-01-22,3334533746
2010-01-25,3344998470
2010-01-26,3340947609
2010-01-27,3315967300
2010-01-28,3285923414
2010-01-29,3290311847
2010-02-01,3297400854
2010-02-02,3311578867
2010-02-03,3383819222
2010-02-04,3250478380
2010-02-05,3272420544
2010-02-08,3188702750
2010-02-09,3226848358
2010-02-10,3176550167
2010-02-11,3201868048
2010-02-12,3184314317
2010-02-16,3232587078
2010-02-17,3248790522
2010-02-18,3240688800
2010-02-19,3288961560
2010-02-22,3320355733
2010-02-23,3320355733
2010-02-24,3326769596
2010-02-25,3334871318
2010-02-26,3355800766
2010-03-01,3464161298
2010-03-02,3497580901
2010-03-03,3508720769
2010-03-04,3489479179
2010-03-05,3561381962
2010-03-08,3554292955
2010-03-09,3544503375
2010-03-10,3565432823
2010-03-11,3554630527
2010-03-12,3581298695
2010-03-15,3617756444
2010-03-16,3684258079
2010-03-17,3673118211
2010-03-18,3653201478
2010-03-19,3618769160
2010-03-22,3666029205
2010-03-23,3705525099
2010-03-24,3657927483
2010-03-25,3693710088
2010-03-26,3692697373
2010-03-29,3681557505
2010-03-30,3723753974
2010-03-31,3662142666
2010-04-01,3697690937
2010-04-05,3728879514
2010-04-06,3775494700
2010-04-07,3765098508
2010-04-08,3766775313
2010-04-09,3805677195
2010-04-12,3830493913
2010-04-13,3865371462
2010-04-14,3912992731
2010-04-15,3909639120
2010-04-16,3933449755
2010-04-19,3921041396
2010-04-20,3919364591
2010-04-21,3905279427
2010-04-22,3864365379
2010-04-23,3915675619
2010-04-26,3913663453
2010-04-27,3900584372
2010-04-28,3971345554
2010-04-29,4018631462
2010-04-30,4208110455
2010-05-03,4249024503
2010-05-04,4147074744
2010-05-05,4031039821
2010-05-06,3941498420
2010-05-07,3771470368
2010-05-10,3942839864
2010-05-11,4022655794
2010-05-12,4091404810
2010-05-13,4040429930
2010-05-14,3965644416
2010-05-17,3977382053
2010-05-18,3901590455
2010-05-19,3891529624
2010-05-20,3716471156
2010-05-21,3734245291
2010-05-24,3733239208
2010-05-25,3659124416
2010-05-26,3712111462
2010-05-27,3911651287
2010-05-28,3840890105
2010-06-01,3769793563
2010-06-02,3821774525
2010-06-03,3867383628
2010-06-04,3696014132
2010-06-07,3620557895
2010-06-08,3602448399
2010-06-09,3701044547
2010-06-10,3802994307
2010-06-11,3795281002
2010-06-14,3876438376
2010-06-15,3948541002
2010-06-16,3965644416
2010-06-17,3957931112
2010-06-18,3923053562
2010-06-21,3915675619
2010-06-22,3856987436
2010-06-23,3842902271
2010-06-24,3804335751
2010-06-25,3840554744
2010-06-28,3846926604
2010-06-29,3707416407
2010-06-30,3702880627
2010-07-01,3628577549
2010-07-02,3596401663
2010-07-06,3695583003
2010-07-07,3765242139
2010-07-08,3798744866
2010-07-09,3844520870
2010-07-12,3849828233
2010-07-13,3910862904
2010-07-14,3935741167
2010-07-15,3930433804
2010-07-16,3857125856
2010-07-19,3873711365
2010-07-20,3881008989
2010-07-21,3891292004
2010-07-22,4021654101
2010-07-23,4011371085
2010-07-26,4056483668
2010-07-27,3928775253
2010-07-28,3922472760
2010-07-29,3873379655
2010-07-30,3874374785
2010-08-02,3928775253
2010-08-03,3938394848
2010-08-04,4016015028
2010-08-05,4019663840
2010-08-06,4024307782
2010-08-09,4057147089
2010-08-10,3984834272
2010-08-11,3852481914
2010-08-12,3796091185
2010-08-13,3766900690
2010-08-16,3790452112
2010-08-17,3927448412
2010-08-18,3872384524
2010-08-19,3789788692
2010-08-20,3769886082
2010-08-23,3740363876
2010-08-24,3653787522
2010-08-25,3658763175
2010-08-26,3661085146
2010-08-27,3705866019
2010-08-30,3645494768
2010-08-31,3668382770
2010-09-01,3814335244
2010-09-02,3847837972
2010-09-03,3931097224
2010-09-07,3886316351
2010-09-08,3889633453
2010-09-09,3910531194
2010-09-10,3907877512
2010-09-13,3992131895
2010-09-14,4082025352
2010-09-15,4105908484
2010-09-16,4105245063
2010-09-17,4099274280
2010-09-20,4096620599
2010-09-21,4076054568
2010-09-22,4019663840
2010-09-23,3982180590
2010-09-24,4101596252
2010-09-27,4088991265
2010-09-28,4106240194
2010-09-29,4119508601
2010-09-30,4018241641
2010-10-01,4036001469
2010-10-04,3980784551
2010-10-05,4085406079
2010-10-06,4036324375
2010-10-07,4028251726
2010-10-08,4062802662
2010-10-11,4067969158
2010-10-12,4046980271
2010-10-13,4118342486
2010-10-14,4056667449
2010-10-15,4058927791
2010-10-18,4124154793
2010-10-19,4053115484
2010-10-20,4127383852
2010-10-21,4189058889
2010-10-22,4230390850
2010-10-25,4262681445
2010-10-26,4230067945
2010-10-27,4225870167
2010-10-28,4263973069
2010-10-29,4215860083
2010-11-01,4265264693
2010-11-02,4326939730
2010-11-03,4294649135
2010-11-04,4398624850
2010-11-05,4568473380
2010-11-08,4535859879
2010-11-09,4494205012
2010-11-10,4639512689
2010-11-11,4664053541
2010-11-12,4597857822
2010-11-15,4657272516
2010-11-16,4498725695
2010-11-17,4557171672
2010-11-18,4595597480
2010-11-19,4627888075
2010-11-22,4675032344
2010-11-23,4596566198
2010-11-24,4740259346
2010-11-26,4717010117
2010-11-29,4724436954
2010-11-30,4687948582
2010-12-01,4712166528
2010-12-02,4818725491
2010-12-03,4880723434
2010-12-06,4871682067
2010-12-07,4931419668
2010-12-08,4923669925
2010-12-09,4976949407
2010-12-10,5011177438
2010-12-13,5087383242
2010-12-14,5072206662
2010-12-15,4952085649
2010-12-16,5016666839
2010-12-17,5084154182
2010-12-20,5067363073
2010-12-21,5004719319
2010-12-22,4971137100
2010-12-23,4950148213
2010-12-27,4928836420
2010-12-28,4945304624
2010-12-29,4927221891
2010-12-30,4924961549
2010-12-31,4882660869
2011-01-03,4947887871
2011-01-04,4893962578
2011-01-05,4864255230
2011-01-06,4857151299
2011-01-07,4754144301
2011-01-10,4860380359
2011-01-11,4910107875
2011-01-12,4877494374
2011-01-13,4857797111
2011-01-14,4894285484
2011-01-18,5028291453
2011-01-19,4945627530
2011-01-20,4829381388
2011-01-21,4837454036
2011-01-24,4830027200
2011-01-25,4886858647
2011-01-26,4877494374
2011-01-27,4864255230
2011-01-28,4764800198
2011-01-31,4817433868
2011-02-01,4935940351
2011-02-02,4868453008
2011-02-03,4887181553
2011-02-04,4931419668
2011-02-07,5030228889
2011-02-08,5199754512
2011-02-09,5143891783
2011-02-10,5145506313
2011-02-11,5396081330
2011-02-14,5446777564
2011-02-15,5416424405
2011-02-16,5407383038
2011-02-17,5462277050
2011-02-18,5466151921
2011-02-22,5425465771
2011-02-23,5420622182
2011-02-24,5433215514
2011-02-25,5522014650
2011-02-28,5533639265
2011-03-01,5528472769
2011-03-02,5507483883
2011-03-03,5668291046
2011-03-04,5717695656
2011-03-07,5546555503
2011-03-08,5642135664
2011-03-09,5641812758
2011-03-10,5523306274
2011-03-11,5501671576
2011-03-14,5436121668
2011-03-15,5354749368
2011-03-16,5291782708
2011-03-17,5321167150
2011-03-18,5345708002
2011-03-21,5562054988
2011-03-22,5552690716
2011-03-23,5544618067
2011-03-24,5494890551
2011-03-25,5555919775
2011-03-28,5469380981
2011-03-29,5515556531
2011-03-30,5519431403
2011-03-31,5503630200
2011-04-01,5509069834
2011-04-04,5521548996
2011-04-05,5615302696
2011-04-06,5621062309
2011-04-07,5594504094
2011-04-08,5563786158
2011-04-11,5548427190
2011-04-12,5453713554
2011-04-13,5522828910
2011-04-14,5433554908
2011-04-15,5462352973
2011-04-18,5348760606
2011-04-19,5352280369
2011-04-20,5574025470
2011-04-21,5649540396
2011-04-25,5586824610
2011-04-26,5788091086
2011-04-27,5879284959
2011-04-28,5883444679
2011-04-29,5996397090
2011-05-02,6141987307
2011-05-03,6053033284
2011-05-04,6004076574
2011-05-05,5550347061
2011-05-06,5545227405
2011-05-09,5594824072
2011-05-10,5716735881
2011-05-11,5642820847
2011-05-12,5625222030
2011-05-13,5560906351
2011-05-16,5542027620
2011-05-17,5416916026
2011-05-18,5463632887
2011-05-19,5488591210
2011-05-20,5374998843
2011-05-23,5274525594
2011-05-24,5204770281
2011-05-25,5224928926
2011-05-26,5267486067
2011-05-27,5314842885
2011-05-31,5355480154
2011-06-01,5165732904
2011-06-02,5179172001
2011-06-03,5086698214
2011-06-06,5027822170
2011-06-07,5057900149
2011-06-08,5078378773
2011-06-09,5146854172
2011-06-10,5076778881
2011-06-13,5044141074
2011-06-14,5133415075
2011-06-15,5073259117
2011-06-16,5117416150
2011-06-17,5079978666
2011-06-20,5121895849
2011-06-21,5227168776
2011-06-22,5183971678
2011-06-23,5179491979
2011-06-24,5092777806
2011-06-27,5145254280
2011-06-28,5295644175
2011-06-29,5299483917
2011-06-30,5357004740
2011-07-01,5500561161
2011-07-05,5492621093
2011-07-06,5525651774
2011-07-07,5566940125
2011-07-08,5464354453
2011-07-11,5236633317
2011-07-12,5251560644
2011-07-13,5264582355
2011-07-14,5193121747
2011-07-15,5206461061
2011-07-18,5081643200
2011-07-19,5168983942
2011-07-20,5210272293
2011-07-21,5357322343
2011-07-22,5267123176
2011-07-25,5186452091
2011-07-26,5028285946
2011-07-27,4851381242
2011-07-28,4904420893
2011-07-29,4916807398
2011-08-01,4701155165
2011-08-02,4540765801
2011-08-03,4687180646
2011-08-04,4475974851
2011-08-05,4380694041
2011-08-08,4189497215
2011-08-09,4470575605
2011-08-10,4451519443
2011-08-11,4684004619
2011-08-12,4791354332
2011-08-15,4938404382
2011-08-16,4747842762
2011-08-17,4774838991
2011-08-18,4464541153
2011-08-19,4393398149
2011-08-22,4369895549
2011-08-23,4603968739
2011-08-24,4687815852
2011-08-25,4616990449
2011-08-26,4807869672
2011-08-29,5011770606
2011-08-30,4963494995
2011-08-31,5058458202
2011-09-01,5038131630
2011-09-02,4923159452
2011-09-06,4839947545
2011-09-07,5059093408
2011-09-08,5002877730
2011-09-09,4698296741
2011-09-12,4670030100
2011-09-13,4768804540
2011-09-14,4906326509
2011-09-15,4957460544
2011-09-16,4867261377
2011-09-19,4834865902
2011-09-20,4834865902
2011-09-21,4574749290
2011-09-22,4352109798
2011-09-23,4445167389
2011-09-26,4553469909
2011-09-27,4689403865
2011-09-28,4509640737
2011-09-29,4560139566
2011-09-30,4413206823
2011-10-03,4102932779
2011-10-04,4265952780
2011-10-05,4375368525
2011-10-06,4500234908
2011-10-07,4142978311
2011-10-10,4343205972
2011-10-11,4413522142
2011-10-12,4469018312
2011-10-13,4424873631
2011-10-14,4499919589
2011-10-17,4345413206
2011-10-18,4445369376
2011-10-19,4364017036
2011-10-20,4495820440
2011-10-21,4664200866
2011-10-24,4856860867
2011-10-25,4811139590
2011-10-26,4756274058
2011-10-27,4964069378
2011-10-28,4981096612
2011-10-31,4843302144
2011-11-01,4669245973
2011-11-02,4728210654
2011-11-03,4873888101
2011-11-04,5177540443
2011-11-07,5152945549
2011-11-08,5269928953
2011-11-09,5011682570
2011-11-10,5043529804
2011-11-11,5112269378
2011-11-14,5095242144
2011-11-15,5119837038
2011-11-16,4998123846
2011-11-17,4931906825
2011-11-18,4839833633
2011-11-21,4747445122
2011-11-22,4809247675
2011-11-23,4714336611
2011-11-25,4684381292
2011-11-28,4837311080
2011-11-29,4833842569
2011-11-30,5038800017
2011-12-01,4995601293
2011-12-02,5007898740
2011-12-05,5101233208
2011-12-06,5099971932
2011-12-07,4986772357
2011-12-08,4802310654
2011-12-09,4967853208
2011-12-12,4790328526
2011-12-13,4732625122
2011-12-14,4600821717
2011-12-15,4584109802
2011-12-16,4628569802
2011-12-19,4518838738
2011-12-20,4722850228
2011-12-21,4694156186
2011-12-22,4737670228
2011-12-23,4736093633
2011-12-27,4743976611
2011-12-28,4597353207
2011-12-29,4667669377
2011-12-30,4657579164
2012-01-03,4805148526
2012-01-04,4798842143
2012-01-05,4853077037
2012-01-06,4898798314
2012-01-09,4923708527
2012-01-10,5097764698
2012-01-11,5119837038
2012-01-12,5164297038
2012-01-13,5158305974
2012-01-17,5303037464
2012-01-18,5396056613
2012-01-19,5424435337
2012-01-20,5410561294
2012-01-23,5408354060
2012-01-24,5429480443
2012-01-25,5542364699
2012-01-26,5514301295
2012-01-27,5562545125
2012-01-30,5548671082
2012-01-31,5533851082
2012-02-01,5647681295
2012-02-02,5676375338
2012-02-03,5797457891
2012-02-06,5703177466
2012-02-07,5663447253
2012-02-08,5779169381
2012-02-09,5829620445
2012-02-10,5711691083
2012-02-13,5731240870
2012-02-14,5691510657
2012-02-15,5626554912
2012-02-16,5715159593
2012-02-17,5624978316
2012-02-21,5631915338
2012-02-22,5663131934
2012-02-23,5691510657
2012-02-24,5705700019
2012-02-27,5805340870
2012-02-28,5740069806
2012-02-29,5684573636
2012-03-01,5776962147
2012-03-02,5678897891
2012-03-05,5587140018
2012-03-06,5453760018
2012-03-07,5523760869
2012-03-08,5605743848
2012-03-09,5672906827
2012-03-12,5603536614
2012-03-13,5700970232
2012-03-14,5608897040
2012-03-15,5731871508
2012-03-16,5808178743
2012-03-19,5806602147
2012-03-20,5801872360
2012-03-21,5820791509
2012-03-22,5771601721
2012-03-23,5786106402
2012-03-26,5950702998
2012-03-27,5980658318
2012-03-28,5793989381
2012-03-29,5770971083
2012-03-30,5825521296
2012-04-02,5758564942
2012-04-03,5787018512
2012-04-04,5711663452
2012-04-05,5672266200
2012-04-09,5572835041
2012-04-10,5427127746
2012-04-11,5459646112
2012-04-12,5624426680
2012-04-13,5552198386
2012-04-16,5509361692
2012-04-17,5599412552
2012-04-18,5554074445
2012-04-19,5512488458
2012-04-20,5527809611
2012-04-23,5423375627
2012-04-24,5375848783
2012-04-25,5542505411
2012-04-26,5598161846
2012-04-27,5598161846
2012-04-30,5606916791
2012-05-01,5691026796
2012-05-02,5755125499
2012-05-03,5747933937
2012-05-04,5300806399
2012-05-07,5307059931
2012-05-08,5319879672
2012-05-09,5296741604
2012-05-10,5269538739
2012-05-11,5228265428
2012-05-14,5173859700
2012-05-15,5135400478
2012-05-16,5108510290
2012-05-17,5016583370
2012-05-18,4936850837
2012-05-21,5127270886
2012-05-22,5128834269
2012-05-23,5119766648
2012-05-24,5096628580
2012-05-25,5089749694
2012-05-29,5206065390
2012-05-30,4997822774
2012-05-31,4881507079
2012-06-01,4801461869
2012-06-04,4784264656
2012-06-05,4836794325
2012-06-06,4964991731
2012-06-07,4917152211
2012-06-08,4941853663
2012-06-11,4856180274
2012-06-12,4883070462
2012-06-13,4797709750
2012-06-14,4889323994
2012-06-15,4890887377
2012-06-18,4931535335
2012-06-19,4985628387
2012-06-20,4954048050
2012-06-21,4779261831
2012-06-22,4789580158
2012-06-25,4707971566
2012-06-26,4729233575
2012-06-27,4727357515
2012-06-28,4771757592
2012-06-29,4873064811
2012-07-02,4848384025
2012-07-03,4977937485
2012-07-05,4937220683
2012-07-06,4848384025
2012-07-09,4762631972
2012-07-10,4665466877
2012-07-11,4586192498
2012-07-12,4590819407
2012-07-13,4666392259
2012-07-16,4671019168
2012-07-17,4715129037
2012-07-18,4835428679
2012-07-19,4873060874
2012-07-20,4801189550
2012-07-23,4705566758
2012-07-24,4657755362
2012-07-25,4661148428
2012-07-26,4783298834
2012-07-27,4805507998
2012-07-30,4759238905
2012-07-31,4774970397
2012-08-01,4787617283
2012-08-02,4666392259
2012-08-03,4911926912
2012-08-06,5025748881
2012-08-07,5163013857
2012-08-08,5202496816
2012-08-09,5181521494
2012-08-10,5113351697
2012-08-13,5130317031
2012-08-14,5093918678
2012-08-15,5125381661
2012-08-16,5089908690
2012-08-17,5051968034
2012-08-20,5020505051
2012-08-21,5088983308
2012-08-22,5068624907
2012-08-23,5026365802
2012-08-24,5010942771
2012-08-27,5039012688
2012-08-28,5102555576
2012-08-29,5075719502
2012-08-30,5068624907
2012-08-31,5092993296
2012-09-04,5062147234
2012-09-05,5033768857
2012-09-06,5176277664
2012-09-07,5334517962
2012-09-10,5269741232
2012-09-11,5271900456
2012-09-12,5233342878
2012-09-13,5374617842
2012-09-14,5473325241
2012-09-17,5441862258
2012-09-18,5346239465
2012-09-19,5397135468
2012-09-20,5303363439
2012-09-21,5320020313
2012-09-24,5358577890
2012-09-25,5274985062
2012-09-26,5283621959
2012-09-27,5339761792
2012-09-28,5266656625
2012-10-01,5239986105
2012-10-02,5264717423
2012-10-03,5331278253
2012-10-04,5375550365
2012-10-05,5377992964
2012-10-08,5349292423
2012-10-09,5212201538
2012-10-10,5144724733
2012-10-11,5205179065
2012-10-12,5174035924
2012-10-15,5186859571
2012-10-16,5219224011
2012-10-17,5268075997
2012-10-18,5088544950
2012-10-19,5026258668
2012-10-22,5007328524
2012-10-23,4940157043
2012-10-24,4990840978
2012-10-25,5033281141
2012-10-26,5098925997
2012-10-31,5171288000
2012-11-01,5314180058
2012-11-02,5341353975
2012-11-05,5466842513
2012-11-06,5534929968
2012-11-07,5454324192
2012-11-08,5348376448
2012-11-09,5381962188
2012-11-12,5445469769
2012-11-13,5385626087
2012-11-14,5331583578
2012-11-15,5381351538
2012-11-16,5315706683
2012-11-19,5470811737
2012-11-20,5546226990
2012-11-21,5556302712
2012-11-23,5635992513
2012-11-26,5619199643
2012-11-27,5649426809
2012-11-28,5690950997
2012-11-29,5712018416
2012-11-30,5712323741
2012-12-03,5664387730
2012-12-04,5670799553
2012-12-05,5672020853
2012-12-06,5636908488
2012-12-07,5618588993
2012-12-10,5753237279
2012-12-11,5822546033
2012-12-12,5719346214
2012-12-13,5725758037
2012-12-14,5756901178
2012-12-17,5805753163
2012-12-18,5914448831
2012-12-19,5850635925
2012-12-20,5953835745
2012-12-21,5844834752
2012-12-24,5887580239
2012-12-26,5843613452
2012-12-27,5850941250
2012-12-28,5758122477
2012-12-31,5856906687
2013-01-02,5995678713
2013-01-03,5960531213
2013-01-04,5969621084
2013-01-07,6113544037
2013-01-08,6076881558
2013-01-09,6201109791
2013-01-10,6141722636
2013-01-11,6116876989
2013-01-14,6219592528
2013-01-15,6184445028
2013-01-16,6184445028
2013-01-17,6295644446
2013-01-18,6341699791
2013-01-22,6364121472
2013-01-23,6393512054
2013-01-24,6395936020
2013-01-25,6493500632
2013-01-28,6427447571
2013-01-29,6460171106
2013-01-30,6410176817
2013-01-31,6439567399
2013-02-01,6502287507
2013-02-04,6423508628
2013-02-05,6550463822
2013-02-06,6560462679
2013-02-07,6713172507
2013-02-08,6700749684
2013-02-11,6646816451
2013-02-12,6605003046
2013-02-13,6633787636
2013-02-14,6597731149
2013-02-15,6518649274
2013-02-19,6579551408
2013-02-20,6504408477
2013-02-21,6447748283
2013-02-22,6441385373
2013-02-25,6260193951
2013-02-26,6357455567
2013-02-27,6471684942
2013-02-28,6447748283
2013-03-01,6398056990
2013-03-04,6391391084
2013-03-05,6485925740
2013-03-06,6520770244
2013-03-07,6531072097
2013-03-08,6619849835
2013-03-11,6653785352
2013-03-12,6598943132
2013-03-13,6609244985
2013-03-14,6668026149
2013-03-15,6618637852
2013-03-18,6599246128
2013-03-19,6628030718
2013-03-20,6711354533
2013-03-21,6651058391
2013-03-22,6657421300
2013-03-25,6455626171
2013-03-26,6490470675
2013-03-27,6439870395
2013-03-28,6460474102
2013-04-01,6373669711
2013-04-02,6372766114
2013-04-03,6257406939
2013-04-04,6243250591
2013-04-05,6161023294
2013-04-08,6234515824
2013-04-09,6283310044
2013-04-10,6419150743
2013-04-11,6311020342
2013-04-12,6369754125
2013-04-15,5961027231
2013-04-16,6143553759
2013-04-17,6093855942
2013-04-18,6067651639
2013-04-19,6013134639
2013-04-22,6114638665
2013-04-23,6292647209
2013-04-24,6326381485
2013-04-25,6385416468
2013-04-26,6221865470
2013-04-29,6212829504
2013-04-30,6293852005
2013-05-01,6102289511
2013-05-02,6105301500
2013-05-03,6483306107
2013-05-06,6676073396
2013-05-07,6649266695
2013-05-08,6776673826
2013-05-09,6729084401
2013-05-10,6825769245
2013-05-13,6752276716
2013-05-14,6828480035
2013-05-15,6867334692
2013-05-16,6662218247
2013-05-17,6747156334
2013-05-20,6720048434
2013-05-21,6728482003
2013-05-22,6635411546
2013-05-23,6688422551
2013-05-24,6685711761
2013-05-28,6802576930
2013-05-29,6703181296
2013-05-30,6756493500
2013-05-31,6573966973
2013-06-03,6569147790
2013-06-04,6496257659
2013-06-05,6390235650
2013-06-06,6488727687
2013-06-07,6553184249
2013-06-10,6521558366
2013-06-11,6418247147
2013-06-12,6404693196
2013-06-13,6479089322
2013-06-14,6378790092
2013-06-17,6500173245
2013-06-18,6527582344
2013-06-19,6423969925
2013-06-20,6141746565
2013-06-21,6170962858
2013-06-24,6084217578
2013-06-25,6072470821
2013-06-26,6067952837
2013-06-27,6093253544
2013-06-28,6060121666
2013-07-01,6145236547
2013-07-02,6129134709
2013-07-03,6134800171
2013-07-05,6266298512
2013-07-08,6228131193
2013-07-09,6333985867
2013-07-10,6345316790
2013-07-11,6408531412
2013-07-12,6433876897
2013-07-15,6449382371
2013-07-16,6362313174
2013-07-17,6365593178
2013-07-18,6415985967
2013-07-19,6469360577
2013-07-22,6535258839
2013-07-23,6528698831
2013-07-24,6622029853
2013-07-25,6650953524
2013-07-26,6546291579
2013-07-29,6544502486
2013-07-30,6590124360
2013-07-31,6577898890
2013-08-01,6774400947
2013-08-02,6774997311
2013-08-05,6830757379
2013-08-06,6828371922
2013-08-07,6819128274
2013-08-08,6813462813
2013-08-09,6804815529
2013-08-12,6854611953
2013-08-13,6869819245
2013-08-14,6846561034
2013-08-15,6712379053
2013-08-16,6730269984
2013-08-19,6680771742
2013-08-20,6718939061
2013-08-21,6662582629
2013-08-22,6865644694
2013-08-23,6828371922
2013-08-26,6780960955
2013-08-27,6631869865
2013-08-28,6695979034
2013-08-29,6707608139
2013-08-30,6566866150
2013-09-03,6592211635
2013-09-04,6742197271
2013-09-05,6678088103
2013-09-06,6801833707
2013-09-09,6838211933
2013-09-10,6944961154
2013-09-11,6942277514
2013-09-12,7008772140
2013-09-13,7013841237
2013-09-16,7136095931
2013-09-17,7133412292
2013-09-18,7167703242
2013-09-19,7184699627
2013-09-20,7112241357
2013-09-23,7155477773
2013-09-24,7138481389
2013-09-25,7167703242
2013-09-26,7232706958
2013-09-27,7162037781
2013-09-30,7105931485
2013-10-01,7178148040
2013-10-02,7141743793
2013-10-03,7068935299
2013-10-04,7096164492
2013-10-07,7052952946
2013-10-08,6917102950
2013-10-09,6925094127
2013-10-10,7112442814
2013-10-11,7158022115
2013-10-14,7202417539
2013-10-15,7093500766
2013-10-16,7133160678
2013-10-17,7255692047
2013-10-18,7319621457
2013-10-21,7313702067
2013-10-22,7286176904
2013-10-23,7250660566
2013-10-24,7398941280
2013-10-25,7412851846
2013-10-28,7339747382
2013-10-29,7378223416
2013-10-30,7337675596
2013-10-31,7324060999
2013-11-01,7327908602
2013-11-04,7314294006
2013-11-05,7298903592
2013-11-06,7325836816
2013-11-07,7250956535
2013-11-08,7073670811
2013-11-11,7113922661
2013-11-12,7110666997
2013-11-13,7111554905
2013-11-14,7210408715
2013-11-15,7324948908
2013-11-18,7245037145
2013-11-19,7350106314
2013-11-20,7351882131
2013-11-21,7496019273
2013-11-22,7485956310
2013-11-25,7405748578
