,BHF
2022-02-10,4621224405
2022-02-11,4403727897
2022-02-14,4284604367
2022-02-15,4425246986
2022-02-16,4415255980
2022-02-17,4278456056
2022-02-18,4230038105
2022-02-22,4110146037
2022-02-23,4064033703
2022-02-24,4001782052
2022-02-25,4160101065
2022-02-28,4016384291
2022-03-01,3693597953
2022-03-02,3868824822
2022-03-03,3825786644
2022-03-04,3616744063
2022-03-07,3337764442
2022-03-08,3393867782
2022-03-09,3592919357
2022-03-10,3566020496
2022-03-11,3551418256
2022-03-14,3616744063
2022-03-15,3662087858
2022-03-16,3881121445
2022-03-17,3898797839
2022-03-18,3894955145
2022-03-21,3854991122
2022-03-22,4001013513
2022-03-23,3944910173
2022-03-24,4015615752
2022-03-25,4140119054
2022-03-28,4140119054
2022-03-29,4141656132
2022-03-30,4014078674
2022-03-31,3852298443
2022-04-01,3908226121
2022-04-04,3835147288
2022-04-05,3863483978
2022-04-06,3822470348
2022-04-07,3676312684
2022-04-08,3825453158
2022-04-11,3845587122
2022-04-12,3837384396
2022-04-13,3961916691
2022-04-14,3984287762
2022-04-18,3980559251
2022-04-19,4143122367
2022-04-20,4221421116
2022-04-21,4157290712
2022-04-22,3990999084
2022-04-25,3999947512
2022-04-26,3794133658
2022-04-27,3843350014
2022-04-28,3929851489
2022-04-29,3829927372
2022-05-02,3919411656
2022-05-03,3961916691
2022-05-04,4157290712
2022-05-05,3988761977
2022-05-06,3885855050
2022-05-09,3811284813
2022-05-10,3522697995
2022-05-11,3334780998
2022-05-12,3228891262
2022-05-13,3416062556
2022-05-16,3455584782
2022-05-17,3646484589
2022-05-18,3490632793
2022-05-19,3413825449
2022-05-20,3420536771
2022-05-23,3463041806
2022-05-24,3419791068
2022-05-25,3519715186
2022-05-26,3612927982
2022-05-27,3706140778
2022-05-31,3662890041
2022-06-01,3621130708
2022-06-02,3655433017
2022-06-03,3560728816
2022-06-06,3672584172
2022-06-07,3702412267
2022-06-08,3660652934
2022-06-09,3500326924
2022-06-10,3279599023
2022-06-13,3057379717
2022-06-14,3107341775
2022-06-15,3149846810
2022-06-16,2929864611
2022-06-17,3029788729
2022-06-21,3109578882
2022-06-22,3088699216
2022-06-23,3003689146
2022-06-24,3144626894
2022-06-27,3104358966
2022-06-28,3120018716
2022-06-29,3081242192
2022-06-30,2933647850
2022-07-01,3047360675
2022-07-05,2960824500
2022-07-06,2857124125
2022-07-07,2902895325
2022-07-08,2899319450
2022-07-11,2904325675
2022-07-12,2962254850
2022-07-13,2859269650
2022-07-14,2787036975
2022-07-15,2866421400
2022-07-18,2874288325
2022-07-19,2978703875
2022-07-20,3001589475
2022-07-21,3004450175
2022-07-22,2977988700
2022-07-25,3027335775
2022-07-26,2965115550
2022-07-27,3051651725
2022-07-28,3050221375
2022-07-29,3105289850
2022-08-01,3090271175
2022-08-02,3024475075
2022-08-03,3136042375
2022-08-04,3039493750
2022-08-05,3227584775
2022-08-08,3281938075
2022-08-09,3352025225
2022-08-10,3443567625
2022-08-11,3540831425
2022-08-12,3603766825
2022-08-15,3570153600
2022-08-16,3619500675
2022-08-17,3598760600
2022-08-18,3670278100
2022-08-19,3545837650
2022-08-22,3457155950
2022-08-23,3467883575
2022-08-24,3496490575
2022-08-25,3610203400
2022-08-26,3465022875
2022-08-29,3439276575
2022-08-30,3413530275
2022-08-31,3400657125
2022-09-01,3378486700
2022-09-02,3352740400
2022-09-06,3337721725
2022-09-07,3418536500
2022-09-08,3472174625
2022-09-09,3627367600
2022-09-12,3644531800
2022-09-13,3521521700
2022-09-14,3509363725
2022-09-15,3523667225
2022-09-16,3424257900
2022-09-19,3519376175
2022-09-20,3479326375
2022-09-21,3442137275
2022-09-22,3354885924
2022-09-23,3195401900
2022-09-26,3107435375
2022-09-27,3062379350
2022-09-28,3184674275
2022-09-29,3133181675
2022-09-30,2964633712
2022-10-03,3080023647
2022-10-04,3316265762
2022-10-05,3295099561
2022-10-06,3297147903
2022-10-07,3208386415
2022-10-10,3204289731
2022-10-11,3196779143
2022-10-12,3189268556
2022-10-13,3340845867
2022-10-14,3320362446
2022-10-17,3402978909
2022-10-18,3510858256
2022-10-19,3452821898
2022-10-20,3398882225
2022-10-21,3560701246
2022-10-24,3610544235
2022-10-25,3684967329
2022-10-26,3724568609
2022-10-27,3716375241
2022-10-28,3902774366
2022-10-31,3896629340
2022-11-01,3940327304
2022-11-02,3848834693
2022-11-03,3689746794
2022-11-04,3826302930
2022-11-07,3853614157
2022-11-08,3566846272
2022-11-09,3433704039
2022-11-10,3682236207
2022-11-11,3722520267
2022-11-14,3688381233
2022-11-15,3721837486
2022-11-16,3598936964
2022-11-17,3592109157
2022-11-18,3673360058
2022-11-21,3691112356
2022-11-22,3775777160
2022-11-23,3733444758
2022-11-25,3778508283
2022-11-28,3687698452
2022-11-29,3723885828
2022-11-30,3805819510
2022-12-01,3796260580
2022-12-02,3757342082
2022-12-05,3629662094
2022-12-06,3645366050
2022-12-07,3617372042
2022-12-08,3626930972
2022-12-09,3562066807
2022-12-12,3632393217
2022-12-13,3599619744
2022-12-14,3572308517
2022-12-15,3461015266
2022-12-16,3398882225
2022-12-19,3403661689
2022-12-20,3449407995
2022-12-21,3552507878
2022-12-22,3476036441
2022-12-23,3491057616
2022-12-27,3467843073
2022-12-28,3392737198
2022-12-29,3519051624
2022-12-30,3500616546
2023-01-03,3464247566
2023-01-04,3538908074
2023-01-05,3512437530
2023-01-06,3609496191
2023-01-09,3521939777
2023-01-10,3519903581
2023-01-11,3651577568
2023-01-12,3647505176
2023-01-13,3666509669
2023-01-17,3661079814
2023-01-18,3504971479
2023-01-19,3481215863
2023-01-20,3599315212
2023-01-23,3652935031
2023-01-24,3663794742
2023-01-25,3733025395
2023-01-26,3754744815
2023-01-27,3760174670
2023-01-30,3723523148
2023-01-31,3819224345
2023-02-01,3838228837
2023-02-02,3930536374
2023-02-03,3860626990
2023-02-06,3845016156
2023-02-07,3914246809
2023-02-08,3966509165
2023-02-09,3925785251
2023-02-10,3925785251
2023-02-13,4071033876
2023-02-14,4054744310
2023-02-15,4063567825
2023-02-16,4029631230
2023-02-17,4015377861
2023-02-21,3849088548
2023-02-22,3855197135
2023-02-23,3883025142
2023-02-24,3887776265
2023-02-27,3896599780
2023-02-28,3925106519
2023-03-01,3960400578
2023-03-02,3922391592
2023-03-03,3967187897
2023-03-06,3895242316
2023-03-07,3819903076
2023-03-08,3735061590
2023-03-09,3518546117
2023-03-10,3308817963
2023-03-13,3063117019
2023-03-14,3067189410
2023-03-15,2917189663
2023-03-16,2962664699
2023-03-17,2760402596
2023-03-20,2881216873
2023-03-21,3018999446
2023-03-22,2853388865
2023-03-23,2771262306
2023-03-24,2809271292
2023-03-27,2895470242
2023-03-28,2879180677
2023-03-29,2925334445
2023-03-30,2937551619
2023-03-31,2943109449
2023-04-03,2939773346
2023-04-04,2830349191
2023-04-05,2788981522
2023-04-06,2800991491
2023-04-10,2843026380
2023-04-11,2877721843
2023-04-12,2835019734
2023-04-13,2837021395
2023-04-14,2843026380
2023-04-17,2909748426
2023-04-18,2930432260
2023-04-19,2985811558
2023-04-20,2939106126
2023-04-21,2900407339
2023-04-24,2872384080
2023-04-25,2810999797
2023-04-26,2792317625
2023-04-27,2864377434
2023-04-28,2949114433
2023-05-01,2939106126
2023-05-02,2833685293
2023-05-03,2809665357
2023-05-04,2716254492
2023-05-05,2864377434
2023-05-08,2896404016
2023-05-09,2792317625
2023-05-10,2718923374
2023-05-11,2732267783
2023-05-12,2659540753
2023-05-15,2709582288
2023-05-16,2662876855
2023-05-17,2778305995
2023-05-18,2800324270
2023-05-19,2726930020
2023-05-22,2767630468
2023-05-23,2755620499
2023-05-24,2680891808
2023-05-25,2720925035
2023-05-26,2764961586
2023-05-30,2768964909
2023-05-31,2686229571
2023-06-01,2774969893
2023-06-02,2907079544
2023-06-05,2857705230
2023-06-06,2946445551
2023-06-07,3035185872
2023-06-08,2972467149
2023-06-09,2963793283
2023-06-12,2987145999
2023-06-13,3066545234
2023-06-14,2991149322
2023-06-15,3034518652
2023-06-16,3005160951
2023-06-20,2997154306
2023-06-21,2999155967
2023-06-22,2980473794
2023-06-23,2943109449
2023-06-26,2983142676
2023-06-27,3055869706
2023-06-28,3042525297
2023-06-29,3123926193
2023-06-30,3097080211
2023-07-03,3122589425
2023-07-05,3090539387
2023-07-06,3070916914
2023-07-07,3172953770
2023-07-10,3135016991
2023-07-11,3193230325
2023-07-12,3165758864
2023-07-13,3218739539
2023-07-14,3159218040
2023-07-17,3205003809
2023-07-18,3254714072
2023-07-19,3299191676
2023-07-20,3326663137
2023-07-21,3295267181
2023-07-24,3329279466
2023-07-25,3331895796
2023-07-26,3387492801
2023-07-27,3377027482
2023-07-28,3390763213
2023-07-31,3409731603
2023-08-01,3413002015
2023-08-02,3397304037
2023-08-03,3446360218
2023-08-04,3494762316
2023-08-07,3537277673
2023-08-08,3571289958
2023-08-09,3317505983
2023-08-10,3273028379
2023-08-11,3273682462
2023-08-14,3199771149
2023-08-15,3120627178
2023-08-16,3118010848
2023-08-17,3095117964
2023-08-18,3111470024
2023-08-21,3106237365
2023-08-22,3048678113
2023-08-23,3095117964
2023-08-24,3134362908
2023-08-25,3139595568
2023-08-28,3172299688
2023-08-29,3235745682
2023-08-30,3250789577
2023-08-31,3248173248
2023-09-01,3345631527
2023-09-05,3179494595
2023-09-06,3228550775
2023-09-07,3197154820
2023-09-08,3250135495
2023-09-11,3256676319
2023-09-12,3306386582
2023-09-13,3291996769
2023-09-14,3356096845
2023-09-15,3394687707
2023-09-18,3373102988
2023-09-19,3363945834
2023-09-20,3353480516
2023-09-21,3101658788
2023-09-22,3097080211
2023-09-25,3229858940
2023-09-26,3132400661
2023-09-27,3146136392
2023-09-28,3203695644
2023-09-29,3201079314
2023-10-02,3073995887
2023-10-03,2954804051
2023-10-04,2957367316
2023-10-05,2976591806
2023-10-06,3059257111
2023-10-09,3050285683
2023-10-10,3084889764
2023-10-11,3131028539
2023-10-12,3082326499
2023-10-13,3049644866
2023-10-16,3154738743
2023-10-17,3203440783
2023-10-18,3139359151
2023-10-19,3077840784
2023-10-20,2959930582
2023-10-23,2897130582
2023-10-24,2903538745
2023-10-25,2831126501
2023-10-26,2911869358
2023-10-27,2860604052
2023-10-30,2883032623
2023-10-31,2902897929
2023-11-01,2886236705
2023-11-02,3032983642
2023-11-03,3118212213
2023-11-06,3081044866
2023-11-07,3077840784
2023-11-08,2994534663
2023-11-09,2950959153
2023-11-10,3009914255
2023-11-13,3009914255
2023-11-14,3150253029
2023-11-15,3173322416
2023-11-16,3125261192
2023-11-17,3245093844
2023-11-20,3211130579
2023-11-21,3194469355
2023-11-22,3243171395
2023-11-24,3301485680
2023-11-27,3333526496
2023-11-28,3302126496
2023-11-29,3295718333
2023-11-30,3334167312
2023-12-01,3371334659
2023-12-04,3420677516
2023-12-05,3354032618
2023-12-06,3346983639
2023-12-07,3363644863
2023-12-08,3411065271
2023-12-11,3400171393
2023-12-12,3398248944
2023-12-13,3489244862
2023-12-14,3502061188
2023-12-15,3395044863
2023-12-18,3376461190
2023-12-19,3444387720
2023-12-20,3389277516
2023-12-21,3436697924
2023-12-22,3435416291
2023-12-26,3467457107
2023-12-27,3433493842
2023-12-28,3443106087
2023-12-29,3391199965
2024-01-02,3385432618
2024-01-03,3308534660
2024-01-04,3355314251
2024-01-05,3389277516
2024-01-08,3409783638
2024-01-09,3313020374
2024-01-10,3366208128
2024-01-11,3313661190
2024-01-12,3297640782
2024-01-16,3191265273
2024-01-17,3159224457
2024-01-18,3204081600
2024-01-19,3270726497
2024-01-22,3291873435
2024-01-23,3280979558
2024-01-24,3325836700
2024-01-25,3433493842
2024-01-26,3442465271
2024-01-29,3435416291
2024-01-30,3419395883
2024-01-31,3317506088
2024-02-01,3258550987
2024-02-02,3276493844
2024-02-05,3280338742
2024-02-06,3298922415
2024-02-07,3351469353
2024-02-08,3373257108
2024-02-09,3377102006
2024-02-12,3425804046
2024-02-13,2988767316
2024-02-14,3045799968
2024-02-15,3129106090
2024-02-16,3052208132
2024-02-20,3052208132
2024-02-21,3063102009
2024-02-22,3057334662
2024-02-23,3068869356
2024-02-26,3002224459
2024-02-27,3025293846
2024-02-28,3020167316
2024-02-29,2982999969
2024-03-01,2958008133
2024-03-04,2922763235
2024-03-05,2934297929
2024-03-06,2941346908
2024-03-07,2938783643
2024-03-08,2960571398
2024-03-11,2998379561
2024-03-12,3025293846
2024-03-13,3052848948
2024-03-14,3017604050
2024-03-15,3049004050
2024-03-18,3021448948
2024-03-19,3040032622
2024-03-20,3118853029
2024-03-21,3148330580
2024-03-22,3052848948
2024-03-25,3141922416
2024-03-26,3171399967
2024-03-27,3280338742
2024-03-28,3302767313
2024-04-01,3264959150
2024-04-02,3251502007
2024-04-03,3299563231
2024-04-04,3252142824
2024-04-05,3287387721
2024-04-08,3273289762
2024-04-09,3220102008
2024-04-10,3143844865
2024-04-11,3063102009
2024-04-12,3073355070
2024-04-15,3010555071
2024-04-16,3034265275
2024-04-17,3007991806
2024-04-18,3049004050
2024-04-19,3134232621
2024-04-22,3149612212
2024-04-23,3197673436
2024-04-24,3236122416
2024-04-25,3141922416
2024-04-26,3122697927
2024-04-29,3118853029
2024-04-30,3091938744
2024-05-01,3123979560
2024-05-02,3107959152
2024-05-03,3139359151
2024-05-06,3250861191
2024-05-07,3219287997
2024-05-08,2885193100
2024-05-09,2935622518
2024-05-10,2879519790
2024-05-13,2907255970
2024-05-14,2901582661
2024-05-15,2877628687
2024-05-16,2913559648
2024-05-17,2890866409
2024-05-20,2837915520
2024-05-21,2813961546
2024-05-22,2786225366
2024-05-23,2725079696
2024-05-24,2729492270
2024-05-28,2694822045
2024-05-29,2664564394
2024-05-30,2747142567
2024-05-31,2805766766
2024-06-03,2802614927
2024-06-04,2737056683
2024-06-05,2747142567
2024-06-06,2701125723
2024-06-07,2701756090
2024-06-10,2685996897
2024-06-11,2641871156
2024-06-12,2641240788
2024-06-13,2600266886
2024-06-14,2585138060
2024-06-17,2634306743
2024-06-18,2651957040
2024-06-20,2714363445
2024-06-21,2714993813
2024-06-24,2755967715
2024-06-25,2737687051
2024-06-26,2726340432
2024-06-27,2745251464
2024-06-28,2732013741
2024-07-01,2733904845
2024-07-02,2766053599
2024-07-03,2770466173
2024-07-05,2709320503
2024-07-08,2733274477
2024-07-09,2756598083
2024-07-10,2929318841
2024-07-11,3001180762
2024-07-12,3027025839
2024-07-15,3074303419
2024-07-16,3121580998
2024-07-17,3071781948
2024-07-18,3047827974
2024-07-19,3005593336
2024-07-22,3035850987
2024-07-23,3067369374
2024-07-24,3004332601
2024-07-25,3039002826
2024-07-26,3095105554
2024-07-29,3093844818
2024-07-30,3193442920
2024-07-31,3143643869
2024-08-01,3078715993
2024-08-02,2894648616
2024-08-05,2738947786
2024-08-06,2723622202
2024-08-07,2749024502
2024-08-08,2612099910
2024-08-09,2599708544
