,CAH
2009-04-13,8650605000
2009-04-14,8718720000
2009-04-15,8722305000
2009-04-16,8715135000
2009-04-17,8819100000
2009-04-20,8686455000
2009-04-21,8629095000
2009-04-22,8668530000
2009-04-23,8697210000
2009-04-24,8711550000
2009-04-27,8750985000
2009-04-28,8618340000
2009-04-29,8880045000
2009-04-30,8697210000
2009-05-01,8707965000
2009-05-04,9016275000
2009-05-05,9206280000
2009-05-06,9105900000
2009-05-07,9371190000
2009-05-08,9511005000
2009-05-11,9306660000
2009-05-12,9317415000
2009-05-13,9148920000
2009-05-14,9213450000
2009-05-15,8980425000
2009-05-18,9191940000
2009-05-19,9184770000
2009-05-20,9181185000
2009-05-21,8783250000
2009-05-22,8811930000
2009-05-26,9055710000
2009-05-27,8980425000
2009-05-28,8998350000
2009-05-29,9202695000
2009-06-01,9410625000
2009-06-02,8392485000
2009-06-03,7833225000
2009-06-04,7671899999
2009-06-05,7930020000
2009-06-08,7854735000
2009-06-09,7693410000
2009-06-10,7765110000
2009-06-11,7937190000
2009-06-12,7969455000
2009-06-15,7740015000
2009-06-16,7711335000
2009-06-17,7926435000
2009-06-18,8105685000
2009-06-19,8152289999
2009-06-22,7912095000
2009-06-23,7854735000
2009-06-24,7836810000
2009-06-25,8048325000
2009-06-26,7969455000
2009-06-29,7947945000
2009-06-30,7878654000
2009-07-01,7903791000
2009-07-02,7706286000
2009-07-06,7774514999
2009-07-07,7796061000
2009-07-08,7691922000
2009-07-09,7659602999
2009-07-10,7562646000
2009-07-13,7670376000
2009-07-14,7706286000
2009-07-15,7803243000
2009-07-16,8007930000
2009-07-17,7989975000
2009-07-20,8061795000
2009-07-21,8198252999
2009-07-22,8169525000
2009-07-23,8406531000
2009-07-24,8435258999
2009-07-27,8453214000
2009-07-28,8517852000
2009-07-29,8636355000
2009-07-30,8611218000
2009-07-31,8586081000
2009-08-03,8571717000
2009-08-04,8611218000
2009-08-05,8510670000
2009-08-06,8499897000
2009-08-07,8654310000
2009-08-10,8726130000
2009-08-11,8481942000
2009-08-12,8546580000
2009-08-13,8560944000
2009-08-14,8481942000
2009-08-17,8600445000
2009-08-18,8819496000
2009-08-19,9020592000
2009-08-20,8955954000
2009-08-21,9185778000
2009-08-24,9139095000
2009-08-25,8894907000
2009-08-26,8765631000
2009-08-27,8855406000
2009-08-28,8833860000
2009-08-31,8916453000
2009-09-01,9017001000
2009-09-02,8966727000
2009-09-03,9254007000
2009-09-04,9250416000
2009-09-08,9433557000
2009-09-09,9634653000
2009-09-10,9437148000
2009-09-11,9512559000
2009-09-14,9562833000
2009-09-15,9799839000
2009-09-16,9939888000
2009-09-17,10000935000
2009-09-18,10015299000
2009-09-21,10015299000
2009-09-22,9975798000
2009-09-23,9957843000
2009-09-24,9688518000
2009-09-25,9810612000
2009-09-28,9947070000
2009-09-29,9659790000
2009-09-30,9621200000
2009-10-01,9509910000
2009-10-02,9423750000
2009-10-05,9412980000
2009-10-06,9599660000
2009-10-07,9610430000
2009-10-08,9775570000
2009-10-09,9807880000
2009-10-12,9750440000
2009-10-13,9671460000
2009-10-14,9804290000
2009-10-15,10019690000
2009-10-16,10296120000
2009-10-19,10364330000
2009-10-20,10256630000
2009-10-21,10256630000
2009-10-22,10439720000
2009-10-23,10288940000
2009-10-26,10306890000
2009-10-27,10317660000
2009-10-28,10159700000
2009-10-29,10299710000
2009-10-30,10174060000
2009-11-02,10296120000
2009-11-03,10288940000
2009-11-04,10457670000
2009-11-05,10637170000
2009-11-06,10590500000
2009-11-09,10759230000
2009-11-10,10881290000
2009-11-11,10971040000
2009-11-12,11118230000
2009-11-13,11157720000
2009-11-16,11294140000
2009-11-17,11304910000
2009-11-18,11340810000
2009-11-19,11340810000
2009-11-20,11405430000
2009-11-23,11570569999
2009-11-24,11599290000
2009-11-25,11660319999
2009-11-27,11498770000
2009-11-30,11570569999
2009-12-01,11653140000
2009-12-02,11825460000
2009-12-03,11584930000
2009-12-04,11538260000
2009-12-07,11656730000
2009-12-08,11437740000
2009-12-09,11416200000
2009-12-10,11595699999
2009-12-11,11559800000
2009-12-14,11739300000
2009-12-15,11821870000
2009-12-16,11692630000
2009-12-17,11455690000
2009-12-18,11538260000
2009-12-21,11620830000
2009-12-22,11739300000
2009-12-23,11717760000
2009-12-24,11703400000
2009-12-28,11732120000
2009-12-29,11829050000
2009-12-30,11710580000
2009-12-31,11564488000
2010-01-04,11668511000
2010-01-05,11564488000
2010-01-06,11374377000
2010-01-07,11370790000
2010-01-08,11334920000
2010-01-11,11485574000
2010-01-12,11417421000
2010-01-13,11481987000
2010-01-14,11700794000
2010-01-15,11600358000
2010-01-19,11865796000
2010-01-20,11772534000
2010-01-21,11489161000
2010-01-22,11467639000
2010-01-25,11553727000
2010-01-26,11618293000
2010-01-27,11230897000
2010-01-28,11804816999
2010-01-29,11862209000
2010-02-01,12073841999
2010-02-02,12285475000
2010-02-03,12091777000
2010-02-04,11693620000
2010-02-05,11646989000
2010-02-08,11571662000
2010-02-09,11707968000
2010-02-10,11535791999
2010-02-11,11926775000
2010-02-12,11973406000
2010-02-16,12030798000
2010-02-17,12106125000
2010-02-18,12113299000
2010-02-19,12134821000
2010-02-22,12077429000
2010-02-23,11833513000
2010-02-24,11930362000
2010-02-25,12055907000
2010-02-26,12185039000
2010-03-01,12579609000
2010-03-02,12751784999
2010-03-03,12611891999
2010-03-04,12640588000
2010-03-05,12733850000
2010-03-08,12662109999
2010-03-09,12626240000
2010-03-10,12561674000
2010-03-11,12550913000
2010-03-12,12522216999
2010-03-15,12708741000
2010-03-16,12669284000
2010-03-17,12730263000
2010-03-18,12751784999
2010-03-19,12859395000
2010-03-22,12981353000
2010-03-23,13006462000
2010-03-24,12837873000
2010-03-25,12823525000
2010-03-26,12705154000
2010-03-29,12938309000
2010-03-30,13074615000
2010-03-31,12570867000
2010-04-01,12658092000
2010-04-05,12675537000
2010-04-06,12595290000
2010-04-07,12448752000
2010-04-08,12532488000
2010-04-09,12717405000
2010-04-12,12546444000
2010-04-13,12535977000
2010-04-14,12410373000
2010-04-15,12448752000
2010-04-16,12235923000
2010-04-19,12260346000
2010-04-20,12515043000
2010-04-21,12410373000
2010-04-22,12539466000
2010-04-23,12630180000
2010-04-26,12647625000
2010-04-27,12455730000
2010-04-28,12661581000
2010-04-29,12438285000
2010-04-30,12103341000
2010-05-03,12330126000
2010-05-04,12166143000
2010-05-05,12483642000
2010-05-06,12009138000
2010-05-07,11789331000
2010-05-10,12197544000
2010-05-11,12221967000
2010-05-12,12333615000
2010-05-13,12092873999
2010-05-14,11799798000
2010-05-17,11904468000
2010-05-18,11977737000
2010-05-19,11911446000
2010-05-20,11489277000
2010-05-21,11586969000
2010-05-24,11471832000
2010-05-25,11447409000
2010-05-26,11443919999
2010-05-27,11743973999
2010-05-28,12033561000
2010-06-01,11831198999
2010-06-02,12211500000
2010-06-03,12455730000
2010-06-04,11946336000
2010-06-07,11820732000
2010-06-08,11778864000
2010-06-09,11799798000
2010-06-10,12134742000
2010-06-11,12235923000
2010-06-14,12225456000
2010-06-15,12459219000
2010-06-16,12466196999
2010-06-17,12623202000
2010-06-18,12480153000
2010-06-21,12406884000
2010-06-22,12169632000
2010-06-23,12075429000
2010-06-24,11911446000
2010-06-25,11946336000
2010-06-28,12051006000
2010-06-29,11817243000
2010-06-30,11726529000
2010-07-01,11719551000
2010-07-02,11866089000
2010-07-06,11932380000
2010-07-07,12141719999
2010-07-08,12033561000
2010-07-09,12075429000
2010-07-12,12012627000
2010-07-13,12333615000
2010-07-14,12452241000
2010-07-15,12518532000
2010-07-16,12263835000
2010-07-19,12284769000
2010-07-20,12305703000
2010-07-21,12124275000
2010-07-22,11604414000
2010-07-23,11667216000
2010-07-26,11789331000
2010-07-27,11621859000
2010-07-28,11363673000
2010-07-29,11272959000
2010-07-30,11259003000
2010-08-02,11482298999
2010-08-03,11468343000
2010-08-04,11681171999
2010-08-05,11489277000
2010-08-06,11548590000
2010-08-09,11524167000
2010-08-10,11353206000
2010-08-11,10948482000
2010-08-12,11032218000
2010-08-13,10941504000
2010-08-16,10794966000
2010-08-17,10934526000
2010-08-18,10979883000
2010-08-19,10861257000
2010-08-20,10864746000
2010-08-23,10847301000
2010-08-24,10491423000
2010-08-25,10843812000
2010-08-26,10686807000
2010-08-27,10753098000
2010-08-30,10540269000
2010-08-31,10453044000
2010-09-01,10662384000
2010-09-02,10794966000
2010-09-03,10917081000
2010-09-07,10903125000
2010-09-08,11018262000
2010-09-09,11095020000
2010-09-10,11025240000
2010-09-13,11025240000
2010-09-14,11091531000
2010-09-15,11506721999
2010-09-16,11360184000
2010-09-17,11388096000
2010-09-20,11552079000
2010-09-21,11552079000
2010-09-22,11443919999
2010-09-23,11349717000
2010-09-24,11670705000
2010-09-27,11461365000
2010-09-28,11583480000
2010-09-29,11566035000
2010-09-30,11484704000
2010-10-01,11418660000
2010-10-04,11185768000
2010-10-05,11453420000
2010-10-06,11283096000
2010-10-07,11390852000
2010-10-08,11335236000
2010-10-11,11352615999
2010-10-12,11415184000
2010-10-13,11533368000
2010-10-14,11578556000
2010-10-15,11547272000
2010-10-18,11571604000
2010-10-19,11182292000
2010-10-20,11182292000
2010-10-21,11123200000
2010-10-22,11119724000
2010-10-25,11265715999
2010-10-26,11463847999
2010-10-27,11613315999
2010-10-28,11933108000
2010-10-29,12058244000
2010-11-01,12124288000
2010-11-02,12294612000
2010-11-03,12284184000
2010-11-04,12405844000
2010-11-05,12238996000
2010-11-08,12242472000
2010-11-09,12381512000
2010-11-10,12259852000
2010-11-11,12305040000
2010-11-12,12172952000
2010-11-15,12127764000
2010-11-16,11960915999
2010-11-17,11981772000
2010-11-18,12708256000
2010-11-19,12583120000
2010-11-22,12576168000
2010-11-23,12489268000
2010-11-24,12569215999
2010-11-26,12471888000
2010-11-29,12391940000
2010-11-30,12367608000
2010-12-01,12729112000
2010-12-02,12986336000
2010-12-03,12944624000
2010-12-06,12920292000
2010-12-07,13003715999
2010-12-08,12777776000
2010-12-09,12718684000
2010-12-10,12913340000
2010-12-13,12861200000
2010-12-14,12951576000
2010-12-15,12889008000
2010-12-16,13201847999
2010-12-17,13455596000
2010-12-20,13393028000
2010-12-21,13452120000
2010-12-22,13594636000
2010-12-23,13535544000
2010-12-27,13493832000
2010-12-28,13469500000
2010-12-29,13403456000
2010-12-30,13386076000
2010-12-31,13351035000
2011-01-03,13546195000
2011-01-04,13445130000
2011-01-05,13549680000
2011-01-06,13713475000
2011-01-07,13521799999
2011-01-10,13675140000
2011-01-11,13905150000
2011-01-12,14027125000
2011-01-13,14159555000
2011-01-14,14145615000
2011-01-18,14410475000
2011-01-19,14229255000
2011-01-20,14096825000
2011-01-21,14393049999
2011-01-24,14452295000
2011-01-25,14396535000
2011-01-26,14574270000
2011-01-27,14626545000
2011-01-28,14312895000
2011-01-31,14466235000
2011-02-01,14619575000
2011-02-02,14528965000
2011-02-03,14745035000
2011-02-04,14588210000
2011-02-07,14546390000
2011-02-08,14504570000
2011-02-09,14431384999
2011-02-10,14365170000
2011-02-11,14487145000
2011-02-14,14626545000
2011-02-15,14581240000
2011-02-16,14546390000
2011-02-17,14588210000
2011-02-18,14685790000
2011-02-22,14305924999
2011-02-23,14103795000
2011-02-24,14110765000
2011-02-25,14379110000
2011-02-28,14511540000
2011-03-01,14417445000
2011-03-02,14337290000
2011-03-03,14929740000
2011-03-04,14821705000
2011-03-07,14626545000
2011-03-08,14710185000
2011-03-09,14772915000
2011-03-10,14347745000
2011-03-11,14159555000
2011-03-14,14041065000
2011-03-15,13974850000
2011-03-16,13689080000
2011-03-17,14034095000
2011-03-18,14096825000
2011-03-21,14253650000
2011-03-22,14243195000
2011-03-23,13978335000
2011-03-24,14190920000
2011-03-25,14400020000
2011-03-28,14459265000
2011-03-29,14494115000
2011-03-30,14480174999
2011-03-31,14181624000
2011-04-01,14554008000
2011-04-04,14502288000
2011-04-05,14433328000
2011-04-06,14557456000
2011-04-07,14564352000
2011-04-08,14543664000
2011-04-11,14474703999
2011-04-12,14202312000
2011-04-13,14164384000
2011-04-14,14016120000
2011-04-15,14126456000
2011-04-18,14226448000
2011-04-19,14474703999
2011-04-20,14688480000
2011-04-21,14812608000
2011-04-25,14788472000
2011-04-26,14909152000
2011-04-27,15209128000
2011-04-28,14995352000
2011-04-29,15064312000
2011-05-02,15281536000
2011-05-03,15347048000
2011-05-04,15364288000
2011-05-05,15391872000
2011-05-06,15371184000
2011-05-09,15619439999
2011-05-10,15640128000
2011-05-11,15471176000
2011-05-12,15474624000
2011-05-13,15326360000
2011-05-16,15495312000
2011-05-17,15440144000
2011-05-18,15702192000
2011-05-19,15602200000
2011-05-20,15488416000
2011-05-23,15319464000
2011-05-24,15419456000
2011-05-25,15529792000
2011-05-26,15640128000
2011-05-27,15636680000
2011-05-31,15660816000
2011-06-01,15347048000
2011-06-02,15312567999
2011-06-03,15188439999
2011-06-06,15212576000
2011-06-07,15188439999
2011-06-08,15164303999
2011-06-09,15322912000
2011-06-10,14916048000
2011-06-13,15053967999
2011-06-14,15136720000
2011-06-15,15022936000
2011-06-16,14985008000
2011-06-17,15129824000
2011-06-20,15329808000
2011-06-21,15540136000
2011-06-22,15347048000
2011-06-23,15278088000
2011-06-24,15171200000
2011-06-27,15150512000
2011-06-28,15522896000
2011-06-29,15519448000
2011-06-30,15660816000
2011-07-01,15971136000
2011-07-05,15991824000
2011-07-06,16112503999
2011-07-07,16146984000
2011-07-08,16015960000
2011-07-11,15760808000
2011-07-12,15940103999
2011-07-13,15995272000
2011-07-14,15922864000
2011-07-15,15957344000
2011-07-18,15760808000
2011-07-19,15795288000
2011-07-20,15695296000
2011-07-21,15857352000
2011-07-22,15874592000
2011-07-25,15650472000
2011-07-26,15388424000
2011-07-27,15064312000
2011-07-28,14971216000
2011-07-29,15088448000
2011-08-01,14750544000
2011-08-02,14529872000
2011-08-03,14547112000
2011-08-04,13895439999
2011-08-05,13836824000
2011-08-08,13098952000
2011-08-09,13716144000
2011-08-10,13264456000
2011-08-11,13957503999
2011-08-12,14091976000
2011-08-15,14343680000
2011-08-16,14302303999
2011-08-17,14440224000
2011-08-18,13909232000
2011-08-19,13785103999
2011-08-22,13736832000
2011-08-23,14160936000
2011-08-24,14129903999
2011-08-25,13871303999
2011-08-26,14150592000
2011-08-29,14502288000
2011-08-30,14550560000
2011-08-31,14654000000
2011-09-01,14543664000
2011-09-02,14278167999
2011-09-06,14212656000
2011-09-07,14695376000
2011-09-08,14381608000
2011-09-09,13854064000
2011-09-12,13767864000
2011-09-13,14057496000
2011-09-14,14336784000
2011-09-15,14267824000
2011-09-16,14867776000
2011-09-19,14905703999
2011-09-20,15171200000
2011-09-21,14705720000
2011-09-22,14391952000
2011-09-23,14385056000
2011-09-26,14947080000
2011-09-27,15191888000
2011-09-28,14864328000
2011-09-29,14840192000
2011-09-30,14448600000
2011-10-03,13758600000
2011-10-04,13834500000
2011-10-05,13955250000
2011-10-06,13793099999
2011-10-07,13889700000
2011-10-10,14251950000
2011-10-11,14227800000
2011-10-12,14320950000
2011-10-13,14324400000
2011-10-14,14521050000
2011-10-17,14255400000
2011-10-18,14490000000
2011-10-19,14579700000
2011-10-20,14634900000
2011-10-21,15180000000
2011-10-24,15197249999
2011-10-25,14845350000
2011-10-26,15221400000
2011-10-27,15507750000
2011-10-28,15694050000
2011-10-31,15273150000
2011-11-01,14883300000
2011-11-02,15117900000
2011-11-03,15266250000
2011-11-04,15093750000
2011-11-07,15235199999
2011-11-08,15228300000
2011-11-09,14793600000
2011-11-10,14904000000
2011-11-11,15493949999
2011-11-14,15300750000
2011-11-15,15293850000
2011-11-16,14800500000
2011-11-17,14572800000
2011-11-18,14448600000
2011-11-21,14024250000
2011-11-22,13982850000
2011-11-23,14093250000
2011-11-25,13900050000
2011-11-28,14365800000
2011-11-29,14110500000
2011-11-30,14648700000
2011-12-01,14617650000
2011-12-02,14296800000
2011-12-05,14148450000
2011-12-06,14155350000
2011-12-07,14424450000
2011-12-08,14245050000
2011-12-09,14452050000
2011-12-12,14193300000
2011-12-13,14134650000
2011-12-14,14000100000
2011-12-15,14155350000
2011-12-16,14124300000
2011-12-19,13917300000
2011-12-20,14086350000
2011-12-21,14020800000
2011-12-22,14107050000
2011-12-23,14131200000
2011-12-27,14100150000
2011-12-28,13820700000
2011-12-29,14020800000
2011-12-30,14010450000
2012-01-03,14310599999
2012-01-04,14214000000
2012-01-05,14110500000
2012-01-06,14338200000
2012-01-09,14227800000
2012-01-10,14283000000
2012-01-11,14345100000
2012-01-12,14441700000
2012-01-13,14231250000
2012-01-17,14403750000
2012-01-18,14590050000
2012-01-19,14734950000
2012-01-20,14710800000
2012-01-23,14490000000
2012-01-24,14438250000
2012-01-25,14517600000
2012-01-26,14531400000
2012-01-27,14607300000
2012-01-30,14697000000
2012-01-31,14845350000
2012-02-01,14862600000
2012-02-02,14565900000
2012-02-03,14507249999
2012-02-06,14420999999
2012-02-07,14631449999
2012-02-08,14665950000
2012-02-09,14534850000
2012-02-10,14448600000
2012-02-13,14617650000
2012-02-14,14510700000
2012-02-15,14317500000
2012-02-16,14420999999
2012-02-17,14324400000
2012-02-21,14248499999
2012-02-22,14172600000
2012-02-23,14331300000
2012-02-24,14507249999
2012-02-27,14431350000
2012-02-28,14524500000
2012-02-29,14334749999
2012-03-01,14348550000
2012-03-02,14158800000
2012-03-05,14286449999
2012-03-06,14283000000
2012-03-07,14162249999
2012-03-08,14403750000
2012-03-09,14565900000
2012-03-12,14424450000
2012-03-13,14431350000
2012-03-14,14341650000
2012-03-15,14386500000
2012-03-16,14348550000
2012-03-19,14224349999
2012-03-20,14082900000
2012-03-21,14286449999
2012-03-22,14327850000
2012-03-23,14552100000
2012-03-26,14931600000
2012-03-27,14941950000
2012-03-28,14807400000
2012-03-29,14869500000
2012-03-30,14872950000
2012-04-02,14752200000
2012-04-03,14565900000
2012-04-04,14621100000
2012-04-05,14410650000
2012-04-09,14362350000
2012-04-10,14141550000
2012-04-11,14234700000
2012-04-12,14248499999
2012-04-13,13982850000
2012-04-16,14000100000
2012-04-17,14386500000
2012-04-18,14203650000
2012-04-19,14203650000
2012-04-20,14334749999
2012-04-23,14283000000
2012-04-24,14227800000
2012-04-25,14355450000
2012-04-26,14458949999
2012-04-27,14596950000
2012-04-30,14583150000
2012-05-01,14645250000
2012-05-02,14634900000
2012-05-03,14948850000
2012-05-04,14731500000
2012-05-07,14786700000
2012-05-08,14841900000
2012-05-09,14569349999
2012-05-10,14572800000
2012-05-11,14659050000
2012-05-14,14752200000
2012-05-15,14569349999
2012-05-16,14531400000
2012-05-17,14320950000
2012-05-18,14131200000
2012-05-21,14265750000
2012-05-22,14231250000
2012-05-23,14145000000
2012-05-24,14307150000
2012-05-25,14376150000
2012-05-29,14386500000
2012-05-30,14200199999
2012-05-31,14276100000
2012-06-01,13982850000
2012-06-04,13986300000
2012-06-05,14158800000
2012-06-06,14310599999
2012-06-07,14393400000
2012-06-08,14455500000
2012-06-11,14310599999
2012-06-12,14417550000
2012-06-13,14331300000
2012-06-14,14427900000
2012-06-15,14652150000
2012-06-18,14686650000
2012-06-19,14700450000
2012-06-20,14555550000
2012-06-21,14331300000
2012-06-22,14379600000
2012-06-25,14031150000
2012-06-26,14031150000
2012-06-27,13913850000
2012-06-28,14131200000
2012-06-29,14490000000
2012-07-02,14458400000
2012-07-03,14625490000
2012-07-05,14516370000
2012-07-06,14243570000
2012-07-09,14519780000
2012-07-10,14553880000
2012-07-11,14437940000
2012-07-12,14325410000
2012-07-13,14495910000
2012-07-16,14420890000
2012-07-17,14574340000
2012-07-18,14683460000
2012-07-19,14833500000
2012-07-20,14697100000
2012-07-23,14485679999
2012-07-24,14376559999
2012-07-25,14366330000
2012-07-26,14345870000
2012-07-27,14437940000
2012-07-30,14768710000
2012-07-31,14693690000
2012-08-01,14502730000
2012-08-02,13943490000
2012-08-03,13380840000
2012-08-06,13339920000
2012-08-07,13524059999
2012-08-08,13554750000
2012-08-09,13708200000
2012-08-10,13732070000
2012-08-13,13633179999
2012-08-14,13561570000
2012-08-15,13575210000
2012-08-16,13595670000
2012-08-17,13537700000
2012-08-20,13660460000
2012-08-21,13592260000
2012-08-22,13510420000
2012-08-23,13486549999
2012-08-24,13544520000
2012-08-27,13568390000
2012-08-28,13500190000
2012-08-29,13650230000
2012-08-30,13493370000
2012-08-31,13486549999
2012-09-04,13534290000
2012-09-05,13292179999
2012-09-06,13363790000
2012-09-07,13063710000
2012-09-10,13043250000
2012-09-11,12995510000
2012-09-12,12872750000
2012-09-13,12886390000
2012-09-14,13084170000
2012-09-17,13036429999
2012-09-18,13162600000
2012-09-19,13053480000
2012-09-20,13145549999
2012-09-21,13166010000
2012-09-24,13264900000
2012-09-25,13316049999
2012-09-26,13360380000
2012-09-27,13513830000
2012-09-28,13288770000
2012-10-01,13430000000
2012-10-02,13477600000
2012-10-03,13545600000
2012-10-04,13821000000
2012-10-05,13776800000
2012-10-08,13889000000
2012-10-09,13960400000
2012-10-10,13871999999
2012-10-11,13909399999
2012-10-12,13902600000
2012-10-15,14147400000
2012-10-16,14296999999
2012-10-17,14154200000
2012-10-18,14191600000
2012-10-19,14028400000
2012-10-22,14133800000
2012-10-23,13851600000
2012-10-24,13831200000
2012-10-25,13902600000
2012-10-26,13746200000
2012-10-31,13984200000
2012-11-01,14041999999
2012-11-02,13974000000
2012-11-05,13763199999
2012-11-06,13770000000
2012-11-07,13841400000
2012-11-08,13620400000
2012-11-09,13600000000
2012-11-12,13566000000
2012-11-13,13535400000
2012-11-14,13358600000
2012-11-15,13382400000
2012-11-16,13385800000
2012-11-19,13474200000
2012-11-20,13365400000
2012-11-21,13474200000
2012-11-23,13596600000
2012-11-26,13498000000
2012-11-27,13443600000
2012-11-28,13559200000
2012-11-29,13701999999
2012-11-30,13753000000
2012-12-03,13770000000
2012-12-04,13736000000
2012-12-05,13732600000
2012-12-06,13749600000
2012-12-07,13906000000
2012-12-10,14041999999
2012-12-11,14280000000
2012-12-12,14239200000
2012-12-13,14249399999
2012-12-14,14388800000
2012-12-17,14388800000
2012-12-18,14501000000
2012-12-19,14283400000
2012-12-20,14385400000
2012-12-21,14290200000
2012-12-24,14201800000
2012-12-26,14164399999
2012-12-27,14059000000
2012-12-28,13844800000
2012-12-31,14042380000
2013-01-02,14216290000
2013-01-03,14250390000
2013-01-04,14475450000
2013-01-07,14468630000
2013-01-08,14468630000
2013-01-09,14540240000
2013-01-10,14659590000
2013-01-11,14683460000
2013-01-14,14727790000
2013-01-15,14830090000
2013-01-16,14911929999
2013-01-17,15058559999
2013-01-18,15222240000
2013-01-22,15198370000
2013-01-23,15365460000
2013-01-24,15252929999
2013-01-25,15310900000
2013-01-28,15222240000
2013-01-29,15338179999
2013-01-30,15235880000
2013-01-31,14939210000
2013-02-01,14963080000
2013-02-04,14888059999
2013-02-05,15235880000
2013-02-06,15072200000
2013-02-07,15273390000
2013-02-08,15406380000
2013-02-11,15420020000
2013-02-12,15529140000
2013-02-13,15495040000
2013-02-14,15686000000
2013-02-15,15924700000
2013-02-19,15842860000
2013-02-20,15709870000
2013-02-21,15508679999
2013-02-22,15535960000
2013-02-25,15420020000
2013-02-26,15580290000
2013-02-27,15774660000
2013-02-28,15757610000
2013-03-01,15859910000
2013-03-04,15771250000
2013-03-05,15781480000
2013-03-06,15726920000
2013-03-07,15648490000
2013-03-08,15781480000
2013-03-11,15951980000
2013-03-12,15969030000
2013-03-13,15972440000
2013-03-14,16057690000
2013-03-15,15883780000
2013-03-18,15730330000
2013-03-19,14441350000
2013-03-20,14369740000
2013-03-21,14311770000
2013-03-22,14352690000
2013-03-25,14339049999
2013-03-26,14383380000
2013-03-27,14223110000
2013-03-28,14192420000
2013-04-01,14216515182
2013-04-02,14284455517
2013-04-03,14396557071
2013-04-04,14447512322
2013-04-05,14420336188
2013-04-08,14529040725
2013-04-09,14566407909
2013-04-10,14590187027
2013-04-11,14777022949
2013-04-12,14698891563
2013-04-15,14610569127
2013-04-16,14647936312
2013-04-17,14467894423
2013-04-18,14505261607
2013-04-19,14630951228
2013-04-22,14736258748
2013-04-23,14878933452
2013-04-24,15079357442
2013-04-25,15021608156
2013-04-26,14940079754
2013-04-29,14946873788
2013-04-30,15021608156
2013-05-01,14926491687
2013-05-02,15680629410
2013-05-03,15758760796
2013-05-06,15612689074
2013-05-07,15779142896
2013-05-08,15751966762
2013-05-09,15636468192
2013-05-10,15748569745
2013-05-13,15680629410
2013-05-14,15714599578
2013-05-15,15887847433
2013-05-16,15965978819
2013-05-17,16234343143
2013-05-20,16312474529
2013-05-21,16292092428
2013-05-22,16166402808
2013-05-23,16023728104
2013-05-24,16023728104
2013-05-28,16061095288
2013-05-29,15996551969
2013-05-30,16193578942
2013-05-31,15952390751
2013-06-03,16044110204
2013-06-04,15792730963
2013-06-05,15633071175
2013-06-06,15670438360
2013-06-07,15932008651
2013-06-10,15911626550
2013-06-11,15962581802
2013-06-12,16020331087
2013-06-13,16271710328
2013-06-14,16247931210
2013-06-17,16390605915
2013-06-18,16563853770
2013-06-19,16431370116
2013-06-20,15989757936
2013-06-21,16044110204
2013-06-24,15823304114
2013-06-25,15843686215
2013-06-26,16281901378
2013-06-27,16210564026
2013-06-28,16033919154
2013-07-01,16180600000
2013-07-02,15986800000
2013-07-03,16081999999
2013-07-05,16177200000
2013-07-08,16163600000
2013-07-09,16323400000
2013-07-10,16588600000
2013-07-11,16843600000
2013-07-12,16867400000
2013-07-15,16911600000
2013-07-16,16734800000
2013-07-17,16846999999
2013-07-18,17054399999
2013-07-19,17176800000
2013-07-22,17176800000
2013-07-23,17061200000
2013-07-24,16952400000
2013-07-25,16887800000
2013-07-26,17360400000
2013-07-29,17197200000
2013-07-30,17085000000
2013-07-31,17030600000
2013-08-01,17370600000
2013-08-02,17377400000
2013-08-05,17523600000
2013-08-06,17489600000
2013-08-07,17387600000
2013-08-08,17516800000
2013-08-09,17533800000
2013-08-12,17544000000
2013-08-13,17744600000
2013-08-14,17758200000
2013-08-15,17506600000
2013-08-16,17448800000
2013-08-19,17384200000
2013-08-20,17363800000
2013-08-21,17095200000
2013-08-22,17204000000
2013-08-23,17421600000
2013-08-26,17329800000
2013-08-27,17010200000
2013-08-28,17006800000
2013-08-29,17095200000
2013-08-30,17095200000
2013-09-03,17074800000
2013-09-04,17081600000
2013-09-05,17057800000
2013-09-06,17132600000
2013-09-09,17272000000
2013-09-10,17384200000
2013-09-11,17748000000
2013-09-12,17969000000
2013-09-13,18026800000
2013-09-16,18105000000
2013-09-17,18213800000
2013-09-18,18128800000
2013-09-19,18173000000
2013-09-20,18169600000
2013-09-23,18105000000
2013-09-24,17816000000
2013-09-25,17816000000
2013-09-26,17788800000
2013-09-27,17775200000
2013-09-30,17835300000
2013-10-01,18153360000
2013-10-02,18197820000
2013-10-03,18297000000
2013-10-04,18416700000
2013-10-07,18420120000
2013-10-08,18194400000
2013-10-09,18108900000
2013-10-10,18707400000
2013-10-11,18697140000
2013-10-14,18768960000
2013-10-15,18666360000
2013-10-16,18994680000
2013-10-17,19353780000
2013-10-18,19124640000
2013-10-21,19008360000
2013-10-22,18782640000
2013-10-23,18745020000
2013-10-24,18816840000
2013-10-25,18792900000
2013-10-28,18998100000
2013-10-29,19203300000
2013-10-30,19042560000
2013-10-31,20061720000
2013-11-01,20605500000
2013-11-04,21135600000
2013-11-05,20711520000
2013-11-06,20947500000
2013-11-07,20800440000
2013-11-08,21306600000
2013-11-11,21532320000
2013-11-12,21546000000
2013-11-13,21864060000
2013-11-14,22062420000
2013-11-15,22175280000
2013-11-18,22137660000
2013-11-19,22209480000
2013-11-20,22154760000
2013-11-21,22349699999
2013-11-22,22236840000
2013-11-25,22267620000
