,TPR
2010-01-21,10545390900
2010-01-22,10526835960
2010-01-25,10542298410
2010-01-26,10703107890
2010-01-27,10826807490
2010-01-28,10783512630
2010-01-29,10786605120
2010-02-01,10907212230
2010-02-02,11049466769
2010-02-03,10975247010
2010-02-04,10659813030
2010-02-05,10613425680
2010-02-08,10573223310
2010-02-09,10730940300
2010-02-10,10740217769
2010-02-11,10941229620
2010-02-12,10969062030
2010-02-16,11188628820
2010-02-17,11148426450
2010-02-18,11269033560
2010-02-19,11250478620
2010-02-22,11306143440
2010-02-23,11306143440
2010-02-24,11497877820
2010-02-25,11346345810
2010-02-26,11269033560
2010-03-01,11448397980
2010-03-02,11402010630
2010-03-03,11278311030
2010-03-04,11497877820
2010-03-05,11655594810
2010-03-08,11612299950
2010-03-09,12017416140
2010-03-10,11930826420
2010-03-11,11902994010
2010-03-12,11834959230
2010-03-15,11766924450
2010-03-16,11695797180
2010-03-17,11822589269
2010-03-18,11776201920
2010-03-19,11705074650
2010-03-22,11856606660
2010-03-23,11859699150
2010-03-24,11952473850
2010-03-25,11967936300
2010-03-26,12465827190
2010-03-29,11846233920
2010-03-30,11825492639
2010-03-31,11709934080
2010-04-01,11893642560
2010-04-05,12012164160
2010-04-06,12068461920
2010-04-07,11997348960
2010-04-08,11991422880
2010-04-09,12249207360
2010-04-12,12201798720
2010-04-13,12308468160
2010-04-14,12625513440
2010-04-15,12738108960
2010-04-16,12536622240
2010-04-19,12409211520
2010-04-20,12453657120
2010-04-21,12752924160
2010-04-22,12797369760
2010-04-23,12924780480
2010-04-26,12877371840
2010-04-27,12435878880
2010-04-28,12548474400
2010-04-29,12773665440
2010-04-30,12370692000
2010-05-03,12749961120
2010-05-04,12394396320
2010-05-05,12083277120
2010-05-06,11591412480
2010-05-07,11342517120
2010-05-10,12169205280
2010-05-11,12281800800
2010-05-12,12563289600
2010-05-13,12335135520
2010-05-14,11869938240
2010-05-17,11911420800
2010-05-18,11632895040
2010-05-19,11505484320
2010-05-20,11203254240
2010-05-21,11386962720
2010-05-24,11478816960
2010-05-25,11582523360
2010-05-26,11662525440
2010-05-27,12429952800
2010-05-28,12181057440
2010-06-01,11932162080
2010-06-02,12326246400
2010-06-03,12429952800
2010-06-04,11730675360
2010-06-07,11600301600
2010-06-08,11813640480
2010-06-09,12092166240
2010-06-10,12492176639
2010-06-11,12684774240
2010-06-14,12832926240
2010-06-15,13132193280
2010-06-16,12892187040
2010-06-17,12800332800
2010-06-18,12773665440
2010-06-21,12492176639
2010-06-22,12062535840
2010-06-23,12029942400
2010-06-24,11698081920
2010-06-25,11603264639
2010-06-28,11564745120
2010-06-29,10966211040
2010-06-30,10829911200
2010-07-01,10803243840
2010-07-02,10598794080
2010-07-06,10281748800
2010-07-07,10690648320
2010-07-08,10702500480
2010-07-09,10815096000
2010-07-12,10675833120
2010-07-13,11010656639
2010-07-14,10895098080
2010-07-15,10889172000
2010-07-16,10299527040
2010-07-19,10183968480
2010-07-20,10444716000
2010-07-21,10400270400
2010-07-22,10859541600
2010-07-23,11072880480
2010-07-26,11280293280
2010-07-27,10978063200
2010-07-28,10868430720
2010-07-29,10800280800
2010-07-30,10954358880
2010-08-02,11386962720
2010-08-03,10992878400
2010-08-04,11644747200
2010-08-05,11475853920
2010-08-06,11544003840
2010-08-09,11626968960
2010-08-10,11585486400
2010-08-11,11173623840
2010-08-12,11203254240
2010-08-13,11055102240
2010-08-16,11034360960
2010-08-17,11223995520
2010-08-18,11277330240
2010-08-19,11010656639
2010-08-20,11055102240
2010-08-23,11200291200
2010-08-24,11046213120
2010-08-25,11215106400
2010-08-26,10862504639
2010-08-27,10939543680
2010-08-30,10598794080
2010-08-31,10619535360
2010-09-01,11138067360
2010-09-02,11306960639
2010-09-03,11591412480
2010-09-07,11490669120
2010-09-08,11641784160
2010-09-09,11579560320
2010-09-10,11541040800
2010-09-13,11861049120
2010-09-14,12056609760
2010-09-15,12281800800
2010-09-16,12296616000
2010-09-17,12311431200
2010-09-20,12364765920
2010-09-21,12379581120
2010-09-22,12261059520
2010-09-23,12151427040
2010-09-24,12575141760
2010-09-27,12613661280
2010-09-28,12951447840
2010-09-29,12779591520
2010-09-30,12729219840
2010-10-01,12776628480
2010-10-04,12750480600
2010-10-05,12973391100
2010-10-06,12922864720
2010-10-07,13047694600
2010-10-08,13187385180
2010-10-11,13047694600
2010-10-12,13163608060
2010-10-13,13145775220
2010-10-14,13136858800
2010-10-15,13294382220
2010-10-18,13306270780
2010-10-19,12934753280
2010-10-20,13121998100
2010-10-21,13202245880
2010-10-22,13240883700
2010-10-25,13220078720
2010-10-26,14795312920
2010-10-27,14771535800
2010-10-28,14756675100
2010-10-29,14860700000
2010-11-01,14896365680
2010-11-02,14789368640
2010-11-03,15009307000
2010-11-04,15574013600
2010-11-05,15728564880
2010-11-08,15758286280
2010-11-09,15529431500
2010-11-10,15669122080
2010-11-11,15663177800
2010-11-12,15324353840
2010-11-15,15550236480
2010-11-16,15110359760
2010-11-17,15609679280
2010-11-18,16135748060
2010-11-19,16192218720
2010-11-22,16412157080
2010-11-23,16218967980
2010-11-24,16831228820
2010-11-26,16614262600
2010-11-29,16632095440
2010-11-30,16804479560
2010-12-01,16831228820
2010-12-02,16896615900
2010-12-03,16825284540
2010-12-06,16617234739
2010-12-07,16670733260
2010-12-08,16664788980
2010-12-09,16976863680
2010-12-10,17066027880
2010-12-13,17042250760
2010-12-14,17122498540
2010-12-15,17143303520
2010-12-16,17205718460
2010-12-17,17306771220
2010-12-20,17113582120
2010-12-21,17247328420
2010-12-22,16706398940
2010-12-23,16614262600
2010-12-27,16608318320
2010-12-28,16575624780
2010-12-29,16483488440
2010-12-30,16646956140
2010-12-31,16438906340
2011-01-03,16086524960
2011-01-04,15414287480
2011-01-05,15490946140
2011-01-06,15591192080
2011-01-07,15576450030
2011-01-10,15771045090
2011-01-11,15918465590
2011-01-12,16012814710
2011-01-13,15883084670
2011-01-14,16033453580
2011-01-18,15962691740
2011-01-19,15815271240
2011-01-20,15738612580
2011-01-21,15626573000
2011-01-24,15735664170
2011-01-25,15653108690
2011-01-26,15933207640
2011-01-27,15921414000
2011-01-28,15573501620
2011-01-31,15947949690
2011-02-01,15921414000
2011-02-02,15880136260
2011-02-03,15980382200
2011-02-04,16095370190
2011-02-07,16478663490
2011-02-08,16867853610
2011-02-09,16926821809
2011-02-10,16985790010
2011-02-11,17059500260
2011-02-14,17091932770
2011-02-15,16915028170
2011-02-16,16903234530
2011-02-17,16702742650
2011-02-18,17183333480
2011-02-22,16617238760
2011-02-23,15974485380
2011-02-24,15956794920
2011-02-25,16077679730
2011-02-28,16192667720
2011-03-01,15894878309
2011-03-02,16039350400
2011-03-03,16348933450
2011-03-04,16195616130
2011-03-07,16104215420
2011-03-08,16443282570
2011-03-09,16525838050
2011-03-10,16549425330
2011-03-11,16534683280
2011-03-14,15659005510
2011-03-15,15337628820
2011-03-16,14939593470
2011-03-17,14989716440
2011-03-18,14691927030
2011-03-21,15169569450
2011-03-22,15063426690
2011-03-23,15131240120
2011-03-24,15213795600
2011-03-25,15337628820
2011-03-28,15101756020
2011-03-29,15228537650
2011-03-30,15446719990
2011-03-31,15343525640
2011-04-01,15538120700
2011-04-04,15337949540
2011-04-05,15384314020
2011-04-06,15195958320
2011-04-07,14871406960
2011-04-08,14709131280
2011-04-11,14758393540
2011-04-12,15091638240
2011-04-13,15639318660
2011-04-14,15769718760
2011-04-15,15781309880
2011-04-18,15816083240
2011-04-19,15960972240
2011-04-20,16592688280
2011-04-21,16705701700
2011-04-25,16540528240
2011-04-26,16589790500
2011-04-27,16844795140
2011-04-28,17485204520
2011-04-29,17331622180
2011-05-02,17137470920
2011-05-03,17146164260
2011-05-04,16989684140
2011-05-05,17128777580
2011-05-06,17291053260
2011-05-09,17377986660
2011-05-10,17577933480
2011-05-11,17322928840
2011-05-12,17740209160
2011-05-13,17383782220
2011-05-16,17117186460
2011-05-17,17038946400
2011-05-18,17331622180
2011-05-19,17575035700
2011-05-20,17235995440
2011-05-23,17114288680
2011-05-24,17375088880
2011-05-25,17572137920
2011-05-26,18453063040
2011-05-27,18519711980
2011-05-31,18447267480
2011-06-01,18076351640
2011-06-02,17905382620
2011-06-03,17679355780
2011-06-06,17467817840
2011-06-07,17343213300
2011-06-08,16975195240
2011-06-09,17383782220
2011-06-10,17131675360
2011-06-13,17027355280
2011-06-14,17314235500
2011-06-15,16917239640
2011-06-16,16989684140
2011-06-17,17186733180
2011-06-20,17496795640
2011-06-21,17806858100
2011-06-22,17557649020
2011-06-23,17644582420
2011-06-24,16998377479
2011-06-27,17154857600
2011-06-28,17569240140
2011-06-29,17992316020
2011-06-30,18525507540
2011-07-01,19122450220
2011-07-05,19345579280
2011-07-06,19594788360
2011-07-07,19380352640
2011-07-08,19362965959
2011-07-11,19186201380
2011-07-12,19110859100
2011-07-13,19102165760
2011-07-14,18931196740
2011-07-15,18974663440
2011-07-18,18992050120
2011-07-19,19531037200
2011-07-20,19212281400
2011-07-21,19493366060
2011-07-22,19357170400
2011-07-25,19218076959
2011-07-26,19134041340
2011-07-27,18560280900
2011-07-28,18661703200
2011-07-29,18708067680
2011-08-01,18919605620
2011-08-02,17685151340
2011-08-03,17943053760
2011-08-04,16833204020
2011-08-05,16505754880
2011-08-08,14546855600
2011-08-09,15384314020
2011-08-10,15251016140
2011-08-11,15320562860
2011-08-12,15758127640
2011-08-15,15874038840
2011-08-16,15158287180
2011-08-17,14778678000
2011-08-18,13512348140
2011-08-19,13318196880
2011-08-22,13677521600
2011-08-23,14856918060
2011-08-24,15242322800
2011-08-25,14906180320
2011-08-26,15868243280
2011-08-29,16189896860
2011-08-30,16143532380
2011-08-31,16291319160
2011-09-01,16047905640
2011-09-02,15419087380
2011-09-06,15395905140
2011-09-07,16094270120
2011-09-08,15862447720
2011-09-09,15543691920
2011-09-12,15905914420
2011-09-13,16462288180
2011-09-14,16546323800
2011-09-15,17233097660
2011-09-16,17238893220
2011-09-19,17401168900
2011-09-20,17198324300
2011-09-21,16447799280
2011-09-22,15795798780
2011-09-23,16450697060
2011-09-26,16662235000
2011-09-27,17059230860
2011-09-28,16662235000
2011-09-29,15648012000
2011-09-30,15019193740
2011-10-03,14658690960
2011-10-04,15281786760
2011-10-05,15432489000
2011-10-06,16455525360
2011-10-07,16365683640
2011-10-10,17385821880
2011-10-11,17182953480
2011-10-12,17701716960
2011-10-13,17562607200
2011-10-14,17991528960
2011-10-17,17533626000
2011-10-18,17646652680
2011-10-19,17156870400
2011-10-20,17104704240
2011-10-21,17545218480
2011-10-24,18159619920
2011-10-25,17840826720
2011-10-26,18078472560
2011-10-27,18776919480
2011-10-28,19231924320
2011-10-31,18858066839
2011-11-01,18226276680
2011-11-02,18623319120
2011-11-03,19023259680
2011-11-04,18858066839
2011-11-07,18626217240
2011-11-08,18971093520
2011-11-09,18130638720
2011-11-10,18139333080
2011-11-11,18669689040
2011-11-14,18718957080
2011-11-15,18660994680
2011-11-16,18191499240
2011-11-17,17814743640
2011-11-18,17620569600
2011-11-21,17327859480
2011-11-22,17353942560
2011-11-23,17011964400
2011-11-25,16881549000
2011-11-28,18006019560
2011-11-29,17446682400
2011-11-30,18139333080
2011-12-01,18168314280
2011-12-02,18026306400
2011-12-05,18394367640
2011-12-06,18284239080
2011-12-07,18156721800
2011-12-08,17693022600
2011-12-09,18098759400
2011-12-12,17832132360
2011-12-13,17406108720
2011-12-14,17246712120
2011-12-15,17043843720
2011-12-16,16690273080
2011-12-19,16496099040
2011-12-20,16994575680
2011-12-21,17351044440
2011-12-22,17313368880
2011-12-23,17733596280
2011-12-27,17892992880
2011-12-28,17637958320
2011-12-29,17835030480
2011-12-30,17690124480
2012-01-03,17265642760
2012-01-04,17711374710
2012-01-05,17789018340
2012-01-06,18013322160
2012-01-09,18076587340
2012-01-10,17921300080
2012-01-11,17541709000
2012-01-12,17642358150
2012-01-13,17835029380
2012-01-17,18021949230
2012-01-18,18562578950
2012-01-19,18691985000
2012-01-20,18645973960
2012-01-23,18473432560
2012-01-24,19546064930
2012-01-25,19928531700
2012-01-26,19810628410
2012-01-27,19689849430
2012-01-30,19701352190
2012-01-31,20144208450
2012-02-01,20302371400
2012-02-02,20348382440
2012-02-03,20874633710
2012-02-06,20868882329
2012-02-07,20814244220
2012-02-08,21052926490
2012-02-09,21291608760
2012-02-10,21435393260
2012-02-13,21564799310
2012-02-14,21803481579
2012-02-15,21602183280
2012-02-16,21429641880
2012-02-17,21576302070
2012-02-21,21366376700
2012-02-22,21363501010
2012-02-23,21274354620
2012-02-24,21648194320
2012-02-27,21869622450
2012-02-28,21639567250
2012-02-29,21521663960
2012-03-01,22068045060
2012-03-02,21996152810
2012-03-05,21904130730
2012-03-06,21027045280
2012-03-07,21104688910
2012-03-08,22082423510
2012-03-09,22231959390
2012-03-12,22217580940
2012-03-13,22625928920
2012-03-14,22651810130
2012-03-15,22485020110
2012-03-16,22384370960
2012-03-19,22246337840
2012-03-20,22499398560
2012-03-21,22651810130
2012-03-22,22536782530
2012-03-23,22168694210
2012-03-26,22726578070
2012-03-27,22640307370
2012-03-28,22240586460
2012-03-29,22217580940
2012-03-30,22223332320
2012-04-02,22327283740
2012-04-03,21479268120
2012-04-04,21262995680
2012-04-05,21496342260
2012-04-09,21413817250
2012-04-10,20745080100
2012-04-11,20958506850
2012-04-12,21299989650
2012-04-13,21126402560
2012-04-16,21012574960
2012-04-17,21376823280
2012-04-18,21436582770
2012-04-19,21294298270
2012-04-20,21533336230
2012-04-23,21376823280
2012-04-24,20451974030
2012-04-25,20517424900
2012-04-26,20850370630
2012-04-27,21032494790
2012-04-30,20819068040
2012-05-01,20935741329
2012-05-02,21371131900
2012-05-03,21129248250
2012-05-04,20639789570
2012-05-07,20506042140
2012-05-08,20147485200
2012-05-09,19800311020
2012-05-10,19549890300
2012-05-11,19438908390
2012-05-14,19108808350
2012-05-15,18992135060
2012-05-16,19214098880
2012-05-17,18570972940
2012-05-18,18750251410
2012-05-21,19319389410
2012-05-22,19478748050
2012-05-23,19649489450
2012-05-24,19712094630
2012-05-25,19609649790
2012-05-29,19951132590
2012-05-30,19521433400
2012-05-31,19194179050
2012-06-01,17964840970
2012-06-04,18229490140
2012-06-05,18198187550
2012-06-06,17882315960
2012-06-07,17663197830
2012-06-08,18212416000
2012-06-11,17592055580
2012-06-12,17637586620
2012-06-13,17116825350
2012-06-14,17054220170
2012-06-15,17418468490
2012-06-18,17279029680
2012-06-19,17592055580
2012-06-20,17557907300
2012-06-21,17031454650
2012-06-22,17014380510
2012-06-25,16431014060
2012-06-26,16402557160
2012-06-27,16405402850
2012-06-28,15970012280
2012-06-29,16641595120
2012-07-02,16667206330
2012-07-03,16604601150
2012-07-05,16985923610
2012-07-06,16379791640
2012-07-09,16416785610
2012-07-10,16197667480
2012-07-11,15890332960
2012-07-12,15736665700
2012-07-13,16271655420
2012-07-16,16029771770
2012-07-17,16058228670
2012-07-18,16502156310
2012-07-19,17364400380
2012-07-20,16744039960
2012-07-23,16505002000
2012-07-24,16226124380
2012-07-25,16320032150
2012-07-26,16994460680
2012-07-27,17671734900
2012-07-30,17239190020
2012-07-31,14037788770
2012-08-01,14180073270
2012-08-02,14310975010
2012-08-03,14985403539
2012-08-06,15605763960
2012-08-07,15904561410
2012-08-08,16044000220
2012-08-09,15668369140
2012-08-10,15602918270
2012-08-13,15918789860
2012-08-14,15460633770
2012-08-15,15836264850
2012-08-16,16172056270
2012-08-17,16357026120
2012-08-20,15967166590
2012-08-21,15602918270
2012-08-22,15807807950
2012-08-23,15739511390
2012-08-24,15904561410
2012-08-27,15913098480
2012-08-28,16061074360
2012-08-29,16007006250
2012-08-30,16320032150
2012-08-31,16541995970
2012-09-04,16354180430
2012-09-05,16257426970
2012-09-06,17059911550
2012-09-07,17557907300
2012-09-10,17814019400
2012-09-11,17495302120
2012-09-12,17330252100
2012-09-13,17478227980
2012-09-14,17660352140
2012-09-17,17666043520
2012-09-18,17185121910
2012-09-19,17071294310
2012-09-20,16792416690
2012-09-21,16112296780
2012-09-24,15839110539
2012-09-25,15395182900
2012-09-26,15420794110
2012-09-27,15454942390
2012-09-28,15941555380
2012-10-01,15454826310
2012-10-02,15850596510
2012-10-03,15904308180
2012-10-04,15943885200
2012-10-05,15935404410
2012-10-08,15844942650
2012-10-09,15542461140
2012-10-10,14982729000
2012-10-11,15386979990
2012-10-12,15183441030
2012-10-15,15692288430
2012-10-16,15890173530
2012-10-17,15952365990
2012-10-18,16218097410
2012-10-19,15830808000
2012-10-22,15313479810
2012-10-23,16438597950
2012-10-24,16237885920
2012-10-25,16059789330
2012-10-26,15799711770
2012-10-31,15844942650
2012-11-01,16167212670
2012-11-02,16105020210
2012-11-05,16283116800
2012-11-06,16325520750
2012-11-07,16099366350
2012-11-08,15239979629
2012-11-09,15225844980
2012-11-12,15471787890
2012-11-13,15304999020
2012-11-14,15016652160
2012-11-15,14929017330
2012-11-16,15418076220
2012-11-19,15997596870
2012-11-20,16235058990
2012-11-21,16475348040
2012-11-23,16865464379
2012-11-26,16359443910
2012-11-27,16291597590
2012-11-28,17003983950
2012-11-29,16780656480
2012-11-30,16350963120
2012-12-03,16452732600
2012-12-04,16260501360
2012-12-05,16212443550
2012-12-06,16359443910
2012-12-07,16294424520
2012-12-10,15921269760
2012-12-11,15952365990
2012-12-12,15952365990
2012-12-13,16011731520
2012-12-14,16127635650
2012-12-17,16365097770
2012-12-18,16656271560
2012-12-19,16724117879
2012-12-20,16514925060
2012-12-21,16274636010
2012-12-24,16260501360
2012-12-26,15302172090
2012-12-27,15508537980
2012-12-28,15350229900
2012-12-31,15588207180
2013-01-02,15481496340
2013-01-03,15430949100
2013-01-04,15588207180
2013-01-07,15621905340
2013-01-08,16099295940
2013-01-09,16276211280
2013-01-10,16144226820
2013-01-11,16537372020
2013-01-14,17132706180
2013-01-15,17245033380
2013-01-16,17129898000
2013-01-17,17289964260
2013-01-18,17354552400
2013-01-22,17040036240
2013-01-23,14251513500
2013-01-24,14293636200
2013-01-25,14380689780
2013-01-28,14467743360
2013-01-29,14664315960
2013-01-30,14476167900
2013-01-31,14321718000
2013-02-01,14004393660
2013-02-04,13667412060
2013-02-05,13706726580
2013-02-06,13788163800
2013-02-07,13650562980
2013-02-08,13740424740
2013-02-11,13740424740
2013-02-12,13762890180
2013-02-13,13695493860
2013-02-14,13535427600
2013-02-15,13591591200
2013-02-19,13765698360
2013-02-20,13515770340
2013-02-21,13372553160
2013-02-22,13139474220
2013-02-25,13133857860
2013-02-26,13058037000
2013-02-27,13428716760
2013-02-28,13571933940
2013-03-01,13541043960
2013-03-04,13838711040
2013-03-05,14068981800
2013-03-06,14021242740
2013-03-07,13630905720
2013-03-08,13740424740
2013-03-11,13900491000
2013-03-12,13706726580
2013-03-13,13948230060
2013-03-14,14038091820
2013-03-15,14156035379
2013-03-18,13835902860
2013-03-19,13611248460
2013-03-20,13841519220
2013-03-21,13987544580
2013-03-22,14116720860
2013-03-25,13962270960
2013-03-26,13900491000
2013-03-27,13931380980
2013-03-28,14038091820
2013-04-01,14063536730
2013-04-02,14176067530
2013-04-03,14221079850
2013-04-04,14159187910
2013-04-05,14094482700
2013-04-08,14066350000
2013-04-09,14046657110
2013-04-10,14406755670
2013-04-11,14721841910
2013-04-12,14733094990
2013-04-15,14471460880
2013-04-16,14547419170
2013-04-17,14305477950
2013-04-18,14454581260
2013-04-19,14403942400
2013-04-22,14232332930
2013-04-23,15627714850
2013-04-24,15833083560
2013-04-25,16184742310
2013-04-26,16153796340
2013-04-29,16392924290
2013-04-30,16558907220
2013-05-01,16384484480
2013-05-02,16367604860
2013-05-03,16387297750
2013-05-06,16128476910
2013-05-07,16395737560
2013-05-08,16525147980
2013-05-09,16466069310
2013-05-10,16738956500
2013-05-13,16648931860
2013-05-14,16626425700
2013-05-15,16556093950
2013-05-16,16423870260
2013-05-17,16662998210
2013-05-20,16747396310
2013-05-21,16767089200
2013-05-22,16612359350
2013-05-23,16482948930
2013-05-24,16249447520
2013-05-28,16480135660
2013-05-29,16381671210
2013-05-30,16421056990
2013-05-31,16390111020
2013-06-03,16468882580
2013-06-04,16477322390
2013-06-05,16195995390
2013-06-06,16181929040
2013-06-07,16527961250
2013-06-10,16511081630
2013-06-11,16443563150
2013-06-12,16238194440
2013-06-13,16513894900
2013-06-14,16463256040
2013-06-17,16353538510
2013-06-18,16452002960
2013-06-19,16370418130
2013-06-20,16117223830
2013-06-21,15906228580
2013-06-24,15548943290
2013-06-25,15512370780
2013-06-26,15751498730
2013-06-27,15861216260
2013-06-28,16060958430
2013-07-01,16047309660
2013-07-02,15929107800
2013-07-03,15889707180
2013-07-05,16168325850
2013-07-08,16252755750
2013-07-09,16325928330
2013-07-10,16491973800
2013-07-11,16618618650
2013-07-12,16604547000
2013-07-15,16655204940
2013-07-16,16393472250
2013-07-17,16342814310
2013-07-18,16548260400
2013-07-19,16691791230
2013-07-22,16629875970
2013-07-23,16731191850
2013-07-24,16705862880
2013-07-25,16759335150
2013-07-26,16655204940
2013-07-29,16280899050
2013-07-30,15000378900
2013-07-31,14952535290
2013-08-01,15006007560
2013-08-02,15008821890
2013-08-05,15141095400
2013-08-06,15180496020
2013-08-07,15143909730
2013-08-08,15160795710
2013-08-09,15020079210
2013-08-12,14932834980
2013-08-13,14997564570
2013-08-14,14980678590
2013-08-15,14763975180
2013-08-16,14606372700
2013-08-19,14592301050
2013-08-20,14651401980
2013-08-21,14727388890
2013-08-22,14831519100
2013-08-23,14837147760
2013-08-26,14786489820
2013-08-27,14631701670
2013-08-28,14721760230
2013-08-29,14797747140
2013-08-30,14862476730
2013-09-03,14960978279
2013-09-04,15031336529
2013-09-05,15028522200
2013-09-06,14938463640
2013-09-09,15051036840
2013-09-10,15127023750
2013-09-11,15248039940
2013-09-12,15169238700
2013-09-13,15374684790
2013-09-16,15473186340
2013-09-17,15557616240
2013-09-18,15588573870
2013-09-19,15585759540
2013-09-20,15490072320
2013-09-23,15369056130
2013-09-24,15402828090
2013-09-25,15259297260
2013-09-26,15338098500
2013-09-27,15264925920
2013-09-30,15218505050
2013-10-01,15168269750
2013-10-02,15154315500
2013-10-03,15165478900
2013-10-04,15358047550
2013-10-07,15179433150
2013-10-08,14956165150
2013-10-09,15031518100
2013-10-10,15123616150
2013-10-11,15235250150
2013-10-14,15104080200
2013-10-15,14967328550
2013-10-16,15056635750
2013-10-17,15109661900
2013-10-18,15034308950
2013-10-21,15120825300
2013-10-22,13982158500
2013-10-23,13549576750
2013-10-24,13700282650
2013-10-25,13923550650
2013-10-28,14004485300
2013-10-29,14166354600
2013-10-30,14185890550
2013-10-31,14144027800
2013-11-01,14071465700
2013-11-04,14250080100
2013-11-05,14448230450
2013-11-06,14598936350
2013-11-07,14423112800
2013-11-08,14459393850
2013-11-11,14520792550
2013-11-12,14646380800
2013-11-13,14878021350
2013-11-14,14972910250
2013-11-15,15109661900
2013-11-18,15078962550
2013-11-19,15056635750
2013-11-20,14917093250
2013-11-21,15062217450
2013-11-22,15131988700
2013-11-25,15226877600
2013-11-26,15729230600
2013-11-27,15944126050
2013-11-29,16159021500
2013-12-02,15779465900
2013-12-03,15810165250
2013-12-04,15759929950
2013-12-05,15550616200
2013-12-06,15522707700
2013-12-09,15645505100
2013-12-10,15670622750
2013-12-11,15478054100
2013-12-12,15494799200
2013-12-13,15489217500
2013-12-16,15438982200
2013-12-17,15433400500
2013-12-18,15550616200
2013-12-19,15469681550
2013-12-20,15645505100
2013-12-23,15659459350
2013-12-24,15748766550
2013-12-26,15787838450
2013-12-27,15704112950
2013-12-30,15569673730
2013-12-31,15497885910
2014-01-02,15437142370
2014-01-03,15528257680
2014-01-06,15423337020
2014-01-07,15566912660
2014-01-08,15381920970
2014-01-09,15365354550
2014-01-10,15484080560
2014-01-13,14992610100
2014-01-14,14876645160
2014-01-15,14945671910
2014-01-16,14531511410
2014-01-17,14512183920
2014-01-21,14509422850
2014-01-22,13634163660
2014-01-23,13625880450
2014-01-24,13476782670
2014-01-27,13335968100
2014-01-28,13474021600
2014-01-29,13233808510
2014-01-30,13333207030
2014-01-31,13222764230
2014-02-03,12838975500
2014-02-04,12598762410
2014-02-05,12538018870
2014-02-06,12816886940
2014-02-07,13131648920
2014-02-10,13032250400
2014-02-11,13070905380
2014-02-12,12960462580
2014-02-13,13225525300
2014-02-14,13275224560
2014-02-18,13289029910
2014-02-19,13208958880
2014-02-20,13153737480
2014-02-21,13156498550
2014-02-24,13239330650
2014-02-25,13327684890
2014-02-26,13380145220
2014-02-27,13479543740
2014-02-28,13476782670
2014-03-03,13275224560
2014-03-04,13366339870
2014-03-05,13283507770
2014-03-06,13347012380
2014-03-07,13479543740
2014-03-10,13509915510
2014-03-11,13576181190
2014-03-12,13537526210
2014-03-13,13305596330
2014-03-14,13559614770
2014-03-17,13650730080
2014-03-18,13868854610
2014-03-19,13874376750
2014-03-20,13802588930
2014-03-21,13871615680
2014-03-24,13747367530
2014-03-25,13667296500
2014-03-26,13559614770
2014-03-27,13625880450
2014-03-28,13714234690
2014-03-31,13617914180
2014-04-01,13615171950
2014-04-02,13746798990
2014-04-03,13727603380
2014-04-04,13590491880
2014-04-07,13404020240
2014-04-08,13461607070
2014-04-09,13623398640
2014-04-10,13565811810
2014-04-11,13384824630
2014-04-14,13368371250
2014-04-15,13398535780
2014-04-16,13505482750
2014-04-17,13568554040
2014-04-21,13467091530
2014-04-22,13579522960
2014-04-23,13727603380
2014-04-24,13711150000
2014-04-25,13661789860
2014-04-28,13826323660
2014-04-29,12534733330
2014-04-30,12244056950
2014-05-01,12068554230
2014-05-02,12032905240
2014-05-05,11898535970
2014-05-06,11684642030
2014-05-07,11520108230
2014-05-08,11528334920
2014-05-09,11550272760
2014-05-12,11646250810
2014-05-13,11572210600
2014-05-14,11402192340
2014-05-15,11421387950
2014-05-16,11514623770
2014-05-19,11481717010
2014-05-20,11350089970
2014-05-21,11363801120
2014-05-22,11336378820
2014-05-23,11388481190
2014-05-27,11341863280
2014-05-28,11191040630
2014-05-29,11136196030
2014-05-30,11163618330
2014-06-02,11089578120
2014-06-03,11067640280
2014-06-04,10691954770
2014-06-05,10853746340
2014-06-06,10966177770
2014-06-09,11196525090
2014-06-10,10853746340
2014-06-11,10730345990
2014-06-12,10604203410
2014-06-13,10796159510
2014-06-16,10881168640
2014-06-17,11191040630
2014-06-18,10746799370
2014-06-19,9787018870
2014-06-20,9523764790
2014-06-23,9329066460
2014-06-24,9348262070
2014-06-25,9351004300
2014-06-26,9416817820
2014-06-27,9452466810
2014-06-30,9402250000
2014-07-01,9427000000
2014-07-02,9641500000
2014-07-03,9663500000
2014-07-07,9850500000
2014-07-08,9619500000
2014-07-09,9487500000
2014-07-10,9377500000
2014-07-11,9418750000
2014-07-14,9347250000
2014-07-15,9237250000
2014-07-16,9292250000
2014-07-17,9374750000
2014-07-18,9418750000
2014-07-21,9438000000
2014-07-22,9515000000
2014-07-23,9506750000
2014-07-24,9644250000
2014-07-25,9523250000
2014-07-28,9528750000
2014-07-29,9446250000
2014-07-30,9561750000
2014-07-31,9504000000
2014-08-01,9267500000
2014-08-04,9435250000
2014-08-05,9845000000
2014-08-06,9652500000
2014-08-07,9575500000
2014-08-08,10095250000
2014-08-11,9949500000
2014-08-12,9894500000
2014-08-13,9817500000
2014-08-14,9985250000
2014-08-15,9916500000
2014-08-18,9971500000
2014-08-19,10021000000
2014-08-20,10147500000
2014-08-21,10117250000
2014-08-22,10274000000
2014-08-25,10241000000
2014-08-26,10224500000
2014-08-27,10224500000
2014-08-28,10114500000
2014-08-29,10128250000
2014-09-02,10106250000
2014-09-03,10043000000
2014-09-04,10249250000
2014-09-05,10309750000
2014-09-08,10271250000
