,KMI
2020-05-18,35022890000
2020-05-19,34683740000
2020-05-20,35384650000
2020-05-21,34728960000
2020-05-22,34842010000
2020-05-26,35723800000
2020-05-27,36108170000
2020-05-28,35542920000
2020-05-29,35723800000
2020-06-01,35655970000
2020-06-02,35904680000
2020-06-03,36515150000
2020-06-04,36696030000
2020-06-05,37803920000
2020-06-08,40630170000
2020-06-09,39092690000
2020-06-10,38278730000
2020-06-11,35068110000
2020-06-12,35045500000
2020-06-15,35836850000
2020-06-16,36108170000
2020-06-17,35452480000
2020-06-18,35655970000
2020-06-19,35090720000
2020-06-22,35294210000
2020-06-23,34909840000
2020-06-24,33485410000
2020-06-25,33824560000
2020-06-26,32716670000
2020-06-29,33146260000
2020-06-30,34329710000
2020-07-01,33741330000
2020-07-02,34216560000
2020-07-06,34374970000
2020-07-07,33198210000
2020-07-08,32858760000
2020-07-09,31478330000
2020-07-10,32225120000
2020-07-13,32111970000
2020-07-14,32926650000
2020-07-15,33854480000
2020-07-16,33922370000
2020-07-17,33763960000
2020-07-20,32813500000
2020-07-21,34148670000
2020-07-22,33696070000
2020-07-23,32790870000
2020-07-24,32247750000
2020-07-27,32134600000
2020-07-28,31953560000
2020-07-29,32881390000
2020-07-30,32406160000
2020-07-31,31908300000
2020-08-03,31749890000
2020-08-04,32813500000
2020-08-05,32677720000
2020-08-06,32360900000
2020-08-07,32406160000
2020-08-10,32904019999
2020-08-11,32632460000
2020-08-12,32790870000
2020-08-13,32293010000
2020-08-14,32338269999
2020-08-17,32677720000
2020-08-18,32541940000
2020-08-19,31953560000
2020-08-20,31817780000
2020-08-21,31930930000
2020-08-24,32225120000
2020-08-25,31591480000
2020-08-26,31070990000
2020-08-27,31365180000
2020-08-28,32089340000
2020-08-31,31274660000
2020-09-01,31387810000
2020-09-02,31319920000
2020-09-03,30867320000
2020-09-04,30595760000
2020-09-08,29984750000
2020-09-09,29916860000
2020-09-10,29215330000
2020-09-11,29011660000
2020-09-14,29554780000
2020-09-15,29215330000
2020-09-16,30211050000
2020-09-17,30075269999
2020-09-18,29600040000
2020-09-21,29102180000
2020-09-22,28966400000
2020-09-23,27676490000
2020-09-24,27789640000
2020-09-25,27993310000
2020-09-28,28536430000
2020-09-29,28174350000
2020-09-30,27902790000
2020-10-01,27699120000
2020-10-02,27857530000
2020-10-05,28513800000
2020-10-06,27767010000
2020-10-07,28491170000
2020-10-08,29713190000
2020-10-09,29011660000
2020-10-12,28921140000
2020-10-13,28536430000
2020-10-14,29328480000
2020-10-15,29396370000
2020-10-16,29102180000
2020-10-19,28762730000
2020-10-20,28694840000
2020-10-21,28355390000
2020-10-22,29328480000
2020-10-23,28921140000
2020-10-26,28015940000
2020-10-27,27540710000
2020-10-28,26771290000
2020-10-29,27291780000
2020-10-30,26929700000
2020-11-02,26907070000
2020-11-03,27133370000
2020-11-04,26771290000
2020-11-05,26929700000
2020-11-06,25979240000
2020-11-09,27834900000
2020-11-10,29170070000
2020-11-11,29486890000
2020-11-12,28762730000
2020-11-13,29713190000
2020-11-16,30935210000
2020-11-17,31749890000
2020-11-18,31138880000
2020-11-19,32587200000
2020-11-20,32247750000
2020-11-23,33085060000
2020-11-24,33877110000
2020-11-25,33605550000
2020-11-27,33379250000
2020-11-30,32541940000
2020-12-01,31908300000
2020-12-02,32451420000
2020-12-03,32790870000
2020-12-04,33786590000
2020-12-07,33492400000
2020-12-08,33401880000
2020-12-09,33062430000
2020-12-10,33469769999
2020-12-11,33379250000
2020-12-14,32383530000
2020-12-15,33424510000
2020-12-16,33039800000
2020-12-17,32360900000
2020-12-18,32157230000
2020-12-21,31659370000
2020-12-22,31184140000
2020-12-23,31297290000
2020-12-24,31297290000
2020-12-28,30867320000
2020-12-29,30708910000
2020-12-30,30708910000
2020-12-31,30935217983
2021-01-04,30686287919
2021-01-05,31455708117
2021-01-06,32496688386
2021-01-07,33039808526
2021-01-08,32790878462
2021-01-11,33356628608
2021-01-12,34420238882
2021-01-13,34646538941
2021-01-14,35393329133
2021-01-15,35053879046
2021-01-19,35189659081
2021-01-20,35280179104
2021-01-21,34533388911
2021-01-22,34669168946
2021-01-25,34533388911
2021-01-26,34442868888
2021-01-27,33537668654
2021-01-28,33243478578
2021-01-29,31863048222
2021-02-01,31727268187
2021-02-02,31252038065
2021-02-03,32225128316
2021-02-04,31749898193
2021-02-05,32021458263
2021-02-08,33333998602
2021-02-09,32971918508
2021-02-10,33469778637
2021-02-11,33243478578
2021-02-12,33582928666
2021-02-16,34035528783
2021-02-17,34239198835
2021-02-18,33447148631
2021-02-19,33854488736
2021-02-22,34329718859
2021-02-23,34601278929
2021-02-24,35574369180
2021-02-25,34601278929
2021-02-26,33266108584
2021-03-01,34035528783
2021-03-02,34148678812
2021-03-03,34329718859
2021-03-04,35506479162
2021-03-05,35913819268
2021-03-08,36705869472
2021-03-09,35461219151
2021-03-10,36751129484
2021-03-11,36660609460
2021-03-12,37000059548
2021-03-15,36954799536
2021-03-16,36026969297
2021-03-17,36705869472
2021-03-18,35664889203
2021-03-19,36026969297
2021-03-22,35710149215
2021-03-23,35483849157
2021-03-24,36637979454
2021-03-25,37022689554
2021-03-26,38018409811
2021-03-29,37905259782
2021-03-30,37611069706
2021-03-31,37712250000
2021-04-01,38142600000
2021-04-05,37734900000
2021-04-06,37825500000
2021-04-07,38346450000
2021-04-08,38119949999
2021-04-09,37440450000
2021-04-12,37372500000
2021-04-13,37349850000
2021-04-14,37712250000
2021-04-15,37870800000
2021-04-16,37463100000
2021-04-19,37644300000
2021-04-20,37485750000
2021-04-21,37802850000
2021-04-22,37055400000
2021-04-23,38006700000
2021-04-26,38301150000
2021-04-27,38505000000
2021-04-28,39501600000
2021-04-29,39161850000
2021-04-30,38618250000
2021-05-03,39093900000
2021-05-04,38890050000
2021-05-05,39660150000
2021-05-06,39977250000
2021-05-07,40407600000
2021-05-10,41336250000
2021-05-11,40702050000
2021-05-12,40996500000
2021-05-13,40815300000
2021-05-14,41585400000
2021-05-17,42582000000
2021-05-18,42378150000
2021-05-19,41834550000
2021-05-20,42355500000
2021-05-21,42400800000
2021-05-24,42649949999
2021-05-25,41993100000
2021-05-26,41562750000
2021-05-27,41358900000
2021-05-28,41540100000
2021-06-01,41925150000
2021-06-02,42514050000
2021-06-03,42514050000
2021-06-04,42536700000
2021-06-07,42514050000
2021-06-08,42582000000
2021-06-09,42649949999
2021-06-10,43035000000
2021-06-11,43352100000
2021-06-14,42672600000
2021-06-15,43102950000
2021-06-16,42695250000
2021-06-17,41472150000
2021-06-18,39999900000
2021-06-21,41426850000
2021-06-22,41223000000
2021-06-23,40973850000
2021-06-24,41313600000
2021-06-25,41426850000
2021-06-28,40702050000
2021-06-29,40430250000
2021-06-30,41327410000
2021-07-01,41780810000
2021-07-02,42098190000
2021-07-06,41803480000
2021-07-07,41486100000
2021-07-08,41191390000
2021-07-09,42324890000
2021-07-12,41984840000
2021-07-13,41440760000
2021-07-14,40647310000
2021-07-15,40488620000
2021-07-16,39989880000
2021-07-19,38947060000
2021-07-20,39604490000
2021-07-21,40465950000
2021-07-22,39604490000
2021-07-23,39377790000
2021-07-26,40420609999
2021-07-27,40239250000
2021-07-28,40284590000
2021-07-29,40579300000
2021-07-30,39400460000
2021-08-02,39264440000
2021-08-03,39627160000
2021-08-04,38856380000
2021-08-05,38584340000
2021-08-06,38811040000
2021-08-09,38629680000
2021-08-10,38969730000
2021-08-11,39083080000
2021-08-12,39219100000
2021-08-13,39015070000
2021-08-16,38539000000
2021-08-17,37972250000
2021-08-18,36929430000
2021-08-19,36022630000
2021-08-20,36135980000
2021-08-23,36906760000
2021-08-24,37360160000
2021-08-25,37337490000
2021-08-26,36589380000
2021-08-27,37609530000
2021-08-30,37042780000
2021-08-31,36884090000
2021-09-01,36634720000
2021-09-02,37224140000
2021-09-03,37042780000
2021-09-07,36634720000
2021-09-08,36476030000
2021-09-09,36226660000
2021-09-10,36203990000
2021-09-13,36589380000
2021-09-14,36294670000
2021-09-15,37133460000
2021-09-16,36634720000
2021-09-17,36181320000
2021-09-20,35546560000
2021-09-21,35773260000
2021-09-22,36566710000
2021-09-23,37382830000
2021-09-24,37473510000
2021-09-27,38493660000
2021-09-28,38289630000
2021-09-29,38357640000
2021-09-30,37926910000
2021-10-01,38334970000
2021-10-04,38402980000
2021-10-05,38357640000
2021-10-06,37949580000
2021-10-07,38402980000
2021-10-08,39604490000
2021-10-11,40216580000
2021-10-12,40669980000
2021-10-13,40737990000
2021-10-14,41667460000
2021-10-15,41848820000
2021-10-18,41871490000
2021-10-19,41826150000
2021-10-20,42279550000
2021-10-21,39740510000
2021-10-22,40057890000
2021-10-25,40465950000
2021-10-26,39944540000
2021-10-27,39219100000
2021-10-28,39332450000
2021-10-29,37972250000
2021-11-01,38652350000
2021-11-02,38448320000
2021-11-03,38198950000
2021-11-04,37972250000
2021-11-05,38425650000
2021-11-08,38176280000
2021-11-09,38130940000
2021-11-10,37858900000
2021-11-11,38062930000
2021-11-12,37813560000
2021-11-15,38221620000
2021-11-16,37768220000
2021-11-17,37428170000
2021-11-18,36906760000
2021-11-19,36634720000
2021-11-22,36521370000
2021-11-23,37020109999
2021-11-24,37450840000
2021-11-26,36861420000
2021-11-29,36294670000
2021-11-30,35047820000
2021-12-01,34617090000
2021-12-02,35659910000
2021-12-03,35342530000
2021-12-06,35773260000
2021-12-07,36793410000
2021-12-08,36816080000
2021-12-09,36294670000
2021-12-10,36634720000
2021-12-13,36113310000
2021-12-14,35863940000
2021-12-15,35977290000
2021-12-16,35954620000
2021-12-17,35365200000
2021-12-20,34549080000
2021-12-21,35501220000
2021-12-22,35297190000
2021-12-23,35455880000
2021-12-27,35863940000
2021-12-28,35954620000
2021-12-29,35886610000
2021-12-30,35818600000
2021-12-31,35954620000
2022-01-03,37065450000
2022-01-04,37586859999
2022-01-05,37790890000
2022-01-06,38584340000
2022-01-07,39151090000
2022-01-10,39513810000
2022-01-11,39921870000
2022-01-12,40012550000
2022-01-13,39831190000
2022-01-14,40556630000
2022-01-18,40125900000
2022-01-19,39513810000
2022-01-20,39513810000
2022-01-21,39377790000
2022-01-24,39264440000
2022-01-25,39672500000
2022-01-26,39717840000
2022-01-27,39627160000
2022-01-28,38992400000
2022-01-31,39355120000
2022-02-01,39468470000
2022-02-02,39468470000
2022-02-03,39151090000
2022-02-04,39332450000
2022-02-07,39581820000
2022-02-08,39196430000
2022-02-09,39377790000
2022-02-10,38992400000
2022-02-11,39763180000
2022-02-14,38969730000
2022-02-15,38561670000
2022-02-16,38833710000
2022-02-17,37994920000
2022-02-18,37632200000
2022-02-22,37496180000
2022-02-23,38017590000
2022-02-24,37790890000
2022-02-25,38697690000
2022-02-28,39445800000
2022-03-01,39876530000
2022-03-02,41123380000
2022-03-03,41690130000
2022-03-04,42710280000
2022-03-07,42438240000
2022-03-08,42324890000
2022-03-09,41554109999
2022-03-10,42052850000
2022-03-11,41032700000
2022-03-14,39763180000
2022-03-15,39264440000
2022-03-16,39105750000
2022-03-17,39808520000
2022-03-18,39355120000
2022-03-21,40964690000
2022-03-22,40647310000
2022-03-23,41078040000
2022-03-24,41486100000
2022-03-25,43231690000
2022-03-28,42506250000
2022-03-29,42823630000
2022-03-30,43277030000
2022-03-31,42831150000
2022-04-01,43533300000
2022-04-04,43714500000
2022-04-05,42853800000
2022-04-06,43057650000
2022-04-07,43646550000
2022-04-08,44122200000
2022-04-11,43623900000
2022-04-12,43352100000
2022-04-13,43691850000
2022-04-14,43873050000
2022-04-18,44280750000
2022-04-19,44394000000
2022-04-20,44779050000
2022-04-21,44824350000
2022-04-22,43374750000
2022-04-25,42151650000
2022-04-26,41766600000
2022-04-27,41676000000
2022-04-28,42604650000
2022-04-29,41109750000
2022-05-02,41177700000
2022-05-03,42310200000
2022-05-04,43669200000
2022-05-05,42695250000
2022-05-06,43714500000
2022-05-09,42129000000
2022-05-10,41947800000
2022-05-11,41947800000
2022-05-12,41743950000
2022-05-13,42446100000
2022-05-16,43918350000
2022-05-17,44711100000
2022-05-18,43714500000
2022-05-19,43080300000
2022-05-20,43102950000
2022-05-23,43397400000
2022-05-24,43352100000
2022-05-25,43918350000
2022-05-26,44439300000
2022-05-27,45164100000
2022-05-31,44597850000
2022-06-01,45345300000
2022-06-02,45209400000
2022-06-03,45141450000
2022-06-06,44824350000
2022-06-07,45617100000
2022-06-08,44982900000
2022-06-09,43691850000
2022-06-10,43102950000
2022-06-13,41064450000
2022-06-14,40520850000
2022-06-15,39864000000
2022-06-16,37825500000
2022-06-17,36353250000
2022-06-21,37712250000
2022-06-22,37010100000
2022-06-23,36783600000
2022-06-24,37327200000
2022-06-27,38119949999
2022-06-28,38958000000
2022-06-29,38323800000
2022-06-30,37760280000
2022-07-01,38255940000
2022-07-05,37354739999
2022-07-06,36859080000
2022-07-07,38053170000
2022-07-08,38233410000
2022-07-11,37985580000
2022-07-12,37512450000
2022-07-13,37399800000
2022-07-14,37354739999
2022-07-15,37760280000
2022-07-18,38143290000
2022-07-19,38999430000
2022-07-20,39021960000
2022-07-21,39787980000
2022-07-22,39765450000
2022-07-25,40599060000
2022-07-26,40554000000
2022-07-27,40689180000
2022-07-28,40644120000
2022-07-29,40531470000
2022-08-01,40328700000
2022-08-02,40170989999
2022-08-03,40125930000
2022-08-04,38976900000
2022-08-05,39359910000
2022-08-08,39833040000
2022-08-09,40644120000
2022-08-10,40869420000
2022-08-11,41883270000
2022-08-12,42108570000
2022-08-15,41838210000
2022-08-16,42018450000
2022-08-17,41838210000
2022-08-18,42649290000
2022-08-19,42176160000
2022-08-22,41815680000
2022-08-23,42559170000
2022-08-24,43257600000
2022-08-25,43392780000
2022-08-26,42784470000
2022-08-29,42671820000
2022-08-30,41635440000
2022-08-31,41274960000
2022-09-01,40937010000
2022-09-02,41049660000
2022-09-06,40035810000
2022-09-07,40216050000
2022-09-08,40621590000
2022-09-09,41252430000
2022-09-12,42221220000
2022-09-13,40937010000
2022-09-14,41748090000
2022-09-15,41297489999
2022-09-16,40216050000
2022-09-19,40666650000
2022-09-20,40328700000
2022-09-21,39472560000
2022-09-22,39021960000
2022-09-23,37242090000
2022-09-26,36250770000
2022-09-27,36791489999
2022-09-28,37940520000
2022-09-29,37670160000
2022-09-30,37406720000
2022-10-03,38440800000
2022-10-04,39722160000
2022-10-05,39789600000
2022-10-06,39092720000
2022-10-07,38755520000
2022-10-10,38373360000
2022-10-11,38575680000
2022-10-12,38328400000
2022-10-13,39654720000
2022-10-14,38643120000
2022-10-17,39340000000
2022-10-18,39946960000
2022-10-19,40441520000
2022-10-20,38485760000
2022-10-21,39384960000
2022-10-24,38845440000
2022-10-25,39362480000
2022-10-26,39857040000
2022-10-27,40441520000
2022-10-28,39946960000
2022-10-31,40733760000
2022-11-01,41003520000
2022-11-02,40239200000
2022-11-03,40553920000
2022-11-04,40846160000
2022-11-07,41026000000
2022-11-08,41160880000
2022-11-09,39519839999
2022-11-10,40913600000
2022-11-11,42015120000
2022-11-14,41655440000
2022-11-15,41947680000
2022-11-16,41385680000
2022-11-17,41138400000
2022-11-18,41408160000
2022-11-21,41093440000
2022-11-22,42082560000
2022-11-23,41925200000
2022-11-25,41880240000
2022-11-28,41498080000
2022-11-29,42442240000
2022-11-30,42981760000
2022-12-01,43049200000
2022-12-02,42712000000
2022-12-05,41722880000
2022-12-06,40688800000
2022-12-07,40553920000
2022-12-08,39946960000
2022-12-09,39227600000
2022-12-12,40059360000
2022-12-13,40936080000
2022-12-14,40711280000
2022-12-15,40374080000
2022-12-16,39767120000
2022-12-19,39362480000
2022-12-20,39587280000
2022-12-21,40194240000
2022-12-22,39879520000
2022-12-23,40778720000
2022-12-27,41048480000
2022-12-28,40306640000
2022-12-29,40801200000
2022-12-30,40643839999
2023-01-03,40468470000
2023-01-04,40962810000
2023-01-05,40917870000
2023-01-06,41749259999
2023-01-09,42041370000
2023-01-10,42108780000
2023-01-11,42198660000
2023-01-12,42445830000
2023-01-13,42355950000
2023-01-17,42288540000
2023-01-18,41254920000
2023-01-19,42131250000
2023-01-20,41884080000
2023-01-23,42153720000
2023-01-24,41726790000
2023-01-25,41457150000
2023-01-26,41816670000
2023-01-27,41929020000
2023-01-30,40535880000
2023-01-31,41120100000
2023-02-01,41277390000
2023-02-02,41457150000
2023-02-03,41075160000
2023-02-06,40827990000
2023-02-07,41075160000
2023-02-08,40940340000
2023-02-09,40423530000
2023-02-10,41254920000
2023-02-13,41322330000
2023-02-14,41142570000
2023-02-15,40872930000
2023-02-16,40648230000
2023-02-17,39839310000
2023-02-21,38985450000
2023-02-22,38918040000
2023-02-23,39277560000
2023-02-24,39187680000
2023-02-27,39007920000
2023-02-28,38333820000
2023-03-01,38783220000
2023-03-02,39232620000
2023-03-03,39659550000
2023-03-06,39592140000
2023-03-07,38985450000
2023-03-08,38918040000
2023-03-09,38513580000
2023-03-10,37682190000
2023-03-13,37861950000
2023-03-14,38064180000
2023-03-15,37255259999
2023-03-16,37187850000
2023-03-17,36581160000
2023-03-20,37142910000
2023-03-21,37794540000
2023-03-22,37345140000
2023-03-23,36828330000
2023-03-24,37727130000
2023-03-27,37951830000
2023-03-28,38333820000
2023-03-29,38760750000
2023-03-30,38873100000
2023-03-31,39169870000
2023-04-03,39505420000
2023-04-04,39102760000
2023-04-05,39617270000
2023-04-06,39617270000
2023-04-10,39706750000
2023-04-11,40019930000
2023-04-12,39863340000
2023-04-13,39751490000
2023-04-14,39840970000
2023-04-17,39773860000
2023-04-18,39594900000
2023-04-19,39371200000
2023-04-20,38811950000
2023-04-21,38856690000
2023-04-24,39415940000
2023-04-25,38946170000
2023-04-26,38498770000
2023-04-27,38744840000
2023-04-28,38364550000
2023-05-01,38252700000
2023-05-02,37313160000
2023-05-03,37044720000
2023-05-04,37223680000
2023-05-05,38118480000
2023-05-08,37805300000
2023-05-09,37693450000
2023-05-10,37559230000
2023-05-11,37357900000
2023-05-12,37581600000
2023-05-15,37357900000
2023-05-16,36463100000
2023-05-17,36798650000
2023-05-18,36955240000
2023-05-19,36955240000
2023-05-22,36977610000
2023-05-23,36999980000
2023-05-24,36910500000
2023-05-25,36284140000
2023-05-26,36261770000
2023-05-30,36127550000
2023-05-31,36038070000
2023-06-01,36373620000
2023-06-02,37469750000
2023-06-05,37492120000
2023-06-06,37693450000
2023-06-07,38543510000
2023-06-08,38744840000
2023-06-09,38096110000
2023-06-12,37782930000
2023-06-13,38096110000
2023-06-14,37805300000
2023-06-15,38051370000
2023-06-16,38118480000
2023-06-20,37268420000
2023-06-21,37223680000
2023-06-22,36888130000
2023-06-23,36507840000
2023-06-26,36999980000
2023-06-27,37581600000
2023-06-28,38051370000
2023-06-29,38476400000
2023-06-30,38400600000
2023-07-03,38467500000
2023-07-05,38088400000
2023-07-06,37597800000
2023-07-07,37731600000
2023-07-10,37798500000
2023-07-11,38467500000
2023-07-12,39114200000
2023-07-13,39248000000
2023-07-14,38378300000
2023-07-17,38199900000
2023-07-18,38534400000
2023-07-19,38556700000
2023-07-20,39337200000
2023-07-21,39694000000
2023-07-24,40385300000
2023-07-25,40273800000
2023-07-26,40028500000
2023-07-27,39694000000
2023-07-28,39181100000
2023-07-31,39493300000
2023-08-01,39158800000
2023-08-02,38712800000
2023-08-03,38935800000
2023-08-04,38712800000
2023-08-07,38757400000
2023-08-08,38980400000
2023-08-09,39136500000
2023-08-10,39114200000
2023-08-11,39649400000
2023-08-14,39404100000
2023-08-15,38712800000
2023-08-16,38378300000
2023-08-17,38668200000
2023-08-18,38868900000
2023-08-21,38712800000
2023-08-22,38467500000
2023-08-23,38489800000
2023-08-24,38422900000
2023-08-25,38668200000
2023-08-28,38712800000
2023-08-29,38913500000
2023-08-30,38891200000
2023-08-31,38400600000
2023-09-01,38222200000
2023-09-05,38066100000
2023-09-06,37084900000
2023-09-07,36995700000
2023-09-08,37464000000
2023-09-11,37174100000
2023-09-12,38199900000
2023-09-13,38266800000
2023-09-14,38601300000
2023-09-15,38066100000
2023-09-18,37954600000
2023-09-19,37753900000
2023-09-20,37597800000
2023-09-21,36928800000
2023-09-22,37018000000
2023-09-25,37352500000
2023-09-26,36728100000
2023-09-27,37151800000
2023-09-28,37174100000
2023-09-29,36973400000
2023-10-02,35891360000
2023-10-03,35758100000
2023-10-04,35602630000
2023-10-05,35891360000
2023-10-06,36113460000
2023-10-09,37223960000
2023-10-10,37357220000
2023-10-11,37423850000
2023-10-12,37557110000
2023-10-13,38001310000
2023-10-16,38378880000
2023-10-17,38489930000
2023-10-18,38067940000
2023-10-19,37779210000
2023-10-20,37734790000
2023-10-23,37712580000
2023-10-24,37423850000
2023-10-25,37290590000
2023-10-26,37090700000
2023-10-27,36357770000
2023-10-30,35824730000
2023-10-31,35980200000
2023-11-01,36313350000
2023-11-02,37534900000
2023-11-03,37468270000
2023-11-06,37024070000
2023-11-07,36757550000
2023-11-08,36291140000
2023-11-09,36002410000
2023-11-10,36513240000
2023-11-13,36690920000
2023-11-14,37312800000
2023-11-15,37579320000
2023-11-16,37357220000
2023-11-17,37668160000
2023-11-20,37623740000
2023-11-21,38023520000
2023-11-22,38401090000
2023-11-24,38534350000
2023-11-27,38445510000
2023-11-28,38401090000
2023-11-29,38467720000
2023-11-30,39022970000
2023-12-01,39422750000
2023-12-04,39644850000
2023-12-05,38867500000
2023-12-06,38934130000
2023-12-07,38867500000
2023-12-08,39311700000
2023-12-11,39022970000
2023-12-12,38245620000
2023-12-13,38823080000
2023-12-14,39289490000
2023-12-15,38845290000
2023-12-18,39022970000
2023-12-19,39178440000
2023-12-20,38867500000
2023-12-21,39178440000
2023-12-22,39356120000
2023-12-26,39644850000
2023-12-27,39467170000
2023-12-28,39289490000
2023-12-29,39178440000
2024-01-02,39582600000
2024-01-03,40071000000
2024-01-04,39849000000
2024-01-05,40004400000
2024-01-08,40204200000
2024-01-09,40071000000
2024-01-10,39849000000
2024-01-11,39604800000
2024-01-12,39893400000
2024-01-16,39560400000
2024-01-17,38983200000
2024-01-18,38428200000
2024-01-19,38184000000
2024-01-22,38095200000
2024-01-23,37917600000
2024-01-24,37495800000
2024-01-25,38472600000
2024-01-26,38716800000
2024-01-29,38561400000
2024-01-30,38206200000
2024-01-31,37562400000
2024-02-01,37806600000
2024-02-02,37651200000
2024-02-05,37007400000
2024-02-06,37051800000
2024-02-07,36963000000
2024-02-08,36918600000
2024-02-09,36874200000
2024-02-12,37251600000
2024-02-13,36785400000
2024-02-14,36785400000
2024-02-15,37673400000
2024-02-16,37984200000
2024-02-20,37873200000
2024-02-21,38672400000
2024-02-22,38317200000
2024-02-23,38295000000
2024-02-26,38028600000
2024-02-27,38117400000
2024-02-28,38073000000
2024-02-29,38605800000
2024-03-01,38761200000
2024-03-04,39005400000
2024-03-05,39338400000
2024-03-06,39560400000
2024-03-07,39671400000
2024-03-08,39582600000
2024-03-11,39893400000
2024-03-12,39826800000
2024-03-13,39715800000
2024-03-14,38983200000
2024-03-15,39072000000
2024-03-18,39160800000
2024-03-19,39804600000
2024-03-20,40026600000
2024-03-21,40204200000
2024-03-22,40093200000
2024-03-25,39893400000
2024-03-26,39760200000
2024-03-27,40293000000
2024-03-28,40714800000
2024-04-01,40870200000
2024-04-02,40892400000
2024-04-03,41181000000
2024-04-04,40914600000
2024-04-05,40981200000
2024-04-08,40759200000
2024-04-09,41025600000
2024-04-10,40559400000
2024-04-11,40737000000
2024-04-12,40248600000
2024-04-15,39893400000
2024-04-16,39271800000
2024-04-17,39427200000
2024-04-18,40426200000
2024-04-19,41824800000
2024-04-22,41780400000
2024-04-23,41647200000
2024-04-24,41758200000
2024-04-25,41736000000
2024-04-26,41469600000
2024-04-29,41292000000
2024-04-30,40581600000
2024-05-01,40470600000
2024-05-02,40981200000
2024-05-03,41225400000
2024-05-06,41314200000
2024-05-07,41669400000
2024-05-08,41758200000
2024-05-09,42202200000
2024-05-10,42357600000
2024-05-13,42513000000
2024-05-14,43090200000
2024-05-15,43378800000
2024-05-16,43512000000
2024-05-17,43734000000
2024-05-20,44044800000
2024-05-21,43822800000
2024-05-22,43045800000
2024-05-23,42357600000
2024-05-24,42335400000
2024-05-28,42335400000
2024-05-29,41980200000
2024-05-30,42180000000
2024-05-31,43267800000
2024-06-03,43290000000
2024-06-04,43645200000
2024-06-05,43933800000
2024-06-06,43978200000
2024-06-07,43556400000
2024-06-10,43956000000
2024-06-11,43933800000
2024-06-12,44133600000
2024-06-13,43867200000
2024-06-14,43489800000
2024-06-17,43667400000
2024-06-18,43822800000
2024-06-20,43956000000
2024-06-21,43756200000
2024-06-24,44644200000
2024-06-25,44622000000
2024-06-26,43822800000
2024-06-27,43867200000
2024-06-28,44111400000
2024-07-01,43933800000
2024-07-02,43778400000
2024-07-03,44311200000
2024-07-05,44155800000
2024-07-08,44200200000
2024-07-09,44377800000
2024-07-10,44622000000
2024-07-11,44755200000
2024-07-12,44821800000
2024-07-15,44757230000
2024-07-16,44912560000
2024-07-17,45556070000
2024-07-18,46709950000
2024-07-19,47686310000
2024-07-22,48485150000
2024-07-23,47974780000
2024-07-24,46709950000
2024-07-25,46754330000
2024-07-26,47420030000
2024-07-29,47242510000
2024-07-30,48196680000
2024-07-31,46887470000
2024-08-01,46754330000
2024-08-02,45888920000
2024-08-05,44557520000
2024-08-06,45844540000
2024-08-07,46155200000
2024-08-08,46754330000
2024-08-09,46643380000
