,KMI
2015-09-29,57630480000
2015-09-30,61698720000
2015-10-01,62701770000
2015-10-02,66045270000
2015-10-05,68987550000
2015-10-06,70837620000
2015-10-07,71640060000
2015-10-08,72843720000
2015-10-09,72108150000
2015-10-12,71974410000
2015-10-13,70168920000
2015-10-14,70726170000
2015-10-15,71840670000
2015-10-16,71796090000
2015-10-19,70703880000
2015-10-20,71171970000
2015-10-21,70035180000
2015-10-22,66312750000
2015-10-23,65153670000
2015-10-26,61431240000
2015-10-27,60807120000
2015-10-28,61832460000
2015-10-29,60628800000
2015-10-30,60963150000
2015-11-02,59335980000
2015-11-03,61319790000
2015-11-04,59759490000
2015-11-05,57753390000
2015-11-06,58087740000
2015-11-09,56973240000
2015-11-10,56728050000
2015-11-11,54387600000
2015-11-12,52292340000
2015-11-13,52047150000
2015-11-16,53562870000
2015-11-17,52069440000
2015-11-18,54164700000
2015-11-19,52738140000
2015-11-20,52136310000
2015-11-23,52760430000
2015-11-24,54409890000
2015-11-25,53718900000
2015-11-27,53206230000
2015-11-30,52537530000
2015-12-01,49974180000
2015-12-02,46051140000
2015-12-03,42930540000
2015-12-04,37491780000
2015-12-07,36600180000
2015-12-08,35039880000
2015-12-09,37469490000
2015-12-10,37915290000
2015-12-11,37135140000
2015-12-14,35664000000
2015-12-15,35307360000
2015-12-16,35530260000
2015-12-17,34259730000
2015-12-18,33747060000
2015-12-21,33747060000
2015-12-22,34148280000
2015-12-23,36577890000
2015-12-24,35842320000
2015-12-28,34014540000
2015-12-29,33657900000
2015-12-30,32409660000
2015-12-31,33256680000
2016-01-04,34036830000
2016-01-05,34727820000
2016-01-06,32922330000
2016-01-07,31763250000
2016-01-08,32922330000
2016-01-11,31562640000
2016-01-12,30314400000
2016-01-13,28865550000
2016-01-14,31161420000
2016-01-15,28977000000
2016-01-19,27973950000
2016-01-20,26770290000
2016-01-21,30938520000
2016-01-22,34192860000
2016-01-25,31629510000
2016-01-26,33368130000
2016-01-27,31696380000
2016-01-28,34081410000
2016-01-29,36667050000
2016-02-01,33858510000
2016-02-02,32654850000
2016-02-03,34794690000
2016-02-04,34906140000
2016-02-05,34906140000
2016-02-08,33256680000
2016-02-09,32565690000
2016-02-10,32543400000
2016-02-11,31116840000
2016-02-12,33345840000
2016-02-16,34816980000
2016-02-17,38294220000
2016-02-18,39876810000
2016-02-19,38717730000
2016-02-22,39899100000
2016-02-23,38829180000
2016-02-24,39475590000
2016-02-25,39564750000
2016-02-26,39587040000
2016-02-29,40322610000
2016-03-01,40367190000
2016-03-02,41503980000
2016-03-03,42128100000
2016-03-04,41281080000
2016-03-07,41882910000
2016-03-08,39676200000
2016-03-09,40099710000
2016-03-10,39475590000
2016-03-11,41503980000
2016-03-14,41771460000
2016-03-15,40278030000
2016-03-16,42105810000
2016-03-17,41994360000
2016-03-18,41749170000
2016-03-21,40924440000
2016-03-22,41236500000
2016-03-23,39564750000
2016-03-24,40322610000
2016-03-28,39698490000
2016-03-29,39341850000
2016-03-30,39809940000
2016-03-31,39809940000
2016-04-01,38583990000
2016-04-04,38316510000
2016-04-05,37915290000
2016-04-06,39230400000
2016-04-07,39074370000
2016-04-08,39988260000
2016-04-11,39653910000
2016-04-12,41816040000
2016-04-13,41370240000
2016-04-14,41236500000
2016-04-15,40478640000
2016-04-18,41236500000
2016-04-19,42707640000
2016-04-20,42351000000
2016-04-21,40478640000
2016-04-22,40389480000
2016-04-25,38985210000
2016-04-26,39899100000
2016-04-27,40768410000
2016-04-28,39364140000
2016-04-29,39587040000
2016-05-02,39208110000
2016-05-03,38472540000
2016-05-04,38227350000
2016-05-05,38205060000
2016-05-06,37558650000
2016-05-09,37915290000
2016-05-10,38294220000
2016-05-11,38026740000
2016-05-12,37959870000
2016-05-13,38182770000
2016-05-16,38383380000
2016-05-17,39386430000
2016-05-18,37982160000
2016-05-19,38472540000
2016-05-20,39564750000
2016-05-23,38851470000
2016-05-24,38606280000
2016-05-25,39765360000
2016-05-26,39943680000
2016-05-27,39787650000
2016-05-31,40300320000
2016-06-01,40032840000
2016-06-02,40032840000
2016-06-03,40099710000
2016-06-06,41392530000
2016-06-07,41147340000
2016-06-08,40389480000
2016-06-09,40300320000
2016-06-10,39029790000
2016-06-13,38740020000
2016-06-14,38985210000
2016-06-15,39341850000
2016-06-16,39230400000
2016-06-17,40211160000
2016-06-20,40344900000
2016-06-21,41882910000
2016-06-22,41258790000
2016-06-23,42128100000
2016-06-24,40099710000
2016-06-27,38784600000
2016-06-28,39475590000
2016-06-29,41303370000
2016-06-30,41745600000
2016-07-01,41701000000
2016-07-05,40786700000
2016-07-06,40786700000
2016-07-07,41032000000
2016-07-08,41344200000
2016-07-11,42860600000
2016-07-12,44176300000
2016-07-13,45068300000
2016-07-14,46607000000
2016-07-15,46896900000
2016-07-18,48524800000
2016-07-19,48926200000
2016-07-20,49260700000
2016-07-21,46718500000
2016-07-22,47320600000
2016-07-25,46517800000
2016-07-26,46227900000
2016-07-27,45157500000
2016-07-28,45090600000
2016-07-29,45335900000
2016-08-01,43618800000
2016-08-02,44131700000
2016-08-03,44889900000
2016-08-04,44867600000
2016-08-05,45402800000
2016-08-08,46339400000
2016-08-09,45603500000
2016-08-10,45625800000
2016-08-11,46562400000
2016-08-12,46986100000
2016-08-15,47499000000
2016-08-16,48569400000
2016-08-17,48502500000
2016-08-18,50643300000
2016-08-19,49684400000
2016-08-22,48881600000
2016-08-23,49260700000
2016-08-24,48636300000
2016-08-25,47967300000
2016-08-26,47878100000
2016-08-29,48547100000
2016-08-30,48859300000
2016-08-31,48725500000
2016-09-01,48190300000
2016-09-02,48881600000
2016-09-06,49952000000
2016-09-07,50621000000
2016-09-08,50598700000
2016-09-09,49327600000
2016-09-12,49952000000
2016-09-13,48747800000
2016-09-14,48056500000
2016-09-15,48078800000
2016-09-16,47878100000
2016-09-19,48837000000
2016-09-20,48792400000
2016-09-21,49372200000
2016-09-22,49305300000
2016-09-23,48926200000
2016-09-26,48569400000
2016-09-27,48680900000
2016-09-28,50710200000
2016-09-29,50754800000
2016-09-30,51579900000
2016-10-03,51312300000
2016-10-04,49639800000
2016-10-05,49907400000
2016-10-06,49260700000
2016-10-07,48346400000
2016-10-10,47766600000
2016-10-11,46428600000
2016-10-12,46272500000
2016-10-13,45826500000
2016-10-14,45402800000
2016-10-17,45023700000
2016-10-18,45001400000
2016-10-19,46183300000
2016-10-20,47253700000
2016-10-21,47075300000
2016-10-24,48212600000
2016-10-25,47543600000
2016-10-26,47922700000
2016-10-27,46763100000
2016-10-28,45558900000
2016-10-31,45558900000
2016-11-01,45046000000
2016-11-02,43953300000
2016-11-03,44443900000
2016-11-04,44310100000
2016-11-07,44979100000
2016-11-08,45514300000
2016-11-09,47543600000
2016-11-10,48011900000
2016-11-11,46049500000
2016-11-14,46763100000
2016-11-15,48680900000
2016-11-16,47476700000
2016-11-17,47677400000
2016-11-18,48324100000
2016-11-21,49126900000
2016-11-22,48814700000
2016-11-23,48614000000
2016-11-25,48636300000
2016-11-28,47788900000
2016-11-29,47722000000
2016-11-30,49506000000
2016-12-01,47922700000
2016-12-02,47632800000
2016-12-05,47855800000
2016-12-06,47097600000
2016-12-07,47476700000
2016-12-08,47276000000
2016-12-09,47030700000
2016-12-12,47454400000
2016-12-13,47588200000
2016-12-14,46428600000
2016-12-15,46874600000
2016-12-16,47588200000
2016-12-19,46852300000
2016-12-20,46317100000
2016-12-21,47209100000
2016-12-22,46807700000
2016-12-23,47119900000
2016-12-27,47142200000
2016-12-28,46227900000
2016-12-29,46294800000
2016-12-30,46183300000
2017-01-03,48190300000
2017-01-04,48435600000
2017-01-05,48368700000
2017-01-06,48636300000
2017-01-09,48257200000
2017-01-10,48101100000
2017-01-11,48926200000
2017-01-12,49483700000
2017-01-13,49996600000
2017-01-17,50286500000
2017-01-18,50041200000
2017-01-19,50108100000
2017-01-20,50152700000
2017-01-23,49372200000
2017-01-24,50442600000
2017-01-25,50398000000
2017-01-26,49996600000
2017-01-27,49907400000
2017-01-30,49015400000
2017-01-31,49818200000
2017-02-01,49572900000
2017-02-02,50509500000
2017-02-03,51156200000
2017-02-06,50175000000
2017-02-07,49327600000
2017-02-08,49974300000
2017-02-09,49907400000
2017-02-10,50130400000
2017-02-13,50286500000
2017-02-14,50264200000
2017-02-15,49662100000
2017-02-16,48591700000
2017-02-17,48547100000
2017-02-21,49037700000
2017-02-22,47967300000
2017-02-23,48034200000
2017-02-24,47365200000
2017-02-27,47722000000
2017-02-28,47521300000
2017-03-01,48547100000
2017-03-02,48725500000
2017-03-03,48502500000
2017-03-06,48524800000
2017-03-07,48234900000
2017-03-08,47476700000
2017-03-09,47432100000
2017-03-10,47945000000
2017-03-13,47967300000
2017-03-14,46919200000
2017-03-15,48301800000
2017-03-16,48078800000
2017-03-17,47454400000
2017-03-20,47253700000
2017-03-21,46696200000
2017-03-22,46785400000
2017-03-23,47164500000
2017-03-24,47164500000
2017-03-27,46896900000
2017-03-28,47766600000
2017-03-29,47744300000
2017-03-30,47788900000
2017-03-31,48480200000
2017-04-03,48145700000
2017-04-04,48257200000
2017-04-05,47878100000
2017-04-06,48502500000
2017-04-07,48078800000
2017-04-10,48502500000
2017-04-11,48190300000
2017-04-12,48301800000
2017-04-13,47699700000
2017-04-17,47655100000
2017-04-18,47186800000
2017-04-19,46785400000
2017-04-20,46205600000
2017-04-21,45202100000
2017-04-24,46004900000
2017-04-25,46607000000
2017-04-26,46651600000
2017-04-27,45982600000
2017-04-28,46004900000
2017-05-01,45804200000
2017-05-02,45603500000
2017-05-03,45224400000
2017-05-04,44064800000
2017-05-05,45023700000
2017-05-08,44934500000
2017-05-09,44377000000
2017-05-10,45023700000
2017-05-11,44845300000
2017-05-12,44399300000
2017-05-15,44377000000
2017-05-16,44154000000
2017-05-17,43485000000
2017-05-18,43373500000
2017-05-19,43529600000
2017-05-22,43507300000
2017-05-23,43529600000
2017-05-24,43195100000
2017-05-25,43306600000
2017-05-26,42927500000
2017-05-30,41076600000
2017-05-31,41834800000
2017-06-01,42347700000
2017-06-02,42258500000
2017-06-05,42280800000
2017-06-06,41924000000
2017-06-07,41656400000
2017-06-08,41834800000
2017-06-09,42548400000
2017-06-12,42659900000
2017-06-13,42882900000
2017-06-14,42280800000
2017-06-15,41946300000
2017-06-16,42793700000
2017-06-19,42503800000
2017-06-20,41299600000
2017-06-21,41277300000
2017-06-22,41433400000
2017-06-23,41901700000
2017-06-26,42102400000
2017-06-27,42169300000
2017-06-28,42414600000
2017-06-29,42459200000
2017-06-30,42745960000
2017-07-03,43549120000
2017-07-05,43080610000
2017-07-06,42679030000
2017-07-07,42768270000
2017-07-10,42567480000
2017-07-11,42879820000
2017-07-12,43303710000
2017-07-13,43125230000
2017-07-14,43593740000
2017-07-17,43616050000
2017-07-18,43504500000
2017-07-19,43883770000
2017-07-20,45869360000
2017-07-21,46159390000
2017-07-24,45356230000
2017-07-25,45177750000
2017-07-26,45378540000
2017-07-27,45668570000
2017-07-28,45512400000
2017-07-31,45579330000
2017-08-01,45400850000
2017-08-02,45356230000
2017-08-03,45133130000
2017-08-04,45066200000
2017-08-07,44954650000
2017-08-08,44062250000
2017-08-09,44062250000
2017-08-10,43259090000
2017-08-11,42545170000
2017-08-14,42455930000
2017-08-15,42054350000
2017-08-16,41742010000
2017-08-17,41050400000
2017-08-18,41385050000
2017-08-21,41385050000
2017-08-22,41920490000
2017-08-23,42411310000
2017-08-24,42500550000
2017-08-25,42768270000
2017-08-28,42411310000
2017-08-29,42433620000
2017-08-30,42545170000
2017-08-31,43125230000
2017-09-01,43192160000
2017-09-05,43169850000
2017-09-06,43125230000
2017-09-07,42701340000
2017-09-08,42701340000
2017-09-11,43370640000
2017-09-12,43192160000
2017-09-13,43370640000
2017-09-14,43147540000
2017-09-15,43192160000
2017-09-18,43259090000
2017-09-19,43638360000
2017-09-20,44106870000
2017-09-21,43102920000
2017-09-22,42991370000
2017-09-25,43928390000
2017-09-26,43549120000
2017-09-27,43125230000
2017-09-28,43080610000
2017-09-29,42790580000
2017-10-02,42573900000
2017-10-03,42016650000
2017-10-04,41949780000
2017-10-05,42573900000
2017-10-06,42395580000
2017-10-09,42417870000
2017-10-10,42239550000
2017-10-11,42462450000
2017-10-12,42083520000
2017-10-13,41816040000
2017-10-16,41927490000
2017-10-17,41637720000
2017-10-18,41414820000
2017-10-19,41570850000
2017-10-20,41058180000
2017-10-23,40389480000
2017-10-24,40723830000
2017-10-25,40032840000
2017-10-26,40122000000
2017-10-27,40188870000
2017-10-30,40344900000
2017-10-31,40367190000
2017-11-01,40411770000
2017-11-02,39676200000
2017-11-03,39542460000
2017-11-06,40300320000
2017-11-07,40211160000
2017-11-08,40122000000
2017-11-09,39921390000
2017-11-10,39386430000
2017-11-13,38918340000
2017-11-14,38851470000
2017-11-15,37959870000
2017-11-16,37514070000
2017-11-17,37915290000
2017-11-20,38026740000
2017-11-21,37603230000
2017-11-22,38115900000
2017-11-24,38316510000
2017-11-27,37803840000
2017-11-28,37959870000
2017-11-29,37358040000
2017-11-30,38405670000
2017-12-01,38806890000
2017-12-04,38450250000
2017-12-05,38205060000
2017-12-06,38138190000
2017-12-07,38695440000
2017-12-08,39653910000
2017-12-11,40032840000
2017-12-12,39564750000
2017-12-13,39787650000
2017-12-14,39765360000
2017-12-15,39965970000
2017-12-18,40122000000
2017-12-19,39943680000
2017-12-20,39587040000
2017-12-21,40278030000
2017-12-22,40233450000
2017-12-26,40367190000
2017-12-27,40389480000
2017-12-28,40812990000
2017-12-29,40278030000
2018-01-02,41491600000
2018-01-03,41844720000
2018-01-04,41955070000
2018-01-05,41822650000
2018-01-08,41624020000
2018-01-09,41800580000
2018-01-10,41668160000
2018-01-11,42374400000
2018-01-12,43080640000
2018-01-16,42793730000
2018-01-17,43190990000
2018-01-18,41955070000
2018-01-19,41955070000
2018-01-22,43323410000
2018-01-23,42926150000
2018-01-24,42241980000
2018-01-25,41535740000
2018-01-26,41425390000
2018-01-29,41292970000
2018-01-30,40233610000
2018-01-31,39681860000
2018-02-01,39858420000
2018-02-02,38622500000
2018-02-05,37099670000
2018-02-06,38247310000
2018-02-07,38159030000
2018-02-08,37077600000
2018-02-09,38048680000
2018-02-12,38181100000
2018-02-13,38379730000
2018-02-14,38512150000
2018-02-15,38203170000
2018-02-16,37651420000
2018-02-20,37519000000
2018-02-21,36967250000
2018-02-22,36768620000
2018-02-23,37541070000
2018-02-26,37342440000
2018-02-27,36724480000
2018-02-28,35753400000
2018-03-01,35775470000
2018-03-02,35532700000
2018-03-05,35775470000
2018-03-06,35554770000
2018-03-07,35422350000
2018-03-08,35334070000
2018-03-09,36040310000
2018-03-12,36525850000
2018-03-13,36415500000
2018-03-14,36238940000
2018-03-15,35996170000
2018-03-16,36216870000
2018-03-19,35312000000
2018-03-20,34451270000
2018-03-21,35113370000
2018-03-22,33899520000
2018-03-23,33127070000
2018-03-26,33391910000
2018-03-27,33303630000
2018-03-28,32685670000
2018-03-29,33237420000
2018-04-02,32839600000
2018-04-03,33082040000
2018-04-04,33412640000
2018-04-05,34162000000
2018-04-06,33434680000
2018-04-09,33280400000
2018-04-10,34404440000
2018-04-11,33831400000
2018-04-12,33809360000
2018-04-13,33787320000
2018-04-16,34558720000
2018-04-17,35308080000
2018-04-18,35638680000
2018-04-19,36454160000
2018-04-20,36299880000
2018-04-23,36233760000
2018-04-24,35859080000
2018-04-25,35837040000
2018-04-26,35748880000
2018-04-27,35153800000
2018-04-30,34867280000
2018-05-01,35308080000
2018-05-02,35616640000
2018-05-03,34867280000
2018-05-04,35506440000
2018-05-07,35726840000
2018-05-08,35418280000
2018-05-09,36255800000
2018-05-10,36366000000
2018-05-11,36388040000
2018-05-14,36674560000
2018-05-15,36233760000
2018-05-16,36145600000
2018-05-17,35925200000
2018-05-18,35418280000
2018-05-21,35219920000
2018-05-22,35131760000
2018-05-23,35682760000
2018-05-24,34999520000
2018-05-25,35021560000
2018-05-29,35352160000
2018-05-30,36498240000
2018-05-31,36762720000
2018-06-01,37247600000
2018-06-04,37335760000
2018-06-05,37115360000
2018-06-06,36850880000
2018-06-07,37600240000
2018-06-08,37137400000
2018-06-11,37798600000
2018-06-12,37313720000
2018-06-13,36894960000
2018-06-14,37357800000
2018-06-15,36961080000
2018-06-18,37820640000
2018-06-19,38239400000
2018-06-20,38547960000
2018-06-21,37820640000
2018-06-22,38327560000
2018-06-25,37842680000
2018-06-26,38680200000
2018-06-27,38878560000
2018-06-28,38525920000
2018-06-29,38944680000
2018-07-02,38433150000
2018-07-03,39006450000
2018-07-05,38763900000
2018-07-06,39535650000
2018-07-09,39910500000
2018-07-10,40175100000
2018-07-11,39381300000
2018-07-12,39756150000
2018-07-13,39491550000
2018-07-16,39249000000
2018-07-17,39006450000
2018-07-18,39204900000
2018-07-19,39667950000
2018-07-20,39006450000
2018-07-23,39028500000
2018-07-24,38918250000
2018-07-25,39469500000
2018-07-26,39756150000
2018-07-27,39469500000
2018-07-30,39138750000
2018-07-31,39204900000
2018-08-01,38653650000
2018-08-02,38984400000
2018-08-03,38852100000
2018-08-06,39579750000
2018-08-07,39645900000
2018-08-08,39513600000
2018-08-09,39557700000
2018-08-10,40064850000
2018-08-13,39337200000
2018-08-14,39579750000
2018-08-15,39094650000
2018-08-16,39293100000
2018-08-17,39579750000
2018-08-20,39491550000
2018-08-21,39601800000
2018-08-22,40307400000
2018-08-23,39645900000
2018-08-24,39623850000
2018-08-27,39623850000
2018-08-28,39271050000
2018-08-29,39425400000
2018-08-30,39204900000
2018-08-31,39028500000
2018-09-04,38852100000
2018-09-05,39226950000
2018-09-06,38962350000
2018-09-07,39293100000
2018-09-10,39006450000
2018-09-11,39712050000
2018-09-12,40042800000
2018-09-13,40351500000
2018-09-14,39822300000
2018-09-17,40064850000
2018-09-18,39954600000
2018-09-19,40263300000
2018-09-20,39778200000
2018-09-21,39822300000
2018-09-24,39447450000
2018-09-25,39425400000
2018-09-26,38830050000
2018-09-27,38719800000
2018-09-28,39094650000
2018-10-01,40868640000
2018-10-02,40643839999
2018-10-03,41003520000
2018-10-04,41070960000
2018-10-05,40598880000
2018-10-08,40936080000
2018-10-09,41745360000
2018-10-10,40464000000
2018-10-11,39160160000
2018-10-12,39362480000
2018-10-15,39429920000
2018-10-16,40284160000
2018-10-17,40351600000
2018-10-18,40329120000
2018-10-19,40419040000
2018-10-22,39205120000
2018-10-23,38305920000
2018-10-24,37114480000
2018-10-25,37271839999
2018-10-26,37294320000
2018-10-29,37002080000
2018-10-30,37676480000
2018-10-31,38260960000
2018-11-01,38575680000
2018-11-02,37901280000
2018-11-05,38800480000
2018-11-06,39227600000
2018-11-07,39340000000
2018-11-08,39474880000
2018-11-09,39407440000
2018-11-12,39272560000
2018-11-13,38620640000
2018-11-14,38081120000
2018-11-15,38598160000
2018-11-16,38845440000
2018-11-19,39160160000
2018-11-20,38126080000
2018-11-21,38598160000
2018-11-23,37339280000
2018-11-26,37586560000
2018-11-27,37609040000
2018-11-28,37901280000
2018-11-29,37923760000
2018-11-30,38373360000
2018-12-03,38890400000
2018-12-04,37496640000
2018-12-06,37002080000
2018-12-07,36754800000
2018-12-10,36057920000
2018-12-11,36237760000
2018-12-12,36485040000
2018-12-13,36889680000
2018-12-14,36350160000
2018-12-17,35608320000
2018-12-18,34911440000
2018-12-19,35001360000
2018-12-20,34956400000
2018-12-21,35001360000
2018-12-24,33068080000
2018-12-26,35158720000
2018-12-27,34866480000
2018-12-28,34371920000
2018-12-31,34789560000
2019-01-02,35739600000
2019-01-03,35536020000
2019-01-04,36734880000
2019-01-07,37526580000
2019-01-08,38770680000
2019-01-09,39042120000
2019-01-10,39268320000
2019-01-11,38702820000
2019-01-14,38974260000
2019-01-15,39177840000
2019-01-16,39517140000
2019-01-17,40082640000
2019-01-18,40738620000
2019-01-22,39879060000
2019-01-23,38996880000
2019-01-24,39539760000
2019-01-25,40127880000
2019-01-28,40467180000
2019-01-29,40829100000
2019-01-30,40919580000
2019-01-31,40942200000
2019-02-01,41507700000
2019-02-04,41530320000
2019-02-05,41779140000
2019-02-06,40851720000
2019-02-07,40625520000
2019-02-08,40761240000
2019-02-11,41326740000
2019-02-12,41801760000
2019-02-13,42389880000
2019-02-14,42706560000
2019-02-15,42525600000
2019-02-19,43317300000
2019-02-20,43362540000
2019-02-21,43407780000
2019-02-22,43701840000
2019-02-25,43656600000
2019-02-26,43475640000
2019-02-27,43611360000
2019-02-28,43339920000
2019-03-01,44651880000
2019-03-04,44900700000
2019-03-05,45172140000
2019-03-06,45240000000
2019-03-07,44878080000
2019-03-08,44629260000
2019-03-11,45013800000
2019-03-12,44923320000
2019-03-13,45194760000
2019-03-14,45194760000
2019-03-15,44945940000
2019-03-18,45217380000
2019-03-19,45353100000
2019-03-20,45443580000
2019-03-21,46190040000
2019-03-22,45013800000
2019-03-25,45534060000
2019-03-26,45443580000
2019-03-27,45194760000
2019-03-28,45126900000
2019-03-29,45262620000
2019-04-01,45330480000
2019-04-02,45353100000
2019-04-03,44991180000
2019-04-04,45059040000
2019-04-05,45353100000
2019-04-08,45104280000
2019-04-09,44991180000
2019-04-10,44878080000
2019-04-11,45059040000
2019-04-12,44832840000
2019-04-15,44764980000
2019-04-16,44810220000
2019-04-17,44538780000
2019-04-18,43860180000
2019-04-22,45307860000
2019-04-23,45420959999
2019-04-24,45420959999
2019-04-25,45172140000
2019-04-26,45760260000
2019-04-29,44923320000
2019-04-30,44945940000
2019-05-01,44312580000
2019-05-02,43792320000
2019-05-03,44176860000
2019-05-06,43973280000
2019-05-07,44244720000
2019-05-08,44493540000
2019-05-09,44629260000
2019-05-10,44561400000
2019-05-13,44493540000
2019-05-14,45081660000
2019-05-15,45556680000
2019-05-16,46190040000
2019-05-17,45715020000
2019-05-20,45895980000
2019-05-21,46009080000
2019-05-22,46009080000
2019-05-23,45149520000
2019-05-24,45375720000
2019-05-28,44968560000
2019-05-29,45036420000
2019-05-30,45375720000
2019-05-31,45126900000
2019-06-03,45556680000
2019-06-04,46009080000
2019-06-05,46303140000
2019-06-06,47185320000
2019-06-07,47796060000
2019-06-10,47230560000
2019-06-11,47004360000
2019-06-12,46099560000
2019-06-13,46416240000
2019-06-14,46438860000
2019-06-17,46416240000
2019-06-18,47049600000
2019-06-19,47366280000
2019-06-20,47728200000
2019-06-21,48361560000
2019-06-24,47863920000
2019-06-25,46551959999
2019-06-26,46687680000
2019-06-27,46167420000
2019-06-28,47230560000
2019-07-01,47272320000
2019-07-02,47521360000
2019-07-03,47725119999
2019-07-05,47793040000
2019-07-08,47679840000
2019-07-09,48087360000
2019-07-10,47951520000
2019-07-11,48155280000
2019-07-12,48200560000
2019-07-15,48087360000
2019-07-16,47340240000
2019-07-17,46615760000
2019-07-18,46230880000
2019-07-19,46412000000
2019-07-22,47023280000
2019-07-23,46615760000
2019-07-24,46751600000
2019-07-25,46593119999
2019-07-26,47204400000
2019-07-29,47294960000
2019-07-30,46842160000
2019-07-31,46683680000
2019-08-01,47023280000
2019-08-02,45755440000
2019-08-05,44917760000
2019-08-06,45347920000
2019-08-07,45212080000
2019-08-08,46117680000
2019-08-09,46117680000
2019-08-12,46049760000
2019-08-13,46434640000
2019-08-14,44827200000
2019-08-15,45008320000
2019-08-16,45574320000
2019-08-19,46208240000
2019-08-20,45596960000
2019-08-21,46162960000
2019-08-22,45732800000
2019-08-23,44306480000
2019-08-26,45098880000
2019-08-27,45370560000
2019-08-28,45868640000
2019-08-29,46185600000
2019-08-30,45891280000
2019-09-03,45551680000
2019-09-04,46027119999
2019-09-05,46434640000
2019-09-06,46208240000
2019-09-09,46208240000
2019-09-10,45800720000
2019-09-11,46298800000
2019-09-12,46230880000
2019-09-13,46344080000
2019-09-16,46796880000
2019-09-17,46955360000
2019-09-18,46796880000
2019-09-19,46842160000
2019-09-20,47362880000
2019-09-23,47045920000
2019-09-24,46570480000
2019-09-25,46434640000
2019-09-26,46457280000
2019-09-27,46796880000
2019-09-30,46681650000
2019-10-01,45956850000
2019-10-02,45685050000
2019-10-03,46160700000
2019-10-04,46477800000
2019-10-07,45979500000
2019-10-08,45322650000
2019-10-09,45707700000
2019-10-10,45843600000
2019-10-11,45820950000
2019-10-14,45617100000
2019-10-15,45707700000
2019-10-16,45345300000
2019-10-17,45458550000
2019-10-18,45345300000
2019-10-21,45662400000
2019-10-22,46024800000
2019-10-23,46206000000
2019-10-24,46296600000
2019-10-25,46251300000
2019-10-28,45707700000
2019-10-29,45685050000
2019-10-30,45300000000
2019-10-31,45254700000
2019-11-01,46432500000
2019-11-04,46568400000
2019-11-05,46477800000
2019-11-06,45775650000
2019-11-07,45390600000
2019-11-08,45367950000
2019-11-11,45164100000
2019-11-12,45458550000
2019-11-13,46092750000
2019-11-14,45798300000
2019-11-15,46296600000
2019-11-18,45617100000
2019-11-19,45322650000
2019-11-20,45435900000
2019-11-21,45662400000
2019-11-22,45209400000
2019-11-25,45209400000
2019-11-26,44620500000
2019-11-27,44688450000
2019-11-29,44416650000
2019-12-02,43941000000
2019-12-03,43374750000
2019-12-04,43714500000
2019-12-05,44575200000
2019-12-06,44733750000
2019-12-09,45164100000
2019-12-10,45571800000
2019-12-11,45753000000
2019-12-12,45639750000
2019-12-13,45753000000
2019-12-16,46613699999
2019-12-17,46455150000
2019-12-18,46930800000
2019-12-19,47202600000
2019-12-20,47497050000
2019-12-23,48018000000
2019-12-24,47859450000
2019-12-26,48018000000
2019-12-27,47746199999
2019-12-30,47632950000
2019-12-31,47928880000
2020-01-02,47634560000
2020-01-03,47996800000
2020-01-06,48177920000
2020-01-07,48291119999
2020-01-08,47906240000
2020-01-09,48789200000
2020-01-10,48698640000
2020-01-13,48789200000
2020-01-14,48585440000
2020-01-15,48472240000
2020-01-16,48381680000
2020-01-17,48359040000
2020-01-21,47385520000
2020-01-22,47453440000
2020-01-23,49264640000
2020-01-24,48811840000
2020-01-27,48200560000
2020-01-28,48585440000
2020-01-29,47974160000
2020-01-30,48494880000
2020-01-31,47249680000
2020-02-03,47113840000
2020-02-04,47544000000
2020-02-05,48200560000
2020-02-06,48291119999
2020-02-07,47815680000
2020-02-10,48268480000
2020-02-11,48585440000
2020-02-12,49377840000
2020-02-13,49672160000
2020-02-14,49808000000
2020-02-18,49830640000
2020-02-19,50170240000
2020-02-20,50351360000
2020-02-21,50124960000
2020-02-24,49287280000
2020-02-25,47657200000
2020-02-26,46457280000
2020-02-27,44193280000
2020-02-28,43400880000
2020-03-02,45823360000
2020-03-03,44940400000
2020-03-04,45800720000
2020-03-05,44600800000
2020-03-06,43763119999
2020-03-09,36450400000
2020-03-10,36314560000
2020-03-11,35092000000
2020-03-12,31379040000
2020-03-13,33461920000
2020-03-16,28820720000
2020-03-17,28616960000
2020-03-18,22594720000
2020-03-19,25356800000
2020-03-20,27960400000
2020-03-23,24971920000
2020-03-24,29160320000
2020-03-25,31084720000
2020-03-26,32782720000
2020-03-27,31130000000
2020-03-30,30043280000
2020-03-31,31473120000
2020-04-01,28782530000
2020-04-02,30410450000
2020-04-03,30320010000
2020-04-06,31631390000
2020-04-07,32106200000
2020-04-08,33530630000
2020-04-09,34728960000
2020-04-13,33801950000
2020-04-14,34186320000
2020-04-15,32445350000
2020-04-16,31902710000
2020-04-17,33847170000
2020-04-20,33214090000
2020-04-21,32694060000
2020-04-22,33168870000
2020-04-23,32128810000
2020-04-24,33055820000
2020-04-27,33960220000
2020-04-28,34344590000
2020-04-29,35520310000
2020-04-30,34435030000
2020-05-01,32920160000
2020-05-04,33123650000
2020-05-05,33801950000
2020-05-06,33281920000
2020-05-07,33779340000
2020-05-08,34706350000
2020-05-11,34728960000
2020-05-12,33892390000
2020-05-13,33304530000
2020-05-14,33553240000
2020-05-15,33553240000
