,MHK
2009-04-13,2207480250
2009-04-14,2136977780
2009-04-15,2270453330
2009-04-16,2379287240
2009-04-17,2518238710
2009-04-20,2328634980
2009-04-21,2386816630
2009-04-22,2582580770
2009-04-23,2588741180
2009-04-24,3354001000
2009-04-27,3139071140
2009-04-28,3148654000
2009-04-29,3196568300
2009-04-30,3238322190
2009-05-01,3168504210
2009-05-04,3410813670
2009-05-05,3441615720
2009-05-06,3371113250
2009-05-07,3146600530
2009-05-08,3111691540
2009-05-11,3046664990
2009-05-12,2896077190
2009-05-13,2656505690
2009-05-14,2727692650
2009-05-15,2722216730
2009-05-18,2804355530
2009-05-19,2729061630
2009-05-20,2674986920
2009-05-21,2578473830
2009-05-22,2568890970
2009-05-26,2702366520
2009-05-27,2515500750
2009-05-28,2502495440
2009-05-29,2619543230
2009-06-01,2768762050
2009-06-02,2803671040
2009-06-03,2699628560
2009-06-04,2709211420
2009-06-05,2789296750
2009-06-08,2807093490
2009-06-09,2891970250
2009-06-10,2831050640
2009-06-11,2774922460
2009-06-12,2779029400
2009-06-15,2630495070
2009-06-16,2559992600
2009-06-17,2569575460
2009-06-18,2522345650
2009-06-19,2568206480
2009-06-22,2443629300
2009-06-23,2419672150
2009-06-24,2471008900
2009-06-25,2540826880
2009-06-26,2425832560
2009-06-29,2510281520
2009-06-30,2442510080
2009-07-01,2446617440
2009-07-02,2325450320
2009-07-06,2280269360
2009-07-07,2275477440
2009-07-08,2233034720
2009-07-09,2249464160
2009-07-10,2204283200
2009-07-13,2262470800
2009-07-14,2398698240
2009-07-15,2532187440
2009-07-16,2626656720
2009-07-17,2586267680
2009-07-20,2668414880
2009-07-21,2643770720
2009-07-22,2691689920
2009-07-23,2897742480
2009-07-24,2951822720
2009-07-27,3092842080
2009-07-28,3164720880
2009-07-29,3201002560
2009-07-30,3299579200
2009-07-31,3530960480
2009-08-03,3489886880
2009-08-04,3439914000
2009-08-05,3483725840
2009-08-06,3463189040
2009-08-07,3596678240
2009-08-10,3493309680
2009-08-11,3381041840
2009-08-12,3442652240
2009-08-13,3401578640
2009-08-14,3244814400
2009-08-17,3090103840
2009-08-18,3154452480
2009-08-19,3146237760
2009-08-20,3156506160
2009-08-21,3248237200
2009-08-24,3239337920
2009-08-25,3326277040
2009-08-26,3368035200
2009-08-27,3372827120
2009-08-28,3479618480
2009-08-31,3431014720
2009-09-01,3289310800
2009-09-02,3292733600
2009-09-03,3233861440
2009-09-04,3297525520
2009-09-08,3360505040
2009-09-09,3420061760
2009-09-10,3391310240
2009-09-11,3350236640
2009-09-14,3385149200
2009-09-15,3480987600
2009-09-16,3626114320
2009-09-17,3530960480
2009-09-18,3572718640
2009-09-21,3604208400
2009-09-22,3617899600
2009-09-23,3497417040
2009-09-24,3350921200
2009-09-25,3254398240
2009-09-28,3265334300
2009-09-29,3326957300
2009-09-30,3265334300
2009-10-01,3054446700
2009-10-02,2996931900
2009-10-05,3055131400
2009-10-06,3061978400
2009-10-07,3021581100
2009-10-08,3101006300
2009-10-09,3120177900
2009-10-12,3267388400
2009-10-13,3316002100
2009-10-14,3428292900
2009-10-15,3435139900
2009-10-16,3369408700
2009-10-19,3420761200
2009-10-20,3272181300
2009-10-21,3144142400
2009-10-22,3259172000
2009-10-23,3287929400
2009-10-26,3173584500
2009-10-27,3107168600
2009-10-28,3012680000
2009-10-29,3182485600
2009-10-30,2932570100
2009-11-02,2773035000
2009-11-03,2925038400
2009-11-04,2849721400
2009-11-05,2977075600
2009-11-06,3027058700
2009-11-09,3120177900
2009-11-10,3139349500
2009-11-11,3173584500
2009-11-12,3079095900
2009-11-13,3038698600
2009-11-16,3087312300
2009-11-17,3045545600
2009-11-18,2992139000
2009-11-19,2851775500
2009-11-20,2807270000
2009-11-23,2831919200
2009-11-24,2899019800
2009-11-25,2903128000
2009-11-27,2846297900
2009-11-30,2812747600
2009-12-01,2920245500
2009-12-02,2922299600
2009-12-03,2851775500
2009-12-04,2964751000
2009-12-07,2980499100
2009-12-08,3027743400
2009-12-09,3041437400
2009-12-10,3100321600
2009-12-11,3159205800
2009-12-14,3223567600
2009-12-15,3197549000
2009-12-16,3243423900
2009-12-17,3248216800
2009-12-18,3216035900
2009-12-21,3287244700
2009-12-22,3378994500
2009-12-23,3395427300
2009-12-24,3392688500
2009-12-28,3337912500
2009-12-29,3356399400
2009-12-30,3327642000
2009-12-31,3261694800
2010-01-04,3310346130
2010-01-05,3297326760
2010-01-06,3284307390
2010-01-07,3341866710
2010-01-08,3401481720
2010-01-11,3387091890
2010-01-12,3291844920
2010-01-13,3287733540
2010-01-14,3275399400
2010-01-15,3206191170
2010-01-19,3219895770
2010-01-20,3154798920
2010-01-21,3095869140
2010-01-22,3084220230
2010-01-25,3052014420
2010-01-26,2993769870
2010-01-27,2981435730
2010-01-28,2942377620
2010-01-29,2837537430
2010-02-01,2927987790
2010-02-02,3132186330
2010-02-03,3169188750
2010-02-04,3050643960
2010-02-05,3044476890
2010-02-08,2999251710
2010-02-09,3029401830
2010-02-10,3006789240
2010-02-11,3049958730
2010-02-12,3052014420
2010-02-16,3131501100
2010-02-17,3161651220
2010-02-18,3192486570
2010-02-19,3205505940
2010-02-22,3206876400
2010-02-23,3199338870
2010-02-24,3243878820
2010-02-25,3274028940
2010-02-26,3534416340
2010-03-01,3626922390
2010-03-02,3579641520
2010-03-03,3639256530
2010-03-04,3626237160
2010-03-05,3692019240
2010-03-08,3748893330
2010-03-09,3737929650
2010-03-10,3718743210
2010-03-11,3720113670
2010-03-12,3695445390
2010-03-15,3712576140
2010-03-16,3704353380
2010-03-17,3729021660
2010-03-18,3713261370
2010-03-19,3633774690
2010-03-22,3720113670
2010-03-23,3713261370
2010-03-24,3690648780
2010-03-25,3633089460
2010-03-26,3640626990
2010-03-29,3768079770
2010-03-30,3717372750
2010-03-31,3726280740
2010-04-01,3750263790
2010-04-05,3757772150
2010-04-06,3722107950
2010-04-07,3649407850
2010-04-08,3700846600
2010-04-09,3780405200
2010-04-12,3871623250
2010-04-13,3931292200
2010-04-14,4093152800
2010-04-15,4025253650
2010-04-16,3923062000
2010-04-19,4031426300
2010-04-20,4085608450
2010-04-21,4147334950
2010-04-22,4233066200
2010-04-23,4333200300
2010-04-26,4306452150
2010-04-27,4148706650
2010-04-28,4164481200
2010-04-29,4365435250
2010-04-30,4371607900
2010-05-03,4420989100
2010-05-04,4264615300
2010-05-05,4151450050
2010-05-06,4025939500
2010-05-07,3773546700
2010-05-10,4115100000
2010-05-11,4182999150
2010-05-12,4390811700
2010-05-13,4265987000
2010-05-14,4199459550
2010-05-17,4319483300
2010-05-18,4174083100
2010-05-19,4062289550
2010-05-20,3799609000
2010-05-21,3798923150
2010-05-24,3748856100
2010-05-25,3761887250
2010-05-26,3741997600
2010-05-27,3929920500
2010-05-28,3851733600
2010-06-01,3695359800
2010-06-02,3785892000
2010-06-03,3731024000
2010-06-04,3497835000
2010-06-07,3338717800
2010-06-08,3265331850
2010-06-09,3282478100
2010-06-10,3423763200
2010-06-11,3438851900
2010-06-14,3687129600
2010-06-15,3741311750
2010-06-16,3653522950
2010-06-17,3595911550
2010-06-18,3589053050
2010-06-21,3558189800
2010-06-22,3453940600
2010-06-23,3480002900
2010-06-24,3387413150
2010-06-25,3425134900
2010-06-28,3407302800
2010-06-29,3205662900
2010-06-30,3138449600
2010-07-01,3055461750
2010-07-02,3030771150
2010-07-06,3007803050
2010-07-07,3052388500
2010-07-08,3110006620
2010-07-09,3156649860
2010-07-12,3129212660
2010-07-13,3311670040
2010-07-14,3255423780
2010-07-15,3176541830
2010-07-16,3004373400
2010-07-19,3039355830
2010-07-20,3219755420
2010-07-21,3081197560
2010-07-22,3290406210
2010-07-23,3395353500
2010-07-26,3471491730
2010-07-27,3409758030
2010-07-28,3318529340
2010-07-29,3334305730
2010-07-30,3356255490
2010-08-02,3494127420
2010-08-03,3410443960
2010-08-04,3428964070
2010-08-05,3341165030
2010-08-06,3559290770
2010-08-09,3632685280
2010-08-10,3488639980
2010-08-11,3292464000
2010-08-12,3186144850
2010-08-13,3104519180
2010-08-16,3094230230
2010-08-17,3160765440
2010-08-18,3180657410
2010-08-19,3067478960
2010-08-20,3068850820
2010-08-23,3003001540
2010-08-24,2986539220
2010-08-25,3107262900
2010-08-26,3066793030
2010-08-27,3195061940
2010-08-30,3062677450
2010-08-31,3039355830
2010-09-01,3174484040
2010-09-02,3298637370
2010-09-03,3350082120
2010-09-07,3192318220
2010-09-08,3187516710
2010-09-09,3278745400
2010-09-10,3301381090
2010-09-13,3369288160
2010-09-14,3382320830
2010-09-15,3326074570
2010-09-16,3336363520
2010-09-17,3357627350
2010-09-20,3439253020
2010-09-21,3508531950
2010-09-22,3382320830
2010-09-23,3325388640
2010-09-24,3561348560
2010-09-27,3552431470
2010-09-28,3621024470
2010-09-29,3592215410
2010-09-30,3656006900
2010-10-01,3704022000
2010-10-04,3650791310
2010-10-05,3700877340
2010-10-06,3656966300
2010-10-07,3694702350
2010-10-08,3733810620
2010-10-11,3673432940
2010-10-12,3802421620
2010-10-13,3831924350
2010-10-14,3799677180
2010-10-15,3777035550
2010-10-18,3792129970
2010-10-19,3777721660
2010-10-20,3903279790
2010-10-21,3917688100
2010-10-22,3942388060
2010-10-25,3992474090
2010-10-26,3978751890
2010-10-27,3940329730
2010-10-28,3879952050
2010-10-29,3934154740
2010-11-01,3900535350
2010-11-02,4059026760
2010-11-03,4027465700
2010-11-04,4138615520
2010-11-05,3916315880
2010-11-08,3837413230
2010-11-09,3718716200
2010-11-10,3718716200
2010-11-11,3694702350
2010-11-12,3639127440
2010-11-15,3645302430
2010-11-16,3580121980
2010-11-17,3565713670
2010-11-18,3606194160
2010-11-19,3652163530
2010-11-22,3674119050
2010-11-23,3602763610
2010-11-24,3659024630
2010-11-26,3632952450
2010-11-29,3645302430
2010-11-30,3604821940
2010-12-01,3729007850
2010-12-02,3881324270
2010-12-03,3843588220
2010-12-06,3906710340
2010-12-07,3879952050
2010-12-08,3873090950
2010-12-09,3969832460
2010-12-10,3979438000
2010-12-13,3984240770
2010-12-14,4006882400
2010-12-15,4069318410
2010-12-16,4126265540
2010-12-17,4111171120
2010-12-20,4168118250
2010-12-21,4151651610
2010-12-22,4123521100
2010-12-23,4037757350
2010-12-27,4048049000
2010-12-28,4039129570
2010-12-29,4013057390
2010-12-30,3958168590
2010-12-31,3897936240
2011-01-03,3968670460
2011-01-04,3923345620
2011-01-05,3944634560
2011-01-06,3961116320
2011-01-07,3919911920
2011-01-10,3938453900
2011-01-11,3931586500
2011-01-12,3954935660
2011-01-13,3921972140
2011-01-14,4008501380
2011-01-18,3992706360
2011-01-19,3994766580
2011-01-20,4024296400
2011-01-21,3931586500
2011-01-24,3983092000
2011-01-25,4012621820
2011-01-26,4049019040
2011-01-27,4036657720
2011-01-28,3815527440
2011-01-31,3814840700
2011-02-01,3852611400
2011-02-02,3803852860
2011-02-03,3812780480
2011-02-04,3864285980
2011-02-07,4000260500
2011-02-08,4064814060
2011-02-09,4085416260
2011-02-10,4064127320
2011-02-11,4088849960
2011-02-14,4051766000
2011-02-15,3932273240
2011-02-16,3992706360
2011-02-17,4054512960
2011-02-18,4072368200
2011-02-22,3937767160
2011-02-23,3967983720
2011-02-24,3908924080
2011-02-25,4013995300
2011-02-28,3990646140
2011-03-01,3898622980
2011-03-02,3949441740
2011-03-03,3987899180
2011-03-04,3903430160
2011-03-07,3794238500
2011-03-08,3913044520
2011-03-09,4060006880
2011-03-10,3953562180
2011-03-11,3976911340
2011-03-14,3950128480
2011-03-15,3985152220
2011-03-16,3917851700
2011-03-17,3917851700
2011-03-18,3943947820
2011-03-21,4035970980
2011-03-22,3996826800
2011-03-23,3984465480
2011-03-24,4030477060
2011-03-25,4099151060
2011-03-28,4045585340
2011-03-29,4088163220
2011-03-30,4151343300
2011-03-31,4199415100
2011-04-01,4292125000
2011-04-04,4252503840
2011-04-05,4249066640
2011-04-06,4253878720
2011-04-07,4270377280
2011-04-08,4171385920
2011-04-11,4168636160
2011-04-12,4135639040
2011-04-13,4118453040
2011-04-14,4090268000
2011-04-15,4113640960
2011-04-18,4073082000
2011-04-19,4084081040
2011-04-20,4131514400
2011-04-21,4147325520
2011-04-25,4075831760
2011-04-26,4092330320
2011-04-27,4148012960
2011-04-28,4145263200
2011-04-29,4127389760
2011-05-02,4234630400
2011-05-03,4199570960
2011-05-04,4244942000
2011-05-05,4342558480
2011-05-06,4638845120
2011-05-09,4678716640
2011-05-10,4708964000
2011-05-11,4634720480
2011-05-12,4647094400
2011-05-13,4640220000
2011-05-16,4558414640
2011-05-17,4548790480
2011-05-18,4617534480
2011-05-19,4588662000
2011-05-20,4488295760
2011-05-23,4472484640
2011-05-24,4453923760
2011-05-25,4449111680
2011-05-26,4495857600
2011-05-27,4530917040
2011-05-31,4572850880
2011-06-01,4480046480
2011-06-02,4442237280
2011-06-03,4323310160
2011-06-06,4204383040
2011-06-07,4173448240
2011-06-08,4139763680
2011-06-09,4192696560
2011-06-10,4058645760
2011-06-13,4125327440
2011-06-14,4159012000
2011-06-15,4006400320
2011-06-16,3980965040
2011-06-17,3989214320
2011-06-20,4062082960
2011-06-21,4141138560
2011-06-22,4053833680
2011-06-23,4172760800
2011-06-24,4121890240
2011-06-27,4062770400
2011-06-28,4086830800
2011-06-29,4095080080
2011-06-30,4123952560
2011-07-01,4234630400
2011-07-05,4185360330
2011-07-06,4180547200
2011-07-07,3964643940
2011-07-08,3872506880
2011-07-11,3854629540
2011-07-12,3818187270
2011-07-13,3871131700
2011-07-14,3845003280
2011-07-15,3861505440
2011-07-18,3805810650
2011-07-19,3939890700
2011-07-20,3924763720
2011-07-21,3878695190
2011-07-22,3796184390
2011-07-25,3764555250
2011-07-26,3719174310
2011-07-27,3604346780
2011-07-28,3534900190
2011-07-29,3577530770
2011-08-01,3572717640
2011-08-02,3380192440
2011-08-03,3485393710
2011-08-04,3252300700
2011-08-05,3294931280
2011-08-08,3068026580
2011-08-09,3149162200
2011-08-10,2954574230
2011-08-11,3113407520
2011-08-12,3166351950
2011-08-15,3238548900
2011-08-16,3228922640
2011-08-17,3151912560
2011-08-18,2970388800
2011-08-19,2917444370
2011-08-22,2918131960
2011-08-23,3022645640
2011-08-24,3094842590
2011-08-25,3028833950
2011-08-26,3164976770
2011-08-29,3368503410
2011-08-30,3397382190
2011-08-31,3407008450
2011-09-01,3395319420
2011-09-02,3301119590
2011-09-06,3240611670
2011-09-07,3345812940
2011-09-08,3116845470
2011-09-09,2971076390
2011-09-12,3002017940
2011-09-13,3028146360
2011-09-14,3151224970
2011-09-15,3119595830
2011-09-16,3129222090
2011-09-19,3070089350
2011-09-20,2964888080
2011-09-21,2903692570
2011-09-22,2815681050
2011-09-23,2836996340
2011-09-26,2962825310
2011-09-27,3070089350
2011-09-28,3021958050
2011-09-29,3094155000
2011-09-30,2950448690
2011-10-03,2802336750
2011-10-04,3043028250
2011-10-05,3184692390
2011-10-06,3292659720
2011-10-07,3210824610
2011-10-10,3432260790
2011-10-11,3419882370
2011-10-12,3359365650
2011-10-13,3378620970
2011-10-14,3438450000
2011-10-17,3326356530
2011-10-18,3496215960
2011-10-19,3501029790
2011-10-20,3572549550
2011-10-21,3700459890
2011-10-24,3781607310
2011-10-25,3739658220
2011-10-26,3756850470
2011-10-27,3838685580
2011-10-28,3723841350
2011-10-31,3620687850
2011-11-01,3457705320
2011-11-02,3569111100
2011-11-03,3602120220
2011-11-04,3664700010
2011-11-07,3627564750
2011-11-08,3735532080
2011-11-09,3574612620
2011-11-10,3590429490
2011-11-11,3749285880
2011-11-14,3713526000
2011-11-15,3686706090
2011-11-16,3607621740
2011-11-17,3579426450
2011-11-18,3619312470
2011-11-21,3490714440
2011-11-22,3491402130
2011-11-23,3397876290
2011-11-25,3422633130
2011-11-28,3507906690
2011-11-29,3540915810
2011-11-30,3752036640
2011-12-01,3767853510
2011-12-02,3774730410
2011-12-05,3864130110
2011-12-06,3868256250
2011-12-07,3956280570
2011-12-08,3824931780
2011-12-09,3920520690
2011-12-12,3810490290
2011-12-13,3680516880
2011-12-14,3587678730
2011-12-15,3674327670
2011-12-16,3740345910
2011-12-19,3683955330
2011-12-20,3878571600
2011-12-21,3947340600
2011-12-22,4137830730
2011-12-23,4157086050
2011-12-27,4181155200
2011-12-28,4160524500
2011-12-29,4172215230
2011-12-30,4115824650
2012-01-03,4142737920
2012-01-04,4095911760
2012-01-05,4129654140
2012-01-06,4097289000
2012-01-09,4089714180
2012-01-10,4153067220
2012-01-11,4347946680
2012-01-12,4336240140
2012-01-13,4305252240
2012-01-17,4427137980
2012-01-18,4497377220
2012-01-19,4488425160
2012-01-20,4358964600
2012-01-23,4338306000
2012-01-24,4345880820
2012-01-25,4389263880
2012-01-26,4363096320
2012-01-27,4369293900
2012-01-30,4277018820
2012-01-31,4211599920
2012-02-01,4362407700
2012-02-02,4365850800
2012-02-03,4585520580
2012-02-06,4527676500
2012-02-07,4557975780
2012-02-08,4546269240
2012-02-09,4562107500
2012-02-10,4507017900
2012-02-13,4609622280
2012-02-14,4595849880
2012-02-15,4576568520
2012-02-16,4511149620
2012-02-17,4599292980
2012-02-21,4554532680
2012-02-22,4482916200
2012-02-23,4407856620
2012-02-24,4297677420
2012-02-27,4375491480
2012-02-28,4298366040
2012-02-29,4373425620
2012-03-01,4326599460
2012-03-02,4288725360
2012-03-05,4307318100
2012-03-06,4120013460
2012-03-07,4191629940
2012-03-08,4308006720
2012-03-09,4351389780
2012-03-12,4412676960
2012-03-13,4584143340
2012-03-14,4538005800
2012-03-15,4628903640
2012-03-16,4529053740
2012-03-19,4575191280
2012-03-20,4553844060
2012-03-21,4520790300
2012-03-22,4528365120
2012-03-23,4480161720
2012-03-26,4560041640
2012-03-27,4622017440
2012-03-28,4603424700
2012-03-29,4566239220
2012-03-30,4580011620
2012-04-02,4579847760
2012-04-03,4630206080
2012-04-04,4594334400
2012-04-05,4595024240
2012-04-09,4368756720
2012-04-10,4173532000
2012-04-11,4288735280
2012-04-12,4354270080
2012-04-13,4322537440
2012-04-16,4335644400
2012-04-17,4394280800
2012-04-18,4361858320
2012-04-19,4328056160
2012-04-20,4372205920
2012-04-23,4239066800
2012-04-24,4309430480
2012-04-25,4454986720
2012-04-26,4624687360
2012-04-27,4694361200
2012-04-30,4623307680
2012-05-01,4691601840
2012-05-02,4820601920
2012-05-03,4725404000
2012-05-04,5071703680
2012-05-07,5082741120
2012-05-08,5005479040
2012-05-09,4963398800
2012-05-10,5084810640
2012-05-11,5144136880
2012-05-14,4995821280
2012-05-15,4976505760
2012-05-16,4886826560
2012-05-17,4686083120
2012-05-18,4657799680
2012-05-21,4699879920
2012-05-22,4717125920
2012-05-23,4828190160
2012-05-24,4831639360
2012-05-25,4805425440
2012-05-29,4828880000
2012-05-30,4698500240
2012-05-31,4697810400
2012-06-01,4446018800
2012-06-04,4341163120
2012-06-05,4492927920
2012-06-06,4602612480
2012-06-07,4630895920
2012-06-08,4721954800
2012-06-11,4561911920
2012-06-12,4628136560
2012-06-13,4506724720
2012-06-14,4574329040
2012-06-15,4684703440
2012-06-18,4735061760
2012-06-19,4741270320
2012-06-20,4684013600
2012-06-21,4506034880
2012-06-22,4446708640
2012-06-25,4408767440
2012-06-26,4568810320
2012-06-27,4540526880
2012-06-28,4617099120
2012-06-29,4817152720
2012-07-02,4834150500
2012-07-03,4828629700
2012-07-05,4825869300
2012-07-06,4824489100
2012-07-09,4814137600
2012-07-10,4689919600
2012-07-11,4652654200
2012-07-12,4761690000
2012-07-13,4820348500
2012-07-16,4751338500
2012-07-17,4783083100
2012-07-18,4931454600
2012-07-19,5006675500
2012-07-20,5006675500
2012-07-23,4919032800
2012-07-24,4802405900
2012-07-25,4734776100
2012-07-26,4875556500
2012-07-27,4937665500
2012-07-30,4727875100
2012-07-31,4584334300
2012-08-01,4538787700
2012-08-02,4556040200
2012-08-03,4819658400
2012-08-06,4937665500
2012-08-07,4969410100
2012-08-08,4917652600
2012-08-09,4997704200
2012-08-10,4963889300
2012-08-13,5010126000
2012-08-14,5032899300
2012-08-15,5020477500
2012-08-16,5119161800
2012-08-17,5179200500
2012-08-20,5037039900
2012-08-21,5033589400
2012-08-22,4983212100
2012-08-23,4968029900
2012-08-24,5025998300
2012-08-27,4961819000
2012-08-28,4964579400
2012-08-29,4994253700
2012-08-30,4972170500
2012-08-31,4972170500
2012-09-04,5017027000
2012-09-05,5056362700
2012-09-06,5121232100
2012-09-07,5122612300
2012-09-10,5081896400
2012-09-11,5090177600
2012-09-12,5141245000
2012-09-13,5355176000
2012-09-14,5446269200
2012-09-17,5393131500
2012-09-18,5375188900
2012-09-19,5440058300
2012-09-20,5492505900
2012-09-21,5699535900
2012-09-24,5600851600
2012-09-25,5546333700
2012-09-26,5405553300
2012-09-27,5488365300
2012-09-28,5522180200
2012-10-01,5433630800
2012-10-02,5491670600
2012-10-03,5583566950
2012-10-04,5558692750
2012-10-05,5663717150
2012-10-08,5665790000
2012-10-09,5467487350
2012-10-10,5431557950
2012-10-11,5410138500
2012-10-12,5404610900
2012-10-15,5567675100
2012-10-16,5566984150
2012-10-17,5642988650
2012-10-18,5694809900
2012-10-19,5628478700
2012-10-22,5617423500
2012-10-23,5555928950
2012-10-24,5631242500
2012-10-25,5596004050
2012-10-26,5546255650
2012-10-31,5767359650
2012-11-01,5866165500
2012-11-02,5994682200
2012-11-05,6141854550
2012-11-06,6066541000
2012-11-07,5926969100
2012-11-08,5925587200
2012-11-09,5840600350
2012-11-12,5791542900
2012-11-13,5799143350
2012-11-14,5705174150
2012-11-15,5546255650
2012-11-16,5615350650
2012-11-19,5754231600
2012-11-20,5917295800
2012-11-21,5932496700
2012-11-23,6018174500
2012-11-26,5875838800
2012-11-27,5867547400
2012-11-28,5873765950
2012-11-29,5938715250
2012-11-30,5941479050
2012-12-03,5929041950
2012-12-04,5933187650
2012-12-05,5730739300
2012-12-06,5761141100
2012-12-07,5723829800
2012-12-10,5672008550
2012-12-11,5634697250
2012-12-12,5646443400
2012-12-13,5629169650
2012-12-14,5631242500
2012-12-17,5663026200
2012-12-18,5878602600
2012-12-19,5822635650
2012-12-20,6014028800
2012-12-21,6307682550
2012-12-24,6221313800
2012-12-26,6192984850
2012-12-27,6206112900
2012-12-28,6179856800
2012-12-31,6276356250
2013-01-02,6463668750
2013-01-03,6470606250
2013-01-04,6487950000
2013-01-07,6433837500
2013-01-08,6472687500
2013-01-09,6558018750
2013-01-10,6551081250
2013-01-11,6537206250
2013-01-14,6526800000
2013-01-15,6532350000
2013-01-16,6493500000
2013-01-17,6721050000
2013-01-18,6680812500
2013-01-22,6739781250
2013-01-23,6856331250
2013-01-24,6986062500
2013-01-25,7108856250
2013-01-28,7129668750
2013-01-29,7253850000
2013-01-30,7075556250
2013-01-31,7052662500
2013-02-01,7105387500
2013-02-04,7094981250
2013-02-05,7156031250
2013-02-06,7125506250
2013-02-07,7058212500
2013-02-08,7153256250
2013-02-11,7273275000
2013-02-12,7380112500
2013-02-13,7462668750
2013-02-14,7426593750
2013-02-15,7478625000
2013-02-19,7546612500
2013-02-20,7180312500
2013-02-21,7090818750
2013-02-22,7405087500
2013-02-25,7041562500
2013-02-26,7257318750
2013-02-27,7364156250
2013-02-28,7355137500
2013-03-01,7383581250
2013-03-04,7495968750
2013-03-05,7648593750
2013-03-06,7725600000
2013-03-07,7767225000
2013-03-08,7790812500
2013-03-11,7823418750
2013-03-12,7803993750
2013-03-13,7810931250
2013-03-14,7875450000
2013-03-15,7882387500
2013-03-18,7905975000
2013-03-19,7814400000
2013-03-20,7949681250
2013-03-21,7720743750
2013-03-22,7659693750
2013-03-25,7694381250
2013-03-26,7839375000
2013-03-27,7804687500
2013-03-28,7847700000
2013-04-01,8134090040
2013-04-02,8060235919
2013-04-03,7907459260
2013-04-04,7872704380
2013-04-05,8112368240
2013-04-08,8197083260
2013-04-09,8218081000
2013-04-10,8270937380
2013-04-11,8444711780
2013-04-12,8418645620
2013-04-15,7937869780
2013-04-16,8223873480
2013-04-17,8023308860
2013-04-18,7861843480
2013-04-19,8070372760
2013-04-22,8161604320
2013-04-23,8326690000
2013-04-24,8252835880
2013-04-25,8236182500
2013-04-26,8207944160
2013-04-29,8135538160
2013-04-30,8028377280
2013-05-01,7831432960
2013-05-02,7858947240
2013-05-03,8362893000
2013-05-06,8326690000
2013-05-07,8342619320
2013-05-08,8478742600
2013-05-09,8519289960
2013-05-10,8546804240
2013-05-13,8589523780
2013-05-14,8654689180
2013-05-15,8646724520
2013-05-16,8460641100
2013-05-17,8536667400
2013-05-20,8369409540
2013-05-21,8372305780
2013-05-22,8249215580
2013-05-23,8272385500
2013-05-24,8270937380
2013-05-28,8444711780
2013-05-29,8228217840
2013-05-30,8207220100
2013-05-31,8049375020
2013-06-03,7866187840
2013-06-04,7747442000
2013-06-05,7680828480
2013-06-06,7953799100
2013-06-07,8083405840
2013-06-10,7990726160
2013-06-11,7763371320
2013-06-12,7707618700
2013-06-13,8048650960
2013-06-14,8042858480
2013-06-17,8198531380
2013-06-18,8305692260
2013-06-19,8299899780
2013-06-20,7956695340
2013-06-21,7888633700
2013-06-24,7701102160
2013-06-25,7981313380
2013-06-26,7973348720
2013-06-27,8230390020
2013-06-28,8144950940
2013-07-01,8135657500
2013-07-02,8026795000
2013-07-03,8097918500
2013-07-05,8097918500
2013-07-08,7912852250
2013-07-09,8231456500
2013-07-10,8184282750
2013-07-11,8452084500
2013-07-12,8493452250
2013-07-15,8529014000
2013-07-16,8494178000
2013-07-17,8537723000
2013-07-18,8534820000
2013-07-19,8546432000
2013-07-22,8403459250
2013-07-23,8509418750
2013-07-24,8454987500
2013-07-25,8347576500
2013-07-26,8304031500
2013-07-29,8317095000
2013-07-30,8531917000
2013-07-31,8635699250
2013-08-01,8802621750
2013-08-02,9432572750
2013-08-05,9432572750
2013-08-06,9279439500
2013-08-07,9174931500
2013-08-08,9323710250
2013-08-09,9289600000
2013-08-12,9338951000
2013-08-13,9248232250
2013-08-14,9024701250
2013-08-15,8860681750
2013-08-16,8851247000
2013-08-19,8679244250
2013-08-20,9005106000
2013-08-21,8941240000
2013-08-22,9095824750
2013-08-23,8930353750
2013-08-26,9020346750
2013-08-27,8719886250
2013-08-28,8588525500
2013-08-29,8714080250
2013-08-30,8526836750
2013-09-03,8537723000
2013-09-04,8569656000
2013-09-05,8505064250
2013-09-06,8809153500
2013-09-09,9070423500
2013-09-10,9129935000
2013-09-11,9259844250
2013-09-12,9207590250
2013-09-13,9267101750
2013-09-16,9354917500
2013-09-17,9434750000
2013-09-18,9656829500
2013-09-19,9690214000
2013-09-20,9467408750
2013-09-23,9275810750
2013-09-24,9385399000
2013-09-25,9376690000
2013-09-26,9401365500
2013-09-27,9441281750
2013-09-30,9463183500
2013-10-01,9693496680
2013-10-02,9720378660
2013-10-03,9508228980
2013-10-04,9495877800
2013-10-07,9256846140
2013-10-08,9081750000
2013-10-09,9115170840
2013-10-10,9363647520
2013-10-11,9441387300
2013-10-14,9370912920
2013-10-15,9144232440
2013-10-16,9179106360
2013-10-17,9078843840
2013-10-18,9029439120
2013-10-21,9082476540
2013-10-22,9273556560
2013-10-23,9318602040
2013-10-24,9570711420
2013-10-25,9574344120
2013-10-28,9609944580
2013-10-29,9741448320
2013-10-30,9657169680
2013-10-31,9620842680
2013-11-01,9994284240
2013-11-04,10000096559
2013-11-05,9866413200
2013-11-06,9820641180
2013-11-07,9708027480
2013-11-08,9757432200
2013-11-11,9823547340
2013-11-12,9936161040
2013-11-13,10142498400
2013-11-14,10350288840
2013-11-15,10511580720
2013-11-18,10242760920
2013-11-19,10153396500
2013-11-20,10125787980
2013-11-21,10431661320
2013-11-22,10340117280
2013-11-25,10259471340
