,INCY
2009-12-11,952447180
2009-12-14,960760310
2009-12-15,957197540
2009-12-16,945321640
2009-12-17,961947900
2009-12-18,1008263910
2009-12-21,1036766070
2009-12-22,1074768950
2009-12-23,1094957980
2009-12-24,1100895930
2009-12-28,1116334600
2009-12-29,1102083520
2009-12-30,1103271110
2009-12-31,1090712970
2010-01-04,1137406500
2010-01-05,1229596290
2010-01-06,1316997000
2010-01-07,1295446140
2010-01-08,1309813380
2010-01-11,1327772430
2010-01-12,1240371720
2010-01-13,1236779910
2010-01-14,1216426320
2010-01-15,1180508220
2010-01-19,1199664540
2010-01-20,1174521870
2010-01-21,1126631070
2010-01-22,1133814690
2010-01-25,1172127330
2010-01-26,1231990830
2010-01-27,1204453620
2010-01-28,1241568990
2010-01-29,1278684360
2010-02-01,1272698010
2010-02-02,1308616110
2010-02-03,1271500740
2010-02-04,1198467270
2010-02-05,1220018130
2010-02-08,1192480920
2010-02-09,1230793560
2010-02-10,1251147150
2010-02-11,1276289820
2010-02-12,1327772430
2010-02-16,1340942400
2010-02-17,1324180620
2010-02-18,1283473440
2010-02-19,1300235220
2010-02-22,1282276170
2010-02-23,1261922580
2010-02-24,1258330770
2010-02-25,1266711660
2010-02-26,1276289820
2010-03-01,1376860500
2010-03-02,1369676880
2010-03-03,1368479610
2010-03-04,1357704180
2010-03-05,1388833200
2010-03-08,1435526730
2010-03-09,1507362930
2010-03-10,1487009340
2010-03-11,1564831890
2010-03-12,1556451000
2010-03-15,1554056460
2010-03-16,1555253730
2010-03-17,1601947260
2010-03-18,1569620970
2010-03-19,1515743820
2010-03-22,1579199130
2010-03-23,1694137050
2010-03-24,1689347970
2010-03-25,1666599840
2010-03-26,1684558890
2010-03-29,1683361620
2010-03-30,1677375270
2010-03-31,1694305900
2010-04-01,1739309000
2010-04-05,1775798000
2010-04-06,1768500200
2010-04-07,1730794900
2010-04-08,1774581700
2010-04-09,1781879500
2010-04-12,1797691400
2010-04-13,1722280800
2010-04-14,1752688300
2010-04-15,1728362300
2010-04-16,1684575500
2010-04-19,1669979900
2010-04-20,1701603700
2010-04-21,1663898400
2010-04-22,1665114700
2010-04-23,1718631900
2010-04-26,1697954800
2010-04-27,1612813800
2010-04-28,1609164900
2010-04-29,1663898400
2010-04-30,1634707200
2010-05-03,1673628800
2010-05-04,1589704100
2010-05-05,1588487800
2010-05-06,1476588200
2010-05-07,1409691700
2010-05-10,1593353000
2010-05-11,1614030100
2010-05-12,1725929700
2010-05-13,1689440700
2010-05-14,1640788700
2010-05-17,1657816900
2010-05-18,1622544200
2010-05-19,1573892200
2010-05-20,1459560000
2010-05-21,1515509800
2010-05-24,1508212000
2010-05-25,1527672800
2010-05-26,1506387550
2010-05-27,1595785600
2010-05-28,1567810700
2010-06-01,1538619500
2010-06-02,1615246400
2010-06-03,1622544200
2010-06-04,1569027000
2010-06-07,1459560000
2010-06-08,1437666600
2010-06-09,1442531800
2010-06-10,1543484700
2010-06-11,1567810700
2010-06-14,1587271500
2010-06-15,1622544200
2010-06-16,1614030100
2010-06-17,1611597500
2010-06-18,1601380580
2010-06-21,1567810700
2010-06-22,1466857800
2010-06-23,1444964400
2010-06-24,1418205800
2010-06-25,1485102300
2010-06-28,1437666600
2010-06-29,1367121200
2010-06-30,1352632230
2010-07-01,1290315840
2010-07-02,1309866080
2010-07-06,1314753640
2010-07-07,1377070030
2010-07-08,1412504840
2010-07-09,1469933670
2010-07-12,1429611300
2010-07-13,1498037140
2010-07-14,1512699820
2010-07-15,1517587380
2010-07-16,1472377450
2010-07-19,1461380440
2010-07-20,1485818240
2010-07-21,1467489890
2010-07-22,1485818240
2010-07-23,1544468960
2010-07-26,1609229130
2010-07-27,1604341570
2010-07-28,1562797310
2010-07-29,1579903770
2010-07-30,1590900780
2010-08-02,1615338580
2010-08-03,1632445040
2010-08-04,1671545520
2010-08-05,1678876860
2010-08-06,1705758440
2010-08-09,1727752460
2010-08-10,1671545520
2010-08-11,1603119680
2010-08-12,1590900780
2010-08-13,1586013220
2010-08-16,1576238100
2010-08-17,1593344560
2010-08-18,1583569440
2010-08-19,1532250060
2010-08-20,1493149580
2010-08-23,1466268000
2010-08-24,1450383430
2010-08-25,1483374460
2010-08-26,1445495870
2010-08-27,1542025180
2010-08-30,1510256040
2010-08-31,1528584390
2010-09-01,1576238100
2010-09-02,1619004250
2010-09-03,1655660950
2010-09-07,1588457000
2010-09-08,1662992290
2010-09-09,1676433080
2010-09-10,1717977340
2010-09-13,1700870880
2010-09-14,1698427100
2010-09-15,1713700725
2010-09-16,1714311670
2010-09-17,1763187270
2010-09-20,1825442565
2010-09-21,1820616100
2010-09-22,1775406170
2010-09-23,1815728540
2010-09-24,1846275790
2010-09-27,1885376270
2010-09-28,1945248880
2010-09-29,1936695650
2010-09-30,1966226340
2010-10-01,1941633140
2010-10-04,1960078040
2010-10-05,2064599140
2010-10-06,2031398320
2010-10-07,2030168660
2010-10-08,2060910160
2010-10-11,2076895740
2010-10-12,2111326220
2010-10-13,2068288120
2010-10-14,2085503360
2010-10-15,2085503360
2010-10-18,2103948260
2010-10-19,2086733019
2010-10-20,2094110980
2010-10-21,2043694920
2010-10-22,2083044040
2010-10-25,2054761860
2010-10-26,2062139820
2010-10-27,2085503360
2010-10-28,2041235600
2010-10-29,2048613560
2010-11-01,2047383899
2010-11-02,1957618720
2010-11-03,1993278860
2010-11-04,1983441579
2010-11-05,1982211920
2010-11-08,1967456000
2010-11-09,1977293279
2010-11-10,2003116140
2010-11-11,2010494100
2010-11-12,1976063620
2010-11-15,1982211920
2010-11-16,1937944160
2010-11-17,1931795860
2010-11-18,1887528100
2010-11-19,1893676400
2010-11-22,1877690820
2010-11-23,1842030680
2010-11-24,1876461160
2010-11-26,1854327280
2010-11-29,1843260340
2010-11-30,1784236660
2010-12-01,1854327280
2010-12-02,1952700080
2010-12-03,1924417900
2010-12-06,1955774230
2010-12-07,1973604300
2010-12-08,1941633140
2010-12-09,1930566200
2010-12-10,1907202660
2010-12-13,1874001840
2010-12-14,1870312860
2010-12-15,1869083200
2010-12-16,1889987420
2010-12-17,1846949320
2010-12-20,1866623880
2010-12-21,2020331380
2010-12-22,2091651660
2010-12-23,2091036829
2010-12-27,2068288120
2010-12-28,2064599140
2010-12-29,2059680500
2010-12-30,2062139820
2010-12-31,2044613519
2011-01-03,2039674840
2011-01-04,2043070182
2011-01-05,2021154790
2011-01-06,2022389459
2011-01-07,2018685450
2011-01-10,1932258550
2011-01-11,1934727890
2011-01-12,1971767990
2011-01-13,1970533320
2011-01-14,1986584030
2011-01-18,1922381190
2011-01-19,1881637080
2011-01-20,1881637080
2011-01-21,1818668910
2011-01-24,1780394140
2011-01-25,1817434240
2011-01-26,1863117030
2011-01-27,1887810430
2011-01-28,1807556880
2011-01-31,1819903580
2011-02-01,1796444850
2011-02-02,1823607590
2011-02-03,1829780940
2011-02-04,1847066320
2011-02-07,1819903580
2011-02-08,1844596980
2011-02-09,1810026220
2011-02-10,1812495560
2011-02-11,1813730230
2011-02-14,1801383530
2011-02-15,1798914190
2011-02-16,1811260890
2011-02-17,1758170080
2011-02-18,1744588710
2011-02-22,1695201910
2011-02-23,1661865820
2011-02-24,1669273840
2011-02-25,1717425970
2011-02-28,1689028560
2011-03-01,1668039170
2011-03-02,1680385870
2011-03-03,1721129980
2011-03-04,1732242010
2011-03-07,1707548610
2011-03-08,1750762060
2011-03-09,1670508510
2011-03-10,1666804500
2011-03-11,1665569830
2011-03-14,1650753790
2011-03-15,1713721960
2011-03-16,1733476680
2011-03-17,1735946020
2011-03-18,1764343430
2011-03-21,1731007340
2011-03-22,1729772670
2011-03-23,1742119370
2011-03-24,1823607590
2011-03-25,1793975510
2011-03-28,1808791550
2011-03-29,1833484950
2011-03-30,1881637080
2011-03-31,1986480500
2011-04-01,1986480500
2011-04-04,2021572899
2011-04-05,2061678500
2011-04-06,2057918600
2011-04-07,2062931800
2011-04-08,2159435900
2011-04-11,2184501900
2011-04-12,2189515100
2011-04-13,2194528300
2011-04-14,2199541500
2011-04-15,2253433400
2011-04-18,2213327800
2011-04-19,2149409500
2011-04-20,2186883170
2011-04-21,2220847600
2011-04-25,2166955700
2011-04-26,2220847600
2011-04-27,2284765900
2011-04-28,2344924300
2011-04-29,2316098400
2011-05-02,2288525800
2011-05-03,2560491900
2011-05-04,2425135500
2011-05-05,2388789800
2011-05-06,2481534000
2011-05-09,2532919300
2011-05-10,2601850800
2011-05-11,2506600000
2011-05-12,2569265000
2011-05-13,2477147450
2011-05-16,2467747700
2011-05-17,2421375600
2011-05-18,2420122300
2011-05-19,2374376850
2011-05-20,2377510100
2011-05-23,2278499400
2011-05-24,2235887200
2011-05-25,2254686700
2011-05-26,2190768400
2011-05-27,2245913600
2011-05-31,2222100900
2011-06-01,2123090200
2011-06-02,2112437150
2011-06-03,2069198300
2011-06-06,2118076999
2011-06-07,2130610000
2011-06-08,2156929300
2011-06-09,2275992800
2011-06-10,2202048100
2011-06-13,2187008500
2011-06-14,2204554700
2011-06-15,2225860800
2011-06-16,2231500650
2011-06-17,2247166900
2011-06-20,2287272500
2011-06-21,2344924300
2011-06-22,2304818700
2011-06-23,2313591800
2011-06-24,2302312100
2011-06-27,2328631400
2011-06-28,2364977100
2011-06-29,2393803000
2011-06-30,2391364400
2011-07-01,2431767600
2011-07-05,2457019600
2011-07-06,2459544800
2011-07-07,2502473200
2011-07-08,2502473200
2011-07-11,2469645600
2011-07-12,2465857800
2011-07-13,2472170800
2011-07-14,2537826000
2011-07-15,2534038200
2011-07-18,2454494400
2011-07-19,2489847200
2011-07-20,2453231800
2011-07-21,2469645600
2011-07-22,2478483800
2011-07-25,2342123000
2011-07-26,2310558000
2011-07-27,2201974400
2011-07-28,2199449200
2011-07-29,2201974400
2011-08-01,2095916000
2011-08-02,2050462399
2011-08-03,2016372200
2011-08-04,1840870800
2011-08-05,1805518000
2011-08-08,1664106800
2011-08-09,1767640000
2011-08-10,1666632000
2011-08-11,1733549800
2011-08-12,1872435800
2011-08-15,1982282000
2011-08-16,1981019400
2011-08-17,1964605600
2011-08-18,1852234200
2011-08-19,1828244800
2011-08-22,1746175800
2011-08-23,1843396000
2011-08-24,1871173200
2011-08-25,1813093600
2011-08-26,1853496800
2011-08-29,1933040600
2011-08-30,1967130800
2011-08-31,2028998200
2011-09-01,1904000800
2011-09-02,1848446400
2011-09-06,1845921200
2011-09-07,1960817800
2011-09-08,1962080400
2011-09-09,1931778000
2011-09-12,1921677200
2011-09-13,1925465000
2011-09-14,1902738200
2011-09-15,1887587000
2011-09-16,1850971600
2011-09-19,1832032600
2011-09-20,1799205000
2011-09-21,1742388000
2011-09-22,1674207600
2011-09-23,1744913200
2011-09-26,1821931800
2011-09-27,1882536600
2011-09-28,1780266000
2011-09-29,1787841600
2011-09-30,1765682270
2011-10-03,1706278500
2011-10-04,1831405590
2011-10-05,1917351470
2011-10-06,2022256000
2011-10-07,1978019150
2011-10-10,2058909390
2011-10-11,2060173300
2011-10-12,2031103370
2011-10-13,1893337180
2011-10-14,1861739430
2011-10-17,1772001820
2011-10-18,1794752200
2011-10-19,1734084520
2011-10-20,1711334140
2011-10-21,1782113100
2011-10-24,1854155970
2011-10-25,1801071750
2011-10-26,1821294310
2011-10-27,1857947700
2011-10-28,1837725140
2011-10-31,1740404070
2011-11-01,1705014590
2011-11-02,1697431130
2011-11-03,1699958950
2011-11-04,1683528120
2011-11-07,1669625110
2011-11-08,1703750680
2011-11-09,1617804800
2011-11-10,1616540890
2011-11-11,1584943140
2011-11-14,1601373970
2011-11-15,1592526600
2011-11-16,1635499540
2011-11-17,1584943140
2011-11-18,1543234110
2011-11-21,1526803280
2011-11-22,1553345390
2011-11-23,1491413800
2011-11-25,1488885980
2011-11-28,1535650650
2011-11-29,1562192760
2011-11-30,1740404070
2011-12-01,1825086040
2011-12-02,1799807840
2011-12-05,1764418360
2011-12-06,1706278500
2011-12-07,1681000300
2011-12-08,1693639400
2011-12-09,1718917600
2011-12-12,1807391300
2011-12-13,1721445420
2011-12-14,1668361200
2011-12-15,1696167220
2011-12-16,1740404070
2011-12-19,1744195800
2011-12-20,1822558220
2011-12-21,1878170260
2011-12-22,1868058980
2011-12-23,1873114620
2011-12-27,1913559740
2011-12-28,1904712370
2011-12-29,1894601090
2011-12-30,1897128910
2012-01-03,1906772970
2012-01-04,1880060340
2012-01-05,1965286350
2012-01-06,2073408900
2012-01-09,2070228824
2012-01-10,2042880179
2012-01-11,2056872510
2012-01-12,2088673260
2012-01-13,2145914610
2012-01-17,2156090850
2012-01-18,2234956710
2012-01-19,2262941370
2012-01-20,2198067840
2012-01-23,2218420320
2012-01-24,2326542870
2012-01-25,2360887680
2012-01-26,2315094600
2012-01-27,2279477760
2012-01-30,2229868590
2012-01-31,2251493100
2012-02-01,2288381970
2012-02-02,2298558210
2012-02-03,2246404980
2012-02-06,2289654000
2012-02-07,2284565880
2012-02-08,2215876260
2012-02-09,2190435660
2012-02-10,2157362880
2012-02-13,2329086930
2012-02-14,2323998810
2012-02-15,2195523780
2012-02-16,2292198060
2012-02-17,2234956710
2012-02-21,2151002730
2012-02-22,2158634910
2012-02-23,2186619570
2012-02-24,2154818820
2012-02-27,2124290100
2012-02-28,2139554460
2012-02-29,2157362880
2012-03-01,2255309190
2012-03-02,2230504605
2012-03-05,2222236410
2012-03-06,2129378219
2012-03-07,2078497020
2012-03-08,2168811150
2012-03-09,2182803480
2012-03-12,2106481679
2012-03-13,2137010400
2012-03-14,2105209650
2012-03-15,2220964380
2012-03-16,2299830240
2012-03-19,2360887680
2012-03-20,2311278510
2012-03-21,2357071590
2012-03-22,2486818650
2012-03-23,2518619400
2012-03-26,2536427820
2012-03-27,2499538950
2012-03-28,2484274590
2012-03-29,2527523610
2012-03-30,2455017900
2012-04-02,2549589520
2012-04-03,2509530080
2012-04-04,2452671520
2012-04-05,2531498160
2012-04-09,2451379280
2012-04-10,2287264800
2012-04-11,2327324240
2012-04-12,2340246640
2012-04-13,2280803600
2012-04-16,2242036400
2012-04-17,2322155280
2012-04-18,2304063920
2012-04-19,2439749120
2012-04-20,2510822320
2012-04-23,2398397440
2012-04-24,2425534480
2012-04-25,2506945600
2012-04-26,2833882320
2012-04-27,2964398560
2012-04-30,2928215840
2012-05-01,2919170160
2012-05-02,2970859760
2012-05-03,2911416720
2012-05-04,2892033120
2012-05-07,2904955520
2012-05-08,2919170160
2012-05-09,2893325360
2012-05-10,2974736480
2012-05-11,3016088160
2012-05-14,2974736480
2012-05-15,2939846000
2012-05-16,3062608800
2012-05-17,2851973680
2012-05-18,2810622000
2012-05-21,3003165760
2012-05-22,2951476160
2012-05-23,2916585680
2012-05-24,2928215840
2012-05-25,2895909840
2012-05-29,2892033120
2012-05-30,2849389200
2012-05-31,2753763440
2012-06-01,2651676480
2012-06-04,2691735920
2012-06-05,2809329760
2012-06-06,2999289040
2012-06-07,2997996800
2012-06-08,2943722720
2012-06-11,2844220240
2012-06-12,2840343520
2012-06-13,2770562560
2012-06-14,2841635760
2012-06-15,2926923600
2012-06-18,2955352880
2012-06-19,3044517440
2012-06-20,2973444240
2012-06-21,2945014960
2012-06-22,3016088160
2012-06-25,2942430480
2012-06-26,2921754640
2012-06-27,2991535600
2012-06-28,2888156400
2012-06-29,2933384800
2012-07-02,3250338840
2012-07-03,3225477150
2012-07-05,3290902650
2012-07-06,3313147320
2012-07-09,3381189840
2012-07-10,3362870700
2012-07-11,3191455890
2012-07-12,3349785600
2012-07-13,3332774970
2012-07-16,3334083480
2012-07-17,3336700500
2012-07-18,3323615400
2012-07-19,3285014355
2012-07-20,3212392050
2012-07-23,3157434630
2012-07-24,3127993155
2012-07-25,3152200590
2012-07-26,3255572880
2012-07-27,3349785600
2012-07-30,3339317520
2012-07-31,3269966490
2012-08-01,3260806920
2012-08-02,2560754070
2012-08-03,2418126480
2012-08-06,2394573300
2012-08-07,2374945650
2012-08-08,2302977600
2012-08-09,2325222270
2012-08-10,2382796710
2012-08-13,2380179690
2012-08-14,2388030750
2012-08-15,2420743500
2012-08-16,2456073270
2012-08-17,2478317940
2012-08-20,2457381780
2012-08-21,2525424300
2012-08-22,2530658340
2012-08-23,2603934900
2012-08-24,2622254040
2012-08-27,2654966790
2012-08-28,2645807220
2012-08-29,2643190200
2012-08-30,2606551920
2012-08-31,2618328510
2012-09-04,2618328510
2012-09-05,2539817910
2012-09-06,2565988110
2012-09-07,2398498830
2012-09-10,2340924390
2012-09-11,2346158430
2012-09-12,2377562670
2012-09-13,2274190380
2012-09-14,2339615880
2012-09-17,2351392470
2012-09-18,2393264790
2012-09-19,2479626450
2012-09-20,2516264730
2012-09-21,2610477450
2012-09-24,2435137110
2012-09-25,2318679720
2012-09-26,2323913760
2012-09-27,2325222270
2012-09-28,2361860550
2012-10-01,2357626900
2012-10-02,2419531070
2012-10-03,2387920430
2012-10-04,2377383550
2012-10-05,2418213960
2012-10-08,2431385060
2012-10-09,2386603320
2012-10-10,2273331860
2012-10-11,2256209430
2012-10-12,2206159250
2012-10-15,2256209430
2012-10-16,2320747820
2012-10-17,2377383550
2012-10-18,2339187360
2012-10-19,2268063420
2012-10-22,2189036820
2012-10-23,2129766870
2012-10-24,2153474850
2012-10-25,2166645950
2012-10-26,2131083980
2012-10-31,2102107560
2012-11-01,2319430710
2012-11-02,2244408124
2012-11-05,2304942500
2012-11-06,2332601810
2012-11-07,2225915900
2012-11-08,2173231500
2012-11-09,2219330350
2012-11-12,2211427690
2012-11-13,2231184340
2012-11-14,2190353930
2012-11-15,2142937970
2012-11-16,2232501450
2012-11-19,2314162270
2012-11-20,2345772910
2012-11-21,2369480890
2012-11-23,2410311300
2012-11-26,2366846670
2012-11-27,2378700660
2012-11-28,2308893830
2012-11-29,2361578230
2012-11-30,2318113600
2012-12-03,2304982013
2012-12-04,2344758735
2012-12-05,2351041350
2012-12-06,2368163780
2012-12-07,2352358460
2012-12-10,2391871760
2012-12-11,2349724240
2012-12-12,2206159250
2012-12-13,2178499940
2012-12-14,2112644440
2012-12-17,2114620105
2012-12-18,2138986639
2012-12-19,2127132649
2012-12-20,2202142064
2012-12-21,2153474850
2012-12-24,2133718200
2012-12-26,2115278659
2012-12-27,2117912879
2012-12-28,2116595770
2012-12-31,2231470450
2013-01-02,2283865000
2013-01-03,2297299500
2013-01-04,2321481600
2013-01-07,2403647002
2013-01-08,2525686000
2013-01-09,2594201950
2013-01-10,2547181200
2013-01-11,2445079000
2013-01-14,2582110900
2013-01-15,2625101300
2013-01-16,2540463950
2013-01-17,2580767450
2013-01-18,2576737100
2013-01-22,2576737100
2013-01-23,2469261100
2013-01-24,2451796250
2013-01-25,2512251500
2013-01-28,2517625300
2013-01-29,2498817000
2013-01-30,2396714800
2013-01-31,2469261100
2013-02-01,2477321800
2013-02-04,2423583800
2013-02-05,2454483150
2013-02-06,2463887300
2013-02-07,2420896900
2013-02-08,2461200400
2013-02-11,2466574200
2013-02-12,2474634900
2013-02-13,2505534250
2013-02-14,2762133200
2013-02-15,2955590000
2013-02-19,2936781700
2013-02-20,2848114000
2013-02-21,2818558100
2013-02-22,2826618800
2013-02-25,2801093250
2013-02-26,2815871200
2013-02-27,2907225800
2013-02-28,2986489350
2013-03-01,3017388700
2013-03-04,3052318400
2013-03-05,3040227350
2013-03-06,3085904650
2013-03-07,3093965350
2013-03-08,3161137850
2013-03-11,3142329550
2013-03-12,3154420600
2013-03-13,3290109050
2013-03-14,3351907750
2013-03-15,3337129800
2013-03-18,3196067550
2013-03-19,3026792850
2013-03-20,3071126700
2013-03-21,3061722550
2013-03-22,3032166650
2013-03-25,2975741750
2013-03-26,2962307250
2013-03-27,3045601150
2013-03-28,3145016450
2013-04-01,3272532000
2013-04-02,3239806680
2013-04-03,3113173920
2013-04-04,3076180080
2013-04-05,3040609080
2013-04-08,3026380680
2013-04-09,3056260320
2013-04-10,3116019600
2013-04-11,3197121480
2013-04-12,3118865280
2013-04-15,2992232520
2013-04-16,3007883760
2013-04-17,3016420800
2013-04-18,3007883760
2013-04-19,3087562800
2013-04-22,3053414640
2013-04-23,3225578280
2013-04-24,3153013440
2013-04-25,3239806680
2013-04-26,3201390000
2013-04-29,3133093680
2013-04-30,3151590600
2013-05-01,3061951680
2013-05-02,3054837480
2013-05-03,3164396160
2013-05-06,3207081360
2013-05-07,3113173920
2013-05-08,3144476400
2013-05-09,3182893080
2013-05-10,3313794360
2013-05-13,3399164760
2013-05-14,3484535160
2013-05-15,3390627719
2013-05-16,3296720280
2013-05-17,3278223360
2013-05-20,3293874600
2013-05-21,3167241840
2013-05-22,3175778880
2013-05-23,3154436280
2013-05-24,3272532000
2013-05-28,3373553640
2013-05-29,3269686320
2013-05-30,3235538160
2013-05-31,3154436280
2013-06-03,3117442440
2013-06-04,3005038080
2013-06-05,2926781880
2013-06-06,3057683160
2013-06-07,3044877600
2013-06-10,2976581280
2013-06-11,2908284960
2013-06-12,2923936200
2013-06-13,3073334400
2013-06-14,3012152280
2013-06-17,2996501040
2013-06-18,3046300440
2013-06-19,2896902240
2013-06-20,2778806520
2013-06-21,2713355880
2013-06-24,2753195400
2013-06-25,2815800360
2013-06-26,2999346719
2013-06-27,3044877600
2013-06-28,3130248000
2013-07-01,3554135640
2013-07-02,3558787650
2013-07-03,3589801050
2013-07-05,3673537230
2013-07-08,3547932960
2013-07-09,3569642340
2013-07-10,3605307750
2013-07-11,3665783880
2013-07-12,3679739910
2013-07-15,3608409090
2013-07-16,3614611770
2013-07-17,3485906160
2013-07-18,3521571570
2013-07-19,3583598370
2013-07-22,3603757079
2013-07-23,3543280950
2013-07-24,3561888990
2013-07-25,3625466460
2013-07-26,3619263780
2013-07-29,3571193010
2013-07-30,3583598370
2013-07-31,3630118470
2013-08-01,4005380609
2013-08-02,4161998280
2013-08-05,4161998280
2013-08-06,4020887310
2013-08-07,4099971480
2013-08-08,4149592920
2013-08-09,4231778430
2013-08-12,4225575750
2013-08-13,4237981109
2013-08-14,4233329100
2013-08-15,4124782200
2013-08-16,4135636890
2013-08-19,4112376840
2013-08-20,4186809000
2013-08-21,5588614680
2013-08-22,5374622219
2013-08-23,5390128920
2013-08-26,5672350860
2013-08-27,5290886040
2013-08-28,5427345000
2013-08-29,5309494080
2013-08-30,5255220630
2013-09-03,5311044750
2013-09-04,5362216860
2013-09-05,5453706390
2013-09-06,5523486540
2013-09-09,5828813463
2013-09-10,5739029670
2013-09-11,5610324060
2013-09-12,5776245750
2013-09-13,5643043197
2013-09-16,5538993240
2013-09-17,5694060240
2013-09-18,5628932100
2013-09-19,5607222719
2013-09-20,5529689219
2013-09-23,5495574480
2013-09-24,5588614680
2013-09-25,5670800190
2013-09-26,5821215180
2013-09-27,5825867190
2013-09-30,6177019100
2013-10-01,6476560000
2013-10-02,6538087320
2013-10-03,6609329480
2013-10-04,6494370540
2013-10-07,6196448780
2013-10-08,5768995820
2013-10-09,5620034940
2013-10-10,6028058219
2013-10-11,5998913700
2013-10-14,6045868760
2013-10-15,6021581660
2013-10-16,6332456540
2013-10-17,6209401900
2013-10-18,6159208560
2013-10-21,6018343380
2013-10-22,6235308140
2013-10-23,6301692880
2013-10-24,6447415480
2013-10-25,6572089260
2013-10-28,6384269020
2013-10-29,6580184960
2013-10-30,6248261260
2013-10-31,6314646000
2013-11-01,6541325600
2013-11-04,6614186900
2013-11-05,6476560000
2013-11-06,6071775000
2013-11-07,5985960580
2013-11-08,6081489840
2013-11-11,6384269020
2013-11-12,6622282600
2013-11-13,7115796472
2013-11-14,7287749140
2013-11-15,7692534140
2013-11-18,7603481440
2013-11-19,7435090880
2013-11-20,7582432620
2013-11-21,7762157160
2013-11-22,7856067280
2013-11-25,7721678660
2013-11-26,7694153280
2013-11-27,7563002940
2013-11-29,7545192400
2013-12-02,7648817360
2013-12-03,7423756900
2013-12-04,7470711960
2013-12-05,7537096700
2013-12-06,7543573260
2013-12-09,7472331100
2013-12-10,7742727480
2013-12-11,7702248980
2013-12-12,7852829000
2013-12-13,7915975460
2013-12-16,8039030100
2013-12-17,7697391560
2013-12-18,7951596540
2013-12-19,8113510540
2013-12-20,8312664760
2013-12-23,8302949920
2013-12-24,8228469480
2013-12-26,8205801520
2013-12-27,8048744940
2013-12-30,8187990980
2013-12-31,8372024910
2014-01-02,8471239109
2014-01-03,8596910430
2014-01-06,8649824670
2014-01-07,8591949720
2014-01-08,9051642180
2014-01-09,9288102690
2014-01-10,9916459290
2014-01-13,9774252270
2014-01-14,10493555220
2014-01-15,10321583940
2014-01-16,10496862360
2014-01-17,10230637590
2014-01-21,10673794350
2014-01-22,10725055020
2014-01-23,10847419200
2014-01-24,10572926580
2014-01-27,10334812500
2014-01-28,10801119239
2014-01-29,10787890680
2014-01-30,10987972650
2014-01-31,10834190640
2014-02-03,10417491000
2014-02-04,10405916010
2014-02-05,10295126820
2014-02-06,10348041060
2014-02-07,10895372730
2014-02-10,10935058410
2014-02-11,10913562000
2014-02-12,11381522310
2014-02-13,10936711980
2014-02-14,10610958690
2014-02-18,10830883500
2014-02-19,10194259050
2014-02-20,10569619440
2014-02-21,10744897860
2014-02-24,11083879710
2014-02-25,11305458090
2014-02-26,11121911820
2014-02-27,10898679870
2014-02-28,10625840820
2014-03-03,10541508750
2014-03-04,10989626219
2014-03-05,11002854780
2014-03-06,10849072770
2014-03-07,10642376520
2014-03-10,10467098100
2014-03-11,10829229930
2014-03-12,10806079950
2014-03-13,10323237510
2014-03-14,10156226940
2014-03-17,10288512540
2014-03-18,10738283580
2014-03-19,10721747880
2014-03-20,10549776600
2014-03-21,9823859370
2014-03-24,9210384900
2014-03-25,8858174490
2014-03-26,8557224750
2014-03-27,8588642580
2014-03-28,8257928580
2014-03-31,8970195248
2014-04-01,9178024884
2014-04-02,9127743520
2014-04-03,8618225703
2014-04-04,8464029522
2014-04-07,8405367931
2014-04-08,8221002932
2014-04-09,8717112385
2014-04-10,7899202205
2014-04-11,7751710206
2014-04-14,7428233434
2014-04-15,7223755889
2014-04-16,7371247889
2014-04-17,7465106434
2014-04-21,7952835660
2014-04-22,8266256159
2014-04-23,7870709433
2014-04-24,7927694978
2014-04-25,7610922388
2014-04-28,7555612888
2014-04-29,8147256932
2014-04-30,8138876705
2014-05-01,8388607477
2014-05-02,8650070567
2014-05-05,8963491066
2014-05-06,8946730612
2014-05-07,8713760294
2014-05-08,8443916977
2014-05-09,8728844703
2014-05-12,9116011202
2014-05-13,9077462157
2014-05-14,9369094065
2014-05-15,8539451567
2014-05-16,8311526147
2014-05-19,8363466795
2014-05-20,8158989250
2014-05-21,7879089660
2014-05-22,8050046296
2014-05-23,7892498024
2014-05-27,8244467568
2014-05-28,8214298750
2014-05-29,8296424977
2014-05-30,8304805204
2014-06-02,8194186205
2014-06-03,8544479704
2014-06-04,8797562567
2014-06-05,8879688794
2014-06-06,8742253067
2014-06-09,8997011975
2014-06-10,9154560247
2014-06-11,9020476611
2014-06-12,8916561794
2014-06-13,9018800566
2014-06-16,9162940475
2014-06-17,9265179247
2014-06-18,9421051474
2014-06-19,9370770110
2014-06-20,9451220292
2014-06-23,9407643110
2014-06-24,9347305474
2014-06-25,9422727519
2014-06-26,9384178474
2014-06-27,9305404338
2014-06-30,9515332480
2014-07-01,9540621280
2014-07-02,9404061760
2014-07-03,9377087040
2014-07-07,9055076320
2014-07-08,8719578240
2014-07-09,8780271360
2014-07-10,8584704640
2014-07-11,8568688400
2014-07-14,8577960960
2014-07-15,8154795040
2014-07-16,7932253599
2014-07-17,7645647200
2014-07-18,7982831200
2014-07-21,8083986400
2014-07-22,8078928640
2014-07-23,8257636159
2014-07-24,8083986400
2014-07-25,7974401599
2014-07-28,7947426880
2014-07-29,8234033280
2014-07-30,8323387040
2014-07-31,8019921440
