,JWN
2009-04-13,4805934000
2009-04-14,4527423000
2009-04-15,4305046000
2009-04-16,4585716000
2009-04-17,4805934000
2009-04-20,4488561000
2009-04-21,4579239000
2009-04-22,4628896000
2009-04-23,4564126000
2009-04-24,4857750000
2009-04-27,4697984000
2009-04-28,4669917000
2009-04-29,4674235000
2009-04-30,4885817000
2009-05-01,4857750000
2009-05-04,5187340000
2009-05-05,5174350000
2009-05-06,5148370000
2009-05-07,5044450000
2009-05-08,5001150000
2009-05-11,4853930000
2009-05-12,4763000000
2009-05-13,4388455000
2009-05-14,4535675000
2009-05-15,4888570000
2009-05-18,4970840000
2009-05-19,4964345000
2009-05-20,4810630000
2009-05-21,4524850000
2009-05-22,4511860000
2009-05-26,4624440000
2009-05-27,4520520000
2009-05-28,4226080000
2009-05-29,4262885000
2009-06-01,4860425000
2009-06-02,4985995000
2009-06-03,4940530000
2009-06-04,4596295000
2009-06-05,4565985000
2009-06-08,4578975000
2009-06-09,4626605000
2009-06-10,4496705000
2009-06-11,4442580000
2009-06-12,4496705000
2009-06-15,4412270000
2009-06-16,4111334999
2009-06-17,4128655000
2009-06-18,4109170000
2009-06-19,4158965000
2009-06-22,4100510000
2009-06-23,3955455000
2009-06-24,4130819999
2009-06-25,4245565000
2009-06-26,4228245000
2009-06-29,4254224999
2009-06-30,4306185000
2009-07-01,4342990000
2009-07-02,4033395000
2009-07-06,4161129999
2009-07-07,3964114999
2009-07-08,4104840000
2009-07-09,4269379999
2009-07-10,4226080000
2009-07-13,4347320000
2009-07-14,4353815000
2009-07-15,4680730000
2009-07-16,4717535000
2009-07-17,4763000000
2009-07-20,5076925000
2009-07-21,5046615000
2009-07-22,5252290000
2009-07-23,5583535000
2009-07-24,5767560000
2009-07-27,5665805000
2009-07-28,5587865000
2009-07-29,5479615000
2009-07-30,5529410000
2009-07-31,5724260000
2009-08-03,5970250000
2009-08-04,5889923000
2009-08-05,6070116000
2009-08-06,6080971000
2009-08-07,6578130000
2009-08-10,6374056000
2009-08-11,6382740000
2009-08-12,6387082000
2009-08-13,6460896000
2009-08-14,6050577000
2009-08-17,5861700000
2009-08-18,5855187000
2009-08-19,6007157000
2009-08-20,6037551000
2009-08-21,6115707000
2009-08-24,6100510000
2009-08-25,6321952000
2009-08-26,6250309000
2009-08-27,6176495000
2009-08-28,6209060000
2009-08-31,6087484000
2009-09-01,5981105000
2009-09-02,5902949000
2009-09-03,6421818000
2009-09-04,6345833000
2009-09-08,6334978000
2009-09-09,6458725000
2009-09-10,6499974000
2009-09-11,6367543000
2009-09-14,6458725000
2009-09-15,6608524000
2009-09-16,6827795000
2009-09-17,6882070000
2009-09-18,6921148000
2009-09-21,6860360000
2009-09-22,6997132999
2009-09-23,6775691000
2009-09-24,6651944000
2009-09-25,6558591000
2009-09-28,6643260000
2009-09-29,6675825000
2009-09-30,6630234000
2009-10-01,6380569000
2009-10-02,6285045000
2009-10-05,6884241000
2009-10-06,6966739000
2009-10-07,7007988000
2009-10-08,7288047000
2009-10-09,7218575000
2009-10-12,7296731000
2009-10-13,7368373999
2009-10-14,7552909000
2009-10-15,7466069000
2009-10-16,7472582000
2009-10-19,7783035000
2009-10-20,7644091000
2009-10-21,7344493000
2009-10-22,7457385000
2009-10-23,7303244000
2009-10-26,7259823999
2009-10-27,6934174000
2009-10-28,6656286000
2009-10-29,6988448999
2009-10-30,6899438000
2009-11-02,7029533000
2009-11-03,7112259000
2009-11-04,7097020000
2009-11-05,7384384000
2009-11-06,7386561000
2009-11-09,7654331999
2009-11-10,7730527000
2009-11-11,7589022000
2009-11-12,7512827000
2009-11-13,7399623000
2009-11-16,7630384999
2009-11-17,7580314000
2009-11-18,7591198999
2009-11-19,7451870999
2009-11-20,7390915000
2009-11-23,7399623000
2009-11-24,7366968000
2009-11-25,7582491000
2009-11-27,7406154000
2009-11-30,7282065000
2009-12-01,7475818000
2009-12-02,7558544000
2009-12-03,7612969000
2009-12-04,7671748000
2009-12-07,7673925000
2009-12-08,7636916000
2009-12-09,7552012999
2009-12-10,7730527000
2009-12-11,7848084999
2009-12-14,8017891000
2009-12-15,7826315000
2009-12-16,7850262000
2009-12-17,7654331999
2009-12-18,7767536000
2009-12-21,8009183000
2009-12-22,7985236000
2009-12-23,8157219000
2009-12-24,8135448999
2009-12-28,8229059999
2009-12-29,8357503000
2009-12-30,8309609000
2009-12-31,8181166000
2010-01-04,8255184000
2010-01-05,8126741000
2010-01-06,8148511000
2010-01-07,8475061000
2010-01-08,8226883000
2010-01-11,8348795000
2010-01-12,8013537000
2010-01-13,8133272000
2010-01-14,7996120999
2010-01-15,7841554000
2010-01-19,7880740000
2010-01-20,7754473999
2010-01-21,7560720999
2010-01-22,7432278000
2010-01-25,7471464000
2010-01-26,7626031000
2010-01-27,7565075000
2010-01-28,7575959999
2010-01-29,7519358000
2010-02-01,7685495999
2010-02-02,7954128000
2010-02-03,7873319999
2010-02-04,7668024000
2010-02-05,7412495999
2010-02-08,7425600000
2010-02-09,7449624000
2010-02-10,7340424000
2010-02-11,7384104000
2010-02-12,7469280000
2010-02-16,7661472000
2010-02-17,7670207999
2010-02-18,7648368000
2010-02-19,7796880000
2010-02-22,7890792000
2010-02-23,7903895999
2010-02-24,7991256000
2010-02-25,8054592000
2010-02-26,8067695999
2010-03-01,8209656000
2010-03-02,8233680000
2010-03-03,8257704000
2010-03-04,8369088000
2010-03-05,8519784000
2010-03-08,8589672000
2010-03-09,8548176000
2010-03-10,8550360000
2010-03-11,8504495999
2010-03-12,8698872000
2010-03-15,8736000000
2010-03-16,8674848000
2010-03-17,8716344000
2010-03-18,8792784000
2010-03-19,8827728000
2010-03-22,9017736000
2010-03-23,9054864000
2010-03-24,8928192000
2010-03-25,8995896000
2010-03-26,9118200000
2010-03-29,9131304000
2010-03-30,9033024000
2010-03-31,8921640000
2010-04-01,9063600000
2010-04-05,9338784000
2010-04-06,9472008000
2010-04-07,9194640000
2010-04-08,9050496000
2010-04-09,9292920000
2010-04-12,9174984000
2010-04-13,9135672000
2010-04-14,9380280000
2010-04-15,9491664000
2010-04-16,9380280000
2010-04-19,9214296000
2010-04-20,9364992000
2010-04-21,9548448000
2010-04-22,9902256000
2010-04-23,10024560000
2010-04-26,9758112000
2010-04-27,9358440000
2010-04-28,9273264000
2010-04-29,9371544000
2010-04-30,9026472000
2010-05-03,9563696000
2010-05-04,9134064000
2010-05-05,9096800000
2010-05-06,8890752000
2010-05-07,8781152000
2010-05-10,9480400000
2010-05-11,9223936000
2010-05-12,9432176000
2010-05-13,9050768000
2010-05-14,8715392000
2010-05-17,8603600000
2010-05-18,8342752000
2010-05-19,8419471999
2010-05-20,8167392000
2010-05-21,8355903999
2010-05-24,8241920000
2010-05-25,8401936000
2010-05-26,8268224000
2010-05-27,8750464000
2010-05-28,8702240000
2010-06-01,8603600000
2010-06-02,8822800000
2010-06-03,8443584000
2010-06-04,7994224000
2010-06-07,7851744000
2010-06-08,7915312000
2010-06-09,7961344000
2010-06-10,8283568000
2010-06-11,8296720000
2010-06-14,8507152000
2010-06-15,8833760000
2010-06-16,8768000000
2010-06-17,8577296000
2010-06-18,8474271999
2010-06-21,8270415999
2010-06-22,8086288000
2010-06-23,8075328000
2010-06-24,7755296000
2010-06-25,7790368000
2010-06-28,7661040000
2010-06-29,7126192000
2010-06-30,7056047999
2010-07-01,7191952000
2010-07-02,7051664000
2010-07-06,7007824000
2010-07-07,7400192000
2010-07-08,7384847999
2010-07-09,7571168000
2010-07-12,7485680000
2010-07-13,7588703999
2010-07-14,7531712000
2010-07-15,7503215999
2010-07-16,7069200000
2010-07-19,6922336000
2010-07-20,7222640000
2010-07-21,7023168000
2010-07-22,7349776000
2010-07-23,7470336000
2010-07-26,7650080000
2010-07-27,7558015999
2010-07-28,7367312000
2010-07-29,7349776000
2010-07-30,7452800000
2010-08-02,7776690000
2010-08-03,7448190000
2010-08-04,7608060000
2010-08-05,7472279999
2010-08-06,7437240000
2010-08-09,7693470000
2010-08-10,7542359999
2010-08-11,7351830000
2010-08-12,7323359999
2010-08-13,6799950000
2010-08-16,6596280000
2010-08-17,6786810000
2010-08-18,6929160000
2010-08-19,6830610000
2010-08-20,6957630000
2010-08-23,6839370000
2010-08-24,6653220000
2010-08-25,6815280000
2010-08-26,6611610000
2010-08-27,6631320000
2010-08-30,6289680000
2010-08-31,6333480000
2010-09-01,6640080000
2010-09-02,7174440000
2010-09-03,7329930000
2010-09-07,7143779999
2010-09-08,7227000000
2010-09-09,7220430000
2010-09-10,7286130000
2010-09-13,7511699999
2010-09-14,7726320000
2010-09-15,7901520000
2010-09-16,7914660000
2010-09-17,7903710000
2010-09-20,7965029999
2010-09-21,7866480000
2010-09-22,7796400000
2010-09-23,7728510000
2010-09-24,7995690000
2010-09-27,8083289999
2010-09-28,8389890000
2010-09-29,8234400000
2010-09-30,8146800000
2010-10-01,8127090000
2010-10-04,8138039999
2010-10-05,8271630000
2010-10-06,8221260000
2010-10-07,8427119999
2010-10-08,8554140000
2010-10-11,8565090000
2010-10-12,8543190000
2010-10-13,8416170000
2010-10-14,8359230000
2010-10-15,8497199999
2010-10-18,8510340000
2010-10-19,8177460000
2010-10-20,8092050000
2010-10-21,7905900000
2010-10-22,8078910000
2010-10-25,8219070000
2010-10-26,8354850000
2010-10-27,8378940000
2010-10-28,8481869999
2010-10-29,8433690000
2010-11-01,8442840000
2010-11-02,8571754999
2010-11-03,8589235000
2010-11-04,9161705000
2010-11-05,9286250000
2010-11-08,9345245000
2010-11-09,9155150000
2010-11-10,9262215000
2010-11-11,9264400000
2010-11-12,9045900000
2010-11-15,9139855000
2010-11-16,8860175000
2010-11-17,9050270000
2010-11-18,9150780000
2010-11-19,9214145000
2010-11-22,9327765000
2010-11-23,9371465000
2010-11-24,9594335000
2010-11-26,9528785000
2010-11-29,9303730000
2010-11-30,9351800000
2010-12-01,9489455000
2010-12-02,9207590000
2010-12-03,9137670000
2010-12-06,9312470000
2010-12-07,9251290000
2010-12-08,9144225000
2010-12-09,9194480000
2010-12-10,9216330000
2010-12-13,9102710000
2010-12-14,9126745000
2010-12-15,9098340000
2010-12-16,9246920000
2010-12-17,9244735000
2010-12-20,9327765000
2010-12-21,9434830000
2010-12-22,9362725000
2010-12-23,9349615000
2010-12-27,9196665000
2010-12-28,9209775000
2010-12-29,9205405000
2010-12-30,9273140000
2010-12-31,9260030000
2011-01-03,9482900000
2011-01-04,9301545000
2011-01-05,9364910000
2011-01-06,9382390000
2011-01-07,9253475000
2011-01-10,9209775000
2011-01-11,9093970000
2011-01-12,9122375000
2011-01-13,9096155000
2011-01-14,9196665000
2011-01-18,9218515000
2011-01-19,8938835000
2011-01-20,9010940000
2011-01-21,9039345000
2011-01-24,9216330000
2011-01-25,9080860000
2011-01-26,9074305000
2011-01-27,9168260000
2011-01-28,8938835000
2011-01-31,9018420000
2011-02-01,8965860000
2011-02-02,8779710000
2011-02-03,9208950000
2011-02-04,9572490000
2011-02-07,9765210000
2011-02-08,9837480000
2011-02-09,9846240000
2011-02-10,9979830000
2011-02-11,10106850000
2011-02-14,10012680000
2011-02-15,10045530000
2011-02-16,10227300000
2011-02-17,10179120000
2011-02-18,10273290000
2011-02-22,9997350000
2011-02-23,9765210000
2011-02-24,9855000000
2011-02-25,9962310000
2011-02-28,9911940000
2011-03-01,9684180000
2011-03-02,9681990000
2011-03-03,9771780000
2011-03-04,9653520000
2011-03-07,9473940000
2011-03-08,9585630000
2011-03-09,9701700000
2011-03-10,9717030000
2011-03-11,9736740000
2011-03-14,9414810000
2011-03-15,9386340000
2011-03-16,9088500000
2011-03-17,9130110000
2011-03-18,9051270000
2011-03-21,9263700000
2011-03-22,9338160000
2011-03-23,9254940000
2011-03-24,9552780000
2011-03-25,9548400000
2011-03-28,9406050000
2011-03-29,9636000000
2011-03-30,9833100000
2011-03-31,9828720000
2011-04-01,9879090000
2011-04-04,9892230000
2011-04-05,9999540000
2011-04-06,10052100000
2011-04-07,10207590000
2011-04-08,10122180000
2011-04-11,10065240000
2011-04-12,10038960000
2011-04-13,10063050000
2011-04-14,10089330000
2011-04-15,10113420000
2011-04-18,9938220000
2011-04-19,10028010000
2011-04-20,10295190000
2011-04-21,10360890000
2011-04-25,10398120000
2011-04-26,10630260000
2011-04-27,10542660000
2011-04-28,10496670000
2011-04-29,10413450000
2011-05-02,10307066000
2011-05-03,10384790000
2011-05-04,10363200000
2011-05-05,10255250000
2011-05-06,10231501000
2011-05-09,10214229000
2011-05-10,10419334000
2011-05-11,10514330000
2011-05-12,10615803000
2011-05-13,10283317000
2011-05-16,9981057000
2011-05-17,9901174000
2011-05-18,9970262000
2011-05-19,10028555000
2011-05-20,9845040000
2011-05-23,9849358000
2011-05-24,9823450000
2011-05-25,9845040000
2011-05-26,9970262000
2011-05-27,10017760000
2011-05-31,10110597000
2011-06-01,9730613000
2011-06-02,9601073000
2011-06-03,9398127000
2011-06-06,9259951000
2011-06-07,9193022000
2011-06-08,9108821000
2011-06-09,9205976000
2011-06-10,9095867000
2011-06-13,9186545000
2011-06-14,9542780000
2011-06-15,9393809000
2011-06-16,9365742000
2011-06-17,9447784000
2011-06-20,9700387000
2011-06-21,9952990000
2011-06-22,9782429000
2011-06-23,9905492000
2011-06-24,9693910000
2011-06-27,9821291000
2011-06-28,9987534000
2011-06-29,9944354000
2011-06-30,10134346000
2011-07-01,10415016000
2011-07-05,10453878000
2011-07-06,10466832000
2011-07-07,10915904000
2011-07-08,10848975000
2011-07-11,10743184000
2011-07-12,10654665000
2011-07-13,10710799000
2011-07-14,10779887000
2011-07-15,10889996000
2011-07-18,10788523000
2011-07-19,11181461000
2011-07-20,11049762000
2011-07-21,11097260000
2011-07-22,11118850000
2011-07-25,11019536000
2011-07-26,10989310000
2011-07-27,10628757000
2011-07-28,10833862000
2011-07-29,10829544000
2011-08-01,10536564000
2011-08-02,9922845000
2011-08-03,10070475000
2011-08-04,9100335000
2011-08-05,9344979000
2011-08-08,8404365000
2011-08-09,8773440000
2011-08-10,8465526000
2011-08-11,8927397000
2011-08-12,9338652000
2011-08-15,9420903000
2011-08-16,9058155000
2011-08-17,8735478000
2011-08-18,8077469999
2011-08-19,7898205000
2011-08-22,7967802000
2011-08-23,8423345999
2011-08-24,8667990000
2011-08-25,8427564000
2011-08-26,8876781000
2011-08-29,9427230000
2011-08-30,9617040000
2011-08-31,9587514000
2011-09-01,9429339000
2011-09-02,9123534000
2011-09-06,9237420000
2011-09-07,9688746000
2011-09-08,9520026000
2011-09-09,9290145000
2011-09-12,9604386000
2011-09-13,9629694000
2011-09-14,9684528000
2011-09-15,9916518000
2011-09-16,10100001000
2011-09-19,10118982000
2011-09-20,10015641000
2011-09-21,9739362000
2011-09-22,9450429000
2011-09-23,9600168000
2011-09-26,10156944000
2011-09-27,9986115000
2011-09-28,9901755000
2011-09-29,9838485000
2011-09-30,9633912000
2011-10-03,9568533000
2011-10-04,10215996000
2011-10-05,10169598000
2011-10-06,10123200000
2011-10-07,10268721000
2011-10-10,10686303000
2011-10-11,10388934000
2011-10-12,10582962000
2011-10-13,10433223000
2011-10-14,10692630000
2011-10-17,10551327000
2011-10-18,10960473000
2011-10-19,10823388000
2011-10-20,10667322000
2011-10-21,10880331000
2011-10-24,11129193000
2011-10-25,10677867000
2011-10-26,10642014000
2011-10-27,10996326000
2011-10-28,10791753000
2011-10-31,10553658000
2011-11-01,10462050000
2011-11-02,10528674000
2011-11-03,10632774000
2011-11-04,10491198000
2011-11-07,10541166000
2011-11-08,10659840000
2011-11-09,10187226000
2011-11-10,10330884000
2011-11-11,10301736000
2011-11-14,10220538000
2011-11-15,10264260000
2011-11-16,10020666000
2011-11-17,9787482000
2011-11-18,9781236000
2011-11-21,9641742000
2011-11-22,9520986000
2011-11-23,9314868000
2011-11-25,9221178000
2011-11-28,9408558000
2011-11-29,9298212000
2011-11-30,9427296000
2011-12-01,9806220000
2011-12-02,9820794000
2011-12-05,10020666000
2011-12-06,9860352000
2011-12-07,9810384000
2011-12-08,9872844000
2011-12-09,10035240000
2011-12-12,10081044000
2011-12-13,9781236000
2011-12-14,9814548000
2011-12-15,9843696000
2011-12-16,9791646000
2011-12-19,9764580000
2011-12-20,10174734000
2011-12-21,10312146000
2011-12-22,10235112000
2011-12-23,10374606000
2011-12-27,10424574000
2011-12-28,10391262000
2011-12-29,10416246000
2011-12-30,10349622000
2012-01-03,10351704000
2012-01-04,10426656000
2012-01-05,10537002000
2012-01-06,10355868000
2012-01-09,10339212000
2012-01-10,10276752000
2012-01-11,10197636000
2012-01-12,10187226000
2012-01-13,10093536000
2012-01-17,10199718000
2012-01-18,10335048000
2012-01-19,10487034000
2012-01-20,10414164000
2012-01-23,10280916000
2012-01-24,10330884000
2012-01-25,10147668000
2012-01-26,10089372000
2012-01-27,10108110000
2012-01-30,10267569000
2012-01-31,10236474000
2012-02-01,10265496000
2012-02-02,10180503000
2012-02-03,10420971000
2012-02-06,10321467000
2012-02-07,10489380000
2012-02-08,10574373000
2012-02-09,10603395000
2012-02-10,10526694000
2012-02-13,10481088000
2012-02-14,10503891000
2012-02-15,10572300000
2012-02-16,10816914000
2012-02-17,10601322000
2012-02-21,10943367000
2012-02-22,10910199000
2012-02-23,11038725000
2012-02-24,11022141000
2012-02-27,11171397000
2012-02-28,11148594000
2012-02-29,11115426000
2012-03-01,11146521000
2012-03-02,11100915000
2012-03-05,11090550000
2012-03-06,10864593000
2012-03-07,11028360000
2012-03-08,11127864000
2012-03-09,11210784000
2012-03-12,11125791000
2012-03-13,11380770000
2012-03-14,11335164000
2012-03-15,11411865000
2012-03-16,11376624000
2012-03-19,11270901000
2012-03-20,11347602000
2012-03-21,11453325000
2012-03-22,11399427000
2012-03-23,11306142000
2012-03-26,11461617000
2012-03-27,11484420000
2012-03-28,11341383000
2012-03-29,11457471000
2012-03-30,11550756000
2012-04-02,11633676000
2012-04-03,11480274000
2012-04-04,11515515000
2012-04-05,11644041000
2012-04-09,11577705000
2012-04-10,11082258000
2012-04-11,11324799000
2012-04-12,11420157000
2012-04-13,11399427000
2012-04-16,11509296000
2012-04-17,11600508000
2012-04-18,11556975000
2012-04-19,11517588000
2012-04-20,11424303000
2012-04-23,11322726000
2012-04-24,11179689000
2012-04-25,11438814000
2012-04-26,11521734000
2012-04-27,11619165000
2012-04-30,11462472000
2012-05-01,11462472000
2012-05-02,11737440000
2012-05-03,11667672000
2012-05-04,11470680000
2012-05-07,11333196000
2012-05-08,11082852000
2012-05-09,11064384000
2012-05-10,10984356000
2012-05-11,10456992000
2012-05-14,10301040000
2012-05-15,10387224000
2012-05-16,10270260000
2012-05-17,9960408000
2012-05-18,10032228000
2012-05-21,10171764000
2012-05-22,10188180000
2012-05-23,10309248000
2012-05-24,10352340000
2012-05-25,10411848000
2012-05-29,10481616000
2012-05-30,10317456000
2012-05-31,9720324000
2012-06-01,9603360000
2012-06-04,9740844000
2012-06-05,9656712000
2012-06-06,9812664000
2012-06-07,9779832000
2012-06-08,10007604000
2012-06-11,9788040000
2012-06-12,10028124000
2012-06-13,9722376000
2012-06-14,9884484000
2012-06-15,10085580000
2012-06-18,10060956000
2012-06-19,10471356000
2012-06-20,10436472000
2012-06-21,10001448000
2012-06-22,10038384000
2012-06-25,9837288000
2012-06-26,9976824000
2012-06-27,9829080000
2012-06-28,9900900000
2012-06-29,10196388000
2012-07-02,10358496000
2012-07-03,10374912000
2012-07-05,10573956000
2012-07-06,10647828000
2012-07-09,10606788000
2012-07-10,10614996000
2012-07-11,10401588000
2012-07-12,10327716000
2012-07-13,10647828000
2012-07-16,10625256000
2012-07-17,10768896000
2012-07-18,10855080000
2012-07-19,10933056000
2012-07-20,10760688000
2012-07-23,10692972000
2012-07-24,10621152000
2012-07-25,10762740000
2012-07-26,10945368000
2012-07-27,11162880000
2012-07-30,10959095000
2012-07-31,10876726000
2012-08-01,10663772000
2012-08-02,10709979000
2012-08-03,10918915000
2012-08-06,10939005000
2012-08-07,11093698000
2012-08-08,11139905000
2012-08-09,11065572000
2012-08-10,11276517000
2012-08-13,11254418000
2012-08-14,11338796000
2012-08-15,11352859000
2012-08-16,11362904000
2012-08-17,11503534000
2012-08-20,11366922000
2012-08-21,11374958000
2012-08-22,11595948000
2012-08-23,11465363000
2012-08-24,11642155000
2012-08-27,11587912000
2012-08-28,11539696000
2012-08-29,11658227000
2012-08-30,11557777000
2012-08-31,11618047000
2012-09-04,11585903000
2012-09-05,11465363000
2012-09-06,11644164000
2012-09-07,11553759000
2012-09-10,11624074000
2012-09-11,11605993000
2012-09-12,11642155000
2012-09-13,11583894000
2012-09-14,11563804000
2012-09-17,11543714000
2012-09-18,11316697000
2012-09-19,11423174000
2012-09-20,11362904000
2012-09-21,11260445000
2012-09-24,11083653000
2012-09-25,11029410000
2012-09-26,11029410000
2012-09-27,11061554000
2012-09-28,11085662000
2012-10-01,11198166000
2012-10-02,11176067000
2012-10-03,11226292000
2012-10-04,11260445000
2012-10-05,11286562000
2012-10-08,11342814000
2012-10-09,11272499000
2012-10-10,11103743000
2012-10-11,11115797000
2012-10-12,11035437000
2012-10-15,11190130000
2012-10-16,11376967000
2012-10-17,11583894000
2012-10-18,11483444000
2012-10-19,11336787000
2012-10-22,11244373000
2012-10-23,11143923000
2012-10-24,11041464000
2012-10-25,11069590000
2012-10-26,11204193000
2012-10-31,11291553000
2012-11-01,11375091000
2012-11-02,11233872000
2012-11-05,11460618000
2012-11-06,11575980000
2012-11-07,11387025000
2012-11-08,11019060000
2012-11-09,10897731000
2012-11-12,10877841000
2012-11-13,10917621000
2012-11-14,10762479000
2012-11-15,10776402000
2012-11-16,10913643000
2012-11-19,11231883000
2012-11-20,11088675000
2012-11-21,11058840000
2012-11-23,11247795000
2012-11-26,10788336000
2012-11-27,10772424000
2012-11-28,10979280000
2012-11-29,10814193000
2012-11-30,10758501000
2012-12-03,10684908000
2012-12-04,10587447000
2012-12-05,10482030000
2012-12-06,10535733000
2012-12-07,10501920000
2012-12-10,10394514000
2012-12-11,10318932000
2012-12-12,10364679000
2012-12-13,10372635000
2012-12-14,10382580000
2012-12-17,10398492000
2012-12-18,10428327000
2012-12-19,10499931000
2012-12-20,10364679000
2012-12-21,10432305000
2012-12-24,10426338000
2012-12-26,10223460000
2012-12-27,10299042000
2012-12-28,10374624000
2012-12-31,10641150000
2013-01-02,10667007000
2013-01-03,10993203000
2013-01-04,10885797000
2013-01-07,10826127000
2013-01-08,10722699000
2013-01-09,10748556000
2013-01-10,10915632000
2013-01-11,10708776000
2013-01-14,10706787000
2013-01-15,11021049000
2013-01-16,11128455000
2013-01-17,11068785000
2013-01-18,11042928000
2013-01-22,11015082000
2013-01-23,11005137000
2013-01-24,11072763000
2013-01-25,11148345000
2013-01-28,11044917000
2013-01-29,11074752000
2013-01-30,11056851000
2013-01-31,10985247000
2013-02-01,10963368000
2013-02-04,10660200000
2013-02-05,10779516000
2013-02-06,10810812000
2013-02-07,10740396000
2013-02-08,10918392000
2013-02-11,10830372000
2013-02-12,10754088000
2013-02-13,10801032000
2013-02-14,10806900000
2013-02-15,10836240000
2013-02-19,11045532000
2013-02-20,10787340000
2013-02-21,10664112000
2013-02-22,10560444000
2013-02-25,10308120000
2013-02-26,10274868000
2013-02-27,10542840000
2013-02-28,10605432000
2013-03-01,10576092000
2013-03-04,10527192000
2013-03-05,10634772000
2013-03-06,10636728000
2013-03-07,10560444000
2013-03-08,10703232000
2013-03-11,10615212000
2013-03-12,10552620000
2013-03-13,10619124000
2013-03-14,10619124000
2013-03-15,10560444000
2013-03-18,10462644000
2013-03-19,10259220000
2013-03-20,10396140000
2013-03-21,10347240000
2013-03-22,10429392000
2013-03-25,10523280000
2013-03-26,10617168000
2013-03-27,10660200000
2013-03-28,10802988000
2013-04-01,10650420000
2013-04-02,10756044000
2013-04-03,10699320000
2013-04-04,10849932000
2013-04-05,10847976000
2013-04-08,10816680000
2013-04-09,10726704000
2013-04-10,10916436000
2013-04-11,11157024000
2013-04-12,11113992000
2013-04-15,10783428000
2013-04-16,10986852000
2013-04-17,10834284000
2013-04-18,10722792000
2013-04-19,10738440000
2013-04-22,10785384000
2013-04-23,10795164000
2013-04-24,10808856000
2013-04-25,11041620000
2013-04-26,11092476000
2013-04-29,11059224000
2013-04-30,11069004000
2013-05-01,10982940000
2013-05-02,11155068000
2013-05-03,11385876000
2013-05-06,11356595000
2013-05-07,11454345000
2013-05-08,11534500000
2013-05-09,11434795000
2013-05-10,11567735000
2013-05-13,11825795000
2013-05-14,11972420000
2013-05-15,12011520000
2013-05-16,11950915000
2013-05-17,11862940000
2013-05-20,11823840000
2013-05-21,11868805000
2013-05-22,11761280000
2013-05-23,11761280000
2013-05-24,11704585000
2013-05-28,11722180000
2013-05-29,11585330000
2013-05-30,11561870000
2013-05-31,11499310000
2013-06-03,11599015000
2013-06-04,11610745000
2013-06-05,11342910000
2013-06-06,11425020000
2013-06-07,11636160000
2013-06-10,11616610000
2013-06-11,11526680000
2013-06-12,11385920000
2013-06-13,11624430000
2013-06-14,11522770000
2013-06-17,11552095000
2013-06-18,11659620000
2013-06-19,11514950000
2013-06-20,11292080000
2013-06-21,11378100000
2013-06-24,11231475000
2013-06-25,11469985000
2013-06-26,11612700000
2013-06-27,11643980000
2013-06-28,11718270000
2013-07-01,11966555000
2013-07-02,11870760000
2013-07-03,11931365000
2013-07-05,12128820000
2013-07-08,12240255000
2013-07-09,12251985000
2013-07-10,12236345000
2013-07-11,12248075000
2013-07-12,12171830000
2013-07-15,12138595000
2013-07-16,12124910000
2013-07-17,12046710000
2013-07-18,12044755000
2013-07-19,12034980000
2013-07-22,12134685000
2013-07-23,12025205000
2013-07-24,12015430000
2013-07-25,12011520000
2013-07-26,12027160000
2013-07-29,12048665000
2013-07-30,11978285000
2013-07-31,11972420000
2013-08-01,12154235000
2013-08-02,12119045000
2013-08-05,12060201000
2013-08-06,11621083000
2013-08-07,11444270000
2013-08-08,11580280000
2013-08-09,11422897000
2013-08-12,11811497000
2013-08-13,11692974000
2013-08-14,11568622000
2013-08-15,11527819000
2013-08-16,10964349000
2013-08-19,10931318000
2013-08-20,11094530000
2013-08-21,11026525000
2013-08-22,11108131000
2013-08-23,11129504000
2013-08-26,11133390000
2013-08-27,11001266000
2013-08-28,10983779000
2013-08-29,10876914000
2013-08-30,10828339000
2013-09-03,10781707000
2013-09-04,10904116000
2013-09-05,10917717000
2013-09-06,10865256000
2013-09-09,10993494000
2013-09-10,11094530000
2013-09-11,11117846000
2013-09-12,11080929000
2013-09-13,11129504000
2013-09-16,11265514000
2013-09-17,11304374000
2013-09-18,11275229000
2013-09-19,11181965000
2013-09-20,11075100000
2013-09-23,11003209000
2013-09-24,10960463000
2013-09-25,10843883000
2013-09-26,10993494000
2013-09-27,10968235000
2013-09-30,10919660000
2013-10-01,10871085000
2013-10-02,11036240000
2013-10-03,11044012000
2013-10-04,11100359000
2013-10-07,11005152000
2013-10-08,10806966000
2013-10-09,10836111000
2013-10-10,11022639000
2013-10-11,11044012000
2013-10-14,11061499000
2013-10-15,11063442000
2013-10-16,11310203000
2013-10-17,11395695000
2013-10-18,11413182000
2013-10-21,11432612000
2013-10-22,11469529000
2013-10-23,11438441000
2013-10-24,11479244000
2013-10-25,11516161000
2013-10-28,11687145000
2013-10-29,11747378000
2013-10-30,11731834000
2013-10-31,11749321000
2013-11-01,11652171000
2013-11-04,11650642000
2013-11-05,11627518000
2013-11-06,11660277000
2013-11-07,11623664000
2013-11-08,11758554000
2013-11-11,11916568000
2013-11-12,11912714000
2013-11-13,12213326000
2013-11-14,12222961000
2013-11-15,12101560000
2013-11-18,12039896000
2013-11-19,11922349000
2013-11-20,11901152000
2013-11-21,11974378000
2013-11-22,11966670000
2013-11-25,12053385000
