,NWL
2009-04-13,2106000000
2009-04-14,2018952000
2009-04-15,2103192000
2009-04-16,2091960000
2009-04-17,2223936000
2009-04-20,2061072000
2009-04-21,2136888000
2009-04-22,2294136000
2009-04-23,2361528000
2009-04-24,2330640000
2009-04-27,2268864000
2009-04-28,2305368000
2009-04-29,2434536000
2009-04-30,2934360000
2009-05-01,3035448000
2009-05-04,3178656000
2009-05-05,3119688000
2009-05-06,3043872000
2009-05-07,3041064000
2009-05-08,3178656000
2009-05-11,3015792000
2009-05-12,2993328000
2009-05-13,2838888000
2009-05-14,2911896000
2009-05-15,2917512000
2009-05-18,3001752000
2009-05-19,3063528000
2009-05-20,3119688000
2009-05-21,3049488000
2009-05-22,3119688000
2009-05-26,3198312000
2009-05-27,3156192000
2009-05-28,3153384000
2009-05-29,3232008000
2009-06-01,3330288000
2009-06-02,3296592000
2009-06-03,3237624000
2009-06-04,3232008000
2009-06-05,3189888000
2009-06-08,3198312000
2009-06-09,3265704000
2009-06-10,3175848000
2009-06-11,3111264000
2009-06-12,3032640000
2009-06-15,2982096000
2009-06-16,2925936000
2009-06-17,2939976000
2009-06-18,2968056000
2009-06-19,2998944000
2009-06-22,2827656000
2009-06-23,2796768000
2009-06-24,2838888000
2009-06-25,2951208000
2009-06-26,2886624000
2009-06-29,2917512000
2009-06-30,2923128000
2009-07-01,2996136000
2009-07-02,2864160000
2009-07-06,2855736000
2009-07-07,2765880000
2009-07-08,2819231999
2009-07-09,2917512000
2009-07-10,2883816000
2009-07-13,2925936000
2009-07-14,3004560000
2009-07-15,3114072000
2009-07-16,3175848000
2009-07-17,3209544000
2009-07-20,3327480000
2009-07-21,3265704000
2009-07-22,3268512000
2009-07-23,3425760000
2009-07-24,3434184000
2009-07-27,3451031999
2009-07-28,3445416000
2009-07-29,3442608000
2009-07-30,3597048000
2009-07-31,3613896000
2009-08-03,3835728000
2009-08-04,3849768000
2009-08-05,3838536000
2009-08-06,3743064000
2009-08-07,3891888000
2009-08-10,3821688000
2009-08-11,3751488000
2009-08-12,3793608000
2009-08-13,3945240000
2009-08-14,3855384000
2009-08-17,3737448000
2009-08-18,3737448000
2009-08-19,3818880000
2009-08-20,3779568000
2009-08-21,3844152000
2009-08-24,3787992000
2009-08-25,3903120000
2009-08-26,3908736000
2009-08-27,3891888000
2009-08-28,3830112000
2009-08-31,3908736000
2009-09-01,3835728000
2009-09-02,3771144000
2009-09-03,3818880000
2009-09-04,3922776000
2009-09-08,4043520000
2009-09-09,4136184000
2009-09-10,4220424000
2009-09-11,4242888000
2009-09-14,4268160000
2009-09-15,4242888000
2009-09-16,4380480000
2009-09-17,4290624000
2009-09-18,4431024000
2009-09-21,4397328000
2009-09-22,4442256000
2009-09-23,4450680000
2009-09-24,4324320000
2009-09-25,4245696000
2009-09-28,4411368000
2009-09-29,4386096000
2009-09-30,4410459000
2009-10-01,4208067000
2009-10-02,4202445000
2009-10-05,4267098000
2009-10-06,4224933000
2009-10-07,4157468999
2009-10-08,4233366000
2009-10-09,4244610000
2009-10-12,4247421000
2009-10-13,4258665000
2009-10-14,4255854000
2009-10-15,4267098000
2009-10-16,4224933000
2009-10-19,4233366000
2009-10-20,4227743999
2009-10-21,4208067000
2009-10-22,4357050000
2009-10-23,4258665000
2009-10-26,4165902000
2009-10-27,4165902000
2009-10-28,3932589000
2009-10-29,4087193999
2009-10-30,4078761000
2009-11-02,3969132000
2009-11-03,3974754000
2009-11-04,4000053000
2009-11-05,4081572000
2009-11-06,4053462000
2009-11-09,4213689000
2009-11-10,4196823000
2009-11-11,4149036000
2009-11-12,4064706000
2009-11-13,4134981000
2009-11-16,4149036000
2009-11-17,4132170000
2009-11-18,4126548000
2009-11-19,4061895000
2009-11-20,4061895000
2009-11-23,4101249000
2009-11-24,4137792000
2009-11-25,4177146000
2009-11-27,4118115000
2009-11-30,4078761000
2009-12-01,4174335000
2009-12-02,4208067000
2009-12-03,4177146000
2009-12-04,4255854000
2009-12-07,4199634000
2009-12-08,4090005000
2009-12-09,4149036000
2009-12-10,4140603000
2009-12-11,4247421000
2009-12-14,4264287000
2009-12-15,4210878000
2009-12-16,4165902000
2009-12-17,4115304000
2009-12-18,4168713000
2009-12-21,4222122000
2009-12-22,4213689000
2009-12-23,4295208000
2009-12-24,4306452000
2009-12-28,4264287000
2009-12-29,4247421000
2009-12-30,4250232000
2009-12-31,4219311000
2010-01-04,4272720000
2010-01-05,4247421000
2010-01-06,4323318000
2010-01-07,4447002000
2010-01-08,4432947000
2010-01-11,4385160000
2010-01-12,4328940000
2010-01-13,4359861000
2010-01-14,4342995000
2010-01-15,4191201000
2010-01-19,4272720000
2010-01-20,4253043000
2010-01-21,4151847000
2010-01-22,4067517000
2010-01-25,4087193999
2010-01-26,4056273000
2010-01-27,4008486000
2010-01-28,3991620000
2010-01-29,3814527000
2010-02-01,3834204000
2010-02-02,4002864000
2010-02-03,3971943000
2010-02-04,3811716000
2010-02-05,3755496000
2010-02-08,3817338000
2010-02-09,3890424000
2010-02-10,3834204000
2010-02-11,3870747000
2010-02-12,3873558000
2010-02-16,3867936000
2010-02-17,3865125000
2010-02-18,3887613000
2010-02-19,3870747000
2010-02-22,3890424000
2010-02-23,3853881000
2010-02-24,3837015000
2010-02-25,3845448000
2010-02-26,3865125000
2010-03-01,3884802000
2010-03-02,3898857000
2010-03-03,3929778000
2010-03-04,3985998000
2010-03-05,4078761000
2010-03-08,4115304000
2010-03-09,4219311000
2010-03-10,4306452000
2010-03-11,4303641000
2010-03-12,4317696000
2010-03-15,4326129000
2010-03-16,4359861000
2010-03-17,4432947000
2010-03-18,4418892000
2010-03-19,4312074000
2010-03-22,4357050000
2010-03-23,4385160000
2010-03-24,4340184000
2010-03-25,4298019000
2010-03-26,4289586000
2010-03-29,4303641000
2010-03-30,4320507000
2010-03-31,4278800000
2010-04-01,4397030000
2010-04-05,4464590000
2010-04-06,4506815000
2010-04-07,4512445000
2010-04-08,4549040000
2010-04-09,4585635000
2010-04-12,4703865000
2010-04-13,4698235000
2010-04-14,4726385000
2010-04-15,4751720000
2010-04-16,4689790000
2010-04-19,4715125000
2010-04-20,4782685000
2010-04-21,4867135000
2010-04-22,4974105000
2010-04-23,4985365000
2010-04-26,4875580000
2010-04-27,4785500000
2010-04-28,4805205000
2010-04-29,4771425000
2010-04-30,4805205000
2010-05-03,4985365000
2010-05-04,4810835000
2010-05-05,4672900000
2010-05-06,4512445000
2010-05-07,4416735000
2010-05-10,4681345000
2010-05-11,4712310000
2010-05-12,4816465000
2010-05-13,4706680000
2010-05-14,4641935000
2010-05-17,4726385000
2010-05-18,4616600000
2010-05-19,4580005000
2010-05-20,4419550000
2010-05-21,4439255000
2010-05-24,4467405000
2010-05-25,4523705000
2010-05-26,4568745000
2010-05-27,4760165000
2010-05-28,4689790000
2010-06-01,4689790000
2010-06-02,4796760000
2010-06-03,4796760000
2010-06-04,4608155000
2010-06-07,4484295000
2010-06-08,4537780000
2010-06-09,4582820000
2010-06-10,4644750000
2010-06-11,4678530000
2010-06-14,4681345000
2010-06-15,4774240000
2010-06-16,4754535000
2010-06-17,4734830000
2010-06-18,4782685000
2010-06-21,4639120000
2010-06-22,4495555000
2010-06-23,4537780000
2010-06-24,4422365000
2010-06-25,4464590000
2010-06-28,4430810000
2010-06-29,4199980000
2010-06-30,4001112000
2010-07-01,3973782000
2010-07-02,3902724000
2010-07-06,3902724000
2010-07-07,4055772000
2010-07-08,4154160000
2010-07-09,4206087000
2010-07-12,4151427000
2010-07-13,4244349000
2010-07-14,4233417000
2010-07-15,4241616000
2010-07-16,4085835000
2010-07-19,4121364000
2010-07-20,4173291000
2010-07-21,4148694000
2010-07-22,4249815000
2010-07-23,4309941000
2010-07-26,4372800000
2010-07-27,4334538000
2010-07-28,4288077000
2010-07-29,4258014000
2010-07-30,4236150000
2010-08-02,4378266000
2010-08-03,4473921000
2010-08-04,4503984000
2010-08-05,4498518000
2010-08-06,4473921000
2010-08-09,4534047000
2010-08-10,4575042000
2010-08-11,4419261000
2010-08-12,4372800000
2010-08-13,4378266000
2010-08-16,4386465000
2010-08-17,4340004000
2010-08-18,4372800000
2010-08-19,4249815000
2010-08-20,4192422000
2010-08-23,4165092000
2010-08-24,4189689000
2010-08-25,4186956000
2010-08-26,4143228000
2010-08-27,4208820000
2010-08-30,4107699000
2010-08-31,4102233000
2010-09-01,4227951000
2010-09-02,4299009000
2010-09-03,4400130000
2010-09-07,4400130000
2010-09-08,4416528000
2010-09-09,4572309000
2010-09-10,4599639000
2010-09-13,4676163000
2010-09-14,4621503000
2010-09-15,4616037000
2010-09-16,4588707000
2010-09-17,4575042000
2010-09-20,4851075000
2010-09-21,4782750000
2010-09-22,4719891000
2010-09-23,4717158000
2010-09-24,4883871000
2010-09-27,4856541000
2010-09-28,4938531000
2010-09-29,4897536000
2010-09-30,5227235000
2010-10-01,5280065000
2010-10-04,5244845000
2010-10-05,5394530000
2010-10-06,5362245000
2010-10-07,5332895000
2010-10-08,5365180000
2010-10-11,5318220000
2010-10-12,5227235000
2010-10-13,5324090000
2010-10-14,5324090000
2010-10-15,5315285000
2010-10-18,5350505000
2010-10-19,5183210000
2010-10-20,5230170000
2010-10-21,5271260000
2010-10-22,5303545000
2010-10-25,5321155000
2010-10-26,5271260000
2010-10-27,5250715000
2010-10-28,5224300000
2010-10-29,5180275000
2010-11-01,5218430000
2010-11-02,5230170000
2010-11-03,5244845000
2010-11-04,5253650000
2010-11-05,5127445000
2010-11-08,5150925000
2010-11-09,5098095000
2010-11-10,5077550000
2010-11-11,5098095000
2010-11-12,5071680000
2010-11-15,5092225000
2010-11-16,5068745000
2010-11-17,5059940000
2010-11-18,5018850000
2010-11-19,5027655000
2010-11-22,4992435000
2010-11-23,4913190000
2010-11-24,5042330000
2010-11-26,5030590000
2010-11-29,5030590000
2010-11-30,4921995000
2010-12-01,5098095000
2010-12-02,5165600000
2010-12-03,5192015000
2010-12-06,5159729999
2010-12-07,5142120000
2010-12-08,5142120000
2010-12-09,5156795000
2010-12-10,5159729999
2010-12-13,5139185000
2010-12-14,5145055000
2010-12-15,5215495000
2010-12-16,5224300000
2010-12-17,5283000000
2010-12-20,5353440000
2010-12-21,5385725000
2010-12-22,5376920000
2010-12-23,5338765000
2010-12-27,5329960000
2010-12-28,5291805000
2010-12-29,5288870000
2010-12-30,5288870000
2010-12-31,5348556000
2011-01-03,5372092000
2011-01-04,5325020000
2011-01-05,5372092000
2011-01-06,5383860000
2011-01-07,5316194000
2011-01-10,5319135999
2011-01-11,5257354000
2011-01-12,5357382000
2011-01-13,5230876000
2011-01-14,5224992000
2011-01-18,5266180000
2011-01-19,5189688000
2011-01-20,5227934000
2011-01-21,5207340000
2011-01-24,5254412000
2011-01-25,5286774000
2011-01-26,5369150000
2011-01-27,5689828000
2011-01-28,5689828000
2011-01-31,5663350000
2011-02-01,5728074000
2011-02-02,5698654000
2011-02-03,5716306000
2011-02-04,5769262000
2011-02-07,5789856000
2011-02-08,5813392000
2011-02-09,5789856000
2011-02-10,5842812000
2011-02-11,5889884000
2011-02-14,5863406000
2011-02-15,5851638000
2011-02-16,5866348000
2011-02-17,5913420000
2011-02-18,5945782000
2011-02-22,5819276000
2011-02-23,5754552000
2011-02-24,5657466000
2011-02-25,5713364000
2011-02-28,5689828000
2011-03-01,5607452000
2011-03-02,5592742000
2011-03-03,5666292000
2011-03-04,5633930000
2011-03-07,5601568000
2011-03-08,5733958000
2011-03-09,5760435999
2011-03-10,5633930000
2011-03-11,5748668000
2011-03-14,5739842000
2011-03-15,5601568000
2011-03-16,5483888000
2011-03-17,5530960000
2011-03-18,5551554000
2011-03-21,5636872000
2011-03-22,5604510000
2011-03-23,5622162000
2011-03-24,5651582000
2011-03-25,5742784000
2011-03-28,5663350000
2011-03-29,5666292000
2011-03-30,5695712000
2011-03-31,5629959000
2011-04-01,5665275000
2011-04-04,5641731000
2011-04-05,5656446000
2011-04-06,5659389000
2011-04-07,5597586000
2011-04-08,5535783000
2011-04-11,5541668999
2011-04-12,5532840000
2011-04-13,5571099000
2011-04-14,5606415000
2011-04-15,5629959000
2011-04-18,5559327000
2011-04-19,5627016000
2011-04-20,5674104000
2011-04-21,5671161000
2011-04-25,5606415000
2011-04-26,5662332000
2011-04-27,5797710000
2011-04-28,5806539000
2011-04-29,5609358000
2011-05-02,5491638000
2011-05-03,5432778000
2011-05-04,5488695000
2011-05-05,5524011000
2011-05-06,5488695000
2011-05-09,5479866000
2011-05-10,5524011000
2011-05-11,5485752000
2011-05-12,5473980000
2011-05-13,5435721000
2011-05-16,5388633000
2011-05-17,5373918000
2011-05-18,5391576000
2011-05-19,5391576000
2011-05-20,5256198000
2011-05-23,5194395000
2011-05-24,5111991000
2011-05-25,5147307000
2011-05-26,5167908000
2011-05-27,5194395000
2011-05-31,5241483000
2011-06-01,5106105000
2011-06-02,4994271000
2011-06-03,4405671000
2011-06-06,4252635000
2011-06-07,4220262000
2011-06-08,4223205000
2011-06-09,4343868000
2011-06-10,4299723000
2011-06-13,4305609000
2011-06-14,4332096000
2011-06-15,4267350000
2011-06-16,4273236000
2011-06-17,4332096000
2011-06-20,4435101000
2011-06-21,4473360000
2011-06-22,4414500000
2011-06-23,4517505000
2011-06-24,4608738000
2011-06-27,4558707000
2011-06-28,4582251000
2011-06-29,4602852000
2011-06-30,4588824000
2011-07-01,4690604000
2011-07-05,4644076000
2011-07-06,4614996000
2011-07-07,4673156000
2011-07-08,4641168000
2011-07-11,4507400000
2011-07-12,4455056000
2011-07-13,4452148000
2011-07-14,4417252000
2011-07-15,4472504000
2011-07-18,4405620000
2011-07-19,4489952000
2011-07-20,4539388000
2011-07-21,4425976000
2011-07-22,4434700000
2011-07-25,4393988000
2011-07-26,4391080000
2011-07-27,4268944000
2011-07-28,4178796000
2011-07-29,4513216000
2011-08-01,4425976000
2011-08-02,4143900000
2011-08-03,4204968000
2011-08-04,3800756000
2011-08-05,3826928000
2011-08-08,3492508000
2011-08-09,3556484000
2011-08-10,3358740000
2011-08-11,3716424000
2011-08-12,4053752000
2011-08-15,3975236000
2011-08-16,3911260000
2011-08-17,3783308000
2011-08-18,3600104000
2011-08-19,3623368000
2011-08-22,3661172000
2011-08-23,3771676000
2011-08-24,3879272000
2011-08-25,3847284000
2011-08-26,3914168000
2011-08-29,3957788000
2011-08-30,3940340000
2011-08-31,4024672000
2011-09-01,4001408000
2011-09-02,3853100000
2011-09-06,3800756000
2011-09-07,3983960000
2011-09-08,3876364000
2011-09-09,3725148000
2011-09-12,3701884000
2011-09-13,3771676000
2011-09-14,3806572000
2011-09-15,3803664000
2011-09-16,3777492000
2011-09-19,3765860000
2011-09-20,3661172000
2011-09-21,3477968000
2011-09-22,3364556000
2011-09-23,3326752000
2011-09-26,3422716000
2011-09-27,3559392000
2011-09-28,3475060000
2011-09-29,3472152000
2011-09-30,3463666000
2011-10-03,3250652000
2011-10-04,3405306000
2011-10-05,3487010000
2011-10-06,3559960000
2011-10-07,3559960000
2011-10-10,3647500000
2011-10-11,3656254000
2011-10-12,3732121999
2011-10-13,3737958000
2011-10-14,3819662000
2011-10-17,3758384000
2011-10-18,3834252000
2011-10-19,3834252000
2011-10-20,3825498000
2011-10-21,3921792000
2011-10-24,3950971999
2011-10-25,3854678000
2011-10-26,3942218000
2011-10-27,4032676000
2011-10-28,4482048000
2011-10-31,4318640000
2011-11-01,4371164000
2011-11-02,4627948000
2011-11-03,4604604000
2011-11-04,4642538000
2011-11-07,4613358000
2011-11-08,4692143999
2011-11-09,4537490000
2011-11-10,4616276000
2011-11-11,4727160000
2011-11-14,4732996000
2011-11-15,4692143999
2011-11-16,4607522000
2011-11-17,4455786000
2011-11-18,4420770000
2011-11-21,4306968000
2011-11-22,4283624000
2011-11-23,4163986000
2011-11-25,4158150000
2011-11-28,4286542000
2011-11-29,4391590000
2011-11-30,4464540000
2011-12-01,4441196000
2011-12-02,4382836000
2011-12-05,4455786000
2011-12-06,4467458000
2011-12-07,4569588000
2011-12-08,4432442000
2011-12-09,4552080000
2011-12-12,4490802000
2011-12-13,4400344000
2011-12-14,4324476000
2011-12-15,4391590000
2011-12-16,4374082000
2011-12-19,4280706000
2011-12-20,4484966000
2011-12-21,4607522000
2011-12-22,4627948000
2011-12-23,4692143999
2011-12-27,4686308000
2011-12-28,4660046000
2011-12-29,4791356000
2011-12-30,4712570000
2012-01-03,4740783000
2012-01-04,4752467000
2012-01-05,4866386000
2012-01-06,4965700000
2012-01-09,5018278000
2012-01-10,5021199000
2012-01-11,5070856000
2012-01-12,5091303000
2012-01-13,5021199000
2012-01-17,4948174000
2012-01-18,5021199000
2012-01-19,5100066000
2012-01-20,5053330000
2012-01-23,5021199000
2012-01-24,4986147000
2012-01-25,5062092999
2012-01-26,5091303000
2012-01-27,5497322000
2012-01-30,5433060000
2012-01-31,5395087000
2012-02-01,5418455000
2012-02-02,5371719000
2012-02-03,5468112000
2012-02-06,5520690000
2012-02-07,5599557000
2012-02-08,5558663000
2012-02-09,5637530000
2012-02-10,5514848000
2012-02-13,5541137000
2012-02-14,5523611000
2012-02-15,5468112000
2012-02-16,5579110000
2012-02-17,5625846000
2012-02-21,5546979000
2012-02-22,5497322000
2012-02-23,5406771000
2012-02-24,5368798000
2012-02-27,5360035000
2012-02-28,5342509000
2012-02-29,5345430000
2012-03-01,5406771000
2012-03-02,5307457000
2012-03-05,5263642000
2012-03-06,5047488000
2012-03-07,5105908000
2012-03-08,5243195000
2012-03-09,5234432000
2012-03-12,5161407000
2012-03-13,5392166000
2012-03-14,5447665000
2012-03-15,5468112000
2012-03-16,5395087000
2012-03-19,5345430000
2012-03-20,5304536000
2012-03-21,5295773000
2012-03-22,5246116000
2012-03-23,5292852000
2012-03-26,5333746000
2012-03-27,5278247000
2012-03-28,5231511000
2012-03-29,5222748000
2012-03-30,5202301000
2012-04-02,5219827000
2012-04-03,5249037000
2012-04-04,5108829000
2012-04-05,5100066000
2012-04-09,4997831000
2012-04-10,4904359000
2012-04-11,4933569000
2012-04-12,5035804000
2012-04-13,5003673000
2012-04-16,5021199000
2012-04-17,5094224000
2012-04-18,5065014000
2012-04-19,5070856000
2012-04-20,5082540000
2012-04-23,5027041000
2012-04-24,5105908000
2012-04-25,5213985000
2012-04-26,5246116000
2012-04-27,5424297000
2012-04-30,5316220000
2012-05-01,5336667000
2012-05-02,5433060000
2012-05-03,5447665000
2012-05-04,5421376000
2012-05-07,5444744000
2012-05-08,5362956000
2012-05-09,5336667000
2012-05-10,5383403000
2012-05-11,5351272000
2012-05-14,5333746000
2012-05-15,5260721000
2012-05-16,5287010000
2012-05-17,5140960000
2012-05-18,5167249000
2012-05-21,5243195000
2012-05-22,5246116000
2012-05-23,5324983000
2012-05-24,5371719000
2012-05-25,5532374000
2012-05-29,5558663000
2012-05-30,5400929000
2012-05-31,5374640000
2012-06-01,5158486000
2012-06-04,5152644000
2012-06-05,5132197000
2012-06-06,5269484000
2012-06-07,5272405000
2012-06-08,5254879000
2012-06-11,5292852000
2012-06-12,5398008000
2012-06-13,5339588000
2012-06-14,5377561000
2012-06-15,5400929000
2012-06-18,5424297000
2012-06-19,5389245000
2012-06-20,5374640000
2012-06-21,5263642000
2012-06-22,5260721000
2012-06-25,5143881000
2012-06-26,5091303000
2012-06-27,5082540000
2012-06-28,5102987000
2012-06-29,5298694000
2012-07-02,5279112000
2012-07-03,5267484000
2012-07-05,5418648000
2012-07-06,5316903000
2012-07-09,5241321000
2012-07-10,5145390000
2012-07-11,5063994000
2012-07-12,5058180000
2012-07-13,5145390000
2012-07-16,5090157000
2012-07-17,5162832000
2012-07-18,5229693000
2012-07-19,5328530999
2012-07-20,5267484000
2012-07-23,5104692000
2012-07-24,5066901000
2012-07-25,5066901000
2012-07-26,5145390000
2012-07-27,5258763000
2012-07-30,5168646000
2012-07-31,5130855000
2012-08-01,5023296000
2012-08-02,4845969000
2012-08-03,4962249000
2012-08-06,4991319000
2012-08-07,5063994000
2012-08-08,5063994000
2012-08-09,5014575000
2012-08-10,4936086000
2012-08-13,4953528000
2012-08-14,4909923000
2012-08-15,4907016000
2012-08-16,5002947000
2012-08-17,5116320000
2012-08-20,5130855000
2012-08-21,5133762000
2012-08-22,5090157000
2012-08-23,5101785000
2012-08-24,5130855000
2012-08-27,5026203000
2012-08-28,5046552000
2012-08-29,5093064000
2012-08-30,5151204000
2012-08-31,5212251000
2012-09-04,5223879000
2012-09-05,5255855999
2012-09-06,5404113000
2012-09-07,5453532000
2012-09-10,5450625000
2012-09-11,5465160000
2012-09-12,5511672000
2012-09-13,5529114000
2012-09-14,5729697000
2012-09-17,5636673000
2012-09-18,5688999000
2012-09-19,5677371000
2012-09-20,5604696000
2012-09-21,5613417000
2012-09-24,5598882000
2012-09-25,5546555999
2012-09-26,5563998000
2012-09-27,5552370000
2012-09-28,5549463000
2012-10-01,5472300000
2012-10-02,5472300000
2012-10-03,5527400000
2012-10-04,5614400000
2012-10-05,5649200000
2012-10-08,5681100000
2012-10-09,5649200000
2012-10-10,5681100000
2012-10-11,5686900000
2012-10-12,5727500000
2012-10-15,5860900000
2012-10-16,5933400000
2012-10-17,6005900000
2012-10-18,6069700000
2012-10-19,5974000000
2012-10-22,5933400000
2012-10-23,5933400000
2012-10-24,5875400000
2012-10-25,5826100000
2012-10-26,5971100000
2012-10-31,5985600000
2012-11-01,6113199999
2012-11-02,6101600000
2012-11-05,6121900000
2012-11-06,6174100000
2012-11-07,6104500000
2012-11-08,5901500000
2012-11-09,5898600000
2012-11-12,5942100000
2012-11-13,5942100000
2012-11-14,5945000000
2012-11-15,5974000000
2012-11-16,6072600000
2012-11-19,6191500000
2012-11-20,6182800000
2012-11-21,6133500000
2012-11-23,6191500000
2012-11-26,6174100000
2012-11-27,6194400000
2012-11-28,6232100000
2012-11-29,6307500000
2012-11-30,6324900000
2012-12-03,6304600000
2012-12-04,6281400000
2012-12-05,6295900000
2012-12-06,6316200000
2012-12-07,6353900000
2012-12-10,6452500000
2012-12-11,6356800000
2012-12-12,6429300000
2012-12-13,6351000000
2012-12-14,6371300000
2012-12-17,6359700000
2012-12-18,6353900000
2012-12-19,6284300000
2012-12-20,6301700000
2012-12-21,6327800000
2012-12-24,6362600000
2012-12-26,6327800000
2012-12-27,6371300000
2012-12-28,6327800000
2012-12-31,6458300000
2013-01-02,6556900000
2013-01-03,6513400000
2013-01-04,6539500000
2013-01-07,6420600000
2013-01-08,6440900000
2013-01-09,6455400000
2013-01-10,6365500000
2013-01-11,6322000000
2013-01-14,6397400000
2013-01-15,6481500000
2013-01-16,6516300000
2013-01-17,6649700000
2013-01-18,6704800000
2013-01-22,6765699999
2013-01-23,6762800000
2013-01-24,6742500000
2013-01-25,6736700000
2013-01-28,6667100000
2013-01-29,6832400000
2013-01-30,6858500000
2013-01-31,6809200000
2013-02-01,6783100000
2013-02-04,6762800000
2013-02-05,6994800000
2013-02-06,7020900000
2013-02-07,6991900000
2013-02-08,7000600000
2013-02-11,6942600000
2013-02-12,7015100000
2013-02-13,6968700000
2013-02-14,7041200000
2013-02-15,7012200000
2013-02-19,6986100000
2013-02-20,6844000000
2013-02-21,6783100000
2013-02-22,6809200000
2013-02-25,6623600000
2013-02-26,6603300000
2013-02-27,6774400000
2013-02-28,6768600000
2013-03-01,6757000000
2013-03-04,6806300000
2013-03-05,6870100000
2013-03-06,6942600000
2013-03-07,6962900000
2013-03-08,7232600000
2013-03-11,7293500000
2013-03-12,7313800000
2013-03-13,7351500000
2013-03-14,7493600000
2013-03-15,7397900000
2013-03-18,7389200000
2013-03-19,7368900000
2013-03-20,7400800000
2013-03-21,7328300000
2013-03-22,7328300000
2013-03-25,7305100000
2013-03-26,7421100000
2013-03-27,7444300000
2013-03-28,7569000000
2013-04-01,7543037000
2013-04-02,7516856000
2013-04-03,7321953000
2013-04-04,7345225000
2013-04-05,7272500000
2013-04-08,7348134000
2013-04-09,7356861000
2013-04-10,7388860000
2013-04-11,7473221000
2013-04-12,7461585000
2013-04-15,7333589000
2013-04-16,7484857000
2013-04-17,7374315000
2013-04-18,7516856000
2013-04-19,7671033000
2013-04-22,7761212000
2013-04-23,7784484000
2013-04-24,7714668000
2013-04-25,7790302000
2013-04-26,7694305000
2013-04-29,7671033000
2013-04-30,7662306000
2013-05-01,7592490000
2013-05-02,7676851000
2013-05-03,7729213000
2013-05-06,7705941000
2013-05-07,7790302000
2013-05-08,7860118000
2013-05-09,7793211000
2013-05-10,8023021999
2013-05-13,7993932000
2013-05-14,8116110000
2013-05-15,8206289000
2013-05-16,8130655000
2013-05-17,8159745000
2013-05-20,8203380000
2013-05-21,8177199000
2013-05-22,8040476000
2013-05-23,7976478000
2013-05-24,7967751000
2013-05-28,8017204000
2013-05-29,7863027000
2013-05-30,7892117000
2013-05-31,7865936000
2013-06-03,7877571999
2013-06-04,7825210000
2013-06-05,7688487000
2013-06-06,7778666000
2013-06-07,7935752000
2013-06-10,7897935000
2013-06-11,7793211000
2013-06-12,7717577000
2013-06-13,7895026000
2013-06-14,7903753000
2013-06-17,7819392000
2013-06-18,7854300000
2013-06-19,7775757000
2013-06-20,7580854000
2013-06-21,7548855000
2013-06-24,7409223000
2013-06-25,7397587000
2013-06-26,7426677000
2013-06-27,7618671000
2013-06-28,7636125000
2013-07-01,7673145000
2013-07-02,7577412000
2013-07-03,7542600000
2013-07-05,7577412000
2013-07-08,7696353000
2013-07-09,7806591000
2013-07-10,7728264000
2013-07-11,7821096000
2013-07-12,7844304000
2013-07-15,7829799000
2013-07-16,7786284000
2013-07-17,7794987000
2013-07-18,7841403000
2013-07-19,7876215000
2013-07-22,7940037000
2013-07-23,7957443000
2013-07-24,7893621000
2013-07-25,7893621000
2013-07-26,7858809000
2013-07-29,7838502000
2013-07-30,7760175000
2013-07-31,7838502000
2013-08-01,8044473000
2013-08-02,8038671000
2013-08-05,8032869000
2013-08-06,7925532000
2013-08-07,7850106000
2013-08-08,7777581000
2013-08-09,7783382999
2013-08-12,7757274000
2013-08-13,7792086000
2013-08-14,7728264000
2013-08-15,7545501000
2013-08-16,7528095000
2013-08-19,7443966000
2013-08-20,7519392000
2013-08-21,7380144000
2013-08-22,7325025000
2013-08-23,7400451000
2013-08-26,7475877000
2013-08-27,7310520000
2013-08-28,7249599000
2013-08-29,7368540000
2013-08-30,7339530000
2013-09-03,7461372000
2013-09-04,7548402000
2013-09-05,7519392000
2013-09-06,7554204000
2013-09-09,7623828000
2013-09-10,7635432000
2013-09-11,7734066000
2013-09-12,7722462000
2013-09-13,7812393000
2013-09-16,7789185000
2013-09-17,7786284000
2013-09-18,7922631000
2013-09-19,7945839000
2013-09-20,7916829000
2013-09-23,7861710000
2013-09-24,7948740000
2013-09-25,7882017000
2013-09-26,8027067000
2013-09-27,8003859000
2013-09-30,7793500000
2013-10-01,7838844000
2013-10-02,7838844000
2013-10-03,7739654000
2013-10-04,7804836000
2013-10-07,7646132000
2013-10-08,7527104000
2013-10-09,7563946000
2013-10-10,7719816000
2013-10-11,7881354000
2013-10-14,7878520000
2013-10-15,7748156000
2013-10-16,7923864000
2013-10-17,8127912000
2013-10-18,8224268000
2013-10-21,8212932000
2013-10-22,8241271999
2013-10-23,8235604000
2013-10-24,8195928000
2013-10-25,8331960000
2013-10-28,8414146000
2013-10-29,8476494000
2013-10-30,8385806000
2013-10-31,8397142000
2013-11-01,8399976000
2013-11-04,8467992000
2013-11-05,8405644000
2013-11-06,8320624000
2013-11-07,8130746000
2013-11-08,8221434000
2013-11-11,8275280000
2013-11-12,8351798000
2013-11-13,8448154000
2013-11-14,8467992000
2013-11-15,8530340000
2013-11-18,8428316000
2013-11-19,8411312000
2013-11-20,8402810000
2013-11-21,8541676000
2013-11-22,8598356000
2013-11-25,8581352000
