,RF
2013-11-27,13531960000
2013-11-29,13407940000
2013-12-02,13421720000
2013-12-03,13159900000
2013-12-04,13325260000
2013-12-05,13173680000
2013-12-06,13380380000
2013-12-09,13270140000
2013-12-10,13173680000
2013-12-11,12980760000
2013-12-12,13118560000
2013-12-13,13132340000
2013-12-16,13187460000
2013-12-17,13118560000
2013-12-18,13228800000
2013-12-19,13215020000
2013-12-20,13270140000
2013-12-23,13531960000
2013-12-24,13573300000
2013-12-26,13614640000
2013-12-27,13545740000
2013-12-30,13559520000
2013-12-31,13628420000
2014-01-02,13628420000
2014-01-03,13600859999
2014-01-06,13876460000
2014-01-07,13917800000
2014-01-08,14124500000
2014-01-09,14400099999
2014-01-10,14441440000
2014-01-13,14207180000
2014-01-14,14289859999
2014-01-15,14648140000
2014-01-16,14441440000
2014-01-17,14565460000
2014-01-21,14965080000
2014-01-22,15185560000
2014-01-23,15047760000
2014-01-24,14537900000
2014-01-27,14344980000
2014-01-28,14510340000
2014-01-29,14207180000
2014-01-30,14372540000
2014-01-31,14014260000
2014-02-03,13531960000
2014-02-04,13738660000
2014-02-05,13642200000
2014-02-06,14152060000
2014-02-07,14096940000
2014-02-10,14055599999
2014-02-11,14193400000
2014-02-12,14124500000
2014-02-13,14193400000
2014-02-14,14262300000
2014-02-18,14289859999
2014-02-19,13917800000
2014-02-20,14083160000
2014-02-21,14110720000
2014-02-24,14386320000
2014-02-25,14400099999
2014-02-26,14496560000
2014-02-27,14565460000
2014-02-28,14661920000
2014-03-03,14510340000
2014-03-04,14854840000
2014-03-05,14785940000
2014-03-06,14923740000
2014-03-07,15226900000
2014-03-10,15020200000
2014-03-11,14882400000
2014-03-12,14813500000
2014-03-13,14703260000
2014-03-14,14648140000
2014-03-17,14882400000
2014-03-18,14896180000
2014-03-19,15282020000
2014-03-20,15571400000
2014-03-21,15282020000
2014-03-24,15254460000
2014-03-25,15309580000
2014-03-26,15158000000
2014-03-27,14868619999
2014-03-28,15089099999
2014-03-31,15309580000
2014-04-01,15502500000
2014-04-02,15282020000
2014-04-03,15268240000
2014-04-04,15116660000
2014-04-07,14799720000
2014-04-08,14689480000
2014-04-09,14730820000
2014-04-10,14179619999
2014-04-11,14014260000
2014-04-14,14028040000
2014-04-15,14152060000
2014-04-16,14248520000
2014-04-17,14083160000
2014-04-21,14165840000
2014-04-22,14317420000
2014-04-23,14344980000
2014-04-24,14207180000
2014-04-25,13986700000
2014-04-28,13876460000
2014-04-29,13904020000
2014-04-30,13972920000
2014-05-01,14069380000
2014-05-02,14110720000
2014-05-05,14124500000
2014-05-06,13931580000
2014-05-07,14124500000
2014-05-08,14014260000
2014-05-09,14138280000
2014-05-12,14482780000
2014-05-13,14372540000
2014-05-14,14041820000
2014-05-15,13835119999
2014-05-16,13614640000
2014-05-19,13821340000
2014-05-20,13752440000
2014-05-21,13917800000
2014-05-22,13904020000
2014-05-23,13876460000
2014-05-27,13945359999
2014-05-28,13917800000
2014-05-29,13917800000
2014-05-30,14041820000
2014-06-02,14248520000
2014-06-03,14386320000
2014-06-04,14455220000
2014-06-05,14606800000
2014-06-06,14648140000
2014-06-09,14951300000
2014-06-10,14965080000
2014-06-11,14785940000
2014-06-12,14620580000
2014-06-13,14758380000
2014-06-16,14593020000
2014-06-17,14799720000
2014-06-18,14785940000
2014-06-19,14730820000
2014-06-20,14841060000
2014-06-23,14758380000
2014-06-24,14579240000
2014-06-25,14717040000
2014-06-26,14717040000
2014-06-27,14703260000
2014-06-30,14634359999
2014-07-01,14827280000
2014-07-02,14744599999
2014-07-03,14978859999
2014-07-07,14841060000
2014-07-08,14565460000
2014-07-09,14648140000
2014-07-10,14537900000
2014-07-11,14620580000
2014-07-14,14634359999
2014-07-15,14785940000
2014-07-16,14648140000
2014-07-17,14069380000
2014-07-18,14124500000
2014-07-21,14041820000
2014-07-22,13917800000
2014-07-23,13917800000
2014-07-24,14179619999
2014-07-25,14276080000
2014-07-28,14110720000
2014-07-29,14028040000
2014-07-30,14193400000
2014-07-31,13972920000
2014-08-01,13766220000
2014-08-04,13697320000
2014-08-05,13573300000
2014-08-06,13559520000
2014-08-07,13380380000
2014-08-08,13449280000
2014-08-11,13394160000
2014-08-12,13421720000
2014-08-13,13655980000
2014-08-14,13642200000
2014-08-15,13476840000
2014-08-18,13711099999
2014-08-19,13614640000
2014-08-20,13724880000
2014-08-21,13945359999
2014-08-22,13917800000
2014-08-25,14083160000
2014-08-26,14138280000
2014-08-27,14000480000
2014-08-28,13931580000
2014-08-29,13986700000
2014-09-02,14028040000
2014-09-03,13945359999
2014-09-04,13972920000
2014-09-05,13972920000
2014-09-08,13986700000
2014-09-09,13780000000
2014-09-10,14055599999
2014-09-11,14165840000
2014-09-12,14262300000
2014-09-15,14165840000
2014-09-16,14069380000
2014-09-17,14303640000
2014-09-18,14524119999
2014-09-19,14386320000
2014-09-22,14248520000
2014-09-23,14028040000
2014-09-24,14028040000
2014-09-25,13862680000
2014-09-26,13945359999
2014-09-29,13862680000
2014-09-30,13704599999
2014-10-01,13499850000
2014-10-02,13527150000
2014-10-03,13786500000
2014-10-06,13622700000
2014-10-07,13458900000
2014-10-08,13650000000
2014-10-09,13267800000
2014-10-10,13090350000
2014-10-13,12871950000
2014-10-14,12994800000
2014-10-15,12421500000
2014-10-16,12366900000
2014-10-17,12421500000
2014-10-20,12503400000
2014-10-21,12639900000
2014-10-22,12639900000
2014-10-23,12844650000
2014-10-24,12885600000
2014-10-27,12831000000
2014-10-28,13144950000
2014-10-29,13322400000
2014-10-30,13322400000
2014-10-31,13554450000
2014-11-03,13690950000
2014-11-04,13663650000
2014-11-05,13800150000
2014-11-06,13963950000
2014-11-07,13868400000
2014-11-10,13963950000
2014-11-11,13909350000
2014-11-12,13936650000
2014-11-13,13882050000
2014-11-14,13882050000
2014-11-17,13786500000
2014-11-18,13772850000
2014-11-19,13745550000
2014-11-20,13690950000
2014-11-21,13704599999
2014-11-24,13895700000
2014-11-25,13841100000
2014-11-26,13841100000
2014-11-28,13745550000
2014-12-01,13336050000
2014-12-02,13458900000
2014-12-03,13595400000
2014-12-04,13800150000
2014-12-05,14155049999
2014-12-08,14155049999
2014-12-09,14264249999
2014-12-10,13841100000
2014-12-11,13882050000
2014-12-12,13663650000
2014-12-15,13458900000
2014-12-16,13540800000
2014-12-17,13950300000
2014-12-18,14250600000
2014-12-19,14264249999
2014-12-22,14346150000
2014-12-23,14550900000
2014-12-24,14564550000
2014-12-26,14578200000
2014-12-29,14646450000
2014-12-30,14605499999
2014-12-31,14213760000
2015-01-02,14146460000
2015-01-05,13661900000
2015-01-06,13204260000
2015-01-07,13285019999
2015-01-08,13486920000
2015-01-09,13096580000
2015-01-12,12840839999
2015-01-13,12638940000
2015-01-14,12329360000
2015-01-15,12100540000
2015-01-16,12208220000
2015-01-20,11764040000
2015-01-21,11723660000
2015-01-22,12369740000
2015-01-23,12127460000
2015-01-26,12221680000
2015-01-27,12073620000
2015-01-28,11764040000
2015-01-29,11912100000
2015-01-30,11710199999
2015-02-02,12019780000
2015-02-03,12262060000
2015-02-04,12167839999
2015-02-05,12383199999
2015-02-06,12867760000
2015-02-09,12598560000
2015-02-10,12585100000
2015-02-11,12544720000
2015-02-12,12840839999
2015-02-13,12813920000
2015-02-17,13029280000
2015-02-18,12800460000
2015-02-19,12827380000
2015-02-20,13002360000
2015-02-23,12881220000
2015-02-24,13015820000
2015-02-25,12948519999
2015-02-26,12948519999
2015-02-27,12935060000
2015-03-02,13056199999
2015-03-03,12948519999
2015-03-04,12854300000
2015-03-05,13056199999
2015-03-06,13136960000
2015-03-09,13136960000
2015-03-10,12854300000
2015-03-11,12840839999
2015-03-12,13311940000
2015-03-13,13338860000
2015-03-16,13298480000
2015-03-17,13311940000
2015-03-18,13042740000
2015-03-19,12787000000
2015-03-20,12975440000
2015-03-23,12854300000
2015-03-24,12692780000
2015-03-25,12450500000
2015-03-26,12531260000
2015-03-27,12423580000
2015-03-30,12571640000
2015-03-31,12615750000
2015-04-01,12629100000
2015-04-02,12789300000
2015-04-06,12749250000
2015-04-07,12842699999
2015-04-08,12856050000
2015-04-09,12909450000
2015-04-10,12802650000
2015-04-13,12869400000
2015-04-14,12735899999
2015-04-15,12962850000
2015-04-16,12949500000
2015-04-17,12802650000
2015-04-20,12802650000
2015-04-21,12789300000
2015-04-22,12989550000
2015-04-23,12842699999
2015-04-24,12789300000
2015-04-27,12762600000
2015-04-28,12869400000
2015-04-29,13083000000
2015-04-30,13123050000
2015-05-01,13123050000
2015-05-04,13323300000
2015-05-05,13229850000
2015-05-06,13243200000
2015-05-07,13203150000
2015-05-08,13256550000
2015-05-11,13443450000
2015-05-12,13576950000
2015-05-13,13697100000
2015-05-14,13603650000
2015-05-15,13323300000
2015-05-18,13630350000
2015-05-19,13870650000
2015-05-20,13697100000
2015-05-21,13670400000
2015-05-22,13643700000
2015-05-26,13590300000
2015-05-27,13723800000
2015-05-28,13643700000
2015-05-29,13470150000
2015-06-01,13323300000
2015-06-02,13523550000
2015-06-03,13750500000
2015-06-04,13643700000
2015-06-05,14044200000
2015-06-08,13924050000
2015-06-09,14084250000
2015-06-10,14217750000
2015-06-11,14097600000
2015-06-12,14124300000
2015-06-15,14017500000
2015-06-16,14151000000
2015-06-17,13937400000
2015-06-18,14017500000
2015-06-19,13937400000
2015-06-22,14164350000
2015-06-23,14364600000
2015-06-24,14244450000
2015-06-25,14110950000
2015-06-26,14057550000
2015-06-29,13737149999
2015-06-30,13664840000
2015-07-01,13730790000
2015-07-02,13546130000
2015-07-06,13414230000
2015-07-07,13242759999
2015-07-08,12965770000
2015-07-09,13190000000
2015-07-10,13374660000
2015-07-13,13453800000
2015-07-14,13480180000
2015-07-15,13598890000
2015-07-16,13704410000
2015-07-17,13348279999
2015-07-20,13453800000
2015-07-21,13730790000
2015-07-22,14113300000
2015-07-23,14007779999
2015-07-24,13928640000
2015-07-27,13730790000
2015-07-28,13717600000
2015-07-29,13875880000
2015-07-30,13941830000
2015-07-31,13704410000
2015-08-03,13678029999
2015-08-04,13678029999
2015-08-05,13823120000
2015-08-06,13941830000
2015-08-07,14007779999
2015-08-10,14245200000
2015-08-11,13955020000
2015-08-12,13651650000
2015-08-13,13730790000
2015-08-14,13915450000
2015-08-17,13915450000
2015-08-18,13849500000
2015-08-19,13519750000
2015-08-20,13097670000
2015-08-21,12754730000
2015-08-24,11844620000
2015-08-25,11567630000
2015-08-26,12200750000
2015-08-27,12609640000
2015-08-28,12688779999
2015-08-31,12649210000
2015-09-01,12147990000
2015-09-02,12319460000
2015-09-03,12438170000
2015-09-04,12213940000
2015-09-08,12556880000
2015-09-09,12319460000
2015-09-10,12556880000
2015-09-11,12543690000
2015-09-14,12649210000
2015-09-15,12833870000
2015-09-16,12622830000
2015-09-17,12253509999
2015-09-18,11791860000
2015-09-21,11989710000
2015-09-22,11765480000
2015-09-23,11805050000
2015-09-24,11765480000
2015-09-25,11976520000
2015-09-28,11607200000
2015-09-29,11646770000
2015-09-30,11722010000
2015-10-01,11748030000
2015-10-02,11591910000
2015-10-05,11761039999
2015-10-06,11826090000
2015-10-07,11982210000
2015-10-08,12047260000
2015-10-09,11826090000
2015-10-12,11813080000
2015-10-13,11682980000
2015-10-14,11474820000
2015-10-15,11813080000
2015-10-16,11735020000
2015-10-19,11630940000
2015-10-20,11982210000
2015-10-21,11748030000
2015-10-22,11982210000
2015-10-23,12294450000
2015-10-26,12125320000
2015-10-27,12021240000
2015-10-28,12567660000
2015-10-29,12541640000
2015-10-30,12164350000
2015-11-02,12463580000
2015-11-03,12411539999
2015-11-04,12476590000
2015-11-05,12658730000
2015-11-06,13179130000
2015-11-09,12996990000
2015-11-10,13101070000
2015-11-11,12944950000
2015-11-12,12749800000
2015-11-13,12632710000
2015-11-16,12762810000
2015-11-17,12840869999
2015-11-18,13127090000
2015-11-19,13192140000
2015-11-20,13114080000
2015-11-23,13114080000
2015-11-24,13179130000
2015-11-25,13127090000
2015-11-27,13231170000
2015-11-30,13192140000
2015-12-01,13335250000
2015-12-02,13140100000
2015-12-03,12970970000
2015-12-04,13348260000
2015-12-07,13049030000
2015-12-08,12541640000
2015-12-09,12294450000
2015-12-10,12502610000
2015-12-11,12190369999
2015-12-14,12177360000
2015-12-15,12710770000
2015-12-16,12931940000
2015-12-17,12658730000
2015-12-18,12164350000
2015-12-21,12216390000
2015-12-22,12359500000
2015-12-23,12606690000
2015-12-24,12632710000
2015-12-28,12528630000
2015-12-29,12697760000
2015-12-30,12554650000
2015-12-31,12345600000
2016-01-04,12139840000
2016-01-05,12114120000
2016-01-06,11908360000
2016-01-07,11522560000
2016-01-08,11265360000
2016-01-11,11162480000
2016-01-12,11239640000
2016-01-13,10712380000
2016-01-14,10750960000
2016-01-15,10545200000
2016-01-19,10390880000
2016-01-20,10159400000
2016-01-21,10069380000
2016-01-22,10197980000
2016-01-25,9735020000
2016-01-26,10056520000
2016-01-27,10223700000
2016-01-28,10300860000
2016-01-29,10442319999
2016-02-01,10210840000
2016-02-02,9812180000
2016-02-03,10056520000
2016-02-04,10159400000
2016-02-05,10030800000
2016-02-08,9683580000
2016-02-09,9837900000
2016-02-10,9657860000
2016-02-11,9104880000
2016-02-12,9773600000
2016-02-16,10082240000
2016-02-17,10056520000
2016-02-18,9799320000
2016-02-19,9837900000
2016-02-22,10159400000
2016-02-23,9735020000
2016-02-24,9542120000
2016-02-25,9657860000
2016-02-26,9966500000
2016-02-29,9670720000
2016-03-01,10262280000
2016-03-02,10442319999
2016-03-03,10648080000
2016-03-04,10789540000
2016-03-07,10776680000
2016-03-08,10352300000
2016-03-09,10120820000
2016-03-10,10249420000
2016-03-11,10596640000
2016-03-14,10558060000
2016-03-15,10429460000
2016-03-16,10313720000
2016-03-17,10442319999
2016-03-18,10583780000
2016-03-21,10558060000
2016-03-22,10519480000
2016-03-23,10390880000
2016-03-24,10365160000
2016-03-28,10352300000
2016-03-29,10159400000
2016-03-30,10159400000
2016-03-31,9930250000
2016-04-01,9980850000
2016-04-04,9955550000
2016-04-05,9689900000
2016-04-06,9879650000
2016-04-07,9614000000
2016-04-08,9702550000
2016-04-11,9816400000
2016-04-12,10082050000
2016-04-13,10626000000
2016-04-14,10727200000
2016-04-15,11056100000
2016-04-18,11081400000
2016-04-19,11359700000
2016-04-20,11587400000
2016-04-21,11600050000
2016-04-22,11815100000
2016-04-25,11764500000
2016-04-26,11891000000
2016-04-27,12131350000
2016-04-28,11916300000
2016-04-29,11865700000
2016-05-02,11954250000
2016-05-03,11688600000
2016-05-04,11435599999
2016-05-05,11435599999
2016-05-06,11486200000
2016-05-09,11448250000
2016-05-10,11675950000
2016-05-11,11663300000
2016-05-12,11549450000
2016-05-13,11372350000
2016-05-16,11448250000
2016-05-17,11600050000
2016-05-18,12194600000
2016-05-19,11979550000
2016-05-20,12030150000
2016-05-23,11979550000
2016-05-24,12207250000
2016-05-25,12460250000
2016-05-26,12308450000
2016-05-27,12485549999
2016-05-31,12434950000
2016-06-01,12561450000
2016-06-02,12650000000
2016-06-03,12308450000
2016-06-06,12586750000
2016-06-07,12434950000
2016-06-08,12422300000
2016-06-09,12270500000
2016-06-10,12042800000
2016-06-13,11840400000
2016-06-14,11498850000
2016-06-15,11511500000
2016-06-16,11347050000
2016-06-17,11498850000
2016-06-20,11600050000
2016-06-21,11600050000
2016-06-22,11536799999
2016-06-23,11954250000
2016-06-24,10790450000
2016-06-27,10006150000
2016-06-28,10410950000
2016-06-29,10651300000
2016-06-30,10603460000
2016-07-01,10416560000
2016-07-05,9992920000
2016-07-06,10204740000
2016-07-07,10279500000
2016-07-08,10516240000
2016-07-11,10678220000
2016-07-12,11002180000
2016-07-13,11039560000
2016-07-14,11313680000
2016-07-15,11363519999
2016-07-18,11413360000
2016-07-19,11064480000
2016-07-20,11114320000
2016-07-21,11139240000
2016-07-22,11251380000
2016-07-25,11176620000
2016-07-26,11400900000
2016-07-27,11338600000
2016-07-28,11413360000
2016-07-29,11425820000
2016-08-01,11238920000
2016-08-02,11089400000
2016-08-03,11263839999
2016-08-04,11263839999
2016-08-05,11699940000
2016-08-08,11699940000
2016-08-09,11675019999
2016-08-10,11537960000
2016-08-11,11587800000
2016-08-12,11500580000
2016-08-15,11911760000
2016-08-16,11886839999
2016-08-17,11899300000
2016-08-18,11998980000
2016-08-19,12073740000
2016-08-22,12036360000
2016-08-23,12048820000
2016-08-24,11998980000
2016-08-25,12023900000
2016-08-26,12198339999
2016-08-29,12285560000
2016-08-30,12422620000
2016-08-31,12422620000
2016-09-01,12273100000
2016-09-02,12372780000
2016-09-06,12322940000
2016-09-07,12410160000
2016-09-08,12372780000
2016-09-09,12248180000
2016-09-12,12360320000
2016-09-13,11974060000
2016-09-14,11861920000
2016-09-15,11998980000
2016-09-16,11911760000
2016-09-19,12036360000
2016-09-20,12023900000
2016-09-21,12061280000
2016-09-22,12173420000
2016-09-23,12185880000
2016-09-26,11911760000
2016-09-27,12098660000
2016-09-28,12248180000
2016-09-29,12048820000
2016-09-30,12080879999
2016-10-03,12142080000
2016-10-04,12337920000
2016-10-05,12619440000
2016-10-06,12631680000
2016-10-07,12643920000
2016-10-10,12692879999
2016-10-11,12558240000
2016-10-12,12533760000
2016-10-13,12178800000
2016-10-14,12301200000
2016-10-17,12252240000
2016-10-18,12546000000
2016-10-19,12900959999
2016-10-20,12986640000
2016-10-21,13023360000
2016-10-24,12986640000
2016-10-25,12998879999
2016-10-26,13158000000
2016-10-27,13268160000
2016-10-28,13035600000
2016-10-31,13109040000
2016-11-01,13268160000
2016-11-02,12864240000
2016-11-03,12803040000
2016-11-04,12876480000
2016-11-07,13415040000
2016-11-08,13329360000
2016-11-09,14124959999
2016-11-10,14908320000
2016-11-11,15238800000
2016-11-14,16242480000
2016-11-15,16560720000
2016-11-16,15777360000
2016-11-17,16120080000
2016-11-18,16230240000
2016-11-21,16046640000
2016-11-22,16095600000
2016-11-23,16279200000
2016-11-25,16352640000
2016-11-28,16009920000
2016-11-29,16132320000
2016-11-30,16572959999
2016-12-01,16940160000
2016-12-02,16817760000
2016-12-05,17160480000
2016-12-06,17429760000
2016-12-07,17699040000
2016-12-08,17809200000
2016-12-09,17870400000
2016-12-12,17576640000
2016-12-13,17490960000
2016-12-14,17552160000
2016-12-15,17772480000
2016-12-16,17380800000
2016-12-19,17478720000
2016-12-20,17845920000
2016-12-21,17784720000
2016-12-22,17809200000
2016-12-23,17821440000
2016-12-27,17919360000
2016-12-28,17662320000
2016-12-29,17344080000
2016-12-30,17576640000
2017-01-03,17445870000
2017-01-04,17675580000
2017-01-05,17445870000
2017-01-06,17506320000
2017-01-09,17373330000
2017-01-10,17603040000
2017-01-11,17554680000
2017-01-12,17445870000
2017-01-13,17748120000
2017-01-17,16660020000
2017-01-18,16962270000
2017-01-19,16901820000
2017-01-20,16974359999
2017-01-23,16817190000
2017-01-24,17216160000
2017-01-25,17675580000
2017-01-26,17772300000
2017-01-27,17578860000
2017-01-30,17470050000
2017-01-31,17421690000
2017-02-01,17482140000
2017-02-02,17228250000
2017-02-03,17675580000
2017-02-06,17687670000
2017-02-07,17627220000
2017-02-08,17518410000
2017-02-09,18122910000
2017-02-10,18122910000
2017-02-13,18316350000
2017-02-14,18727410000
2017-02-15,18812040000
2017-02-16,18848310000
2017-02-17,18594420000
2017-02-21,18654870000
2017-02-22,18521880000
2017-02-23,18546060000
2017-02-24,18376800000
2017-02-27,18509790000
2017-02-28,18461430000
2017-03-01,19235190000
2017-03-02,18521880000
2017-03-03,18570240000
2017-03-06,18413070000
2017-03-07,18437250000
2017-03-08,18388890000
2017-03-09,18376800000
2017-03-10,18292170000
2017-03-13,18280080000
2017-03-14,18243810000
2017-03-15,18135000000
2017-03-16,18195450000
2017-03-17,18195450000
2017-03-20,17989920000
2017-03-21,17046900000
2017-03-22,17143620000
2017-03-23,17204070000
2017-03-24,17204070000
2017-03-27,17022720000
2017-03-28,17409600000
2017-03-29,17300790000
2017-03-30,17748120000
2017-03-31,17465060000
2017-04-03,17525160000
2017-04-04,17501120000
2017-04-05,17272740000
2017-04-06,17465060000
2017-04-07,17356880000
2017-04-10,17092440000
2017-04-11,17032340000
2017-04-12,16779920000
2017-04-13,16443360000
2017-04-17,16815980000
2017-04-18,16034680000
2017-04-19,16058720000
2017-04-20,16395280000
2017-04-21,16190940000
2017-04-24,16599620000
2017-04-25,16659720000
2017-04-26,16852040000
2017-04-27,16575579999
2017-04-28,16527500000
2017-05-01,16671740000
2017-05-02,16635680000
2017-05-03,16972240000
2017-05-04,17152540000
2017-05-05,17164560000
2017-05-08,17248700000
2017-05-09,17080420000
2017-05-10,17248700000
2017-05-11,17044360000
2017-05-12,16984260000
2017-05-15,17236680000
2017-05-16,17477080000
2017-05-17,16791940000
2017-05-18,16840020000
2017-05-19,16936180000
2017-05-22,16912140000
2017-05-23,17392940000
2017-05-24,17152540000
2017-05-25,17164560000
2017-05-26,16984260000
2017-05-30,16791940000
2017-05-31,16635680000
2017-06-01,16575579999
2017-06-02,16275079999
2017-06-05,16263060000
2017-06-06,16227000000
2017-06-07,16335180000
2017-06-08,16864060000
2017-06-09,17308800000
2017-06-12,17260720000
2017-06-13,17332840000
2017-06-14,17429000000
2017-06-15,17308800000
2017-06-16,17260720000
2017-06-19,17429000000
2017-06-20,17152540000
2017-06-21,16779920000
2017-06-22,16635680000
2017-06-23,16311140000
2017-06-26,16527500000
2017-06-27,16828000000
2017-06-28,16936180000
2017-06-29,17621320000
2017-06-30,17304480000
2017-07-03,17588160000
2017-07-05,17552700000
2017-07-06,17387220000
2017-07-07,17363580000
2017-07-10,17434500000
2017-07-11,17434500000
2017-07-12,17292660000
2017-07-13,17517240000
2017-07-14,17351760000
2017-07-17,17375400000
2017-07-18,17186280000
2017-07-19,17103540000
2017-07-20,16914420000
2017-07-21,16819860000
2017-07-24,17020800000
2017-07-25,17209920000
2017-07-26,17079900000
2017-07-27,17008980000
2017-07-28,17139000000
2017-07-31,17257200000
2017-08-01,17363580000
2017-08-02,17529060000
2017-08-03,17611800000
2017-08-04,17659080000
2017-08-07,17576340000
2017-08-08,17564520000
2017-08-09,17351760000
2017-08-10,16902600000
2017-08-11,16630740000
2017-08-14,17032620000
2017-08-15,17115360000
2017-08-16,16949880000
2017-08-17,16536180000
2017-08-18,16618920000
2017-08-21,16595279999
2017-08-22,16831680000
2017-08-23,16914420000
2017-08-24,17079900000
2017-08-25,17079900000
2017-08-28,16890779999
2017-08-29,16737120000
2017-08-30,16831680000
2017-08-31,16678020000
2017-09-01,16819860000
2017-09-05,16122480000
2017-09-06,16098840000
2017-09-07,15566940000
2017-09-08,15673320000
2017-09-11,15980640000
2017-09-12,16193400000
2017-09-13,16240680000
2017-09-14,16181580000
2017-09-15,16252500000
2017-09-18,16571640000
2017-09-19,16725300000
2017-09-20,16914420000
2017-09-21,17056260000
2017-09-22,17044440000
2017-09-25,17115360000
2017-09-26,17387220000
2017-09-27,17789100000
2017-09-28,17777280000
2017-09-29,18001860000
2017-10-02,17544960000
2017-10-03,17475840000
2017-10-04,17383680000
2017-10-05,17591040000
2017-10-06,17521920000
2017-10-09,17291520000
2017-10-10,17464320000
2017-10-11,17326080000
2017-10-12,17176320000
2017-10-13,17084160000
2017-10-16,17233920000
2017-10-17,17026560000
2017-10-18,17164800000
2017-10-19,17245440000
2017-10-20,17533440000
2017-10-23,17418240000
2017-10-24,17786880000
2017-10-25,17936640000
2017-10-26,18213120000
2017-10-27,18109440000
2017-10-30,17971200000
2017-10-31,17832960000
2017-11-01,17925120000
2017-11-02,18097920000
2017-11-03,18213120000
2017-11-06,18293760000
2017-11-07,17821440000
2017-11-08,17694720000
2017-11-09,17602560000
2017-11-10,17475840000
2017-11-13,17786880000
2017-11-14,18074880000
2017-11-15,18201600000
2017-11-16,18086400000
2017-11-17,18201600000
2017-11-20,18270720000
2017-11-21,18040320000
2017-11-22,17925120000
2017-11-24,17936640000
2017-11-27,17879040000
2017-11-28,18432000000
2017-11-29,19088640000
2017-11-30,19111680000
2017-12-01,19180800000
2017-12-04,19526400000
2017-12-05,19434240000
2017-12-06,19330560000
2017-12-07,19549440000
2017-12-08,19676159999
2017-12-11,19560960000
2017-12-12,19941120000
2017-12-13,19676159999
2017-12-14,19480320000
2017-12-15,19722240000
2017-12-18,19964159999
2017-12-19,19929600000
2017-12-20,19872000000
2017-12-21,20148480000
2017-12-22,20125440000
2017-12-26,19987200000
2017-12-27,19929600000
2017-12-28,20021760000
2017-12-29,19906560000
2018-01-02,19575990000
2018-01-03,19609800000
2018-01-04,19767580000
2018-01-05,19711230000
2018-01-08,19688690000
2018-01-09,20038060000
2018-01-10,20376159999
2018-01-11,20511400000
2018-01-12,20601560000
2018-01-16,20466320000
2018-01-17,20691720000
2018-01-18,20455050000
2018-01-19,21041090000
2018-01-22,21593320000
2018-01-23,21818720000
2018-01-24,21897610000
2018-01-25,21570780000
2018-01-26,21841260000
2018-01-29,21706020000
2018-01-30,21582050000
2018-01-31,21672210000
2018-02-01,22021580000
2018-02-02,21694750000
2018-02-05,20804420000
2018-02-06,21041090000
2018-02-07,21367920000
2018-02-08,20173300000
2018-02-09,20590290000
2018-02-12,20815690000
2018-02-13,21243950000
2018-02-14,21829990000
2018-02-15,21953960000
2018-02-16,21920150000
2018-02-20,21863800000
2018-02-21,22111740000
2018-02-22,21762370000
2018-02-23,22145550000
2018-02-26,22314600000
2018-02-27,22111740000
2018-02-28,21875070000
2018-03-01,21706020000
2018-03-02,21942690000
2018-03-05,22224440000
2018-03-06,22427300000
2018-03-07,22393490000
2018-03-08,22269520000
2018-03-09,22663970000
2018-03-12,22449840000
2018-03-13,22213170000
2018-03-14,21863800000
2018-03-15,21829990000
2018-03-16,22123010000
2018-03-19,22032850000
2018-03-20,21931420000
2018-03-21,22010310000
2018-03-22,20984740000
2018-03-23,20297270000
2018-03-26,21187600000
2018-03-27,20612830000
2018-03-28,20601560000
2018-03-29,20939659999
2018-04-02,20321040000
2018-04-03,20589600000
2018-04-04,20992440000
2018-04-05,21081960000
2018-04-06,20399370000
2018-04-09,20567220000
2018-04-10,20813400000
2018-04-11,20611980000
2018-04-12,21238620000
2018-04-13,20712690000
2018-04-16,20667930000
2018-04-17,20086050000
2018-04-18,20041290000
2018-04-19,20309850000
2018-04-20,21137910000
2018-04-23,21104340000
2018-04-24,21115530000
2018-04-25,21283380000
2018-04-26,21048390000
2018-04-27,21261000000
2018-04-30,20925300000
2018-05-01,20981250000
2018-05-02,20757450000
2018-05-03,20611980000
2018-05-04,20947680000
2018-05-07,20981250000
2018-05-08,21227430000
2018-05-09,21507180000
2018-05-10,21630269999
2018-05-11,21619080000
2018-05-14,21484800000
2018-05-15,21697410000
2018-05-16,21596700000
2018-05-17,21619080000
2018-05-18,21406470000
2018-05-21,21428850000
2018-05-22,21764550000
2018-05-23,21484800000
2018-05-24,21417660000
2018-05-25,21272190000
2018-05-29,20265090000
2018-05-30,20611980000
2018-05-31,20410560000
2018-06-01,20802210000
2018-06-04,20958870000
2018-06-05,20846970000
2018-06-06,21540750000
2018-06-07,21328140000
2018-06-08,21384090000
2018-06-11,21115530000
2018-06-12,21205050000
2018-06-13,21137910000
2018-06-14,20835780000
2018-06-15,20802210000
2018-06-18,20947680000
2018-06-19,21205050000
2018-06-20,21160290000
2018-06-21,21171480000
2018-06-22,20735070000
2018-06-25,20533650000
2018-06-26,20343420000
2018-06-27,19985340000
2018-06-28,20130810000
2018-06-29,19895820000
2018-07-02,19428540000
2018-07-03,19070160000
2018-07-05,18961560000
2018-07-06,19102740000
2018-07-09,19624020000
2018-07-10,19417680000
2018-07-11,19211340000
2018-07-12,19026720000
2018-07-13,18690060000
2018-07-16,19015860000
2018-07-17,19157040000
