,HON
2009-04-14,21503852000
2009-04-15,21832840000
2009-04-16,22416046000
2009-04-17,22416046000
2009-04-20,21204772000
2009-04-21,21750593000
2009-04-22,22558109000
2009-04-23,23051591000
2009-04-24,22386138000
2009-04-27,21571145000
2009-04-28,20950554000
2009-04-29,21997334000
2009-04-30,22214167000
2009-05-01,22513247000
2009-05-04,22438477000
2009-05-05,22550632000
2009-05-06,23829199000
2009-05-07,23567504000
2009-05-08,24711484999
2009-05-11,23948831000
2009-05-12,23567504000
2009-05-13,22326322000
2009-05-14,22722603000
2009-05-15,22745034000
2009-05-18,23492734000
2009-05-19,23552550000
2009-05-20,23522642000
2009-05-21,22647833000
2009-05-22,22849712000
2009-05-26,23223562000
2009-05-27,22819804000
2009-05-28,22917005000
2009-05-29,23604889000
2009-06-01,25160105000
2009-06-02,25047950000
2009-06-03,24681577000
2009-06-04,25257306000
2009-06-05,25429277000
2009-06-08,25391892000
2009-06-09,25429277000
2009-06-10,25339553000
2009-06-11,25474139000
2009-06-12,25204967000
2009-06-15,24143233000
2009-06-16,23604889000
2009-06-17,23335717000
2009-06-18,23477780000
2009-06-19,23358148000
2009-06-22,22475862000
2009-06-23,22371184000
2009-06-24,22094535000
2009-06-25,22670264000
2009-06-26,22617925000
2009-06-29,22909528000
2009-06-30,22740312000
2009-07-01,23075064000
2009-07-02,22306656000
2009-07-06,21964296000
2009-07-07,21226320000
2009-07-08,21355656000
2009-07-09,21492600000
2009-07-10,21751272000
2009-07-13,22314264000
2009-07-14,22580544000
2009-07-15,23470680000
2009-07-16,23775000000
2009-07-17,23485896000
2009-07-20,24170616000
2009-07-21,24201048000
2009-07-22,24178224000
2009-07-23,24786864000
2009-07-24,24619488000
2009-07-27,24802080000
2009-07-28,24733608000
2009-07-29,24657527999
2009-07-30,24992280000
2009-07-31,25129224000
2009-08-03,25555272000
2009-08-04,25821552000
2009-08-05,25562880000
2009-08-06,25608527999
2009-08-07,26346504000
2009-08-10,26042183999
2009-08-11,25654176000
2009-08-12,26430192000
2009-08-13,26209560000
2009-08-14,25981320000
2009-08-17,25288992000
2009-08-18,25365072000
2009-08-19,25372680000
2009-08-20,25593312000
2009-08-21,26308464000
2009-08-24,26993183999
2009-08-25,27175776000
2009-08-26,26886672000
2009-08-27,27084480000
2009-08-28,26962752000
2009-08-31,26628000000
2009-09-01,26019360000
2009-09-02,25905239999
2009-09-03,26262816000
2009-09-04,26909495999
2009-09-08,27396408000
2009-09-09,27852888000
2009-09-10,28552824000
2009-09-11,28195248000
2009-09-14,28948439999
2009-09-15,28819104000
2009-09-16,29024520000
2009-09-17,29047344000
2009-09-18,29092992000
2009-09-21,28476744000
2009-09-22,28765848000
2009-09-23,28431095999
2009-09-24,28012656000
2009-09-25,27388800000
2009-09-28,27046439999
2009-09-29,26977968000
2009-09-30,26916569999
2009-10-01,26368650000
2009-10-02,25790290000
2009-10-05,26239279999
2009-10-06,26513240000
2009-10-07,26307770000
2009-10-08,26688270000
2009-10-09,26931790000
2009-10-12,26985060000
2009-10-13,26673049999
2009-10-14,27106819999
2009-10-15,27357950000
2009-10-16,27380779999
2009-10-19,27837380000
2009-10-20,27388390000
2009-10-21,26779590000
2009-10-22,27913480000
2009-10-23,27715620000
2009-10-26,27327509999
2009-10-27,27167700000
2009-10-28,26513240000
2009-10-29,26947009999
2009-10-30,26003370000
2009-11-02,26216450000
2009-11-03,26117520000
2009-11-04,26368650000
2009-11-05,27236190000
2009-11-06,27312290000
2009-11-09,27852600000
2009-11-10,27966750000
2009-11-11,28058069999
2009-11-12,27943920000
2009-11-13,28438569999
2009-11-16,28879950000
2009-11-17,28697310000
2009-11-18,28415740000
2009-11-19,27708009999
2009-11-20,27555810000
2009-11-23,28020020000
2009-11-24,28088509999
2009-11-25,28332029999
2009-11-27,27875430000
2009-11-30,27867819999
2009-12-01,28522279999
2009-12-02,28811460000
2009-12-03,28689700000
2009-12-04,29077810000
2009-12-07,29564850000
2009-12-08,29153910000
2009-12-09,29169130000
2009-12-10,29207180000
2009-12-11,29610509999
2009-12-14,29930130000
2009-12-15,29884470000
2009-12-16,29245230000
2009-12-17,28644040000
2009-12-18,28362470000
2009-12-21,28666870000
2009-12-22,28689700000
2009-12-23,28925610000
2009-12-24,28895170000
2009-12-28,28841900000
2009-12-29,28895170000
2009-12-30,28841900000
2009-12-31,28575924000
2010-01-04,29410536999
2010-01-05,29471793000
2010-01-06,29471793000
2010-01-07,30038410999
2010-01-08,30704570000
2010-01-11,31087420000
2010-01-12,30742855000
2010-01-13,30850053000
2010-01-14,31033821000
2010-01-15,31072106000
2010-01-19,31232903000
2010-01-20,30880681000
2010-01-21,29693846000
2010-01-22,29073629000
2010-01-25,29318653000
2010-01-26,29134884999
2010-01-27,29349281000
2010-01-28,29027686999
2010-01-29,28170103000
2010-02-01,28698435999
2010-02-02,28805633999
2010-02-03,28583581000
2010-02-04,27503944000
2010-02-05,27312519000
2010-02-08,26876070000
2010-02-09,27572857000
2010-02-10,27496286999
2010-02-11,27871480000
2010-02-12,27595828000
2010-02-16,28369184999
2010-02-17,28491697000
2010-02-18,29050658000
2010-02-19,29318653000
2010-02-22,29265054000
2010-02-23,29104257000
2010-02-24,29578991000
2010-02-25,29295682000
2010-02-26,29272710999
2010-03-01,29571333999
2010-03-02,29655560999
2010-03-03,29831672000
2010-03-04,30015440000
2010-03-05,30551430000
2010-03-08,30245150000
2010-03-09,30811768000
2010-03-10,30865367000
2010-03-11,31064449000
2010-03-12,31294158999
2010-03-15,31324786999
2010-03-16,31370729000
2010-03-17,31278845000
2010-03-18,31661695000
2010-03-19,31945004000
2010-03-22,31753579000
2010-03-23,32212999000
2010-03-24,32427395000
2010-03-25,32320197000
2010-03-26,32511622000
2010-03-29,32710704000
2010-03-30,32764303000
2010-03-31,33169760000
2010-04-01,32992751999
2010-04-05,33300592000
2010-04-06,33308288000
2010-04-07,33154368000
2010-04-08,33331376000
2010-04-09,33531472000
2010-04-12,33693088000
2010-04-13,33454512000
2010-04-14,33947056000
2010-04-15,34047104000
2010-04-16,33569951999
2010-04-19,33516079999
2010-04-20,33977840000
2010-04-21,34208720000
2010-04-22,34755136000
2010-04-23,34962928000
2010-04-26,35363120000
2010-04-27,34393424000
2010-04-28,34470384000
2010-04-29,35547824000
2010-04-30,34778224000
2010-05-03,35540128000
2010-05-04,34331856000
2010-05-05,33616128000
2010-05-06,32454032000
2010-05-07,31884528000
2010-05-10,33754656000
2010-05-11,33593040000
2010-05-12,34339551999
2010-05-13,33839312000
2010-05-14,33323679999
2010-05-17,33292896000
2010-05-18,32761872000
2010-05-19,32138496000
2010-05-20,30614688000
2010-05-21,30822479999
2010-05-24,30653168000
2010-05-25,30614688000
2010-05-26,30853264000
2010-05-27,31815264000
2010-05-28,31338112000
2010-06-01,30699344000
2010-06-02,31453551999
2010-06-03,31692128000
2010-06-04,30091360000
2010-06-07,29306368000
2010-06-08,29621904000
2010-06-09,29314064000
2010-06-10,30229888000
2010-06-11,30276064000
2010-06-14,30429984000
2010-06-15,31530512000
2010-06-16,31322720000
2010-06-17,31245760000
2010-06-18,31445856000
2010-06-21,31453551999
2010-06-22,30914832000
2010-06-23,30653168000
2010-06-24,30037488000
2010-06-25,30476160000
2010-06-28,30183712000
2010-06-29,28813824000
2010-06-30,28854739999
2010-07-01,28497550000
2010-07-02,28482020000
2010-07-06,28614025000
2010-07-07,29708890000
2010-07-08,30112670000
2010-07-09,30508685000
2010-07-12,30174790000
2010-07-13,30935760000
2010-07-14,30819285000
2010-07-15,30889170000
2010-07-16,29708890000
2010-07-19,29825364999
2010-07-20,30454330000
2010-07-21,30407739999
2010-07-22,31533665000
2010-07-23,32154864999
2010-07-26,32442170000
2010-07-27,32108275000
2010-07-28,31968505000
2010-07-29,31580255000
2010-07-30,31681199999
2010-08-02,32325695000
2010-08-03,31890855000
2010-08-04,32512054999
2010-08-05,32613000000
2010-08-06,32356755000
2010-08-09,32442170000
2010-08-10,32100510000
2010-08-11,30904699999
2010-08-12,30524215000
2010-08-13,30547510000
2010-08-16,30438800000
2010-08-17,31339540000
2010-08-18,31168710000
2010-08-19,30135965000
2010-08-20,30042785000
2010-08-23,29685594999
2010-08-24,29079925000
2010-08-25,28699440000
2010-08-26,28606260000
2010-08-27,29312875000
2010-08-30,28730500000
2010-08-31,28878035000
2010-09-01,30221380000
2010-09-02,31052235000
2010-09-03,31657905000
2010-09-07,30997880000
2010-09-08,31192005000
2010-09-09,31028940000
2010-09-10,31650140000
2010-09-13,32007330000
2010-09-14,32185925000
2010-09-15,32209219999
2010-09-16,32325695000
2010-09-17,32395580000
2010-09-20,32752770000
2010-09-21,32752770000
2010-09-22,32286870000
2010-09-23,31960739999
2010-09-24,32869245000
2010-09-27,32411110000
2010-09-28,32667355000
2010-09-29,32558645000
2010-09-30,32480995000
2010-10-01,32636295000
2010-10-04,32240280000
2010-10-05,33273025000
2010-10-06,33801045000
2010-10-07,33622449999
2010-10-08,33816574999
2010-10-11,33715630000
2010-10-12,33669040000
2010-10-13,34305770000
2010-10-14,34127175000
2010-10-15,34367890000
2010-10-18,34740610000
2010-10-19,34119410000
2010-10-20,34305770000
2010-10-21,34499895000
2010-10-22,34934735000
2010-10-25,35136625000
2010-10-26,34950265000
2010-10-27,34810495000
2010-10-28,34818260000
2010-10-29,34826025000
2010-11-01,34593075000
2010-11-02,34919205000
2010-11-03,35066740000
2010-11-04,36231490000
2010-11-05,36433380000
2010-11-08,36301375000
2010-11-09,36239255000
2010-11-10,36099485000
2010-11-11,35711235000
2010-11-12,35128860000
2010-11-15,35183215000
2010-11-16,35812180000
2010-11-17,36091720000
2010-11-18,36767275000
2010-11-19,36798335000
2010-11-22,36705155000
2010-11-23,36666330000
2010-11-24,37264235000
2010-11-26,37054580000
2010-11-29,36907045000
2010-11-30,36743980000
2010-12-01,37613660000
2010-12-02,37838845000
2010-12-03,38032970000
2010-12-06,37823315000
2010-12-07,38017440000
2010-12-08,37970850000
2010-12-09,37955320000
2010-12-10,38428985000
2010-12-13,38436750000
2010-12-14,38832765000
2010-12-15,38102855000
2010-12-16,39485025000
2010-12-17,39174425000
2010-12-20,39112305000
2010-12-21,39570440000
2010-12-22,39710210000
2010-12-23,39500555000
2010-12-27,39469495000
2010-12-28,39554910000
2010-12-29,39399610000
2010-12-30,39151130000
2010-12-31,39754155000
2011-01-03,40539655000
2011-01-04,39989805000
2011-01-05,40657480000
2011-01-06,40649625000
2011-01-07,40602495000
2011-01-10,40304005000
2011-01-11,40382555000
2011-01-12,40916695000
2011-01-13,40822435000
2011-01-14,41144490000
2011-01-18,40948115000
2011-01-19,40633915000
2011-01-20,40814580000
2011-01-21,40751740000
2011-01-24,41403705000
2011-01-25,41411560000
2011-01-26,41702195000
2011-01-27,41820020000
2011-01-28,41372285000
2011-01-31,41882860000
2011-02-01,42581955000
2011-02-02,42935430000
2011-02-03,42754765000
2011-02-04,42715490000
2011-02-07,42723345000
2011-02-08,42919720000
2011-02-09,42880445000
2011-02-10,42974705000
2011-02-11,43359600000
2011-02-14,43076820000
2011-02-15,42904010000
2011-02-16,42778330000
2011-02-17,42896155000
2011-02-18,43367455000
2011-02-22,42047815000
2011-02-23,41607935000
2011-02-24,42236335000
2011-02-25,42833315000
2011-02-28,43304615000
2011-03-01,42212770000
2011-03-02,41537240000
2011-03-03,42841170000
2011-03-04,42259900000
2011-03-07,42016395000
2011-03-08,42849025000
2011-03-09,42409145000
2011-03-10,41717905000
2011-03-11,42079235000
2011-03-14,41882860000
2011-03-15,41529385000
2011-03-16,40626060000
2011-03-17,41285880000
2011-03-18,41772890000
2011-03-21,42652650000
2011-03-22,42283465000
2011-03-23,42699780000
2011-03-24,43171080000
2011-03-25,42919720000
2011-03-28,43610960000
2011-03-29,44569270000
2011-03-30,44561415000
2011-03-31,44619400000
2011-04-01,44289700000
2011-04-04,44266150000
2011-04-05,44132700000
2011-04-06,43983550000
2011-04-07,43708800000
2011-04-08,43567500000
2011-04-11,43536100000
2011-04-12,42994450000
2011-04-13,42829600000
2011-04-14,42970900000
2011-04-15,43159300000
2011-04-18,42680450000
2011-04-19,42939500000
2011-04-20,43897200000
2011-04-21,45380850000
2011-04-25,45082550000
2011-04-26,46330700000
2011-04-27,45930350000
2011-04-28,45592800000
2011-04-29,45757650000
2011-05-02,45993150000
2011-05-03,46181550000
2011-05-04,45082550000
2011-05-05,44949100000
2011-05-06,45553550000
2011-05-09,46048100000
2011-05-10,46158000000
2011-05-11,45796900000
2011-05-12,45482900000
2011-05-13,45223850000
2011-05-16,44933400000
2011-05-17,44077750000
2011-05-18,44501650000
2011-05-19,44462400000
2011-05-20,44085600000
2011-05-23,43700950000
2011-05-24,43528250000
2011-05-25,43999250000
2011-05-26,43716650000
2011-05-27,44234750000
2011-05-31,44501650000
2011-06-01,42994450000
2011-06-02,43308450000
2011-06-03,42782500000
2011-06-06,42931650000
2011-06-07,42484200000
2011-06-08,41903300000
2011-06-09,42193750000
2011-06-10,41502950000
2011-06-13,41636400000
2011-06-14,42743250000
2011-06-15,41887600000
2011-06-16,42115250000
2011-06-17,41738450000
2011-06-20,42170200000
2011-06-21,43206400000
2011-06-22,42601950000
2011-06-23,42225150000
2011-06-24,42115250000
2011-06-27,42437100000
2011-06-28,43630300000
2011-06-29,43810850000
2011-06-30,44147286000
2011-07-01,44590860000
2011-07-05,44053902000
2011-07-06,44225106000
2011-07-07,44777628000
2011-07-08,44108376000
2011-07-11,43197882000
2011-07-12,42435246000
2011-07-13,42668706000
2011-07-14,42232914000
2011-07-15,42411900000
2011-07-18,41913852000
2011-07-19,42544194000
2011-07-20,42481938000
2011-07-21,43127844000
2011-07-22,41781558000
2011-07-25,41711520000
2011-07-26,40995576000
2011-07-27,39602598000
2011-07-28,39267972000
2011-07-29,39338010000
2011-08-01,39306882000
2011-08-02,37929468000
2011-08-03,38217402000
2011-08-04,36069570000
2011-08-05,35548176000
2011-08-08,32808911999
2011-08-09,34645464000
2011-08-10,32022930000
2011-08-11,33065718000
2011-08-12,34731066000
2011-08-15,34987872000
2011-08-16,34100724000
2011-08-17,34069596000
2011-08-18,31680522000
2011-08-19,31260294000
2011-08-22,31073526000
2011-08-23,32715528000
2011-08-24,33205794000
2011-08-25,33135756000
2011-08-26,33696059999
2011-08-29,34816668000
2011-08-30,35034564000
2011-08-31,35423664000
2011-09-01,34731066000
2011-09-02,33672714000
2011-09-06,33376998000
2011-09-07,34840014000
2011-09-08,34030685999
2011-09-09,33127974000
2011-09-12,32699964000
2011-09-13,33019026000
2011-09-14,33641585999
2011-09-15,34552080000
2011-09-16,34917834000
2011-09-19,35057910000
2011-09-20,34637682000
2011-09-21,33244704000
2011-09-22,31096872000
2011-09-23,31431498000
2011-09-26,32450940000
2011-09-27,33439254000
2011-09-28,32801130000
2011-09-29,33338088000
2011-09-30,32382459999
2011-10-03,31212663000
2011-10-04,32196532000
2011-10-05,32723328000
2011-10-06,33234630000
2011-10-07,33552257000
2011-10-10,34784030000
2011-10-11,34938970000
2011-10-12,35760152000
2011-10-13,35318573000
2011-10-14,36472876000
2011-10-17,35179127000
2011-10-18,36379912000
2011-10-19,36008056000
2011-10-20,35736911000
2011-10-21,37820854000
2011-10-24,38184963000
2011-10-25,37402516000
2011-10-26,37906071000
2011-10-27,39881556000
2011-10-28,39734363000
2011-10-31,38649783000
2011-11-01,37758878000
2011-11-02,38680771000
2011-11-03,39780845000
2011-11-04,39788592000
2011-11-07,39796339000
2011-11-08,40307641000
2011-11-09,38959663000
2011-11-10,39501953000
2011-11-11,40408352000
2011-11-14,40346376000
2011-11-15,40400605000
2011-11-16,39300531000
2011-11-17,38796976000
2011-11-18,38905434000
2011-11-21,37836348000
2011-11-22,37580697000
2011-11-23,36279201000
2011-11-25,36240466000
2011-11-28,38099746000
2011-11-29,38030023000
2011-11-30,39935785000
2011-12-01,39951279000
2011-12-02,39920291000
2011-12-05,40346376000
2011-12-06,40268906000
2011-12-07,39780845000
2011-12-08,38990651000
2011-12-09,39827327000
2011-12-12,39006145000
2011-12-13,38580060000
2011-12-14,38022276000
2011-12-15,38657530000
2011-12-16,39161085000
2011-12-19,38564566000
2011-12-20,40090725000
2011-12-21,39966773000
2011-12-22,40299894000
2011-12-23,40547798000
2011-12-27,40524557000
2011-12-28,39811833000
2011-12-29,40408352000
2011-12-30,40082978000
2012-01-03,41126943000
2012-01-04,41095851000
2012-01-05,41134716000
2012-01-06,40831569000
2012-01-09,41173581000
2012-01-10,41865378000
2012-01-11,41779875000
2012-01-12,42323985000
2012-01-13,41958654000
2012-01-17,42300666000
2012-01-18,43062420000
2012-01-19,43287837000
2012-01-20,42463899000
2012-01-23,42642678000
2012-01-24,42642678000
2012-01-25,42992463000
2012-01-26,42790365000
2012-01-27,43116831000
2012-01-30,43054647000
2012-01-31,42945825000
2012-02-01,43614303000
2012-02-02,43684260000
2012-02-03,44951259000
2012-02-06,44632566000
2012-02-07,44515971000
2012-02-08,44306100000
2012-02-09,44321646000
2012-02-10,43901904000
2012-02-13,44500425000
2012-02-14,44282781000
2012-02-15,43660941000
2012-02-16,44010726000
2012-02-17,44477106000
2012-02-21,44321646000
2012-02-22,44034045000
2012-02-23,43660941000
2012-02-24,43863039000
2012-02-27,44181732000
2012-02-28,44212824000
2012-02-29,44080683000
2012-03-01,44492652000
2012-03-02,44212824000
2012-03-05,43730898000
2012-03-06,42751500000
2012-03-07,42728181000
2012-03-08,44026272000
2012-03-09,44236143000
2012-03-12,43855266000
2012-03-13,44671431000
2012-03-14,44788026000
2012-03-15,45028989000
2012-03-16,44671431000
2012-03-19,44741388000
2012-03-20,44018499000
2012-03-21,44010726000
2012-03-22,44212824000
2012-03-23,44515971000
2012-03-26,45720786000
2012-03-27,45363228000
2012-03-28,44951259000
2012-03-29,44920167000
2012-03-30,45176676000
2012-04-02,45469666000
2012-04-03,45102408000
2012-04-04,44742964000
2012-04-05,44258496000
2012-04-09,43062954000
2012-04-10,42086204000
2012-04-11,42461276000
2012-04-12,43734958000
2012-04-13,43195792000
2012-04-16,43148908000
2012-04-17,43836540000
2012-04-18,43688074000
2012-04-19,43148908000
2012-04-20,44180356000
2012-04-23,44039704000
2012-04-24,44578870000
2012-04-25,44993012000
2012-04-26,45375898000
2012-04-27,45594690000
2012-04-30,45125850000
2012-05-01,45329014000
2012-05-02,45110222000
2012-05-03,44985198000
2012-05-04,44117844000
2012-05-07,44274124000
2012-05-08,44164728000
2012-05-09,43422398000
2012-05-10,43570864000
2012-05-11,43555236000
2012-05-14,43258304000
2012-05-15,42758208000
2012-05-16,42508160000
2012-05-17,41273548000
2012-05-18,41086012000
2012-05-21,42422206000
2012-05-22,42609742000
2012-05-23,42867604000
2012-05-24,42601928000
2012-05-25,42219042000
2012-05-29,42555044000
2012-05-30,41804900000
2012-05-31,41406386000
2012-06-01,40124890000
2012-06-04,39577910000
2012-06-05,39640422000
2012-06-06,40664056000
2012-06-07,41187594000
2012-06-08,41648620000
2012-06-11,41007872000
2012-06-12,41695504000
2012-06-13,41000058000
2012-06-14,41078198000
2012-06-15,41687690000
2012-06-18,41570480000
2012-06-19,42086204000
2012-06-20,42062762000
2012-06-21,41234478000
2012-06-22,41296990000
2012-06-25,39960796000
2012-06-26,39616980000
2012-06-27,40171774000
2012-06-28,39366932000
2012-06-29,41539224000
2012-07-02,41146836000
2012-07-03,41468112000
2012-07-05,41844240000
2012-07-06,40950936000
2012-07-09,41186016000
2012-07-10,40065468000
2012-07-11,40057632000
2012-07-12,39987108000
2012-07-13,40715856000
2012-07-16,40645332000
2012-07-17,40684512000
2012-07-18,43403604000
2012-07-19,43231212000
2012-07-20,43074492000
2012-07-23,42847248000
2012-07-24,42283056000
2012-07-25,42369252000
2012-07-26,43074492000
2012-07-27,44022648000
2012-07-30,43560324000
2012-07-31,43301736000
2012-08-01,43270392000
2012-08-02,42761052000
2012-08-03,43944288000
2012-08-06,43748388000
2012-08-07,43693536000
2012-08-08,43959960000
2012-08-09,43991304000
2012-08-10,44022648000
2012-08-13,43795404000
2012-08-14,43591668000
2012-08-15,43615176000
2012-08-16,43834584000
2012-08-17,44383104000
2012-08-20,44383104000
2012-08-21,44093172000
2012-08-22,43920780000
2012-08-23,43623012000
2012-08-24,43536816000
2012-08-27,43560324000
2012-08-28,43685700000
2012-08-29,43811076000
2012-08-30,43348752000
2012-08-31,43607340000
2012-09-04,42909936000
2012-09-05,42800232000
2012-09-06,44030484000
2012-09-07,44688708000
2012-09-10,44430120000
2012-09-11,44602512000
2012-09-12,44837592000
2012-09-13,45597684000
2012-09-14,45519324000
2012-09-17,46044336000
2012-09-18,45793584000
2012-09-19,45715224000
2012-09-20,45166704000
2012-09-21,45151032000
2012-09-24,44853264000
2012-09-25,44242056000
2012-09-26,44343924000
2012-09-27,44939460000
2012-09-28,44571168000
2012-10-01,45563136000
2012-10-02,46051200000
2012-10-03,45681216000
2012-10-04,45917376000
2012-10-05,46035456000
2012-10-08,45925248000
2012-10-09,45476544000
2012-10-10,45145920000
2012-10-11,45185280000
2012-10-12,45114432000
2012-10-15,45602496000
2012-10-16,46106304000
2012-10-17,46381824000
2012-10-18,46027584000
2012-10-19,46830528000
2012-10-22,46673088000
2012-10-23,46129920000
2012-10-24,45728448000
2012-10-25,46035456000
2012-10-26,46082688000
2012-10-31,45893760000
2012-11-01,46932864000
2012-11-02,46783296000
2012-11-05,47066688000
2012-11-06,47609856000
2012-11-07,46555008000
2012-11-08,45940992000
2012-11-09,45586752000
2012-11-12,46043328000
2012-11-13,45893760000
2012-11-14,44933376000
2012-11-15,44461056000
2012-11-16,44327232000
2012-11-19,45295488000
2012-11-20,45421440000
2012-11-21,45405696000
2012-11-23,45909504000
2012-11-26,45460800000
2012-11-27,45429312000
2012-11-28,45893760000
2012-11-29,45972480000
2012-11-30,45964608000
2012-12-03,45405696000
2012-12-04,45358464000
2012-12-05,46145664000
2012-12-06,46106304000
2012-12-07,46444800000
2012-12-10,46358208000
2012-12-11,46200768000
2012-12-12,45791424000
2012-12-13,46271616000
2012-12-14,46129920000
2012-12-17,46759680000
2012-12-18,47932608000
2012-12-19,47790912000
2012-12-20,48176640000
2012-12-21,48121536000
2012-12-24,47712192000
2012-12-26,47822400000
2012-12-27,47767296000
2012-12-28,47153280000
2012-12-31,47478036000
2013-01-02,48436712000
2013-01-03,48625304000
2013-01-04,49623270000
2013-01-07,49646844000
2013-01-08,49183222000
2013-01-09,49780430000
2013-01-10,49686134000
2013-01-11,49607554000
2013-01-14,49945448000
2013-01-15,50031886000
2013-01-16,49921874000
2013-01-17,50354064000
2013-01-18,50731248000
2013-01-22,51171296000
2013-01-23,51069141999
2013-01-24,51053426000
2013-01-25,51116290000
2013-01-28,51556338000
2013-01-29,51682066000
2013-01-30,51367746000
2013-01-31,51053426000
2013-02-01,51729214000
2013-02-04,51289166000
2013-02-05,52279274000
2013-02-06,52302848000
2013-02-07,52640741999
2013-02-08,52766470000
2013-02-11,52436434000
2013-02-12,52680032000
2013-02-13,52499298000
2013-02-14,52436434000
2013-02-15,52452150000
2013-02-19,53065074000
2013-02-20,52625026000
2013-02-21,52216410000
2013-02-22,52287132000
2013-02-25,51579912000
2013-02-26,51705640000
2013-02-27,52625026000
2013-02-28,52444291999
2013-03-01,52405002000
2013-03-04,52145688000
2013-03-05,52876482000
2013-03-06,53316529999
2013-03-07,53992317999
2013-03-08,55131728000
2013-03-11,55257455999
2013-03-12,55053148000
2013-03-13,55320320000
2013-03-14,55218166000
2013-03-15,54950994000
2013-03-18,55273172000
2013-03-19,55383184000
2013-03-20,55886096000
2013-03-21,55799658000
2013-03-22,56247564000
2013-03-25,56003966000
2013-03-26,56467588000
2013-03-27,56231848000
2013-03-28,56365434000
2013-04-01,55730576000
2013-04-02,55643940000
2013-04-03,54982356000
2013-04-04,55297395999
2013-04-05,54722448000
2013-04-08,55147752000
2013-04-09,55139876000
2013-04-10,55793584000
2013-04-11,56014112000
2013-04-12,55675444000
2013-04-15,54139623999
2013-04-16,54872092000
2013-04-17,53903344000
2013-04-18,53588304000
2013-04-19,55620312000
2013-04-22,55927476000
2013-04-23,56053492000
2013-04-24,56108623999
2013-04-25,55880220000
2013-04-26,55407659999
2013-04-29,55336776000
2013-04-30,55139876000
2013-05-01,54383780000
2013-05-02,55462792000
2013-05-03,56415788000
2013-05-06,57045868000
2013-05-07,57660195999
2013-05-08,58093376000
2013-05-09,58321780000
2013-05-10,58290276000
2013-05-13,58376912000
2013-05-14,59353536000
2013-05-15,59904856000
2013-05-16,59030620000
2013-05-17,60550688000
2013-05-20,60385292000
2013-05-21,60093880000
2013-05-22,59676452000
2013-05-23,59416544000
2013-05-24,59455923999
2013-05-28,59810344000
2013-05-29,59085752000
2013-05-30,59566188000
2013-05-31,58825844000
2013-06-03,59125131999
2013-06-04,58290276000
2013-06-05,57510552000
2013-06-06,58227268000
2013-06-07,59298404000
2013-06-10,58991240000
2013-06-11,58605316000
2013-06-12,57975236000
2013-06-13,58715580000
2013-06-14,58621068000
2013-06-17,59770964000
2013-06-18,60621572000
2013-06-19,59747336000
2013-06-20,58235144000
2013-06-21,58676200000
2013-06-24,57471172000
2013-06-25,58219392000
2013-06-26,59794592000
2013-06-27,60133259999
2013-06-28,59487428000
2013-07-01,60128361000
2013-07-02,58296282000
2013-07-03,58768061999
2013-07-05,59931786000
2013-07-08,60387840000
2013-07-09,60922524000
2013-07-10,60788853000
2013-07-11,61811043000
2013-07-12,61661646000
2013-07-15,61606604999
2013-07-16,61402167000
2013-07-17,61708824000
2013-07-18,62109836999
2013-07-19,62558028000
2013-07-22,62164878000
2013-07-23,62330001000
2013-07-24,62141289000
2013-07-25,62015481000
2013-07-26,62039070000
2013-07-29,61952577000
2013-07-30,62133426000
2013-07-31,62117700000
2013-08-01,63297150000
2013-08-02,63391506000
2013-08-05,63273561000
2013-08-06,62998356000
2013-08-07,62620932000
2013-08-08,62510850000
2013-08-09,62369315999
2013-08-12,62455809000
2013-08-13,62644521000
2013-08-14,62392904999
2013-08-15,61386440999
2013-08-16,61354989000
2013-08-19,60977565000
2013-08-20,61174140000
2013-08-21,60317072999
2013-08-22,60458607000
2013-08-23,60930386999
2013-08-26,60670908000
2013-08-27,59326335000
2013-08-28,59475732000
2013-08-29,59931786000
2013-08-30,59562225000
2013-09-03,60615867000
2013-09-04,60608004000
2013-09-05,60922524000
2013-09-06,61126961999
2013-09-09,61700961000
2013-09-10,62974767000
2013-09-11,62904000000
2013-09-12,62715288000
2013-09-13,62919726000
2013-09-16,63706026000
2013-09-17,63965504999
2013-09-18,64861886999
2013-09-19,64971969000
2013-09-20,63989094000
2013-09-23,62974767000
2013-09-24,63069122999
2013-09-25,62762465999
2013-09-26,62919726000
2013-09-27,62565890999
2013-09-30,62133254000
2013-10-01,62266857000
2013-10-02,61976074000
2013-10-03,60938686000
2013-10-04,61528111000
2013-10-07,62031087000
2013-10-08,61213751000
2013-10-09,61276623000
2013-10-10,63665759000
2013-10-11,64687429000
2013-10-14,64325914999
2013-10-15,63697195000
2013-10-16,64160876000
2013-10-17,64899622000
2013-10-18,63280668000
2013-10-21,63335681000
2013-10-22,64467377000
2013-10-23,64860327000
2013-10-24,65300431000
2013-10-25,65465470000
2013-10-28,65339726000
2013-10-29,65434034000
2013-10-30,64883904000
2013-10-31,64891762999
2013-11-01,65025365999
2013-11-04,64577403000
2013-11-05,64600980000
2013-11-06,64883904000
2013-11-07,63940824000
2013-11-08,65418315999
2013-11-11,65410457000
2013-11-12,64781737000
2013-11-13,65473329000
2013-11-14,66345678000
2013-11-15,66306383000
2013-11-18,66345678000
2013-11-19,65732676000
2013-11-20,65253277000
2013-11-21,65795548000
2013-11-22,66439986000
2013-11-25,66282806000
2013-11-26,66235652000
