,WBA
2009-04-13,28936640000
2009-04-14,28668800000
2009-04-15,28807680000
2009-04-16,30146880000
2009-04-17,29779840000
2009-04-20,29859200000
2009-04-21,30375040000
2009-04-22,29621120000
2009-04-23,29115200000
2009-04-24,29353280000
2009-04-27,29016000000
2009-04-28,29760000000
2009-04-29,30890880000
2009-04-30,31178560000
2009-05-01,31277760000
2009-05-04,31267840000
2009-05-05,31168640000
2009-05-06,30960320000
2009-05-07,30275840000
2009-05-08,31138880000
2009-05-11,30861120000
2009-05-12,31188480000
2009-05-13,29918720000
2009-05-14,29898880000
2009-05-15,29541760000
2009-05-18,30454400000
2009-05-19,30325440000
2009-05-20,29928640000
2009-05-21,29531840000
2009-05-22,29323520000
2009-05-26,30494080000
2009-05-27,29888960000
2009-05-28,29968320000
2009-05-29,29551680000
2009-06-01,30778776000
2009-06-02,31253208000
2009-06-03,30917152000
2009-06-04,30571212000
2009-06-05,30472372000
2009-06-08,30936920000
2009-06-09,30749124000
2009-06-10,30630516000
2009-06-11,30571212000
2009-06-12,30818312000
2009-06-15,30116548000
2009-06-16,30037476000
2009-06-17,30343880000
2009-06-18,31352048000
2009-06-19,31065412000
2009-06-22,29296176000
2009-06-23,29306060000
2009-06-24,29652000000
2009-06-25,29652000000
2009-06-26,29454320000
2009-06-29,29543276000
2009-06-30,29058960000
2009-07-01,28999656000
2009-07-02,28367080000
2009-07-06,29167684000
2009-07-07,28525224000
2009-07-08,29414784000
2009-07-09,29039192000
2009-07-10,28505456000
2009-07-13,28979888000
2009-07-14,29058960000
2009-07-15,29642116000
2009-07-16,29049076000
2009-07-17,29474088000
2009-07-20,29721188000
2009-07-21,29612464000
2009-07-22,29454320000
2009-07-23,29395016000
2009-07-24,30067128000
2009-07-27,30017708000
2009-07-28,29899100000
2009-07-29,30393300000
2009-07-30,30650284000
2009-07-31,30689820000
2009-08-03,30729356000
2009-08-04,30037476000
2009-08-05,29908984000
2009-08-06,30175852000
2009-08-07,30363648000
2009-08-10,30363648000
2009-08-11,30383416000
2009-08-12,30956688000
2009-08-13,31480540000
2009-08-14,31253208000
2009-08-17,30215388000
2009-08-18,30462488000
2009-08-19,30590980000
2009-08-20,30531676000
2009-08-21,31263092000
2009-08-24,31045644000
2009-08-25,32162536000
2009-08-26,33022443999
2009-08-27,33259660000
2009-08-28,33289312000
2009-08-31,33486992000
2009-09-01,33645136000
2009-09-02,33417804000
2009-09-03,33160819999
2009-09-04,33447456000
2009-09-08,33585831999
2009-09-09,33506760000
2009-09-10,33793395999
2009-09-11,33684672000
2009-09-14,33842816000
2009-09-15,33664904000
2009-09-16,34208524000
2009-09-17,33921888000
2009-09-18,34099800000
2009-09-21,34139336000
2009-09-22,34228292000
2009-09-23,33842816000
2009-09-24,33259660000
2009-09-25,33289312000
2009-09-28,33793395999
2009-09-29,36916740000
2009-09-30,37035348000
2009-10-01,37746996000
2009-10-02,37608620000
2009-10-05,37766764000
2009-10-06,37865604000
2009-10-07,38666208000
2009-10-08,39180176000
2009-10-09,38992380000
2009-10-12,38517948000
2009-10-13,37826068000
2009-10-14,38300500000
2009-10-15,39367972000
2009-10-16,39901708000
2009-10-19,39901708000
2009-10-20,39595304000
2009-10-21,38972612000
2009-10-22,39031916000
2009-10-23,38597020000
2009-10-26,38448760000
2009-10-27,37262680000
2009-10-28,36659756000
2009-10-29,37954560000
2009-10-30,37391172000
2009-11-02,38260964000
2009-11-03,37994096000
2009-11-04,39022032000
2009-11-05,39605188000
2009-11-06,39110988000
2009-11-09,39575536000
2009-11-10,39140640000
2009-11-11,38903424000
2009-11-12,38666208000
2009-11-13,38923192000
2009-11-16,38942960000
2009-11-17,38893540000
2009-11-18,38606904000
2009-11-19,38577252000
2009-11-20,38517948000
2009-11-23,38962728000
2009-11-24,38942960000
2009-11-25,38774932000
2009-11-27,38557484000
2009-11-30,38438876000
2009-12-01,38696773000
2009-12-02,37546780000
2009-12-03,37153620000
2009-12-04,37212594000
2009-12-07,37035672000
2009-12-08,36445932000
2009-12-09,37576267000
2009-12-10,37684386000
2009-12-11,38146349000
2009-12-14,37556609000
2009-12-15,37212594000
2009-12-16,37586096000
2009-12-17,36671999000
2009-12-18,36013456000
2009-12-21,35983969000
2009-12-22,36337813000
2009-12-23,36799776000
2009-12-24,36839092000
2009-12-28,36662170000
2009-12-29,36593367000
2009-12-30,36495077000
2009-12-31,36092088000
2010-01-04,36662170000
2010-01-05,36367300000
2010-01-06,36092088000
2010-01-07,36308326000
2010-01-08,36357471000
2010-01-11,36416445000
2010-01-12,36111746000
2010-01-13,36445932000
2010-01-14,36475419000
2010-01-15,35974140000
2010-01-19,36111746000
2010-01-20,36318155000
2010-01-21,35826705000
2010-01-22,35374571000
2010-01-25,36042943000
2010-01-26,35551493000
2010-01-27,36072430000
2010-01-28,35777560000
2010-01-29,35433545000
2010-02-01,35757902000
2010-02-02,36151062000
2010-02-03,34027997999
2010-02-04,32878005000
2010-02-05,32740399000
2010-02-08,32720741000
2010-02-09,33035269000
2010-02-10,32730569999
2010-02-11,33025440000
2010-02-12,32917321000
2010-02-16,33497232000
2010-02-17,33605350999
2010-02-18,34096800999
2010-02-19,34263894000
2010-02-22,34155775000
2010-02-23,34165603999
2010-02-24,34892950000
2010-02-25,35404058000
2010-02-26,34637396000
2010-03-01,34584088000
2010-03-02,34408336000
2010-03-03,34525504000
2010-03-04,34174000000
2010-03-05,34164236000
2010-03-08,33920136000
2010-03-09,33578396000
2010-03-10,33461228000
2010-03-11,33139015999
2010-03-12,33129252000
2010-03-15,33363588000
2010-03-16,33695563999
2010-03-17,33666271999
2010-03-18,33998248000
2010-03-19,33715092000
2010-03-22,34496212000
2010-03-23,35062524000
2010-03-24,34564560000
2010-03-25,35472612000
2010-03-26,35921756000
2010-03-29,36605236000
2010-03-30,36536888000
2010-03-31,36214676000
2010-04-01,36859100000
2010-04-05,36937212000
2010-04-06,36517360000
2010-04-07,35921756000
2010-04-08,35980340000
2010-04-09,36195148000
2010-04-12,35951048000
2010-04-13,35941284000
2010-04-14,35911992000
2010-04-15,35648364000
2010-04-16,35013704000
2010-04-19,35277332000
2010-04-20,35208984000
2010-04-21,35023468000
2010-04-22,35208984000
2010-04-23,35013704000
2010-04-26,34847716000
2010-04-27,34076360000
2010-04-28,34369280000
2010-04-29,35023468000
2010-04-30,34320460000
2010-05-03,34779368000
2010-05-04,34300932000
2010-05-05,34886772000
2010-05-06,33842023999
2010-05-07,34047067999
2010-05-10,34730548000
2010-05-11,35316388000
2010-05-12,35706948000
2010-05-13,35013704000
2010-05-14,34545032000
2010-05-17,34867244000
2010-05-18,34369280000
2010-05-19,33988484000
2010-05-20,31938044000
2010-05-21,32318840000
2010-05-24,31967336000
2010-05-25,32133323999
2010-05-26,31166688000
2010-05-27,31576776000
2010-05-28,31283856000
2010-06-01,29740176000
2010-06-02,30483216000
2010-06-03,30046680000
2010-06-04,28644192000
2010-06-07,27864000000
2010-06-08,28430568000
2010-06-09,27706104000
2010-06-10,27826848000
2010-06-11,27381024000
2010-06-14,27436752000
2010-06-15,28031184000
2010-06-16,27158112000
2010-06-17,27185976000
2010-06-18,27947592000
2010-06-21,27994032000
2010-06-22,26164296000
2010-06-23,26127144000
2010-06-24,25625592000
2010-06-25,25012584000
2010-06-28,24984720000
2010-06-29,24603912000
2010-06-30,24798960000
2010-07-01,24668928000
2010-07-02,24483168000
2010-07-06,24724656000
2010-07-07,25216920000
2010-07-08,26117856000
2010-07-09,26377920000
2010-07-12,26136432000
2010-07-13,27037368000
2010-07-14,27511056000
2010-07-15,27603936000
2010-07-16,27130248000
2010-07-19,27148824000
2010-07-20,27418176000
2010-07-21,26805168000
2010-07-22,27316008000
2010-07-23,27994032000
2010-07-26,27752544000
2010-07-27,27018792000
2010-07-28,26860896000
2010-07-29,26303616000
2010-07-30,26517240000
2010-08-02,27055944000
2010-08-03,26768016000
2010-08-04,26470800000
2010-08-05,26182872000
2010-08-06,26006400000
2010-08-09,26331480000
2010-08-10,26210736000
2010-08-11,25755624000
2010-08-12,26034264000
2010-08-13,26164296000
2010-08-16,26182872000
2010-08-17,26210736000
2010-08-18,26201448000
2010-08-19,26155008000
2010-08-20,26424360000
2010-08-23,26452224000
2010-08-24,25959960000
2010-08-25,25542000000
2010-08-26,25207632000
2010-08-27,25374816000
2010-08-30,25254072000
2010-08-31,24966144000
2010-09-01,25718472000
2010-09-02,26285040000
2010-09-03,26285040000
2010-09-07,26461512000
2010-09-08,26628696000
2010-09-09,26675136000
2010-09-10,26898048000
2010-09-13,26990928000
2010-09-14,27139536000
2010-09-15,27130248000
2010-09-16,27046656000
2010-09-17,27130248000
2010-09-20,27158112000
2010-09-21,27603936000
2010-09-22,27668952000
2010-09-23,27408888000
2010-09-24,28198368000
2010-09-27,28189080000
2010-09-28,31402728000
2010-09-29,31235544000
2010-09-30,31114800000
2010-10-01,31281984000
2010-10-04,30752568000
2010-10-05,31560623999
2010-10-06,31634928000
2010-10-07,31458455999
2010-10-08,31560623999
2010-10-11,31347000000
2010-10-12,31616352000
2010-10-13,32322239999
2010-10-14,32034312000
2010-10-15,32117904000
2010-10-18,31960007999
2010-10-19,31235544000
2010-10-20,31607064000
2010-10-21,31672080000
2010-10-22,31644216000
2010-10-25,31987871999
2010-10-26,31709232000
2010-10-27,31532760000
2010-10-28,31709232000
2010-10-29,31467744000
2010-11-01,31625639999
2010-11-02,32034312000
2010-11-03,32675184000
2010-11-04,33390360000
2010-11-05,32638032000
2010-11-08,32591592000
2010-11-09,32730912000
2010-11-10,32610168000
2010-11-11,32703048000
2010-11-12,32350104000
2010-11-15,32052888000
2010-11-16,31588488000
2010-11-17,31588488000
2010-11-18,31969296000
2010-11-19,32285088000
2010-11-22,32405832000
2010-11-23,31560623999
2010-11-24,31867128000
2010-11-26,31281984000
2010-11-29,32322239999
2010-11-30,32368680000
2010-12-01,32784297000
2010-12-02,33188701000
2010-12-03,33878026000
2010-12-06,33409285000
2010-12-07,33289802000
2010-12-08,33519577000
2010-12-09,33427666999
2010-12-10,33482813000
2010-12-13,33492003999
2010-12-14,33776925000
2010-12-15,34126183000
2010-12-16,34668452000
2010-12-17,34539778000
2010-12-20,34264048000
2010-12-21,33850453000
2010-12-22,35707035000
2010-12-23,36019529000
2010-12-27,35808136000
2010-12-28,36276877000
2010-12-29,36286068000
2010-12-30,36065484000
2010-12-31,35808136000
2011-01-03,36139012000
2011-01-04,36442315000
2011-01-05,36947820000
2011-01-06,37058112000
2011-01-07,36837528000
2011-01-10,37637145000
2011-01-11,37526853000
2011-01-12,37866920000
2011-01-13,38271324000
2011-01-14,38087504000
2011-01-18,38574627000
2011-01-19,37940448000
2011-01-20,38243751000
2011-01-21,38317279000
2011-01-24,38133459000
2011-01-25,37903684000
2011-01-26,37949639000
2011-01-27,37747437000
2011-01-28,37094876000
2011-01-31,37168404000
2011-02-01,38813593000
2011-02-02,38574627000
2011-02-03,38887121000
2011-02-04,38942267000
2011-02-07,38887121000
2011-02-08,39319098000
2011-02-09,39208806000
2011-02-10,39135278000
2011-02-11,39135278000
2011-02-14,38758447000
2011-02-15,38914694000
2011-02-16,38776829000
2011-02-17,39162851000
2011-02-18,39282334000
2011-02-22,38767638000
2011-02-23,37894493000
2011-02-24,37977212000
2011-02-25,38574627000
2011-02-28,39833794000
2011-03-01,38930736000
2011-03-02,38128792000
2011-03-03,38757589000
2011-03-04,38484199000
2011-03-07,38137905000
2011-03-08,38630007000
2011-03-09,38830493000
2011-03-10,38238148000
2011-03-11,38210809000
2011-03-14,37900967000
2011-03-15,37427091000
2011-03-16,37007893000
2011-03-17,37518221000
2011-03-18,37281283000
2011-03-21,38247261000
2011-03-22,35732073000
2011-03-23,36297079000
2011-03-24,36406435000
2011-03-25,36123932000
2011-03-28,35795864000
2011-03-29,36388209000
2011-03-30,36452000000
2011-03-31,36579582000
2011-04-01,37308622000
2011-04-04,37208379000
2011-04-05,37463543000
2011-04-06,37563786000
2011-04-07,37664029000
2011-04-08,37372413000
2011-04-11,37673142000
2011-04-12,37609351000
2011-04-13,37654916000
2011-04-14,37773385000
2011-04-15,38156131000
2011-04-18,37955645000
2011-04-19,38611781000
2011-04-20,38784928000
2011-04-21,38903397000
2011-04-25,38684685000
2011-04-26,39067431000
2011-04-27,39076544000
2011-04-28,39340821000
2011-04-29,38930736000
2011-05-02,38557103000
2011-05-03,39295256000
2011-05-04,38985414000
2011-05-05,38730250000
2011-05-06,38584442000
2011-05-09,39277030000
2011-05-10,39641550000
2011-05-11,40179217000
2011-05-12,40944709000
2011-05-13,40981161000
2011-05-16,41117856000
2011-05-17,40370590000
2011-05-18,40270347000
2011-05-19,40306799000
2011-05-20,40434381000
2011-05-23,40552850000
2011-05-24,40361477000
2011-05-25,40224782000
2011-05-26,39823810000
2011-05-27,39832923000
2011-05-31,39760019000
2011-06-01,39026988000
2011-06-02,38936898000
2011-06-03,38873835000
2011-06-06,38684646000
2011-06-07,38675637000
2011-06-08,38900862000
2011-06-09,39279240000
2011-06-10,38711673000
2011-06-13,39189150000
2011-06-14,39729690000
2011-06-15,39450411000
2011-06-16,39981942000
2011-06-17,40243203000
2011-06-20,40702662000
2011-06-21,38990952000
2011-06-22,38423385000
2011-06-23,38369331000
2011-06-24,37288251000
2011-06-27,37585548000
2011-06-28,37468431000
2011-06-29,37621584000
2011-06-30,38252214000
2011-07-01,38585547000
2011-07-05,38495457000
2011-07-06,39081042000
2011-07-07,39765726000
2011-07-08,39702663000
2011-07-11,39126087000
2011-07-12,38333295000
2011-07-13,38549511000
2011-07-14,37972935000
2011-07-15,37774737000
2011-07-18,37540503000
2011-07-19,37972935000
2011-07-20,37657620000
2011-07-21,35711676000
2011-07-22,36054018000
2011-07-25,35855820000
2011-07-26,35792757000
2011-07-27,35099064000
2011-07-28,35297262000
2011-07-29,35171136000
2011-08-01,35225190000
2011-08-02,34441407000
2011-08-03,34360326000
2011-08-04,33378344999
2011-08-05,33360327000
2011-08-08,31729698000
2011-08-09,32693661000
2011-08-10,31279248000
2011-08-11,31297266000
2011-08-12,31729698000
2011-08-15,33099066000
2011-08-16,33567534000
2011-08-17,32558526000
2011-08-18,31585554000
2011-08-19,31036005000
2011-08-22,31441410000
2011-08-23,31243212000
2011-08-24,30927897000
2011-08-25,30729699000
2011-08-26,31090059000
2011-08-29,31945914000
2011-08-30,31981950000
2011-08-31,31720689000
2011-09-01,31361305000
2011-09-02,30587169000
2011-09-06,30877470000
2011-09-07,31739576000
2011-09-08,31563636000
2011-09-09,31079801000
2011-09-12,31370101999
2011-09-13,31607621000
2011-09-14,32241005000
2011-09-15,32812809999
2011-09-16,32513712000
2011-09-19,32592884999
2011-09-20,32628073000
2011-09-21,31994688999
2011-09-22,30991830999
2011-09-23,30692733000
2011-09-26,31695591000
2011-09-27,29707469000
2011-09-28,28810175000
2011-09-29,28616641000
2011-09-30,28933333000
2011-10-03,28563859000
2011-10-04,28898145000
2011-10-05,29056491000
2011-10-06,29355588999
2011-10-07,29390776999
2011-10-10,29619499000
2011-10-11,29725063000
2011-10-12,29162055000
2011-10-13,28994912000
2011-10-14,29030100000
2011-10-17,29813033000
2011-10-18,29760251000
2011-10-19,29689875000
2011-10-20,29549123000
2011-10-21,30032958000
2011-10-24,30182507000
2011-10-25,29751454000
2011-10-26,29250025000
2011-10-27,30024161000
2011-10-28,29742657000
2011-10-31,29206040000
2011-11-01,28475888999
2011-11-02,29021303000
2011-11-03,28783784000
2011-11-04,29179649000
2011-11-07,29153258000
2011-11-08,29197242999
2011-11-09,27904084000
2011-11-10,28106415000
2011-11-11,28898145000
2011-11-14,28528671000
2011-11-15,28634234999
2011-11-16,28343934000
2011-11-17,28396716000
2011-11-18,28704611000
2011-11-21,27525813000
2011-11-22,27041978000
2011-11-23,28229573000
2011-11-25,28563859000
2011-11-28,28845363000
2011-11-29,28625438000
2011-11-30,29663484000
2011-12-01,29451884000
2011-12-02,28791215999
2011-12-05,29877840999
2011-12-06,29564893000
2011-12-07,29999543000
2011-12-08,29451884000
2011-12-09,29747446000
2011-12-12,29460577000
2011-12-13,29286716999
2011-12-14,29217173000
2011-12-15,29651823000
2011-12-16,29669209000
2011-12-19,28469575000
2011-12-20,29121550000
2011-12-21,29008540999
2011-12-22,29486656000
2011-12-23,30721062000
2011-12-27,28999848000
2011-12-28,28930304000
2011-12-29,29060699000
2011-12-30,28739058000
2012-01-03,28739058000
2012-01-04,28539119000
2012-01-05,28443496000
2012-01-06,28756444000
2012-01-09,29121550000
2012-01-10,29903920000
2012-01-11,29564893000
2012-01-12,28921611000
2012-01-13,28365259000
2012-01-17,28860760000
2012-01-18,29338875000
2012-01-19,29121550000
2012-01-20,29104163999
2012-01-23,29434498000
2012-01-24,29790911000
2012-01-25,30156016999
2012-01-26,29834376000
2012-01-27,29756138999
2012-01-30,29234559000
2012-01-31,28999848000
2012-02-01,28878146000
2012-02-02,29147629000
2012-02-03,29251945000
2012-02-06,29799604000
2012-02-07,29086778000
2012-02-08,28799909000
2012-02-09,29738753000
2012-02-10,30025622000
2012-02-13,30242947000
2012-02-14,30103859000
2012-02-15,29399726000
2012-02-16,29764832000
2012-02-17,30173403000
2012-02-21,29712674000
2012-02-22,29808297000
2012-02-23,29530121000
2012-02-24,29434498000
2012-02-27,29156322000
2012-02-28,29043312999
2012-02-29,28825987999
2012-03-01,28175646000
2012-03-02,28106861999
2012-03-05,28631339999
2012-03-06,28261625999
2012-03-07,28192842000
2012-03-08,28184244000
2012-03-09,28786103999
2012-03-12,28915074000
2012-03-13,28588350000
2012-03-14,28691525999
2012-03-15,29035446000
2012-03-16,29413758000
2012-03-19,29284788000
2012-03-20,29069838000
2012-03-21,28837692000
2012-03-22,28700124000
2012-03-23,28854888000
2012-03-26,29551325999
2012-03-27,29921039999
2012-03-28,29878050000
2012-03-29,29173014000
2012-03-30,28794702000
2012-04-02,29370767999
2012-04-03,29104230000
2012-04-04,28631339999
2012-04-05,28235832000
2012-04-09,27995088000
2012-04-10,27694158000
2012-04-11,28442184000
2012-04-12,28622742000
2012-04-13,28407792000
2012-04-16,28631339999
2012-04-17,30153186000
2012-04-18,30531498000
2012-04-19,30634674000
2012-04-20,30892614000
2012-04-23,30436920000
2012-04-24,30299352000
2012-04-25,30350939999
2012-04-26,30428322000
2012-04-27,30669066000
2012-04-30,30144588000
2012-05-01,29852256000
2012-05-02,29362170000
2012-05-03,29095632000
2012-05-04,28932270000
2012-05-07,28863486000
2012-05-08,29310582000
2012-05-09,29173014000
2012-05-10,29276189999
2012-05-11,28579752000
2012-05-14,28244430000
2012-05-15,28270224000
2012-05-16,28184244000
2012-05-17,27401826000
2012-05-18,26920338000
2012-05-21,26954730000
2012-05-22,26868750000
2012-05-23,26903142000
2012-05-24,26877348000
2012-05-25,26963328000
2012-05-29,27169680000
2012-05-30,26593614000
2012-05-31,26241096000
2012-06-01,26631714000
2012-06-04,27147798000
2012-06-05,27210084000
2012-06-06,27548208000
2012-06-07,27566004000
2012-06-08,27726168000
2012-06-11,27779556000
2012-06-12,27806250000
2012-06-13,27477024000
2012-06-14,28179966000
2012-06-15,28295640000
2012-06-18,28438008000
2012-06-19,26774082000
2012-06-20,25991058000
2012-06-21,25937670000
2012-06-22,26311386000
2012-06-25,25795302000
2012-06-26,25884282000
2012-06-27,26177916000
2012-06-28,25839792000
2012-06-29,26320284000
2012-07-02,26569428000
2012-07-03,26346978000
2012-07-05,26578326000
2012-07-06,26355876000
2012-07-09,26427060000
2012-07-10,26622816000
2012-07-11,26640612000
2012-07-12,26782980000
2012-07-13,27210084000
2012-07-16,27138900000
2012-07-17,27316860000
2012-07-18,27557106000
2012-07-19,30804875999
2012-07-20,30787080000
2012-07-23,30182016000
2012-07-24,30351078000
2012-07-25,30831570000
2012-07-26,31116306000
2012-07-27,31783656000
2012-07-30,32273046000
2012-07-31,32353128000
2012-08-01,32273046000
2012-08-02,31810350000
2012-08-03,31854839999
2012-08-06,31845942000
2012-08-07,32059494000
2012-08-08,32246352000
2012-08-09,32112882000
2012-08-10,32184066000
2012-08-13,32006106000
2012-08-14,31774758000
2012-08-15,31641288000
2012-08-16,31605696000
2012-08-17,31890432000
2012-08-20,32059494000
2012-08-21,31721370000
2012-08-22,31632389999
2012-08-23,31730267999
2012-08-24,31721370000
2012-08-27,31676880000
2012-08-28,31498920000
2012-08-29,31409939999
2012-08-30,31329858000
2012-08-31,31819248000
2012-09-04,33747210000
2012-09-05,33917364000
2012-09-06,33274560000
2012-09-07,33028781999
2012-09-10,33217842000
2012-09-11,33189483000
2012-09-12,33425808000
2012-09-13,34049706000
2012-09-14,34049706000
2012-09-17,33747210000
2012-09-18,33709397999
2012-09-19,33851193000
2012-09-20,33605414999
2012-09-21,33189483000
2012-09-24,33718851000
2012-09-25,34096971000
2012-09-26,33860646000
2012-09-27,34597980000
2012-09-28,34446732000
2012-10-01,34928835000
2012-10-02,34891023000
2012-10-03,34371108000
2012-10-04,34380561000
2012-10-05,34153689000
2012-10-08,33955176000
2012-10-09,33652680000
2012-10-10,33681039000
2012-10-11,34125330000
2012-10-12,33974081999
2012-10-15,34191501000
2012-10-16,34380561000
2012-10-17,33870099000
2012-10-18,34134783000
2012-10-19,33832287000
2012-10-22,34342749000
2012-10-23,33454167000
2012-10-24,33510885000
2012-10-25,33397449000
2012-10-26,33265106999
2012-10-31,33302918999
2012-11-01,33558150000
2012-11-02,32981517000
2012-11-05,32215824000
2012-11-06,32083481999
2012-11-07,31610831999
2012-11-08,30977481000
2012-11-09,30873497999
2012-11-12,30968028000
2012-11-13,30760062000
2012-11-14,30495378000
2012-11-15,30467018999
2012-11-16,30400847999
2012-11-19,30864045000
2012-11-20,30930216000
2012-11-21,30845139000
2012-11-23,31279977000
2012-11-26,31261071000
2012-11-27,31223259000
2012-11-28,31497396000
2012-11-29,31903875000
2012-11-30,32055122999
2012-12-03,32408312000
2012-12-04,32398858000
2012-12-05,33627878000
2012-12-06,33892590000
2012-12-07,34128940000
2012-12-10,34365290000
2012-12-11,34648910000
2012-12-12,34667818000
2012-12-13,34516554000
2012-12-14,34752904000
2012-12-17,35112156000
2012-12-18,35499770000
2012-12-19,35206696000
2012-12-20,35499770000
2012-12-21,34327474000
2012-12-24,34478738000
2012-12-26,34658364000
2012-12-27,34535462000
2012-12-28,34544916000
2012-12-31,34989254000
2013-01-02,35981924000
2013-01-03,35726666000
2013-01-04,35149972000
2013-01-07,35953562000
2013-01-08,36085918000
2013-01-09,36350630000
2013-01-10,36464078000
2013-01-11,36965140000
2013-01-14,36908416000
2013-01-15,37154220000
2013-01-16,37239306000
2013-01-17,37210944000
2013-01-18,37069134000
2013-01-22,37333846000
2013-01-23,37362208000
2013-01-24,37286576000
2013-01-25,37504018000
2013-01-28,37910540000
2013-01-29,37872724000
2013-01-30,37693098000
2013-01-31,37778184000
2013-02-01,38109074000
2013-02-04,37825454000
2013-02-05,39073382000
2013-02-06,39177376000
2013-02-07,39054474000
2013-02-08,39139560000
2013-02-11,39215192000
2013-02-12,39659530000
2013-02-13,39215192000
2013-02-14,39574444000
2013-02-15,38903210000
2013-02-19,39423180000
2013-02-20,39328640000
2013-02-21,39347548000
2013-02-22,39527174000
2013-02-25,38421056000
2013-02-26,38572320000
2013-02-27,38922118000
2013-02-28,38704676000
2013-03-01,39158964000
2013-03-04,39585429000
2013-03-05,38590344000
2013-03-06,37870092000
2013-03-07,38031201000
2013-03-08,38514528000
2013-03-11,39121056000
2013-03-12,38893608000
2013-03-13,40542606000
2013-03-14,40485744000
2013-03-15,40353066000
2013-03-18,40210911000
2013-03-19,42400098000
2013-03-20,43613154000
2013-03-21,43414137000
2013-03-22,44058573000
2013-03-25,43774263000
2013-03-26,45082089000
2013-03-27,44769348000
2013-03-28,45186336000
2013-04-01,44513469000
2013-04-02,44845164000
2013-04-03,43878510000
2013-04-04,44153343000
2013-04-05,44551377000
2013-04-08,45167382000
2013-04-09,45783387000
2013-04-10,45593847000
2013-04-11,46124559000
2013-04-12,46219329000
2013-04-15,46077174000
2013-04-16,46494162000
2013-04-17,46010835000
2013-04-18,46162467000
2013-04-19,46768995000
2013-04-22,47119644000
2013-04-23,47024874000
2013-04-24,46484685000
2013-04-25,47100690000
2013-04-26,46693179000
2013-04-29,46835334000
2013-04-30,46920627000
2013-05-01,46380438000
2013-05-02,46323576000
2013-05-03,45508554000
2013-05-06,45337968000
2013-05-07,46617363000
2013-05-08,46551024000
2013-05-09,45309537000
2013-05-10,46171944000
2013-05-13,46503639000
2013-05-14,46996443000
2013-05-15,47413431000
2013-05-16,46541547000
2013-05-17,47015397000
2013-05-20,47148075000
2013-05-21,47489247000
2013-05-22,47517678000
2013-05-23,47764080000
2013-05-24,48114729000
2013-05-28,47602971000
2013-05-29,46949058000
2013-05-30,46446777000
2013-05-31,45262152000
2013-06-03,45866450000
2013-06-04,45421971000
2013-06-05,45989391000
2013-06-06,45620568000
2013-06-07,46736494000
2013-06-10,46954005000
2013-06-11,46849978000
2013-06-12,46660838000
2013-06-13,47351199000
2013-06-14,47455226000
2013-06-17,47644366000
2013-06-18,48136130000
2013-06-19,47502511000
2013-06-20,45715138000
2013-06-21,46065047000
2013-06-24,45440885000
2013-06-25,42764554000
2013-06-26,42565957000
2013-06-27,42461930000
2013-06-28,41799940000
2013-07-01,41932338000
2013-07-02,42045822000
2013-07-03,41724284000
2013-07-05,41847225000
2013-07-08,42868581000
2013-07-09,43927765000
2013-07-10,45251745000
2013-07-11,46055590000
2013-07-12,46112332000
2013-07-15,46594639000
2013-07-16,46585182000
2013-07-17,47029661000
2013-07-18,47795678000
2013-07-19,47861877000
2013-07-22,48476582000
2013-07-23,48240157000
2013-07-24,48306356000
2013-07-25,48240157000
2013-07-26,48060474000
2013-07-29,47871334000
2013-07-30,47294457000
2013-07-31,47521425000
2013-08-01,48353641000
2013-08-02,48211786000
2013-08-05,48192872000
2013-08-06,47511968000
2013-08-07,46991833000
2013-08-08,47180973000
2013-08-09,46916177000
2013-08-12,47464683000
2013-08-13,47795678000
2013-08-14,47720022000
2013-08-15,46679752000
2013-08-16,46187988000
2013-08-19,45885364000
2013-08-20,46112332000
2013-08-21,45790794000
2013-08-22,45951563000
2013-08-23,46140703000
2013-08-26,46169074000
2013-08-27,44684325000
2013-08-28,44514099000
2013-08-29,44996406000
2013-08-30,45459799000
2013-09-03,46268882000
2013-09-04,46980857000
2013-09-05,47645367000
2013-09-06,46952378000
2013-09-09,47673846000
2013-09-10,48101031000
2013-09-11,48176975000
2013-09-12,50588197000
2013-09-13,50749578000
2013-09-16,52002654000
2013-09-17,52135556000
2013-09-18,52809559000
2013-09-19,53151307000
2013-09-20,52705136000
2013-09-23,53379139000
2013-09-24,52581727000
2013-09-25,52069105000
2013-09-26,51955189000
2013-09-27,51746343000
2013-09-30,51072340000
2013-10-01,53388632000
2013-10-02,53663929000
2013-10-03,53122828000
2013-10-04,52961447000
2013-10-07,52391867000
2013-10-08,52078598000
2013-10-09,52220993000
2013-10-10,53160800000
2013-10-11,53122828000
2013-10-14,53825310000
2013-10-15,53445590000
2013-10-16,54670187000
2013-10-17,55780868000
2013-10-18,55619487000
2013-10-21,55420134000
2013-10-22,55714417000
2013-10-23,55809347000
2013-10-24,56246025000
2013-10-25,56189067000
2013-10-28,56397913000
2013-10-29,56730168000
2013-10-30,56122616000
2013-10-31,56236532000
2013-11-01,57451636000
2013-11-04,57100395000
2013-11-05,57242790000
2013-11-06,56806112000
2013-11-07,56198560000
2013-11-08,56673210000
2013-11-11,56435885000
2013-11-12,56464364000
2013-11-13,57518087000
2013-11-14,57071916000
2013-11-15,57223804000
2013-11-18,57071916000
2013-11-19,55619487000
2013-11-20,56388420000
2013-11-21,57195325000
2013-11-22,57432650000
2013-11-25,56853577000
