,SLG
2009-07-10,1478887459
2009-07-13,1569218293
2009-07-14,1578176723
2009-07-15,1687170953
2009-07-16,1735695781
2009-07-17,1682691738
2009-07-20,1757345320
2009-07-21,1705834348
2009-07-22,1747640354
2009-07-23,1836478117
2009-07-24,1863353406
2009-07-27,1886496017
2009-07-28,1946218882
2009-07-29,1899933661
2009-07-30,2020125928
2009-07-31,2043268539
2009-08-03,2088807224
2009-08-04,2271708500
2009-08-05,2370251228
2009-08-06,2438932523
2009-08-07,2574055507
2009-08-10,2571815899
2009-08-11,2463568206
2009-08-12,2585253544
2009-08-13,2671105163
2009-08-14,2584507008
2009-08-17,2379956194
2009-08-18,2450130561
2009-08-19,2390407695
2009-08-20,2569576292
2009-08-21,2771887499
2009-08-24,2776366714
2009-08-25,2803242004
2009-08-26,2815933113
2009-08-27,2912236233
2009-08-28,2938364987
2009-08-31,2797269717
2009-09-01,2588986223
2009-09-02,2567336684
2009-09-03,2612128834
2009-09-04,2662893269
2009-09-08,2823398471
2009-09-09,2875655978
2009-09-10,2948816489
2009-09-11,2942097666
2009-09-14,3175016842
2009-09-15,3218315920
2009-09-16,3368369619
2009-09-17,3441530130
2009-09-18,3423613270
2009-09-21,3457953918
2009-09-22,3710283025
2009-09-23,3439290522
2009-09-24,3250416960
2009-09-25,3278038785
2009-09-28,3466912348
2009-09-29,3485575743
2009-09-30,3475870777
2009-10-01,3232500100
2009-10-02,3187707951
2009-10-05,3369116155
2009-10-06,3302674467
2009-10-07,3273559570
2009-10-08,3419880591
2009-10-09,3457207382
2009-10-12,3451235095
2009-10-13,3428092485
2009-10-14,3616219512
2009-10-15,3605021474
2009-10-16,3489308422
2009-10-19,3546791680
2009-10-20,3403456803
2009-10-21,3355678510
2009-10-22,3410175625
2009-10-23,3343733937
2009-10-26,3313872504
2009-10-27,3137690051
2009-10-28,3008539354
2009-10-29,3123505870
2009-10-30,3071994899
2009-11-02,2989875959
2009-11-03,3030188893
2009-11-04,3020483927
2009-11-05,3054078039
2009-11-06,3000327460
2009-11-09,3238472387
2009-11-10,3248923888
2009-11-11,3345973545
2009-11-12,3298195252
2009-11-13,3354185439
2009-11-16,3491548030
2009-11-17,3488561886
2009-11-18,3591583830
2009-11-19,3596063044
2009-11-20,3565455076
2009-11-23,3647574016
2009-11-24,3559482789
2009-11-25,3541565930
2009-11-27,3394498373
2009-11-30,3520662927
2009-12-01,3623684870
2009-12-02,3725213741
2009-12-03,3643841337
2009-12-04,3802106931
2009-12-07,3671463162
2009-12-08,3693112701
2009-12-09,3723720670
2009-12-10,3675942377
2009-12-11,3867802083
2009-12-14,4024574605
2009-12-15,3951414095
2009-12-16,4078325184
2009-12-17,4034279571
2009-12-18,3993966637
2009-12-21,4040251857
2009-12-22,4032786499
2009-12-23,4055929110
2009-12-24,4145513408
2009-12-28,4179854056
2009-12-29,4101467795
2009-12-30,4088030150
2009-12-31,4033383256
2010-01-04,3928276343
2010-01-05,3854928354
2010-01-06,3829218749
2010-01-07,3926764014
2010-01-08,3898785915
2010-01-11,3968353080
2010-01-12,3983476377
2010-01-13,4079509311
2010-01-14,4061361355
2010-01-15,4018259959
2010-01-19,4152101136
2010-01-20,4093120278
2010-01-21,3829974914
2010-01-22,3693109078
2010-01-25,3686303595
2010-01-26,3670424133
2010-01-27,3687059759
2010-01-28,3664374814
2010-01-29,3652276177
2010-02-01,3817120112
2010-02-02,3852659859
2010-02-03,3834511903
2010-02-04,3620517253
2010-02-05,3656057001
2010-02-08,3547169264
2010-02-09,3553218583
2010-02-10,3592539154
2010-02-11,3639421374
2010-02-12,3690084419
2010-02-16,3848879035
2010-02-17,3845854376
2010-02-18,3862490002
2010-02-19,3863246167
2010-02-22,3979695552
2010-02-23,3916933871
2010-02-24,4010698311
2010-02-25,4053799707
2010-02-26,4099169597
2010-03-01,4134709345
2010-03-02,4207301169
2010-03-03,4180079235
2010-03-04,4241328587
2010-03-05,4447761588
2010-03-08,4612605524
2010-03-09,4576309611
2010-03-10,4584627424
2010-03-11,4605800040
2010-03-12,4528671226
2010-03-15,4469690369
2010-03-16,4582358930
2010-03-17,4623947996
2010-03-18,4555136996
2010-03-19,4430369797
2010-03-22,4456835566
2010-03-23,4407684852
2010-03-24,4397854709
2010-03-25,4490106819
2010-03-26,4379706753
2010-03-29,4505230116
2010-03-30,4580846600
2010-03-31,4610656188
2010-04-01,4653881090
2010-04-05,4862422283
2010-04-06,5111913383
2010-04-07,4818439049
2010-04-08,4870763931
2010-04-09,4975413693
2010-04-12,4873797257
2010-04-13,4995888646
2010-04-14,4964797050
2010-04-15,4816164055
2010-04-16,4698622655
2010-04-19,4782039132
2010-04-20,4900338863
2010-04-21,5014088605
2010-04-22,5138454989
2010-04-23,5194571528
2010-04-26,5179404896
2010-04-27,4945080428
2010-04-28,5020155258
2010-04-29,5217321476
2010-04-30,5005746957
2010-05-03,5209738160
2010-05-04,5243104751
2010-05-05,5233246440
2010-05-06,5064138491
2010-05-07,4770664158
2010-05-10,5221113134
2010-05-11,5265854699
2010-05-12,5450129281
2010-05-13,5432687654
2010-05-14,5152104958
2010-05-17,5105846730
2010-05-18,4952663744
2010-05-19,4819197381
2010-05-20,4529514706
2010-05-21,4816164055
2010-05-24,4603072872
2010-05-25,4578047929
2010-05-26,4672081049
2010-05-27,5048971859
2010-05-28,5014846936
2010-06-01,4899580532
2010-06-02,4973138698
2010-06-03,5031530232
2010-06-04,4666014396
2010-06-07,4540131349
2010-06-08,4534823027
2010-06-09,4587147908
2010-06-10,4853322304
2010-06-11,4942047102
2010-06-14,5014846936
2010-06-15,5136179994
2010-06-16,5048213527
2010-06-17,5102813403
2010-06-18,5042905206
2010-06-21,4952663744
2010-06-22,4707722634
2010-06-23,4809339070
2010-06-24,4655397753
2010-06-25,4808580739
2010-06-28,4727439256
2010-06-29,4461264861
2010-06-30,4441967654
2010-07-01,4356837542
2010-07-02,4213180477
2010-07-06,4068003232
2010-07-07,4301350951
2010-07-08,4397882417
2010-07-09,4535458760
2010-07-12,4530138128
2010-07-13,4654792935
2010-07-14,4616788421
2010-07-15,4605387067
2010-07-16,4410803952
2010-07-19,4422965397
2010-07-20,4548380295
2010-07-21,4422965397
2010-07-22,4543059663
2010-07-23,4595505893
2010-07-26,4726241423
2010-07-27,4772606930
2010-07-28,4767286298
2010-07-29,4809851355
2010-07-30,4861537494
2010-08-02,5107806748
2010-08-03,4917024086
2010-08-04,5032557810
2010-08-05,4983912031
2010-08-06,4958068961
2010-08-09,5063721511
2010-08-10,4874459029
2010-08-11,4651752574
2010-08-12,4659353477
2010-08-13,4601586615
2010-08-16,4588665080
2010-08-17,4676835554
2010-08-18,4740683138
2010-08-19,4600066435
2010-08-20,4601586615
2010-08-23,4664674109
2010-08-24,4585624719
2010-08-25,4727761603
2010-08-26,4685956637
2010-08-27,4749044131
2010-08-30,4701158443
2010-08-31,4864577856
2010-09-01,5023436726
2010-09-02,5089564581
2010-09-03,5138970450
2010-09-07,4990752844
2010-09-08,4995313385
2010-09-09,4916263995
2010-09-10,4977831309
2010-09-13,5091844852
2010-09-14,5126048915
2010-09-15,5228661104
2010-09-16,5205098305
2010-09-17,5215739569
2010-09-20,5375358530
2010-09-21,5217259750
2010-09-22,5078163227
2010-09-23,4909423183
2010-09-24,5102486116
2010-09-27,5126048915
2010-09-28,5062201331
2010-09-29,5053080247
2010-09-30,5115747292
2010-10-01,5149223330
2010-10-04,5197154930
2010-10-05,5331819902
2010-10-06,5199437387
2010-10-07,5210088854
2010-10-08,5298343864
2010-10-11,5304430416
2010-10-12,5429965559
2010-10-13,5528872036
2010-10-14,5598106569
2010-10-15,5601149846
2010-10-18,5627017693
2010-10-19,5429204740
2010-10-20,5525067941
2010-10-21,5495395998
2010-10-22,5633104246
2010-10-25,5657450455
2010-10-26,5499200093
2010-10-27,5372143312
2010-10-28,5332580721
2010-10-29,5308234511
2010-11-01,5364535121
2010-11-02,5437573750
2010-11-03,5403336893
2010-11-04,5633865065
2010-11-05,5676470932
2010-11-08,5524307122
2010-11-09,5285409940
2010-11-10,5276280111
2010-11-11,5230630968
2010-11-12,5190307559
2010-11-15,5132485311
2010-11-16,4968148396
2010-11-17,5076945520
2010-11-18,5157592339
2010-11-19,5181177730
2010-11-22,5162157254
2010-11-23,5133246130
2010-11-24,5273236835
2010-11-26,5241282435
2010-11-29,5305952054
2010-11-30,5283127483
2010-12-01,5337906454
2010-12-02,5366056759
2010-12-03,5322690073
2010-12-06,5414749178
2010-12-07,5365295940
2010-12-08,5208567216
2010-12-09,5144658416
2010-12-10,5172808720
2010-12-13,5235956702
2010-12-14,5168243806
2010-12-15,5103574187
2010-12-16,5112704016
2010-12-17,5131724492
2010-12-20,5193350835
2010-12-21,5278562568
2010-12-22,5319646797
2010-12-23,5310516969
2010-12-27,5381273140
2010-12-28,5435291293
2010-12-29,5468767331
2010-12-30,5458115864
2010-12-31,5530093578
2011-01-03,5663562633
2011-01-04,5591041875
2011-01-05,5575611926
2011-01-06,5527007588
2011-01-07,5492290204
2011-01-10,5583326900
2011-01-11,5602614336
2011-01-12,5735311894
2011-01-13,5749198848
2011-01-14,5811690140
2011-01-18,5827891586
2011-01-19,5715252961
2011-01-20,5758456817
2011-01-21,5797031689
2011-01-24,5856436991
2011-01-25,5794717196
2011-01-26,5798574683
2011-01-27,5945930693
2011-01-28,5884982396
2011-01-31,5959817646
2011-02-01,6014593964
2011-02-02,6007650487
2011-02-03,6011507974
2011-02-04,5936672723
2011-02-07,6003793000
2011-02-08,6020765943
2011-02-09,6047768353
2011-02-10,6144205532
2011-02-11,6102544671
2011-02-14,6025394928
2011-02-15,6012279471
2011-02-16,5996849523
2011-02-17,6020765943
2011-02-18,6069370281
2011-02-22,5996849523
2011-02-23,5886525390
2011-02-24,5800117678
2011-02-25,5985277061
2011-02-28,6202839337
2011-03-01,6053168835
2011-03-02,5932815236
2011-03-03,6069370281
2011-03-04,5988363051
2011-03-07,5935129728
2011-03-08,6009964979
2011-03-09,5967532621
2011-03-10,5839464047
2011-03-11,5905041329
2011-03-14,5772343771
2011-03-15,5724510930
2011-03-16,5654304664
2011-03-17,5792402704
2011-03-18,5822491104
2011-03-21,5871866939
2011-03-22,5869552447
2011-03-23,5840235545
2011-03-24,5868780950
2011-03-25,5982191072
2011-03-28,5945159195
2011-03-29,5993763533
2011-03-30,6107173655
2011-03-31,6483671630
2011-04-01,6580309521
2011-04-04,6595739100
2011-04-05,6679383662
2011-04-06,6673699080
2011-04-07,6581933687
2011-04-08,6508846206
2011-04-11,6512906622
2011-04-12,6546202030
2011-04-13,6443879557
2011-04-14,6466617884
2011-04-15,6565692025
2011-04-18,6442255390
2011-04-19,6611168679
2011-04-20,6676947412
2011-04-21,6786578633
2011-04-25,6854793615
2011-04-26,6919760265
2011-04-27,6981478582
2011-04-28,7116284380
2011-04-29,7115472297
2011-05-02,7142271040
2011-05-03,7134150209
2011-05-04,7104915216
2011-05-05,7150391871
2011-05-06,7082988972
2011-05-09,7167445617
2011-05-10,7342855571
2011-05-11,7241345181
2011-05-12,7241345181
2011-05-13,7235660599
2011-05-16,7276264755
2011-05-17,7229976017
2011-05-18,7415943051
2011-05-19,7413506802
2011-05-20,7350164319
2011-05-23,7307123913
2011-05-24,7332298490
2011-05-25,7388332225
2011-05-26,7521513857
2011-05-27,7613279250
2011-05-31,7761078377
2011-06-01,7552373016
2011-06-02,7450862626
2011-06-03,7438681379
2011-06-06,7321741409
2011-06-07,7432996797
2011-06-08,7287633918
2011-06-09,7106539383
2011-06-10,6901082353
2011-06-13,6914887766
2011-06-14,7108163549
2011-06-15,6961988587
2011-06-16,6995283995
2011-06-17,7069995642
2011-06-20,7266519757
2011-06-21,7337983072
2011-06-22,7332298490
2011-06-23,7120344796
2011-06-24,7066747310
2011-06-27,7081364806
2011-06-28,7108163549
2011-06-29,7134150209
2011-06-30,7325765642
2011-07-01,7509784079
2011-07-05,7605540279
2011-07-06,7667989975
2011-07-07,7738766297
2011-07-08,7721280382
2011-07-11,7489800176
2011-07-12,7556413185
2011-07-13,7589719690
2011-07-14,7407366578
2011-07-15,7488967514
2011-07-18,7491465502
2011-07-19,7631352820
2011-07-20,7673818613
2011-07-21,7726276358
2011-07-22,7724611032
2011-07-25,7694635179
2011-07-26,7626356844
2011-07-27,7324100317
2011-07-28,7306614402
2011-07-29,7250826007
2011-08-01,7077632185
2011-08-02,6729579214
2011-08-03,6887785109
2011-08-04,6473951792
2011-08-05,6182519879
2011-08-08,5592162088
2011-08-09,6265786140
2011-08-10,6248300225
2011-08-11,6557218053
2011-08-12,6404840796
2011-08-15,6553887403
2011-08-16,6392350856
2011-08-17,6418996060
2011-08-18,6033473272
2011-08-19,5814483005
2011-08-22,5824474956
2011-08-23,5841128209
2011-08-24,5855283473
2011-08-25,5657109772
2011-08-26,5811985017
2011-08-29,6141719411
2011-08-30,6205001769
2011-08-31,6386522218
2011-09-01,6329068498
2011-09-02,6231646973
2011-09-06,6015987357
2011-09-07,6328235836
2011-09-08,6156707338
2011-09-09,5918565831
2011-09-12,5832801583
2011-09-13,5834466908
2011-09-14,6029309959
2011-09-15,6273280103
2011-09-16,6363207665
2011-09-19,6115074207
2011-09-20,6085098353
2011-09-21,5670432374
2011-09-22,5299897512
2011-09-23,5348191944
2011-09-26,5472258672
2011-09-27,5594660076
2011-09-28,5366510521
2011-09-29,5437286843
2011-09-30,5140858954
2011-10-03,4874406918
2011-10-04,5161675519
2011-10-05,5093397185
2011-10-06,5189153385
2011-10-07,5015959562
2011-10-10,5332371354
2011-10-11,5273252309
2011-10-12,5361514545
2011-10-13,5354020582
2011-10-14,5509728490
2011-10-17,5324044728
2011-10-18,5569680198
2011-10-19,5485581274
2011-10-20,5584668125
2011-10-21,5758694610
2011-10-24,5993505466
2011-10-25,5811152355
2011-10-26,5971023576
2011-10-27,6305753945
2011-10-28,6288268030
2011-10-31,6099253618
2011-11-01,5885259327
2011-11-02,5988509491
2011-11-03,6043465223
2011-11-04,6049293861
2011-11-07,6134225447
2011-11-08,6260790164
2011-11-09,5876932701
2011-11-10,5954370324
2011-11-11,6083433028
2011-11-14,5915235181
2011-11-15,5976019551
2011-11-16,5772849875
2011-11-17,5758694610
2011-11-18,5825307619
2011-11-21,5629631906
2011-11-22,5613811316
2011-11-23,5352355257
2011-11-25,5385661761
2011-11-28,5515557128
2011-11-29,5359849220
2011-11-30,5820311643
2011-12-01,5686252963
2011-12-02,5788670464
2011-12-05,5970190913
2011-12-06,5985178840
2011-12-07,6035971259
2011-12-08,5839462883
2011-12-09,5993505466
2011-12-12,5788670464
2011-12-13,5663771073
2011-12-14,5600488714
2011-12-15,5702073553
2011-12-16,5777013188
2011-12-19,5675428349
2011-12-20,5831136257
2011-12-21,5811152355
2011-12-22,5865275424
2011-12-23,5873602050
2011-12-27,5900247254
2011-12-28,5758694610
2011-12-29,5901079917
2011-12-30,5891087965
2012-01-03,6099672666
2012-01-04,6102201202
2012-01-05,6214299650
2012-01-06,6244642087
2012-01-09,6221885259
2012-01-10,6375283135
2012-01-11,6456196300
2012-01-12,6355897689
2012-01-13,6313755415
2012-01-17,6400568499
2012-01-18,6386240126
2012-01-19,6487381582
2012-01-20,6645836530
2012-01-23,6607908484
2012-01-24,6580094584
2012-01-25,6682078886
2012-01-26,6606222793
2012-01-27,6619708321
2012-01-30,6510138410
2012-01-31,6580094584
2012-02-01,6671964740
2012-02-02,6788277415
2012-02-03,6941675290
2012-02-06,6910490008
2012-02-07,6853176516
2012-02-08,6785748878
2012-02-09,6760463514
2012-02-10,6696407259
2012-02-13,6766363433
2012-02-14,6678707504
2012-02-15,6757934978
2012-02-16,6794177333
2012-02-17,6773106196
2012-02-21,6688821649
2012-02-22,6690507340
2012-02-23,6779006115
2012-02-24,6758777823
2012-02-27,6772263351
2012-02-28,6783220342
2012-02-29,6805134324
2012-03-01,6845590907
2012-03-02,6816091315
2012-03-05,6918075617
2012-03-06,6821148388
2012-03-07,6895318790
2012-03-08,6827048307
2012-03-09,6899533017
2012-03-12,6899533017
2012-03-13,7093387475
2012-03-14,7059673656
2012-03-15,7061359347
2012-03-16,7031016910
2012-03-19,7005731546
2012-03-20,7035231138
2012-03-21,6928189763
2012-03-22,6845590907
2012-03-23,6858233589
2012-03-26,6946732363
2012-03-27,6891947408
2012-03-28,6933246836
2012-03-29,6886047489
2012-03-30,6939989599
2012-04-02,7195820125
2012-04-03,7149581223
2012-04-04,6979456960
2012-04-05,6879127266
2012-04-09,6801480807
2012-04-10,6653167347
2012-04-11,6750879744
2012-04-12,6886979155
2012-04-13,6767455954
2012-04-16,6850337006
2012-04-17,6992543441
2012-04-18,7008247219
2012-04-19,6998650466
2012-04-20,7066700172
2012-04-23,7005629923
2012-04-24,7143474198
2012-04-25,7281318473
2012-04-26,7568348641
2012-04-27,7611097814
2012-04-30,7636398346
2012-05-01,7716662101
2012-05-02,7655591853
2012-05-03,7589287011
2012-05-04,7463656786
2012-05-07,7506405960
2012-05-08,7537813516
2012-05-09,7504661096
2012-05-10,7519492442
2012-05-11,7478488132
2012-05-14,7344133586
2012-05-15,7262997399
2012-05-16,7206289311
2012-05-17,6907917526
2012-05-18,6712492731
2012-05-21,6941942378
2012-05-22,6955028860
2012-05-23,6957646157
2012-05-24,6958518589
2012-05-25,6901810501
2012-05-29,7047506665
2012-05-30,6845102413
2012-05-31,6948049403
2012-06-01,6696788953
2012-06-04,6568541431
2012-06-05,6721217052
2012-06-06,6946304539
2012-06-07,6873020241
2012-06-08,7004757491
2012-06-11,6743027855
2012-06-12,6852081870
2012-06-13,6756986769
2012-06-14,6843357549
2012-06-15,6900065637
2012-06-18,7016971541
2012-06-19,7098107728
2012-06-20,7068445036
2012-06-21,6933218057
2012-06-22,6960263453
2012-06-25,6848592142
2012-06-26,7013481812
2012-06-27,7039654776
2012-06-28,7155688248
2012-06-29,7432249230
2012-07-02,7511750865
2012-07-03,7632752571
2012-07-05,7587157725
2012-07-06,7590665021
2012-07-09,7573128542
2012-07-10,7373212679
2012-07-11,7303066762
2012-07-12,7312711826
2012-07-13,7419684349
2012-07-16,7388118686
2012-07-17,7464402371
2012-07-18,7403024694
2012-07-19,7282022987
2012-07-20,7296052171
2012-07-23,7168035873
2012-07-24,7109288667
2012-07-25,7117180083
2012-07-26,7221522134
2012-07-27,7250457325
2012-07-30,7371459031
2012-07-31,7331125129
2012-08-01,7466156019
2012-08-02,7488076618
2012-08-03,7610831972
2012-08-06,7622230684
2012-08-07,7522272752
2012-08-08,7484569322
2012-08-09,7529287344
2012-08-10,7520519104
2012-08-13,7520519104
2012-08-14,7487199794
2012-08-15,7535425112
2012-08-16,7551207943
2012-08-17,7550331119
2012-08-20,7523149576
2012-08-21,7510874041
2012-08-22,7539809232
2012-08-23,7524903224
2012-08-24,7535425112
2012-08-27,7490707090
2012-08-28,7560853007
2012-08-29,7540686056
2012-08-30,7439851300
2012-08-31,7502982625
2012-09-04,7626614804
2012-09-05,7566990774
2012-09-06,7632752571
2012-09-07,7669579178
2012-09-10,7614339268
2012-09-11,7604694205
2012-09-12,7659057290
2012-09-13,7782689468
2012-09-14,7925611774
2012-09-17,7811624659
2012-09-18,7687992481
2012-09-19,7634506219
2012-09-20,7545070175
2012-09-21,7590665021
2012-09-24,7555592063
2012-09-25,7479308378
2012-09-26,7381104095
2012-09-27,7490707090
2012-09-28,7453880483
2012-10-01,7142611680
2012-10-02,7211708962
2012-10-03,7167350213
2012-10-04,7111901777
2012-10-05,7107636512
2012-10-08,7076073556
2012-10-09,7044510600
2012-10-10,7073514398
2012-10-11,7160525790
2012-10-12,7079485768
2012-10-15,7147729997
2012-10-16,7118726200
2012-10-17,7105930407
2012-10-18,7210002857
2012-10-19,7114460935
2012-10-22,7086310191
2012-10-23,7045363653
2012-10-24,7018919014
2012-10-25,6884136660
2012-10-26,6828688224
2012-10-31,6820157695
2012-11-01,6893520242
2012-11-02,7015506802
2012-11-05,6923377092
2012-11-06,6966029736
2012-11-07,6856838969
2012-11-08,6705848611
2012-11-09,6645281857
2012-11-12,6740823778
2012-11-13,6730587144
2012-11-14,6473818230
2012-11-15,6478083494
2012-11-16,6463581595
2012-11-19,6595804790
2012-11-20,6633339117
2012-11-21,6631633011
2012-11-23,6693905870
2012-11-26,6733146302
2012-11-27,6719497456
2012-11-28,6763856206
2012-11-29,6736558514
2012-11-30,6826982118
2012-12-03,6879018343
2012-12-04,6855132863
2012-12-05,6800537479
2012-12-06,6858545074
2012-12-07,6905462982
2012-12-10,6882430555
2012-12-11,6903756876
2012-12-12,6871340867
2012-12-13,6843190123
2012-12-14,6889254978
2012-12-17,6921670987
2012-12-18,6994180481
2012-12-19,6953233943
2012-12-20,7033420913
2012-12-21,6938732044
2012-12-24,6972854159
2012-12-26,6896932453
2012-12-27,6923377092
2012-12-28,6850014546
2012-12-31,7012659293
2013-01-02,7175523954
2013-01-03,7150534138
2013-01-04,7179832542
2013-01-07,7225503585
2013-01-08,7192758309
2013-01-09,7222918431
2013-01-10,7233259045
2013-01-11,7238429352
2013-01-14,7210854383
2013-01-15,7259110578
2013-01-16,7258248860
2013-01-17,7257387143
2013-01-18,7340112050
2013-01-22,7378027632
2013-01-23,7350452663
2013-01-24,7387506527
2013-01-25,7451273643
2013-01-28,7458167385
2013-01-29,7485742354
2013-01-30,7348729227
2013-01-31,7353899534
2013-02-01,7386644810
2013-02-04,7388368245
2013-02-05,7422836956
2013-02-06,7415943214
2013-02-07,7412496343
2013-02-08,7491774379
2013-02-11,7483157201
2013-02-12,7574499286
2013-02-13,7571914132
2013-02-14,7515902477
2013-02-15,7565882108
2013-02-19,7638266401
2013-02-20,7516764194
2013-02-21,7418528368
2013-02-22,7469369717
2013-02-25,7331494872
2013-02-26,7380612785
2013-02-27,7439209594
2013-02-28,7467646281
2013-03-01,7563296955
2013-03-04,7572775850
2013-03-05,7587425052
2013-03-06,7673596830
2013-03-07,7684799162
2013-03-08,7726161615
2013-03-11,7799407626
2013-03-12,7815780264
2013-03-13,7845940386
2013-03-14,7884717687
2013-03-15,7844216951
2013-03-18,7831291184
2013-03-19,7771832657
2013-03-20,7867483331
2013-03-21,7818365417
2013-03-22,7874377073
2013-03-25,7882994251
2013-03-26,7895058300
2013-03-27,7883855969
2013-03-28,7877823944
2013-04-01,7935921372
2013-04-02,8000842195
2013-04-03,7953233592
2013-04-04,8101253068
2013-04-05,8128087008
2013-04-08,8154920948
2013-04-09,8104715512
2013-04-10,8119430898
2013-04-11,8132415063
2013-04-12,8115968454
2013-04-15,7897834490
2013-04-16,8059703741
2013-04-17,7956696036
2013-04-18,7903028156
2013-04-19,8059703741
2013-04-22,7980933143
2013-04-23,8096925013
2013-04-24,8154055337
2013-04-25,8147130449
2013-04-26,8122027731
2013-04-29,8151458504
2013-04-30,8335833641
2013-05-01,8143668005
2013-05-02,8172233167
2013-05-03,8250138155
2013-05-06,8359205137
2013-05-07,8347952194
2013-05-08,8355742693
2013-05-09,8274375262
2013-05-10,8301209202
2013-05-13,8345355361
2013-05-14,8352280249
2013-05-15,8394695187
2013-05-16,8373920523
2013-05-17,8467406508
2013-05-20,8568682992
2013-05-21,8657840921
2013-05-22,8461347231
2013-05-23,8379979800
2013-05-24,8360070748
2013-05-28,8310730922
2013-05-29,8236288379
2013-05-30,8107312345
2013-05-31,7993917307
2013-06-03,7969680200
2013-06-04,7916012320
2013-06-05,7862344440
2013-06-06,8005170250
2013-06-07,7986992420
2013-06-10,8076150350
2013-06-11,7965352145
2013-06-12,7996514140
2013-06-13,8240616434
2013-06-14,8396426409
2013-06-17,8415469850
2013-06-18,8429319625
2013-06-19,8185217332
2013-06-20,7753277458
2013-06-21,7829451223
2013-06-24,7797423617
2013-06-25,7871000550
2013-06-26,7962755313
2013-06-27,8157517781
2013-06-28,8104715512
2013-07-01,8338247512
2013-07-02,8493768475
2013-07-03,8566166165
2013-07-05,8586723534
2013-07-08,8617112688
2013-07-09,8683253787
2013-07-10,8643926647
2013-07-11,8881677085
2013-07-12,8887933676
2013-07-15,8896871662
2013-07-16,8836987153
2013-07-17,8837880952
2013-07-18,8943349191
2013-07-19,9008596492
2013-07-22,9036304250
2013-07-23,9072949994
2013-07-24,8883464682
2013-07-25,8813748389
2013-07-26,8815535986
2013-07-29,8702917357
2013-07-30,8655546029
2013-07-31,8601918111
2013-08-01,8611749896
2013-08-02,8526839025
2013-08-05,8533989414
2013-08-06,8498237469
2013-08-07,8484830489
2013-08-08,8519688636
2013-08-09,8553652984
2013-08-12,8513432046
2013-08-13,8428521175
2013-08-14,8488405684
2013-08-15,8399025820
2013-08-16,8173788562
2013-08-19,8104072268
2013-08-20,8292663781
2013-08-21,8210434307
2013-08-22,8270318815
2013-08-23,8346291700
2013-08-26,8329309526
2013-08-27,8313221150
2013-08-28,8291769983
2013-08-29,8311433553
2013-08-30,8273894010
2013-09-03,8162169180
2013-09-04,8193452132
2013-09-05,8121054443
2013-09-06,8238142064
2013-09-09,8473211107
2013-09-10,8533095616
2013-09-11,8618900285
2013-09-12,8466954516
2013-09-13,8560803373
2013-09-16,8618900285
2013-09-17,8583148339
2013-09-18,8845925140
2013-09-19,8809279395
2013-09-20,8666271613
2013-09-23,8581360742
2013-09-24,8441034356
2013-09-25,8416007994
2013-09-26,8430308772
2013-09-27,8407070007
2013-09-30,8874149076
2013-10-01,9010573123
2013-10-02,9003046279
2013-10-03,8829928867
2013-10-04,8874149076
2013-10-07,8840278278
2013-10-08,8753719572
2013-10-09,8798880636
2013-10-10,8988933447
2013-10-11,9216620478
2013-10-14,9191217379
2013-10-15,9223206466
2013-10-16,9332345704
2013-10-17,9456538630
2013-10-18,9461242908
2013-10-21,9401969011
2013-10-22,9491350284
2013-10-23,9522398515
2013-10-24,9649414008
2013-10-25,9798069177
2013-10-28,9804655165
2013-10-29,9524280226
2013-10-30,9513930816
2013-10-31,9447130075
2013-11-01,9556269313
2013-11-04,9523339371
2013-11-05,9364334791
2013-11-06,9281539507
2013-11-07,9132884338
2013-11-08,9119712361
2013-11-11,9176163691
2013-11-12,9079255575
2013-11-13,9129120916
2013-11-14,9202507645
2013-11-15,9259899831
2013-11-18,9187453957
2013-11-19,9110303806
2013-11-20,9031271944
2013-11-21,9094309263
2013-11-22,9161110003
2013-11-25,9147938026
2013-11-26,9085841563
2013-11-27,9158287437
2013-11-29,9036917077
2013-12-02,9043503066
2013-12-03,9097131829
2013-12-04,9140411182
2013-12-05,9231674166
2013-12-06,9414200133
2013-12-09,9338931693
2013-12-10,9238260154
2013-12-11,9004927990
2013-12-12,9000223713
2013-12-13,8966352915
2013-12-16,8943772383
2013-12-17,9007750557
2013-12-18,9225088177
2013-12-19,9244846143
2013-12-20,9179927113
2013-12-23,9271190097
2013-12-24,9256136409
2013-12-26,9229792455
2013-12-27,9194980801
2013-12-30,9197803368
2013-12-31,9064568017
2014-01-02,9025751556
2014-01-03,9107081285
2014-01-06,9058098607
2014-01-07,9139428336
2014-01-08,9130186322
2014-01-09,9075658435
2014-01-10,9107081285
2014-01-13,9042387182
2014-01-14,9108929688
2014-01-15,9192107820
2014-01-16,9174547992
2014-01-17,9124641113
2014-01-21,9208743447
2014-01-22,9266968139
2014-01-23,9217061260
2014-01-24,9031296764
2014-01-27,8962905856
2014-01-28,9117247501
2014-01-29,9029448361
2014-01-30,9198577230
2014-01-31,9201349835
2014-02-03,8925013595
2014-02-04,9190259417
2014-02-05,9174547992
2014-02-06,9226303275
2014-02-07,9264195535
2014-02-10,9384341726
2014-02-11,9422233986
2014-02-12,9445339023
2014-02-13,9422233986
2014-02-14,9486003888
2014-02-18,9524820349
2014-02-19,9540531774
2014-02-20,9498018507
2014-02-21,9508184723
2014-02-24,9498018507
2014-02-25,9782672559
2014-02-26,9711509046
