,CMS
2009-04-24,2630930000
2009-04-27,2667250000
2009-04-28,2694490000
2009-04-29,2737620000
2009-04-30,2728540000
2009-05-01,2724000000
2009-05-04,2769400000
2009-05-05,2769400000
2009-05-06,2735350000
2009-05-07,2694490000
2009-05-08,2703570000
2009-05-11,2708110000
2009-05-12,2721730000
2009-05-13,2649090000
2009-05-14,2621850000
2009-05-15,2551480000
2009-05-18,2542400000
2009-05-19,2585530000
2009-05-20,2535590000
2009-05-21,2494730000
2009-05-22,2497000000
2009-05-26,2567370000
2009-05-27,2492460000
2009-05-28,2526510000
2009-05-29,2574180000
2009-06-01,2694490000
2009-06-02,2689950000
2009-06-03,2655900000
2009-06-04,2662710000
2009-06-05,2674060000
2009-06-08,2658170000
2009-06-09,2626390000
2009-06-10,2658170000
2009-06-11,2735350000
2009-06-12,2792100000
2009-06-15,2748970000
2009-06-16,2717190000
2009-06-17,2737620000
2009-06-18,2773940000
2009-06-19,2735350000
2009-06-22,2717190000
2009-06-23,2667250000
2009-06-24,2689950000
2009-06-25,2737620000
2009-06-26,2719460000
2009-06-29,2769400000
2009-06-30,2755750000
2009-07-01,2815062500
2009-07-02,2753468750
2009-07-06,2764875000
2009-07-07,2710125000
2009-07-08,2687312500
2009-07-09,2694156250
2009-07-10,2707843750
2009-07-13,2764875000
2009-07-14,2771718750
2009-07-15,2828750000
2009-07-16,2812781250
2009-07-17,2803656250
2009-07-20,2774000000
2009-07-21,2835593750
2009-07-22,2812781250
2009-07-23,2894906250
2009-07-24,2935968750
2009-07-27,2915437500
2009-07-28,2881218750
2009-07-29,2885781250
2009-07-30,2972468750
2009-07-31,2951937500
2009-08-03,2929125000
2009-08-04,2947375000
2009-08-05,2956500000
2009-08-06,2910875000
2009-08-07,2945093750
2009-08-10,2949656250
2009-08-11,2961062500
2009-08-12,2981593750
2009-08-13,3018093750
2009-08-14,3013531250
2009-08-17,2995281250
2009-08-18,2977031250
2009-08-19,3015812500
2009-08-20,3047750000
2009-08-21,3095656250
2009-08-24,3097937500
2009-08-25,3086531250
2009-08-26,3084250000
2009-08-27,3102500000
2009-08-28,3111625000
2009-08-31,3059156250
2009-09-01,3013531250
2009-09-02,2970187500
2009-09-03,2956500000
2009-09-04,2963343750
2009-09-08,2999843750
2009-09-09,2951937500
2009-09-10,2972468750
2009-09-11,2963343750
2009-09-14,3015812500
2009-09-15,2977031250
2009-09-16,3002125000
2009-09-17,3027218750
2009-09-18,3063718750
2009-09-21,3066000000
2009-09-22,3052312500
2009-09-23,3052312500
2009-09-24,3045468750
2009-09-25,3045468750
2009-09-28,3081968750
2009-09-29,3081968750
2009-09-30,3052520000
2009-10-01,3009238000
2009-10-02,3009238000
2009-10-05,3029740000
2009-10-06,3041130000
2009-10-07,3029740000
2009-10-08,3018350000
2009-10-09,3068466000
2009-10-12,3095802000
2009-10-13,3104914000
2009-10-14,3134528000
2009-10-15,3132250000
2009-10-16,3132250000
2009-10-19,3161864000
2009-10-20,3170976000
2009-10-21,3161864000
2009-10-22,3145918000
2009-10-23,3095802000
2009-10-26,3082134000
2009-10-27,3079856000
2009-10-28,3052520000
2009-10-29,3129972000
2009-10-30,3029740000
2009-11-02,2972790000
2009-11-03,2991014000
2009-11-04,3000126000
2009-11-05,3059354000
2009-11-06,3082134000
2009-11-09,3155030000
2009-11-10,3209702000
2009-11-11,3241594000
2009-11-12,3214258000
2009-11-13,3273486000
2009-11-16,3316768000
2009-11-17,3350938000
2009-11-18,3284876000
2009-11-19,3182366000
2009-11-20,3200590000
2009-11-23,3209702000
2009-11-24,3200590000
2009-11-25,3273486000
2009-11-27,3221092000
2009-11-30,3243872000
2009-12-01,3312212000
2009-12-02,3387386000
2009-12-03,3371440000
2009-12-04,3385108000
2009-12-07,3444336000
2009-12-08,3430668000
2009-12-09,3432946000
2009-12-10,3446614000
2009-12-11,3521788000
2009-12-14,3553680000
2009-12-15,3521788000
2009-12-16,3485340000
2009-12-17,3501286000
2009-12-18,3569626000
2009-12-21,3585572000
2009-12-22,3560514000
2009-12-23,3574182000
2009-12-24,3619742000
2009-12-28,3631132000
2009-12-29,3631132000
2009-12-30,3653912000
2009-12-31,3597567571
2010-01-04,3627432436
2010-01-05,3615945950
2010-01-06,3604459463
2010-01-07,3558513517
2010-01-08,3572297301
2010-01-11,3618243247
2010-01-12,3597567571
2010-01-13,3625135139
2010-01-14,3629729734
2010-01-15,3604459463
2010-01-19,3652702707
2010-01-20,3643513517
2010-01-21,3570000004
2010-01-22,3496486490
2010-01-25,3533243247
2010-01-26,3570000004
2010-01-27,3535540544
2010-01-28,3514864869
2010-01-29,3485000004
2010-02-01,3503378382
2010-02-02,3563108112
2010-02-03,3528648652
2010-02-04,3420675679
2010-02-05,3402297301
2010-02-08,3351756760
2010-02-09,3365540544
2010-02-10,3347162166
2010-02-11,3420675679
2010-02-12,3406891895
2010-02-16,3473513517
2010-02-17,3475810814
2010-02-18,3489594598
2010-02-19,3579189193
2010-02-22,3558513517
2010-02-23,3519459463
2010-02-24,3537837842
2010-02-25,3512567571
2010-02-26,3507972977
2010-03-01,3533243247
2010-03-02,3590675679
2010-03-03,3563108112
2010-03-04,3560810815
2010-03-05,3604459463
2010-03-08,3588378382
2010-03-09,3620540544
2010-03-10,3613648652
2010-03-11,3622837842
2010-03-12,3609054058
2010-03-15,3595270274
2010-03-16,3615945950
2010-03-17,3618243247
2010-03-18,3636621625
2010-03-19,3634324328
2010-03-22,3599864869
2010-03-23,3604459463
2010-03-24,3572297301
2010-03-25,3544729733
2010-03-26,3567702706
2010-03-29,3572297301
2010-03-30,3567702706
2010-03-31,3527972000
2010-04-01,3564484000
2010-04-05,3614688000
2010-04-06,3646636000
2010-04-07,3637508000
2010-04-08,3600996000
2010-04-09,3628380000
2010-04-12,3662610000
2010-04-13,3630662000
2010-04-14,3632944000
2010-04-15,3616970000
2010-04-16,3587304000
2010-04-19,3598714000
2010-04-20,3605560000
2010-04-21,3598714000
2010-04-22,3605560000
2010-04-23,3737916000
2010-04-26,3776710000
2010-04-27,3680866000
2010-04-28,3731070000
2010-04-29,3721941999
2010-04-30,3710532000
2010-05-03,3767582000
2010-05-04,3676302000
2010-05-05,3580458000
2010-05-06,3484614000
2010-05-07,3438974000
2010-05-10,3537100000
2010-05-11,3527972000
2010-05-12,3594150000
2010-05-13,3578176000
2010-05-14,3550792000
2010-05-17,3557638000
2010-05-18,3525690000
2010-05-19,3491460000
2010-05-20,3363668000
2010-05-21,3372796000
2010-05-24,3334002000
2010-05-25,3281516000
2010-05-26,3311182000
2010-05-27,3356822000
2010-05-28,3349976000
2010-06-01,3267824000
2010-06-02,3334002000
2010-06-03,3368232000
2010-06-04,3254132000
2010-06-07,3265542000
2010-06-08,3290644000
2010-06-09,3297490000
2010-06-10,3377360000
2010-06-11,3402462000
2010-06-14,3411590000
2010-06-15,3489178000
2010-06-16,3511998000
2010-06-17,3548510000
2010-06-18,3546228000
2010-06-21,3527972000
2010-06-22,3452666000
2010-06-23,3397898000
2010-06-24,3441256000
2010-06-25,3464076000
2010-06-28,3484614000
2010-06-29,3407026000
2010-06-30,3354850000
2010-07-01,3361720000
2010-07-02,3361720000
2010-07-06,3405230000
2010-07-07,3489960000
2010-07-08,3535760000
2010-07-09,3588430000
2010-07-12,3609040000
2010-07-13,3627360000
2010-07-14,3620490000
2010-07-15,3664000000
2010-07-16,3576980000
2010-07-19,3629650000
2010-07-20,3657130000
2010-07-21,3593010000
2010-07-22,3645680000
2010-07-23,3677739999
2010-07-26,3728120000
2010-07-27,3794530000
2010-07-28,3734989999
2010-07-29,3700640000
2010-07-30,3645680000
2010-08-02,3716670000
2010-08-03,3702930000
2010-08-04,3677739999
2010-08-05,3707510000
2010-08-06,3867810000
2010-08-09,3906739999
2010-08-10,3929640000
2010-08-11,3883840000
2010-08-12,3931930000
2010-08-13,3975440000
2010-08-16,3984599999
2010-08-17,3970860000
2010-08-18,3925060000
2010-08-19,3902160000
2010-08-20,3902160000
2010-08-23,3968569999
2010-08-24,4007500000
2010-08-25,4007500000
2010-08-26,4000629999
2010-08-27,4067040000
2010-08-30,3991470000
2010-08-31,4007500000
2010-09-01,4085360000
2010-09-02,4076200000
2010-09-03,4073910000
2010-09-07,4060170000
2010-09-08,4012080000
2010-09-09,4041849999
2010-09-10,4053300000
2010-09-13,4092230000
2010-09-14,4101390000
2010-09-15,4115129999
2010-09-16,4092230000
2010-09-17,4060170000
2010-09-20,4133450000
2010-09-21,4076200000
2010-09-22,4124290000
2010-09-23,4055590000
2010-09-24,4135739999
2010-09-27,4124290000
2010-09-28,4126580000
2010-09-29,4156349999
2010-09-30,4339216000
2010-10-01,4387376000
2010-10-04,4399416000
2010-10-05,4466840000
2010-10-06,4478880000
2010-10-07,4498144000
2010-10-08,4536672000
2010-10-11,4555936000
2010-10-12,4534264000
2010-10-13,4462024000
2010-10-14,4515000000
2010-10-15,4529448000
2010-10-18,4515000000
2010-10-19,4490920000
2010-10-20,4495736000
2010-10-21,4466840000
2010-10-22,4500552000
2010-10-25,4507776000
2010-10-26,4413864000
2010-10-27,4406640000
2010-10-28,4457208000
2010-10-29,4425904000
2010-11-01,4389784000
2010-11-02,4483696000
2010-11-03,4397008000
2010-11-04,4486104000
2010-11-05,4425904000
2010-11-08,4394600000
2010-11-09,4358480000
2010-11-10,4319952000
2010-11-11,4322360000
2010-11-12,4295872000
2010-11-15,4329584000
2010-11-16,4266975999
2010-11-17,4286240000
2010-11-18,4322360000
2010-11-19,4293463999
2010-11-22,4339216000
2010-11-23,4303096000
2010-11-24,4334400000
2010-11-26,4305504000
2010-11-29,4312728000
2010-11-30,4327176000
2010-12-01,4384968000
2010-12-02,4442760000
2010-12-03,4483696000
2010-12-06,4486104000
2010-12-07,4433128000
2010-12-08,4459616000
2010-12-09,4490920000
2010-12-10,4517408000
2010-12-13,4548712000
2010-12-14,4558344000
2010-12-15,4534264000
2010-12-16,4577608000
2010-12-17,4596872000
2010-12-20,4608912000
2010-12-21,4611320000
2010-12-22,4608912000
2010-12-23,4613728000
2010-12-27,4560752000
2010-12-28,4517408000
2010-12-29,4519816000
2010-12-30,4517408000
2010-12-31,4650000000
2011-01-03,4690000000
2011-01-04,4700000000
2011-01-05,4687500000
2011-01-06,4677500000
2011-01-07,4727500000
2011-01-10,4685000000
2011-01-11,4685000000
2011-01-12,4715000000
2011-01-13,4735000000
2011-01-14,4750000000
2011-01-18,4785000000
2011-01-19,4750000000
2011-01-20,4780000000
2011-01-21,4782500000
2011-01-24,4845000000
2011-01-25,4885000000
2011-01-26,4880000000
2011-01-27,4907500000
2011-01-28,4835000000
2011-01-31,4875000000
2011-02-01,4927500000
2011-02-02,4905000000
2011-02-03,4852500000
2011-02-04,4837500000
2011-02-07,4872500000
2011-02-08,4825000000
2011-02-09,4772500000
2011-02-10,4820000000
2011-02-11,4817500000
2011-02-14,4832500000
2011-02-15,4865000000
2011-02-16,4897500000
2011-02-17,4882500000
2011-02-18,4905000000
2011-02-22,4845000000
2011-02-23,4837500000
2011-02-24,4765000000
2011-02-25,4782500000
2011-02-28,4815000000
2011-03-01,4780000000
2011-03-02,4800000000
2011-03-03,4852500000
2011-03-04,4792500000
2011-03-07,4790000000
2011-03-08,4900000000
2011-03-09,4927500000
2011-03-10,4812500000
2011-03-11,4807500000
2011-03-14,4782500000
2011-03-15,4720000000
2011-03-16,4650000000
2011-03-17,4680000000
2011-03-18,4727500000
2011-03-21,4815000000
2011-03-22,4812500000
2011-03-23,4800000000
2011-03-24,4775000000
2011-03-25,4782500000
2011-03-28,4827500000
2011-03-29,4862500000
2011-03-30,4945000000
2011-03-31,4915892000
2011-04-01,4930910000
2011-04-04,4915892000
2011-04-05,4860826000
2011-04-06,4913389000
2011-04-07,4900874000
2011-04-08,4820778000
2011-04-11,4730670000
2011-04-12,4738179000
2011-04-13,4745688000
2011-04-14,4765712000
2011-04-15,4825784000
2011-04-18,4730670000
2011-04-19,4765712000
2011-04-20,4853317000
2011-04-21,4863329000
2011-04-25,4835796000
2011-04-26,4740682000
2011-04-27,4770718000
2011-04-28,4840802000
2011-04-29,4955940000
2011-05-02,4973461000
2011-05-03,4990982000
2011-05-04,4980970000
2011-05-05,4963449000
2011-05-06,5043545000
2011-05-09,5021018000
2011-05-10,5103617000
2011-05-11,5051054000
2011-05-12,5083593000
2011-05-13,5058563000
2011-05-16,5036036000
2011-05-17,5026024000
2011-05-18,5046048000
2011-05-19,5086096000
2011-05-20,5076084000
2011-05-23,4990982000
2011-05-24,4948431000
2011-05-25,4963449000
2011-05-26,4945928000
2011-05-27,4930910000
2011-05-31,4990982000
2011-06-01,4915892000
2011-06-02,4955940000
2011-06-03,4940922000
2011-06-06,4898371000
2011-06-07,4875844000
2011-06-08,4900874000
2011-06-09,4883353000
2011-06-10,4870838000
2011-06-13,4843305000
2011-06-14,4898371000
2011-06-15,4873341000
2011-06-16,4863329000
2011-06-17,4925904000
2011-06-20,4915892000
2011-06-21,4940922000
2011-06-22,4898371000
2011-06-23,4843305000
2011-06-24,4880850000
2011-06-27,4898371000
2011-06-28,4935916000
2011-06-29,4938419000
2011-06-30,4948097000
2011-07-01,5053643000
2011-07-05,5008409000
2011-07-06,5036052000
2011-07-07,5041078000
2011-07-08,5041078000
2011-07-11,4965688000
2011-07-12,4965688000
2011-07-13,4975740000
2011-07-14,4958149000
2011-07-15,4950610000
2011-07-18,4885272000
2011-07-19,4935532000
2011-07-20,4975740000
2011-07-21,5031026000
2011-07-22,5008409000
2011-07-25,5038565000
2011-07-26,5003383000
2011-07-27,4927993000
2011-07-28,4885272000
2011-07-29,4809882000
2011-08-01,4890298000
2011-08-02,4757109000
2011-08-03,4701823000
2011-08-04,4518374000
2011-08-05,4591251000
2011-08-08,4312308000
2011-08-09,4525913000
2011-08-10,4458062000
2011-08-11,4644024000
2011-08-12,4583712000
2011-08-15,4749570000
2011-08-16,4744544000
2011-08-17,4782239000
2011-08-18,4774700000
2011-08-19,4744544000
2011-08-22,4684232000
2011-08-23,4819934000
2011-08-24,4907889000
2011-08-25,4814908000
2011-08-26,4832499000
2011-08-29,4933019000
2011-08-30,4895324000
2011-08-31,4950610000
2011-09-01,4897837000
2011-09-02,4850090000
2011-09-06,4784752000
2011-09-07,4837525000
2011-09-08,4852603000
2011-09-09,4726953000
2011-09-12,4789778000
2011-09-13,4872707000
2011-09-14,4943071000
2011-09-15,5061182000
2011-09-16,5103903000
2011-09-19,5091338000
2011-09-20,5144111000
2011-09-21,5041078000
2011-09-22,4900350000
2011-09-23,4940558000
2011-09-26,4958149000
2011-09-27,5028513000
2011-09-28,4925480000
2011-09-29,4973227000
2011-09-30,4981143000
2011-10-03,4827606000
2011-10-04,4857810000
2011-10-05,4905633000
2011-10-06,4968558000
2011-10-07,4988694000
2011-10-10,5091891000
2011-10-11,5026449000
2011-10-12,5046585000
2011-10-13,5054136000
2011-10-14,5154816000
2011-10-17,5127129000
2011-10-18,5159850000
2011-10-19,5157333000
2011-10-20,5215224000
2011-10-21,5278149000
2011-10-24,5303319000
2011-10-25,5220258000
2011-10-26,5247945000
2011-10-27,5381346000
2011-10-28,5313387000
2011-10-31,5240394000
2011-11-01,5101959000
2011-11-02,5124612000
2011-11-03,5210190000
2011-11-04,5182503000
2011-11-07,5220258000
2011-11-08,5288217000
2011-11-09,5154816000
2011-11-10,5225292000
2011-11-11,5338557000
2011-11-14,5235360000
2011-11-15,5263047000
2011-11-16,5172435000
2011-11-17,5169918000
2011-11-18,5255496000
2011-11-21,5139714000
2011-11-22,5039034000
2011-11-23,4940871000
2011-11-25,4961007000
2011-11-28,5039034000
2011-11-29,5134680000
2011-11-30,5265564000
2011-12-01,5315904000
2011-12-02,5232843000
2011-12-05,5235360000
2011-12-06,5252979000
2011-12-07,5260530000
2011-12-08,5167401000
2011-12-09,5222775000
2011-12-12,5187537000
2011-12-13,5212707000
2011-12-14,5164884000
2011-12-15,5240394000
2011-12-16,5252979000
2011-12-19,5222775000
2011-12-20,5373795000
2011-12-21,5474475000
2011-12-22,5469441000
2011-12-23,5542434000
2011-12-27,5592774000
2011-12-28,5577672000
2011-12-29,5625495000
2011-12-30,5557536000
2012-01-03,5577192000
2012-01-04,5533740000
2012-01-05,5579748000
2012-01-06,5528628000
2012-01-09,5554188000
2012-01-10,5559300000
2012-01-11,5533740000
2012-01-12,5549076000
2012-01-13,5600196000
2012-01-17,5559300000
2012-01-18,5564412000
2012-01-19,5482620000
2012-01-20,5490288000
2012-01-23,5546520000
2012-01-24,5523516000
2012-01-25,5666652000
2012-01-26,5702436000
2012-01-27,5646204000
2012-01-30,5569524000
2012-01-31,5579748000
2012-02-01,5630868000
2012-02-02,5633424000
2012-02-03,5630868000
2012-02-06,5572080000
2012-02-07,5600196000
2012-02-08,5561856000
2012-02-09,5559300000
2012-02-10,5528628000
2012-02-13,5508180000
2012-02-14,5523516000
2012-02-15,5510736000
2012-02-16,5538852000
2012-02-17,5505624000
2012-02-21,5508180000
2012-02-22,5500512000
2012-02-23,5487732000
2012-02-24,5541408000
2012-02-27,5526072000
2012-02-28,5482620000
2012-02-29,5472396000
2012-03-01,5451948000
2012-03-02,5472396000
2012-03-05,5510736000
2012-03-06,5472396000
2012-03-07,5515848000
2012-03-08,5543964000
2012-03-09,5595084000
2012-03-12,5661540000
2012-03-13,5658984000
2012-03-14,5579748000
2012-03-15,5584860000
2012-03-16,5533740000
2012-03-19,5526072000
2012-03-20,5569524000
2012-03-21,5574636000
2012-03-22,5577192000
2012-03-23,5600196000
2012-03-26,5630868000
2012-03-27,5618088000
2012-03-28,5584860000
2012-03-29,5600196000
2012-03-30,5623200000
2012-04-02,5824760000
2012-04-03,5845656000
2012-04-04,5801252000
2012-04-05,5782968000
2012-04-09,5772520000
2012-04-10,5647144000
2012-04-11,5621024000
2012-04-12,5623636000
2012-04-13,5626248000
2012-04-16,5717668000
2012-04-17,5741176000
2012-04-18,5762072000
2012-04-19,5756848000
2012-04-20,5824760000
2012-04-23,5775132000
2012-04-24,5809088000
2012-04-25,5829984000
2012-04-26,5926628000
2012-04-27,5963196000
2012-04-30,6004988000
2012-05-01,6070288000
2012-05-02,5905732000
2012-05-03,5900508000
2012-05-04,5869164000
2012-05-07,5861328000
2012-05-08,5908344000
2012-05-09,5869164000
2012-05-10,5981480000
2012-05-11,5965808000
2012-05-14,5944912000
2012-05-15,5879612000
2012-05-16,5950136000
2012-05-17,5929240000
2012-05-18,5924016000
2012-05-21,5960584000
2012-05-22,6020660000
2012-05-23,5978868000
2012-05-24,6025884000
2012-05-25,6038944000
2012-05-29,6080736000
2012-05-30,5999764000
2012-05-31,6085960000
2012-06-01,6025884000
2012-06-04,6033720000
2012-06-05,6075512000
2012-06-06,6080736000
2012-06-07,6104244000
2012-06-08,6153872000
2012-06-11,6132976000
2012-06-12,6117304000
2012-06-13,6132976000
2012-06-14,6179992000
2012-06-15,6200888000
2012-06-18,6234844000
2012-06-19,6203500000
2012-06-20,6138200000
2012-06-21,6078124000
2012-06-22,6070288000
2012-06-25,6038944000
2012-06-26,6049392000
2012-06-27,6096408000
2012-06-28,6093796000
2012-06-29,6138200000
2012-07-02,6201811000
2012-07-03,6214956000
2012-07-05,6207069000
2012-07-06,6225472000
2012-07-09,6207069000
2012-07-10,6230730000
2012-07-11,6233359000
2012-07-12,6259649000
2012-07-13,6393728000
2012-07-16,6383212000
2012-07-17,6420018000
2012-07-18,6443679000
2012-07-19,6422647000
2012-07-20,6451566000
2012-07-23,6412131000
2012-07-24,6341148000
2012-07-25,6320116000
2012-07-26,6448937000
2012-07-27,6519920000
2012-07-30,6522549000
2012-07-31,6483114000
2012-08-01,6354293000
2012-08-02,6291197000
2012-08-03,6359551000
2012-08-06,6354293000
2012-08-07,6278052000
2012-08-08,6280681000
2012-08-09,6235988000
2012-08-10,6280681000
2012-08-13,6246504000
2012-08-14,6235988000
2012-08-15,6178150000
2012-08-16,6159747000
2012-08-17,6146602000
2012-08-20,6154489000
2012-08-21,6078248000
2012-08-22,6054587000
2012-08-23,5967830000
2012-08-24,6009894000
2012-08-27,6025668000
2012-08-28,6038813000
2012-08-29,6059845000
2012-08-30,6030926000
2012-08-31,6065103000
2012-09-04,6112425000
2012-09-05,6086135000
2012-09-06,6151860000
2012-09-07,6136086000
2012-09-10,6146602000
2012-09-11,6120312000
2012-09-12,6101909000
2012-09-13,6172892000
2012-09-14,6096651000
2012-09-17,6030926000
2012-09-18,6070361000
2012-09-19,6059845000
2012-09-20,6051958000
2012-09-21,6083506000
2012-09-24,6159747000
2012-09-25,6141344000
2012-09-26,6199182000
2012-09-27,6146602000
2012-09-28,6191295000
2012-10-01,6159747000
2012-10-02,6196553000
2012-10-03,6214956000
2012-10-04,6270165000
2012-10-05,6262278000
2012-10-08,6264907000
2012-10-09,6272794000
2012-10-10,6238617000
2012-10-11,6275423000
2012-10-12,6222843000
2012-10-15,6259649000
2012-10-16,6267536000
2012-10-17,6354293000
2012-10-18,6393728000
2012-10-19,6388470000
2012-10-22,6362180000
2012-10-23,6301713000
2012-10-24,6278052000
2012-10-25,6364809000
2012-10-26,6367438000
2012-10-31,6393728000
2012-11-01,6362180000
2012-11-02,6304342000
2012-11-05,6201811000
2012-11-06,6217585000
2012-11-07,6086135000
2012-11-08,6067732000
2012-11-09,6046700000
2012-11-12,5991491000
2012-11-13,6041442000
2012-11-14,6023039000
2012-11-15,5991491000
2012-11-16,6104538000
2012-11-19,6115054000
2012-11-20,6175521000
2012-11-21,6180779000
2012-11-23,6183408000
2012-11-26,6264907000
2012-11-27,6296455000
2012-11-28,6330632000
2012-11-29,6370067000
2012-11-30,6422647000
2012-12-03,6388470000
2012-12-04,6409502000
2012-12-05,6475227000
2012-12-06,6491001000
2012-12-07,6485743000
2012-12-10,6493630000
2012-12-11,6462082000
2012-12-12,6430534000
2012-12-13,6420018000
2012-12-14,6317487000
2012-12-17,6448937000
2012-12-18,6462082000
2012-12-19,6456824000
2012-12-20,6472598000
2012-12-21,6451566000
2012-12-24,6443679000
2012-12-26,6404244000
2012-12-27,6372696000
2012-12-28,6322745000
2012-12-31,6426568000
2013-01-02,6539916000
2013-01-03,6558368000
2013-01-04,6616360000
2013-01-07,6537280000
2013-01-08,6526736000
2013-01-09,6539916000
2013-01-10,6576820000
2013-01-11,6561004000
2013-01-14,6568912000
2013-01-15,6574184000
2013-01-16,6529372000
2013-01-17,6566276000
2013-01-18,6613724000
2013-01-22,6692804000
2013-01-23,6637448000
2013-01-24,6663808000
2013-01-25,6650628000
2013-01-28,6658536000
2013-01-29,6734980000
2013-01-30,6763976000
2013-01-31,6774520000
2013-02-01,6808788000
2013-02-04,6790336000
2013-02-05,6819332000
2013-02-06,6766612000
2013-02-07,6761340000
2013-02-08,6763976000
2013-02-11,6766612000
2013-02-12,6811424000
2013-02-13,6816696000
2013-02-14,6787700000
2013-02-15,6792972000
2013-02-19,6877324000
2013-02-20,6866780000
2013-02-21,6885232000
2013-02-22,6959040000
2013-02-25,6887868000
2013-02-26,6901048000
2013-02-27,6953768000
2013-02-28,7014396000
2013-03-01,6972220000
2013-03-04,7085568000
2013-03-05,7117200000
2013-03-06,7088204000
2013-03-07,7077660000
2013-03-08,7138288000
2013-03-11,7164648000
2013-03-12,7109292000
2013-03-13,7146196000
2013-03-14,7209460000
2013-03-15,7233184000
2013-03-18,7169920000
2013-03-19,7140924000
2013-03-20,7188372000
2013-03-21,7151468000
2013-03-22,7204188000
2013-03-25,7172556000
2013-03-26,7209460000
2013-03-27,7235820000
2013-03-28,7364984000
2013-04-01,7353100000
2013-04-02,7366325000
2013-04-03,7350455000
2013-04-04,7443030000
2013-04-05,7461545000
2013-04-08,7514445000
2013-04-09,7472125000
2013-04-10,7530315000
2013-04-11,7525025000
2013-04-12,7599085000
2013-04-15,7482705000
2013-04-16,7588505000
2013-04-17,7546185000
2013-04-18,7580570000
2013-04-19,7694305000
2013-04-22,7686370000
2013-04-23,7670500000
2013-04-24,7718110000
2013-04-25,7733980000
2013-04-26,7784235000
2013-04-29,7868875000
2013-04-30,7919130000
2013-05-01,7789525000
2013-05-02,7757785000
2013-05-03,7773655000
2013-05-06,7662565000
2013-05-07,7744560000
2013-05-08,7665210000
2013-05-09,7503865000
2013-05-10,7517090000
2013-05-13,7501220000
2013-05-14,7567345000
2013-05-15,7657275000
2013-05-16,7580570000
2013-05-17,7696950000
2013-05-20,7659920000
2013-05-21,7620245000
2013-05-22,7493285000
2013-05-23,7392775000
2013-05-24,7281685000
2013-05-28,7279040000
2013-05-29,7165305000
2013-05-30,7191755000
2013-05-31,7128275000
2013-06-03,7136210000
2013-06-04,7043635000
2013-06-05,6966930000
2013-06-06,7122985000
2013-06-07,7152080000
2013-06-10,7181175000
2013-06-11,7130920000
2013-06-12,7014540000
2013-06-13,7194400000
2013-06-14,7247300000
2013-06-17,7247300000
2013-06-18,7292265000
2013-06-19,7101825000
2013-06-20,6863775000
2013-06-21,6982800000
2013-06-24,7035700000
2013-06-25,7141500000
2013-06-26,7255235000
2013-06-27,7279040000
2013-06-28,7186465000
2013-07-01,7056950000
2013-07-02,7072850000
2013-07-03,7051650000
2013-07-05,7075500000
2013-07-08,7197400000
2013-07-09,7274250000
2013-07-10,7298100000
2013-07-11,7361700000
2013-07-12,7398800000
2013-07-15,7480950000
2013-07-16,7451800000
2013-07-17,7449150000
2013-07-18,7541900000
2013-07-19,7547200000
2013-07-22,7515400000
2013-07-23,7523350000
2013-07-24,7414700000
2013-07-25,7475650000
2013-07-26,7473000000
2013-07-29,7494200000
2013-07-30,7544550000
2013-07-31,7417350000
2013-08-01,7541900000
2013-08-02,7557800000
2013-08-05,7457100000
2013-08-06,7390850000
2013-08-07,7425300000
2013-08-08,7478300000
2013-08-09,7409400000
2013-08-12,7393500000
2013-08-13,7314000000
2013-08-14,7250400000
2013-08-15,7133800000
2013-08-16,7120550000
2013-08-19,7088750000
2013-08-20,7155000000
2013-08-21,7059600000
2013-08-22,7088750000
2013-08-23,7139100000
2013-08-26,7067550000
2013-08-27,7049000000
2013-08-28,7070200000
2013-08-29,7033100000
2013-08-30,7030450000
2013-09-03,6932400000
2013-09-04,6890000000
2013-09-05,6852900000
2013-09-06,6884700000
2013-09-09,6874100000
2013-09-10,6919150000
2013-09-11,6887350000
2013-09-12,6866150000
2013-09-13,6940350000
2013-09-16,6921800000
2013-09-17,6919150000
2013-09-18,7133800000
2013-09-19,7107300000
2013-09-20,7046350000
2013-09-23,7141750000
2013-09-24,7102000000
2013-09-25,6988050000
2013-09-26,6982750000
2013-09-27,6945650000
2013-09-30,6974800000
2013-10-01,6990700000
2013-10-02,7009250000
2013-10-03,6887350000
2013-10-04,6897950000
2013-10-07,6863500000
2013-10-08,6879400000
2013-10-09,6921800000
2013-10-10,7030450000
2013-10-11,7170900000
2013-10-14,7139100000
2013-10-15,7091400000
2013-10-16,7123200000
2013-10-17,7226550000
2013-10-18,7239800000
2013-10-21,7261000000
2013-10-22,7319300000
2013-10-23,7343150000
2013-10-24,7377600000
2013-10-25,7427950000
2013-10-28,7433250000
2013-10-29,7409400000
2013-10-30,7271600000
2013-10-31,7276900000
2013-11-01,7319300000
2013-11-04,7321950000
2013-11-05,7274250000
2013-11-06,7303400000
2013-11-07,7253050000
2013-11-08,7229200000
2013-11-11,7250400000
2013-11-12,7131150000
2013-11-13,7139100000
2013-11-14,7234500000
2013-11-15,7316650000
2013-11-18,7329900000
2013-11-19,7306050000
2013-11-20,7226550000
2013-11-21,7237150000
2013-11-22,7237150000
2013-11-25,7155000000
2013-11-26,7051650000
2013-11-27,7038400000
2013-11-29,7033100000
2013-12-02,7011900000
2013-12-03,7025150000
2013-12-04,7041050000
2013-12-05,6961550000
2013-12-06,7019850000
2013-12-09,7019850000
