,CMS
2004-09-07,1531200000
2004-09-08,1520000000
2004-09-09,1531200000
2004-09-10,1544000000
2004-09-13,1524800000
2004-09-14,1504000000
2004-09-15,1510400000
2004-09-16,1524800000
2004-09-17,1529600000
2004-09-20,1513600000
2004-09-21,1521600000
2004-09-22,1502400000
2004-09-23,1504000000
2004-09-24,1518400000
2004-09-27,1507200000
2004-09-28,1518400000
2004-09-29,1507200000
2004-09-30,1830769227
2004-10-01,1798076920
2004-10-04,1769230766
2004-10-05,1796153843
2004-10-06,1796153843
2004-10-07,1809615381
2004-10-08,1799999997
2004-10-11,1796153843
2004-10-12,1784615381
2004-10-13,1751923074
2004-10-14,1755769227
2004-10-15,1759615381
2004-10-18,1751923074
2004-10-19,1717307689
2004-10-20,1738461535
2004-10-21,1734615381
2004-10-22,1744230766
2004-10-25,1765384612
2004-10-26,1821153843
2004-10-27,1796153843
2004-10-28,1788461535
2004-10-29,1799999997
2004-11-01,1809615381
2004-11-02,1784615381
2004-11-03,1846153843
2004-11-04,1919230766
2004-11-05,1921153843
2004-11-08,1957692304
2004-11-09,1951923073
2004-11-10,1928846150
2004-11-11,1955769227
2004-11-12,1974999996
2004-11-15,1965384612
2004-11-16,1932692304
2004-11-17,1919230766
2004-11-18,1944230766
2004-11-19,1926923073
2004-11-22,1938461535
2004-11-23,1932692304
2004-11-24,1961538458
2004-11-26,1984615381
2004-11-29,1959615381
2004-11-30,1961538458
2004-12-01,2024999996
2004-12-02,2005769227
2004-12-03,1969230766
2004-12-06,1990384612
2004-12-07,1955769227
2004-12-08,1959615381
2004-12-09,1948076919
2004-12-10,1940384612
2004-12-13,1967307689
2004-12-14,1961538458
2004-12-15,1980769227
2004-12-16,1957692304
2004-12-17,1961538458
2004-12-20,1973076919
2004-12-21,1994230766
2004-12-22,1982692304
2004-12-23,1986538458
2004-12-27,1973076919
2004-12-28,1994230766
2004-12-29,1990384612
2004-12-30,1990384612
2004-12-31,2035714287
2005-01-03,2024025976
2005-01-04,1996753248
2005-01-05,1969480521
2005-01-06,1967532469
2005-01-07,1951948053
2005-01-10,1971428573
2005-01-11,1948051950
2005-01-12,1934415586
2005-01-13,1911038962
2005-01-14,1920779222
2005-01-18,1928571430
2005-01-19,1918831170
2005-01-20,1940259742
2005-01-21,1942207794
2005-01-24,1918831170
2005-01-25,1934415586
2005-01-26,2004545456
2005-01-27,2029870131
2005-01-28,2016233768
2005-01-31,2051298703
2005-02-01,2121428573
2005-02-02,2174025976
2005-02-03,2170129872
2005-02-04,2212987015
2005-02-07,2168181820
2005-02-08,2162337664
2005-02-09,2191558443
2005-02-10,2201298703
2005-02-11,2300649352
2005-02-14,2396103898
2005-02-15,2477922080
2005-02-16,2489610392
2005-02-17,2446753249
2005-02-18,2396103898
2005-02-22,2310389612
2005-02-23,2337662340
2005-02-24,2368831171
2005-02-25,2411688314
2005-02-28,2364935067
2005-03-01,2370779223
2005-03-02,2384415586
2005-03-03,2474025976
2005-03-04,2542207794
2005-03-07,2534415586
2005-03-08,2501298703
2005-03-09,2530519483
2005-03-10,2553896106
2005-03-11,2536363638
2005-03-14,2581168833
2005-03-15,2596753249
2005-03-16,2557792210
2005-03-17,2606493509
2005-03-18,2571428574
2005-03-21,2569480522
2005-03-22,2514935067
2005-03-23,2522727275
2005-03-24,2532467535
2005-03-28,2472077924
2005-03-29,2442857145
2005-03-30,2435064937
2005-03-31,2934000000
2005-04-01,2922750000
2005-04-04,2967750000
2005-04-05,2992500000
2005-04-06,2954250000
2005-04-07,2985750000
2005-04-08,2954250000
2005-04-11,2958750000
2005-04-12,2988000000
2005-04-13,2925000000
2005-04-14,2902500000
2005-04-15,2837250000
2005-04-18,2868750000
2005-04-19,2889000000
2005-04-20,2826000000
2005-04-21,2862000000
2005-04-22,2893500000
2005-04-25,2943000000
2005-04-26,2895750000
2005-04-27,2922750000
2005-04-28,2889000000
2005-04-29,2907000000
2005-05-02,2925000000
2005-05-03,2954250000
2005-05-04,2967750000
2005-05-05,2918250000
2005-05-06,2925000000
2005-05-09,2997000000
2005-05-10,2985750000
2005-05-11,2976750000
2005-05-12,2913750000
2005-05-13,2873250000
2005-05-16,2893500000
2005-05-17,2945250000
2005-05-18,2909250000
2005-05-19,2956500000
2005-05-20,2945250000
2005-05-23,2931750000
2005-05-24,2974500000
2005-05-25,2972250000
2005-05-26,2981250000
2005-05-27,2976750000
2005-05-31,2976750000
2005-06-01,3071250000
2005-06-02,3055500000
2005-06-03,3091500000
2005-06-06,3222000000
2005-06-07,3172500000
2005-06-08,3192750000
2005-06-09,3222000000
2005-06-10,3226500000
2005-06-13,3217500000
2005-06-14,3217500000
2005-06-15,3235500000
2005-06-16,3253500000
2005-06-17,3278250000
2005-06-20,3273750000
2005-06-21,3330000000
2005-06-22,3354750000
2005-06-23,3370500000
2005-06-24,3384000000
2005-06-27,3411000000
2005-06-28,3406500000
2005-06-29,3408750000
2005-06-30,3298264455
2005-07-01,3307024786
2005-07-05,3320165282
2005-07-06,3339876026
2005-07-07,3348636356
2005-07-08,3388057844
2005-07-11,3423099166
2005-07-12,3416528918
2005-07-13,3436239662
2005-07-14,3427479331
2005-07-15,3394628092
2005-07-18,3366157017
2005-07-19,3363966935
2005-07-20,3339876026
2005-07-21,3280743794
2005-07-22,3359586769
2005-07-25,3388057844
2005-07-26,3434049579
2005-07-27,3453760323
2005-07-28,3455950405
2005-07-29,3469090901
2005-08-01,3434049579
2005-08-02,3499752058
2005-08-03,3526033050
2005-08-04,3523842967
2005-08-05,3444999992
2005-08-08,3335495860
2005-08-09,3399008257
2005-08-10,3473471067
2005-08-11,3453760323
2005-08-12,3431859496
2005-08-15,3409958670
2005-08-16,3377107430
2005-08-17,3379297513
2005-08-18,3414338835
2005-08-19,3515082637
2005-08-22,3504132224
2005-08-23,3486611562
2005-08-24,3460330571
2005-08-25,3499752058
2005-08-26,3506322306
2005-08-29,3504132224
2005-08-30,3488801645
2005-08-31,3526033050
2005-09-01,3545743794
2005-09-02,3521652885
2005-09-06,3545743794
2005-09-07,3596115694
2005-09-08,3561074372
2005-09-09,3659628091
2005-09-12,3631157017
2005-09-13,3598305777
2005-09-14,3615826438
2005-09-15,3639917347
2005-09-16,3631157017
2005-09-19,3534793380
2005-09-20,3526033050
2005-09-21,3510702471
2005-09-22,3460330571
2005-09-23,3458140488
2005-09-26,3469090901
2005-09-27,3506322306
2005-09-28,3534793380
2005-09-29,3591735529
2005-09-30,3701250000
2005-10-03,3708000000
2005-10-04,3667500000
2005-10-05,3591000000
2005-10-06,3496500000
2005-10-07,3507750000
2005-10-10,3431250000
2005-10-11,3440250000
2005-10-12,3363750000
2005-10-13,3307500000
2005-10-14,3375000000
2005-10-17,3415500000
2005-10-18,3343500000
2005-10-19,3341250000
2005-10-20,3240000000
2005-10-21,3260250000
2005-10-24,3334500000
2005-10-25,3330000000
2005-10-26,3278250000
2005-10-27,3217500000
2005-10-28,3300750000
2005-10-31,3354750000
2005-11-01,3127500000
2005-11-02,3114000000
2005-11-03,3141000000
2005-11-04,3114000000
2005-11-07,3105000000
2005-11-08,3055500000
2005-11-09,3125250000
2005-11-10,3111750000
2005-11-11,3078000000
2005-11-14,3026250000
2005-11-15,3012750000
2005-11-16,3075750000
2005-11-17,3134250000
2005-11-18,3107250000
2005-11-21,3102750000
2005-11-22,3096000000
2005-11-23,3134250000
2005-11-25,3141000000
2005-11-28,3093750000
2005-11-29,3075750000
2005-11-30,3145500000
2005-12-01,3170250000
2005-12-02,3159000000
2005-12-05,3181500000
2005-12-06,3147750000
2005-12-07,3154500000
2005-12-08,3174750000
2005-12-09,3204000000
2005-12-12,3206250000
2005-12-13,3228750000
2005-12-14,3224250000
2005-12-15,3237750000
2005-12-16,3336750000
2005-12-19,3276000000
2005-12-20,3287250000
2005-12-21,3273750000
2005-12-22,3321000000
2005-12-23,3318750000
2005-12-27,3305250000
2005-12-28,3249000000
2005-12-29,3231000000
2005-12-30,3264750000
2006-01-03,3273750000
2006-01-04,3258000000
2006-01-05,3242250000
2006-01-06,3289500000
2006-01-09,3269250000
2006-01-10,3273750000
2006-01-11,3264750000
2006-01-12,3318750000
2006-01-13,3330000000
2006-01-17,3390750000
2006-01-18,3361500000
2006-01-19,3368250000
2006-01-20,3375000000
2006-01-23,3375000000
2006-01-24,3424500000
2006-01-25,3359250000
2006-01-26,3334500000
2006-01-27,3330000000
2006-01-30,3280500000
2006-01-31,3255750000
2006-02-01,3258000000
2006-02-02,3213000000
2006-02-03,3208500000
2006-02-06,3188250000
2006-02-07,3206250000
2006-02-08,3188250000
2006-02-09,3213000000
2006-02-10,3222000000
2006-02-13,3183750000
2006-02-14,3188250000
2006-02-15,3172500000
2006-02-16,3226500000
2006-02-17,3276000000
2006-02-21,3316500000
2006-02-22,3294000000
2006-02-23,3233250000
2006-02-24,3201750000
2006-02-27,3179250000
2006-02-28,3168000000
2006-03-01,3195000000
2006-03-02,3183750000
2006-03-03,3181500000
2006-03-06,3082500000
2006-03-07,3066750000
2006-03-08,3010500000
2006-03-09,3078000000
2006-03-10,3080250000
2006-03-13,3138750000
2006-03-14,3138750000
2006-03-15,3105000000
2006-03-16,3125250000
2006-03-17,3116250000
2006-03-20,3064500000
2006-03-21,3026250000
2006-03-22,3057750000
2006-03-23,3015000000
2006-03-24,2997000000
2006-03-27,2936250000
2006-03-28,2938500000
2006-03-29,2952000000
2006-03-30,2927250000
2006-03-31,2825454543
2006-04-03,2838545452
2006-04-04,2873454543
2006-04-05,2864727270
2006-04-06,2831999997
2006-04-07,2816727270
2006-04-10,2807999997
2006-04-11,2740363634
2006-04-12,2845090906
2006-04-13,2858181815
2006-04-17,2821090906
2006-04-18,2886545452
2006-04-19,2906181815
2006-04-20,2958545452
2006-04-21,2960727270
2006-04-24,2980363633
2006-04-25,2903999997
2006-04-26,2897454543
2006-04-27,2910545452
2006-04-28,2906181815
2006-05-01,2890909088
2006-05-02,2899636361
2006-05-03,2794909088
2006-05-04,2814545452
2006-05-05,2864727270
2006-05-08,2797090906
2006-05-09,2757818179
2006-05-10,2797090906
2006-05-11,2766545452
2006-05-12,2729454543
2006-05-15,2718545452
2006-05-16,2731636361
2006-05-17,2720727270
2006-05-18,2777454543
2006-05-19,2818909088
2006-05-22,2788363634
2006-05-23,2773090906
2006-05-24,2762181815
2006-05-25,2768727270
2006-05-26,2797090906
2006-05-30,2797090906
2006-05-31,2801454543
2006-06-01,2825454543
2006-06-02,2840727270
2006-06-05,2812363634
2006-06-06,2829818179
2006-06-07,2821090906
2006-06-08,2807999997
2006-06-09,2816727270
2006-06-12,2818909088
2006-06-13,2777454543
2006-06-14,2762181815
2006-06-15,2792727270
2006-06-16,2803636361
2006-06-19,2781818179
2006-06-20,2770909088
2006-06-21,2803636361
2006-06-22,2801454543
2006-06-23,2770909088
2006-06-26,2788363634
2006-06-27,2773090906
2006-06-28,2757818179
2006-06-29,2792727270
2006-06-30,2835787231
2006-07-03,2888382976
2006-07-05,2851127657
2006-07-06,2831404253
2006-07-07,2851127657
2006-07-10,2877425529
2006-07-11,2908106380
2006-07-12,2903723402
2006-07-13,2908106380
2006-07-14,2877425529
2006-07-17,2873042550
2006-07-18,2930021274
2006-07-19,2954127657
2006-07-20,3008914891
2006-07-21,3008914891
2006-07-24,3011106380
2006-07-25,3063702125
2006-07-26,3098765955
2006-07-27,3048361699
2006-07-28,3087808508
2006-07-31,3070276593
2006-08-01,3096574465
2006-08-02,3065893614
2006-08-03,3026446806
2006-08-04,3068085104
2006-08-07,3054936167
2006-08-08,3054936167
2006-08-09,3063702125
2006-08-10,3076851061
2006-08-11,3074659572
2006-08-14,3083425529
2006-08-15,3094382976
2006-08-16,3063702125
2006-08-17,3081234040
2006-08-18,3107531912
2006-08-21,3127255316
2006-08-22,3116297869
2006-08-23,3122872338
2006-08-24,3136021274
2006-08-25,3131638295
2006-08-28,3173276593
2006-08-29,3184234040
2006-08-30,3162319146
2006-08-31,3208340423
2006-09-01,3236829784
2006-09-05,3241212763
2006-09-06,3210531912
2006-09-07,3182042550
2006-09-08,3182042550
2006-09-11,3184234040
2006-09-12,3162319146
2006-09-13,3164510635
2006-09-14,3146978720
2006-09-15,3164510635
2006-09-18,3122872338
2006-09-19,3122872338
2006-09-20,3111914891
2006-09-21,3118489359
2006-09-22,3116297869
2006-09-25,3138212763
2006-09-26,3116297869
2006-09-27,3171085103
2006-09-28,3175468082
2006-09-29,3164510635
2006-10-02,3210000004
2006-10-03,3267360829
2006-10-04,3280597942
2006-10-05,3265154643
2006-10-06,3247505159
2006-10-09,3243092787
2006-10-10,3258536086
2006-10-11,3287216499
2006-10-12,3293835056
2006-10-13,3273979385
2006-10-16,3307072169
2006-10-17,3337958767
2006-10-18,3329134025
2006-10-19,3344577324
2006-10-20,3364432994
2006-10-23,3360020623
2006-10-24,3353402066
2006-10-25,3377670107
2006-10-26,3353402066
2006-10-27,3335752581
2006-10-30,3322515468
2006-10-31,3285010313
2006-11-01,3273979385
2006-11-02,3313690726
2006-11-03,3304865983
2006-11-06,3302659798
2006-11-07,3291628870
2006-11-08,3326927839
2006-11-09,3362226808
2006-11-10,3364432994
2006-11-13,3351195880
2006-11-14,3362226808
2006-11-15,3337958767
2006-11-16,3353402066
2006-11-17,3364432994
2006-11-20,3351195880
2006-11-21,3364432994
2006-11-22,3360020623
2006-11-24,3366639179
2006-11-27,3307072169
2006-11-28,3452680417
2006-11-29,3534309283
2006-11-30,3576226808
2006-12-01,3565195881
2006-12-04,3609319592
2006-12-05,3620350520
2006-12-06,3607113406
2006-12-07,3532103097
2006-12-08,3556371138
2006-12-11,3569608252
2006-12-12,3589463922
2006-12-13,3582845365
2006-12-14,3622556705
2006-12-15,3679917530
2006-12-18,3649030932
2006-12-19,3666680417
2006-12-20,3673298974
2006-12-21,3686536087
2006-12-22,3686536087
2006-12-26,3704185572
2006-12-27,3739484541
2006-12-28,3706391757
2006-12-29,3684329901
2007-01-03,3708597943
2007-01-04,3693154644
2007-01-05,3633587633
2007-01-08,3618144334
2007-01-09,3596082479
2007-01-10,3562989695
2007-01-11,3556371138
2007-01-12,3529896912
2007-01-16,3556371138
2007-01-17,3569608252
2007-01-18,3567402066
2007-01-19,3580639180
2007-01-22,3576226808
2007-01-23,3585051551
2007-01-24,3638000004
2007-01-25,3646824747
2007-01-26,3686536087
2007-01-29,3690948458
2007-01-30,3686536087
2007-01-31,3682123716
2007-02-01,3728453613
2007-02-02,3728453613
2007-02-05,3759340211
2007-02-06,3889505159
2007-02-07,3887298974
2007-02-08,3898329902
2007-02-09,3865237118
2007-02-12,3871855675
2007-02-13,3898329902
2007-02-14,3889505159
2007-02-15,3863030933
2007-02-16,3865237118
2007-02-20,3882886603
2007-02-21,3889505159
2007-02-22,3920391757
2007-02-23,3949072170
2007-02-26,4017463922
2007-02-27,3856412376
2007-02-28,3849793819
2007-03-01,3840969077
2007-03-02,3765958767
2007-03-05,3719628871
2007-03-06,3794639180
2007-03-07,3790226809
2007-03-08,3794639180
2007-03-09,3814494850
2007-03-12,3796845365
2007-03-13,3730659798
2007-03-14,3748309283
2007-03-15,3785814438
2007-03-16,3757134025
2007-03-19,3792432994
2007-03-20,3838762891
2007-03-21,3891711345
2007-03-22,3865237118
2007-03-23,3902742273
2007-03-26,3920391757
2007-03-27,3940247428
2007-03-28,3931422685
2007-03-29,3940247428
2007-03-30,3927010314
2007-04-02,4006200000
2007-04-03,4017200000
2007-04-04,3973199999
2007-04-05,3990800000
2007-04-09,3995200000
2007-04-10,4017200000
2007-04-11,4034800000
2007-04-12,4021600000
2007-04-13,4028199999
2007-04-16,4050200000
2007-04-17,4072200000
2007-04-18,4094200000
2007-04-19,4111800000
2007-04-20,4120600000
2007-04-23,4120600000
2007-04-24,4107400000
2007-04-25,4164600000
2007-04-26,4114000000
2007-04-27,4076600000
2007-04-30,4074400000
2007-05-01,4092000000
2007-05-02,4125000000
2007-05-03,4151400000
2007-05-04,4138199999
2007-05-07,4155800000
2007-05-08,4098600000
2007-05-09,4089800000
2007-05-10,4032599999
2007-05-11,4037000000
2007-05-14,4076600000
2007-05-15,4072200000
2007-05-16,4021600000
2007-05-17,4076600000
2007-05-18,4122799999
2007-05-21,4151400000
2007-05-22,4144800000
2007-05-23,4052400000
2007-05-24,3960000000
2007-05-25,3935800000
2007-05-29,3955600000
2007-05-30,3999600000
2007-05-31,4015000000
2007-06-01,4015000000
2007-06-04,3995200000
2007-06-05,3937999999
2007-06-06,3918199999
2007-06-07,3788399999
2007-06-08,3817000000
2007-06-11,3830200000
2007-06-12,3770800000
2007-06-13,3847799999
2007-06-14,3854400000
2007-06-15,3882999999
2007-06-18,3810400000
2007-06-19,3819200000
2007-06-20,3713600000
2007-06-21,3737799999
2007-06-22,3691600000
2007-06-25,3709200000
2007-06-26,3726800000
2007-06-27,3777400000
2007-06-28,3759800000
2007-06-29,3784000000
2007-07-02,3900269999
2007-07-03,3924800000
2007-07-05,3920339999
2007-07-06,3902500000
2007-07-09,3920339999
2007-07-10,3835600000
2007-07-11,3842290000
2007-07-12,3886890000
2007-07-13,3935949999
2007-07-16,3862360000
2007-07-17,3886890000
2007-07-18,3933720000
2007-07-19,3991699999
2007-07-20,3913650000
2007-07-23,3911420000
2007-07-24,3824449999
2007-07-25,3786540000
2007-07-26,3663890000
2007-07-27,3568000000
2007-07-30,3621519999
2007-07-31,3603680000
2007-08-01,3639360000
2007-08-02,3648280000
2007-08-03,3523400000
2007-08-06,3585839999
2007-08-07,3654970000
2007-08-08,3690650000
2007-08-09,3505560000
2007-08-10,3458730000
2007-08-13,3550160000
2007-08-14,3494410000
2007-08-15,3452040000
2007-08-16,3458730000
2007-08-17,3556850000
2007-08-20,3512250000
2007-08-21,3516710000
2007-08-22,3592530000
2007-08-23,3641589999
2007-08-24,3686190000
2007-08-27,3545700000
2007-08-28,3512250000
2007-08-29,3621519999
2007-08-30,3588070000
2007-08-31,3639360000
2007-09-04,3675040000
2007-09-05,3637129999
2007-09-06,3603680000
2007-09-07,3534550000
2007-09-10,3543470000
2007-09-11,3556850000
2007-09-12,3576920000
2007-09-13,3601449999
2007-09-14,3628210000
2007-09-17,3592530000
2007-09-18,3657199999
2007-09-19,3728559999
2007-09-20,3681730000
2007-09-21,3704030000
2007-09-24,3699570000
2007-09-25,3753089999
2007-09-26,3755320000
2007-09-27,3773160000
2007-09-28,3750860000
2007-10-01,3786473404
2007-10-02,3759713875
2007-10-03,3766403757
2007-10-04,3766403757
2007-10-05,3764173796
2007-10-08,3730724384
2007-10-09,3746334110
2007-10-10,3715114659
2007-10-11,3688355130
2007-10-12,3697274973
2007-10-15,3628146189
2007-10-16,3610306502
2007-10-17,3601386659
2007-10-18,3634836071
2007-10-19,3581317012
2007-10-22,3605846581
2007-10-23,3614766424
2007-10-24,3657135679
2007-10-25,3701734894
2007-10-26,3730724384
2007-10-29,3717344620
2007-10-30,3708424777
2007-10-31,3784243443
2007-11-01,3726264463
2007-11-02,3717344620
2007-11-05,3692815051
2007-11-06,3717344620
2007-11-07,3605846581
2007-11-08,3668285483
2007-11-09,3654905718
2007-11-12,3637066032
2007-11-13,3686125169
2007-11-14,3677205326
2007-11-15,3654905718
2007-11-16,3708424777
2007-11-19,3782013482
2007-11-20,3826612698
2007-11-21,3815462894
2007-11-23,3828842659
2007-11-26,3811002973
2007-11-27,3822152776
2007-11-28,3886821639
2007-11-29,3866751992
2007-11-30,3886821639
2007-12-03,3873441874
2007-12-04,3909121247
2007-12-05,3971560149
2007-12-06,3982709953
2007-12-07,3987169874
2007-12-10,3993859756
2007-12-11,3949260541
2007-12-12,3920271051
2007-12-13,3964870266
2007-12-14,3911351208
2007-12-17,3860062110
2007-12-18,3875671835
2007-12-19,3897971443
2007-12-20,3915811129
2007-12-21,3960410345
2007-12-24,3967100227
2007-12-26,3973790109
2007-12-27,3922501012
2007-12-28,3933650815
2007-12-31,3913976000
2008-01-02,3864432000
2008-01-03,3841911999
2008-01-04,3821643999
2008-01-07,3850920000
2008-01-08,3823896000
2008-01-09,3805879999
2008-01-10,3832904000
2008-01-11,3808132000
2008-01-14,3828400000
2008-01-15,3787864000
2008-01-16,3772100000
2008-01-17,3621215999
2008-01-18,3551404000
2008-01-22,3450064000
2008-01-23,3576176000
2008-01-24,3477088000
2008-01-25,3427544000
2008-01-28,3477088000
2008-01-29,3472584000
2008-01-30,3472584000
2008-01-31,3528884000
2008-02-01,3618964000
2008-02-04,3661752000
2008-02-05,3537892000
2008-02-06,3522128000
2008-02-07,3544648000
2008-02-08,3535640000
2008-02-11,3540144000
2008-02-12,3621215999
2008-02-13,3560412000
2008-02-14,3526632000
2008-02-15,3535640000
2008-02-19,3501860000
2008-02-20,3499608000
2008-02-21,3486096000
2008-02-22,3477088000
2008-02-25,3450064000
2008-02-26,3454568000
2008-02-27,3373496000
2008-02-28,3362236000
2008-02-29,3240628000
2008-03-03,3215856000
2008-03-04,3209100000
2008-03-05,3159556000
2008-03-06,3114516000
2008-03-07,3098752000
2008-03-10,3064972000
2008-03-11,3125776000
2008-03-12,3053712000
2008-03-13,3055964000
2008-03-14,3028940000
2008-03-17,3006420000
2008-03-18,3096500000
2008-03-19,3069476000
2008-03-20,3114516000
2008-03-24,3096500000
2008-03-25,3132532000
2008-03-26,3096500000
2008-03-27,3085240000
2008-03-28,3031192000
2008-03-31,3051916000
2008-04-01,3106012000
2008-04-02,3180394000
2008-04-03,3193918000
2008-04-04,3220966000
2008-04-07,3218712000
2008-04-08,3191664000
2008-04-09,3191664000
2008-04-10,3229982000
2008-04-11,3189410000
2008-04-14,3162362000
2008-04-15,3184902000
2008-04-16,3266046000
2008-04-17,3270554000
2008-04-18,3284078000
2008-04-21,3241252000
2008-04-22,3193918000
2008-04-23,3218712000
2008-04-24,3220966000
2008-04-25,3245760000
2008-04-28,3263792000
2008-04-29,3236744000
2008-04-30,3286332000
2008-05-01,3340428000
2008-05-02,3405794000
2008-05-05,3290840000
2008-05-06,3376492000
2008-05-07,3304364000
2008-05-08,3304364000
2008-05-09,3385508000
2008-05-12,3455382000
2008-05-13,3432842000
2008-05-14,3432842000
2008-05-15,3419318000
2008-05-16,3432842000
2008-05-19,3489192000
2008-05-20,3477922000
2008-05-21,3430588000
2008-05-22,3459890000
2008-05-23,3396778000
2008-05-27,3417064000
2008-05-28,3448620000
2008-05-29,3493700000
2008-05-30,3513986000
2008-06-02,3489192000
2008-06-03,3498208000
2008-06-04,3541034000
2008-06-05,3568082000
2008-06-06,3464398000
2008-06-09,3509478000
2008-06-10,3529764000
2008-06-11,3511732000
2008-06-12,3489192000
2008-06-13,3541034000
2008-06-16,3545542000
2008-06-17,3552304000
2008-06-18,3527510000
2008-06-19,3527510000
2008-06-20,3453128000
2008-06-23,3457636000
2008-06-24,3396778000
2008-06-25,3444112000
2008-06-26,3358460000
2008-06-27,3286332000
2008-06-30,3339090000
2008-07-01,3341331000
2008-07-02,3265137000
2008-07-03,3195666000
2008-07-07,3103785000
2008-07-08,3188943000
2008-07-09,3197907000
2008-07-10,3188943000
2008-07-11,3150846000
2008-07-14,3123954000
2008-07-15,3103785000
2008-07-16,3085857000
2008-07-17,3047760000
2008-07-18,3054483000
2008-07-21,3063447000
2008-07-22,3079134000
2008-07-23,3034314000
2008-07-24,3007422000
2008-07-25,3029832000
2008-07-28,3005181000
2008-07-29,3025350000
2008-07-30,3054483000
2008-07-31,3025350000
2008-08-01,2962602000
2008-08-04,2935710000
2008-08-05,3023109000
2008-08-06,2985012000
2008-08-07,2980530000
2008-08-08,3058965000
2008-08-11,3070170000
2008-08-12,3018627000
2008-08-13,3038796000
2008-08-14,3005181000
2008-08-15,2969325000
2008-08-18,2958120000
2008-08-19,2971566000
2008-08-20,2937951000
2008-08-21,2944674000
2008-08-22,2949156000
2008-08-25,2951397000
2008-08-26,2964843000
2008-08-27,3007422000
2008-08-28,3054483000
2008-08-29,3041037000
2008-09-02,3050001000
2008-09-03,3014145000
2008-09-04,3018627000
2008-09-05,2989494000
2008-09-08,3081375000
2008-09-09,3007422000
2008-09-10,3036555000
2008-09-11,3045519000
2008-09-12,3090339000
2008-09-15,2967084000
2008-09-16,2843829000
2008-09-17,2709369000
2008-09-18,2783322000
2008-09-19,2890890000
2008-09-22,2855034000
2008-09-23,2830383000
2008-09-24,2823660000
2008-09-25,2855034000
2008-09-26,2895372000
2008-09-29,2713851000
2008-09-30,2825702000
2008-10-01,2850628000
2008-10-02,2764520000
2008-10-03,2707870000
2008-10-06,2483536000
2008-10-07,2299990000
2008-10-08,2200286000
2008-10-09,2075656000
2008-10-10,2059794000
2008-10-13,2268266000
2008-10-14,2266000000
2008-10-15,2077922000
2008-10-16,2299990000
2008-10-17,2297724000
2008-10-20,2522058000
2008-10-21,2408758000
2008-10-22,2293192000
2008-10-23,2313586000
2008-10-24,2277330000
2008-10-27,2191222000
2008-10-28,2327182000
2008-10-29,2304522000
2008-10-30,2388364000
2008-10-31,2322650000
2008-11-03,2340778000
2008-11-04,2370236000
2008-11-05,2370236000
2008-11-06,2232010000
2008-11-07,2324916000
2008-11-10,2268266000
2008-11-11,2250138000
2008-11-12,2179892000
2008-11-13,2383832000
2008-11-14,2438216000
2008-11-17,2377034000
2008-11-18,2336246000
2008-11-19,2220680000
2008-11-20,1996346000
2008-11-21,2168562000
2008-11-24,2241074000
2008-11-25,2220680000
2008-11-26,2256936000
2008-11-28,2302256000
2008-12-01,2159498000
2008-12-02,2229744000
2008-12-03,2309054000
2008-12-04,2170828000
2008-12-05,2229744000
2008-12-08,2245606000
2008-12-09,2202552000
2008-12-10,2286394000
2008-12-11,2225212000
2008-12-12,2243340000
2008-12-15,2154966000
2008-12-16,2220680000
2008-12-17,2186690000
2008-12-18,2168562000
2008-12-19,2202552000
2008-12-22,2184424000
2008-12-23,2111912000
2008-12-24,2073390000
2008-12-26,2141369999
2008-12-29,2139104000
2008-12-30,2186690000
2008-12-31,2290926000
2009-01-02,2367970000
2009-01-05,2426886000
2009-01-06,2503930000
2009-01-07,2463142000
2009-01-08,2533388000
2009-01-09,2533388000
2009-01-12,2490334000
2009-01-13,2435950000
2009-01-14,2458610000
2009-01-15,2526590000
2009-01-16,2551516000
2009-01-20,2565112000
2009-01-21,2635358000
2009-01-22,2642156000
2009-01-23,2723732000
2009-01-26,2746392000
2009-01-27,2692008000
2009-01-28,2710136000
2009-01-29,2676146000
2009-01-30,2662550000
2009-02-02,2710136000
2009-02-03,2676146000
2009-02-04,2624028000
2009-02-05,2689742000
2009-02-06,2739594000
2009-02-09,2712402000
2009-02-10,2617230000
2009-02-11,2587772000
2009-02-12,2621762000
2009-02-13,2596836000
2009-02-17,2449546000
2009-02-18,2422354000
2009-02-19,2386098000
2009-02-20,2358906000
2009-02-23,2286394000
2009-02-24,2408758000
2009-02-25,2435950000
2009-02-26,2492600000
2009-02-27,2506196000
2009-03-02,2490334000
2009-03-03,2431418000
2009-03-04,2465408000
2009-03-05,2395162000
2009-03-06,2463142000
2009-03-09,2417822000
2009-03-10,2422354000
2009-03-11,2445014000
2009-03-12,2510728000
2009-03-13,2556048000
2009-03-16,2594570000
2009-03-17,2680678000
2009-03-18,2694274000
2009-03-19,2705604000
2009-03-20,2678412000
2009-03-23,2764520000
2009-03-24,2725998000
2009-03-25,2701072000
2009-03-26,2730530000
2009-03-27,2696540000
2009-03-30,2667082000
2009-03-31,2687680000
2009-04-01,2712650000
2009-04-02,2746700000
2009-04-03,2769400000
2009-04-06,2724000000
2009-04-07,2705840000
2009-04-08,2748970000
2009-04-09,2773940000
2009-04-13,2739890000
2009-04-14,2678600000
2009-04-15,2683140000
2009-04-16,2721730000
2009-04-17,2710380000
2009-04-20,2667250000
2009-04-21,2683140000
2009-04-22,2701300000
2009-04-23,2635470000
