,ZION
2009-04-13,1557803520
2009-04-14,1394373240
2009-04-15,1487099640
2009-04-16,1587939600
2009-04-17,1740938160
2009-04-20,1498690440
2009-04-21,1268033520
2009-04-22,1205443200
2009-04-23,1244851920
2009-04-24,1400168640
2009-04-27,1264556280
2009-04-28,1221670320
2009-04-29,1299328680
2009-04-30,1266874440
2009-05-01,1241374680
2009-05-04,1489417800
2009-05-05,1480145160
2009-05-06,1866118800
2009-05-07,1856846160
2009-05-08,2359886880
2009-05-11,2135025360
2009-05-12,2006367479
2009-05-13,1812801120
2009-05-14,1868436960
2009-05-15,1744415400
2009-05-18,2030708160
2009-05-19,1740938160
2009-05-20,1676029680
2009-05-21,1520712960
2009-05-22,1473190680
2009-05-26,1679506920
2009-05-27,1597212240
2009-05-28,1592575920
2009-05-29,1585621440
2009-06-01,1647052680
2009-06-02,1698052200
2009-06-03,1630825560
2009-06-04,1696893120
2009-06-05,1677188760
2009-06-08,1659802560
2009-06-09,1698052200
2009-06-10,1642416360
2009-06-11,1701529440
2009-06-12,1713120240
2009-06-15,1736301840
2009-06-16,1603007640
2009-06-17,1495213200
2009-06-18,1529985600
2009-06-19,1546212720
2009-06-22,1380464280
2009-06-23,1363078080
2009-06-24,1374668880
2009-06-25,1410600360
2009-06-26,1379305200
2009-06-29,1418713920
2009-06-30,1474836360
2009-07-01,1448044350
2009-07-02,1411045860
2009-07-06,1419976530
2009-07-07,1405942620
2009-07-08,1397011950
2009-07-09,1448044350
2009-07-10,1403391000
2009-07-13,1523317140
2009-07-14,1500352560
2009-07-15,1571797920
2009-07-16,1582004400
2009-07-17,1474836360
2009-07-20,1559039820
2009-07-21,1362565080
2009-07-22,1403391000
2009-07-23,1445492730
2009-07-24,1428907200
2009-07-27,1613899650
2009-07-28,1633036800
2009-07-29,1601141550
2009-07-30,1717240260
2009-07-31,1732549980
2009-08-03,1805271150
2009-08-04,1932852150
2009-08-05,1939231200
2009-08-06,1978781310
2009-08-07,2176531860
2009-08-10,2287527330
2009-08-11,2096155830
2009-08-12,2070639630
2009-08-13,2151015660
2009-08-14,2162497950
2009-08-17,2033641140
2009-08-18,2088500970
2009-08-19,2126775270
2009-08-20,2241598170
2009-08-21,2324525820
2009-08-24,2241598170
2009-08-25,2240322360
2009-08-26,2222461020
2009-08-27,2225012640
2009-08-28,2311767720
2009-08-31,2255632080
2009-09-01,2096155830
2009-09-02,2077018680
2009-09-03,2091052590
2009-09-04,2135705939
2009-09-08,2050226670
2009-09-09,2064260580
2009-09-10,2033641140
2009-09-11,2027262090
2009-09-14,2087225160
2009-09-15,2311767720
2009-09-16,2463589110
2009-09-17,2330904870
2009-09-18,2347490400
2009-09-21,2321974200
2009-09-22,2432969670
2009-09-23,2378109840
2009-09-24,2264562750
2009-09-25,2268390180
2009-09-28,2320698390
2009-09-29,2320698390
2009-09-30,2714781810
2009-10-01,2474575740
2009-10-02,2519897640
2009-10-05,2587880490
2009-10-06,2622627280
2009-10-07,2619605820
2009-10-08,2589391220
2009-10-09,2609030710
2009-10-12,2568241000
2009-10-13,2722335460
2009-10-14,2817511450
2009-10-15,2843193860
2009-10-16,2744996410
2009-10-19,2769168089
2009-10-20,2602987790
2009-10-21,2527451290
2009-10-22,2625648740
2009-10-23,2541047860
2009-10-26,2364292450
2009-10-27,2309906170
2009-10-28,2201133610
2009-10-29,2278180840
2009-10-30,2139193680
2009-11-02,2122575650
2009-11-03,2175451200
2009-11-04,2062146450
2009-11-05,2122575650
2009-11-06,2089339590
2009-11-09,2167897550
2009-11-10,2003227980
2009-11-11,2000206520
2009-11-12,1954884620
2009-11-13,1980567030
2009-11-16,2021356740
2009-11-17,2033442580
2009-11-18,2012292360
2009-11-19,1924670020
2009-11-20,1895966150
2009-11-23,2133150760
2009-11-24,2016824550
2009-11-25,1976034840
2009-11-27,1906541260
2009-11-30,1986609950
2009-12-01,1988120680
2009-12-02,2015313820
2009-12-03,1902009070
2009-12-04,1973013380
2009-12-07,2003227980
2009-12-08,2075743020
2009-12-09,2112000540
2009-12-10,2042506960
2009-12-11,2053082070
2009-12-14,2078764480
2009-12-15,1971502650
2009-12-16,1950352430
2009-12-17,1918627100
2009-12-18,1982077760
2009-12-21,1995674330
2009-12-22,1997185060
2009-12-23,1951863160
2009-12-24,1948841700
2009-12-28,1927691480
2009-12-29,1926180750
2009-12-30,1933734400
2009-12-31,1938266590
2010-01-04,2013803090
2010-01-05,2084807400
2010-01-06,2266095000
2010-01-07,2519897640
2010-01-08,2479107930
2010-01-11,2494215230
2010-01-12,2424721650
2010-01-13,2470043550
2010-01-14,2524429830
2010-01-15,2456446980
2010-01-19,2584859030
2010-01-20,2707228160
2010-01-21,2773700280
2010-01-22,2667949180
2010-01-25,2707228160
2010-01-26,2882472839
2010-01-27,2861322620
2010-01-28,2921751820
2010-01-29,2865854810
2010-02-01,3009374160
2010-02-02,3007863430
2010-02-03,2812979260
2010-02-04,2642266770
2010-02-05,2719314000
2010-02-08,2717803270
2010-02-09,2751039330
2010-02-10,2797871960
2010-02-11,2744996410
2010-02-12,2696653050
2010-02-16,2758592980
2010-02-17,2726867650
2010-02-18,2677013560
2010-02-19,2785786120
2010-02-22,2850747510
2010-02-23,2746507140
2010-02-24,2820532910
2010-02-25,2785786120
2010-02-26,2800893420
2010-03-01,2764635900
2010-03-02,2816000720
2010-03-03,2779743200
2010-03-04,2731399839
2010-03-05,2831108020
2010-03-08,2859811890
2010-03-09,2909665980
2010-03-10,3095485770
2010-03-11,3237494390
2010-03-12,3171022270
2010-03-15,3208790520
2010-03-16,3356842060
2010-03-17,3503382870
2010-03-18,3433889290
2010-03-19,3340224030
2010-03-22,3415760530
2010-03-23,3447485860
2010-03-24,3483743380
2010-03-25,3420292720
2010-03-26,3358352790
2010-03-29,3285837750
2010-03-30,3272241180
2010-03-31,3533930400
2010-04-01,3540402800
2010-04-05,3755610100
2010-04-06,3927128700
2010-04-07,3842987500
2010-04-08,3876967600
2010-04-09,3872113300
2010-04-12,4029069000
2010-04-13,3975671700
2010-04-14,4265311600
2010-04-15,4229713400
2010-04-16,4131009300
2010-04-19,4114828300
2010-04-20,4436830200
2010-04-21,4671454700
2010-04-22,4789576000
2010-04-23,4854300000
2010-04-26,4656891800
2010-04-27,4490227500
2010-04-28,4475664600
2010-04-29,4669836600
2010-04-30,4648801300
2010-05-03,4692490000
2010-05-04,4493463700
2010-05-05,4508026600
2010-05-06,4278256400
2010-05-07,4137481700
2010-05-10,4503172300
2010-05-11,4488609400
2010-05-12,4673072800
2010-05-13,4611585000
2010-05-14,4422267300
2010-05-17,4417413000
2010-05-18,4220004799
2010-05-19,3951400200
2010-05-20,3687649900
2010-05-21,3851078000
2010-05-24,3707067100
2010-05-25,3739429100
2010-05-26,3876967600
2010-05-27,4022596600
2010-05-28,3875349500
2010-06-01,3745901500
2010-06-02,3847841800
2010-06-03,3812243600
2010-06-04,3616453500
2010-06-07,3475678800
2010-06-08,3643961200
2010-06-09,3687649900
2010-06-10,3812243600
2010-06-11,3831660800
2010-06-14,3786354000
2010-06-15,3922274399
2010-06-16,3910947700
2010-06-17,3830042700
2010-06-18,3880203800
2010-06-21,3868877100
2010-06-22,3823570300
2010-06-23,3778263500
2010-06-24,3713539500
2010-06-25,3854314200
2010-06-28,3810625500
2010-06-29,3550111400
2010-06-30,3728698050
2010-07-01,3756356450
2010-07-02,3586948750
2010-07-06,3609421200
2010-07-07,3856618150
2010-07-08,3868718700
2010-07-09,4019111250
2010-07-12,4007010700
2010-07-13,4183333000
2010-07-14,4032940449
2010-07-15,4001824749
2010-07-16,3749441850
2010-07-19,3702768300
2010-07-20,3372596150
2010-07-21,3357038300
2010-07-22,3486687050
2010-07-23,3552375750
2010-07-26,3688939100
2010-07-27,3702768300
2010-07-28,3675109900
2010-07-29,3811673250
2010-07-30,3835874350
2010-08-02,3956879850
2010-08-03,3908477650
2010-08-04,3910206300
2010-08-05,3822045150
2010-08-06,3740798600
2010-08-09,3775371600
2010-08-10,3709682900
2010-08-11,3478043800
2010-08-12,3490144350
2010-08-13,3438284850
2010-08-16,3448656750
2010-08-17,3510888150
2010-08-18,3455571349
2010-08-19,3344937750
2010-08-20,3308636100
2010-08-23,3253319300
2010-08-24,3166886800
2010-08-25,3158243550
2010-08-26,3135771100
2010-08-27,3234304150
2010-08-30,3153057599
2010-08-31,3184173300
2010-09-01,3331108550
2010-09-02,3407169150
2010-09-03,3514345449
2010-09-07,3377782100
2010-09-08,3420998350
2010-09-09,3510888150
2010-09-10,3429641600
2010-09-13,3683753150
2010-09-14,3602506600
2010-09-15,3619793100
2010-09-16,3605963900
2010-09-17,3707954250
2010-09-20,3803030000
2010-09-21,3730426699
2010-09-22,3564476300
2010-09-23,3474586500
2010-09-24,3611149850
2010-09-27,3574848200
2010-09-28,3573119550
2010-09-29,3640536900
2010-09-30,3804173280
2010-10-01,3777458580
2010-10-04,3764991720
2010-10-05,3902127180
2010-10-06,3909251100
2010-10-07,3875412480
2010-10-08,3898565220
2010-10-11,3882536400
2010-10-12,3939527760
2010-10-13,3886098360
2010-10-14,3804173280
2010-10-15,3690190560
2010-10-18,3802392300
2010-10-19,3893222280
2010-10-20,3880755420
2010-10-21,3838011900
2010-10-22,3862945620
2010-10-25,3805954260
2010-10-26,3816640140
2010-10-27,3795268380
2010-10-28,3756086820
2010-10-29,3695533500
2010-11-01,3643885080
2010-11-02,3597579600
2010-11-03,3697314480
2010-11-04,3805954260
2010-11-05,3923498940
2010-11-08,3893222280
2010-11-09,3802392300
2010-11-10,3918156000
2010-11-11,3903908160
2010-11-12,3804173280
2010-11-15,3854040720
2010-11-16,3734715060
2010-11-17,3690190560
2010-11-18,3684847620
2010-11-19,3651009000
2010-11-22,3567302940
2010-11-23,3481815900
2010-11-24,3464006100
2010-11-26,3472911000
2010-11-29,3428386500
2010-11-30,3464006100
2010-12-01,3538807260
2010-12-02,3756086820
2010-12-03,3791706420
2010-12-06,3809516220
2010-12-07,3789925440
2010-12-08,3998300100
2010-12-09,4122968699
2010-12-10,4160369280
2010-12-13,4067758320
2010-12-14,4041043620
2010-12-15,3944870699
2010-12-16,3975147360
2010-12-17,3966242460
2010-12-20,4016109900
2010-12-21,4099815960
2010-12-22,4217360640
2010-12-23,4228046519
2010-12-27,4292161800
2010-12-28,4356277080
2010-12-29,4322438460
2010-12-30,4322438460
2010-12-31,4402760610
2011-01-03,4573565190
2011-01-04,4499065320
2011-01-05,4524504300
2011-01-06,4511784810
2011-01-07,4464540990
2011-01-10,4384589910
2011-01-11,4417297170
2011-01-12,4364602140
2011-01-13,4324626600
2011-01-14,4468175130
2011-01-18,4430016660
2011-01-19,4348248510
2011-01-20,4313724180
2011-01-21,4417297170
2011-01-24,4315541250
2011-01-25,4277382780
2011-01-26,4231956030
2011-01-27,4317358320
2011-01-28,4257395010
2011-01-31,4284651059
2011-02-01,4417297170
2011-02-02,4400943540
2011-02-03,4399126470
2011-02-04,4469992200
2011-02-07,4593552960
2011-02-08,4615357800
2011-02-09,4593552960
2011-02-10,4471809270
2011-02-11,4535406720
2011-02-14,4489979970
2011-02-15,4469992200
2011-02-16,4475443410
2011-02-17,4459089780
2011-02-18,4379138700
2011-02-22,4195614630
2011-02-23,4224687750
2011-02-24,4193797559
2011-02-25,4266480360
2011-02-28,4244675520
2011-03-01,4148370809
2011-03-02,4108395270
2011-03-03,4150187880
2011-03-04,4122931830
2011-03-07,4086590429
2011-03-08,4204699980
2011-03-09,4246492590
2011-03-10,4166541510
2011-03-11,4242858450
2011-03-14,4197431700
2011-03-15,4132017179
2011-03-16,4046614890
2011-03-17,4093858710
2011-03-18,4148370809
2011-03-21,4184712210
2011-03-22,4251943799
2011-03-23,4146553740
2011-03-24,4191980490
2011-03-25,4221053610
2011-03-28,4137468390
2011-03-29,4173809790
2011-03-30,4202882910
2011-03-31,4207804320
2011-04-01,4291741440
2011-04-04,4370204400
2011-04-05,4430420160
2011-04-06,4488811200
2011-04-07,4435894320
2011-04-08,4419471840
2011-04-11,4408523520
2011-04-12,4423121280
2011-04-13,4335534720
2011-04-14,4277143680
2011-04-15,4231525680
2011-04-18,4189557120
2011-04-19,4351957200
2011-04-20,4282617840
2011-04-21,4317287520
2011-04-25,4382977440
2011-04-26,4448667360
2011-04-27,4459615680
2011-04-28,4481512320
2011-04-29,4459615680
2011-05-02,4441368480
2011-05-03,4459615680
2011-05-04,4443193200
2011-05-05,4368379680
2011-05-06,4346483040
2011-05-09,4342833600
2011-05-10,4412172960
2011-05-11,4388451600
2011-05-12,4304514480
2011-05-13,4218752640
2011-05-16,4224226799
2011-05-17,4315462800
2011-05-18,4339184160
2011-05-19,4330060560
2011-05-20,4253422320
2011-05-23,4205979600
2011-05-24,4227876240
2011-05-25,4216927920
2011-05-26,4224226799
2011-05-27,4326411120
2011-05-31,4348307760
2011-06-01,4191381840
2011-06-02,4207804320
2011-06-03,4176784080
2011-06-06,4043579520
2011-06-07,3974240160
2011-06-08,4018033440
2011-06-09,4049053680
2011-06-10,4019858160
2011-06-13,4058177279
2011-06-14,4118393040
2011-06-15,4078249200
2011-06-16,4085548080
2011-06-17,4222402080
2011-06-20,4226051520
2011-06-21,4258896480
2011-06-22,4198680720
2011-06-23,4145763840
2011-06-24,4085548080
2011-06-27,4153062720
2011-06-28,4213278480
2011-06-29,4395750480
2011-06-30,4386050760
2011-07-01,4460947920
2011-07-05,4402491600
2011-07-06,4391531040
2011-07-07,4471908480
2011-07-08,4460947920
2011-07-11,4331247960
2011-07-12,4342208520
2011-07-13,4349515560
2011-07-14,4196067720
2011-07-15,4232602920
2011-07-18,4163186040
2011-07-19,4135784640
2011-07-20,4203374760
2011-07-21,4276445160
2011-07-22,4281925440
2011-07-25,4274618399
2011-07-26,4188760680
2011-07-27,4048100160
2011-07-28,4033486079
2011-07-29,4000604399
2011-08-01,3985990320
2011-08-02,3806967840
2011-08-03,3817928399
2011-08-04,3543914399
2011-08-05,3494591880
2011-08-08,3165775079
2011-08-09,3291821520
2011-08-10,2933776560
2011-08-11,3116452560
2011-08-12,3012327239
2011-08-15,3171255360
2011-08-16,3083570880
2011-08-17,3110972280
2011-08-18,2877147000
2011-08-19,2758407600
2011-08-22,2747447040
2011-08-23,2864359680
2011-08-24,2981272320
2011-08-25,2902721640
2011-08-26,2968485000
2011-08-29,3152987760
2011-08-30,3140200440
2011-08-31,3185869440
2011-09-01,3045208920
2011-09-02,2955697680
2011-09-06,2920989240
2011-09-07,3092704680
2011-09-08,3041555399
2011-09-09,2946563880
2011-09-12,2994059640
2011-09-13,3036075120
2011-09-14,3089051160
2011-09-15,3191349720
2011-09-16,3163948320
2011-09-19,2995886399
2011-09-20,2992232880
2011-09-21,2805903360
2011-09-22,2692644240
2011-09-23,2709085080
2011-09-26,2888107560
2011-09-27,2855225880
2011-09-28,2694471000
2011-09-29,2749273800
2011-09-30,2573795840
2011-10-03,2500676640
2011-10-04,2694442520
2011-10-05,2703582420
2011-10-06,2902832240
2011-10-07,2820573140
2011-10-10,2952187699
2011-10-11,3041758720
2011-10-12,3178857220
2011-10-13,3078318320
2011-10-14,3054554580
2011-10-17,2904660220
2011-10-18,3107566000
2011-10-19,3001543160
2011-10-20,3032618820
2011-10-21,3103910040
2011-10-24,3286708040
2011-10-25,3056382560
2011-10-26,3092942160
2011-10-27,3343375420
2011-10-28,3334235519
2011-10-31,3173373280
2011-11-01,3047242660
2011-11-02,3116705900
2011-11-03,3182513180
2011-11-04,3118533880
2011-11-07,3140469640
2011-11-08,3208104900
2011-11-09,3001543160
2011-11-10,2974123460
2011-11-11,3076490339
2011-11-14,2999715180
2011-11-15,3056382560
2011-11-16,3043586699
2011-11-17,2959499620
2011-11-18,2972295480
2011-11-21,2877240520
2011-11-22,2804121320
2011-11-23,2687130600
2011-11-25,2694442520
2011-11-28,2756593840
2011-11-29,2741970000
2011-11-30,2941219820
2011-12-01,2906488200
2011-12-02,2963155580
2011-12-05,3078318320
2011-12-06,2983263360
2011-12-07,2921112040
2011-12-08,2787669500
2011-12-09,2833369000
2011-12-12,2787669500
2011-12-13,2749281920
2011-12-14,2720034240
2011-12-15,2725518180
2011-12-16,2754765860
2011-12-19,2674334740
2011-12-20,2805949300
2011-12-21,2853476780
2011-12-22,2952187699
2011-12-23,2985091339
2011-12-27,2997887199
2011-12-28,2941219820
2011-12-29,3012511040
2011-12-30,2975951440
2012-01-03,3065522460
2012-01-04,3133157720
2012-01-05,3220900760
2012-01-06,3224556720
2012-01-09,3268428240
2012-01-10,3321439660
2012-01-11,3381763000
2012-01-12,3409182699
2012-01-13,3381763000
2012-01-17,3363483199
2012-01-18,3434774420
2012-01-19,3418322600
2012-01-20,3445742300
2012-01-23,3390902900
2012-01-24,3134985699
2012-01-25,3202620960
2012-01-26,3030790839
2012-01-27,3087458220
2012-01-30,3054554580
2012-01-31,3076490339
2012-02-01,3111221960
2012-02-02,3164233380
2012-02-03,3295847940
2012-02-06,3303159860
2012-02-07,3354343300
2012-02-08,3394558860
2012-02-09,3383590980
2012-02-10,3357999260
2012-02-13,3390902900
2012-02-14,3367139160
2012-02-15,3383590980
2012-02-16,3502409680
2012-02-17,3630368280
2012-02-21,3564561000
2012-02-22,3434774420
2012-02-23,3456710180
2012-02-24,3473162000
2012-02-27,3485957860
2012-02-28,3513377560
2012-02-29,3473162000
2012-03-01,3471334019
2012-03-02,3447570280
2012-03-05,3390902900
2012-03-06,3281224100
2012-03-07,3350687339
2012-03-08,3416494620
2012-03-09,3471334019
2012-03-12,3420150580
2012-03-13,3570044940
2012-03-14,3944780839
2012-03-15,4045319740
2012-03-16,4072739440
2012-03-19,4138546720
2012-03-20,4058115600
2012-03-21,4034351860
2012-03-22,3926501040
2012-03-23,3972200540
2012-03-26,4016072060
2012-03-27,3959404680
2012-03-28,3984996400
2012-03-29,3957576699
2012-03-30,3922845080
2012-04-02,3921368550
2012-04-03,3936007350
2012-04-04,3857323799
2012-04-05,3857323799
2012-04-09,3769491000
2012-04-10,3710935800
2012-04-11,3813407400
2012-04-12,3868302900
2012-04-13,3756682050
2012-04-16,3806088000
2012-04-17,3873792450
2012-04-18,3873792450
2012-04-19,3829876050
2012-04-20,3758511900
2012-04-23,3807917850
2012-04-24,3670679100
2012-04-25,3694467150
2012-04-26,3736553700
2012-04-27,3778640249
2012-04-30,3731064150
2012-05-01,3780470100
2012-05-02,3732893999
2012-05-03,3667019400
2012-05-04,3617613450
2012-05-07,3676168650
2012-05-08,3676168650
2012-05-09,3623103000
2012-05-10,3639571650
2012-05-11,3681658200
2012-05-14,3566377649
2012-05-15,3491353799
2012-05-16,3441947850
2012-05-17,3372413550
2012-05-18,3343135950
2012-05-21,3401691150
2012-05-22,3432798600
2012-05-23,3498673200
2012-05-24,3440118000
2012-05-25,3452926950
2012-05-29,3511482150
2012-05-30,3429138899
2012-05-31,3482204550
2012-06-01,3333986700
2012-06-04,3222365850
2012-06-05,3258962850
2012-06-06,3357774750
2012-06-07,3350455350
2012-06-08,3366923999
2012-06-11,3242494200
2012-06-12,3306538950
2012-06-13,3277261350
2012-06-14,3359604600
2012-06-15,3421819500
2012-06-18,3447437400
2012-06-19,3562717950
2012-06-20,3590165700
2012-06-21,3473055300
2012-06-22,3500503050
2012-06-25,3376073250
2012-06-26,3438288150
2012-06-27,3513312000
2012-06-28,3474885149
2012-06-29,3553568700
2012-07-02,3596942310
2012-07-03,3609768900
2012-07-05,3558462540
2012-07-06,3552965430
2012-07-09,3499826700
2012-07-10,3441190860
2012-07-11,3468676410
2012-07-12,3415537680
2012-07-13,3485167740
2012-07-16,3490664850
2012-07-17,3560294910
2012-07-18,3563959650
2012-07-19,3525479879
2012-07-20,3432029010
2012-07-23,3402711090
2012-07-24,3290936520
2012-07-25,3276277560
2012-07-26,3312924959
2012-07-27,3386219760
2012-07-30,3353237100
2012-07-31,3334913400
2012-08-01,3349572360
2012-08-02,3307427850
2012-08-03,3468676410
2012-08-06,3448520340
2012-08-07,3490664850
2012-08-08,3487000110
2012-08-09,3488832480
2012-08-10,3457682190
2012-08-13,3432029010
2012-08-14,3446687970
2012-08-15,3510820920
2012-08-16,3523647510
2012-08-17,3609768900
2012-08-20,3573121500
2012-08-21,3569456760
2012-08-22,3541971209
2012-08-23,3483335370
2012-08-24,3507156180
2012-08-27,3492497220
2012-08-28,3519982770
2012-08-29,3536474100
2012-08-30,3519982770
2012-08-31,3527312250
2012-09-04,3541971209
2012-09-05,3547468320
2012-09-06,3615266010
2012-09-07,3719711100
2012-09-10,3666572370
2012-09-11,3670237110
2012-09-12,3745364280
2012-09-13,3836982780
2012-09-14,3912109950
2012-09-17,3884624400
2012-09-18,3860803590
2012-09-19,3875462549
2012-09-20,3811329600
2012-09-21,3824156190
2012-09-24,3851641740
2012-09-25,3725208209
2012-09-26,3732537690
2012-09-27,3780179310
2012-09-28,3785676420
2012-10-01,3810807000
2012-10-02,3814473000
2012-10-03,3880461000
2012-10-04,3988608000
2012-10-05,4028934000
2012-10-08,3999606000
2012-10-09,3988608000
2012-10-10,4006938000
2012-10-11,4127916000
2012-10-12,4028934000
2012-10-15,4069260000
2012-10-16,4014269999
2012-10-17,4043598000
2012-10-18,3937284000
2012-10-19,3931785000
2012-10-22,3931785000
2012-10-23,3876794999
2012-10-24,3906123000
2012-10-25,3929952000
2012-10-26,3889626000
2012-10-31,3937284000
2012-11-01,3992274000
2012-11-02,3926286000
2012-11-05,3933618000
2012-11-06,3970278000
2012-11-07,3741153000
2012-11-08,3680663999
2012-11-09,3671499000
2012-11-12,3669666000
2012-11-13,3600012000
2012-11-14,3543188999
2012-11-15,3528525000
2012-11-16,3583515000
2012-11-19,3612843000
2012-11-20,3671499000
2012-11-21,3698994000
2012-11-23,3786978000
2012-11-26,3796143000
2012-11-27,3658668000
2012-11-28,3673332000
2012-11-29,3706326000
2012-11-30,3678831000
2012-12-03,3627507000
2012-12-04,3594513000
2012-12-05,3587181000
2012-12-06,3581682000
2012-12-07,3636672000
2012-12-10,3656835000
2012-12-11,3753984000
2012-12-12,3775980000
2012-12-13,3777813000
2012-12-14,3775980000
2012-12-17,3885960000
2012-12-18,3957447000
2012-12-19,3948282000
2012-12-20,4017936000
2012-12-21,3939116999
2012-12-24,3924453000
2012-12-26,3895125000
2012-12-27,3896958000
2012-12-28,3873129000
2012-12-31,3924674399
2013-01-02,4032878039
2013-01-03,4038379920
2013-01-04,4153919399
2013-01-07,4133745840
2013-01-08,4051217640
2013-01-09,4007202600
2013-01-10,4025542200
2013-01-11,3988863000
2013-01-14,4009036560
2013-01-15,4043881800
2013-01-16,4091564760
2013-01-17,4126410000
2013-01-18,4135579800
2013-01-22,4163089200
2013-01-23,4141081679
2013-01-24,4164923160
2013-01-25,4214440080
2013-01-28,4197934440
2013-01-29,4170425039
2013-01-30,4317141840
2013-01-31,4276794720
2013-02-01,4388666280
2013-02-04,4331813520
2013-02-05,4408839840
2013-02-06,4408839840
2013-02-07,4394168160
2013-02-08,4427179440
2013-02-11,4440017160
2013-02-12,4491368040
2013-02-13,4537217040
2013-02-14,4517043480
2013-02-15,4463858640
2013-02-19,4528047240
2013-02-20,4427179440
2013-02-21,4351987080
2013-02-22,4408839840
2013-02-25,4335481440
2013-02-26,4357488960
2013-02-27,4421677560
2013-02-28,4429013400
2013-03-01,4408839840
2013-03-04,4440017160
2013-03-05,4493202000
2013-03-06,4599571680
2013-03-07,4632582960
2013-03-08,4639918800
2013-03-11,4700439480
2013-03-12,4671096120
2013-03-13,4691269680
2013-03-14,4718779080
2013-03-15,4687601760
2013-03-18,4634416920
2013-03-19,4639918800
2013-03-20,4665594240
2013-03-21,4614243360
2013-03-22,4625247120
2013-03-25,4612409400
2013-03-26,4612409400
2013-03-27,4584900000
2013-03-28,4583066040
2013-04-01,4550772660
2013-04-02,4495678560
2013-04-03,4385490360
2013-04-04,4433238580
2013-04-05,4385490360
2013-04-08,4429565640
2013-04-09,4462622100
2013-04-10,4519552670
2013-04-11,4580156180
2013-04-12,4480986800
2013-04-15,4345088020
2013-04-16,4367125660
2013-04-17,4302849210
2013-04-18,4304685680
2013-04-19,4354270370
2013-04-22,4335905670
2013-04-23,4446093870
2013-04-24,4504860910
2013-04-25,4504860910
2013-04-26,4451603280
2013-04-29,4499351500
2013-04-30,4521389140
2013-05-01,4440584460
2013-05-02,4526898550
2013-05-03,4618722050
2013-05-06,4717891430
2013-05-07,4767476120
2013-05-08,4772985530
2013-05-09,4776658470
2013-05-10,4802369050
2013-05-13,4859299620
2013-05-14,4969487820
2013-05-15,4952959590
2013-05-16,4930921950
2013-05-17,5030091330
2013-05-20,5087021900
2013-05-21,5063147790
2013-05-22,4995198400
2013-05-23,4997034870
2013-05-24,5048456030
2013-05-28,5158644230
2013-05-29,5158644230
2013-05-30,5252304200
2013-05-31,5154971290
2013-06-03,5074166610
2013-06-04,4986016050
2013-06-05,4877664320
2013-06-06,4945613710
2013-06-07,5026418390
2013-06-10,5121914830
2013-06-11,5112732480
2013-06-12,4984179580
2013-06-13,5055801910
2013-06-14,4951123120
2013-06-17,4969487820
2013-06-18,5015399570
2013-06-19,4945613710
2013-06-20,5042946620
2013-06-21,5125587770
2013-06-24,5107223070
2013-06-25,5230266560
2013-06-26,5338618290
2013-06-27,5368001810
2013-06-28,5311071240
2013-07-01,5403687200
2013-07-02,5438668480
2013-07-03,5466285280
2013-07-05,5701948640
2013-07-08,5736929920
2013-07-09,5608051520
2013-07-10,5493902080
2013-07-11,5401846080
2013-07-12,5517836640
2013-07-15,5582275840
2013-07-16,5444191840
2013-07-17,5444191840
2013-07-18,5582275840
2013-07-19,5624621600
2013-07-22,5678014080
2013-07-23,5504948800
2013-07-24,5534406720
2013-07-25,5468126400
2013-07-26,5440509600
2013-07-29,5376070400
2013-07-30,5387117120
2013-07-31,5457079680
2013-08-01,5550976800
2013-08-02,5550976800
2013-08-05,5508631040
2013-08-06,5409210560
2013-08-07,5348453600
2013-08-08,5434986240
2013-08-09,5429462880
2013-08-12,5451556320
2013-08-13,5366864800
2013-08-14,5377911520
2013-08-15,5287696640
2013-08-16,5313472320
2013-08-19,5285855520
2013-08-20,5438668480
2013-08-21,5379752640
2013-08-22,5451556320
2013-08-23,5425780640
2013-08-26,5377911520
2013-08-27,5140407040
2013-08-28,5184593920
2013-08-29,5219575200
2013-08-30,5149612640
2013-09-03,5219575200
2013-09-04,5230621920
2013-09-05,5326360160
2013-09-06,5278491040
2013-09-09,5337406880
2013-09-10,5377911520
2013-09-11,5353976960
2013-09-12,5330042400
2013-09-13,5337406880
2013-09-16,5392640480
2013-09-17,5418416160
2013-09-18,5293220000
2013-09-19,5147771520
2013-09-20,5149612640
2013-09-23,5085173440
2013-09-24,5083332320
2013-09-25,5083332320
2013-09-26,5018893120
2013-09-27,5031780960
2013-09-30,5051010780
2013-10-01,5150483640
2013-10-02,5027063610
2013-10-03,4988379720
2013-10-04,5128378560
2013-10-07,4993905990
2013-10-08,4969958820
2013-10-09,4953380010
2013-10-10,5150483640
2013-10-11,5216798880
2013-10-14,5257324860
2013-10-15,5240746050
2013-10-16,5345745180
2013-10-17,5391797430
2013-10-18,5509691190
2013-10-21,5500480740
2013-10-22,5133904830
2013-10-23,5181799170
2013-10-24,5244430230
2013-10-25,5251798590
2013-10-28,5266535310
2013-10-29,5238903960
2013-10-30,5237061870
2013-10-31,5231535600
2013-11-01,5235219780
2013-11-04,5231535600
2013-11-05,5284956210
2013-11-06,5316271740
2013-11-07,5202062160
2013-11-08,5459954760
2013-11-11,5380744890
2013-11-12,5321798010
2013-11-13,5340218910
2013-11-14,5364166080
2013-11-15,5378902800
2013-11-18,5318113830
2013-11-19,5196535890
2013-11-20,5207588430
2013-11-21,5356797720
2013-11-22,5413902510
2013-11-25,5424955050
