,APH
2009-04-14,5125807991
2009-04-15,4933932825
2009-04-16,5399915370
2009-04-17,5221745573
2009-04-20,5180629466
2009-04-21,5386210001
2009-04-22,5509558321
2009-04-23,5509558321
2009-04-24,5715138856
2009-04-27,5632906642
2009-04-28,5646612011
2009-04-29,5824781808
2009-04-30,5797371070
2009-05-01,5838487176
2009-05-04,6016656973
2009-05-05,5865897914
2009-05-06,5811076439
2009-05-07,5536969059
2009-05-08,5564379797
2009-05-11,5317683156
2009-05-12,5358799263
2009-05-13,5249156311
2009-05-14,5399915370
2009-05-15,5454736846
2009-05-18,5632906642
2009-05-19,5728844225
2009-05-20,5742549594
2009-05-21,5482147584
2009-05-22,5495852952
2009-05-26,5728844225
2009-05-27,5646612011
2009-05-28,5674022749
2009-05-29,5715138856
2009-06-01,6002951604
2009-06-02,6002951604
2009-06-03,5715138856
2009-06-04,5783665701
2009-06-05,5728844225
2009-06-08,5536969059
2009-06-09,5632906642
2009-06-10,5811076439
2009-06-11,5907014021
2009-06-12,5824781808
2009-06-15,5660317380
2009-06-16,5495852952
2009-06-17,5495852952
2009-06-18,5523263690
2009-06-19,5427326108
2009-06-22,5276567049
2009-06-23,5290272418
2009-06-24,5331388525
2009-06-25,5427326108
2009-06-26,5468442215
2009-06-29,5386210001
2009-06-30,5430846548
2009-07-01,5540560619
2009-07-02,5417132289
2009-07-06,5444560807
2009-07-07,5362275253
2009-07-08,5307418217
2009-07-09,5403418030
2009-07-10,5389703771
2009-07-13,5485703584
2009-07-14,5526846360
2009-07-15,5814845799
2009-07-16,5759988763
2009-07-17,5650274691
2009-07-20,5677703209
2009-07-21,5732560245
2009-07-22,5814845799
2009-07-23,5869702834
2009-07-24,5951988388
2009-07-27,5897131352
2009-07-28,5855988575
2009-07-29,5718845986
2009-07-30,5732560245
2009-07-31,5718845986
2009-08-03,5897131352
2009-08-04,5842274316
2009-08-05,5718845986
2009-08-06,5677703209
2009-08-07,5718845986
2009-08-10,5705131727
2009-08-11,5609131914
2009-08-12,5814845799
2009-08-13,5828560058
2009-08-14,5732560245
2009-08-17,5554274878
2009-08-18,5540560619
2009-08-19,5540560619
2009-08-20,5650274691
2009-08-21,5718845986
2009-08-24,5759988763
2009-08-25,5787417281
2009-08-26,5924559870
2009-08-27,5979416906
2009-08-28,6061702460
2009-08-31,5993131165
2009-09-01,5883417093
2009-09-02,5869702834
2009-09-03,6006845424
2009-09-04,6061702460
2009-09-08,6390844675
2009-09-09,6473130229
2009-09-10,6596558559
2009-09-11,6582844300
2009-09-14,6582844300
2009-09-15,6637701336
2009-09-16,6788558185
2009-09-17,6815986703
2009-09-18,6747415408
2009-09-21,6733701149
2009-09-22,6706272631
2009-09-23,6596558559
2009-09-24,6473130229
2009-09-25,6390844675
2009-09-28,6431987452
2009-09-29,6418273193
2009-09-30,6499700374
2009-10-01,6209904816
2009-10-02,6113306296
2009-10-05,6209904816
2009-10-06,6389302066
2009-10-07,6472100797
2009-10-08,6541099739
2009-10-09,6568699316
2009-10-12,6706697201
2009-10-13,6623898470
2009-10-14,7120690855
2009-10-15,7079291490
2009-10-16,7037892124
2009-10-19,7134490644
2009-10-20,7079291490
2009-10-21,6899894240
2009-10-22,7162090221
2009-10-23,7120690855
2009-10-26,7148290432
2009-10-27,7175890009
2009-10-28,6927493816
2009-10-29,7148290432
2009-10-30,6913694028
2009-11-02,7093091278
2009-11-03,7134490644
2009-11-04,7134490644
2009-11-05,7258688740
2009-11-06,7231089163
2009-11-09,7396686625
2009-11-10,7438085990
2009-11-11,7451885779
2009-11-12,7300088105
2009-11-13,7286288317
2009-11-16,7451885779
2009-11-17,7479485356
2009-11-18,7438085990
2009-11-19,7286288317
2009-11-20,7244888952
2009-11-23,7355287259
2009-11-24,7313887894
2009-11-25,7327687682
2009-11-27,7134490644
2009-11-30,7106891067
2009-12-01,7286288317
2009-12-02,7617483240
2009-12-03,7603683452
2009-12-04,7672682394
2009-12-07,7686482183
2009-12-08,7589883664
2009-12-09,7603683452
2009-12-10,7562284087
2009-12-11,7548484298
2009-12-14,7617483240
2009-12-15,7589883664
2009-12-16,7479485356
2009-12-17,7341487471
2009-12-18,7451885779
2009-12-21,7562284087
2009-12-22,7700281971
2009-12-23,7976277741
2009-12-24,8045276683
2009-12-28,7921078587
2009-12-29,7962477952
2009-12-30,8100475837
2009-12-31,7997963776
2010-01-04,7956379908
2010-01-05,7790044440
2010-01-06,7817767018
2010-01-07,7776183151
2010-01-08,7831628307
2010-01-11,7845489596
2010-01-12,7679154128
2010-01-13,7803905729
2010-01-14,7845489596
2010-01-15,7595986393
2010-01-19,7637570261
2010-01-20,7637570261
2010-01-21,7360344480
2010-01-22,7027673543
2010-01-25,7083118699
2010-01-26,7138563855
2010-01-27,7069257410
2010-01-28,6930644520
2010-01-29,6902921941
2010-02-01,7027673543
2010-02-02,7027673543
2010-02-03,6999950965
2010-02-04,6681141317
2010-02-05,6736586473
2010-02-08,6750447762
2010-02-09,6861338074
2010-02-10,6847476785
2010-02-11,6944505809
2010-02-12,6916783230
2010-02-16,7152425144
2010-02-17,7221731589
2010-02-18,7277176746
2010-02-19,7415789636
2010-02-22,7235592878
2010-02-23,7138563855
2010-02-24,7207870300
2010-02-25,7180147722
2010-02-26,7221731589
2010-03-01,7360344480
2010-03-02,7360344480
2010-03-03,7540541237
2010-03-04,7498957370
2010-03-05,7609847682
2010-03-08,7582125104
2010-03-09,7679154128
2010-03-10,7817767018
2010-03-11,7679154128
2010-03-12,7651431550
2010-03-15,7609847682
2010-03-16,7693015417
2010-03-17,7720737995
2010-03-18,7665292839
2010-03-19,7540541237
2010-03-22,7443512214
2010-03-23,7318760613
2010-03-24,7277176746
2010-03-25,7263315456
2010-03-26,7180147722
2010-03-29,7346483191
2010-03-30,7318760613
2010-03-31,7315598225
2010-04-01,7357242996
2010-04-05,7454414130
2010-04-06,7454414130
2010-04-07,7426650949
2010-04-08,7426650949
2010-04-09,7509940492
2010-04-12,7551585264
2010-04-13,7551585264
2010-04-14,7759809123
2010-04-15,7704282760
2010-04-16,7607111626
2010-04-19,7634874808
2010-04-20,8231783202
2010-04-21,8106848887
2010-04-22,8106848887
2010-04-23,8148493658
2010-04-26,8217901611
2010-04-27,7968032981
2010-04-28,8051322524
2010-04-29,8106848887
2010-04-30,8023559343
2010-05-03,8176256839
2010-05-04,7773690713
2010-05-05,7648756398
2010-05-06,7523822083
2010-05-07,7371124587
2010-05-10,7856980256
2010-05-11,7801453894
2010-05-12,7884743438
2010-05-13,7815335485
2010-05-14,7634874808
2010-05-17,7773690713
2010-05-18,7662637989
2010-05-19,7454414130
2010-05-20,7149019138
2010-05-21,7273953453
2010-05-24,7218427091
2010-05-25,7204545500
2010-05-26,7149019138
2010-05-27,7454414130
2010-05-28,7357242996
2010-06-01,7121255957
2010-06-02,7273953453
2010-06-03,7329479815
2010-06-04,7079611185
2010-06-07,6899150508
2010-06-08,6788097783
2010-06-09,6829742555
2010-06-10,7051848004
2010-06-11,7121255957
2010-06-14,7121255957
2010-06-15,7468295721
2010-06-16,7398887768
2010-06-17,7398887768
2010-06-18,7398887768
2010-06-21,7385006177
2010-06-22,7260071862
2010-06-23,7246190272
2010-06-24,7107374366
2010-06-25,7190663910
2010-06-28,7204545500
2010-06-29,6940795280
2010-06-30,6827404217
2010-07-01,6869119518
2010-07-02,6771783816
2010-07-06,6757878716
2010-07-07,7008170520
2010-07-08,7077696022
2010-07-09,7063790921
2010-07-12,7049885821
2010-07-13,7300177626
2010-07-14,7355798026
2010-07-15,7411418427
2010-07-16,7147221523
2010-07-19,7230652124
2010-07-20,7383608227
2010-07-21,7383608227
2010-07-22,7633900031
2010-07-23,7842476535
2010-07-26,7967622437
2010-07-27,7828571435
2010-07-28,7800761234
2010-07-29,7786856134
2010-07-30,7786856134
2010-08-02,7939812237
2010-08-03,7856381635
2010-08-04,7939812237
2010-08-05,7870286735
2010-08-06,7828571435
2010-08-09,7939812237
2010-08-10,7814666334
2010-08-11,7411418427
2010-08-12,7244557225
2010-08-13,7091601122
2010-08-16,7175031723
2010-08-17,7355798026
2010-08-18,7355798026
2010-08-19,7216747024
2010-08-20,7244557225
2010-08-23,7077696022
2010-08-24,7022075621
2010-08-25,7049885821
2010-08-26,7133316423
2010-08-27,7286272525
2010-08-30,7161126623
2010-08-31,7077696022
2010-09-01,7633900031
2010-09-02,7759045933
2010-09-03,7967622437
2010-09-07,8037147938
2010-09-08,8148388740
2010-09-09,8037147938
2010-09-10,7981527537
2010-09-13,8231819342
2010-09-14,8245724442
2010-09-15,8231819342
2010-09-16,8148388740
2010-09-17,8231819342
2010-09-20,8384775444
2010-09-21,8301344843
2010-09-22,8120578540
2010-09-23,8148388740
2010-09-24,8468206046
2010-09-27,8426490745
2010-09-28,8509921346
2010-09-29,8551636647
2010-09-30,8545323441
2010-10-01,8559286388
2010-10-04,8419656920
2010-10-05,8754767643
2010-10-06,8629101122
2010-10-07,8629101122
2010-10-08,8601175228
2010-10-11,8615138175
2010-10-12,8601175228
2010-10-13,8698915856
2010-10-14,8629101122
2010-10-15,8754767643
2010-10-18,8712878803
2010-10-19,8517397547
2010-10-20,8489471654
2010-10-21,8615138175
2010-10-22,8573249335
2010-10-25,8726841750
2010-10-26,8712878803
2010-10-27,8629101122
2010-10-28,8615138175
2010-10-29,8754767643
2010-11-01,8726841750
2010-11-02,8922323005
2010-11-03,8992137739
2010-11-04,9243470781
2010-11-05,9229507834
2010-11-08,9159693100
2010-11-09,9103841313
2010-11-10,9173656047
2010-11-11,8950248898
2010-11-12,8824582377
2010-11-15,8782693537
2010-11-16,8545323441
2010-11-17,8559286388
2010-11-18,8810619430
2010-11-19,8950248898
2010-11-22,8908360058
2010-11-23,8670989962
2010-11-24,8908360058
2010-11-26,8838545324
2010-11-29,8838545324
2010-11-30,8726841750
2010-12-01,9020063632
2010-12-02,9215544888
2010-12-03,9243470781
2010-12-06,9257433728
2010-12-07,9243470781
2010-12-08,9173656047
2010-12-09,9285359622
2010-12-10,9299322568
2010-12-13,9299322568
2010-12-14,9285359622
2010-12-15,9201581941
2010-12-16,9285359622
2010-12-17,9271396675
2010-12-20,9201581941
2010-12-21,9201581941
2010-12-22,9257433728
2010-12-23,9173656047
2010-12-27,9229507834
2010-12-28,9229507834
2010-12-29,9257433728
2010-12-30,9229507834
2010-12-31,9248886081
2011-01-03,9360993791
2011-01-04,9164805299
2011-01-05,9094737980
2011-01-06,9052697588
2011-01-07,9080724516
2011-01-10,9094737980
2011-01-11,9178818762
2011-01-12,9248886081
2011-01-13,9220859154
2011-01-14,9150791835
2011-01-18,9262899545
2011-01-19,9262899545
2011-01-20,9178818762
2011-01-21,9332966864
2011-01-24,9585209211
2011-01-25,9655276530
2011-01-26,9697316921
2011-01-27,9949559269
2011-01-28,9641263066
2011-01-31,9697316921
2011-02-01,9963572733
2011-02-02,10005613124
2011-02-03,9949559269
2011-02-04,10075680443
2011-02-07,10089693907
2011-02-08,9991599660
2011-02-09,10047653515
2011-02-10,10159761226
2011-02-11,10257855472
2011-02-14,10187788153
2011-02-15,10075680443
2011-02-16,10061666979
2011-02-17,10061666979
2011-02-18,10047653515
2011-02-22,9907518878
2011-02-23,9893505414
2011-02-24,9935545805
2011-02-25,9963572733
2011-02-28,10075680443
2011-03-01,9851465023
2011-03-02,9977586197
2011-03-03,10271868936
2011-03-04,10243842008
2011-03-07,10131734298
2011-03-08,10173774689
2011-03-09,10117720834
2011-03-10,9893505414
2011-03-11,9865478487
2011-03-14,9865478487
2011-03-15,9767384240
2011-03-16,9543168820
2011-03-17,9599222675
2011-03-18,9669289994
2011-03-21,9837451559
2011-03-22,9641263066
2011-03-23,9557182284
2011-03-24,9501128429
2011-03-25,9529155356
2011-03-28,9459088038
2011-03-29,9613236139
2011-03-30,9683303458
2011-03-31,9312979385
2011-04-01,8970590437
2011-04-04,8956894879
2011-04-05,8943199321
2011-04-06,8997981553
2011-04-07,8997981553
2011-04-08,9011677111
2011-04-11,8943199321
2011-04-12,8915808205
2011-04-13,9025372669
2011-04-14,8984285995
2011-04-15,9080154900
2011-04-18,8861025974
2011-04-19,8833634858
2011-04-20,9408848291
2011-04-21,9381457175
2011-04-25,9367761617
2011-04-26,9518412754
2011-04-27,9600586101
2011-04-28,9586890544
2011-04-29,9573194986
2011-05-02,9586890544
2011-05-03,9504717196
2011-05-04,9395152733
2011-05-05,9436239406
2011-05-06,9532108312
2011-05-09,9573194986
2011-05-10,9751237239
2011-05-11,9504717196
2011-05-12,9449934964
2011-05-13,9422543848
2011-05-16,9422543848
2011-05-17,9354066059
2011-05-18,9449934964
2011-05-19,9395152733
2011-05-20,9354066059
2011-05-23,9176023806
2011-05-24,9025372669
2011-05-25,9093850458
2011-05-26,9162328248
2011-05-27,9230806038
2011-05-31,9258197153
2011-06-01,9107546016
2011-06-02,9107546016
2011-06-03,8984285995
2011-06-06,8929503763
2011-06-07,8902112648
2011-06-08,8724070395
2011-06-09,8792548184
2011-06-10,8792548184
2011-06-13,8669288163
2011-06-14,8778852626
2011-06-15,8682983721
2011-06-16,8559723700
2011-06-17,8587114815
2011-06-20,8587114815
2011-06-21,8710374837
2011-06-22,8765157068
2011-06-23,8819939300
2011-06-24,8696679279
2011-06-27,8724070395
2011-06-28,8847330416
2011-06-29,8929503763
2011-06-30,9069400764
2011-07-01,9217198406
2011-07-05,9136581510
2011-07-06,9123145361
2011-07-07,9324687600
2011-07-08,9109709211
2011-07-11,8840986226
2011-07-12,8585699389
2011-07-13,8626007837
2011-07-14,8464774046
2011-07-15,8531954792
2011-07-18,8424465598
2011-07-19,8679752434
2011-07-20,8424465598
2011-07-21,8491646344
2011-07-22,8572263240
2011-07-25,8531954792
2011-07-26,8545390942
2011-07-27,8263231807
2011-07-28,8249795657
2011-07-29,8209487210
2011-08-01,8128870314
2011-08-02,7806402731
2011-08-03,7900455776
2011-08-04,7322701357
2011-08-05,7282392909
2011-08-08,6919616879
2011-08-09,7403318253
2011-08-10,7148031416
2011-08-11,7739221985
2011-08-12,7806402731
2011-08-15,7927328075
2011-08-16,7819838880
2011-08-17,7698913537
2011-08-18,7134595267
2011-08-19,7080850670
2011-08-22,7107722969
2011-08-23,7416754402
2011-08-24,7416754402
2011-08-25,7268956760
2011-08-26,7470498999
2011-08-29,7752658134
2011-08-30,7792966582
2011-08-31,7887019627
2011-09-01,7698913537
2011-09-02,7201776014
2011-09-06,7282392909
2011-09-07,7577988193
2011-09-08,7443626701
2011-09-09,7215212163
2011-09-12,7282392909
2011-09-13,7336137506
2011-09-14,7537679746
2011-09-15,7577988193
2011-09-16,7470498999
2011-09-19,7282392909
2011-09-20,7201776014
2011-09-21,7134595267
2011-09-22,7053978372
2011-09-23,7013669924
2011-09-26,7188339864
2011-09-27,7349573656
2011-09-28,7134595267
2011-09-29,7255520611
2011-09-30,6704465018
2011-10-03,6533566890
2011-10-04,6743903047
2011-10-05,6862217136
2011-10-06,6993677234
2011-10-07,6967385215
2011-10-10,7230305412
2011-10-11,7046261274
2011-10-12,7111991323
2011-10-13,7098845313
2011-10-14,7256597431
2011-10-17,7033115264
2011-10-18,7243451421
2011-10-19,6888509156
2011-10-20,6927947185
2011-10-21,7493225608
2011-10-24,7703561766
2011-10-25,7585247677
2011-10-26,7769291815
2011-10-27,8203110140
2011-10-28,8097942061
2011-10-31,7808729844
2011-11-01,7650977726
2011-11-02,7782437825
2011-11-03,7927043933
2011-11-04,7861313884
2011-11-07,7874459894
2011-11-08,7861313884
2011-11-09,7466933589
2011-11-10,7453787579
2011-11-11,7703561766
2011-11-14,7664123736
2011-11-15,7795583835
2011-11-16,7742999795
2011-11-17,7506371618
2011-11-18,7388057530
2011-11-21,7164575362
2011-11-22,7098845313
2011-11-23,6849071126
2011-11-25,6835925116
2011-11-28,7046261274
2011-11-29,7019969254
2011-11-30,7453787579
2011-12-01,7440641569
2011-12-02,7401203539
2011-12-05,7532663638
2011-12-06,7480079598
2011-12-07,7440641569
2011-12-08,7217159402
2011-12-09,7388057530
2011-12-12,7164575362
2011-12-13,6993677234
2011-12-14,6875363146
2011-12-15,6849071126
2011-12-16,6835925116
2011-12-19,6757049057
2011-12-20,7177721372
2011-12-21,7243451421
2011-12-22,7401203539
2011-12-23,7506371618
2011-12-27,7532663638
2011-12-28,7427495559
2011-12-29,7532663638
2011-12-30,7453787579
2012-01-03,7491645698
2012-01-04,7465587799
2012-01-05,7530732545
2012-01-06,7530732545
2012-01-09,7661022035
2012-01-10,7817369424
2012-01-11,7791311525
2012-01-12,7856456271
2012-01-13,7843427322
2012-01-17,7856456271
2012-01-18,8729395856
2012-01-19,8937859041
2012-01-20,9016032735
2012-01-23,8976945888
2012-01-24,8911801143
2012-01-25,8911801143
2012-01-26,8911801143
2012-01-27,8859685347
2012-01-30,8820598500
2012-01-31,8859685347
2012-02-01,8924830092
2012-02-02,8833627449
2012-02-03,8963916939
2012-02-06,8937859041
2012-02-07,8937859041
2012-02-08,8898772194
2012-02-09,9003003786
2012-02-10,8924830092
2012-02-13,8976945888
2012-02-14,8963916939
2012-02-15,8937859041
2012-02-16,9172380124
2012-02-17,9172380124
2012-02-21,9185409073
2012-02-22,9146322226
2012-02-23,9133293277
2012-02-24,9172380124
2012-02-27,9146322226
2012-02-28,9198438022
2012-02-29,9120264328
2012-03-01,9198438022
2012-03-02,9159351175
2012-03-05,9081177480
2012-03-06,8976945888
2012-03-07,9120264328
2012-03-08,9172380124
2012-03-09,9250553818
2012-03-12,9237524869
2012-03-13,9445988054
2012-03-14,9341756461
2012-03-15,9406901206
2012-03-16,9406901206
2012-03-19,9380843308
2012-03-20,9224495920
2012-03-21,9263582767
2012-03-22,9263582767
2012-03-23,9250553818
2012-03-26,9432959104
2012-03-27,9615364391
2012-03-28,9550219646
2012-03-29,9615364391
2012-03-30,9732624932
2012-04-02,9910348708
2012-04-03,9806981316
2012-04-04,9639009304
2012-04-05,9587325608
2012-04-09,9445195444
2012-04-10,9225539736
2012-04-11,9315986204
2012-04-12,9548562836
2012-04-13,9496879140
2012-04-16,9535641912
2012-04-17,9677772076
2012-04-18,9380590824
2012-04-19,9303065280
2012-04-20,9315986204
2012-04-23,9160935116
2012-04-24,9135093268
2012-04-25,9264302508
2012-04-26,9445195444
2012-04-27,9471037292
2012-04-30,9393511748
2012-05-01,9354748976
2012-05-02,9367669900
2012-05-03,9160935116
2012-05-04,8941279408
2012-05-07,8850832940
2012-05-08,8812070168
2012-05-09,8837912016
2012-05-10,8760386472
2012-05-11,8721623700
2012-05-14,8631177232
2012-05-15,8592414460
2012-05-16,8514888916
2012-05-17,8437363372
2012-05-18,8269391360
2012-05-21,8476126143
2012-05-22,8553651688
2012-05-23,8631177232
2012-05-24,8605335384
2012-05-25,8592414460
2012-05-29,8734544624
2012-05-30,8605335384
2012-05-31,8592414460
2012-06-01,8333995980
2012-06-04,8437363372
2012-06-05,8605335384
2012-06-06,8747465548
2012-06-07,8812070168
2012-06-08,8863753864
2012-06-11,8721623700
2012-06-12,8837912016
2012-06-13,8876674788
2012-06-14,8786228320
2012-06-15,9005884028
2012-06-18,9122172344
2012-06-19,9264302508
2012-06-20,9160935116
2012-06-21,8850832940
2012-06-22,8902516636
2012-06-25,8644098156
2012-06-26,8631177232
2012-06-27,8682860928
2012-06-28,8592414460
2012-06-29,8876674788
2012-07-02,8829044256
2012-07-03,8906492013
2012-07-05,8893584054
2012-07-06,8635424865
2012-07-09,8596700987
2012-07-10,8467621392
2012-07-11,8364357717
2012-07-12,8299817919
2012-07-13,8403081595
2012-07-16,8351449757
2012-07-17,8286909960
2012-07-18,9513166107
2012-07-19,9526074066
2012-07-20,9384086512
2012-07-23,9371178553
2012-07-24,9306638756
2012-07-25,9461534269
2012-07-26,9668061620
2012-07-27,9680969580
2012-07-30,9629337742
2012-07-31,9500258147
2012-08-01,9474442228
2012-08-02,9371178553
2012-08-03,9642245701
2012-08-06,9732601417
2012-08-07,9900404890
2012-08-08,9835865093
2012-08-09,9822957133
2012-08-10,9848773052
2012-08-13,9977852647
2012-08-14,9990760606
2012-08-15,9952036728
2012-08-16,10055300403
2012-08-17,10068208363
2012-08-20,10029484484
2012-08-21,9990760606
2012-08-22,9835865093
2012-08-23,9835865093
2012-08-24,9952036728
2012-08-27,9939128768
2012-08-28,9810049174
2012-08-29,9810049174
2012-08-30,9732601417
2012-08-31,9822957133
2012-09-04,9900404890
2012-09-05,9745509377
2012-09-06,9964944687
2012-09-07,10003668566
2012-09-10,9926220809
2012-09-11,9913312849
2012-09-12,9887496931
2012-09-13,10068208363
2012-09-14,10197287957
2012-09-17,10184379998
2012-09-18,10106932241
2012-09-19,10068208363
2012-09-20,9990760606
2012-09-21,9990760606
2012-09-24,9797141214
2012-09-25,9706785498
2012-09-26,9551889985
2012-09-27,9564797945
2012-09-28,9500258147
2012-10-01,9263540944
2012-10-02,9302032112
2012-10-03,9340523279
2012-10-04,9289201722
2012-10-05,9417505614
2012-10-08,9353353668
2012-10-09,9379014446
2012-10-10,9353353668
2012-10-11,9379014446
2012-10-12,9391844835
2012-10-15,9468827170
2012-10-16,9648452618
2012-10-17,9866569233
2012-10-18,9905060400
2012-10-19,9802417287
2012-10-22,9879399622
2012-10-23,9789586898
2012-10-24,9609961450
2012-10-25,9635622229
2012-10-26,9648452618
2012-10-31,9648452618
2012-11-01,9789586898
2012-11-02,9751095731
2012-11-05,9905060400
2012-11-06,9956381957
2012-11-07,9763926120
2012-11-08,9674113396
2012-11-09,9789586898
2012-11-12,9840908455
2012-11-13,9725434952
2012-11-14,9494487948
2012-11-15,9417505614
2012-11-16,9481657559
2012-11-19,9699774174
2012-11-20,9686943785
2012-11-21,9738265342
2012-11-23,9866569233
2012-11-26,9905060400
2012-11-27,9789586898
2012-11-28,9879399622
2012-11-29,9943551568
2012-11-30,9930721178
2012-12-03,9789586898
2012-12-04,9776756509
2012-12-05,9776756509
2012-12-06,9802417287
2012-12-07,9879399622
2012-12-10,9930721178
2012-12-11,10071855459
2012-12-12,10084685848
2012-12-13,10046194680
2012-12-14,10033364291
2012-12-17,10225820128
2012-12-18,10379784798
2012-12-19,10405445576
2012-12-20,10431106354
2012-12-21,10418275965
2012-12-24,10379784798
2012-12-26,10354124019
2012-12-27,10366954408
2012-12-28,10200159350
2012-12-31,10338254232
2013-01-02,10874974477
2013-01-03,10734404889
2013-01-04,10696067729
2013-01-07,10708846782
2013-01-08,10657730568
2013-01-09,10785521103
2013-01-10,10836637317
2013-01-11,10926090691
2013-01-14,10887753530
2013-01-15,10913311637
2013-01-16,10900532584
2013-01-17,10836637317
2013-01-18,10798300156
2013-01-22,10836637317
2013-01-23,10811079210
2013-01-24,10823858263
2013-01-25,10811079210
2013-01-28,10759962996
2013-01-29,10823858263
2013-01-30,10823858263
2013-01-31,10798300156
2013-02-01,10938869744
2013-02-04,10785521103
2013-02-05,11002765011
2013-02-06,11104997439
2013-02-07,11104997439
2013-02-08,11258346080
2013-02-11,11245567027
2013-02-12,11245567027
2013-02-13,11194450813
2013-02-14,11194450813
2013-02-15,11245567027
2013-02-19,11322241347
2013-02-20,11104997439
2013-02-21,11066660279
2013-02-22,11309462294
2013-02-25,11053881225
2013-02-26,11194450813
2013-02-27,11283904187
2013-02-28,11322241347
2013-03-01,11450031882
2013-03-04,11501148096
2013-03-05,11590601470
2013-03-06,11628938630
2013-03-07,11590601470
2013-03-08,11705612951
2013-03-11,11680054844
2013-03-12,11603380523
2013-03-13,11641717683
2013-03-14,11705612951
2013-03-15,11565043363
2013-03-18,11577822416
2013-03-19,11552264309
2013-03-20,11692833897
2013-03-21,11616159576
2013-03-22,11692833897
2013-03-25,11603380523
2013-03-26,11692833897
2013-03-27,11680054844
2013-03-28,11922856859
2013-04-01,11741513143
2013-04-02,11767065947
2013-04-03,11715960340
2013-04-04,11690407537
2013-04-05,11511537913
2013-04-08,11664854733
2013-04-09,11664854733
2013-04-10,11882053562
2013-04-11,11945935570
2013-04-12,11741513143
2013-04-15,11422103101
2013-04-16,11741513143
2013-04-17,11537090717
2013-04-18,11537090717
2013-04-19,11626525528
2013-04-22,11792618750
2013-04-23,11818171554
2013-04-24,11882053562
2013-04-25,12022593980
2013-04-26,11869277160
2013-04-29,11958711972
2013-04-30,12060923185
2013-05-01,12060923185
2013-05-02,12099252390
2013-05-03,12329227621
2013-05-06,12329227621
2013-05-07,12444215236
2013-05-08,12456991638
2013-05-09,12495320843
2013-05-10,12827507286
2013-05-13,12750848876
2013-05-14,12904165696
2013-05-15,12993600508
2013-05-16,13006376910
2013-05-17,13300234148
2013-05-20,13083035320
2013-05-21,12942494901
2013-05-22,12405886031
2013-05-23,12456991638
2013-05-24,12508097244
2013-05-28,12559202851
2013-05-29,12495320843
2013-05-30,12533650048
2013-05-31,12444215236
2013-06-03,12571979253
2013-06-04,12418662432
2013-06-05,12252569211
2013-06-06,12342004022
2013-06-07,12418662432
2013-06-10,12431438834
2013-06-11,12252569211
2013-06-12,12150357997
2013-06-13,12303674817
2013-06-14,12175910801
2013-06-17,12623084859
2013-06-18,12661414064
2013-06-19,12495320843
2013-06-20,12073699587
2013-06-21,12201463604
2013-06-24,11971488374
2013-06-25,12201463604
2013-06-26,12380333227
2013-06-27,12686966868
2013-06-28,12444215236
2013-07-01,12452070009
2013-07-02,12452070009
2013-07-03,12515536217
2013-07-05,12731321324
2013-07-08,12769401049
2013-07-09,12972492915
2013-07-10,13124811814
2013-07-11,13505609062
2013-07-12,13543688787
2013-07-15,13480222579
2013-07-16,13378676646
2013-07-17,13416756371
2013-07-18,12109352486
2013-07-19,12185511936
2013-07-22,12452070009
2013-07-23,12363217318
2013-07-24,12363217318
2013-07-25,12299751110
2013-07-26,12299751110
2013-07-29,12274364627
2013-07-30,12375910560
2013-07-31,12464763251
2013-08-01,12667855116
2013-08-02,12553615942
2013-08-05,12591695667
2013-08-06,12490149734
2013-08-07,12287057868
2013-08-08,12287057868
2013-08-09,12312444352
2013-08-12,12299751110
2013-08-13,12274364627
2013-08-14,12185511936
2013-08-15,11918953862
2013-08-16,11868180896
2013-08-19,11766634963
2013-08-20,11982420070
2013-08-21,11995113312
2013-08-22,12350524076
2013-08-23,12350524076
2013-08-26,12223591660
2013-08-27,11931647104
2013-08-28,12071272761
2013-08-29,12109352486
2013-08-30,12020499795
2013-09-03,11957033587
2013-09-04,12122045728
2013-09-05,11995113312
2013-09-06,11918953862
2013-09-09,12096659244
2013-09-10,12375910560
2013-09-11,12388603801
2013-09-12,12337830835
2013-09-13,12261671385
2013-09-16,12388603801
2013-09-17,12401297043
2013-09-18,12426683526
2013-09-19,12477456492
2013-09-20,12172818694
2013-09-23,12274364627
2013-09-24,12274364627
2013-09-25,12337830835
2013-09-26,12375910560
2013-09-27,12299751110
2013-09-30,12244782627
2013-10-01,12282770577
2013-10-02,12270107927
2013-10-03,12067505526
2013-10-04,12105493476
2013-10-07,12004192275
2013-10-08,11839577824
2013-10-09,11978866975
2013-10-10,12054842876
2013-10-11,12194132027
2013-10-14,12206794677
2013-10-15,12257445277
2013-10-16,12510698279
2013-10-17,12839927181
2013-10-18,13029866932
2013-10-21,13029866932
2013-10-22,12979216332
2013-10-23,12915903081
2013-10-24,12865252481
2013-10-25,12865252481
2013-10-28,12776613930
2013-10-29,12814601880
2013-10-30,12725963330
2013-10-31,12713300680
2013-11-01,12649987429
2013-11-04,12713300680
2013-11-05,12637324779
2013-11-06,12801939230
2013-11-07,12700638030
2013-11-08,12877915131
2013-11-11,12839927181
2013-11-12,12877915131
2013-11-13,12928565731
2013-11-14,13093180182
2013-11-15,13308445234
2013-11-18,13422409084
2013-11-19,13397083784
2013-11-20,13435071734
2013-11-21,13447734384
2013-11-22,13473059685
2013-11-25,13460397035
2013-11-26,13460397035
