,BR
2016-06-24,7408413000
2016-06-27,7274960000
2016-06-28,7433214000
2016-06-29,7520608000
2016-06-30,7726200000
2016-07-01,7746345000
2016-07-05,7758195000
2016-07-06,7778340000
2016-07-07,7784265000
2016-07-08,7894470000
2016-07-11,7938314999
2016-07-12,7935945000
2016-07-13,7915800000
2016-07-14,7959645000
2016-07-15,7903950000
2016-07-18,7898025000
2016-07-19,7943055000
2016-07-20,8008230000
2016-07-21,7984529999
2016-07-22,8063925000
2016-07-25,8011785000
2016-07-26,8101845000
2016-07-27,8079330000
2016-07-28,8016525000
2016-07-29,8020080000
2016-08-01,8129099999
2016-08-02,8067480000
2016-08-03,8055630000
2016-08-04,8091180000
2016-08-05,8148060000
2016-08-08,8116064999
2016-08-09,8132654999
2016-08-10,8236935000
2016-08-11,8190720000
2016-08-12,8114880000
2016-08-15,8056814999
2016-08-16,7946610000
2016-08-17,7896840000
2016-08-18,7927650000
2016-08-19,7939500000
2016-08-22,8067480000
2016-08-23,8099474999
2016-08-24,8101845000
2016-08-25,8185980000
2016-08-26,8176500000
2016-08-29,8180055000
2016-08-30,8183610000
2016-08-31,8212050000
2016-09-01,8312775000
2016-09-02,8404020000
2016-09-06,8439570000
2016-09-07,8462085000
2016-09-08,8419425000
2016-09-09,8226270000
2016-09-12,8289075000
2016-09-13,8144505000
2016-09-14,8054445000
2016-09-15,8123175000
2016-09-16,8139765000
2016-09-19,8127915000
2016-09-20,8143320000
2016-09-21,8238120000
2016-09-22,8276040000
2016-09-23,8149245000
2016-09-26,8279595000
2016-09-27,8184794999
2016-09-28,8220345000
2016-09-29,7984529999
2016-09-30,8046673000
2016-10-03,8021746000
2016-10-04,7993258000
2016-10-05,7990883999
2016-10-06,8062104000
2016-10-07,7939843000
2016-10-10,7906607000
2016-10-11,7728557000
2016-10-12,7758232000
2016-10-13,7746362000
2016-10-14,7803337999
2016-10-17,7777224000
2016-10-18,7774850000
2016-10-19,7714312999
2016-10-20,7616979000
2016-10-21,7639532000
2016-10-24,7666833000
2016-10-25,7724996000
2016-10-26,7656150000
2016-10-27,7582556000
2016-10-28,7605108999
2016-10-31,7675142000
2016-11-01,7612230999
2016-11-02,7599174000
2016-11-03,7611044000
2016-11-04,7600361000
2016-11-07,7736866000
2016-11-08,7796216000
2016-11-09,7377205000
2016-11-10,7206277000
2016-11-11,7196781000
2016-11-14,7188472000
2016-11-15,7240700000
2016-11-16,7450799000
2016-11-17,7702443000
2016-11-18,7734492000
2016-11-21,7796216000
2016-11-22,7789094000
2016-11-23,7822330000
2016-11-25,7817582000
2016-11-28,7827078000
2016-11-29,7939843000
2016-11-30,7684637999
2016-12-01,7619353000
2016-12-02,7538637000
2016-12-05,7601548000
2016-12-06,7608669999
2016-12-07,7772476000
2016-12-08,7787907000
2016-12-09,7805712000
2016-12-12,7734492000
2016-12-13,7752297000
2016-12-14,7707191000
2016-12-15,7754671000
2016-12-16,7772476000
2016-12-19,7821143000
2016-12-20,7874558000
2016-12-21,7785533000
2016-12-22,7785533000
2016-12-23,7843696000
2016-12-27,7868623000
2016-12-28,7895924000
2016-12-29,7935094999
2016-12-30,7869810000
2017-01-03,7766554000
2017-01-04,7818386000
2017-01-05,7778334000
2017-01-06,7810140000
2017-01-09,7792470000
2017-01-10,7777156000
2017-01-11,7787758000
2017-01-12,7799537999
2017-01-13,7800716000
2017-01-17,7798360000
2017-01-18,7787758000
2017-01-19,7744171999
2017-01-20,7758308000
2017-01-23,7758308000
2017-01-24,7893778000
2017-01-25,7960924000
2017-01-26,7938542000
2017-01-27,7920871999
2017-01-30,7823098000
2017-01-31,7837234000
2017-02-01,7759486000
2017-02-02,8008044000
2017-02-03,8076368000
2017-02-06,8018645999
2017-02-07,8068121999
2017-02-08,8031604000
2017-02-09,7913804000
2017-02-10,7930295999
2017-02-13,7996263999
2017-02-14,7958568000
2017-02-15,8029248000
2017-02-16,8083436000
2017-02-17,8078724000
2017-02-21,8144692000
2017-02-22,8111708000
2017-02-23,8124666000
2017-02-24,8288408000
2017-02-27,8224795999
2017-02-28,8167074000
2017-03-01,8316679999
2017-03-02,8240110000
2017-03-03,8202413999
2017-03-06,8136445999
2017-03-07,8084613999
2017-03-08,8045740000
2017-03-09,8083436000
2017-03-10,8069300000
2017-03-13,8097571999
2017-03-14,8101106000
2017-03-15,8105818000
2017-03-16,8162362000
2017-03-17,8161184000
2017-03-20,8066944000
2017-03-21,7979771999
2017-03-22,8052808000
2017-03-23,8011578000
2017-03-24,7982128000
2017-03-27,7957390000
2017-03-28,7991552000
2017-03-29,7956212000
2017-03-30,7998620000
2017-03-31,7956945000
2017-04-03,7920644000
2017-04-04,7838674000
2017-04-05,7832819000
2017-04-06,7839845000
2017-04-07,7805886000
2017-04-10,7833990000
2017-04-11,7938209000
2017-04-12,7924157000
2017-04-13,7849213000
2017-04-17,7944064000
2017-04-18,7955774000
2017-04-19,7989733000
2017-04-20,8017837000
2017-04-21,8016665999
2017-04-24,8123227000
2017-04-25,8164212000
2017-04-26,8164212000
2017-04-27,8219249000
2017-04-28,8189974000
2017-05-01,8185290000
2017-05-02,8192315999
2017-05-03,8123227000
2017-05-04,8099807000
2017-05-05,8069361000
2017-05-08,8007297999
2017-05-09,8004956000
2017-05-10,8285996000
2017-05-11,8290680000
2017-05-12,8322296999
2017-05-15,8435884000
2017-05-16,8554155000
2017-05-17,8489750000
2017-05-18,8469843000
2017-05-19,8589284999
2017-05-22,8681794000
2017-05-23,8678281000
2017-05-24,8768448000
2017-05-25,8873838000
2017-05-26,8801236000
2017-05-30,8810604000
2017-05-31,8886719000
2017-06-01,9062369000
2017-06-02,9092815000
2017-06-05,9002648000
2017-06-06,8882035000
2017-06-07,8908968000
2017-06-08,8752054000
2017-06-09,8693504000
2017-06-12,8723950000
2017-06-13,8804749000
2017-06-14,8801236000
2017-06-15,8864470000
2017-06-16,8824656000
2017-06-19,8905455000
2017-06-20,8858615000
2017-06-21,8890232000
2017-06-22,8924191000
2017-06-23,8951124000
2017-06-26,8961663000
2017-06-27,8850418000
2017-06-28,8901942000
2017-06-29,8791868000
2017-06-30,8802740000
2017-07-03,8761965000
2017-07-05,8809730000
2017-07-06,8678085000
2017-07-07,8764295000
2017-07-10,8710705000
2017-07-11,8681580000
2017-07-12,8774780000
2017-07-13,8716530000
2017-07-14,8761965000
2017-07-17,8714200000
2017-07-18,8692065000
2017-07-19,8799245000
2017-07-20,8766625000
2017-07-21,8767790000
2017-07-24,8852835000
2017-07-25,8930890000
2017-07-26,8863320000
2017-07-27,8795750000
2017-07-28,8791090000
2017-07-31,8837690000
2017-08-01,8909920000
2017-08-02,8820215000
2017-08-03,8893610000
2017-08-04,8814390000
2017-08-07,8807400000
2017-08-08,8744490000
2017-08-09,8696725000
2017-08-10,8420620000
2017-08-11,8652455000
2017-08-14,8822545000
2017-08-15,8863320000
2017-08-16,8980985000
2017-08-17,8907590000
2017-08-18,8888950000
2017-08-21,8900600000
2017-08-22,8957685000
2017-08-23,8965840000
2017-08-24,8922735000
2017-08-25,8955355000
2017-08-28,8960015000
2017-08-29,8944870000
2017-08-30,8942540000
2017-08-31,9102145000
2017-09-01,9088165000
2017-09-05,9121950000
2017-09-06,9149910000
2017-09-07,9211655000
2017-09-08,9212820000
2017-09-11,9338640000
2017-09-12,9375920000
2017-09-13,9267575000
2017-09-14,9238450000
2017-09-15,9222140000
2017-09-18,9182530000
2017-09-19,9216315000
2017-09-20,9283885000
2017-09-21,9304855000
2017-09-22,9428345000
2017-09-25,9501740000
2017-09-26,9476110000
2017-09-27,9457470000
2017-09-28,9392230000
2017-09-29,9415530000
2017-10-02,9456260000
2017-10-03,9527386000
2017-10-04,9527386000
2017-10-05,9525054000
2017-10-06,9523888000
2017-10-09,9574026000
2017-10-10,9555370000
2017-10-11,9561200000
2017-10-12,9585686000
2017-10-13,9629994000
2017-10-16,9689460000
2017-10-17,9676634000
2017-10-18,9748926000
2017-10-19,9755922000
2017-10-20,9836376000
2017-10-23,9832878000
2017-10-24,9838708000
2017-10-25,9824716000
2017-10-26,9920328000
2017-10-27,10021770000
2017-10-30,9985624000
2017-10-31,10018272000
2017-11-01,10076572000
2017-11-02,10057916000
2017-11-03,10125544000
2017-11-06,10162856000
2017-11-07,10187342000
2017-11-08,10549968000
2017-11-09,10240978000
2017-11-10,10313270000
2017-11-13,10211828000
2017-11-14,10460186000
2017-11-15,10344752000
2017-11-16,10337756000
2017-11-17,10406550000
2017-11-20,10473012000
2017-11-21,10575620000
2017-11-22,10348250000
2017-11-24,10417044000
2017-11-27,10382064000
2017-11-28,10518486000
2017-11-29,10391392000
2017-11-30,10524316000
2017-12-01,10509158000
2017-12-04,10513822000
2017-12-05,10326096000
2017-12-06,10336590000
2017-12-07,10408882000
2017-12-08,10439198000
2017-12-11,10470680000
2017-12-12,10421708000
2017-12-13,10433368000
2017-12-14,10358744000
2017-12-15,10497498000
2017-12-18,10601272000
2017-12-19,10629256000
2017-12-20,10629256000
2017-12-21,10681726000
2017-12-22,10604770000
2017-12-26,10594276000
2017-12-27,10590778000
2017-12-28,10596608000
2017-12-29,10561628000
2018-01-02,10614520000
2018-01-03,10605168000
2018-01-04,10689336000
2018-01-05,10820264000
2018-01-08,10886897000
2018-01-09,10907939000
2018-01-10,10869362000
2018-01-11,10924305000
2018-01-12,10993276000
2018-01-16,10996783000
2018-01-17,11126542000
2018-01-18,11120697000
2018-01-19,11214217000
2018-01-22,11322934000
2018-01-23,11298385000
2018-01-24,11243442000
2018-01-25,11266822000
2018-01-26,11389567000
2018-01-29,11318258000
2018-01-30,11271498000
2018-01-31,11270329000
2018-02-01,11243442000
2018-02-02,11078613000
2018-02-05,10593478000
2018-02-06,10622703000
2018-02-07,10712716000
2018-02-08,10607506000
2018-02-09,10777011000
2018-02-12,10974572000
2018-02-13,11162781000
2018-02-14,11379046000
2018-02-15,11573100000
2018-02-16,11547382000
2018-02-20,11525171000
2018-02-21,11589466000
2018-02-22,11672465000
2018-02-23,11851322000
2018-02-26,11803393000
2018-02-27,11784689000
2018-02-28,11734422000
2018-03-01,11630381000
2018-03-02,11963546000
2018-03-05,12078108000
2018-03-06,12338795000
2018-03-07,12399583000
2018-03-08,12482582000
2018-03-09,12666115000
2018-03-12,12691833000
2018-03-13,12668453000
2018-03-14,12602989000
2018-03-15,12522328000
2018-03-16,12541032000
2018-03-19,12498948000
2018-03-20,12730410000
2018-03-21,12710537000
2018-03-22,12429977000
2018-03-23,12238261000
2018-03-26,12625200000
2018-03-27,12548046000
2018-03-28,12524666000
2018-03-29,12822761000
2018-04-02,12600172000
2018-04-03,12656428000
2018-04-04,12725576000
2018-04-05,12775972000
2018-04-06,12487660000
2018-04-09,12527508000
2018-04-10,12675180000
2018-04-11,12567356000
2018-04-12,12563840000
2018-04-13,12543916000
2018-04-16,12858012000
2018-04-17,13140464000
2018-04-18,13091240000
2018-04-19,13004512000
2018-04-20,12874420000
2018-04-23,12869732000
2018-04-24,12750188000
2018-04-25,12582592000
2018-04-26,12672836000
2018-04-27,12588452000
2018-04-30,12565012000
2018-05-01,12658772000
2018-05-02,12586108000
2018-05-03,12635332000
2018-05-04,12724404000
2018-05-07,12710340000
2018-05-08,13149840000
2018-05-09,13346736000
2018-05-10,13744044000
2018-05-11,13773344000
2018-05-14,13598716000
2018-05-15,13549492000
2018-05-16,13488548000
2018-05-17,13338532000
2018-05-18,13449872000
2018-05-21,13541288000
2018-05-22,13397132000
2018-05-23,13598716000
2018-05-24,13624500000
2018-05-25,13584652000
2018-05-29,13381896000
2018-05-30,13616296000
2018-05-31,13530740000
2018-06-01,13628016000
2018-06-04,13813192000
2018-06-05,13804988000
2018-06-06,14020636000
2018-06-07,13919844000
2018-06-08,13993680000
2018-06-11,13749904000
2018-06-12,13622156000
2018-06-13,13564728000
2018-06-14,13465108000
2018-06-15,13405336000
2018-06-18,13649112000
2018-06-19,13613952000
2018-06-20,13701852000
2018-06-21,13687788000
2018-06-22,13651456000
2018-06-25,13414712000
2018-06-26,13474484000
2018-06-27,13268212000
2018-06-28,13422916000
2018-06-29,13489720000
2018-07-02,13491924000
2018-07-03,13526844000
2018-07-05,13490760000
2018-07-06,13571076000
2018-07-09,13658376000
2018-07-10,13653720000
2018-07-11,13677000000
2018-07-12,13898160000
2018-07-13,13731708000
2018-07-16,13702608000
2018-07-17,13765464000
2018-07-18,13754988000
2018-07-19,13815516000
2018-07-20,13793400000
2018-07-23,13839960000
2018-07-24,13752660000
2018-07-25,13963344000
2018-07-26,13895832000
2018-07-27,13656048000
2018-07-30,13164840000
2018-07-31,13150872000
2018-08-01,13101984000
2018-08-02,13328964000
2018-08-03,13384836000
2018-08-06,13525680000
2018-08-07,15035387999
2018-08-08,15067979999
2018-08-09,15100571999
2018-08-10,15058668000
2018-08-13,15017928000
2018-08-14,15143640000
2018-08-15,15115704000
2018-08-16,15400884000
2018-08-17,15507971999
2018-08-20,15518448000
2018-08-21,15463740000
2018-08-22,15448608000
2018-08-23,15506808000
2018-08-24,15636012000
2018-08-27,15582468000
2018-08-28,15494004000
2018-08-29,15754740000
2018-08-30,15673260000
2018-08-31,15730295999
2018-09-04,15902568000
2018-09-05,15788495999
2018-09-06,15944471999
2018-09-07,15853679999
2018-09-10,15927012000
2018-09-11,15913044000
2018-09-12,15925848000
2018-09-13,15930504000
2018-09-14,16030608000
2018-09-17,15689556000
2018-09-18,15754740000
2018-09-19,15441624000
2018-09-20,15480036000
2018-09-21,15440460000
2018-09-24,15534744000
2018-09-25,15615060000
2018-09-26,15398556000
2018-09-27,15276336000
2018-09-28,15358979999
2018-10-01,15127141000
2018-10-02,15070154000
2018-10-03,15086436000
2018-10-04,14836391000
2018-10-05,14758470000
2018-10-08,14556108000
2018-10-09,14606117000
2018-10-10,13822255000
2018-10-11,13459399000
2018-10-12,13647805000
2018-10-15,13461725000
2018-10-16,13798995000
2018-10-17,13817603000
2018-10-18,13792017000
2018-10-19,13602448000
2018-10-22,13755964000
2018-10-23,13593144000
2018-10-24,13081424000
2018-10-25,13562906000
2018-10-26,13280297000
2018-10-29,13176790000
2018-10-30,13287275000
2018-10-31,13600122000
2018-11-01,13573373000
2018-11-02,13526853000
2018-11-05,13558254000
2018-11-06,12242901000
2018-11-07,12639484000
2018-11-08,12504576000
2018-11-09,12468523000
2018-11-12,12355712000
2018-11-13,12260346000
2018-11-14,12269650000
2018-11-15,12315007000
2018-11-16,12178936000
2018-11-19,11764908000
2018-11-20,11445083000
2018-11-21,11653260000
2018-11-23,11507885000
2018-11-26,11503233000
2018-11-27,11477647000
2018-11-28,11913772000
2018-11-29,11835851000
2018-11-30,12312681000
2018-12-03,12170795000
2018-12-04,11989367000
2018-12-06,11713736000
2018-12-07,11471832000
2018-12-10,11557894000
2018-12-11,11489277000
2018-12-12,11628837000
2018-12-13,11386933000
2018-12-14,11238069000
2018-12-17,11024077000
2018-12-18,11165963000
2018-12-19,11188060000
2018-12-20,11125258000
2018-12-21,10924059000
2018-12-24,10675177000
2018-12-26,11107813000
2018-12-27,11148518000
2018-12-28,11063619000
2018-12-31,11136125000
2019-01-02,11000756000
2019-01-03,10835305000
2019-01-04,11209016000
2019-01-07,11240255000
2019-01-08,11380252000
2019-01-09,11398764000
2019-01-10,11468184000
2019-01-11,11428846000
2019-01-14,11442730000
2019-01-15,11574628000
2019-01-16,11497109000
2019-01-17,11582727000
2019-01-18,11721567000
2019-01-22,11528348000
2019-01-23,11548017000
2019-01-24,11662560000
2019-01-25,11782888000
2019-01-28,11633635000
2019-01-29,11558430000
2019-01-30,11662560000
2019-01-31,11666031000
2019-02-01,11914786000
2019-02-04,11965694000
2019-02-05,12073295000
2019-02-06,11979578000
2019-02-07,11210173000
2019-02-08,11284221000
2019-02-11,11374467000
2019-02-12,11498266000
2019-02-13,11539918000
2019-02-14,11507522000
2019-02-15,11610495000
2019-02-19,11550331000
2019-02-20,11588512000
2019-02-21,11523720000
2019-02-22,11667188000
2019-02-25,11519092000
2019-02-26,11669502000
2019-02-27,11808342000
2019-02-28,11714625000
2019-03-01,11742393000
2019-03-04,11529505000
2019-03-05,11512150000
2019-03-06,11436945000
2019-03-07,11410334000
2019-03-08,11447358000
2019-03-11,11510993000
2019-03-12,11620908000
2019-03-13,11972636000
2019-03-14,11987677000
2019-03-15,11980735000
2019-03-18,11955281000
2019-03-19,11913629000
2019-03-20,11773632000
2019-03-21,11891646000
2019-03-22,11612809000
2019-03-25,11610495000
2019-03-26,11657932000
2019-03-27,11693799000
2019-03-28,11882390000
2019-03-29,11996933000
2019-04-01,12105347000
2019-04-02,12127254000
2019-04-03,12406280000
2019-04-04,12376302000
2019-04-05,12587301000
2019-04-08,12593066000
2019-04-09,12594219000
2019-04-10,12625350000
2019-04-11,12717590000
2019-04-12,12854797000
2019-04-15,12965485000
2019-04-16,13057725000
2019-04-17,13144200000
2019-04-18,13004687000
2019-04-22,13073867000
2019-04-23,13267571000
2019-04-24,13484335000
2019-04-25,13497018000
2019-04-26,13597329000
2019-04-29,13578881000
2019-04-30,13620389000
2019-05-01,13497018000
2019-05-02,13490100000
2019-05-03,13578881000
2019-05-06,13608859000
2019-05-07,13286019000
2019-05-08,13349434000
2019-05-09,13498171000
2019-05-10,13743760000
2019-05-13,13524690000
2019-05-14,13687263000
2019-05-15,13910945000
2019-05-16,14116179000
2019-05-17,14025092000
2019-05-20,14085048000
2019-05-21,14284517000
2019-05-22,14201501000
2019-05-23,14174982000
2019-05-24,14285670000
2019-05-28,14276446000
2019-05-29,14272987000
2019-05-30,14368686000
2019-05-31,14397511000
2019-06-03,14195736000
2019-06-04,14562390000
2019-06-05,14736493000
2019-06-06,14795296000
2019-06-07,15106606000
2019-06-10,15235741999
2019-06-11,15110065000
2019-06-12,15157338000
2019-06-13,15121595000
2019-06-14,15006295000
2019-06-17,14954409999
2019-06-18,14993612000
2019-06-19,15053568000
2019-06-20,15052415000
2019-06-21,14841416000
2019-06-24,14809132000
2019-06-25,14765318000
2019-06-26,14681149000
2019-06-27,14839109999
2019-06-28,14721504000
2019-07-01,14799928000
2019-07-02,14996696000
2019-07-03,15083640000
2019-07-05,15152279999
2019-07-08,15011568000
2019-07-09,14993264000
2019-07-10,15004704000
2019-07-11,15122536000
2019-07-12,15143128000
2019-07-15,15168296000
2019-07-16,15129400000
2019-07-17,15238079999
2019-07-18,15429128000
2019-07-19,15228928000
2019-07-22,15174015999
2019-07-23,15349047999
2019-07-24,15347904000
2019-07-25,15400528000
2019-07-26,15375360000
2019-07-29,15298711999
2019-07-30,15013856000
2019-07-31,14542528000
2019-08-01,14696968000
2019-08-02,14612312000
2019-08-05,13851552000
2019-08-06,14074632000
2019-08-07,14139840000
2019-08-08,14440712000
2019-08-09,14385800000
2019-08-12,14240512000
2019-08-13,14500200000
2019-08-14,14366352000
2019-08-15,14491048000
2019-08-16,14668368000
2019-08-19,14671800000
2019-08-20,14663792000
2019-08-21,15017288000
2019-08-22,14893736000
2019-08-23,14581424000
2019-08-26,14680952000
2019-08-27,14809079999
2019-08-28,14709552000
2019-08-29,14909752000
2019-08-30,14807936000
2019-09-03,14683240000
2019-09-04,14846832000
2019-09-05,15044743999
2019-09-06,14905176000
2019-09-09,14777047999
2019-09-10,14300000000
2019-09-11,14259960000
2019-09-12,14219920000
2019-09-13,14187888000
2019-09-16,14283984000
2019-09-17,14549392000
2019-09-18,14453296000
2019-09-19,14513928000
2019-09-20,14495624000
2019-09-23,14349192000
2019-09-24,14352624000
2019-09-25,14485328000
2019-09-26,14488760000
2019-09-27,14171872000
2019-09-30,14272121000
2019-10-01,14326030000
2019-10-02,13950961000
2019-10-03,13955549000
2019-10-04,14108100000
2019-10-07,13969313000
2019-10-08,13714679000
2019-10-09,13860348000
2019-10-10,14055338000
2019-10-11,14261798000
2019-10-14,14176920000
2019-10-15,14365028000
2019-10-16,14363881000
2019-10-17,14381086000
2019-10-18,14105806000
2019-10-21,14182655000
2019-10-22,13955549000
2019-10-23,14119570000
2019-10-24,14312266000
2019-10-25,14171185000
2019-10-28,14308825000
2019-10-29,14291620000
2019-10-30,14321442000
2019-10-31,14362734000
2019-11-01,14430407000
2019-11-04,14162009000
2019-11-05,14153980000
2019-11-06,13401548000
2019-11-07,13819056000
2019-11-08,13715826000
2019-11-11,13605714000
2019-11-12,13560981000
2019-11-13,13634389000
2019-11-14,13691739000
2019-11-15,13741060000
2019-11-18,13831673000
2019-11-19,13999135000
2019-11-20,14043868000
2019-11-21,13918845000
2019-11-22,13901640000
2019-11-25,13932609000
2019-11-26,14152833000
2019-11-27,14119570000
2019-11-29,14189537000
2019-12-02,14017487000
2019-12-03,13931462000
2019-12-04,13965872000
2019-12-05,13977342000
2019-12-06,14109247000
2019-12-09,13900493000
2019-12-10,13924580000
2019-12-11,13697474000
2019-12-12,13712385000
2019-12-13,13731884000
2019-12-16,13864936000
2019-12-17,14047309000
2019-12-18,14189537000
2019-12-19,14055338000
2019-12-20,14178067000
2019-12-23,14092042000
2019-12-24,14114982000
2019-12-26,14064514000
2019-12-27,14132187000
2019-12-30,14084013000
2019-12-31,14157684000
2020-01-02,14185188000
2020-01-03,14196648000
2020-01-06,14325000000
2020-01-07,14274576000
2020-01-08,14366256000
2020-01-09,14680260000
2020-01-10,14621814000
2020-01-13,14724954000
2020-01-14,14680260000
2020-01-15,14700888000
2020-01-16,14823510000
2020-01-17,15012600000
2020-01-21,15192522000
2020-01-22,15187938000
2020-01-23,15042395999
2020-01-24,15016038000
2020-01-27,14830386000
2020-01-28,14871642000
2020-01-29,14845284000
2020-01-30,14836116000
2020-01-31,13654590000
2020-02-03,13342878000
2020-02-04,13447164000
2020-02-05,13832220000
2020-02-06,13721058000
2020-02-07,13505610000
2020-02-10,13550304000
2020-02-11,13730226000
2020-02-12,14145078000
2020-02-13,14023602000
2020-02-14,14013288000
2020-02-18,14039646000
2020-02-19,14082048000
2020-02-20,13910148000
2020-02-21,13707306000
2020-02-24,13344024000
2020-02-25,12886770000
2020-02-26,12897084000
2020-02-27,12341274000
2020-02-28,11959656000
2020-03-02,12176250000
2020-03-03,11748792000
2020-03-04,12164790000
2020-03-05,11619294000
2020-03-06,11501256000
2020-03-09,10488192000
2020-03-10,11401554000
2020-03-11,11192982000
2020-03-12,10968366000
2020-03-13,11881728000
2020-03-16,11417598000
2020-03-17,12012372000
2020-03-18,11563140000
2020-03-19,10708224000
2020-03-20,10402242000
2020-03-23,9656196000
2020-03-24,10867518000
2020-03-25,10765524000
2020-03-26,11108178000
2020-03-27,10493922000
2020-03-30,11109324000
2020-03-31,10905450000
2020-04-01,10501800000
2020-04-02,10591500000
2020-04-03,10624850000
2020-04-06,11340150000
2020-04-07,11587400000
2020-04-08,11741500000
2020-04-09,12179650000
2020-04-13,11797850000
2020-04-14,12299250000
2020-04-15,12255550000
2020-04-16,12310750000
2020-04-17,12643100000
2020-04-20,12625850000
2020-04-21,12346400000
2020-04-22,12582150000
2020-04-23,12678750000
2020-04-24,12815600000
2020-04-27,13149100000
2020-04-28,12934050000
2020-04-29,13284800000
2020-04-30,13340000000
2020-05-01,13001900000
2020-05-04,13092750000
2020-05-05,13265250000
2020-05-06,13340000000
2020-05-07,13419350000
2020-05-08,13433150000
2020-05-11,13714900000
2020-05-12,13552750000
2020-05-13,13122650000
2020-05-14,13210050000
2020-05-15,13288250000
2020-05-18,13735600000
2020-05-19,13750550000
2020-05-20,13910400000
2020-05-21,13545850000
2020-05-22,13433150000
2020-05-26,13468800000
2020-05-27,13420500000
2020-05-28,13714900000
2020-05-29,13926500000
2020-06-01,14056450000
2020-06-02,14177200000
2020-06-03,14294500000
2020-06-04,14260000000
2020-06-05,14567050000
2020-06-08,14661350000
2020-06-09,14203650000
2020-06-10,14004700000
2020-06-11,13676950000
2020-06-12,13987450000
2020-06-15,14076000000
2020-06-16,14387650000
2020-06-17,14502650000
2020-06-18,14483100000
2020-06-19,14182950000
2020-06-22,14341650000
2020-06-23,14334750000
2020-06-24,14110500000
2020-06-25,14350850000
2020-06-26,14333600000
2020-06-29,14463550000
2020-06-30,14549707000
2020-07-01,14674231000
2020-07-02,14783766000
2020-07-06,14837957000
2020-07-07,14655783000
2020-07-08,14826427000
2020-07-09,14708821000
2020-07-10,14534718000
2020-07-13,14426336000
2020-07-14,14617734000
2020-07-15,14844875000
2020-07-16,14696138000
2020-07-17,14885230000
2020-07-20,14910596000
2020-07-21,14983234999
2020-07-22,15137737000
2020-07-23,14955563000
2020-07-24,15136584000
2020-07-27,15428293000
2020-07-28,15283015000
2020-07-29,15451352999
2020-07-30,15437516999
2020-07-31,15489402000
2020-08-03,15800712000
2020-08-04,15828384000
2020-08-05,15566652999
2020-08-06,15607008000
2020-08-07,15594325000
2020-08-10,15749980000
2020-08-11,16385283000
2020-08-12,16040536000
2020-08-13,16008252000
2020-08-14,16012864000
2020-08-17,15927541999
2020-08-18,16054372000
2020-08-19,15830690000
2020-08-20,15830690000
2020-08-21,15781111000
2020-08-24,15954061000
2020-08-25,15942531000
2020-08-26,16029006000
2020-08-27,16004793000
2020-08-28,15965591000
2020-08-31,15842220000
2020-09-01,16067055000
2020-09-02,16502889000
2020-09-03,15947143000
2020-09-04,15612773000
2020-09-08,15258802000
2020-09-09,15724614000
2020-09-10,15436364000
2020-09-11,15499779000
2020-09-14,15684259000
2020-09-15,15638139000
2020-09-16,15572418000
2020-09-17,15390243999
2020-09-18,15163102999
2020-09-21,15093923000
2020-09-22,15224212000
2020-09-23,14859864000
2020-09-24,14741105000
2020-09-25,15035120000
2020-09-28,15219600000
2020-09-29,15187316000
2020-09-30,15272400000
2020-10-01,15496858000
2020-10-02,15435537000
2020-10-05,15771067000
2020-10-06,15706275000
2020-10-07,15909906999
2020-10-08,16088085000
2020-10-09,16295188000
2020-10-12,16504605000
2020-10-13,16438656000
2020-10-14,16394689999
2020-10-15,16576339000
2020-10-16,16584438000
2020-10-19,16405103000
2020-10-20,16601793000
2020-10-21,16719806999
2020-10-22,16751046000
2020-10-23,16860960999
2020-10-26,16450226000
2020-10-27,16196843000
2020-10-28,15675035999
2020-10-29,15980484000
2020-10-30,15920320000
2020-11-02,16287089000
2020-11-03,16621462000
2020-11-04,16757988000
2020-11-05,16739476000
2020-11-06,16960463000
2020-11-09,16994016000
2020-11-10,16921125000
2020-11-11,17219631000
2020-11-12,16840135000
2020-11-13,16972033000
2020-11-16,17182607000
2020-11-17,17040296000
2020-11-18,16865589000
2020-11-19,16961620000
2020-11-20,16767243999
2020-11-23,17075006000
2020-11-24,17000958000
2020-11-25,16923439000
2020-11-27,17054180000
2020-11-30,16994016000
2020-12-01,17175664999
2020-12-02,17034510999
2020-12-03,17124756999
2020-12-04,17264754000
2020-12-07,16909555000
2020-12-08,17034510999
2020-12-09,17159467000
2020-12-10,16917654000
2020-12-11,17080791000
2020-12-14,16903770000
2020-12-15,17055337000
2020-12-16,16985917000
2020-12-17,17451031000
2020-12-18,17803916000
2020-12-21,17280952000
2020-12-22,17179135999
2020-12-23,17055337000
2020-12-24,17356157000
2020-12-28,17593342000
2020-12-29,17513509000
2020-12-30,17599127000
2020-12-31,17740560000
2021-01-04,17544858000
2021-01-05,17569176000
2021-01-06,18039324000
2021-01-07,18020796000
2021-01-08,18089118000
2021-01-11,17950158000
2021-01-12,17921208000
2021-01-13,17858676000
2021-01-14,17783406000
2021-01-15,17551806000
2021-01-19,17550648000
2021-01-20,17658342000
2021-01-21,17497380000
2021-01-22,17247252000
2021-01-25,17447586000
2021-01-26,17577282000
2021-01-27,16632354000
2021-01-28,16771314000
2021-01-29,16363698000
2021-02-01,16914906000
2021-02-02,16964700000
2021-02-03,16738890000
2021-02-04,16579085999
2021-02-05,16690254000
2021-02-08,16569822000
2021-02-09,16405385999
2021-02-10,16719204000
