,WU
2020-08-13,9647904000
2020-08-14,9730224000
2020-08-17,9861936000
2020-08-18,9787848000
2020-08-19,9754920000
2020-08-20,9619092000
2020-08-21,9668484000
2020-08-24,9845472000
2020-08-25,9837240000
2020-08-26,9837240000
2020-08-27,9816660000
2020-08-28,9861936000
2020-08-31,9709644000
2020-09-01,9713760000
2020-09-02,9866052000
2020-09-03,9561468000
2020-09-04,9479148000
2020-09-08,9306276000
2020-09-09,9339204000
2020-09-10,9133404000
2020-09-11,9104592000
2020-09-14,9289812000
2020-09-15,9232188000
2020-09-16,9215724000
2020-09-17,9306276000
2020-09-18,9322740000
2020-09-21,9026388000
2020-09-22,9071664000
2020-09-23,8804124000
2020-09-24,8861748000
2020-09-25,8878212000
2020-09-28,9051084000
2020-09-29,8964648000
2020-09-30,8822731000
2020-10-01,8843316000
2020-10-02,8810380000
2020-10-05,8843316000
2020-10-06,8946241000
2020-10-07,9065634000
2020-10-08,9189144000
2020-10-09,9152091000
2020-10-12,9168559000
2020-10-13,8913305000
2020-10-14,8999762000
2020-10-15,9123272000
2020-10-16,9086219000
2020-10-19,8933890000
2020-10-20,8917422000
2020-10-21,8938007000
2020-10-22,9152091000
2020-10-23,9045049000
2020-10-26,8806263000
2020-10-27,8583945000
2020-10-28,8341042000
2020-10-29,8604530000
2020-10-30,8003448000
2020-11-02,8369860999
2020-11-03,8481020000
2020-11-04,8324574000
2020-11-05,8596296000
2020-11-06,8476903000
2020-11-09,8826848000
2020-11-10,8917422000
2020-11-11,8658051000
2020-11-12,8588062000
2020-11-13,8744508000
2020-11-16,8970943000
2020-11-17,8987411000
2020-11-18,8896837000
2020-11-19,8863901000
2020-11-20,8604530000
2020-11-23,8785678000
2020-11-24,9234431000
2020-11-25,9296186000
2020-11-27,9271484000
2020-11-30,9287952000
2020-12-01,9304420000
2020-12-02,9189144000
2020-12-03,9028581000
2020-12-04,8933890000
2020-12-07,8946241000
2020-12-08,8975060000
2020-12-09,9172676000
2020-12-10,9012113000
2020-12-11,9110921000
2020-12-14,9086219000
2020-12-15,9259133000
2020-12-16,9333239000
2020-12-17,9502036000
2020-12-18,9374409000
2020-12-21,9077985000
2020-12-22,8975060000
2020-12-23,8946241000
2020-12-24,8999762000
2020-12-28,8938007000
2020-12-29,8884486000
2020-12-30,8966826000
2020-12-31,9032698000
2021-01-04,8962709000
2021-01-05,9098570000
2021-01-06,9518504000
2021-01-07,9411462000
2021-01-08,9580259000
2021-01-11,9296186000
2021-01-12,9226197000
2021-01-13,9217963000
2021-01-14,8917422000
2021-01-15,9028581000
2021-01-19,9209729000
2021-01-20,9040932000
2021-01-21,9069751000
2021-01-22,9082102000
2021-01-25,9349707000
2021-01-26,9399111000
2021-01-27,9530855000
2021-01-28,9440281000
2021-01-29,9168559000
2021-02-01,9308537000
2021-02-02,9411462000
2021-02-03,9357941000
2021-02-04,9464983000
2021-02-05,9456749000
2021-02-08,9572025000
2021-02-09,9621429000
2021-02-10,9662599000
2021-02-11,9699652000
2021-02-12,9876683000
2021-02-16,9839630000
2021-02-17,9827279000
2021-02-18,9674950000
2021-02-19,9843747000
2021-02-22,9839630000
2021-02-23,9604961000
2021-02-24,9794343000
2021-02-25,9683184000
2021-02-26,9559674000
2021-03-01,9749056000
2021-03-02,9749056000
2021-03-03,9831396000
2021-03-04,9662599000
2021-03-05,9917853000
2021-03-08,10337787000
2021-03-09,10284266000
2021-03-10,10127820000
2021-03-11,10049597000
2021-03-12,10168990000
2021-03-15,10362489000
2021-03-16,10210160000
2021-03-17,10238979000
2021-03-18,10292500000
2021-03-19,10066065000
2021-03-22,10197809000
2021-03-23,10136054000
2021-03-24,9979608000
2021-03-25,10168990000
2021-03-26,10444829000
2021-03-29,10206043000
2021-03-30,10226628000
2021-03-31,10093338000
2021-04-01,10293895000
2021-04-05,10257058000
2021-04-06,10281616000
2021-04-07,10343011000
2021-04-08,10252965000
2021-04-09,10310267000
2021-04-12,10273430000
2021-04-13,10396220000
2021-04-14,10469894000
2021-04-15,10543568000
2021-04-16,10596777000
2021-04-19,10703195000
2021-04-20,10629521000
2021-04-21,10731846000
2021-04-22,10662265000
2021-04-23,10776869000
2021-04-26,10785055000
2021-04-27,10723660000
2021-04-28,10731846000
2021-04-29,10801427000
2021-04-30,10543568000
2021-05-03,10502638000
2021-05-04,10584498000
2021-05-05,10228407000
2021-05-06,10347104000
2021-05-07,10277523000
2021-05-10,10559940000
2021-05-11,10437150000
2021-05-12,10052408000
2021-05-13,10109710000
2021-05-14,10175198000
2021-05-17,10187477000
2021-05-18,10175198000
2021-05-19,10146547000
2021-05-20,10019664000
2021-05-21,10056501000
2021-05-24,10109710000
2021-05-25,9941897000
2021-05-26,10027850000
2021-05-27,10081059000
2021-05-28,10015571000
2021-06-01,10060594000
2021-06-02,10232500000
2021-06-03,10281616000
2021-06-04,10244779000
2021-06-07,10081059000
2021-06-08,10195663000
2021-06-09,10302081000
2021-06-10,10138361000
2021-06-11,10212035000
2021-06-14,10130175000
2021-06-15,10015571000
2021-06-16,9900967000
2021-06-17,9589899000
2021-06-18,9516225000
2021-06-21,9675852000
2021-06-22,9528504000
2021-06-23,9426179000
2021-06-24,9524411000
2021-06-25,9626736000
2021-06-28,9377063000
2021-06-29,9446644000
2021-06-30,9332711000
2021-07-01,9361152000
2021-07-02,9450538000
2021-07-06,9328648000
2021-07-07,9438349000
2021-07-08,9320522000
2021-07-09,9470853000
2021-07-12,9426160000
2021-07-13,9535861000
2021-07-14,9580554000
2021-07-15,9523672000
2021-07-16,9548050000
2021-07-19,9231136000
2021-07-20,9344900000
2021-07-21,9348963000
2021-07-22,9357089000
2021-07-23,9434286000
2021-07-26,9507420000
2021-07-27,9487105000
2021-07-28,9405845000
2021-07-29,9450538000
2021-07-30,9430223000
2021-08-02,9259577000
2021-08-03,9239262000
2021-08-04,8991419000
2021-08-05,9048301000
2021-08-06,9223010000
2021-08-09,9235199000
2021-08-10,9186443000
2021-08-11,9202695000
2021-08-12,9117372000
2021-08-13,9137687000
2021-08-16,9109246000
2021-08-17,9072679000
2021-08-18,8902033000
2021-08-19,8804521000
2021-08-20,8780143000
2021-08-23,8804521000
2021-08-24,8812647000
2021-08-25,8837025000
2021-08-26,8723261000
2021-08-27,8796395000
2021-08-30,8642001000
2021-08-31,8792332000
2021-09-01,8784206000
2021-09-02,8808584000
2021-09-03,8824836000
2021-09-07,8739513000
2021-09-08,8723261000
2021-09-09,8662316000
2021-09-10,8568867000
2021-09-13,8816710000
2021-09-14,8560741000
2021-09-15,8670442000
2021-09-16,8650127000
2021-09-17,8451040000
2021-09-20,8308835000
2021-09-21,8060992000
2021-09-22,8126000000
2021-09-23,8215386000
2021-09-24,8219449000
2021-09-27,8394158000
2021-09-28,8442914000
2021-09-29,8442914000
2021-09-30,8090022000
2021-10-01,8218054000
2021-10-04,8214053000
2021-10-05,8202050000
2021-10-06,8234057999
2021-10-07,8322080000
2021-10-08,8310077000
2021-10-11,8242060000
2021-10-12,8086021000
2021-10-13,8146036000
2021-10-14,8362089999
2021-10-15,8506126000
2021-10-18,8518129000
2021-10-19,8070017000
2021-10-20,8014003000
2021-10-21,7905976000
2021-10-22,7829957000
2021-10-25,7829957000
2021-10-26,7725930999
2021-10-27,7445861000
2021-10-28,7421855000
2021-10-29,7289822000
2021-11-01,7513878000
2021-11-02,7309827000
2021-11-03,7405851000
2021-11-04,7145786000
2021-11-05,7245811000
2021-11-08,7301825000
2021-11-09,7221805000
2021-11-10,7421855000
2021-11-11,7201800000
2021-11-12,7309827000
2021-11-15,7133782999
2021-11-16,6973743000
2021-11-17,6837709000
2021-11-18,6741685000
2021-11-19,6661664999
2021-11-22,6805701000
2021-11-23,6761689999
2021-11-24,6645661000
2021-11-26,6561639999
2021-11-29,6465616000
2021-11-30,6329582000
2021-12-01,6493623000
2021-12-02,6861714999
2021-12-03,6897723999
2021-12-06,7141785000
2021-12-07,6933732999
2021-12-08,7081770000
2021-12-09,7213803000
2021-12-10,7285821000
2021-12-13,7301825000
2021-12-14,7281820000
2021-12-15,7333832999
2021-12-16,7397848999
2021-12-17,6953738000
2021-12-20,7033757999
2021-12-21,7185796000
2021-12-22,7137784000
2021-12-23,7121780000
2021-12-27,7081770000
2021-12-28,7117779000
2021-12-29,7149787000
2021-12-30,7213803000
2021-12-31,7012904000
2022-01-03,7284143000
2022-01-04,7244833000
2022-01-05,7252695000
2022-01-06,7209454000
2022-01-07,7472831000
2022-01-10,7350970000
2022-01-11,7284143000
2022-01-12,7201592000
2022-01-13,7260557000
2022-01-14,7233039999
2022-01-18,7122972000
2022-01-19,7378487000
2022-01-20,7178006000
2022-01-21,7130834000
2022-01-24,7020766000
2022-01-25,7115110000
2022-01-26,7095455000
2022-01-27,7154420000
2022-01-28,7406004000
2022-01-31,7433521000
2022-02-01,7571106000
2022-02-02,7441383000
2022-02-03,7331314999
2022-02-04,7130834000
2022-02-07,7197660999
2022-02-08,7233039999
2022-02-09,7358832000
2022-02-10,7264488000
2022-02-11,7637933000
2022-02-14,7783380000
2022-02-15,7897379000
2022-02-16,7795172999
2022-02-17,7787310999
2022-02-18,7755863000
2022-02-22,7653657000
2022-02-23,7610416000
2022-02-24,7319522000
2022-02-25,7480693000
2022-02-28,7146558000
2022-03-01,6910697999
2022-03-02,7111179000
2022-03-03,7040421000
2022-03-04,6981456000
2022-03-07,6887112000
2022-03-08,6965732000
2022-03-09,6989318000
2022-03-10,6902835999
2022-03-11,6765251000
2022-03-14,6847802000
2022-03-15,6891043000
2022-03-16,7032559000
2022-03-17,7048283000
2022-03-18,7075800000
2022-03-21,7126903000
2022-03-22,7193730000
2022-03-23,7213385000
2022-03-24,7292005000
2022-03-25,7402072999
2022-03-28,7315591000
2022-03-29,7626139999
2022-03-30,7563243999
2022-03-31,7246757999
2022-04-01,7355034000
2022-04-04,7335699000
2022-04-05,7293162000
2022-04-06,7300896000
2022-04-07,7293162000
2022-04-08,7300896000
2022-04-11,7358901000
2022-04-12,7204221000
2022-04-13,7258359000
2022-04-14,7327965000
2022-04-18,7324098000
2022-04-19,7440107999
2022-04-20,7501979999
2022-04-21,7664394000
2022-04-22,7355034000
2022-04-25,7397571000
2022-04-26,7246757999
2022-04-27,7192620000
2022-04-28,7413039000
2022-04-29,6481092000
2022-05-02,6740181000
2022-05-03,6720846000
2022-05-04,6848457000
2022-05-05,6713112000
2022-05-06,6558432000
2022-05-09,6647373000
2022-05-10,6450156000
2022-05-11,6392151000
2022-05-12,6442422000
2022-05-13,6573900000
2022-05-16,6604835999
2022-05-17,6732447000
2022-05-18,6631904999
2022-05-19,6570032999
2022-05-20,6600969000
2022-05-23,6732447000
2022-05-24,6713112000
2022-05-25,6774984000
2022-05-26,6809787000
2022-05-27,6956732999
2022-05-31,7014738000
2022-06-01,6914196000
2022-06-02,6898728000
2022-06-03,6805920000
2022-06-06,6863925000
2022-06-07,6948999000
2022-06-08,6829122000
2022-06-09,6755649000
2022-06-10,6624171000
2022-06-13,6338013000
2022-06-14,6365082000
2022-06-15,6225870000
2022-06-16,5982249000
2022-06-17,6090525000
2022-06-21,6206535000
2022-06-22,6222003000
2022-06-23,6152397000
2022-06-24,6454023000
2022-06-27,6542964000
2022-06-28,6407619000
2022-06-29,6407619000
2022-06-30,6365655000
2022-07-01,6497064999
2022-07-05,6481605000
2022-07-06,6497064999
2022-07-07,6473875000
2022-07-08,6396575000
2022-07-11,6238110000
2022-07-12,6342465000
2022-07-13,6369520000
2022-07-14,6234245000
2022-07-15,6311544999
2022-07-18,6323140000
2022-07-19,6531849999
2022-07-20,6481605000
2022-07-21,6454550000
2022-07-22,6466145000
2022-07-25,6473875000
2022-07-26,6435224999
2022-07-27,6489335000
2022-07-28,6547310000
2022-07-29,6578230000
2022-08-01,6570500000
2022-08-02,6481605000
2022-08-03,6651665000
2022-08-04,6280625000
2022-08-05,6327005000
2022-08-08,6257435000
2022-08-09,6296085000
2022-08-10,6377250000
2022-08-11,6392710000
2022-08-12,6450685000
2022-08-15,6361790000
2022-08-16,6381115000
2022-08-17,6191730000
2022-08-18,6311544999
2022-08-19,6350195000
2022-08-22,6245840000
2022-08-23,6122160000
2022-08-24,6048725000
2022-08-25,6052590000
2022-08-26,5886395000
2022-08-29,5789770000
2022-08-30,5836150000
2022-08-31,5727930000
2022-09-01,5681550000
2022-09-02,5627440000
2022-09-06,5561735000
2022-09-07,5650630000
2022-09-08,5693145000
2022-09-09,5762715000
2022-09-12,5917315000
2022-09-13,5712470000
2022-09-14,5600385000
2022-09-15,5391675000
2022-09-16,5468975000
2022-09-19,5488300000
2022-09-20,5526950000
2022-09-21,5488300000
2022-09-22,5538545000
2022-09-23,5418730000
2022-09-26,5210020000
2022-09-27,5198425000
2022-09-28,5271860000
2022-09-29,5240940000
2022-09-30,5163750000
2022-10-03,5293800000
2022-10-04,5527125000
2022-10-05,5465925000
2022-10-06,5293800000
2022-10-07,5152275000
2022-10-10,5171400000
2022-10-11,5156100000
2022-10-12,5247900000
2022-10-13,5370300000
2022-10-14,5355000000
2022-10-17,5393250000
2022-10-18,5473575000
2022-10-19,5450625000
2022-10-20,5140800000
2022-10-21,5213475000
2022-10-24,5320575000
2022-10-25,5324400000
2022-10-26,5339700000
2022-10-27,5301450000
2022-10-28,5320575000
2022-10-31,5167575000
2022-11-01,5213475000
2022-11-02,4987800000
2022-11-03,4754475000
2022-11-04,4899825000
2022-11-07,4934250000
2022-11-08,4945725000
2022-11-09,4850100000
2022-11-10,5144625000
2022-11-11,5297625000
2022-11-14,5263200000
2022-11-15,5381775000
2022-11-16,5293800000
2022-11-17,5328225000
2022-11-18,5312925000
2022-11-21,5335875000
2022-11-22,5400900000
2022-11-23,5423850000
2022-11-25,5465925000
2022-11-28,5454450000
2022-11-29,5534775000
2022-11-30,5607450000
2022-12-01,5534775000
2022-12-02,5523300000
2022-12-05,5412375000
2022-12-06,5293800000
2022-12-07,5267025000
2022-12-08,5320575000
2022-12-09,5347350000
2022-12-12,5400900000
2022-12-13,5408550000
2022-12-14,5397075000
2022-12-15,5263200000
2022-12-16,5079600000
2022-12-19,5159925000
2022-12-20,5167575000
2022-12-21,5247900000
2022-12-22,5205825000
2022-12-23,5289975000
2022-12-27,5293800000
2022-12-28,5221125000
2022-12-29,5309100000
2022-12-30,5267025000
2023-01-03,5275296000
2023-01-04,5279040000
2023-01-05,5196672000
2023-01-06,5271552000
2023-01-09,5357664000
2023-01-10,5410080000
2023-01-11,5499936000
2023-01-12,5477472000
2023-01-13,5350176000
2023-01-17,5279040000
2023-01-18,5200416000
2023-01-19,5219136000
2023-01-20,5312736000
2023-01-23,5350176000
2023-01-24,5294016000
2023-01-25,5308992000
2023-01-26,5338944000
2023-01-27,5308992000
2023-01-30,5290272000
2023-01-31,5305248000
2023-02-01,5305248000
2023-02-02,5391360000
2023-02-03,5346432000
2023-02-06,5256576000
2023-02-07,5185440000
2023-02-08,5222880000
2023-02-09,5335200000
2023-02-10,5260320000
2023-02-13,5406336000
2023-02-14,5279040000
2023-02-15,5312736000
2023-02-16,5279040000
2023-02-17,5177952000
2023-02-21,5043168000
2023-02-22,5035680000
2023-02-23,4968288000
2023-02-24,4900896000
2023-02-27,4893408000
2023-02-28,4852224000
2023-03-01,4814784000
2023-03-02,4814784000
2023-03-03,4803552000
2023-03-06,4646304000
2023-03-07,4492800000
2023-03-08,4414176000
2023-03-09,4249440000
2023-03-10,4159584000
2023-03-13,3957408000
2023-03-14,3871296000
2023-03-15,4032288000
2023-03-16,4013568000
2023-03-17,4028544000
2023-03-20,4140864000
2023-03-21,4152096000
2023-03-22,4047264000
2023-03-23,4054752000
2023-03-24,4065984000
2023-03-27,4065984000
2023-03-28,4118400000
2023-03-29,4137120000
2023-03-30,4133375999
2023-03-31,4181250000
2023-04-03,4147500000
2023-04-04,4076249999
2023-04-05,4076249999
2023-04-06,4136249999
2023-04-10,4151250000
2023-04-11,4237500000
2023-04-12,4166250000
2023-04-13,4196250000
2023-04-14,4158750000
2023-04-17,4203750000
2023-04-18,4139999999
2023-04-19,4083750000
2023-04-20,4091250000
2023-04-21,4072500000
2023-04-24,4080000000
2023-04-25,4020000000
2023-04-26,3993750000
2023-04-27,4042499999
2023-04-28,4098750000
2023-05-01,4076249999
2023-05-02,3978750000
2023-05-03,4368750000
2023-05-04,4503750000
2023-05-05,4556250000
2023-05-08,4593750000
2023-05-09,4593750000
2023-05-10,4503750000
2023-05-11,4485000000
2023-05-12,4413750000
2023-05-15,4590000000
2023-05-16,4500000000
2023-05-17,4631250000
2023-05-18,4668750000
2023-05-19,4582500000
2023-05-22,4601250000
2023-05-23,4541250000
2023-05-24,4421250000
2023-05-25,4365000000
2023-05-26,4391250000
2023-05-30,4335000000
2023-05-31,4271250000
2023-06-01,4327500000
2023-06-02,4428750000
2023-06-05,4380000000
2023-06-06,4436250000
2023-06-07,4563750000
2023-06-08,4417500000
2023-06-09,4425000000
2023-06-12,4398750000
2023-06-13,4425000000
2023-06-14,4428750000
2023-06-15,4361250000
2023-06-16,4331250000
2023-06-20,4372500000
2023-06-21,4316250000
2023-06-22,4278750000
2023-06-23,4256250000
2023-06-26,4229999999
2023-06-27,4323750000
2023-06-28,4308750000
2023-06-29,4357500000
2023-06-30,4385847000
2023-07-03,4382108000
2023-07-05,4367152000
2023-07-06,4232548000
2023-07-07,4314806000
2023-07-10,4352196000
2023-07-11,4419498000
2023-07-12,4445671000
2023-07-13,4576536000
2023-07-14,4520451000
2023-07-17,4505495000
2023-07-18,4542885000
2023-07-19,4610187000
2023-07-20,4584014000
2023-07-21,4557841000
2023-07-24,4718618000
2023-07-25,4666272000
2023-07-26,4651316000
2023-07-27,4613926000
2023-07-28,4486800000
2023-07-31,4554102000
2023-08-01,4539146000
2023-08-02,4483061000
2023-08-03,4445671000
2023-08-04,4464366000
2023-08-07,4464366000
2023-08-08,4382108000
2023-08-09,4415759000
2023-08-10,4498017000
2023-08-11,4441932000
2023-08-14,4337240000
2023-08-15,4344718000
2023-08-16,4359674000
2023-08-17,4363413000
2023-08-18,4400803000
2023-08-21,4370891000
2023-08-22,4419498000
2023-08-23,4456888000
2023-08-24,4456888000
2023-08-25,4460627000
2023-08-28,4550363000
2023-08-29,4572797000
2023-08-30,4591492000
2023-08-31,4617665000
2023-09-01,4670011000
2023-09-05,4681228000
2023-09-06,4729835000
2023-09-07,4733574000
2023-09-08,4778442000
2023-09-11,4812093000
2023-09-12,4879395000
2023-09-13,4741052000
2023-09-14,4756008000
2023-09-15,4722357000
2023-09-18,4744791000
2023-09-19,4767225000
2023-09-20,4845744000
2023-09-21,4834527000
2023-09-22,4879395000
2023-09-25,4920524000
2023-09-26,4849483000
2023-09-27,4886873000
2023-09-28,5028955000
2023-09-29,4928002000
2023-10-02,4722861000
2023-10-03,4661712000
2023-10-04,4744443000
2023-10-05,4715667000
2023-10-06,4744443000
2023-10-09,4733652000
2023-10-10,4704876000
2023-10-11,4719264000
2023-10-12,4708473000
2023-10-13,4730055000
2023-10-16,4751637000
2023-10-17,4809189000
2023-10-18,4766025000
2023-10-19,4762428000
2023-10-20,4755234000
2023-10-23,4766025000
2023-10-24,4776816000
2023-10-25,4650921000
2023-10-26,4197699000
2023-10-27,4086192000
2023-10-30,3945909000
2023-10-31,4061012999
2023-11-01,4100580000
2023-11-02,4197699000
2023-11-03,4222878000
2023-11-06,4201296000
2023-11-07,4215684000
2023-11-08,4222878000
2023-11-09,4204893000
2023-11-10,4226475000
2023-11-13,4255251000
2023-11-14,4302012000
2023-11-15,4381146000
2023-11-16,4316400000
2023-11-17,4323594000
2023-11-20,4309206000
2023-11-21,4284027000
2023-11-22,4294818000
2023-11-24,4337982000
2023-11-27,4345176000
2023-11-28,4359564000
2023-11-29,4212087000
2023-11-30,4183311000
2023-12-01,4194102000
2023-12-04,4186908000
2023-12-05,4154535000
2023-12-06,4248057000
2023-12-07,4255251000
2023-12-08,4294818000
2023-12-11,4266042000
2023-12-12,4273236000
2023-12-13,4327191000
2023-12-14,4355967000
2023-12-15,4302012000
2023-12-18,4377549000
2023-12-19,4359564000
2023-12-20,4291221000
2023-12-21,4273236000
2023-12-22,4258848000
2023-12-26,4226475000
2023-12-27,4226475000
2023-12-28,4294818000
2023-12-29,4287624000
2024-01-02,4177572000
2024-01-03,4074252000
2024-01-04,4046700000
2024-01-05,4119024000
2024-01-08,4239564000
2024-01-09,4184460000
2024-01-10,4170684000
2024-01-11,4150020000
2024-01-12,4198236000
2024-01-16,4212012000
2024-01-17,4150020000
2024-01-18,4119024000
2024-01-19,4156908000
2024-01-22,4194792000
2024-01-23,4267116000
2024-01-24,4253340000
2024-01-25,4305000000
2024-01-26,4294668000
2024-01-29,4342884000
2024-01-30,4415208000
2024-01-31,4329108000
2024-02-01,4384212000
2024-02-02,4342884000
2024-02-05,4270560000
2024-02-06,4318776000
2024-02-07,4077696000
2024-02-08,4160352000
2024-02-09,4294668000
2024-02-12,4335996000
2024-02-13,4342884000
2024-02-14,4408320000
2024-02-15,4504752000
2024-02-16,4404876000
2024-02-20,4449648000
2024-02-21,4446204000
2024-02-22,4459980000
2024-02-23,4463424000
2024-02-26,4408320000
2024-02-27,4449648000
2024-02-28,4525416000
2024-02-29,4618404000
2024-03-01,4645956000
2024-03-04,4776828000
2024-03-05,4732056000
2024-03-06,4738944000
2024-03-07,4852596000
2024-03-08,4835376000
2024-03-11,4842264000
2024-03-12,4756164000
2024-03-13,4666620000
2024-03-14,4587408000
2024-03-15,4642512000
2024-03-18,4666620000
2024-03-19,4639068000
2024-03-20,4725168000
2024-03-21,4763052000
2024-03-22,4725168000
2024-03-25,4711392000
2024-03-26,4707948000
2024-03-27,4721724000
2024-03-28,4814712000
2024-04-01,4732056000
2024-04-02,4735500000
2024-04-03,4718280000
2024-04-04,4628736000
2024-04-05,4649400000
2024-04-08,4642512000
2024-04-09,4687284000
2024-04-10,4604628000
2024-04-11,4580520000
2024-04-12,4542636000
2024-04-15,4422096000
2024-04-16,4373880000
2024-04-17,4408320000
2024-04-18,4453092000
2024-04-19,4484088000
2024-04-22,4580520000
2024-04-23,4614960000
2024-04-24,4680396000
2024-04-25,4577076000
2024-04-26,4639068000
2024-04-29,4652844000
2024-04-30,4628736000
2024-05-01,4508196000
2024-05-02,4477200000
2024-05-03,4604628000
2024-05-06,4583964000
2024-05-07,4625292000
2024-05-08,4604628000
2024-05-09,4577076000
2024-05-10,4580520000
2024-05-13,4604628000
2024-05-14,4570188000
2024-05-15,4570188000
2024-05-16,4542636000
2024-05-17,4525416000
2024-05-20,4497864000
2024-05-21,4459980000
2024-05-22,4453092000
2024-05-23,4404876000
2024-05-24,4425540000
2024-05-28,4391100000
2024-05-29,4370436000
2024-05-30,4380768000
2024-05-31,4408320000
2024-06-03,4432428000
2024-06-04,4463424000
2024-06-05,4466868000
2024-06-06,4449648000
2024-06-07,4439316000
2024-06-10,4397988000
2024-06-11,4335996000
2024-06-12,4363548000
2024-06-13,4291224000
2024-06-14,4153464000
2024-06-17,4198236000
2024-06-18,4260227999
2024-06-20,4201679999
2024-06-21,4249896000
2024-06-24,4270560000
2024-06-25,4222344000
2024-06-26,4163796000
2024-06-27,4132800000
2024-06-28,4208568000
2024-07-01,4187904000
2024-07-02,4239564000
2024-07-03,4218900000
2024-07-05,4174127999
2024-07-08,4225788000
2024-07-09,4253340000
2024-07-10,4267116000
2024-07-11,4308444000
2024-07-12,4325664000
2024-07-15,4287779999
2024-07-16,4339440000
2024-07-17,4446204000
2024-07-18,4339440000
2024-07-19,4291224000
2024-07-22,4342884000
2024-07-23,4311888000
2024-07-24,4267116000
2024-07-25,4342884000
2024-07-26,4401432000
2024-07-29,4361168000
2024-07-30,4391642000
2024-07-31,4025954000
2024-08-01,3951462000
2024-08-02,3900672000
2024-08-05,3843110000
2024-08-06,3893900000
2024-08-07,3883742000
2024-08-08,3934531999
2024-08-09,3954848000
