,JNJ
2009-04-13,142299300000
2009-04-14,142911340000
2009-04-15,144024140000
2009-04-16,145220400000
2009-04-17,147585100000
2009-04-20,145971540000
2009-04-21,145943720000
2009-04-22,142382760000
2009-04-23,142994800000
2009-04-24,141659440000
2009-04-27,141492520000
2009-04-28,140908300000
2009-04-29,141965460000
2009-04-30,145665520000
2009-05-01,146305380000
2009-05-04,149560320000
2009-05-05,151229520000
2009-05-06,150812220000
2009-05-07,152703980000
2009-05-08,152954360000
2009-05-11,150534020000
2009-05-12,153010000000
2009-05-13,153427300000
2009-05-14,153065640000
2009-05-15,154150620000
2009-05-18,155931100000
2009-05-19,155485980000
2009-05-20,155430340000
2009-05-21,152982180000
2009-05-22,152370140000
2009-05-26,153733320000
2009-05-27,150840040000
2009-05-28,151702460000
2009-05-29,153455120000
2009-06-01,155179960000
2009-06-02,156376220000
2009-06-03,156237120000
2009-06-04,155346880000
2009-06-05,155597260000
2009-06-08,154762660000
2009-06-09,154957400000
2009-06-10,154846120000
2009-06-11,155931100000
2009-06-12,155958920000
2009-06-15,152314500000
2009-06-16,151952840000
2009-06-17,153566400000
2009-06-18,155207780000
2009-06-19,156042380000
2009-06-22,154373180000
2009-06-23,153037820000
2009-06-24,154289720000
2009-06-25,156543140000
2009-06-26,157461200000
2009-06-29,159089280000
2009-06-30,158642400000
2009-07-01,159396510000
2009-07-02,156352140000
2009-07-06,158139660000
2009-07-07,157050390000
2009-07-08,159424440000
2009-07-09,158335170000
2009-07-10,159005490000
2009-07-13,161211960000
2009-07-14,162636390000
2009-07-15,164675280000
2009-07-16,165485250000
2009-07-17,165429390000
2009-07-20,164954580000
2009-07-21,166155570000
2009-07-22,165317670000
2009-07-23,168194460000
2009-07-24,171797430000
2009-07-27,171127110000
2009-07-28,170149560000
2009-07-29,170819880000
2009-07-30,172579470000
2009-07-31,170065770000
2009-08-03,170652300000
2009-08-04,170540580000
2009-08-05,168836850000
2009-08-06,167384490000
2009-08-07,167300700000
2009-08-10,169590960000
2009-08-11,168194460000
2009-08-12,169227870000
2009-08-13,168473760000
2009-08-14,167803440000
2009-08-17,167077260000
2009-08-18,167021400000
2009-08-19,168613410000
2009-08-20,170233350000
2009-08-21,170456790000
2009-08-24,171155040000
2009-08-25,170764020000
2009-08-26,169339590000
2009-08-27,168948570000
2009-08-28,168389970000
2009-08-31,168808920000
2009-09-01,167412420000
2009-09-02,166909680000
2009-09-03,166714170000
2009-09-04,168473760000
2009-09-08,169172010000
2009-09-09,170149560000
2009-09-10,169423380000
2009-09-11,168753060000
2009-09-14,168529620000
2009-09-15,167998950000
2009-09-16,168110670000
2009-09-17,169730610000
2009-09-18,169758540000
2009-09-21,169451310000
2009-09-22,170596440000
2009-09-23,169730610000
2009-09-24,169590960000
2009-09-25,169311660000
2009-09-28,168982660000
2009-09-29,168044940000
2009-09-30,167934620000
2009-10-01,164955980000
2009-10-02,164735340000
2009-10-05,164983560000
2009-10-06,166279820000
2009-10-07,167438180000
2009-10-08,168072520000
2009-10-09,170278920000
2009-10-12,172457740000
2009-10-13,168265580000
2009-10-14,166996900000
2009-10-15,168072520000
2009-10-16,166748680000
2009-10-19,168679280000
2009-10-20,167107220000
2009-10-21,166334980000
2009-10-22,168072520000
2009-10-23,166969320000
2009-10-26,165728220000
2009-10-27,165535160000
2009-10-28,164294060000
2009-10-29,165093880000
2009-10-30,162859900000
2009-11-02,164073420000
2009-11-03,162528940000
2009-11-04,164156160000
2009-11-05,165424840000
2009-11-06,166307400000
2009-11-09,167548500000
2009-11-10,168872340000
2009-11-11,167879460000
2009-11-12,168651700000
2009-11-13,169423940000
2009-11-16,171520020000
2009-11-17,171464860000
2009-11-18,171878560000
2009-11-19,172181940000
2009-11-20,171850980000
2009-11-23,172899020000
2009-11-24,174250440000
2009-11-25,174581400000
2009-11-27,173450620000
2009-11-30,173312720000
2009-12-01,175160580000
2009-12-02,176181040000
2009-12-03,176953280000
2009-12-04,177504880000
2009-12-07,177532460000
2009-12-08,177201500000
2009-12-09,177560040000
2009-12-10,178635660000
2009-12-11,178856299999
2009-12-14,179159679999
2009-12-15,178552920000
2009-12-16,178718400000
2009-12-17,177808260000
2009-12-18,177532460000
2009-12-21,177422140000
2009-12-22,177973740000
2009-12-23,178084059999
2009-12-24,178442600000
2009-12-28,179104520000
2009-12-29,179104520000
2009-12-30,179021780000
2009-12-31,177642780000
2010-01-04,178376703120
2010-01-05,176308327620
2010-01-06,177742401300
2010-01-07,176473797660
2010-01-08,177080521139
2010-01-11,177108099480
2010-01-12,178045763040
2010-01-13,179176474980
2010-01-14,179534993399
2010-01-15,178045763040
2010-01-19,180224451899
2010-01-20,179672885100
2010-01-21,176418640980
2010-01-22,174295108800
2010-01-25,174350265480
2010-01-26,173164396860
2010-01-27,174956988960
2010-01-28,175949809200
2010-01-29,173357445240
2010-02-01,173991747060
2010-02-02,176473797660
2010-02-03,175480977420
2010-02-04,172750721760
2010-02-05,172750721760
2010-02-08,172006106580
2010-02-09,173081661840
2010-02-10,172998926820
2010-02-11,173495336940
2010-02-12,172971348480
2010-02-16,175425820740
2010-02-17,176446219320
2010-02-18,177963028020
2010-02-19,175977387540
2010-02-22,175094880660
2010-02-23,174598470540
2010-02-24,174984567300
2010-02-25,174515735520
2010-02-26,173743542000
2010-03-01,174819097260
2010-03-02,174956988960
2010-03-03,174846675600
2010-03-04,175315507380
2010-03-05,176611689360
2010-03-08,177052942800
2010-03-09,177245991180
2010-03-10,177301147860
2010-03-11,177108099480
2010-03-12,176997786120
2010-03-15,178073341379
2010-03-16,177963028020
2010-03-17,178293968100
2010-03-18,179424680040
2010-03-19,179562571740
2010-03-22,179534993399
2010-03-23,180252030240
2010-03-24,178569751500
2010-03-25,178073341379
2010-03-26,177549352920
2010-03-29,178762799879
2010-03-30,178983426600
2010-03-31,179810776800
2010-04-01,181382742180
2010-04-05,180203160000
2010-04-06,179955174000
2010-04-07,179707188000
2010-04-08,178908122000
2010-04-09,179486756000
2010-04-12,179404094000
2010-04-13,180974672000
2010-04-14,180451146000
2010-04-15,180506254000
2010-04-16,179156108000
2010-04-19,181939062000
2010-04-20,181828846000
2010-04-21,180175606000
2010-04-22,178494812000
2010-04-23,179211216000
2010-04-26,178439704000
2010-04-27,177117112000
2010-04-28,178053948000
2010-04-29,179128554000
2010-04-30,177172220000
2010-05-03,180010282000
2010-05-04,178274380000
2010-05-05,179486756000
2010-05-06,174692360000
2010-05-07,174444374000
2010-05-10,178412150000
2010-05-11,178191718000
2010-05-12,178825460000
2010-05-13,178191718000
2010-05-14,176262938000
2010-05-17,176014952000
2010-05-18,173507538000
2010-05-19,171440988000
2010-05-20,166839470000
2010-05-21,167748752000
2010-05-24,166894578000
2010-05-25,166288390000
2010-05-26,164387164000
2010-05-27,162651262000
2010-05-28,160639820000
2010-06-01,161907304000
2010-06-02,164580042000
2010-06-03,164690258000
2010-06-04,159840754000
2010-06-07,159813200000
2010-06-08,161576656000
2010-06-09,160281618000
2010-06-10,161190900000
2010-06-11,161080684000
2010-06-14,160970468000
2010-06-15,162954356000
2010-06-16,163229896000
2010-06-17,163064572000
2010-06-18,163064572000
2010-06-21,162926802000
2010-06-22,163009464000
2010-06-23,163229896000
2010-06-24,164221840000
2010-06-25,161741980000
2010-06-28,163808530000
2010-06-29,163229896000
2010-06-30,162733924000
2010-07-01,162761478000
2010-07-02,162789032000
2010-07-06,162334765880
2010-07-07,166538763710
2010-07-08,168654501180
2010-07-09,166346423940
2010-07-12,165439679310
2010-07-13,166236515500
2010-07-14,166566240820
2010-07-15,165577064860
2010-07-16,163323941840
2010-07-19,163681144270
2010-07-20,160960910380
2010-07-21,156949252320
2010-07-22,156674481220
2010-07-23,158350584930
2010-07-26,158652833140
2010-07-27,159642009100
2010-07-28,158900127130
2010-07-29,158900127130
2010-07-30,159614531990
2010-08-02,161345589920
2010-08-03,163076647850
2010-08-04,164148255140
2010-08-05,164203209360
2010-08-06,164752751560
2010-08-09,165000045550
2010-08-10,163296464730
2010-08-11,160741093500
2010-08-12,160796047720
2010-08-13,159779394650
2010-08-16,159394715110
2010-08-17,162719445420
2010-08-18,163076647850
2010-08-19,161345589920
2010-08-20,161400544140
2010-08-23,161757746570
2010-08-24,159394715110
2010-08-25,159312283780
2010-08-26,158817695800
2010-08-27,158268153600
2010-08-30,157443840300
2010-08-31,156674481220
2010-09-01,160164074190
2010-09-02,161043341710
2010-09-03,161922609230
2010-09-07,161290635700
2010-09-08,161702792350
2010-09-09,164368072020
2010-09-10,164807705780
2010-09-13,165741927520
2010-09-14,166456332380
2010-09-15,167747756550
2010-09-16,168407207190
2010-09-17,169176566270
2010-09-20,170605375990
2010-09-21,170193219340
2010-09-22,170275650670
2010-09-23,169836016910
2010-09-24,170742761540
2010-09-27,170440513330
2010-09-28,171539597730
2010-09-29,171209872410
2010-09-30,170248173560
2010-10-01,169671154250
2010-10-04,169160810000
2010-10-05,172260400000
2010-10-06,173385030000
2010-10-07,173412460000
2010-10-08,173439890000
2010-10-11,173631900000
2010-10-12,173604470000
2010-10-13,174399940000
2010-10-14,174838820000
2010-10-15,174372510000
2010-10-18,175167980000
2010-10-19,173604470000
2010-10-20,174454800000
2010-10-21,175524570000
2010-10-22,175030830000
2010-10-25,175497140000
2010-10-26,175113120000
2010-10-27,174372510000
2010-10-28,174345080000
2010-10-29,174838820000
2010-11-01,174701670000
2010-11-02,175222840000
2010-11-03,176073170000
2010-11-04,177636680000
2010-11-05,177334950000
2010-11-08,176457190000
2010-11-09,176402330000
2010-11-10,175414850000
2010-11-11,175332560000
2010-11-12,174646810000
2010-11-15,175936020000
2010-11-16,173193020000
2010-11-17,172973580000
2010-11-18,175085690000
2010-11-19,175085690000
2010-11-22,174509660000
2010-11-23,172452410000
2010-11-24,173604470000
2010-11-26,171245490000
2010-11-29,169819130000
2010-11-30,168831650000
2010-12-01,171218060000
2010-12-02,171711800000
2010-12-03,171602080000
2010-12-06,170614600000
2010-12-07,170916330000
2010-12-08,171300350000
2010-12-09,170230580000
2010-12-10,169819130000
2010-12-13,169681980000
2010-12-14,172178110000
2010-12-15,171629510000
2010-12-16,171163200000
2010-12-17,171547220000
2010-12-20,171410070000
2010-12-21,170998620000
2010-12-22,170120860000
2010-12-23,170751750000
2010-12-27,169873990000
2010-12-28,170203150000
2010-12-29,170422590000
2010-12-30,169901420000
2010-12-31,169654550000
2011-01-03,172029680280
2011-01-04,173481060900
2011-01-05,173371522740
2011-01-06,173097677340
2011-01-07,171427220400
2011-01-10,170222300640
2011-01-11,170523530580
2011-01-12,171153375000
2011-01-13,172276141140
2011-01-14,171290297700
2011-01-18,170057993400
2011-01-19,171317682240
2011-01-20,172139218440
2011-01-21,171591527640
2011-01-24,170386607880
2011-01-25,167264770320
2011-01-26,165950312400
2011-01-27,166169388720
2011-01-28,164334624540
2011-01-31,163677395580
2011-02-01,166032466020
2011-02-02,166005081480
2011-02-03,166498003200
2011-02-04,166607541360
2011-02-07,166689694980
2011-02-08,166881386760
2011-02-09,166717079520
2011-02-10,166854002220
2011-02-11,166224157800
2011-02-14,166224157800
2011-02-15,166005081480
2011-02-16,165731236080
2011-02-17,166470618660
2011-02-18,167346923940
2011-02-22,166087235100
2011-02-23,165375237060
2011-02-24,164991853500
2011-02-25,163321396560
2011-02-28,168250613760
2011-03-01,166224157800
2011-03-02,166525387740
2011-03-03,167182616700
2011-03-04,167210001240
2011-03-07,165402621600
2011-03-08,166251542340
2011-03-09,165402621600
2011-03-10,163239242940
2011-03-11,163458319260
2011-03-14,161924785020
2011-03-15,160144789920
2011-03-16,157899257640
2011-03-17,159186331020
2011-03-18,160391250780
2011-03-21,161103248820
2011-03-22,160993710660
2011-03-23,160802018880
2011-03-24,161650939620
2011-03-25,161514016920
2011-03-28,162226014960
2011-03-29,162171245880
2011-03-30,162609398520
2011-03-31,162253399500
2011-04-01,162910628460
2011-04-04,164845887000
2011-04-05,163886684000
2011-04-06,163503002800
2011-04-07,163009698400
2011-04-08,162954886800
2011-04-11,164051118800
2011-04-12,164270365200
2011-04-13,163338568000
2011-04-14,164489611600
2011-04-15,165969524800
2011-04-18,165695466800
2011-04-19,171806960200
2011-04-20,176465946200
2011-04-21,175588960599
2011-04-25,175698583800
2011-04-26,178000671000
2011-04-27,179699830599
2011-04-28,179179120400
2011-04-29,180110917600
2011-05-02,181453801799
2011-05-03,181590830800
2011-05-04,179973888600
2011-05-05,178165105800
2011-05-06,178877656600
2011-05-09,179864265400
2011-05-10,180220540800
2011-05-11,182440410599
2011-05-12,184139570200
2011-05-13,182577439600
2011-05-16,181892294600
2011-05-17,181974512000
2011-05-18,182248570000
2011-05-19,181947106200
2011-05-20,180028700200
2011-05-23,179672424800
2011-05-24,180275352400
2011-05-25,181673048200
2011-05-26,179535395800
2011-05-27,182988526600
2011-05-31,184413628200
2011-06-01,182193758400
2011-06-02,182193758400
2011-06-03,181124932200
2011-06-06,181015309000
2011-06-07,179507990000
2011-06-08,181261961200
2011-06-09,183015932400
2011-06-10,181124932200
2011-06-13,182495222200
2011-06-14,183892917999
2011-06-15,181316772800
2011-06-16,181755265599
2011-06-17,181673048200
2011-06-20,182275975800
2011-06-21,182221164200
2011-06-22,181070120599
2011-06-23,179973888600
2011-06-24,178302134800
2011-06-27,178822845000
2011-06-28,180631627800
2011-06-29,181727859800
2011-06-30,182303381600
2011-07-01,184441034000
2011-07-05,184754812620
2011-07-06,184563555050
2011-07-07,185574487920
2011-07-08,184618200069
2011-07-11,183798524770
2011-07-12,183142784530
2011-07-13,184782135130
2011-07-14,184864102660
2011-07-15,184290329950
2011-07-18,183306719590
2011-07-19,182295786720
2011-07-20,180984306240
2011-07-21,181612723970
2011-07-22,182295786720
2011-07-25,181011628750
2011-07-26,180109985920
2011-07-27,178224732730
2011-07-28,177814895080
2011-07-29,177022542290
2011-08-01,175984286910
2011-08-02,173306680930
2011-08-03,173252035910
2011-08-04,168962401840
2011-08-05,171339460210
2011-08-08,166995181120
2011-08-09,169946012200
2011-08-10,164481510200
2011-08-11,173334003440
2011-08-12,173115423360
2011-08-15,176476092090
2011-08-16,175847674360
2011-08-17,175574449260
2011-08-18,172568973160
2011-08-19,172514328140
2011-08-22,172924165790
2011-08-23,177514347470
2011-08-24,179044408030
2011-08-25,176366802050
2011-08-26,175629094280
2011-08-29,179946050860
2011-08-30,179700148270
2011-08-31,179782115800
2011-09-01,178497957830
2011-09-02,175055321569
2011-09-06,176612704640
2011-09-07,178771182930
2011-09-08,177459702450
2011-09-09,173880453640
2011-09-12,173743841090
2011-09-13,173798486110
2011-09-14,174126356230
2011-09-15,175956964400
2011-09-16,176476092090
2011-09-19,175246579140
2011-09-20,175465159220
2011-09-21,172487005630
2011-09-22,169180981920
2011-09-23,168279339090
2011-09-26,171284815190
2011-09-27,174372258820
2011-09-28,172814875750
2011-09-29,174590838900
2011-09-30,174017066190
2011-10-03,169385280000
2011-10-04,169630845000
2011-10-05,170121975000
2011-10-06,171377085000
2011-10-07,172250205000
2011-10-10,175797255000
2011-10-11,174514860000
2011-10-12,175524405000
2011-10-13,175251555000
2011-10-14,176588520000
2011-10-17,174051015000
2011-10-18,175769970000
2011-10-19,170913240000
2011-10-20,170613105000
2011-10-21,174023730000
2011-10-24,176615805000
2011-10-25,173778165000
2011-10-26,175960965000
2011-10-27,178716750000
2011-10-28,178989599999
2011-10-31,175688115000
2011-11-01,172932330000
2011-11-02,173641740000
2011-11-03,175551690000
2011-11-04,174951420000
2011-11-07,174624000000
2011-11-08,176970510000
2011-11-09,173341605000
2011-11-10,174951420000
2011-11-11,178034625000
2011-11-14,177106935000
2011-11-15,177325215000
2011-11-16,175715400000
2011-11-17,174460290000
2011-11-18,174214725000
2011-11-21,171731790000
2011-11-22,171622650000
2011-11-23,169139715000
2011-11-25,167175195000
2011-11-28,170176545000
2011-11-29,171295230000
2011-11-30,176588520000
2011-12-01,175851825000
2011-12-02,173177895000
2011-12-05,172877760000
2011-12-06,173232465000
2011-12-07,175851825000
2011-12-08,174023730000
2011-12-09,176070105000
2011-12-12,173287035000
2011-12-13,172877760000
2011-12-14,172386630000
2011-12-15,174624000000
2011-12-16,175442550000
2011-12-19,173341605000
2011-12-20,176042820000
2011-12-21,177243359999
2011-12-22,177843630000
2011-12-23,180026430000
2011-12-27,180135570000
2011-12-28,178580325000
2011-12-29,179753580000
2011-12-30,178935030000
2012-01-03,180888099480
2012-01-04,179789811080
2012-01-05,179570153400
2012-01-06,178005092430
2012-01-09,178279664530
2012-01-10,179021009200
2012-01-11,178828808730
2012-01-12,179103380830
2012-01-13,179185752460
2012-01-17,178801351520
2012-01-18,179240666880
2012-01-19,178993551990
2012-01-20,179213209670
2012-01-23,178471865000
2012-01-24,178471865000
2012-01-25,179075923620
2012-01-26,180393869700
2012-01-27,180009468760
2012-01-30,180421326909
2012-01-31,180970471110
2012-02-01,180366412490
2012-02-02,180091840390
2012-02-03,180229126440
2012-02-06,178993551990
2012-02-07,179185752460
2012-02-08,179130838040
2012-02-09,178169835690
2012-02-10,177373576599
2012-02-13,177593234280
2012-02-14,177401033810
2012-02-15,177510862650
2012-02-16,178252207320
2012-02-17,178444407790
2012-02-21,178581693840
2012-02-22,178471865000
2012-02-23,178746437099
2012-02-24,176989175659
2012-02-27,176961718450
2012-02-28,178966094780
2012-02-29,178691522680
2012-03-01,178005092430
2012-03-02,177840349170
2012-03-05,178224750110
2012-03-06,176687146349
2012-03-07,176549860300
2012-03-08,178060006849
2012-03-09,177757977540
2012-03-12,178746437099
2012-03-13,179377952930
2012-03-14,178691522680
2012-03-15,178664065469
2012-03-16,178801351520
2012-03-19,179048466409
2012-03-20,178362036159
2012-03-21,177812891960
2012-03-22,176989175659
2012-03-23,177236290550
2012-03-26,178938637570
2012-03-27,179570153400
2012-03-28,180174212020
2012-03-29,179954554340
2012-03-30,181107757159
2012-04-02,182114511389
2012-04-03,181206826920
2012-04-04,179859053010
2012-04-05,179721525060
2012-04-09,178566290280
2012-04-10,176585887800
2012-04-11,176393348670
2012-04-12,176448359850
2012-04-13,174770518860
2012-04-16,175980764820
2012-04-17,176640898980
2012-04-18,174000362340
2012-04-19,173367733770
2012-04-20,175238113890
2012-04-23,174302923830
2012-04-24,175403147430
2012-04-25,177218516370
2012-04-26,178098695250
2012-04-27,178346245560
2012-04-30,179061390899
2012-05-01,179391457980
2012-05-02,179694019470
2012-05-03,179721525060
2012-05-04,178071189660
2012-05-07,178236223200
2012-05-08,178731323820
2012-05-09,176805932520
2012-05-10,177603594629
2012-05-11,176970966060
2012-05-14,175843236870
2012-05-15,174963057990
2012-05-16,175238113890
2012-05-17,174798024450
2012-05-18,174247912650
2012-05-21,174577979730
2012-05-22,174715507680
2012-05-23,174027867930
2012-05-24,173560272900
2012-05-25,171937443090
2012-05-29,172157487810
2012-05-30,171112275390
2012-05-31,171717398370
2012-06-01,169929535020
2012-06-04,171469848060
2012-06-05,171112275390
2012-06-06,172735105200
2012-06-07,172735105200
2012-06-08,173230205820
2012-06-11,170864725080
2012-06-12,173505261720
2012-06-13,177273527550
2012-06-14,180024086550
2012-06-15,181564399590
2012-06-18,182362061700
2012-06-19,183517296480
2012-06-20,184287453000
2012-06-21,182609612010
2012-06-22,183269746170
2012-06-25,182912173500
2012-06-26,182692128780
2012-06-27,183847363560
2012-06-28,184122419460
2012-06-29,185827766040
2012-07-02,187853944000
2012-07-03,187964446320
2012-07-05,187246181240
2012-07-06,186859423120
2012-07-09,187246181240
2012-07-10,187522437040
2012-07-11,187577688200
2012-07-12,187052802179
2012-07-13,189539104380
2012-07-16,189097095100
2012-07-17,190616502000
2012-07-18,191638648460
2012-07-19,192080657740
2012-07-20,189594355540
2012-07-23,188157825380
2012-07-24,186058281299
2012-07-25,186555541740
2012-07-26,189898236920
2012-07-27,192053032160
2012-07-30,191859653100
2012-07-31,191224264760
2012-08-01,191666274040
2012-08-02,189097095100
2012-08-03,190948008960
2012-08-06,190174492720
2012-08-07,188655085820
2012-08-08,188820839299
2012-08-09,188737962559
2012-08-10,189621981120
2012-08-13,189124720679
2012-08-14,189621981120
2012-08-15,188820839299
2012-08-16,188406455600
2012-08-17,187301432400
2012-08-20,187025176600
2012-08-21,187246181240
2012-08-22,187163304500
2012-08-23,187135678920
2012-08-24,186748920799
2012-08-27,186445039420
2012-08-28,186500290580
2012-08-29,186113532460
2012-08-30,185671523179
2012-08-31,186279285940
2012-09-04,185809651080
2012-09-05,185837276660
2012-09-06,187411934720
2012-09-07,187522437040
2012-09-10,188351204440
2012-09-11,188406455600
2012-09-12,188268327700
2012-09-13,190588876420
2012-09-14,189152346260
2012-09-17,188544583500
2012-09-18,189373350900
2012-09-19,189511478799
2012-09-20,190340246200
2012-09-21,190782255480
2012-09-24,190616502000
2012-09-25,191500520559
2012-09-26,190616502000
2012-09-27,190644127580
2012-09-28,190367871780
2012-10-01,192076944570
2012-10-02,191604601439
2012-10-03,191715741000
2012-10-04,192465933030
2012-10-05,193521758850
2012-10-08,192938276160
2012-10-09,190076432490
2012-10-10,189548519580
2012-10-11,188853897330
2012-10-12,188853897330
2012-10-15,190604345399
2012-10-16,193243909950
2012-10-17,197272719000
2012-10-18,201496022280
2012-10-19,199662219540
2012-10-22,199439940420
2012-10-23,196967085210
2012-10-24,196550311860
2012-10-25,197661707460
2012-10-26,196994870100
2012-10-31,196772590979
2012-11-01,198661963500
2012-11-02,196994870100
2012-11-05,196689236310
2012-11-06,197300503890
2012-11-07,195438916260
2012-11-08,193521758850
2012-11-09,194133026430
2012-11-12,193605113520
2012-11-13,193132770390
2012-11-14,192465933030
2012-11-15,191910235229
2012-11-16,192243653910
2012-11-19,192410363250
2012-11-20,193577328630
2012-11-21,193355049510
2012-11-23,193271694840
2012-11-26,191965805010
2012-11-27,191187828090
2012-11-28,192521502810
2012-11-29,192327008580
2012-11-30,193744037970
2012-12-03,193521758850
2012-12-04,194105241540
2012-12-05,194410875330
2012-12-06,194633154450
2012-12-07,195744550050
2012-12-10,196161323399
2012-12-11,197550567899
2012-12-12,197161579439
2012-12-13,196578096750
2012-12-14,196411387410
2012-12-17,197106009660
2012-12-18,197133794550
2012-12-19,196244678070
2012-12-20,196578096750
2012-12-21,195244422030
2012-12-24,194549799780
2012-12-26,194966573130
2012-12-27,194744294010
2012-12-28,193049415720
2012-12-31,196501796399
2013-01-02,198576137760
2013-01-03,198295821360
2013-01-04,200566384200
2013-01-07,200145909600
2013-01-08,200173941240
2013-01-09,201070953720
2013-01-10,202360409160
2013-01-11,202808915399
2013-01-14,203397579840
2013-01-15,202864978680
2013-01-16,203453643120
2013-01-17,204350655600
2013-01-18,205275699720
2013-01-22,203761991160
2013-01-23,204210497399
2013-01-24,204911288399
2013-01-25,207209882880
2013-01-28,206368933680
2013-01-29,208583433240
2013-01-30,207686420760
2013-01-31,207209882880
2013-02-01,207938705520
2013-02-04,207742484040
2013-02-05,209284224240
2013-02-06,211330533960
2013-02-07,210405489840
2013-02-08,211582818720
2013-02-11,211386597240
2013-02-12,212479831200
2013-02-13,212087388240
2013-02-14,212507862840
2013-02-15,213488970240
2013-02-19,215731501439
2013-02-20,214862520600
2013-02-21,215479216680
2013-02-22,213741255000
2013-02-25,211835103479
2013-02-26,212339673000
2013-02-27,213937476479
2013-02-28,213348812040
2013-03-01,215002678800
2013-03-04,216404260800
2013-03-05,217693716240
2013-03-06,216936861960
2013-03-07,217946001000
2013-03-08,219179393160
2013-03-11,219880184160
2013-03-12,220216563840
2013-03-13,220188532200
2013-03-14,221730272399
2013-03-15,221982557160
2013-03-18,220917354840
2013-03-19,221057513040
2013-03-20,222711379800
2013-03-21,221477987640
2013-03-22,223524297360
2013-03-25,223356107520
2013-03-26,226635809399
2013-03-27,227813138280
2013-03-28,228541960920
2013-04-01,230566422840
2013-04-02,232705205720
2013-04-03,230960409159
2013-04-04,231917233080
2013-04-05,230875983520
2013-04-08,228258788680
2013-04-09,229412605760
2013-04-10,230819699760
2013-04-11,231663956159
2013-04-12,232845915120
2013-04-15,229947301479
2013-04-16,234815846720
2013-04-17,236110373200
2013-04-18,234084157840
2013-04-19,237770744120
2013-04-22,238727568040
2013-04-23,240472364600
2013-04-24,237489325320
2013-04-25,239825101360
2013-04-26,239543682560
2013-04-29,240838209040
2013-04-30,239853243240
2013-05-01,237039055240
2013-05-02,239656250080
2013-05-03,241316621000
2013-05-06,238305439840
2013-05-07,240697499640
2013-05-08,240500506479
2013-05-09,239628108200
2013-05-10,241344762880
2013-05-13,241598039799
2013-05-14,244749930360
2013-05-15,246635436320
2013-05-16,246100740600
2013-05-17,247901820920
2013-05-20,247676685880
2013-05-21,249308914920
2013-05-22,248943070479
2013-05-23,245425335479
2013-05-24,244327802159
2013-05-28,246551010680
2013-05-29,241035202200
2013-05-30,241992026120
2013-05-31,236898345840
2013-06-03,238389865479
2013-06-04,236673210799
2013-06-05,235491251840
2013-06-06,237686318479
2013-06-07,238952703080
2013-06-10,239599966320
2013-06-11,238333581720
2013-06-12,235660103120
2013-06-13,238952703080
2013-06-14,238952703080
2013-06-17,240978918440
2013-06-18,243033275680
2013-06-19,238811993680
2013-06-20,232508212560
2013-06-21,234140441600
2013-06-24,238108446680
2013-06-25,240190945799
2013-06-26,244806214120
2013-06-27,244018241479
2013-06-28,241626181680
2013-07-01,244353689170
2013-07-02,244184449629
2013-07-03,244776788020
2013-07-05,247851306330
2013-07-08,249882180810
2013-07-09,250700171920
2013-07-10,251715609160
2013-07-11,252928492530
2013-07-12,253831103410
2013-07-15,254987573600
2013-07-16,254987573600
2013-07-17,254225995670
2013-07-18,254338822030
2013-07-19,260149379570
2013-07-22,260290412520
2013-07-23,260685304780
2013-07-24,260516065240
2013-07-25,261108403629
2013-07-26,261841774970
2013-07-29,262913625389
2013-07-30,262800799030
2013-07-31,263731616500
2013-08-01,264493194430
2013-08-02,266242003010
2013-08-05,264577814200
2013-08-06,264606020790
2013-08-07,264182921940
2013-08-08,263280311060
2013-08-09,260516065240
2013-08-12,259500628000
2013-08-13,262349493590
2013-08-14,255833771300
2013-08-15,252590013450
2013-08-16,252082294830
2013-08-19,255128606550
2013-08-20,253097732070
2013-08-21,250474519200
2013-08-22,248951363340
2013-08-23,249374462190
2013-08-26,246892282270
2013-08-27,243056186030
2013-08-28,244071623270
2013-08-29,244184449629
2013-08-30,243733144190
2013-09-03,243761350780
2013-09-04,245115267100
2013-09-05,245510159360
2013-09-06,245848638440
2013-09-09,246976902040
2013-09-10,249712941270
2013-09-11,251687402570
2013-09-12,251066857590
2013-09-13,249825767629
2013-09-16,251123270770
2013-09-17,251207890540
2013-09-18,253605450690
2013-09-19,254056756129
2013-09-20,252956699120
2013-09-23,251292510310
2013-09-24,248838536980
2013-09-25,245622985720
2013-09-26,245594779129
2013-09-27,244635755070
2013-09-30,244520241320
2013-10-01,246720331160
2013-10-02,246212618120
2013-10-03,244209972240
2013-10-04,246269030680
2013-10-07,244238178520
2013-10-08,241473963080
2013-10-09,242461182879
2013-10-10,247594725840
2013-10-11,252305174600
2013-10-14,253292394400
2013-10-15,253659076040
2013-10-16,256987417080
2013-10-17,259413157160
2013-10-18,258454143640
2013-10-21,257241273600
2013-10-22,260513202080
2013-10-23,259779838799
2013-10-24,260484995799
2013-10-25,259751632520
2013-10-28,260597820920
2013-10-29,262713291920
2013-10-30,261726072120
2013-10-31,261218359080
2013-11-01,263362036360
2013-11-04,262403022840
2013-11-05,261782484680
2013-11-06,262431229120
2013-11-07,261444009320
2013-11-08,265280063400
2013-11-11,265957014120
2013-11-12,263897955680
2013-11-13,263277417520
2013-11-14,264913381760
2013-11-15,266239076920
2013-11-18,265985220400
2013-11-19,267564772080
2013-11-20,268382754200
2013-11-21,268523785600
2013-11-22,268664817000
2013-11-25,269736655640
