,CL
2013-11-27,60938831000
2013-11-29,60920317000
2013-12-02,60429696000
2013-12-03,60513009000
2013-12-04,60207528000
2013-12-05,59744678000
2013-12-06,60781462000
2013-12-09,60809233000
2013-12-10,59883533000
2013-12-11,60114958000
2013-12-12,59217029000
2013-12-13,59226286000
2013-12-16,59281828000
2013-12-17,58856006000
2013-12-18,59837248000
2013-12-19,59466967999
2013-12-20,59929817999
2013-12-23,59827990999
2013-12-24,59902046999
2013-12-26,60013131000
2013-12-27,60513009000
2013-12-30,60568551000
2013-12-31,59960594999
2014-01-02,59123850000
2014-01-03,59013510000
2014-01-06,58976730000
2014-01-07,59031900000
2014-01-08,58425030000
2014-01-09,59785890000
2014-01-10,59841060000
2014-01-13,59482455000
2014-01-14,59629574999
2014-01-15,59565210000
2014-01-16,59749110000
2014-01-17,59491650000
2014-01-21,59528429999
2014-01-22,58857195000
2014-01-23,58333080000
2014-01-24,57367605000
2014-01-27,57110145000
2014-01-28,57808965000
2014-01-29,56632005000
2014-01-30,56540055000
2014-01-31,56300985000
2014-02-03,55326315000
2014-02-04,55491825000
2014-02-05,55556190000
2014-02-06,55721700000
2014-02-07,55960770000
2014-02-10,56567640000
2014-02-11,57376800000
2014-02-12,56935440000
2014-02-13,57294045000
2014-02-14,57634260000
2014-02-18,57367605000
2014-02-19,56576835000
2014-02-20,56880270000
2014-02-21,56604420000
2014-02-24,56963025000
2014-02-25,57073365000
2014-02-26,56963025000
2014-02-27,57119340000
2014-02-28,57772185000
2014-03-03,57211290000
2014-03-04,57937695000
2014-03-05,57579090000
2014-03-06,57946890000
2014-03-07,58048035000
2014-03-10,57974475000
2014-03-11,58195155000
2014-03-12,58130790000
2014-03-13,58139985000
2014-03-14,58691685000
2014-03-17,59215800000
2014-03-18,59160630000
2014-03-19,58287105000
2014-03-20,58471005000
2014-03-21,58351470000
2014-03-24,58213545000
2014-03-25,58636515000
2014-03-26,59096265000
2014-03-27,58903170000
2014-03-28,58939949999
2014-03-31,59427407000
2014-04-01,58831942000
2014-04-02,58905230000
2014-04-03,58886908000
2014-04-04,58831942000
2014-04-07,59473212000
2014-04-08,60123642999
2014-04-09,60215253000
2014-04-10,60407634000
2014-04-11,59830491000
2014-04-14,60334346000
2014-04-15,60801557000
2014-04-16,61543598000
2014-04-17,61323734000
2014-04-21,61232124000
2014-04-22,60792396000
2014-04-23,60343507000
2014-04-24,60856523000
2014-04-25,60682463999
2014-04-28,62166546000
2014-04-29,61415344000
2014-04-30,61653530000
2014-05-01,61387861000
2014-05-02,61470309999
2014-05-05,61287090000
2014-05-06,61113030999
2014-05-07,61589403000
2014-05-08,61470309999
2014-05-09,61974165000
2014-05-12,61552759000
2014-05-13,61616886000
2014-05-14,61342055999
2014-05-15,60838201000
2014-05-16,61305412000
2014-05-19,61131353000
2014-05-20,60975616000
2014-05-21,61204641000
2014-05-22,61021421000
2014-05-23,61131353000
2014-05-27,61113030999
2014-05-28,60572532000
2014-05-29,61305412000
2014-05-30,62661240000
2014-06-02,62487180999
2014-06-03,61598563999
2014-06-04,62029130999
2014-06-05,62258155999
2014-06-06,62313122000
2014-06-09,62697884000
2014-06-10,62926909000
2014-06-11,62862782000
2014-06-12,62148224000
2014-06-13,62166546000
2014-06-16,62377249000
2014-06-17,62194029000
2014-06-18,62963553000
2014-06-19,63604823000
2014-06-20,62642917999
2014-06-23,62139063000
2014-06-24,62248995000
2014-06-25,62248995000
2014-06-26,62203190000
2014-06-27,62688723000
2014-06-30,62302884000
2014-07-01,62577024000
2014-07-02,62567886000
2014-07-03,62887715999
2014-07-07,62924268000
2014-07-08,63509100000
2014-07-09,63646170000
2014-07-10,63435996000
2014-07-11,63527376000
2014-07-14,63774102000
2014-07-15,63655308000
2014-07-16,63463410000
2014-07-17,62686679999
2014-07-18,62960820000
2014-07-21,62832888000
2014-07-22,62677542000
2014-07-23,62293746000
2014-07-24,62238918000
2014-07-25,61763742000
2014-07-28,61526154000
2014-07-29,60639768000
2014-07-30,60411318000
2014-07-31,57934920000
2014-08-01,58437510000
2014-08-04,58263888000
2014-08-05,58273026000
2014-08-06,59214240000
2014-08-07,58894410000
2014-08-08,59561484000
2014-08-11,59451828000
2014-08-12,58866996000
2014-08-13,58830443999
2014-08-14,58675097999
2014-08-15,58601993999
2014-08-18,59049756000
2014-08-19,58720788000
2014-08-20,59095446000
2014-08-21,59223378000
2014-08-22,59004065999
2014-08-25,59278206000
2014-08-26,59205102000
2014-08-27,59241654000
2014-08-28,58949238000
2014-08-29,59150274000
2014-09-02,58866996000
2014-09-03,58866996000
2014-09-04,58766478000
2014-09-05,59269068000
2014-09-08,58154232000
2014-09-09,57962334000
2014-09-10,58483200000
2014-09-11,58866996000
2014-09-12,58921824000
2014-09-15,58949238000
2014-09-16,59524932000
2014-09-17,59616311999
2014-09-18,59680278000
2014-09-19,59652864000
2014-09-22,60027522000
2014-09-23,59762520000
2014-09-24,60520974000
2014-09-25,59835624000
2014-09-26,60036660000
2014-09-29,59972693999
2014-09-30,59428464000
2014-10-01,59127768000
2014-10-02,59027536000
2014-10-03,59647151999
2014-10-06,59474024000
2014-10-07,59136880000
2014-10-08,59975183999
2014-10-09,59410240000
2014-10-10,59492248000
2014-10-13,58489928000
2014-10-14,58690392000
2014-10-15,57888536000
2014-10-16,57505832000
2014-10-17,58070776000
2014-10-20,58808848000
2014-10-21,59610704000
2014-10-22,59519583999
2014-10-23,59273560000
2014-10-24,59546919999
2014-10-27,60239432000
2014-10-28,59947848000
2014-10-29,60002519999
2014-10-30,60512792000
2014-10-31,60941055999
2014-11-03,61423992000
2014-11-04,62007160000
2014-11-05,62098280000
2014-11-06,62061832000
2014-11-07,62007160000
2014-11-10,62462760000
2014-11-11,62389864000
2014-11-12,62599440000
2014-11-13,62225848000
2014-11-14,61560672000
2014-11-17,61888704000
2014-11-18,61934264000
2014-11-19,62225848000
2014-11-20,62016272000
2014-11-21,62271408000
2014-11-24,61916040000
2014-11-25,62262296000
2014-11-26,62590328000
2014-11-28,63410408000
2014-12-01,63237280000
2014-12-02,63656432000
2014-12-03,62927472000
2014-12-04,63282840000
2014-12-05,63209944000
2014-12-08,63273728000
2014-12-09,63173496000
2014-12-10,62754344000
2014-12-11,63127936000
2014-12-12,62480983999
2014-12-15,61916040000
2014-12-16,61515112000
2014-12-17,62562992000
2014-12-18,63310176000
2014-12-19,63765776000
2014-12-22,64020912000
2014-12-23,64695200000
2014-12-24,64212264000
2014-12-26,64585855999
2014-12-29,64221376000
2014-12-30,63820448000
2014-12-31,62803763000
2015-01-02,62667608000
2015-01-05,62204681000
2015-01-06,61551137000
2015-01-07,62041294999
2015-01-08,62885456000
2015-01-09,62268219999
2015-01-12,61959602000
2015-01-13,62386221000
2015-01-14,62132065000
2015-01-15,62014063999
2015-01-16,62785609000
2015-01-20,62594991999
2015-01-21,62041294999
2015-01-22,62921763999
2015-01-23,60942978000
2015-01-26,60171433000
2015-01-27,59599582000
2015-01-28,59109424000
2015-01-29,62658531000
2015-01-30,61287904000
2015-02-02,62622222999
2015-02-03,62803763000
2015-02-04,62812840000
2015-02-05,63348383000
2015-02-06,62903610000
2015-02-09,62694838999
2015-02-10,63030688000
2015-02-11,63057919000
2015-02-12,63402844999
2015-02-13,63611616000
2015-02-17,63711463000
2015-02-18,64029158000
2015-02-19,63729616999
2015-02-20,63756847999
2015-02-23,64156236000
2015-02-24,64455777000
2015-02-25,64455777000
2015-02-26,64546547000
2015-02-27,64283313999
2015-03-02,64455777000
2015-03-03,64156236000
2015-03-04,64156236000
2015-03-05,64864241999
2015-03-06,62858225000
2015-03-09,63166843000
2015-03-10,62086680000
2015-03-11,61623753000
2015-03-12,62204681000
2015-03-13,62141141999
2015-03-16,62649454000
2015-03-17,62095757000
2015-03-18,62023141000
2015-03-19,61986833000
2015-03-20,63139612000
2015-03-23,63693309000
2015-03-24,62912687000
2015-03-25,62531453000
2015-03-26,62395297999
2015-03-27,62404375000
2015-03-30,62894533000
2015-03-31,62724964000
2015-04-01,62498814000
2015-04-02,62715918000
2015-04-06,63276770000
2015-04-07,63059665999
2015-04-08,63231540000
2015-04-09,63285815999
2015-04-10,62969206000
2015-04-13,62697826000
2015-04-14,62987297999
2015-04-15,63213447999
2015-04-16,63394368000
2015-04-17,62670688000
2015-04-20,61928915999
2015-04-21,62426446000
2015-04-22,62670688000
2015-04-23,62616412000
2015-04-24,62571182000
2015-04-27,62399308000
2015-04-28,62209342000
2015-04-29,61974146000
2015-04-30,60861488000
2015-05-01,61223328000
2015-05-04,61386156000
2015-05-05,60951947999
2015-05-06,61322834000
2015-05-07,61404247999
2015-05-08,61693720000
2015-05-11,61359018000
2015-05-12,61404247999
2015-05-13,61150959999
2015-05-14,62082697999
2015-05-15,62082697999
2015-05-18,62064606000
2015-05-19,62544044000
2015-05-20,62317894000
2015-05-21,62254571999
2015-05-22,61965100000
2015-05-26,60743890000
2015-05-27,61096684000
2015-05-28,60906718000
2015-05-29,60418234000
2015-06-01,60517740000
2015-06-02,60363958000
2015-06-03,60219221999
2015-06-04,59631232000
2015-06-05,59233208000
2015-06-08,59106564000
2015-06-09,59730738000
2015-06-10,60671521999
2015-06-11,60201130000
2015-06-12,59965934000
2015-06-15,59106564000
2015-06-16,59685508000
2015-06-17,60074486000
2015-06-18,60761982000
2015-06-19,60517740000
2015-06-22,60825303999
2015-06-23,60617246000
2015-06-24,60146853999
2015-06-25,60119715999
2015-06-26,60155900000
2015-06-29,59160840000
2015-06-30,58875541000
2015-07-01,59550616000
2015-07-02,59550616000
2015-07-06,59370595999
2015-07-07,60585731000
2015-07-08,59811645000
2015-07-09,59559617000
2015-07-10,59982664000
2015-07-13,60702744000
2015-07-14,60549727000
2015-07-15,60225691000
2015-07-16,60864762000
2015-07-17,60756750000
2015-07-20,61026780000
2015-07-21,60252694000
2015-07-22,60306700000
2015-07-23,60342704000
2015-07-24,60306700000
2015-07-27,60576730000
2015-07-28,61557839000
2015-07-29,62043893000
2015-07-30,61224802000
2015-07-31,61224802000
2015-08-03,61584842000
2015-08-04,61611845000
2015-08-05,62178908000
2015-08-06,61791865000
2015-08-07,61647848999
2015-08-10,61872873999
2015-08-11,61440826000
2015-08-12,61206800000
2015-08-13,60900766000
2015-08-14,61017779000
2015-08-17,60900766000
2015-08-18,60927769000
2015-08-19,60072673999
2015-08-20,59397598999
2015-08-21,58488498000
2015-08-24,55761195000
2015-08-25,54339037000
2015-08-26,56013223000
2015-08-27,56787309000
2015-08-28,57021335000
2015-08-31,56535281000
2015-09-01,55149127000
2015-09-02,55968218000
2015-09-03,56634292000
2015-09-04,55320146000
2015-09-08,57093343000
2015-09-09,56157239000
2015-09-10,55743193000
2015-09-11,55734192000
2015-09-14,55905211000
2015-09-15,56193243000
2015-09-16,56769307000
2015-09-17,56949327000
2015-09-18,56427269000
2015-09-21,56796310000
2015-09-22,55950216000
2015-09-23,55896210000
2015-09-24,56031225000
2015-09-25,56832314000
2015-09-28,55950216000
2015-09-29,56769307000
2015-09-30,56891890000
2015-10-01,57124980000
2015-10-02,57627020000
2015-10-05,58586274999
2015-10-06,58084235000
2015-10-07,58586274999
2015-10-08,59079350000
2015-10-09,59473810000
2015-10-12,59393125000
2015-10-13,59142105000
2015-10-14,58944875000
2015-10-15,59680004999
2015-10-16,60173080000
2015-10-19,60289625000
2015-10-20,60119290000
2015-10-21,59913095000
2015-10-22,61535760000
2015-10-23,61804710000
2015-10-26,61607480000
2015-10-27,61813675000
2015-10-28,61706095000
2015-10-29,62064695000
2015-10-30,59482774999
2015-11-02,60504784999
2015-11-03,60962000000
2015-11-04,60495820000
2015-11-05,60603399999
2015-11-06,59007629999
2015-11-09,58962805000
2015-11-10,59509669999
2015-11-11,59572425000
2015-11-12,58514555000
2015-11-13,57878040000
2015-11-16,58783504999
2015-11-17,58559379999
2015-11-18,59222790000
2015-11-19,59509669999
2015-11-20,59258649999
2015-11-23,59966885000
2015-11-24,59904129999
2015-11-25,59554495000
2015-11-27,59671040000
2015-11-30,58882120000
2015-12-01,59016595000
2015-12-02,58882120000
2015-12-03,58792470000
2015-12-04,59473810000
2015-12-07,59473810000
2015-12-08,59330370000
2015-12-09,59240720000
2015-12-10,59285544999
2015-12-11,58460764999
2015-12-14,59034524999
2015-12-15,59850340000
2015-12-16,61257845000
2015-12-17,60361345000
2015-12-18,58783504999
2015-12-21,59151070000
2015-12-22,59688970000
2015-12-23,60208940000
2015-12-24,60056534999
2015-12-28,59966885000
2015-12-29,60648225000
2015-12-30,60540645000
2015-12-31,59538294000
2016-01-04,57831326999
2016-01-05,58090500000
2016-01-06,57321918000
2016-01-07,56312037000
2016-01-08,55900935000
2016-01-11,56133297000
2016-01-12,56642706000
2016-01-13,56222667000
2016-01-14,56776761000
2016-01-15,56615895000
2016-01-19,57455973000
2016-01-20,55811565000
2016-01-21,56884005000
2016-01-22,57741957000
2016-01-25,57134241000
2016-01-26,57491721000
2016-01-27,57464910000
2016-01-28,58108374000
2016-01-29,60351561000
2016-02-01,59162940000
2016-02-02,58412232000
2016-02-03,59011011000
2016-02-04,58975262999
2016-02-05,59154003000
2016-02-08,59046758999
2016-02-09,58876955999
2016-02-10,58814397000
2016-02-11,57590028000
2016-02-12,58716090000
2016-02-16,58814397000
2016-02-17,59931522000
2016-02-18,60074514000
2016-02-19,60289001999
2016-02-22,60423057000
2016-02-23,60056640000
2016-02-24,59270183999
2016-02-25,60253254000
2016-02-26,59234436000
2016-02-29,58662468000
2016-03-01,60172821000
2016-03-02,59949396000
2016-03-03,60423057000
2016-03-04,60914592000
2016-03-07,60387308999
2016-03-08,60351561000
2016-03-09,60753726000
2016-03-10,60977151000
2016-03-11,61102269000
2016-03-14,60986087999
2016-03-15,61298883000
2016-03-16,61379316000
2016-03-17,62433882000
2016-03-18,62987976000
2016-03-21,62943291000
2016-03-22,62165772000
2016-03-23,62380260000
2016-03-24,62478567000
2016-03-28,62478567000
2016-03-29,63014787000
2016-03-30,63202464000
2016-03-31,63154035000
2016-04-01,63645680000
2016-04-04,63609924000
2016-04-05,63592046000
2016-04-06,63833399000
2016-04-07,63145096000
2016-04-08,63529472999
2016-04-11,63413266000
2016-04-12,63672497000
2016-04-13,63314937000
2016-04-14,63288120000
2016-04-15,63690375000
2016-04-18,63752947999
2016-04-19,64056874000
2016-04-20,62850109000
2016-04-21,61661222000
2016-04-22,61732734000
2016-04-25,62054538000
2016-04-26,61643343999
2016-04-27,61956209000
2016-04-28,63609924000
2016-04-29,63395388000
2016-05-02,64691543000
2016-05-03,64226714999
2016-05-04,64253531999
2016-05-05,63887033000
2016-05-06,64199897999
2016-05-09,64146264000
2016-05-10,64539580000
2016-05-11,64342922000
2016-05-12,64941835000
2016-05-13,64065813000
2016-05-16,64378678000
2016-05-17,63332814999
2016-05-18,62689206999
2016-05-19,62957377000
2016-05-20,62590878000
2016-05-23,62644512000
2016-05-24,63350693000
2016-05-25,63171913000
2016-05-26,63011010999
2016-05-27,63100401000
2016-05-31,62939499000
2016-06-01,63645680000
2016-06-02,63842338000
2016-06-03,64003239999
2016-06-06,64217776000
2016-06-07,63994301000
2016-06-08,64360800000
2016-06-09,64664726000
2016-06-10,64468068000
2016-06-13,64065813000
2016-06-14,64441251000
2016-06-15,64110508000
2016-06-16,64360800000
2016-06-17,63860216000
2016-06-20,64038996000
2016-06-21,64182020000
2016-06-22,64584275000
2016-06-23,64959713000
2016-06-24,63091462000
2016-06-27,62564060999
2016-06-28,63583106999
2016-06-29,64235654000
2016-06-30,65287080000
2016-07-01,65064105000
2016-07-05,65358432000
2016-07-06,65358432000
2016-07-07,65465460000
2016-07-08,66223575000
2016-07-11,66437630999
2016-07-12,65956005000
2016-07-13,66419793000
2016-07-14,66633848999
2016-07-15,66642768000
2016-07-18,66446550000
2016-07-19,66500064000
2016-07-20,66107628000
2016-07-21,65884653000
2016-07-22,66544659000
2016-07-25,66205737000
2016-07-26,65982762000
2016-07-27,65358432000
2016-07-28,65331675000
2016-07-29,66384117000
2016-08-01,66990609000
2016-08-02,66776553000
2016-08-03,66071952000
2016-08-04,66696282000
2016-08-05,66517902000
2016-08-08,66384117000
2016-08-09,66696282000
2016-08-10,66749796000
2016-08-11,66794391000
2016-08-12,66865743000
2016-08-15,66633848999
2016-08-16,66286007999
2016-08-17,66517902000
2016-08-18,66526821000
2016-08-19,66437630999
2016-08-22,66446550000
2016-08-23,66482226000
2016-08-24,66321684000
2016-08-25,66562496999
2016-08-26,66419793000
2016-08-29,66723039000
2016-08-30,66446550000
2016-08-31,66303846000
2016-09-01,66241413000
2016-09-02,66794391000
2016-09-06,67133313000
2016-09-07,65786544000
2016-09-08,65099780999
2016-09-09,63200034000
2016-09-12,64912482000
2016-09-13,64074096000
2016-09-14,64083014999
2016-09-15,64305989999
2016-09-16,64181123999
2016-09-19,64386261000
2016-09-20,64644912000
2016-09-21,65108700000
2016-09-22,65581407000
2016-09-23,65331675000
2016-09-26,65206809000
2016-09-27,65518973999
2016-09-28,65643839999
2016-09-29,65367351000
2016-09-30,65806664000
2016-10-03,65345112000
2016-10-04,64617280000
2016-10-05,64768172000
2016-10-06,65043328000
2016-10-07,64839180000
2016-10-10,64448636000
2016-10-11,64084720000
2016-10-12,64288868000
2016-10-13,64049216000
2016-10-14,64182356000
2016-10-17,63978208000
2016-10-18,63845068000
2016-10-19,63640920000
2016-10-20,62948592000
2016-10-21,62948592000
2016-10-24,63046228000
2016-10-25,63294756000
2016-10-26,63250376000
2016-10-27,62637931999
2016-10-28,63170492000
2016-10-31,63339136000
2016-11-01,63010723999
2016-11-02,63179368000
2016-11-03,62637931999
2016-11-04,61750331999
2016-11-07,62611304000
2016-11-08,63543284000
2016-11-09,62460412000
2016-11-10,59646720000
2016-11-11,59841992000
2016-11-14,59096408000
2016-11-15,59105284000
2016-11-16,59238423999
2016-11-17,58572723999
2016-11-18,58457336000
2016-11-21,58776872000
2016-11-22,58874508000
2016-11-23,58572723999
2016-11-25,59052028000
2016-11-28,58963268000
2016-11-29,59052028000
2016-11-30,57898148000
2016-12-01,57765008000
2016-12-02,57445472000
2016-12-05,57365587999
2016-12-06,57720628000
2016-12-07,58519468000
2016-12-08,58315320000
2016-12-09,58839004000
2016-12-12,59247300000
2016-12-13,59371564000
2016-12-14,58501716000
2016-12-15,58785748000
2016-12-16,58785748000
2016-12-19,58634856000
2016-12-20,58927764000
2016-12-21,58625980000
2016-12-22,58910012000
2016-12-23,58821252000
2016-12-27,58590476000
2016-12-28,58235436000
2016-12-29,58483964000
2016-12-30,58084544000
2017-01-03,57983238000
2017-01-04,58620222000
2017-01-05,59142194999
2017-01-06,59593392000
2017-01-09,58761774000
2017-01-10,57850533000
2017-01-11,57779757000
2017-01-12,58257494999
2017-01-13,58284035999
2017-01-17,59363369999
2017-01-18,60035742000
2017-01-19,59310288000
2017-01-20,60115365000
2017-01-23,59761485000
2017-01-24,60389622000
2017-01-25,60540021000
2017-01-26,60371927999
2017-01-27,57222396000
2017-01-30,57089691000
2017-01-31,57133926000
2017-02-01,57257784000
2017-02-02,58107096000
2017-02-03,58363659000
2017-02-06,57939002999
2017-02-07,58885632000
2017-02-08,58912173000
2017-02-09,58921019999
2017-02-10,59911884000
2017-02-13,59903036999
2017-02-14,59929577999
2017-02-15,60699267000
2017-02-16,61044300000
2017-02-17,63680706000
2017-02-21,64742346000
2017-02-22,65016602999
2017-02-23,65857068000
2017-02-24,64892744999
2017-02-27,64273455000
2017-02-28,64565406000
2017-03-01,64990061999
2017-03-02,65237777999
2017-03-03,65105073000
2017-03-06,65282013000
2017-03-07,65220084000
2017-03-08,64724652000
2017-03-09,64910439000
2017-03-10,65697822000
2017-03-13,65379330000
2017-03-14,65158155000
2017-03-15,65414718000
2017-03-16,65379330000
2017-03-17,65432411999
2017-03-20,65290860000
2017-03-21,65202390000
2017-03-22,65184696000
2017-03-23,65397024000
2017-03-24,65175849000
2017-03-27,64963521000
2017-03-28,65264319000
2017-03-29,65078532000
2017-03-30,64786581000
2017-03-31,64685322000
2017-04-03,64844406000
2017-04-04,65065356000
2017-04-05,64923947999
2017-04-06,64632293999
2017-04-07,64915110000
2017-04-10,65162574000
2017-04-11,65136060000
2017-04-12,65401200000
2017-04-13,65100708000
2017-04-17,65463065999
2017-04-18,65728206000
2017-04-19,64862082000
2017-04-20,64676484000
2017-04-21,64535076000
2017-04-24,65100708000
2017-04-25,65595636000
2017-04-26,64959300000
2017-04-27,64782540000
2017-04-28,63668952000
2017-05-01,63456840000
2017-05-02,62537688000
2017-05-03,62820504000
2017-05-04,63589410000
2017-05-05,63465678000
2017-05-08,63492192000
2017-05-09,63191700000
2017-05-10,63456840000
2017-05-11,63297756000
2017-05-12,62970750000
2017-05-15,63324270000
2017-05-16,63262404000
2017-05-17,66894822000
2017-05-18,65339334000
2017-05-19,66125915999
2017-05-22,65648664000
2017-05-23,65259792000
2017-05-24,65931479999
2017-05-25,66612006000
2017-05-26,66682710000
2017-05-30,67248342000
2017-05-31,67486968000
2017-06-01,67778622000
2017-06-02,68149818000
2017-06-05,68255874000
2017-06-06,68052600000
2017-06-07,68194008000
2017-06-08,66983202000
2017-06-09,66965526000
2017-06-12,66771090000
2017-06-13,66894822000
2017-06-14,67062743999
2017-06-15,67478129999
2017-06-16,67442778000
2017-06-19,67964220000
2017-06-20,67478129999
2017-06-21,66885984000
2017-06-22,66753414000
2017-06-23,67098096000
2017-06-26,67071582000
2017-06-27,66612006000
2017-06-28,66364542000
2017-06-29,65507256000
2017-06-30,65286290999
2017-07-03,65118958000
2017-07-05,64960432000
2017-07-06,64687415000
2017-07-07,64590538000
2017-07-10,64361556000
2017-07-11,63762680000
2017-07-12,63656996000
2017-07-13,63612961000
2017-07-14,63841942999
2017-07-17,63930013000
2017-07-18,63868364000
2017-07-19,63841942999
2017-07-20,63489663000
2017-07-21,64528889000
2017-07-24,63278294999
2017-07-25,63454435000
2017-07-26,64291100000
2017-07-27,64247065000
2017-07-28,63885978000
2017-07-31,63586540000
2017-08-01,63146190000
2017-08-02,63075734000
2017-08-03,63058119999
2017-08-04,62952436000
2017-08-07,63181417999
2017-08-08,63146190000
2017-08-09,63031698999
2017-08-10,63014085000
2017-08-11,62758682000
2017-08-14,62926015000
2017-08-15,63234260000
2017-08-16,63348751000
2017-08-17,62793910000
2017-08-18,62547314000
2017-08-21,63066927000
2017-08-22,63093348000
2017-08-23,62723454000
2017-08-24,62335946000
2017-08-25,62661805000
2017-08-28,62441630000
2017-08-29,62793910000
2017-08-30,62485665000
2017-08-31,63093348000
2017-09-01,62793910000
2017-09-05,62626577000
2017-09-06,62961242999
2017-09-07,63022892000
2017-09-08,63251873999
2017-09-11,63428014000
2017-09-12,63366365000
2017-09-13,63102155000
2017-09-14,63533698000
2017-09-15,63656996000
2017-09-18,63753873000
2017-09-19,64123767000
2017-09-20,63894785000
2017-09-21,62855559000
2017-09-22,62697033000
2017-09-25,64291100000
2017-09-26,64634573000
2017-09-27,64361556000
2017-09-28,64423205000
2017-09-29,64158994999
2017-10-02,64050100000
2017-10-03,63602320000
2017-10-04,63988639999
2017-10-05,64278379999
2017-10-06,63848160000
2017-10-09,63532080000
2017-10-10,64006200000
2017-10-11,65612940000
2017-10-12,65990480000
2017-10-13,66719219999
2017-10-16,66508500000
2017-10-17,65814879999
2017-10-18,65358320000
2017-10-19,64216920000
2017-10-20,63496959999
2017-10-23,63382820000
2017-10-24,63075520000
2017-10-25,62706760000
2017-10-26,62522379999
2017-10-27,61811200000
2017-10-30,60757600000
2017-10-31,61855100000
2017-11-01,61951680000
2017-11-02,62285320000
2017-11-03,61591700000
2017-11-06,61679500000
2017-11-07,62250200000
2017-11-08,64331060000
2017-11-09,64014980000
2017-11-10,64278379999
2017-11-13,64708600000
2017-11-14,64497879999
2017-11-15,63637440000
2017-11-16,63769139999
2017-11-17,63119420000
2017-11-20,63277459999
2017-11-21,63409160000
2017-11-22,62996500000
2017-11-24,63224780000
2017-11-27,63216000000
2017-11-28,63883280000
2017-11-29,63224780000
2017-11-30,63611100000
2017-12-01,64129120000
2017-12-04,65428560000
2017-12-05,65490020000
2017-12-06,65191500000
2017-12-07,64269600000
2017-12-08,64374959999
2017-12-11,64243260000
2017-12-12,63646219999
2017-12-13,64401299999
2017-12-14,64304719999
2017-12-15,65015900000
2017-12-18,64963219999
2017-12-19,65718299999
2017-12-20,65428560000
2017-12-21,65551480000
2017-12-22,65981700000
2017-12-26,66271440000
2017-12-27,66174860000
2017-12-28,65972920000
2017-12-29,66245100000
2018-01-02,65777556000
2018-01-03,65523689999
2018-01-04,65943882000
2018-01-05,66022668000
2018-01-08,66118962000
2018-01-09,66215256000
2018-01-10,65497427999
2018-01-11,65261070000
2018-01-12,65322348000
2018-01-16,66022668000
2018-01-17,67125672000
2018-01-18,67081901999
2018-01-19,67843500000
2018-01-22,67738451999
2018-01-23,67318260000
2018-01-24,67230720000
2018-01-25,67677174000
2018-01-26,64394424000
2018-01-29,64595766000
2018-01-30,65366118000
2018-01-31,64989695999
2018-02-01,64193082000
2018-02-02,63405222000
2018-02-05,61111674000
2018-02-06,61636914000
2018-02-07,61426818000
2018-02-08,60358830000
2018-02-09,61067904000
2018-02-12,61444326000
2018-02-13,61540620000
2018-02-14,60945348000
2018-02-15,62345988000
2018-02-16,62556083999
2018-02-20,61304262000
2018-02-21,60525156000
2018-02-22,60744006000
2018-02-23,61540620000
2018-02-26,62214677999
2018-02-27,61207968000
2018-02-28,60376338000
2018-03-01,60280044000
2018-03-02,60638958000
2018-03-05,61339277999
2018-03-06,60962856000
2018-03-07,60997872000
2018-03-08,62170908000
2018-03-09,62363495999
2018-03-12,62223432000
2018-03-13,62039598000
2018-03-14,61269245999
2018-03-15,60892824000
2018-03-16,60945348000
2018-03-19,61330524000
2018-03-20,61006626000
2018-03-21,60131226000
2018-03-22,60245027999
2018-03-23,59859851999
2018-03-26,59693526000
2018-03-27,60647712000
2018-03-28,61978320000
2018-03-29,62748672000
2018-04-02,61149755000
2018-04-03,61847115000
2018-04-04,62457305000
2018-04-05,62596777000
2018-04-06,62448588000
2018-04-09,62256814000
2018-04-10,62527041000
2018-04-11,62221945999
2018-04-12,61838398000
2018-04-13,62413719999
2018-04-16,63145948000
2018-04-17,62962891000
2018-04-18,62832136000
2018-04-19,60818509000
2018-04-20,58857184000
2018-04-23,57854729000
2018-04-24,58081370999
2018-04-25,57889597000
2018-04-26,58046503000
2018-04-27,58037786000
2018-04-30,56860991000
2018-05-01,56660500000
2018-05-02,55039138000
2018-05-03,55196044000
2018-05-04,55536007000
2018-05-07,54760194000
2018-05-08,54289476000
2018-05-09,53966947000
2018-05-10,54463816000
2018-05-11,54664307000
2018-05-14,54080268000
2018-05-15,53740305000
2018-05-16,54123853000
2018-05-17,54298193000
2018-05-18,54237174000
2018-05-21,54263325000
2018-05-22,54402797000
2018-05-23,54673024000
2018-05-24,54472533000
2018-05-25,55570875000
2018-05-29,55405252000
2018-05-30,56128763000
2018-05-31,54995553000
2018-06-01,54646873000
2018-06-04,54664307000
2018-06-05,54298193000
2018-06-06,54542269000
2018-06-07,54707892000
2018-06-08,55213478000
2018-06-11,55570875000
2018-06-12,55553441000
2018-06-13,54969402000
2018-06-14,55187327000
2018-06-15,56425141000
2018-06-18,55187327000
2018-06-19,55788800000
2018-06-20,55701630000
2018-06-21,55344233000
2018-06-22,56337970999
2018-06-25,56756387000
2018-06-26,56782538000
2018-06-27,56407706999
2018-06-28,56599481000
2018-06-29,56494877000
2018-07-02,56107104000
2018-07-03,56185296000
2018-07-05,57306047999
2018-07-06,57149664000
2018-07-09,56472000000
2018-07-10,57106224000
2018-07-11,56680511999
2018-07-12,56619696000
2018-07-13,57123600000
2018-07-16,57010656000
2018-07-17,56958528000
