,RL
2013-11-27,15705331000
2013-11-29,15788223000
2013-12-02,15681905000
2013-12-03,15600815000
2013-12-04,15644063000
2013-12-05,15632350000
2013-12-06,15523329000
2013-12-09,15423318000
2013-12-10,15472873000
2013-12-11,15415209000
2013-12-12,15589102000
2013-12-13,15784619000
2013-12-16,15817956000
2013-12-17,15708935000
2013-12-18,15955809000
2013-12-19,15780113999
2013-12-20,15772005000
2013-12-23,15755787000
2013-12-24,15860303000
2013-12-26,15854897000
2013-12-27,15854897000
2013-12-30,15729528000
2013-12-31,15750044000
2014-01-02,15643004000
2014-01-03,15805348000
2014-01-06,15581456000
2014-01-07,15645680000
2014-01-08,15370944000
2014-01-09,15420896000
2014-01-10,15516339999
2014-01-13,14941000000
2014-01-14,14938324000
2014-01-15,14992736000
2014-01-16,14567252000
2014-01-17,14494108000
2014-01-21,14352280000
2014-01-22,14259512000
2014-01-23,14151580000
2014-01-24,14059704000
2014-01-27,13999939999
2014-01-28,13981208000
2014-01-29,13871492000
2014-01-30,14114116000
2014-01-31,13994587999
2014-02-03,13706472000
2014-02-04,13752856000
2014-02-05,13264932000
2014-02-06,13578916000
2014-02-07,13905387999
2014-02-10,13848300000
2014-02-11,13986560000
2014-02-12,13781400000
2014-02-13,13928580000
2014-02-14,14128387999
2014-02-18,14017780000
2014-02-19,14001724000
2014-02-20,14063272000
2014-02-21,14129280000
2014-02-24,14206884000
2014-02-25,14271108000
2014-02-26,14461104000
2014-02-27,14431668000
2014-02-28,14368336000
2014-03-03,14296084000
2014-03-04,14445048000
2014-03-05,14401339999
2014-03-06,14464672000
2014-03-07,14633260000
2014-03-10,14654668000
2014-03-11,14470916000
2014-03-12,14501244000
2014-03-13,14219372000
2014-03-14,14279136000
2014-03-17,14406692000
2014-03-18,14610960000
2014-03-19,14384392000
2014-03-20,14313924000
2014-03-21,14364768000
2014-03-24,14272892000
2014-03-25,13941068000
2014-03-26,13958016000
2014-03-27,14002616000
2014-03-28,14115008000
2014-03-31,14306677000
2014-04-01,14554708000
2014-04-02,14527149000
2014-04-03,14462252000
2014-04-04,14103095999
2014-04-07,13831062000
2014-04-08,13861287999
2014-04-09,13996416000
2014-04-10,13671931000
2014-04-11,13650595000
2014-04-14,13725270999
2014-04-15,13809726000
2014-04-16,13783945000
2014-04-17,13724382000
2014-04-21,13683487999
2014-04-22,13767054000
2014-04-23,13676376000
2014-04-24,13744829000
2014-04-25,13609701000
2014-04-28,13465683000
2014-04-29,13540359000
2014-04-30,13456793000
2014-05-01,13637260000
2014-05-02,13779500000
2014-05-05,13855954000
2014-05-06,13680820999
2014-05-07,13562584000
2014-05-08,13511911000
2014-05-09,13229209000
2014-05-12,13098526000
2014-05-13,13260324000
2014-05-14,13114528000
2014-05-15,13110083000
2014-05-16,13314553000
2014-05-19,13423011000
2014-05-20,13358114000
2014-05-21,13407898000
2014-05-22,13503910000
2014-05-23,13576808000
2014-05-27,13646150000
2014-05-28,13566140000
2014-05-29,13607034000
2014-05-30,13644372000
2014-06-02,13616812999
2014-06-03,13714603000
2014-06-04,13815949000
2014-06-05,13714603000
2014-06-06,13735050000
2014-06-09,13807059000
2014-06-10,13748385000
2014-06-11,13640816000
2014-06-12,13574141000
2014-06-13,13649706000
2014-06-16,13601700000
2014-06-17,13751941000
2014-06-18,13868400000
2014-06-19,13712825000
2014-06-20,13830173000
2014-06-23,13876401000
2014-06-24,14037310000
2014-06-25,13863066000
2014-06-26,13964412000
2014-06-27,14261337999
2014-06-30,14204996000
2014-07-01,14288092000
2014-07-02,14272179999
2014-07-03,14398592000
2014-07-07,14310192000
2014-07-08,14221792000
2014-07-09,14402127999
2014-07-10,14141348000
2014-07-11,14067092000
2014-07-14,14096264000
2014-07-15,14043224000
2014-07-16,13967200000
2014-07-17,13895596000
2014-07-18,13939796000
2014-07-21,13946868000
2014-07-22,14075932000
2014-07-23,14099800000
2014-07-24,14278368000
2014-07-25,14112175999
2014-07-28,14136927999
2014-07-29,13996372000
2014-07-30,14086540000
2014-07-31,13778024000
2014-08-01,13662220000
2014-08-04,13816920000
2014-08-05,13840788000
2014-08-06,13868192000
2014-08-07,13977808000
2014-08-08,14182896000
2014-08-11,14387984000
2014-08-12,14389752000
2014-08-13,14342016000
2014-08-14,14425112000
2014-08-15,14456936000
2014-08-18,14617824000
2014-08-19,14762800000
2014-08-20,14968772000
2014-08-21,14963468000
2014-08-22,15007668000
2014-08-25,15024464000
2014-08-26,14939600000
2014-08-27,14999712000
2014-08-28,14944020000
2014-08-29,14957279999
2014-09-02,15011204000
2014-09-03,14944020000
2014-09-04,15245464000
2014-09-05,15284360000
2014-09-08,15249000000
2014-09-09,15339168000
2014-09-10,15443479999
2014-09-11,15317068000
2014-09-12,15363036000
2014-09-15,15115516000
2014-09-16,15257840000
2014-09-17,15273752000
2014-09-18,15279056000
2014-09-19,15203032000
2014-09-22,15013856000
2014-09-23,15028884000
2014-09-24,14815840000
2014-09-25,14578927999
2014-09-26,14642575999
2014-09-29,14539143000
2014-09-30,14512713000
2014-10-01,14392016000
2014-10-02,14723272000
2014-10-03,14659840000
2014-10-06,14482758999
2014-10-07,14370872000
2014-10-08,14634291000
2014-10-09,14363824000
2014-10-10,14133883000
2014-10-13,13878393000
2014-10-14,13896013000
2014-10-15,13807032000
2014-10-16,13890726999
2014-10-17,13765625000
2014-10-20,13849319999
2014-10-21,14198196000
2014-10-22,14146217000
2014-10-23,14199958000
2014-10-24,14118025000
2014-10-27,14214935000
2014-10-28,14177051999
2014-10-29,14253699000
2014-10-30,14634291000
2014-10-31,14522404000
2014-11-03,14596408000
2014-11-04,14461615000
2014-11-05,14517118000
2014-11-06,15099458999
2014-11-07,15329400000
2014-11-10,15146151999
2014-11-11,15071267000
2014-11-12,15235133000
2014-11-13,15256276999
2014-11-14,15350544000
2014-11-17,15510005000
2014-11-18,15554936000
2014-11-19,15828046000
2014-11-20,15838618000
2014-11-21,15862405000
2014-11-24,15974292000
2014-11-25,16090583999
2014-11-26,16040367000
2014-11-28,16289690000
2014-12-01,15970768000
2014-12-02,15909098000
2014-12-03,16146968000
2014-12-04,16136396000
2014-12-05,16148730000
2014-12-08,16129348000
2014-12-09,16072964000
2014-12-10,15866810000
2014-12-11,15939051999
2014-12-12,16002483999
2014-12-15,15860643000
2014-12-16,15558460000
2014-12-17,15787519999
2014-12-18,15909979000
2014-12-19,15754042000
2014-12-22,15878263000
2014-12-23,16179565000
2014-12-24,16241235000
2014-12-26,16309072000
2014-12-29,16301529000
2014-12-30,16257879000
2014-12-31,16164468000
2015-01-02,15984630000
2015-01-05,15528924000
2015-01-06,15225993000
2015-01-07,15607494000
2015-01-08,15589161000
2015-01-09,15363927000
2015-01-12,15226865999
2015-01-13,15158771999
2015-01-14,15041790000
2015-01-15,14793858000
2015-01-16,14845365000
2015-01-20,14685606000
2015-01-21,14799096000
2015-01-22,14913459000
2015-01-23,14733621000
2015-01-26,14779017000
2015-01-27,14622750000
2015-01-28,14509259999
2015-01-29,14843619000
2015-01-30,14569496999
2015-02-02,14648940000
2015-02-03,14913459000
2015-02-04,12196683000
2015-02-05,12376521000
2015-02-06,12123351000
2015-02-09,11880657000
2015-02-10,11795103000
2015-02-11,11800340999
2015-02-12,11855340000
2015-02-13,11802959999
2015-02-17,11902482000
2015-02-18,11909465999
2015-02-19,11957481000
2015-02-20,12160890000
2015-02-23,12105890999
2015-02-24,12055257000
2015-02-25,12085812000
2015-02-26,12002004000
2015-02-27,11995893000
2015-03-02,12052638000
2015-03-03,11866689000
2015-03-04,11780262000
2015-03-05,11723517000
2015-03-06,11517489000
2015-03-09,11598678000
2015-03-10,11389158000
2015-03-11,11144718000
2015-03-12,11390904000
2015-03-13,11349873000
2015-03-16,11322809999
2015-03-17,11270430000
2015-03-18,11549790000
2015-03-19,11579471999
2015-03-20,11626614000
2015-03-23,11686851000
2015-03-24,11674629000
2015-03-25,11598678000
2015-03-26,11520981000
2015-03-27,11455506000
2015-03-30,11441355000
2015-03-31,11374750000
2015-04-01,11478549999
2015-04-02,11648954999
2015-04-06,11921430000
2015-04-07,12039935000
2015-04-08,12061560000
2015-04-09,12132490000
2015-04-10,11947380000
2015-04-13,11896345000
2015-04-14,11858285000
2015-04-15,11899805000
2015-04-16,11878180000
2015-04-17,11571970000
2015-04-20,11846174999
2015-04-21,11759674999
2015-04-22,11797734999
2015-04-23,11882505000
2015-04-24,11804655000
2015-04-27,11738049999
2015-04-28,11665390000
2015-04-29,11597055000
2015-04-30,11539965000
2015-05-01,11774380000
2015-05-04,11759674999
2015-05-05,11712100000
2015-05-06,11585810000
2015-05-07,11597920000
2015-05-08,11624734999
2015-05-11,11646359999
2015-05-12,11521799999
2015-05-13,11174070000
2015-05-14,11391185000
2015-05-15,11514015000
2015-05-18,11463845000
2015-05-19,11305549999
2015-05-20,11365234999
2015-05-21,11377345000
2015-05-22,11507095000
2015-05-26,11110060000
2015-05-27,11094490000
2015-05-28,11405025000
2015-05-29,11279600000
2015-06-01,11383400000
2015-06-02,11709505000
2015-06-03,11838390000
2015-06-04,11857420000
2015-06-05,11859150000
2015-06-08,11801195000
2015-06-09,11790815000
2015-06-10,11727670000
2015-06-11,11744105000
2015-06-12,11699125000
2015-06-15,11595325000
2015-06-16,11623005000
2015-06-17,11652415000
2015-06-18,12066750000
2015-06-19,12130760000
2015-06-22,12045990000
2015-06-23,12071940000
2015-06-24,11906725000
2015-06-25,11778704999
2015-06-26,11838390000
2015-06-29,11455848000
2015-06-30,11330016000
2015-07-01,11407056000
2015-07-02,11535456000
2015-07-06,11352272000
2015-07-07,11452424000
2015-07-08,11088624000
2015-07-09,11041544000
2015-07-10,11102319999
2015-07-13,11493512000
2015-07-14,11579968000
2015-07-15,11349704000
2015-07-16,11383944000
2015-07-17,11193056000
2015-07-20,11171656000
2015-07-21,11151112000
2015-07-22,11130568000
2015-07-23,11026992000
2015-07-24,10858360000
2015-07-27,10700000000
2015-07-28,10837816000
2015-07-29,10864352000
2015-07-30,10881472000
2015-07-31,10776184000
2015-08-03,10553624000
2015-08-04,10555336000
2015-08-05,10400400000
2015-08-06,10286552000
2015-08-07,10289120000
2015-08-10,10318224000
2015-08-11,10186400000
2015-08-12,10100800000
2015-08-13,10040024000
2015-08-14,10100800000
2015-08-17,10099944000
2015-08-18,10034888000
2015-08-19,9905632000
2015-08-20,9664240000
2015-08-21,9470784000
2015-08-24,9209704000
2015-08-25,8989712000
2015-08-26,9141224000
2015-08-27,9345808000
2015-08-28,9492184000
2015-08-31,9517864000
2015-09-01,9282464000
2015-09-02,9373200000
2015-09-03,9498176000
2015-09-04,9328688000
2015-09-08,9505880000
2015-09-09,9316704000
2015-09-10,9340672000
2015-09-11,9391176000
2015-09-14,9237096000
2015-09-15,9391176000
2015-09-16,9809760000
2015-09-17,9754120000
2015-09-18,9362928000
2015-09-21,9545256000
2015-09-22,9445960000
2015-09-23,9250792000
2015-09-24,9347520000
2015-09-25,9272192000
2015-09-28,8904312000
2015-09-29,8833845000
2015-09-30,10031784000
2015-10-01,9895944000
2015-10-02,9963864000
2015-10-05,10126872000
2015-10-06,10187151000
2015-10-07,10070838000
2015-10-08,10294125000
2015-10-09,10233846000
2015-10-12,10237242000
2015-10-13,10080177000
2015-10-14,10080177000
2015-10-15,9957921000
2015-10-16,9929904000
2015-10-19,9951129000
2015-10-20,9996975000
2015-10-21,9832269000
2015-10-22,9906132000
2015-10-23,9652281000
2015-10-26,9645489000
2015-10-27,9524082000
2015-10-28,9545307000
2015-10-29,9367017000
2015-10-30,9404373000
2015-11-02,9411165000
2015-11-03,9693033000
2015-11-04,9642093000
2015-11-05,11079450000
2015-11-06,11651676000
2015-11-09,11405466000
2015-11-10,11308679999
2015-11-11,10609104000
2015-11-12,10368837000
2015-11-13,10164228000
2015-11-16,10242336000
2015-11-17,10130268000
2015-11-18,10136211000
2015-11-19,10418079000
2015-11-20,10502979000
2015-11-23,10714380000
2015-11-24,10611651000
2015-11-25,10664289000
2015-11-27,10526751000
2015-11-30,10545429000
2015-12-01,10598067000
2015-12-02,10673628000
2015-12-03,10372233000
2015-12-04,10259316000
2015-12-07,10153191000
2015-12-08,10075083000
2015-12-09,10034331000
2015-12-10,9835665000
2015-12-11,9592002000
2015-12-14,9597096000
2015-12-15,9724446000
2015-12-16,9836514000
2015-12-17,9572475000
2015-12-18,9479934000
2015-12-21,9390789000
2015-12-22,9492669000
2015-12-23,9721899000
2015-12-24,9625962000
2015-12-28,9429521000
2015-12-29,9562922000
2015-12-30,9452174000
2015-12-31,9353172000
2016-01-04,9359884000
2016-01-05,9302832000
2016-01-06,9069590000
2016-01-07,8772584000
2016-01-08,8691201000
2016-01-11,8561156000
2016-01-12,8722244000
2016-01-13,8455442000
2016-01-14,8477256000
2016-01-15,8447052000
2016-01-19,8505782000
2016-01-20,8675260000
2016-01-21,8888366000
2016-01-22,8974783000
2016-01-25,8937867000
2016-01-26,9155168000
2016-01-27,9099794000
2016-01-28,9197957000
2016-01-29,9438750000
2016-02-01,9424487000
2016-02-02,9376664000
2016-02-03,9695484000
2016-02-04,7546805000
2016-02-05,7320275000
2016-02-08,7150797000
2016-02-09,7022430000
2016-02-10,7089550000
2016-02-11,6978802000
2016-02-12,7294266000
2016-02-16,7410887000
2016-02-17,7487236000
2016-02-18,7452837000
2016-02-19,7406692000
2016-02-22,7634900000
2016-02-23,7534220000
2016-02-24,7547643999
2016-02-25,7712088000
2016-02-26,7622314999
2016-02-29,7614764000
2016-03-01,7860591000
2016-03-02,7934422999
2016-03-03,8035103000
2016-03-04,8151724000
2016-03-07,8280930000
2016-03-08,8148368000
2016-03-09,8150885000
2016-03-10,8075375000
2016-03-11,8263311000
2016-03-14,8270022999
2016-03-15,8163470000
2016-03-16,8031747000
2016-03-17,8147529000
2016-03-18,8232268000
2016-03-21,8327075000
2016-03-22,8202064000
2016-03-23,8045171000
2016-03-24,8016645000
2016-03-28,8090477000
2016-03-29,8096350000
2016-03-30,8131588000
2016-03-31,8076214000
2016-04-01,8160114000
2016-04-04,7747185129
2016-04-05,7751314759
2016-04-06,7968533276
2016-04-07,7809955499
2016-04-08,7535748094
2016-04-11,7463892539
2016-04-12,7522533279
2016-04-13,7728188833
2016-04-14,7643944389
2016-04-15,7802522166
2016-04-18,7861988832
2016-04-19,7830603647
2016-04-20,7832255499
2016-04-21,7770311055
2016-04-22,7762051796
2016-04-25,7795088832
2016-04-26,7843818462
2016-04-27,7837211054
2016-04-28,7764529573
2016-04-29,7698455500
2016-05-02,7865292536
2016-05-03,7807477721
2016-05-04,7685240685
2016-05-05,7515925872
2016-05-06,7442418465
2016-05-09,7458111057
2016-05-10,7379648095
2016-05-11,6979074024
2016-05-12,7175644392
2016-05-13,7061666616
2016-05-16,7144259208
2016-05-17,7277233281
2016-05-18,7350740688
2016-05-19,7363955502
2016-05-20,7567959204
2016-05-23,7657159204
2016-05-24,7713322166
2016-05-25,7757922166
2016-05-26,7751314759
2016-05-27,7769485129
2016-05-31,7790959203
2016-06-01,7884288832
2016-06-02,7979270313
2016-06-03,7913196239
2016-06-06,7956144387
2016-06-07,7768659203
2016-06-08,7742229574
2016-06-09,7943755498
2016-06-10,7912370313
2016-06-13,7749662907
2016-06-14,7545659205
2016-06-15,7809955499
2016-06-16,7763703648
2016-06-17,7899981424
2016-06-20,7945407350
2016-06-21,8025522164
2016-06-22,7962751794
2016-06-23,8032129572
2016-06-24,7400296243
2016-06-27,7216940688
2016-06-28,7259062910
2016-06-29,7328440688
2016-06-30,7401948095
2016-07-01,7439940687
2016-07-05,7320604000
2016-07-06,7456232000
2016-07-07,7588552000
2016-07-08,7711775000
2016-07-11,7940027000
2016-07-12,8151738999
2016-07-13,8148431000
2016-07-14,8180684000
2016-07-15,8176549000
2016-07-18,8200532000
2016-07-19,8170760000
2016-07-20,8273308000
2016-07-21,8202186000
2016-07-22,8178203000
2016-07-25,8250152000
2016-07-26,8348565000
2016-07-27,8207975000
2016-07-28,8013630000
2016-07-29,8112043000
2016-08-01,8078136000
2016-08-02,7724180000
2016-08-03,7679522000
2016-08-04,7796129000
2016-08-05,7943335000
2016-08-08,7935891999
2016-08-09,7862288999
2016-08-10,8529678000
2016-08-11,8989490000
2016-08-12,8947313000
2016-08-15,9028359000
2016-08-16,8998587000
2016-08-17,8890250000
2016-08-18,8982047000
2016-08-19,9008511000
2016-08-22,8934908000
2016-08-23,9021743000
2016-08-24,8920849000
2016-08-25,8856343000
2016-08-26,8800934000
2016-08-29,8803415000
2016-08-30,8642150000
2016-08-31,8569374000
2016-09-01,8561931000
2016-09-02,8537121000
2016-09-06,8481712000
2016-09-07,8670268000
2016-09-08,8508176000
2016-09-09,8331198000
2016-09-12,8418860000
2016-09-13,8308869000
2016-09-14,8250979000
2016-09-15,8274962000
2016-09-16,8275788999
2016-09-19,8265865000
2016-09-20,8168279000
2016-09-21,8196397000
2016-09-22,8184819000
2016-09-23,8262557000
2016-09-26,8002879000
2016-09-27,8093022000
2016-09-28,8099638000
2016-09-29,8241055000
2016-09-30,8364278000
2016-10-03,8336818000
2016-10-04,8283954000
2016-10-05,8239350000
2016-10-06,8376466000
2016-10-07,8508626000
2016-10-10,8559838000
2016-10-11,8452458000
2016-10-12,8401245999
2016-10-13,8234394000
2016-10-14,8055152000
2016-10-17,8027894000
2016-10-18,8065064000
2016-10-19,8175748000
2016-10-20,8060934000
2016-10-21,7981638000
2016-10-24,8144360000
2016-10-25,8079931999
2016-10-26,8098930000
2016-10-27,8080758000
2016-10-28,8106364000
2016-10-31,8103060000
2016-11-01,8149316000
2016-11-02,8074976000
2016-11-03,8065064000
2016-11-04,8143534000
2016-11-07,8245958000
2016-11-08,8169966000
2016-11-09,8437590000
2016-11-10,8777076000
2016-11-11,8846460000
2016-11-14,9217334000
2016-11-15,9347842000
2016-11-16,9244592000
2016-11-17,9380882000
2016-11-18,9109128000
2016-11-21,9133082000
2016-11-22,9389968000
2016-11-23,9294152000
2016-11-25,9265242000
2016-11-28,9161166000
2016-11-29,8971186000
2016-11-30,8640786000
2016-12-01,8620962000
2016-12-02,8732472000
2016-12-05,8936494000
2016-12-06,8872892000
2016-12-07,9000096000
2016-12-08,8993488000
2016-12-09,9003400000
2016-12-12,8571402000
2016-12-13,8570576000
2016-12-14,8404550000
2016-12-15,8006418000
2016-12-16,7826350000
2016-12-19,7701624000
2016-12-20,7675192000
2016-12-21,7666106000
2016-12-22,7494298000
2016-12-23,7388570000
2016-12-27,7442260000
2016-12-28,7432348000
2016-12-29,7495124000
2016-12-30,7460431999
2017-01-03,7440723000
2017-01-04,7439902000
2017-01-05,7311005000
2017-01-06,7272418000
2017-01-09,7163225000
2017-01-10,7219874000
2017-01-11,7113144000
2017-01-12,7092619000
2017-01-13,7086871999
2017-01-17,7354518000
2017-01-18,7330709000
2017-01-19,7241220000
2017-01-20,7298690000
2017-01-23,7330709000
2017-01-24,7398031000
2017-01-25,7483415000
2017-01-26,7389821000
2017-01-27,7222337000
2017-01-30,7260924000
2017-01-31,7260103000
2017-02-01,7173077000
2017-02-02,6289681000
2017-02-03,6253557000
2017-02-06,6283113000
2017-02-07,6237958000
2017-02-08,6362750000
2017-02-09,6402158000
2017-02-10,6535981000
2017-02-13,6513814000
2017-02-14,6526129000
2017-02-15,6499857000
2017-02-16,6442387000
2017-02-17,6435819000
2017-02-21,6419399000
2017-02-22,6412831000
2017-02-23,6457165000
2017-02-24,6503140999
2017-02-27,6550759000
2017-02-28,6512993000
2017-03-01,6614796999
2017-03-02,6626290999
2017-03-03,6550759000
2017-03-06,6545833000
2017-03-07,6497394000
2017-03-08,6603303000
2017-03-09,6541728000
2017-03-10,6592630000
2017-03-13,6534339000
2017-03-14,6570463000
2017-03-15,6670625000
2017-03-16,6653384000
2017-03-17,6625470000
2017-03-20,6523665999
2017-03-21,6422683000
2017-03-22,6421040999
2017-03-23,6503962000
2017-03-24,6546654000
2017-03-27,6602482000
2017-03-28,6703465000
2017-03-29,6811837000
2017-03-30,6723990000
2017-03-31,6701002000
2017-04-03,6639792000
2017-04-04,6343584000
2017-04-05,6488832000
2017-04-06,6585935999
2017-04-07,6469248000
2017-04-10,6571248000
2017-04-11,6554928000
2017-04-12,6542688000
2017-04-13,6458640000
2017-04-17,6528000000
2017-04-18,6489648000
2017-04-19,6528000000
2017-04-20,6505152000
2017-04-21,6439872000
2017-04-24,6496176000
2017-04-25,6574511999
2017-04-26,6624288000
2017-04-27,6725472000
2017-04-28,6586752000
2017-05-01,6471696000
2017-05-02,6594096000
2017-05-03,6517392000
2017-05-04,6555744000
2017-05-05,6700176000
2017-05-08,6699360000
2017-05-09,6858480000
2017-05-10,6778511999
2017-05-11,6465168000
2017-05-12,6234240000
2017-05-15,6246480000
2017-05-16,6033504000
2017-05-17,5936400000
2017-05-18,5824608000
2017-05-19,5654064000
2017-05-22,5568384000
2017-05-23,5524320000
2017-05-24,5441088000
2017-05-25,5428032000
2017-05-26,5394576000
2017-05-30,5494944000
2017-05-31,5532480000
2017-06-01,5671200000
2017-06-02,5644272000
2017-06-05,5643456000
2017-06-06,5632032000
2017-06-07,5641008000
2017-06-08,5646720000
2017-06-09,5724240000
2017-06-12,5687520000
2017-06-13,5714448000
2017-06-14,5760144000
2017-06-15,5840111999
2017-06-16,5881728000
2017-06-19,5828688000
2017-06-20,5765856000
2017-06-21,5786256000
2017-06-22,5828688000
2017-06-23,5934768000
2017-06-26,5947824000
2017-06-27,5947008000
2017-06-28,5944560000
2017-06-29,5982096000
2017-06-30,6022080000
2017-07-03,6115245000
2017-07-05,5972270000
2017-07-06,5762301000
2017-07-07,5906910000
2017-07-10,5916714000
2017-07-11,5861975000
2017-07-12,5821125000
2017-07-13,5872596000
2017-07-14,5830929000
2017-07-17,5949393999
2017-07-18,5893838000
2017-07-19,5961649000
2017-07-20,6026192000
2017-07-21,6117696000
2017-07-24,5967368000
2017-07-25,6125866000
2017-07-26,6099722000
2017-07-27,6177337000
2017-07-28,6147108000
2017-07-31,6180605000
2017-08-01,6187141000
2017-08-02,6169167000
2017-08-03,6213285000
2017-08-04,6314593000
2017-08-07,6384855000
2017-08-08,7232901000
2017-08-09,7111985000
2017-08-10,6849728000
2017-08-11,6844826000
2017-08-14,6933879000
2017-08-15,6941231999
2017-08-16,7038455000
2017-08-17,6985350000
2017-08-18,6888943999
2017-08-21,6936330000
2017-08-22,6970643999
2017-08-23,6911003000
2017-08-24,7022115000
2017-08-25,7124240000
2017-08-28,7126691000
2017-08-29,7094011000
2017-08-30,7103815000
2017-08-31,7180613000
2017-09-01,7297443999
2017-09-05,7312150000
2017-09-06,7397935000
2017-09-07,7250058000
2017-09-08,7417543000
2017-09-11,7528655000
2017-09-12,7467380000
2017-09-13,7404471000
2017-09-14,7419993999
2017-09-15,7424079000
2017-09-18,7366072000
2017-09-19,7437151000
2017-09-20,7280287000
2017-09-21,7228816000
2017-09-22,7223914000
2017-09-25,7230450000
2017-09-26,7249241000
2017-09-27,7287640000
2017-09-28,7259862000
2017-09-29,7213293000
2017-10-02,7269666000
2017-10-03,7233718000
2017-10-04,7310516000
2017-10-05,7306431000
2017-10-06,7210025000
2017-10-09,7103815000
2017-10-10,7125874000
2017-10-11,6960840000
2017-10-12,6965742000
2017-10-13,6947768000
2017-10-16,7030285000
2017-10-17,7027017000
2017-10-18,6971461000
2017-10-19,7057246000
2017-10-20,7383229000
2017-10-23,7317052000
2017-10-24,7407739000
2017-10-25,7504145000
2017-10-26,7455942000
2017-10-27,7442053000
2017-10-30,7500877000
2017-10-31,7306431000
2017-11-01,7308065000
2017-11-02,7494341000
2017-11-03,7407739000
2017-11-06,7192051000
2017-11-07,6944500000
2017-11-08,6979631000
2017-11-09,7050710000
2017-11-10,7077671000
2017-11-13,7080939000
2017-11-14,7124240000
2017-11-15,7118521000
2017-11-16,7223097000
2017-11-17,7280287000
2017-11-20,7317052000
2017-11-21,7375059000
2017-11-22,7511498000
2017-11-24,7469014000
2017-11-27,7546629000
2017-11-28,7722284000
2017-11-29,7732905000
2017-11-30,7773755000
2017-12-01,7810520000
2017-12-04,8146306999
2017-12-05,7826043000
2017-12-06,7949410000
2017-12-07,8167549000
2017-12-08,8361178000
2017-12-11,8267223000
2017-12-12,8181438000
2017-12-13,7861174000
2017-12-14,7912645000
2017-12-15,7852187000
2017-12-18,8011502000
2017-12-19,7951861000
2017-12-20,8057254000
2017-12-21,8245164000
2017-12-22,8317060000
2017-12-26,8446963000
2017-12-27,8440427000
2017-12-28,8383237000
2017-12-29,8471473000
2018-01-02,8568696000
2018-01-03,8303988000
2018-01-04,8457584000
2018-01-05,8527846000
2018-01-08,8575231999
2018-01-09,8577683000
2018-01-10,8576866000
2018-01-11,8655298000
2018-01-12,8724743000
2018-01-16,8531114000
2018-01-17,8664285000
2018-01-18,8972294000
2018-01-19,9214126000
2018-01-22,9386513000
2018-01-23,9464945000
2018-01-24,9619358000
2018-01-25,9589129000
2018-01-26,9711679000
2018-01-29,9556449000
2018-01-30,9484553000
2018-01-31,9339127000
2018-02-01,9109550000
2018-02-02,8970660000
2018-02-05,8614448000
2018-02-06,8719841000
2018-02-07,8799090000
2018-02-08,8277843999
2018-02-09,8455133000
2018-02-12,8446963000
2018-02-13,8540918000
2018-02-14,8715756000
2018-02-15,8737815000
2018-02-16,8626703000
2018-02-20,8610363000
2018-02-21,8714939000
2018-02-22,8783567000
2018-02-23,8866901000
2018-02-26,8955137000
2018-02-27,8815430000
2018-02-28,8647128000
2018-03-01,8588304000
2018-03-02,8696148000
2018-03-05,8776214000
2018-03-06,8738632000
2018-03-07,8739449000
2018-03-08,8597291000
2018-03-09,8647128000
2018-03-12,8781116000
2018-03-13,8768044000
2018-03-14,8805626000
2018-03-15,8859548000
2018-03-16,8917555000
2018-03-19,8849744000
2018-03-20,9019680000
2018-03-21,8943699000
2018-03-22,8795822000
2018-03-23,8748436000
2018-03-26,9046641000
2018-03-27,8953503000
2018-03-28,8990268000
2018-03-29,9134060000
2018-04-02,8848476000
2018-04-03,8995896000
2018-04-04,9230130000
2018-04-05,9368541000
2018-04-06,9153963000
2018-04-09,9211293000
2018-04-10,9422595000
2018-04-11,9366084000
2018-04-12,9335781000
2018-04-13,9103185000
2018-04-16,9171981000
2018-04-17,9288279000
2018-04-18,9119565000
2018-04-19,9016371000
2018-04-20,8703513000
2018-04-23,8962317000
2018-04-24,8874684000
2018-04-25,8909901000
2018-04-26,9009819000
2018-04-27,9094176000
2018-04-30,8996715000
2018-05-01,8757567000
2018-05-02,8727264000
2018-05-03,8787051000
2018-05-04,8746920000
2018-05-07,8696961000
2018-05-08,8728902000
2018-05-09,8996715000
2018-05-10,8923824000
2018-05-11,8927919000
2018-05-14,9048312000
2018-05-15,9128574000
2018-05-16,9186723000
2018-05-17,9305478000
2018-05-18,9456174000
2018-05-21,9588852000
2018-05-22,9550359000
2018-05-23,10919727000
2018-05-24,11040120000
2018-05-25,11244870000
2018-05-29,11077794000
2018-05-30,11163789000
2018-05-31,11022102000
2018-06-01,11291553000
2018-06-04,11340693000
2018-06-05,11429964000
2018-06-06,11433240000
2018-06-07,11290734000
2018-06-08,11648637000
2018-06-11,11632257000
2018-06-12,11703510000
2018-06-13,11379186000
2018-06-14,11391471000
2018-06-15,11442249000
2018-06-18,11513502000
2018-06-19,11417679000
2018-06-20,11343150000
2018-06-21,11063871000
2018-06-22,10668294000
2018-06-25,10484019000
2018-06-26,10538892000
2018-06-27,10382463000
2018-06-28,10396386000
2018-06-29,10296468000
2018-07-02,10229166000
2018-07-03,10129167000
2018-07-05,10203150000
2018-07-06,10277946000
2018-07-09,10315344000
2018-07-10,10501520999
2018-07-11,10273881000
2018-07-12,10360059000
2018-07-13,10369815000
2018-07-16,10560870000
2018-07-17,10837290000
