,COP
2009-04-14,44832719360
2009-04-15,44981368960
2009-04-16,45085423680
2009-04-17,45516507520
2009-04-20,42989464320
2009-04-21,43866496960
2009-04-22,43123248960
2009-04-23,45248938240
2009-04-24,46705704320
2009-04-27,46497594880
2009-04-28,46125970880
2009-04-29,47032733440
2009-04-30,46453000000
2009-05-01,48162470400
2009-05-04,49708426240
2009-05-05,48682744000
2009-05-06,50109780160
2009-05-07,49559776640
2009-05-08,53157096960
2009-05-11,51135462400
2009-05-12,51521951359
2009-05-13,50540864000
2009-05-14,50704378560
2009-05-15,49782751040
2009-05-18,51581411200
2009-05-19,52012495040
2009-05-20,52339524160
2009-05-21,50615188799
2009-05-22,50288159680
2009-05-26,51031407680
2009-05-27,50392214400
2009-05-28,51685465920
2009-05-29,51938170240
2009-06-01,54271968960
2009-06-02,54316563840
2009-06-03,51700330880
2009-06-04,52086819840
2009-06-05,50986812799
2009-06-08,51016542720
2009-06-09,51611141120
2009-06-10,51848980480
2009-06-11,51611141120
2009-06-12,50273294720
2009-06-15,48846258560
2009-06-16,49039503040
2009-06-17,48192200320
2009-06-18,48504364480
2009-06-19,48697608960
2009-06-22,45813806720
2009-06-23,46750299200
2009-06-24,47255707840
2009-06-25,47315167680
2009-06-26,47166518080
2009-06-29,47835441280
2009-06-30,47716565120
2009-07-01,47716565120
2009-07-02,46466349440
2009-07-06,46332397760
2009-07-07,45379852480
2009-07-08,44754744640
2009-07-09,45737056960
2009-07-10,45067298560
2009-07-13,46094261440
2009-07-14,46004960320
2009-07-15,47240292480
2009-07-16,48073769599
2009-07-17,48088653120
2009-07-20,48996547840
2009-07-21,49353752319
2009-07-22,48966780800
2009-07-23,49904442560
2009-07-24,51005823040
2009-07-27,51333260480
2009-07-28,50946288959
2009-07-29,48624459840
2009-07-30,48996547840
2009-07-31,49591888640
2009-08-03,51050473599
2009-08-04,50886754880
2009-08-05,50589084480
2009-08-06,50053277760
2009-08-07,50008627200
2009-08-10,50172345920
2009-08-11,49487704000
2009-08-12,49800257920
2009-08-13,50157462400
2009-08-14,49666306240
2009-08-17,48058886080
2009-08-18,48326789440
2009-08-19,48922130240
2009-08-20,49070965440
2009-08-21,50142578880
2009-08-24,51407678080
2009-08-25,51095124160
2009-08-26,51720232000
2009-08-27,51883950720
2009-08-28,51854183680
2009-08-31,51095124160
2009-09-01,50097928319
2009-09-02,50306297599
2009-09-03,50172345920
2009-09-04,51020706560
2009-09-08,52196504640
2009-09-09,52003018880
2009-09-10,52628126720
2009-09-11,52151854080
2009-09-14,52866263040
2009-09-15,52568592640
2009-09-16,53089515840
2009-09-17,53089515840
2009-09-18,53104399360
2009-09-21,52360223360
2009-09-22,52910913599
2009-09-23,52003018880
2009-09-24,51124891200
2009-09-25,51124891200
2009-09-28,51839300160
2009-09-29,51303493440
2009-09-30,51294984620
2009-10-01,51682341460
2009-10-02,53157277120
2009-10-05,54349144319
2009-10-06,54974874600
2009-10-07,56449810260
2009-10-08,58386594460
2009-10-09,57671474140
2009-10-12,58327001100
2009-10-13,57894949240
2009-10-14,57745965840
2009-10-15,58803747980
2009-10-16,59012324740
2009-10-19,60278683640
2009-10-20,60085005220
2009-10-21,60159496920
2009-10-22,60114801900
2009-10-23,59027223080
2009-10-26,57626779120
2009-10-27,58371696120
2009-10-28,56211436819
2009-10-29,58297204420
2009-10-30,56986150500
2009-11-02,56762675400
2009-11-03,57641677460
2009-11-04,58207814380
2009-11-05,58997426400
2009-11-06,59176206480
2009-11-09,60025411860
2009-11-10,60844820560
2009-11-11,60368073680
2009-11-12,59310291540
2009-11-13,59995615180
2009-11-16,61142787360
2009-11-17,60978905620
2009-11-18,60844820560
2009-11-19,59697648380
2009-11-20,59146409800
2009-11-23,59474173280
2009-11-24,59831733439
2009-11-25,60085005220
2009-11-27,58967629720
2009-11-30,58803747980
2009-12-01,59354986560
2009-12-02,58878239680
2009-12-03,58118424340
2009-12-04,57537389080
2009-12-07,57716169160
2009-12-08,56717980380
2009-12-09,57030845520
2009-12-10,57790660860
2009-12-11,57835355880
2009-12-14,58029034300
2009-12-15,57537389080
2009-12-16,57760864180
2009-12-17,57030845520
2009-12-18,56554098640
2009-12-21,57462897380
2009-12-22,57745965840
2009-12-23,57328812319
2009-12-24,57775762520
2009-12-28,58103526000
2009-12-29,57701270819
2009-12-30,57909847580
2009-12-31,58117078730
2010-01-04,59833868880
2010-01-05,59893583319
2010-01-06,60326513009
2010-01-07,60087655250
2010-01-08,60610156600
2010-01-11,60968443240
2010-01-12,59669654170
2010-01-13,60042869420
2010-01-14,60296655790
2010-01-15,60341441620
2010-01-19,61117729340
2010-01-20,60386227450
2010-01-21,59445725020
2010-01-22,57579648770
2010-01-25,57758792090
2010-01-26,57385576840
2010-01-27,56683932170
2010-01-28,55026856460
2010-01-29,54623783990
2010-02-01,55847930009
2010-02-02,57072076029
2010-02-03,56892932710
2010-02-04,54802927310
2010-02-05,54608855380
2010-02-08,53907210710
2010-02-09,55176142560
2010-02-10,54922356190
2010-02-11,55653858080
2010-02-12,55385143100
2010-02-16,56803361049
2010-02-17,56101716380
2010-02-18,55609072250
2010-02-19,55653858080
2010-02-22,55415000319
2010-02-23,54459569279
2010-02-24,55026856460
2010-02-25,54967142020
2010-02-26,54623783990
2010-03-01,55653858080
2010-03-02,56564503290
2010-03-03,56191288040
2010-03-04,56146502210
2010-03-05,57370648230
2010-03-08,57728934870
2010-03-09,57863292360
2010-03-10,58579865640
2010-03-11,58385793710
2010-03-12,58818723400
2010-03-15,58773937569
2010-03-16,59371081970
2010-03-17,60296655790
2010-03-18,59983154980
2010-03-19,59595011120
2010-03-22,59296438920
2010-03-23,59759225830
2010-03-24,59774154440
2010-03-25,58639580080
2010-03-26,58057364290
2010-03-29,58206650390
2010-03-30,58341007880
2010-03-31,58117644140
2010-04-01,59086023239
2010-04-05,60516244680
2010-04-06,60531142820
2010-04-07,60084198620
2010-04-08,61261151680
2010-04-09,62825456380
2010-04-12,63555465239
2010-04-13,63227706160
2010-04-14,64613233180
2010-04-15,64806909000
2010-04-16,63659752219
2010-04-19,64330168520
2010-04-20,65194260640
2010-04-21,64985686680
2010-04-22,64717520160
2010-04-23,65968963920
2010-04-26,66207334160
2010-04-27,65343242040
2010-04-28,66490398820
2010-04-29,67116120699
2010-04-30,67220407680
2010-05-03,67801435140
2010-05-04,65879575080
2010-05-05,64464251780
2010-05-06,62572188000
2010-05-07,62095447520
2010-05-10,64359964800
2010-05-11,65060177380
2010-05-12,65507121580
2010-05-13,64672825739
2010-05-14,63421381980
2010-05-17,62676474980
2010-05-18,62095447520
2010-05-19,61231355400
2010-05-20,57834579480
2010-05-21,58460301360
2010-05-24,56910894800
2010-05-25,56687422699
2010-05-26,56300071060
2010-05-27,59294597199
2010-05-28,58892347420
2010-06-01,57164163180
2010-06-02,59607458140
2010-06-03,59041328820
2010-06-04,56851302239
2010-06-07,56314969199
2010-06-08,57745190640
2010-06-09,57596209239
2010-06-10,60605633520
2010-06-11,60754614920
2010-06-14,59965013500
2010-06-15,61663401460
2010-06-16,61857077280
2010-06-17,62661576840
2010-06-18,63615057800
2010-06-21,63376687560
2010-06-22,61857077280
2010-06-23,60769513060
2010-06-24,59637254420
2010-06-25,58966838120
2010-06-28,58132542280
2010-06-29,56598033860
2010-06-30,55438553240
2010-07-01,55186694500
2010-07-02,55142248840
2010-07-06,55571890220
2010-07-07,57779358000
2010-07-08,58223814599
2010-07-09,59068282140
2010-07-12,58846053840
2010-07-13,60105347540
2010-07-14,59631260500
2010-07-15,59705336599
2010-07-16,58564564660
2010-07-19,58549749440
2010-07-20,59468293080
2010-07-21,58860869059
2010-07-22,60164608420
2010-07-23,60757217220
2010-07-26,61468347780
2010-07-27,61483163000
2010-07-28,61483163000
2010-07-29,61616499980
2010-07-30,62372076200
2010-08-02,64979554920
2010-08-03,65009185360
2010-08-04,64846217940
2010-08-05,65172152780
2010-08-06,64298054800
2010-08-09,64727696180
2010-08-10,64223978700
2010-08-11,62698011040
2010-08-12,62505413180
2010-08-13,62135032680
2010-08-16,62031326140
2010-08-17,63098021980
2010-08-18,62594304500
2010-08-19,61794282620
2010-08-20,60860923760
2010-08-23,60653510680
2010-08-24,60342391059
2010-08-25,60372021500
2010-08-26,59186803900
2010-08-27,60327575840
2010-08-30,59483108300
2010-08-31,59216434340
2010-09-01,61053521620
2010-09-02,61468347780
2010-09-03,62179478340
2010-09-07,60609065019
2010-09-08,61349826019
2010-09-09,61809097840
2010-09-10,61838728280
2010-09-13,62549858840
2010-09-14,62535043620
2010-09-15,62742456700
2010-09-16,62520228400
2010-09-17,62416521860
2010-09-20,64179533040
2010-09-21,63838782980
2010-09-22,63320250280
2010-09-23,62372076200
2010-09-24,63646185120
2010-09-27,63542478580
2010-09-28,64475837440
2010-09-29,64786957059
2010-09-30,62705437300
2010-10-01,63178091350
2010-10-04,62519240250
2010-10-05,64195013700
2010-10-06,65183290350
2010-10-07,65197613200
2010-10-08,65083030400
2010-10-11,65283550300
2010-10-12,65083030400
2010-10-13,65655944400
2010-10-14,65856464299
2010-10-15,66357764050
2010-10-18,66887709500
2010-10-19,65512715900
2010-10-20,66902032350
2010-10-21,66730158150
2010-10-22,67331717850
2010-10-25,66973646600
2010-10-26,67002292300
2010-10-27,65598652999
2010-10-28,65054384700
2010-10-29,64839541950
2010-11-01,64366887900
2010-11-02,64796573400
2010-11-03,64868187650
2010-11-04,66873386650
2010-11-05,67489269200
2010-11-08,68148120300
2010-11-09,67732757650
2010-11-10,69021814150
2010-11-11,68663742900
2010-11-12,68148120300
2010-11-15,67775726200
2010-11-16,66543961100
2010-11-17,66400732600
2010-11-18,67417654950
2010-11-19,67603852000
2010-11-22,67131197950
2010-11-23,66085629900
2010-11-24,67088229400
2010-11-26,66400732600
2010-11-29,66257504100
2010-11-30,65698912950
2010-12-01,68191088850
2010-12-02,69551759600
2010-12-03,69795248050
2010-12-06,70081705050
2010-12-07,70282224950
2010-12-08,70540036250
2010-12-09,70611650500
2010-12-10,70511390550
2010-12-13,71485344350
2010-12-14,71685864250
2010-12-15,71098627400
2010-12-16,71700187100
2010-12-17,71041336000
2010-12-20,72058258350
2010-12-21,72745755150
2010-12-22,73189763500
2010-12-23,73247054900
2010-12-27,73318669150
2010-12-28,73748354650
2010-12-29,74163717300
2010-12-30,74249654400
2010-12-31,74349914350
2011-01-03,74507465700
2011-01-04,74120748750
2011-01-05,73748354650
2011-01-06,73118149250
2011-01-07,73275700600
2011-01-10,73017889300
2011-01-11,74435851450
2011-01-12,74994442600
2011-01-13,73433251950
2011-01-14,73934551700
2011-01-18,74349914350
2011-01-19,73991843100
2011-01-20,73390283400
2011-01-21,73877260300
2011-01-24,74349914350
2011-01-25,73676740400
2011-01-26,75610325150
2011-01-27,75767876500
2011-01-28,77042610150
2011-01-31,78030886800
2011-02-01,78303020950
2011-02-02,78732706450
2011-02-03,78646769350
2011-02-04,78260052400
2011-02-07,78933226350
2011-02-08,78618123650
2011-02-09,77157192950
2011-02-10,76512664700
2011-02-11,78159792450
2011-02-14,80551708400
2011-02-15,80250928550
2011-02-16,81840764900
2011-02-17,82456647450
2011-02-18,83659766850
2011-02-22,83645444000
2011-02-23,85793871500
2011-02-24,84375909350
2011-02-25,84375909350
2011-02-28,85020437600
2011-03-01,84977469050
2011-03-02,85435800250
2011-03-03,86853762400
2011-03-04,87326416450
2011-03-07,86481368300
2011-03-08,85507414500
2011-03-09,85206634650
2011-03-10,82084253350
2011-03-11,83301695600
2011-03-14,82800395850
2011-03-15,81869410600
2011-03-16,80508739850
2011-03-17,83760026800
2011-03-18,82270450400
2011-03-21,84676689200
2011-03-22,84318617950
2011-03-23,85750902950
2011-03-24,87025636600
2011-03-25,87612873450
2011-03-28,86882408100
2011-03-29,86051682800
2011-03-30,88099850350
2011-03-31,85199916240
2011-04-01,85003990020
2011-04-04,85003990020
2011-04-05,85689731790
2011-04-06,85801689630
2011-04-07,85773700170
2011-04-08,86193542070
2011-04-11,85479810840
2011-04-12,82317001860
2011-04-13,82848801600
2011-04-14,83506553910
2011-04-15,84402216630
2011-04-18,82792822680
2011-04-19,83380601340
2011-04-20,85339863540
2011-04-21,86123568420
2011-04-25,85857668550
2011-04-26,86641373430
2011-04-27,85171926780
2011-04-28,82624885920
2011-04-29,84164306220
2011-05-02,82652875380
2011-05-03,79518055860
2011-05-04,78566414220
2011-05-05,76775088780
2011-05-06,77810698800
2011-05-09,78650382600
2011-05-10,79588029510
2011-05-11,77362867440
2011-05-12,76299267960
2011-05-13,76201304850
2011-05-16,76201304850
2011-05-17,76327257420
2011-05-18,77670751500
2011-05-19,77558793660
2011-05-20,77460830550
2011-05-23,76103341740
2011-05-24,76719109860
2011-05-25,76775088780
2011-05-26,77180935950
2011-05-27,77488820010
2011-05-31,78118582860
2011-06-01,77180935950
2011-06-02,76971015000
2011-06-03,77222920140
2011-06-06,75655510380
2011-06-07,75613526190
2011-06-08,76243289040
2011-06-09,77362867440
2011-06-10,76271278500
2011-06-13,75473578890
2011-06-14,76677125670
2011-06-15,75291647400
2011-06-16,76411225800
2011-06-17,76733104590
2011-06-20,77096967570
2011-06-21,78664377330
2011-06-22,78188556510
2011-06-23,77880672450
2011-06-24,76201304850
2011-06-27,76579162560
2011-06-28,78160567050
2011-06-29,78972261390
2011-06-30,77823937200
2011-07-01,78529946400
2011-07-05,78502792200
2011-07-06,78692871600
2011-07-07,79439612100
2011-07-08,78570677700
2011-07-11,77321584500
2011-07-12,76941425700
2011-07-13,77009311200
2011-07-14,78258404400
2011-07-15,79100184600
2011-07-18,78081902100
2011-07-19,78068325000
2011-07-20,77742474600
2011-07-21,78462060900
2011-07-22,77891822700
2011-07-25,77158659300
2011-07-26,76181108100
2011-07-27,75692332500
2011-07-28,75312173700
2011-07-29,74511124800
2011-08-01,74511124800
2011-08-02,73099106400
2011-08-03,73031220900
2011-08-04,69256787100
2011-08-05,70125721500
2011-08-08,64083912000
2011-08-09,66826486200
2011-08-10,64898537999
2011-08-11,67817614500
2011-08-12,68360698500
2011-08-15,69840602400
2011-08-16,68863051200
2011-08-17,69161747400
2011-08-18,66025437300
2011-08-19,65821780799
2011-08-22,65550238800
2011-08-23,68007693900
2011-08-24,68428584000
2011-08-25,67043719800
2011-08-26,67804037400
2011-08-29,70152875700
2011-08-30,70220761200
2011-08-31,70451571900
2011-09-01,70342955100
2011-09-02,68768011500
2011-09-06,67994116800
2011-09-07,69664100100
2011-09-08,68184196200
2011-09-09,66473481600
2011-09-12,66487058700
2011-09-13,67030142700
2011-09-14,68279235900
2011-09-15,69256787100
2011-09-16,69650523000
2011-09-19,69107439000
2011-09-20,69351826800
2011-09-21,67220222100
2011-09-22,65075040300
2011-09-23,64694881500
2011-09-26,66378441900
2011-09-27,66514212900
2011-09-28,65441622000
2011-09-29,66622829700
2011-09-30,61954207110
2011-10-03,59669589570
2011-10-04,60927412710
2011-10-05,62544613889
2011-10-06,62968166580
2011-10-07,62775642629
2011-10-10,65509482720
2011-10-11,65573657370
2011-10-12,66382257960
2011-10-13,65599327230
2011-10-14,67498896870
2011-10-17,66869985300
2011-10-18,67717090680
2011-10-19,68063633790
2011-10-20,68756720010
2011-10-21,70284076680
2011-10-24,70566445140
2011-10-25,69154602840
2011-10-26,70335416400
2011-10-27,71272366290
2011-10-28,70194232170
2011-10-31,68153478300
2011-11-01,66459267540
2011-11-02,67614411240
2011-11-03,68974913820
2011-11-04,69180272700
2011-11-07,70040213010
2011-11-08,71169686850
2011-11-09,68705380290
2011-11-10,69899028780
2011-11-11,70579280070
2011-11-14,70155727380
2011-11-15,70438095840
2011-11-16,68256157740
2011-11-17,68063633790
2011-11-18,67781265330
2011-11-21,67370547570
2011-11-22,66664626420
2011-11-23,65483812860
2011-11-25,64713717060
2011-11-28,65817521040
2011-11-29,66664626420
2011-11-30,69783514410
2011-12-01,70207067100
2011-12-02,70989997830
2011-12-05,71246696430
2011-12-06,70977162900
2011-12-07,70848813600
2011-12-08,69488311020
2011-12-09,70399591050
2011-12-12,68962078890
2011-12-13,68346002250
2011-12-14,67036839389
2011-12-15,66818645580
2011-12-16,66921325020
2011-12-19,66382257960
2011-12-20,68268992670
2011-12-21,69090428190
2011-12-22,70194232170
2011-12-23,70861648530
2011-12-27,71362210800
2011-12-28,70271241750
2011-12-29,71298036150
2011-12-30,71298036150
2012-01-03,72568694220
2012-01-04,72222151110
2012-01-05,71644579260
2012-01-06,71092677270
2012-01-09,71362210800
2012-01-10,71695918980
2012-01-11,70450930770
2012-01-12,69231612420
2012-01-13,68820894660
2012-01-17,69270117210
2012-01-18,69963203430
2012-01-19,69732174690
2012-01-20,69668000040
2012-01-23,69039088470
2012-01-24,69090428190
2012-01-25,68474351550
2012-01-26,68025129000
2012-01-27,67896779700
2012-01-30,67242198270
2012-01-31,66741636000
2012-02-01,67819770120
2012-02-02,68397341970
2012-02-03,68936409030
2012-02-06,69783514410
2012-02-07,70373921190
2012-02-08,70694794440
2012-02-09,70001708220
2012-02-10,70694794440
2012-02-13,71233861500
2012-02-14,72016792230
2012-02-15,71862773070
2012-02-16,71208191640
2012-02-17,71772928560
2012-02-21,72234986040
2012-02-22,72530189430
2012-02-23,73197605790
2012-02-24,74314244700
2012-02-27,74776302180
2012-02-28,75597737700
2012-02-29,74904651480
2012-03-01,76534687590
2012-03-02,75969950670
2012-03-05,75892941090
2012-03-06,74801972040
2012-03-07,75353874030
2012-03-08,75559232910
2012-03-09,75495058260
2012-03-12,75636242490
2012-03-13,76085465040
2012-03-14,75841601370
2012-03-15,74981661060
2012-03-16,75520728120
2012-03-19,76380668430
2012-03-20,75892941090
2012-03-21,75623407560
2012-03-22,74250070050
2012-03-23,74853311760
2012-03-26,75687582210
2012-03-27,75187019940
2012-03-28,74339914560
2012-03-29,74160225540
2012-03-30,74365584420
2012-04-02,73150380000
2012-04-03,72613611000
2012-04-04,72488781000
2012-04-05,71714835000
2012-04-09,71415243000
2012-04-10,70129494000
2012-04-11,69992181000
2012-04-12,70928406000
2012-04-13,70067079000
2012-04-16,70254324000
2012-04-17,70666263000
2012-04-18,69742521000
2012-04-19,69368031000
2012-04-20,69355548000
2012-04-23,68831262000
2012-04-24,68406840000
2012-04-25,67582962000
2012-04-26,68693949000
2012-04-27,68494221000
2012-04-30,68157180000
2012-05-01,70541433000
2012-05-02,68144697000
2012-05-03,67732758000
2012-05-04,66372111000
2012-05-07,66596805000
2012-05-08,67795173000
2012-05-09,66746601000
2012-05-10,67682826000
2012-05-11,66784050000
2012-05-14,66072519000
2012-05-15,65573199000
2012-05-16,65311056000
2012-05-17,63900477000
2012-05-18,63438606000
2012-05-21,64624491000
2012-05-22,64499661000
2012-05-23,65023947000
2012-05-24,65086362000
2012-05-25,65048913000
2012-05-29,66496941000
2012-05-30,64961532000
2012-05-31,65111327999
2012-06-01,63900477000
2012-06-04,64037790000
2012-06-05,64749321000
2012-06-06,66883914000
2012-06-07,67171023000
2012-06-08,67370751000
2012-06-11,67258404000
2012-06-12,68294493000
2012-06-13,67533030000
2012-06-14,68257044000
2012-06-15,69230718000
2012-06-18,68743881000
2012-06-19,69455412000
2012-06-20,67957452000
2012-06-21,65860308000
2012-06-22,66671702999
2012-06-25,66109968000
2012-06-26,66958812000
2012-06-27,67969935000
2012-06-28,68069799000
2012-06-29,69755004000
2012-07-02,68016347259
2012-07-03,68846261420
2012-07-05,67467139360
2012-07-06,66820294500
2012-07-09,66307700460
2012-07-10,65270307759
2012-07-11,66344314320
2012-07-12,65880538759
2012-07-13,67101000759
2012-07-16,67686822520
2012-07-17,68687601360
2012-07-18,69285627740
2012-07-19,68797442940
2012-07-20,68333667380
2012-07-23,67186433100
2012-07-24,66686043680
2012-07-25,64977396880
2012-07-26,66393132800
2012-07-27,67088796140
2012-07-30,66954545320
2012-07-31,66441951280
2012-08-01,67393911640
2012-08-02,66698248300
2012-08-03,67991938020
2012-08-06,68211621180
2012-08-07,68895079900
2012-08-08,69773812540
2012-08-09,69676175580
2012-08-10,69908063360
2012-08-13,69944677220
2012-08-14,69993495700
2012-08-15,69859244880
2012-08-16,70237588100
2012-08-17,70042314180
2012-08-20,69602947860
2012-08-21,69114763060
2012-08-22,69175786160
2012-08-23,68541145919
2012-08-24,68785238320
2012-08-27,68809647560
2012-08-28,68907284520
2012-08-29,68773033700
2012-08-30,68480122820
2012-08-31,69310036980
2012-09-04,68602169020
2012-09-05,66966749940
2012-09-06,68089574980
2012-09-07,69126967680
2012-09-10,68565555160
2012-09-11,68797442940
2012-09-12,69004921480
2012-09-13,70359634300
2012-09-14,71043093020
2012-09-17,71152934600
2012-09-18,70567112840
2012-09-19,69944677220
2012-09-20,70286406580
2012-09-21,70005700320
2012-09-24,70737977520
2012-09-25,70066723420
2012-09-26,69578538620
2012-09-27,70042314180
2012-09-28,69786017160
2012-10-01,70236657020
2012-10-02,70187720140
2012-10-03,69453666940
2012-10-04,70224422800
2012-10-05,70444638760
2012-10-08,70493575640
2012-10-09,70713791600
2012-10-10,70028675280
2012-10-11,69282387860
2012-10-12,68719613740
2012-10-15,69478135380
2012-10-16,70493575640
2012-10-17,71105286640
2012-10-18,71288799940
2012-10-19,70285593900
2012-10-22,69783990880
2012-10-23,68585037320
2012-10-24,68450460900
2012-10-25,69930801520
2012-10-26,70114314820
2012-10-31,70774962700
2012-11-01,71472313240
2012-11-02,70530278300
2012-11-05,70383467660
2012-11-06,71227628840
2012-11-07,69453666940
2012-11-08,68340352920
2012-11-09,68107902740
2012-11-12,68071200080
2012-11-13,67716407700
2012-11-14,67006822940
2012-11-15,66786606980
2012-11-16,67324912660
2012-11-19,68181308059
2012-11-20,68058965860
2012-11-21,68572803100
2012-11-23,69331324740
2012-11-26,69490369600
2012-11-27,68731847960
2012-11-28,69808459320
2012-11-29,69710585560
2012-11-30,69661648680
2012-12-03,69943035740
2012-12-04,69539306480
2012-12-05,69955269960
2012-12-06,70163251700
2012-12-07,70885070680
2012-12-10,70811665360
2012-12-11,71105286640
2012-12-12,71203160400
2012-12-13,70811665360
2012-12-14,70579215180
2012-12-17,71301034160
2012-12-18,72548924600
2012-12-19,72426582400
2012-12-20,72524456160
2012-12-21,71704763420
2012-12-24,71496781680
2012-12-26,70897304900
2012-12-27,70836133800
2012-12-28,69820693540
2012-12-31,71283163680
2013-01-02,72782826720
2013-01-03,72733657440
2013-01-04,73544950560
2013-01-07,72733657440
2013-01-08,71750271840
2013-01-09,71602764000
2013-01-10,71910072000
2013-01-11,71627348640
2013-01-14,71873195040
2013-01-15,72561564960
2013-01-16,72377180160
2013-01-17,72696780480
2013-01-18,72856580640
2013-01-22,73729335360
2013-01-23,73200765600
2013-01-24,74257905120
2013-01-25,75056905920
2013-01-28,74675844000
2013-01-29,75794445120
2013-01-30,75093782880
2013-01-31,71295456000
2013-02-01,72303426240
2013-02-04,71332332960
2013-02-05,70951271040
2013-02-06,70791470880
2013-02-07,70840640160
2013-02-08,71135655840
2013-02-11,70791470880
2013-02-12,71602764000
2013-02-13,72045287520
2013-02-14,71197117440
2013-02-15,70090808640
2013-02-19,72032995200
2013-02-20,70889809440
2013-02-21,71430671520
2013-02-22,71541302400
2013-02-25,69931008480
2013-02-26,70988148000
2013-02-27,71344625280
2013-02-28,71233994400
2013-03-01,71639640960
2013-03-04,70828347840
2013-03-05,70877517120
2013-03-06,71295456000
2013-03-07,71123363520
2013-03-08,71774856480
2013-03-11,71836318080
2013-03-12,72192795360
2013-03-13,72254256960
2013-03-14,73163888640
2013-03-15,72610734240
2013-03-18,72709072800
2013-03-19,72905749920
2013-03-20,74294782080
2013-03-21,74909398080
2013-03-22,74872521120
2013-03-25,74012058720
2013-03-26,74294782080
2013-03-27,74221028160
2013-03-28,73876843200
2013-04-01,74376671040
2013-04-02,73835570920
2013-04-03,72900943440
2013-04-04,72409034240
2013-04-05,71990911420
2013-04-08,72937836630
2013-04-09,73515829940
2013-04-10,74093823250
2013-04-11,73983143680
2013-04-12,72999325280
2013-04-15,70392206520
2013-04-16,70638161120
2013-04-17,69863404130
2013-04-18,70490588360
2013-04-19,70699649770
2013-04-22,70576672470
2013-04-23,71056283940
2013-04-24,71646574980
2013-04-25,71781850010
2013-04-26,72445927430
2013-04-29,73663402700
2013-04-30,74339777850
2013-05-01,73798677730
2013-05-02,74966962080
2013-05-03,76147544160
2013-05-06,76516476060
2013-05-07,77278935320
2013-05-08,76971492070
2013-05-09,76959194340
2013-05-10,76528773790
2013-05-13,76245926000
2013-05-14,77549485380
2013-05-15,76762430660
2013-05-16,76774728390
2013-05-17,77856928630
2013-05-20,78742365190
2013-05-21,79086701630
2013-05-22,77155958020
2013-05-23,77217446670
2013-05-24,76897705690
2013-05-28,77278935320
2013-05-29,77205148940
2013-05-30,76590262440
2013-05-31,75434275820
2013-06-03,76356605570
2013-06-04,75852398640
2013-06-05,75778612260
2013-06-06,76135246430
2013-06-07,76639453360
2013-06-10,76491880600
2013-06-11,76135246430
2013-06-12,74868580240
2013-06-13,75815505450
2013-06-14,75053046190
2013-06-17,76172139620
2013-06-18,76368903300
2013-06-19,75889291830
2013-06-20,74130716440
2013-06-21,74229098280
2013-06-24,72987027550
2013-06-25,73577318590
2013-06-26,74192205090
2013-06-27,74204502820
2013-06-28,74401266500
2013-07-01,75377436420
2013-07-02,76066826660
2013-07-03,76128379360
2013-07-05,76706974740
2013-07-08,77605644160
2013-07-09,78171929000
2013-07-10,78208860620
2013-07-11,79181393279
2013-07-12,79821541360
2013-07-15,80338584040
2013-07-16,79956957300
2013-07-17,80707900240
2013-07-18,80387826200
2013-07-19,81249564000
2013-07-22,81040284820
2013-07-23,81397290480
2013-07-24,80744831860
2013-07-25,80892558339
2013-07-26,80904868880
2013-07-29,80240099720
2013-07-30,79809230820
2013-07-31,79846162440
2013-08-01,81360358860
2013-08-02,82763760420
2013-08-05,82714518260
2013-08-06,82591412860
2013-08-07,81889712080
2013-08-08,82591412860
2013-08-09,82271338820
2013-08-12,81372669400
2013-08-13,82357512600
2013-08-14,82677586640
2013-08-15,83243871480
2013-08-16,82948418520
2013-08-19,81040284820
2013-08-20,81224942920
2013-08-21,80658658080
2013-08-22,81434222100
2013-08-23,81926643700
2013-08-26,81631190740
2013-08-27,81274185080
2013-08-28,82197475580
2013-08-29,81446532640
2013-08-30,81618880200
2013-09-03,82222096660
2013-09-04,83293113640
2013-09-05,83428529580
2013-09-06,83957882800
2013-09-09,84782688980
2013-09-10,84524167640
2013-09-11,85139694640
2013-09-12,84671894120
2013-09-13,85176626260
2013-09-16,85361284360
2013-09-17,85804463800
2013-09-18,86863170240
2013-09-19,87207865360
2013-09-20,87404834000
2013-09-23,86887791320
2013-09-24,86666201600
2013-09-25,86567717279
2013-09-26,86456922420
2013-09-27,86555406740
2013-09-30,85757336910
2013-10-01,86411219640
2013-10-02,86806016760
2013-10-03,86571605970
2013-10-04,87558598770
2013-10-07,87447562080
2013-10-08,86571605970
2013-10-09,86078109570
2013-10-10,87694310280
2013-10-11,88471567109
2013-10-14,88780002359
2013-10-15,88693640490
2013-10-16,90013743359
2013-10-17,90568926810
2013-10-18,90593601630
2013-10-21,90124780050
2013-10-22,90383865660
2013-10-23,89310510990
2013-10-24,90544251990
2013-10-25,91370858460
2013-10-28,91161122490
2013-10-29,91716305940
2013-10-30,90371528250
2013-10-31,90470227530
2013-11-01,90174129690
2013-11-04,90470227530
2013-11-05,89532584369
2013-11-06,91173459900
2013-11-07,89458559910
2013-11-08,90914374290
2013-11-11,90753987960
2013-11-12,89841019619
2013-11-13,90482564940
2013-11-14,90902036880
2013-11-15,90433215300
2013-11-18,89211811710
2013-11-19,89150124660
2013-11-20,89137787250
2013-11-21,90482564940
2013-11-22,91321508820
2013-11-25,89828682210
2013-11-26,89976731130
