,THC
2009-04-27,1018547640
2009-04-28,1066592340
2009-04-29,1114637040
2009-04-30,1081005750
2009-05-01,1153072800
2009-05-04,1201117500
2009-05-05,1210726440
2009-05-06,1143463860
2009-05-07,1076201280
2009-05-08,1143463860
2009-05-11,1177095150
2009-05-12,1196313030
2009-05-13,1129050450
2009-05-14,1153072800
2009-05-15,1109832570
2009-05-18,1081005750
2009-05-19,1330838190
2009-05-20,1498994640
2009-05-21,1585475100
2009-05-22,1547039340
2009-05-26,1513408050
2009-05-27,1561452750
2009-05-28,1542234870
2009-05-29,1744022610
2009-06-01,1830503070
2009-06-02,1796871780
2009-06-03,1744022610
2009-06-04,1777653900
2009-06-05,1705586850
2009-06-08,1710391320
2009-06-09,1753631550
2009-06-10,1720000260
2009-06-11,1676760030
2009-06-12,1470167820
2009-06-15,1523016990
2009-06-16,1460558880
2009-06-17,1369273950
2009-06-18,1422123120
2009-06-19,1335642660
2009-06-22,1234748790
2009-06-23,1210726440
2009-06-24,1287597960
2009-06-25,1374078420
2009-06-26,1388491830
2009-06-29,1359665010
2009-06-30,1356442560
2009-07-01,1375682880
2009-07-02,1327582080
2009-07-06,1265051040
2009-07-07,1375682880
2009-07-08,1467074400
2009-07-09,1447834080
2009-07-10,1438213920
2009-07-13,1414163520
2009-07-14,1491124800
2009-07-15,1534415520
2009-07-16,1596946560
2009-07-17,1558465920
2009-07-20,1616186880
2009-07-21,1582516320
2009-07-22,1592136480
2009-07-23,1625807040
2009-07-24,1673907840
2009-07-27,1731628800
2009-07-28,1957702560
2009-07-29,1948082400
2009-07-30,2039473920
2009-07-31,1899981600
2009-08-03,2020233600
2009-08-04,2053904159
2009-08-05,2039473920
2009-08-06,1957702560
2009-08-07,1981752960
2009-08-10,2073144479
2009-08-11,1996183200
2009-08-12,1981752960
2009-08-13,2130865439
2009-08-14,2294408160
2009-08-17,2332888800
2009-08-18,2313648480
2009-08-19,2255927520
2009-08-20,2255927520
2009-08-21,2188586400
2009-08-24,2198206560
2009-08-25,2260737600
2009-08-26,2255927520
2009-08-27,2284788000
2009-08-28,2289598080
2009-08-31,2241497280
2009-09-01,2111625119
2009-09-02,2121245280
2009-09-03,2159725920
2009-09-04,2313648480
2009-09-08,2328078720
2009-09-09,2448330720
2009-09-10,2602253280
2009-09-11,2621493600
2009-09-14,2765796000
2009-09-15,2760985920
2009-09-16,2861997600
2009-09-17,2770606080
2009-09-18,2698454880
2009-09-21,2813896800
2009-09-22,2837947200
2009-09-23,2813896800
2009-09-24,2659974240
2009-09-25,2616683520
2009-09-28,2804276640
2009-09-29,2785036320
2009-09-30,2833671960
2009-10-01,2636085990
2009-10-02,2583075120
2009-10-05,2703554370
2009-10-06,2722831050
2009-10-07,2732469390
2009-10-08,2867406150
2009-10-09,2881863660
2009-10-12,2886682830
2009-10-13,2852948640
2009-10-14,2891502000
2009-10-15,2891502000
2009-10-16,2862586980
2009-10-19,2968608720
2009-10-20,3007162080
2009-10-21,2954151210
2009-10-22,2930055360
2009-10-23,2790299430
2009-10-26,2679458520
2009-10-27,2631266820
2009-10-28,2462595870
2009-10-29,2645724330
2009-10-30,2467415040
2009-11-02,2554160100
2009-11-03,2602351800
2009-11-04,2481872550
2009-11-05,2520425910
2009-11-06,2462595870
2009-11-09,2554160100
2009-11-10,2621628480
2009-11-11,2689096860
2009-11-12,2650543500
2009-11-13,2679458520
2009-11-16,2698735200
2009-11-17,2636085990
2009-11-18,2549340930
2009-11-19,2534883420
2009-11-20,2539702590
2009-11-23,2501149230
2009-11-24,2457776700
2009-11-25,2452957530
2009-11-27,2385489150
2009-11-30,2192722350
2009-12-01,2298744090
2009-12-02,2279467410
2009-12-03,2346935790
2009-12-04,2289105750
2009-12-07,2361393300
2009-12-08,2308382430
2009-12-09,2293924920
2009-12-10,2342116620
2009-12-11,2318020770
2009-12-14,2371031640
2009-12-15,2467415040
2009-12-16,2534883420
2009-12-17,2457776700
2009-12-18,2366212470
2009-12-21,2443319190
2009-12-22,2563798440
2009-12-23,2660181840
2009-12-24,2708373540
2009-12-28,2650543500
2009-12-29,2568617610
2009-12-30,2505968400
2009-12-31,2597532630
2010-01-04,2626447650
2010-01-05,2891502000
2010-01-06,2843310300
2010-01-07,2896321170
2010-01-08,3011981250
2010-01-11,2958970380
2010-01-12,2848129470
2010-01-13,3011981250
2010-01-14,3031257930
2010-01-15,2925236190
2010-01-19,2824033620
2010-01-20,2722831050
2010-01-21,2626447650
2010-01-22,2501149230
2010-01-25,2549340930
2010-01-26,2665001010
2010-01-27,2597532630
2010-01-28,2486691720
2010-01-29,2669820180
2010-02-01,2645724330
2010-02-02,2693916030
2010-02-03,2660181840
2010-02-04,2505968400
2010-02-05,2457776700
2010-02-08,2390308320
2010-02-09,2481872550
2010-02-10,2448138360
2010-02-11,2525245080
2010-02-12,2510787570
2010-02-16,2563798440
2010-02-17,2674639350
2010-02-18,2718011880
2010-02-19,2693916030
2010-02-22,2689096860
2010-02-23,2428861680
2010-02-24,2443319190
2010-02-25,2424042510
2010-02-26,2539702590
2010-03-01,2539702590
2010-03-02,2592713460
2010-03-03,2592713460
2010-03-04,2626447650
2010-03-05,2655362670
2010-03-08,2650543500
2010-03-09,2592713460
2010-03-10,2587894290
2010-03-11,2587894290
2010-03-12,2597532630
2010-03-15,2761384410
2010-03-16,2756565240
2010-03-17,2727650220
2010-03-18,2727650220
2010-03-19,2771022750
2010-03-22,3021619590
2010-03-23,3036077100
2010-03-24,2877044490
2010-03-25,2804756940
2010-03-26,2799937770
2010-03-29,2833671960
2010-03-30,2761384410
2010-03-31,2771969200
2010-04-01,2888275600
2010-04-05,2873737300
2010-04-06,2825276300
2010-04-07,2878583400
2010-04-08,2883429500
2010-04-09,2902813900
2010-04-12,2936736600
2010-04-13,2912506100
2010-04-14,2888275600
2010-04-15,2859199000
2010-04-16,2810738000
2010-04-19,2854352900
2010-04-20,3043350800
2010-04-21,3009428100
2010-04-22,3096657900
2010-04-23,3072427400
2010-04-26,2980351500
2010-04-27,2965813200
2010-04-28,3004582000
2010-04-29,3091811800
2010-04-30,3028812500
2010-05-03,3072427400
2010-05-04,2844660700
2010-05-05,2776815300
2010-05-06,2704123800
2010-05-07,2578125200
2010-05-10,2718662100
2010-05-11,2752584800
2010-05-12,2796199700
2010-05-13,2762277000
2010-05-14,2713816000
2010-05-17,2728354300
2010-05-18,2675047200
2010-05-19,2602355700
2010-05-20,2510279800
2010-05-21,2602355700
2010-05-24,2684739400
2010-05-25,2631432300
2010-05-26,2670201100
2010-05-27,2810738000
2010-05-28,2771969200
2010-06-01,2287359200
2010-06-02,2466664900
2010-06-03,2437588300
2010-06-04,2384281200
2010-06-07,2476357100
2010-06-08,2326128000
2010-06-09,2316435800
2010-06-10,2442434400
2010-06-11,2456972700
2010-06-14,2452126600
2010-06-15,2519972000
2010-06-16,2500587600
2010-06-17,2432742200
2010-06-18,2374589000
2010-06-21,2297051400
2010-06-22,2277667000
2010-06-23,2311589700
2010-06-24,2238898200
2010-06-25,2282513100
2010-06-28,2258282600
2010-06-29,2146822299
2010-06-30,2105811400
2010-07-01,2091255099
2010-07-02,2013621500
2010-07-06,2096107200
2010-07-07,2100959300
2010-07-08,2173740800
2010-07-09,2217409700
2010-07-12,2222261800
2010-07-13,2212557600
2010-07-14,2222261800
2010-07-15,2304747500
2010-07-16,2178592900
2010-07-19,2207705500
2010-07-20,2231966000
2010-07-21,2086403000
2010-07-22,2076698800
2010-07-23,2139776100
2010-07-26,2212557600
2010-07-27,2168888700
2010-07-28,2125219800
2010-07-29,2139776100
2010-07-30,2231966000
2010-08-02,2227113900
2010-08-03,2130071899
2010-08-04,2241670200
2010-08-05,2154332400
2010-08-06,2144628200
2010-08-09,2193149200
2010-08-10,2183445000
2010-08-11,2086403000
2010-08-12,2037882000
2010-08-13,2023325700
2010-08-16,2003917300
2010-08-17,2057290400
2010-08-18,2071846699
2010-08-19,2023325700
2010-08-20,2052438300
2010-08-23,1994213100
2010-08-24,1945692100
2010-08-25,1979656800
2010-08-26,1935987900
2010-08-27,1994213100
2010-08-30,1940840000
2010-08-31,1902023200
2010-09-01,2066994600
2010-09-02,2100959300
2010-09-03,2120367700
2010-09-07,2057290400
2010-09-08,2033029900
2010-09-09,2144628200
2010-09-10,2164036600
2010-09-13,2110663499
2010-09-14,2100959300
2010-09-15,2149480300
2010-09-16,2110663499
2010-09-17,2047586199
2010-09-20,2105811400
2010-09-21,2042734100
2010-09-22,2071846699
2010-09-23,2028177799
2010-09-24,2052438300
2010-09-27,2115515600
2010-09-28,2144628200
2010-09-29,2227113900
2010-09-30,2298177440
2010-10-01,2205666060
2010-10-04,2205666060
2010-10-05,2195928020
2010-10-06,2181320960
2010-10-07,2152106840
2010-10-08,2249487240
2010-10-11,2186189980
2010-10-12,2220273120
2010-10-13,2220273120
2010-10-14,2156975860
2010-10-15,2152106840
2010-10-18,2176451940
2010-10-19,2142368800
2010-10-20,2113154680
2010-10-21,2098547619
2010-10-22,2108285660
2010-10-25,2074202520
2010-10-26,2035250359
2010-10-27,2054726439
2010-10-28,2098547619
2010-10-29,2122892720
2010-11-01,2093678600
2010-11-02,2093678600
2010-11-03,2093678600
2010-11-04,2176451940
2010-11-05,2205666060
2010-11-08,2259225280
2010-11-09,2239749200
2010-11-10,2234880180
2010-11-11,2278701360
2010-11-12,2264094300
2010-11-15,2254356260
2010-11-16,2191059000
2010-11-17,2156975860
2010-11-18,2132630760
2010-11-19,2127761740
2010-11-22,2093678600
2010-11-23,2069333500
2010-11-24,2054726439
2010-11-26,2049857420
2010-11-29,2015774279
2010-11-30,1986560160
2010-12-01,1996298199
2010-12-02,2069333500
2010-12-03,2088809580
2010-12-06,2064464480
2010-12-07,2054726439
2010-12-08,2074202520
2010-12-09,2088809580
2010-12-10,3237898300
2010-12-13,3159993980
2010-12-14,3155124960
2010-12-15,3233029280
2010-12-16,3228160260
2010-12-17,3281719480
2010-12-20,3291457520
2010-12-21,3325540660
2010-12-22,3310933600
2010-12-23,3267112420
2010-12-27,3257374380
2010-12-28,3257374380
2010-12-29,3242767320
2010-12-30,3271981440
2010-12-31,3257374380
2011-01-03,3310933600
2011-01-04,3330409680
2011-01-05,3340147720
2011-01-06,3345016740
2011-01-07,3354754780
2011-01-10,3330409680
2011-01-11,3349885760
2011-01-12,3413183020
2011-01-13,3408314000
2011-01-14,3437528120
2011-01-18,3427790080
2011-01-19,3335278700
2011-01-20,3286588500
2011-01-21,3262243400
2011-01-24,3320671640
2011-01-25,3310933600
2011-01-26,3286588500
2011-01-27,3281719480
2011-01-28,3247636340
2011-01-31,3237898300
2011-02-01,3237898300
2011-02-02,3252505360
2011-02-03,3242767320
2011-02-04,3247636340
2011-02-07,3271981440
2011-02-08,3301195560
2011-02-09,3345016740
2011-02-10,3388837920
2011-02-11,3408314000
2011-02-14,3398575960
2011-02-15,3364492820
2011-02-16,3422921060
2011-02-17,3427790080
2011-02-18,3413183020
2011-02-22,3374230860
2011-02-23,3359623800
2011-02-24,3393706940
2011-02-25,3442397140
2011-02-28,3495956360
2011-03-01,3422921060
2011-03-02,3452135180
2011-03-03,3495956360
2011-03-04,3495956360
2011-03-07,3422921060
2011-03-08,3471611260
2011-03-09,3544646560
2011-03-10,3525170480
2011-03-11,3452135180
2011-03-14,3447266160
2011-03-15,3408314000
2011-03-16,3354754780
2011-03-17,3418052040
2011-03-18,3413183020
2011-03-21,3457004200
2011-03-22,3422921060
2011-03-23,3427790080
2011-03-24,3457004200
2011-03-25,3515432440
2011-03-28,3539777540
2011-03-29,3549515580
2011-03-30,3656634020
2011-03-31,3626615300
2011-04-01,3714238220
2011-04-04,3709370280
2011-04-05,3689898520
2011-04-06,3670426760
2011-04-07,3650955000
2011-04-08,3675294700
2011-04-11,3134953360
2011-04-12,3193368640
2011-04-13,3183632760
2011-04-14,3212840400
2011-04-15,3242048040
2011-04-18,3159293060
2011-04-19,3232312160
2011-04-20,3266387740
2011-04-21,3295595380
2011-04-25,3349142720
2011-04-26,3358878600
2011-04-27,3378350360
2011-04-28,3373482420
2011-04-29,3373482420
2011-05-02,3256651860
2011-05-03,3203104520
2011-05-04,3052198380
2011-05-05,3149557180
2011-05-06,3178764820
2011-05-09,3173896880
2011-05-10,3227444220
2011-05-11,3159293060
2011-05-12,3144689240
2011-05-13,3086273960
2011-05-16,3076538080
2011-05-17,3066802200
2011-05-18,3125217480
2011-05-19,3125217480
2011-05-20,3057066320
2011-05-23,3057066320
2011-05-24,3052198380
2011-05-25,3076538080
2011-05-26,3115481600
2011-05-27,3115481600
2011-05-31,3105745720
2011-06-01,3066802200
2011-06-02,3091141900
2011-06-03,3042462500
2011-06-06,2998651040
2011-06-07,2993783100
2011-06-08,2945103700
2011-06-09,2979179280
2011-06-10,2876952540
2011-06-13,2906160180
2011-06-14,2984047220
2011-06-15,2940235760
2011-06-16,3032726620
2011-06-17,3120349540
2011-06-20,3134953360
2011-06-21,3120349540
2011-06-22,3057066320
2011-06-23,3061934260
2011-06-24,2915896060
2011-06-27,2945103700
2011-06-28,3013254860
2011-06-29,3013254860
2011-06-30,2925012480
2011-07-01,3051575520
2011-07-05,3037512960
2011-07-06,3037512960
2011-07-07,3028137920
2011-07-08,2953137600
2011-07-11,2845324640
2011-07-12,2821887040
2011-07-13,2854699680
2011-07-14,2812512000
2011-07-15,2821887040
2011-07-18,2817199520
2011-07-19,2873449760
2011-07-20,2854699680
2011-07-21,2953137600
2011-07-22,2934387520
2011-07-25,2821887040
2011-07-26,2742199200
2011-07-27,2667198880
2011-07-28,2671886400
2011-07-29,2606261120
2011-08-01,2550010880
2011-08-02,2390635200
2011-08-03,2432822880
2011-08-04,2306259840
2011-08-05,2320322400
2011-08-08,2170321760
2011-08-09,2240634560
2011-08-10,2114071520
2011-08-11,2310947360
2011-08-12,2320322400
2011-08-15,2376572640
2011-08-16,2385947680
2011-08-17,2395322720
2011-08-18,2221884480
2011-08-19,2179696800
2011-08-22,2165634240
2011-08-23,2254697120
2011-08-24,2404697760
2011-08-25,2385947680
2011-08-26,2404697760
2011-08-29,2521885760
2011-08-30,2512510720
2011-08-31,2475010560
2011-09-01,2446885440
2011-09-02,2357822560
2011-09-06,2371885120
2011-09-07,2540635840
2011-09-08,2437510400
2011-09-09,2353135040
2011-09-12,2118759039
2011-09-13,2165634240
2011-09-14,2104696480
2011-09-15,2235947040
2011-09-16,2245322080
2011-09-19,2160946720
2011-09-20,2090633920
2011-09-21,2001571039
2011-09-22,1945320800
2011-09-23,1964070880
2011-09-26,2006258560
2011-09-27,2010946080
2011-09-28,1889070560
2011-09-29,1992196000
2011-09-30,1690743030
2011-10-03,1476829070
2011-10-04,1563217400
2011-10-05,1645492000
2011-10-06,1768903900
2011-10-07,1789472549
2011-10-10,1814154930
2011-10-11,1847064770
2011-10-12,1879974610
2011-10-13,1818268660
2011-10-14,1875860879
2011-10-17,1789472549
2011-10-18,1838837310
2011-10-19,1814154930
2011-10-20,1921111910
2011-10-21,2003386510
2011-10-24,2065092459
2011-10-25,2093888570
2011-10-26,2130912140
2011-10-27,2106229760
2011-10-28,2085661110
2011-10-31,1945794290
2011-11-01,1962249209
2011-11-02,2040410080
2011-11-03,2065092459
2011-11-04,1999272780
2011-11-07,2040410080
2011-11-08,2122684680
2011-11-09,2065092459
2011-11-10,2081547379
2011-11-11,2135025870
2011-11-14,2110343490
2011-11-15,2085661110
2011-11-16,1986931590
2011-11-17,1867633420
2011-11-18,1851178500
2011-11-21,1773017629
2011-11-22,1760676440
2011-11-23,1694856760
2011-11-25,1715425410
2011-11-28,1793586280
2011-11-29,1793586280
2011-11-30,1912884450
2011-12-01,1925225640
2011-12-02,1719539140
2011-12-05,1933453100
2011-12-06,1925225640
2011-12-07,1871747150
2011-12-08,1826496120
2011-12-09,1830609850
2011-12-12,1842951040
2011-12-13,1781245090
2011-12-14,1810041200
2011-12-15,1838837310
2011-12-16,1818268660
2011-12-19,1818268660
2011-12-20,1921111910
2011-12-21,2007500240
2011-12-22,2023955160
2011-12-23,2048637540
2011-12-27,2065092459
2011-12-28,2028068890
2011-12-29,2052751270
2011-12-30,2110343490
2012-01-03,2040405120
2012-01-04,1929334680
2012-01-05,1958130720
2012-01-06,2052746280
2012-01-09,2097997199
2012-01-10,2118565800
2012-01-11,2151475560
2012-01-12,2110338360
2012-01-13,2085656040
2012-01-17,2028063960
2012-01-18,2065087439
2012-01-19,2122679520
2012-01-20,2097997199
2012-01-23,2093883480
2012-01-24,2192612760
2012-01-25,2262546000
2012-01-26,2225522520
2012-01-27,2254318560
2012-01-30,2192612760
2012-01-31,2176157880
2012-02-01,2250204840
2012-02-02,2233749960
2012-02-03,2455890840
2012-02-06,2443549680
2012-02-07,2406526200
2012-02-08,2410639920
2012-02-09,2295455760
2012-02-10,2353047840
2012-02-13,2373616440
2012-02-14,2332479240
2012-02-15,2344820400
2012-02-16,2336592960
2012-02-17,2328365520
2012-02-21,2303683200
2012-02-22,2283114600
2012-02-23,2311910640
2012-02-24,2377730160
2012-02-27,2324251800
2012-02-28,2348934120
2012-02-29,2324251800
2012-03-01,2357161560
2012-03-02,2328365520
2012-03-05,2270773440
2012-03-06,2221408800
2012-03-07,2241977400
2012-03-08,2274887160
2012-03-09,2250204840
2012-03-12,2209067640
2012-03-13,2250204840
2012-03-14,2233749960
2012-03-15,2336592960
2012-03-16,2295455760
2012-03-19,2274887160
2012-03-20,2225522520
2012-03-21,2233749960
2012-03-22,2196726480
2012-03-23,2159703000
2012-03-26,2279000880
2012-03-27,2225522520
2012-03-28,2135020680
2012-03-29,2122679520
2012-03-30,2184385320
2012-04-02,2228614440
2012-04-03,2274265760
2012-04-04,2220314200
2012-04-05,2182963120
2012-04-09,2120711320
2012-04-10,2083360239
2012-04-11,2108260960
2012-04-12,2220314200
2012-04-13,2199563600
2012-04-16,2191263360
2012-04-17,2232764560
2012-04-18,2232764560
2012-04-19,2257665280
2012-04-20,2245214920
2012-04-23,2207863840
2012-04-24,2216164080
2012-04-25,2274265760
2012-04-26,2141461920
2012-04-27,2162212520
2012-04-30,2153912280
2012-05-01,2216164080
2012-05-02,2191263360
2012-05-03,2116561199
2012-05-04,2087510360
2012-05-07,2091660480
2012-05-08,2116561199
2012-05-09,2133161679
2012-05-10,2137311800
2012-05-11,2104110840
2012-05-14,2075060000
2012-05-15,2041859040
2012-05-16,2033558800
2012-05-17,1950556400
2012-05-18,1900754960
2012-05-21,1933955920
2012-05-22,1942256160
2012-05-23,1921505560
2012-05-24,1971307000
2012-05-25,1971307000
2012-05-29,2012808199
2012-05-30,1971307000
2012-05-31,1954706520
2012-06-01,1863403880
2012-06-04,1821902679
2012-06-05,1846803400
2012-06-06,1954706520
2012-06-07,1900754960
2012-06-08,1942256160
2012-06-11,1942256160
2012-06-12,1963006760
2012-06-13,1913205320
2012-06-14,1938106040
2012-06-15,1913205320
2012-06-18,2004507960
2012-06-19,2054309400
2012-06-20,2095810600
2012-06-21,1992057600
2012-06-22,2029408679
2012-06-25,1909055199
2012-06-26,2041859040
2012-06-27,2066759760
2012-06-28,2282566000
2012-06-29,2174662880
2012-07-02,2155765920
2012-07-03,2122407840
2012-07-05,2139086880
2012-07-06,2118238080
2012-07-09,2130747360
2012-07-10,2034842880
2012-07-11,2072370720
2012-07-12,2026503360
2012-07-13,2143256639
2012-07-16,2101559040
2012-07-17,2039012639
2012-07-18,2005654559
2012-07-19,1993145280
2012-07-20,1938938400
2012-07-23,1863882720
2012-07-24,1855543200
2012-07-25,1830524639
2012-07-26,1834694400
2012-07-27,2009824320
2012-07-30,1938938400
2012-07-31,1926429120
2012-08-01,1930598880
2012-08-02,1938938400
2012-08-03,1955617440
2012-08-06,1943108160
2012-08-07,2118238080
2012-08-08,2172444960
2012-08-09,2189124000
2012-08-10,2176614720
2012-08-13,2209972800
2012-08-14,2189124000
2012-08-15,2176614720
2012-08-16,2205803040
2012-08-17,2197463520
2012-08-20,2151596160
2012-08-21,2143256639
2012-08-22,2134917120
2012-08-23,2109898559
2012-08-24,2155765920
2012-08-27,2184954240
2012-08-28,2184954240
2012-08-29,2197463520
2012-08-30,2201633280
2012-08-31,2164105440
2012-09-04,2214142560
2012-09-05,2197463520
2012-09-06,2255840160
2012-09-07,2255840160
2012-09-10,2234991360
2012-09-11,2260009920
2012-09-12,2276688960
2012-09-13,2239161120
2012-09-14,2401781760
2012-09-17,2464328160
2012-09-18,2539383840
2012-09-19,2581081440
2012-09-20,2589420960
2012-09-21,2576911680
2012-09-24,2631118560
2012-09-25,2543553600
2012-09-26,2614439520
2012-09-27,2643627840
2012-09-28,2614439520
2012-10-01,2698349760
2012-10-02,2690021520
2012-10-03,2665036800
2012-10-04,2615067360
2012-10-05,2577590280
2012-10-08,2552605560
2012-10-09,2481815520
2012-10-10,2485979640
2012-10-11,2507841270
2012-10-12,2464118010
2012-10-15,2517210540
2012-10-16,2510964360
2012-10-17,2529702900
2012-10-18,2510964360
2012-10-19,2447461530
2012-10-22,2478692430
2012-10-23,2424558870
2012-10-24,2433928140
2012-10-25,2472446250
2012-10-26,2428722990
2012-10-31,2456830800
2012-11-01,2644216200
2012-11-02,2605698090
2012-11-05,2698349760
2012-11-06,2597369850
2012-11-07,2846176020
2012-11-08,2737908900
2012-11-09,2728539630
2012-11-12,2766016710
2012-11-13,2721252420
2012-11-14,2621313540
2012-11-15,2618190450
2012-11-16,2747278170
2012-11-19,2861791470
2012-11-20,2894063400
2012-11-21,2914884000
2012-11-23,2945073870
2012-11-26,2923212240
2012-11-27,2882612070
2012-11-28,2954443140
2012-11-29,3013781850
2012-11-30,3014822880
2012-12-03,3018987000
2012-12-04,3011699790
2012-12-05,3015863910
2012-12-06,3028356270
2012-12-07,3003371550
2012-12-10,3082489830
2012-12-11,3132459270
2012-12-12,3138705450
2012-12-13,3143910600
2012-12-14,3188674890
2012-12-17,3245931540
2012-12-18,3380224410
2012-12-19,3435399000
2012-12-20,3487450500
2012-12-21,3376060290
2012-12-24,3365649990
2012-12-26,3365649990
2012-12-27,3329213940
2012-12-28,3261546990
2012-12-31,3364361418
2013-01-02,3459686719
2013-01-03,3551903585
2013-01-04,3534289128
2013-01-07,3553975875
2013-01-08,3467975875
2013-01-09,3466939731
2013-01-10,3435855394
2013-01-11,3553975875
2013-01-14,3593349368
2013-01-15,3675204789
2013-01-16,3704216837
2013-01-17,3846168643
2013-01-18,3941493944
2013-01-22,3959108401
2013-01-23,3912481896
2013-01-24,4003662618
2013-01-25,4046144545
2013-01-28,4008843341
2013-01-29,3912481896
2013-01-30,3998481895
2013-01-31,4023349365
2013-02-01,4075156593
2013-02-04,4026457799
2013-02-05,4024385509
2013-02-06,4066867437
2013-02-07,4057542136
2013-02-08,4129036111
2013-02-11,4098987918
2013-02-12,4039927678
2013-02-13,4081373461
2013-02-14,4155975870
2013-02-15,4154939725
2013-02-19,4217108399
2013-02-20,4066867437
2013-02-21,4039927678
2013-02-22,4073084304
2013-02-25,3899012016
2013-02-26,3923879486
2013-02-27,4035783100
2013-02-28,4073084304
2013-03-01,4090698762
2013-03-04,4056505991
2013-03-05,4169445749
2013-03-06,4183951773
2013-03-07,4326939724
2013-03-08,4476144542
2013-03-11,4476144542
2013-03-12,4522771048
2013-03-13,4575614421
2013-03-14,4658505986
2013-03-15,4581831288
2013-03-18,4580795143
2013-03-19,4557999963
2013-03-20,4651252974
2013-03-21,4674048155
2013-03-22,4702024058
2013-03-25,4834650563
2013-03-26,4928939719
2013-03-27,4925831285
2013-03-28,4929975864
2013-04-01,4892307648
2013-04-02,4872942263
2013-04-03,4493788420
2013-04-04,4457096113
2013-04-05,4466269190
2013-04-08,4487673036
2013-04-09,4435692267
2013-04-10,4193115346
2013-04-11,4325615345
2013-04-12,4321538422
2013-04-15,4054499963
2013-04-16,4117692270
2013-04-17,4053480732
2013-04-18,4001499963
2013-04-19,4080999963
2013-04-22,4051442271
2013-04-23,4123807654
2013-04-24,4109538424
2013-04-25,4063673040
2013-04-26,4195153808
2013-04-29,4468307651
2013-04-30,4623230727
2013-05-01,4515192266
2013-05-02,4709865341
2013-05-03,4741461495
2013-05-06,4790384572
2013-05-07,4814846110
2013-05-08,4899442263
2013-05-09,4859692263
2013-05-10,4959576878
2013-05-13,4993211493
2013-05-14,5019711493
2013-05-15,4835230725
2013-05-16,4796499956
2013-05-17,4670115342
2013-05-20,4553923035
2013-05-21,4597749958
2013-05-22,4566153804
2013-05-23,4586538420
2013-05-24,4575326881
2013-05-28,4753692264
2013-05-29,4662980727
2013-05-30,4807711494
2013-05-31,4828096110
2013-06-03,4794461495
2013-06-04,4684384572
2013-06-05,4522326882
2013-06-06,4663999957
2013-06-07,4747576880
2013-06-10,4734326880
2013-06-11,4695596111
2013-06-12,4697634572
2013-06-13,4803634571
2013-06-14,4756749956
2013-06-17,4639538419
2013-06-18,4671134573
2013-06-19,4495826882
2013-06-20,4334788422
2013-06-21,4265480730
2013-06-24,4457096113
2013-06-25,4580423035
2013-06-26,4625269188
2013-06-27,4769999956
2013-06-28,4698653803
2013-07-01,4664329620
2013-07-02,4602784280
2013-07-03,4403014160
2013-07-05,4366692320
2013-07-08,4373754900
2013-07-09,4431264480
2013-07-10,4355593980
2013-07-11,4398978400
2013-07-12,4420166140
2013-07-15,4410076740
2013-07-16,4559399860
2013-07-17,4429246600
2013-07-18,4409067800
2013-07-19,4303129100
2013-07-22,4351558220
2013-07-23,4348531400
2013-07-24,4355593980
2013-07-25,4394942640
2013-07-26,4518033320
2013-07-29,4540230000
2013-07-30,4479693600
2013-07-31,4504917100
2013-08-01,4478684660
2013-08-02,4432273420
2013-08-05,4505926040
2013-08-06,4336424120
2013-08-07,4189118880
2013-08-08,4176002660
2013-08-09,4203244039
2013-08-12,4220396020
2013-08-13,4184074180
2013-08-14,4185083119
2013-08-15,4063001380
2013-08-16,4002464980
2013-08-19,3934866000
2013-08-20,4054929860
2013-08-21,4005491800
2013-08-22,4017599080
2013-08-23,4034751060
2013-08-26,4072081840
2013-08-27,3978250420
2013-08-28,3995402400
2013-08-29,3992375580
2013-08-30,3939910699
2013-09-03,3938901760
2013-09-04,3973205720
2013-09-05,4104367920
2013-09-06,4021634840
2013-09-09,3873320660
2013-09-10,3944955400
2013-09-11,3909642500
2013-09-12,3857177619
2013-09-13,4057956680
2013-09-16,4108403680
2013-09-17,4205261920
2013-09-18,4334406240
2013-09-19,4315236380
2013-09-20,4240574820
2013-09-23,4139680820
2013-09-24,4072081840
2013-09-25,4068046080
2013-09-26,4100332160
2013-09-27,4069055020
2013-09-30,4002061590
2013-10-01,4019550569
2013-10-02,4265367900
2013-10-03,4495639470
2013-10-04,4479122100
2013-10-07,4479122100
2013-10-08,4489809810
2013-10-09,4431513210
2013-10-10,4459689900
2013-10-11,4489809810
2013-10-14,4496611080
2013-10-15,4507298790
2013-10-16,4564623780
2013-10-17,4584055980
2013-10-18,4643324190
2013-10-21,4584055980
2013-10-22,4590857250
2013-10-23,4497582690
2013-10-24,4398478470
2013-10-25,4462604730
2013-10-28,4388762370
2013-10-29,4450945410
2013-10-30,4362528900
2013-10-31,4585027590
2013-11-01,4585027590
2013-11-04,4688989860
2013-11-05,4275084000
2013-11-06,4252736970
2013-11-07,4052585310
2013-11-08,4112825130
2013-11-11,4091449710
2013-11-12,4235247990
2013-11-13,4221645450
2013-11-14,4211929350
2013-11-15,4118654790
2013-11-18,4077847170
2013-11-19,3947651430
2013-11-20,4007891250
2013-11-21,4086591660
2013-11-22,4090478100
2013-11-25,4079790390
2013-11-26,4135172160
2013-11-27,4160434020
2013-11-29,4192497150
2013-12-02,4116711569
2013-12-03,4192497150
2013-12-04,4184724270
2013-12-05,4151689529
2013-12-06,4148774700
2013-12-09,4155575970
2013-12-10,4134200549
