,SUB
2018-02-13,8728877023
2018-02-14,8728877023
2018-02-15,8728877023
2018-02-16,8726379728
2018-02-20,8725547297
2018-02-21,8726379728
2018-02-22,8730541886
2018-02-23,8723882434
2018-02-26,8730541886
2018-02-27,8721385139
2018-02-28,8732206749
2018-03-01,8726379728
2018-03-02,8723050002
2018-03-05,8729709455
2018-03-06,8730541886
2018-03-07,8728877023
2018-03-08,8731374318
2018-03-09,8727212160
2018-03-12,8718055413
2018-03-13,8716390550
2018-03-14,8719720276
2018-03-15,8728044592
2018-03-16,8715558119
2018-03-19,8713893256
2018-03-20,8723050002
2018-03-21,8725547297
2018-03-22,8721385139
2018-03-23,8718887845
2018-03-26,8708898666
2018-03-27,8723050002
2018-03-28,8728044592
2018-03-29,8730541886
2018-04-02,8718055413
2018-04-03,8711395961
2018-04-04,8709731098
2018-04-05,8704736509
2018-04-06,8709731098
2018-04-09,8708066235
2018-04-10,8712228392
2018-04-11,8709731098
2018-04-12,8704736509
2018-04-13,8708066235
2018-04-16,8698909488
2018-04-17,8711395961
2018-04-18,8705568940
2018-04-19,8703904077
2018-04-20,8693082467
2018-04-23,8703904077
2018-04-24,8697244625
2018-04-25,8692250036
2018-04-26,8694747330
2018-04-27,8691417604
2018-04-30,8687255447
2018-05-01,8693082467
2018-05-02,8694747330
2018-05-03,8697244625
2018-05-04,8690585173
2018-05-07,8695579762
2018-05-08,8696412193
2018-05-09,8703904077
2018-05-10,8703904077
2018-05-11,8704736509
2018-05-14,8705568940
2018-05-15,8698077056
2018-05-16,8707233803
2018-05-17,8703904077
2018-05-18,8703071646
2018-05-21,8702239214
2018-05-22,8700574351
2018-05-23,8712228392
2018-05-24,8714725687
2018-05-25,8718887845
2018-05-29,8731374318
2018-05-30,8727212160
2018-05-31,8730541886
2018-06-01,8713893256
2018-06-04,8717222982
2018-06-05,8724714865
2018-06-06,8722217571
2018-06-07,8743028359
2018-06-08,8732206749
2018-06-11,8734704044
2018-06-12,8735536475
2018-06-13,8738033770
2018-06-14,8746358085
2018-06-15,8745525654
2018-06-18,8742195928
2018-06-19,8741363496
2018-06-20,8748022948
2018-06-21,8741363496
2018-06-22,8737201338
2018-06-25,8738866201
2018-06-26,8739698633
2018-06-27,8747190517
2018-06-28,8747190517
2018-06-29,8742195928
2018-07-02,8738033770
2018-07-03,8736368907
2018-07-05,8739698633
2018-07-06,8740531065
2018-07-09,8745525654
2018-07-10,8748022948
2018-07-11,8750520243
2018-07-12,8754682401
2018-07-13,8755514832
2018-07-16,8760509421
2018-07-17,8766336442
2018-07-18,8765504010
2018-07-19,8765504010
2018-07-20,8765504010
2018-07-23,8766336442
2018-07-24,8763006716
2018-07-25,8761341853
2018-07-26,8760509421
2018-07-27,8763839147
2018-07-30,8762174284
2018-07-31,8764671579
2018-08-01,8744693222
2018-08-02,8748855380
2018-08-03,8753849969
2018-08-06,8751352674
2018-08-07,8751352674
2018-08-08,8752185106
2018-08-09,8751352674
2018-08-10,8749687811
2018-08-13,8746358085
2018-08-14,8749687811
2018-08-15,8759676990
2018-08-16,8758844558
2018-08-17,8755514832
2018-08-20,8760509421
2018-08-21,8758844558
2018-08-22,8755514832
2018-08-23,8759676990
2018-08-24,8758844558
2018-08-27,8758012127
2018-08-28,8758012127
2018-08-29,8758012127
2018-08-30,8758012127
2018-08-31,8754682401
2018-09-04,8738866201
2018-09-05,8738033770
2018-09-06,8735536475
2018-09-07,8729709455
2018-09-10,8720552708
2018-09-11,8730541886
2018-09-12,8732206749
2018-09-13,8726379728
2018-09-14,8728044592
2018-09-17,8708898666
2018-09-18,8715558119
2018-09-19,8713060824
2018-09-20,8710563529
2018-09-21,8708066235
2018-09-24,8708898666
2018-09-25,8704736509
2018-09-26,8710563529
2018-09-27,8713060824
2018-09-28,8718055413
2018-10-01,8705568940
2018-10-02,8710563529
2018-10-03,8701406783
2018-10-04,8699741920
2018-10-05,8697244625
2018-10-08,8699741920
2018-10-09,8686423015
2018-10-10,8692250036
2018-10-11,8692250036
2018-10-12,8695579762
2018-10-15,8698077056
2018-10-16,8698909488
2018-10-17,8699741920
2018-10-18,8702239214
2018-10-19,8693082467
2018-10-22,8694747330
2018-10-23,8705568940
2018-10-24,8702239214
2018-10-25,8700574351
2018-10-26,8701406783
2018-10-29,8707233803
2018-10-30,8706401372
2018-10-31,8695579762
2018-11-01,8693082467
2018-11-02,8682260857
2018-11-05,8691417604
2018-11-06,8683925720
2018-11-07,8688920310
2018-11-08,8688087878
2018-11-09,8689752741
2018-11-12,8694747330
2018-11-13,8692250036
2018-11-14,8697244625
2018-11-15,8703071646
2018-11-16,8703071646
2018-11-19,8705568940
2018-11-20,8705568940
2018-11-21,8713893256
2018-11-23,8718055413
2018-11-26,8713893256
2018-11-27,8713893256
2018-11-28,8719720276
2018-11-29,8729709455
2018-11-30,8732206749
2018-12-03,8728044592
2018-12-04,8741363496
2018-12-06,8746358085
2018-12-07,8748855380
2018-12-10,8754682401
2018-12-11,8748855380
2018-12-12,8751352674
2018-12-13,8753017537
2018-12-14,8752185106
2018-12-17,8758012127
2018-12-18,8751352674
2018-12-19,8756347264
2018-12-20,8759676990
2018-12-21,8761341853
2018-12-24,8766336442
2018-12-26,8761341853
2018-12-27,8766336442
2018-12-28,8763006716
2018-12-31,8773828326
2019-01-02,8768001305
2019-01-03,8777158052
2019-01-04,8770498600
2019-01-07,8789644525
2019-01-08,8786314799
2019-01-09,8778822915
2019-01-10,8778822915
2019-01-11,8789644525
2019-01-14,8772995894
2019-01-15,8777158052
2019-01-16,8770498600
2019-01-17,8767168873
2019-01-18,8770498600
2019-01-22,8763006716
2019-01-23,8768833737
2019-01-24,8776325620
2019-01-25,8782152641
2019-01-28,8780487778
2019-01-29,8784649936
2019-01-30,8787147230
2019-01-31,8792141819
2019-02-01,8780487778
2019-02-04,8784649936
2019-02-05,8782152641
2019-02-06,8783817504
2019-02-07,8788812093
2019-02-08,8790476956
2019-02-11,8788812093
2019-02-12,8788812093
2019-02-13,8786314799
2019-02-14,8794639114
2019-02-15,8791309388
2019-02-19,8791309388
2019-02-20,8792974251
2019-02-21,8792141819
2019-02-22,8797968840
2019-02-25,8794639114
2019-02-26,8799633703
2019-02-27,8798801272
2019-02-28,8791309388
2019-03-01,8786314799
2019-03-04,8795471545
2019-03-05,8790476956
2019-03-06,8795471545
2019-03-07,8794639114
2019-03-08,8797968840
2019-03-11,8800466135
2019-03-12,8802963429
2019-03-13,8792974251
2019-03-14,8792141819
2019-03-15,8801298566
2019-03-18,8792141819
2019-03-19,8797136409
2019-03-20,8807125587
2019-03-21,8808790450
2019-03-22,8808790450
2019-03-25,8821276923
2019-03-26,8816282334
2019-03-27,8821276923
2019-03-28,8828768807
2019-03-29,8823774218
2019-04-01,8808790450
2019-04-02,8805460724
2019-04-03,8807125587
2019-04-04,8808790450
2019-04-05,8811287745
2019-04-08,8812120176
2019-04-09,8807125587
2019-04-10,8807958018
2019-04-11,8802963429
2019-04-12,8804628292
2019-04-15,8802963429
2019-04-16,8807958018
2019-04-17,8808790450
2019-04-18,8807125587
2019-04-22,8807125587
2019-04-23,8807125587
2019-04-24,8813785039
2019-04-25,8812952608
2019-04-26,8816282334
2019-04-29,8815449902
2019-04-30,8817947197
2019-05-01,8807958018
2019-05-02,8807125587
2019-05-03,8807125587
2019-05-06,8814617471
2019-05-07,8814617471
2019-05-08,8811287745
2019-05-09,8809622881
2019-05-10,8813785039
2019-05-13,8819612060
2019-05-14,8826271512
2019-05-15,8830433670
2019-05-16,8827103944
2019-05-17,8826271512
2019-05-20,8828768807
2019-05-21,8828768807
2019-05-22,8839590417
2019-05-23,8837093122
2019-05-24,8842087711
2019-05-28,8847082300
2019-05-29,8850412026
2019-05-30,8850412026
2019-05-31,8857071479
2019-06-03,8853741753
2019-06-04,8857071479
2019-06-05,8861233636
2019-06-06,8846249869
2019-06-07,8845417437
2019-06-10,8846249869
2019-06-11,8848747163
2019-06-12,8847914732
2019-06-13,8853741753
2019-06-14,8854574184
2019-06-17,8853741753
2019-06-18,8854574184
2019-06-19,8857071479
2019-06-20,8864563362
2019-06-21,8864563362
2019-06-24,8868725520
2019-06-25,8862066068
2019-06-26,8866228226
2019-06-27,8871222815
2019-06-28,8869557952
2019-07-01,8861233636
2019-07-02,8867893089
2019-07-03,8865395794
2019-07-05,8864563362
2019-07-08,8862898499
2019-07-09,8877049835
2019-07-10,8882044425
2019-07-11,8873720109
2019-07-12,8882044425
2019-07-15,8882044425
2019-07-16,8879547130
2019-07-17,8880379562
2019-07-18,8888703877
2019-07-19,8883709288
2019-07-22,8889536308
2019-07-23,8887871445
2019-07-24,8886206582
2019-07-25,8894530898
2019-07-26,8895363329
2019-07-29,8897860624
2019-07-30,8902855213
2019-07-31,8905352507
2019-08-01,8905352507
2019-08-02,8902022781
2019-08-05,8902022781
2019-08-06,8907849802
2019-08-07,8918671412
2019-08-08,8917838980
2019-08-09,8917838980
2019-08-12,8919503843
2019-08-13,8917006549
2019-08-14,8920336275
2019-08-15,8923666001
2019-08-16,8920336275
2019-08-19,8912844391
2019-08-20,8920336275
2019-08-21,8915341686
2019-08-22,8915341686
2019-08-23,8915341686
2019-08-26,8910347097
2019-08-27,8912844391
2019-08-28,8913676823
2019-08-29,8911179528
2019-08-30,8908682234
2019-09-03,8900357918
2019-09-04,8901190350
2019-09-05,8891201171
2019-09-06,8887871445
2019-09-09,8884541719
2019-09-10,8883709288
2019-09-11,8875384972
2019-09-12,8872055246
2019-09-13,8857071479
2019-09-16,8842920143
2019-09-17,8848747163
2019-09-18,8855406616
2019-09-19,8857071479
2019-09-20,8861233636
2019-09-23,8867060657
2019-09-24,8871222815
2019-09-25,8867893089
2019-09-26,8870390383
2019-09-27,8864563362
2019-09-30,8868725520
2019-10-01,8860401205
2019-10-02,8862066068
2019-10-03,8873720109
2019-10-04,8872055246
2019-10-07,8872055246
2019-10-08,8879547130
2019-10-09,8882876856
2019-10-10,8885374151
2019-10-11,8876217404
2019-10-14,8877882267
2019-10-15,8878714698
2019-10-16,8877882267
2019-10-17,8871222815
2019-10-18,8876217404
2019-10-21,8869557952
2019-10-22,8874552541
2019-10-23,8875384972
2019-10-24,8871222815
2019-10-25,8872887678
2019-10-28,8867893089
2019-10-29,8877882267
2019-10-30,8881211993
2019-10-31,8891201171
2019-11-01,8877882267
2019-11-04,8877049835
2019-11-05,8872887678
2019-11-06,8867893089
2019-11-07,8862066068
2019-11-08,8867893089
2019-11-11,8870390383
2019-11-12,8867893089
2019-11-13,8871222815
2019-11-14,8872887678
2019-11-15,8873720109
2019-11-18,8877882267
2019-11-19,8878714698
2019-11-20,8883709288
2019-11-21,8881211993
2019-11-22,8881211993
2019-11-25,8882044425
2019-11-26,8885374151
2019-11-27,8889536308
2019-11-29,8887039014
2019-12-02,8869557952
2019-12-03,8880379562
2019-12-04,8874552541
2019-12-05,8882044425
2019-12-06,8882044425
2019-12-09,8883709288
2019-12-10,8887039014
2019-12-11,8888703877
2019-12-12,8883709288
2019-12-13,8889536308
2019-12-16,8882876856
2019-12-17,8884541719
2019-12-18,8886206582
2019-12-19,8877882267
2019-12-20,8874552541
2019-12-23,8878714698
2019-12-24,8877882267
2019-12-26,8878714698
2019-12-27,8881211993
2019-12-30,8887871445
2019-12-31,8888703877
2020-01-02,8882876856
2020-01-03,8892866034
2020-01-06,8893698466
2020-01-07,8896195761
2020-01-08,8902022781
2020-01-09,8901190350
2020-01-10,8905352507
2020-01-13,8899525487
2020-01-14,8907017371
2020-01-15,8913676823
2020-01-16,8921168707
2020-01-17,8920336275
2020-01-21,8917006549
2020-01-22,8924498433
2020-01-23,8923666001
2020-01-24,8930325453
2020-01-27,8931990316
2020-01-28,8934487611
2020-01-29,8932822748
2020-01-30,8935320043
2020-01-31,8936152474
2020-02-03,8921168707
2020-02-04,8917006549
2020-02-05,8921168707
2020-02-06,8918671412
2020-02-07,8919503843
2020-02-10,8924498433
2020-02-11,8920336275
2020-02-12,8922001138
2020-02-13,8921168707
2020-02-14,8922001138
2020-02-18,8922001138
2020-02-19,8925330864
2020-02-20,8924498433
2020-02-21,8931157885
2020-02-24,8945309221
2020-02-25,8949471379
2020-02-26,8947806515
2020-02-27,8946974084
2020-02-28,8944476789
2020-03-02,8931990316
2020-03-03,8943644358
2020-03-04,8943644358
2020-03-05,8956963262
2020-03-06,8959460557
2020-03-09,8957795694
2020-03-10,8931990316
2020-03-11,8877049835
2020-03-12,8668941953
2020-03-13,8676433837
2020-03-16,8647298733
2020-03-17,8625655513
2020-03-18,8455007050
2020-03-19,8112045259
2020-03-20,8317655847
2020-03-23,8310996395
2020-03-24,8538250203
2020-03-25,8676433837
2020-03-26,8852909321
2020-03-27,8868725520
2020-03-30,8846249869
2020-03-31,8848747163
2020-04-01,8788812093
2020-04-02,8763006716
2020-04-03,8783817504
2020-04-06,8808790450
2020-04-07,8842087711
2020-04-08,8844585006
2020-04-09,8866228226
2020-04-13,8872055246
2020-04-14,8879547130
2020-04-15,8875384972
2020-04-16,8874552541
2020-04-17,8869557952
2020-04-20,8866228226
2020-04-21,8858736342
2020-04-22,8872055246
2020-04-23,8842087711
2020-04-24,8836260690
2020-04-27,8841255280
2020-04-28,8836260690
2020-04-29,8862066068
2020-04-30,8840422848
2020-05-01,8847914732
2020-05-04,8842920143
2020-05-05,8846249869
2020-05-06,8857071479
2020-05-07,8880379562
2020-05-08,8897028192
2020-05-11,8887871445
2020-05-12,8904520076
2020-05-13,8895363329
2020-05-14,8920336275
2020-05-15,8925330864
2020-05-18,8934487611
2020-05-19,8956963262
2020-05-20,8954465968
2020-05-21,8966952441
2020-05-22,8979438914
2020-05-26,8982768640
2020-05-27,8989428092
2020-05-28,8976941619
2020-05-29,8987763229
2020-06-01,8978606482
2020-06-02,8981103777
2020-06-03,8976941619
2020-06-04,8959460557
2020-06-05,8961957851
2020-06-08,8957795694
2020-06-09,8981103777
2020-06-10,8987763229
2020-06-11,8979438914
2020-06-12,8968617304
2020-06-15,8973611893
2020-06-16,8985265934
2020-06-17,8965287578
2020-06-18,8966120009
2020-06-19,8971114598
2020-06-22,8968617304
2020-06-23,8971947030
2020-06-24,8967784872
2020-06-25,8969449735
2020-06-26,8969449735
2020-06-29,8973611893
2020-06-30,8978606482
2020-07-01,8964455146
2020-07-02,8981936208
2020-07-06,8984433503
2020-07-07,8972779461
2020-07-08,8978606482
2020-07-09,8980271345
2020-07-10,8982768640
2020-07-13,8976941619
2020-07-14,8981103777
2020-07-15,8984433503
2020-07-16,8992757818
2020-07-17,8989428092
2020-07-20,8991092955
2020-07-21,8996087544
2020-07-22,9001914565
2020-07-23,9001082133
2020-07-24,8998584839
2020-07-27,9002746996
2020-07-28,9007741586
2020-07-29,9012736175
2020-07-30,9015233469
2020-07-31,9022725353
2020-08-03,9034379395
2020-08-04,9029384805
2020-08-05,9021060490
2020-08-06,9023557785
2020-08-07,9020228059
2020-08-10,9016898332
2020-08-11,9015233469
2020-08-12,9016898332
2020-08-13,9018563196
2020-08-14,8999417270
2020-08-17,9006909154
2020-08-18,8991092955
2020-08-19,9002746996
2020-08-20,9004411860
2020-08-21,9002746996
2020-08-24,9007741586
2020-08-25,9011071312
2020-08-26,9014401038
2020-08-27,9006076723
2020-08-28,9005244291
2020-08-31,8996087544
2020-09-01,8999417270
2020-09-02,8999417270
2020-09-03,8991092955
2020-09-04,8991925387
2020-09-08,8986930797
2020-09-09,8992757818
2020-09-10,8994422681
2020-09-11,9002746996
2020-09-14,9000249702
2020-09-15,9006076723
2020-09-16,8996919976
2020-09-17,8996919976
2020-09-18,8992757818
2020-09-21,8990260524
2020-09-22,8995255113
2020-09-23,8993590250
2020-09-24,8991925387
2020-09-25,8998584839
2020-09-28,8994422681
2020-09-29,8993590250
2020-09-30,8998584839
2020-10-01,8978606482
2020-10-02,8983601071
2020-10-05,8976941619
2020-10-06,8985265934
2020-10-07,8985265934
2020-10-08,8989428092
2020-10-09,8986930797
2020-10-12,8981936208
2020-10-13,8986930797
2020-10-14,8979438914
2020-10-15,8986098366
2020-10-16,8981936208
2020-10-19,8982768640
2020-10-20,8973611893
2020-10-21,8979438914
2020-10-22,8977774051
2020-10-23,8976109187
2020-10-26,8975276756
2020-10-27,8981103777
2020-10-28,8970282167
2020-10-29,8969449735
2020-10-30,8960292988
2020-11-02,8964455146
2020-11-03,8956963262
2020-11-04,8978606482
2020-11-05,8976109187
2020-11-06,8978606482
2020-11-09,8966120009
2020-11-10,8976941619
2020-11-11,8979438914
2020-11-12,8985265934
2020-11-13,8985265934
2020-11-16,8976109187
2020-11-17,8982768640
2020-11-18,8988595660
2020-11-19,8986098366
2020-11-20,8989428092
2020-11-23,8988595660
2020-11-24,8986930797
2020-11-25,8986930797
2020-11-27,8989428092
2020-11-30,8986098366
2020-12-01,8977774051
2020-12-02,8984433503
2020-12-03,8986930797
2020-12-04,8977774051
2020-12-07,8979438914
2020-12-08,8986098366
2020-12-09,8994422681
2020-12-10,8991092955
2020-12-11,8991925387
2020-12-14,8991925387
2020-12-15,8985265934
2020-12-16,8991092955
2020-12-17,8984433503
2020-12-18,8986098366
2020-12-21,8986098366
2020-12-22,8993590250
2020-12-23,8996087544
2020-12-24,8993590250
2020-12-28,8991092955
2020-12-29,8997752407
2020-12-30,8984433503
2020-12-31,8999417270
2021-01-04,8986930797
2021-01-05,8997752407
2021-01-06,9003579428
2021-01-07,9000249702
2021-01-08,8995255113
2021-01-11,8993590250
2021-01-12,8987763229
2021-01-13,8998584839
2021-01-14,9001082133
2021-01-15,9001082133
2021-01-19,8987763229
2021-01-20,9006909154
2021-01-21,9002746996
2021-01-22,8998584839
2021-01-25,9002746996
2021-01-26,8997752407
2021-01-27,9007741586
2021-01-28,9008574017
2021-01-29,9003579428
2021-02-01,9001082133
2021-02-02,9001914565
2021-02-03,8998584839
2021-02-04,8992757818
2021-02-05,8996919976
2021-02-08,8993590250
2021-02-09,8991925387
2021-02-10,8996919976
2021-02-11,8996919976
2021-02-12,8996919976
2021-02-16,8996087544
2021-02-17,8990260524
2021-02-18,8982768640
2021-02-19,8982768640
2021-02-22,8962790283
2021-02-23,8961957851
2021-02-24,8964455146
2021-02-25,8957795694
2021-02-26,8962790283
2021-03-01,8953633536
2021-03-02,8958628125
2021-03-03,8961125420
2021-03-04,8970282167
2021-03-05,8970282167
2021-03-08,8965287578
2021-03-09,8973611893
2021-03-10,8977774051
2021-03-11,8978606482
2021-03-12,8978606482
2021-03-15,8979438914
2021-03-16,8980271345
2021-03-17,8973611893
2021-03-18,8958628125
2021-03-19,8955298399
2021-03-22,8956963262
2021-03-23,8968617304
2021-03-24,8958628125
2021-03-25,8965287578
2021-03-26,8971114598
2021-03-29,8965287578
2021-03-30,8974444324
2021-03-31,8975276756
2021-04-01,8967784872
2021-04-05,8968617304
2021-04-06,8969449735
2021-04-07,8972779461
2021-04-08,8973611893
2021-04-09,8972779461
2021-04-12,8971947030
2021-04-13,8975276756
2021-04-14,8977774051
2021-04-15,8991092955
2021-04-16,8989428092
2021-04-19,8989428092
2021-04-20,8986930797
2021-04-21,8991092955
2021-04-22,8991092955
2021-04-23,8984433503
2021-04-26,8988595660
2021-04-27,8985265934
2021-04-28,8986930797
2021-04-29,8981936208
2021-04-30,8982768640
2021-05-03,8968617304
2021-05-04,8973611893
2021-05-05,8972779461
2021-05-06,8966120009
2021-05-07,8969449735
2021-05-10,8974444324
2021-05-11,8965287578
2021-05-12,8964455146
2021-05-13,8965287578
2021-05-14,8970282167
2021-05-17,8961957851
2021-05-18,8966120009
2021-05-19,8968617304
2021-05-20,8968617304
2021-05-21,8967784872
2021-05-24,8969449735
2021-05-25,8968617304
2021-05-26,8974444324
2021-05-27,8973611893
2021-05-28,8972779461
2021-06-01,8966952441
2021-06-02,8973611893
2021-06-03,8973611893
2021-06-04,8971947030
2021-06-07,8971114598
2021-06-08,8981103777
2021-06-09,8980271345
2021-06-10,8983601071
2021-06-11,8981103777
2021-06-14,8981103777
2021-06-15,8982768640
2021-06-16,8970282167
2021-06-17,8976109187
2021-06-18,8968617304
2021-06-21,8969449735
2021-06-22,8968617304
2021-06-23,8966120009
2021-06-24,8968617304
2021-06-25,8967784872
2021-06-28,8967784872
2021-06-29,8969449735
2021-06-30,8975276756
2021-07-01,8961957851
2021-07-02,8967784872
2021-07-06,8968617304
2021-07-07,8982768640
2021-07-08,8981936208
2021-07-09,8979438914
2021-07-12,8974444324
2021-07-13,8979438914
2021-07-14,8981936208
2021-07-15,8981103777
2021-07-16,8980271345
2021-07-19,8976941619
2021-07-20,8987763229
2021-07-21,8988595660
2021-07-22,8995255113
2021-07-23,8989428092
2021-07-26,8990260524
2021-07-27,8991925387
2021-07-28,8990260524
2021-07-29,8988595660
2021-07-30,8990260524
2021-08-02,8988595660
2021-08-03,8986930797
2021-08-04,8988595660
2021-08-05,8988595660
2021-08-06,8983601071
2021-08-09,8984433503
2021-08-10,8987763229
2021-08-11,8985265934
2021-08-12,8980271345
2021-08-13,8977774051
2021-08-16,8976941619
2021-08-17,8981936208
2021-08-18,8980271345
2021-08-19,8982768640
2021-08-20,8981936208
2021-08-23,8980271345
2021-08-24,8983601071
2021-08-25,8979438914
2021-08-26,8976941619
2021-08-27,8978606482
2021-08-30,8978606482
2021-08-31,8981103777
2021-09-01,8978606482
2021-09-02,8973611893
2021-09-03,8969449735
2021-09-07,8970282167
2021-09-08,8978606482
2021-09-09,8973611893
2021-09-10,8975276756
2021-09-13,8971947030
2021-09-14,8971947030
2021-09-15,8973611893
2021-09-16,8973611893
2021-09-17,8971114598
2021-09-20,8970282167
2021-09-21,8975276756
2021-09-22,8971114598
2021-09-23,8968617304
2021-09-24,8966120009
2021-09-27,8963622715
2021-09-28,8955298399
2021-09-29,8958628125
2021-09-30,8954465968
2021-10-01,8952801105
2021-10-04,8950303810
2021-10-05,8951136242
2021-10-06,8951136242
2021-10-07,8948638947
2021-10-08,8945309221
2021-10-11,8945309221
2021-10-12,8946974084
2021-10-13,8953633536
2021-10-14,8952801105
2021-10-15,8953633536
2021-10-18,8946974084
2021-10-19,8952801105
2021-10-20,8953633536
2021-10-21,8942811926
2021-10-22,8946141652
2021-10-25,8944476789
2021-10-26,8941979495
2021-10-27,8941147063
2021-10-28,8940314632
2021-10-29,8939482200
2021-11-01,8935320043
2021-11-02,8939482200
2021-11-03,8933655179
2021-11-04,8932822748
2021-11-05,8938649769
2021-11-08,8934487611
2021-11-09,8940314632
2021-11-10,8939482200
2021-11-11,8936984906
2021-11-12,8934487611
2021-11-15,8938649769
2021-11-16,8934487611
2021-11-17,8931157885
2021-11-18,8933655179
2021-11-19,8936152474
2021-11-22,8936984906
2021-11-23,8930325453
2021-11-24,8931990316
2021-11-26,8941147063
2021-11-29,8940314632
2021-11-30,8939482200
2021-12-01,8943644358
2021-12-02,8940314632
2021-12-03,8937817337
2021-12-06,8937817337
2021-12-07,8940314632
2021-12-08,8940314632
2021-12-09,8936152474
2021-12-10,8937817337
2021-12-13,8936152474
2021-12-14,8936152474
2021-12-15,8936152474
2021-12-16,8935320043
2021-12-17,8929493022
2021-12-20,8926995727
2021-12-21,8929493022
2021-12-22,8932822748
2021-12-23,8936984906
2021-12-27,8931990316
2021-12-28,8938649769
2021-12-29,8937817337
2021-12-30,8937817337
2021-12-31,8937817337
2022-01-03,8935320043
2022-01-04,8931157885
2022-01-05,8925330864
2022-01-06,8922833570
2022-01-07,8917006549
2022-01-10,8904520076
2022-01-11,8902022781
2022-01-12,8899525487
2022-01-13,8896195761
2022-01-14,8892033603
2022-01-18,8883709288
2022-01-19,8884541719
2022-01-20,8877049835
2022-01-21,8872887678
2022-01-24,8861233636
2022-01-25,8844585006
2022-01-26,8826271512
2022-01-27,8823774218
2022-01-28,8790476956
2022-01-31,8826271512
2022-02-01,8830433670
2022-02-02,8835428259
2022-02-03,8833763396
2022-02-04,8832930964
2022-02-07,8832930964
2022-02-08,8832930964
2022-02-09,8830433670
2022-02-10,8807125587
2022-02-11,8802963429
2022-02-14,8789644525
2022-02-15,8789644525
2022-02-16,8793806682
2022-02-17,8798801272
2022-02-18,8801298566
2022-02-22,8796303977
2022-02-23,8797136409
2022-02-24,8799633703
2022-02-25,8797968840
2022-02-28,8806293155
2022-03-01,8814617471
2022-03-02,8798801272
2022-03-03,8798801272
2022-03-04,8804628292
2022-03-07,8784649936
2022-03-08,8785482367
2022-03-09,8774660757
2022-03-10,8760509421
2022-03-11,8756347264
2022-03-14,8725547297
2022-03-15,8696412193
2022-03-16,8733871612
2022-03-17,8750520243
2022-03-18,8754682401
2022-03-21,8728877023
2022-03-22,8726379728
2022-03-23,8730541886
2022-03-24,8718055413
2022-03-25,8702239214
2022-03-28,8695579762
2022-03-29,8697244625
2022-03-30,8699741920
2022-03-31,8707233803
2022-04-01,8695579762
2022-04-04,8695579762
2022-04-05,8680595994
2022-04-06,8672271679
2022-04-07,8653125754
2022-04-08,8646466302
2022-04-11,8634812260
2022-04-12,8632314966
2022-04-13,8643136575
2022-04-14,8622325787
2022-04-18,8622325787
2022-04-19,8599850136
2022-04-20,8623990650
2022-04-21,8621493356
2022-04-22,8633979829
2022-04-25,8634812260
2022-04-26,8634812260
2022-04-27,8631482534
2022-04-28,8638141986
2022-04-29,8632314966
2022-05-02,8619828493
2022-05-03,8617331198
2022-05-04,8635644692
2022-05-05,8621493356
2022-05-06,8622325787
2022-05-09,8623990650
2022-05-10,8618163630
2022-05-11,8619828493
2022-05-12,8620660924
2022-05-13,8614833903
2022-05-16,8622325787
2022-05-17,8615666335
2022-05-18,8615666335
2022-05-19,8628152808
2022-05-20,8638974418
2022-05-23,8648963596
2022-05-24,8660617638
2022-05-25,8684758152
2022-05-26,8711395961
2022-05-27,8722217571
2022-05-31,8713060824
2022-06-01,8712228392
2022-06-02,8723882434
2022-06-03,8727212160
2022-06-06,8723050002
2022-06-07,8728044592
2022-06-08,8725547297
2022-06-09,8729709455
2022-06-10,8716390550
2022-06-13,8651460891
2022-06-14,8668941953
2022-06-15,8678931131
2022-06-16,8673104111
2022-06-17,8678098700
2022-06-21,8676433837
2022-06-22,8686423015
2022-06-23,8689752741
2022-06-24,8690585173
2022-06-27,8682260857
2022-06-28,8686423015
2022-06-29,8695579762
2022-06-30,8713060824
2022-07-01,8723882434
2022-07-05,8717222982
2022-07-06,8724714865
2022-07-07,8717222982
2022-07-08,8716390550
2022-07-11,8725547297
2022-07-12,8724714865
2022-07-13,8723050002
2022-07-14,8729709455
2022-07-15,8727212160
2022-07-18,8722217571
2022-07-19,8725547297
2022-07-20,8723882434
2022-07-21,8747190517
2022-07-22,8764671579
2022-07-25,8756347264
2022-07-26,8758012127
2022-07-27,8768001305
2022-07-28,8773828326
2022-07-29,8772163463
2022-08-01,8772995894
2022-08-02,8758844558
2022-08-03,8767168873
2022-08-04,8771331031
2022-08-05,8749687811
2022-08-08,8758844558
2022-08-09,8755514832
2022-08-10,8753017537
2022-08-11,8748855380
2022-08-12,8753849969
2022-08-15,8753849969
2022-08-16,8730541886
2022-08-17,8708066235
2022-08-18,8702239214
2022-08-19,8688087878
2022-08-22,8668109521
2022-08-23,8669774384
2022-08-24,8673104111
2022-08-25,8678098700
2022-08-26,8678098700
2022-08-29,8664779795
2022-08-30,8663114932
2022-08-31,8668109521
2022-09-01,8653125754
2022-09-02,8658952775
2022-09-06,8650628459
2022-09-07,8655623048
2022-09-08,8655623048
2022-09-09,8660617638
2022-09-12,8659785206
2022-09-13,8651460891
2022-09-14,8644801439
2022-09-15,8636477123
2022-09-16,8638974418
2022-09-19,8628985239
2022-09-20,8609839314
2022-09-21,8604012294
2022-09-22,8589028526
2022-09-23,8569882601
2022-09-26,8539915066
2022-09-27,8545742086
2022-09-28,8553233970
2022-09-29,8548239381
