,CSGP
2010-01-19,850458000
2010-01-20,828184100
2010-01-21,830208999
2010-01-22,822109399
2010-01-25,830208999
2010-01-26,824134300
2010-01-27,830208999
2010-01-28,822109399
2010-01-29,818059600
2010-02-01,809960000
2010-02-02,789711000
2010-02-03,791735900
2010-02-04,773511800
2010-02-05,779586500
2010-02-08,779586500
2010-02-09,783636300
2010-02-10,785661200
2010-02-11,799835500
2010-02-12,789711000
2010-02-16,799835500
2010-02-17,807935100
2010-02-18,811984900
2010-02-19,814009799
2010-02-22,824134300
2010-02-23,805910200
2010-02-24,805910200
2010-02-25,799835500
2010-02-26,797810600
2010-03-01,801860400
2010-03-02,809960000
2010-03-03,832233900
2010-03-04,832233900
2010-03-05,848433100
2010-03-08,836283700
2010-03-09,838308599
2010-03-10,846408200
2010-03-11,850458000
2010-03-12,856532700
2010-03-15,868682100
2010-03-16,864632299
2010-03-17,860582500
2010-03-18,862607400
2010-03-19,850458000
2010-03-22,862607400
2010-03-23,870707000
2010-03-24,852482900
2010-03-25,842358400
2010-03-26,832233900
2010-03-29,836283700
2010-03-30,850458000
2010-03-31,841537000
2010-04-01,847620400
2010-04-05,867898400
2010-04-06,876009600
2010-04-07,871954000
2010-04-08,867898400
2010-04-09,865870599
2010-04-12,871954000
2010-04-13,878037400
2010-04-14,898315400
2010-04-15,912510000
2010-04-16,918593400
2010-04-19,916565599
2010-04-20,932787999
2010-04-21,926704600
2010-04-22,918593400
2010-04-23,914537800
2010-04-26,910482200
2010-04-27,906426600
2010-04-28,898315400
2010-04-29,912510000
2010-04-30,890204199
2010-05-03,900343200
2010-05-04,884120800
2010-05-05,869926200
2010-05-06,859787200
2010-05-07,827342400
2010-05-10,857759400
2010-05-11,865870599
2010-05-12,888176400
2010-05-13,890204199
2010-05-14,896287600
2010-05-17,890204199
2010-05-18,890204199
2010-05-19,878037400
2010-05-20,847620400
2010-05-21,843564800
2010-05-24,823286799
2010-05-25,809092200
2010-05-26,811120000
2010-05-27,833425800
2010-05-28,827342400
2010-06-01,819231200
2010-06-02,839509199
2010-06-03,849648200
2010-06-04,825314600
2010-06-07,800981000
2010-06-08,796925400
2010-06-09,800981000
2010-06-10,819231200
2010-06-11,823286799
2010-06-14,821259000
2010-06-15,833425800
2010-06-16,831397999
2010-06-17,833425800
2010-06-18,831397999
2010-06-21,823286799
2010-06-22,821259000
2010-06-23,815175599
2010-06-24,815175599
2010-06-25,827342400
2010-06-28,829370200
2010-06-29,796925400
2010-06-30,788726400
2010-07-01,786693600
2010-07-02,776529600
2010-07-06,766365600
2010-07-07,780595200
2010-07-08,794824800
2010-07-09,796857600
2010-07-12,786693600
2010-07-13,815152800
2010-07-14,821251200
2010-07-15,817185599
2010-07-16,798890400
2010-07-19,811087200
2010-07-20,817185599
2010-07-21,807021600
2010-07-22,861907200
2010-07-23,898497600
2010-07-26,918825599
2010-07-27,918825599
2010-07-28,906628800
2010-07-29,884267999
2010-07-30,890366400
2010-08-02,906628800
2010-08-03,896464800
2010-08-04,904596000
2010-08-05,892399199
2010-08-06,890366400
2010-08-09,912727200
2010-08-10,898497600
2010-08-11,868005599
2010-08-12,865972800
2010-08-13,857841600
2010-08-16,859874400
2010-08-17,870038400
2010-08-18,865972800
2010-08-19,849710400
2010-08-20,849710400
2010-08-23,841579199
2010-08-24,845644800
2010-08-25,849710400
2010-08-26,845644800
2010-08-27,874104000
2010-08-30,849710400
2010-08-31,839546400
2010-09-01,870038400
2010-09-02,882235200
2010-09-03,894432000
2010-09-07,870038400
2010-09-08,880202400
2010-09-09,890366400
2010-09-10,892399199
2010-09-13,916792800
2010-09-14,916792800
2010-09-15,918825599
2010-09-16,918825599
2010-09-17,926956799
2010-09-20,965580000
2010-09-21,963547200
2010-09-22,953383200
2010-09-23,941186400
2010-09-24,985907999
2010-09-27,983875200
2010-09-28,1000137600
2010-09-29,1006236000
2010-09-30,993139100
2010-10-01,1005374900
2010-10-04,999257000
2010-10-05,1013532100
2010-10-06,1003335600
2010-10-07,1001296300
2010-10-08,1005374900
2010-10-11,1001296300
2010-10-12,997217699
2010-10-13,1025767900
2010-10-14,1033925100
2010-10-15,1056357400
2010-10-18,1056357400
2010-10-19,1042082300
2010-10-20,1052278800
2010-10-21,1033925100
2010-10-22,1019650000
2010-10-25,1027807200
2010-10-26,1025767900
2010-10-27,1021689300
2010-10-28,1019650000
2010-10-29,1013532100
2010-11-01,1003335600
2010-11-02,1027807200
2010-11-03,1027807200
2010-11-04,1056357400
2010-11-05,1078789700
2010-11-08,1088986200
2010-11-09,1074711100
2010-11-10,1097143400
2010-11-11,1062475300
2010-11-12,1058396700
2010-11-15,1058396700
2010-11-16,1054318100
2010-11-17,1046160900
2010-11-18,1050239500
2010-11-19,1050239500
2010-11-22,1066553900
2010-11-23,1054318100
2010-11-24,1080829000
2010-11-26,1082868300
2010-11-29,1078789700
2010-11-30,1074711100
2010-12-01,1107339900
2010-12-02,1111418500
2010-12-03,1113457800
2010-12-06,1129772200
2010-12-07,1156283100
2010-12-08,1137929400
2010-12-09,1129772200
2010-12-10,1137929400
2010-12-13,1125693600
2010-12-14,1123654300
2010-12-15,1117536400
2010-12-16,1111418500
2010-12-17,1119575700
2010-12-20,1125693600
2010-12-21,1133850800
2010-12-22,1142008000
2010-12-23,1131811500
2010-12-27,1142008000
2010-12-28,1162401000
2010-12-29,1170558200
2010-12-30,1178715400
2010-12-31,1182585600
2011-01-03,1196957300
2011-01-04,1203116600
2011-01-05,1209275900
2011-01-06,1207222800
2011-01-07,1205169700
2011-01-10,1215435200
2011-01-11,1217488300
2011-01-12,1207222800
2011-01-13,1196957300
2011-01-14,1227753800
2011-01-18,1231860000
2011-01-19,1196957300
2011-01-20,1176426300
2011-01-21,1166160800
2011-01-24,1174373200
2011-01-25,1178479400
2011-01-26,1196957300
2011-01-27,1186691800
2011-01-28,1155895300
2011-01-31,1155895300
2011-02-01,1192851100
2011-02-02,1192851100
2011-02-03,1196957300
2011-02-04,1188744900
2011-02-07,1199010400
2011-02-08,1205169700
2011-02-09,1182585600
2011-02-10,1190798000
2011-02-11,1213382100
2011-02-14,1215435200
2011-02-15,1215435200
2011-02-16,1252391000
2011-02-17,1258550300
2011-02-18,1254444100
2011-02-22,1227753800
2011-02-23,1203116600
2011-02-24,1160001500
2011-02-25,1174373200
2011-02-28,1164107700
2011-03-01,1147682900
2011-03-02,1155895300
2011-03-03,1182585600
2011-03-04,1174373200
2011-03-07,1164107700
2011-03-08,1174373200
2011-03-09,1174373200
2011-03-10,1147682900
2011-03-11,1153842200
2011-03-14,1153842200
2011-03-15,1164107700
2011-03-16,1149736000
2011-03-17,1141523600
2011-03-18,1180532500
2011-03-21,1219541400
2011-03-22,1213382100
2011-03-23,1213382100
2011-03-24,1211329000
2011-03-25,1240072400
2011-03-28,1233913100
2011-03-29,1268815800
2011-03-30,1291399900
2011-03-31,1380089700
2011-04-01,1386693000
2011-04-04,1395497400
2011-04-05,1377888600
2011-04-06,1384491900
2011-04-07,1373486400
2011-04-08,1347073200
2011-04-11,1344872100
2011-04-12,1333866600
2011-04-13,1327263300
2011-04-14,1336067700
2011-04-15,1355877600
2011-04-18,1327263300
2011-04-19,1320660000
2011-04-20,1342671000
2011-04-21,1338268800
2011-04-25,1320660000
2011-04-26,1327263300
2011-04-27,1351475400
2011-04-28,1432916100
2011-04-29,1496748000
2011-05-02,1494546900
2011-05-03,1496748000
2011-05-04,1505552400
2011-05-05,1503351300
2011-05-06,1512155700
2011-05-09,1529764500
2011-05-10,1558378800
2011-05-11,1556177700
2011-05-12,1602400800
2011-05-13,1580389800
2011-05-16,1540770000
2011-05-17,1516557900
2011-05-18,1509954600
2011-05-19,1507753500
2011-05-20,1490144700
2011-05-23,1421910600
2011-05-24,1399899600
2011-05-25,1353676500
2011-05-26,1382290800
2011-05-27,1391095200
2011-05-31,1388894100
2011-06-01,1342671000
2011-06-02,1325062200
2011-06-03,1305252300
2011-06-06,1292045700
2011-06-07,1289844600
2011-06-08,1287643500
2011-06-09,1300850100
2011-06-10,1261230300
2011-06-13,1256828100
2011-06-14,1292045700
2011-06-15,1259029200
2011-06-16,1281040200
2011-06-17,1274436900
2011-06-20,1265632500
2011-06-21,1276638000
2011-06-22,1263431400
2011-06-23,1259029200
2011-06-24,1230414900
2011-06-27,1256828100
2011-06-28,1272235800
2011-06-29,1278839100
2011-06-30,1480898900
2011-07-01,1480898900
2011-07-05,1485893500
2011-07-06,1478401600
2011-07-07,1478401600
2011-07-08,1468412400
2011-07-11,1443439400
2011-07-12,1453428600
2011-07-13,1463417800
2011-07-14,1425958300
2011-07-15,1415969100
2011-07-18,1388498800
2011-07-19,1428455600
2011-07-20,1420963700
2011-07-21,1445936700
2011-07-22,1450931300
2011-07-25,1443439400
2011-07-26,1448434000
2011-07-27,1423461000
2011-07-28,1465915100
2011-07-29,1468412400
2011-08-01,1473407000
2011-08-02,1428455600
2011-08-03,1430952900
2011-08-04,1388498800
2011-08-05,1398488000
2011-08-08,1296098700
2011-08-09,1256141900
2011-08-10,1173731000
2011-08-11,1203698600
2011-08-12,1231168900
2011-08-15,1281114900
2011-08-16,1288606800
2011-08-17,1281114900
2011-08-18,1183720200
2011-08-19,1188714800
2011-08-22,1166239100
2011-08-23,1221179700
2011-08-24,1228671600
2011-08-25,1183720200
2011-08-26,1206195900
2011-08-29,1251147300
2011-08-30,1251147300
2011-08-31,1278617600
2011-09-01,1263633800
2011-09-02,1208693200
2011-09-06,1216185100
2011-09-07,1283612200
2011-09-08,1266131100
2011-09-09,1228671600
2011-09-12,1248650000
2011-09-13,1273623000
2011-09-14,1301093300
2011-09-15,1338552800
2011-09-16,1353536600
2011-09-19,1348542000
2011-09-20,1351039300
2011-09-21,1298596000
2011-09-22,1261136500
2011-09-23,1273623000
2011-09-26,1286109500
2011-09-27,1348542000
2011-09-28,1283612200
2011-09-29,1303590600
2011-09-30,1300468000
2011-10-03,1230442800
2011-10-04,1305469800
2011-10-05,1305469800
2011-10-06,1300468000
2011-10-07,1285462600
2011-10-10,1315473400
2011-10-11,1332979700
2011-10-12,1357988700
2011-10-13,1360489600
2011-10-14,1393001300
2011-10-17,1345484200
2011-10-18,1398003100
2011-10-19,1367992300
2011-10-20,1365491400
2011-10-21,1400504000
2011-10-24,1448021100
2011-10-25,1408006700
2011-10-26,1450522000
2011-10-27,1598075100
2011-10-28,1560561600
2011-10-31,1538053500
2011-11-01,1488035500
2011-11-02,1550558000
2011-11-03,1600576000
2011-11-04,1588071500
2011-11-07,1600576000
2011-11-08,1615581400
2011-11-09,1538053500
2011-11-10,1538053500
2011-11-11,1558060700
2011-11-14,1575567000
2011-11-15,1605577800
2011-11-16,1575567000
2011-11-17,1568064300
2011-11-18,1568064300
2011-11-21,1500540000
2011-11-22,1483033700
2011-11-23,1465527400
2011-11-25,1453022900
2011-11-28,1588071500
2011-11-29,1590572400
2011-11-30,1663098500
2011-12-01,1665599400
2011-12-02,1665599400
2011-12-05,1678103900
2011-12-06,1663098500
2011-12-07,1650594000
2011-12-08,1613080500
2011-12-09,1673102100
2011-12-12,1630586800
2011-12-13,1618082300
2011-12-14,1565563400
2011-12-15,1595574200
2011-12-16,1618082300
2011-12-19,1635588600
2011-12-20,1710615600
2011-12-21,1663098500
2011-12-22,1663098500
2011-12-23,1675603000
2011-12-27,1670601200
2011-12-28,1645592200
2011-12-29,1673102100
2011-12-30,1668100300
2012-01-03,1655935200
2012-01-04,1605679200
2012-01-05,1588089600
2012-01-06,1567987200
2012-01-09,1542859200
2012-01-10,1557936000
2012-01-11,1555423200
2012-01-12,1557936000
2012-01-13,1547884800
2012-01-17,1542859200
2012-01-18,1562961600
2012-01-19,1547884800
2012-01-20,1522756800
2012-01-23,1515218400
2012-01-24,1510192800
2012-01-25,1507680000
2012-01-26,1512705600
2012-01-27,1515218400
2012-01-30,1507680000
2012-01-31,1424757600
2012-02-01,1429783200
2012-02-02,1434808800
2012-02-03,1487577600
2012-02-06,1457424000
2012-02-07,1462449600
2012-02-08,1452398400
2012-02-09,1459936800
2012-02-10,1449885600
2012-02-13,1477526400
2012-02-14,1477526400
2012-02-15,1469988000
2012-02-16,1517731200
2012-02-17,1495116000
2012-02-21,1482552000
2012-02-22,1462449600
2012-02-23,1517731200
2012-02-24,1525269600
2012-02-27,1520244000
2012-02-28,1527782400
2012-02-29,1507680000
2012-03-01,1530295200
2012-03-02,1480039200
2012-03-05,1480039200
2012-03-06,1480039200
2012-03-07,1512705600
2012-03-08,1542859200
2012-03-09,1570500000
2012-03-12,1585576800
2012-03-13,1643371200
2012-03-14,1645884000
2012-03-15,1676037600
2012-03-16,1686088800
2012-03-19,1691114400
2012-03-20,1673524800
2012-03-21,1691114400
2012-03-22,1691114400
2012-03-23,1718755200
2012-03-26,1746396000
2012-03-27,1736344800
2012-03-28,1753934400
2012-03-29,1756447200
2012-03-30,1736344800
2012-04-02,1839317500
2012-04-03,1823438500
2012-04-04,1839317500
2012-04-05,1826085000
2012-04-09,1812852500
2012-04-10,1781094500
2012-04-11,1796973500
2012-04-12,1804913000
2012-04-13,1791680500
2012-04-16,1796973500
2012-04-17,1820792000
2012-04-18,1908126500
2012-04-19,1873722000
2012-04-20,1879015000
2012-04-23,1868429000
2012-04-24,1855196500
2012-04-25,1900187000
2012-04-26,1926652000
2012-04-27,1937238000
2012-04-30,1929298500
2012-05-01,1924005500
2012-05-02,1892247500
2012-05-03,1865782500
2012-05-04,1865782500
2012-05-07,1865782500
2012-05-08,1834024500
2012-05-09,1810206000
2012-05-10,1855196500
2012-05-11,1855196500
2012-05-14,1847257000
2012-05-15,1865782500
2012-05-16,1873722000
2012-05-17,1855196500
2012-05-18,1831378000
2012-05-21,1873722000
2012-05-22,1886954500
2012-05-23,1908126500
2012-05-24,1931945000
2012-05-25,1924005500
2012-05-29,1950470500
2012-05-30,1950470500
2012-05-31,1955763500
2012-06-01,1905480000
2012-06-04,1910773000
2012-06-05,1945177500
2012-06-06,2016633000
2012-06-07,2016633000
2012-06-08,2045744500
2012-06-11,2051037500
2012-06-12,2069563000
2012-06-13,2035158500
2012-06-14,2061623500
2012-06-15,2074856000
2012-06-18,2093381500
2012-06-19,2109260500
2012-06-20,2058977000
2012-06-21,2043098000
2012-06-22,2051037500
2012-06-25,2043098000
2012-06-26,2090735000
2012-06-27,2117200000
2012-06-28,2103967500
2012-06-29,2148958000
2012-07-02,2280239100
2012-07-03,2326552200
2012-07-05,2304757800
2012-07-06,2203958700
2012-07-09,2212131600
2012-07-10,2195785800
2012-07-11,2182164300
2012-07-12,2152197000
2012-07-13,2173991400
2012-07-16,2165818500
2012-07-17,2182164300
2012-07-18,2182164300
2012-07-19,2160369900
2012-07-20,2141299800
2012-07-23,2119505400
2012-07-24,2138575500
2012-07-25,2141299800
2012-07-26,2239374600
2012-07-27,2323827900
2012-07-30,2293860600
2012-07-31,2247547500
2012-08-01,2176715700
2012-08-02,2160369900
2012-08-03,2250271800
2012-08-06,2252996100
2012-08-07,2242098900
2012-08-08,2266617600
2012-08-09,2266617600
2012-08-10,2263893300
2012-08-13,2274790500
2012-08-14,2266617600
2012-08-15,2293860600
2012-08-16,2228477400
2012-08-17,2252996100
2012-08-20,2272066200
2012-08-21,2258444700
2012-08-22,2272066200
2012-08-23,2250271800
2012-08-24,2187612900
2012-08-27,2212131600
2012-08-28,2220304500
2012-08-29,2212131600
2012-08-30,2206683000
2012-08-31,2214855900
2012-09-04,2244823200
2012-09-05,2228477400
2012-09-06,2247547500
2012-09-07,2242098900
2012-09-10,2244823200
2012-09-11,2223028800
2012-09-12,2212131600
2012-09-13,2242098900
2012-09-14,2272066200
2012-09-17,2263893300
2012-09-18,2263893300
2012-09-19,2272066200
2012-09-20,2223028800
2012-09-21,2206683000
2012-09-24,2220304500
2012-09-25,2214855900
2012-09-26,2217580200
2012-09-27,2250271800
2012-09-28,2220304500
2012-10-01,2249108000
2012-10-02,2273673500
2012-10-03,2281862000
2012-10-04,2284591500
2012-10-05,2279132500
2012-10-08,2262755500
2012-10-09,2230001500
2012-10-10,2235460500
2012-10-11,2246378500
2012-10-12,2221813000
2012-10-15,2221813000
2012-10-16,2243649000
2012-10-17,2238190000
2012-10-18,2210895000
2012-10-19,2115362500
2012-10-22,2109903500
2012-10-23,2120821500
2012-10-24,2139928000
2012-10-25,2268214500
2012-10-26,2306427500
2012-10-31,2262755500
2012-11-01,2270944000
2012-11-02,2210895000
2012-11-05,2213624500
2012-11-06,2249108000
2012-11-07,2194518000
2012-11-08,2153575500
2012-11-09,2129010000
2012-11-12,2142657500
2012-11-13,2145387000
2012-11-14,2104444500
2012-11-15,2142657500
2012-11-16,2134469000
2012-11-19,2235460500
2012-11-20,2276403000
2012-11-21,2287321000
2012-11-23,2314616000
2012-11-26,2377394500
2012-11-27,2330993000
2012-11-28,2369206000
2012-11-29,2371935500
2012-11-30,2371935500
2012-12-03,2350099500
2012-12-04,2333722500
2012-12-05,2339181500
2012-12-06,2320075000
2012-12-07,2358288000
2012-12-10,2350099500
2012-12-11,2382853500
2012-12-12,2350099500
2012-12-13,2352829000
2012-12-14,2339181500
2012-12-17,2363747000
2012-12-18,2421066500
2012-12-19,2388312500
2012-12-20,2442902500
2012-12-21,2404689500
2012-12-24,2401960000
2012-12-26,2369206000
2012-12-27,2382853500
2012-12-28,2382853500
2012-12-31,2393933326
2013-01-02,2493011103
2013-01-03,2436777770
2013-01-04,2447488881
2013-01-07,2431422215
2013-01-08,2428744437
2013-01-09,2420711104
2013-01-10,2412677770
2013-01-11,2418033326
2013-01-14,2420711104
2013-01-15,2409999993
2013-01-16,2391255548
2013-01-17,2407322215
2013-01-18,2407322215
2013-01-22,2450166659
2013-01-23,2463555548
2013-01-24,2479622215
2013-01-25,2471588881
2013-01-28,2557277770
2013-01-29,2522466659
2013-01-30,2498366659
2013-01-31,2511755548
2013-02-01,2559955548
2013-02-04,2498366659
2013-02-05,2576022214
2013-02-06,2592088881
2013-02-07,2567988881
2013-02-08,2576022214
2013-02-11,2570666659
2013-02-12,2584055548
2013-02-13,2570666659
2013-02-14,2570666659
2013-02-15,2573344436
2013-02-19,2605477770
2013-02-20,2576022214
2013-02-21,2567988881
2013-02-22,2581377770
2013-02-25,2605477770
2013-02-26,2570666659
2013-02-27,2608155547
2013-02-28,2696522214
2013-03-01,2768822214
2013-03-04,2763466658
2013-03-05,2792922214
2013-03-06,2782211103
2013-03-07,2752755547
2013-03-08,2760788880
2013-03-11,2736688880
2013-03-12,2707233325
2013-03-13,2691166658
2013-03-14,2672422214
2013-03-15,2734011103
2013-03-18,2736688880
2013-03-19,2712588881
2013-03-20,2763466658
2013-03-21,2800955547
2013-03-22,2819699991
2013-03-25,2854511102
2013-03-26,2918777769
2013-03-27,2910744435
2013-03-28,2932166658
2013-04-01,2976397200
2013-04-02,2965342800
2013-04-03,2929416000
2013-04-04,2973633600
2013-04-05,2976397200
2013-04-08,3009560400
2013-04-09,3001269600
2013-04-10,3053778000
2013-04-11,3053778000
2013-04-12,3045487200
2013-04-15,2943234000
2013-04-16,3015087600
2013-04-17,2973633600
2013-04-18,2921125200
2013-04-19,2965342800
2013-04-22,3006796800
2013-04-23,3026142000
2013-04-24,3015087600
2013-04-25,3017851200
2013-04-26,2965342800
2013-04-29,2995742400
2013-04-30,2995742400
2013-05-01,2934943200
2013-05-02,2981924400
2013-05-03,3062068800
2013-05-06,3073123200
2013-05-07,3114577200
2013-05-08,3131158800
2013-05-09,3097995600
2013-05-10,3062068800
2013-05-13,3070359600
2013-05-14,3095232000
2013-05-15,3078650400
2013-05-16,3097995600
2013-05-17,3194721600
2013-05-20,3167085600
2013-05-21,3158794800
2013-05-22,3095232000
2013-05-23,3167085600
2013-05-24,3142213200
2013-05-28,3153267600
2013-05-29,3103522800
2013-05-30,3117340800
2013-05-31,3089704800
2013-06-03,3111813600
2013-06-04,3120104400
2013-06-05,3103522800
2013-06-06,3125631600
2013-06-07,3186430800
2013-06-10,3222357600
2013-06-11,3194721600
2013-06-12,3194721600
2013-06-13,3189194400
2013-06-14,3194721600
2013-06-17,3274866000
2013-06-18,3432391200
2013-06-19,3366064800
2013-06-20,3352246800
2013-06-21,3443445600
2013-06-24,3454500000
2013-06-25,3473845200
2013-06-26,3537408000
2013-06-27,3578862000
2013-06-28,3567807600
2013-07-01,3636298000
2013-07-02,3661280200
2013-07-03,3677935000
2013-07-05,3763984800
2013-07-08,3811173400
2013-07-09,3802846000
2013-07-10,3772312200
2013-07-11,3786191200
2013-07-12,3697365600
2013-07-15,3791742800
2013-07-16,3794518600
2013-07-17,3794518600
2013-07-18,3797294400
2013-07-19,3811173400
2013-07-22,3794518600
2013-07-23,3750105800
2013-07-24,3719572000
2013-07-25,4358006000
2013-07-26,4444055800
2013-07-29,4352454400
2013-07-30,4371885000
2013-07-31,4346902800
2013-08-01,4419073600
2013-08-02,4430176800
2013-08-05,4480141200
2013-08-06,4516226600
2013-08-07,4507899200
2013-08-08,4491244400
2013-08-09,4466262200
2013-08-12,4519002400
2013-08-13,4482917000
2013-08-14,4435728400
2013-08-15,4266404600
2013-08-16,4294162600
2013-08-19,4227543400
2013-08-20,4269180400
2013-08-21,4210888600
2013-08-22,4246974000
2013-08-23,4233095000
2013-08-26,4185906400
2013-08-27,4147045200
2013-08-28,4160924200
2013-08-29,4185906400
2013-08-30,4122063000
2013-09-03,4221991800
2013-09-04,4330248000
2013-09-05,4346902800
2013-09-06,4382988200
2013-09-09,4474589600
2013-09-10,4596724800
2013-09-11,4655016600
2013-09-12,4655016600
2013-09-13,4663344000
2013-09-16,4657792400
2013-09-17,4702205200
2013-09-18,4721635800
2013-09-19,4679998800
2013-09-20,4624482800
2013-09-23,4599500600
2013-09-24,4638361800
2013-09-25,4574518400
2013-09-26,4649465000
2013-09-27,4627258600
2013-09-30,4677190300
2013-10-01,4771904100
2013-10-02,4783046900
2013-10-03,4735690000
2013-10-04,4799761100
2013-10-07,4783046900
2013-10-08,4668833200
2013-10-09,4493334100
2013-10-10,4504476900
2013-10-11,4521191100
2013-10-14,4615904900
2013-10-15,4666047500
2013-10-16,4724547200
2013-10-17,4771904100
2013-10-18,4861046500
2013-10-21,4916760500
2013-10-22,4911189100
2013-10-23,4897260600
2013-10-24,4913974800
2013-10-25,5003117200
2013-10-28,5000331500
2013-10-29,5050474100
2013-10-30,5014260000
2013-10-31,4930689000
2013-11-01,4813689600
2013-11-04,4835975200
2013-11-05,4897260600
2013-11-06,4913974800
2013-11-07,4746832800
2013-11-08,4849903700
2013-11-11,4796975400
2013-11-12,4777475500
2013-11-13,4908403400
2013-11-14,4916760500
2013-11-15,4908403400
2013-11-18,4933474700
2013-11-19,4939046100
2013-11-20,4947403200
2013-11-21,5047688400
2013-11-22,5030974200
2013-11-25,5019831400
2013-11-26,5111759500
2013-11-27,5198116200
2013-11-29,5186973400
2013-12-02,5161902100
2013-12-03,5095045300
2013-12-04,4930689000
2013-12-05,4991974400
2013-12-06,5173044900
2013-12-09,5167473500
2013-12-10,5125688000
2013-12-11,4964117400
2013-12-12,4905617700
2013-12-13,4933474700
2013-12-16,5000331500
2013-12-17,4958546000
2013-12-18,5050474100
2013-12-19,4961331700
2013-12-20,5103402400
2013-12-23,5100616700
2013-12-24,5122902300
2013-12-26,5136830800
2013-12-27,5125688000
2013-12-30,5078331100
2013-12-31,5219195800
2014-01-02,5142858700
2014-01-03,5205059300
2014-01-06,5151340600
2014-01-07,5159822500
2014-01-08,5091967300
2014-01-09,5094794600
2014-01-10,5021284800
2014-01-13,4933638500
2014-01-14,5055212400
2014-01-15,5032594000
2014-01-16,5060867000
2014-01-17,5055212400
2014-01-21,4987357200
2014-01-22,5075003500
2014-01-23,5066521600
2014-01-24,4981702600
2014-01-27,4747036700
2014-01-28,4817719200
2014-01-29,4715936400
2014-01-30,4780964300
2014-01-31,4862956000
2014-02-03,4783791600
2014-02-04,4778137000
2014-02-05,4783791600
2014-02-06,4871437900
2014-02-07,4956256900
2014-02-10,4908192800
2014-02-11,4911020100
2014-02-12,4908192800
2014-02-13,5154167900
2014-02-14,5134376800
2014-02-18,5171131700
2014-02-19,5134376800
2014-02-20,5173959000
2014-02-21,5598054000
2014-02-24,5790310400
2014-02-25,5781828500
2014-02-26,5728109800
2014-02-27,5762037400
2014-02-28,5682873000
2014-03-03,5663081900
2014-03-04,6050422000
2014-03-05,5993876000
2014-03-06,5971257600
2014-03-07,5988221400
2014-03-10,5906229700
2014-03-11,5875129400
2014-03-12,5937330000
2014-03-13,5875129400
2014-03-14,5863820200
2014-03-17,5894920500
2014-03-18,5909057000
2014-03-19,5798792300
2014-03-20,5954293800
2014-03-21,5852511000
2014-03-24,5747900899
2014-03-25,5615017800
2014-03-26,5484962000
2014-03-27,5374697300
2014-03-28,5255950700
2014-03-31,5425688700
2014-04-01,5492529000
2014-04-02,5425688700
2014-04-03,5431500900
2014-04-04,5085675000
2014-04-07,4835750400
2014-04-08,4890966299
2014-04-09,5068238400
2014-04-10,4704975900
2014-04-11,4501548900
2014-04-14,4510267200
2014-04-15,4513173300
2014-04-16,4716600300
2014-04-17,4812501600
2014-04-21,4998492000
2014-04-22,5088581100
2014-04-23,5047895700
2014-04-24,4742755200
2014-04-25,4629417300
2014-04-28,4548046500
2014-04-29,4684633200
2014-04-30,4675914900
2014-05-01,4687539300
2014-05-02,4704975900
2014-05-05,4748567400
2014-05-06,4594544100
2014-05-07,4495736700
2014-05-08,4527703800
2014-05-09,4588731900
2014-05-12,4678821000
2014-05-13,4527703800
2014-05-14,4428896400
2014-05-15,4428896400
2014-05-16,4472487900
2014-05-19,4507361100
2014-05-20,4376586600
2014-05-21,4440520800
2014-05-22,4568389200
2014-05-23,4690445400
2014-05-27,4783440600
2014-05-28,4684633200
2014-05-29,4664290500
2014-05-30,4609074600
2014-06-02,4623605100
2014-06-03,4550952600
2014-06-04,4661384400
2014-06-05,4713694200
2014-06-06,4925839500
2014-06-09,4908402900
2014-06-10,4763097900
2014-06-11,4777628400
2014-06-12,4704975900
2014-06-13,4684633200
2014-06-16,4690445400
2014-06-17,4652666100
2014-06-18,4716600300
2014-06-19,4643947800
2014-06-20,4623605100
2014-06-23,4536422100
2014-06-24,4571295300
2014-06-25,4527703800
2014-06-26,4597450200
2014-06-27,4562577000
2014-06-30,5021584400
2014-07-01,5081894200
2014-07-02,4970797200
2014-07-03,5034281200
2014-07-07,4897790600
2014-07-08,4694641800
2014-07-09,4685119200
2014-07-10,4659725600
2014-07-11,4666074000
2014-07-14,4631157800
2014-07-15,4631157800
2014-07-16,4570848000
2014-07-17,4418486400
2014-07-18,4520060800
2014-07-21,4405789600
2014-07-22,4526409200
2014-07-23,4558151200
2014-07-24,4881919600
2014-07-25,4793042000
2014-07-28,4700990200
2014-07-29,4716861200
2014-07-30,4751777400
2014-07-31,4561325400
2014-08-01,4542280200
2014-08-04,4542280200
2014-08-05,4485144600
2014-08-06,4494667200
2014-08-07,4554977000
2014-08-08,4561325400
2014-08-11,4615286800
2014-08-12,4627983600
2014-08-13,4570848000
2014-08-14,4589893200
2014-08-15,4631157800
2014-08-18,4704164400
2014-08-19,4672422400
2014-08-20,4732732200
2014-08-21,4754951600
2014-08-22,4720035400
2014-08-25,4691467600
2014-08-26,4704164400
2014-08-27,4615286800
2014-08-28,4520060800
2014-08-29,4596241600
2014-09-02,4647028800
2014-09-03,4608938400
2014-09-04,4567673800
2014-09-05,4643854600
2014-09-08,4637506200
2014-09-09,4580370600
2014-09-10,4694641800
2014-09-11,5015236000
2014-09-12,5062849000
2014-09-15,4961274600
2014-09-16,4964448800
2014-09-17,4999365000
2014-09-18,5066023200
2014-09-19,5043803800
2014-09-22,4939055200
2014-09-23,4970797200
2014-09-24,5034281200
2014-09-25,5008887600
