,NCR
2009-04-13,1550499000
2009-04-14,1485432000
2009-04-15,1475910000
2009-04-16,1623501000
2009-04-17,1650480000
2009-04-20,1466388000
2009-04-21,1509237000
2009-04-22,1556847000
2009-04-23,1412430000
2009-04-24,1471149000
2009-04-27,1433061000
2009-04-28,1472736000
2009-04-29,1588587000
2009-04-30,1610805000
2009-05-01,1601283000
2009-05-04,1647306000
2009-05-05,1686981000
2009-05-06,1686981000
2009-05-07,1647306000
2009-05-08,1752047999
2009-05-11,1769505000
2009-05-12,1690155000
2009-05-13,1599696000
2009-05-14,1660002000
2009-05-15,1626675000
2009-05-18,1702851000
2009-05-19,1721895000
2009-05-20,1680633000
2009-05-21,1652067000
2009-05-22,1666350000
2009-05-26,1709199000
2009-05-27,1710786000
2009-05-28,1728243000
2009-05-29,1704438000
2009-06-01,1807593000
2009-06-02,1740939000
2009-06-03,1694916000
2009-06-04,1763157000
2009-06-05,1929792000
2009-06-08,1947249000
2009-06-09,2028186000
2009-06-10,2005968000
2009-06-11,2044056000
2009-06-12,2021838000
2009-06-15,1956771000
2009-06-16,1905987000
2009-06-17,1915509000
2009-06-18,1921857000
2009-06-19,1920270000
2009-06-22,1832985000
2009-06-23,1774266000
2009-06-24,1812354000
2009-06-25,1852029000
2009-06-26,1852029000
2009-06-29,1910747999
2009-06-30,1880970000
2009-07-01,1869840000
2009-07-02,1801470000
2009-07-06,1750590000
2009-07-07,1733100000
2009-07-08,1749000000
2009-07-09,1753770000
2009-07-10,1771260000
2009-07-13,1806240000
2009-07-14,1815780000
2009-07-15,1908000000
2009-07-16,1968420000
2009-07-17,1923900000
2009-07-20,1982730000
2009-07-21,1976370000
2009-07-22,1892100000
2009-07-23,2067000000
2009-07-24,2100390000
2009-07-27,2106750000
2009-07-28,2129010000
2009-07-29,2067000000
2009-07-30,2081310000
2009-07-31,2057460000
2009-08-03,2100390000
2009-08-04,2154450000
2009-08-05,2130600000
2009-08-06,2156040000
2009-08-07,2222820000
2009-08-10,2221230000
2009-08-11,2171940000
2009-08-12,2210100000
2009-08-13,2208510000
2009-08-14,2175120000
2009-08-17,2149680000
2009-08-18,2189430000
2009-08-19,2189430000
2009-08-20,2183070000
2009-08-21,2181480000
2009-08-24,2183070000
2009-08-25,2194200000
2009-08-26,2173530000
2009-08-27,2192610000
2009-08-28,2186250000
2009-08-31,2119470000
2009-09-01,2030430000
2009-09-02,2028840000
2009-09-03,2046329999
2009-09-04,2094030000
2009-09-08,2146500000
2009-09-09,2163990000
2009-09-10,2189430000
2009-09-11,2191020000
2009-09-14,2245080000
2009-09-15,2240310000
2009-09-16,2249850000
2009-09-17,2233950000
2009-09-18,2237130000
2009-09-21,2222820000
2009-09-22,2253030000
2009-09-23,2221230000
2009-09-24,2184660000
2009-09-25,2175120000
2009-09-28,2178300000
2009-09-29,2194200000
2009-09-30,2195998000
2009-10-01,2138794000
2009-10-02,2078412000
2009-10-05,2119726000
2009-10-06,2170574000
2009-10-07,2149917000
2009-10-08,1878198000
2009-10-09,2027564000
2009-10-12,2032330999
2009-10-13,2010085000
2009-10-14,1964004000
2009-10-15,1986250000
2009-10-16,1952880999
2009-10-19,1975127000
2009-10-20,1986250000
2009-10-21,1941758000
2009-10-22,1730421000
2009-10-23,1738366000
2009-10-26,1674805999
2009-10-27,1689107000
2009-10-28,1644615000
2009-10-29,1682751000
2009-10-30,1612835000
2009-11-02,1568342999
2009-11-03,1573110000
2009-11-04,1598534000
2009-11-05,1627136000
2009-11-06,1603301000
2009-11-09,1657327000
2009-11-10,1638259000
2009-11-11,1639848000
2009-11-12,1620780000
2009-11-13,1611246000
2009-11-16,1652560000
2009-11-17,1649382000
2009-11-18,1636670000
2009-11-19,1587411000
2009-11-20,1606479000
2009-11-23,1581055000
2009-11-24,1539741000
2009-11-25,1569932000
2009-11-27,1536563000
2009-11-30,1495249000
2009-12-01,1517495000
2009-12-02,1500016000
2009-12-03,1469825000
2009-12-04,1473003000
2009-12-07,1469825000
2009-12-08,1473003000
2009-12-09,1479359000
2009-12-10,1555630999
2009-12-11,1703408000
2009-12-14,1655738000
2009-12-15,1673217000
2009-12-16,1752667000
2009-12-17,1693874000
2009-12-18,1698641000
2009-12-21,1728832000
2009-12-22,1765379000
2009-12-23,1786036000
2009-12-24,1801926000
2009-12-28,1793980999
2009-12-29,1782858000
2009-12-30,1786036000
2009-12-31,1779687000
2010-01-04,1808469000
2010-01-05,1810068000
2010-01-06,1848444000
2010-01-07,1835652000
2010-01-08,1866033000
2010-01-11,1859637000
2010-01-12,1906008000
2010-01-13,1942785000
2010-01-14,1977962999
2010-01-15,1925195999
2010-01-19,2000349000
2010-01-20,1985958000
2010-01-21,1997151000
2010-01-22,1929993000
2010-01-25,1957176000
2010-01-26,1945983000
2010-01-27,1969968000
2010-01-28,1912404000
2010-01-29,1914003000
2010-02-01,1939587000
2010-02-02,2009943000
2010-02-03,1976364000
2010-02-04,2049918000
2010-02-05,2075502000
2010-02-08,2029131000
2010-02-09,2053116000
2010-02-10,2022735000
2010-02-11,2088294000
2010-02-12,2056314000
2010-02-16,2096289000
2010-02-17,2101086000
2010-02-18,2091492000
2010-02-19,2109081000
2010-02-22,2093091000
2010-02-23,2048319000
2010-02-24,2051517000
2010-02-25,2021136000
2010-02-26,2017937999
2010-03-01,2027532000
2010-03-02,2062710000
2010-03-03,2032329000
2010-03-04,2040324000
2010-03-05,2086695000
2010-03-08,2125070999
2010-03-09,2072304000
2010-03-10,2121873000
2010-03-11,2192229000
2010-03-12,2206620000
2010-03-15,2233803000
2010-03-16,2264184000
2010-03-17,2256189000
2010-03-18,2262585000
2010-03-19,2185833000
2010-03-22,2190630000
2010-03-23,2229006000
2010-03-24,2211417000
2010-03-25,2177838000
2010-03-26,2209818000
2010-03-29,2211417000
2010-03-30,2201823000
2010-03-31,2213520000
2010-04-01,2258432000
2010-04-05,2329008000
2010-04-06,2422040000
2010-04-07,2433268000
2010-04-08,2441288000
2010-04-09,2460536000
2010-04-12,2452516000
2010-04-13,2439684000
2010-04-14,2478180000
2010-04-15,2487804000
2010-04-16,2425248000
2010-04-19,2406000000
2010-04-20,2450912000
2010-04-21,2457328000
2010-04-22,2555172000
2010-04-23,2296928000
2010-04-26,2293720000
2010-04-27,2205500000
2010-04-28,2178232000
2010-04-29,2186252000
2010-04-30,2110864000
2010-05-03,2176628000
2010-05-04,2122092000
2010-05-05,2086804000
2010-05-06,1992168000
2010-05-07,1879888000
2010-05-10,1956880000
2010-05-11,1958484000
2010-05-12,2019436000
2010-05-13,2030664000
2010-05-14,1992168000
2010-05-17,2019436000
2010-05-18,2032268000
2010-05-19,2006604000
2010-05-20,1942444000
2010-05-21,1976128000
2010-05-24,1971315999
2010-05-25,2106052000
2010-05-26,2067556000
2010-05-27,2170212000
2010-05-28,2130112000
2010-06-01,2043496000
2010-06-02,2049912000
2010-06-03,2123696000
2010-06-04,2017832000
2010-06-07,1931215999
2010-06-08,1929612000
2010-06-09,1924800000
2010-06-10,2057932000
2010-06-11,2053120000
2010-06-14,2057932000
2010-06-15,2134924000
2010-06-16,2165400000
2010-06-17,2186252000
2010-06-18,2109260000
2010-06-21,2073972000
2010-06-22,2043496000
2010-06-23,2057932000
2010-06-24,2064347999
2010-06-25,2078784000
2010-06-28,2054724000
2010-06-29,1955276000
2010-06-30,1940411999
2010-07-01,1953220000
2010-07-02,1926003000
2010-07-06,1953220000
2010-07-07,2030068000
2010-07-08,2041275000
2010-07-09,2090906000
2010-07-12,2076497000
2010-07-13,2156547000
2010-07-14,2159749000
2010-07-15,2134133000
2010-07-16,2030068000
2010-07-19,2042876000
2010-07-20,2081300000
2010-07-21,2028467000
2010-07-22,2108517000
2010-07-23,2239799000
2010-07-26,2283026000
2010-07-27,2267016000
2010-07-28,2223789000
2010-07-29,2209380000
2010-07-30,2193370000
2010-08-02,2249405000
2010-08-03,2222188000
2010-08-04,2257410000
2010-08-05,2226991000
2010-08-06,2182163000
2010-08-09,2193370000
2010-08-10,2063689000
2010-08-11,1996447000
2010-08-12,2001250000
2010-08-13,1983639000
2010-08-16,1983639000
2010-08-17,2026866000
2010-08-18,2022063000
2010-08-19,1993245000
2010-08-20,2018861000
2010-08-23,2058886000
2010-08-24,2009255000
2010-08-25,2023664000
2010-08-26,2023664000
2010-08-27,2095709000
2010-08-30,2042876000
2010-08-31,2057285000
2010-09-01,2134133000
2010-09-02,2180562000
2010-09-03,2198173000
2010-09-07,2185365000
2010-09-08,2186966000
2010-09-09,2174158000
2010-09-10,2183764000
2010-09-13,2259011000
2010-09-14,2252607000
2010-09-15,2247804000
2010-09-16,2257410000
2010-09-17,2259011000
2010-09-20,2265415000
2010-09-21,2239799000
2010-09-22,2209380000
2010-09-23,2199774000
2010-09-24,2210981000
2010-09-27,2191769000
2010-09-28,2169355000
2010-09-29,2175759000
2010-09-30,2178074000
2010-10-01,2198848000
2010-10-04,2189260000
2010-10-05,2230808000
2010-10-06,2211632000
2010-10-07,2178074000
2010-10-08,2251582000
2010-10-11,2267562000
2010-10-12,2269160000
2010-10-13,2283542000
2010-10-14,2272356000
2010-10-15,2280346000
2010-10-18,2277150000
2010-10-19,2218024000
2010-10-20,2245190000
2010-10-21,2216426000
2010-10-22,2197250000
2010-10-25,2174878000
2010-10-26,2165290000
2010-10-27,2190858000
2010-10-28,2178074000
2010-10-29,2192456000
2010-11-01,2248386000
2010-11-02,2310708000
2010-11-03,2325090000
2010-11-04,2352256000
2010-11-05,2369834000
2010-11-08,2347462000
2010-11-09,2299522000
2010-11-10,2342668000
2010-11-11,2342668000
2010-11-12,2269160000
2010-11-15,2280346000
2010-11-16,2254778000
2010-11-17,2221220000
2010-11-18,2299522000
2010-11-19,2297924000
2010-11-22,2310708000
2010-11-23,2304316000
2010-11-24,2352256000
2010-11-26,2329884000
2010-11-29,2315502000
2010-11-30,2299522000
2010-12-01,2358648000
2010-12-02,2331482000
2010-12-03,2310708000
2010-12-06,2285140000
2010-12-07,2291532000
2010-12-08,2333080000
2010-12-09,2339472000
2010-12-10,2398598000
2010-12-13,2404990000
2010-12-14,2404990000
2010-12-15,2373030000
2010-12-16,2414578000
2010-12-17,2443342000
2010-12-20,2433754000
2010-12-21,2459322000
2010-12-22,2446538000
2010-12-23,2443342000
2010-12-27,2440146000
2010-12-28,2457724000
2010-12-29,2454528000
2010-12-30,2444940000
2010-12-31,2446904000
2011-01-03,2472376000
2011-01-04,2453272000
2011-01-05,2636352000
2011-01-06,2645904000
2011-01-07,2641128000
2011-01-10,2700032000
2011-01-11,2682520000
2011-01-12,2728688000
2011-01-13,2715952000
2011-01-14,2679335999
2011-01-18,2720728000
2011-01-19,2633168000
2011-01-20,2622024000
2011-01-21,2614064000
2011-01-24,2615656000
2011-01-25,2631576000
2011-01-26,2629984000
2011-01-27,2655456000
2011-01-28,2602920000
2011-01-31,2610880000
2011-02-01,2687296000
2011-02-02,2743016000
2011-02-03,2720728000
2011-02-04,2911768000
2011-02-07,3004104000
2011-02-08,3027984000
2011-02-09,3007288000
2011-02-10,3004104000
2011-02-11,2996144000
2011-02-14,3085296000
2011-02-15,3082112000
2011-02-16,3139424000
2011-02-17,3153752000
2011-02-18,3129872000
2011-02-22,3075744000
2011-02-23,2999328000
2011-02-24,3016840000
2011-02-25,3045496000
2011-02-28,3040720000
2011-03-01,3026392000
2011-03-02,3034352000
2011-03-03,3077335999
2011-03-04,3058232000
2011-03-07,3024800000
2011-03-08,3013656000
2011-03-09,3013656000
2011-03-10,2922912000
2011-03-11,2961120000
2011-03-14,2945200000
2011-03-15,2922912000
2011-03-16,2864007999
2011-03-17,2887888000
2011-03-18,2924504000
2011-03-21,2992960000
2011-03-22,2953160000
2011-03-23,2970672000
2011-03-24,2999328000
2011-03-25,3013656000
2011-03-28,2996144000
2011-03-29,2985000000
2011-03-30,3008880000
2011-03-31,2972952000
2011-04-01,2971373999
2011-04-04,2971373999
2011-04-05,2999778000
2011-04-06,3012402000
2011-04-07,3070788000
2011-04-08,3006090000
2011-04-11,2976108000
2011-04-12,2942970000
2011-04-13,2963484000
2011-04-14,2949282000
2011-04-15,2963484000
2011-04-18,2919300000
2011-04-19,2942970000
2011-04-20,3015558000
2011-04-21,3021870000
2011-04-25,3025026000
2011-04-26,3045540000
2011-04-27,3045540000
2011-04-28,3055008000
2011-04-29,3126018000
2011-05-02,3086568000
2011-05-03,3053430000
2011-05-04,3042384000
2011-05-05,3051852000
2011-05-06,3036071999
2011-05-09,3083412000
2011-05-10,3143376000
2011-05-11,3108660000
2011-05-12,3124440000
2011-05-13,3084990000
2011-05-16,3034494000
2011-05-17,3006090000
2011-05-18,3066054000
2011-05-19,3096036000
2011-05-20,3083412000
2011-05-23,3031338000
2011-05-24,3021870000
2011-05-25,3015558000
2011-05-26,3034494000
2011-05-27,3034494000
2011-05-31,3080256000
2011-06-01,3015558000
2011-06-02,3007668000
2011-06-03,2988732000
2011-06-06,2916144000
2011-06-07,2897208000
2011-06-08,2881428000
2011-06-09,2879850000
2011-06-10,2837244000
2011-06-13,2856180000
2011-06-14,2862492000
2011-06-15,2816730000
2011-06-16,2834088000
2011-06-17,2804106000
2011-06-20,2805684000
2011-06-21,2884584000
2011-06-22,2873538000
2011-06-23,2903520000
2011-06-24,2876694000
2011-06-27,2878271999
2011-06-28,2961906000
2011-06-29,2957171999
2011-06-30,2973286000
2011-07-01,3025228000
2011-07-05,3006340000
2011-07-06,3025228000
2011-07-07,3072448000
2011-07-08,3061430000
2011-07-11,3004766000
2011-07-12,2910325999
2011-07-13,2924491999
2011-07-14,2978008000
2011-07-15,3001618000
2011-07-18,2960694000
2011-07-19,3000044000
2011-07-20,2973286000
2011-07-21,3053560000
2011-07-22,3278641999
2011-07-25,3231422000
2011-07-26,3251884000
2011-07-27,3155870000
2011-07-28,3210960000
2011-07-29,3140130000
2011-08-01,3110224000
2011-08-02,2979582000
2011-08-03,2996896000
2011-08-04,2814312000
2011-08-05,2759222000
2011-08-08,2554602000
2011-08-09,2623858000
2011-08-10,2548306000
2011-08-11,2685244000
2011-08-12,2666356000
2011-08-15,2779684000
2011-08-16,2749778000
2011-08-17,2704132000
2011-08-18,2452292000
2011-08-19,2409794000
2011-08-22,2416090000
2011-08-23,2529418000
2011-08-24,2581360000
2011-08-25,2518400000
2011-08-26,2556175999
2011-08-29,2658486000
2011-08-30,2653764000
2011-08-31,2712002000
2011-09-01,2683670000
2011-09-02,2576638000
2011-09-06,2497938000
2011-09-07,2617562000
2011-09-08,2661634000
2011-09-09,2576638000
2011-09-12,2627006000
2011-09-13,2730890000
2011-09-14,2815886000
2011-09-15,2902456000
2011-09-16,2891438000
2011-09-19,2856810000
2011-09-20,2806441999
2011-09-21,2774962000
2011-09-22,2611266000
2011-09-23,2691540000
2011-09-26,2749778000
2011-09-27,2834774000
2011-09-28,2730890000
2011-09-29,2752925999
2011-09-30,2671998000
2011-10-03,2521708000
2011-10-04,2603972000
2011-10-05,2709966000
2011-10-06,2796976000
2011-10-07,2787484000
2011-10-10,2893478000
2011-10-11,2904552000
2011-10-12,2882404000
2011-10-13,2883986000
2011-10-14,2942520000
2011-10-17,2850764000
2011-10-18,2887150000
2011-10-19,2817542000
2011-10-20,2861838000
2011-10-21,2915626000
2011-10-24,2994726000
2011-10-25,2917208000
2011-10-26,2978905999
2011-10-27,3100720000
2011-10-28,3143434000
2011-10-31,3012128000
2011-11-01,2907716000
2011-11-02,2947266000
2011-11-03,3078572000
2011-11-04,3116540000
2011-11-07,3005800000
2011-11-08,3073826000
2011-11-09,2893478000
2011-11-10,2888732000
2011-11-11,2934610000
2011-11-14,2982070000
2011-11-15,2994726000
2011-11-16,2923536000
2011-11-17,2738442000
2011-11-18,2703638000
2011-11-21,2676744000
2011-11-22,2678326000
2011-11-23,2586570000
2011-11-25,2572332000
2011-11-28,2657760000
2011-11-29,2626120000
2011-11-30,2766917999
2011-12-01,2747934000
2011-12-02,2744770000
2011-12-05,2747934000
2011-12-06,2692564000
2011-12-07,2714712000
2011-12-08,2592898000
2011-12-09,2703638000
2011-12-12,2629284000
2011-12-13,2569167999
2011-12-14,2566004000
2011-12-15,2578660000
2011-12-16,2559676000
2011-12-19,2488486000
2011-12-20,2591316000
2011-12-21,2569167999
2011-12-22,2589734000
2011-12-23,2629284000
2011-12-27,2603972000
2011-12-28,2561258000
2011-12-29,2605554000
2011-12-30,2603972000
2012-01-03,2665670000
2012-01-04,2654596000
2012-01-05,2643522000
2012-01-06,2638776000
2012-01-09,2643522000
2012-01-10,2649850000
2012-01-11,2648267999
2012-01-12,2629284000
2012-01-13,2616628000
2012-01-17,2607136000
2012-01-18,2708384000
2012-01-19,2792230000
2012-01-20,2814378000
2012-01-23,2812796000
2012-01-24,2819124000
2012-01-25,2846017999
2012-01-26,2841272000
2012-01-27,2895060000
2012-01-30,2893478000
2012-01-31,2963086000
2012-02-01,3020038000
2012-02-02,2978905999
2012-02-03,3002636000
2012-02-06,3010546000
2012-02-07,3352258000
2012-02-08,3391808000
2012-02-09,3361750000
2012-02-10,3344348000
2012-02-13,3467744000
2012-02-14,3478817999
2012-02-15,3413955999
2012-02-16,3458252000
2012-02-17,3448760000
2012-02-21,3421866000
2012-02-22,3413955999
2012-02-23,3394972000
2012-02-24,3440850000
2012-02-27,3439267999
2012-02-28,3418702000
2012-02-29,3436104000
2012-03-01,3394972000
2012-03-02,3385480000
2012-03-05,3349094000
2012-03-06,3258920000
2012-03-07,3304798000
2012-03-08,3336438000
2012-03-09,3387062000
2012-03-12,3338020000
2012-03-13,3361750000
2012-03-14,3314290000
2012-03-15,3393390000
2012-03-16,3363332000
2012-03-19,3406046000
2012-03-20,3371242000
2012-03-21,3338020000
2012-03-22,3293724000
2012-03-23,3315872000
2012-03-26,3387062000
2012-03-27,3420284000
2012-03-28,3407628000
2012-03-29,3432940000
2012-03-30,3434522000
2012-04-02,3451890000
2012-04-03,3474150000
2012-04-04,3423270000
2012-04-05,3434400000
2012-04-09,3404190000
2012-04-10,3334230000
2012-04-11,3245190000
2012-04-12,3442350000
2012-04-13,3407370000
2012-04-16,3490050000
2012-04-17,3523440000
2012-04-18,3540930000
2012-04-19,3539340000
2012-04-20,3706290000
2012-04-23,3680850000
2012-04-24,3668130000
2012-04-25,3707880000
2012-04-26,3688800000
2012-04-27,3739680000
2012-04-30,3736500000
2012-05-01,3752400000
2012-05-02,3779430000
2012-05-03,3726960000
2012-05-04,3699930000
2012-05-07,3706290000
2012-05-08,3609300000
2012-05-09,3650640000
2012-05-10,3655409999
2012-05-11,3645870000
2012-05-14,3599760000
2012-05-15,3558420000
2012-05-16,3525030000
2012-05-17,3445530000
2012-05-18,3388290000
2012-05-21,3431219999
2012-05-22,3418500000
2012-05-23,3437580000
2012-05-24,3345360000
2012-05-25,3353310000
2012-05-29,3370800000
2012-05-30,3378750000
2012-05-31,3405780000
2012-06-01,3280170000
2012-06-04,3264270000
2012-06-05,3272219999
2012-06-06,3337409999
2012-06-07,3292890000
2012-06-08,3324690000
2012-06-11,3235650000
2012-06-12,3284940000
2012-06-13,3219750000
2012-06-14,3224520000
2012-06-15,3332640000
2012-06-18,3362850000
2012-06-19,3431219999
2012-06-20,3466200000
2012-06-21,3370800000
2012-06-22,3410550000
2012-06-25,3269040000
2012-06-26,3313560000
2012-06-27,3402600000
2012-06-28,3429630000
2012-06-29,3614070000
2012-07-02,3642072000
2012-07-03,3726660000
2012-07-05,3701124000
2012-07-06,3600576000
2012-07-09,3627708000
2012-07-10,3539928000
2012-07-11,3634092000
2012-07-12,3528756000
2012-07-13,3650052000
2012-07-16,3811248000
2012-07-17,3830400000
2012-07-18,3911796000
2012-07-19,3900624000
2012-07-20,3686760000
2012-07-23,3638880000
2012-07-24,3591000000
2012-07-25,3576636000
2012-07-26,3634092000
2012-07-27,3792096000
2012-07-30,3726660000
2012-07-31,3721872000
2012-08-01,3948503999
2012-08-02,3892644000
2012-08-03,4017132000
2012-08-06,4085760000
2012-08-07,4092144000
2012-08-08,4092144000
2012-08-09,4085760000
2012-08-10,4055436000
2012-08-13,4009152000
2012-08-14,3614940000
2012-08-15,3583020000
2012-08-16,3626112000
2012-08-17,3603767999
2012-08-20,3535140000
2012-08-21,3551100000
2012-08-22,3533544000
2012-08-23,3501624000
2012-08-24,3543120000
2012-08-27,3523967999
2012-08-28,3573444000
2012-08-29,3591000000
2012-08-30,3555888000
2012-08-31,3573444000
2012-09-04,3592596000
2012-09-05,3626112000
2012-09-06,3712296000
2012-09-07,3699528000
2012-09-10,3653244000
2012-09-11,3686760000
2012-09-12,3777732000
2012-09-13,3831996000
2012-09-14,3895836000
2012-09-17,3881472000
2012-09-18,3884664000
2012-09-19,3891048000
2012-09-20,3846360000
2012-09-21,3822420000
2012-09-24,3745812000
2012-09-25,3681972000
2012-09-26,3651648000
2012-09-27,3731448000
2012-09-28,3720276000
2012-10-01,3665493000
2012-10-02,3584250000
2012-10-03,3542831999
2012-10-04,3561948000
2012-10-05,3601773000
2012-10-08,3558762000
2012-10-09,3491856000
2012-10-10,3501414000
2012-10-11,3520530000
2012-10-12,3514158000
2012-10-15,3547611000
2012-10-16,3538053000
2012-10-17,3542831999
2012-10-18,3530088000
2012-10-19,3533274000
2012-10-22,3437693999
2012-10-23,3413799000
2012-10-24,3375567000
2012-10-25,3405834000
2012-10-26,3375567000
2012-10-31,3389904000
2012-11-01,3635226000
2012-11-02,3531681000
2012-11-05,3585843000
2012-11-06,3663900000
2012-11-07,3573099000
2012-11-08,3542831999
2012-11-09,3518937000
2012-11-12,3485484000
2012-11-13,3526902000
2012-11-14,3464775000
2012-11-15,3447252000
2012-11-16,3458403000
2012-11-19,3566727000
2012-11-20,3671865000
2012-11-21,3753108000
2012-11-23,3827979000
2012-11-26,3799305000
2012-11-27,3816828000
2012-11-28,3783375000
2012-11-29,3808863000
2012-11-30,3812049000
2012-12-03,3815235000
2012-12-04,3831165000
2012-12-05,3827979000
2012-12-06,3968163000
2012-12-07,3949047000
2012-12-10,3955418999
2012-12-11,3955418999
2012-12-12,3947454000
2012-12-13,3893292000
2012-12-14,3914001000
2012-12-17,3979314000
2012-12-18,4028697000
2012-12-19,4012767000
2012-12-20,4047813000
2012-12-21,4050999000
2012-12-24,4074893999
2012-12-26,4060556999
2012-12-27,3990465000
2012-12-28,3980906999
2012-12-31,4171076000
2013-01-02,4288940000
2013-01-03,4279118000
2013-01-04,4338050000
2013-01-07,4323317000
2013-01-08,4321680000
2013-01-09,4354420000
2013-01-10,4336413000
2013-01-11,4339687000
2013-01-14,4442818000
2013-01-15,4500113000
2013-01-16,4478832000
2013-01-17,4518120000
2013-01-18,4547586000
2013-01-22,4609792000
2013-01-23,4573778000
2013-01-24,4527942000
2013-01-25,4596696000
2013-01-28,4583600000
2013-01-29,4516483000
2013-01-30,4434633000
2013-01-31,4545949000
2013-02-01,4585237000
2013-02-04,4559045000
2013-02-05,4575415000
2013-02-06,4554134000
2013-02-07,4577052000
2013-02-08,4776766000
2013-02-11,4744026000
2013-02-12,4670361000
2013-02-13,4699827000
2013-02-14,4703101000
2013-02-15,4706375000
2013-02-19,4730930000
2013-02-20,4593422000
2013-02-21,4482106000
2013-02-22,4524668000
2013-02-25,4387160000
2013-02-26,4411715000
2013-02-27,4490291000
2013-02-28,4514846000
2013-03-01,4488654000
2013-03-04,4434633000
2013-03-05,4464099000
2013-03-06,4477195000
2013-03-07,4473921000
2013-03-08,4485380000
2013-03-11,4531216000
2013-03-12,4508298000
2013-03-13,4464099000
2013-03-14,4506661000
2013-03-15,4464099000
2013-03-18,4467373000
2013-03-19,4436270000
2013-03-20,4483743000
2013-03-21,4392071000
2013-03-22,4405167000
2013-03-25,4369153000
2013-03-26,4401893000
2013-03-27,4398619000
2013-03-28,4511572000
2013-04-01,4476920000
2013-04-02,4440576000
2013-04-03,4369540000
2013-04-04,4389364000
2013-04-05,4357976000
2013-04-08,4467008000
2013-04-09,4468660000
2013-04-10,4592560000
2013-04-11,4680116000
2013-04-12,4658640000
2013-04-15,4486832000
2013-04-16,4490136000
2013-04-17,4440576000
2013-04-18,4336500000
2013-04-19,4326588000
2013-04-22,4329892000
2013-04-23,4404232000
2013-04-24,4397624000
2013-04-25,4414144000
2013-04-26,4384408000
2013-04-29,4435620000
2013-04-30,4505004000
2013-05-01,4823840000
2013-05-02,4800712000
2013-05-03,4929568000
2013-05-06,4946088000
2013-05-07,4952696000
2013-05-08,4954348000
2013-05-09,4931220000
2013-05-10,4924612000
2013-05-13,4956000000
2013-05-14,5055120000
2013-05-15,5107984000
2013-05-16,5099724000
2013-05-17,5200496000
2013-05-20,5240144000
2013-05-21,5273184000
2013-05-22,5258316000
2013-05-23,5210408000
2013-05-24,5230232000
2013-05-28,5256664000
2013-05-29,5266576000
2013-05-30,5535852000
2013-05-31,5517680000
2013-06-03,5482988000
2013-06-04,5476380000
2013-06-05,5410300000
2013-06-06,5473076000
2013-06-07,5585412000
2013-06-10,5534200000
2013-06-11,5509420000
2013-06-12,5436731999
2013-06-13,5545764000
2013-06-14,5478031999
2013-06-17,5575500000
2013-06-18,5625060000
2013-06-19,5545764000
2013-06-20,5324395999
2013-06-21,5393780000
2013-06-24,5291356000
2013-06-25,5335960000
2013-06-26,5385520000
2013-06-27,5464816000
2013-06-28,5449948000
2013-07-01,5541108000
2013-07-02,5537784000
2013-07-03,5467980000
2013-07-05,5556066000
2013-07-08,5544432000
2013-07-09,5544432000
2013-07-10,5642490000
2013-07-11,5785422000
2013-07-12,5777112000
2013-07-15,5855225999
2013-07-16,5881818000
2013-07-17,5885141999
2013-07-18,5903424000
2013-07-19,5836944000
2013-07-22,5810352000
2013-07-23,5798718000
2013-07-24,5752182000
2013-07-25,5873508000
2013-07-26,5856888000
2013-07-29,5890128000
2013-07-30,5903424000
2013-07-31,5983200000
2013-08-01,6086244000
2013-08-02,6129456000
2013-08-05,6074610000
2013-08-06,5981538000
2013-08-07,5910072000
2013-08-08,5981538000
2013-08-09,6049680000
2013-08-12,6107850000
2013-08-13,6149400000
2013-08-14,6229175999
2013-08-15,6159372000
2013-08-16,6215880000
2013-08-19,6091230000
2013-08-20,6147738000
2013-08-21,6119484000
2013-08-22,6152724000
2013-08-23,6102864000
2013-08-26,6096216000
2013-08-27,5948298000
2013-08-28,5971566000
2013-08-29,6001482000
2013-08-30,5913396000
2013-09-03,5905086000
2013-09-04,5999820000
2013-09-05,6089568000
2013-09-06,6082920000
2013-09-09,6232500000
2013-09-10,6370446000
2013-09-11,6337206000
2013-09-12,6343854000
2013-09-13,6343854000
2013-09-16,6340530000
2013-09-17,6481800000
2013-09-18,6521688000
2013-09-19,6480138000
2013-09-20,6425291999
2013-09-23,6541632000
2013-09-24,6563238000
2013-09-25,6583182000
2013-09-26,6638028000
2013-09-27,6589830000
2013-09-30,6595065000
2013-10-01,6708285000
2013-10-02,6684975000
2013-10-03,6743250000
2013-10-04,6919740000
2013-10-07,6759900000
2013-10-08,6603389999
2013-10-09,6433560000
2013-10-10,6653340000
2013-10-11,6713280000
2013-10-14,6696630000
2013-10-15,6741585000
2013-10-16,6781544999
2013-10-17,6746580000
2013-10-18,6759900000
2013-10-21,6868125000
2013-10-22,6826500000
2013-10-23,6708285000
2013-10-24,6748245000
2013-10-25,6035625000
2013-10-28,6028965000
2013-10-29,6195465000
2013-10-30,6147180000
2013-10-31,6085575000
2013-11-01,6002325000
2013-11-04,6133860000
2013-11-05,6142185000
2013-11-06,6078915000
2013-11-07,5914080000
2013-11-08,6083910000
2013-11-11,5924070000
2013-11-12,6070590000
2013-11-13,6093900000
2013-11-14,6175485000
2013-11-15,6128865000
2013-11-18,5995665000
2013-11-19,5765895000
2013-11-20,5779215000
2013-11-21,5869125000
2013-11-22,5822505000
2013-11-25,5724270000
