,VRTX
2009-06-08,5314940400
2009-06-09,5271799650
2009-06-10,5199323190
2009-06-11,5335647960
2009-06-12,5440911390
2009-06-15,5340824850
2009-06-16,5299409730
2009-06-17,5499582810
2009-06-18,5654889510
2009-06-19,5756701680
2009-06-22,5713560930
2009-06-23,5829178140
2009-06-24,5868867630
2009-06-25,6032802480
2009-06-26,6219170520
2009-06-29,6212268000
2009-06-30,6429097950
2009-07-01,6177081600
2009-07-02,6068053250
2009-07-06,6062691200
2009-07-07,5910766450
2009-07-08,6018007450
2009-07-09,5967961650
2009-07-10,5878594150
2009-07-13,5896467650
2009-07-14,5791014000
2009-07-15,5894680299
2009-07-16,5939364049
2009-07-17,5992984550
2009-07-20,5980473100
2009-07-21,6082352050
2009-07-22,6085926749
2009-07-23,6343305150
2009-07-24,6429097950
2009-07-27,6421948550
2009-07-28,6450546150
2009-07-29,6475569049
2009-07-30,6450546150
2009-07-31,6436247350
2009-08-03,6520252799
2009-08-04,6747246250
2009-08-05,6604258250
2009-08-06,6239638849
2009-08-07,6227127400
2009-08-10,6169932200
2009-08-11,6044817700
2009-08-12,6075202650
2009-08-13,6166357500
2009-08-14,6134185200
2009-08-17,6034093600
2009-08-18,6177081600
2009-08-19,6450546150
2009-08-20,6491655200
2009-08-21,6641792599
2009-08-24,6579235350
2009-08-25,6566723900
2009-08-26,6570298600
2009-08-27,6679326950
2009-08-28,6673964900
2009-08-31,6686476349
2009-09-01,6589959450
2009-09-02,6407649750
2009-09-03,6425523250
2009-09-04,6491655200
2009-09-08,6561361850
2009-09-09,6598896200
2009-09-10,6441609400
2009-09-11,6420161200
2009-09-14,6595321500
2009-09-15,6609620299
2009-09-16,6648942000
2009-09-17,6782993250
2009-09-18,6711499249
2009-09-21,6811590850
2009-09-22,6609620299
2009-09-23,6523827500
2009-09-24,6439822050
2009-09-25,6504166650
2009-09-28,6736522150
2009-09-29,6754395650
2009-09-30,7539636500
2009-10-01,6805566350
2009-10-02,6960735650
2009-10-05,6720024300
2009-10-06,6714056250
2009-10-07,6714056250
2009-10-08,6596684599
2009-10-09,6714056250
2009-10-12,6656365100
2009-10-13,6688194699
2009-10-14,6827449200
2009-10-15,7014448100
2009-10-16,6932884750
2009-10-19,6928906050
2009-10-20,6610610049
2009-10-21,6544961500
2009-10-22,6546950849
2009-10-23,6465387500
2009-10-26,6387802850
2009-10-27,6638460949
2009-10-28,6584748500
2009-10-29,6733949750
2009-10-30,6676258600
2009-11-02,7191500250
2009-11-03,7342690849
2009-11-04,7338712150
2009-11-05,7706741900
2009-11-06,7802230700
2009-11-09,7955410650
2009-11-10,8094665150
2009-11-11,8176228500
2009-11-12,8124505400
2009-11-13,8072782300
2009-11-16,8056867500
2009-11-17,8064824900
2009-11-18,7859921850
2009-11-19,7742550200
2009-11-20,7666954900
2009-11-23,7830081600
2009-11-24,7770401100
2009-11-25,7834060300
2009-11-27,7758465000
2009-11-30,7722656700
2009-12-01,7929549100
2009-12-02,7855943150
2009-12-03,8001165700
2009-12-04,7883794050
2009-12-07,7796262650
2009-12-08,7921591700
2009-12-09,7993208300
2009-12-10,8015091150
2009-12-11,7937506500
2009-12-14,8076761000
2009-12-15,8267738600
2009-12-16,8456726850
2009-12-17,8182196550
2009-12-18,8422907900
2009-12-21,8385110250
2009-12-22,8534311500
2009-12-23,8484577750
2009-12-24,8562162400
2009-12-28,8597970700
2009-12-29,8623832250
2009-12-30,8663619250
2009-12-31,8524364750
2010-01-04,8800884400
2010-01-05,8510439300
2010-01-06,8361238050
2010-01-07,8255802500
2010-01-08,8090686450
2010-01-11,8321451050
2010-01-12,8313493650
2010-01-13,8498503200
2010-01-14,8216015499
2010-01-15,7999176350
2010-01-19,8291610800
2010-01-20,8104611900
2010-01-21,7927559750
2010-01-22,7985250900
2010-01-25,7861911200
2010-01-26,7762443700
2010-01-27,7758465000
2010-01-28,7688837750
2010-01-29,7639104000
2010-02-01,7826102900
2010-02-02,8054878150
2010-02-03,8003155049
2010-02-04,7643082700
2010-02-05,7481945350
2010-02-08,7444147700
2010-02-09,7539636500
2010-02-10,7460062500
2010-02-11,7579423500
2010-02-12,7635125300
2010-02-16,7694805800
2010-02-17,7913634300
2010-02-18,8007133750
2010-02-19,8096654500
2010-02-22,7941485200
2010-02-23,7842017700
2010-02-24,8029016600
2010-02-25,7985250900
2010-02-26,8064824900
2010-03-01,8241877050
2010-03-02,8323440400
2010-03-03,8351291299
2010-03-04,8275696000
2010-03-05,8259781200
2010-03-08,8235909000
2010-03-09,8371184800
2010-03-10,8558183700
2010-03-11,8554205000
2010-03-12,8645715100
2010-03-15,8601949400
2010-03-16,8695448850
2010-03-17,8434844000
2010-03-18,8295589500
2010-03-19,8498503200
2010-03-22,8450758799
2010-03-23,8391078300
2010-03-24,8297578850
2010-03-25,8265749249
2010-03-26,8277685350
2010-03-29,8188164599
2010-03-30,8128484100
2010-03-31,8190225389
2010-04-01,8186217450
2010-04-05,8146138050
2010-04-06,8110066590
2010-04-07,8114074530
2010-04-08,7977804570
2010-04-09,7951752960
2010-04-12,7867586220
2010-04-13,8017883970
2010-04-14,8013876030
2010-04-15,7947745019
2010-04-16,8013876030
2010-04-19,8023895880
2010-04-20,8116078500
2010-04-21,7885621950
2010-04-22,7633121730
2010-04-23,7765383750
2010-04-26,7715284500
2010-04-27,7749351990
2010-04-28,7723300380
2010-04-29,7925701349
2010-04-30,7769391690
2010-05-03,7809471090
2010-05-04,7709272590
2010-05-05,7524907349
2010-05-06,7394649300
2010-05-07,7194252300
2010-05-10,7524907349
2010-05-11,7637129670
2010-05-12,7769391690
2010-05-13,7711276559
2010-05-14,7506871620
2010-05-17,7526911320
2010-05-18,7432724730
2010-05-19,7498855740
2010-05-20,7130125260
2010-05-21,6837545639
2010-05-24,6865601220
2010-05-25,6803478150
2010-05-26,6961791780
2010-05-27,6901672680
2010-05-28,6931732230
2010-06-01,6851573430
2010-06-02,7096057769
2010-06-03,7122109380
2010-06-04,6903676650
2010-06-07,6837545639
2010-06-08,6623120849
2010-06-09,6528934260
2010-06-10,6831533730
2010-06-11,7015898970
2010-06-14,6947763990
2010-06-15,7031930730
2010-06-16,7023914849
2010-06-17,7164192750
2010-06-18,7378617540
2010-06-21,7370601660
2010-06-22,7078022040
2010-06-23,7068002190
2010-06-24,6935740170
2010-06-25,7025918820
2010-06-28,6955779870
2010-06-29,6625124820
2010-06-30,6609182300
2010-07-01,6488650099
2010-07-02,6472579140
2010-07-06,6462534790
2010-07-07,6637306480
2010-07-08,6789980599
2010-07-09,6866317660
2010-07-12,6723687890
2010-07-13,6789980599
2010-07-14,6850246700
2010-07-15,6783953990
2010-07-16,6522800890
2010-07-19,6581058120
2010-07-20,6554942810
2010-07-21,6458517050
2010-07-22,6639315349
2010-07-23,6639315349
2010-07-26,6822122520
2010-07-27,6806051560
2010-07-28,6667439530
2010-07-29,6550925070
2010-07-30,6761856419
2010-08-02,6932610370
2010-08-03,7079257880
2010-08-04,7284162620
2010-08-05,7254029570
2010-08-06,7340410980
2010-08-09,7432819000
2010-08-10,7382597250
2010-08-11,7181710250
2010-08-12,7290189230
2010-08-13,7270100530
2010-08-16,7292198099
2010-08-17,7288180360
2010-08-18,7306260189
2010-08-19,7103364320
2010-08-20,7147559460
2010-08-23,7075240140
2010-08-24,6852255570
2010-08-25,6926583759
2010-08-26,6705608060
2010-08-27,6920557150
2010-08-30,6753820939
2010-08-31,6691545970
2010-09-01,7012965169
2010-09-02,7121444150
2010-09-03,7243985220
2010-09-07,7033053870
2010-09-08,7241976349
2010-09-09,7209834430
2010-09-10,7326348890
2010-09-13,7382597250
2010-09-14,7521209280
2010-09-15,7481031880
2010-09-16,7390632730
2010-09-17,7282153750
2010-09-20,7332375500
2010-09-21,7276127140
2010-09-22,7266082790
2010-09-23,7256038439
2010-09-24,7408712560
2010-09-27,7169657030
2010-09-28,7137515110
2010-09-29,7018991780
2010-09-30,6961291760
2010-10-01,6931086560
2010-10-04,6836443600
2010-10-05,6991496960
2010-10-06,6898867680
2010-10-07,7072044159
2010-10-08,7110304080
2010-10-11,7033784240
2010-10-12,6906922399
2010-10-13,6906922399
2010-10-14,7031770560
2010-10-15,7255289040
2010-10-18,7428465520
2010-10-19,7462698080
2010-10-20,7357986720
2010-10-21,7219042800
2010-10-22,7335836240
2010-10-25,7515053760
2010-10-26,7567409440
2010-10-27,7722462800
2010-10-28,7712394399
2010-10-29,7712394399
2010-11-01,7641915600
2010-11-02,7506999040
2010-11-03,7386178240
2010-11-04,7001565360
2010-11-05,7059962080
2010-11-08,6949209680
2010-11-09,6900881360
2010-11-10,6935113920
2010-11-11,7045866320
2010-11-12,6800197360
2010-11-15,6959278080
2010-11-16,6866648800
2010-11-17,6774019520
2010-11-18,7031770560
2010-11-19,6896854000
2010-11-22,6904908720
2010-11-23,6733745920
2010-11-24,6814293120
2010-11-26,6902895040
2010-11-29,6820334159
2010-11-30,6671321840
2010-12-01,6737773280
2010-12-02,6719650159
2010-12-03,6743814320
2010-12-06,6665280800
2010-12-07,6663267120
2010-12-08,6530364240
2010-12-09,6678873139
2010-12-10,6872689840
2010-12-13,6836443600
2010-12-14,6886785600
2010-12-15,6923031840
2010-12-16,6965319120
2010-12-17,7138495600
2010-12-20,7160646080
2010-12-21,7313685760
2010-12-22,7070030480
2010-12-23,7126413520
2010-12-27,7100235680
2010-12-28,7100235680
2010-12-29,7142522960
2010-12-30,7116345120
2010-12-31,7087584870
2011-01-03,7281820710
2011-01-04,7180656210
2011-01-05,7453800360
2011-01-06,7324309800
2011-01-07,7316216639
2011-01-10,7342519410
2011-01-11,7443683910
2011-01-12,7528662090
2011-01-13,7799782949
2011-01-14,7975809180
2011-01-18,8093160000
2011-01-19,7981879050
2011-01-20,8072927100
2011-01-21,8105299740
2011-01-24,8180161470
2011-01-25,8133625800
2011-01-26,8042577750
2011-01-27,7969739310
2011-01-28,7892955454
2011-01-31,7868574810
2011-02-01,7860481650
2011-02-02,7884761130
2011-02-03,7850365199
2011-02-04,7983902340
2011-02-07,7755270570
2011-02-08,7785619919
2011-02-09,7714804770
2011-02-10,7720874639
2011-02-11,7781573340
2011-02-14,7884761130
2011-02-15,7989972210
2011-02-16,8022344850
2011-02-17,8062810650
2011-02-18,7923203639
2011-02-22,7733014380
2011-02-23,8896406130
2011-02-24,8817497820
2011-02-25,9072432360
2011-02-28,9442694430
2011-03-01,9316238805
2011-03-02,9566115120
2011-03-03,10106333550
2011-03-04,10332942030
2011-03-07,10039564980
2011-03-08,9468997200
2011-03-09,9596464470
2011-03-10,9064339200
2011-03-11,9398182050
2011-03-14,9193829760
2011-03-15,9248458590
2011-03-16,8953058250
2011-03-17,9013756950
2011-03-18,8981384310
2011-03-21,9163480410
2011-03-22,9339506640
2011-03-23,9323320320
2011-03-24,9491253390
2011-03-25,9424484820
2011-03-28,9578254860
2011-03-29,9893888100
2011-03-30,9808909920
2011-03-31,9797515090
2011-04-01,9728014670
2011-04-04,9707573370
2011-04-05,9554263620
2011-04-06,9488851460
2011-04-07,9589013830
2011-04-08,9844530080
2011-04-11,9856794860
2011-04-12,9805691610
2011-04-13,9689176200
2011-04-14,9728014670
2011-04-15,9815912260
2011-04-18,9605366870
2011-04-19,9570616660
2011-04-20,9807735740
2011-04-21,10091869810
2011-04-25,9820000520
2011-04-26,10817535960
2011-04-27,11353098020
2011-04-28,11353098224
2011-04-29,11252935650
2011-05-02,11252935650
2011-05-03,11189567620
2011-05-04,11306083030
2011-05-05,10872727470
2011-05-06,11148685020
2011-05-09,11784409450
2011-05-10,11661761650
2011-05-11,11498231250
2011-05-12,11857998130
2011-05-13,11749659240
2011-05-16,11706732510
2011-05-17,11551378630
2011-05-18,11328568460
2011-05-19,11199788270
2011-05-20,11242715000
2011-05-23,11408289530
2011-05-24,11500275380
2011-05-25,11359230410
2011-05-26,11095537640
2011-05-27,10944272020
2011-05-31,11036257870
2011-06-01,10837977260
2011-06-02,11140508500
2011-06-03,11193655880
2011-06-06,11113934810
2011-06-07,11073052210
2011-06-08,10862506820
2011-06-09,9826132910
2011-06-10,9852706600
2011-06-13,9655448055
2011-06-14,9562440140
2011-06-15,9488851460
2011-06-16,9319188670
2011-06-17,9200629130
2011-06-20,9231291080
2011-06-21,9372336050
2011-06-22,9650337730
2011-06-23,9815912260
2011-06-24,9932427670
2011-06-27,9959001360
2011-06-28,10369871490
2011-06-29,10684667510
2011-06-30,10710043980
2011-07-01,10650303400
2011-07-05,10751244380
2011-07-06,10335120340
2011-07-07,10326880260
2011-07-08,10438121340
2011-07-11,10355720540
2011-07-12,10590562820
2011-07-13,10607042980
2011-07-14,10368080660
2011-07-15,10440181360
2011-07-18,10211519140
2011-07-19,10489621840
2011-07-20,10341300400
2011-07-21,10541122340
2011-07-22,10501981960
2011-07-25,10186798900
2011-07-26,10207399100
2011-07-27,9871615840
2011-07-28,9883975960
2011-07-29,10683263720
2011-08-01,10493741880
2011-08-02,10104398100
2011-08-03,9867495800
2011-08-04,9103228380
2011-08-05,8858086000
2011-08-08,8240080000
2011-08-09,9156788900
2011-08-10,8606763560
2011-08-11,8934306740
2011-08-12,9165028980
2011-08-15,9539952620
2011-08-16,9509052320
2011-08-17,9609993300
2011-08-18,9329830580
2011-08-19,9577032980
2011-08-22,9368970960
2011-08-23,9677973960
2011-08-24,9585273060
2011-08-25,9354550820
2011-08-26,9323650520
2011-08-29,9053787900
2011-08-30,9325710540
2011-08-31,9325710540
2011-09-01,9292750220
2011-09-02,9185629180
2011-09-06,9387511140
2011-09-07,9669733880
2011-09-08,9799515140
2011-09-09,9436951620
2011-09-12,9842775560
2011-09-13,10343360420
2011-09-14,10413401100
2011-09-15,10324820240
2011-09-16,10407221040
2011-09-19,10337180360
2011-09-20,10722404100
2011-09-21,10955186360
2011-09-22,10157958620
2011-09-23,10450481460
2011-09-26,10069377760
2011-09-27,9826295400
2011-09-28,9412231380
2011-09-29,9169149020
2011-09-30,9248480280
2011-10-03,8422648820
2011-10-04,9005099220
2011-10-05,9385772160
2011-10-06,9283843340
2011-10-07,9244319920
2011-10-10,8406007379
2011-10-11,8310319100
2011-10-12,8370644320
2011-10-13,9127829840
2011-10-14,9003019040
2011-10-17,8339441620
2011-10-18,8516256920
2011-10-19,8356083060
2011-10-20,8795001040
2011-10-21,8682671320
2011-10-24,9154872180
2011-10-25,9013419940
2011-10-26,8921892020
2011-10-27,8857406440
2011-10-28,8649388440
2011-10-31,8235432620
2011-11-01,7858920040
2011-11-02,7675864200
2011-11-03,7619699340
2011-11-04,7619699340
2011-11-07,6910357960
2011-11-08,6334148100
2011-11-09,6419435480
2011-11-10,6652415640
2011-11-11,6529685020
2011-11-14,6246780540
2011-11-15,6178134600
2011-11-16,6086606680
2011-11-17,6034602180
2011-11-18,5884829220
2011-11-21,5732976080
2011-11-22,5807862560
2011-11-23,5604004920
2011-11-25,5533278800
2011-11-28,5666410320
2011-11-29,5685131940
2011-11-30,6030441820
2011-12-01,6113649020
2011-12-02,6084526500
2011-12-05,6157332800
2011-12-06,6169813880
2011-12-07,6167733700
2011-12-08,5940994080
2011-12-09,6109488660
2011-12-12,6105328300
2011-12-13,5961795880
2011-12-14,6352869720
2011-12-15,6538005740
2011-12-16,7053890379
2011-12-19,6908277780
2011-12-20,6948841290
2011-12-21,6862513820
2011-12-22,6868754360
2011-12-23,6831311120
2011-12-27,6916598500
2011-12-28,6748103920
2011-12-29,6814669680
2011-12-30,6908277780
2012-01-03,6704420139
2012-01-04,6698179600
2012-01-05,6889556159
2012-01-06,7083012899
2012-01-09,7422082240
2012-01-10,7555213760
2012-01-11,7763231760
2012-01-12,7711227260
2012-01-13,7657142580
2012-01-17,7594737180
2012-01-18,7794434460
2012-01-19,7690425460
2012-01-20,7553133580
2012-01-23,7459525480
2012-01-24,7278549820
2012-01-25,7376318280
2012-01-26,7430402960
2012-01-27,7484487639
2012-01-30,7226545320
2012-01-31,7686265100
2012-02-01,7869320940
2012-02-02,7983730840
2012-02-03,7650902040
2012-02-06,7955648409
2012-02-07,7819396620
2012-02-08,7650902040
2012-02-09,7704986720
2012-02-10,7515690340
2012-02-13,7519850700
2012-02-14,7515690340
2012-02-15,7588496639
2012-02-16,7798594820
2012-02-17,8162626320
2012-02-21,7856839860
2012-02-22,7821476800
2012-02-23,8037815520
2012-02-24,7985811020
2012-02-27,8048216420
2012-02-28,7956688500
2012-02-29,8096060560
2012-03-01,8397686659
2012-03-02,8472573139
2012-03-05,8403927200
2012-03-06,8256234420
2012-03-07,8472573139
2012-03-08,8666029880
2012-03-09,8693072220
2012-03-12,8657709160
2012-03-13,8678510960
2012-03-14,8595303760
2012-03-15,8905250580
2012-03-16,8932292920
2012-03-19,8661869520
2012-03-20,8512096560
2012-03-21,8547459620
2012-03-22,8453851520
2012-03-23,8599464120
2012-03-26,8514176740
2012-03-27,8518337100
2012-03-28,8412247920
2012-03-29,8433049720
2012-03-30,8530818180
2012-04-02,8555205119
2012-04-03,8834179200
2012-04-04,8574226080
2012-04-05,8464327199
2012-04-09,8054319840
2012-04-10,7726736640
2012-04-11,7826068320
2012-04-12,7969782240
2012-04-13,7644312480
2012-04-16,7500598560
2012-04-17,7697148480
2012-04-18,7515392640
2012-04-19,7747871039
2012-04-20,7730963520
2012-04-23,7749984480
2012-04-24,7733076960
2012-04-25,7961328480
2012-04-26,7929626880
2012-04-27,8162105279
2012-04-30,8132517119
2012-05-01,8126176800
2012-05-02,8107155840
2012-05-03,8054319840
2012-05-04,7906379039
2012-05-07,12283313280
2012-05-08,13559831040
2012-05-09,12754610400
2012-05-10,12720795360
2012-05-11,13107554880
2012-05-14,13673956800
2012-05-15,13394982720
2012-05-16,13232247840
2012-05-17,12949046880
2012-05-18,12963840960
2012-05-21,13124462400
2012-05-22,13333692960
2012-05-23,13513335360
2012-05-24,13545036960
2012-05-25,13705658399
2012-05-29,12215683200
2012-05-30,12718681920
2012-05-31,12689093760
2012-06-01,12587648640
2012-06-04,12194548800
2012-06-05,12376304640
2012-06-06,12224136960
2012-06-07,11997998880
2012-06-08,12042381120
2012-06-11,11602785600
2012-06-12,11824696800
2012-06-13,11721138240
2012-06-14,11822583360
2012-06-15,11949389760
2012-06-18,12209342880
2012-06-19,12095217120
2012-06-20,12500997600
2012-06-21,12173414400
2012-06-22,12809559840
2012-06-25,12348829920
2012-06-26,12600329280
2012-06-27,12915231840
2012-06-28,10816585920
2012-06-29,11818356480
2012-07-02,11841070654
2012-07-03,11819758432
2012-07-05,11830414543
2012-07-06,11649260654
2012-07-09,11538437099
2012-07-10,11542699543
2012-07-11,11244328432
2012-07-12,11282690432
2012-07-13,11412694988
2012-07-16,11167604432
2012-07-17,11233672321
2012-07-18,11425482321
2012-07-19,11103667766
2012-07-20,10926776321
2012-07-23,10607092988
2012-07-24,10307656267
2012-07-25,10460038655
2012-07-26,10460038655
2012-07-27,10511187989
2012-07-30,10647586211
2012-07-31,10338558989
2012-08-01,10477088433
2012-08-02,10575124655
2012-08-03,10515450433
2012-08-06,11069568210
2012-08-07,10977925655
2012-08-08,10828740099
2012-08-09,10977925655
2012-08-10,11009893988
2012-08-13,10958744655
2012-08-14,11408432543
2012-08-15,11598111321
2012-08-16,11610898654
2012-08-17,11674835321
2012-08-20,11696147543
2012-08-21,11642866987
2012-08-22,11651391876
2012-08-23,11480894099
2012-08-24,11414826210
2012-08-27,11404170099
2012-08-28,11527780987
2012-08-29,11363676877
2012-08-30,11355151988
2012-08-31,11365808099
2012-09-04,11621554765
2012-09-05,11719590987
2012-09-06,12241740431
2012-09-07,12169278876
2012-09-10,12071242654
2012-09-11,11945500543
2012-09-12,11879432654
2012-09-13,11979600098
2012-09-14,12378138653
2012-09-17,12263052653
2012-09-18,12243871653
2012-09-19,12339776653
2012-09-20,12388794764
2012-09-21,12582735986
2012-09-24,12514536875
2012-09-25,11990256209
2012-09-26,11671638487
2012-09-27,11862382876
2012-09-28,11911400987
2012-10-01,12112419080
2012-10-02,12292688960
2012-10-03,12395700320
2012-10-04,12745509730
2012-10-05,12751947940
2012-10-08,12552363430
2012-10-09,12550217360
2012-10-10,12232599000
2012-10-11,12206846160
2012-10-12,11487912710
2012-10-15,11425676680
2012-10-16,11436407030
2012-10-17,11578047650
2012-10-18,11293693375
2012-10-19,10781855680
2012-10-22,10702451090
2012-10-23,10650945410
2012-10-24,10623046500
2012-10-25,10753956770
2012-10-26,10635922920
2012-10-31,10361225960
2012-11-01,10833361360
2012-11-02,9659439609
2012-11-05,9959910870
2012-11-06,9904113050
2012-11-07,9770734799
2012-11-08,9573618270
2012-11-09,9659461070
2012-11-12,9442708000
2012-11-13,9464168700
2012-11-14,9047831120
2012-11-15,8725920620
2012-11-16,8846100540
2012-11-19,8891168010
2012-11-20,9047831120
2012-11-21,8822493770
2012-11-23,8897606220
2012-11-26,8691583500
2012-11-27,8579987859
2012-11-28,8483414710
2012-11-29,8528482180
2012-11-30,8539212530
2012-12-03,8386841560
2012-12-04,8473757395
2012-12-05,8408302260
2012-12-06,8390404036
2012-12-07,8343920160
2012-12-10,8637931750
2012-12-11,8979156880
2012-12-12,9067145750
2012-12-13,9045685050
2012-12-14,8968426530
2012-12-17,8972718670
2012-12-18,9298921310
2012-12-19,9232393140
2012-12-20,9301067380
2012-12-21,9236685280
2012-12-24,9118651430
2012-12-26,8959842250
2012-12-27,8961988320
2012-12-28,8786010580
2012-12-31,9025084187
2013-01-02,9402026844
2013-01-03,9725120550
2013-01-04,9875897613
2013-01-07,10186067571
2013-01-08,10446696494
2013-01-09,10392847543
2013-01-10,10080523627
2013-01-11,10190375487
2013-01-14,10196837361
2013-01-15,10140834452
2013-01-16,10005135095
2013-01-17,10078369669
2013-01-18,9974979683
2013-01-22,10138680494
2013-01-23,10015904886
2013-01-24,10192529445
2013-01-25,10091293417
2013-01-28,9890975319
2013-01-29,9992211347
2013-01-30,9617422648
2013-01-31,9645424103
2013-02-01,9787585333
2013-02-04,9613114732
2013-02-05,9822048662
2013-02-06,9878051571
2013-02-07,9832818452
2013-02-08,9908206984
2013-02-11,9843588242
2013-02-12,9884513445
2013-02-13,10011596969
2013-02-14,9834972410
2013-02-15,9824202620
2013-02-19,10020212802
2013-02-20,9787800729
2013-02-21,9654039935
2013-02-22,9888821361
2013-02-25,9662655767
2013-02-26,9516186620
2013-02-27,10117140913
2013-02-28,10084831543
2013-03-01,9944824270
2013-03-04,9974979683
2013-03-05,10410079207
2013-03-06,10664246256
2013-03-07,10806407486
2013-03-08,11375052409
2013-03-11,11319049500
2013-03-12,11288894087
2013-03-13,11366436577
2013-03-14,11370744493
2013-03-15,11267354507
2013-03-18,11064882451
2013-03-19,11179042227
2013-03-20,11303971793
2013-03-21,11252276800
2013-03-22,11575370506
2013-03-25,11686299346
2013-03-26,11704607989
2013-03-27,11810151933
2013-03-28,11840307345
2013-04-01,11872730736
2013-04-02,11857340159
2013-04-03,11571515159
2013-04-04,11641872082
2013-04-05,11703434390
2013-04-08,11595700352
2013-04-09,11564919198
2013-04-10,12057417658
2013-04-11,12055219004
2013-04-12,12255296504
2013-04-15,11885922659
2013-04-16,11958478235
2013-04-17,11882624678
2013-04-18,11624282852
2013-04-19,18820476870
2013-04-22,18101517064
2013-04-23,18365355525
2013-04-24,17820089373
2013-04-25,17659587642
2013-04-26,17373762643
2013-04-29,17222055528
2013-04-30,16890058798
2013-05-01,16892257452
2013-05-02,17087937644
2013-05-03,16707570530
2013-05-06,16984600914
2013-05-07,16797935202
2013-05-08,16584445915
2013-05-09,16881264183
2013-05-10,17683772835
2013-05-13,17622210527
2013-05-14,17811294757
2013-05-15,17461708797
2013-05-16,17125314759
2013-05-17,17477099374
2013-05-20,17013183413
2013-05-21,17472702066
2013-05-22,17244042067
2013-05-23,17255035336
2013-05-24,17237446105
2013-05-28,17153897259
2013-05-29,17235247451
2013-05-30,18279608025
2013-05-31,17661786296
2013-06-03,17441920912
2013-06-04,17228651490
2013-06-05,16918641298
2013-06-06,17153897259
2013-06-07,18207052449
2013-06-10,18279608025
2013-06-11,17897042257
2013-06-12,17639799758
2013-06-13,18174072641
2013-06-14,17657388989
2013-06-17,17314398990
2013-06-18,17325392259
2013-06-19,17120917452
2013-06-20,16745167510
2013-06-21,16704932145
2013-06-24,16857078991
2013-06-25,17171486490
2013-06-26,17659587642
2013-06-27,17705759373
2013-06-28,17602422643
2013-07-01,18431369122
2013-07-02,18222833179
2013-07-03,18477201197
2013-07-05,18889689876
2013-07-08,18419911103
2013-07-09,18330538556
2013-07-10,18708653178
2013-07-11,19409883931
2013-07-12,20117989496
2013-07-15,19879662704
2013-07-16,19590920629
2013-07-17,19595503837
2013-07-18,19888829119
2013-07-19,20282984968
2013-07-22,20221111666
2013-07-23,19833830629
2013-07-24,19538213743
2013-07-25,20079032232
2013-07-26,18495534027
2013-07-29,18254915631
2013-07-30,18770526480
2013-07-31,18286998084
2013-08-01,18497825631
2013-08-02,18204500348
2013-08-05,18101378179
2013-08-06,17720971953
2013-08-07,17885967424
2013-08-08,17798886481
2013-08-09,17679723085
2013-08-12,17755346009
2013-08-13,17766804028
2013-08-14,17931799500
2013-08-15,17636182613
2013-08-16,17532143802
2013-08-19,17251193180
2013-08-20,17542226859
2013-08-21,17496394783
2013-08-22,17966173556
2013-08-23,17824094123
2013-08-26,17863051387
2013-08-27,17187028275
2013-08-28,17402439029
2013-08-29,17702639123
2013-08-30,17221402331
2013-09-03,17274109218
2013-09-04,17943945000
2013-09-05,17961590349
2013-09-06,18101378179
2013-09-09,18775109687
2013-09-10,18635321857
2013-09-11,18289289688
2013-09-12,18653654687
2013-09-13,17931799500
2013-09-16,17457437519
2013-09-17,17881384217
2013-09-18,17670556670
2013-09-19,17482645161
2013-09-20,17450562708
2013-09-23,17322003737
2013-09-24,17079322897
2013-09-25,17111405350
2013-09-26,17537643651
2013-09-27,17438646368
2013-09-30,17534436480
2013-10-01,17811953280
2013-10-02,17747199360
2013-10-03,17844330240
2013-10-04,17855893440
2013-10-07,17455806720
2013-10-08,16701886080
2013-10-09,16223169600
2013-10-10,16417431359
2013-10-11,16401242880
2013-10-14,17046469439
2013-10-15,16963214399
2013-10-16,17451181440
2013-10-17,17774951040
2013-10-18,17821203840
2013-10-21,17261544960
2013-10-22,17950711680
2013-10-23,17485871040
2013-10-24,17786514240
2013-10-25,17768013120
2013-10-28,17999277120
2013-10-29,17596877760
2013-10-30,16593192000
2013-10-31,16500686399
2013-11-01,15577943040
2013-11-04,15311989439
2013-11-05,15120502848
2013-11-06,14477126400
2013-11-07,14112885600
2013-11-08,14120979840
2013-11-11,14003035200
2013-11-12,13917467520
2013-11-13,14153356800
2013-11-14,14114041920
2013-11-15,14659824960
2013-11-18,14266676160
2013-11-19,14426248320
2013-11-20,15064536960
2013-11-21,15316614720
2013-11-22,15328177920
2013-11-25,15716701439
2013-11-26,15811519680
2013-11-27,15799956479
2013-11-29,16054346880
2013-12-02,16015032000
2013-12-03,15647322240
2013-12-04,15571005120
2013-12-05,15367492800
2013-12-06,15367492800
2013-12-09,15436872000
2013-12-10,15316614720
2013-12-11,14891088960
2013-12-12,15115415040
2013-12-13,15073787520
2013-12-16,14976656640
2013-12-17,15166293120
2013-12-18,15871648319
2013-12-19,16176916800
2013-12-20,16611693120
2013-12-23,16993278720
2013-12-24,16995591359
2013-12-26,17069595840
2013-12-27,16986340800
2013-12-30,17088096960
2013-12-31,17245847300
2014-01-02,17136755130
2014-01-03,17048552950
2014-01-06,17524380500
2014-01-07,17289948390
2014-01-08,17461710530
2014-01-09,17714711520
2014-01-10,18153401310
2014-01-13,17881831440
2014-01-14,18424971180
2014-01-15,18283383470
2014-01-16,18800991000
2014-01-17,19053991990
2014-01-21,19840848280
2014-01-22,19525177320
2014-01-23,19457865130
