,MSFT
2009-04-13,174351000000
2009-04-14,172215000000
2009-04-15,167587000000
2009-04-16,175864000000
2009-04-17,170880000000
2009-04-20,165629000000
2009-04-21,168833000000
2009-04-22,167142000000
2009-04-23,168388000000
2009-04-24,186099000000
2009-04-27,181560000000
2009-04-28,177377000000
2009-04-29,180225000000
2009-04-30,180314000000
2009-05-01,180136000000
2009-05-04,179691000000
2009-05-05,176131000000
2009-05-06,176131000000
2009-05-07,171948000000
2009-05-08,172838000000
2009-05-11,171948000000
2009-05-12,177021000000
2009-05-13,175775000000
2009-05-14,178534000000
2009-05-15,179958000000
2009-05-18,183340000000
2009-05-19,180759000000
2009-05-20,181382000000
2009-05-21,176398000000
2009-05-22,175775000000
2009-05-26,181026000000
2009-05-27,179157000000
2009-05-28,182005000000
2009-05-29,185921000000
2009-06-01,190460000000
2009-06-02,190460000000
2009-06-03,193397000000
2009-06-04,194287000000
2009-06-05,197046000000
2009-06-08,196245000000
2009-06-09,196512000000
2009-06-10,200695000000
2009-06-11,203187000000
2009-06-12,207637000000
2009-06-15,208438000000
2009-06-16,208705000000
2009-06-17,210752000000
2009-06-18,209150000000
2009-06-19,214223000000
2009-06-22,207192000000
2009-06-23,207726000000
2009-06-24,208883000000
2009-06-25,211731000000
2009-06-26,207815000000
2009-06-29,212354000000
2009-06-30,211885780000
2009-07-01,214292560000
2009-07-02,208320180000
2009-07-06,206804800000
2009-07-07,200832420000
2009-07-08,201099840000
2009-07-09,200030160000
2009-07-10,199584460000
2009-07-13,207072220000
2009-07-14,206002540000
2009-07-15,215005680000
2009-07-16,217858160000
2009-07-17,216521060000
2009-07-20,218660420000
2009-07-21,221334620000
2009-07-22,221067200000
2009-07-23,227841840000
2009-07-24,209033300000
2009-07-27,206002540000
2009-07-28,209211580000
2009-07-29,212153200000
2009-07-30,212242340000
2009-07-31,209657280000
2009-08-03,212420620000
2009-08-04,211885780000
2009-08-05,212242340000
2009-08-06,209122440000
2009-08-07,210013840000
2009-08-10,208765880000
2009-08-11,206180820000
2009-08-12,209746420000
2009-08-13,210548680000
2009-08-14,211172660000
2009-08-17,207250500000
2009-08-18,210192120000
2009-08-19,210816100000
2009-08-20,210994380000
2009-08-21,217590740000
2009-08-24,219640960000
2009-08-25,219640960000
2009-08-26,218838700000
2009-08-27,220086660000
2009-08-28,219997520000
2009-08-31,219730100000
2009-09-01,213936000000
2009-09-02,212688040000
2009-09-03,214916540000
2009-09-04,219462680000
2009-09-08,221245480000
2009-09-09,220888920000
2009-09-10,222850000000
2009-09-11,221602040000
2009-09-14,222850000000
2009-09-15,224632800000
2009-09-16,224632800000
2009-09-17,225524200000
2009-09-18,225167640000
2009-09-21,225524200000
2009-09-22,229713780000
2009-09-23,229178940000
2009-09-24,231229160000
2009-09-25,227752700000
2009-09-28,230248620000
2009-09-29,229535500000
2009-09-30,227776320000
2009-10-01,220337280000
2009-10-02,221045760000
2009-10-05,218211840000
2009-10-06,222374160000
2009-10-07,222285600000
2009-10-08,227333520000
2009-10-09,226270800000
2009-10-12,227776320000
2009-10-13,228573360000
2009-10-14,229901760000
2009-10-15,236543760000
2009-10-16,234684000000
2009-10-19,233444160000
2009-10-20,233532720000
2009-10-21,235392480000
2009-10-22,235481040000
2009-10-23,248145120000
2009-10-26,253990080000
2009-10-27,253193040000
2009-10-28,248145120000
2009-10-29,249916320000
2009-10-30,245576880000
2009-11-02,246905280000
2009-11-03,243805680000
2009-11-04,248499360000
2009-11-05,252130320000
2009-11-06,252573120000
2009-11-09,256735440000
2009-11-10,256912560000
2009-11-11,257886720000
2009-11-12,260012160000
2009-11-13,262403280000
2009-11-16,261606240000
2009-11-17,265680000000
2009-11-18,266654160000
2009-11-19,263731680000
2009-11-20,262314720000
2009-11-23,265148640000
2009-11-24,264882960000
2009-11-25,263820240000
2009-11-27,258772320000
2009-11-30,260454960000
2009-12-01,265768560000
2009-12-02,263731680000
2009-12-03,264174480000
2009-12-04,265502880000
2009-12-07,263820240000
2009-12-08,261871920000
2009-12-09,263111760000
2009-12-10,264528720000
2009-12-11,264351600000
2009-12-14,266654160000
2009-12-15,265857120000
2009-12-16,266565600000
2009-12-17,262137600000
2009-12-18,268868160000
2009-12-21,270285120000
2009-12-22,272941920000
2009-12-23,273827520000
2009-12-24,274536000000
2009-12-28,276041520000
2009-12-29,277989840000
2009-12-30,274181760000
2009-12-31,267218160000
2010-01-04,271338650000
2010-01-05,271426320000
2010-01-06,269760590000
2010-01-07,266955150000
2010-01-08,268796220000
2010-01-11,265377090000
2010-01-12,263623690000
2010-01-13,266078450000
2010-01-14,271426320000
2010-01-15,270549620000
2010-01-19,272653700000
2010-01-20,268182530000
2010-01-21,263097670000
2010-01-22,253892320000
2010-01-25,257048440000
2010-01-26,258626500000
2010-01-27,260116890000
2010-01-28,255645720000
2010-01-29,247054060000
2010-02-01,249070470000
2010-02-02,249508820000
2010-02-03,250999210000
2010-02-04,244073280000
2010-02-05,245651340000
2010-02-08,243021240000
2010-02-09,245563670000
2010-02-10,245388330000
2010-02-11,246528040000
2010-02-12,244862310000
2010-02-16,248544450000
2010-02-17,250648530000
2010-02-18,253979990000
2010-02-19,252226590000
2010-02-22,251875910000
2010-02-23,248369110000
2010-02-24,250999210000
2010-02-25,250736200000
2010-02-26,251349890000
2010-03-01,254418340000
2010-03-02,249508820000
2010-03-03,249508820000
2010-03-04,250999210000
2010-03-05,250648530000
2010-03-08,250999210000
2010-03-09,252489600000
2010-03-10,253979990000
2010-03-11,255821060000
2010-03-12,256610090000
2010-03-15,256785430000
2010-03-16,257486790000
2010-03-17,259766210000
2010-03-18,259590870000
2010-03-19,259415530000
2010-03-22,259503200000
2010-03-23,261957960000
2010-03-24,259941550000
2010-03-25,263097670000
2010-03-26,260029220000
2010-03-29,259415530000
2010-03-30,260993590000
2010-03-31,255233060000
2010-04-01,254100240000
2010-04-05,255058780000
2010-04-06,255494480000
2010-04-07,255755900000
2010-04-08,260722880000
2010-04-09,264382760000
2010-04-12,264208480000
2010-04-13,265341300000
2010-04-14,268565480000
2010-04-15,269001180000
2010-04-16,267258380000
2010-04-19,270482560000
2010-04-20,273271040000
2010-04-21,273009620000
2010-04-22,273532460000
2010-04-23,269785440000
2010-04-26,271092540000
2010-04-27,268826900000
2010-04-28,269349740000
2010-04-29,270134000000
2010-04-30,266125560000
2010-05-03,268914040000
2010-05-04,262552820000
2010-05-05,260112900000
2010-05-06,252531720000
2010-05-07,245821940000
2010-05-10,252183160000
2010-05-11,251660320000
2010-05-12,256540160000
2010-05-13,254797360000
2010-05-14,252096020000
2010-05-17,252183160000
2010-05-18,249220400000
2010-05-19,246083360000
2010-05-20,236236540000
2010-05-21,233883760000
2010-05-24,228916780000
2010-05-25,227173980000
2010-05-26,217937140000
2010-05-27,226564000000
2010-05-28,224821200000
2010-06-01,225605460000
2010-06-02,230572440000
2010-06-03,234058040000
2010-06-04,224734060000
2010-06-07,220377060000
2010-06-08,218808540000
2010-06-09,216020060000
2010-06-10,217850000000
2010-06-11,223601240000
2010-06-14,222207000000
2010-06-15,231618120000
2010-06-16,229352480000
2010-06-17,229788180000
2010-06-18,230398160000
2010-06-21,226128300000
2010-06-22,224559780000
2010-06-23,220551340000
2010-06-24,217850000000
2010-06-25,213754420000
2010-06-28,211837340000
2010-06-29,203123340000
2010-06-30,198208140000
2010-07-01,199500240000
2010-07-02,200447780000
2010-07-06,205185480000
2010-07-07,209320200000
2010-07-08,210267740000
2010-07-09,209061780000
2010-07-12,213885620000
2010-07-13,216469820000
2010-07-14,219140160000
2010-07-15,219743140000
2010-07-16,214402460000
2010-07-19,217331220000
2010-07-20,219484720000
2010-07-21,216383680000
2010-07-22,222585760000
2010-07-23,222327340000
2010-07-26,224825400000
2010-07-27,225342240000
2010-07-28,223533300000
2010-07-29,224222420000
2010-07-30,222327340000
2010-08-02,226806620000
2010-08-03,225342240000
2010-08-04,221638220000
2010-08-05,218537180000
2010-08-06,220087700000
2010-08-09,220604540000
2010-08-10,215952980000
2010-08-11,214144040000
2010-08-12,210956860000
2010-08-13,210181600000
2010-08-16,211043000000
2010-08-17,212851940000
2010-08-18,213799480000
2010-08-19,210526160000
2010-08-20,208717220000
2010-08-23,209147920000
2010-08-24,207080560000
2010-08-25,207597400000
2010-08-26,205185480000
2010-08-27,206133020000
2010-08-30,203634960000
2010-08-31,202170580000
2010-09-01,205874600000
2010-09-02,206219160000
2010-09-03,209234060000
2010-09-07,206391440000
2010-09-08,206133020000
2010-09-09,206822140000
2010-09-10,205443900000
2010-09-13,216297540000
2010-09-14,215608420000
2010-09-15,216383680000
2010-09-16,218192620000
2010-09-17,217245080000
2010-09-20,219054020000
2010-09-21,216642100000
2010-09-22,211990540000
2010-09-23,210440020000
2010-09-24,213368780000
2010-09-27,213024220000
2010-09-28,212593520000
2010-09-29,211043000000
2010-09-30,208091530000
2010-10-01,207156860000
2010-10-04,203163270000
2010-10-05,206901950000
2010-10-06,207581710000
2010-10-07,208431410000
2010-10-08,208771290000
2010-10-11,208941230000
2010-10-12,210980510000
2010-10-13,215313980000
2010-10-14,214379310000
2010-10-15,217013380000
2010-10-18,219392540000
2010-10-19,213274700000
2010-10-20,215059070000
2010-10-21,215993740000
2010-10-22,215653860000
2010-10-25,214039430000
2010-10-26,220072300000
2010-10-27,221346850000
2010-10-28,223301160000
2010-10-29,226530020000
2010-11-01,228994150000
2010-11-02,232732830000
2010-11-03,229673910000
2010-11-04,230608580000
2010-11-05,228144450000
2010-11-08,227804570000
2010-11-09,228994150000
2010-11-10,228909180000
2010-11-11,226699960000
2010-11-12,223216190000
2010-11-15,222621400000
2010-11-16,219307570000
2010-11-17,217268290000
2010-11-18,219562480000
2010-11-19,218287930000
2010-11-22,218627810000
2010-11-23,213444640000
2010-11-24,215568890000
2010-11-26,215313980000
2010-11-29,215059070000
2010-11-30,214634220000
2010-12-01,221261880000
2010-12-02,228484330000
2010-12-03,229588940000
2010-12-06,228059480000
2010-12-07,228314390000
2010-12-08,231373310000
2010-12-09,230098760000
2010-12-10,232307980000
2010-12-13,231543250000
2010-12-14,234687140000
2010-12-15,236641450000
2010-12-16,237831030000
2010-12-17,237066300000
2010-12-20,236301570000
2010-12-21,238510790000
2010-12-22,239530430000
2010-12-23,240465100000
2010-12-27,238510790000
2010-12-28,238000970000
2010-12-29,237661090000
2010-12-30,236641450000
2010-12-31,235002200000
2011-01-03,235591600000
2011-01-04,236517800000
2011-01-05,235760000000
2011-01-06,242664400000
2011-01-07,240812000000
2011-01-10,237612400000
2011-01-11,236686200000
2011-01-12,240391000000
2011-01-13,237359800000
2011-01-14,238286000000
2011-01-18,241317200000
2011-01-19,239717400000
2011-01-20,238707000000
2011-01-21,235928400000
2011-01-24,238959600000
2011-01-25,239549000000
2011-01-26,242327600000
2011-01-27,243085400000
2011-01-28,233655000000
2011-01-31,233486600000
2011-02-01,235675800000
2011-02-02,235254800000
2011-02-03,232813000000
2011-02-04,233823400000
2011-02-07,237444000000
2011-02-08,238117600000
2011-02-09,235507400000
2011-02-10,231550000000
2011-02-11,229445000000
2011-02-14,229276600000
2011-02-15,227003200000
2011-02-16,227508400000
2011-02-17,229108200000
2011-02-18,227845200000
2011-02-22,223887800000
2011-02-23,223887800000
2011-02-24,225403400000
2011-02-25,223551000000
2011-02-28,223803600000
2011-03-01,220267200000
2011-03-02,219593600000
2011-03-03,220604000000
2011-03-04,218499000000
2011-03-07,216562400000
2011-03-08,218162200000
2011-03-09,217993800000
2011-03-10,213952200000
2011-03-11,216225600000
2011-03-14,216309800000
2011-03-15,213783800000
2011-03-16,208731800000
2011-03-17,208647600000
2011-03-18,208816000000
2011-03-21,213278600000
2011-03-22,213026000000
2011-03-23,215046800000
2011-03-24,217320200000
2011-03-25,215720400000
2011-03-28,213952200000
2011-03-29,214625800000
2011-03-30,215636200000
2011-03-31,213961530000
2011-04-01,214719960000
2011-04-04,215309850000
2011-04-05,217248060000
2011-04-06,220366050000
2011-04-07,220787400000
2011-04-08,219691890000
2011-04-11,218933460000
2011-04-12,216068280000
2011-04-13,215984010000
2011-04-14,214214340000
2011-04-15,213792990000
2011-04-18,211349160000
2011-04-19,211939050000
2011-04-20,217079520000
2011-04-21,215057040000
2011-04-25,215815470000
2011-04-26,220703130000
2011-04-27,222304260000
2011-04-28,225085170000
2011-04-29,218427840000
2011-05-02,216236820000
2011-05-03,217500870000
2011-05-04,219607620000
2011-05-05,217332330000
2011-05-06,218006490000
2011-05-09,217669410000
2011-05-10,216321090000
2011-05-11,213708720000
2011-05-12,213371640000
2011-05-13,210927810000
2011-05-16,207051390000
2011-05-17,206630040000
2011-05-18,208062630000
2011-05-19,208315440000
2011-05-20,206377230000
2011-05-23,203680590000
2011-05-24,203512050000
2011-05-25,203849130000
2011-05-26,207894090000
2011-05-27,208652520000
2011-05-31,210759270000
2011-06-01,205871610000
2011-06-02,204101940000
2011-06-03,201489570000
2011-06-06,202332270000
2011-06-07,202753620000
2011-06-08,201742380000
2011-06-09,201910920000
2011-06-10,199804170000
2011-06-13,202585080000
2011-06-14,204101940000
2011-06-15,200056980000
2011-06-16,202248000000
2011-06-17,204439020000
2011-06-20,206208690000
2011-06-21,208652520000
2011-06-22,207725550000
2011-06-23,207557010000
2011-06-24,204776100000
2011-06-27,212360400000
2011-06-28,217416600000
2011-06-29,215899740000
2011-06-30,218192000000
2011-07-01,218359840000
2011-07-05,218443760000
2011-07-06,220961360000
2011-07-07,224653840000
2011-07-08,225912640000
2011-07-11,223478960000
2011-07-12,222723680000
2011-07-13,223478960000
2011-07-14,222136240000
2011-07-15,224737760000
2011-07-18,223143280000
2011-07-19,231115680000
2011-07-20,227087520000
2011-07-21,227423200000
2011-07-22,231031760000
2011-07-25,234220720000
2011-07-26,235647360000
2011-07-27,229353360000
2011-07-28,232626240000
2011-07-29,229940800000
2011-08-01,228849840000
2011-08-02,224905600000
2011-08-03,225912640000
2011-08-04,217688480000
2011-08-05,215506560000
2011-08-08,205436160000
2011-08-09,214667360000
2011-08-10,203086400000
2011-08-11,211394480000
2011-08-12,210639200000
2011-08-15,214079920000
2011-08-16,212737200000
2011-08-17,211898000000
2011-08-18,207030640000
2011-08-19,201827600000
2011-08-22,201240160000
2011-08-23,207450240000
2011-08-24,208960800000
2011-08-25,206191440000
2011-08-26,211898000000
2011-08-29,216849280000
2011-08-30,220122160000
2011-08-31,223227200000
2011-09-01,219954320000
2011-09-02,216513600000
2011-09-06,214079920000
2011-09-07,218192000000
2011-09-08,220038240000
2011-09-09,216010080000
2011-09-12,217268880000
2011-09-13,218527680000
2011-09-14,222388000000
2011-09-15,226500080000
2011-09-16,227591040000
2011-09-19,228346320000
2011-09-20,226416160000
2011-09-21,218108080000
2011-09-22,210303520000
2011-09-23,210303520000
2011-09-26,213492480000
2011-09-27,215422640000
2011-09-28,214667360000
2011-09-29,213576400000
2011-09-30,209125780000
2011-10-03,206101060000
2011-10-04,212906680000
2011-10-05,217527780000
2011-10-06,221308680000
2011-10-07,220552500000
2011-10-10,226349880000
2011-10-11,226854000000
2011-10-12,226517920000
2011-10-13,228366360000
2011-10-14,229122540000
2011-10-17,226685960000
2011-10-18,229458620000
2011-10-19,227946260000
2011-10-20,227190080000
2011-10-21,228198320000
2011-10-24,228450380000
2011-10-25,225257620000
2011-10-26,223409180000
2011-10-27,228954500000
2011-10-28,226685960000
2011-10-31,223745260000
2011-11-01,218367980000
2011-11-02,218536020000
2011-11-03,222905060000
2011-11-04,220552500000
2011-11-07,225173600000
2011-11-08,228198320000
2011-11-09,220132400000
2011-11-10,220804560000
2011-11-11,226097820000
2011-11-14,224837520000
2011-11-15,224669480000
2011-11-16,219040140000
2011-11-17,214587080000
2011-11-18,212570600000
2011-11-21,210050000000
2011-11-22,208285580000
2011-11-23,205596940000
2011-11-25,204168600000
2011-11-28,208957740000
2011-11-29,208705680000
2011-11-30,214923160000
2011-12-01,212402560000
2011-12-02,211898440000
2011-12-05,215931400000
2011-12-06,215595320000
2011-12-07,215091200000
2011-12-08,213410800000
2011-12-09,215931400000
2011-12-12,214335020000
2011-12-13,216435520000
2011-12-14,215007180000
2011-12-15,214755120000
2011-12-16,218452000000
2011-12-19,214503060000
2011-12-20,218620040000
2011-12-21,216435520000
2011-12-22,216855620000
2011-12-23,218704060000
2011-12-27,218788080000
2011-12-28,216939640000
2011-12-29,218620040000
2011-12-30,218115920000
2012-01-03,224894770000
2012-01-04,230187400000
2012-01-05,232539680000
2012-01-06,236152110000
2012-01-09,233043740000
2012-01-10,233883840000
2012-01-11,232875720000
2012-01-12,235228000000
2012-01-13,237328250000
2012-01-17,237412260000
2012-01-18,237160230000
2012-01-19,236236120000
2012-01-20,249593710000
2012-01-23,249761730000
2012-01-24,246485340000
2012-01-25,248333560000
2012-01-26,247829500000
2012-01-27,245561230000
2012-01-30,248753610000
2012-01-31,248081530000
2012-02-01,251105890000
2012-02-02,251609950000
2012-02-03,254046240000
2012-02-06,253710200000
2012-02-07,254970350000
2012-02-08,257574660000
2012-02-09,258498770000
2012-02-10,256230500000
2012-02-13,256902580000
2012-02-14,254130250000
2012-02-15,252450050000
2012-02-16,262867290000
2012-02-17,262531250000
2012-02-21,264127440000
2012-02-22,262699270000
2012-02-23,263539370000
2012-02-24,264463480000
2012-02-27,263371350000
2012-02-28,267739870000
2012-02-29,266647740000
2012-03-01,271268290000
2012-03-02,269504080000
2012-03-05,267151800000
2012-03-06,265051550000
2012-03-07,267487840000
2012-03-08,268916009999
2012-03-09,268747990000
2012-03-12,269168040000
2012-03-13,274460670000
2012-03-14,275300770000
2012-03-15,275972850000
2012-03-16,273872600000
2012-03-19,270512200000
2012-03-20,268747990000
2012-03-21,268075910000
2012-03-22,268832000000
2012-03-23,268916009999
2012-03-26,273788590000
2012-03-27,273200520000
2012-03-28,270428189999
2012-03-29,269840119999
2012-03-30,271016259999
2012-04-02,270848520000
2012-04-03,267912720000
2012-04-04,261789480000
2012-04-05,264389760000
2012-04-09,260866800000
2012-04-10,255582360000
2012-04-11,254575800000
2012-04-12,259860240000
2012-04-13,258434280000
2012-04-16,260699040000
2012-04-17,263718720000
2012-04-18,261202320000
2012-04-19,260111880000
2012-04-20,271938960000
2012-04-23,269422559999
2012-04-24,267744960000
2012-04-25,270093600000
2012-04-26,269338680000
2012-04-27,268248240000
2012-04-30,268583760000
2012-05-01,268499879999
2012-05-02,266738400000
2012-05-03,266402880000
2012-05-04,259860240000
2012-05-07,257092200000
2012-05-08,255834000000
2012-05-09,258014880000
2012-05-10,257847120000
2012-05-11,261370080000
2012-05-14,257343840000
2012-05-15,253401480000
2012-05-16,250801200000
2012-05-17,249291360000
2012-05-18,245516760000
2012-05-21,249543000000
2012-05-22,249626880000
2012-05-23,244174680000
2012-05-24,243839160000
2012-05-25,243755280000
2012-05-29,247949280000
2012-05-30,246103920000
2012-05-31,244845720000
2012-06-01,238638600000
2012-06-04,239477400000
2012-06-05,239141880000
2012-06-06,246187800000
2012-06-07,245181240000
2012-06-08,248704200000
2012-06-11,242413200000
2012-06-12,245684520000
2012-06-13,244342440000
2012-06-14,246103920000
2012-06-15,251807760000
2012-06-18,250297920000
2012-06-19,257511600000
2012-06-20,259440840000
2012-06-21,252730440000
2012-06-22,257511600000
2012-06-25,250549560000
2012-06-26,251807760000
2012-06-27,253065960000
2012-06-28,250885080000
2012-06-29,256588920000
2012-07-02,256581760000
2012-07-03,258260960000
2012-07-05,257757200000
2012-07-06,253475240000
2012-07-09,251880000000
2012-07-10,249697040000
2012-07-11,246002800000
2012-07-12,240377480000
2012-07-13,246758440000
2012-07-16,247178240000
2012-07-17,249025360000
2012-07-18,255658200000
2012-07-19,257421360000
2012-07-20,252887520000
2012-07-23,245834880000
2012-07-24,244743400000
2012-07-25,242056680000
2012-07-26,244827360000
2012-07-27,249864960000
2012-07-30,248857440000
2012-07-31,247430120000
2012-08-01,246926360000
2012-08-02,245079240000
2012-08-03,249781000000
2012-08-06,251460200000
2012-08-07,254062960000
2012-08-08,254650680000
2012-08-09,256078000000
2012-08-10,255406320000
2012-08-13,255154440000
2012-08-14,252971480000
2012-08-15,253559200000
2012-08-16,258428880000
2012-08-17,259436400000
2012-08-20,258093040000
2012-08-21,258596800000
2012-08-22,256413840000
2012-08-23,254062960000
2012-08-24,256581760000
2012-08-27,257673240000
2012-08-28,257169480000
2012-08-29,257337400000
2012-08-30,254566720000
2012-08-31,258764720000
2012-09-04,255070480000
2012-09-05,255154440000
2012-09-06,263214600000
2012-09-07,259856200000
2012-09-10,257925120000
2012-09-11,258512840000
2012-09-12,258428880000
2012-09-13,259772240000
2012-09-14,262039160000
2012-09-17,262039160000
2012-09-18,261787280000
2012-09-19,260695800000
2012-09-20,264054200000
2012-09-21,261871240000
2012-09-24,258428880000
2012-09-25,255154440000
2012-09-26,253223360000
2012-09-27,253223360000
2012-09-28,249864960000
2012-10-01,247509570000
2012-10-02,248936380000
2012-10-03,250614980000
2012-10-04,252041790000
2012-10-05,250531050000
2012-10-08,249943540000
2012-10-09,245747040000
2012-10-10,243229140000
2012-10-11,242977350000
2012-10-12,245075600000
2012-10-15,247677430000
2012-10-16,247509570000
2012-10-17,248348870000
2012-10-18,247593500000
2012-10-19,240375520000
2012-10-22,235004000000
2012-10-23,235423650000
2012-10-24,234164700000
2012-10-25,233996840000
2012-10-26,236766530000
2012-10-31,239536220000
2012-11-01,247761360000
2012-11-02,247593500000
2012-11-05,248684590000
2012-11-06,250614980000
2012-11-07,244068440000
2012-11-08,241802330000
2012-11-09,241970190000
2012-11-12,236850460000
2012-11-13,227366370000
2012-11-14,225268120000
2012-11-15,223757380000
2012-11-16,222582360000
2012-11-19,224344890000
2012-11-20,224177030000
2012-11-21,226191350000
2012-11-23,232486100000
2012-11-26,229800340000
2012-11-27,227282440000
2012-11-28,229632480000
2012-11-29,226191350000
2012-11-30,223421660000
2012-12-03,221826990000
2012-12-04,221323410000
2012-12-05,223841310000
2012-12-06,224344890000
2012-12-07,222078780000
2012-12-10,226107420000
2012-12-11,229296760000
2012-12-12,228625320000
2012-12-13,227534230000
2012-12-14,225016330000
2012-12-17,227450300000
2012-12-18,231311080000
2012-12-19,229212830000
2012-12-20,232318240000
2012-12-21,230387850000
2012-12-24,227114580000
2012-12-26,225435980000
2012-12-27,226275280000
2012-12-28,222834150000
2012-12-31,223402440000
2013-01-02,231013680000
2013-01-03,227919000000
2013-01-04,223653360000
2013-01-07,223235160000
2013-01-08,222064200000
2013-01-09,223318800000
2013-01-10,221311440000
2013-01-11,224406120000
2013-01-14,224907960000
2013-01-15,227584440000
2013-01-16,226162560000
2013-01-17,227919000000
2013-01-18,227919000000
2013-01-22,227082600000
2013-01-23,230930040000
2013-01-24,231097320000
2013-01-25,233188320000
2013-01-28,233439240000
2013-01-29,234275640000
2013-01-30,232937400000
2013-01-31,229591800000
2013-02-01,233606520000
2013-02-04,229508160000
2013-02-05,230010000000
2013-02-06,228671760000
2013-02-07,228169920000
2013-02-08,230428200000
2013-02-11,233021040000
2013-02-12,233188320000
2013-02-13,234442920000
2013-02-14,234526560000
2013-02-15,234275640000
2013-02-19,234610200000
2013-02-20,233104680000
2013-02-21,229926360000
2013-02-22,232184640000
2013-02-25,228922680000
2013-02-26,228922680000
2013-02-27,232602840000
2013-02-28,232519200000
2013-03-01,233773800000
2013-03-04,235446600000
2013-03-05,237119400000
2013-03-06,234944760000
2013-03-07,235362960000
2013-03-08,234192000000
2013-03-11,233104680000
2013-03-12,233439240000
2013-03-13,233439240000
2013-03-14,235279320000
2013-03-15,234526560000
2013-03-18,235028400000
2013-03-19,235697520000
2013-03-20,236868480000
2013-03-21,235112040000
2013-03-22,236283000000
2013-03-25,235530240000
2013-03-26,235530240000
2013-03-27,237286680000
2013-03-28,239294040000
2013-04-01,238750450000
2013-04-02,240336000000
2013-04-03,238333200000
2013-04-04,238667000000
2013-04-05,239501500000
2013-04-08,238583550000
2013-04-09,247095450000
2013-04-10,252686600000
2013-04-11,241504300000
2013-04-12,240252550000
2013-04-15,239418050000
2013-04-16,241754650000
2013-04-17,240586350000
2013-04-18,240252550000
2013-04-19,248430650000
2013-04-22,257276350000
2013-04-23,255357000000
2013-04-24,265037200000
2013-04-25,266539300000
2013-04-26,265287550000
2013-04-29,272130450000
2013-04-30,276219500000
2013-05-01,273048400000
2013-05-02,276720200000
2013-05-03,279474050000
2013-05-06,281643750000
2013-05-07,277971950000
2013-05-08,275301550000
2013-05-09,272547699999
2013-05-10,272798049999
2013-05-13,275635350000
2013-05-14,279807850000
2013-05-15,282478250000
2013-05-16,284397600000
2013-05-17,290990150000
2013-05-20,292742600000
2013-05-21,290823250000
2013-05-22,288820450000
2013-05-23,284981750000
2013-05-24,285983150000
2013-05-28,292241900000
2013-05-29,291073600000
2013-05-30,292325350000
2013-05-31,291240500000
2013-06-03,296998550000
2013-06-04,291991550000
2013-06-05,290239100000
2013-06-06,291741200000
2013-06-07,297666150000
2013-06-10,295997150000
2013-06-11,290739800000
2013-06-12,292075000000
2013-06-13,289738400000
2013-06-14,287068000000
2013-06-17,292075000000
2013-06-18,291908100000
2013-06-19,288653550000
2013-06-20,279474050000
2013-06-21,277638150000
2013-06-24,281393400000
2013-06-25,280976150000
2013-06-26,286650750000
2013-06-27,288903900000
2013-06-28,288319750000
2013-07-01,286528040000
2013-07-02,283025660000
2013-07-03,283609390000
2013-07-05,285277190000
2013-07-08,286277870000
2013-07-09,286444650000
2013-07-10,289363300000
2013-07-11,297618910000
2013-07-12,297452130000
2013-07-15,301621630000
2013-07-16,302455530000
2013-07-17,298035860000
2013-07-18,295534160000
2013-07-19,261844600000
2013-07-22,266931389999
2013-07-23,265346980000
2013-07-24,266514440000
2013-07-25,261761210000
2013-07-26,263679180000
2013-07-29,263012060000
2013-07-30,265597150000
2013-07-31,265513760000
2013-08-01,264096130000
2013-08-02,265930710000
2013-08-05,264346300000
2013-08-06,263345620000
2013-08-07,267348340000
2013-08-08,274269710000
2013-08-09,272685300000
2013-08-12,274102929999
2013-08-13,268765969999
2013-08-14,269766650000
2013-08-15,265096810000
2013-08-16,265180200000
2013-08-19,261761210000
2013-08-20,263679180000
2013-08-21,263595790000
2013-08-22,270100210000
2013-08-23,289780250000
2013-08-26,284776850000
2013-08-27,277355140000
2013-08-28,275353780000
2013-08-29,279773450000
2013-08-30,278522600000
2013-09-03,265847320000
2013-09-04,260176800000
2013-09-05,260510360000
2013-09-06,259759850000
2013-09-09,264012740000
2013-09-10,270100210000
2013-09-11,273018860000
2013-09-12,272601909999
2013-09-13,275437170000
2013-09-16,273519199999
2013-09-17,274603270000
2013-09-18,277855480000
2013-09-19,280523960000
2013-09-20,273435810000
2013-09-23,273018860000
2013-09-24,270683940000
2013-09-25,271100889999
2013-09-26,273269030000
2013-09-27,277438530000
2013-09-30,277089280000
2013-10-01,279587080000
2013-10-02,282417920000
2013-10-03,281918360000
2013-10-04,282084880000
2013-10-07,277255800000
2013-10-08,274841259999
2013-10-09,275340820000
2013-10-10,281085760000
2013-10-11,284166380000
2013-10-14,286830700000
2013-10-15,287163740000
2013-10-16,288412640000
2013-10-17,290743920000
2013-10-18,291076960000
2013-10-21,291326740000
2013-10-22,287913080000
2013-10-23,281085760000
2013-10-24,280752720000
2013-10-25,297487980000
2013-10-28,296155820000
2013-10-29,295739520000
2013-10-30,295906040000
2013-10-31,294823660000
2013-11-01,295822780000
2013-11-04,299236440000
2013-11-05,305064640000
2013-11-06,317886680000
2013-11-07,312225000000
2013-11-08,314556280000
2013-11-11,312974340000
2013-11-12,311059360000
2013-11-13,317720160000
2013-11-14,316554520000
2013-11-15,315055840000
2013-11-18,309727200000
2013-11-19,305897240000
2013-11-20,308728080000
2013-11-21,311392400000
2013-11-22,312807820000
2013-11-25,313390640000
